Orthogroup	DFIC.longest_only	DSUB.longest_only
OG0001403	LOC108088928|XP_017042439.1|DFIC	LOC117894413|XP_034657314.1|DSUB
OG0001404	LOC108094886|XP_017051212.1|DFIC	LOC117890829|XP_034651797.1|DSUB
OG0001405	LOC108090766|XP_017045094.1|DFIC	LOC117891988|XP_034653756.1|DSUB
OG0001406	LOC108091032|XP_017045472.1|DFIC	LOC117900291|XP_034666494.1|DSUB
OG0001407	LOC108099890|XP_017059035.1|DFIC	LOC117894005|XP_034656719.1|DSUB
OG0001408	LOC108093661|XP_017049330.1|DFIC	LOC117890466|XP_034651212.1|DSUB
OG0001411	LOC108091902|XP_017046774.1|DFIC	LOC117899476|XP_034665397.1|DSUB
OG0001412	LOC108098225|XP_017056496.1|DFIC, LOC108092268|XP_017047290.1|DFIC	LOC117900416|XP_034666667.1|DSUB
OG0001413	LOC108093973|XP_017049869.1|DFIC, LOC108093977|XP_017049873.1|DFIC	LOC117892584|XP_034654813.1|DSUB
OG0001414	LOC108096553|XP_017053731.1|DFIC	LOC117892633|XP_034654876.1|DSUB
OG0001414	LOC108096554|XP_017053732.1|DFIC	LOC117892632|XP_034654875.1|DSUB
OG0001415	LOC108101798|XP_017061763.1|DFIC	LOC117892668|XP_034654948.1|DSUB
OG0001416	LOC108088170|XP_017041332.1|DFIC	LOC117902610|XP_034670013.1|DSUB
OG0001417	LOC108098069|XP_017056250.1|DFIC, LOC108098067|XP_017056247.1|DFIC, LOC108098068|XP_017056249.1|DFIC	LOC117903636|XP_034671801.1|DSUB
OG0001418	LOC108096002|XP_017052841.1|DFIC, LOC108095971|XP_017052806.1|DFIC	LOC117895383|XP_034658897.1|DSUB
OG0001420	LOC108099561|XP_017058638.1|DFIC	LOC117897233|XP_034661841.1|DSUB
OG0001421	LOC108092406|XP_017047460.1|DFIC	LOC117901082|XP_034667594.1|DSUB
OG0001422	LOC108100673|XP_017060178.1|DFIC	LOC117895629|XP_034659276.1|DSUB
OG0001423	LOC108098000|XP_017056129.1|DFIC, LOC108097991|XP_017056118.1|DFIC	LOC117896421|XP_034660629.1|DSUB
OG0001425	LOC108086303|XP_017038684.1|DFIC, LOC108086297|XP_017038678.1|DFIC	LOC117890886|XP_034651870.1|DSUB, LOC117890887|XP_034651871.1|DSUB
OG0001426	LOC108092425|XP_017047483.1|DFIC	LOC117901641|XP_034668366.1|DSUB
OG0001427	LOC108090374|XP_017044493.1|DFIC, LOC108101031|XP_017060692.1|DFIC	LOC117892689|XP_034654991.1|DSUB
OG0001429	LOC108091857|XP_017046726.1|DFIC	LOC117896213|XP_034660236.1|DSUB
OG0001430	LOC108091624|XP_017046409.1|DFIC	LOC117899690|XP_034665782.1|DSUB
OG0001431	LOC108088574|XP_017041912.1|DFIC	LOC117897075|XP_034661605.1|DSUB
OG0001432	LOC108098110|XP_017056313.1|DFIC	LOC117891043|XP_034652107.1|DSUB
OG0001433	LOC108095972|XP_017052803.1|DFIC	LOC117898003|XP_034663025.1|DSUB, LOC117903908|XP_034672305.1|DSUB, LOC117897514|XP_034662319.1|DSUB
OG0001434	LOC108091337|XP_017045969.1|DFIC	LOC117890696|XP_034651597.1|DSUB
OG0001435	LOC108101488|XP_017061328.1|DFIC	LOC117892714|XP_034655025.1|DSUB, LOC117898570|XP_034663948.1|DSUB, LOC117890732|XP_034651677.1|DSUB
OG0001436	LOC108092893|XP_017048230.1|DFIC	LOC117889589|XP_034649889.1|DSUB
OG0001437	LOC108100978|XP_017060621.1|DFIC	LOC117902347|XP_034669541.1|DSUB
OG0001438	LOC108097493|XP_017055285.1|DFIC	LOC117899464|XP_034665370.1|DSUB
OG0001439	LOC108093349|XP_017048846.1|DFIC	LOC117898704|XP_034664213.1|DSUB
OG0001440	LOC108097449|XP_017055210.1|DFIC	LOC117897098|XP_034661637.1|DSUB
OG0001441	LOC108088688|XP_017042117.1|DFIC	LOC117903203|XP_034670980.1|DSUB
OG0001442	LOC108088206|XP_017041396.1|DFIC	LOC117902612|XP_034670015.1|DSUB
OG0001443	LOC108099432|XP_017058455.1|DFIC	LOC117896138|XP_034660098.1|DSUB
OG0001444	LOC108099544|XP_017058608.1|DFIC	LOC117897118|XP_034661661.1|DSUB
OG0001445	LOC108098565|XP_017057068.1|DFIC	LOC117891243|XP_034652480.1|DSUB, LOC117897937|XP_034662918.1|DSUB
OG0001446	LOC108091654|XP_017046451.1|DFIC	LOC117896614|XP_034660939.1|DSUB
OG0001447	LOC108102063|XP_017062182.1|DFIC	LOC117898380|XP_034663615.1|DSUB
OG0001448	LOC108099487|XP_017058536.1|DFIC	LOC117899559|XP_034665542.1|DSUB
OG0001449	LOC108093746|XP_017049501.1|DFIC	LOC117890356|XP_034651041.1|DSUB
OG0001450	LOC108088131|XP_017041280.1|DFIC	LOC117902675|XP_034670096.1|DSUB
OG0001451	LOC108094230|XP_017050178.1|DFIC	LOC117890625|XP_034651463.1|DSUB
OG0001452	LOC108096751|XP_017054095.1|DFIC	LOC117890384|XP_034651076.1|DSUB
OG0001453	LOC108093211|XP_017048662.1|DFIC	LOC117893475|XP_034655989.1|DSUB
OG0001454	LOC108097537|XP_017055376.1|DFIC	LOC117896877|XP_034661296.1|DSUB
OG0001455	LOC108100431|XP_017059830.1|DFIC	LOC117894075|XP_034656827.1|DSUB, LOC117893639|XP_034656217.1|DSUB
OG0001456	LOC108096608|XP_017053804.1|DFIC	LOC117892340|XP_034654385.1|DSUB
OG0001457	LOC108096621|XP_017053855.1|DFIC	LOC117891098|XP_034652174.1|DSUB
OG0001458	LOC108101451|XP_017061278.1|DFIC	LOC117891572|XP_034652985.1|DSUB
OG0001459	LOC108093207|XP_017048659.1|DFIC	LOC117894577|XP_034657609.1|DSUB
OG0001460	LOC108093762|XP_017049520.1|DFIC	LOC117891972|XP_034653735.1|DSUB
OG0001461	LOC108097656|XP_017055578.1|DFIC	LOC117894609|XP_034657654.1|DSUB
OG0001462	LOC108099150|XP_017057984.1|DFIC	LOC117893099|XP_034655422.1|DSUB
OG0001463	LOC108095855|XP_017052642.1|DFIC	LOC117897740|XP_034662667.1|DSUB
OG0001464	LOC108097130|XP_017054715.1|DFIC	LOC117891597|XP_034653023.1|DSUB
OG0001465	LOC108096952|XP_017054408.1|DFIC	LOC117891949|XP_034653695.1|DSUB
OG0001466	LOC108092271|XP_017047294.1|DFIC	LOC117901653|XP_034668380.1|DSUB
OG0001467	LOC108095266|XP_017051783.1|DFIC, LOC108098705|XP_017057307.1|DFIC	LOC117901534|XP_034668215.1|DSUB
OG0001468	LOC108096427|XP_017053503.1|DFIC, LOC108096443|XP_017053530.1|DFIC, LOC108096444|XP_017053537.1|DFIC, LOC108096426|XP_017053500.1|DFIC	LOC117894733|XP_034657820.1|DSUB
OG0001469	LOC108093801|XP_017049594.1|DFIC	LOC117891252|XP_034652512.1|DSUB
OG0001470	LOC108100705|XP_017060222.1|DFIC	LOC117894710|XP_034657782.1|DSUB
OG0001471	LOC108100386|XP_017059730.1|DFIC	LOC117894182|XP_034656978.1|DSUB
OG0001472	LOC108089389|XP_017043061.1|DFIC	LOC117894040|XP_034656780.1|DSUB
OG0001473	LOC108098497|XP_017056905.1|DFIC	LOC117898645|XP_034664097.1|DSUB
OG0001474	LOC108097274|XP_017054961.1|DFIC	LOC117903264|XP_034671061.1|DSUB
OG0001475	LOC108093895|XP_017049740.1|DFIC	LOC117891182|XP_034652399.1|DSUB, LOC117891183|XP_034652400.1|DSUB
OG0001476	LOC108088662|XP_017042079.1|DFIC	LOC117889780|XP_034650136.1|DSUB
OG0001477	LOC108088515|XP_017041842.1|DFIC	LOC117897720|XP_034662636.1|DSUB
OG0001478	LOC108091462|XP_017046163.1|DFIC	LOC117902477|XP_034669777.1|DSUB
OG0001479	LOC108092952|XP_017048311.1|DFIC	LOC117900242|XP_034666425.1|DSUB
OG0001480	LOC108091525|XP_017046276.1|DFIC	LOC117902474|XP_034669773.1|DSUB
OG0001481	LOC108086720|XP_017039271.1|DFIC, LOC108091264|XP_017045865.1|DFIC	LOC117902652|XP_034670069.1|DSUB
OG0001482	LOC108090307|XP_017044406.1|DFIC	LOC117891261|XP_034652525.1|DSUB
OG0001483	LOC108101605|XP_017061511.1|DFIC	LOC117902183|XP_034669247.1|DSUB
OG0001484	LOC108092335|XP_017047360.1|DFIC	LOC117900371|XP_034666612.1|DSUB
OG0001485	LOC108088306|XP_017041525.1|DFIC	LOC117894670|XP_034657739.1|DSUB
OG0001486	LOC108100897|XP_017060495.1|DFIC	LOC117900841|XP_034667244.1|DSUB
OG0001487	LOC108100495|XP_017059933.1|DFIC	LOC117900529|XP_034666819.1|DSUB
OG0001488	LOC108087873|XP_017040947.1|DFIC	LOC117890602|XP_034651432.1|DSUB
OG0001489	LOC108098314|XP_017056616.1|DFIC, LOC108101958|XP_017062035.1|DFIC	LOC117901252|XP_034667823.1|DSUB
OG0001490	LOC108092376|XP_017047406.1|DFIC	LOC117900228|XP_034666404.1|DSUB
OG0001491	LOC108092513|XP_017047621.1|DFIC	LOC117902809|XP_034670323.1|DSUB
OG0001492	LOC108100022|XP_017059218.1|DFIC	LOC117900677|XP_034667013.1|DSUB
OG0001493	LOC108097791|XP_017055811.1|DFIC	LOC117898574|XP_034663982.1|DSUB
OG0001495	LOC108101494|XP_017061341.1|DFIC	LOC117892726|XP_034655040.1|DSUB
OG0001496	LOC108095329|XP_017051899.1|DFIC	LOC117903379|XP_034671240.1|DSUB
OG0001497	LOC108090541|XP_017044764.1|DFIC	LOC117891137|XP_034652236.1|DSUB
OG0001498	LOC108093546|XP_017049131.1|DFIC	LOC117898888|XP_034664462.1|DSUB
OG0001500	LOC108095183|XP_017051658.1|DFIC	LOC117892233|XP_034654228.1|DSUB, LOC117892232|XP_034654226.1|DSUB
OG0001501	LOC108087898|XP_017040965.1|DFIC	LOC117899270|XP_034665059.1|DSUB
OG0001502	LOC108093941|XP_017049815.1|DFIC	LOC117891487|XP_034652859.1|DSUB
OG0001503	LOC108093979|XP_017049876.1|DFIC	LOC117891931|XP_034653657.1|DSUB
OG0001504	LOC108092905|XP_017048249.1|DFIC	LOC117903170|XP_034670905.1|DSUB
OG0001505	LOC108093614|XP_017049230.1|DFIC	LOC117891721|XP_034653204.1|DSUB
OG0001506	LOC108096786|XP_017054150.1|DFIC	LOC117891934|XP_034653667.1|DSUB
OG0001507	LOC108090790|XP_017045126.1|DFIC	LOC117890879|XP_034651863.1|DSUB
OG0001508	LOC108094920|XP_017051259.1|DFIC	LOC117890404|XP_034651105.1|DSUB
OG0001509	LOC108096586|XP_017053774.1|DFIC	LOC117889997|XP_034650474.1|DSUB
OG0001510	LOC108088122|XP_017041265.1|DFIC	LOC117901448|XP_034668084.1|DSUB
OG0001511	LOC108095203|XP_017051700.1|DFIC	LOC117890645|XP_034651488.1|DSUB
OG0001512	LOC108086963|XP_017039565.1|DFIC	LOC117894835|XP_034657974.1|DSUB
OG0001513	LOC108100738|XP_017060265.1|DFIC, LOC108101636|XP_017061538.1|DFIC	LOC117893187|XP_034655588.1|DSUB
OG0001515	LOC108090041|XP_017044031.1|DFIC, LOC108097377|XP_017055114.1|DFIC	LOC117903350|XP_034671192.1|DSUB, LOC117898275|XP_034663421.1|DSUB
OG0001517	LOC108095886|XP_017052686.1|DFIC	LOC117897547|XP_034662365.1|DSUB
OG0001518	LOC108089601|XP_017043447.1|DFIC, LOC108094255|XP_017050209.1|DFIC	LOC117903496|XP_034671467.1|DSUB
OG0001519	LOC108098467|XP_017056864.1|DFIC	LOC117899405|XP_034665282.1|DSUB
OG0001520	LOC108091743|XP_017046576.1|DFIC, LOC108091786|XP_017046633.1|DFIC	LOC117899769|XP_034665919.1|DSUB
OG0001521	LOC108094432|XP_017050492.1|DFIC, LOC108094421|XP_017050482.1|DFIC, LOC108100424|XP_017059819.1|DFIC	LOC117901673|XP_034668404.1|DSUB
OG0001522	LOC108096445|XP_017053538.1|DFIC, LOC108096145|XP_017053015.1|DFIC, LOC108092998|XP_017048383.1|DFIC	LOC117900472|XP_034666742.1|DSUB
OG0001523	LOC108096974|XP_017054441.1|DFIC, LOC108096973|XP_017054440.1|DFIC, LOC108096957|XP_017054414.1|DFIC	LOC117891262|XP_034652526.1|DSUB
OG0001524	LOC108093602|XP_017049217.1|DFIC	LOC117890557|XP_034651380.1|DSUB
OG0001525	LOC108101651|XP_017061555.1|DFIC	LOC117900471|XP_034666745.1|DSUB
OG0001526	LOC108097532|XP_017055367.1|DFIC, LOC108097533|XP_017055368.1|DFIC	LOC117903897|XP_034672291.1|DSUB
OG0001527	LOC108097769|XP_017055784.1|DFIC	LOC117899155|XP_034664890.1|DSUB, LOC117899158|XP_034664905.1|DSUB
OG0001528	LOC108087070|XP_017039734.1|DFIC	LOC117899040|XP_034664692.1|DSUB
OG0001529	LOC108091291|XP_017045903.1|DFIC	LOC117894657|XP_034657726.1|DSUB
OG0001530	LOC108086359|XP_017038749.1|DFIC, LOC108091272|XP_017045876.1|DFIC, LOC108100226|XP_017059529.1|DFIC	LOC117902419|XP_034669665.1|DSUB
OG0001531	LOC108095251|XP_017051768.1|DFIC	LOC117892495|XP_034654660.1|DSUB, LOC117889809|XP_034650179.1|DSUB
OG0001534	LOC108097114|XP_017054687.1|DFIC	LOC117902737|XP_034670225.1|DSUB
OG0001535	LOC108098118|XP_017056327.1|DFIC	LOC117903488|XP_034671446.1|DSUB
OG0001536	LOC108091098|XP_017045605.1|DFIC	LOC117891715|XP_034653203.1|DSUB
OG0001537	LOC108091566|XP_017046328.1|DFIC	LOC117902482|XP_034669784.1|DSUB, LOC117900716|XP_034667071.1|DSUB, LOC117901961|XP_034668832.1|DSUB
OG0001538	LOC108095547|XP_017052164.1|DFIC	LOC117903735|XP_034671984.1|DSUB
OG0001539	LOC108101408|XP_017061223.1|DFIC	LOC117891047|XP_034652108.1|DSUB
OG0001540	LOC108092442|XP_017047512.1|DFIC	LOC117900426|XP_034666681.1|DSUB
OG0001541	LOC108088762|XP_017042200.1|DFIC	LOC117893218|XP_034655643.1|DSUB
OG0001542	LOC108097431|XP_017055193.1|DFIC	LOC117897389|XP_034662089.1|DSUB
OG0001543	LOC108097923|XP_017055960.1|DFIC	LOC117903305|XP_034671128.1|DSUB
OG0001544	LOC108091346|XP_017045983.1|DFIC	LOC117900134|XP_034666254.1|DSUB
OG0001545	LOC108092806|XP_017048067.1|DFIC	LOC117890747|XP_034651697.1|DSUB
OG0001546	LOC108092797|XP_017048057.1|DFIC	LOC117890738|XP_034651685.1|DSUB
OG0001548	LOC108098087|XP_017056280.1|DFIC	LOC117895482|XP_034659058.1|DSUB
OG0001549	LOC108098208|XP_017056455.1|DFIC	LOC117902575|XP_034669944.1|DSUB
OG0001550	LOC108087264|XP_017040060.1|DFIC	LOC117897302|XP_034661940.1|DSUB
OG0001551	LOC108095640|XP_017052295.1|DFIC, LOC108091704|XP_017046531.1|DFIC	LOC117895967|XP_034659812.1|DSUB
OG0001552	LOC108099521|XP_017058576.1|DFIC	LOC117898270|XP_034663416.1|DSUB
OG0001553	LOC108097370|XP_017055104.1|DFIC	LOC117903035|XP_034670656.1|DSUB
OG0001554	LOC108098933|XP_017057627.1|DFIC	LOC117897250|XP_034661864.1|DSUB
OG0001555	LOC108101250|XP_017060995.1|DFIC	LOC117902236|XP_034669370.1|DSUB
OG0001556	LOC108090539|XP_017044762.1|DFIC	LOC117890875|XP_034651858.1|DSUB
OG0001557	LOC108101685|XP_017061603.1|DFIC	LOC117903857|XP_034672228.1|DSUB
OG0001558	LOC108094680|XP_017050889.1|DFIC	LOC117892157|XP_034654113.1|DSUB
OG0001559	LOC108092159|XP_017047168.1|DFIC	LOC117897583|XP_034662428.1|DSUB
OG0001560	LOC108098562|XP_017057058.1|DFIC	LOC117899756|XP_034665898.1|DSUB
OG0001561	LOC108092071|XP_017047028.1|DFIC	LOC117899387|XP_034665260.1|DSUB
OG0001562	LOC108088160|XP_017041313.1|DFIC	LOC117902611|XP_034670014.1|DSUB
OG0001563	LOC108101135|XP_017060846.1|DFIC, LOC108101990|XP_017062074.1|DFIC	LOC117897154|XP_034661717.1|DSUB
OG0001564	LOC108099403|XP_017058398.1|DFIC	LOC117899770|XP_034665920.1|DSUB
OG0001565	LOC108099453|XP_017058483.1|DFIC	LOC117897544|XP_034662360.1|DSUB
OG0001566	LOC108092044|XP_017046975.1|DFIC	LOC117899162|XP_034664912.1|DSUB
OG0001567	LOC108086421|XP_017038812.1|DFIC	LOC117889936|XP_034650358.1|DSUB
OG0001568	LOC108091947|XP_017046825.1|DFIC	LOC117899329|XP_034665156.1|DSUB
OG0001569	LOC108091915|XP_017046789.1|DFIC	LOC117896785|XP_034661173.1|DSUB
OG0001570	LOC108087082|XP_017039751.1|DFIC	LOC117896829|XP_034661233.1|DSUB
OG0001571	LOC108089273|XP_017042935.1|DFIC	LOC117899979|XP_034666035.1|DSUB
OG0001572	LOC108102177|XP_017062370.1|DFIC	LOC117895837|XP_034659675.1|DSUB
OG0001573	LOC108096253|XP_017053197.1|DFIC	LOC117895848|XP_034659700.1|DSUB
OG0001574	LOC108092974|XP_017048352.1|DFIC	LOC117903383|XP_034671259.1|DSUB
OG0001575	LOC108092004|XP_017046922.1|DFIC	LOC117899564|XP_034665560.1|DSUB
OG0001576	LOC108087384|XP_017040216.1|DFIC	LOC117897611|XP_034662466.1|DSUB
OG0001577	LOC108088491|XP_017041799.1|DFIC	LOC117896651|XP_034660988.1|DSUB, LOC117898066|XP_034663130.1|DSUB
OG0001578	LOC108096910|XP_017054349.1|DFIC	LOC117891087|XP_034652157.1|DSUB
OG0001579	LOC108097541|XP_017055380.1|DFIC	LOC117903517|XP_034671520.1|DSUB
OG0001580	LOC108096842|XP_017054242.1|DFIC	LOC117891945|XP_034653689.1|DSUB
OG0001581	LOC108097567|XP_017055443.1|DFIC, LOC108086322|XP_017038715.1|DFIC	LOC117895947|XP_034659792.1|DSUB
OG0001582	LOC108086764|XP_017039291.1|DFIC	LOC117890276|XP_034650926.1|DSUB
OG0001583	LOC108101529|XP_017061390.1|DFIC	LOC117890416|XP_034651121.1|DSUB
OG0001584	LOC108100156|XP_017059402.1|DFIC	LOC117894199|XP_034657005.1|DSUB, LOC117894198|XP_034657004.1|DSUB
OG0001585	LOC108101692|XP_017061612.1|DFIC, LOC108095584|XP_017052229.1|DFIC	LOC117892924|XP_034655133.1|DSUB
OG0001586	LOC108088249|XP_017041455.1|DFIC	LOC117895044|XP_034658313.1|DSUB
OG0001587	LOC108102088|XP_017062230.1|DFIC	LOC117891315|XP_034652618.1|DSUB
OG0001588	LOC108101547|XP_017061428.1|DFIC	LOC117891201|XP_034652428.1|DSUB
OG0001589	LOC108100411|XP_017059791.1|DFIC	LOC117900959|XP_034667425.1|DSUB
OG0001590	LOC108094746|XP_017050988.1|DFIC	LOC117892401|XP_034654508.1|DSUB
OG0001591	LOC108086584|XP_017039031.1|DFIC	LOC117897168|XP_034661730.1|DSUB
OG0001592	LOC108094493|XP_017050570.1|DFIC	LOC117901778|XP_034668573.1|DSUB
OG0001593	LOC108094515|XP_017050605.1|DFIC	LOC117901540|XP_034668222.1|DSUB
OG0001594	LOC108101266|XP_017061010.1|DFIC	LOC117902348|XP_034669548.1|DSUB
OG0001595	LOC108086463|XP_017038877.1|DFIC	LOC117891589|XP_034653007.1|DSUB
OG0001596	LOC108094433|XP_017050493.1|DFIC	LOC117901676|XP_034668409.1|DSUB
OG0001597	LOC108093208|XP_017048663.1|DFIC	LOC117900159|XP_034666290.1|DSUB
OG0001598	LOC108102275|XP_017062518.1|DFIC, LOC108090040|XP_017044027.1|DFIC	LOC117902649|XP_034670065.1|DSUB
OG0001599	LOC108088174|XP_017041341.1|DFIC	LOC117900608|XP_034666914.1|DSUB
OG0001600	LOC108100907|XP_017060511.1|DFIC	LOC117900751|XP_034667123.1|DSUB
OG0001601	LOC108093431|XP_017048980.1|DFIC	LOC117901741|XP_034668519.1|DSUB
OG0001602	LOC108097859|XP_017055885.1|DFIC, LOC108097799|XP_017055850.1|DFIC	LOC117901073|XP_034667576.1|DSUB
OG0001603	LOC108097825|XP_017055835.1|DFIC	LOC117902196|XP_034669288.1|DSUB
OG0001604	LOC108097167|XP_017054790.1|DFIC	LOC117903868|XP_034672249.1|DSUB
OG0001605	LOC108090542|XP_017044765.1|DFIC	LOC117891307|XP_034652605.1|DSUB
OG0001606	LOC108102214|XP_017062425.1|DFIC	LOC117891530|XP_034652922.1|DSUB
OG0001607	LOC108098199|XP_017056426.1|DFIC	LOC117901398|XP_034668022.1|DSUB
OG0001608	LOC108095808|XP_017052571.1|DFIC	LOC117902028|XP_034668978.1|DSUB
OG0001609	LOC108101946|XP_017062021.1|DFIC	LOC117891618|XP_034653045.1|DSUB
OG0001610	LOC108098103|XP_017056308.1|DFIC, LOC108098353|XP_017056687.1|DFIC	LOC117901200|XP_034667745.1|DSUB
OG0001611	LOC108089940|XP_017043918.1|DFIC	LOC117900150|XP_034666276.1|DSUB
OG0001612	LOC108092762|XP_017047986.1|DFIC	LOC117902815|XP_034670331.1|DSUB
OG0001613	LOC108089192|XP_017042819.1|DFIC	LOC117900847|XP_034667255.1|DSUB
OG0001614	LOC108090535|XP_017044752.1|DFIC	LOC117891108|XP_034652189.1|DSUB
OG0001615	LOC108086333|XP_017038722.1|DFIC	LOC117902754|XP_034670234.1|DSUB
OG0001616	LOC108093499|XP_017049078.1|DFIC	LOC117900948|XP_034667411.1|DSUB
OG0001617	LOC108098328|XP_017056641.1|DFIC	LOC117902314|XP_034669490.1|DSUB
OG0001618	LOC108089126|XP_017042731.1|DFIC	LOC117901841|XP_034668673.1|DSUB
OG0001619	LOC108102157|XP_017062342.1|DFIC	LOC117901169|XP_034667713.1|DSUB
OG0001620	LOC108090953|XP_017045386.1|DFIC	LOC117890962|XP_034651992.1|DSUB
OG0001621	LOC108093674|XP_017049342.1|DFIC	LOC117890062|XP_034650591.1|DSUB
OG0001622	LOC108088603|XP_017041970.1|DFIC	LOC117897015|XP_034661482.1|DSUB
OG0001623	LOC108091520|XP_017046269.1|DFIC	LOC117901404|XP_034668029.1|DSUB
OG0001624	LOC108094371|XP_017050404.1|DFIC	LOC117899983|XP_034666039.1|DSUB
OG0001625	LOC108094381|XP_017050432.1|DFIC	LOC117900091|XP_034666193.1|DSUB
OG0001626	LOC108100849|XP_017060418.1|DFIC	LOC117902819|XP_034670336.1|DSUB
OG0001627	LOC108097524|XP_017055350.1|DFIC	LOC117896523|XP_034660783.1|DSUB
OG0001628	LOC108095651|XP_017052305.1|DFIC	LOC117896031|XP_034659930.1|DSUB
OG0001629	LOC108101968|XP_017062039.1|DFIC	LOC117897148|XP_034661708.1|DSUB
OG0001630	LOC108092203|XP_017047218.1|DFIC	LOC117896774|XP_034661142.1|DSUB
OG0001631	LOC108091388|XP_017046058.1|DFIC	LOC117897444|XP_034662177.1|DSUB
OG0001632	LOC108101232|XP_017060971.1|DFIC	LOC117900039|XP_034666119.1|DSUB
OG0001633	LOC108102055|XP_017062171.1|DFIC	LOC117899576|XP_034665580.1|DSUB
OG0001634	LOC108093265|XP_017048736.1|DFIC	LOC117899637|XP_034665686.1|DSUB
OG0001635	LOC108096022|XP_017052860.1|DFIC	LOC117897651|XP_034662519.1|DSUB
OG0001636	LOC108098595|XP_017057146.1|DFIC	LOC117897008|XP_034661465.1|DSUB
OG0001637	LOC108099346|XP_017058314.1|DFIC	LOC117897633|XP_034662497.1|DSUB
OG0001638	LOC108091342|XP_017045979.1|DFIC	LOC117903513|XP_034671510.1|DSUB
OG0001639	LOC108091137|XP_017045661.1|DFIC	LOC117892560|XP_034654770.1|DSUB
OG0001640	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC	LOC117897401|XP_034662110.1|DSUB
OG0001641	LOC108102003|XP_017062090.1|DFIC	LOC117897129|XP_034661674.1|DSUB
OG0001642	LOC108097996|XP_017056122.1|DFIC	LOC117896163|XP_034660133.1|DSUB, LOC117897322|XP_034661984.1|DSUB
OG0001643	LOC108100894|XP_017060492.1|DFIC, LOC108095005|XP_017051334.1|DFIC	LOC117901479|XP_034668139.1|DSUB
OG0001644	LOC108095467|XP_017052071.1|DFIC	LOC117894983|XP_034658218.1|DSUB
OG0001645	LOC108090879|XP_017045267.1|DFIC	LOC117891688|XP_034653165.1|DSUB
OG0001646	LOC108093806|XP_017049606.1|DFIC, LOC108092035|XP_017047349.1|DFIC	LOC117890082|XP_034650631.1|DSUB
OG0001647	LOC108094287|XP_017050269.1|DFIC	LOC117892061|XP_034653885.1|DSUB
OG0001648	LOC108086897|XP_017039447.1|DFIC	LOC117895580|XP_034659196.1|DSUB
OG0001649	LOC108101527|XP_017061388.1|DFIC	LOC117890745|XP_034651691.1|DSUB
OG0001650	LOC108095208|XP_017051705.1|DFIC	LOC117892257|XP_034654259.1|DSUB
OG0001651	LOC108096832|XP_017054226.1|DFIC	LOC117892438|XP_034654569.1|DSUB
OG0001652	LOC108099905|XP_017059054.1|DFIC	LOC117893597|XP_034656162.1|DSUB
OG0001653	LOC108088878|XP_017042362.1|DFIC	LOC117893310|XP_034655789.1|DSUB
OG0001654	LOC108093946|XP_017049831.1|DFIC	LOC117891872|XP_034653529.1|DSUB
OG0001655	LOC108090755|XP_017045076.1|DFIC	LOC117891381|XP_034652711.1|DSUB
OG0001656	LOC108092362|XP_017047387.1|DFIC, LOC108092361|XP_017047386.1|DFIC, LOC108092481|XP_017047562.1|DFIC	LOC117901166|XP_034667709.1|DSUB
OG0001657	LOC108096327|XP_017053349.1|DFIC	LOC117897180|XP_034661770.1|DSUB, LOC117895557|XP_034659157.1|DSUB
OG0001658	LOC108100165|XP_017059417.1|DFIC	LOC117894841|XP_034657982.1|DSUB
OG0001659	LOC108095456|XP_017052059.1|DFIC	LOC117894325|XP_034657199.1|DSUB
OG0001660	LOC108100264|XP_017059536.1|DFIC	LOC117895575|XP_034659187.1|DSUB
OG0001661	LOC108096826|XP_017054221.1|DFIC	LOC117896577|XP_034660874.1|DSUB
OG0001662	LOC108089016|XP_017042585.1|DFIC	LOC117893580|XP_034656144.1|DSUB
OG0001663	LOC108087126|XP_017039810.1|DFIC	LOC117898542|XP_034663910.1|DSUB
OG0001664	LOC108094761|XP_017051006.1|DFIC	LOC117890306|XP_034650976.1|DSUB
OG0001666	LOC108092500|XP_017047602.1|DFIC	LOC117901219|XP_034667779.1|DSUB
OG0001667	LOC108094003|XP_017049917.1|DFIC	LOC117890073|XP_034650609.1|DSUB
OG0001668	LOC108093232|XP_017048692.1|DFIC	LOC117894576|XP_034657608.1|DSUB
OG0001669	LOC108100653|XP_017060152.1|DFIC	LOC117894192|XP_034656999.1|DSUB
OG0001670	LOC108091149|XP_017045673.1|DFIC, LOC108089655|XP_017043516.1|DFIC	LOC117891458|XP_034652832.1|DSUB
OG0001672	LOC108090573|XP_017044806.1|DFIC, LOC108090574|XP_017044807.1|DFIC	LOC117890198|XP_034650796.1|DSUB
OG0001673	LOC108096927|XP_017054368.1|DFIC, LOC108096926|XP_017054367.1|DFIC	LOC117889993|XP_034650468.1|DSUB
OG0001674	LOC108087978|XP_017041069.1|DFIC, LOC108090181|XP_017044255.1|DFIC	LOC117897490|XP_034662272.1|DSUB
OG0001675	LOC108096008|XP_017052847.1|DFIC, LOC108096007|XP_017052846.1|DFIC	LOC117897805|XP_034662745.1|DSUB
OG0001676	LOC108095105|XP_017051531.1|DFIC	LOC117889833|XP_034650205.1|DSUB
OG0001678	LOC108097967|XP_017056072.1|DFIC	LOC117889621|XP_034649960.1|DSUB
OG0001679	LOC108101644|XP_017061549.1|DFIC	LOC117889641|XP_034649994.1|DSUB
