Orthogroup	DSER.longest_only	SLEB.longest_only
OG0002098	LOC110189900|XP_020815820.1|DSER	LOC115624927|XP_030375638.1|SLEB
OG0002099	LOC110186426|XP_020811267.1|DSER	LOC115620410|XP_030369490.1|SLEB
OG0002100	LOC110176207|XP_020798129.1|DSER	LOC115624637|XP_030375259.1|SLEB
OG0002101	LOC110177963|XP_020800617.1|DSER	LOC115634535|XP_030388205.1|SLEB
OG0002102	LOC110182878|XP_020806680.1|DSER	LOC115624985|XP_030375702.1|SLEB
OG0002103	LOC110186718|XP_020811649.1|DSER	LOC115620416|XP_030369499.1|SLEB
OG0002105	LOC110185994|XP_020810680.1|DSER	LOC115624853|XP_030375558.1|SLEB, LOC115628155|XP_030379988.1|SLEB
OG0002106	LOC110186570|XP_020811438.1|DSER	LOC115629477|XP_030381807.1|SLEB, LOC115621093|XP_030370487.1|SLEB
OG0002107	LOC110183408|XP_020807344.1|DSER	LOC115630515|XP_030382977.1|SLEB
OG0002108	LOC110187769|XP_020812891.1|DSER	LOC115621476|XP_030370996.1|SLEB
OG0002109	LOC110191162|XP_020817580.1|DSER	LOC115625424|XP_030376323.1|SLEB
OG0002110	LOC110185031|XP_020809342.1|DSER	LOC115626542|XP_030377780.1|SLEB, LOC115625429|XP_030376329.1|SLEB, LOC115626540|XP_030377779.1|SLEB
OG0002111	LOC110183039|XP_020806884.1|DSER	LOC115626514|XP_030377760.1|SLEB
OG0002112	LOC110184015|XP_020808040.1|DSER	LOC115633079|XP_030386315.1|SLEB, LOC115631891|XP_030384600.1|SLEB
OG0002114	LOC110186737|XP_020811661.1|DSER, LOC110186735|XP_020811660.1|DSER	LOC115621819|XP_030371469.1|SLEB
OG0002115	LOC110176857|XP_020798991.1|DSER, LOC110176856|XP_020798990.1|DSER	LOC115634023|XP_030387416.1|SLEB
OG0002116	LOC110185814|XP_020810479.1|DSER	LOC115626587|XP_030377829.1|SLEB, LOC115626465|XP_030377707.1|SLEB
OG0002117	LOC110181741|XP_020805259.1|DSER	LOC115633265|XP_030386529.1|SLEB
OG0002118	LOC110187751|XP_020812869.1|DSER	LOC115628087|XP_030379924.1|SLEB
OG0002119	LOC110189484|XP_020815235.1|DSER	LOC115621113|XP_030370517.1|SLEB
OG0002120	LOC110185469|XP_020809981.1|DSER	LOC115627826|XP_030379521.1|SLEB
OG0002121	LOC110186855|XP_020811800.1|DSER	LOC115621258|XP_030370715.1|SLEB
OG0002123	LOC110176917|XP_020799068.1|DSER	LOC115631094|XP_030383605.1|SLEB
OG0002124	LOC110175973|XP_020797827.1|DSER, LOC110176017|XP_020797885.1|DSER	LOC115627689|XP_030379292.1|SLEB
OG0002125	LOC110177753|XP_020800273.1|DSER	LOC115634444|XP_030388013.1|SLEB
OG0002126	LOC110176706|XP_020798803.1|DSER	LOC115634377|XP_030387917.1|SLEB
OG0002127	LOC110187462|XP_020812509.1|DSER, LOC110177088|XP_020799275.1|DSER, LOC110184429|XP_020808624.1|DSER	LOC115628717|XP_030380773.1|SLEB, LOC115621757|XP_030371351.1|SLEB
OG0002128	LOC110182636|XP_020806364.1|DSER	LOC115627455|XP_030378983.1|SLEB
OG0002129	LOC110186947|XP_020811941.1|DSER	LOC115621730|XP_030371319.1|SLEB
OG0002131	LOC110188284|XP_020813640.1|DSER	LOC115621353|XP_030370836.1|SLEB
OG0002132	LOC110177641|XP_020800114.1|DSER, LOC110187302|XP_020812348.1|DSER	LOC115625780|XP_030376811.1|SLEB
OG0002133	LOC110180572|XP_020803925.1|DSER	LOC115629924|XP_030382389.1|SLEB
OG0002134	LOC110178203|XP_020800898.1|DSER	LOC115627168|XP_030378618.1|SLEB
OG0002135	LOC110182187|XP_020805851.1|DSER	LOC115626712|XP_030378012.1|SLEB
OG0002136	LOC110190092|XP_020816060.1|DSER	LOC115621955|XP_030371662.1|SLEB
OG0002137	LOC110191381|XP_020817894.1|DSER	LOC115621392|XP_030370893.1|SLEB
OG0002138	LOC110184289|XP_020808433.1|DSER	LOC115626773|XP_030378095.1|SLEB
OG0002139	LOC110184605|XP_020808857.1|DSER	LOC115628962|XP_030381098.1|SLEB
OG0002140	LOC110179088|XP_020802133.1|DSER	LOC115633405|XP_030386708.1|SLEB
OG0002141	LOC110179902|XP_020803158.1|DSER	LOC115628074|XP_030379908.1|SLEB
OG0002142	LOC110176470|XP_020798489.1|DSER	LOC115621132|XP_030370544.1|SLEB
OG0002143	LOC110186105|XP_020810809.1|DSER	LOC115630615|XP_030383101.1|SLEB
OG0002144	LOC110184524|XP_020808754.1|DSER	LOC115627724|XP_030379334.1|SLEB
OG0002145	LOC110187720|XP_020812823.1|DSER	LOC115624035|XP_030374473.1|SLEB
OG0002146	LOC110176430|XP_020798438.1|DSER	LOC115620575|XP_030369736.1|SLEB
OG0002147	LOC110181777|XP_020805314.1|DSER	LOC115629482|XP_030381813.1|SLEB
OG0002148	LOC110187571|XP_020812620.1|DSER	LOC115632865|XP_030385988.1|SLEB
OG0002149	LOC110185441|XP_020809923.1|DSER	LOC115627831|XP_030379531.1|SLEB
OG0002150	LOC110187032|XP_020812054.1|DSER, LOC110185534|XP_020810100.1|DSER	LOC115629871|XP_030382326.1|SLEB
OG0002151	LOC110183366|XP_020807287.1|DSER	LOC115622316|XP_030372082.1|SLEB, LOC115628387|XP_030380331.1|SLEB
OG0002152	LOC110187633|XP_020812700.1|DSER, LOC110187630|XP_020812695.1|DSER	LOC115621415|XP_030370923.1|SLEB
OG0002153	LOC110186478|XP_020811324.1|DSER	LOC115621584|XP_030371135.1|SLEB
OG0002154	LOC110183529|XP_020807486.1|DSER, LOC110183490|XP_020807432.1|DSER	LOC115626760|XP_030378076.1|SLEB
OG0002155	LOC110186839|XP_020811788.1|DSER	LOC115621539|XP_030371065.1|SLEB
OG0002156	LOC110190241|XP_020816264.1|DSER	LOC115632371|XP_030385350.1|SLEB
OG0002157	LOC110186435|XP_020811280.1|DSER	LOC115620998|XP_030370378.1|SLEB
OG0002158	LOC110189568|XP_020815358.1|DSER	LOC115628903|XP_030381025.1|SLEB
OG0002159	LOC110178448|XP_020801242.1|DSER	LOC115634010|XP_030387396.1|SLEB
OG0002160	LOC110188610|XP_020814033.1|DSER	LOC115621570|XP_030371117.1|SLEB
OG0002161	LOC110186666|XP_020811590.1|DSER	LOC115621407|XP_030370910.1|SLEB
OG0002162	LOC110186235|XP_020810961.1|DSER	LOC115620919|XP_030370276.1|SLEB
OG0002163	LOC110183064|XP_020806910.1|DSER	LOC115627293|XP_030378785.1|SLEB
OG0002164	LOC110191764|XP_020818362.1|DSER	LOC115623724|XP_030374065.1|SLEB
OG0002165	LOC110179787|XP_020803060.1|DSER, LOC110184853|XP_020809152.1|DSER	LOC115621187|XP_030370623.1|SLEB
OG0002166	LOC110178415|XP_020801217.1|DSER, LOC110183943|XP_020807963.1|DSER	LOC115631635|XP_030384304.1|SLEB
OG0002167	LOC110177853|XP_020800458.1|DSER	LOC115633048|XP_030386256.1|SLEB
OG0002168	LOC110191490|XP_020818014.1|DSER	LOC115626523|XP_030377767.1|SLEB
OG0002169	LOC110190516|XP_020816707.1|DSER	LOC115622527|XP_030372350.1|SLEB
OG0002170	LOC110185446|XP_020809933.1|DSER	LOC115628020|XP_030379807.1|SLEB
OG0002171	LOC110191309|XP_020817781.1|DSER	LOC115620219|XP_030369219.1|SLEB
OG0002172	LOC110191005|XP_020817382.1|DSER	LOC115621399|XP_030370903.1|SLEB
OG0002173	LOC110183452|XP_020807390.1|DSER	LOC115631462|XP_030384072.1|SLEB
OG0002174	LOC110176514|XP_020798550.1|DSER	LOC115620241|XP_030369248.1|SLEB
OG0002175	LOC110176516|XP_020798551.1|DSER	LOC115620242|XP_030369250.1|SLEB
OG0002176	LOC110191176|XP_020817600.1|DSER	LOC115629527|XP_030381865.1|SLEB
OG0002177	LOC110190696|XP_020816970.1|DSER	LOC115620809|XP_030370093.1|SLEB
OG0002178	LOC110186886|XP_020811845.1|DSER	LOC115620788|XP_030370063.1|SLEB
OG0002179	LOC110191387|XP_020817902.1|DSER	LOC115630554|XP_030383025.1|SLEB
OG0002180	LOC110186968|XP_020811973.1|DSER	LOC115621505|XP_030371034.1|SLEB
OG0002181	LOC110184372|XP_020808530.1|DSER	LOC115630083|XP_030382568.1|SLEB
OG0002182	LOC110188364|XP_020813737.1|DSER	LOC115621485|XP_030371006.1|SLEB
OG0002183	LOC110177867|XP_020800476.1|DSER	LOC115623509|XP_030373752.1|SLEB
OG0002184	LOC110186954|XP_020811948.1|DSER	LOC115621752|XP_030371346.1|SLEB, LOC115626045|XP_030377156.1|SLEB
OG0002185	LOC110191873|XP_020818515.1|DSER	LOC115620372|XP_030369436.1|SLEB
OG0002186	LOC110185821|XP_020810487.1|DSER	LOC115626433|XP_030377668.1|SLEB
OG0002187	LOC110188250|XP_020813582.1|DSER	LOC115620645|XP_030369853.1|SLEB
OG0002188	LOC110191667|XP_020818227.1|DSER	LOC115634041|XP_030387445.1|SLEB
OG0002189	LOC110179405|XP_020802589.1|DSER	LOC115629970|XP_030382449.1|SLEB
OG0002190	LOC110188486|XP_020813878.1|DSER	LOC115620341|XP_030369401.1|SLEB
OG0002191	LOC110176701|XP_020798796.1|DSER	LOC115634376|XP_030387916.1|SLEB
OG0002192	LOC110185213|XP_020809602.1|DSER	LOC115622715|XP_030372613.1|SLEB
OG0002193	LOC110188622|XP_020814051.1|DSER	LOC115621536|XP_030371062.1|SLEB
OG0002194	LOC110177367|XP_020799718.1|DSER	LOC115621452|XP_030370966.1|SLEB
OG0002195	LOC110191068|XP_020817459.1|DSER	LOC115620502|XP_030369615.1|SLEB
OG0002196	LOC110176471|XP_020798490.1|DSER	LOC115627300|XP_030378796.1|SLEB
OG0002197	LOC110178823|XP_020801749.1|DSER	LOC115624554|XP_030375141.1|SLEB
OG0002198	LOC110185693|XP_020810323.1|DSER	LOC115623510|XP_030373749.1|SLEB
OG0002199	LOC110186474|XP_020811319.1|DSER, LOC110186476|XP_020811322.1|DSER	LOC115620633|XP_030369823.1|SLEB
OG0002200	LOC110179459|XP_020802677.1|DSER	LOC115629549|XP_030381891.1|SLEB, LOC115621724|XP_030371298.1|SLEB, LOC115625638|XP_030376627.1|SLEB
OG0002202	LOC110191284|XP_020817750.1|DSER	LOC115620495|XP_030369601.1|SLEB
OG0002203	LOC110176487|XP_020798519.1|DSER	LOC115625105|XP_030375868.1|SLEB
OG0002204	LOC110189477|XP_020815222.1|DSER	LOC115620636|XP_030369833.1|SLEB
OG0002205	LOC110186218|XP_020810943.1|DSER	LOC115621680|XP_030371250.1|SLEB, LOC115621691|XP_030371260.1|SLEB
OG0002206	LOC110177398|XP_020799762.1|DSER	LOC115621603|XP_030371156.1|SLEB
OG0002207	LOC110186398|XP_020811220.1|DSER	LOC115620325|XP_030369379.1|SLEB
OG0002208	LOC110186565|XP_020811431.1|DSER	LOC115620911|XP_030370263.1|SLEB
OG0002209	LOC110187071|XP_020812120.1|DSER	LOC115628848|XP_030380957.1|SLEB
OG0002210	LOC110188789|XP_020814304.1|DSER	LOC115625302|XP_030376180.1|SLEB
OG0002211	LOC110184099|XP_020808150.1|DSER	LOC115620489|XP_030369587.1|SLEB
OG0002212	LOC110191220|XP_020817646.1|DSER	LOC115621569|XP_030371116.1|SLEB
OG0002213	LOC110191754|XP_020818351.1|DSER	LOC115624038|XP_030374476.1|SLEB, LOC115624034|XP_030374472.1|SLEB
OG0002214	LOC110191194|XP_020817621.1|DSER	LOC115621549|XP_030371077.1|SLEB
OG0002215	LOC110188042|XP_020813245.1|DSER	LOC115620281|XP_030369315.1|SLEB
OG0002216	LOC110179190|XP_020802262.1|DSER	LOC115631264|XP_030383835.1|SLEB
OG0002217	LOC110186143|XP_020810852.1|DSER	LOC115625291|XP_030376164.1|SLEB
OG0002218	LOC110184272|XP_020808396.1|DSER	LOC115627664|XP_030379266.1|SLEB
OG0002219	LOC110184261|XP_020808386.1|DSER	LOC115620459|XP_030369550.1|SLEB
OG0002220	LOC110184900|XP_020809208.1|DSER	LOC115620458|XP_030369549.1|SLEB
OG0002221	LOC110190672|XP_020816936.1|DSER	LOC115632759|XP_030385868.1|SLEB
OG0002222	LOC110189758|XP_020815675.1|DSER	LOC115630656|XP_030383161.1|SLEB
OG0002223	LOC110181613|XP_020805091.1|DSER	LOC115633709|XP_030387035.1|SLEB
OG0002224	LOC110182647|XP_020806377.1|DSER	LOC115620838|XP_030370135.1|SLEB
OG0002225	LOC110189124|XP_020814757.1|DSER	LOC115632265|XP_030385202.1|SLEB
OG0002226	LOC110189733|XP_020815586.1|DSER	LOC115633854|XP_030387206.1|SLEB
OG0002227	LOC110191670|XP_020818238.1|DSER	LOC115634121|XP_030387544.1|SLEB
OG0002228	LOC110191203|XP_020817632.1|DSER	LOC115621375|XP_030370866.1|SLEB
OG0002229	LOC110190114|XP_020816126.1|DSER, LOC110177208|XP_020799489.1|DSER	LOC115626474|XP_030377722.1|SLEB
OG0002230	LOC110182221|XP_020805910.1|DSER	LOC115625458|XP_030376369.1|SLEB
OG0002231	LOC110189427|XP_020815149.1|DSER	LOC115633893|XP_030387258.1|SLEB
OG0002232	LOC110179201|XP_020802278.1|DSER	LOC115629443|XP_030381761.1|SLEB
OG0002233	LOC110190548|XP_020816757.1|DSER	LOC115632421|XP_030385422.1|SLEB
OG0002234	LOC110179313|XP_020802459.1|DSER	LOC115628565|XP_030380592.1|SLEB
OG0002235	LOC110177441|XP_020799831.1|DSER	LOC115633399|XP_030386705.1|SLEB
OG0002236	LOC110191555|XP_020818089.1|DSER	LOC115630431|XP_030382851.1|SLEB
OG0002237	LOC110191666|XP_020818223.1|DSER	LOC115628574|XP_030380606.1|SLEB
OG0002238	LOC110189773|XP_020815653.1|DSER	LOC115628347|XP_030380279.1|SLEB
OG0002239	LOC110182501|XP_020806212.1|DSER	LOC115621487|XP_030371017.1|SLEB
OG0002240	LOC110184537|XP_020808807.1|DSER	LOC115634354|XP_030387873.1|SLEB
OG0002241	LOC110190690|XP_020816961.1|DSER	LOC115632775|XP_030385881.1|SLEB
OG0002242	LOC110190648|XP_020816905.1|DSER	LOC115622977|XP_030372988.1|SLEB
OG0002243	LOC110188200|XP_020813456.1|DSER	LOC115626469|XP_030377712.1|SLEB, LOC115626389|XP_030377609.1|SLEB, LOC115626432|XP_030377666.1|SLEB
OG0002244	LOC110183695|XP_020807693.1|DSER	LOC115629850|XP_030382291.1|SLEB
OG0002245	LOC110189120|XP_020814754.1|DSER	LOC115632735|XP_030385841.1|SLEB
OG0002246	LOC110189649|XP_020815452.1|DSER	LOC115631968|XP_030384718.1|SLEB
OG0002247	LOC110191518|XP_020818045.1|DSER	LOC115628972|XP_030381114.1|SLEB
OG0002248	LOC110183582|XP_020807552.1|DSER	LOC115624989|XP_030375717.1|SLEB
OG0002249	LOC110190717|XP_020816998.1|DSER	LOC115622515|XP_030372329.1|SLEB
OG0002250	LOC110182993|XP_020806844.1|DSER	LOC115634673|XP_030388392.1|SLEB
OG0002251	LOC110182999|XP_020806850.1|DSER	LOC115634674|XP_030388393.1|SLEB
OG0002252	LOC110182980|XP_020806831.1|DSER	LOC115620012|XP_030368973.1|SLEB
OG0002253	LOC110178688|XP_020801553.1|DSER	LOC115624581|XP_030375181.1|SLEB
OG0002254	LOC110190390|XP_020816502.1|DSER	LOC115620972|XP_030370353.1|SLEB
OG0002255	LOC110180132|XP_020803435.1|DSER	LOC115629150|XP_030381373.1|SLEB
OG0002256	LOC110189550|XP_020815339.1|DSER	LOC115628490|XP_030380484.1|SLEB
OG0002257	LOC110179306|XP_020802451.1|DSER	LOC115633350|XP_030386648.1|SLEB
OG0002258	LOC110189313|XP_020815018.1|DSER	LOC115622305|XP_030372070.1|SLEB
OG0002260	LOC110179040|XP_020802055.1|DSER	LOC115622216|XP_030371973.1|SLEB
OG0002261	LOC110190148|XP_020816136.1|DSER	LOC115623553|XP_030373808.1|SLEB
OG0002262	LOC110179249|XP_020802370.1|DSER	LOC115634791|XP_030388559.1|SLEB
OG0002263	LOC110190814|XP_020817124.1|DSER	LOC115632436|XP_030385440.1|SLEB
OG0002264	LOC110189684|XP_020815546.1|DSER	LOC115626809|XP_030378182.1|SLEB
OG0002265	LOC110185164|XP_020809528.1|DSER	LOC115632858|XP_030385978.1|SLEB
OG0002266	LOC110189981|XP_020815928.1|DSER	LOC115624816|XP_030375522.1|SLEB
OG0002267	LOC110190496|XP_020816671.1|DSER	LOC115632152|XP_030385029.1|SLEB
OG0002268	LOC110189889|XP_020815798.1|DSER	LOC115622653|XP_030372522.1|SLEB
OG0002269	LOC110178249|XP_020800960.1|DSER	LOC115623638|XP_030373985.1|SLEB
OG0002270	LOC110188922|XP_020814505.1|DSER	LOC115622630|XP_030372500.1|SLEB
OG0002271	LOC110190475|XP_020816644.1|DSER	LOC115622444|XP_030372245.1|SLEB
OG0002272	LOC110177614|XP_020800078.1|DSER	LOC115628439|XP_030380401.1|SLEB
OG0002273	LOC110189870|XP_020815754.1|DSER	LOC115634139|XP_030387567.1|SLEB
OG0002274	LOC110188197|XP_020813454.1|DSER	LOC115634574|XP_030388258.1|SLEB
OG0002275	LOC110190622|XP_020816876.1|DSER	LOC115622664|XP_030372537.1|SLEB
OG0002276	LOC110178725|XP_020801590.1|DSER	LOC115628348|XP_030380273.1|SLEB
OG0002277	LOC110178820|XP_020801745.1|DSER	LOC115628281|XP_030380170.1|SLEB
OG0002278	LOC110176305|XP_020798285.1|DSER	LOC115622351|XP_030372125.1|SLEB
OG0002279	LOC110190592|XP_020816843.1|DSER	LOC115622725|XP_030372625.1|SLEB
OG0002280	LOC110189982|XP_020815929.1|DSER	LOC115632369|XP_030385348.1|SLEB
OG0002281	LOC110183605|XP_020807580.1|DSER	LOC115629760|XP_030382166.1|SLEB, LOC115632446|XP_030385453.1|SLEB
OG0002282	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER	LOC115632826|XP_030385938.1|SLEB
OG0002283	LOC110181107|XP_020804436.1|DSER	LOC115634640|XP_030388356.1|SLEB
OG0002284	LOC110182921|XP_020806744.1|DSER	LOC115633750|XP_030387085.1|SLEB
OG0002285	LOC110183526|XP_020807479.1|DSER	LOC115629673|XP_030382051.1|SLEB
OG0002286	LOC110184063|XP_020808100.1|DSER	LOC115623804|XP_030374210.1|SLEB
OG0002287	LOC110188934|XP_020814531.1|DSER	LOC115628409|XP_030380398.1|SLEB
OG0002288	LOC110190796|XP_020817097.1|DSER	LOC115623246|XP_030373369.1|SLEB
OG0002289	LOC110190026|XP_020815988.1|DSER	LOC115632534|XP_030385599.1|SLEB
OG0002290	LOC110185819|XP_020810483.1|DSER	LOC115626452|XP_030377688.1|SLEB
OG0002291	LOC110180011|XP_020803262.1|DSER	LOC115632965|XP_030386129.1|SLEB
OG0002292	LOC110189226|XP_020814866.1|DSER	LOC115633720|XP_030387044.1|SLEB
OG0002293	LOC110176697|XP_020798831.1|DSER	LOC115633735|XP_030387066.1|SLEB
OG0002294	LOC110186705|XP_020811637.1|DSER	LOC115625315|XP_030376196.1|SLEB
OG0002295	LOC110185581|XP_020810169.1|DSER	LOC115629022|XP_030381178.1|SLEB
OG0002296	LOC110176803|XP_020798898.1|DSER	LOC115625789|XP_030376821.1|SLEB
OG0002297	LOC110188604|XP_020814026.1|DSER	LOC115628956|XP_030381092.1|SLEB
OG0002298	LOC110191563|XP_020818099.1|DSER	LOC115626224|XP_030377386.1|SLEB
OG0002299	LOC110180017|XP_020803274.1|DSER	LOC115620374|XP_030369480.1|SLEB
OG0002300	LOC110182726|XP_020806486.1|DSER	LOC115628567|XP_030380590.1|SLEB
OG0002301	LOC110185085|XP_020809427.1|DSER	LOC115628970|XP_030381106.1|SLEB
OG0002302	LOC110185050|XP_020809374.1|DSER	LOC115625861|XP_030376929.1|SLEB
OG0002303	LOC110183513|XP_020807458.1|DSER	LOC115629702|XP_030382080.1|SLEB
OG0002304	LOC110185705|XP_020810335.1|DSER	LOC115626371|XP_030377586.1|SLEB
OG0002305	LOC110184655|XP_020808914.1|DSER	LOC115628170|XP_030380011.1|SLEB
OG0002306	LOC110183858|XP_020807872.1|DSER	LOC115628522|XP_030380535.1|SLEB
OG0002307	LOC110179133|XP_020802183.1|DSER, LOC110181312|XP_020804689.1|DSER	LOC115631633|XP_030384302.1|SLEB
OG0002308	LOC110176800|XP_020798894.1|DSER	LOC115625673|XP_030376669.1|SLEB
OG0002309	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER	LOC115630618|XP_030383105.1|SLEB
OG0002310	LOC110187405|XP_020812452.1|DSER	LOC115628525|XP_030380544.1|SLEB
OG0002311	LOC110181339|XP_020804716.1|DSER	LOC115626183|XP_030377320.1|SLEB
OG0002312	LOC110185696|XP_020810322.1|DSER	LOC115625923|XP_030377018.1|SLEB
OG0002313	LOC110188770|XP_020814303.1|DSER	LOC115621950|XP_030371656.1|SLEB, LOC115634761|XP_030388513.1|SLEB
OG0002314	LOC110190899|XP_020817221.1|DSER	LOC115634610|XP_030388320.1|SLEB
OG0002315	LOC110176323|XP_020798301.1|DSER	LOC115633643|XP_030386944.1|SLEB
OG0002316	LOC110183172|XP_020807023.1|DSER	LOC115631649|XP_030384320.1|SLEB
OG0002317	LOC110176167|XP_020798063.1|DSER	LOC115632585|XP_030385665.1|SLEB
OG0002318	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER	LOC115630417|XP_030382812.1|SLEB
OG0002319	LOC110185890|XP_020810561.1|DSER	LOC115626161|XP_030377296.1|SLEB
OG0002320	LOC110179214|XP_020802307.1|DSER	LOC115630504|XP_030382960.1|SLEB
OG0002321	LOC110189267|XP_020814941.1|DSER	LOC115628164|XP_030380004.1|SLEB
OG0002322	LOC110185978|XP_020810660.1|DSER	LOC115625778|XP_030376809.1|SLEB
OG0002323	LOC110187443|XP_020812491.1|DSER	LOC115628510|XP_030380514.1|SLEB
OG0002324	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER	LOC115626669|XP_030377956.1|SLEB
OG0002325	LOC110178673|XP_020801533.1|DSER	LOC115622713|XP_030372609.1|SLEB
OG0002326	LOC110178674|XP_020801534.1|DSER	LOC115622125|XP_030371837.1|SLEB
OG0002327	LOC110188135|XP_020813382.1|DSER	LOC115623373|XP_030373524.1|SLEB
OG0002328	LOC110181369|XP_020804756.1|DSER	LOC115629084|XP_030381258.1|SLEB, LOC115628980|XP_030381120.1|SLEB
OG0002329	LOC110185810|XP_020810473.1|DSER	LOC115630644|XP_030383144.1|SLEB
OG0002330	LOC110185651|XP_020810267.1|DSER	LOC115630490|XP_030382936.1|SLEB
OG0002331	LOC110179463|XP_020802681.1|DSER	LOC115628729|XP_030380793.1|SLEB
OG0002332	LOC110185290|XP_020809698.1|DSER	LOC115622572|XP_030372411.1|SLEB
OG0002333	LOC110184111|XP_020808163.1|DSER	LOC115619945|XP_030368836.1|SLEB
OG0002334	LOC110183124|XP_020806974.1|DSER	LOC115620836|XP_030370129.1|SLEB, LOC115626565|XP_030377803.1|SLEB, LOC115626316|XP_030377512.1|SLEB
OG0002335	LOC110178264|XP_020800988.1|DSER	LOC115624626|XP_030375244.1|SLEB
OG0002336	LOC110185301|XP_020809711.1|DSER	LOC115628438|XP_030380399.1|SLEB
OG0002337	LOC110177027|XP_020799205.1|DSER	LOC115627141|XP_030378582.1|SLEB
OG0002338	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER	LOC115631260|XP_030383831.1|SLEB
OG0002339	LOC110187208|XP_020812267.1|DSER	LOC115628456|XP_030380433.1|SLEB
OG0002340	LOC110183998|XP_020808014.1|DSER	LOC115631476|XP_030384090.1|SLEB
OG0002341	LOC110178012|XP_020800685.1|DSER	LOC115628652|XP_030380683.1|SLEB
OG0002342	LOC110184862|XP_020809165.1|DSER	LOC115625493|XP_030376406.1|SLEB, LOC115631009|XP_030383472.1|SLEB
OG0002343	LOC110182349|XP_020806048.1|DSER	LOC115631017|XP_030383489.1|SLEB
OG0002344	LOC110182853|XP_020806646.1|DSER	LOC115629841|XP_030382282.1|SLEB
OG0002345	LOC110182890|XP_020806693.1|DSER	LOC115629649|XP_030382023.1|SLEB
OG0002346	LOC110185698|XP_020810325.1|DSER	LOC115625888|XP_030376970.1|SLEB
OG0002347	LOC110177693|XP_020800175.1|DSER	LOC115633688|XP_030387005.1|SLEB
OG0002348	LOC110176849|XP_020798969.1|DSER	LOC115631387|XP_030383969.1|SLEB
OG0002349	LOC110182892|XP_020806701.1|DSER	LOC115633919|XP_030387289.1|SLEB
OG0002350	LOC110184192|XP_020808277.1|DSER	LOC115629611|XP_030381971.1|SLEB
OG0002351	LOC110178229|XP_020800937.1|DSER	LOC115626994|XP_030378372.1|SLEB
OG0002352	LOC110189396|XP_020815110.1|DSER	LOC115634054|XP_030387498.1|SLEB
OG0002353	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER	LOC115626187|XP_030377325.1|SLEB
OG0002354	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER	LOC115626368|XP_030377582.1|SLEB
OG0002355	LOC110176560|XP_020798607.1|DSER	LOC115625684|XP_030376680.1|SLEB
OG0002356	LOC110181173|XP_020804508.1|DSER	LOC115630397|XP_030382780.1|SLEB
OG0002357	LOC110176433|XP_020798441.1|DSER	LOC115625253|XP_030376106.1|SLEB
OG0002358	LOC110183294|XP_020807187.1|DSER	LOC115630494|XP_030382942.1|SLEB
OG0002359	LOC110183236|XP_020807111.1|DSER	LOC115627066|XP_030378473.1|SLEB
OG0002360	LOC110184990|XP_020809301.1|DSER	LOC115630585|XP_030383064.1|SLEB
OG0002361	LOC110190134|XP_020816116.1|DSER	LOC115623164|XP_030373238.1|SLEB
OG0002362	LOC110182696|XP_020806450.1|DSER	LOC115631490|XP_030384108.1|SLEB
OG0002363	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER	LOC115631139|XP_030383668.1|SLEB
OG0002364	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER	LOC115631982|XP_030384747.1|SLEB
OG0002365	LOC110182681|XP_020806432.1|DSER	LOC115631278|XP_030383852.1|SLEB
OG0002366	LOC110179181|XP_020802243.1|DSER	LOC115630760|XP_030383275.1|SLEB
OG0002367	LOC110182246|XP_020805922.1|DSER	LOC115630992|XP_030383442.1|SLEB
OG0002368	LOC110186098|XP_020810799.1|DSER	LOC115626337|XP_030377542.1|SLEB
OG0002369	LOC110180118|XP_020803417.1|DSER	LOC115629583|XP_030381936.1|SLEB
OG0002370	LOC110185988|XP_020810673.1|DSER	LOC115626037|XP_030377147.1|SLEB
OG0002371	LOC110185728|XP_020810371.1|DSER	LOC115625676|XP_030376673.1|SLEB
OG0002372	LOC110177067|XP_020799244.1|DSER	LOC115628600|XP_030380643.1|SLEB
OG0002373	LOC110187338|XP_020812384.1|DSER	LOC115631115|XP_030383635.1|SLEB
OG0002374	LOC110190556|XP_020816775.1|DSER	LOC115621914|XP_030371610.1|SLEB
OG0002375	LOC110185391|XP_020809829.1|DSER	LOC115624037|XP_030374475.1|SLEB
OG0002376	LOC110185552|XP_020810129.1|DSER	LOC115625993|XP_030377097.1|SLEB
OG0002377	LOC110177196|XP_020799451.1|DSER	LOC115625060|XP_030375792.1|SLEB
OG0002378	LOC110177485|XP_020799896.1|DSER	LOC115622674|XP_030372548.1|SLEB
OG0002379	LOC110181184|XP_020804521.1|DSER	LOC115631570|XP_030384222.1|SLEB
