Orthogroup	DSER.longest_only	DSEC.longest_only
OG0000656	LOC110176652|XP_020798742.1|DSER	LOC6606749|XP_002031546.1|DSEC
OG0000656	LOC110176653|XP_020798745.1|DSER	LOC6606748|XP_002031545.1|DSEC
OG0000657	LOC110184492|XP_020808705.1|DSER	LOC6610129|XP_032573536.1|DSEC
OG0000657	LOC110177050|XP_020799225.1|DSER	LOC6613251|XP_002037728.2|DSEC
OG0000658	LOC110179734|XP_020803010.1|DSER	LOC6618039|XP_002042347.1|DSEC
OG0000658	LOC110187869|XP_020813012.1|DSER	LOC6606334|XP_002031139.1|DSEC
OG0000659	LOC110186108|XP_020810814.1|DSER	LOC6613178|XP_002037659.1|DSEC
OG0000659	LOC110183249|XP_020807130.1|DSER	LOC6614660|XP_002039087.1|DSEC
OG0000660	LOC110183976|XP_020807990.1|DSER	LOC6613189|XP_002037670.1|DSEC
OG0000661	LOC110188715|XP_020814183.1|DSER	LOC6611122|XP_002035679.1|DSEC
OG0000661	LOC110179184|XP_020802254.1|DSER	LOC6613385|XP_002037859.2|DSEC
OG0000662	LOC110183716|XP_020807724.1|DSER	LOC6610664|XP_002035231.1|DSEC
OG0000662	LOC110182446|XP_020806141.1|DSER	LOC6619069|XP_002043309.1|DSEC
OG0000663	LOC110184096|XP_020808140.1|DSER	LOC6618904|XP_002043152.1|DSEC
OG0000664	LOC110188738|XP_020814231.1|DSER	LOC6614347|XP_002038786.1|DSEC
OG0000664	LOC110183251|XP_020807135.1|DSER	LOC6612480|XP_002036988.2|DSEC
OG0000665	LOC110186677|XP_020811603.1|DSER	LOC6619683|XP_002043898.1|DSEC
OG0000665	LOC110186663|XP_020811587.1|DSER	LOC6619684|XP_032577418.1|DSEC
OG0000666	LOC110182066|XP_020805695.1|DSER	LOC6621727|XP_032570829.1|DSEC
OG0000666	LOC110181908|XP_020805501.1|DSER	LOC116801950|XP_032580032.1|DSEC
OG0000667	LOC110182591|XP_020806302.1|DSER	LOC6616167|XP_002040532.1|DSEC
OG0000667	LOC110188085|XP_020813297.1|DSER	LOC6606900|XP_002031694.1|DSEC
OG0000668	LOC110185349|XP_020809785.1|DSER	LOC6620431|XP_002044639.1|DSEC
OG0000668	LOC110191288|XP_020817754.1|DSER	LOC6606487|XP_002031288.1|DSEC
OG0000669	LOC110187066|XP_020812114.1|DSER	LOC6619564|XP_002043779.1|DSEC
OG0000669	LOC110187127|XP_020812197.1|DSER	LOC6619565|XP_032582070.1|DSEC
OG0000670	LOC110181536|XP_020804976.1|DSER	LOC6612495|XP_002037003.1|DSEC
OG0000671	LOC110187898|XP_020813052.1|DSER	LOC6613776|XP_032578365.1|DSEC
OG0000671	LOC110176415|XP_020798416.1|DSER	LOC6618756|XP_002043014.1|DSEC
OG0000672	LOC110181765|XP_020805294.1|DSER	LOC6620305|XP_002044513.1|DSEC
OG0000672	LOC110180199|XP_020803511.1|DSER	LOC6615022|XP_032580000.1|DSEC
OG0000673	LOC110184244|XP_020808359.1|DSER	LOC6618661|XP_002042920.2|DSEC
OG0000673	LOC110189976|XP_020815924.1|DSER	LOC6605758|XP_002030573.1|DSEC
OG0000675	LOC110183869|XP_020807881.1|DSER, LOC110178061|XP_020800727.1|DSER	LOC6611709|XP_002036242.1|DSEC
OG0000677	LOC110175940|XP_020797780.1|DSER	LOC6617636|XP_002041949.1|DSEC
OG0000678	LOC110191412|XP_020817928.1|DSER	LOC6616815|XP_002041152.1|DSEC
OG0000678	LOC110178189|XP_020800883.1|DSER	LOC6617295|XP_002041622.1|DSEC
OG0000679	LOC110181695|XP_020805196.1|DSER	LOC6619926|XP_002044138.1|DSEC
OG0000680	LOC110181790|XP_020805329.1|DSER	LOC6614970|XP_002039387.1|DSEC
OG0000680	LOC110181750|XP_020805270.1|DSER	LOC6614983|XP_002039400.2|DSEC
OG0000681	LOC110176629|XP_020798712.1|DSER	LOC6606472|XP_002031275.1|DSEC
OG0000681	LOC110180379|XP_020803706.1|DSER	LOC6618650|XP_032582701.1|DSEC
OG0000683	LOC110188585|XP_020814010.1|DSER, LOC110190932|XP_020817259.1|DSER, LOC110190959|XP_020817304.1|DSER	LOC6607692|XP_002032456.2|DSEC
OG0000684	LOC110176611|XP_020798694.1|DSER	LOC6606723|XP_002031521.1|DSEC
OG0000684	LOC110184169|XP_020808241.1|DSER	LOC6607598|XP_002032366.1|DSEC
OG0000685	LOC110187049|XP_020812084.1|DSER, LOC110182121|XP_020805793.1|DSER, LOC110181972|XP_020805582.1|DSER	LOC6617609|XP_002041922.1|DSEC
OG0000685	LOC110188264|XP_020813611.1|DSER	LOC6620029|XP_002044241.1|DSEC
OG0000686	LOC110189774|XP_020815656.1|DSER	LOC6607896|XP_002032650.1|DSEC
OG0000686	LOC110179100|XP_020802146.1|DSER	LOC6614931|XP_002039348.1|DSEC
OG0000687	LOC110178874|XP_020801810.1|DSER	LOC6620817|XP_002045017.1|DSEC
OG0000687	LOC110188812|XP_020814349.1|DSER	LOC6610478|XP_002035058.1|DSEC
OG0000688	LOC110177916|XP_020800552.1|DSER	LOC6609703|XP_002034360.1|DSEC
OG0000689	LOC110178015|XP_020800687.1|DSER	LOC6620881|XP_032571729.1|DSEC
OG0000689	LOC110178013|XP_020800686.1|DSER	LOC116800495|XP_032571728.1|DSEC
OG0000690	LOC110181885|XP_020805473.1|DSER	LOC6615124|XP_002039540.1|DSEC
OG0000691	LOC110183887|XP_020807891.1|DSER	LOC6611739|XP_002036262.1|DSEC
OG0000691	LOC110185233|XP_020809627.1|DSER	LOC6618347|XP_002042619.1|DSEC
OG0000692	LOC110188497|XP_020813887.1|DSER	LOC6605947|XP_032573576.1|DSEC
OG0000692	LOC110188496|XP_020813886.1|DSER	LOC6605948|XP_002030760.1|DSEC
OG0000693	LOC110184415|XP_020808608.1|DSER	LOC6618084|XP_002042382.1|DSEC
OG0000693	LOC110187890|XP_020813034.1|DSER	LOC6620387|XP_032577160.1|DSEC
OG0000694	LOC110184401|XP_020808586.1|DSER	LOC6617582|XP_032582490.1|DSEC
OG0000694	LOC110178936|XP_020801892.1|DSER	LOC6605328|XP_002030165.1|DSEC
OG0000695	LOC110185642|XP_020810258.1|DSER	LOC6613601|XP_032577533.1|DSEC
OG0000695	LOC110185663|XP_020810285.1|DSER	LOC6613605|XP_032573826.1|DSEC
OG0000696	LOC110176814|XP_020798914.1|DSER	LOC6611605|XP_002036142.1|DSEC
OG0000697	LOC110176014|XP_020797881.1|DSER	LOC6615163|XP_002039579.2|DSEC
OG0000697	LOC110185853|XP_020810521.1|DSER	LOC6613579|XP_002038047.1|DSEC
OG0000698	LOC110178187|XP_020800881.1|DSER	LOC6613293|XP_002037770.1|DSEC
OG0000698	LOC110178196|XP_020800889.1|DSER	LOC6613294|XP_002037771.1|DSEC
OG0000699	LOC110182658|XP_020806389.1|DSER	LOC6611502|XP_032572908.1|DSEC
OG0000699	LOC110177378|XP_020799735.1|DSER	LOC6607506|XP_002032275.2|DSEC
OG0000700	LOC110176843|XP_020798963.1|DSER	LOC6617322|XP_002041647.2|DSEC
OG0000700	LOC110184881|XP_020809186.1|DSER	LOC6613133|XP_032575041.1|DSEC
OG0000701	LOC110180797|XP_020804137.1|DSER	LOC6608987|XP_002033700.1|DSEC
OG0000701	LOC110181902|XP_020805492.1|DSER	LOC6619610|XP_032581810.1|DSEC
OG0000702	LOC110186896|XP_020811874.1|DSER	LOC6616961|XP_032578149.1|DSEC
OG0000702	LOC110186894|XP_020811854.1|DSER	LOC6616960|XP_032578127.1|DSEC
OG0000703	LOC110185971|XP_020810653.1|DSER	LOC6617901|XP_002042209.1|DSEC
OG0000703	LOC110178316|XP_020801086.1|DSER	LOC6609336|XP_032572098.1|DSEC
OG0000704	LOC110182587|XP_020806299.1|DSER	LOC6620798|XP_032580973.1|DSEC
OG0000704	LOC110190713|XP_020816995.1|DSER	LOC6612977|XP_002037468.1|DSEC
OG0000705	LOC110178734|XP_020801618.1|DSER	LOC6610342|XP_002034928.1|DSEC
OG0000705	LOC110178732|XP_020801615.1|DSER	LOC6610341|XP_002034927.1|DSEC
OG0000706	LOC110178082|XP_020800745.1|DSER	LOC6614541|XP_002038972.1|DSEC
OG0000706	LOC110187085|XP_020812144.1|DSER	LOC6612247|XP_032581535.1|DSEC
OG0000707	LOC110177960|XP_020800611.1|DSER	LOC6615670|XP_002040041.2|DSEC
OG0000707	LOC110181713|XP_020805221.1|DSER	LOC6617924|XP_002042232.1|DSEC
OG0000708	LOC110180563|XP_020803918.1|DSER	LOC6612450|XP_032580325.1|DSEC
OG0000708	LOC110184264|XP_020808389.1|DSER	LOC6619893|XP_032582622.1|DSEC
OG0000709	LOC110186876|XP_020811832.1|DSER	LOC6612902|XP_032578469.1|DSEC
OG0000709	LOC110181648|XP_020805122.1|DSER	LOC6617944|XP_002042252.1|DSEC
OG0000710	LOC110188697|XP_020814160.1|DSER	LOC6614264|XP_002038704.1|DSEC
OG0000710	LOC110177914|XP_020800546.1|DSER	LOC6615190|XP_002039603.1|DSEC, LOC6609696|XP_002034353.1|DSEC
OG0000711	LOC110184744|XP_020809031.1|DSER, LOC110184739|XP_020809026.1|DSER	LOC6605153|XP_002029992.2|DSEC
OG0000711	LOC110184131|XP_020808198.1|DSER	LOC6614829|XP_002039247.1|DSEC
OG0000712	LOC110187790|XP_020812921.1|DSER	LOC6620389|XP_002044597.1|DSEC
OG0000712	LOC110187789|XP_020812920.1|DSER	LOC6620388|XP_032577602.1|DSEC
OG0000713	LOC110191096|XP_020817500.1|DSER	LOC6614065|XP_002038519.1|DSEC
OG0000713	LOC110178308|XP_020801059.1|DSER	LOC6609313|XP_002034002.1|DSEC
OG0000714	LOC110184275|XP_020808404.1|DSER	LOC6618054|XP_002042352.1|DSEC
OG0000714	LOC110190364|XP_020816434.1|DSER	LOC6610814|XP_002035380.1|DSEC
OG0000715	LOC110190895|XP_020817213.1|DSER	LOC6618322|XP_002042595.1|DSEC
OG0000716	LOC110186690|XP_020811616.1|DSER	LOC6612352|XP_002036861.1|DSEC
OG0000716	LOC110176191|XP_020798100.1|DSER	LOC6605721|XP_002030537.1|DSEC
OG0000717	LOC110190199|XP_020816210.1|DSER	LOC6616575|XP_002040934.2|DSEC
OG0000718	LOC110185468|XP_020809980.1|DSER	LOC6620115|XP_002044327.2|DSEC
OG0000718	LOC110185412|XP_020809878.1|DSER	LOC6619475|XP_002043690.2|DSEC, LOC6619474|XP_032579732.1|DSEC
OG0000719	LOC110190702|XP_020816973.1|DSER	LOC6605095|XP_002029936.1|DSEC
OG0000719	LOC110184780|XP_020809078.1|DSER	LOC6605144|XP_002029985.1|DSEC
OG0000720	LOC110189018|XP_020814638.1|DSER	LOC6618738|XP_002042996.1|DSEC
OG0000720	LOC110177327|XP_020799660.1|DSER	LOC6607069|XP_032578286.1|DSEC
OG0000721	LOC110184212|XP_020808320.1|DSER	LOC6613548|XP_002038016.1|DSEC
OG0000721	LOC110186051|XP_020810752.1|DSER	LOC6613549|XP_002038017.1|DSEC
OG0000722	LOC110181017|XP_020804354.1|DSER	LOC6618824|XP_032573033.1|DSEC
OG0000722	LOC110181025|XP_020804362.1|DSER	LOC116800361|XP_032570674.1|DSEC, LOC6618822|XP_032570673.1|DSEC
OG0000723	LOC110189349|XP_020815050.1|DSER, LOC110189604|XP_020815396.1|DSER	LOC6608933|XP_002033647.1|DSEC, LOC6608934|XP_002033648.1|DSEC
OG0000724	LOC110176027|XP_020797896.1|DSER	LOC6615219|XP_002039625.1|DSEC
OG0000724	LOC110186628|XP_020811540.1|DSER	LOC6612888|XP_002037380.1|DSEC
OG0000726	LOC110177411|XP_020799787.1|DSER	LOC6616872|XP_002041208.1|DSEC
OG0000726	LOC110177409|XP_020799786.1|DSER	LOC6616873|XP_002041209.1|DSEC
OG0000727	LOC110188279|XP_020813633.1|DSER	LOC6619074|XP_002043314.2|DSEC
OG0000728	LOC110184195|XP_020808285.1|DSER	LOC6621157|XP_002045337.1|DSEC
OG0000728	LOC110188347|XP_020813718.1|DSER	LOC6607129|XP_032577223.1|DSEC
OG0000729	LOC110186362|XP_020811170.1|DSER	LOC116801553|XP_032577795.1|DSEC
OG0000729	LOC110187004|XP_020812023.1|DSER	LOC6617151|XP_032577796.1|DSEC
OG0000730	LOC110184502|XP_020808724.1|DSER	LOC6617943|XP_002042251.1|DSEC
OG0000730	LOC110181295|XP_020804675.1|DSER	LOC6620971|XP_002041753.2|DSEC
OG0000731	LOC110190136|XP_020816120.1|DSER	LOC6610801|XP_002035367.2|DSEC
OG0000731	LOC110179376|XP_020802553.1|DSER	LOC6609295|XP_032572203.1|DSEC
OG0000732	LOC110190322|XP_020816376.1|DSER	LOC6606021|XP_002030832.1|DSEC
OG0000732	LOC110190323|XP_020816378.1|DSER	LOC6606022|XP_002030833.1|DSEC
OG0000733	LOC110176138|XP_020798033.1|DSER	LOC6610871|XP_002035434.1|DSEC
OG0000734	LOC110187387|XP_020812437.1|DSER	LOC6617603|XP_032581064.1|DSEC
OG0000734	LOC110178654|XP_020801505.1|DSER	LOC6610716|XP_032575973.1|DSEC
OG0000735	LOC110177895|XP_020800523.1|DSER	LOC6611832|XP_032574909.1|DSEC
OG0000736	LOC110187238|XP_020812295.1|DSER	LOC116803584|XP_032583368.1|DSEC
OG0000736	LOC110187237|XP_020812294.1|DSER	LOC6613200|XP_032583363.1|DSEC
OG0000737	LOC110189224|XP_020814863.1|DSER	LOC6607867|XP_032570068.1|DSEC
OG0000738	LOC110176815|XP_020798915.1|DSER	LOC6611598|XP_002036135.1|DSEC
OG0000738	LOC110185977|XP_020810659.1|DSER	LOC6611275|XP_032581181.1|DSEC
OG0000739	LOC110187870|XP_020813013.1|DSER	LOC6606335|XP_002031140.2|DSEC
OG0000739	LOC110187724|XP_020812830.1|DSER	LOC6606333|XP_002031138.1|DSEC
OG0000740	LOC110187915|XP_020813078.1|DSER	LOC6621084|XP_032576740.1|DSEC
OG0000741	LOC110181662|XP_020805130.1|DSER	LOC6617926|XP_032582035.1|DSEC, LOC6616847|XP_032578025.1|DSEC
OG0000742	LOC110175920|XP_020797757.1|DSER	LOC6615134|XP_032580224.1|DSEC
OG0000742	LOC110176083|XP_020797984.1|DSER	LOC6615135|XP_032581955.1|DSEC
OG0000743	LOC110187020|XP_020812047.1|DSER	LOC6610298|XP_002034893.1|DSEC
OG0000743	LOC110177955|XP_020800604.1|DSER	LOC6615667|XP_032572008.1|DSEC
OG0000744	LOC110189272|XP_020814950.1|DSER	LOC6608576|XP_002033310.1|DSEC
OG0000745	LOC110182996|XP_020806847.1|DSER	LOC6615266|XP_002039671.1|DSEC
OG0000745	LOC110189444|XP_020815175.1|DSER	LOC6608550|XP_002033284.2|DSEC
OG0000746	LOC110182897|XP_020806710.1|DSER	LOC116800377|XP_032570841.1|DSEC, LOC116800376|XP_032570840.1|DSEC
OG0000747	LOC110189993|XP_020815950.1|DSER	LOC6616614|XP_002040971.1|DSEC
OG0000747	LOC110190150|XP_020816139.1|DSER	LOC6616613|XP_032574933.1|DSEC
OG0000748	LOC110184925|XP_020809230.1|DSER	LOC6613124|XP_032578848.1|DSEC
OG0000748	LOC110182496|XP_020806204.1|DSER	LOC6615996|XP_002040363.2|DSEC
OG0000750	LOC110178379|XP_020801175.1|DSER, LOC110178223|XP_020800926.1|DSER	LOC6608830|XP_002033544.1|DSEC
OG0000750	LOC110191049|XP_020817432.1|DSER	LOC6607125|XP_002031913.1|DSEC
OG0000751	LOC110181657|XP_020805125.1|DSER, LOC110182779|XP_020806566.1|DSER	LOC6615506|XP_002039885.2|DSEC
OG0000751	LOC110181664|XP_020805140.1|DSER	LOC6615504|XP_032571254.1|DSEC
OG0000752	LOC110190914|XP_020817234.1|DSER	LOC6616652|XP_032578015.1|DSEC
OG0000752	LOC110182367|XP_020806067.1|DSER	LOC6613098|XP_032577468.1|DSEC
OG0000753	LOC110191296|XP_020817764.1|DSER	LOC6621504|XP_032577189.1|DSEC
OG0000753	LOC110190603|XP_020816855.1|DSER	LOC6604993|XP_002029836.1|DSEC
OG0000754	LOC110180628|XP_020803975.1|DSER	LOC6618001|XP_032580653.1|DSEC
OG0000754	LOC110181767|XP_020805295.1|DSER	LOC6620308|XP_002044516.1|DSEC
OG0000755	LOC110184559|XP_020808796.1|DSER	LOC6606546|XP_002031347.2|DSEC
OG0000755	LOC110184687|XP_020808962.1|DSER	LOC6606545|XP_002031346.2|DSEC
OG0000756	LOC110191247|XP_020817686.1|DSER	LOC6619652|XP_002043867.1|DSEC
OG0000756	LOC110191158|XP_020817575.1|DSER	LOC6619654|XP_002043869.2|DSEC
OG0000757	LOC110182774|XP_020806556.1|DSER	LOC6610603|XP_002035171.1|DSEC
OG0000758	LOC110188380|XP_020813756.1|DSER	LOC6605953|XP_002030765.1|DSEC
OG0000758	LOC110188601|XP_020814023.1|DSER, LOC110189440|XP_020815173.1|DSER	LOC6605954|XP_032574932.1|DSEC
OG0000759	LOC110188827|XP_020814377.1|DSER	LOC6610475|XP_032575156.1|DSEC
OG0000759	LOC110188819|XP_020814358.1|DSER	LOC6610473|XP_032575059.1|DSEC
OG0000760	LOC110181147|XP_020804482.1|DSER, LOC110180233|XP_020803551.1|DSER	LOC6615599|XP_032571327.1|DSEC
OG0000761	LOC110183375|XP_020807296.1|DSER	LOC6612010|XP_032569931.1|DSEC
OG0000761	LOC110183327|XP_020807235.1|DSER	LOC6612011|XP_002036528.2|DSEC
OG0000762	LOC110183840|XP_020807850.1|DSER	LOC6611670|XP_002036205.1|DSEC
OG0000762	LOC110184923|XP_020809228.1|DSER	LOC6613112|XP_002037593.1|DSEC
OG0000763	LOC110187461|XP_020812508.1|DSER	LOC6618232|XP_002042507.1|DSEC
OG0000763	LOC110187459|XP_020812506.1|DSER	LOC6618233|XP_002042508.1|DSEC
OG0000764	LOC110188099|XP_020813312.1|DSER	LOC6607387|XP_002032160.1|DSEC
OG0000764	LOC110182040|XP_020805629.1|DSER	LOC6620293|XP_032582190.1|DSEC
OG0000765	LOC110178801|XP_020801713.1|DSER	LOC6610328|XP_002034915.1|DSEC
OG0000765	LOC110179450|XP_020802657.1|DSER	LOC6615965|XP_032580702.1|DSEC
OG0000766	LOC110181439|XP_020804841.1|DSER	LOC6611779|XP_002036302.1|DSEC
OG0000766	LOC110179664|XP_020802935.1|DSER	LOC6615896|XP_002040266.1|DSEC
OG0000767	LOC110180350|XP_020803671.1|DSER, LOC110187196|XP_020812253.1|DSER	LOC6613960|XP_032578374.1|DSEC
OG0000767	LOC110189942|XP_020815888.1|DSER	LOC6619373|XP_002043589.1|DSEC
OG0000768	LOC110184654|XP_020808913.1|DSER	LOC6616273|XP_002040637.1|DSEC
OG0000769	LOC110191941|XP_020818617.1|DSER	LOC6616935|XP_002041265.1|DSEC
OG0000769	LOC110179358|XP_020802530.1|DSER	LOC6615195|XP_032580780.1|DSEC
OG0000770	LOC110177983|XP_020800634.1|DSER	LOC6608449|XP_002033183.1|DSEC
OG0000771	LOC110183718|XP_020807726.1|DSER	LOC6610662|XP_002035229.1|DSEC
OG0000771	LOC110183717|XP_020807725.1|DSER	LOC6610661|XP_002035228.2|DSEC
OG0000772	LOC110184043|XP_020808076.1|DSER	LOC6618913|XP_032571596.1|DSEC
OG0000772	LOC110178317|XP_020801087.1|DSER	LOC6609335|XP_002034024.2|DSEC
OG0000773	LOC110182928|XP_020806764.1|DSER	LOC116800296|XP_032570131.1|DSEC
OG0000774	LOC110191633|XP_020818181.1|DSER, LOC110191632|XP_020818180.1|DSER	LOC116800365|XP_032570733.1|DSEC, LOC6613026|XP_032570729.1|DSEC, LOC116800364|XP_032570731.1|DSEC
OG0000775	LOC110189771|XP_020815650.1|DSER	LOC6608955|XP_002033669.2|DSEC
OG0000775	LOC110178303|XP_020801052.1|DSER	LOC6608477|XP_002033211.1|DSEC
OG0000776	LOC110189923|XP_020815859.1|DSER	LOC6607752|XP_002032515.1|DSEC, LOC6619426|XP_002043641.1|DSEC, LOC116800938|XP_032573569.1|DSEC, LOC6619427|XP_002043642.2|DSEC
OG0000777	LOC110187988|XP_020813169.1|DSER, LOC110188062|XP_020813271.1|DSER, LOC110187989|XP_020813170.1|DSER	LOC6616753|XP_002041090.1|DSEC, LOC6616751|XP_002041088.1|DSEC, LOC6616752|XP_002041089.1|DSEC, LOC6616749|XP_002041086.1|DSEC
OG0000778	LOC110176135|XP_020798029.1|DSER	LOC6610890|XP_002035453.2|DSEC
OG0000779	LOC110181856|XP_020805433.1|DSER	LOC6618679|XP_002042938.1|DSEC
OG0000780	LOC110189273|XP_020814951.1|DSER	LOC6608413|XP_002033147.1|DSEC
OG0000781	LOC110184279|XP_020808409.1|DSER	LOC6620193|XP_032582703.1|DSEC
OG0000781	LOC110190118|XP_020816091.1|DSER	LOC6616565|XP_002040924.1|DSEC
OG0000782	LOC110179034|XP_020802047.1|DSER	LOC6605361|XP_002030195.1|DSEC
OG0000782	LOC110184210|XP_020808316.1|DSER	LOC6618674|XP_002042933.1|DSEC
OG0000783	LOC110179021|XP_020802025.1|DSER	LOC6605369|XP_002030203.1|DSEC
OG0000783	LOC110182099|XP_020805743.1|DSER	LOC116802020|XP_032580764.1|DSEC
OG0000784	LOC110176119|XP_020798016.1|DSER	LOC6618099|XP_002042397.1|DSEC
OG0000785	LOC110177462|XP_020799859.1|DSER	LOC6612637|XP_032577719.1|DSEC
OG0000785	LOC110177359|XP_020799711.1|DSER	LOC6617172|XP_032576431.1|DSEC
OG0000786	LOC110184525|XP_020808758.1|DSER	LOC6613800|XP_002038269.2|DSEC
OG0000786	LOC110177248|XP_020799555.1|DSER	LOC6620080|XP_032578453.1|DSEC
OG0000787	LOC110190765|XP_020817054.1|DSER	LOC6605042|XP_002029884.1|DSEC
OG0000787	LOC110179682|XP_020802952.1|DSER	LOC6620320|XP_002044528.1|DSEC
OG0000788	LOC110180004|XP_020803253.1|DSER	LOC116803603|XP_032583513.1|DSEC
OG0000788	LOC110176705|XP_020798802.1|DSER	LOC6611137|XP_032575863.1|DSEC
OG0000789	LOC110182717|XP_020806475.1|DSER	LOC6613514|XP_002037982.1|DSEC
OG0000789	LOC110182720|XP_020806479.1|DSER	LOC6613513|XP_032580641.1|DSEC
OG0000790	LOC110177004|XP_020799173.1|DSER	LOC6617205|XP_002041532.1|DSEC
OG0000790	LOC110176935|XP_020799093.1|DSER	LOC6617206|XP_002041533.1|DSEC
OG0000791	LOC110186194|XP_020810912.1|DSER	LOC6617041|XP_032576682.1|DSEC
OG0000791	LOC110186319|XP_020811114.1|DSER	LOC6621278|XP_032579604.1|DSEC
OG0000792	LOC110185702|XP_020810332.1|DSER	LOC6617375|XP_002041700.1|DSEC
OG0000793	LOC110188258|XP_020813603.1|DSER	LOC6619031|XP_002043276.1|DSEC, LOC116802353|XP_032582737.1|DSEC
OG0000794	LOC110179550|XP_020802792.1|DSER	LOC6617357|XP_002041682.2|DSEC
OG0000795	LOC110184426|XP_020808621.1|DSER	LOC6617583|XP_002041896.1|DSEC
OG0000796	LOC110191800|XP_020818410.1|DSER	LOC6607048|XP_032577637.1|DSEC
OG0000796	LOC110181565|XP_020805014.1|DSER	LOC6617627|XP_032580867.1|DSEC
OG0000797	LOC110184153|XP_020808223.1|DSER	LOC6607086|XP_002031874.1|DSEC
OG0000797	LOC110186301|XP_020811080.1|DSER	LOC6607087|XP_002031875.1|DSEC
OG0000798	LOC110179895|XP_020803154.1|DSER	LOC6609023|XP_032570213.1|DSEC
OG0000798	LOC110188120|XP_020813400.1|DSER	LOC6609021|XP_002033725.1|DSEC
OG0000799	LOC110176608|XP_020798690.1|DSER	LOC6606732|XP_002031529.1|DSEC
OG0000799	LOC110179502|XP_020802737.1|DSER	LOC6612276|XP_032580979.1|DSEC
OG0000800	LOC110178758|XP_020801650.1|DSER	LOC6611025|XP_002035582.1|DSEC
OG0000801	LOC110177673|XP_020800154.1|DSER	LOC6615675|XP_002040046.1|DSEC
OG0000801	LOC110177942|XP_020800583.1|DSER	LOC6615412|XP_002039794.1|DSEC
OG0000802	LOC110188344|XP_020813711.1|DSER	LOC6612305|XP_002036815.1|DSEC
OG0000802	LOC110182002|XP_020805595.1|DSER	LOC6612306|XP_032581336.1|DSEC
OG0000803	LOC110183416|XP_020807352.1|DSER	LOC6612053|XP_002036570.1|DSEC
OG0000803	LOC110178613|XP_020801457.1|DSER	LOC6610706|XP_002035272.1|DSEC
OG0000804	LOC110178301|XP_020801049.1|DSER	LOC6608792|XP_002033511.1|DSEC
OG0000804	LOC110191792|XP_020818402.1|DSER	LOC6614125|XP_002038578.1|DSEC
OG0000805	LOC110178199|XP_020800934.1|DSER	LOC6608975|XP_002033689.2|DSEC
OG0000805	LOC110178285|XP_020801060.1|DSER	LOC6608974|XP_032571683.1|DSEC
OG0000806	LOC110183087|XP_020806936.1|DSER	LOC6617383|XP_032582601.1|DSEC
OG0000807	LOC110190663|XP_020816923.1|DSER	LOC6605049|XP_032574670.1|DSEC
OG0000808	LOC110186284|XP_020811056.1|DSER, LOC110186626|XP_020811536.1|DSER	LOC6612893|XP_002037385.2|DSEC
OG0000810	LOC110189241|XP_020814901.1|DSER, LOC110189242|XP_020814902.1|DSER	LOC6607952|XP_002032700.2|DSEC, LOC6607955|XP_002032703.1|DSEC
OG0000811	LOC110181534|XP_020804978.1|DSER	LOC6609435|XP_032571645.1|DSEC
OG0000812	LOC110181725|XP_020805242.1|DSER	LOC6619982|XP_032580729.1|DSEC
OG0000813	LOC110189495|XP_020815244.1|DSER	LOC6608910|XP_002033624.1|DSEC
OG0000814	LOC110181192|XP_020804532.1|DSER	LOC6613700|XP_002038170.1|DSEC
OG0000815	LOC110187383|XP_020812431.1|DSER, LOC110177656|XP_020800127.1|DSER	LOC6613476|XP_002037946.2|DSEC
OG0000816	LOC110181540|XP_020804981.1|DSER	LOC6617623|XP_002041936.1|DSEC
OG0000816	LOC110188695|XP_020814158.1|DSER	LOC6614262|XP_002038702.1|DSEC
OG0000817	LOC110186202|XP_020810921.1|DSER	LOC6617044|XP_002041372.1|DSEC
OG0000817	LOC110186220|XP_020810941.1|DSER	LOC6617045|XP_002041373.1|DSEC
OG0000818	LOC110179675|XP_020802945.1|DSER	LOC6615878|XP_002040248.1|DSEC
OG0000818	LOC110184006|XP_020808030.1|DSER	LOC116800230|XP_032570006.1|DSEC
OG0000819	LOC110181626|XP_020805094.1|DSER	LOC6615253|XP_032582184.1|DSEC
OG0000819	LOC110181526|XP_020804962.1|DSER	LOC6618113|XP_032581480.1|DSEC
OG0000820	LOC110180121|XP_020803424.1|DSER	LOC6615002|XP_002039419.2|DSEC
OG0000820	LOC110189629|XP_020815427.1|DSER	LOC6608562|XP_002033296.1|DSEC
OG0000821	LOC110187873|XP_020813016.1|DSER	LOC6606604|XP_002031405.1|DSEC
OG0000821	LOC110179265|XP_020802379.1|DSER	LOC6615648|XP_002040020.1|DSEC
OG0000822	LOC110190079|XP_020816044.1|DSER	LOC6606069|XP_002030878.1|DSEC
OG0000822	LOC110183847|XP_020807856.1|DSER	LOC6611685|XP_002036219.1|DSEC
OG0000824	LOC110183984|XP_020808000.1|DSER	LOC6617733|XP_032583252.1|DSEC
OG0000825	LOC110190343|XP_020816403.1|DSER	LOC6606066|XP_002030876.2|DSEC
OG0000825	LOC110182392|XP_020806090.1|DSER	LOC6611380|XP_002035925.2|DSEC
OG0000826	LOC110189298|XP_020814988.1|DSER, LOC110176788|XP_020798885.1|DSER	LOC6609592|XP_032571399.1|DSEC
OG0000827	LOC110184761|XP_020809051.1|DSER, LOC110184760|XP_020809050.1|DSER	LOC6621254|XP_002045431.1|DSEC, LOC6610986|XP_032574702.1|DSEC, LOC116801114|XP_032574703.1|DSEC, LOC6610985|XP_002035542.1|DSEC
