Orthogroup	DSER.longest_only	DPSE.longest_only
OG0000598	LOC110188127|XP_020813374.1|DSER	LOC6897185|XP_002137365.2|DPSE
OG0000599	LOC110178641|XP_020801492.1|DSER	LOC4813096|XP_001353665.2|DPSE
OG0000599	LOC110178633|XP_020801479.1|DSER	LOC4813310|XP_033241091.1|DPSE
OG0000600	LOC110189482|XP_020815228.1|DSER	LOC6898338|XP_015039563.2|DPSE
OG0000600	LOC110189256|XP_020814925.1|DSER	LOC26532284|XP_015039562.1|DPSE
OG0000601	LOC110185680|XP_020810306.1|DSER	LOC4817900|XP_001357390.2|DPSE
OG0000601	LOC110177565|XP_020800001.1|DSER, LOC110188792|XP_020814306.1|DSER	LOC6902759|XP_033236894.1|DPSE
OG0000602	LOC110185847|XP_020810513.1|DSER	LOC4816513|XP_001356129.2|DPSE
OG0000602	LOC110185754|XP_020810412.1|DSER	LOC4816712|XP_001356131.2|DPSE
OG0000603	LOC110176878|XP_020799013.1|DSER	LOC4817241|XP_001356615.4|DPSE
OG0000604	LOC110182327|XP_020806018.1|DSER	LOC6902540|XP_002133081.2|DPSE
OG0000604	LOC110182326|XP_020806017.1|DSER	LOC4816552|XP_001356001.1|DPSE
OG0000605	LOC110179891|XP_020803150.1|DSER, LOC110187456|XP_020812503.1|DSER	LOC4818195|XP_001357506.3|DPSE
OG0000606	LOC110177352|XP_020799703.1|DSER	LOC117185018|XP_033240344.1|DPSE
OG0000607	LOC110190852|XP_020817160.1|DSER	LOC4802096|XP_001359081.3|DPSE
OG0000607	LOC110187682|XP_020812772.1|DSER	LOC4803193|XP_001359976.3|DPSE
OG0000608	LOC110186172|XP_020810885.1|DSER	LOC4802179|XP_001359148.2|DPSE
OG0000608	LOC110186241|XP_020810966.1|DSER	LOC4802184|XP_033233462.1|DPSE
OG0000609	LOC110185774|XP_020810436.1|DSER	LOC6903188|XP_033236193.1|DPSE
OG0000609	LOC110176930|XP_020799085.1|DSER, LOC110180528|XP_020803855.1|DSER	LOC6901587|XP_033239096.1|DPSE
OG0000610	LOC110185216|XP_020809604.1|DSER	LOC4813783|XP_001353483.3|DPSE
OG0000610	LOC110177774|XP_020800299.1|DSER	LOC4805242|XP_001361675.1|DPSE
OG0000611	LOC110179244|XP_020802359.1|DSER	LOC6898992|XP_004444534.3|DPSE
OG0000611	LOC110181452|XP_020804861.1|DSER	LOC6898249|XP_002138315.3|DPSE
OG0000612	LOC110190893|XP_020817211.1|DSER, LOC110191352|XP_020817859.1|DSER, LOC110191351|XP_020817858.1|DSER	LOC6900824|XP_033237968.1|DPSE
OG0000612	LOC110190888|XP_020817206.1|DSER	LOC6900822|XP_002135181.2|DPSE
OG0000614	LOC110191140|XP_020817553.1|DSER	LOC4800278|XP_001357617.3|DPSE
OG0000615	LOC110182641|XP_020806369.1|DSER	LOC4811656|XP_001352247.4|DPSE
OG0000615	LOC110188748|XP_020814248.1|DSER	LOC4801510|XP_001358589.2|DPSE
OG0000616	LOC110182634|XP_020806359.1|DSER, LOC110182633|XP_020806356.1|DSER, LOC110182632|XP_020806353.1|DSER	LOC4814421|XP_001354361.3|DPSE
OG0000617	LOC110177319|XP_020799652.1|DSER	LOC4800658|XP_001357891.4|DPSE
OG0000617	LOC110190963|XP_020817312.1|DSER	LOC4800836|XP_001358040.1|DPSE
OG0000618	LOC110191113|XP_020817517.1|DSER	LOC4800978|XP_001358159.3|DPSE
OG0000618	LOC110191053|XP_020817438.1|DSER	LOC4812876|XP_015042925.1|DPSE
OG0000619	LOC110178445|XP_020801238.1|DSER	LOC6898218|XP_002138284.2|DPSE
OG0000620	LOC110184175|XP_020808245.1|DSER	LOC6901295|XP_002133996.1|DPSE
OG0000620	LOC110190629|XP_020816881.1|DSER	LOC6900998|XP_033240629.1|DPSE
OG0000621	LOC110188201|XP_020813457.1|DSER	LOC4801862|XP_001358892.1|DPSE
OG0000621	LOC110179492|XP_020802725.1|DSER	LOC4815012|XP_001354963.1|DPSE
OG0000622	LOC110178749|XP_020801640.1|DSER	LOC4812350|XP_001352849.2|DPSE
OG0000622	LOC110190510|XP_020816691.1|DSER	LOC6900919|XP_002134715.3|DPSE
OG0000623	LOC110186983|XP_020812001.1|DSER	LOC4812255|XP_001352457.1|DPSE
OG0000623	LOC110176698|XP_020798792.1|DSER	LOC6900389|XP_002134782.1|DPSE
OG0000624	LOC110189664|XP_020815468.1|DSER	LOC4804445|XP_001361006.2|DPSE
OG0000625	LOC110190464|XP_020816632.1|DSER	LOC6900084|XP_002135442.3|DPSE
OG0000625	LOC110190571|XP_020816805.1|DSER	LOC4812270|XP_001352696.3|DPSE
OG0000626	LOC110178151|XP_020800842.1|DSER	LOC117183536|XP_033233519.1|DPSE
OG0000626	LOC110181093|XP_020804421.1|DSER	LOC4804552|XP_001361095.1|DPSE
OG0000627	LOC110185256|XP_020809651.1|DSER	LOC6900693|XP_002135057.2|DPSE
OG0000627	LOC110180617|XP_020803960.1|DSER	LOC4816010|XP_001355645.2|DPSE
OG0000628	LOC110182378|XP_020806079.1|DSER	LOC4816521|XP_001356133.3|DPSE
OG0000628	LOC110183345|XP_020807258.1|DSER	LOC26532948|XP_033236571.1|DPSE
OG0000629	LOC110187758|XP_020812881.1|DSER	LOC4803127|XP_001359921.1|DPSE
OG0000629	LOC110187447|XP_020812494.1|DSER	LOC4818181|XP_001357493.2|DPSE
OG0000630	LOC110181379|XP_020804767.1|DSER	LOC4816382|XP_001356278.3|DPSE
OG0000630	LOC110181363|XP_020804746.1|DSER	LOC4816685|XP_001356281.3|DPSE
OG0000631	LOC110187312|XP_020812360.1|DSER, LOC110177653|XP_020800123.1|DSER, LOC110182406|XP_020806104.1|DSER	LOC4817346|XP_003736148.2|DPSE
OG0000631	LOC110185944|XP_020810619.1|DSER	LOC4818061|XP_001357345.2|DPSE
OG0000632	LOC110179178|XP_020802238.1|DSER	LOC4817690|XP_033236034.1|DPSE
OG0000632	LOC110186043|XP_020810741.1|DSER	LOC6903174|XP_002132874.2|DPSE
OG0000633	LOC110179002|XP_020801995.1|DSER	LOC26532380|XP_033238178.1|DPSE
OG0000633	LOC110179000|XP_020801989.1|DSER	LOC117184390|XP_033237378.1|DPSE
OG0000635	LOC110183000|XP_020806882.1|DSER	LOC4805547|XP_001361933.3|DPSE
OG0000635	LOC110177595|XP_020800048.1|DSER	LOC4811660|XP_033239499.1|DPSE, LOC6903938|XP_033239641.1|DPSE
OG0000636	LOC110181388|XP_020804778.1|DSER	LOC4816727|XP_001356280.3|DPSE
OG0000636	LOC110181389|XP_020804779.1|DSER	LOC4816383|XP_001356279.1|DPSE
OG0000637	LOC110187038|XP_020812061.1|DSER	LOC4815481|XP_001355693.3|DPSE
OG0000637	LOC110187034|XP_020812056.1|DSER	LOC6902266|XP_033240055.1|DPSE
OG0000638	LOC110191344|XP_020817850.1|DSER	LOC4801740|XP_001358783.2|DPSE
OG0000638	LOC110181512|XP_020804945.1|DSER	LOC4815589|XP_001355506.1|DPSE, LOC6903708|XP_002136766.1|DPSE
OG0000639	LOC110189840|XP_020815704.1|DSER	LOC6900636|XP_015043044.2|DPSE
OG0000641	LOC110181443|XP_020804846.1|DSER	LOC26532899|XP_033235172.1|DPSE, LOC117183988|XP_033235670.1|DPSE, LOC6903516|XP_033235486.1|DPSE, LOC6903511|XP_033235682.1|DPSE, LOC6898466|XP_033234868.1|DPSE
OG0000641	LOC110188453|XP_020813841.1|DSER	LOC6902340|XP_002133286.3|DPSE, LOC6902341|XP_033236752.1|DPSE
OG0000642	LOC110178221|XP_020800922.1|DSER	LOC26532738|XP_033237250.1|DPSE
OG0000642	LOC110185905|XP_020810578.1|DSER	LOC6903497|XP_002132376.3|DPSE, LOC6903499|XP_002132378.3|DPSE, LOC6903498|XP_002132377.3|DPSE
OG0000643	LOC110177445|XP_020799837.1|DSER, LOC110177446|XP_020799838.1|DSER	LOC4801186|XP_001358318.3|DPSE
OG0000644	LOC110181269|XP_020804637.1|DSER, LOC110181278|XP_020804652.1|DSER, LOC110181277|XP_020804651.1|DSER	LOC6900790|XP_033239123.1|DPSE, LOC6900749|XP_002135108.2|DPSE
OG0000645	LOC110185976|XP_020810658.1|DSER	LOC26532189|XP_015036349.2|DPSE, LOC6903162|XP_002132863.2|DPSE
OG0000646	LOC110189449|XP_020815185.1|DSER	LOC4801783|XP_001358820.3|DPSE
OG0000646	LOC110184027|XP_020808054.1|DSER	LOC4801657|XP_015037346.2|DPSE
OG0000647	LOC110176668|XP_020798762.1|DSER, LOC110191092|XP_020817495.1|DSER	LOC4801911|XP_001358930.3|DPSE
OG0000647	LOC110184420|XP_020808614.1|DSER	LOC6902239|XP_002133766.3|DPSE
OG0000648	LOC110184444|XP_020808643.1|DSER	LOC6901232|XP_002133933.3|DPSE
OG0000648	LOC110184364|XP_020808516.1|DSER	LOC6901234|XP_002133935.2|DPSE
OG0000649	LOC110175956|XP_020797803.1|DSER	LOC6901152|XP_033238861.1|DPSE
OG0000649	LOC110176001|XP_020797861.1|DSER	LOC4814229|XP_001354341.1|DPSE
OG0000650	LOC110191073|XP_020817465.1|DSER	LOC4801767|XP_001358808.2|DPSE
OG0000650	LOC110185456|XP_020809958.1|DSER	LOC4811841|XP_001352382.1|DPSE
OG0000651	LOC110189963|XP_020815911.1|DSER	LOC4812007|XP_015043563.2|DPSE
OG0000651	LOC110178651|XP_020801502.1|DSER	LOC4813063|XP_001353653.1|DPSE
OG0000652	LOC110182934|XP_020806772.1|DSER	LOC26533502|XP_015039224.2|DPSE
OG0000652	LOC110183534|XP_020807493.1|DSER	LOC4815109|XP_001355134.1|DPSE
OG0000653	LOC110190581|XP_020816833.1|DSER	LOC26533820|XP_033238158.1|DPSE
OG0000653	LOC110178713|XP_020801575.1|DSER	LOC4801972|XP_001358985.1|DPSE
OG0000654	LOC110191331|XP_020817825.1|DSER, LOC110178755|XP_020801647.1|DSER	LOC4812389|XP_001352761.3|DPSE
OG0000654	LOC110190379|XP_020816468.1|DSER	LOC4812097|XP_033240237.1|DPSE
OG0000655	LOC110182239|XP_020805920.1|DSER	LOC4805460|XP_001361855.1|DPSE
OG0000655	LOC110179530|XP_020802769.1|DSER	LOC4817590|XP_033235187.1|DPSE
OG0000656	LOC110176652|XP_020798742.1|DSER	LOC4802578|XP_001359473.2|DPSE
OG0000656	LOC110176653|XP_020798745.1|DSER	LOC6897655|XP_002137794.2|DPSE
OG0000657	LOC110184492|XP_020808705.1|DSER	LOC117184960|XP_033240121.1|DPSE
OG0000657	LOC110177050|XP_020799225.1|DSER	LOC4817090|XP_001356700.2|DPSE
OG0000658	LOC110179734|XP_020803010.1|DSER	LOC6901354|XP_002134054.1|DPSE
OG0000658	LOC110187869|XP_020813012.1|DSER	LOC4802390|XP_001359318.3|DPSE
OG0000659	LOC110186108|XP_020810814.1|DSER	LOC4816635|XP_001356148.3|DPSE
OG0000659	LOC110183249|XP_020807130.1|DSER	LOC4816645|XP_033235703.1|DPSE
OG0000660	LOC110183976|XP_020807990.1|DSER	LOC4816947|XP_001356832.4|DPSE
OG0000661	LOC110188715|XP_020814183.1|DSER	LOC4811907|XP_001352685.1|DPSE
OG0000661	LOC110179184|XP_020802254.1|DSER	LOC4817136|XP_033235368.1|DPSE
OG0000662	LOC110183716|XP_020807724.1|DSER	LOC6900549|XP_002134933.1|DPSE
OG0000662	LOC110182446|XP_020806141.1|DSER	LOC6902103|XP_002133634.2|DPSE
OG0000663	LOC110184096|XP_020808140.1|DSER	LOC6898123|XP_002138203.2|DPSE
OG0000664	LOC110183251|XP_020807135.1|DSER	LOC4814640|XP_001355171.1|DPSE
OG0000665	LOC110186677|XP_020811603.1|DSER	LOC4803217|XP_001359993.3|DPSE
OG0000665	LOC110186663|XP_020811587.1|DSER	LOC4803215|XP_001359991.4|DPSE
OG0000666	LOC110182066|XP_020805695.1|DSER	LOC6898073|XP_002138158.2|DPSE
OG0000666	LOC110181908|XP_020805501.1|DSER	LOC4815799|XP_003736159.2|DPSE
OG0000667	LOC110182591|XP_020806302.1|DSER	LOC6902177|XP_002133708.2|DPSE
OG0000667	LOC110188085|XP_020813297.1|DSER	LOC4803113|XP_001359910.3|DPSE
OG0000668	LOC110185349|XP_020809785.1|DSER	LOC6897801|XP_002137906.2|DPSE
OG0000668	LOC110191288|XP_020817754.1|DSER	LOC4801302|XP_001358420.1|DPSE
OG0000669	LOC110187066|XP_020812114.1|DSER	LOC4815829|XP_001355515.4|DPSE
OG0000669	LOC110187127|XP_020812197.1|DSER	LOC4815547|XP_001355516.3|DPSE
OG0000670	LOC110181536|XP_020804976.1|DSER	LOC4816022|XP_033240399.1|DPSE
OG0000671	LOC110187898|XP_020813052.1|DSER	LOC6897786|XP_003736824.2|DPSE
OG0000671	LOC110176415|XP_020798416.1|DSER	LOC4801083|XP_001358242.1|DPSE
OG0000672	LOC110181765|XP_020805294.1|DSER	LOC6901691|XP_002134361.2|DPSE
OG0000672	LOC110180199|XP_020803511.1|DSER	LOC4815619|XP_033239563.1|DPSE
OG0000673	LOC110184244|XP_020808359.1|DSER	LOC4815456|XP_001355533.3|DPSE
OG0000673	LOC110189976|XP_020815924.1|DSER	LOC6900246|XP_002135575.2|DPSE
OG0000675	LOC110183869|XP_020807881.1|DSER, LOC110178061|XP_020800727.1|DSER	LOC6903379|XP_002132261.3|DPSE
OG0000677	LOC110179030|XP_020802040.1|DSER	LOC6900408|XP_002134800.1|DPSE
OG0000677	LOC110175940|XP_020797780.1|DSER	LOC4814535|XP_001354711.3|DPSE
OG0000678	LOC110191412|XP_020817928.1|DSER	LOC4802087|XP_001359074.2|DPSE
OG0000678	LOC110178189|XP_020800883.1|DSER	LOC4817546|XP_001356955.3|DPSE
OG0000679	LOC110181695|XP_020805196.1|DSER	LOC4814521|XP_001354807.2|DPSE
OG0000680	LOC110181790|XP_020805329.1|DSER	LOC6901622|XP_015041899.2|DPSE
OG0000680	LOC110181750|XP_020805270.1|DSER	LOC4814951|XP_001355006.1|DPSE
OG0000681	LOC110176629|XP_020798712.1|DSER	LOC4801877|XP_001358901.4|DPSE
OG0000681	LOC110180379|XP_020803706.1|DSER	LOC6901871|XP_002133409.1|DPSE
OG0000683	LOC110188585|XP_020814010.1|DSER, LOC110190932|XP_020817259.1|DSER, LOC110190959|XP_020817304.1|DSER	LOC4801778|XP_001358817.2|DPSE
OG0000684	LOC110176611|XP_020798694.1|DSER	LOC4802602|XP_033241815.1|DPSE
OG0000684	LOC110184169|XP_020808241.1|DSER	LOC6896814|XP_002137017.1|DPSE
OG0000685	LOC110187049|XP_020812084.1|DSER, LOC110182121|XP_020805793.1|DSER, LOC110181972|XP_020805582.1|DSER	LOC6901485|XP_002134171.2|DPSE
OG0000685	LOC110188264|XP_020813611.1|DSER	LOC4800856|XP_001358056.1|DPSE
OG0000686	LOC110189774|XP_020815656.1|DSER	LOC4803411|XP_001360158.2|DPSE
OG0000686	LOC110179100|XP_020802146.1|DSER	LOC4815149|XP_033239683.1|DPSE
OG0000687	LOC110188812|XP_020814349.1|DSER	LOC4812770|XP_001354049.2|DPSE
OG0000688	LOC110177916|XP_020800552.1|DSER	LOC15382879|XP_004444494.2|DPSE
OG0000689	LOC110178015|XP_020800687.1|DSER	LOC4804083|XP_001360701.1|DPSE
OG0000689	LOC110178013|XP_020800686.1|DSER	LOC117183725|XP_033234536.1|DPSE
OG0000690	LOC110181885|XP_020805473.1|DSER	LOC4815452|XP_001355623.3|DPSE
OG0000691	LOC110183887|XP_020807891.1|DSER	LOC4816148|XP_001355812.1|DPSE
OG0000691	LOC110185233|XP_020809627.1|DSER	LOC4813007|XP_001353487.1|DPSE
OG0000692	LOC110188497|XP_020813887.1|DSER	LOC6900025|XP_002135389.2|DPSE
OG0000692	LOC110188496|XP_020813886.1|DSER	LOC4812592|XP_001352569.2|DPSE
OG0000693	LOC110184415|XP_020808608.1|DSER	LOC4814989|XP_001354619.1|DPSE
OG0000693	LOC110187890|XP_020813034.1|DSER	LOC4803065|XP_001359865.1|DPSE
OG0000694	LOC110184401|XP_020808586.1|DSER	LOC4815718|XP_001355546.3|DPSE
OG0000694	LOC110178936|XP_020801892.1|DSER	LOC6900132|XP_002135481.2|DPSE
OG0000695	LOC110185642|XP_020810258.1|DSER	LOC4816158|XP_001355875.4|DPSE
OG0000695	LOC110185663|XP_020810285.1|DSER	LOC6902426|XP_002133360.3|DPSE
OG0000696	LOC110176814|XP_020798914.1|DSER	LOC6902920|XP_002132648.1|DPSE, LOC117184366|XP_033237342.1|DPSE, LOC6901616|XP_002134286.1|DPSE, LOC6901617|XP_002134287.1|DPSE, LOC6901615|XP_002134285.1|DPSE
OG0000697	LOC110176014|XP_020797881.1|DSER	LOC4814986|XP_001355047.3|DPSE
OG0000697	LOC110185853|XP_020810521.1|DSER	LOC4817883|XP_001357187.2|DPSE
OG0000698	LOC110178187|XP_020800881.1|DSER	LOC4817179|XP_001356670.4|DPSE
OG0000698	LOC110178196|XP_020800889.1|DSER	LOC4817304|XP_001356669.3|DPSE
OG0000699	LOC110182658|XP_020806389.1|DSER	LOC6903298|XP_002132486.3|DPSE
OG0000699	LOC110177378|XP_020799735.1|DSER	LOC4800919|XP_015038650.2|DPSE
OG0000700	LOC110176843|XP_020798963.1|DSER	LOC4817768|XP_033235878.1|DPSE
OG0000700	LOC110184881|XP_020809186.1|DSER	LOC4816576|XP_001355991.4|DPSE
OG0000701	LOC110180797|XP_020804137.1|DSER	LOC4803347|XP_001360120.2|DPSE
OG0000701	LOC110181902|XP_020805492.1|DSER	LOC4811764|XP_001352334.3|DPSE
OG0000702	LOC110186896|XP_020811874.1|DSER	LOC6897698|XP_033233045.1|DPSE
OG0000702	LOC110186894|XP_020811854.1|DSER	LOC4802664|XP_015037986.2|DPSE
OG0000703	LOC110185971|XP_020810653.1|DSER	LOC4818127|XP_001357311.3|DPSE
OG0000703	LOC110178316|XP_020801086.1|DSER	LOC4805720|XP_001362075.1|DPSE
OG0000704	LOC110182587|XP_020806299.1|DSER	LOC6902166|XP_033240752.1|DPSE
OG0000704	LOC110190713|XP_020816995.1|DSER	LOC4800722|XP_001357943.2|DPSE
OG0000705	LOC110178734|XP_020801618.1|DSER	LOC6900562|XP_002134940.1|DPSE, LOC6900864|XP_002135221.2|DPSE
OG0000705	LOC110178732|XP_020801615.1|DSER	LOC4813441|XP_001353577.2|DPSE
OG0000706	LOC110178082|XP_020800745.1|DSER	LOC4816970|XP_001356652.4|DPSE
OG0000706	LOC110187085|XP_020812144.1|DSER	LOC4815978|XP_033241434.1|DPSE
OG0000707	LOC110181713|XP_020805221.1|DSER	LOC4814531|XP_001355063.2|DPSE
OG0000708	LOC110180563|XP_020803918.1|DSER	LOC4814912|XP_033238014.1|DPSE
OG0000708	LOC110184264|XP_020808389.1|DSER	LOC4815782|XP_033239992.1|DPSE
OG0000709	LOC110186876|XP_020811832.1|DSER	LOC4800308|XP_001357599.4|DPSE
OG0000709	LOC110181648|XP_020805122.1|DSER	LOC4814827|XP_001354678.2|DPSE
OG0000710	LOC110188697|XP_020814160.1|DSER	LOC6897863|XP_002137965.2|DPSE
OG0000710	LOC110177914|XP_020800546.1|DSER	LOC4805376|XP_001361786.1|DPSE
OG0000711	LOC110184744|XP_020809031.1|DSER, LOC110184739|XP_020809026.1|DSER	LOC4813327|XP_001353771.2|DPSE
OG0000711	LOC110184131|XP_020808198.1|DSER	LOC6902169|XP_033240986.1|DPSE
OG0000712	LOC110187790|XP_020812921.1|DSER	LOC4803070|XP_001359870.4|DPSE
OG0000712	LOC110187789|XP_020812920.1|DSER	LOC4803068|XP_001359868.3|DPSE
OG0000713	LOC110191096|XP_020817500.1|DSER	LOC6897381|XP_015037455.1|DPSE
OG0000713	LOC110178308|XP_020801059.1|DSER	LOC4805737|XP_001362085.1|DPSE
OG0000714	LOC110184275|XP_020808404.1|DSER	LOC4815336|XP_033241369.1|DPSE
OG0000714	LOC110190364|XP_020816434.1|DSER	LOC4812073|XP_001352654.2|DPSE
OG0000715	LOC110190895|XP_020817213.1|DSER	LOC6896831|XP_002137034.3|DPSE, LOC6903553|XP_002132426.3|DPSE, LOC6903554|XP_033235877.1|DPSE
OG0000716	LOC110186690|XP_020811616.1|DSER	LOC4815545|XP_001355321.2|DPSE
OG0000716	LOC110176191|XP_020798100.1|DSER	LOC4812987|XP_001353186.1|DPSE
OG0000717	LOC110190199|XP_020816210.1|DSER	LOC4811933|XP_001352393.2|DPSE
OG0000718	LOC110185468|XP_020809980.1|DSER	LOC6903765|XP_033237153.1|DPSE
OG0000718	LOC110185412|XP_020809878.1|DSER	LOC6899823|XP_033237105.1|DPSE
OG0000719	LOC110190702|XP_020816973.1|DSER	LOC4813372|XP_001353881.3|DPSE
OG0000719	LOC110184780|XP_020809078.1|DSER	LOC4813861|XP_001353767.3|DPSE
OG0000720	LOC110189018|XP_020814638.1|DSER, LOC110177327|XP_020799660.1|DSER	LOC4801101|XP_001358250.4|DPSE
OG0000721	LOC110184212|XP_020808320.1|DSER	LOC6903338|XP_002132219.3|DPSE
OG0000721	LOC110186051|XP_020810752.1|DSER	LOC4817906|XP_001357208.1|DPSE
OG0000722	LOC110181017|XP_020804354.1|DSER	LOC6899054|XP_033233551.1|DPSE
OG0000722	LOC110181025|XP_020804362.1|DSER	LOC6899055|XP_033234365.1|DPSE
OG0000723	LOC110189349|XP_020815050.1|DSER, LOC110189604|XP_020815396.1|DSER	LOC4804045|XP_001360670.2|DPSE, LOC117183714|XP_033234486.1|DPSE
OG0000724	LOC110176027|XP_020797896.1|DSER	LOC4815738|XP_001355733.1|DPSE
OG0000724	LOC110186628|XP_020811540.1|DSER	LOC6897158|XP_002137338.2|DPSE
OG0000726	LOC110177411|XP_020799787.1|DSER	LOC5384072|XP_015037825.2|DPSE
OG0000726	LOC110177409|XP_020799786.1|DSER	LOC4802469|XP_001359384.2|DPSE
OG0000727	LOC110188279|XP_020813633.1|DSER	LOC4803259|XP_003736934.2|DPSE
OG0000728	LOC110184195|XP_020808285.1|DSER	LOC117184825|XP_033239675.1|DPSE
OG0000728	LOC110188347|XP_020813718.1|DSER	LOC4800605|XP_001357850.1|DPSE
OG0000729	LOC110186362|XP_020811170.1|DSER	LOC6897081|XP_002137265.3|DPSE
OG0000729	LOC110187004|XP_020812023.1|DSER	LOC6897080|XP_002137264.3|DPSE
OG0000730	LOC110184502|XP_020808724.1|DSER	LOC6902988|XP_002132710.1|DPSE
OG0000730	LOC110181295|XP_020804675.1|DSER	LOC4817528|XP_033237008.1|DPSE
OG0000731	LOC110190136|XP_020816120.1|DSER	LOC4812565|XP_001352646.1|DPSE
OG0000731	LOC110179376|XP_020802553.1|DSER	LOC4804866|XP_015040239.2|DPSE
OG0000732	LOC110190322|XP_020816376.1|DSER	LOC4812315|XP_001352812.2|DPSE
OG0000732	LOC110190323|XP_020816378.1|DSER	LOC4812362|XP_001352813.2|DPSE
OG0000733	LOC110176138|XP_020798033.1|DSER	LOC4813477|XP_001353757.2|DPSE
OG0000734	LOC110187387|XP_020812437.1|DSER	LOC4815298|XP_001354746.3|DPSE
OG0000734	LOC110178654|XP_020801505.1|DSER	LOC4813727|XP_015043002.2|DPSE
OG0000735	LOC110177895|XP_020800523.1|DSER	LOC4817101|XP_001356371.1|DPSE
OG0000736	LOC110187238|XP_020812295.1|DSER	LOC4817023|XP_001356822.3|DPSE
OG0000736	LOC110187237|XP_020812294.1|DSER	LOC4817018|XP_001356821.4|DPSE
OG0000737	LOC110189224|XP_020814863.1|DSER	LOC4803419|XP_001360134.3|DPSE
OG0000738	LOC110176815|XP_020798915.1|DSER	LOC4817094|XP_001356874.2|DPSE
OG0000738	LOC110185977|XP_020810659.1|DSER	LOC4817878|XP_033236583.1|DPSE
OG0000739	LOC110187870|XP_020813013.1|DSER	LOC6897582|XP_002137727.1|DPSE
OG0000739	LOC110187724|XP_020812830.1|DSER	LOC4802391|XP_001359317.1|DPSE
OG0000740	LOC110187915|XP_020813078.1|DSER	LOC6897823|XP_033232709.1|DPSE
OG0000741	LOC110181662|XP_020805130.1|DSER	LOC6897027|XP_002137212.2|DPSE, LOC6901688|XP_015042004.2|DPSE
OG0000742	LOC110175920|XP_020797757.1|DSER	LOC4814807|XP_001355034.3|DPSE
OG0000742	LOC110176083|XP_020797984.1|DSER	LOC117183163|XP_015041927.2|DPSE
OG0000743	LOC110187020|XP_020812047.1|DSER	LOC4811961|XP_001352454.3|DPSE
OG0000744	LOC110189272|XP_020814950.1|DSER	LOC4804887|XP_001361375.2|DPSE
OG0000745	LOC110182996|XP_020806847.1|DSER	LOC4804404|XP_001360972.2|DPSE
OG0000745	LOC110189444|XP_020815175.1|DSER	LOC4805326|XP_001361744.3|DPSE
OG0000746	LOC110182897|XP_020806710.1|DSER	LOC4804030|XP_001360660.2|DPSE
OG0000747	LOC110189993|XP_020815950.1|DSER	LOC4813078|XP_001353372.2|DPSE
OG0000747	LOC110190150|XP_020816139.1|DSER	LOC4812999|XP_033239242.1|DPSE
OG0000748	LOC110184925|XP_020809230.1|DSER	LOC4816567|XP_001355987.2|DPSE
OG0000748	LOC110182496|XP_020806204.1|DSER	LOC6902081|XP_002133612.3|DPSE
OG0000750	LOC110178379|XP_020801175.1|DSER, LOC110178223|XP_020800926.1|DSER	LOC6898061|XP_002138147.2|DPSE, LOC4804274|XP_002138483.3|DPSE
OG0000750	LOC110191049|XP_020817432.1|DSER	LOC4800601|XP_001357846.3|DPSE
OG0000751	LOC110181657|XP_020805125.1|DSER, LOC110182779|XP_020806566.1|DSER	LOC4805220|XP_015040495.1|DPSE
OG0000751	LOC110181664|XP_020805140.1|DSER	LOC6898819|XP_002138793.2|DPSE
OG0000752	LOC110188853|XP_020814418.1|DSER, LOC110188835|XP_020814386.1|DSER, LOC110190914|XP_020817234.1|DSER, LOC110182367|XP_020806067.1|DSER	LOC6897966|XP_002138065.3|DPSE
OG0000753	LOC110191296|XP_020817764.1|DSER	LOC4800826|XP_001358030.1|DPSE
OG0000753	LOC110190603|XP_020816855.1|DSER	LOC6897834|XP_002137939.2|DPSE
OG0000754	LOC110180628|XP_020803975.1|DSER	LOC6902251|XP_033238763.1|DPSE
OG0000754	LOC110181767|XP_020805295.1|DSER	LOC4814462|XP_015042017.1|DPSE
OG0000755	LOC110184559|XP_020808796.1|DSER	LOC4801275|XP_001358395.2|DPSE
OG0000755	LOC110184687|XP_020808962.1|DSER	LOC4801274|XP_001358394.2|DPSE
OG0000756	LOC110191247|XP_020817686.1|DSER	LOC117183267|XP_033232491.1|DPSE
OG0000757	LOC110182774|XP_020806556.1|DSER	LOC6900076|XP_002135439.1|DPSE
OG0000758	LOC110188380|XP_020813756.1|DSER	LOC4812416|XP_001352574.2|DPSE
OG0000759	LOC110188827|XP_020814377.1|DSER	LOC4812789|XP_033240113.1|DPSE
OG0000759	LOC110188819|XP_020814358.1|DSER	LOC4812972|XP_001354046.2|DPSE
OG0000760	LOC110180216|XP_020803529.1|DSER	LOC117183196|XP_033233806.1|DPSE
OG0000760	LOC110180225|XP_020803539.1|DSER	LOC4803855|XP_033233801.1|DPSE
OG0000761	LOC110183375|XP_020807296.1|DSER	LOC6903895|XP_033235909.1|DPSE
OG0000761	LOC110183327|XP_020807235.1|DSER	LOC4811704|XP_033235915.1|DPSE
OG0000762	LOC110183840|XP_020807850.1|DSER	LOC4818096|XP_001357436.2|DPSE
OG0000763	LOC110187461|XP_020812508.1|DSER	LOC6903591|XP_002132458.2|DPSE
OG0000763	LOC110187459|XP_020812506.1|DSER	LOC6903590|XP_002132457.2|DPSE
OG0000764	LOC110182040|XP_020805629.1|DSER	LOC6901417|XP_033238888.1|DPSE
OG0000765	LOC110178801|XP_020801713.1|DSER	LOC4814050|XP_033240232.1|DPSE
