Orthogroup	DSER.longest_only	DEUG.longest_only
OG0001495	LOC110180734|XP_020804078.1|DSER	LOC108109010|XP_017072771.1|DEUG
OG0001496	LOC110184335|XP_020808490.1|DSER	LOC108117428|XP_017085331.1|DEUG
OG0001497	LOC110176866|XP_020799000.1|DSER	LOC108104608|XP_017066271.1|DEUG
OG0001498	LOC110188548|XP_020813964.1|DSER	LOC108115046|XP_017081783.1|DEUG
OG0001500	LOC110184038|XP_020808072.1|DSER	LOC108111990|XP_017077207.1|DEUG
OG0001501	LOC110176661|XP_020798758.1|DSER	LOC108111721|XP_017076762.1|DEUG
OG0001502	LOC110177834|XP_020800438.1|DSER	LOC108106386|XP_017068881.1|DEUG
OG0001503	LOC110189457|XP_020815191.1|DSER	LOC108113198|XP_017079214.1|DEUG
OG0001504	LOC110180420|XP_020803743.1|DSER	LOC108103685|XP_017064763.1|DEUG
OG0001505	LOC110191046|XP_020817433.1|DSER	LOC108112171|XP_017077437.1|DEUG
OG0001506	LOC110182469|XP_020806170.1|DSER	LOC108112842|XP_017078643.1|DEUG
OG0001507	LOC110177671|XP_020800152.1|DSER	LOC108112703|XP_017078413.1|DEUG
OG0001508	LOC110176894|XP_020799041.1|DSER	LOC108108897|XP_017072608.1|DEUG
OG0001509	LOC110177772|XP_020800297.1|DSER	LOC108112358|XP_017077675.1|DEUG
OG0001510	LOC110185704|XP_020810334.1|DSER	LOC108113428|XP_017079476.1|DEUG
OG0001511	LOC110180232|XP_020803545.1|DSER	LOC108107451|XP_017070487.1|DEUG
OG0001512	LOC110176730|XP_020798833.1|DSER	LOC108102712|XP_017063341.1|DEUG
OG0001513	LOC110190376|XP_020816448.1|DSER	LOC108118341|XP_017086464.1|DEUG
OG0001515	LOC110179484|XP_020802717.1|DSER	LOC108105464|XP_017067553.1|DEUG
OG0001516	LOC110186625|XP_020811535.1|DSER	LOC108111309|XP_017076192.1|DEUG, LOC108111272|XP_017076149.1|DEUG
OG0001517	LOC110177408|XP_020799785.1|DSER	LOC108115879|XP_017083008.1|DEUG
OG0001518	LOC110184158|XP_020808225.1|DSER	LOC108118090|XP_017086132.1|DEUG
OG0001519	LOC110188427|XP_020813811.1|DSER	LOC108115055|XP_017081790.1|DEUG, LOC108108597|XP_017072186.1|DEUG, LOC108115075|XP_017081813.1|DEUG
OG0001520	LOC110191138|XP_020817551.1|DSER	LOC108115321|XP_017082217.1|DEUG
OG0001520	LOC110189581|XP_020815377.1|DSER	LOC108115322|XP_017082218.1|DEUG
OG0001521	LOC110185726|XP_020810368.1|DSER	LOC108106984|XP_017069809.1|DEUG
OG0001522	LOC110183019|XP_020806866.1|DSER	LOC108110560|XP_017075140.1|DEUG
OG0001522	LOC110185551|XP_020810128.1|DSER	LOC108107587|XP_017070638.1|DEUG, LOC108118397|XP_017086562.1|DEUG, LOC108102467|XP_017062965.1|DEUG
OG0001523	LOC110182520|XP_020806228.1|DSER	LOC108112268|XP_017077579.1|DEUG, LOC108112225|XP_017077534.1|DEUG
OG0001524	LOC110180274|XP_020803588.1|DSER	LOC108106324|XP_017068784.1|DEUG
OG0001526	LOC110182117|XP_020805785.1|DSER	LOC108102951|XP_017063718.1|DEUG
OG0001526	LOC110182118|XP_020805786.1|DSER	LOC108102952|XP_017063719.1|DEUG
OG0001527	LOC110179055|XP_020802074.1|DSER	LOC108103185|XP_017064061.1|DEUG
OG0001527	LOC110179056|XP_020802075.1|DSER	LOC108103186|XP_017064062.1|DEUG
OG0001529	LOC110181966|XP_020805574.1|DSER	LOC108103538|XP_017064556.1|DEUG
OG0001530	LOC110183768|XP_020807783.1|DSER	LOC108108527|XP_017072091.1|DEUG
OG0001531	LOC110184052|XP_020808088.1|DSER	LOC108111912|XP_017077040.1|DEUG
OG0001534	LOC110187078|XP_020812126.1|DSER	LOC108109721|XP_017073843.1|DEUG
OG0001535	LOC110176048|XP_020797921.1|DSER	LOC108114768|XP_017081404.1|DEUG
OG0001536	LOC110184295|XP_020808441.1|DSER	LOC108117475|XP_017085391.1|DEUG
OG0001537	LOC110178134|XP_020800820.1|DSER	LOC108110732|XP_017075411.1|DEUG
OG0001538	LOC110184208|XP_020808314.1|DSER	LOC108118357|XP_017086512.1|DEUG
OG0001539	LOC110178507|XP_020801315.1|DSER	LOC108109037|XP_017072824.1|DEUG
OG0001540	LOC110176958|XP_020799124.1|DSER	LOC108110751|XP_017075449.1|DEUG
OG0001541	LOC110190308|XP_020816355.1|DSER	LOC108116752|XP_017084258.1|DEUG
OG0001542	LOC110190931|XP_020817256.1|DSER	LOC108116444|XP_017083843.1|DEUG
OG0001543	LOC110184346|XP_020808500.1|DSER	LOC108103966|XP_017065229.1|DEUG
OG0001544	LOC110183061|XP_020806906.1|DSER	LOC108110387|XP_017074922.1|DEUG
OG0001545	LOC110181720|XP_020805235.1|DSER	LOC108105910|XP_017068173.1|DEUG
OG0001546	LOC110181874|XP_020805459.1|DSER	LOC108117711|XP_017085755.1|DEUG
OG0001548	LOC110181569|XP_020805018.1|DSER	LOC108103930|XP_017065171.1|DEUG
OG0001549	LOC110184857|XP_020809157.1|DSER	LOC108118432|XP_017086622.1|DEUG
OG0001550	LOC110186158|XP_020810868.1|DSER	LOC108117482|XP_017085442.1|DEUG
OG0001551	LOC110190326|XP_020816384.1|DSER	LOC108115702|XP_017082761.1|DEUG
OG0001552	LOC110186522|XP_020811379.1|DSER	LOC108112850|XP_017078661.1|DEUG
OG0001553	LOC110184469|XP_020808668.1|DSER, LOC110184404|XP_020808589.1|DSER	LOC108118289|XP_017086379.1|DEUG
OG0001554	LOC110191002|XP_020817377.1|DSER	LOC108116453|XP_017083859.1|DEUG
OG0001555	LOC110176895|XP_020799038.1|DSER	LOC108106946|XP_017069703.1|DEUG
OG0001556	LOC110191542|XP_020818073.1|DSER	LOC108113255|XP_017079292.1|DEUG
OG0001557	LOC110184225|XP_020808338.1|DSER	LOC108109976|XP_017074286.1|DEUG
OG0001558	LOC110184399|XP_020808581.1|DSER	LOC108115202|XP_017082016.1|DEUG
OG0001559	LOC110176420|XP_020798422.1|DSER	LOC108116674|XP_017084160.1|DEUG
OG0001560	LOC110185398|XP_020809843.1|DSER	LOC108109292|XP_017073278.1|DEUG, LOC108109282|XP_017073266.1|DEUG, LOC108115147|XP_017081936.1|DEUG
OG0001561	LOC110187697|XP_020812791.1|DSER	LOC108111595|XP_017076605.1|DEUG
OG0001562	LOC110185599|XP_020810201.1|DSER	LOC108106933|XP_017069687.1|DEUG
OG0001563	LOC110179403|XP_020802586.1|DSER	LOC108114750|XP_017081351.1|DEUG, LOC108117453|XP_017085358.1|DEUG
OG0001564	LOC110191232|XP_020817661.1|DSER	LOC108109464|XP_017073468.1|DEUG
OG0001565	LOC110185603|XP_020810208.1|DSER	LOC108109501|XP_017073529.1|DEUG
OG0001566	LOC110188333|XP_020813700.1|DSER	LOC108116462|XP_017083881.1|DEUG
OG0001567	LOC110179297|XP_020802442.1|DSER	LOC108106763|XP_017069492.1|DEUG
OG0001568	LOC110176511|XP_020798546.1|DSER	LOC108111664|XP_017076684.1|DEUG
OG0001569	LOC110191285|XP_020817751.1|DSER	LOC108116990|XP_017084644.1|DEUG
OG0001570	LOC110184133|XP_020808204.1|DSER	LOC108116846|XP_017084390.1|DEUG, LOC108116828|XP_017084368.1|DEUG
OG0001571	LOC110183341|XP_020807251.1|DSER	LOC108111237|XP_017076129.1|DEUG
OG0001572	LOC110175939|XP_020797779.1|DSER	LOC108103023|XP_017063839.1|DEUG
OG0001573	LOC110189850|XP_020815719.1|DSER	LOC108107794|XP_017070994.1|DEUG
OG0001574	LOC110182651|XP_020806378.1|DSER	LOC108105518|XP_017067633.1|DEUG
OG0001575	LOC110188133|XP_020813380.1|DSER	LOC108116586|XP_017084018.1|DEUG
OG0001576	LOC110190997|XP_020817369.1|DSER	LOC108116471|XP_017083891.1|DEUG
OG0001577	LOC110176408|XP_020798407.1|DSER	LOC108111401|XP_017076327.1|DEUG
OG0001578	LOC110189352|XP_020815053.1|DSER	LOC108113281|XP_017079319.1|DEUG
OG0001579	LOC110180100|XP_020803384.1|DSER	LOC108105030|XP_017066916.1|DEUG
OG0001580	LOC110189292|XP_020814982.1|DSER	LOC108112976|XP_017078873.1|DEUG
OG0001581	LOC110179377|XP_020802550.1|DSER	LOC108103148|XP_017064010.1|DEUG
OG0001582	LOC110180013|XP_020803265.1|DSER	LOC108106648|XP_017069352.1|DEUG
OG0001583	LOC110182941|XP_020806780.1|DSER	LOC108113043|XP_017078961.1|DEUG
OG0001584	LOC110178634|XP_020801480.1|DSER	LOC108104625|XP_017066289.1|DEUG
OG0001585	LOC110184222|XP_020808333.1|DSER	LOC108109956|XP_017074259.1|DEUG
OG0001586	LOC110176704|XP_020798801.1|DSER	LOC108102727|XP_017063355.1|DEUG
OG0001587	LOC110176671|XP_020798765.1|DSER	LOC108104158|XP_017065548.1|DEUG
OG0001588	LOC110191903|XP_020818551.1|DSER	LOC108112693|XP_017078383.1|DEUG
OG0001589	LOC110188771|XP_020814263.1|DSER	LOC108102330|XP_017062619.1|DEUG, LOC108111897|XP_017077022.1|DEUG
OG0001590	LOC110179414|XP_020802604.1|DSER	LOC108109047|XP_017072848.1|DEUG
OG0001591	LOC110186457|XP_020811300.1|DSER	LOC108116067|XP_017083268.1|DEUG
OG0001592	LOC110183909|XP_020807913.1|DSER, LOC110177979|XP_020800631.1|DSER	LOC108104042|XP_017065365.1|DEUG
OG0001593	LOC110184822|XP_020809124.1|DSER	LOC108104144|XP_017065534.1|DEUG
OG0001594	LOC110179174|XP_020802234.1|DSER	LOC108102534|XP_017063080.1|DEUG
OG0001595	LOC110179333|XP_020802486.1|DSER	LOC108106676|XP_017069395.1|DEUG
OG0001596	LOC110185795|XP_020810458.1|DSER	LOC108106987|XP_017069813.1|DEUG
OG0001597	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER	LOC108115188|XP_017081996.1|DEUG
OG0001598	LOC110185984|XP_020810666.1|DSER	LOC108105822|XP_017068052.1|DEUG
OG0001599	LOC110185981|XP_020810664.1|DSER	LOC108107049|XP_017069900.1|DEUG
OG0001600	LOC110185546|XP_020810121.1|DSER	LOC108105824|XP_017068056.1|DEUG
OG0001601	LOC110185872|XP_020810542.1|DSER	LOC108113451|XP_017079514.1|DEUG
OG0001602	LOC110183735|XP_020807740.1|DSER	LOC108108267|XP_017071718.1|DEUG
OG0001603	LOC110177883|XP_020800506.1|DSER	LOC108111243|XP_017076135.1|DEUG
OG0001604	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER	LOC108103244|XP_017064135.1|DEUG
OG0001605	LOC110190889|XP_020817209.1|DSER	LOC108104609|XP_017066272.1|DEUG
OG0001606	LOC110185536|XP_020810103.1|DSER, LOC110187183|XP_020812241.1|DSER	LOC108111828|XP_017076923.1|DEUG
OG0001607	LOC110184865|XP_020809169.1|DSER	LOC108118445|XP_017086642.1|DEUG
OG0001608	LOC110185092|XP_020809442.1|DSER	LOC108114858|XP_017081492.1|DEUG
OG0001609	LOC110177790|XP_020800318.1|DSER	LOC108112258|XP_017077569.1|DEUG
OG0001610	LOC110185752|XP_020810410.1|DSER	LOC108114861|XP_017081499.1|DEUG
OG0001611	LOC110184973|XP_020809283.1|DSER	LOC108115519|XP_017082509.1|DEUG
OG0001612	LOC110177030|XP_020799206.1|DSER	LOC108106084|XP_017068431.1|DEUG
OG0001613	LOC110183325|XP_020807231.1|DSER	LOC108110823|XP_017075547.1|DEUG
OG0001614	LOC110188952|XP_020814551.1|DSER	LOC108104596|XP_017066248.1|DEUG
OG0001615	LOC110185059|XP_020809394.1|DSER, LOC110185017|XP_020809328.1|DSER, LOC110185014|XP_020809326.1|DSER	LOC108113883|XP_017080079.1|DEUG
OG0001616	LOC110180777|XP_020804116.1|DSER	LOC108110842|XP_017075613.1|DEUG
OG0001616	LOC110184944|XP_020809249.1|DSER	LOC108104111|XP_017065500.1|DEUG
OG0001617	LOC110181353|XP_020804732.1|DSER	LOC108114839|XP_017081470.1|DEUG
OG0001618	LOC110183368|XP_020807289.1|DSER	LOC108110894|XP_017075641.1|DEUG
OG0001619	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER	LOC108111219|XP_017076108.1|DEUG
OG0001620	LOC110180997|XP_020804335.1|DSER	LOC108107483|XP_017070518.1|DEUG
OG0001621	LOC110188940|XP_020814538.1|DSER	LOC108112414|XP_017077745.1|DEUG
OG0001622	LOC110179079|XP_020802118.1|DSER	LOC108103152|XP_017064015.1|DEUG
OG0001623	LOC110178195|XP_020800888.1|DSER	LOC108110962|XP_017075751.1|DEUG
OG0001624	LOC110180584|XP_020803935.1|DSER	LOC108106991|XP_017069818.1|DEUG
OG0001625	LOC110185136|XP_020809495.1|DSER	LOC108114843|XP_017081478.1|DEUG
OG0001626	LOC110176832|XP_020798943.1|DSER	LOC108106147|XP_017068535.1|DEUG
OG0001627	LOC110188305|XP_020813671.1|DSER	LOC108105615|XP_017067785.1|DEUG
OG0001628	LOC110186154|XP_020810863.1|DSER	LOC108113555|XP_017079637.1|DEUG
OG0001629	LOC110182511|XP_020806219.1|DSER	LOC108115326|XP_017082227.1|DEUG, LOC108118071|XP_017086106.1|DEUG
OG0001630	LOC110188658|XP_020814103.1|DSER	LOC108116712|XP_017084222.1|DEUG
OG0001631	LOC110187837|XP_020812975.1|DSER	LOC108114925|XP_017081601.1|DEUG
OG0001632	LOC110183479|XP_020807418.1|DSER	LOC108110694|XP_017075314.1|DEUG
OG0001633	LOC110186992|XP_020812008.1|DSER	LOC108116440|XP_017083837.1|DEUG
OG0001634	LOC110184526|XP_020808760.1|DSER	LOC108118499|XP_017086724.1|DEUG
OG0001635	LOC110176436|XP_020798445.1|DSER	LOC108113642|XP_017079801.1|DEUG
OG0001636	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER	LOC108116192|XP_017083423.1|DEUG
OG0001637	LOC110188002|XP_020813187.1|DSER	LOC108114234|XP_017080598.1|DEUG, LOC108109959|XP_017074266.1|DEUG
OG0001638	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER	LOC108103303|XP_017064215.1|DEUG
OG0001639	LOC110189588|XP_020815379.1|DSER	LOC108110359|XP_017074887.1|DEUG
OG0001640	LOC110177161|XP_020799405.1|DSER	LOC108118110|XP_017086148.1|DEUG, LOC108116226|XP_017083506.1|DEUG
OG0001641	LOC110188231|XP_020813543.1|DSER	LOC108116434|XP_017083822.1|DEUG
OG0001642	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER	LOC108103441|XP_017064411.1|DEUG
OG0001643	LOC110176906|XP_020799054.1|DSER	LOC108107162|XP_017070063.1|DEUG
OG0001644	LOC110190968|XP_020817317.1|DSER	LOC108113833|XP_017080030.1|DEUG
OG0001645	LOC110177791|XP_020800319.1|DSER	LOC108112313|XP_017077628.1|DEUG
OG0001646	LOC110182597|XP_020806315.1|DSER	LOC108112480|XP_017077828.1|DEUG
OG0001647	LOC110189703|XP_020815538.1|DSER	LOC108112570|XP_017078026.1|DEUG
OG0001648	LOC110185328|XP_020809759.1|DSER	LOC108105948|XP_017068233.1|DEUG
OG0001649	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER	LOC108106514|XP_017069097.1|DEUG
OG0001650	LOC110177865|XP_020800470.1|DSER	LOC108111961|XP_017077151.1|DEUG
OG0001651	LOC110177581|XP_020800026.1|DSER	LOC108112938|XP_017078822.1|DEUG
OG0001652	LOC110178956|XP_020801917.1|DSER	LOC108108613|XP_017072201.1|DEUG
OG0001653	LOC110179817|XP_020803082.1|DSER	LOC108108763|XP_017072419.1|DEUG
OG0001654	LOC110184242|XP_020808394.1|DSER	LOC108112780|XP_017078544.1|DEUG
OG0001655	LOC110191811|XP_020818427.1|DSER	LOC108104814|XP_017066587.1|DEUG
OG0001656	LOC110185925|XP_020810596.1|DSER	LOC108111175|XP_017076044.1|DEUG
OG0001657	LOC110176149|XP_020798045.1|DSER	LOC108118224|XP_017086291.1|DEUG
OG0001658	LOC110179017|XP_020802018.1|DSER	LOC108114431|XP_017080911.1|DEUG, LOC108117684|XP_017085700.1|DEUG
OG0001659	LOC110189966|XP_020815914.1|DSER	LOC108104017|XP_017065336.1|DEUG
OG0001660	LOC110191317|XP_020817797.1|DSER	LOC108102810|XP_017063476.1|DEUG
OG0001661	LOC110191057|XP_020817445.1|DSER	LOC108116461|XP_017083880.1|DEUG
OG0001662	LOC110183630|XP_020807607.1|DSER	LOC108109886|XP_017074177.1|DEUG
OG0001664	LOC110179607|XP_020802866.1|DSER	LOC108109181|XP_017073099.1|DEUG
OG0001666	LOC110183749|XP_020807764.1|DSER	LOC108111037|XP_017075855.1|DEUG
OG0001667	LOC110177912|XP_020800543.1|DSER	LOC108112918|XP_017078794.1|DEUG
OG0001668	LOC110184697|XP_020808968.1|DSER, LOC110184724|XP_020809009.1|DSER	LOC108108077|XP_017071448.1|DEUG
OG0001669	LOC110178642|XP_020801493.1|DSER	LOC108107665|XP_017070742.1|DEUG
OG0001669	LOC110178640|XP_020801490.1|DSER	LOC108107705|XP_017070800.1|DEUG
OG0001670	LOC110180115|XP_020803413.1|DSER	LOC108110129|XP_017074524.1|DEUG
OG0001670	LOC110189311|XP_020815012.1|DSER	LOC108110346|XP_017074868.1|DEUG
OG0001671	LOC110180370|XP_020803697.1|DSER	LOC108102391|XP_017062822.1|DEUG
OG0001672	LOC110191651|XP_020818208.1|DSER, LOC110191650|XP_020818206.1|DSER	LOC108112254|XP_017077565.1|DEUG
OG0001673	LOC110177699|XP_020800184.1|DSER	LOC108113277|XP_017079315.1|DEUG
OG0001674	LOC110177141|XP_020799374.1|DSER, LOC110180286|XP_020803601.1|DSER, LOC110180287|XP_020803602.1|DSER	LOC108111734|XP_017076777.1|DEUG, LOC108114983|XP_017081703.1|DEUG
OG0001675	LOC110186902|XP_020811879.1|DSER	LOC108113654|XP_017079814.1|DEUG
OG0001675	LOC110186901|XP_020811878.1|DSER	LOC108113653|XP_017079813.1|DEUG, LOC108109108|XP_017072991.1|DEUG
OG0001676	LOC110182983|XP_020806835.1|DSER	LOC108108868|XP_017072575.1|DEUG
OG0001676	LOC110182984|XP_020806836.1|DSER	LOC108108867|XP_017072574.1|DEUG
OG0001677	LOC110182276|XP_020805953.1|DSER	LOC108110565|XP_017075151.1|DEUG, LOC108110550|XP_017075129.1|DEUG, LOC108110527|XP_017075097.1|DEUG
OG0001678	LOC110184410|XP_020808603.1|DSER	LOC108105335|XP_017067317.1|DEUG
OG0001679	LOC110181508|XP_020804936.1|DSER	LOC108103267|XP_017064167.1|DEUG
OG0001680	LOC110184253|XP_020808373.1|DSER	LOC108104974|XP_017066833.1|DEUG
OG0001681	LOC110175960|XP_020797808.1|DSER	LOC108103194|XP_017064071.1|DEUG
OG0001682	LOC110187775|XP_020812898.1|DSER	LOC108117632|XP_017085649.1|DEUG
OG0001683	LOC110183824|XP_020807835.1|DSER	LOC108106170|XP_017068575.1|DEUG
OG0001684	LOC110185402|XP_020809861.1|DSER	LOC108102367|XP_017062771.1|DEUG
OG0001685	LOC110181199|XP_020804539.1|DSER	LOC108103138|XP_017064037.1|DEUG
OG0001686	LOC110182030|XP_020805619.1|DSER	LOC108106055|XP_017068402.1|DEUG
OG0001687	LOC110185531|XP_020810098.1|DSER	LOC108105415|XP_017067452.1|DEUG
OG0001688	LOC110181533|XP_020804972.1|DSER	LOC108103235|XP_017064124.1|DEUG
OG0001689	LOC110179493|XP_020802726.1|DSER	LOC108109987|XP_017074311.1|DEUG
OG0001690	LOC110190827|XP_020817145.1|DSER	LOC108107750|XP_017070903.1|DEUG
OG0001691	LOC110177061|XP_020799236.1|DSER	LOC108106855|XP_017069587.1|DEUG
OG0001692	LOC110186780|XP_020811711.1|DSER	LOC108117179|XP_017084957.1|DEUG
OG0001693	LOC110184239|XP_020808354.1|DSER	LOC108118390|XP_017086553.1|DEUG
OG0001694	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER	LOC108116806|XP_017084342.1|DEUG
OG0001695	LOC110189435|XP_020815165.1|DSER	LOC108113365|XP_017079422.1|DEUG
OG0001696	LOC110186234|XP_020810957.1|DSER	LOC108117489|XP_017085454.1|DEUG
OG0001697	LOC110191120|XP_020817528.1|DSER	LOC108113703|XP_017079869.1|DEUG
OG0001698	LOC110184187|XP_020808257.1|DSER	LOC108105052|XP_017066945.1|DEUG
OG0001699	LOC110189749|XP_020815619.1|DSER	LOC108113722|XP_017079893.1|DEUG
OG0001700	LOC110184928|XP_020809234.1|DSER	LOC108109722|XP_017073854.1|DEUG
OG0001701	LOC110191392|XP_020817907.1|DSER	LOC108115352|XP_017082262.1|DEUG
OG0001702	LOC110183213|XP_020807085.1|DSER	LOC108110774|XP_017075480.1|DEUG
OG0001703	LOC110191141|XP_020817554.1|DSER	LOC108115577|XP_017082576.1|DEUG
OG0001704	LOC110191123|XP_020817534.1|DSER	LOC108115579|XP_017082579.1|DEUG
OG0001705	LOC110176417|XP_020798418.1|DSER	LOC108111407|XP_017076346.1|DEUG
OG0001706	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER	LOC108105566|XP_017067699.1|DEUG
OG0001707	LOC110191323|XP_020817805.1|DSER	LOC108108845|XP_017072545.1|DEUG
OG0001708	LOC110191291|XP_020817759.1|DSER	LOC108116994|XP_017084648.1|DEUG
OG0001709	LOC110183571|XP_020807538.1|DSER	LOC108108071|XP_017071440.1|DEUG
OG0001710	LOC110191114|XP_020817518.1|DSER	LOC108109550|XP_017073609.1|DEUG
OG0001711	LOC110188278|XP_020813631.1|DSER	LOC108115646|XP_017082689.1|DEUG
OG0001712	LOC110191382|XP_020817896.1|DSER	LOC108116601|XP_017084046.1|DEUG
OG0001713	LOC110177416|XP_020799792.1|DSER	LOC108116329|XP_017083629.1|DEUG
OG0001714	LOC110188055|XP_020813264.1|DSER	LOC108114971|XP_017081673.1|DEUG
OG0001715	LOC110179103|XP_020802150.1|DSER	LOC108103470|XP_017064458.1|DEUG
OG0001716	LOC110179735|XP_020803011.1|DSER	LOC108103442|XP_017064412.1|DEUG
OG0001717	LOC110191276|XP_020817731.1|DSER	LOC108111396|XP_017076320.1|DEUG
OG0001718	LOC110177371|XP_020799727.1|DSER	LOC108115650|XP_017082693.1|DEUG, LOC108115567|XP_017082563.1|DEUG
OG0001719	LOC110190942|XP_020817276.1|DSER	LOC108108834|XP_017072527.1|DEUG
OG0001720	LOC110191107|XP_020817511.1|DSER	LOC108116244|XP_017083524.1|DEUG
OG0001721	LOC110186912|XP_020811891.1|DSER	LOC108109440|XP_017073430.1|DEUG
OG0001722	LOC110190597|XP_020816849.1|DSER	LOC108114430|XP_017080908.1|DEUG
OG0001723	LOC110189385|XP_020815094.1|DSER	LOC108105563|XP_017067698.1|DEUG
OG0001724	LOC110176796|XP_020798891.1|DSER, LOC110189504|XP_020815271.1|DSER	LOC108109048|XP_017072849.1|DEUG
OG0001725	LOC110178005|XP_020800666.1|DSER	LOC108104788|XP_017066536.1|DEUG
OG0001726	LOC110190130|XP_020816113.1|DSER	LOC108114348|XP_017080777.1|DEUG
OG0001727	LOC110188409|XP_020813793.1|DSER	LOC108115697|XP_017082756.1|DEUG
OG0001728	LOC110178286|XP_020801016.1|DSER	LOC108106722|XP_017069448.1|DEUG
OG0001729	LOC110180250|XP_020803566.1|DSER	LOC108107270|XP_017070191.1|DEUG
OG0001730	LOC110184955|XP_020809261.1|DSER	LOC108104094|XP_017065479.1|DEUG
OG0001731	LOC110189248|XP_020814911.1|DSER	LOC108112557|XP_017077991.1|DEUG
OG0001732	LOC110185791|XP_020810454.1|DSER	LOC108113480|XP_017079552.1|DEUG
OG0001733	LOC110179330|XP_020802482.1|DSER	LOC108108896|XP_017072606.1|DEUG
OG0001734	LOC110188963|XP_020814565.1|DSER	LOC108104443|XP_017065993.1|DEUG
OG0001735	LOC110190783|XP_020817079.1|DSER, LOC110190784|XP_020817080.1|DSER	LOC108114514|XP_017081024.1|DEUG
OG0001736	LOC110178492|XP_020801299.1|DSER	LOC108112031|XP_017077268.1|DEUG
OG0001737	LOC110177053|XP_020799230.1|DSER	LOC108109137|XP_017073023.1|DEUG
OG0001738	LOC110190299|XP_020816343.1|DSER	LOC108108658|XP_017072251.1|DEUG, LOC108114705|XP_017081292.1|DEUG
OG0001739	LOC110182624|XP_020806346.1|DSER, LOC110184026|XP_020808050.1|DSER	LOC108113003|XP_017078910.1|DEUG
OG0001740	LOC110178533|XP_020801350.1|DSER	LOC108109039|XP_017072826.1|DEUG
OG0001741	LOC110186261|XP_020811027.1|DSER	LOC108109391|XP_017073377.1|DEUG
OG0001742	LOC110178302|XP_020801050.1|DSER	LOC108104791|XP_017066542.1|DEUG
OG0001743	LOC110177583|XP_020800023.1|DSER	LOC108114135|XP_017080406.1|DEUG
OG0001744	LOC110189667|XP_020815470.1|DSER	LOC108106536|XP_017069163.1|DEUG
OG0001745	LOC110181156|XP_020804493.1|DSER	LOC108112484|XP_017077837.1|DEUG
OG0001746	LOC110185160|XP_020809524.1|DSER	LOC108114349|XP_017080778.1|DEUG
OG0001747	LOC110177915|XP_020800551.1|DSER	LOC108112523|XP_017077937.1|DEUG
OG0001748	LOC110190693|XP_020816965.1|DSER	LOC108108282|XP_017071773.1|DEUG
OG0001749	LOC110178200|XP_020800897.1|DSER	LOC108107419|XP_017070437.1|DEUG
OG0001750	LOC110178180|XP_020800875.1|DSER	LOC108107417|XP_017070435.1|DEUG
OG0001751	LOC110189902|XP_020815824.1|DSER	LOC108108519|XP_017072077.1|DEUG
OG0001752	LOC110190701|XP_020816972.1|DSER	LOC108107524|XP_017070554.1|DEUG
OG0001753	LOC110177580|XP_020800020.1|DSER	LOC108107938|XP_017071256.1|DEUG
OG0001754	LOC110190951|XP_020817294.1|DSER	LOC108113156|XP_017079154.1|DEUG
OG0001755	LOC110177593|XP_020800036.1|DSER	LOC108107716|XP_017070815.1|DEUG
OG0001756	LOC110188948|XP_020814547.1|DSER	LOC108112814|XP_017078601.1|DEUG
OG0001757	LOC110189713|XP_020815561.1|DSER	LOC108112650|XP_017078270.1|DEUG
OG0001758	LOC110189895|XP_020815807.1|DSER	LOC108104005|XP_017065287.1|DEUG
OG0001759	LOC110176785|XP_020798880.1|DSER, LOC110189489|XP_020815238.1|DSER	LOC108112535|XP_017077950.1|DEUG
OG0001760	LOC110188979|XP_020814587.1|DSER	LOC108104559|XP_017066191.1|DEUG
OG0001761	LOC110179315|XP_020802462.1|DSER	LOC108109262|XP_017073234.1|DEUG
OG0001762	LOC110185565|XP_020810144.1|DSER	LOC108107007|XP_017069836.1|DEUG
OG0001763	LOC110185560|XP_020810138.1|DSER	LOC108107016|XP_017069849.1|DEUG
OG0001764	LOC110177353|XP_020799704.1|DSER	LOC108111512|XP_017076516.1|DEUG
OG0001765	LOC110189309|XP_020815042.1|DSER	LOC108104475|XP_017066044.1|DEUG
OG0001766	LOC110183867|XP_020807879.1|DSER	LOC108110838|XP_017075568.1|DEUG
OG0001767	LOC110187214|XP_020812272.1|DSER	LOC108111201|XP_017076084.1|DEUG
OG0001768	LOC110187558|XP_020812606.1|DSER	LOC108111173|XP_017076041.1|DEUG
OG0001769	LOC110183086|XP_020806935.1|DSER	LOC108102474|XP_017062971.1|DEUG
OG0001770	LOC110183453|XP_020807391.1|DSER	LOC108111067|XP_017075884.1|DEUG
OG0001771	LOC110176931|XP_020799087.1|DSER	LOC108111233|XP_017076125.1|DEUG
OG0001772	LOC110183356|XP_020807276.1|DSER	LOC108110829|XP_017075555.1|DEUG
