Orthogroup	DSER.longest_only	DELE.longest_only
OG0000991	LOC110191984|XP_020818670.1|DSER	LOC108136556|XP_017113352.1|DELE
OG0000992	LOC110191607|XP_020818153.1|DSER	LOC108146924|XP_017128660.1|DELE, LOC108149695|XP_017132950.1|DELE
OG0000992	LOC110191103|XP_020817509.1|DSER	LOC108148803|XP_017131516.1|DELE
OG0000993	LOC110186182|XP_020810900.1|DSER	LOC108149020|XP_017131856.1|DELE
OG0000993	LOC110186175|XP_020810887.1|DSER	LOC108148914|XP_017131719.1|DELE
OG0000994	LOC110181872|XP_020805454.1|DSER	LOC108141271|XP_017120031.1|DELE
OG0000995	LOC110189848|XP_020815722.1|DSER	LOC108137592|XP_017114812.1|DELE
OG0000996	LOC110178273|XP_020800998.1|DSER	LOC108144400|XP_017124672.1|DELE
OG0000997	LOC110189343|XP_020815045.1|DSER	LOC108144986|XP_017125629.1|DELE
OG0000998	LOC110184497|XP_020808710.1|DSER	LOC108146338|XP_017127793.1|DELE
OG0000999	LOC110177966|XP_020800616.1|DSER	LOC108135365|XP_017111545.1|DELE
OG0000999	LOC110183542|XP_020807500.1|DSER	LOC108137145|XP_017114197.1|DELE
OG0001000	LOC110188914|XP_020814494.1|DSER	LOC108146706|XP_017128271.1|DELE
OG0001001	LOC110177734|XP_020800246.1|DSER	LOC108144574|XP_017125053.1|DELE
OG0001002	LOC110178122|XP_020800801.1|DSER	LOC108149563|XP_017132690.1|DELE
OG0001003	LOC110185350|XP_020809787.1|DSER	LOC108145635|XP_017126663.1|DELE
OG0001003	LOC110177019|XP_020799191.1|DSER	LOC108145453|XP_017126386.1|DELE
OG0001004	LOC110187934|XP_020813103.1|DSER	LOC108140785|XP_017119265.1|DELE
OG0001004	LOC110187940|XP_020813114.1|DSER	LOC108139123|XP_017117224.1|DELE
OG0001005	LOC110181430|XP_020804832.1|DSER	LOC108138626|XP_017116403.1|DELE
OG0001005	LOC110181815|XP_020805366.1|DSER	LOC108136233|XP_017112745.1|DELE
OG0001006	LOC110188543|XP_020813959.1|DSER	LOC108150084|XP_017133540.1|DELE
OG0001006	LOC110179033|XP_020802046.1|DSER	LOC108142773|XP_017122303.1|DELE
OG0001007	LOC110191549|XP_020818083.1|DSER	LOC108144668|XP_017125211.1|DELE
OG0001007	LOC110179412|XP_020802599.1|DSER	LOC108145796|XP_017126860.1|DELE
OG0001008	LOC110176491|XP_020798524.1|DSER	LOC108148568|XP_017131103.1|DELE
OG0001008	LOC110184258|XP_020808381.1|DSER	LOC108141631|XP_017120591.1|DELE
OG0001009	LOC110191050|XP_020817434.1|DSER	LOC108142895|XP_017122470.1|DELE, LOC108147101|XP_017128877.1|DELE
OG0001010	LOC110177091|XP_020799278.1|DSER	LOC108145294|XP_017126104.1|DELE
OG0001011	LOC110179116|XP_020802166.1|DSER	LOC108137703|XP_017115069.1|DELE
OG0001011	LOC110187231|XP_020812288.1|DSER	LOC108138714|XP_017116555.1|DELE
OG0001012	LOC110187146|XP_020812219.1|DSER, LOC110187145|XP_020812218.1|DSER	LOC108136398|XP_017112997.1|DELE, LOC108136402|XP_017113000.1|DELE
OG0001013	LOC110179024|XP_020802029.1|DSER	LOC108142519|XP_017121928.1|DELE
OG0001013	LOC110178569|XP_020801401.1|DSER	LOC108142865|XP_017122428.1|DELE
OG0001014	LOC110178988|XP_020801962.1|DSER	LOC108142309|XP_017121550.1|DELE
OG0001014	LOC110178917|XP_020801858.1|DSER	LOC108142670|XP_017122163.1|DELE
OG0001015	LOC110179053|XP_020802070.1|DSER	LOC108137323|XP_017114439.1|DELE
OG0001015	LOC110179052|XP_020802069.1|DSER	LOC108137235|XP_017114302.1|DELE
OG0001016	LOC110191944|XP_020818623.1|DSER	LOC108149007|XP_017131840.1|DELE
OG0001016	LOC110182078|XP_020805719.1|DSER	LOC108136220|XP_017112729.1|DELE
OG0001017	LOC110182104|XP_020805752.1|DSER	LOC108144359|XP_017124611.1|DELE
OG0001018	LOC110188589|XP_020814011.1|DSER, LOC110179688|XP_020802957.1|DSER, LOC110185547|XP_020810123.1|DSER	LOC108136710|XP_017113524.1|DELE
OG0001019	LOC110186747|XP_020811669.1|DSER	LOC108148662|XP_017131283.1|DELE
OG0001020	LOC110176011|XP_020797875.1|DSER	LOC108144144|XP_017124280.1|DELE
OG0001021	LOC110185915|XP_020810586.1|DSER	LOC108150709|XP_017134470.1|DELE
OG0001022	LOC110181686|XP_020805186.1|DSER	LOC108134908|XP_017110908.1|DELE
OG0001024	LOC110186575|XP_020811446.1|DSER	LOC108148827|XP_017131580.1|DELE
OG0001025	LOC110187080|XP_020812142.1|DSER	LOC108146944|XP_017128687.1|DELE
OG0001026	LOC110182964|XP_020806815.1|DSER	LOC108147048|XP_017128812.1|DELE
OG0001027	LOC110185189|XP_020809570.1|DSER	LOC108135582|XP_017111863.1|DELE
OG0001028	LOC110183134|XP_020806983.1|DSER	LOC108138041|XP_017115502.1|DELE
OG0001031	LOC110185133|XP_020809489.1|DSER	LOC108150543|XP_017134264.1|DELE
OG0001032	LOC110191705|XP_020818280.1|DSER	LOC108138112|XP_017115623.1|DELE
OG0001032	LOC110184513|XP_020808734.1|DSER	LOC108134593|XP_017110442.1|DELE
OG0001033	LOC110180411|XP_020803734.1|DSER, LOC110191925|XP_020818589.1|DSER	LOC108145191|XP_017125922.1|DELE
OG0001034	LOC110190187|XP_020816194.1|DSER	LOC108146764|XP_017128389.1|DELE
OG0001035	LOC110180367|XP_020803691.1|DSER	LOC108140852|XP_017119326.1|DELE
OG0001035	LOC110180365|XP_020803690.1|DSER	LOC108140851|XP_017119325.1|DELE
OG0001037	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER	LOC108150134|XP_017133590.1|DELE
OG0001038	LOC110187888|XP_020813033.1|DSER	LOC108136977|XP_017113957.1|DELE
OG0001038	LOC110187887|XP_020813031.1|DSER	LOC108136976|XP_017113956.1|DELE
OG0001039	LOC110176542|XP_020798592.1|DSER, LOC110176510|XP_020798545.1|DSER, LOC110176509|XP_020798544.1|DSER	LOC108139164|XP_017117268.1|DELE
OG0001040	LOC110190324|XP_020816379.1|DSER	LOC108146735|XP_017128328.1|DELE
OG0001040	LOC110186538|XP_020811401.1|DSER	LOC108147083|XP_017128861.1|DELE, LOC108147132|XP_017128915.1|DELE
OG0001041	LOC110191362|XP_020817870.1|DSER	LOC108140425|XP_017118639.1|DELE, LOC108140424|XP_017118638.1|DELE, LOC108140434|XP_017118650.1|DELE
OG0001042	LOC110186562|XP_020811426.1|DSER	LOC108143966|XP_017124055.1|DELE
OG0001043	LOC110179448|XP_020802655.1|DSER	LOC108137741|XP_017115130.1|DELE
OG0001044	LOC110179622|XP_020802892.1|DSER	LOC108149666|XP_017132900.1|DELE
OG0001045	LOC110177707|XP_020800205.1|DSER	LOC108144821|XP_017125441.1|DELE
OG0001046	LOC110191181|XP_020817606.1|DSER	LOC108144789|XP_017125390.1|DELE, LOC108144788|XP_017125389.1|DELE
OG0001047	LOC110176237|XP_020798197.1|DSER, LOC110180086|XP_020803372.1|DSER, LOC110179213|XP_020802306.1|DSER	LOC108149048|XP_017131879.1|DELE
OG0001048	LOC110177668|XP_020800149.1|DSER	LOC108143680|XP_017123679.1|DELE
OG0001050	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER	LOC108146792|XP_017128449.1|DELE
OG0001051	LOC110177900|XP_020800528.1|DSER	LOC108141901|XP_017121004.1|DELE
OG0001052	LOC110183831|XP_020807843.1|DSER	LOC108149530|XP_017132651.1|DELE
OG0001053	LOC110176117|XP_020798013.1|DSER	LOC108149923|XP_017133328.1|DELE
OG0001054	LOC110177291|XP_020799612.1|DSER	LOC108137353|XP_017114477.1|DELE
OG0001055	LOC110186865|XP_020811817.1|DSER	LOC108140622|XP_017119025.1|DELE
OG0001055	LOC110186425|XP_020811266.1|DSER	LOC108140747|XP_017119213.1|DELE
OG0001056	LOC110190878|XP_020817194.1|DSER	LOC108149269|XP_017132200.1|DELE
OG0001056	LOC110179638|XP_020802909.1|DSER	LOC108148182|XP_017130576.1|DELE
OG0001057	LOC110183748|XP_020807763.1|DSER	LOC108141909|XP_017121016.1|DELE
OG0001058	LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER	LOC108149998|XP_017133424.1|DELE
OG0001059	LOC110178933|XP_020801884.1|DSER	LOC108142339|XP_017121583.1|DELE
OG0001060	LOC110189498|XP_020815265.1|DSER	LOC108135830|XP_017112206.1|DELE
OG0001061	LOC110188490|XP_020813879.1|DSER	LOC108135025|XP_017111045.1|DELE
OG0001061	LOC110188491|XP_020813880.1|DSER	LOC108135023|XP_017111044.1|DELE
OG0001062	LOC110188781|XP_020814291.1|DSER	LOC108148189|XP_017130584.1|DELE
OG0001062	LOC110188774|XP_020814279.1|DSER	LOC108148245|XP_017130651.1|DELE
OG0001063	LOC110181545|XP_020804987.1|DSER	LOC108150043|XP_017133497.1|DELE
OG0001063	LOC110182188|XP_020805855.1|DSER	LOC108149956|XP_017133361.1|DELE
OG0001064	LOC110180209|XP_020803524.1|DSER	LOC108149953|XP_017133358.1|DELE
OG0001064	LOC110184590|XP_020808840.1|DSER	LOC108138489|XP_017116181.1|DELE
OG0001065	LOC110181416|XP_020804816.1|DSER	LOC108143590|XP_017123597.1|DELE
OG0001066	LOC110180200|XP_020803512.1|DSER	LOC108148139|XP_017130482.1|DELE
OG0001067	LOC110185836|XP_020810502.1|DSER	LOC108150514|XP_017134223.1|DELE
OG0001067	LOC110185838|XP_020810504.1|DSER	LOC108150516|XP_017134226.1|DELE
OG0001068	LOC110176304|XP_020798284.1|DSER	LOC108147553|XP_017129628.1|DELE
OG0001068	LOC110178886|XP_020801818.1|DSER	LOC108142657|XP_017122148.1|DELE
OG0001069	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER	LOC108144234|XP_017124400.1|DELE
OG0001070	LOC110191904|XP_020818548.1|DSER	LOC108146278|XP_017127706.1|DELE, LOC108148242|XP_017130647.1|DELE, LOC108148235|XP_017130639.1|DELE
OG0001071	LOC110183440|XP_020807379.1|DSER	LOC108135302|XP_017111475.1|DELE
OG0001072	LOC110179032|XP_020802045.1|DSER	LOC108142240|XP_017121447.1|DELE
OG0001072	LOC110182209|XP_020805895.1|DSER	LOC108150399|XP_017134043.1|DELE
OG0001073	LOC110186981|XP_020811993.1|DSER	LOC108148636|XP_017131238.1|DELE
OG0001074	LOC110179292|XP_020802475.1|DSER	LOC108149104|XP_017131990.1|DELE
OG0001075	LOC110190549|XP_020816758.1|DSER	LOC108147515|XP_017129583.1|DELE
OG0001077	LOC110180480|XP_020803823.1|DSER	LOC108150082|XP_017133536.1|DELE
OG0001078	LOC110181859|XP_020805437.1|DSER	LOC108136620|XP_017113427.1|DELE
OG0001079	LOC110183567|XP_020807532.1|DSER	LOC108146430|XP_017127922.1|DELE
OG0001080	LOC110188394|XP_020813775.1|DSER	LOC108146177|XP_017127572.1|DELE
OG0001081	LOC110188255|XP_020813599.1|DSER	LOC108136814|XP_017113706.1|DELE
OG0001082	LOC110182906|XP_020806724.1|DSER	LOC108145500|XP_017126449.1|DELE
OG0001083	LOC110190515|XP_020816706.1|DSER	LOC108147482|XP_017129525.1|DELE
OG0001084	LOC110189244|XP_020814906.1|DSER	LOC108145066|XP_017125735.1|DELE
OG0001085	LOC110189390|XP_020815099.1|DSER	LOC108147015|XP_017128759.1|DELE
OG0001086	LOC110191634|XP_020818184.1|DSER	LOC108144667|XP_017125210.1|DELE
OG0001087	LOC110183183|XP_020807032.1|DSER	LOC108134497|XP_017110306.1|DELE, LOC108134518|XP_017110344.1|DELE
OG0001088	LOC110190671|XP_020816935.1|DSER	LOC108150303|XP_017133904.1|DELE
OG0001089	LOC110183572|XP_020807539.1|DSER	LOC108146470|XP_017127977.1|DELE
OG0001090	LOC110178624|XP_020801468.1|DSER	LOC108146353|XP_017127815.1|DELE
OG0001092	LOC110185798|XP_020810460.1|DSER	LOC108139043|XP_017117149.1|DELE
OG0001093	LOC110186006|XP_020810699.1|DSER	LOC108139049|XP_017117156.1|DELE
OG0001094	LOC110185938|XP_020810612.1|DSER	LOC108138737|XP_017116619.1|DELE
OG0001095	LOC110177854|XP_020800460.1|DSER	LOC108143714|XP_017123739.1|DELE
OG0001096	LOC110187519|XP_020812573.1|DSER, LOC110187490|XP_020812539.1|DSER, LOC110179885|XP_020803145.1|DSER	LOC108138882|XP_017116902.1|DELE
OG0001097	LOC110184028|XP_020808051.1|DSER, LOC110184029|XP_020808052.1|DSER	LOC108138039|XP_017115504.1|DELE
OG0001097	LOC110182849|XP_020806643.1|DSER	LOC108148313|XP_017130829.1|DELE
OG0001099	LOC110189944|XP_020815890.1|DSER, LOC110190067|XP_020816032.1|DSER	LOC108142795|XP_017122334.1|DELE
OG0001100	LOC110188035|XP_020813231.1|DSER	LOC108138109|XP_017115608.1|DELE
OG0001101	LOC110182198|XP_020805874.1|DSER	LOC108144311|XP_017124492.1|DELE
OG0001102	LOC110185321|XP_020809746.1|DSER	LOC108143210|XP_017122984.1|DELE
OG0001103	LOC110191011|XP_020817388.1|DSER	LOC108135031|XP_017111057.1|DELE
OG0001104	LOC110178278|XP_020801006.1|DSER	LOC108137961|XP_017115413.1|DELE
OG0001105	LOC110175972|XP_020797825.1|DSER	LOC108149709|XP_017132964.1|DELE, LOC108134887|XP_017110877.1|DELE
OG0001106	LOC110185475|XP_020809997.1|DSER	LOC108134958|XP_017110969.1|DELE
OG0001108	LOC110186150|XP_020810860.1|DSER	LOC108139176|XP_017117287.1|DELE
OG0001108	LOC110186164|XP_020810874.1|DSER	LOC108139376|XP_017117592.1|DELE
OG0001109	LOC110189191|XP_020814818.1|DSER	LOC108149705|XP_017132960.1|DELE
OG0001109	LOC110189193|XP_020814820.1|DSER	LOC108149703|XP_017132957.1|DELE
OG0001110	LOC110179822|XP_020803086.1|DSER	LOC108143149|XP_017122885.1|DELE
OG0001111	LOC110181137|XP_020804470.1|DSER	LOC108149168|XP_017132056.1|DELE
OG0001111	LOC110190928|XP_020817255.1|DSER	LOC108149167|XP_017132054.1|DELE
OG0001112	LOC110177954|XP_020800603.1|DSER	LOC108141632|XP_017120592.1|DELE
OG0001113	LOC110185835|XP_020810501.1|DSER	LOC108150513|XP_017134222.1|DELE
OG0001113	LOC110185837|XP_020810503.1|DSER	LOC108150515|XP_017134225.1|DELE
OG0001114	LOC110183424|XP_020807362.1|DSER	LOC108135319|XP_017111494.1|DELE
OG0001114	LOC110183423|XP_020807361.1|DSER	LOC108135317|XP_017111492.1|DELE
OG0001115	LOC110179880|XP_020803136.1|DSER, LOC110187500|XP_020812552.1|DSER	LOC108149400|XP_017132423.1|DELE, LOC108149401|XP_017132425.1|DELE
OG0001116	LOC110191674|XP_020818245.1|DSER	LOC108140335|XP_017118516.1|DELE
OG0001117	LOC110178961|XP_020801923.1|DSER, LOC110178954|XP_020801915.1|DSER	LOC108135710|XP_017112043.1|DELE, LOC108135480|XP_017111712.1|DELE
OG0001118	LOC110189172|XP_020814802.1|DSER	LOC108138522|XP_017116271.1|DELE
OG0001119	LOC110183954|XP_020807971.1|DSER	LOC108134620|XP_017110494.1|DELE
OG0001120	LOC110190896|XP_020817214.1|DSER	LOC108148726|XP_017131393.1|DELE
OG0001121	LOC110189554|XP_020815343.1|DSER	LOC108150086|XP_017133539.1|DELE
OG0001122	LOC110178657|XP_020801507.1|DSER	LOC108146446|XP_017127945.1|DELE
OG0001124	LOC110191214|XP_020817639.1|DSER	LOC108135249|XP_017111407.1|DELE
OG0001125	LOC110188383|XP_020813761.1|DSER	LOC108137001|XP_017113988.1|DELE
OG0001126	LOC110176234|XP_020798187.1|DSER	LOC108147419|XP_017129348.1|DELE
OG0001127	LOC110178887|XP_020801819.1|DSER	LOC108142663|XP_017122154.1|DELE
OG0001128	LOC110177911|XP_020800541.1|DSER	LOC108144710|XP_017125291.1|DELE
OG0001129	LOC110185865|XP_020810533.1|DSER	LOC108141584|XP_017120519.1|DELE
OG0001130	LOC110183191|XP_020807053.1|DSER	LOC108141984|XP_017121129.1|DELE
OG0001131	LOC110185470|XP_020809985.1|DSER	LOC108145276|XP_017126061.1|DELE
OG0001133	LOC110180308|XP_020803621.1|DSER	LOC108134564|XP_017110406.1|DELE
OG0001133	LOC110182695|XP_020806449.1|DSER	LOC108141852|XP_017120932.1|DELE
OG0001134	LOC110178469|XP_020801271.1|DSER	LOC108143562|XP_017123560.1|DELE
OG0001135	LOC110191174|XP_020817596.1|DSER	LOC108139350|XP_017117563.1|DELE
OG0001136	LOC110186892|XP_020811850.1|DSER	LOC108142892|XP_017122456.1|DELE
OG0001137	LOC110186364|XP_020811172.1|DSER	LOC108143785|XP_017123799.1|DELE
OG0001138	LOC110188494|XP_020813883.1|DSER	LOC108146178|XP_017127573.1|DELE
OG0001139	LOC110177508|XP_020799921.1|DSER	LOC108146925|XP_017128657.1|DELE
OG0001140	LOC110188665|XP_020814117.1|DSER	LOC108148821|XP_017131566.1|DELE
OG0001141	LOC110177179|XP_020799428.1|DSER	LOC108140781|XP_017119259.1|DELE
OG0001142	LOC110177197|XP_020799452.1|DSER	LOC108140483|XP_017118722.1|DELE
OG0001142	LOC110177135|XP_020799367.1|DSER	LOC108140485|XP_017118724.1|DELE
OG0001143	LOC110186092|XP_020810793.1|DSER	LOC108138744|XP_017116627.1|DELE
OG0001144	LOC110188580|XP_020814003.1|DSER	LOC108141004|XP_017119567.1|DELE
OG0001144	LOC110183269|XP_020807157.1|DSER, LOC110187187|XP_020812278.1|DSER	LOC108144233|XP_017124399.1|DELE
OG0001145	LOC110181423|XP_020804827.1|DSER	LOC108141283|XP_017120040.1|DELE
OG0001145	LOC110189920|XP_020815894.1|DSER	LOC108141326|XP_017120097.1|DELE
OG0001146	LOC110181380|XP_020804768.1|DSER	LOC108149245|XP_017132170.1|DELE
OG0001146	LOC110182200|XP_020805880.1|DSER	LOC108136609|XP_017113417.1|DELE
OG0001148	LOC110187590|XP_020812634.1|DSER	LOC108134757|XP_017110689.1|DELE, LOC108134685|XP_017110572.1|DELE
OG0001149	LOC110176742|XP_020798845.1|DSER	LOC108142717|XP_017122227.1|DELE
OG0001150	LOC110179831|XP_020803100.1|DSER	LOC108137509|XP_017114712.1|DELE
OG0001151	LOC110188372|XP_020813744.1|DSER	LOC108136004|XP_017112422.1|DELE, LOC108135945|XP_017112390.1|DELE
OG0001152	LOC110176595|XP_020798670.1|DSER	LOC108148214|XP_017130614.1|DELE, LOC108148203|XP_017130599.1|DELE
OG0001153	LOC110191482|XP_020818005.1|DSER	LOC108141497|XP_017120403.1|DELE
OG0001154	LOC110187359|XP_020812409.1|DSER	LOC108142000|XP_017121154.1|DELE
OG0001155	LOC110187109|XP_020812177.1|DSER	LOC108138560|XP_017116322.1|DELE
OG0001157	LOC110184882|XP_020809190.1|DSER	LOC108134785|XP_017110726.1|DELE
OG0001158	LOC110187418|XP_020812466.1|DSER	LOC108149541|XP_017132667.1|DELE
OG0001159	LOC110186958|XP_020811958.1|DSER	LOC108148638|XP_017131242.1|DELE
OG0001160	LOC110188410|XP_020813797.1|DSER	LOC108141128|XP_017119837.1|DELE
OG0001161	LOC110191364|XP_020817872.1|DSER	LOC108139181|XP_017117291.1|DELE
OG0001162	LOC110185498|XP_020810055.1|DSER	LOC108139302|XP_017117490.1|DELE
OG0001163	LOC110184394|XP_020808570.1|DSER	LOC108139257|XP_017117425.1|DELE
OG0001164	LOC110187971|XP_020813150.1|DSER	LOC108143851|XP_017123901.1|DELE
OG0001165	LOC110178508|XP_020801316.1|DSER	LOC108143431|XP_017123334.1|DELE
OG0001166	LOC110188840|XP_020814393.1|DSER	LOC108145646|XP_017126671.1|DELE
OG0001167	LOC110178257|XP_020800970.1|DSER	LOC108134610|XP_017110473.1|DELE, LOC108141832|XP_017120905.1|DELE
OG0001168	LOC110191628|XP_020818176.1|DSER	LOC108137957|XP_017115406.1|DELE
OG0001169	LOC110184292|XP_020808436.1|DSER	LOC108136178|XP_017112664.1|DELE, LOC108136354|XP_017112952.1|DELE
OG0001170	LOC110190957|XP_020817303.1|DSER	LOC108148508|XP_017131035.1|DELE
OG0001171	LOC110190349|XP_020816409.1|DSER	LOC108150250|XP_017133803.1|DELE
OG0001172	LOC110178488|XP_020801292.1|DSER	LOC108143535|XP_017123521.1|DELE
OG0001173	LOC110186390|XP_020811209.1|DSER	LOC108142931|XP_017122514.1|DELE
OG0001174	LOC110184681|XP_020808953.1|DSER	LOC108142178|XP_017121351.1|DELE, LOC108142179|XP_017121352.1|DELE
OG0001175	LOC110190945|XP_020817278.1|DSER	LOC108144787|XP_017125387.1|DELE
OG0001176	LOC110189215|XP_020814846.1|DSER	LOC108141300|XP_017120054.1|DELE, LOC108149737|XP_017133002.1|DELE
OG0001177	LOC110184819|XP_020809119.1|DSER	LOC108138815|XP_017116800.1|DELE
OG0001178	LOC110182997|XP_020806848.1|DSER	LOC108145514|XP_017126475.1|DELE
OG0001179	LOC110179311|XP_020802455.1|DSER	LOC108144698|XP_017125276.1|DELE
OG0001180	LOC110185430|XP_020809909.1|DSER	LOC108145298|XP_017126108.1|DELE
OG0001181	LOC110176209|XP_020798132.1|DSER	LOC108136115|XP_017112584.1|DELE
OG0001182	LOC110185043|XP_020809358.1|DSER	LOC108147261|XP_017129148.1|DELE
OG0001183	LOC110186583|XP_020811456.1|DSER	LOC108140588|XP_017118963.1|DELE
OG0001184	LOC110189636|XP_020815443.1|DSER	LOC108136850|XP_017113763.1|DELE
OG0001185	LOC110188191|XP_020813430.1|DSER	LOC108148260|XP_017130696.1|DELE
OG0001186	LOC110184532|XP_020808771.1|DSER	LOC108141159|XP_017119875.1|DELE
OG0001187	LOC110190345|XP_020816445.1|DSER	LOC108149761|XP_017133066.1|DELE
OG0001188	LOC110182476|XP_020806184.1|DSER	LOC108143449|XP_017123369.1|DELE
OG0001189	LOC110179310|XP_020802458.1|DSER	LOC108149197|XP_017132111.1|DELE
OG0001190	LOC110180335|XP_020803653.1|DSER	LOC108140915|XP_017119458.1|DELE
OG0001191	LOC110183786|XP_020807802.1|DSER	LOC108142135|XP_017121320.1|DELE
OG0001192	LOC110185723|XP_020810364.1|DSER	LOC108150699|XP_017134452.1|DELE
OG0001193	LOC110177158|XP_020799402.1|DSER	LOC108140617|XP_017119019.1|DELE
OG0001194	LOC110182835|XP_020806627.1|DSER	LOC108147668|XP_017129844.1|DELE
OG0001195	LOC110177613|XP_020800076.1|DSER	LOC108145371|XP_017126254.1|DELE
OG0001196	LOC110181821|XP_020805376.1|DSER	LOC108141016|XP_017119585.1|DELE
OG0001197	LOC110177458|XP_020799854.1|DSER, LOC110177459|XP_020799856.1|DSER	LOC108147104|XP_017128882.1|DELE
OG0001197	LOC110177397|XP_020799761.1|DSER	LOC108137382|XP_017114531.1|DELE
OG0001198	LOC110190853|XP_020817161.1|DSER	LOC108144084|XP_017124224.1|DELE
OG0001200	LOC110182259|XP_020805935.1|DSER, LOC110184850|XP_020809149.1|DSER, LOC110179786|XP_020803058.1|DSER	LOC108150458|XP_017134121.1|DELE
OG0001201	LOC110186280|XP_020811053.1|DSER	LOC108143870|XP_017123926.1|DELE
OG0001202	LOC110180344|XP_020803665.1|DSER	LOC108140909|XP_017119451.1|DELE
OG0001203	LOC110185435|XP_020809918.1|DSER	LOC108145311|XP_017126144.1|DELE
OG0001204	LOC110185637|XP_020810253.1|DSER	LOC108149508|XP_017132624.1|DELE
OG0001205	LOC110177265|XP_020799575.1|DSER	LOC108137473|XP_017114669.1|DELE
OG0001206	LOC110188679|XP_020814141.1|DSER	LOC108136838|XP_017113747.1|DELE
OG0001207	LOC110184356|XP_020808509.1|DSER	LOC108136450|XP_017113118.1|DELE
OG0001208	LOC110179065|XP_020802086.1|DSER	LOC108137268|XP_017114351.1|DELE
OG0001209	LOC110187828|XP_020812966.1|DSER	LOC108136862|XP_017113790.1|DELE
OG0001210	LOC110181932|XP_020805526.1|DSER	LOC108135436|XP_017111664.1|DELE
OG0001211	LOC110188460|XP_020813849.1|DSER	LOC108141227|XP_017119971.1|DELE
OG0001212	LOC110183232|XP_020807106.1|DSER	LOC108138574|XP_017116345.1|DELE
OG0001213	LOC110188588|XP_020814009.1|DSER	LOC108140805|XP_017119293.1|DELE
OG0001214	LOC110177301|XP_020799625.1|DSER	LOC108137391|XP_017114539.1|DELE
OG0001215	LOC110189040|XP_020814671.1|DSER	LOC108148346|XP_017130847.1|DELE
OG0001216	LOC110186167|XP_020810879.1|DSER	LOC108140645|XP_017119057.1|DELE
OG0001217	LOC110185069|XP_020809408.1|DSER	LOC108136751|XP_017113591.1|DELE
OG0001218	LOC110191013|XP_020817390.1|DSER	LOC108148676|XP_017131302.1|DELE
OG0001220	LOC110189573|XP_020815362.1|DSER	LOC108147372|XP_017129296.1|DELE
OG0001221	LOC110182910|XP_020806728.1|DSER	LOC108145473|XP_017126415.1|DELE
OG0001222	LOC110177461|XP_020799858.1|DSER	LOC108147278|XP_017129183.1|DELE
OG0001223	LOC110176670|XP_020798763.1|DSER	LOC108142157|XP_017121330.1|DELE
OG0001224	LOC110176761|XP_020798869.1|DSER	LOC108144901|XP_017125551.1|DELE
OG0001225	LOC110189173|XP_020814798.1|DSER	LOC108139394|XP_017117605.1|DELE
OG0001225	LOC110180045|XP_020803317.1|DSER	LOC108149610|XP_017132801.1|DELE
OG0001226	LOC110179328|XP_020802479.1|DSER	LOC108144782|XP_017125382.1|DELE
OG0001227	LOC110180309|XP_020803622.1|DSER	LOC108138045|XP_017115506.1|DELE
OG0001228	LOC110179641|XP_020802912.1|DSER	LOC108134875|XP_017110857.1|DELE
OG0001229	LOC110185535|XP_020810101.1|DSER	LOC108149906|XP_017133297.1|DELE
OG0001230	LOC110182355|XP_020806057.1|DSER	LOC108137941|XP_017115388.1|DELE
OG0001231	LOC110182819|XP_020806614.1|DSER	LOC108135182|XP_017111288.1|DELE
OG0001232	LOC110176812|XP_020798913.1|DSER	LOC108138914|XP_017116962.1|DELE
OG0001233	LOC110176905|XP_020799051.1|DSER	LOC108138337|XP_017115990.1|DELE
OG0001234	LOC110178517|XP_020801328.1|DSER	LOC108141474|XP_017120370.1|DELE
OG0001235	LOC110178124|XP_020800804.1|DSER	LOC108137862|XP_017115283.1|DELE
OG0001236	LOC110184617|XP_020808869.1|DSER	LOC108142636|XP_017122121.1|DELE
OG0001237	LOC110188234|XP_020813550.1|DSER	LOC108136767|XP_017113617.1|DELE
OG0001238	LOC110186135|XP_020810840.1|DSER	LOC108147213|XP_017129061.1|DELE
OG0001240	LOC110186155|XP_020810864.1|DSER	LOC108147238|XP_017129125.1|DELE
OG0001241	LOC110178227|XP_020800935.1|DSER	LOC108137907|XP_017115336.1|DELE
OG0001242	LOC110185597|XP_020810195.1|DSER	LOC108150121|XP_017133577.1|DELE
OG0001242	LOC110181928|XP_020805523.1|DSER	LOC108147713|XP_017129925.1|DELE
OG0001243	LOC110189879|XP_020815782.1|DSER	LOC108146237|XP_017127654.1|DELE
OG0001244	LOC110176507|XP_020798539.1|DSER	LOC108139185|XP_017117299.1|DELE
OG0001245	LOC110188646|XP_020814083.1|DSER	LOC108136673|XP_017113485.1|DELE
OG0001246	LOC110191492|XP_020818015.1|DSER	LOC108144196|XP_017124354.1|DELE
OG0001247	LOC110189412|XP_020815126.1|DSER	LOC108134543|XP_017110384.1|DELE
OG0001248	LOC110190488|XP_020816663.1|DSER	LOC108150185|XP_017133669.1|DELE
OG0001249	LOC110182831|XP_020806623.1|DSER	LOC108141213|XP_017119955.1|DELE
