Orthogroup	DSER.longest_only	DHYD.longest_only
OG0002285	LOC110183526|XP_020807479.1|DSER	LOC111593416|XP_023161926.2|DHYD
OG0002286	LOC110184063|XP_020808100.1|DSER	LOC111593911|XP_023162754.2|DHYD
OG0002287	LOC110188934|XP_020814531.1|DSER	LOC111594033|XP_023162913.2|DHYD
OG0002288	LOC110190796|XP_020817097.1|DSER	LOC111599778|XP_023171313.2|DHYD
OG0002289	LOC110190026|XP_020815988.1|DSER	LOC111605170|XP_023179326.1|DHYD
OG0002290	LOC110185819|XP_020810483.1|DSER	LOC111602260|XP_023175022.2|DHYD
OG0002291	LOC110180011|XP_020803262.1|DSER	LOC111599945|XP_023171564.1|DHYD
OG0002292	LOC110189226|XP_020814866.1|DSER	LOC111599942|XP_023171559.1|DHYD
OG0002293	LOC110176697|XP_020798831.1|DSER	LOC111600001|XP_023171671.2|DHYD
OG0002294	LOC110186705|XP_020811637.1|DSER	LOC111596259|XP_023166162.1|DHYD
OG0002295	LOC110185581|XP_020810169.1|DSER	LOC111602338|XP_023175111.1|DHYD
OG0002296	LOC110176803|XP_020798898.1|DSER	LOC111603874|XP_023177449.2|DHYD
OG0002297	LOC110188604|XP_020814026.1|DSER	LOC111602985|XP_023176148.2|DHYD
OG0002298	LOC110191563|XP_020818099.1|DSER	LOC111600034|XP_023171720.1|DHYD
OG0002299	LOC110180017|XP_020803274.1|DSER	LOC111593196|XP_023161588.1|DHYD
OG0002300	LOC110182726|XP_020806486.1|DSER	LOC111602223|XP_023174970.2|DHYD
OG0002301	LOC110185085|XP_020809427.1|DSER	LOC111592510|XP_023160508.2|DHYD
OG0002302	LOC110185050|XP_020809374.1|DSER	LOC111603743|XP_023177229.2|DHYD
OG0002303	LOC110183513|XP_020807458.1|DSER	LOC111593483|XP_023162012.1|DHYD, LOC111593125|XP_023161494.2|DHYD
OG0002304	LOC110185705|XP_020810335.1|DSER	LOC111598991|XP_023170262.1|DHYD
OG0002305	LOC110184655|XP_020808914.1|DSER	LOC111592277|XP_023160146.2|DHYD
OG0002306	LOC110183858|XP_020807872.1|DSER	LOC111603953|XP_023177556.2|DHYD
OG0002307	LOC110179133|XP_020802183.1|DSER, LOC110181312|XP_020804689.1|DSER	LOC111596297|XP_023166221.2|DHYD
OG0002308	LOC110176800|XP_020798894.1|DSER	LOC111603880|XP_023177462.2|DHYD
OG0002309	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER	LOC111603932|XP_023177526.1|DHYD
OG0002310	LOC110187405|XP_020812452.1|DSER	LOC111599187|XP_030080347.1|DHYD
OG0002311	LOC110181339|XP_020804716.1|DSER	LOC111594348|XP_023163372.2|DHYD
OG0002312	LOC110185696|XP_020810322.1|DSER	LOC111592565|XP_023160630.2|DHYD
OG0002313	LOC110188770|XP_020814303.1|DSER	LOC111602589|XP_023175514.1|DHYD
OG0002314	LOC110190899|XP_020817221.1|DSER	LOC111602277|XP_023175041.2|DHYD
OG0002315	LOC110176323|XP_020798301.1|DSER	LOC111595473|XP_023165006.2|DHYD
OG0002316	LOC110183172|XP_020807023.1|DSER	LOC111596128|XP_023165967.1|DHYD
OG0002317	LOC110176167|XP_020798063.1|DSER	LOC111604313|XP_023178131.1|DHYD
OG0002318	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER	LOC111599332|XP_023170721.2|DHYD
OG0002319	LOC110185890|XP_020810561.1|DSER	LOC111603913|XP_023177504.1|DHYD
OG0002320	LOC110179214|XP_020802307.1|DSER	LOC111593382|XP_023161872.2|DHYD
OG0002321	LOC110189267|XP_020814941.1|DSER	LOC111598013|XP_023168780.1|DHYD
OG0002322	LOC110185978|XP_020810660.1|DSER	LOC111600374|XP_023172220.2|DHYD
OG0002323	LOC110187443|XP_020812491.1|DSER	LOC111605568|XP_023179912.1|DHYD
OG0002324	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER	LOC111605097|XP_023179204.2|DHYD
OG0002325	LOC110178673|XP_020801533.1|DSER	LOC111597517|XP_023168057.1|DHYD
OG0002326	LOC110178674|XP_020801534.1|DSER	LOC111597595|XP_023168164.1|DHYD
OG0002327	LOC110188135|XP_020813382.1|DSER	LOC111600242|XP_023172050.2|DHYD
OG0002328	LOC110181369|XP_020804756.1|DSER	LOC111592577|XP_023160656.2|DHYD
OG0002329	LOC110185810|XP_020810473.1|DSER	LOC111599108|XP_023170429.1|DHYD
OG0002330	LOC110185651|XP_020810267.1|DSER	LOC111599095|XP_023170404.1|DHYD
OG0002331	LOC110179463|XP_020802681.1|DSER	LOC111594901|XP_023164154.2|DHYD
OG0002332	LOC110185290|XP_020809698.1|DSER	LOC111597483|XP_023168002.1|DHYD
OG0002333	LOC110184111|XP_020808163.1|DSER	LOC111593912|XP_023162753.1|DHYD
OG0002334	LOC110183124|XP_020806974.1|DSER	LOC111596277|XP_023166190.2|DHYD
OG0002335	LOC110178264|XP_020800988.1|DSER	LOC111594091|XP_023163009.2|DHYD
OG0002336	LOC110185301|XP_020809711.1|DSER	LOC111592278|XP_023160147.2|DHYD
OG0002337	LOC110177027|XP_020799205.1|DSER	LOC111605214|XP_030081081.1|DHYD
OG0002338	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER	LOC111600812|XP_023172878.2|DHYD
OG0002339	LOC110187208|XP_020812267.1|DSER	LOC111599171|XP_030080329.1|DHYD
OG0002340	LOC110183998|XP_020808014.1|DSER	LOC111603770|XP_030080423.1|DHYD
OG0002341	LOC110178012|XP_020800685.1|DSER	LOC111597686|XP_023168286.1|DHYD
OG0002342	LOC110184862|XP_020809165.1|DSER	LOC111599315|XP_023170693.1|DHYD
OG0002343	LOC110182349|XP_020806048.1|DSER	LOC111599301|XP_023170679.2|DHYD
OG0002344	LOC110182853|XP_020806646.1|DSER	LOC111594679|XP_023163858.1|DHYD
OG0002345	LOC110182890|XP_020806693.1|DSER	LOC111599897|XP_023171488.2|DHYD
OG0002346	LOC110185698|XP_020810325.1|DSER	LOC111598778|XP_023169958.2|DHYD
OG0002347	LOC110177693|XP_020800175.1|DSER	LOC111602321|XP_023175090.2|DHYD
OG0002348	LOC110176849|XP_020798969.1|DSER	LOC111596221|XP_023166106.2|DHYD
OG0002349	LOC110182892|XP_020806701.1|DSER	LOC111599887|XP_023171478.1|DHYD
OG0002350	LOC110184192|XP_020808277.1|DSER	LOC111599916|XP_023171513.2|DHYD
OG0002351	LOC110178229|XP_020800937.1|DSER	LOC111593548|XP_023162169.2|DHYD
OG0002352	LOC110189396|XP_020815110.1|DSER	LOC111592699|XP_023160849.1|DHYD
OG0002353	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER	LOC111592066|XP_023159836.1|DHYD
OG0002354	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER	LOC111600385|XP_023172230.2|DHYD
OG0002355	LOC110176560|XP_020798607.1|DSER	LOC111592075|XP_023159859.2|DHYD
OG0002356	LOC110181173|XP_020804508.1|DSER	LOC111594185|XP_023163136.2|DHYD
OG0002357	LOC110176433|XP_020798441.1|DSER	LOC111597075|XP_023167377.2|DHYD
OG0002358	LOC110183294|XP_020807187.1|DSER	LOC111597443|XP_023167930.1|DHYD
OG0002359	LOC110183236|XP_020807111.1|DSER	LOC111605292|XP_023179511.1|DHYD
OG0002360	LOC110184990|XP_020809301.1|DSER	LOC111594705|XP_023163895.2|DHYD
OG0002361	LOC110190134|XP_020816116.1|DSER	LOC111604452|XP_023178290.1|DHYD
OG0002362	LOC110182696|XP_020806450.1|DSER	LOC111595195|XP_023164554.2|DHYD
OG0002363	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER	LOC111602107|XP_023174822.2|DHYD
OG0002364	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER	LOC111602018|XP_023174689.2|DHYD
OG0002365	LOC110182681|XP_020806432.1|DSER	LOC111601061|XP_023173254.2|DHYD
OG0002366	LOC110179181|XP_020802243.1|DSER	LOC111591961|XP_023159672.1|DHYD
OG0002367	LOC110182246|XP_020805922.1|DSER	LOC111599402|XP_023170823.1|DHYD
OG0002368	LOC110186098|XP_020810799.1|DSER	LOC111596358|XP_023166323.1|DHYD
OG0002369	LOC110180118|XP_020803417.1|DSER	LOC111596876|XP_023167092.2|DHYD
OG0002370	LOC110185988|XP_020810673.1|DSER	LOC111600333|XP_030081032.1|DHYD, LOC115483001|XP_030079516.1|DHYD
OG0002371	LOC110185728|XP_020810371.1|DSER	LOC111600319|XP_023172146.1|DHYD
OG0002372	LOC110177067|XP_020799244.1|DSER	LOC111598489|XP_023169514.2|DHYD
OG0002373	LOC110187338|XP_020812384.1|DSER	LOC111592923|XP_023161143.1|DHYD
OG0002374	LOC110190556|XP_020816775.1|DSER	LOC111596179|XP_023166050.1|DHYD
OG0002375	LOC110185391|XP_020809829.1|DSER	LOC111604968|XP_023179025.2|DHYD
OG0002376	LOC110185552|XP_020810129.1|DSER	LOC111605053|XP_023179158.1|DHYD
OG0002377	LOC110177196|XP_020799451.1|DSER	LOC111603573|XP_023176991.2|DHYD
OG0002378	LOC110177485|XP_020799896.1|DSER	LOC111597242|XP_023167605.2|DHYD
OG0002379	LOC110181184|XP_020804521.1|DSER	LOC111595825|XP_023165499.2|DHYD, LOC111594182|XP_023163133.1|DHYD
OG0002380	LOC110182063|XP_020805684.1|DSER	LOC111605141|XP_023179289.1|DHYD
OG0002381	LOC110179263|XP_020802377.1|DSER	LOC111595640|XP_023165221.1|DHYD
OG0002382	LOC110184120|XP_020808184.1|DSER	LOC111598281|XP_023169229.2|DHYD
OG0002383	LOC110177590|XP_020800033.1|DSER	LOC111596973|XP_023167217.2|DHYD
OG0002384	LOC110180159|XP_020803473.1|DSER	LOC111597221|XP_030079955.1|DHYD
OG0002385	LOC110185418|XP_020809890.1|DSER	LOC111593701|XP_023162413.2|DHYD
OG0002386	LOC110188468|XP_020813857.1|DSER	LOC111596694|XP_023166778.2|DHYD
OG0002387	LOC110190974|XP_020817328.1|DSER	LOC111598255|XP_023169189.2|DHYD
OG0002388	LOC110188720|XP_020814193.1|DSER	LOC111602950|XP_023176079.2|DHYD
OG0002389	LOC110185244|XP_020809642.1|DSER	LOC111594830|XP_023164063.1|DHYD
OG0002390	LOC110183431|XP_020807371.1|DSER	LOC111600943|XP_023173085.2|DHYD
OG0002391	LOC110177337|XP_020799685.1|DSER	LOC111595471|XP_023165005.2|DHYD
OG0002392	LOC110185201|XP_020809586.1|DSER	LOC111604483|XP_023178338.2|DHYD
OG0002393	LOC110177572|XP_020800007.1|DSER	LOC111597775|XP_030079468.1|DHYD
OG0002394	LOC110191787|XP_020818396.1|DSER	LOC111603008|XP_023176184.1|DHYD
OG0002395	LOC110187721|XP_020812825.1|DSER	LOC111600267|XP_023172083.2|DHYD
OG0002396	LOC110177796|XP_020800344.1|DSER	LOC111600890|XP_023172995.2|DHYD
OG0002397	LOC110181850|XP_020805418.1|DSER	LOC111600123|XP_023171856.1|DHYD
OG0002398	LOC110184421|XP_020808615.1|DSER	LOC111603215|XP_030079312.1|DHYD
OG0002399	LOC110189368|XP_020815074.1|DSER	LOC111604369|XP_030081985.1|DHYD
OG0002400	LOC110180023|XP_020803282.1|DSER	LOC111600567|XP_023172519.2|DHYD
OG0002401	LOC110185450|XP_020809943.1|DSER	LOC111595880|XP_023165574.2|DHYD
OG0002402	LOC110191741|XP_020818331.1|DSER	LOC111604631|XP_023178530.2|DHYD
OG0002403	LOC110191801|XP_020818412.1|DSER	LOC111604650|XP_023178575.2|DHYD
OG0002404	LOC110187662|XP_020812740.1|DSER	LOC111598325|XP_023169290.2|DHYD
OG0002405	LOC110177165|XP_020799410.1|DSER	LOC111598640|XP_023169755.1|DHYD
OG0002406	LOC110188532|XP_020813935.1|DSER	LOC111604721|XP_030079639.1|DHYD
OG0002407	LOC110186389|XP_020811208.1|DSER	LOC111594430|XP_023163487.2|DHYD
OG0002408	LOC110177129|XP_020799357.1|DSER	LOC111603553|XP_030080599.1|DHYD
OG0002409	LOC110185298|XP_020809707.1|DSER	LOC111603315|XP_023176604.2|DHYD
OG0002410	LOC110188314|XP_020813681.1|DSER	LOC111604994|XP_023179080.2|DHYD
OG0002411	LOC110186338|XP_020811145.1|DSER	LOC111604919|XP_023178935.1|DHYD
OG0002412	LOC110188919|XP_020814500.1|DSER	LOC111600801|XP_030081575.1|DHYD
OG0002413	LOC110179631|XP_020802901.1|DSER	LOC111602039|XP_023174713.1|DHYD
OG0002414	LOC110186976|XP_020811987.1|DSER	LOC111595390|XP_023164860.1|DHYD
OG0002415	LOC110176591|XP_020798666.1|DSER	LOC111604574|XP_023178444.2|DHYD
OG0002416	LOC110185423|XP_020809895.1|DSER	LOC111593712|XP_023162445.1|DHYD
OG0002417	LOC110176949|XP_020799110.1|DSER	LOC111596000|XP_023165769.1|DHYD
OG0002418	LOC110185348|XP_020809784.1|DSER	LOC111598520|XP_023169570.2|DHYD
OG0002419	LOC110181882|XP_020805469.1|DSER	LOC111596815|XP_023166951.2|DHYD
OG0002420	LOC110187672|XP_020812756.1|DSER	LOC111595301|XP_023164724.1|DHYD
OG0002421	LOC110186227|XP_020810949.1|DSER	LOC111593366|XP_023161846.2|DHYD
OG0002422	LOC110191085|XP_020817489.1|DSER	LOC111597159|XP_023167483.2|DHYD
OG0002423	LOC110190160|XP_020816154.1|DSER	LOC111604467|XP_023178317.2|DHYD
OG0002424	LOC110185438|XP_020809921.1|DSER	LOC111597707|XP_023168316.1|DHYD
OG0002425	LOC110179478|XP_020802710.1|DSER	LOC111601954|XP_023174586.2|DHYD
OG0002426	LOC110178619|XP_020801463.1|DSER	LOC111597471|XP_023167988.2|DHYD
OG0002427	LOC110184517|XP_020808744.1|DSER	LOC111595885|XP_023165581.1|DHYD
OG0002428	LOC110176050|XP_020797923.1|DSER, LOC110178130|XP_020800813.1|DSER	LOC111593497|XP_023162032.2|DHYD
OG0002429	LOC110188861|XP_020814427.1|DSER	LOC111604750|XP_023178698.1|DHYD
OG0002430	LOC110189456|XP_020815189.1|DSER	LOC111597043|XP_023167325.2|DHYD
OG0002431	LOC110191481|XP_020818007.1|DSER	LOC111600050|XP_023171742.1|DHYD
OG0002432	LOC110183478|XP_020807417.1|DSER, LOC110183257|XP_020807141.1|DSER	LOC111600164|XP_023171965.1|DHYD
OG0002433	LOC110188595|XP_020814017.1|DSER	LOC111603484|XP_023176848.1|DHYD
OG0002434	LOC110187938|XP_020813112.1|DSER	LOC111598562|XP_023169628.1|DHYD
OG0002435	LOC110181969|XP_020805576.1|DSER	LOC111602052|XP_023174731.2|DHYD
OG0002436	LOC110178261|XP_020800985.1|DSER	LOC111592228|XP_023160078.1|DHYD
OG0002437	LOC110189692|XP_020815524.1|DSER	LOC111595466|XP_023164997.2|DHYD
OG0002438	LOC110179623|XP_020802888.1|DSER	LOC111596840|XP_030079892.1|DHYD
OG0002439	LOC110186096|XP_020810796.1|DSER	LOC111596336|XP_023166279.2|DHYD
OG0002440	LOC110178893|XP_020801826.1|DSER	LOC111603334|XP_030080927.1|DHYD
OG0002441	LOC110190879|XP_020817199.1|DSER	LOC111592154|XP_023159970.2|DHYD
OG0002442	LOC110178478|XP_020801282.1|DSER	LOC111604371|XP_023178210.2|DHYD
OG0002443	LOC110189750|XP_020815615.1|DSER	LOC111596994|XP_023167258.2|DHYD
OG0002444	LOC110177724|XP_020800225.1|DSER	LOC111596986|XP_023167238.2|DHYD
OG0002445	LOC110189403|XP_020815116.1|DSER	LOC111595530|XP_023165080.1|DHYD
OG0002446	LOC110187166|XP_020812234.1|DSER, LOC110187175|XP_020812236.1|DSER, LOC110190709|XP_020817023.1|DSER	LOC111601202|XP_023173460.1|DHYD
OG0002447	LOC110177532|XP_020799954.1|DSER	LOC111597227|XP_023167584.2|DHYD
OG0002448	LOC110177686|XP_020800167.1|DSER	LOC111597948|XP_023168678.1|DHYD
OG0002449	LOC110177383|XP_020799746.1|DSER	LOC111593612|XP_023162250.1|DHYD
OG0002450	LOC110190006|XP_020815967.1|DSER	LOC111597186|XP_023167524.1|DHYD
OG0002451	LOC110178244|XP_020800954.1|DSER	LOC111598040|XP_023168845.1|DHYD
OG0002452	LOC110176339|XP_020798324.1|DSER	LOC111595249|XP_023164662.2|DHYD, LOC115483432|XP_030081259.1|DHYD
OG0002453	LOC110190871|XP_020817187.1|DSER	LOC111595255|XP_023164669.2|DHYD
OG0002454	LOC110183647|XP_020807628.1|DSER	LOC111598690|XP_023169823.2|DHYD
OG0002455	LOC110183689|XP_020807688.1|DSER	LOC111598686|XP_023169818.2|DHYD
OG0002456	LOC110179561|XP_020802806.1|DSER	LOC111599729|XP_023171243.2|DHYD
OG0002457	LOC110180444|XP_020803808.1|DSER	LOC111604118|XP_023177793.2|DHYD
OG0002458	LOC110185926|XP_020810597.1|DSER	LOC111602221|XP_023174968.1|DHYD
OG0002459	LOC110191671|XP_020818244.1|DSER	LOC111599691|XP_023171166.2|DHYD
OG0002460	LOC110180410|XP_020803735.1|DSER	LOC111599711|XP_023171211.2|DHYD
OG0002461	LOC110183372|XP_020807332.1|DSER	LOC111599755|XP_023171277.1|DHYD
OG0002462	LOC110185488|XP_020810022.1|DSER	LOC111597922|XP_030081203.1|DHYD
OG0002463	LOC110191663|XP_020818220.1|DSER	LOC111600051|XP_023171743.1|DHYD
OG0002464	LOC110191609|XP_020818159.1|DSER	LOC111604373|XP_023178212.1|DHYD
OG0002465	LOC110189389|XP_020815098.1|DSER	LOC111604365|XP_023178203.1|DHYD
OG0002466	LOC110185476|XP_020810002.1|DSER	LOC111593707|XP_023162433.2|DHYD
OG0002467	LOC110176178|XP_020798083.1|DSER	LOC111593084|XP_023161446.1|DHYD
OG0002468	LOC110191010|XP_020817386.1|DSER	LOC111604515|XP_023178380.2|DHYD
OG0002469	LOC110188501|XP_020813893.1|DSER	LOC111602649|XP_023175585.2|DHYD
OG0002470	LOC110178239|XP_020800949.1|DSER	LOC111599305|XP_023170683.1|DHYD, LOC111597936|XP_023168658.1|DHYD
OG0002471	LOC110176462|XP_020798482.1|DSER	LOC111592655|XP_023160778.1|DHYD
OG0002472	LOC110178242|XP_020800951.1|DSER	LOC111598015|XP_023168783.1|DHYD
OG0002473	LOC110177993|XP_020800650.1|DSER	LOC111592197|XP_023160033.1|DHYD
OG0002474	LOC110176221|XP_020798160.1|DSER	LOC111597217|XP_023167560.2|DHYD
OG0002475	LOC110186778|XP_020811709.1|DSER, LOC110188744|XP_020814245.1|DSER	LOC111603239|XP_023176513.1|DHYD
OG0002476	LOC110176002|XP_020797868.1|DSER	LOC111600554|XP_023172471.1|DHYD
OG0002477	LOC110177069|XP_020799248.1|DSER	LOC111594683|XP_023163874.1|DHYD
OG0002478	LOC110177849|XP_020800451.1|DSER	LOC111598024|XP_023168804.2|DHYD
OG0002479	LOC110179270|XP_020802392.1|DSER	LOC111597982|XP_023168726.2|DHYD
OG0002480	LOC110185369|XP_020809810.1|DSER	LOC111600089|XP_023171797.1|DHYD
OG0002481	LOC110182464|XP_020806161.1|DSER	LOC111593406|XP_023161894.1|DHYD
OG0002482	LOC110189647|XP_020815450.1|DSER	LOC111595485|XP_023165023.2|DHYD
OG0002483	LOC110191493|XP_020818016.1|DSER	LOC111600012|XP_023171685.2|DHYD
OG0002484	LOC110180068|XP_020803349.1|DSER	LOC111600564|XP_023172516.2|DHYD
OG0002485	LOC110189675|XP_020815492.1|DSER	LOC111598001|XP_023168759.2|DHYD
OG0002486	LOC110190285|XP_020816321.1|DSER	LOC111592334|XP_023160228.1|DHYD
OG0002487	LOC110182821|XP_020806616.1|DSER	LOC111592097|XP_023159891.2|DHYD
OG0002488	LOC110177701|XP_020800186.1|DSER	LOC111597107|XP_023167418.1|DHYD
OG0002489	LOC110190107|XP_020816074.1|DSER	LOC111604512|XP_023178376.1|DHYD
OG0002490	LOC110183196|XP_020807100.1|DSER	LOC111594694|XP_023163885.1|DHYD
OG0002491	LOC110190093|XP_020816057.1|DSER	LOC111600975|XP_030082021.1|DHYD, LOC111600992|XP_030081640.1|DHYD
OG0002492	LOC110176362|XP_020798351.1|DSER	LOC111595509|XP_023165051.1|DHYD
OG0002493	LOC110189355|XP_020815057.1|DSER	LOC111598007|XP_023168770.1|DHYD
OG0002494	LOC110184872|XP_020809181.1|DSER	LOC111603470|XP_023176828.2|DHYD
OG0002495	LOC110177683|XP_020800162.1|DSER	LOC111602548|XP_023175467.2|DHYD
OG0002496	LOC110186209|XP_020810930.1|DSER	LOC111595169|XP_023164518.1|DHYD
OG0002497	LOC110190607|XP_020816859.1|DSER	LOC111604662|XP_023178590.2|DHYD
OG0002499	LOC110183697|XP_020807695.1|DSER	LOC111598720|XP_030081471.1|DHYD
OG0002500	LOC110188401|XP_020813785.1|DSER, LOC110182027|XP_020805616.1|DSER	LOC111603302|XP_023176596.2|DHYD
OG0002501	LOC110179166|XP_020802222.1|DSER	LOC111604938|XP_023178976.1|DHYD, LOC115482811|XP_030078835.1|DHYD, LOC111604939|XP_023178977.1|DHYD
OG0002502	LOC110179355|XP_020802527.1|DSER	LOC111605399|XP_023179667.2|DHYD
OG0002504	LOC110177493|XP_020799903.1|DSER, LOC110177491|XP_020799902.1|DSER, LOC110177495|XP_020799905.1|DSER, LOC110177494|XP_020799904.1|DSER	LOC111597342|XP_023167755.2|DHYD
OG0002505	LOC110179370|XP_020802548.1|DSER	LOC111604146|XP_023177837.1|DHYD
OG0002508	LOC110179574|XP_020802823.1|DSER	LOC111603119|XP_023176359.2|DHYD
OG0002509	LOC110177204|XP_020799477.1|DSER	LOC111604176|XP_023177889.2|DHYD
OG0002510	LOC110180332|XP_020803649.1|DSER	LOC111598420|XP_023169428.2|DHYD
OG0002511	LOC110184432|XP_020808631.1|DSER	LOC111605550|XP_023179879.1|DHYD
OG0002512	LOC110185400|XP_020809855.1|DSER	LOC111593720|XP_023162459.2|DHYD
OG0002513	LOC110191823|XP_020818447.1|DSER	LOC111602721|XP_023175734.1|DHYD
OG0002514	LOC110187132|XP_020812209.1|DSER	LOC111598795|XP_023169979.1|DHYD
OG0002516	LOC110186599|XP_020811488.1|DSER	LOC111596680|XP_023166752.1|DHYD
OG0002517	LOC110176059|XP_020797932.1|DSER	LOC111596964|XP_023167193.2|DHYD
OG0002518	LOC110188479|XP_020813868.1|DSER	LOC111605435|XP_023179719.2|DHYD
OG0002519	LOC110179243|XP_020802355.1|DSER	LOC111600145|XP_023171890.2|DHYD
OG0002520	LOC110182836|XP_020806629.1|DSER	LOC111598113|XP_023168934.2|DHYD
OG0002521	LOC110176018|XP_020797886.1|DSER	LOC111603173|XP_023176421.2|DHYD
OG0002522	LOC110188474|XP_020813863.1|DSER	LOC111592927|XP_023161152.2|DHYD
OG0002523	LOC110191058|XP_020817447.1|DSER	LOC111598503|XP_023169537.2|DHYD
OG0002524	LOC110182465|XP_020806162.1|DSER	LOC111598131|XP_023168960.2|DHYD
OG0002525	LOC110189044|XP_020814672.1|DSER, LOC110189070|XP_020814700.1|DSER	LOC111601653|XP_023174102.1|DHYD
OG0002526	LOC110191817|XP_020818441.1|DSER	LOC111602666|XP_023175618.1|DHYD
OG0002528	LOC110180409|XP_020803724.1|DSER	LOC111598874|XP_023170092.2|DHYD
OG0002529	LOC110191409|XP_020817926.1|DSER	LOC111602511|XP_023175363.1|DHYD
OG0002530	LOC110181327|XP_020804705.1|DSER	LOC111600283|XP_023172105.1|DHYD
OG0002531	LOC110185627|XP_020810236.1|DSER	LOC111596346|XP_023166305.1|DHYD
OG0002532	LOC110189896|XP_020815815.1|DSER	LOC111598528|XP_023169581.1|DHYD
OG0002533	LOC110180361|XP_020803680.1|DSER	LOC111603383|XP_023176709.1|DHYD
OG0002534	LOC110180263|XP_020803577.1|DSER	LOC111600536|XP_023172442.2|DHYD
OG0002535	LOC110185306|XP_020809715.1|DSER	LOC111592270|XP_023160137.2|DHYD
OG0002536	LOC110186321|XP_020811118.1|DSER	LOC111599424|XP_023170843.1|DHYD
OG0002537	LOC110191654|XP_020818211.1|DSER	LOC111600043|XP_023171736.1|DHYD
OG0002539	LOC110189264|XP_020814937.1|DSER	LOC111593834|XP_023162640.2|DHYD
OG0002540	LOC110184540|XP_020808776.1|DSER, LOC110191779|XP_020818383.1|DSER	LOC111594972|XP_023164240.1|DHYD
OG0002541	LOC110184411|XP_020808604.1|DSER	LOC111596554|XP_023166596.2|DHYD
OG0002542	LOC110180170|XP_020803489.1|DSER	LOC111591976|XP_023159694.1|DHYD
OG0002543	LOC110180330|XP_020803647.1|DSER	LOC111602858|XP_023175982.1|DHYD
OG0002544	LOC110187742|XP_020812859.1|DSER	LOC111598356|XP_023169335.2|DHYD
OG0002545	LOC110182499|XP_020806207.1|DSER	LOC111602940|XP_023176109.1|DHYD
OG0002547	LOC110181868|XP_020805451.1|DSER	LOC111592350|XP_023160272.2|DHYD
OG0002548	LOC110181769|XP_020805301.1|DSER	LOC111592361|XP_023160287.2|DHYD
OG0002549	LOC110175934|XP_020797773.1|DSER	LOC111604732|XP_030079527.1|DHYD
OG0002550	LOC110183225|XP_020807098.1|DSER, LOC110184594|XP_020808843.1|DSER	LOC111596756|XP_030079884.1|DHYD
OG0002551	LOC110176428|XP_020798435.1|DSER	LOC111601513|XP_030078781.1|DHYD
OG0002552	LOC110187277|XP_020812325.1|DSER	LOC111594718|XP_023163914.2|DHYD
OG0002553	LOC110180352|XP_020803673.1|DSER	LOC111603381|XP_023176705.2|DHYD
OG0002554	LOC110179533|XP_020802772.1|DSER	LOC111603171|XP_023176419.1|DHYD
OG0002555	LOC110183062|XP_020806907.1|DSER	LOC111605617|XP_030079839.1|DHYD
OG0002556	LOC110186097|XP_020810797.1|DSER	LOC111596352|XP_023166312.1|DHYD
OG0002557	LOC110184215|XP_020808324.1|DSER	LOC111596879|XP_023167096.1|DHYD
OG0002558	LOC110185588|XP_020810183.1|DSER	LOC111602962|XP_023176113.1|DHYD, LOC115483798|XP_030081914.1|DHYD
OG0002559	LOC110191443|XP_020817966.1|DSER	LOC111594882|XP_023164136.1|DHYD
OG0002560	LOC110177159|XP_020799403.1|DSER	LOC111599852|XP_023171429.2|DHYD
OG0002561	LOC110188699|XP_020814163.1|DSER	LOC111601788|XP_023174324.1|DHYD
OG0002562	LOC110183238|XP_020807113.1|DSER	LOC111605293|XP_023179512.1|DHYD
OG0002564	LOC110186963|XP_020811963.1|DSER	LOC111592479|XP_023160463.1|DHYD
OG0002565	LOC110186864|XP_020811814.1|DSER	LOC111599429|XP_030080774.1|DHYD
OG0002566	LOC110188565|XP_020813983.1|DSER	LOC111605453|XP_030080068.1|DHYD, LOC115483339|XP_030080679.1|DHYD
OG0002567	LOC110182829|XP_020806621.1|DSER	LOC111598114|XP_023168935.2|DHYD
OG0002568	LOC110188295|XP_020813656.1|DSER	LOC111604433|XP_023178307.1|DHYD
OG0002569	LOC110184643|XP_020808901.1|DSER	LOC111605638|XP_023180067.2|DHYD
OG0002570	LOC110188079|XP_020813288.1|DSER	LOC111596735|XP_023166838.2|DHYD
OG0002571	LOC110188143|XP_020813398.1|DSER, LOC110183682|XP_020807682.1|DSER	LOC111596713|XP_023166814.1|DHYD
OG0002572	LOC110181227|XP_020804587.1|DSER	LOC111594605|XP_023163743.1|DHYD
OG0002573	LOC110187631|XP_020812697.1|DSER	LOC111592936|XP_023161165.1|DHYD
OG0002574	LOC110188635|XP_020814069.1|DSER	LOC111592926|XP_023161151.2|DHYD
