Orthogroup	DSER.longest_only	DBUS.longest_only
OG0000228	LOC110185352|XP_020809790.1|DSER	LOC117134692|XP_033149088.1|DBUS
OG0000228	LOC110177127|XP_020799354.1|DSER	LOC108595683|XP_017836453.1|DBUS
OG0000229	LOC110177348|XP_020799699.1|DSER	LOC108601281|XP_033149806.1|DBUS
OG0000229	LOC110188670|XP_020814129.1|DSER	LOC108604396|XP_017849343.1|DBUS
OG0000230	LOC110188938|XP_020814536.1|DSER	LOC108596665|XP_017838157.1|DBUS
OG0000231	LOC110183936|XP_020807957.1|DSER, LOC110189367|XP_020815073.1|DSER, LOC110189325|XP_020815026.1|DSER, LOC110183937|XP_020807958.1|DSER	LOC108598134|XP_017840241.1|DBUS
OG0000232	LOC110190906|XP_020817226.1|DSER	LOC108601850|XP_017845285.1|DBUS
OG0000232	LOC110189642|XP_020815447.1|DSER	LOC108597675|XP_017839837.1|DBUS
OG0000233	LOC110176416|XP_020798417.1|DSER	LOC108601436|XP_017844823.1|DBUS
OG0000233	LOC110191368|XP_020817879.1|DSER	LOC108601608|XP_033150001.1|DBUS
OG0000233	LOC110190877|XP_020817193.1|DSER	LOC108604757|XP_017849834.1|DBUS
OG0000234	LOC110189208|XP_020814839.1|DSER, LOC110189211|XP_020814841.1|DSER	LOC108595950|XP_017836725.1|DBUS
OG0000234	LOC110189212|XP_020814842.1|DSER	LOC108594938|XP_017835562.1|DBUS
OG0000235	LOC110186468|XP_020811314.1|DSER	LOC108601263|XP_017844652.1|DBUS
OG0000235	LOC110186467|XP_020811313.1|DSER, LOC110186466|XP_020811312.1|DSER	LOC108602008|XP_017845499.1|DBUS, LOC108602142|XP_017845663.1|DBUS
OG0000236	LOC110189409|XP_020815124.1|DSER	LOC108607959|XP_017854576.1|DBUS
OG0000236	LOC110182715|XP_020806473.1|DSER	LOC108594464|XP_017835133.1|DBUS
OG0000236	LOC110181552|XP_020804994.1|DSER	LOC117134921|XP_033150316.1|DBUS
OG0000237	LOC110189478|XP_020815219.1|DSER	LOC108597399|XP_017839424.1|DBUS
OG0000237	LOC110179666|XP_020802937.1|DSER, LOC110177949|XP_020800594.1|DSER, LOC110185259|XP_020809657.1|DSER	LOC108606551|XP_017852241.1|DBUS
OG0000238	LOC110187275|XP_020812322.1|DSER, LOC110187265|XP_020812312.1|DSER	LOC108595906|XP_033151012.1|DBUS
OG0000238	LOC110187272|XP_020812319.1|DSER	LOC108595855|XP_033150211.1|DBUS
OG0000240	LOC110176605|XP_020798688.1|DSER	LOC108602004|XP_017845494.1|DBUS
OG0000240	LOC110176601|XP_020798678.1|DSER	LOC108603890|XP_017848553.1|DBUS
OG0000240	LOC110191905|XP_020818549.1|DSER	LOC108604460|XP_017849428.1|DBUS
OG0000243	LOC110191906|XP_020818550.1|DSER, LOC110182745|XP_020806505.1|DSER, LOC110190759|XP_020817048.1|DSER	LOC108597980|XP_017840086.1|DBUS, LOC108600509|XP_017843634.1|DBUS, LOC117134776|XP_033149362.1|DBUS, LOC108596002|XP_017836775.1|DBUS
OG0000243	LOC110190730|XP_020817010.1|DSER	LOC108599466|XP_017841791.1|DBUS
OG0000244	LOC110186524|XP_020811381.1|DSER, LOC110186486|XP_020811332.1|DSER	LOC108604780|XP_017849865.1|DBUS
OG0000244	LOC110186796|XP_020811735.1|DSER	LOC108603470|XP_017847798.1|DBUS, LOC108603469|XP_017847797.1|DBUS, LOC108603468|XP_017847796.1|DBUS
OG0000246	LOC110182190|XP_020805863.1|DSER	LOC108594741|XP_017835368.1|DBUS, LOC108594884|XP_017835511.1|DBUS, LOC108594698|XP_017835327.1|DBUS
OG0000247	LOC110186895|XP_020811867.1|DSER, LOC110187075|XP_020812128.1|DSER, LOC110187201|XP_020812263.1|DSER, LOC110186767|XP_020811691.1|DSER	LOC108601322|XP_017844710.1|DBUS, LOC108602035|XP_017845532.1|DBUS
OG0000248	LOC110185181|XP_020809557.1|DSER	LOC108600497|XP_017843620.2|DBUS
OG0000249	LOC110176902|XP_020799049.1|DSER	LOC108607548|XP_017853925.1|DBUS
OG0000249	LOC110176901|XP_020799047.1|DSER	LOC108607547|XP_017853924.1|DBUS
OG0000249	LOC110176839|XP_020798954.1|DSER	LOC108607544|XP_017853918.1|DBUS
OG0000250	LOC110183944|XP_020807964.1|DSER	LOC108608188|XP_017854941.2|DBUS
OG0000250	LOC110183945|XP_020807965.1|DSER, LOC110178416|XP_020801218.1|DSER	LOC108594214|XP_017834810.2|DBUS
OG0000250	LOC110183942|XP_020807962.1|DSER	LOC108594449|XP_017835113.1|DBUS
OG0000251	LOC110180147|XP_020803454.1|DSER	LOC108607126|XP_017853253.1|DBUS
OG0000251	LOC110178158|XP_020800854.1|DSER	LOC108595567|XP_017836317.1|DBUS
OG0000251	LOC110190429|XP_020816569.1|DSER	LOC108599778|XP_017842321.2|DBUS
OG0000252	LOC110177676|XP_020800158.1|DSER	LOC108595016|XP_017835640.1|DBUS
OG0000252	LOC110177675|XP_020800157.1|DSER	LOC108595015|XP_017835639.1|DBUS
OG0000252	LOC110177677|XP_020800159.1|DSER	LOC108595017|XP_017835641.1|DBUS
OG0000253	LOC110191627|XP_020818175.1|DSER	LOC108598953|XP_017841213.2|DBUS
OG0000253	LOC110191643|XP_020818196.1|DSER, LOC110191621|XP_020818168.1|DSER, LOC110191616|XP_020818165.1|DSER, LOC110191629|XP_020818178.1|DSER	LOC108606847|XP_017852836.1|DBUS
OG0000254	LOC110187974|XP_020813154.1|DSER, LOC110187975|XP_020813155.1|DSER, LOC110186294|XP_020811068.1|DSER, LOC110187973|XP_020813152.1|DSER	LOC108601554|XP_017844942.1|DBUS, LOC108601555|XP_033150150.1|DBUS
OG0000255	LOC110189620|XP_020815418.1|DSER	Cyp6g1|NP_001352255.1|DBUS
OG0000256	LOC110184065|XP_020808103.1|DSER	LOC108596849|XP_017838468.1|DBUS
OG0000256	LOC110184032|XP_020808063.1|DSER	LOC108595494|XP_017836236.1|DBUS, LOC108595354|XP_017836066.1|DBUS, LOC108595440|XP_017836163.1|DBUS, LOC108597563|XP_017839661.1|DBUS
OG0000257	LOC110185491|XP_020810045.1|DSER	LOC108595574|XP_017836324.1|DBUS, LOC108606343|XP_017851876.1|DBUS
OG0000258	LOC110189661|XP_020815465.1|DSER	LOC108596130|XP_033150974.1|DBUS
OG0000258	LOC110189659|XP_020815463.1|DSER	LOC108596131|XP_017837087.1|DBUS
OG0000258	LOC110189660|XP_020815464.1|DSER	LOC108596132|XP_017837088.1|DBUS
OG0000259	LOC110184328|XP_020808486.1|DSER	LOC108602134|XP_017845651.1|DBUS
OG0000259	LOC110181432|XP_020804834.1|DSER	LOC108595237|XP_017835928.2|DBUS
OG0000260	LOC110177891|XP_020800521.1|DSER	LOC108596208|XP_017837221.1|DBUS
OG0000260	LOC110186163|XP_020810873.1|DSER	LOC108602333|XP_017845912.1|DBUS
OG0000260	LOC110177937|XP_020800581.1|DSER	LOC108596210|XP_017837223.1|DBUS
OG0000262	LOC110184685|XP_020808957.1|DSER	LOC108600926|XP_033149531.1|DBUS
OG0000262	LOC110184684|XP_020808956.1|DSER	LOC108600827|XP_033149501.1|DBUS
OG0000262	LOC110189285|XP_020814969.1|DSER	LOC108596898|XP_017838577.1|DBUS
OG0000263	LOC110178332|XP_020801100.1|DSER	LOC108595634|XP_017836394.1|DBUS
OG0000263	LOC110184756|XP_020809044.1|DSER	LOC108598045|XP_017840149.1|DBUS
OG0000264	LOC110181547|XP_020804989.1|DSER	LOC108606513|XP_017852170.2|DBUS
OG0000264	LOC110181531|XP_020804970.1|DSER	LOC108607069|XP_017853175.1|DBUS
OG0000264	LOC110186245|XP_020810973.1|DSER	LOC108604425|XP_017849379.1|DBUS
OG0000265	LOC110184498|XP_020808718.1|DSER	LOC108600676|XP_017843870.1|DBUS, LOC108600677|XP_017843871.1|DBUS
OG0000266	LOC110191553|XP_020818088.1|DSER	LOC108597228|XP_017839160.1|DBUS
OG0000266	LOC110183864|XP_020807876.1|DSER, LOC110191552|XP_020818087.1|DSER	LOC108597230|XP_017839162.1|DBUS
OG0000267	LOC110186401|XP_020811224.1|DSER	LOC108604393|XP_017849340.1|DBUS
OG0000267	LOC110186508|XP_020811362.1|DSER	LOC108602225|XP_017845761.1|DBUS, LOC108601580|XP_017844968.2|DBUS
OG0000269	LOC110191250|XP_020817689.1|DSER	LOC108604565|XP_017849583.1|DBUS
OG0000269	LOC110186153|XP_020810862.1|DSER	LOC108604432|XP_017849394.1|DBUS
OG0000271	LOC110185632|XP_020810247.1|DSER	LOC108608211|XP_017854975.1|DBUS
OG0000271	LOC110190984|XP_020817355.1|DSER	LOC108597000|XP_033148918.1|DBUS
OG0000272	LOC110176724|XP_020798825.1|DSER	LOC108600005|XP_033149738.1|DBUS
OG0000272	LOC110185477|XP_020810007.1|DSER	LOC108607367|XP_017853570.1|DBUS
OG0000273	LOC110191065|XP_020817453.1|DSER	LOC108603603|XP_017848039.1|DBUS
OG0000274	LOC110190539|XP_020816789.1|DSER, LOC110190617|XP_020816908.1|DSER, LOC110187177|XP_020812237.1|DSER	LOC108596888|XP_017838558.1|DBUS
OG0000274	LOC110179189|XP_020802265.1|DSER	LOC108594682|XP_017835312.1|DBUS
OG0000276	LOC110177855|XP_020800461.1|DSER, LOC110176939|XP_020799100.1|DSER	LOC108595389|XP_017836104.1|DBUS, LOC108604324|XP_017849242.2|DBUS
OG0000277	LOC110187326|XP_020812372.1|DSER, LOC110182409|XP_020806106.1|DSER, LOC110191383|XP_020817898.1|DSER, LOC110191271|XP_020817725.1|DSER	LOC108601377|XP_017844766.1|DBUS
OG0000279	LOC110190337|XP_020816394.1|DSER	LOC108599491|XP_017841827.1|DBUS
OG0000279	LOC110190205|XP_020816218.1|DSER	LOC108599490|XP_017841826.1|DBUS
OG0000280	LOC110190395|XP_020816507.1|DSER	LOC108599614|XP_017842059.1|DBUS
OG0000280	LOC110190396|XP_020816508.1|DSER	LOC108599613|XP_017842058.2|DBUS
OG0000280	LOC110190394|XP_020816506.1|DSER	LOC108599612|XP_017842057.2|DBUS
OG0000281	LOC110178737|XP_020801622.1|DSER	LOC108600830|XP_017844112.1|DBUS
OG0000281	LOC110179112|XP_020802161.1|DSER	LOC108605843|XP_017851140.1|DBUS
OG0000281	LOC110181851|XP_020805420.1|DSER	LOC108605876|XP_017851178.2|DBUS
OG0000282	LOC110178644|XP_020801495.1|DSER	LOC108601120|XP_017844529.1|DBUS
OG0000282	LOC110182582|XP_020806287.1|DSER	LOC108605394|XP_017850553.1|DBUS
OG0000283	LOC110178344|XP_020801122.1|DSER	LOC108595850|XP_017836630.1|DBUS
OG0000283	LOC110186757|XP_020811678.1|DSER	LOC108602940|XP_017846772.1|DBUS
OG0000284	LOC110185830|XP_020810495.1|DSER	LOC108608330|XP_033150746.1|DBUS
OG0000284	LOC110185802|XP_020810466.1|DSER	LOC108601971|XP_017845456.1|DBUS
OG0000285	LOC110184059|XP_020808095.1|DSER	LOC108594943|XP_033150972.1|DBUS
OG0000285	LOC110184036|XP_020808069.1|DSER	LOC117134629|XP_033150973.1|DBUS
OG0000286	LOC110186126|XP_020810835.1|DSER	LOC108603513|XP_017853940.2|DBUS
OG0000287	LOC110181615|XP_020805078.1|DSER	LOC108604920|XP_017849979.1|DBUS
OG0000287	LOC110181616|XP_020805079.1|DSER	LOC108606373|XP_017851913.1|DBUS
OG0000287	LOC110181553|XP_020804995.1|DSER	LOC108604919|XP_017849978.1|DBUS
OG0000288	LOC110185030|XP_020809341.1|DSER, LOC110185032|XP_020809343.1|DSER, LOC110185029|XP_020809340.1|DSER	LOC108607689|XP_017854157.2|DBUS
OG0000289	LOC110190086|XP_020816051.1|DSER	LOC117134802|XP_033149638.1|DBUS
OG0000289	LOC110185271|XP_020809676.1|DSER, LOC110190087|XP_020816052.1|DSER	LOC108598318|XP_033149634.1|DBUS
OG0000292	LOC110176409|XP_020798411.1|DSER	LOC108597234|XP_017839171.1|DBUS, LOC108595235|XP_017835923.1|DBUS
OG0000292	LOC110177531|XP_020799951.1|DSER	LOC108600482|XP_017843590.2|DBUS
OG0000293	LOC110184823|XP_020809130.1|DSER	LOC108602452|XP_017846064.1|DBUS, LOC108602087|XP_017845599.1|DBUS
OG0000293	LOC110185528|XP_020810089.1|DSER	LOC108608424|XP_017855280.1|DBUS
OG0000294	LOC110186075|XP_020810770.1|DSER	LOC108607718|XP_033150716.1|DBUS
OG0000294	LOC110182064|XP_020805685.1|DSER	LOC108606227|XP_033150271.1|DBUS
OG0000296	LOC110185083|XP_020809423.1|DSER	LOC108603060|XP_017846990.1|DBUS
OG0000296	LOC110178762|XP_020801659.1|DSER	LOC108598660|XP_017840861.1|DBUS
OG0000296	LOC110182554|XP_020806263.1|DSER, LOC110191882|XP_020818528.1|DSER	LOC108605786|XP_017851078.1|DBUS
OG0000297	LOC110180657|XP_020804011.1|DSER, LOC110180198|XP_020803514.1|DSER	LOC108596173|XP_033149075.1|DBUS
OG0000298	LOC110184418|XP_020808612.1|DSER, LOC110178107|XP_020800781.1|DSER	LOC108607080|XP_017853191.1|DBUS
OG0000298	LOC110184437|XP_020808635.1|DSER	LOC108605913|XP_017851217.1|DBUS
OG0000298	LOC110185185|XP_020809561.1|DSER	LOC108597986|XP_017840089.1|DBUS
OG0000299	LOC110183991|XP_020808010.1|DSER	LOC108604113|XP_017848885.1|DBUS
OG0000299	LOC110184033|XP_020808068.1|DSER	LOC108601680|XP_017845078.2|DBUS
OG0000299	LOC110185254|XP_020809654.1|DSER	LOC108603624|XP_033149913.1|DBUS
OG0000300	LOC110178879|XP_020801812.1|DSER	LOC108598091|XP_017840194.2|DBUS
OG0000300	LOC110178878|XP_020801811.1|DSER	LOC108600809|XP_017844083.1|DBUS
OG0000300	LOC110178967|XP_020801931.1|DSER	LOC108598090|XP_017840193.1|DBUS
OG0000301	LOC110185425|XP_020809898.1|DSER	LOC108607337|XP_017853509.1|DBUS
OG0000301	LOC110177021|XP_020799194.1|DSER	LOC108608553|XP_033150214.1|DBUS
OG0000302	LOC110189890|XP_020815799.1|DSER	LOC108598818|XP_017841053.1|DBUS
OG0000302	LOC110189891|XP_020815803.1|DSER	LOC108598782|XP_017841011.1|DBUS
OG0000303	LOC110179035|XP_020802048.1|DSER	LOC108599341|XP_017841633.1|DBUS
OG0000303	LOC110176908|XP_020799056.1|DSER	LOC108600216|XP_017843130.1|DBUS
OG0000304	LOC110186994|XP_020812009.1|DSER	LOC108601282|XP_017844670.1|DBUS
OG0000304	LOC110186501|XP_020811354.1|DSER	LOC108602405|XP_033150048.1|DBUS
OG0000305	LOC110176298|XP_020798277.1|DSER	LOC108598240|XP_033150647.1|DBUS
OG0000305	LOC110176264|XP_020798237.1|DSER	LOC108598239|XP_033150646.1|DBUS
OG0000306	LOC110185487|XP_020810019.1|DSER, LOC110179742|XP_020803016.1|DSER	LOC108595190|XP_017835861.1|DBUS
OG0000306	LOC110177947|XP_020800590.1|DSER	LOC108594493|XP_017835176.2|DBUS
OG0000306	LOC110181522|XP_020804956.1|DSER	LOC108606953|XP_017852998.1|DBUS
OG0000307	LOC110191435|XP_020817957.1|DSER	LOC108603248|XP_017847376.1|DBUS
OG0000307	LOC110177424|XP_020799801.1|DSER	LOC108603812|XP_017848404.1|DBUS
OG0000308	LOC110178071|XP_020800735.1|DSER, LOC110183860|XP_020807873.1|DSER	LOC108603663|XP_017848149.1|DBUS
OG0000309	LOC110190628|XP_020816885.1|DSER, LOC110189989|XP_020815944.1|DSER, LOC110189980|XP_020815931.1|DSER	LOC108604840|XP_017849948.1|DBUS
OG0000310	LOC110183227|XP_020807102.1|DSER, LOC110186029|XP_020810723.1|DSER, LOC110186003|XP_020810691.1|DSER	LOC108606265|XP_017851713.1|DBUS, LOC108595704|XP_017836477.1|DBUS
OG0000311	LOC110177428|XP_020799810.1|DSER, LOC110177207|XP_020799485.1|DSER	LOC108602230|XP_017845767.1|DBUS
OG0000311	LOC110176044|XP_020797914.1|DSER	LOC108607070|XP_017853177.1|DBUS
OG0000312	LOC110183747|XP_020807761.1|DSER	LOC108600028|XP_017842837.1|DBUS
OG0000312	LOC110178155|XP_020800844.1|DSER	LOC108608384|XP_017855224.1|DBUS
OG0000313	LOC110183874|XP_020807886.1|DSER	LOC108599611|XP_017842056.2|DBUS, LOC108608191|XP_017854947.2|DBUS
OG0000313	LOC110185592|XP_020810186.1|DSER	LOC108607508|XP_017853861.1|DBUS
OG0000314	LOC110183767|XP_020807782.1|DSER	LOC108596465|XP_017837715.1|DBUS
OG0000314	LOC110183766|XP_020807781.1|DSER	LOC108594353|XP_017834997.1|DBUS
OG0000315	LOC110187529|XP_020812582.1|DSER, LOC110179901|XP_020803157.1|DSER, LOC110187514|XP_020812568.1|DSER, LOC110179900|XP_020803156.1|DSER	LOC108597635|XP_033149461.1|DBUS
OG0000316	LOC110184082|XP_020808126.1|DSER	LOC108595882|XP_017836662.1|DBUS, LOC108597318|XP_017839297.2|DBUS, LOC117134670|XP_033148969.1|DBUS, LOC108595890|XP_017836669.1|DBUS, LOC117134689|XP_033149081.1|DBUS
OG0000316	LOC110184091|XP_020808134.1|DSER	LOC117134711|XP_033149136.1|DBUS, LOC117134710|XP_033149135.1|DBUS, LOC108595718|XP_017836489.2|DBUS, LOC108597321|XP_017839300.2|DBUS, LOC108595623|XP_017836377.2|DBUS, LOC108597320|XP_017839299.2|DBUS, LOC117134694|XP_033149090.1|DBUS, LOC108595843|XP_017836622.1|DBUS, LOC108597319|XP_017839298.1|DBUS
OG0000317	LOC110185808|XP_020810475.1|DSER, LOC110177787|XP_020800314.1|DSER, LOC110177789|XP_020800317.1|DSER, LOC110185756|XP_020810418.1|DSER	LOC108602857|XP_017846622.1|DBUS
OG0000319	LOC110177421|XP_020799798.1|DSER	LOC108603454|XP_033149914.1|DBUS
OG0000319	LOC110188326|XP_020813696.1|DSER, LOC110190766|XP_020817059.1|DSER	LOC108603761|XP_017848329.1|DBUS, LOC108603760|XP_017848328.1|DBUS, LOC108601783|XP_017845199.1|DBUS
OG0000320	LOC110186494|XP_020811348.1|DSER	LOC108601634|XP_017845021.1|DBUS
OG0000321	LOC110183965|XP_020807980.1|DSER, LOC110179933|XP_020803190.1|DSER	LOC108607372|XP_033149546.1|DBUS
OG0000322	LOC110178861|XP_020801794.1|DSER	LOC108606751|XP_017852640.1|DBUS
OG0000322	LOC110182584|XP_020806289.1|DSER	LOC108605276|XP_017850398.1|DBUS
OG0000323	LOC110185569|XP_020810153.1|DSER	LOC108607579|XP_017853964.1|DBUS
OG0000323	LOC110190960|XP_020817309.1|DSER	LOC108602072|XP_017845581.1|DBUS
OG0000324	LOC110184629|XP_020808923.1|DSER	LOC108597753|XP_017839951.1|DBUS
OG0000325	LOC110185248|XP_020809643.1|DSER	LOC108598987|XP_017841252.1|DBUS
OG0000325	LOC110185249|XP_020809644.1|DSER	LOC108598979|XP_017841243.1|DBUS
OG0000327	LOC110191544|XP_020818075.1|DSER	LOC108595544|XP_017836292.1|DBUS
OG0000327	LOC110189505|XP_020815272.1|DSER	LOC108595981|XP_017836756.2|DBUS
OG0000328	LOC110184689|XP_020808960.1|DSER	LOC108598078|XP_017840181.1|DBUS
OG0000329	LOC110183868|XP_020807880.1|DSER	LOC108598888|XP_017841138.1|DBUS
OG0000330	LOC110186344|XP_020811151.1|DSER, LOC110186311|XP_020811092.1|DSER, LOC110186310|XP_020811091.1|DSER, LOC110186348|XP_020811154.1|DSER, LOC110186324|XP_020811122.1|DSER, LOC110188447|XP_020813834.1|DSER, LOC110182036|XP_020805624.1|DSER	LOC108607654|XP_017854085.2|DBUS, LOC108607414|XP_017853732.1|DBUS
OG0000331	LOC110182610|XP_020806331.1|DSER	LOC108594354|XP_017835000.1|DBUS
OG0000332	LOC110187060|XP_020812104.1|DSER	LOC108598925|XP_017841179.2|DBUS
OG0000332	LOC110184161|XP_020808228.1|DSER	LOC108605737|XP_017851021.1|DBUS
OG0000333	LOC110184708|XP_020808983.1|DSER	LOC108598445|XP_017840570.1|DBUS
OG0000333	LOC110185283|XP_020809689.1|DSER	LOC108598673|XP_017840880.1|DBUS
OG0000334	LOC110184488|XP_020808703.1|DSER	LOC108597189|XP_017839106.1|DBUS
OG0000334	LOC110178231|XP_020800942.1|DSER	LOC108597203|XP_017839130.1|DBUS
OG0000335	LOC110186071|XP_020810765.1|DSER	LOC108607652|XP_017854083.2|DBUS
OG0000335	LOC110185809|XP_020810472.1|DSER	LOC108601633|XP_017845024.1|DBUS
OG0000336	LOC110186378|XP_020811190.1|DSER	LOC108604766|XP_017849849.1|DBUS
OG0000336	LOC110186366|XP_020811175.1|DSER	LOC108604771|XP_017849852.1|DBUS
OG0000336	LOC110186764|XP_020811685.1|DSER	LOC108604495|XP_033150696.1|DBUS
OG0000337	LOC110190393|XP_020816505.1|DSER	LOC108599610|XP_017842055.1|DBUS
OG0000337	LOC110182589|XP_020806300.1|DSER	LOC108604452|XP_017849421.1|DBUS
OG0000338	LOC110177639|XP_020800110.1|DSER	LOC108599643|XP_017842107.1|DBUS
OG0000338	LOC110178259|XP_020800976.1|DSER	LOC108597075|XP_017838899.1|DBUS
OG0000339	LOC110190753|XP_020817035.1|DSER, LOC110190609|XP_020816861.1|DSER	LOC108599718|XP_017842204.1|DBUS
OG0000340	LOC110182004|XP_020805598.1|DSER	LOC108597634|XP_017839768.1|DBUS
OG0000342	LOC110184256|XP_020808379.1|DSER	LOC108606674|XP_017852497.1|DBUS
OG0000342	LOC110178751|XP_020801645.1|DSER	LOC108595602|XP_017836354.1|DBUS
OG0000343	LOC110189161|XP_020814790.1|DSER	LOC108601719|XP_017845126.1|DBUS
OG0000343	LOC110188362|XP_020813731.1|DSER	LOC108601887|XP_017845351.1|DBUS
OG0000344	LOC110191127|XP_020817539.1|DSER	LOC108597541|XP_017839635.1|DBUS
OG0000344	LOC110186990|XP_020812006.1|DSER	LOC108604139|XP_017848937.1|DBUS
OG0000345	LOC110182943|XP_020806785.1|DSER	LOC108595458|XP_017836188.1|DBUS
OG0000345	LOC110189741|XP_020815597.1|DSER	LOC108596549|XP_017837935.1|DBUS
OG0000346	LOC110177761|XP_020800284.1|DSER, LOC110176582|XP_020798655.1|DSER	LOC108594855|XP_017835481.2|DBUS, LOC108597134|XP_017839011.2|DBUS
OG0000347	LOC110176227|XP_020798172.1|DSER	LOC108600944|XP_017844276.1|DBUS
OG0000348	LOC110179172|XP_020802232.1|DSER	LOC108594488|XP_017835155.1|DBUS
OG0000349	LOC110185639|XP_020810255.1|DSER	LOC108598235|XP_017840342.2|DBUS
OG0000350	LOC110179012|XP_020802011.1|DSER, LOC110178888|XP_020801820.1|DSER	LOC108599443|XP_033149598.1|DBUS
OG0000350	LOC110186748|XP_020811670.1|DSER	LOC108602939|XP_017846771.1|DBUS
OG0000351	LOC110177763|XP_020800288.1|DSER	LOC108594969|XP_033150922.1|DBUS
OG0000351	LOC110177764|XP_020800289.1|DSER	LOC108594692|XP_033150921.1|DBUS
OG0000353	LOC110186717|XP_020811648.1|DSER	LOC108604479|XP_017849455.1|DBUS
OG0000353	LOC110185629|XP_020810240.1|DSER	LOC108608513|XP_017855403.1|DBUS
OG0000354	LOC110182267|XP_020805943.1|DSER, LOC110178541|XP_020801360.1|DSER	LOC108606290|XP_017851768.1|DBUS
OG0000354	LOC110177650|XP_020800122.1|DSER, LOC110187333|XP_020812379.1|DSER	LOC108606282|XP_017851755.1|DBUS
OG0000355	LOC110182888|XP_020806691.1|DSER	LOC108597175|XP_017839080.1|DBUS
OG0000355	LOC110189463|XP_020815198.1|DSER	LOC108596800|XP_017838395.1|DBUS, LOC108596820|XP_017838426.2|DBUS
OG0000358	LOC110188642|XP_020814076.1|DSER, LOC110188561|XP_020813978.1|DSER, LOC110188681|XP_020814144.1|DSER	LOC108601709|XP_017845114.1|DBUS
OG0000360	LOC110186680|XP_020811605.1|DSER, LOC110186725|XP_020811653.1|DSER, LOC110186837|XP_020811786.1|DSER, LOC110186844|XP_020811791.1|DSER, LOC110186566|XP_020811433.1|DSER, LOC110186707|XP_020811638.1|DSER, LOC110186523|XP_020811380.1|DSER	LOC108602007|XP_017845498.1|DBUS
OG0000361	LOC110182815|XP_020806608.1|DSER, LOC110182824|XP_020806619.1|DSER	LOC108594475|XP_017835150.1|DBUS
OG0000361	LOC110182593|XP_020806306.1|DSER	LOC108594497|XP_017835182.2|DBUS
OG0000362	LOC110184521|XP_020808748.1|DSER	LOC108607393|XP_017853648.1|DBUS
OG0000362	LOC110190414|XP_020816537.1|DSER	LOC108600958|XP_017844298.1|DBUS
OG0000363	LOC110191942|XP_020818618.1|DSER	LOC108602883|XP_017846674.1|DBUS
OG0000363	LOC110190616|XP_020816871.1|DSER	LOC108600098|XP_033149720.1|DBUS
OG0000364	LOC110188799|XP_020814323.1|DSER	LOC108598379|XP_033149590.1|DBUS
OG0000364	LOC110188800|XP_020814324.1|DSER	LOC108599780|XP_017842324.1|DBUS
OG0000365	LOC110182973|XP_020806825.1|DSER	LOC108597350|XP_017839346.1|DBUS
OG0000365	LOC110183432|XP_020807372.1|DSER	LOC108608395|XP_017855239.1|DBUS
OG0000366	LOC110175921|XP_020797758.1|DSER	LOC108606347|XP_033150382.1|DBUS
OG0000366	LOC110186439|XP_020811281.1|DSER	LOC108604826|XP_017849927.1|DBUS
OG0000367	LOC110190468|XP_020816636.1|DSER	LOC108600654|XP_017843840.1|DBUS
OG0000367	LOC110179453|XP_020802663.1|DSER	LOC108596916|XP_017838614.1|DBUS
OG0000368	LOC110181229|XP_020804585.1|DSER	LOC108598397|XP_017840506.2|DBUS
OG0000368	LOC110181252|XP_020804616.1|DSER	LOC108598405|XP_017840516.1|DBUS
OG0000370	LOC110185250|XP_020809645.1|DSER	LOC108596306|XP_017837395.1|DBUS, LOC108596305|XP_017837393.1|DBUS
OG0000370	LOC110176046|XP_020797917.1|DSER	LOC108598805|XP_017841037.1|DBUS, LOC108595840|XP_017836620.1|DBUS
OG0000371	LOC110182026|XP_020805615.1|DSER	LOC108605366|XP_017850524.1|DBUS
OG0000371	LOC110186885|XP_020811844.1|DSER	LOC108601374|XP_017844763.1|DBUS
OG0000372	LOC110184755|XP_020809043.1|DSER	LOC108599767|XP_017842284.1|DBUS, LOC108607628|XP_017854041.1|DBUS
OG0000372	LOC110181300|XP_020804680.1|DSER, LOC110179134|XP_020802184.1|DSER, LOC110181299|XP_020804679.1|DSER, LOC110181298|XP_020804678.1|DSER	LOC108608132|XP_017854853.1|DBUS
OG0000373	LOC110181306|XP_020804686.1|DSER	LOC108601807|XP_017845232.1|DBUS
OG0000373	LOC110178656|XP_020801511.1|DSER	LOC108598666|XP_017840868.1|DBUS
OG0000373	LOC110191149|XP_020817564.1|DSER, LOC110191098|XP_020817503.1|DSER	LOC108596452|XP_017837689.1|DBUS
OG0000374	LOC110184361|XP_020808513.1|DSER	LOC108598254|XP_017840358.2|DBUS
OG0000375	LOC110190575|XP_020816822.1|DSER, LOC110190574|XP_020816820.1|DSER, LOC110190576|XP_020816823.1|DSER	LOC108597891|XP_017839999.2|DBUS, LOC108599556|XP_017841939.2|DBUS
OG0000377	LOC110181509|XP_020804937.1|DSER	LOC108605533|XP_017850774.1|DBUS
OG0000378	LOC110190907|XP_020817227.1|DSER	LOC108596230|XP_017837257.1|DBUS
OG0000378	LOC110182542|XP_020806250.1|DSER	LOC108606919|XP_017852949.1|DBUS
OG0000379	LOC110191655|XP_020818214.1|DSER, LOC110191640|XP_020818194.1|DSER, LOC110185096|XP_020809482.1|DSER	LOC108596783|XP_017838373.1|DBUS
OG0000380	LOC110184706|XP_020808981.1|DSER	LOC108598737|XP_017840959.1|DBUS
