Orthogroup	DSER.longest_only	DMAU.longest_only
OG0002588	LOC110188751|XP_020814250.1|DSER	LOC117142480|XP_033162389.1|DMAU
OG0002589	LOC110186700|XP_020811632.1|DSER	LOC117143057|XP_033163397.1|DMAU
OG0002590	LOC110181585|XP_020805037.1|DSER	LOC117147015|XP_033169590.1|DMAU
OG0002591	LOC110186708|XP_020811639.1|DSER	LOC117142669|XP_033162693.1|DMAU
OG0002592	LOC110177388|XP_020799750.1|DSER	LOC117144121|XP_033165034.1|DMAU
OG0002593	LOC110177405|XP_020799770.1|DSER	LOC117144704|XP_033165924.1|DMAU
OG0002594	LOC110190953|XP_020817293.1|DSER	LOC117143338|XP_033163891.1|DMAU
OG0002595	LOC110188012|XP_020813199.1|DSER	LOC117143102|XP_033163473.1|DMAU
OG0002596	LOC110185509|XP_020810066.1|DSER	LOC117143494|XP_033164099.1|DMAU
OG0002597	LOC110186197|XP_020810916.1|DSER	LOC117143019|XP_033163288.1|DMAU
OG0002598	LOC110177351|XP_020799702.1|DSER	LOC117144462|XP_033165513.1|DMAU
OG0002599	LOC110188283|XP_020813639.1|DSER	LOC117144927|XP_033166270.1|DMAU
OG0002600	LOC110180894|XP_020804262.1|DSER	LOC117137375|XP_033154677.1|DMAU
OG0002601	LOC110188463|XP_020813852.1|DSER	LOC117143425|XP_033164022.1|DMAU
OG0002602	LOC110184198|XP_020808293.1|DSER	LOC117143623|XP_033164280.1|DMAU
OG0002603	LOC110186957|XP_020811952.1|DSER	LOC117143554|XP_033164187.1|DMAU
OG0002604	LOC110186181|XP_020810899.1|DSER	LOC117143555|XP_033164188.1|DMAU
OG0002605	LOC110186423|XP_020811263.1|DSER	LOC117145288|XP_033166768.1|DMAU
OG0002606	LOC110191082|XP_020817478.1|DSER	LOC117142745|XP_033162806.1|DMAU
OG0002607	LOC110188420|XP_020813807.1|DSER	LOC117145794|XP_033167471.1|DMAU
OG0002608	LOC110188503|XP_020813894.1|DSER	LOC117145974|XP_033167770.1|DMAU
OG0002609	LOC110178526|XP_020801341.1|DSER	LOC117135768|XP_033152125.1|DMAU
OG0002610	LOC110188182|XP_020813413.1|DSER	LOC117145699|XP_033167331.1|DMAU
OG0002611	LOC110189138|XP_020814770.1|DSER	LOC117142438|XP_033162292.1|DMAU
OG0002612	LOC110188388|XP_020813767.1|DSER	LOC117144722|XP_033165953.1|DMAU
OG0002613	LOC110191075|XP_020817467.1|DSER	LOC117142346|XP_033162153.1|DMAU
OG0002614	LOC110176427|XP_020798434.1|DSER	LOC117145960|XP_033167747.1|DMAU
OG0002615	LOC110185336|XP_020809773.1|DSER	LOC117139161|XP_033157210.1|DMAU
OG0002616	LOC110177332|XP_020799673.1|DSER	LOC117142533|XP_033162470.1|DMAU, LOC117142536|XP_033162473.1|DMAU
OG0002617	LOC110187930|XP_020813100.1|DSER	LOC117143492|XP_033164096.1|DMAU
OG0002618	LOC110190398|XP_020816514.1|DSER	LOC117143042|XP_033163376.1|DMAU
OG0002619	LOC110188210|XP_020813498.1|DSER	LOC117145057|XP_033166458.1|DMAU
OG0002620	LOC110188181|XP_020813417.1|DSER	LOC117142282|XP_033162056.1|DMAU
OG0002621	LOC110177302|XP_020799626.1|DSER	LOC117144431|XP_033165468.1|DMAU
OG0002622	LOC110190587|XP_020816839.1|DSER	LOC117140519|XP_033159388.1|DMAU
OG0002623	LOC110186866|XP_020811818.1|DSER	LOC117144577|XP_033165727.1|DMAU
OG0002624	LOC110190856|XP_020817165.1|DSER, LOC110191384|XP_020817899.1|DSER	LOC117144265|XP_033165258.1|DMAU
OG0002625	LOC110190901|XP_020817218.1|DSER	LOC117142742|XP_033162804.1|DMAU
OG0002626	LOC110184285|XP_020808426.1|DSER	LOC117146415|XP_033168506.1|DMAU
OG0002627	LOC110188624|XP_020814049.1|DSER	LOC117143254|XP_033163705.1|DMAU
OG0002628	LOC110190947|XP_020817280.1|DSER	LOC117143023|XP_033163294.1|DMAU
OG0002629	LOC110177402|XP_020799765.1|DSER	LOC117145954|XP_033167730.1|DMAU
OG0002630	LOC110191948|XP_020818626.1|DSER	LOC117145226|XP_033166690.1|DMAU
OG0002631	LOC110187664|XP_020812741.1|DSER	LOC117143743|XP_033164445.1|DMAU
OG0002632	LOC110186590|XP_020811471.1|DSER	LOC117144621|XP_033165806.1|DMAU
OG0002633	LOC110187836|XP_020812974.1|DSER	LOC117146074|XP_033167908.1|DMAU
OG0002634	LOC110186924|XP_020811909.1|DSER	LOC117143339|XP_033163893.1|DMAU
OG0002635	LOC110188218|XP_020813518.1|DSER	LOC117142585|XP_033162546.1|DMAU
OG0002636	LOC110188069|XP_020813278.1|DSER	LOC117144064|XP_033164964.1|DMAU
OG0002637	LOC110184997|XP_020809308.1|DSER	LOC117150671|XP_033173562.1|DMAU
OG0002638	LOC110176530|XP_020798569.1|DSER	LOC117142543|XP_033162482.1|DMAU
OG0002639	LOC110188668|XP_020814122.1|DSER	LOC117142795|XP_033162885.1|DMAU
OG0002640	LOC110191404|XP_020817921.1|DSER	LOC117144793|XP_033166060.1|DMAU
OG0002641	LOC110191287|XP_020817753.1|DSER	LOC117145088|XP_033166497.1|DMAU
OG0002642	LOC110191100|XP_020817505.1|DSER	LOC117143731|XP_033164432.1|DMAU
OG0002643	LOC110176573|XP_020798641.1|DSER	LOC117143730|XP_033164429.1|DMAU
OG0002644	LOC110176598|XP_020798675.1|DSER	LOC117145251|XP_033166723.1|DMAU
OG0002645	LOC110176594|XP_020798669.1|DSER	LOC117145442|XP_033166990.1|DMAU
OG0002646	LOC110184480|XP_020808690.1|DSER	LOC117144881|XP_033166184.1|DMAU
OG0002647	LOC110184449|XP_020808651.1|DSER	LOC117143952|XP_033164777.1|DMAU
OG0002648	LOC110184290|XP_020808437.1|DSER	LOC117144569|XP_033165714.1|DMAU
OG0002649	LOC110191155|XP_020817571.1|DSER	LOC117143909|XP_033164714.1|DMAU
OG0002650	LOC110184441|XP_020808641.1|DSER	LOC117143951|XP_033164775.1|DMAU
OG0002651	LOC110176570|XP_020798624.1|DSER	LOC117142913|XP_033163089.1|DMAU
OG0002652	LOC110177190|XP_020799444.1|DSER	LOC117143728|XP_033164423.1|DMAU
OG0002653	LOC110186383|XP_020811194.1|DSER	LOC117142662|XP_033162681.1|DMAU
OG0002654	LOC110187007|XP_020812028.1|DSER	LOC117142661|XP_033162680.1|DMAU
OG0002655	LOC110188233|XP_020813546.1|DSER	LOC117145984|XP_033167784.1|DMAU
OG0002656	LOC110184113|XP_020808171.1|DSER	LOC117143847|XP_033164595.1|DMAU
OG0002657	LOC110188217|XP_020813517.1|DSER	LOC117142583|XP_033162545.1|DMAU
OG0002658	LOC110186615|XP_020811508.1|DSER	LOC117145806|XP_033167498.1|DMAU
OG0002659	LOC110184217|XP_020808329.1|DSER	LOC117143988|XP_033164822.1|DMAU
OG0002660	LOC110191985|XP_020818675.1|DSER	LOC117147587|XP_033170424.1|DMAU
OG0002661	LOC110176533|XP_020798572.1|DSER	LOC117145492|XP_033167060.1|DMAU
OG0002662	LOC110189253|XP_020814920.1|DSER	LOC117138060|XP_033155773.1|DMAU
OG0002663	LOC110187712|XP_020812808.1|DSER	LOC117142682|XP_033162717.1|DMAU
OG0002664	LOC110178117|XP_020800793.1|DSER	LOC117135814|XP_033152215.1|DMAU
OG0002665	LOC110176911|XP_020799060.1|DSER	LOC117137503|XP_033154875.1|DMAU
OG0002666	LOC110182415|XP_020806114.1|DSER	LOC117138649|XP_033156759.1|DMAU
OG0002667	LOC110177998|XP_020800658.1|DSER	LOC117137484|XP_033154854.1|DMAU
OG0002668	LOC110177626|XP_020800094.1|DSER	LOC117140460|XP_033159291.1|DMAU
OG0002669	LOC110183871|XP_020807883.1|DSER, LOC110178062|XP_020800728.1|DSER	LOC117147397|XP_033170162.1|DMAU
OG0002670	LOC110189122|XP_020814756.1|DSER	LOC117140545|XP_033159429.1|DMAU
OG0002671	LOC110176688|XP_020798778.1|DSER, LOC110189117|XP_020814750.1|DSER	LOC117140955|XP_033160065.1|DMAU
OG0002672	LOC110181131|XP_020804461.1|DSER	LOC117135480|XP_033151587.1|DMAU
OG0002673	LOC110191659|XP_020818216.1|DSER	LOC117136237|XP_033152913.1|DMAU
OG0002674	LOC110177997|XP_020800655.1|DSER	LOC117135828|XP_033152229.1|DMAU
OG0002675	LOC110190466|XP_020816634.1|DSER	LOC117141073|XP_033160261.1|DMAU
OG0002676	LOC110188923|XP_020814507.1|DSER, LOC110177172|XP_020799438.1|DSER	LOC117135721|XP_033152049.1|DMAU
OG0002677	LOC110189467|XP_020815204.1|DSER	LOC117136268|XP_033152981.1|DMAU
OG0002678	LOC110179357|XP_020802529.1|DSER	LOC117138325|XP_033156254.1|DMAU
OG0002679	LOC110191681|XP_020818252.1|DSER	LOC117136146|XP_033152745.1|DMAU
OG0002680	LOC110183535|XP_020807494.1|DSER	LOC117148884|XP_033172477.1|DMAU
OG0002681	LOC110179230|XP_020802339.1|DSER	LOC117135681|XP_033151970.1|DMAU
OG0002682	LOC110189969|XP_020815917.1|DSER	LOC117139003|XP_033156987.1|DMAU
OG0002683	LOC110177254|XP_020799564.1|DSER	LOC117144848|XP_033166141.1|DMAU
OG0002684	LOC110191959|XP_020818636.1|DSER	LOC117147190|XP_033169883.1|DMAU
OG0002685	LOC110178646|XP_020801496.1|DSER	LOC117140004|XP_033158606.1|DMAU
OG0002686	LOC110188847|XP_020814411.1|DSER, LOC110182855|XP_020806651.1|DSER	LOC117141995|XP_033161734.1|DMAU
OG0002687	LOC110189975|XP_020815923.1|DSER	LOC117140450|XP_033159268.1|DMAU
OG0002688	LOC110187899|XP_020813059.1|DSER, LOC110190103|XP_020816070.1|DSER	LOC117141419|XP_033160738.1|DMAU
OG0002689	LOC110181511|XP_020804944.1|DSER	LOC117147520|XP_033170327.1|DMAU
OG0002690	LOC110189987|XP_020815935.1|DSER	LOC117141147|XP_033160371.1|DMAU
OG0002691	LOC110179503|XP_020802742.1|DSER	LOC117136056|XP_033152594.1|DMAU
OG0002692	LOC110191548|XP_020818081.1|DSER	LOC117138454|XP_033156471.1|DMAU
OG0002693	LOC110177606|XP_020800063.1|DSER	LOC117142119|XP_033161905.1|DMAU
OG0002694	LOC110178295|XP_020801042.1|DSER	LOC117137787|XP_033155332.1|DMAU
OG0002695	LOC110176224|XP_020798165.1|DSER	LOC117140929|XP_033160015.1|DMAU
OG0002696	LOC110177542|XP_020799970.1|DSER	LOC117139791|XP_033158295.1|DMAU
OG0002697	LOC110189092|XP_020814723.1|DSER	LOC117140262|XP_033158974.1|DMAU
OG0002698	LOC110182773|XP_020806552.1|DSER	LOC117139213|XP_033157281.1|DMAU
OG0002699	LOC110190584|XP_020816836.1|DSER	LOC117141079|XP_033160268.1|DMAU
OG0002700	LOC110190762|XP_020817051.1|DSER	LOC117141957|XP_033161607.1|DMAU
OG0002701	LOC110178447|XP_020801241.1|DSER	LOC117138555|XP_033156605.1|DMAU
OG0002702	LOC110176963|XP_020799128.1|DSER	LOC117136181|XP_033152816.1|DMAU
OG0002703	LOC110189672|XP_020815487.1|DSER	LOC117138432|XP_033156431.1|DMAU
OG0002704	LOC110177799|XP_020800347.1|DSER	LOC117138655|XP_033156776.1|DMAU
OG0002705	LOC110178780|XP_020801685.1|DSER	LOC117141971|XP_033161661.1|DMAU
OG0002706	LOC110179307|XP_020802452.1|DSER	LOC117138327|XP_033156255.1|DMAU
OG0002707	LOC110178711|XP_020801570.1|DSER	LOC117141188|XP_033160417.1|DMAU
OG0002708	LOC110190684|XP_020816953.1|DSER	LOC117141427|XP_033160756.1|DMAU
OG0002709	LOC110188973|XP_020814580.1|DSER	LOC117137829|XP_033155407.1|DMAU
OG0002710	LOC110179225|XP_020802321.1|DSER	LOC117137233|XP_033154483.1|DMAU
OG0002711	LOC110179242|XP_020802354.1|DSER	LOC117137729|XP_033155196.1|DMAU
OG0002712	LOC110177908|XP_020800538.1|DSER	LOC117136508|XP_033153343.1|DMAU
OG0002713	LOC110178109|XP_020800786.1|DSER	LOC117136529|XP_033153364.1|DMAU
OG0002714	LOC110185015|XP_020809364.1|DSER	LOC117136045|XP_033152575.1|DMAU
OG0002715	LOC110179075|XP_020802114.1|DSER	LOC117146751|XP_033169122.1|DMAU
OG0002716	LOC110184103|XP_020808153.1|DSER	LOC117137677|XP_033155137.1|DMAU
OG0002717	LOC110177155|XP_020799396.1|DSER	LOC117144356|XP_033165363.1|DMAU
OG0002718	LOC110191185|XP_020817612.1|DSER	LOC117139981|XP_033158575.1|DMAU
OG0002719	LOC110186608|XP_020811499.1|DSER	LOC117143156|XP_033163553.1|DMAU
OG0002720	LOC110189050|XP_020814676.1|DSER	LOC117139244|XP_033157346.1|DMAU
OG0002721	LOC110181442|XP_020804845.1|DSER	LOC117135196|XP_033151162.1|DMAU
OG0002722	LOC110182210|XP_020805899.1|DSER	LOC117136734|XP_033153655.1|DMAU
OG0002723	LOC110191374|XP_020817888.1|DSER	LOC117136315|XP_033153054.1|DMAU
OG0002724	LOC110188170|XP_020813405.1|DSER	LOC117142280|XP_033162053.1|DMAU
OG0002725	LOC110190106|XP_020816073.1|DSER	LOC117139399|XP_033157557.1|DMAU
OG0002726	LOC110188879|XP_020814453.1|DSER	LOC117141763|XP_033161281.1|DMAU
OG0002727	LOC110183370|XP_020807291.1|DSER, LOC110187379|XP_020812430.1|DSER	LOC117141406|XP_033160720.1|DMAU
OG0002728	LOC110181871|XP_020805458.1|DSER	LOC117138306|XP_033156200.1|DMAU
OG0002729	LOC110178585|XP_020801422.1|DSER	LOC117139966|XP_033158557.1|DMAU
OG0002730	LOC110189254|XP_020814921.1|DSER	LOC117135624|XP_033151877.1|DMAU
OG0002731	LOC110179419|XP_020802607.1|DSER	LOC117139257|XP_033157364.1|DMAU
OG0002732	LOC110177812|XP_020800361.1|DSER	LOC117137225|XP_033154473.1|DMAU
OG0002733	LOC110191126|XP_020817538.1|DSER	LOC117137353|XP_033154642.1|DMAU
OG0002734	LOC110189830|XP_020815686.1|DSER	LOC117135818|XP_033152216.1|DMAU
OG0002735	LOC110178336|XP_020801105.1|DSER	LOC117138312|XP_033156211.1|DMAU
OG0002736	LOC110178262|XP_020800986.1|DSER	LOC117138314|XP_033156218.1|DMAU
OG0002737	LOC110190656|XP_020816915.1|DSER	LOC117139559|XP_033157845.1|DMAU
OG0002738	LOC110183655|XP_020807642.1|DSER	LOC117139908|XP_033158480.1|DMAU
OG0002739	LOC110189893|XP_020815805.1|DSER	LOC117140583|XP_033159478.1|DMAU
OG0002740	LOC110189892|XP_020815804.1|DSER	LOC117140581|XP_033159477.1|DMAU
OG0002741	LOC110179206|XP_020802284.1|DSER	LOC117135443|XP_033151511.1|DMAU
OG0002742	LOC110191509|XP_020818036.1|DSER	LOC117137163|XP_033154366.1|DMAU
OG0002743	LOC110188876|XP_020814449.1|DSER	LOC117139789|XP_033158294.1|DMAU
OG0002744	LOC110189907|XP_020815831.1|DSER	LOC117140513|XP_033159381.1|DMAU
OG0002745	LOC110177550|XP_020799979.1|DSER	LOC117141827|XP_033161371.1|DMAU
OG0002746	LOC110188920|XP_020814501.1|DSER	LOC117137733|XP_033155202.1|DMAU
OG0002747	LOC110187709|XP_020812803.1|DSER	LOC117145558|XP_033167152.1|DMAU
OG0002748	LOC110179280|XP_020802431.1|DSER	LOC117137357|XP_033154648.1|DMAU
OG0002749	LOC110179361|XP_020802538.1|DSER	LOC117135722|XP_033152051.1|DMAU
OG0002750	LOC110189281|XP_020814963.1|DSER, LOC110176774|XP_020798871.1|DSER	LOC117138167|XP_033155939.1|DMAU
OG0002751	LOC110182896|XP_020806707.1|DSER	LOC117137367|XP_033154660.1|DMAU
OG0002752	LOC110177078|XP_020799254.1|DSER	LOC117138070|XP_033155785.1|DMAU
OG0002753	LOC110182758|XP_020806531.1|DSER	LOC117136817|XP_033153777.1|DMAU
OG0002754	LOC110178774|XP_020801676.1|DSER	LOC117141778|XP_033161301.1|DMAU
OG0002755	LOC110189381|XP_020815089.1|DSER	LOC117136803|XP_033153758.1|DMAU
OG0002756	LOC110178544|XP_020801362.1|DSER, LOC110184619|XP_020808873.1|DSER	LOC117141754|XP_033161267.1|DMAU
OG0002757	LOC110190572|XP_020816808.1|DSER	LOC117141019|XP_033160173.1|DMAU
OG0002758	LOC110177903|XP_020800530.1|DSER	LOC117137192|XP_033154409.1|DMAU
OG0002759	LOC110188117|XP_020813357.1|DSER	LOC117135771|XP_033152129.1|DMAU
OG0002760	LOC110184069|XP_020808108.1|DSER	LOC117137811|XP_033155381.1|DMAU
OG0002761	LOC110184095|XP_020808139.1|DSER	LOC117137493|XP_033154863.1|DMAU
OG0002762	LOC110189514|XP_020815297.1|DSER	LOC117136956|XP_033153999.1|DMAU
OG0002763	LOC110190491|XP_020816666.1|DSER	LOC117141139|XP_033160361.1|DMAU
OG0002764	LOC110185187|XP_020809563.1|DSER	LOC117141564|XP_033160962.1|DMAU
OG0002765	LOC110180052|XP_020803332.1|DSER	LOC117135861|XP_033152278.1|DMAU
OG0002766	LOC110180054|XP_020803335.1|DSER	LOC117137542|XP_033154930.1|DMAU
OG0002767	LOC110190925|XP_020817247.1|DSER	LOC117135850|XP_033152258.1|DMAU
OG0002768	LOC110191501|XP_020818026.1|DSER	LOC117137663|XP_033155113.1|DMAU
OG0002769	LOC110180015|XP_020803270.1|DSER	LOC117136159|XP_033152773.1|DMAU
OG0002770	LOC110182682|XP_020806433.1|DSER, LOC110180304|XP_020803618.1|DSER	LOC117150842|XP_033173805.1|DMAU
OG0002771	LOC110190505|XP_020816682.1|DSER	LOC117140410|XP_033159175.1|DMAU
OG0002772	LOC110190476|XP_020816645.1|DSER	LOC117139594|XP_033157900.1|DMAU
OG0002773	LOC110188988|XP_020814596.1|DSER, LOC110176383|XP_020798373.1|DSER	LOC117136318|XP_033153059.1|DMAU
OG0002774	LOC110189595|XP_020815385.1|DSER	LOC117136542|XP_033153385.1|DMAU
OG0002775	LOC110190162|XP_020816157.1|DSER	LOC117139427|XP_033157612.1|DMAU
OG0002776	LOC110190494|XP_020816668.1|DSER	LOC117141891|XP_033161478.1|DMAU
OG0002777	LOC110183606|XP_020807581.1|DSER	LOC117139440|XP_033157631.1|DMAU
OG0002778	LOC110183604|XP_020807579.1|DSER	LOC117139188|XP_033157247.1|DMAU
OG0002779	LOC110190815|XP_020817125.1|DSER	LOC117141668|XP_033161153.1|DMAU
OG0002780	LOC110177160|XP_020799404.1|DSER	LOC117143212|XP_033163651.1|DMAU
OG0002781	LOC110189377|XP_020815083.1|DSER	LOC117137155|XP_033154356.1|DMAU
OG0002782	LOC110190407|XP_020816532.1|DSER	LOC117142053|XP_033161819.1|DMAU
OG0002783	LOC110184240|XP_020808355.1|DSER, LOC110177560|XP_020799992.1|DSER	LOC117139994|XP_033158595.1|DMAU
OG0002784	LOC110178510|XP_020801319.1|DSER	LOC117135751|XP_033152098.1|DMAU
OG0002785	LOC110188512|XP_020813926.1|DSER	LOC117139301|XP_033157432.1|DMAU
OG0002786	LOC110183590|XP_020807561.1|DSER	LOC117140323|XP_033159062.1|DMAU
OG0002787	LOC110178764|XP_020801661.1|DSER	LOC117141315|XP_033160592.1|DMAU
OG0002788	LOC110178765|XP_020801662.1|DSER	LOC117141317|XP_033160602.1|DMAU
OG0002789	LOC110190156|XP_020816151.1|DSER	LOC117139882|XP_033158441.1|DMAU
OG0002790	LOC110178677|XP_020801538.1|DSER	LOC117139871|XP_033158419.1|DMAU
OG0002791	LOC110185239|XP_020809634.1|DSER	LOC117139942|XP_033158519.1|DMAU
OG0002792	LOC110189286|XP_020814970.1|DSER	LOC117136032|XP_033152540.1|DMAU
OG0002793	LOC110190767|XP_020817056.1|DSER	LOC117141577|XP_033160980.1|DMAU
OG0002794	LOC110176225|XP_020798166.1|DSER	LOC117141933|XP_033161562.1|DMAU
OG0002795	LOC110184709|XP_020808985.1|DSER	LOC117140452|XP_033159272.1|DMAU
OG0002796	LOC110190483|XP_020816654.1|DSER	LOC117140834|XP_033159834.1|DMAU
OG0002797	LOC110178602|XP_020801446.1|DSER	LOC117139873|XP_033158421.1|DMAU
OG0002798	LOC110187506|XP_020812558.1|DSER	LOC117148332|XP_033171560.1|DMAU
OG0002799	LOC110178618|XP_020801462.1|DSER	LOC117140522|XP_033159392.1|DMAU
OG0002800	LOC110183566|XP_020807531.1|DSER	LOC117141490|XP_033160860.1|DMAU
OG0002801	LOC110182804|XP_020806600.1|DSER	LOC117135560|XP_033151755.1|DMAU
OG0002802	LOC110178263|XP_020800991.1|DSER	LOC117135534|XP_033151696.1|DMAU
OG0002803	LOC110176882|XP_020799018.1|DSER	LOC117141126|XP_033160345.1|DMAU
OG0002804	LOC110179841|XP_020803111.1|DSER	LOC117136003|XP_033152509.1|DMAU
OG0002805	LOC110176912|XP_020799061.1|DSER	LOC117136853|XP_033153843.1|DMAU
OG0002806	LOC110185240|XP_020809635.1|DSER	LOC117139072|XP_033157073.1|DMAU
OG0002807	LOC110181043|XP_020804379.1|DSER, LOC110179914|XP_020803175.1|DSER, LOC110176369|XP_020798354.1|DSER	LOC117135724|XP_033152058.1|DMAU
OG0002808	LOC110191615|XP_020818163.1|DSER	LOC117135945|XP_033152422.1|DMAU
OG0002809	LOC110176215|XP_020798150.1|DSER	LOC117140681|XP_033159628.1|DMAU
OG0002810	LOC110178591|XP_020801431.1|DSER	LOC117141611|XP_033161019.1|DMAU
OG0002811	LOC110178897|XP_020801832.1|DSER	LOC117139895|XP_033158465.1|DMAU
OG0002812	LOC110189249|XP_020814912.1|DSER	LOC117135760|XP_033152109.1|DMAU
OG0002813	LOC110178442|XP_020801233.1|DSER	LOC117136883|XP_033153880.1|DMAU
OG0002814	LOC110189650|XP_020815455.1|DSER	LOC117135486|XP_033151597.1|DMAU
OG0002815	LOC110180029|XP_020803295.1|DSER	LOC117138675|XP_033156817.1|DMAU
OG0002816	LOC110178477|XP_020801278.1|DSER	LOC117137261|XP_033154514.1|DMAU
OG0002817	LOC110189530|XP_020815320.1|DSER	LOC117137958|XP_033155612.1|DMAU
OG0002818	LOC110178000|XP_020800660.1|DSER	LOC117138449|XP_033156454.1|DMAU
OG0002819	LOC110183693|XP_020807691.1|DSER	LOC117139613|XP_033157948.1|DMAU
OG0002820	LOC110185273|XP_020809679.1|DSER	LOC117139525|XP_033157778.1|DMAU
OG0002821	LOC110177479|XP_020799881.1|DSER	LOC117139385|XP_033157538.1|DMAU
OG0002822	LOC110189408|XP_020815123.1|DSER	LOC117136590|XP_033153454.1|DMAU
OG0002823	LOC110191584|XP_020818128.1|DSER	LOC117136039|XP_033152565.1|DMAU
OG0002824	LOC110176841|XP_020798956.1|DSER	LOC117136460|XP_033153278.1|DMAU
OG0002825	LOC110190329|XP_020816383.1|DSER	LOC117142062|XP_033161831.1|DMAU
OG0002826	LOC110178493|XP_020801300.1|DSER	LOC117138424|XP_033156420.1|DMAU
OG0002827	LOC110185408|XP_020809874.1|DSER	LOC117146290|XP_033168193.1|DMAU
OG0002828	LOC110179368|XP_020802542.1|DSER	LOC117138335|XP_033156263.1|DMAU
OG0002829	LOC110180010|XP_020803261.1|DSER	LOC117136757|XP_033153684.1|DMAU
OG0002830	LOC110189748|XP_020815611.1|DSER	LOC117137436|XP_033154760.1|DMAU
OG0002831	LOC110182743|XP_020806503.1|DSER	LOC117138521|XP_033156551.1|DMAU
OG0002832	LOC110183891|XP_020807895.1|DSER	LOC117137678|XP_033155136.1|DMAU
OG0002833	LOC110184097|XP_020808142.1|DSER	LOC117137041|XP_033154138.1|DMAU
OG0002834	LOC110191522|XP_020818050.1|DSER	LOC117136583|XP_033153447.1|DMAU
OG0002835	LOC110180035|XP_020803302.1|DSER	LOC117136415|XP_033153214.1|DMAU
OG0002836	LOC110191704|XP_020818279.1|DSER, LOC110188977|XP_020814585.1|DSER	LOC117135659|XP_033151934.1|DMAU
OG0002837	LOC110191589|XP_020818133.1|DSER	LOC117138467|XP_033156485.1|DMAU
OG0002838	LOC110176247|XP_020798209.1|DSER	LOC117136007|XP_033152514.1|DMAU
OG0002839	LOC110191728|XP_020818310.1|DSER	LOC117137360|XP_033154652.1|DMAU
OG0002840	LOC110183024|XP_020806870.1|DSER, LOC110180606|XP_020803951.1|DSER	LOC117146097|XP_033167969.1|DMAU
OG0002841	LOC110176862|XP_020798995.1|DSER	LOC117135294|XP_033151359.1|DMAU
OG0002842	LOC110185587|XP_020810178.1|DSER	LOC117146328|XP_033168304.1|DMAU
OG0002843	LOC110191583|XP_020818124.1|DSER	LOC117138481|XP_033156501.1|DMAU
OG0002844	LOC110176219|XP_020798155.1|DSER	LOC117141862|XP_033161433.1|DMAU
OG0002845	LOC110182337|XP_020806028.1|DSER	LOC117135213|XP_033151193.1|DMAU
OG0002846	LOC110182942|XP_020806784.1|DSER	LOC117138266|XP_033156120.1|DMAU
OG0002847	LOC110182333|XP_020806023.1|DSER	LOC117135210|XP_033151189.1|DMAU
OG0002848	LOC110178091|XP_020800754.1|DSER	LOC117141061|XP_033160244.1|DMAU
OG0002849	LOC110185851|XP_020810518.1|DSER	LOC117135152|XP_033151103.1|DMAU
OG0002850	LOC110185659|XP_020810277.1|DSER	LOC117139886|XP_033158452.1|DMAU
OG0002851	LOC110183389|XP_020807315.1|DSER	LOC117145993|XP_033167838.1|DMAU
OG0002852	LOC110179312|XP_020802457.1|DSER	LOC117137471|XP_033154810.1|DMAU
OG0002853	LOC110185653|XP_020810269.1|DSER	LOC117148675|XP_033172108.1|DMAU
OG0002854	LOC110176817|XP_020798918.1|DSER	LOC117150270|XP_033172971.1|DMAU
OG0002855	LOC110185677|XP_020810303.1|DSER	LOC117140836|XP_033159840.1|DMAU
OG0002856	LOC110185544|XP_020810109.1|DSER	LOC117144513|XP_033165626.1|DMAU
OG0002857	LOC110185036|XP_020809346.1|DSER	LOC117135339|XP_033151434.1|DMAU
OG0002858	LOC110187381|XP_020812428.1|DSER, LOC110177660|XP_020800132.1|DSER	LOC117135246|XP_033151281.1|DMAU
OG0002859	LOC110182340|XP_020806037.1|DSER	LOC117136011|XP_033152521.1|DMAU
OG0002860	LOC110186021|XP_020810715.1|DSER	LOC117137368|XP_033154703.1|DMAU
OG0002861	LOC110183486|XP_020807425.1|DSER	LOC117144474|XP_033165542.1|DMAU
OG0002862	LOC110186104|XP_020810807.1|DSER	LOC117145338|XP_033166844.1|DMAU
OG0002863	LOC110177044|XP_020799220.1|DSER	LOC117150338|XP_033173077.1|DMAU
OG0002864	LOC110176899|XP_020799045.1|DSER	LOC117150343|XP_033173081.1|DMAU
OG0002865	LOC110189461|XP_020815195.1|DSER	LOC117137610|XP_033155027.1|DMAU
OG0002866	LOC110189083|XP_020814713.1|DSER	LOC117140590|XP_033159488.1|DMAU
OG0002867	LOC110185862|XP_020810529.1|DSER	LOC117145385|XP_033166913.1|DMAU
OG0002868	LOC110178435|XP_020801230.1|DSER, LOC110182274|XP_020805951.1|DSER	LOC117150276|XP_033172983.1|DMAU
OG0002869	LOC110182284|XP_020805961.1|DSER, LOC110178433|XP_020801227.1|DSER	LOC117150314|XP_033173040.1|DMAU
OG0002871	LOC110183198|XP_020807067.1|DSER	LOC117148603|XP_033171978.1|DMAU
OG0002872	LOC110177874|XP_020800490.1|DSER	LOC117136274|XP_033152999.1|DMAU
OG0002873	LOC110178704|XP_020801564.1|DSER	LOC117140224|XP_033158916.1|DMAU
OG0002874	LOC110178323|XP_020801092.1|DSER	LOC117147675|XP_033170547.1|DMAU
OG0002875	LOC110185720|XP_020810358.1|DSER	LOC117150581|XP_033173426.1|DMAU
OG0002876	LOC110176118|XP_020798014.1|DSER	LOC117146895|XP_033169391.1|DMAU
