Orthogroup	DSER.longest_only	DBIA.longest_only
OG0001490	LOC110185769|XP_020810431.1|DSER	LOC108027796|XP_016954856.1|DBIA
OG0001491	LOC110187309|XP_020812357.1|DSER	LOC108029078|XP_016956649.1|DBIA
OG0001492	LOC110181212|XP_020804553.1|DSER	LOC108033598|XP_016963439.1|DBIA
OG0001493	LOC110180168|XP_020803485.1|DSER	LOC108024242|XP_016949612.1|DBIA
OG0001494	LOC110178035|XP_020800710.1|DSER	LOC108021998|XP_016946327.1|DBIA
OG0001495	LOC110180734|XP_020804078.1|DSER	LOC108029687|XP_016957632.1|DBIA
OG0001496	LOC110184335|XP_020808490.1|DSER	LOC108023796|XP_016948925.1|DBIA
OG0001497	LOC110176866|XP_020799000.1|DSER	LOC108036650|XP_016968419.1|DBIA
OG0001498	LOC110188548|XP_020813964.1|DSER	LOC108027377|XP_016954295.1|DBIA
OG0001500	LOC110184038|XP_020808072.1|DSER	LOC108030174|XP_016958403.1|DBIA
OG0001501	LOC110176661|XP_020798758.1|DSER	LOC108031179|XP_016959888.1|DBIA
OG0001502	LOC110177834|XP_020800438.1|DSER	LOC108030213|XP_016958469.1|DBIA
OG0001503	LOC110189457|XP_020815191.1|DSER	LOC108030330|XP_016958677.1|DBIA
OG0001504	LOC110180420|XP_020803743.1|DSER	LOC108023402|XP_016948341.1|DBIA
OG0001505	LOC110191046|XP_020817433.1|DSER	LOC108022350|XP_016946701.1|DBIA
OG0001506	LOC110182469|XP_020806170.1|DSER	LOC108029642|XP_016957540.1|DBIA
OG0001507	LOC110177671|XP_020800152.1|DSER	LOC108022676|XP_016947236.1|DBIA
OG0001508	LOC110176894|XP_020799041.1|DSER	LOC108029690|XP_016957639.1|DBIA
OG0001509	LOC110177772|XP_020800297.1|DSER	LOC108022225|XP_016946571.1|DBIA
OG0001510	LOC110185704|XP_020810334.1|DSER	LOC108027428|XP_016954367.1|DBIA
OG0001511	LOC110180232|XP_020803545.1|DSER, LOC110180249|XP_020803565.1|DSER	LOC108022910|XP_016947606.1|DBIA
OG0001512	LOC110176730|XP_020798833.1|DSER	LOC108028037|XP_016955163.1|DBIA
OG0001513	LOC110190376|XP_020816448.1|DSER	LOC108030804|XP_016959377.1|DBIA
OG0001515	LOC110179484|XP_020802717.1|DSER	LOC108024252|XP_016949624.1|DBIA
OG0001516	LOC110186625|XP_020811535.1|DSER	LOC108025111|XP_016950865.1|DBIA, LOC108025006|XP_016950751.1|DBIA, LOC108025064|XP_016950811.1|DBIA
OG0001517	LOC110177408|XP_020799785.1|DSER	LOC108024381|XP_016949774.1|DBIA
OG0001518	LOC110184158|XP_020808225.1|DSER	LOC108024222|XP_016949579.1|DBIA
OG0001519	LOC110188427|XP_020813811.1|DSER	LOC108027007|XP_016953694.1|DBIA, LOC108027450|XP_016954390.1|DBIA
OG0001520	LOC110191138|XP_020817551.1|DSER	LOC108027460|XP_016954404.1|DBIA
OG0001520	LOC110189581|XP_020815377.1|DSER	LOC108027285|XP_016954163.1|DBIA
OG0001521	LOC110185726|XP_020810368.1|DSER	LOC108032630|XP_016962060.1|DBIA
OG0001522	LOC110185551|XP_020810128.1|DSER	LOC108035823|XP_016967060.1|DBIA
OG0001523	LOC110182520|XP_020806228.1|DSER	LOC108026955|XP_016953657.1|DBIA, LOC108026952|XP_016953655.1|DBIA
OG0001524	LOC110180274|XP_020803588.1|DSER	LOC108030012|XP_016958015.1|DBIA
OG0001525	LOC110181535|XP_020804974.1|DSER	LOC108036175|XP_016967658.1|DBIA
OG0001526	LOC110182117|XP_020805785.1|DSER	LOC108025648|XP_016951676.1|DBIA
OG0001526	LOC110182118|XP_020805786.1|DSER	LOC108025640|XP_016951665.1|DBIA
OG0001527	LOC110179055|XP_020802074.1|DSER	LOC108027501|XP_016954434.1|DBIA
OG0001527	LOC110179056|XP_020802075.1|DSER	LOC108027500|XP_016954433.1|DBIA
OG0001529	LOC110181966|XP_020805574.1|DSER	LOC108021883|XP_016946166.1|DBIA
OG0001530	LOC110183768|XP_020807783.1|DSER	LOC108032522|XP_016961850.1|DBIA
OG0001531	LOC110184052|XP_020808088.1|DSER	LOC108029948|XP_016957940.1|DBIA
OG0001534	LOC110187078|XP_020812126.1|DSER	LOC108023337|XP_016948163.1|DBIA
OG0001535	LOC110176048|XP_020797921.1|DSER	LOC108027519|XP_016954450.1|DBIA
OG0001536	LOC110184295|XP_020808441.1|DSER	LOC108023761|XP_016948891.1|DBIA
OG0001537	LOC110178134|XP_020800820.1|DSER	LOC108029289|XP_016956976.1|DBIA
OG0001538	LOC110184208|XP_020808314.1|DSER	LOC108035807|XP_016967069.1|DBIA
OG0001539	LOC110178507|XP_020801315.1|DSER	LOC108022454|XP_016946851.1|DBIA
OG0001540	LOC110176958|XP_020799124.1|DSER	LOC108029118|XP_016956720.1|DBIA
OG0001541	LOC110190308|XP_020816355.1|DSER	LOC108030761|XP_016959301.1|DBIA
OG0001542	LOC110190931|XP_020817256.1|DSER	LOC108031873|XP_016961121.1|DBIA
OG0001543	LOC110184346|XP_020808500.1|DSER	LOC108023936|XP_016949112.1|DBIA
OG0001544	LOC110183061|XP_020806906.1|DSER	LOC108024700|XP_016950270.1|DBIA
OG0001545	LOC110181720|XP_020805235.1|DSER	LOC108033217|XP_016962968.1|DBIA
OG0001546	LOC110181874|XP_020805459.1|DSER	LOC108033161|XP_016962880.1|DBIA
OG0001548	LOC110181569|XP_020805018.1|DSER	LOC108033157|XP_016962874.1|DBIA
OG0001549	LOC110184857|XP_020809157.1|DSER	LOC108033871|XP_016964169.1|DBIA
OG0001550	LOC110186158|XP_020810868.1|DSER	LOC108025398|XP_016951362.1|DBIA
OG0001551	LOC110190326|XP_020816384.1|DSER	LOC108031959|XP_016961237.1|DBIA
OG0001552	LOC110186522|XP_020811379.1|DSER	LOC108032046|XP_016961348.1|DBIA
OG0001553	LOC110184469|XP_020808668.1|DSER, LOC110184404|XP_020808589.1|DSER	LOC108025937|XP_016952125.1|DBIA
OG0001554	LOC110191002|XP_020817377.1|DSER	LOC108031798|XP_016961005.1|DBIA
OG0001555	LOC110176895|XP_020799038.1|DSER	LOC108034249|XP_016964590.1|DBIA
OG0001556	LOC110191542|XP_020818073.1|DSER	LOC108030357|XP_016958713.1|DBIA
OG0001557	LOC110184225|XP_020808338.1|DSER	LOC108032715|XP_016962223.1|DBIA
OG0001558	LOC110184399|XP_020808581.1|DSER	LOC108025841|XP_016951992.1|DBIA
OG0001559	LOC110176420|XP_020798422.1|DSER	LOC108026424|XP_016952845.1|DBIA
OG0001560	LOC110185398|XP_020809843.1|DSER	LOC108027224|XP_016954042.1|DBIA
OG0001561	LOC110187697|XP_020812791.1|DSER	LOC108024360|XP_016949753.1|DBIA
OG0001562	LOC110185599|XP_020810201.1|DSER	LOC108033714|XP_016963736.1|DBIA
OG0001563	LOC110179403|XP_020802586.1|DSER	LOC108025184|XP_016951024.1|DBIA
OG0001564	LOC110191232|XP_020817661.1|DSER	LOC108031484|XP_016960449.1|DBIA
OG0001565	LOC110185603|XP_020810208.1|DSER	LOC108031679|XP_016960810.1|DBIA
OG0001566	LOC110188333|XP_020813700.1|DSER	LOC108024852|XP_016950483.1|DBIA
OG0001567	LOC110179297|XP_020802442.1|DSER	LOC108022410|XP_016946784.1|DBIA, LOC108022081|XP_016946414.1|DBIA
OG0001568	LOC110176511|XP_020798546.1|DSER	LOC108024520|XP_016949960.1|DBIA
OG0001569	LOC110191285|XP_020817751.1|DSER	LOC108031134|XP_016959837.1|DBIA
OG0001570	LOC110184133|XP_020808204.1|DSER	LOC108031039|XP_016959728.1|DBIA, LOC108031040|XP_016959729.1|DBIA, LOC108031041|XP_016959730.1|DBIA, LOC108031239|XP_016959963.1|DBIA
OG0001571	LOC110183341|XP_020807251.1|DSER	LOC108034302|XP_016964654.1|DBIA
OG0001572	LOC110175939|XP_020797779.1|DSER	LOC108025885|XP_016952050.1|DBIA
OG0001573	LOC110189850|XP_020815719.1|DSER	LOC108035189|XP_016966163.1|DBIA
OG0001574	LOC110182651|XP_020806378.1|DSER	LOC108023662|XP_016948772.1|DBIA
OG0001575	LOC110188133|XP_020813380.1|DSER	LOC108026167|XP_016952411.1|DBIA
OG0001576	LOC110190997|XP_020817369.1|DSER	LOC108024871|XP_016950505.1|DBIA
OG0001577	LOC110176408|XP_020798407.1|DSER	LOC108025283|XP_016951148.1|DBIA
OG0001578	LOC110189352|XP_020815053.1|DSER	LOC108030405|XP_016958779.1|DBIA
OG0001579	LOC110180100|XP_020803384.1|DSER	LOC108023977|XP_016949191.1|DBIA
OG0001580	LOC110189292|XP_020814982.1|DSER	LOC108036501|XP_016968188.1|DBIA
OG0001581	LOC110179377|XP_020802550.1|DSER	LOC108023429|XP_016948406.1|DBIA
OG0001582	LOC110180013|XP_020803265.1|DSER	LOC108023086|XP_016947828.1|DBIA
OG0001583	LOC110182941|XP_020806780.1|DSER	LOC108036346|XP_016967907.1|DBIA
OG0001584	LOC110178634|XP_020801480.1|DSER	LOC108028323|XP_016955549.1|DBIA
OG0001585	LOC110184222|XP_020808333.1|DSER	LOC108035045|XP_016965951.1|DBIA
OG0001586	LOC110176704|XP_020798801.1|DSER	LOC108028512|XP_016955883.1|DBIA
OG0001587	LOC110176671|XP_020798765.1|DSER	LOC108023826|XP_016948964.1|DBIA
OG0001588	LOC110191903|XP_020818551.1|DSER	LOC108030410|XP_016958785.1|DBIA
OG0001589	LOC110188771|XP_020814263.1|DSER	LOC108035842|XP_016967075.1|DBIA
OG0001590	LOC110179414|XP_020802604.1|DSER	LOC108026648|XP_016953175.1|DBIA
OG0001591	LOC110186457|XP_020811300.1|DSER	LOC108026387|XP_016952796.1|DBIA
OG0001592	LOC110183909|XP_020807913.1|DSER, LOC110177979|XP_020800631.1|DSER	LOC108033596|XP_016963427.1|DBIA
OG0001593	LOC110184822|XP_020809124.1|DSER	LOC108034176|XP_016964477.1|DBIA
OG0001594	LOC110179174|XP_020802234.1|DSER	LOC108027660|XP_016954665.1|DBIA
OG0001595	LOC110179333|XP_020802486.1|DSER	LOC108030292|XP_016958614.1|DBIA
OG0001596	LOC110185795|XP_020810458.1|DSER	LOC108032690|XP_016962154.1|DBIA
OG0001597	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER	LOC108022044|XP_016946377.1|DBIA
OG0001598	LOC110185984|XP_020810666.1|DSER	LOC108032615|XP_016962040.1|DBIA
OG0001599	LOC110185981|XP_020810664.1|DSER	LOC108034066|XP_016964310.1|DBIA
OG0001600	LOC110185546|XP_020810121.1|DSER	LOC108029147|XP_016956765.1|DBIA
OG0001601	LOC110185872|XP_020810542.1|DSER	LOC108021859|XP_016946137.1|DBIA
OG0001602	LOC110183735|XP_020807740.1|DSER	LOC108032776|XP_016962267.1|DBIA
OG0001603	LOC110177883|XP_020800506.1|DSER	LOC108032771|XP_016962261.1|DBIA
OG0001604	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER	LOC108023529|XP_016948582.1|DBIA
OG0001605	LOC110190889|XP_020817209.1|DSER	LOC108029782|XP_016957780.1|DBIA
OG0001606	LOC110185536|XP_020810103.1|DSER, LOC110187183|XP_020812241.1|DSER	LOC108036438|XP_016968111.1|DBIA
OG0001607	LOC110184865|XP_020809169.1|DSER	LOC108035079|XP_016965979.1|DBIA
OG0001608	LOC110185092|XP_020809442.1|DSER	LOC108034024|XP_016964252.1|DBIA
OG0001609	LOC110177790|XP_020800318.1|DSER	LOC108026568|XP_016953009.1|DBIA
OG0001610	LOC110185752|XP_020810410.1|DSER	LOC108032706|XP_016962174.1|DBIA, LOC108033011|XP_016962627.1|DBIA
OG0001611	LOC110184973|XP_020809283.1|DSER	LOC108033999|XP_016964216.1|DBIA
OG0001612	LOC110177030|XP_020799206.1|DSER	LOC108036074|XP_016967510.1|DBIA
OG0001613	LOC110183325|XP_020807231.1|DSER	LOC108034234|XP_016964570.1|DBIA
OG0001614	LOC110188952|XP_020814551.1|DSER	LOC108036613|XP_016968365.1|DBIA
OG0001615	LOC110185014|XP_020809326.1|DSER	LOC108031632|XP_016960729.1|DBIA
OG0001616	LOC110184944|XP_020809249.1|DSER	LOC108034133|XP_016964411.1|DBIA
OG0001617	LOC110181353|XP_020804732.1|DSER	LOC108032584|XP_016961978.1|DBIA
OG0001618	LOC110183368|XP_020807289.1|DSER	LOC108034349|XP_016964724.1|DBIA
OG0001619	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER	LOC108032694|XP_016962157.1|DBIA
OG0001620	LOC110180997|XP_020804335.1|DSER	LOC108026913|XP_016953611.1|DBIA
OG0001621	LOC110188940|XP_020814538.1|DSER	LOC108036301|XP_016967801.1|DBIA
OG0001622	LOC110179079|XP_020802118.1|DSER	LOC108023193|XP_016947933.1|DBIA
OG0001623	LOC110178195|XP_020800888.1|DSER	LOC108029132|XP_016956744.1|DBIA
OG0001624	LOC110180584|XP_020803935.1|DSER	LOC108033837|XP_016963953.1|DBIA
OG0001625	LOC110185136|XP_020809495.1|DSER	LOC108033916|XP_016964076.1|DBIA
OG0001626	LOC110176832|XP_020798943.1|DSER	LOC108036806|XP_016968642.1|DBIA
OG0001627	LOC110188305|XP_020813671.1|DSER	LOC108031695|XP_016960841.1|DBIA
OG0001628	LOC110186154|XP_020810863.1|DSER	LOC108025174|XP_016950941.1|DBIA
OG0001629	LOC110182511|XP_020806219.1|DSER	LOC108025564|XP_016951582.1|DBIA
OG0001630	LOC110188658|XP_020814103.1|DSER	LOC108026314|XP_016952690.1|DBIA
OG0001631	LOC110187837|XP_020812975.1|DSER	LOC108032927|XP_016962485.1|DBIA
OG0001632	LOC110183479|XP_020807418.1|DSER	LOC108032620|XP_016962047.1|DBIA
OG0001633	LOC110186992|XP_020812008.1|DSER	LOC108024627|XP_016950156.1|DBIA
OG0001634	LOC110184526|XP_020808760.1|DSER	LOC108024891|XP_016950519.1|DBIA
OG0001635	LOC110176436|XP_020798445.1|DSER	LOC108025053|XP_016950799.1|DBIA
OG0001636	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER	LOC108027058|XP_016953756.1|DBIA
OG0001637	LOC110188002|XP_020813187.1|DSER	LOC108031606|XP_016960676.1|DBIA
OG0001638	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER	LOC108023518|XP_016948554.1|DBIA
OG0001639	LOC110189588|XP_020815379.1|DSER	LOC108030943|XP_016959630.1|DBIA
OG0001640	LOC110177161|XP_020799405.1|DSER	LOC108027324|XP_016954220.1|DBIA
OG0001641	LOC110188231|XP_020813543.1|DSER	LOC108025068|XP_016950814.1|DBIA
OG0001642	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER	LOC108024045|XP_016949310.1|DBIA
OG0001643	LOC110176906|XP_020799054.1|DSER	LOC108036767|XP_016968596.1|DBIA
OG0001644	LOC110190968|XP_020817317.1|DSER	LOC108028766|XP_016956230.1|DBIA
OG0001645	LOC110177791|XP_020800319.1|DSER	LOC108022746|XP_016947326.1|DBIA
OG0001646	LOC110182597|XP_020806315.1|DSER	LOC108022856|XP_016947519.1|DBIA
OG0001647	LOC110189703|XP_020815538.1|DSER	LOC108030033|XP_016958082.1|DBIA
OG0001648	LOC110185328|XP_020809759.1|DSER	LOC108035064|XP_016965942.1|DBIA
OG0001649	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER	LOC108036527|XP_016968234.1|DBIA
OG0001650	LOC110177865|XP_020800470.1|DSER	LOC108036522|XP_016968222.1|DBIA
OG0001651	LOC110177581|XP_020800026.1|DSER	LOC108026813|XP_016953467.1|DBIA
OG0001652	LOC110178956|XP_020801917.1|DSER	LOC108028564|XP_016955959.1|DBIA
OG0001653	LOC110179817|XP_020803082.1|DSER	LOC108030847|XP_016959474.1|DBIA
OG0001654	LOC110184242|XP_020808394.1|DSER	LOC108022511|XP_016946969.1|DBIA
OG0001655	LOC110191811|XP_020818427.1|DSER	LOC108036320|XP_016967822.1|DBIA
OG0001656	LOC110185925|XP_020810596.1|DSER	LOC108027688|XP_016954725.1|DBIA
OG0001657	LOC110176149|XP_020798045.1|DSER	LOC108030683|XP_016959205.1|DBIA
OG0001658	LOC110179017|XP_020802018.1|DSER	LOC108035338|XP_016966412.1|DBIA
OG0001659	LOC110189966|XP_020815914.1|DSER	LOC108034392|XP_016964763.1|DBIA
OG0001660	LOC110191317|XP_020817797.1|DSER	LOC108027851|XP_016954939.1|DBIA
OG0001661	LOC110191057|XP_020817445.1|DSER	LOC108032252|XP_016961606.1|DBIA
OG0001662	LOC110183630|XP_020807607.1|DSER	LOC108035319|XP_016966383.1|DBIA
OG0001664	LOC110179607|XP_020802866.1|DSER	LOC108026575|XP_016953016.1|DBIA
OG0001666	LOC110183749|XP_020807764.1|DSER	LOC108034694|XP_016965127.1|DBIA
OG0001667	LOC110177912|XP_020800543.1|DSER	LOC108022487|XP_016946929.1|DBIA
OG0001668	LOC110184697|XP_020808968.1|DSER, LOC110184724|XP_020809009.1|DSER	LOC108028305|XP_016955516.1|DBIA
OG0001669	LOC110178642|XP_020801493.1|DSER	LOC108034720|XP_016965150.1|DBIA
OG0001669	LOC110178640|XP_020801490.1|DSER	LOC108034725|XP_016965154.1|DBIA
OG0001670	LOC110180115|XP_020803413.1|DSER	LOC108025659|XP_016951687.1|DBIA
OG0001670	LOC110189311|XP_020815012.1|DSER	LOC108029517|XP_016957304.1|DBIA
OG0001671	LOC110180370|XP_020803697.1|DSER	LOC108028901|XP_016956408.1|DBIA
OG0001672	LOC110191651|XP_020818208.1|DSER, LOC110191650|XP_020818206.1|DSER	LOC108029904|XP_016957883.1|DBIA
OG0001673	LOC110177699|XP_020800184.1|DSER	LOC108022808|XP_016947431.1|DBIA
OG0001674	LOC110177141|XP_020799374.1|DSER, LOC110180286|XP_020803601.1|DSER, LOC110180287|XP_020803602.1|DSER	LOC108031231|XP_016959956.1|DBIA, LOC108032908|XP_016962458.1|DBIA
OG0001675	LOC110186902|XP_020811879.1|DSER	LOC108026034|XP_016952215.1|DBIA
OG0001675	LOC110186901|XP_020811878.1|DSER	LOC108026083|XP_016952271.1|DBIA
OG0001676	LOC110182983|XP_020806835.1|DSER	LOC108022072|XP_016946406.1|DBIA
OG0001676	LOC110182984|XP_020806836.1|DSER	LOC108022071|XP_016946404.1|DBIA
OG0001677	LOC110182276|XP_020805953.1|DSER	LOC108036052|XP_016967484.1|DBIA, LOC108036037|XP_016967468.1|DBIA, LOC108036066|XP_016967499.1|DBIA, LOC108023303|XP_016948095.1|DBIA, LOC108036036|XP_016967467.1|DBIA
OG0001678	LOC110184410|XP_020808603.1|DSER	LOC108023441|XP_016948419.1|DBIA
OG0001679	LOC110181508|XP_020804936.1|DSER	LOC108036359|XP_016967930.1|DBIA
OG0001680	LOC110184253|XP_020808373.1|DSER	LOC108022023|XP_016946357.1|DBIA
OG0001681	LOC110175960|XP_020797808.1|DSER	LOC108023732|XP_016948858.1|DBIA
OG0001682	LOC110187775|XP_020812898.1|DSER	LOC108023169|XP_016947900.1|DBIA
OG0001683	LOC110183824|XP_020807835.1|DSER	LOC108036116|XP_016967584.1|DBIA
OG0001684	LOC110185402|XP_020809861.1|DSER	LOC108036003|XP_016967386.1|DBIA
OG0001685	LOC110181199|XP_020804539.1|DSER	LOC108034222|XP_016964553.1|DBIA
OG0001686	LOC110182030|XP_020805619.1|DSER	LOC108035793|XP_016967021.1|DBIA
OG0001687	LOC110185531|XP_020810098.1|DSER	LOC108023270|XP_016948044.1|DBIA
OG0001688	LOC110181533|XP_020804972.1|DSER	LOC108036164|XP_016967647.1|DBIA
OG0001689	LOC110179493|XP_020802726.1|DSER	LOC108036230|XP_016967732.1|DBIA
OG0001690	LOC110190827|XP_020817145.1|DSER	LOC108028341|XP_016955581.1|DBIA
OG0001691	LOC110177061|XP_020799236.1|DSER	LOC108036811|XP_016968649.1|DBIA
OG0001692	LOC110186780|XP_020811711.1|DSER	LOC108031466|XP_016960394.1|DBIA
OG0001693	LOC110184239|XP_020808354.1|DSER	LOC108036464|XP_016968125.1|DBIA
OG0001694	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER	LOC108024696|XP_016950267.1|DBIA
OG0001695	LOC110189435|XP_020815165.1|DSER	LOC108030429|XP_016958805.1|DBIA
OG0001696	LOC110186234|XP_020810957.1|DSER	LOC108025039|XP_016950784.1|DBIA
OG0001697	LOC110191120|XP_020817528.1|DSER	LOC108026039|XP_016952221.1|DBIA
OG0001698	LOC110184187|XP_020808257.1|DSER	LOC108025775|XP_016951863.1|DBIA
OG0001699	LOC110189749|XP_020815619.1|DSER	LOC108031278|XP_016960008.1|DBIA
OG0001700	LOC110184928|XP_020809234.1|DSER	LOC108024538|XP_016949995.1|DBIA
OG0001701	LOC110191392|XP_020817907.1|DSER	LOC108027331|XP_016954232.1|DBIA
OG0001702	LOC110183213|XP_020807085.1|DSER	LOC108034034|XP_016964272.1|DBIA
OG0001703	LOC110191141|XP_020817554.1|DSER	LOC108032130|XP_016961452.1|DBIA
OG0001704	LOC110191123|XP_020817534.1|DSER	LOC108031113|XP_016959814.1|DBIA
OG0001705	LOC110176417|XP_020798418.1|DSER	LOC108025439|XP_016951419.1|DBIA
OG0001706	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER	LOC108026721|XP_016953324.1|DBIA
OG0001707	LOC110191323|XP_020817805.1|DSER	LOC108024709|XP_016950289.1|DBIA
OG0001708	LOC110191291|XP_020817759.1|DSER	LOC108031108|XP_016959807.1|DBIA
OG0001709	LOC110183571|XP_020807538.1|DSER	LOC108035572|XP_016966732.1|DBIA
OG0001710	LOC110191114|XP_020817518.1|DSER	LOC108032026|XP_016961325.1|DBIA
OG0001711	LOC110188278|XP_020813631.1|DSER	LOC108031591|XP_016960651.1|DBIA
OG0001712	LOC110191382|XP_020817896.1|DSER	LOC108026148|XP_016952371.1|DBIA
OG0001713	LOC110177416|XP_020799792.1|DSER	LOC108024506|XP_016949941.1|DBIA
OG0001714	LOC110188055|XP_020813264.1|DSER	LOC108032896|XP_016962423.1|DBIA
OG0001715	LOC110179103|XP_020802150.1|DSER	LOC108033219|XP_016962971.1|DBIA
OG0001716	LOC110179735|XP_020803011.1|DSER	LOC108024046|XP_016949311.1|DBIA
OG0001717	LOC110191276|XP_020817731.1|DSER	LOC108025272|XP_016951122.1|DBIA
OG0001718	LOC110177371|XP_020799727.1|DSER	LOC108031525|XP_016960538.1|DBIA
OG0001719	LOC110190942|XP_020817276.1|DSER	LOC108024647|XP_016950188.1|DBIA
OG0001720	LOC110191107|XP_020817511.1|DSER	LOC108031036|XP_016959726.1|DBIA
OG0001721	LOC110186912|XP_020811891.1|DSER	LOC108031250|XP_016959976.1|DBIA
OG0001722	LOC110190597|XP_020816849.1|DSER	LOC108030587|XP_016959045.1|DBIA
OG0001723	LOC110189385|XP_020815094.1|DSER	LOC108030716|XP_016959246.1|DBIA
OG0001724	LOC110176796|XP_020798891.1|DSER, LOC110189504|XP_020815271.1|DSER	LOC108026674|XP_016953237.1|DBIA
OG0001725	LOC110178005|XP_020800666.1|DSER	LOC108022797|XP_016947420.1|DBIA
OG0001726	LOC110190130|XP_020816113.1|DSER	LOC108028467|XP_016955815.1|DBIA
OG0001727	LOC110188409|XP_020813793.1|DSER	LOC108031835|XP_016961073.1|DBIA
OG0001728	LOC110178286|XP_020801016.1|DSER	LOC108030284|XP_016958603.1|DBIA
OG0001729	LOC110180250|XP_020803566.1|DSER	LOC108022443|XP_016946833.1|DBIA
OG0001730	LOC110184955|XP_020809261.1|DSER	LOC108034021|XP_016964245.1|DBIA
OG0001731	LOC110189248|XP_020814911.1|DSER	LOC108030013|XP_016958016.1|DBIA
OG0001732	LOC110185791|XP_020810454.1|DSER	LOC108021918|XP_016946234.1|DBIA
OG0001733	LOC110179330|XP_020802482.1|DSER	LOC108026785|XP_016953433.1|DBIA
OG0001734	LOC110188963|XP_020814565.1|DSER	LOC108036590|XP_016968338.1|DBIA
OG0001735	LOC110190783|XP_020817079.1|DSER, LOC110190784|XP_020817080.1|DSER	LOC108028001|XP_016955118.1|DBIA
OG0001736	LOC110178492|XP_020801299.1|DSER	LOC108030442|XP_016958823.1|DBIA
OG0001737	LOC110177053|XP_020799230.1|DSER	LOC108022601|XP_016947124.1|DBIA
OG0001738	LOC110190299|XP_020816343.1|DSER	LOC108035608|XP_016966782.1|DBIA
OG0001739	LOC110182624|XP_020806346.1|DSER, LOC110184026|XP_020808050.1|DSER	LOC108021984|XP_016946313.1|DBIA
OG0001740	LOC110178533|XP_020801350.1|DSER	LOC108022477|XP_016946917.1|DBIA
OG0001741	LOC110186261|XP_020811027.1|DSER	LOC108023872|XP_016949041.1|DBIA
OG0001742	LOC110178302|XP_020801050.1|DSER	LOC108022205|XP_016946548.1|DBIA
OG0001743	LOC110177583|XP_020800023.1|DSER	LOC108035565|XP_016966722.1|DBIA
OG0001744	LOC110189667|XP_020815470.1|DSER	LOC108030081|XP_016958203.1|DBIA
OG0001745	LOC110181156|XP_020804493.1|DSER	LOC108026609|XP_016953077.1|DBIA
OG0001746	LOC110185160|XP_020809524.1|DSER	LOC108035663|XP_016966860.1|DBIA
OG0001747	LOC110177915|XP_020800551.1|DSER	LOC108022572|XP_016947065.1|DBIA
OG0001748	LOC110190693|XP_020816965.1|DSER	LOC108028159|XP_016955310.1|DBIA
OG0001749	LOC110178200|XP_020800897.1|DSER	LOC108022933|XP_016947634.1|DBIA
OG0001750	LOC110178180|XP_020800875.1|DSER	LOC108022930|XP_016947632.1|DBIA
OG0001751	LOC110189902|XP_020815824.1|DSER	LOC108034998|XP_016965826.1|DBIA
OG0001752	LOC110190701|XP_020816972.1|DSER	LOC108028148|XP_016955294.1|DBIA
OG0001753	LOC110177580|XP_020800020.1|DSER	LOC108035175|XP_016966129.1|DBIA
OG0001754	LOC110190951|XP_020817294.1|DSER	LOC108029721|XP_016957688.1|DBIA
OG0001755	LOC110177593|XP_020800036.1|DSER	LOC108034793|XP_016965266.1|DBIA
OG0001756	LOC110188948|XP_020814547.1|DSER	LOC108036472|XP_016968138.1|DBIA
OG0001757	LOC110189713|XP_020815561.1|DSER	LOC108029900|XP_016957880.1|DBIA
OG0001758	LOC110189895|XP_020815807.1|DSER	LOC108034817|XP_016965352.1|DBIA
OG0001759	LOC110176785|XP_020798880.1|DSER, LOC110189489|XP_020815238.1|DSER	LOC108022486|XP_016946928.1|DBIA
OG0001760	LOC110188979|XP_020814587.1|DSER	LOC108036442|XP_016968071.1|DBIA
OG0001761	LOC110179315|XP_020802462.1|DSER	LOC108026786|XP_016953434.1|DBIA
OG0001762	LOC110185565|XP_020810144.1|DSER	LOC108034139|XP_016964420.1|DBIA
OG0001763	LOC110185560|XP_020810138.1|DSER	LOC108033781|XP_016963872.1|DBIA
OG0001764	LOC110177353|XP_020799704.1|DSER	LOC108025469|XP_016951466.1|DBIA
OG0001765	LOC110189309|XP_020815042.1|DSER	LOC108036328|XP_016967830.1|DBIA
OG0001766	LOC110183867|XP_020807879.1|DSER	LOC108036725|XP_016968513.1|DBIA
OG0001767	LOC110187214|XP_020812272.1|DSER	LOC108027934|XP_016955052.1|DBIA
OG0001768	LOC110187558|XP_020812606.1|DSER	LOC108029278|XP_016956965.1|DBIA
OG0001769	LOC110183086|XP_020806935.1|DSER	LOC108033372|XP_016963179.1|DBIA
OG0001770	LOC110183453|XP_020807391.1|DSER	LOC108034105|XP_016964370.1|DBIA
OG0001771	LOC110176931|XP_020799087.1|DSER	LOC108029290|XP_016956977.1|DBIA
