Orthogroup	DSER.longest_only	DMIR.longest_only
OG0000978	LOC110191641|XP_020818190.1|DSER, LOC110177422|XP_020799799.1|DSER	LOC108154967|XP_017140970.1|DMIR
OG0000979	LOC110176012|XP_020797880.1|DSER	LOC108159698|XP_017148699.1|DMIR
OG0000980	LOC110186935|XP_020811925.1|DSER	LOC108154783|XP_017140659.1|DMIR
OG0000980	LOC110191195|XP_020817623.1|DSER	LOC108154194|XP_017139899.1|DMIR
OG0000981	LOC110183369|XP_020807290.1|DSER	LOC108163919|XP_033249068.1|DMIR
OG0000982	LOC110186816|XP_020811761.1|DSER	LOC108157511|XP_017145101.1|DMIR
OG0000984	LOC110185886|XP_020810557.1|DSER	LOC108162134|XP_017152204.2|DMIR
OG0000985	LOC110190929|XP_020817252.1|DSER	LOC108159824|XP_033246889.1|DMIR
OG0000985	LOC110190930|XP_020817253.1|DSER	LOC108159825|XP_017148887.2|DMIR
OG0000986	LOC110181160|XP_020804494.1|DSER, LOC110181162|XP_020804496.1|DSER	LOC108161981|XP_017151936.1|DMIR
OG0000986	LOC110185026|XP_020809337.1|DSER	LOC108162301|XP_017152456.1|DMIR
OG0000987	LOC110183765|XP_020807780.1|DSER	LOC108152203|XP_017136854.1|DMIR
OG0000988	LOC110183982|XP_020807997.1|DSER	LOC108162923|XP_017153394.1|DMIR
OG0000990	LOC110180127|XP_020803426.1|DSER	LOC117190487|XP_033251445.1|DMIR, LOC108152683|XP_017137675.1|DMIR
OG0000991	LOC110191984|XP_020818670.1|DSER	LOC108159144|XP_017147632.1|DMIR
OG0000992	LOC110191103|XP_020817509.1|DSER	LOC108157393|XP_033245963.1|DMIR
OG0000993	LOC110186175|XP_020810887.1|DSER	LOC108154919|XP_017140867.1|DMIR
OG0000994	LOC110181872|XP_020805454.1|DSER	LOC108165057|XP_017156591.1|DMIR
OG0000995	LOC110189848|XP_020815722.1|DSER	LOC108163937|XP_017154961.2|DMIR
OG0000996	LOC110178273|XP_020800998.1|DSER	LOC108160227|XP_017149568.1|DMIR
OG0000997	LOC110189343|XP_020815045.1|DSER	LOC117190405|XP_033251374.1|DMIR, LOC117187782|XP_033246511.1|DMIR
OG0000998	LOC110184497|XP_020808710.1|DSER	LOC108151389|XP_017135454.1|DMIR
OG0000999	LOC110183542|XP_020807500.1|DSER	LOC108155745|XP_017142259.1|DMIR
OG0001000	LOC110188914|XP_020814494.1|DSER	LOC117188052|XP_033247167.1|DMIR, LOC117190773|XP_033251724.1|DMIR
OG0001001	LOC110177734|XP_020800246.1|DSER	LOC117192545|XP_033253132.1|DMIR, LOC108160074|XP_017149319.1|DMIR
OG0001002	LOC110178122|XP_020800801.1|DSER	LOC108162981|XP_017153476.1|DMIR
OG0001003	LOC110185350|XP_020809787.1|DSER, LOC110177019|XP_020799191.1|DSER	LOC108154975|XP_017140984.1|DMIR
OG0001004	LOC110187940|XP_020813114.1|DSER	LOC108155115|XP_017141243.1|DMIR
OG0001005	LOC110181430|XP_020804832.1|DSER, LOC110181815|XP_020805366.1|DSER	LOC108158674|XP_017146682.1|DMIR
OG0001006	LOC110188543|XP_020813959.1|DSER, LOC110179033|XP_020802046.1|DSER	LOC108151405|XP_017135482.1|DMIR
OG0001007	LOC110191549|XP_020818083.1|DSER	LOC117185760|XP_017148353.1|DMIR, LOC108159506|XP_017148352.2|DMIR
OG0001008	LOC110184258|XP_020808381.1|DSER	LOC108164832|XP_017156243.1|DMIR
OG0001009	LOC110191050|XP_020817434.1|DSER	LOC108155068|XP_017141144.1|DMIR, LOC108155777|XP_033245461.1|DMIR
OG0001010	LOC110177091|XP_020799278.1|DSER	LOC108161850|XP_017151707.1|DMIR
OG0001011	LOC110179116|XP_020802166.1|DSER	LOC108152873|XP_017137991.1|DMIR
OG0001011	LOC110187231|XP_020812288.1|DSER	LOC108163761|XP_017154723.1|DMIR
OG0001012	LOC110187146|XP_020812219.1|DSER, LOC110187145|XP_020812218.1|DSER	LOC108158109|XP_033241939.1|DMIR, LOC108165086|XP_017156626.2|DMIR
OG0001013	LOC110179024|XP_020802029.1|DSER	LOC108152768|XP_017137832.1|DMIR
OG0001013	LOC110178569|XP_020801401.1|DSER	LOC108165547|XP_017157112.1|DMIR
OG0001014	LOC110178988|XP_020801962.1|DSER	LOC108151720|XP_017135985.1|DMIR
OG0001014	LOC110178917|XP_020801858.1|DSER	LOC108151550|XP_017135704.1|DMIR
OG0001015	LOC110179053|XP_020802070.1|DSER	LOC108165059|XP_033252597.1|DMIR
OG0001015	LOC110179052|XP_020802069.1|DSER	LOC108165058|XP_017156592.1|DMIR
OG0001016	LOC110191944|XP_020818623.1|DSER, LOC110182078|XP_020805719.1|DSER	LOC108150899|XP_017134701.1|DMIR
OG0001017	LOC110182104|XP_020805752.1|DSER	LOC108159558|XP_017148475.2|DMIR
OG0001018	LOC110188589|XP_020814011.1|DSER, LOC110179688|XP_020802957.1|DSER, LOC110185547|XP_020810123.1|DSER	LOC108164980|XP_017156491.1|DMIR, LOC108157312|XP_017144806.1|DMIR
OG0001019	LOC110186747|XP_020811669.1|DSER	LOC108157038|XP_017144341.1|DMIR
OG0001020	LOC110176011|XP_020797875.1|DSER	LOC108164937|XP_017156415.1|DMIR
OG0001021	LOC110185915|XP_020810586.1|DSER	LOC108163627|XP_017154516.1|DMIR
OG0001022	LOC110181686|XP_020805186.1|DSER	LOC117186231|XP_033242563.1|DMIR
OG0001024	LOC110186575|XP_020811446.1|DSER	LOC108156052|XP_017142814.1|DMIR
OG0001025	LOC110187080|XP_020812142.1|DSER	LOC108151123|XP_017135032.1|DMIR
OG0001026	LOC110182964|XP_020806815.1|DSER	LOC108158200|XP_017145912.1|DMIR, LOC117191865|XP_033252522.1|DMIR
OG0001027	LOC110185189|XP_020809570.1|DSER	LOC108152654|XP_017137637.1|DMIR
OG0001028	LOC110183134|XP_020806983.1|DSER	LOC108164203|XP_017155322.1|DMIR
OG0001029	LOC110177097|XP_020799295.1|DSER	LOC117189624|XP_033250634.1|DMIR, LOC108158632|XP_017146601.1|DMIR
OG0001031	LOC110185133|XP_020809489.1|DSER	LOC108161349|XP_033249163.1|DMIR
OG0001032	LOC110191705|XP_020818280.1|DSER, LOC110184513|XP_020808734.1|DSER	LOC108161911|XP_017151807.1|DMIR
OG0001033	LOC110180411|XP_020803734.1|DSER, LOC110191925|XP_020818589.1|DSER	LOC108163110|XP_017153694.1|DMIR, LOC117188476|XP_033248288.1|DMIR, LOC108158001|XP_017145636.2|DMIR
OG0001034	LOC110187210|XP_020812269.1|DSER	LOC108163659|XP_033249196.1|DMIR
OG0001034	LOC110190187|XP_020816194.1|DSER	LOC108153130|XP_017138408.1|DMIR
OG0001035	LOC110180367|XP_020803691.1|DSER	LOC108165133|XP_017156688.1|DMIR
OG0001035	LOC110180365|XP_020803690.1|DSER	LOC108165134|XP_017156689.1|DMIR
OG0001037	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER	LOC108152121|XP_017136694.1|DMIR, LOC108161014|XP_017150812.1|DMIR, LOC117191553|XP_033252274.1|DMIR
OG0001038	LOC110187888|XP_020813033.1|DSER	LOC108157531|XP_017145123.1|DMIR
OG0001038	LOC110187887|XP_020813031.1|DSER	LOC108157530|XP_017145122.1|DMIR
OG0001039	LOC110176510|XP_020798545.1|DSER, LOC110176509|XP_020798544.1|DSER	LOC108154564|XP_017140355.2|DMIR, LOC108156153|XP_017142966.1|DMIR
OG0001041	LOC110191362|XP_020817870.1|DSER	LOC108154588|XP_017140381.1|DMIR
OG0001042	LOC110186562|XP_020811426.1|DSER	LOC108154264|XP_017139989.1|DMIR
OG0001043	LOC110179448|XP_020802655.1|DSER	LOC108164201|XP_017155320.1|DMIR
OG0001044	LOC110179622|XP_020802892.1|DSER	LOC108160001|XP_017149214.1|DMIR
OG0001045	LOC110177707|XP_020800205.1|DSER	LOC108160800|XP_017150507.1|DMIR, LOC117193810|XP_033254415.1|DMIR
OG0001046	LOC110191181|XP_020817606.1|DSER	LOC108159806|XP_017148865.1|DMIR
OG0001047	LOC110179213|XP_020802306.1|DSER	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR
OG0001048	LOC110177668|XP_020800149.1|DSER	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR
OG0001049	LOC110182684|XP_020806435.1|DSER	LOC108161310|XP_017151020.1|DMIR
OG0001049	LOC110190262|XP_020816286.1|DSER	LOC108152602|XP_017137549.1|DMIR
OG0001050	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER	LOC108157607|XP_033245713.1|DMIR, LOC108157606|XP_017145223.2|DMIR, LOC117187276|XP_033245508.1|DMIR, LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR
OG0001051	LOC110177900|XP_020800528.1|DSER	LOC108162247|XP_017152383.1|DMIR
OG0001052	LOC110183831|XP_020807843.1|DSER	LOC108163367|XP_017154107.1|DMIR
OG0001053	LOC110176117|XP_020798013.1|DSER	LOC117190646|XP_033251582.1|DMIR, LOC108164587|XP_033251578.1|DMIR, LOC117187196|XP_033245228.1|DMIR, LOC117187199|XP_033245232.1|DMIR, LOC117187200|XP_033245235.1|DMIR, LOC117187195|XP_033245224.1|DMIR
OG0001054	LOC110177291|XP_020799612.1|DSER	LOC108156657|XP_017143759.1|DMIR
OG0001054	LOC110177292|XP_020799613.1|DSER	LOC108156655|XP_017143758.1|DMIR
OG0001055	LOC110186865|XP_020811817.1|DSER, LOC110186425|XP_020811266.1|DSER	LOC108155222|XP_017141395.1|DMIR
OG0001056	LOC110190878|XP_020817194.1|DSER, LOC110179638|XP_020802909.1|DSER	LOC117186381|XP_033242994.1|DMIR
OG0001057	LOC110183748|XP_020807763.1|DSER	LOC108163578|XP_017154437.1|DMIR
OG0001058	LOC110179596|XP_020802854.1|DSER, LOC110179597|XP_020802855.1|DSER, LOC110176000|XP_020797858.1|DSER, LOC110184134|XP_020808201.1|DSER, LOC110179617|XP_020802884.1|DSER, LOC110176107|XP_020798005.1|DSER, LOC110175999|XP_020797856.1|DSER, LOC110176058|XP_020797931.1|DSER, LOC110181617|XP_020805080.1|DSER, LOC110181619|XP_020805082.1|DSER, LOC110181620|XP_020805087.1|DSER, LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER	LOC108153231|XP_017138555.1|DMIR
OG0001059	LOC110178933|XP_020801884.1|DSER	LOC108150981|XP_017134810.1|DMIR
OG0001060	LOC110189498|XP_020815265.1|DSER	LOC117189014|XP_033249756.1|DMIR, LOC117186009|XP_033241933.1|DMIR, LOC117189046|XP_033249832.1|DMIR, LOC117187150|XP_033245100.1|DMIR, LOC117187148|XP_033245095.1|DMIR, LOC108164965|XP_017156467.1|DMIR, LOC117189016|XP_033249771.1|DMIR, LOC117186012|XP_033241935.1|DMIR, LOC117186018|XP_033241941.1|DMIR, LOC117187151|XP_033245107.1|DMIR, LOC108155144|XP_017141287.1|DMIR
OG0001061	LOC110188490|XP_020813879.1|DSER	LOC108154011|XP_017139593.1|DMIR
OG0001061	LOC110188491|XP_020813880.1|DSER	LOC108154012|XP_017139595.1|DMIR
OG0001062	LOC110188781|XP_020814291.1|DSER	LOC108157452|XP_017145002.1|DMIR
OG0001062	LOC110188774|XP_020814279.1|DSER	LOC108157451|XP_017145001.1|DMIR
OG0001063	LOC110181545|XP_020804987.1|DSER	LOC108153484|XP_017139012.1|DMIR
OG0001063	LOC110182188|XP_020805855.1|DSER	LOC108150825|XP_017134623.2|DMIR
OG0001064	LOC110180209|XP_020803524.1|DSER	LOC108165266|XP_017156790.1|DMIR
OG0001064	LOC110184590|XP_020808840.1|DSER	LOC108165195|XP_033242025.1|DMIR
OG0001065	LOC110181416|XP_020804816.1|DSER	LOC108159510|XP_017148358.1|DMIR, LOC117193331|XP_033253951.1|DMIR, LOC108165396|XP_033243112.1|DMIR
OG0001066	LOC110185507|XP_020810061.1|DSER, LOC110180200|XP_020803512.1|DSER	LOC108153469|XP_033250772.1|DMIR
OG0001067	LOC110185836|XP_020810502.1|DSER	LOC108163912|XP_017154929.1|DMIR
OG0001067	LOC110185838|XP_020810504.1|DSER	LOC108163915|XP_017154932.1|DMIR
OG0001068	LOC110176304|XP_020798284.1|DSER	LOC108165317|XP_033243806.1|DMIR
OG0001068	LOC110178886|XP_020801818.1|DSER	LOC108151010|XP_017134857.1|DMIR
OG0001069	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER	LOC117193494|XP_033254136.1|DMIR, LOC117193490|XP_033254132.1|DMIR, LOC108158218|XP_017145932.1|DMIR
OG0001070	LOC110191904|XP_020818548.1|DSER	LOC108155992|XP_017142679.1|DMIR, LOC108154458|XP_017140219.1|DMIR
OG0001071	LOC110183440|XP_020807379.1|DSER	LOC108161151|XP_017150861.1|DMIR
OG0001072	LOC110179032|XP_020802045.1|DSER	LOC108153406|XP_017138889.1|DMIR
OG0001073	LOC110186981|XP_020811993.1|DSER	LOC108156263|XP_017143115.1|DMIR
OG0001074	LOC110179292|XP_020802475.1|DSER	LOC108160726|XP_017150395.1|DMIR, LOC117191676|XP_033252370.1|DMIR, LOC117191677|XP_033252371.1|DMIR, LOC117191788|XP_033252443.1|DMIR
OG0001075	LOC110190549|XP_020816758.1|DSER	LOC108152005|XP_017136466.1|DMIR
OG0001077	LOC110180480|XP_020803823.1|DSER	LOC117187222|XP_033245320.1|DMIR
OG0001078	LOC110181859|XP_020805437.1|DSER	LOC108164673|XP_017156015.1|DMIR
OG0001079	LOC110183567|XP_020807532.1|DSER	LOC108151344|XP_017135388.1|DMIR
OG0001080	LOC110188394|XP_020813775.1|DSER	LOC117194464|XP_033254918.1|DMIR, LOC117191728|XP_033252406.1|DMIR, LOC117191729|XP_033252407.1|DMIR, LOC117194537|XP_033254977.1|DMIR, LOC117194853|XP_033255213.1|DMIR, LOC117186187|XP_033242369.1|DMIR, LOC108152222|XP_017136892.2|DMIR, LOC117185895|XP_033243609.1|DMIR
OG0001081	LOC110188255|XP_020813599.1|DSER	LOC108155179|XP_017141338.1|DMIR
OG0001082	LOC110182906|XP_020806724.1|DSER	LOC117187390|XP_033245862.1|DMIR, LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR
OG0001083	LOC110187069|XP_020812118.1|DSER, LOC110190515|XP_020816706.1|DSER	LOC108152698|XP_017137699.1|DMIR
OG0001084	LOC110189244|XP_020814906.1|DSER	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR
OG0001085	LOC110189390|XP_020815099.1|DSER	LOC117192781|XP_033253425.1|DMIR, LOC117192775|XP_033253414.1|DMIR, LOC117192770|XP_033253407.1|DMIR, LOC117192777|XP_033253418.1|DMIR, LOC117192991|XP_033253614.1|DMIR, LOC108158703|XP_017146730.1|DMIR
OG0001086	LOC110191634|XP_020818184.1|DSER	LOC108159504|XP_017148350.1|DMIR
OG0001087	LOC110183183|XP_020807032.1|DSER	LOC108161856|XP_017151714.1|DMIR
OG0001088	LOC110190671|XP_020816935.1|DSER	LOC108151800|XP_017136140.1|DMIR
OG0001089	LOC110183572|XP_020807539.1|DSER	LOC108151348|XP_017135391.1|DMIR
OG0001090	LOC110178624|XP_020801468.1|DSER	LOC108153504|XP_017139043.1|DMIR
OG0001092	LOC110185798|XP_020810460.1|DSER	LOC108163845|XP_017154851.1|DMIR
OG0001093	LOC110186006|XP_020810699.1|DSER	LOC108161684|XP_017151485.1|DMIR
OG0001094	LOC110185938|XP_020810612.1|DSER	LOC108164002|XP_033249294.1|DMIR
OG0001095	LOC110177854|XP_020800460.1|DSER	LOC117188910|XP_033249376.1|DMIR
OG0001096	LOC110187519|XP_020812573.1|DSER, LOC110187490|XP_020812539.1|DSER, LOC110179885|XP_020803145.1|DSER	LOC108163692|XP_017154613.1|DMIR
OG0001097	LOC110184028|XP_020808051.1|DSER, LOC110184029|XP_020808052.1|DSER, LOC110182849|XP_020806643.1|DSER	LOC108161606|XP_017151390.1|DMIR
OG0001099	LOC110189944|XP_020815890.1|DSER, LOC110190067|XP_020816032.1|DSER	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR
OG0001100	LOC110188035|XP_020813231.1|DSER	LOC108157464|XP_017145030.1|DMIR
OG0001101	LOC110182198|XP_020805874.1|DSER	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR
OG0001102	LOC110185321|XP_020809746.1|DSER	LOC108152197|XP_017136844.1|DMIR
OG0001103	LOC110191011|XP_020817388.1|DSER	LOC108157734|XP_017145399.1|DMIR
OG0001104	LOC110178278|XP_020801006.1|DSER	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR
OG0001105	LOC110175972|XP_020797825.1|DSER	LOC108155303|XP_017141510.1|DMIR
OG0001106	LOC110185475|XP_020809997.1|DSER	LOC108164406|XP_033250268.1|DMIR
OG0001108	LOC110186150|XP_020810860.1|DSER	LOC108153902|XP_017139489.2|DMIR
OG0001108	LOC110186164|XP_020810874.1|DSER	LOC108156862|XP_017144079.1|DMIR
OG0001109	LOC110189191|XP_020814818.1|DSER	LOC117187712|XP_033246348.1|DMIR, LOC108158446|XP_017146218.2|DMIR
OG0001109	LOC110189193|XP_020814820.1|DSER	LOC108157977|XP_017145612.1|DMIR
OG0001110	LOC110185028|XP_020809339.1|DSER, LOC110185116|XP_020809467.1|DSER, LOC110179822|XP_020803086.1|DSER	LOC108150998|XP_033243709.1|DMIR
OG0001111	LOC110181137|XP_020804470.1|DSER, LOC110190928|XP_020817255.1|DSER	LOC108158214|XP_017145926.1|DMIR
OG0001112	LOC110177954|XP_020800603.1|DSER	LOC117191809|XP_033252463.1|DMIR, LOC117191808|XP_033252462.1|DMIR, LOC117191561|XP_033252281.1|DMIR, LOC117192047|XP_033252654.1|DMIR, LOC117191798|XP_033252449.1|DMIR, LOC117191562|XP_033252282.1|DMIR, LOC117191797|XP_033252448.1|DMIR, LOC117191563|XP_033252283.1|DMIR, LOC117191796|XP_033252447.1|DMIR, LOC117191806|XP_033252459.1|DMIR, LOC117191804|XP_033252456.1|DMIR, LOC117191803|XP_033252455.1|DMIR, LOC117191802|XP_033252454.1|DMIR, LOC117191801|XP_033252453.1|DMIR, LOC117191800|XP_033252452.1|DMIR, LOC117191805|XP_033252458.1|DMIR, LOC117191799|XP_033252451.1|DMIR, LOC117188033|XP_033247067.1|DMIR, LOC117188032|XP_033247066.1|DMIR, LOC108159181|XP_033247065.1|DMIR, LOC117188031|XP_033247064.1|DMIR, LOC117188034|XP_033247068.1|DMIR
OG0001113	LOC110185835|XP_020810501.1|DSER	LOC108163911|XP_017154928.1|DMIR
OG0001113	LOC110185837|XP_020810503.1|DSER	LOC108163913|XP_017154931.1|DMIR
OG0001114	LOC110183424|XP_020807362.1|DSER, LOC110183423|XP_020807361.1|DSER	LOC108163572|XP_017154428.1|DMIR
OG0001115	LOC110179880|XP_020803136.1|DSER, LOC110187500|XP_020812552.1|DSER	LOC108164296|XP_017155432.1|DMIR
OG0001116	LOC110191674|XP_020818245.1|DSER	LOC108159242|XP_017147855.2|DMIR
OG0001116	LOC110191673|XP_020818243.1|DSER	LOC117189434|XP_033250444.1|DMIR, LOC117188504|XP_033248376.1|DMIR
OG0001117	LOC110178961|XP_020801923.1|DSER, LOC110178954|XP_020801915.1|DSER	LOC108150790|XP_017134581.1|DMIR
OG0001118	LOC110189172|XP_020814802.1|DSER	LOC117186194|XP_033242377.1|DMIR
OG0001119	LOC110183954|XP_020807971.1|DSER	LOC108157273|XP_017144754.1|DMIR
OG0001120	LOC110190896|XP_020817214.1|DSER	LOC108154191|XP_017139892.1|DMIR
OG0001121	LOC110189553|XP_020815342.1|DSER, LOC110189554|XP_020815343.1|DSER	LOC108159560|XP_017148477.2|DMIR
OG0001122	LOC110178657|XP_020801507.1|DSER	LOC108153592|XP_017139162.1|DMIR
OG0001124	LOC110191214|XP_020817639.1|DSER	LOC108156495|XP_017143476.1|DMIR
OG0001125	LOC110188383|XP_020813761.1|DSER	LOC108157632|XP_017145261.1|DMIR
OG0001126	LOC110176234|XP_020798187.1|DSER	LOC108151736|XP_033243648.1|DMIR
OG0001127	LOC110178887|XP_020801819.1|DSER	LOC108151020|XP_017134868.1|DMIR
OG0001128	LOC110177911|XP_020800541.1|DSER	LOC108160905|XP_017150667.1|DMIR, LOC117191428|XP_033252189.1|DMIR
OG0001129	LOC110185865|XP_020810533.1|DSER	LOC108163115|XP_017153705.1|DMIR
OG0001130	LOC110183191|XP_020807053.1|DSER	LOC108162050|XP_017152072.1|DMIR
OG0001131	LOC110185470|XP_020809985.1|DSER	LOC108164409|XP_017155564.1|DMIR
OG0001133	LOC110182695|XP_020806449.1|DSER	LOC108162431|XP_017152655.2|DMIR
OG0001134	LOC110178469|XP_020801271.1|DSER	LOC108159571|XP_017148502.1|DMIR
OG0001135	LOC110191174|XP_020817596.1|DSER	LOC108156925|XP_017144166.1|DMIR
OG0001136	LOC110186892|XP_020811850.1|DSER	LOC108154994|XP_017141026.1|DMIR
OG0001137	LOC110186364|XP_020811172.1|DSER	LOC108155810|XP_033245499.1|DMIR
OG0001138	LOC110188494|XP_020813883.1|DSER	LOC108152223|XP_017136894.1|DMIR, LOC117189262|XP_033250330.1|DMIR, LOC117194543|XP_033254983.1|DMIR, LOC117195187|XP_033255719.1|DMIR, LOC117194366|XP_033254829.1|DMIR, LOC117186190|XP_033242374.1|DMIR, LOC117194520|XP_033254961.1|DMIR, LOC117189334|XP_033250369.1|DMIR, LOC117194867|XP_033255223.1|DMIR, LOC117195188|XP_033255720.1|DMIR, LOC108153473|XP_017138994.2|DMIR
OG0001139	LOC110177508|XP_020799921.1|DSER	LOC117186106|XP_033242092.1|DMIR, LOC117195283|XP_033255786.1|DMIR, LOC117186485|XP_033243255.1|DMIR, LOC108164710|XP_033242804.1|DMIR, LOC117195275|XP_033255779.1|DMIR, LOC117186169|XP_033242298.1|DMIR, LOC117195277|XP_033255781.1|DMIR, LOC117186490|XP_033243260.1|DMIR, LOC117186105|XP_033242091.1|DMIR
OG0001140	LOC110188665|XP_020814117.1|DSER, LOC110178049|XP_020800721.1|DSER	LOC108155073|XP_017141153.1|DMIR
OG0001141	LOC110177179|XP_020799428.1|DSER	LOC108157668|XP_017145318.1|DMIR, LOC108157527|XP_017145120.2|DMIR
OG0001142	LOC110177197|XP_020799452.1|DSER	LOC108155817|XP_017142393.1|DMIR
OG0001142	LOC110177135|XP_020799367.1|DSER	LOC108155818|XP_017142394.1|DMIR
OG0001143	LOC110186092|XP_020810793.1|DSER	LOC108162731|XP_017153092.1|DMIR, LOC108163326|XP_017154045.1|DMIR, LOC117188648|XP_033248703.1|DMIR, LOC117188646|XP_033248701.1|DMIR, LOC117188647|XP_033248702.1|DMIR
OG0001144	LOC110183269|XP_020807157.1|DSER, LOC110187187|XP_020812278.1|DSER	LOC108160531|XP_017150082.1|DMIR
OG0001145	LOC110181423|XP_020804827.1|DSER	LOC117193655|XP_033254286.1|DMIR, LOC108158812|XP_017146989.1|DMIR
OG0001145	LOC110189920|XP_020815894.1|DSER	LOC108158813|XP_017146991.1|DMIR
OG0001146	LOC110181380|XP_020804768.1|DSER	LOC108164258|XP_017155387.1|DMIR
OG0001146	LOC110182200|XP_020805880.1|DSER	LOC108164850|XP_017156266.1|DMIR
OG0001148	LOC110187590|XP_020812634.1|DSER	LOC108161502|XP_017151268.1|DMIR, LOC108163882|XP_017154886.1|DMIR
OG0001149	LOC110176742|XP_020798845.1|DSER	LOC108151606|XP_017135781.1|DMIR
OG0001150	LOC110179831|XP_020803100.1|DSER	LOC108160495|XP_033247060.1|DMIR
OG0001151	LOC110188372|XP_020813744.1|DSER	LOC108153847|XP_033245344.1|DMIR
OG0001152	LOC110176595|XP_020798670.1|DSER	LOC108157391|XP_017144921.1|DMIR
OG0001153	LOC110191482|XP_020818005.1|DSER	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR
OG0001154	LOC110187359|XP_020812409.1|DSER	LOC108163388|XP_017154132.1|DMIR
OG0001155	LOC110187109|XP_020812177.1|DSER	LOC108162857|XP_017153295.1|DMIR
OG0001157	LOC110184882|XP_020809190.1|DSER	LOC108156800|XP_017143970.1|DMIR
OG0001158	LOC110187418|XP_020812466.1|DSER	LOC108161836|XP_017151684.1|DMIR
OG0001159	LOC110186958|XP_020811958.1|DSER	LOC108155766|XP_017142301.1|DMIR
OG0001160	LOC110188410|XP_020813797.1|DSER	LOC108154723|XP_017140574.1|DMIR
OG0001161	LOC110191364|XP_020817872.1|DSER	LOC108154937|XP_017140915.2|DMIR
OG0001162	LOC110185498|XP_020810055.1|DSER	LOC108154099|XP_017139709.1|DMIR
OG0001163	LOC110184394|XP_020808570.1|DSER	LOC108155132|XP_017141268.1|DMIR
OG0001164	LOC110187971|XP_020813150.1|DSER	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR
OG0001165	LOC110178508|XP_020801316.1|DSER	LOC108160534|XP_033246198.1|DMIR
OG0001166	LOC110188840|XP_020814393.1|DSER	LOC108165524|XP_017157069.1|DMIR
OG0001167	LOC110178257|XP_020800970.1|DSER	LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR
OG0001168	LOC110191628|XP_020818176.1|DSER	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR
OG0001169	LOC110184292|XP_020808436.1|DSER	LOC108164973|XP_017156477.1|DMIR
OG0001170	LOC110190957|XP_020817303.1|DSER	LOC108155887|XP_017142516.1|DMIR
OG0001171	LOC110190076|XP_020816041.1|DSER	LOC108152288|XP_017136995.1|DMIR
OG0001172	LOC110178488|XP_020801292.1|DSER	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR
OG0001173	LOC110186390|XP_020811209.1|DSER	LOC108154895|XP_033245245.1|DMIR
OG0001174	LOC110184681|XP_020808953.1|DSER	LOC108165485|XP_017157027.1|DMIR
OG0001175	LOC110190945|XP_020817278.1|DSER	LOC108159805|XP_017148863.1|DMIR
OG0001176	LOC110189215|XP_020814846.1|DSER	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR
OG0001177	LOC110184819|XP_020809119.1|DSER	LOC108162807|XP_033248563.1|DMIR
OG0001178	LOC110182997|XP_020806848.1|DSER	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR
OG0001179	LOC110179311|XP_020802455.1|DSER	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR
