Orthogroup	DSER.longest_only	DKIK.longest_only
OG0001018	LOC110188589|XP_020814011.1|DSER	LOC108084093|XP_017035607.1|DKIK
OG0001018	LOC110179688|XP_020802957.1|DSER, LOC110185547|XP_020810123.1|DSER	LOC108080174|XP_017030310.1|DKIK, LOC108080173|XP_017030308.1|DKIK, LOC108080172|XP_017030307.1|DKIK
OG0001019	LOC110186747|XP_020811669.1|DSER	LOC108084986|XP_017036899.1|DKIK
OG0001020	LOC110176011|XP_020797875.1|DSER	LOC108080030|XP_017030092.1|DKIK
OG0001021	LOC110185915|XP_020810586.1|DSER	LOC108075935|XP_017024061.1|DKIK
OG0001022	LOC110181686|XP_020805186.1|DSER	LOC108071850|XP_017018253.1|DKIK
OG0001024	LOC110186575|XP_020811446.1|DSER	LOC108085012|XP_017036943.1|DKIK
OG0001025	LOC110187080|XP_020812142.1|DSER	LOC108074005|XP_017021355.1|DKIK
OG0001026	LOC110182964|XP_020806815.1|DSER	LOC108076644|XP_017025065.1|DKIK
OG0001027	LOC110185189|XP_020809570.1|DSER	LOC108085516|XP_017037630.1|DKIK
OG0001028	LOC110183134|XP_020806983.1|DSER	LOC108074640|XP_017022248.1|DKIK
OG0001029	LOC110177097|XP_020799295.1|DSER	LOC108078245|XP_017027457.1|DKIK
OG0001031	LOC110185133|XP_020809489.1|DSER	LOC108084782|XP_017036594.1|DKIK
OG0001032	LOC110191705|XP_020818280.1|DSER	LOC108079449|XP_017029276.1|DKIK
OG0001032	LOC110184513|XP_020808734.1|DSER	LOC108081290|XP_017031869.1|DKIK
OG0001033	LOC110180411|XP_020803734.1|DSER	LOC108080217|XP_017030362.1|DKIK
OG0001033	LOC110191925|XP_020818589.1|DSER	LOC108078390|XP_017027734.1|DKIK
OG0001034	LOC110187210|XP_020812269.1|DSER	LOC108085348|XP_017037402.1|DKIK
OG0001034	LOC110190187|XP_020816194.1|DSER	LOC108084763|XP_017036569.1|DKIK
OG0001035	LOC110180367|XP_020803691.1|DSER	LOC108074240|XP_017021673.1|DKIK
OG0001035	LOC110180365|XP_020803690.1|DSER	LOC108074238|XP_017021671.1|DKIK
OG0001037	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER	LOC108073574|XP_017020750.1|DKIK, LOC108073575|XP_017020751.1|DKIK, LOC108073576|XP_017020752.1|DKIK
OG0001038	LOC110187888|XP_020813033.1|DSER	LOC108073428|XP_017020539.1|DKIK
OG0001038	LOC110187887|XP_020813031.1|DSER	LOC108073417|XP_017020528.1|DKIK
OG0001039	LOC110176542|XP_020798592.1|DSER	LOC108077589|XP_017026472.1|DKIK
OG0001039	LOC110176510|XP_020798545.1|DSER, LOC110176509|XP_020798544.1|DSER	LOC108077675|XP_017026585.1|DKIK, LOC108077674|XP_017026584.1|DKIK
OG0001040	LOC110190324|XP_020816379.1|DSER	LOC108078696|XP_017028137.1|DKIK
OG0001040	LOC110186538|XP_020811401.1|DSER	LOC108077648|XP_017026550.1|DKIK
OG0001041	LOC110191362|XP_020817870.1|DSER	LOC108071279|XP_017017460.1|DKIK
OG0001042	LOC110186562|XP_020811426.1|DSER	LOC108073663|XP_017020877.1|DKIK
OG0001043	LOC110179448|XP_020802655.1|DSER	LOC108079351|XP_017029147.1|DKIK
OG0001044	LOC110179622|XP_020802892.1|DSER	LOC108070916|XP_017017061.1|DKIK
OG0001045	LOC110177707|XP_020800205.1|DSER	LOC108072423|XP_017019022.1|DKIK
OG0001046	LOC110191181|XP_020817606.1|DSER	LOC108072898|XP_017019710.1|DKIK
OG0001047	LOC110176237|XP_020798197.1|DSER	LOC108070838|XP_017016949.1|DKIK
OG0001047	LOC110180086|XP_020803372.1|DSER	LOC108070744|XP_017016829.1|DKIK
OG0001047	LOC110179213|XP_020802306.1|DSER	LOC108078240|XP_017027436.1|DKIK
OG0001048	LOC110177668|XP_020800149.1|DSER	LOC108072345|XP_017018925.1|DKIK
OG0001049	LOC110182684|XP_020806435.1|DSER	LOC108072832|XP_017019612.1|DKIK
OG0001049	LOC110190262|XP_020816286.1|DSER	LOC108078877|XP_017028491.1|DKIK
OG0001050	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER	LOC108079831|XP_017029820.1|DKIK
OG0001051	LOC110177900|XP_020800528.1|DSER	LOC108076997|XP_017025556.1|DKIK
OG0001052	LOC110183831|XP_020807843.1|DSER	LOC108074871|XP_017022580.1|DKIK
OG0001053	LOC110176117|XP_020798013.1|DSER	LOC108080091|XP_017030188.1|DKIK
OG0001054	LOC110177291|XP_020799612.1|DSER	LOC108083707|XP_017035093.1|DKIK
OG0001054	LOC110177292|XP_020799613.1|DSER	LOC108083709|XP_017035095.1|DKIK
OG0001055	LOC110186865|XP_020811817.1|DSER	LOC108082646|XP_017033618.1|DKIK
OG0001055	LOC110186425|XP_020811266.1|DSER	LOC108083163|XP_017034342.1|DKIK
OG0001056	LOC110190878|XP_020817194.1|DSER	LOC108075630|XP_017023656.1|DKIK
OG0001056	LOC110179638|XP_020802909.1|DSER	LOC108079283|XP_017029069.1|DKIK
OG0001057	LOC110183748|XP_020807763.1|DSER	LOC108082223|XP_017033050.1|DKIK
OG0001058	LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER	LOC108083573|XP_017034919.1|DKIK
OG0001059	LOC110178933|XP_020801884.1|DSER	LOC108073902|XP_017021181.1|DKIK
OG0001060	LOC110189498|XP_020815265.1|DSER	LOC108077859|XP_017026881.1|DKIK
OG0001061	LOC110188490|XP_020813879.1|DSER	LOC108084014|XP_017035516.1|DKIK
OG0001061	LOC110188491|XP_020813880.1|DSER	LOC108084015|XP_017035517.1|DKIK
OG0001062	LOC110188781|XP_020814291.1|DSER	LOC108070727|XP_017016814.1|DKIK
OG0001062	LOC110188774|XP_020814279.1|DSER	LOC108070669|XP_017016731.1|DKIK
OG0001063	LOC110181545|XP_020804987.1|DSER	LOC108079933|XP_017029957.1|DKIK
OG0001063	LOC110182188|XP_020805855.1|DSER	LOC108074202|XP_017021630.1|DKIK
OG0001064	LOC110180209|XP_020803524.1|DSER	LOC108075994|XP_017024136.1|DKIK
OG0001064	LOC110184590|XP_020808840.1|DSER	LOC108071663|XP_017017957.1|DKIK
OG0001065	LOC110181416|XP_020804816.1|DSER	LOC108085212|XP_017037230.1|DKIK, LOC108078088|XP_017027164.1|DKIK
OG0001066	LOC110185507|XP_020810061.1|DSER	LOC108082285|XP_017033104.1|DKIK, LOC108082284|XP_017033103.1|DKIK, LOC108082479|XP_017033377.1|DKIK
OG0001066	LOC110180200|XP_020803512.1|DSER	LOC108082958|XP_017034063.1|DKIK
OG0001067	LOC110185836|XP_020810502.1|DSER	LOC108075964|XP_017024102.1|DKIK
OG0001067	LOC110185838|XP_020810504.1|DSER	LOC108075967|XP_017024104.1|DKIK
OG0001068	LOC110176304|XP_020798284.1|DSER	LOC108085980|XP_017038270.1|DKIK
OG0001068	LOC110178886|XP_020801818.1|DSER	LOC108073773|XP_017021028.1|DKIK
OG0001069	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER	LOC108070764|XP_017016849.1|DKIK
OG0001070	LOC110191904|XP_020818548.1|DSER	LOC108080457|XP_017030683.1|DKIK
OG0001071	LOC110183440|XP_020807379.1|DSER	LOC108076876|XP_017025394.1|DKIK
OG0001072	LOC110179032|XP_020802045.1|DSER	LOC108073823|XP_017021092.1|DKIK
OG0001072	LOC110182209|XP_020805895.1|DSER	LOC108079448|XP_017029271.1|DKIK
OG0001073	LOC110186981|XP_020811993.1|DSER	LOC108085579|XP_017037729.1|DKIK
OG0001074	LOC110179292|XP_020802475.1|DSER	LOC108070919|XP_017017067.1|DKIK
OG0001075	LOC110190549|XP_020816758.1|DSER	LOC108078750|XP_017028265.1|DKIK
OG0001077	LOC110184788|XP_020809086.1|DSER	LOC108071597|XP_017017866.1|DKIK
OG0001077	LOC110180480|XP_020803823.1|DSER	LOC108071213|XP_017017383.1|DKIK
OG0001077	LOC110179986|XP_020803235.1|DSER	LOC108083044|XP_017034162.1|DKIK
OG0001078	LOC110181859|XP_020805437.1|DSER	LOC108082944|XP_017034050.1|DKIK
OG0001079	LOC110183567|XP_020807532.1|DSER	LOC108072731|XP_017019482.1|DKIK
OG0001080	LOC110188394|XP_020813775.1|DSER	LOC108071527|XP_017017788.1|DKIK
OG0001081	LOC110188255|XP_020813599.1|DSER	LOC108077554|XP_017026471.1|DKIK
OG0001082	LOC110182906|XP_020806724.1|DSER	LOC108076768|XP_017025258.1|DKIK
OG0001083	LOC110187069|XP_020812118.1|DSER	LOC108074906|XP_017022624.1|DKIK
OG0001083	LOC110190515|XP_020816706.1|DSER	LOC108078724|XP_017028214.1|DKIK
OG0001084	LOC110189244|XP_020814906.1|DSER	LOC108076334|XP_017024607.1|DKIK
OG0001085	LOC110189390|XP_020815099.1|DSER	LOC108070934|XP_017017075.1|DKIK
OG0001086	LOC110191634|XP_020818184.1|DSER	LOC108072084|XP_017018584.1|DKIK
OG0001087	LOC110183183|XP_020807032.1|DSER	LOC108082001|XP_017032734.1|DKIK
OG0001088	LOC110190671|XP_020816935.1|DSER	LOC108078633|XP_017028046.1|DKIK
OG0001089	LOC110183572|XP_020807539.1|DSER	LOC108079909|XP_017029932.1|DKIK
OG0001090	LOC110178624|XP_020801468.1|DSER	LOC108080588|XP_017030885.1|DKIK
OG0001092	LOC110185798|XP_020810460.1|DSER	LOC108085244|XP_017037278.1|DKIK
OG0001093	LOC110186006|XP_020810699.1|DSER	LOC108077437|XP_017026241.1|DKIK
OG0001094	LOC110185938|XP_020810612.1|DSER	LOC108074385|XP_017021900.1|DKIK
OG0001095	LOC110177854|XP_020800460.1|DSER	LOC108082550|XP_017033479.1|DKIK
OG0001096	LOC110187519|XP_020812573.1|DSER, LOC110187490|XP_020812539.1|DSER, LOC110179885|XP_020803145.1|DSER	LOC108082837|XP_017033891.1|DKIK
OG0001097	LOC110184028|XP_020808051.1|DSER, LOC110184029|XP_020808052.1|DSER	LOC108077768|XP_017026750.1|DKIK
OG0001097	LOC110182849|XP_020806643.1|DSER	LOC108085847|XP_017038097.1|DKIK
OG0001099	LOC110189944|XP_020815890.1|DSER	LOC108085828|XP_017038071.1|DKIK
OG0001099	LOC110190067|XP_020816032.1|DSER	LOC108085788|XP_017038024.1|DKIK
OG0001100	LOC110188035|XP_020813231.1|DSER	LOC108084959|XP_017036901.1|DKIK
OG0001101	LOC110182198|XP_020805874.1|DSER	LOC108076293|XP_017024549.1|DKIK
OG0001102	LOC110185321|XP_020809746.1|DSER	LOC108075176|XP_017022986.1|DKIK
OG0001103	LOC110191011|XP_020817388.1|DSER	LOC108077848|XP_017026867.1|DKIK
OG0001104	LOC110178278|XP_020801006.1|DSER	LOC108082432|XP_017033291.1|DKIK
OG0001105	LOC110175972|XP_020797825.1|DSER	LOC108080121|XP_017030241.1|DKIK
OG0001106	LOC110185475|XP_020809997.1|DSER	LOC108070700|XP_017016778.1|DKIK, LOC108070682|XP_017016748.1|DKIK
OG0001108	LOC110186150|XP_020810860.1|DSER	LOC108073157|XP_017020153.1|DKIK
OG0001108	LOC110186164|XP_020810874.1|DSER	LOC108073156|XP_017020152.1|DKIK
OG0001109	LOC110189191|XP_020814818.1|DSER	LOC108074637|XP_017022242.1|DKIK
OG0001109	LOC110189193|XP_020814820.1|DSER	LOC108074664|XP_017022271.1|DKIK
OG0001110	LOC110185028|XP_020809339.1|DSER, LOC110185116|XP_020809467.1|DSER	LOC108080603|XP_017030912.1|DKIK
OG0001110	LOC110179822|XP_020803086.1|DSER	LOC108080663|XP_017030985.1|DKIK
OG0001111	LOC110181137|XP_020804470.1|DSER	LOC108076206|XP_017024429.1|DKIK
OG0001111	LOC110190928|XP_020817255.1|DSER	LOC108076127|XP_017024344.1|DKIK
OG0001112	LOC110177954|XP_020800603.1|DSER	LOC108072225|XP_017018777.1|DKIK
OG0001113	LOC110185835|XP_020810501.1|DSER	LOC108075963|XP_017024101.1|DKIK
OG0001113	LOC110185837|XP_020810503.1|DSER	LOC108075965|XP_017024103.1|DKIK
OG0001114	LOC110183424|XP_020807362.1|DSER	LOC108076905|XP_017025434.1|DKIK
OG0001114	LOC110183423|XP_020807361.1|DSER	LOC108076906|XP_017025435.1|DKIK
OG0001115	LOC110179880|XP_020803136.1|DSER, LOC110187500|XP_020812552.1|DSER	LOC108070508|XP_017016493.1|DKIK
OG0001116	LOC110191674|XP_020818245.1|DSER	LOC108085157|XP_017037181.1|DKIK
OG0001117	LOC110178961|XP_020801923.1|DSER	LOC108080618|XP_017030931.1|DKIK
OG0001117	LOC110178954|XP_020801915.1|DSER	LOC108080617|XP_017030930.1|DKIK
OG0001118	LOC110189172|XP_020814802.1|DSER	LOC108073421|XP_017020529.1|DKIK
OG0001119	LOC110183954|XP_020807971.1|DSER	LOC108085306|XP_017037353.1|DKIK
OG0001120	LOC110190896|XP_020817214.1|DSER	LOC108073569|XP_017020744.1|DKIK
OG0001121	LOC110189554|XP_020815343.1|DSER	LOC108076404|XP_017024736.1|DKIK
OG0001122	LOC110178657|XP_020801507.1|DSER	LOC108071557|XP_017017825.1|DKIK
OG0001124	LOC110191214|XP_020817639.1|DSER	LOC108071456|XP_017017706.1|DKIK
OG0001125	LOC110188383|XP_020813761.1|DSER	LOC108084059|XP_017035566.1|DKIK
OG0001126	LOC110176234|XP_020798187.1|DSER	LOC108085998|XP_017038287.1|DKIK, LOC108082968|XP_017034080.1|DKIK
OG0001127	LOC110178887|XP_020801819.1|DSER	LOC108073820|XP_017021088.1|DKIK
OG0001128	LOC110177911|XP_020800541.1|DSER	LOC108072883|XP_017019693.1|DKIK
OG0001129	LOC110185865|XP_020810533.1|DSER	LOC108072593|XP_017019294.1|DKIK
OG0001130	LOC110183191|XP_020807053.1|DSER	LOC108082022|XP_017032779.1|DKIK
OG0001131	LOC110185470|XP_020809985.1|DSER	LOC108081837|XP_017032566.1|DKIK
OG0001133	LOC110182695|XP_020806449.1|DSER	LOC108073635|XP_017020841.1|DKIK
OG0001134	LOC110178469|XP_020801271.1|DSER	LOC108082180|XP_017032986.1|DKIK
OG0001135	LOC110191174|XP_020817596.1|DSER	LOC108077868|XP_017026895.1|DKIK
OG0001136	LOC110186892|XP_020811850.1|DSER	LOC108072041|XP_017018512.1|DKIK
OG0001137	LOC110186364|XP_020811172.1|DSER	LOC108084936|XP_017036823.1|DKIK
OG0001138	LOC110188494|XP_020813883.1|DSER	LOC108071528|XP_017017789.1|DKIK
OG0001139	LOC110177508|XP_020799921.1|DSER	LOC108070486|XP_017016466.1|DKIK
OG0001140	LOC110188665|XP_020814117.1|DSER	LOC108084247|XP_017035873.1|DKIK
OG0001140	LOC110178049|XP_020800721.1|DSER	LOC108083808|XP_017035244.1|DKIK
OG0001141	LOC110177179|XP_020799428.1|DSER	LOC108071349|XP_017017573.1|DKIK
OG0001142	LOC110177197|XP_020799452.1|DSER	LOC108071314|XP_017017510.1|DKIK
OG0001142	LOC110177135|XP_020799367.1|DSER	LOC108071315|XP_017017512.1|DKIK
OG0001143	LOC110186092|XP_020810793.1|DSER	LOC108077399|XP_017026184.1|DKIK
OG0001144	LOC110188580|XP_020814003.1|DSER	LOC108084100|XP_017035617.1|DKIK
OG0001144	LOC110183269|XP_020807157.1|DSER, LOC110187187|XP_020812278.1|DSER	LOC108076226|XP_017024458.1|DKIK
OG0001145	LOC110181423|XP_020804827.1|DSER	LOC108078005|XP_017027048.1|DKIK
OG0001145	LOC110189920|XP_020815894.1|DSER	LOC108077948|XP_017026976.1|DKIK
OG0001146	LOC110181380|XP_020804768.1|DSER	LOC108082694|XP_017033689.1|DKIK
OG0001146	LOC110182200|XP_020805880.1|DSER	LOC108074236|XP_017021668.1|DKIK
OG0001148	LOC110187590|XP_020812634.1|DSER	LOC108086073|XP_017038381.1|DKIK
OG0001149	LOC110176742|XP_020798845.1|DSER	LOC108078067|XP_017027123.1|DKIK
OG0001150	LOC110179831|XP_020803100.1|DSER	LOC108076205|XP_017024428.1|DKIK
OG0001151	LOC110188372|XP_020813744.1|DSER	LOC108081764|XP_017032455.1|DKIK
OG0001152	LOC110176595|XP_020798670.1|DSER	LOC108070629|XP_017016686.1|DKIK
OG0001153	LOC110191482|XP_020818005.1|DSER	LOC108072173|XP_017018713.1|DKIK
OG0001154	LOC110187359|XP_020812409.1|DSER	LOC108082069|XP_017032842.1|DKIK
OG0001155	LOC110187109|XP_020812177.1|DSER	LOC108072453|XP_017019072.1|DKIK
OG0001157	LOC110184882|XP_020809190.1|DSER	LOC108074040|XP_017021397.1|DKIK
OG0001158	LOC110187418|XP_020812466.1|DSER	LOC108081435|XP_017032106.1|DKIK
OG0001159	LOC110186958|XP_020811958.1|DSER	LOC108075715|XP_017023735.1|DKIK
OG0001160	LOC110188410|XP_020813797.1|DSER	LOC108077750|XP_017026712.1|DKIK
OG0001161	LOC110191364|XP_020817872.1|DSER	LOC108077693|XP_017026615.1|DKIK
OG0001162	LOC110185498|XP_020810055.1|DSER	LOC108073251|XP_017020296.1|DKIK
OG0001163	LOC110184394|XP_020808570.1|DSER	LOC108074093|XP_017021470.1|DKIK
OG0001164	LOC110187971|XP_020813150.1|DSER	LOC108075390|XP_017023290.1|DKIK
OG0001165	LOC110178508|XP_020801316.1|DSER	LOC108074219|XP_017021652.1|DKIK
OG0001166	LOC110188841|XP_020814402.1|DSER, LOC110188840|XP_020814393.1|DSER	LOC108075047|XP_017022804.1|DKIK
OG0001167	LOC110178257|XP_020800970.1|DSER	LOC108085092|XP_017037050.1|DKIK
OG0001168	LOC110191628|XP_020818176.1|DSER	LOC108076723|XP_017025181.1|DKIK
OG0001169	LOC110184292|XP_020808436.1|DSER	LOC108071242|XP_017017415.1|DKIK
OG0001170	LOC110190957|XP_020817303.1|DSER	LOC108071263|XP_017017441.1|DKIK
OG0001171	LOC110190349|XP_020816409.1|DSER, LOC110190076|XP_020816041.1|DSER	LOC108077511|XP_017026358.1|DKIK
OG0001172	LOC110178488|XP_020801292.1|DSER	LOC108074216|XP_017021648.1|DKIK
OG0001173	LOC110186390|XP_020811209.1|DSER	LOC108084998|XP_017036915.1|DKIK
OG0001174	LOC110184681|XP_020808953.1|DSER	LOC108071631|XP_017017902.1|DKIK
OG0001175	LOC110190945|XP_020817278.1|DSER	LOC108073062|XP_017020020.1|DKIK
OG0001176	LOC110189215|XP_020814846.1|DSER	LOC108074727|XP_017022371.1|DKIK
OG0001178	LOC110182997|XP_020806848.1|DSER	LOC108076635|XP_017025051.1|DKIK
OG0001179	LOC110179311|XP_020802455.1|DSER	LOC108073141|XP_017020135.1|DKIK
OG0001180	LOC110185430|XP_020809909.1|DSER	LOC108083258|XP_017034458.1|DKIK
OG0001181	LOC110176209|XP_020798132.1|DSER	LOC108072810|XP_017019592.1|DKIK
OG0001182	LOC110185043|XP_020809358.1|DSER	LOC108081261|XP_017031844.1|DKIK
OG0001183	LOC110186583|XP_020811456.1|DSER	LOC108072059|XP_017018542.1|DKIK
OG0001184	LOC110189636|XP_020815443.1|DSER	LOC108084889|XP_017036774.1|DKIK
OG0001185	LOC110188193|XP_020813445.1|DSER	LOC108084162|XP_017035731.1|DKIK
OG0001185	LOC110188191|XP_020813430.1|DSER	LOC108084161|XP_017035711.1|DKIK
OG0001186	LOC110184532|XP_020808771.1|DSER	LOC108074098|XP_017021481.1|DKIK
OG0001187	LOC110190345|XP_020816445.1|DSER	LOC108076376|XP_017024676.1|DKIK
OG0001188	LOC110182476|XP_020806184.1|DSER	LOC108078382|XP_017027709.1|DKIK
OG0001189	LOC110179310|XP_020802458.1|DSER	LOC108086055|XP_017038362.1|DKIK
OG0001190	LOC110180335|XP_020803653.1|DSER	LOC108074233|XP_017021665.1|DKIK
OG0001191	LOC110183786|XP_020807802.1|DSER	LOC108082257|XP_017033090.1|DKIK
OG0001192	LOC110185723|XP_020810364.1|DSER	LOC108075806|XP_017023866.1|DKIK
OG0001193	LOC110177158|XP_020799402.1|DSER	LOC108071320|XP_017017519.1|DKIK
OG0001194	LOC110182835|XP_020806627.1|DSER	LOC108082925|XP_017034005.1|DKIK
OG0001195	LOC110177613|XP_020800076.1|DSER	LOC108074632|XP_017022236.1|DKIK
OG0001196	LOC110181821|XP_020805376.1|DSER	LOC108074401|XP_017021917.1|DKIK, LOC108079221|XP_017028990.1|DKIK
OG0001197	LOC110177458|XP_020799854.1|DSER	LOC108083966|XP_017035461.1|DKIK
OG0001197	LOC110177459|XP_020799856.1|DSER	LOC108083963|XP_017035459.1|DKIK
OG0001197	LOC110177397|XP_020799761.1|DSER	LOC108083753|XP_017035158.1|DKIK
OG0001198	LOC110190853|XP_020817161.1|DSER	LOC108073570|XP_017020745.1|DKIK
OG0001200	LOC110184850|XP_020809149.1|DSER, LOC110179786|XP_020803058.1|DSER	LOC108077001|XP_017025563.1|DKIK
OG0001201	LOC110186280|XP_020811053.1|DSER	LOC108072158|XP_017018692.1|DKIK
OG0001202	LOC110180344|XP_020803665.1|DSER	LOC108074257|XP_017021717.1|DKIK
OG0001203	LOC110185435|XP_020809918.1|DSER	LOC108074900|XP_017022615.1|DKIK
OG0001204	LOC110185637|XP_020810253.1|DSER	LOC108085295|XP_017037342.1|DKIK
OG0001205	LOC110177265|XP_020799575.1|DSER	LOC108075522|XP_017023507.1|DKIK
OG0001206	LOC110188679|XP_020814141.1|DSER	LOC108072947|XP_017019830.1|DKIK, LOC108072952|XP_017019846.1|DKIK
OG0001207	LOC110184356|XP_020808509.1|DSER	LOC108071740|XP_017018054.1|DKIK
OG0001208	LOC110179065|XP_020802086.1|DSER	LOC108080115|XP_017030235.1|DKIK
OG0001209	LOC110187828|XP_020812966.1|DSER	LOC108083917|XP_017035401.1|DKIK
OG0001210	LOC110181932|XP_020805526.1|DSER	LOC108071801|XP_017018179.1|DKIK
OG0001211	LOC110188458|XP_020813847.1|DSER	LOC108075426|XP_017023340.1|DKIK
OG0001211	LOC110188460|XP_020813849.1|DSER	LOC108075360|XP_017023260.1|DKIK
OG0001212	LOC110183232|XP_020807106.1|DSER	LOC108071807|XP_017018195.1|DKIK
OG0001213	LOC110188588|XP_020814009.1|DSER	LOC108085469|XP_017037575.1|DKIK
OG0001214	LOC110177301|XP_020799625.1|DSER	LOC108083743|XP_017035144.1|DKIK
OG0001215	LOC110189040|XP_020814671.1|DSER	LOC108070729|XP_017016815.1|DKIK
OG0001216	LOC110186167|XP_020810879.1|DSER	LOC108085882|XP_017038134.1|DKIK
OG0001217	LOC110185069|XP_020809408.1|DSER	LOC108077756|XP_017026724.1|DKIK
OG0001218	LOC110191013|XP_020817390.1|DSER	LOC108071266|XP_017017446.1|DKIK
OG0001220	LOC110189573|XP_020815362.1|DSER	LOC108081299|XP_017031875.1|DKIK
OG0001221	LOC110182910|XP_020806728.1|DSER	LOC108076709|XP_017025159.1|DKIK
OG0001222	LOC110177461|XP_020799858.1|DSER	LOC108070734|XP_017016821.1|DKIK
OG0001223	LOC110176670|XP_020798763.1|DSER	LOC108076464|XP_017024842.1|DKIK
OG0001224	LOC110176761|XP_020798869.1|DSER	LOC108076172|XP_017024392.1|DKIK
OG0001225	LOC110189173|XP_020814798.1|DSER	LOC108071435|XP_017017683.1|DKIK
OG0001225	LOC110180045|XP_020803317.1|DSER	LOC108072934|XP_017019773.1|DKIK
OG0001226	LOC110179328|XP_020802479.1|DSER	LOC108078233|XP_017027424.1|DKIK
OG0001227	LOC110180309|XP_020803622.1|DSER	LOC108072838|XP_017019619.1|DKIK
OG0001228	LOC110179641|XP_020802912.1|DSER	LOC108079216|XP_017028981.1|DKIK
OG0001229	LOC110185535|XP_020810101.1|DSER	LOC108079519|XP_017029347.1|DKIK, LOC108075202|XP_017023066.1|DKIK
OG0001230	LOC110182355|XP_020806057.1|DSER	LOC108076410|XP_017024740.1|DKIK
OG0001231	LOC110182819|XP_020806614.1|DSER	LOC108083465|XP_017034742.1|DKIK
OG0001232	LOC110176812|XP_020798913.1|DSER	LOC108077039|XP_017025658.1|DKIK
OG0001233	LOC110176905|XP_020799051.1|DSER	LOC108079556|XP_017029383.1|DKIK
OG0001234	LOC110188933|XP_020814530.1|DSER, LOC110176381|XP_020798371.1|DSER	LOC108078440|XP_017027812.1|DKIK
OG0001234	LOC110178517|XP_020801328.1|DSER	LOC108073010|XP_017019956.1|DKIK
OG0001235	LOC110178124|XP_020800804.1|DSER	LOC108074339|XP_017021848.1|DKIK
OG0001236	LOC110184617|XP_020808869.1|DSER	LOC108075014|XP_017022752.1|DKIK
OG0001237	LOC110188234|XP_020813550.1|DSER	LOC108078174|XP_017027371.1|DKIK
OG0001238	LOC110186135|XP_020810840.1|DSER	LOC108085889|XP_017038140.1|DKIK
OG0001239	LOC110186593|XP_020811476.1|DSER	LOC108085710|XP_017037915.1|DKIK
OG0001240	LOC110186155|XP_020810864.1|DSER	LOC108078788|XP_017028334.1|DKIK
OG0001241	LOC110178227|XP_020800935.1|DSER	LOC108082370|XP_017033200.1|DKIK
OG0001242	LOC110181928|XP_020805523.1|DSER	LOC108079224|XP_017028995.1|DKIK
OG0001243	LOC110189879|XP_020815782.1|DSER	LOC108083279|XP_017034495.1|DKIK
OG0001244	LOC110176507|XP_020798539.1|DSER	LOC108077773|XP_017026755.1|DKIK
OG0001245	LOC110188646|XP_020814083.1|DSER	LOC108084020|XP_017035521.1|DKIK
OG0001246	LOC110191492|XP_020818015.1|DSER	LOC108072021|XP_017018490.1|DKIK
OG0001247	LOC110189412|XP_020815126.1|DSER	LOC108070942|XP_017017094.1|DKIK
OG0001248	LOC110190488|XP_020816663.1|DSER	LOC108078907|XP_017028529.1|DKIK
OG0001249	LOC110182831|XP_020806623.1|DSER	LOC108075875|XP_017023967.1|DKIK, LOC108071111|XP_017017283.1|DKIK
OG0001251	LOC110188455|XP_020813843.1|DSER, LOC110188693|XP_020814157.1|DSER	LOC108084055|XP_017035563.1|DKIK, LOC108084050|XP_017035556.1|DKIK
OG0001252	LOC110186141|XP_020810854.1|DSER	LOC108081001|XP_017031424.1|DKIK
OG0001253	LOC110178307|XP_020801058.1|DSER	LOC108082350|XP_017033175.1|DKIK
OG0001254	LOC110182877|XP_020806679.1|DSER	LOC108076557|XP_017024957.1|DKIK
OG0001254	LOC110182876|XP_020806678.1|DSER	LOC108076556|XP_017024955.1|DKIK
OG0001255	LOC110189302|XP_020814993.1|DSER	LOC108081820|XP_017032548.1|DKIK
OG0001256	LOC110182756|XP_020806526.1|DSER	LOC108079762|XP_017029673.1|DKIK
OG0001256	LOC110184045|XP_020808078.1|DSER	LOC108072235|XP_017018786.1|DKIK
OG0001257	LOC110185455|XP_020809950.1|DSER	LOC108072214|XP_017018764.1|DKIK, LOC108085326|XP_017037370.1|DKIK, LOC108078478|XP_017027847.1|DKIK, LOC108081316|XP_017031899.1|DKIK
OG0001258	LOC110186697|XP_020811628.1|DSER	LOC108085027|XP_017036961.1|DKIK
OG0001259	LOC110178561|XP_020801392.1|DSER	LOC108074997|XP_017022728.1|DKIK
OG0001260	LOC110188452|XP_020813840.1|DSER	LOC108084082|XP_017035593.1|DKIK
OG0001260	LOC110188355|XP_020813722.1|DSER	LOC108084308|XP_017035961.1|DKIK
OG0001261	LOC110176049|XP_020797922.1|DSER	LOC108074181|XP_017021607.1|DKIK
OG0001262	LOC110189926|XP_020815864.1|DSER	LOC108083087|XP_017034222.1|DKIK
OG0001263	LOC110188014|XP_020813197.1|DSER	LOC108075631|XP_017023657.1|DKIK
OG0001264	LOC110178214|XP_020800915.1|DSER	LOC108074262|XP_017021722.1|DKIK
