Orthogroup	DSER.longest_only	AALB.longest_only
OG0001875	LOC110186420|XP_020811259.1|DSER	LOC118459269|XP_035778393.1|AALB
OG0001876	LOC110184487|XP_020808701.1|DSER	LOC118456712|XP_035773640.1|AALB
OG0001877	LOC110179107|XP_020802154.1|DSER	LOC118460019|XP_035779843.1|AALB
OG0001878	LOC110185097|XP_020809450.1|DSER	LOC118467756|XP_035794476.1|AALB, LOC118460268|XP_035780341.1|AALB
OG0001879	LOC110191311|XP_020817783.1|DSER	LOC118461633|XP_035783092.1|AALB
OG0001880	LOC110191177|XP_020817601.1|DSER	LOC118459503|XP_035778821.1|AALB
OG0001881	LOC110188648|XP_020814085.1|DSER	LOC118458748|XP_035777419.1|AALB
OG0001882	LOC110186888|XP_020811847.1|DSER	LOC118460923|XP_035781570.1|AALB
OG0001883	LOC110191241|XP_020817678.1|DSER	LOC118458159|XP_035776249.1|AALB
OG0001884	LOC110177223|XP_020799503.1|DSER	LOC118457820|XP_035775588.1|AALB
OG0001885	LOC110180503|XP_020803839.1|DSER, LOC110184956|XP_020809262.1|DSER	LOC118466364|XP_035791443.1|AALB
OG0001886	LOC110189150|XP_020814779.1|DSER	LOC118462034|XP_035783901.1|AALB
OG0001887	LOC110177313|XP_020799648.1|DSER	LOC118460313|XP_035780415.1|AALB
OG0001888	LOC110177118|XP_020799323.1|DSER	LOC118457191|XP_035774433.1|AALB
OG0001889	LOC110184407|XP_020808597.1|DSER	LOC118460534|XP_035780813.1|AALB
OG0001890	LOC110184632|XP_020808887.1|DSER	LOC118461638|XP_035783101.1|AALB
OG0001891	LOC110188198|XP_020813453.1|DSER	LOC118461558|XP_035782905.1|AALB
OG0001892	LOC110180481|XP_020803824.1|DSER	LOC118458094|XP_035776149.1|AALB
OG0001893	LOC110177380|XP_020799738.1|DSER	LOC118457921|XP_035775815.1|AALB
OG0001894	LOC110179105|XP_020802155.1|DSER, LOC110191586|XP_020818130.1|DSER	LOC118457092|XP_035774273.1|AALB
OG0001895	LOC110185393|XP_020809828.1|DSER	LOC118460144|XP_035780126.1|AALB
OG0001896	LOC110185359|XP_020809798.1|DSER, LOC110182626|XP_020806349.1|DSER	LOC118468567|XP_035795386.1|AALB
OG0001897	LOC110187728|XP_020812838.1|DSER	LOC118461457|XP_035782679.1|AALB
OG0001898	LOC110184268|XP_020808392.1|DSER	LOC118459352|XP_035778529.1|AALB
OG0001899	LOC110186821|XP_020811768.1|DSER	LOC118457755|XP_035775464.1|AALB
OG0001900	LOC110190263|XP_020816288.1|DSER, LOC110190297|XP_020816341.1|DSER	LOC118461924|XP_035783691.1|AALB, LOC118466570|XP_035792007.1|AALB
OG0001901	LOC110183006|XP_020806854.1|DSER	LOC118459615|XP_035779065.1|AALB
OG0001902	LOC110187879|XP_020813025.1|DSER, LOC110185378|XP_020809819.1|DSER	LOC118460310|XP_035780406.1|AALB
OG0001903	LOC110176458|XP_020798470.1|DSER	LOC118468926|XP_035796130.1|AALB
OG0001904	LOC110188397|XP_020813780.1|DSER	LOC118461183|XP_035782104.1|AALB
OG0001905	LOC110176032|XP_020797903.1|DSER	LOC118459505|XP_035778824.1|AALB
OG0001906	LOC110177233|XP_020799523.1|DSER	LOC118457003|XP_035774120.1|AALB
OG0001907	LOC110184255|XP_020808376.1|DSER	LOC118468772|XP_035795844.1|AALB
OG0001908	LOC110177363|XP_020799715.1|DSER	LOC118460422|XP_035780606.1|AALB
OG0001909	LOC110184343|XP_020808497.1|DSER	LOC118458057|XP_035776081.1|AALB
OG0001910	LOC110188590|XP_020814012.1|DSER	LOC118465922|XP_035790514.1|AALB
OG0001911	LOC110189210|XP_020814844.1|DSER	LOC118468826|XP_035795950.1|AALB
OG0001912	LOC110177746|XP_020800263.1|DSER	LOC118459120|XP_035778082.1|AALB, LOC118459121|XP_035778083.1|AALB
OG0001913	LOC110183438|XP_020807378.1|DSER	LOC118464510|XP_035787839.1|AALB
OG0001914	LOC110187722|XP_020812826.1|DSER	LOC118458576|XP_035777117.1|AALB
OG0001915	LOC110188816|XP_020814352.1|DSER	LOC118466116|XP_035790946.1|AALB
OG0001916	LOC110184077|XP_020808121.1|DSER	LOC118464648|XP_035788005.1|AALB
OG0001917	LOC110189118|XP_020814752.1|DSER, LOC110189127|XP_020814759.1|DSER	LOC118465717|XP_035790046.1|AALB
OG0001918	LOC110183561|XP_020807521.1|DSER	LOC118462993|XP_035785112.1|AALB
OG0001919	LOC110182449|XP_020806183.1|DSER	LOC118466690|XP_035792213.1|AALB
OG0001920	LOC110178788|XP_020801698.1|DSER	LOC118466682|XP_035792196.1|AALB
OG0001921	LOC110177794|XP_020800328.1|DSER	LOC118462989|XP_035785095.1|AALB
OG0001922	LOC110176060|XP_020797942.1|DSER	LOC118465947|XP_035790567.1|AALB
OG0001924	LOC110188784|XP_020814290.1|DSER	LOC118463191|XP_035785514.1|AALB
OG0001926	LOC110190670|XP_020816934.1|DSER	LOC118463886|XP_035786703.1|AALB
OG0001927	LOC110178358|XP_020801150.1|DSER	LOC118462460|XP_035784026.1|AALB
OG0001928	LOC110185155|XP_020809517.1|DSER	LOC118466784|XP_035792413.1|AALB
OG0001929	LOC110185149|XP_020809509.1|DSER, LOC110184677|XP_020808944.1|DSER	LOC118465196|XP_035789058.1|AALB
OG0001930	LOC110189541|XP_020815331.1|DSER	LOC118466113|XP_035790939.1|AALB
OG0001932	LOC110183636|XP_020807614.1|DSER, LOC110182484|XP_020806191.1|DSER, LOC110180208|XP_020803523.1|DSER	LOC118465335|XP_035789373.1|AALB
OG0001933	LOC110180069|XP_020803350.1|DSER	LOC118463843|XP_035786640.1|AALB
OG0001934	LOC110184683|XP_020808955.1|DSER	LOC118462699|XP_035784520.1|AALB
OG0001935	LOC110190654|XP_020816913.1|DSER, LOC110190653|XP_020816912.1|DSER	LOC118465905|XP_035790462.1|AALB
OG0001937	LOC110177798|XP_020800346.1|DSER	LOC118463769|XP_035786477.1|AALB
OG0001938	LOC110179308|XP_020802453.1|DSER	LOC118463036|XP_035785174.1|AALB
OG0001939	LOC110179224|XP_020802320.1|DSER	LOC118467120|XP_035793082.1|AALB
OG0001940	LOC110181946|XP_020805545.1|DSER	LOC118465234|XP_035789133.1|AALB
OG0001941	LOC110178789|XP_020801701.1|DSER	LOC118464487|XP_035787805.1|AALB
OG0001942	LOC110189393|XP_020815101.1|DSER	LOC118462917|XP_035784915.1|AALB
OG0001943	LOC110190727|XP_020817008.1|DSER	LOC118467090|XP_035793028.1|AALB
OG0001944	LOC110178825|XP_020801751.1|DSER	LOC118464839|XP_035788413.1|AALB
OG0001945	LOC110191588|XP_020818132.1|DSER, LOC110182957|XP_020806806.1|DSER	LOC118467171|XP_035793233.1|AALB
OG0001946	LOC110191540|XP_020818071.1|DSER	LOC118467876|XP_035794681.1|AALB
OG0001947	LOC110191226|XP_020817651.1|DSER	LOC118465373|XP_035789461.1|AALB
OG0001948	LOC110187432|XP_020812481.1|DSER, LOC110175992|XP_020797845.1|DSER	LOC118466945|XP_035792739.1|AALB
OG0001949	LOC110189877|XP_020815779.1|DSER	LOC118464673|XP_035788080.1|AALB
OG0001950	LOC110177231|XP_020799509.1|DSER	LOC118464269|XP_035787406.1|AALB
OG0001951	LOC110177670|XP_020800155.1|DSER	LOC118465238|XP_035789144.1|AALB
OG0001952	LOC110189230|XP_020814872.1|DSER	LOC118464710|XP_035788134.1|AALB
OG0001953	LOC110182765|XP_020806545.1|DSER	LOC118465210|XP_035789095.1|AALB
OG0001954	LOC110178349|XP_020801133.1|DSER	LOC118465792|XP_035790223.1|AALB
OG0001955	LOC110189499|XP_020815262.1|DSER	LOC118466131|XP_035790974.1|AALB
OG0001956	LOC110189098|XP_020814734.1|DSER	LOC118467350|XP_035793626.1|AALB
OG0001957	LOC110179342|XP_020802504.1|DSER	LOC118462580|XP_035784281.1|AALB
OG0001958	LOC110189304|XP_020814996.1|DSER	LOC118467524|XP_035793979.1|AALB
OG0001959	LOC110184657|XP_020808918.1|DSER	LOC118464785|XP_035788309.1|AALB, LOC118465453|XP_035789620.1|AALB
OG0001960	LOC110178727|XP_020801605.1|DSER	LOC118462936|XP_035784947.1|AALB
OG0001961	LOC110184057|XP_020808093.1|DSER	LOC118463019|XP_035785144.1|AALB
OG0001962	LOC110191581|XP_020818123.1|DSER	LOC118462603|XP_035784325.1|AALB
OG0001963	LOC110183559|XP_020807519.1|DSER	LOC118466213|XP_035791129.1|AALB
OG0001964	LOC110176702|XP_020798797.1|DSER	LOC118463972|XP_035786867.1|AALB
OG0001966	LOC110187851|XP_020812995.1|DSER	LOC118462549|XP_035784208.1|AALB
OG0001967	LOC110181114|XP_020804444.1|DSER	LOC118465763|XP_035790164.1|AALB
OG0001968	LOC110178648|XP_020801498.1|DSER	LOC118467721|XP_035794416.1|AALB
OG0001970	LOC110177059|XP_020799238.1|DSER	LOC118466245|XP_035791190.1|AALB
OG0001971	LOC110181801|XP_020805346.1|DSER	LOC118466947|XP_035792741.1|AALB
OG0001972	LOC110181190|XP_020804529.1|DSER	LOC118466948|XP_035792742.1|AALB
OG0001973	LOC110178455|XP_020801249.1|DSER	LOC118463909|XP_035786739.1|AALB
OG0001974	LOC110176999|XP_020799167.1|DSER	LOC118464029|XP_035786981.1|AALB
OG0001975	LOC110188859|XP_020814425.1|DSER	LOC118464007|XP_035786948.1|AALB
OG0001976	LOC110177838|XP_020800444.1|DSER	LOC118465834|XP_035790321.1|AALB
OG0001978	LOC110187470|XP_020812516.1|DSER	LOC118460388|XP_035780554.1|AALB
OG0001979	LOC110177001|XP_020799169.1|DSER	LOC118457363|XP_035774773.1|AALB
OG0001980	LOC110178207|XP_020800902.1|DSER	LOC118459531|XP_035778883.1|AALB
OG0001981	LOC110187384|XP_020812432.1|DSER, LOC110177654|XP_020800124.1|DSER	LOC118458374|XP_035776666.1|AALB
OG0001982	LOC110184511|XP_020808732.1|DSER	LOC118458378|XP_035776677.1|AALB
OG0001983	LOC110188122|XP_020813360.1|DSER	LOC118456372|XP_035772949.1|AALB
OG0001984	LOC110185871|XP_020810540.1|DSER	LOC118456830|XP_035773819.1|AALB
OG0001985	LOC110177884|XP_020800507.1|DSER	LOC118460403|XP_035780575.1|AALB
OG0001986	LOC110186079|XP_020810773.1|DSER	LOC118457311|XP_035774690.1|AALB
OG0001987	LOC110182580|XP_020806286.1|DSER	LOC118464150|XP_035787163.1|AALB
OG0001988	LOC110189297|XP_020814987.1|DSER, LOC110176787|XP_020798884.1|DSER	LOC118461200|XP_035782144.1|AALB
OG0001989	LOC110178185|XP_020800878.1|DSER	LOC118457447|XP_035774934.1|AALB
OG0001990	LOC110183371|XP_020807292.1|DSER	LOC118468625|XP_035795533.1|AALB, LOC118468629|XP_035795536.1|AALB
OG0001991	LOC110180592|XP_020803941.1|DSER	LOC118457466|XP_035774979.1|AALB
OG0001992	LOC110187325|XP_020812371.1|DSER	LOC118457463|XP_035774972.1|AALB
OG0001993	LOC110185078|XP_020809416.1|DSER	LOC118458744|XP_035777414.1|AALB
OG0001994	LOC110188237|XP_020813556.1|DSER	LOC118456461|XP_035773130.1|AALB
OG0001995	LOC110181357|XP_020804740.1|DSER, LOC110178694|XP_020801556.1|DSER	LOC118457440|XP_035774923.1|AALB, LOC118457439|XP_035774922.1|AALB
OG0001996	LOC110187394|XP_020812444.1|DSER	LOC118457486|XP_035775006.1|AALB
OG0001997	LOC110182069|XP_020805710.1|DSER, LOC110177802|XP_020800355.1|DSER	LOC118468715|XP_035795739.1|AALB
OG0001998	LOC110191767|XP_020818372.1|DSER, LOC110182075|XP_020805721.1|DSER	LOC118467467|XP_035793878.1|AALB
OG0001999	LOC110178274|XP_020801001.1|DSER	LOC118456269|XP_035772762.1|AALB
OG0002000	LOC110176945|XP_020799105.1|DSER	LOC118458276|XP_035776489.1|AALB
OG0002001	LOC110187468|XP_020812514.1|DSER	LOC118460756|XP_035781243.1|AALB
OG0002002	LOC110178362|XP_020801156.1|DSER	LOC118457985|XP_035775940.1|AALB
OG0002003	LOC110180601|XP_020803945.1|DSER, LOC110183012|XP_020806861.1|DSER, LOC110183033|XP_020806878.1|DSER	LOC118456221|XP_035772698.1|AALB
OG0002004	LOC110187228|XP_020812284.1|DSER	LOC118459240|XP_035778334.1|AALB
OG0002005	LOC110185706|XP_020810336.1|DSER	LOC118460927|XP_035781580.1|AALB
OG0002006	LOC110182693|XP_020806446.1|DSER	LOC118457699|XP_035775369.1|AALB
OG0002008	LOC110185394|XP_020809831.1|DSER	LOC118458715|XP_035777351.1|AALB
OG0002009	LOC110179862|XP_020803123.1|DSER	LOC118459020|XP_035777917.1|AALB
OG0002010	LOC110180604|XP_020803948.1|DSER, LOC110183016|XP_020806863.1|DSER, LOC110183035|XP_020806880.1|DSER	LOC118461945|XP_035783720.1|AALB
OG0002011	LOC110185601|XP_020810203.1|DSER	LOC118459834|XP_035779492.1|AALB
OG0002012	LOC110187401|XP_020812450.1|DSER	LOC118458497|XP_035776943.1|AALB
OG0002013	LOC110179874|XP_020803132.1|DSER, LOC110181451|XP_020804854.1|DSER	LOC118457373|XP_035774795.1|AALB
OG0002014	LOC110179210|XP_020802302.1|DSER	LOC118456393|XP_035772978.1|AALB, LOC118456381|XP_035772961.1|AALB
OG0002015	LOC110177005|XP_020799174.1|DSER	LOC118458177|XP_035776278.1|AALB
OG0002016	LOC110188951|XP_020814550.1|DSER, LOC110176377|XP_020798368.1|DSER	LOC118458665|XP_035777255.1|AALB
OG0002017	LOC110183462|XP_020807401.1|DSER	LOC118456466|XP_035773138.1|AALB
OG0002018	LOC110180580|XP_020803930.1|DSER	LOC118459393|XP_035778589.1|AALB
OG0002019	LOC110183995|XP_020808011.1|DSER	LOC118466846|XP_035792570.1|AALB
OG0002020	LOC110181362|XP_020804744.1|DSER, LOC110179511|XP_020802747.1|DSER	LOC118458077|XP_035776125.1|AALB
OG0002021	LOC110181102|XP_020804432.1|DSER	LOC118458073|XP_035776119.1|AALB
OG0002022	LOC110179897|XP_020803152.1|DSER	LOC118460165|XP_035780165.1|AALB
OG0002023	LOC110187649|XP_020812716.1|DSER	LOC118456887|XP_035773901.1|AALB
OG0002024	LOC110183352|XP_020807266.1|DSER	LOC118456171|XP_035772608.1|AALB
OG0002025	LOC110184012|XP_020808037.1|DSER	LOC118468434|XP_035795090.1|AALB
OG0002026	LOC110179811|XP_020803074.1|DSER	LOC118460286|XP_035780368.1|AALB
OG0002027	LOC110180808|XP_020804147.1|DSER	LOC118461419|XP_035782605.1|AALB
OG0002028	LOC110178205|XP_020800900.1|DSER, LOC110191504|XP_020818029.1|DSER	LOC118456713|XP_035773641.1|AALB
OG0002029	LOC110176236|XP_020798194.1|DSER	LOC118468842|XP_035795977.1|AALB
OG0002030	LOC110176804|XP_020798905.1|DSER	LOC118466200|XP_035791111.1|AALB
OG0002031	LOC110189284|XP_020814967.1|DSER	LOC118465852|XP_035790373.1|AALB
OG0002032	LOC110187925|XP_020813095.1|DSER	LOC118457242|XP_035774516.1|AALB
OG0002033	LOC110181604|XP_020805062.1|DSER	LOC118461912|XP_035783662.1|AALB
OG0002034	LOC110181728|XP_020805245.1|DSER, LOC110179469|XP_020802698.1|DSER	LOC118456634|XP_035773454.1|AALB
OG0002035	LOC110187929|XP_020813099.1|DSER	LOC118461229|XP_035782215.1|AALB
OG0002036	LOC110188754|XP_020814255.1|DSER	LOC118459892|XP_035779585.1|AALB
OG0002037	LOC110183557|XP_020807517.1|DSER	LOC118461057|XP_035781841.1|AALB
OG0002038	LOC110188051|XP_020813260.1|DSER	LOC118460995|XP_035781711.1|AALB
OG0002039	LOC110179905|XP_020803161.1|DSER	LOC118457858|XP_035775644.1|AALB
OG0002040	LOC110187948|XP_020813122.1|DSER	LOC118469046|XP_035796405.1|AALB
OG0002041	LOC110189738|XP_020815591.1|DSER	LOC118459543|XP_035778907.1|AALB
OG0002042	LOC110188523|XP_020813924.1|DSER	LOC118469056|XP_035796416.1|AALB
OG0002043	LOC110187687|XP_020812778.1|DSER, LOC110180925|XP_020804260.1|DSER	LOC118456987|XP_035774090.1|AALB
OG0002044	LOC110188662|XP_020814107.1|DSER	LOC118459967|XP_035779748.1|AALB
OG0002045	LOC110187820|XP_020812956.1|DSER	LOC118458619|XP_035777195.1|AALB
OG0002046	LOC110181701|XP_020805204.1|DSER	LOC118468859|XP_035796010.1|AALB
OG0002047	LOC110180145|XP_020803450.1|DSER	LOC118461300|XP_035782374.1|AALB
OG0002048	LOC110191771|XP_020818374.1|DSER	LOC118460868|XP_035781492.1|AALB
OG0002049	LOC110186490|XP_020811336.1|DSER	LOC118458503|XP_035776956.1|AALB
OG0002050	LOC110191844|XP_020818471.1|DSER	LOC118456163|XP_035772581.1|AALB
OG0002051	LOC110179354|XP_020802525.1|DSER	LOC118460329|XP_035780436.1|AALB
OG0002053	LOC110188293|XP_020813654.1|DSER	LOC118468798|XP_035795901.1|AALB
OG0002054	LOC110187970|XP_020813149.1|DSER	LOC118460093|XP_035780011.1|AALB
OG0002055	LOC110176651|XP_020798741.1|DSER	LOC118461506|XP_035782828.1|AALB
OG0002056	LOC110190754|XP_020817036.1|DSER	LOC118459349|XP_035778524.1|AALB
OG0002057	LOC110183391|XP_020807317.1|DSER	LOC118458329|XP_035776573.1|AALB
OG0002058	LOC110178815|XP_020801736.1|DSER	LOC118458327|XP_035776571.1|AALB
OG0002059	LOC110186775|XP_020811704.1|DSER	LOC118458326|XP_035776569.1|AALB
OG0002060	LOC110187156|XP_020812230.1|DSER, LOC110178597|XP_020801445.1|DSER	LOC118456869|XP_035773867.1|AALB
OG0002061	LOC110191547|XP_020818079.1|DSER	LOC118461257|XP_035782269.1|AALB
OG0002062	LOC110181697|XP_020805199.1|DSER	LOC118456401|XP_035772994.1|AALB
OG0002063	LOC110187153|XP_020812229.1|DSER	LOC118457322|XP_035774707.1|AALB
OG0002064	LOC110184412|XP_020808609.1|DSER, LOC110184377|XP_020808536.1|DSER	LOC118458187|XP_035776324.1|AALB
OG0002065	LOC110185341|XP_020809779.1|DSER	LOC118458136|XP_035776215.1|AALB
OG0002066	LOC110191929|XP_020818590.1|DSER	LOC118466598|XP_035792058.1|AALB
OG0002067	LOC110191510|XP_020818037.1|DSER	LOC118464495|XP_035787816.1|AALB
OG0002068	LOC110189567|XP_020815357.1|DSER	LOC118456927|XP_035773950.1|AALB
OG0002069	LOC110188779|XP_020814283.1|DSER	LOC118466559|XP_035791994.1|AALB
OG0002070	LOC110188084|XP_020813296.1|DSER	LOC118466564|XP_035792000.1|AALB
OG0002071	LOC110191193|XP_020817620.1|DSER	LOC118465704|XP_035790025.1|AALB
OG0002072	LOC110176379|XP_020798369.1|DSER, LOC110188953|XP_020814552.1|DSER, LOC110188932|XP_020814529.1|DSER	LOC118467214|XP_035793336.1|AALB
OG0002073	LOC110176210|XP_020798135.1|DSER	LOC118463045|XP_035785181.1|AALB
OG0002074	LOC110177740|XP_020800256.1|DSER	LOC118462756|XP_035784613.1|AALB
OG0002075	LOC110176907|XP_020799055.1|DSER	LOC118465358|XP_035789423.1|AALB
OG0002076	LOC110182887|XP_020806694.1|DSER	LOC118464639|XP_035787988.1|AALB
OG0002077	LOC110178659|XP_020801512.1|DSER	LOC118465848|XP_035790353.1|AALB
OG0002078	LOC110189789|XP_020815681.1|DSER	LOC118466738|XP_035792314.1|AALB
OG0002079	LOC110178549|XP_020801373.1|DSER	LOC118465889|XP_035790433.1|AALB
OG0002080	LOC110191440|XP_020817965.1|DSER	LOC118463231|XP_035785576.1|AALB
OG0002081	LOC110177373|XP_020799733.1|DSER	LOC118465508|XP_035789719.1|AALB
OG0002082	LOC110182085|XP_020805729.1|DSER	LOC118466054|XP_035790786.1|AALB
OG0002083	LOC110179593|XP_020802852.1|DSER, LOC110179425|XP_020802613.1|DSER	LOC118467123|XP_035793087.1|AALB
OG0002084	LOC110177939|XP_020800579.1|DSER	LOC118467827|XP_035794610.1|AALB
OG0002085	LOC110176480|XP_020798507.1|DSER	LOC118467889|XP_035794695.1|AALB
OG0002086	LOC110177943|XP_020800584.1|DSER	LOC118463200|XP_035785527.1|AALB
OG0002087	LOC110178934|XP_020801886.1|DSER	LOC118465455|XP_035789629.1|AALB
OG0002088	LOC110184635|XP_020808892.1|DSER	LOC118466797|XP_035792441.1|AALB
OG0002089	LOC110189676|XP_020815493.1|DSER	LOC118467537|XP_035794023.1|AALB
OG0002090	LOC110190964|XP_020817313.1|DSER	LOC118464893|XP_035788535.1|AALB, LOC118464894|XP_035788537.1|AALB
OG0002091	LOC110181273|XP_020804647.1|DSER	LOC118467907|XP_035794728.1|AALB
OG0002092	LOC110188358|XP_020813725.1|DSER	LOC118462883|XP_035784849.1|AALB
OG0002093	LOC110177687|XP_020800168.1|DSER	LOC118466773|XP_035792391.1|AALB
OG0002094	LOC110191517|XP_020818044.1|DSER	LOC118467612|XP_035794207.1|AALB
OG0002095	LOC110180098|XP_020803380.1|DSER, LOC110175980|XP_020797837.1|DSER	LOC118465265|XP_035789186.1|AALB
OG0002096	LOC110191278|XP_020817738.1|DSER	LOC118465431|XP_035789558.1|AALB
OG0002097	LOC110191871|XP_020818517.1|DSER	LOC118462715|XP_035784547.1|AALB
OG0002098	LOC110189900|XP_020815820.1|DSER	LOC118464480|XP_035787789.1|AALB, LOC118464242|XP_035787333.1|AALB
OG0002099	LOC110186426|XP_020811267.1|DSER	LOC118463902|XP_035786726.1|AALB
OG0002100	LOC110176207|XP_020798129.1|DSER	LOC118465683|XP_035790006.1|AALB
OG0002101	LOC110177963|XP_020800617.1|DSER	LOC118463109|XP_035785324.1|AALB
OG0002102	LOC110182878|XP_020806680.1|DSER	LOC118465981|XP_035790650.1|AALB
OG0002103	LOC110186718|XP_020811649.1|DSER	LOC118461459|XP_035782689.1|AALB
OG0002117	LOC110181741|XP_020805259.1|DSER	LOC118461032|XP_035781806.1|AALB
OG0002118	LOC110187751|XP_020812869.1|DSER	LOC118459676|XP_035779182.1|AALB
OG0002119	LOC110189484|XP_020815235.1|DSER	LOC118456356|XP_035772923.1|AALB
OG0002120	LOC110185469|XP_020809981.1|DSER	LOC118462942|XP_035784978.1|AALB
OG0002121	LOC110186855|XP_020811800.1|DSER	LOC118466477|XP_035791755.1|AALB
OG0002123	LOC110176917|XP_020799068.1|DSER	LOC118462819|XP_035784733.1|AALB
OG0002124	LOC110175973|XP_020797827.1|DSER, LOC110176017|XP_020797885.1|DSER	LOC118460312|XP_035780418.1|AALB
OG0002125	LOC110177753|XP_020800273.1|DSER	LOC118466010|XP_035790707.1|AALB
OG0002126	LOC110176706|XP_020798803.1|DSER	LOC118465209|XP_035789092.1|AALB
OG0002127	LOC110187462|XP_020812509.1|DSER, LOC110177088|XP_020799275.1|DSER, LOC110184429|XP_020808624.1|DSER	LOC118466628|XP_035792109.1|AALB, LOC118464457|XP_035787741.1|AALB
OG0002128	LOC110182636|XP_020806364.1|DSER	LOC118464930|XP_035788599.1|AALB, LOC118469041|XP_035796399.1|AALB
OG0002129	LOC110186947|XP_020811941.1|DSER	LOC118468698|XP_035795711.1|AALB
OG0002131	LOC110188284|XP_020813640.1|DSER	LOC118460675|XP_035781045.1|AALB
OG0002132	LOC110177641|XP_020800114.1|DSER, LOC110187302|XP_020812348.1|DSER	LOC118460632|XP_035780979.1|AALB
OG0002133	LOC110180572|XP_020803925.1|DSER	LOC118463640|XP_035786273.1|AALB
OG0002135	LOC110182187|XP_020805851.1|DSER	LOC118466191|XP_035791107.1|AALB
OG0002136	LOC110190092|XP_020816060.1|DSER	LOC118465182|XP_035789043.1|AALB
OG0002137	LOC110191381|XP_020817894.1|DSER	LOC118456285|XP_035772793.1|AALB, LOC118457628|XP_035775240.1|AALB
OG0002138	LOC110184289|XP_020808433.1|DSER	LOC118465484|XP_035789681.1|AALB, LOC118465810|XP_035790273.1|AALB
OG0002139	LOC110184605|XP_020808857.1|DSER	LOC118465622|XP_035789916.1|AALB
OG0002140	LOC110179088|XP_020802133.1|DSER	LOC118457360|XP_035774772.1|AALB
OG0002141	LOC110179902|XP_020803158.1|DSER	LOC118460121|XP_035780053.1|AALB
OG0002142	LOC110176470|XP_020798489.1|DSER	LOC118463855|XP_035786659.1|AALB
OG0002143	LOC110186105|XP_020810809.1|DSER	LOC118462514|XP_035784139.1|AALB
OG0002144	LOC110184524|XP_020808754.1|DSER	LOC118462711|XP_035784545.1|AALB
OG0002145	LOC110187720|XP_020812823.1|DSER	LOC118461456|XP_035782684.1|AALB
OG0002146	LOC110176430|XP_020798438.1|DSER	LOC118462566|XP_035784260.1|AALB
OG0002148	LOC110187571|XP_020812620.1|DSER	LOC118468438|XP_035795098.1|AALB
OG0002149	LOC110185441|XP_020809923.1|DSER	LOC118464173|XP_035787210.1|AALB
OG0002150	LOC110187032|XP_020812054.1|DSER, LOC110185534|XP_020810100.1|DSER	LOC118462183|XP_035784003.1|AALB
OG0002151	LOC110183366|XP_020807287.1|DSER	LOC118457299|XP_035774662.1|AALB
OG0002152	LOC110187633|XP_020812700.1|DSER, LOC110187630|XP_020812695.1|DSER	LOC118465022|XP_035788779.1|AALB
OG0002153	LOC110186478|XP_020811324.1|DSER	LOC118460743|XP_035781208.1|AALB
OG0002154	LOC110183529|XP_020807486.1|DSER, LOC110183490|XP_020807432.1|DSER	LOC118466594|XP_035792054.1|AALB
OG0002155	LOC110186839|XP_020811788.1|DSER	LOC118459105|XP_035778065.1|AALB
OG0002156	LOC110190241|XP_020816264.1|DSER	LOC118466522|XP_035791910.1|AALB
OG0002157	LOC110186435|XP_020811280.1|DSER	LOC118457151|XP_035774369.1|AALB
OG0002158	LOC110189568|XP_020815358.1|DSER	LOC118464702|XP_035788123.1|AALB
OG0002159	LOC110178448|XP_020801242.1|DSER	LOC118466271|XP_035791236.1|AALB, LOC118456853|XP_035773845.1|AALB
OG0002160	LOC110188610|XP_020814033.1|DSER	LOC118460351|XP_035780487.1|AALB
OG0002161	LOC110186666|XP_020811590.1|DSER	LOC118461084|XP_035781873.1|AALB
OG0002162	LOC110186235|XP_020810961.1|DSER	LOC118460197|XP_035780196.1|AALB
OG0002163	LOC110183064|XP_020806910.1|DSER	LOC118461470|XP_035782709.1|AALB
OG0002164	LOC110191764|XP_020818362.1|DSER	LOC118461637|XP_035783100.1|AALB
OG0002165	LOC110179787|XP_020803060.1|DSER, LOC110184853|XP_020809152.1|DSER	LOC118460366|XP_035780509.1|AALB
OG0002166	LOC110178415|XP_020801217.1|DSER, LOC110183943|XP_020807963.1|DSER	LOC118459445|XP_035778716.1|AALB
OG0002167	LOC110177853|XP_020800458.1|DSER	LOC118459446|XP_035778731.1|AALB
OG0002168	LOC110191490|XP_020818014.1|DSER	LOC118463178|XP_035785478.1|AALB, LOC118463133|XP_035785389.1|AALB
OG0002169	LOC110190516|XP_020816707.1|DSER	LOC118462753|XP_035784609.1|AALB
OG0002170	LOC110185446|XP_020809933.1|DSER	LOC118456418|XP_035773044.1|AALB
OG0002171	LOC110191309|XP_020817781.1|DSER	LOC118460200|XP_035780201.1|AALB
OG0002172	LOC110191005|XP_020817382.1|DSER	LOC118457818|XP_035775584.1|AALB
OG0002173	LOC110183452|XP_020807390.1|DSER	LOC118468576|XP_035795401.1|AALB
OG0002174	LOC110176514|XP_020798550.1|DSER	LOC118458978|XP_035777866.1|AALB
OG0002175	LOC110176516|XP_020798551.1|DSER	LOC118458979|XP_035777867.1|AALB
OG0002176	LOC110191176|XP_020817600.1|DSER	LOC118459501|XP_035778819.1|AALB
OG0002177	LOC110190696|XP_020816970.1|DSER	LOC118457936|XP_035775841.1|AALB
OG0002178	LOC110186886|XP_020811845.1|DSER	LOC118460922|XP_035781569.1|AALB
OG0002179	LOC110191387|XP_020817902.1|DSER	LOC118456513|XP_035773241.1|AALB
