Orthogroup	DSER.longest_only	DPER.longest_only
OG0000473	LOC110184193|XP_020808283.1|DSER	LOC6599962|XP_002025039.1|DPER
OG0000473	LOC110180139|XP_020803444.1|DSER	LOC113566216|XP_026846711.1|DPER
OG0000473	LOC110180138|XP_020803443.1|DSER	LOC6600167|XP_026846728.1|DPER
OG0000474	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER	LOC6602691|XP_002027718.1|DPER
OG0000474	LOC110181260|XP_020804626.1|DSER	LOC6588422|XP_002013834.1|DPER
OG0000475	LOC110187715|XP_020812811.1|DSER	LOC6587625|XP_026851174.1|DPER
OG0000475	LOC110188027|XP_020813224.1|DSER	LOC6587630|XP_002013554.1|DPER
OG0000476	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER	LOC6595144|XP_002020134.1|DPER
OG0000476	LOC110190847|XP_020817154.1|DSER	LOC6595145|XP_002020135.2|DPER
OG0000477	LOC110184237|XP_020808356.1|DSER	LOC6587814|XP_002012770.1|DPER
OG0000477	LOC110184661|XP_020808928.1|DSER	LOC6587841|XP_026843001.1|DPER
OG0000478	LOC110186160|XP_020810870.1|DSER	LOC6591495|XP_002016879.1|DPER
OG0000479	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER, LOC110190998|XP_020817370.1|DSER	LOC6595030|XP_002019995.1|DPER
OG0000480	LOC110182342|XP_020806042.1|DSER	LOC6596374|XP_002021559.1|DPER
OG0000480	LOC110182344|XP_020806043.1|DSER	LOC6596373|XP_002021558.2|DPER
OG0000482	LOC110176614|XP_020798699.1|DSER	LOC6591392|XP_002017362.1|DPER
OG0000482	LOC110188404|XP_020813788.1|DSER	LOC6594625|XP_002019471.1|DPER
OG0000483	LOC110186151|XP_020810861.1|DSER	LOC6592130|XP_026840105.1|DPER
OG0000483	LOC110186225|XP_020810947.1|DSER	LOC6592128|XP_002016835.1|DPER
OG0000484	LOC110188615|XP_020814041.1|DSER	LOC6594225|XP_002019892.1|DPER
OG0000484	LOC110188616|XP_020814042.1|DSER	LOC6594224|XP_002019891.1|DPER
OG0000485	LOC110178952|XP_020801912.1|DSER	LOC6599030|XP_002024147.2|DPER
OG0000485	LOC110178935|XP_020801891.1|DSER	LOC6599031|XP_026849020.1|DPER
OG0000486	LOC110181098|XP_020804426.1|DSER	LOC6592528|XP_002018230.1|DPER
OG0000486	LOC110181097|XP_020804425.1|DSER	LOC6592420|XP_026841247.1|DPER
OG0000487	LOC110189204|XP_020814834.1|DSER	LOC113565130|XP_026841782.1|DPER
OG0000487	LOC110189197|XP_020814827.1|DSER	LOC113565047|XP_026840973.1|DPER
OG0000488	LOC110187594|XP_020812646.1|DSER	LOC6589820|XP_026844255.1|DPER
OG0000489	LOC110176502|XP_020798535.1|DSER	LOC6587552|XP_002013245.1|DPER
OG0000489	LOC110176097|XP_020797995.1|DSER	LOC6598268|XP_002023326.2|DPER
OG0000490	LOC110176103|XP_020798001.1|DSER	LOC6599323|XP_026847130.1|DPER
OG0000490	LOC110181845|XP_020805411.1|DSER	LOC6602644|XP_026846715.1|DPER
OG0000491	LOC110185453|XP_020809953.1|DSER	LOC6587473|XP_002014039.2|DPER
OG0000491	LOC110178525|XP_020801340.1|DSER	LOC6602080|XP_002027158.1|DPER
OG0000492	LOC110177090|XP_020799277.1|DSER	LOC6592887|XP_002018206.1|DPER
OG0000492	LOC110186030|XP_020810725.1|DSER	LOC6602432|XP_002027467.1|DPER
OG0000493	LOC110176446|XP_020798454.1|DSER, LOC110176465|XP_020798483.1|DSER	LOC6588420|XP_002012949.1|DPER, LOC6588384|XP_002012950.1|DPER
OG0000494	LOC110190506|XP_020816690.1|DSER	LOC6591421|XP_002016756.2|DPER
OG0000494	LOC110186083|XP_020810779.1|DSER	LOC6593749|XP_002018853.2|DPER
OG0000495	LOC110182569|XP_020806277.1|DSER	LOC6599984|XP_002025142.1|DPER
OG0000495	LOC110178319|XP_020801088.1|DSER	LOC6601578|XP_002026669.1|DPER
OG0000496	LOC110183129|XP_020806976.1|DSER	LOC6589319|XP_026845000.1|DPER
OG0000496	LOC110183927|XP_020807949.1|DSER	LOC113565427|XP_026843179.1|DPER
OG0000497	LOC110181200|XP_020804540.1|DSER	LOC6595461|XP_026844291.1|DPER
OG0000497	LOC110179068|XP_020802094.1|DSER, LOC110181213|XP_020804554.1|DSER, LOC110182683|XP_020806434.1|DSER	LOC6595459|XP_026844288.1|DPER
OG0000498	LOC110186148|XP_020810858.1|DSER	LOC6592123|XP_026845189.1|DPER
OG0000498	LOC110186146|XP_020810856.1|DSER	LOC6592002|XP_002016827.1|DPER
OG0000499	LOC110182915|XP_020806776.1|DSER	LOC6602117|XP_002027131.1|DPER
OG0000499	LOC110179499|XP_020802733.1|DSER	LOC6596867|XP_002022071.1|DPER
OG0000500	LOC110190890|XP_020817207.1|DSER	LOC6604009|XP_026849018.1|DPER
OG0000500	LOC110178950|XP_020801910.1|DSER	LOC6604713|XP_002029587.2|DPER
OG0000501	LOC110176180|XP_020798090.1|DSER	LOC6590434|XP_002015730.1|DPER
OG0000501	LOC110176189|XP_020798102.1|DSER	LOC6590435|XP_002015731.1|DPER, LOC6590436|XP_002015732.1|DPER
OG0000501	LOC110177879|XP_020800503.1|DSER	LOC6588922|XP_002014484.1|DPER
OG0000502	LOC110179199|XP_020802275.1|DSER	LOC6600821|XP_002025888.1|DPER
OG0000503	LOC110185501|XP_020810054.1|DSER	LOC6590258|XP_026842871.1|DPER
OG0000503	LOC110185502|XP_020810056.1|DSER, LOC110177941|XP_020800582.1|DSER, LOC110179744|XP_020803019.1|DSER, LOC110185505|XP_020810059.1|DSER, LOC110185504|XP_020810058.1|DSER, LOC110185503|XP_020810057.1|DSER	LOC113565255|XP_026842870.1|DPER, LOC6590259|XP_002015889.1|DPER
OG0000504	LOC110183558|XP_020807518.1|DSER	LOC6601646|XP_002026760.1|DPER
OG0000505	LOC110179747|XP_020803021.1|DSER	LOC6598466|XP_026846211.1|DPER
OG0000505	LOC110179751|XP_020803026.1|DSER	LOC6598460|XP_026846221.1|DPER
OG0000506	LOC110189038|XP_020814666.1|DSER, LOC110189014|XP_020814631.1|DSER	LOC6591448|XP_002016742.2|DPER
OG0000507	LOC110182054|XP_020805669.1|DSER	LOC6599182|XP_026848358.1|DPER
OG0000507	LOC110182092|XP_020805732.1|DSER	LOC6599183|XP_002024340.1|DPER
OG0000508	LOC110178795|XP_020801706.1|DSER	LOC6599548|XP_026849406.1|DPER
OG0000508	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER	LOC6603958|XP_026849990.1|DPER
OG0000509	LOC110177555|XP_020799989.1|DSER	LOC6590145|XP_026841357.1|DPER
OG0000509	LOC110181469|XP_020804882.1|DSER	LOC6589944|XP_026842165.1|DPER
OG0000510	LOC110179275|XP_020802421.1|DSER	LOC6592973|XP_002018023.1|DPER
OG0000510	LOC110179276|XP_020802422.1|DSER	LOC6592780|XP_002018022.2|DPER
OG0000511	LOC110184918|XP_020809222.1|DSER	LOC6589459|XP_002014738.2|DPER
OG0000511	LOC110184891|XP_020809196.1|DSER	LOC6589245|XP_026844177.1|DPER
OG0000512	LOC110183165|XP_020807016.1|DSER	LOC6588801|XP_002015122.2|DPER
OG0000512	LOC110178868|XP_020801801.1|DSER	LOC6600478|XP_002025669.2|DPER
OG0000513	LOC110189268|XP_020814942.1|DSER	LOC6591123|XP_002015504.2|DPER
OG0000513	LOC110183775|XP_020807791.1|DSER	LOC6594004|XP_002019056.1|DPER
OG0000514	LOC110183926|XP_020807947.1|DSER, LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER	LOC6588843|XP_026844865.1|DPER
OG0000514	LOC110183911|XP_020807915.1|DSER	LOC6589095|XP_026844701.1|DPER
OG0000515	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER	LOC6596020|XP_026845515.1|DPER
OG0000516	LOC110187129|XP_020812199.1|DSER	LOC6602865|XP_026849669.1|DPER
OG0000516	LOC110187149|XP_020812221.1|DSER	LOC6602866|XP_002027901.2|DPER
OG0000517	LOC110189862|XP_020815740.1|DSER	LOC6601870|XP_026849346.1|DPER
OG0000517	LOC110189860|XP_020815738.1|DSER	LOC6601869|XP_002026918.1|DPER
OG0000518	LOC110176722|XP_020798822.1|DSER	LOC6597156|XP_002022361.1|DPER
OG0000518	LOC110179657|XP_020802914.1|DSER, LOC110187963|XP_020813141.1|DSER	LOC6601652|XP_002026747.1|DPER, LOC6599088|XP_002024221.1|DPER
OG0000521	LOC110182031|XP_020805620.1|DSER	LOC6601719|XP_026846988.1|DPER
OG0000521	LOC110182032|XP_020805621.1|DSER	LOC6601722|XP_026847021.1|DPER
OG0000522	LOC110188505|XP_020813898.1|DSER	LOC6594265|XP_002019512.1|DPER
OG0000522	LOC110184251|XP_020808371.1|DSER	LOC6603110|XP_002028095.1|DPER
OG0000523	LOC110191312|XP_020817790.1|DSER	LOC6591682|XP_002016766.1|DPER
OG0000523	LOC110176082|XP_020797983.1|DSER	LOC6597856|XP_026846980.1|DPER
OG0000524	LOC110177426|XP_020799807.1|DSER	LOC6587701|XP_002012756.1|DPER
OG0000524	LOC110191360|XP_020817867.1|DSER, LOC110189030|XP_020814659.1|DSER	LOC6588160|XP_002012868.1|DPER
OG0000525	LOC110188987|XP_020814595.1|DSER	LOC6592998|XP_002017981.1|DPER
OG0000525	LOC110188986|XP_020814594.1|DSER	LOC6592999|XP_026842395.1|DPER
OG0000526	LOC110177188|XP_020799442.1|DSER	LOC6593988|XP_002019030.1|DPER
OG0000526	LOC110177140|XP_020799377.1|DSER	LOC6593170|XP_002018184.1|DPER
OG0000527	LOC110187498|XP_020812550.1|DSER	LOC6589277|XP_026844990.1|DPER
OG0000527	LOC110187536|XP_020812589.1|DSER	LOC6588931|XP_026845017.1|DPER
OG0000528	LOC110183785|XP_020807801.1|DSER	LOC6588744|XP_002015091.1|DPER
OG0000529	LOC110184964|XP_020809271.1|DSER	LOC6596480|XP_002021524.1|DPER
OG0000530	LOC110178608|XP_020801452.1|DSER	LOC6602309|XP_026848563.1|DPER
OG0000530	LOC110188887|XP_020814463.1|DSER	LOC6599091|XP_026849008.1|DPER
OG0000531	LOC110185061|XP_020809397.1|DSER	LOC6593819|XP_002019066.1|DPER
OG0000531	LOC110178108|XP_020800782.1|DSER	LOC6589474|XP_002014920.1|DPER
OG0000532	LOC110188006|XP_020813188.1|DSER	LOC6594648|XP_002019653.1|DPER
OG0000532	LOC110188005|XP_020813186.1|DSER	LOC6594647|XP_002019652.1|DPER
OG0000533	LOC110176029|XP_020797898.1|DSER	LOC6597726|XP_002022998.1|DPER
OG0000533	LOC110187943|XP_020813116.1|DSER	LOC6588058|XP_002014113.1|DPER
OG0000534	LOC110180345|XP_020803666.1|DSER, LOC110180325|XP_020803641.1|DSER	LOC6599384|XP_026847081.1|DPER
OG0000534	LOC110185545|XP_020810118.1|DSER	LOC6593665|XP_026843566.1|DPER
OG0000535	LOC110180040|XP_020803311.1|DSER	LOC6592253|XP_002017639.1|DPER
OG0000535	LOC110176886|XP_020799029.1|DSER	LOC6591079|XP_002015699.1|DPER
OG0000536	LOC110176177|XP_020798079.1|DSER	LOC6600303|XP_026849083.1|DPER
OG0000537	LOC110189300|XP_020814989.1|DSER	LOC113565157|XP_026842113.1|DPER, LOC6591216|XP_026841329.1|DPER
OG0000538	LOC110191630|XP_020818182.1|DSER	LOC113565116|XP_026841673.1|DPER
OG0000538	LOC110178407|XP_020801207.1|DSER	LOC6590649|XP_026842859.1|DPER
OG0000539	LOC110186215|XP_020810937.1|DSER	LOC6591890|XP_002016908.1|DPER
OG0000539	LOC110186190|XP_020810907.1|DSER	LOC6591729|XP_002016906.1|DPER
OG0000540	LOC110187273|XP_020812320.1|DSER	LOC6589065|XP_002015222.1|DPER
OG0000540	LOC110187269|XP_020812315.1|DSER	LOC6603930|XP_002028873.1|DPER
OG0000542	LOC110186788|XP_020811725.1|DSER	LOC6594041|XP_002019648.2|DPER
OG0000542	LOC110185410|XP_020809876.1|DSER	LOC6602000|XP_026846758.1|DPER
OG0000543	LOC110184670|XP_020808940.1|DSER	LOC6595223|XP_002020196.2|DPER
OG0000543	LOC110182885|XP_020806688.1|DSER	LOC6590548|XP_002016228.2|DPER
OG0000544	LOC110178724|XP_020801589.1|DSER	LOC113566396|XP_026847602.1|DPER
OG0000544	LOC110184507|XP_020808731.1|DSER	LOC6594164|XP_002019573.2|DPER
OG0000545	LOC110187823|XP_020812958.1|DSER	LOC6587621|XP_026840017.1|DPER
OG0000545	LOC110187739|XP_020812855.1|DSER	LOC6587610|XP_002013107.1|DPER
OG0000546	LOC110188731|XP_020814204.1|DSER	LOC6594469|XP_026851138.1|DPER, LOC6594150|XP_002019389.2|DPER
OG0000546	LOC110179470|XP_020802700.1|DSER	LOC6599135|XP_002024400.1|DPER
OG0000547	LOC110181593|XP_020805045.1|DSER	LOC6598288|XP_002023311.1|DPER
OG0000548	LOC110190295|XP_020816338.1|DSER	LOC6601137|XP_026848090.1|DPER
OG0000548	LOC110190296|XP_020816339.1|DSER	LOC6601169|XP_002026268.2|DPER
OG0000549	LOC110177056|XP_020799233.1|DSER	LOC6592523|XP_002018225.2|DPER
OG0000550	LOC110178745|XP_020801635.1|DSER	LOC6601095|XP_002026060.1|DPER
OG0000550	LOC110178791|XP_020801703.1|DSER	LOC113566352|XP_026847434.1|DPER
OG0000551	LOC110178527|XP_020801342.1|DSER	LOC6601354|XP_026841458.1|DPER, LOC6602584|XP_002027608.1|DPER
OG0000552	LOC110186838|XP_020811787.1|DSER	LOC6595049|XP_002020572.1|DPER
OG0000552	LOC110186668|XP_020811592.1|DSER	LOC6595050|XP_026846729.1|DPER
OG0000553	LOC110177872|XP_020800488.1|DSER	LOC6589451|XP_002014478.1|DPER
OG0000554	LOC110185315|XP_020809743.1|DSER	LOC6595000|XP_026850186.1|DPER
OG0000554	LOC110185264|XP_020809666.1|DSER	LOC6594999|XP_002020165.1|DPER
OG0000555	LOC110179417|XP_020802605.1|DSER	LOC6599561|XP_002024668.1|DPER, LOC6599560|XP_002024667.1|DPER
OG0000555	LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER	LOC6602947|XP_026848817.1|DPER
OG0000556	LOC110179726|XP_020803004.1|DSER	LOC6600676|XP_002025749.2|DPER
OG0000556	LOC110191833|XP_020818457.1|DSER	LOC6591984|XP_002017028.1|DPER
OG0000557	LOC110176580|XP_020798653.1|DSER	LOC6591395|XP_002017365.1|DPER
OG0000557	LOC110176610|XP_020798692.1|DSER	LOC6591394|XP_002017364.2|DPER
OG0000558	LOC110191842|XP_020818469.1|DSER	LOC6592186|XP_002017046.1|DPER
OG0000558	LOC110184573|XP_020808806.1|DSER	LOC6597633|XP_002022736.1|DPER, LOC6597634|XP_002022737.2|DPER, LOC6597638|XP_002022741.1|DPER, LOC6597636|XP_002022739.2|DPER, LOC113566633|XP_026848941.1|DPER
OG0000559	LOC110186176|XP_020810888.1|DSER	LOC6587952|XP_026850616.1|DPER
OG0000559	LOC110176282|XP_020798260.1|DSER	LOC6597049|XP_002022209.2|DPER
OG0000560	LOC110189432|XP_020815161.1|DSER	LOC6590133|XP_002015610.1|DPER
OG0000560	LOC110189431|XP_020815160.1|DSER	LOC6589973|XP_002015609.1|DPER
OG0000561	LOC110190641|XP_020816898.1|DSER	LOC6596181|XP_002021174.2|DPER
OG0000561	LOC110190559|XP_020816778.1|DSER	LOC6596179|XP_026845466.1|DPER
OG0000562	LOC110181239|XP_020804603.1|DSER	LOC6598980|XP_002024017.1|DPER
OG0000562	LOC110181232|XP_020804593.1|DSER	LOC6598875|XP_002024048.2|DPER
OG0000563	LOC110177523|XP_020799938.1|DSER	LOC6595802|XP_026845541.1|DPER
OG0000563	LOC110177481|XP_020799887.1|DSER	LOC113566045|XP_026845703.1|DPER
OG0000564	LOC110190320|XP_020816374.1|DSER	LOC6601146|XP_002026278.1|DPER
OG0000564	LOC110190071|XP_020816035.1|DSER	LOC6601147|XP_002026279.1|DPER, LOC6601145|XP_002026277.1|DPER
OG0000565	LOC110179864|XP_020803122.1|DSER, LOC110189525|XP_020815311.1|DSER, LOC110177194|XP_020799448.1|DSER	LOC113566036|XP_026845625.1|DPER
OG0000566	LOC110190849|XP_020817157.1|DSER	LOC6587609|XP_026851021.1|DPER
OG0000566	LOC110185332|XP_020809767.1|DSER	LOC6602723|XP_026849465.1|DPER
OG0000567	LOC110181567|XP_020805016.1|DSER	LOC6599255|XP_002024281.1|DPER
OG0000567	LOC110181566|XP_020805015.1|DSER	LOC6599253|XP_002024279.1|DPER
OG0000568	LOC110184417|XP_020808611.1|DSER	LOC6597227|XP_026846582.1|DPER
OG0000568	LOC110176469|XP_020798487.1|DSER	LOC6591599|XP_026841402.1|DPER
OG0000569	LOC110191824|XP_020818448.1|DSER	LOC6587970|XP_002013741.1|DPER
OG0000569	LOC110180710|XP_020804050.1|DSER	LOC6592132|XP_002016813.1|DPER
OG0000570	LOC110176422|XP_020798426.1|DSER	LOC6587495|XP_002013517.1|DPER
OG0000570	LOC110176424|XP_020798429.1|DSER	LOC6587490|XP_026848874.1|DPER
OG0000571	LOC110176399|XP_020798393.1|DSER	LOC6588397|XP_026840046.1|DPER
OG0000571	LOC110176397|XP_020798388.1|DSER	LOC6588478|XP_026840045.1|DPER
OG0000572	LOC110187812|XP_020812947.1|DSER	LOC6587259|XP_026844793.1|DPER
OG0000572	LOC110187757|XP_020812877.1|DSER	LOC6587381|XP_026847857.1|DPER
OG0000573	LOC110188824|XP_020814373.1|DSER	LOC6601182|XP_026848211.1|DPER
OG0000573	LOC110176936|XP_020799095.1|DSER	LOC6593023|XP_002018216.1|DPER
OG0000574	LOC110190321|XP_020816375.1|DSER	LOC6600554|XP_002025707.1|DPER
OG0000574	LOC110188049|XP_020813257.1|DSER	LOC6594206|XP_002019665.1|DPER
OG0000575	LOC110190569|XP_020816803.1|DSER	LOC6595966|XP_026845460.1|DPER
OG0000575	LOC110190593|XP_020816844.1|DSER	LOC6595964|XP_026845494.1|DPER
OG0000576	LOC110188412|XP_020813795.1|DSER	LOC6594513|XP_002019496.2|DPER
OG0000577	LOC110176941|XP_020799102.1|DSER	LOC6588741|XP_002014938.1|DPER, LOC6588700|XP_002014941.1|DPER
OG0000577	LOC110176873|XP_020799007.1|DSER	LOC6588702|XP_002014943.1|DPER
OG0000578	LOC110183305|XP_020807203.1|DSER	LOC6596620|XP_002021628.2|DPER
OG0000578	LOC110179138|XP_020802190.1|DSER	LOC6590192|XP_026842183.1|DPER
OG0000579	LOC110191052|XP_020817437.1|DSER	LOC6588010|XP_002013612.1|DPER
OG0000579	LOC110177486|XP_020799897.1|DSER	LOC6595808|XP_002021320.1|DPER
OG0000580	LOC110187872|XP_020813015.1|DSER	LOC6594464|XP_002019715.1|DPER
OG0000580	LOC110188083|XP_020813295.1|DSER	LOC6594018|XP_026850383.1|DPER
OG0000581	LOC110190173|XP_020816182.1|DSER	LOC6594299|XP_026850244.1|DPER
OG0000581	LOC110181771|XP_020805302.1|DSER	LOC6599419|XP_002024469.1|DPER
OG0000582	LOC110176253|XP_020798223.1|DSER	LOC6591266|XP_026840765.1|DPER
OG0000583	LOC110178512|XP_020801322.1|DSER	LOC113565045|XP_026840957.1|DPER
OG0000583	LOC110178511|XP_020801321.1|DSER	LOC6593162|XP_002018176.1|DPER
OG0000584	LOC110181441|XP_020804844.1|DSER, LOC110179871|XP_020803130.1|DSER	LOC6593520|XP_002019211.1|DPER
OG0000584	LOC110181436|XP_020804837.1|DSER, LOC110179870|XP_020803129.1|DSER	LOC6590207|XP_002016063.1|DPER, LOC6593519|XP_002019210.1|DPER
OG0000585	LOC110183669|XP_020807662.1|DSER	LOC6599474|XP_002024594.1|DPER, LOC6599475|XP_002024595.1|DPER
OG0000586	LOC110177776|XP_020800302.1|DSER	LOC6590356|XP_002015836.1|DPER
OG0000586	LOC110191327|XP_020817823.1|DSER	LOC6590693|XP_026842501.1|DPER
OG0000589	LOC110183229|XP_020807104.1|DSER	LOC6598433|XP_026846209.1|DPER
OG0000590	LOC110188594|XP_020814016.1|DSER	LOC6587951|XP_002014084.1|DPER
OG0000590	LOC110183551|XP_020807510.1|DSER	LOC6597556|XP_002022805.1|DPER
OG0000592	LOC110191585|XP_020818129.1|DSER	LOC6590926|XP_002015768.1|DPER
OG0000592	LOC110189203|XP_020814832.1|DSER	LOC6590222|XP_002016071.1|DPER
OG0000593	LOC110186802|XP_020811743.1|DSER	LOC6594986|XP_026840061.1|DPER
OG0000593	LOC110181831|XP_020805393.1|DSER	LOC6603511|XP_002028490.1|DPER
OG0000594	LOC110186598|XP_020811485.1|DSER	LOC6587448|XP_002013043.1|DPER
OG0000594	LOC110176626|XP_020798710.1|DSER	LOC6591579|XP_002017367.2|DPER
OG0000595	LOC110184071|XP_020808114.1|DSER	LOC113567375|XP_026850822.1|DPER
OG0000595	LOC110188373|XP_020813746.1|DSER	LOC6594864|XP_026846833.1|DPER
OG0000596	LOC110179486|XP_020802719.1|DSER	LOC6596830|XP_026845960.1|DPER
OG0000596	LOC110176451|XP_020798462.1|DSER	LOC6594057|XP_002019856.1|DPER
OG0000597	LOC110187848|XP_020812991.1|DSER	LOC6595280|XP_026851125.1|DPER
OG0000597	LOC110191370|XP_020817881.1|DSER	LOC6594894|XP_026840050.1|DPER
OG0000598	LOC110188127|XP_020813374.1|DSER	LOC6587400|XP_002013871.1|DPER
OG0000599	LOC110178641|XP_020801492.1|DSER	LOC6603287|XP_002028268.1|DPER
OG0000599	LOC110178633|XP_020801479.1|DSER	LOC6603280|XP_002028267.2|DPER
OG0000600	LOC110189482|XP_020815228.1|DSER	LOC6590718|XP_026841400.1|DPER
OG0000600	LOC110189256|XP_020814925.1|DSER	LOC6590717|XP_026842346.1|DPER
OG0000601	LOC110185680|XP_020810306.1|DSER	LOC6593687|XP_002018765.1|DPER
OG0000601	LOC110177565|XP_020800001.1|DSER, LOC110188792|XP_020814306.1|DSER	LOC6597993|XP_026843491.1|DPER
OG0000602	LOC110185847|XP_020810513.1|DSER	LOC6596260|XP_002021786.1|DPER
OG0000602	LOC110185754|XP_020810412.1|DSER	LOC6596259|XP_002021785.1|DPER
OG0000603	LOC110176878|XP_020799013.1|DSER	LOC6588887|XP_026844666.1|DPER
OG0000604	LOC110182327|XP_020806018.1|DSER	LOC6596494|XP_002021568.1|DPER
OG0000604	LOC110182326|XP_020806017.1|DSER	LOC6596493|XP_002021567.1|DPER
OG0000605	LOC110179891|XP_020803150.1|DSER, LOC110187456|XP_020812503.1|DSER	LOC6593459|XP_002018597.1|DPER
OG0000606	LOC110177352|XP_020799703.1|DSER	LOC113564920|XP_026840154.1|DPER
OG0000607	LOC110190852|XP_020817160.1|DSER	LOC6587356|XP_002014194.1|DPER
OG0000607	LOC110187682|XP_020812772.1|DSER	LOC6594190|XP_002019821.1|DPER
OG0000608	LOC110186172|XP_020810885.1|DSER	LOC6591652|XP_026849674.1|DPER
OG0000608	LOC110186241|XP_020810966.1|DSER	LOC6591913|XP_026840311.1|DPER
OG0000609	LOC110185774|XP_020810436.1|DSER	LOC6595622|XP_002020696.1|DPER
OG0000609	LOC110176930|XP_020799085.1|DSER, LOC110180528|XP_020803855.1|DSER	LOC6597436|XP_026846369.1|DPER
OG0000610	LOC110185216|XP_020809604.1|DSER	LOC6595817|XP_002021295.2|DPER
OG0000610	LOC110177774|XP_020800299.1|DSER	LOC6592723|XP_002018090.1|DPER
OG0000611	LOC110179244|XP_020802359.1|DSER	LOC6600868|XP_026841237.1|DPER
OG0000612	LOC110190893|XP_020817211.1|DSER, LOC110191352|XP_020817859.1|DSER, LOC110191351|XP_020817858.1|DSER	LOC6599045|XP_026848967.1|DPER, LOC6599046|XP_002024163.2|DPER
OG0000612	LOC110190888|XP_020817206.1|DSER	LOC6599044|XP_026848966.1|DPER
OG0000614	LOC110191140|XP_020817553.1|DSER	LOC6595010|XP_002020467.2|DPER
OG0000615	LOC110182641|XP_020806369.1|DSER	LOC113566642|XP_026848971.1|DPER
OG0000615	LOC110188748|XP_020814248.1|DSER	LOC6588205|XP_002013742.1|DPER
OG0000616	LOC110182634|XP_020806359.1|DSER, LOC110182633|XP_020806356.1|DSER, LOC110182632|XP_020806353.1|DSER	LOC6601779|XP_002026814.2|DPER
OG0000617	LOC110177319|XP_020799652.1|DSER	LOC6595121|XP_026840037.1|DPER
OG0000617	LOC110190963|XP_020817312.1|DSER	LOC6598703|XP_026851189.1|DPER
OG0000618	LOC110191113|XP_020817517.1|DSER	LOC6587880|XP_002012806.1|DPER
OG0000618	LOC110191053|XP_020817438.1|DSER	LOC6595891|XP_002021432.1|DPER
OG0000619	LOC110178445|XP_020801238.1|DSER	LOC6591185|XP_002015909.1|DPER
OG0000620	LOC110184175|XP_020808245.1|DSER	LOC6598554|XP_002023708.1|DPER
OG0000620	LOC110190629|XP_020816881.1|DSER	LOC6599632|XP_026849581.1|DPER
OG0000621	LOC110188201|XP_020813457.1|DSER	LOC6587924|XP_002013338.1|DPER
OG0000621	LOC110179492|XP_020802725.1|DSER	LOC6597394|XP_002022488.1|DPER
OG0000622	LOC110178749|XP_020801640.1|DSER	LOC6601663|XP_026847557.1|DPER
OG0000622	LOC110190510|XP_020816691.1|DSER	LOC6602712|XP_026849515.1|DPER
OG0000623	LOC110186983|XP_020812001.1|DSER	LOC6601015|XP_026849689.1|DPER
OG0000623	LOC110176698|XP_020798792.1|DSER	LOC6597190|XP_026845550.1|DPER
OG0000624	LOC110189664|XP_020815468.1|DSER	LOC6592679|XP_002017946.1|DPER
OG0000625	LOC110190464|XP_020816632.1|DSER	LOC6602966|XP_002027977.2|DPER
OG0000625	LOC110190571|XP_020816805.1|DSER	LOC6602967|XP_002027978.1|DPER
OG0000626	LOC110178151|XP_020800842.1|DSER	LOC6593086|XP_002017719.1|DPER
OG0000626	LOC110181093|XP_020804421.1|DSER	LOC6592561|XP_002018243.1|DPER
OG0000627	LOC110185256|XP_020809651.1|DSER	LOC6601405|XP_002026508.1|DPER
OG0000627	LOC110180617|XP_020803960.1|DSER	LOC6597278|XP_002022565.1|DPER
OG0000628	LOC110182378|XP_020806079.1|DSER	LOC6596263|XP_002021789.1|DPER
OG0000628	LOC110183345|XP_020807258.1|DSER	LOC6589333|XP_002014358.1|DPER
OG0000629	LOC110187758|XP_020812881.1|DSER	LOC6594077|XP_002019737.1|DPER
OG0000629	LOC110187447|XP_020812494.1|DSER	LOC6593669|XP_002018616.1|DPER
OG0000630	LOC110181379|XP_020804767.1|DSER	LOC6598051|XP_002023144.1|DPER
OG0000630	LOC110181363|XP_020804746.1|DSER	LOC6598077|XP_026843309.1|DPER
OG0000631	LOC110187312|XP_020812360.1|DSER, LOC110177653|XP_020800123.1|DSER, LOC110182406|XP_020806104.1|DSER	LOC113565754|XP_026844613.1|DPER
OG0000631	LOC110185944|XP_020810619.1|DSER	LOC6593410|XP_026843657.1|DPER
OG0000632	LOC110179178|XP_020802238.1|DSER	LOC6595375|XP_026844828.1|DPER
OG0000632	LOC110186043|XP_020810741.1|DSER	LOC6595484|XP_002020656.1|DPER
OG0000633	LOC110179002|XP_020801995.1|DSER	LOC6596016|XP_026845303.1|DPER
OG0000633	LOC110179000|XP_020801989.1|DSER	LOC113565976|XP_026845290.1|DPER
OG0000635	LOC110183000|XP_020806882.1|DSER	LOC6600979|XP_002025877.1|DPER
OG0000635	LOC110177595|XP_020800048.1|DSER	LOC6603692|XP_002028663.2|DPER, LOC6603664|XP_026849675.1|DPER
OG0000636	LOC110181388|XP_020804778.1|DSER	LOC6598048|XP_002023141.1|DPER
