Orthogroup	DSER.longest_only	BTRY.longest_only
OG0002320	LOC110179214|XP_020802307.1|DSER	LOC120772300|XP_039956743.1|BTRY
OG0002321	LOC110189267|XP_020814941.1|DSER	LOC120769152|XP_039951965.1|BTRY
OG0002322	LOC110185978|XP_020810660.1|DSER	LOC120769349|XP_039952246.1|BTRY
OG0002323	LOC110187443|XP_020812491.1|DSER	LOC120767299|XP_039949119.1|BTRY
OG0002324	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER	LOC120778954|XP_039966959.1|BTRY
OG0002325	LOC110178673|XP_020801533.1|DSER	LOC120777126|XP_039964204.1|BTRY
OG0002326	LOC110178674|XP_020801534.1|DSER	LOC120777602|XP_039964974.1|BTRY
OG0002327	LOC110188135|XP_020813382.1|DSER	LOC120777338|XP_039964517.1|BTRY
OG0002328	LOC110181369|XP_020804756.1|DSER	LOC120769220|XP_039952050.1|BTRY
OG0002329	LOC110185810|XP_020810473.1|DSER	LOC120769131|XP_039951932.1|BTRY
OG0002330	LOC110185651|XP_020810267.1|DSER	LOC120768641|XP_039951345.1|BTRY
OG0002331	LOC110179463|XP_020802681.1|DSER	LOC120774109|XP_039959402.1|BTRY
OG0002332	LOC110185290|XP_020809698.1|DSER	LOC120780112|XP_039968329.1|BTRY
OG0002333	LOC110184111|XP_020808163.1|DSER	LOC120771097|XP_039954864.1|BTRY
OG0002334	LOC110183124|XP_020806974.1|DSER	LOC120769117|XP_039951911.1|BTRY
OG0002335	LOC110178264|XP_020800988.1|DSER	LOC120772571|XP_039957196.1|BTRY
OG0002336	LOC110185301|XP_020809711.1|DSER	LOC120777770|XP_039965217.1|BTRY
OG0002337	LOC110177027|XP_020799205.1|DSER	LOC120772471|XP_039957043.1|BTRY
OG0002338	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER	LOC120768639|XP_039951339.1|BTRY
OG0002339	LOC110187208|XP_020812267.1|DSER	LOC120768163|XP_039950658.1|BTRY
OG0002340	LOC110183998|XP_020808014.1|DSER	LOC120767919|XP_039950212.1|BTRY
OG0002341	LOC110178012|XP_020800685.1|DSER	LOC120770028|XP_039953073.1|BTRY
OG0002342	LOC110184862|XP_020809165.1|DSER	LOC120768577|XP_039951263.1|BTRY
OG0002343	LOC110182349|XP_020806048.1|DSER	LOC120767462|XP_039949479.1|BTRY
OG0002344	LOC110182853|XP_020806646.1|DSER	LOC120767687|XP_039949812.1|BTRY
OG0002345	LOC110182890|XP_020806693.1|DSER	LOC120771052|XP_039954789.1|BTRY
OG0002346	LOC110185698|XP_020810325.1|DSER	LOC120768222|XP_039950733.1|BTRY
OG0002347	LOC110177693|XP_020800175.1|DSER	LOC120771155|XP_039954965.1|BTRY
OG0002348	LOC110176849|XP_020798969.1|DSER	LOC120769723|XP_039952799.1|BTRY
OG0002349	LOC110182892|XP_020806701.1|DSER	LOC120772314|XP_039956765.1|BTRY
OG0002350	LOC110184192|XP_020808277.1|DSER	LOC120771050|XP_039954787.1|BTRY
OG0002351	LOC110178229|XP_020800937.1|DSER	LOC120772212|XP_039956626.1|BTRY
OG0002352	LOC110189396|XP_020815110.1|DSER	LOC120772550|XP_039957168.1|BTRY
OG0002353	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER	LOC120768963|XP_039951691.1|BTRY
OG0002354	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER	LOC120767827|XP_039950049.1|BTRY
OG0002355	LOC110176560|XP_020798607.1|DSER	LOC120768404|XP_039951013.1|BTRY
OG0002356	LOC110181173|XP_020804508.1|DSER	LOC120769561|XP_039952547.1|BTRY
OG0002357	LOC110176433|XP_020798441.1|DSER	LOC120771208|XP_039955048.1|BTRY
OG0002358	LOC110183294|XP_020807187.1|DSER	LOC120778549|XP_039966336.1|BTRY
OG0002359	LOC110183236|XP_020807111.1|DSER	LOC120773616|XP_039958549.1|BTRY
OG0002360	LOC110184990|XP_020809301.1|DSER	LOC120781380|XP_039969520.1|BTRY
OG0002361	LOC110190134|XP_020816116.1|DSER	LOC120779084|XP_039967168.1|BTRY
OG0002362	LOC110182696|XP_020806450.1|DSER	LOC120767544|XP_039949584.1|BTRY
OG0002363	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER	LOC120769728|XP_039952809.1|BTRY
OG0002364	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER	LOC120781486|XP_039969642.1|BTRY
OG0002365	LOC110182681|XP_020806432.1|DSER	LOC120781450|XP_039969599.1|BTRY
OG0002366	LOC110179181|XP_020802243.1|DSER	LOC120768482|XP_039951130.1|BTRY
OG0002367	LOC110182246|XP_020805922.1|DSER	LOC120768394|XP_039951000.1|BTRY
OG0002368	LOC110186098|XP_020810799.1|DSER	LOC120769200|XP_039952029.1|BTRY
OG0002369	LOC110180118|XP_020803417.1|DSER	LOC120767924|XP_039950217.1|BTRY
OG0002370	LOC110185988|XP_020810673.1|DSER	LOC120768100|XP_039950577.1|BTRY
OG0002371	LOC110185728|XP_020810371.1|DSER	LOC120767929|XP_039950224.1|BTRY
OG0002372	LOC110177067|XP_020799244.1|DSER	LOC120767678|XP_039949787.1|BTRY
OG0002373	LOC110187338|XP_020812384.1|DSER	LOC120767790|XP_039949987.1|BTRY
OG0002374	LOC110190556|XP_020816775.1|DSER	LOC120777442|XP_039964728.1|BTRY, LOC120777360|XP_039964606.1|BTRY, LOC120777206|XP_039964354.1|BTRY, LOC120774062|XP_039959305.1|BTRY
OG0002375	LOC110185391|XP_020809829.1|DSER	LOC120782127|XP_039970202.1|BTRY
OG0002376	LOC110185552|XP_020810129.1|DSER	LOC120767809|XP_039950021.1|BTRY
OG0002377	LOC110177196|XP_020799451.1|DSER	LOC120766959|XP_039948683.1|BTRY
OG0002378	LOC110177485|XP_020799896.1|DSER	LOC120778503|XP_039966266.1|BTRY
OG0002379	LOC110181184|XP_020804521.1|DSER	LOC120767333|XP_039949210.1|BTRY
OG0002380	LOC110182063|XP_020805684.1|DSER	LOC120774049|XP_039959285.1|BTRY
OG0002381	LOC110179263|XP_020802377.1|DSER	LOC120772596|XP_039957243.1|BTRY, LOC120772619|XP_039957268.1|BTRY
OG0002382	LOC110184120|XP_020808184.1|DSER	LOC120774097|XP_039959379.1|BTRY
OG0002383	LOC110177590|XP_020800033.1|DSER	LOC120778327|XP_039966057.1|BTRY, LOC120777564|XP_039964894.1|BTRY
OG0002384	LOC110180159|XP_020803473.1|DSER	LOC120775472|XP_039961602.1|BTRY
OG0002385	LOC110185418|XP_020809890.1|DSER	LOC120779902|XP_039968184.1|BTRY
OG0002387	LOC110190974|XP_020817328.1|DSER	LOC120782202|XP_039970284.1|BTRY
OG0002388	LOC110188720|XP_020814193.1|DSER	LOC120775028|XP_039960923.1|BTRY
OG0002389	LOC110185244|XP_020809642.1|DSER	LOC120766629|XP_039948179.1|BTRY
OG0002390	LOC110183431|XP_020807371.1|DSER	LOC120779581|XP_039967858.1|BTRY
OG0002391	LOC110177337|XP_020799685.1|DSER	LOC120771582|XP_039955588.1|BTRY
OG0002392	LOC110185201|XP_020809586.1|DSER	LOC120776705|XP_039963535.1|BTRY
OG0002393	LOC110177572|XP_020800007.1|DSER	LOC120777764|XP_039965202.1|BTRY
OG0002394	LOC110191787|XP_020818396.1|DSER	LOC120775635|XP_039961827.1|BTRY
OG0002395	LOC110187721|XP_020812825.1|DSER	LOC120782288|XP_039970426.1|BTRY
OG0002396	LOC110177796|XP_020800344.1|DSER	LOC120770500|XP_039953958.1|BTRY
OG0002397	LOC110181850|XP_020805418.1|DSER	LOC120772045|XP_039956352.1|BTRY
OG0002398	LOC110184421|XP_020808615.1|DSER	LOC120775389|XP_039961483.1|BTRY
OG0002399	LOC110189368|XP_020815074.1|DSER	LOC120772107|XP_039956452.1|BTRY
OG0002400	LOC110180023|XP_020803282.1|DSER	LOC120771689|XP_039955756.1|BTRY
OG0002401	LOC110185450|XP_020809943.1|DSER	LOC120779601|XP_039967880.1|BTRY
OG0002402	LOC110191741|XP_020818331.1|DSER	LOC120766837|XP_039948482.1|BTRY, LOC120766268|XP_039947591.1|BTRY
OG0002403	LOC110191801|XP_020818412.1|DSER	LOC120777028|XP_039964077.1|BTRY
OG0002404	LOC110187662|XP_020812740.1|DSER	LOC120772978|XP_039957828.1|BTRY
OG0002405	LOC110177165|XP_020799410.1|DSER	LOC120782476|XP_039970704.1|BTRY
OG0002406	LOC110188532|XP_020813935.1|DSER	LOC120777421|XP_039964656.1|BTRY
OG0002408	LOC110177129|XP_020799357.1|DSER	LOC120766956|XP_039948679.1|BTRY
OG0002409	LOC110185298|XP_020809707.1|DSER	LOC120777866|XP_039965352.1|BTRY, LOC120777567|XP_039964900.1|BTRY, LOC120782043|XP_039970132.1|BTRY, LOC120777565|XP_039964899.1|BTRY, LOC120781338|XP_039969474.1|BTRY, LOC120781339|XP_039969476.1|BTRY, LOC120778228|XP_039965920.1|BTRY
OG0002410	LOC110188314|XP_020813681.1|DSER	LOC120782394|XP_039970571.1|BTRY
OG0002411	LOC110184152|XP_020808220.1|DSER, LOC110186338|XP_020811145.1|DSER	LOC120772673|XP_039957348.1|BTRY
OG0002412	LOC110188919|XP_020814500.1|DSER	LOC120780948|XP_039969112.1|BTRY
OG0002413	LOC110179631|XP_020802901.1|DSER	LOC120774104|XP_039959394.1|BTRY
OG0002414	LOC110186976|XP_020811987.1|DSER	LOC120777597|XP_039964967.1|BTRY
OG0002415	LOC110176591|XP_020798666.1|DSER	LOC120773409|XP_039958220.1|BTRY
OG0002416	LOC110185423|XP_020809895.1|DSER	LOC120779494|XP_039967713.1|BTRY
OG0002417	LOC110176949|XP_020799110.1|DSER	LOC120769366|XP_039952261.1|BTRY
OG0002418	LOC110185348|XP_020809784.1|DSER	LOC120780296|XP_039968522.1|BTRY
OG0002419	LOC110181882|XP_020805469.1|DSER	LOC120775375|XP_039961471.1|BTRY
OG0002420	LOC110187672|XP_020812756.1|DSER	LOC120777824|XP_039965294.1|BTRY
OG0002421	LOC110186227|XP_020810949.1|DSER	LOC120766324|XP_039947682.1|BTRY
OG0002422	LOC110191085|XP_020817489.1|DSER	LOC120782707|XP_039971057.1|BTRY
OG0002423	LOC110190160|XP_020816154.1|DSER	LOC120776760|XP_039963655.1|BTRY
OG0002424	LOC110185438|XP_020809921.1|DSER	LOC120776735|XP_039963597.1|BTRY
OG0002425	LOC110179478|XP_020802710.1|DSER	LOC120774039|XP_039959273.1|BTRY
OG0002426	LOC110178619|XP_020801463.1|DSER	LOC120777657|XP_039965044.1|BTRY
OG0002427	LOC110184517|XP_020808744.1|DSER	LOC120779682|XP_039967974.1|BTRY
OG0002428	LOC110176050|XP_020797923.1|DSER, LOC110178130|XP_020800813.1|DSER	LOC120775449|XP_039961568.1|BTRY
OG0002429	LOC110188861|XP_020814427.1|DSER	LOC120779062|XP_039967129.1|BTRY
OG0002430	LOC110189456|XP_020815189.1|DSER	LOC120771257|XP_039955108.1|BTRY
OG0002431	LOC110191481|XP_020818007.1|DSER	LOC120770134|XP_039953251.1|BTRY
OG0002432	LOC110183478|XP_020807417.1|DSER, LOC110183257|XP_020807141.1|DSER	LOC120775497|XP_039961638.1|BTRY
OG0002433	LOC110188595|XP_020814017.1|DSER	LOC120772986|XP_039957833.1|BTRY, LOC120766556|XP_039948074.1|BTRY
OG0002434	LOC110187938|XP_020813112.1|DSER	LOC120782031|XP_039970121.1|BTRY
OG0002435	LOC110181969|XP_020805576.1|DSER	LOC120773655|XP_039958601.1|BTRY
OG0002436	LOC110178261|XP_020800985.1|DSER	LOC120771066|XP_039954806.1|BTRY
OG0002437	LOC110189692|XP_020815524.1|DSER	LOC120770736|XP_039954258.1|BTRY
OG0002438	LOC110179623|XP_020802888.1|DSER	LOC120772843|XP_039957589.1|BTRY
OG0002439	LOC110186096|XP_020810796.1|DSER	LOC120769154|XP_039951970.1|BTRY
OG0002440	LOC110178893|XP_020801826.1|DSER	LOC120777611|XP_039964994.1|BTRY
OG0002441	LOC110190879|XP_020817199.1|DSER	LOC120781985|XP_039970089.1|BTRY
OG0002442	LOC110178478|XP_020801282.1|DSER	LOC120771280|XP_039955140.1|BTRY, LOC120771819|XP_039955970.1|BTRY
OG0002443	LOC110189750|XP_020815615.1|DSER	LOC120770424|XP_039953807.1|BTRY
OG0002444	LOC110177724|XP_020800225.1|DSER	LOC120771392|XP_039955292.1|BTRY
OG0002445	LOC110189403|XP_020815116.1|DSER	LOC120771921|XP_039956145.1|BTRY
OG0002446	LOC110187166|XP_020812234.1|DSER, LOC110187175|XP_020812236.1|DSER, LOC110190709|XP_020817023.1|DSER	LOC120771129|XP_039954919.1|BTRY
OG0002447	LOC110177532|XP_020799954.1|DSER	LOC120777891|XP_039965388.1|BTRY
OG0002448	LOC110177686|XP_020800167.1|DSER	LOC120768487|XP_039951137.1|BTRY
OG0002449	LOC110177383|XP_020799746.1|DSER	LOC120777834|XP_039965305.1|BTRY, LOC120772658|XP_039957323.1|BTRY
OG0002450	LOC110190006|XP_020815967.1|DSER	LOC120777182|XP_039964280.1|BTRY
OG0002451	LOC110178244|XP_020800954.1|DSER	LOC120770096|XP_039953188.1|BTRY
OG0002452	LOC110176339|XP_020798324.1|DSER	LOC120771019|XP_039954728.1|BTRY
OG0002453	LOC110190871|XP_020817187.1|DSER	LOC120771706|XP_039955774.1|BTRY
OG0002454	LOC110183647|XP_020807628.1|DSER	LOC120777671|XP_039965064.1|BTRY
OG0002455	LOC110183689|XP_020807688.1|DSER	LOC120777669|XP_039965061.1|BTRY
OG0002456	LOC110179561|XP_020802806.1|DSER	LOC120772805|XP_039957521.1|BTRY
OG0002457	LOC110180444|XP_020803808.1|DSER	LOC120781234|XP_039969306.1|BTRY
OG0002458	LOC110185926|XP_020810597.1|DSER	LOC120779032|XP_039967088.1|BTRY
OG0002459	LOC110191671|XP_020818244.1|DSER	LOC120770448|XP_039953858.1|BTRY
OG0002460	LOC110180410|XP_020803735.1|DSER	LOC120771644|XP_039955689.1|BTRY
OG0002461	LOC110183372|XP_020807332.1|DSER	LOC120772043|XP_039956349.1|BTRY
OG0002462	LOC110185488|XP_020810022.1|DSER	LOC120772889|XP_039957674.1|BTRY
OG0002463	LOC110191663|XP_020818220.1|DSER	LOC120771625|XP_039955649.1|BTRY
OG0002464	LOC110191609|XP_020818159.1|DSER	LOC120771338|XP_039955217.1|BTRY, LOC120771330|XP_039955209.1|BTRY
OG0002465	LOC110189389|XP_020815098.1|DSER	LOC120772423|XP_039956968.1|BTRY, LOC120772199|XP_039956599.1|BTRY
OG0002466	LOC110185476|XP_020810002.1|DSER	LOC120772969|XP_039957810.1|BTRY
OG0002467	LOC110176178|XP_020798083.1|DSER	LOC120778616|XP_039966428.1|BTRY, LOC120777648|XP_039965034.1|BTRY
OG0002468	LOC110191010|XP_020817386.1|DSER	LOC120777808|XP_039965277.1|BTRY, LOC120777065|XP_039964124.1|BTRY
OG0002469	LOC110188501|XP_020813893.1|DSER	LOC120780051|XP_039968258.1|BTRY, LOC120768776|XP_039951473.1|BTRY
OG0002470	LOC110178239|XP_020800949.1|DSER	LOC120770392|XP_039953756.1|BTRY
OG0002471	LOC110176462|XP_020798482.1|DSER	LOC120772957|XP_039957795.1|BTRY
OG0002472	LOC110178242|XP_020800951.1|DSER	LOC120772377|XP_039956895.1|BTRY
OG0002473	LOC110177993|XP_020800650.1|DSER	LOC120772947|XP_039957784.1|BTRY
OG0002474	LOC110176221|XP_020798160.1|DSER	LOC120779129|XP_039967267.1|BTRY
OG0002475	LOC110186778|XP_020811709.1|DSER, LOC110188744|XP_020814245.1|DSER	LOC120782329|XP_039970489.1|BTRY
OG0002476	LOC110176002|XP_020797868.1|DSER	LOC120772437|XP_039956988.1|BTRY
OG0002477	LOC110177069|XP_020799248.1|DSER	LOC120772891|XP_039957695.1|BTRY
OG0002478	LOC110177849|XP_020800451.1|DSER	LOC120771501|XP_039955488.1|BTRY
OG0002479	LOC110179270|XP_020802392.1|DSER	LOC120772626|XP_039957276.1|BTRY
OG0002480	LOC110185369|XP_020809810.1|DSER	LOC120771008|XP_039954707.1|BTRY
OG0002481	LOC110182464|XP_020806161.1|DSER	LOC120775556|XP_039961716.1|BTRY
OG0002482	LOC110189647|XP_020815450.1|DSER	LOC120772446|XP_039957000.1|BTRY
OG0002483	LOC110191493|XP_020818016.1|DSER	LOC120772494|XP_039957075.1|BTRY
OG0002484	LOC110180068|XP_020803349.1|DSER	LOC120772191|XP_039956591.1|BTRY
OG0002485	LOC110189675|XP_020815492.1|DSER	LOC120771032|XP_039954749.1|BTRY
OG0002486	LOC110190285|XP_020816321.1|DSER	LOC120776531|XP_039963198.1|BTRY
OG0002487	LOC110182821|XP_020806616.1|DSER	LOC120769616|XP_039952650.1|BTRY
OG0002488	LOC110177701|XP_020800186.1|DSER	LOC120779561|XP_039967836.1|BTRY, LOC120780372|XP_039968595.1|BTRY
OG0002489	LOC110190107|XP_020816074.1|DSER	LOC120776802|XP_039963730.1|BTRY
OG0002490	LOC110183196|XP_020807100.1|DSER	LOC120772999|XP_039957845.1|BTRY
OG0002491	LOC110190093|XP_020816057.1|DSER	LOC120776601|XP_039963319.1|BTRY
OG0002492	LOC110176362|XP_020798351.1|DSER	LOC120772808|XP_039957532.1|BTRY
OG0002493	LOC110189355|XP_020815057.1|DSER	LOC120774414|XP_039959974.1|BTRY
OG0002494	LOC110184872|XP_020809181.1|DSER	LOC120782638|XP_039970940.1|BTRY
OG0002495	LOC110177683|XP_020800162.1|DSER	LOC120771466|XP_039955411.1|BTRY
OG0002496	LOC110186209|XP_020810930.1|DSER	LOC120779431|XP_039967601.1|BTRY
OG0002497	LOC110190607|XP_020816859.1|DSER	LOC120778318|XP_039966047.1|BTRY
OG0002499	LOC110183697|XP_020807695.1|DSER	LOC120777009|XP_039964044.1|BTRY
OG0002500	LOC110188401|XP_020813785.1|DSER, LOC110182027|XP_020805616.1|DSER	LOC120766723|XP_039948304.1|BTRY
OG0002501	LOC110179166|XP_020802222.1|DSER	LOC120768913|XP_039951614.1|BTRY, LOC120774038|XP_039959309.1|BTRY, LOC120766516|XP_039948015.1|BTRY, LOC120769151|XP_039951964.1|BTRY
OG0002502	LOC110179355|XP_020802527.1|DSER	LOC120770066|XP_039953120.1|BTRY
OG0002504	LOC110177493|XP_020799903.1|DSER, LOC110177491|XP_020799902.1|DSER, LOC110177495|XP_020799905.1|DSER, LOC110177494|XP_020799904.1|DSER	LOC120781950|XP_039970046.1|BTRY, LOC120781949|XP_039970045.1|BTRY
OG0002508	LOC110179574|XP_020802823.1|DSER	LOC120776174|XP_039962721.1|BTRY
OG0002509	LOC110177204|XP_020799477.1|DSER	LOC120774089|XP_039959356.1|BTRY
OG0002510	LOC110180332|XP_020803649.1|DSER	LOC120775817|XP_039962105.1|BTRY
OG0002511	LOC110184432|XP_020808631.1|DSER	LOC120766976|XP_039948702.1|BTRY
OG0002512	LOC110185400|XP_020809855.1|DSER	LOC120779451|XP_039967636.1|BTRY
OG0002513	LOC110191823|XP_020818447.1|DSER	LOC120774790|XP_039960505.1|BTRY, LOC120766379|XP_039947746.1|BTRY
OG0002514	LOC110187132|XP_020812209.1|DSER	LOC120774386|XP_039959930.1|BTRY
OG0002516	LOC110186599|XP_020811488.1|DSER	LOC120766939|XP_039948623.1|BTRY
OG0002517	LOC110176059|XP_020797932.1|DSER	LOC120775195|XP_039961184.1|BTRY
OG0002518	LOC110188479|XP_020813868.1|DSER	LOC120766202|XP_039947500.1|BTRY
OG0002519	LOC110179243|XP_020802355.1|DSER	LOC120771419|XP_039955335.1|BTRY
OG0002520	LOC110182836|XP_020806629.1|DSER	LOC120774525|XP_039960168.1|BTRY
OG0002521	LOC110182644|XP_020806372.1|DSER, LOC110176018|XP_020797886.1|DSER	LOC120775279|XP_039961311.1|BTRY
OG0002522	LOC110188474|XP_020813863.1|DSER	LOC120766689|XP_039948269.1|BTRY
OG0002523	LOC110191058|XP_020817447.1|DSER	LOC120779779|XP_039968090.1|BTRY
OG0002524	LOC110182465|XP_020806162.1|DSER	LOC120774070|XP_039959315.1|BTRY
OG0002525	LOC110189044|XP_020814672.1|DSER, LOC110189070|XP_020814700.1|DSER	LOC120777853|XP_039965329.1|BTRY
OG0002526	LOC110191817|XP_020818441.1|DSER	LOC120780785|XP_039968972.1|BTRY
OG0002528	LOC110180409|XP_020803724.1|DSER	LOC120776176|XP_039962723.1|BTRY
OG0002529	LOC110191409|XP_020817926.1|DSER	LOC120775011|XP_039960890.1|BTRY
OG0002530	LOC110181327|XP_020804705.1|DSER	LOC120770598|XP_039954134.1|BTRY
OG0002531	LOC110185627|XP_020810236.1|DSER	LOC120781428|XP_039969583.1|BTRY
OG0002533	LOC110180361|XP_020803680.1|DSER	LOC120774798|XP_039960524.1|BTRY
OG0002534	LOC110180263|XP_020803577.1|DSER	LOC120772082|XP_039956413.1|BTRY
OG0002535	LOC110185306|XP_020809715.1|DSER	LOC120779003|XP_039967041.1|BTRY
OG0002536	LOC110186321|XP_020811118.1|DSER	LOC120766844|XP_039948493.1|BTRY
OG0002537	LOC110191654|XP_020818211.1|DSER	LOC120776668|XP_039963511.1|BTRY, LOC120776403|XP_039963005.1|BTRY
OG0002539	LOC110189264|XP_020814937.1|DSER	LOC120771997|XP_039956288.1|BTRY
OG0002540	LOC110184540|XP_020808776.1|DSER, LOC110191779|XP_020818383.1|DSER	LOC120775436|XP_039961556.1|BTRY
OG0002541	LOC110184411|XP_020808604.1|DSER	LOC120782582|XP_039970863.1|BTRY
OG0002542	LOC110180170|XP_020803489.1|DSER	LOC120775248|XP_039961262.1|BTRY
OG0002543	LOC110180330|XP_020803647.1|DSER	LOC120775563|XP_039961722.1|BTRY
OG0002544	LOC110187742|XP_020812859.1|DSER	LOC120782783|XP_039971185.1|BTRY
OG0002545	LOC110182499|XP_020806207.1|DSER	LOC120775569|XP_039961731.1|BTRY
OG0002547	LOC110181868|XP_020805451.1|DSER	LOC120774963|XP_039960785.1|BTRY
OG0002548	LOC110181769|XP_020805301.1|DSER	LOC120774506|XP_039960120.1|BTRY
OG0002549	LOC110175934|XP_020797773.1|DSER	LOC120774204|XP_039959581.1|BTRY
OG0002550	LOC110183225|XP_020807098.1|DSER, LOC110184594|XP_020808843.1|DSER	LOC120773756|XP_039958758.1|BTRY
OG0002551	LOC110176428|XP_020798435.1|DSER	LOC120782701|XP_039971035.1|BTRY
OG0002552	LOC110187277|XP_020812325.1|DSER	LOC120778824|XP_039966767.1|BTRY
OG0002553	LOC110180352|XP_020803673.1|DSER	LOC120782163|XP_039970228.1|BTRY
OG0002554	LOC110179533|XP_020802772.1|DSER	LOC120774761|XP_039960454.1|BTRY
OG0002555	LOC110183062|XP_020806907.1|DSER	LOC120774754|XP_039960447.1|BTRY
OG0002556	LOC110186097|XP_020810797.1|DSER	LOC120767779|XP_039949958.1|BTRY
OG0002557	LOC110184215|XP_020808324.1|DSER	LOC120774276|XP_039959700.1|BTRY
OG0002558	LOC110185588|XP_020810183.1|DSER	LOC120770004|XP_039953032.1|BTRY
OG0002559	LOC110191443|XP_020817966.1|DSER	LOC120780835|XP_039969011.1|BTRY, LOC120780847|XP_039969020.1|BTRY
OG0002560	LOC110177159|XP_020799403.1|DSER	LOC120782401|XP_039970581.1|BTRY
OG0002561	LOC110188699|XP_020814163.1|DSER	LOC120778473|XP_039966224.1|BTRY
OG0002562	LOC110183238|XP_020807113.1|DSER	LOC120775682|XP_039961915.1|BTRY
OG0002564	LOC110186963|XP_020811963.1|DSER	LOC120766905|XP_039948589.1|BTRY
OG0002565	LOC110186864|XP_020811814.1|DSER	LOC120777614|XP_039965000.1|BTRY
OG0002566	LOC110188565|XP_020813983.1|DSER	LOC120766603|XP_039948145.1|BTRY
OG0002567	LOC110182829|XP_020806621.1|DSER	LOC120773937|XP_039959082.1|BTRY
OG0002568	LOC110188295|XP_020813656.1|DSER	LOC120774976|XP_039960806.1|BTRY
OG0002569	LOC110184643|XP_020808901.1|DSER	LOC120768414|XP_039951032.1|BTRY
OG0002570	LOC110188079|XP_020813288.1|DSER	LOC120781432|XP_039969590.1|BTRY
OG0002571	LOC110188143|XP_020813398.1|DSER, LOC110183682|XP_020807682.1|DSER	LOC120766966|XP_039948690.1|BTRY
OG0002573	LOC110187631|XP_020812697.1|DSER	LOC120768694|XP_039951403.1|BTRY
OG0002574	LOC110188635|XP_020814069.1|DSER	LOC120766393|XP_039947769.1|BTRY
OG0002575	LOC110176613|XP_020798696.1|DSER	LOC120782433|XP_039970651.1|BTRY
OG0002576	LOC110180319|XP_020803634.1|DSER	LOC120774322|XP_039959798.1|BTRY
OG0002577	LOC110190044|XP_020816010.1|DSER	LOC120778665|XP_039966528.1|BTRY
OG0002578	LOC110185582|XP_020810172.1|DSER	LOC120767323|XP_039949191.1|BTRY
OG0002580	LOC110181597|XP_020805053.1|DSER	LOC120776072|XP_039962476.1|BTRY
OG0002581	LOC110188068|XP_020813277.1|DSER	LOC120771228|XP_039955076.1|BTRY
OG0002582	LOC110184675|XP_020808942.1|DSER, LOC110188381|XP_020813757.1|DSER	LOC120780647|XP_039968845.1|BTRY
OG0002583	LOC110186873|XP_020811827.1|DSER	LOC120782751|XP_039971130.1|BTRY
OG0002584	LOC110190221|XP_020816238.1|DSER	LOC120776878|XP_039963871.1|BTRY
OG0002585	LOC110190222|XP_020816239.1|DSER	LOC120776879|XP_039963872.1|BTRY
OG0002586	LOC110186665|XP_020811589.1|DSER	LOC120771027|XP_039954742.1|BTRY
OG0002587	LOC110189376|XP_020815087.1|DSER	LOC120782263|XP_039970366.1|BTRY
OG0002588	LOC110188751|XP_020814250.1|DSER	LOC120782594|XP_039970880.1|BTRY
OG0002589	LOC110186700|XP_020811632.1|DSER	LOC120770803|XP_039954319.1|BTRY
OG0002590	LOC110181585|XP_020805037.1|DSER	LOC120781096|XP_039969172.1|BTRY
OG0002591	LOC110186708|XP_020811639.1|DSER	LOC120767022|XP_039948788.1|BTRY
OG0002592	LOC110177388|XP_020799750.1|DSER	LOC120767201|XP_039948942.1|BTRY
OG0002593	LOC110177405|XP_020799770.1|DSER	LOC120766946|XP_039948629.1|BTRY
OG0002594	LOC110190953|XP_020817293.1|DSER	LOC120770540|XP_039954034.1|BTRY
OG0002595	LOC110188012|XP_020813199.1|DSER	LOC120768537|XP_039951212.1|BTRY
OG0002596	LOC110185509|XP_020810066.1|DSER	LOC120774297|XP_039959757.1|BTRY
OG0002597	LOC110186197|XP_020810916.1|DSER	LOC120770030|XP_039953079.1|BTRY
OG0002598	LOC110177351|XP_020799702.1|DSER	LOC120782302|XP_039970446.1|BTRY
OG0002599	LOC110188283|XP_020813639.1|DSER	LOC120780465|XP_039968677.1|BTRY
OG0002600	LOC110180894|XP_020804262.1|DSER	LOC120781239|XP_039969313.1|BTRY
OG0002601	LOC110188463|XP_020813852.1|DSER	LOC120782853|XP_039971318.1|BTRY
OG0002602	LOC110184198|XP_020808293.1|DSER	LOC120772346|XP_039956847.1|BTRY
OG0002603	LOC110186157|XP_020810867.1|DSER, LOC110186957|XP_020811952.1|DSER	LOC120770503|XP_039953964.1|BTRY
OG0002604	LOC110186181|XP_020810899.1|DSER	LOC120766442|XP_039947884.1|BTRY
OG0002605	LOC110186423|XP_020811263.1|DSER	LOC120782573|XP_039970845.1|BTRY
OG0002606	LOC110191082|XP_020817478.1|DSER	LOC120776239|XP_039962779.1|BTRY
OG0002607	LOC110188420|XP_020813807.1|DSER	LOC120766720|XP_039948301.1|BTRY
