Orthogroup	DSER.longest_only	DYAK.longest_only
OG0000787	LOC110179682|XP_020802952.1|DSER	LOC6523979|XP_002099851.1|DYAK
OG0000788	LOC110180004|XP_020803253.1|DSER	LOC26534473|XP_015052819.1|DYAK
OG0000788	LOC110176705|XP_020798802.1|DSER	LOC6533310|XP_002094036.1|DYAK
OG0000789	LOC110182720|XP_020806479.1|DSER	LOC6528123|XP_039226925.1|DYAK
OG0000790	LOC110177004|XP_020799173.1|DSER	LOC6526258|XP_002087380.2|DYAK
OG0000790	LOC110176935|XP_020799093.1|DSER	LOC6526259|XP_002087381.3|DYAK
OG0000791	LOC110186194|XP_020810912.1|DSER	LOC6538400|XP_002098924.2|DYAK
OG0000791	LOC110186319|XP_020811114.1|DSER	LOC6538042|XP_002098577.1|DYAK
OG0000792	LOC110185702|XP_020810332.1|DSER	LOC6526421|XP_002087540.3|DYAK
OG0000793	LOC110188258|XP_020813603.1|DSER	LOC6535734|XP_002096357.1|DYAK, LOC26535498|XP_015046541.1|DYAK
OG0000794	LOC110179550|XP_020802792.1|DSER	LOC6526401|XP_002087520.1|DYAK, LOC6524072|XP_002099936.1|DYAK
OG0000795	LOC110184426|XP_020808621.1|DSER	LOC6526041|XP_002101858.1|DYAK
OG0000795	LOC110188563|XP_020813980.1|DSER	LOC6535476|XP_002096107.1|DYAK
OG0000796	LOC110191800|XP_020818410.1|DSER	LOC6536423|XP_002097005.2|DYAK
OG0000796	LOC110181565|XP_020805014.1|DSER	LOC6525071|XP_002100910.1|DYAK
OG0000797	LOC110184153|XP_020808223.1|DSER	LOC6536385|XP_002096967.1|DYAK
OG0000797	LOC110186301|XP_020811080.1|DSER	LOC6536384|XP_002096966.1|DYAK
OG0000798	LOC110179895|XP_020803154.1|DSER	LOC6529930|XP_015052509.1|DYAK
OG0000798	LOC110188120|XP_020813400.1|DSER	LOC6529931|XP_015052513.1|DYAK
OG0000799	LOC110176608|XP_020798690.1|DSER	LOC6536756|XP_002097328.1|DYAK
OG0000799	LOC110179502|XP_020802737.1|DSER	LOC6524027|XP_002099899.2|DYAK
OG0000800	LOC110178758|XP_020801650.1|DSER	LOC6533206|XP_002093932.1|DYAK
OG0000801	LOC110177673|XP_020800154.1|DSER	LOC6531791|XP_039228851.1|DYAK
OG0000801	LOC110177942|XP_020800583.1|DSER	LOC6530588|XP_002091501.1|DYAK
OG0000802	LOC110188344|XP_020813711.1|DSER	LOC6524001|XP_002099873.2|DYAK
OG0000802	LOC110182002|XP_020805595.1|DSER	LOC6524000|XP_002099872.2|DYAK
OG0000803	LOC110183416|XP_020807352.1|DSER	LOC6527176|XP_002088270.1|DYAK
OG0000803	LOC110178613|XP_020801457.1|DSER	LOC6532894|XP_002093630.1|DYAK
OG0000804	LOC110178301|XP_020801049.1|DSER	LOC6530158|XP_002091100.1|DYAK
OG0000804	LOC110191792|XP_020818402.1|DSER	LOC6537625|XP_002098170.1|DYAK
OG0000805	LOC110178199|XP_020800934.1|DSER	LOC6529978|XP_002090924.1|DYAK
OG0000805	LOC110178285|XP_020801060.1|DSER	LOC6529979|XP_002090925.1|DYAK
OG0000806	LOC110183087|XP_020806936.1|DSER	LOC6526428|XP_002087547.1|DYAK
OG0000808	LOC110186284|XP_020811056.1|DSER, LOC110186626|XP_020811536.1|DSER	LOC6538915|XP_002099419.2|DYAK
OG0000810	LOC110189241|XP_020814901.1|DSER, LOC110189242|XP_020814902.1|DSER	LOC6528386|XP_002089433.3|DYAK
OG0000811	LOC110181534|XP_020804978.1|DSER	LOC6531417|XP_002092220.1|DYAK
OG0000812	LOC110181725|XP_020805242.1|DSER	LOC6524886|XP_002100726.1|DYAK
OG0000813	LOC110189495|XP_020815244.1|DSER	LOC6530041|XP_002090987.1|DYAK
OG0000814	LOC110181192|XP_020804532.1|DSER	LOC6529410|XP_002090415.1|DYAK
OG0000815	LOC110187383|XP_020812431.1|DSER, LOC110177656|XP_020800127.1|DSER	LOC6528157|XP_002089222.1|DYAK
OG0000816	LOC110181540|XP_020804981.1|DSER	LOC6525077|XP_002100916.1|DYAK
OG0000816	LOC110188695|XP_020814158.1|DSER	LOC6536036|XP_002096651.2|DYAK
OG0000817	LOC110186202|XP_020810921.1|DSER	LOC6538396|XP_002098920.2|DYAK
OG0000817	LOC110186220|XP_020810941.1|DSER	LOC120321768|XP_039231520.1|DYAK
OG0000818	LOC110179675|XP_020802945.1|DSER	LOC6523817|XP_002099692.1|DYAK
OG0000818	LOC110184006|XP_020808030.1|DSER	LOC26536002|XP_015054682.1|DYAK
OG0000819	LOC110181626|XP_020805094.1|DSER	LOC6525713|XP_039231077.1|DYAK
OG0000819	LOC110181526|XP_020804962.1|DSER	LOC6525710|XP_002101532.1|DYAK
OG0000820	LOC110180121|XP_020803424.1|DSER	LOC6525183|XP_002101021.1|DYAK
OG0000820	LOC110189629|XP_020815427.1|DSER	LOC6529361|XP_002090366.1|DYAK
OG0000821	LOC110187873|XP_020813016.1|DSER	LOC6536881|XP_002097450.1|DYAK
OG0000821	LOC110179265|XP_020802379.1|DSER	LOC6531763|XP_002092551.1|DYAK
OG0000822	LOC110190079|XP_020816044.1|DSER	LOC6534347|XP_002095027.3|DYAK
OG0000822	LOC110183847|XP_020807856.1|DSER	LOC6527723|XP_002088806.1|DYAK
OG0000824	LOC110183984|XP_020808000.1|DSER	LOC6527377|XP_002088469.1|DYAK
OG0000825	LOC110190343|XP_020816403.1|DSER	LOC6534350|XP_002095029.1|DYAK
OG0000825	LOC110182392|XP_020806090.1|DSER	LOC6528988|XP_039226419.1|DYAK
OG0000826	LOC110189298|XP_020814988.1|DSER, LOC110176788|XP_020798885.1|DSER	LOC6531649|XP_002092446.1|DYAK
OG0000827	LOC110184761|XP_020809051.1|DSER, LOC110184760|XP_020809050.1|DSER	LOC6533167|XP_002093893.3|DYAK, LOC6533168|XP_002093894.3|DYAK, LOC6533170|XP_002093896.1|DYAK, LOC6533169|XP_002093895.1|DYAK
OG0000828	LOC110187912|XP_020813074.1|DSER	LOC26536022|XP_015048365.1|DYAK, LOC6537464|XP_002098020.2|DYAK
OG0000830	LOC110184189|XP_020808274.1|DSER	LOC6526056|XP_015046615.1|DYAK
OG0000831	LOC110178896|XP_020801831.1|DSER	LOC6533845|XP_002094545.2|DYAK
OG0000832	LOC110188937|XP_020814535.1|DSER, LOC110188955|XP_020814553.1|DSER, LOC110176380|XP_020798370.1|DSER	LOC6531490|XP_002092289.1|DYAK
OG0000833	LOC110185247|XP_020809641.1|DSER	LOC6535006|XP_002095676.3|DYAK
OG0000834	LOC110176493|XP_020798525.1|DSER	LOC6537978|XP_002098515.1|DYAK
OG0000835	LOC110187766|XP_020812890.1|DSER	LOC6533279|XP_002094005.3|DYAK
OG0000836	LOC110183299|XP_020807196.1|DSER	LOC6528044|XP_039227579.1|DYAK
OG0000837	LOC110191487|XP_020818011.1|DSER	LOC26536167|XP_015051627.1|DYAK
OG0000837	LOC110183264|XP_020807148.1|DSER	LOC6524213|XP_002100076.1|DYAK
OG0000838	LOC110176914|XP_020799064.1|DSER	LOC26536366|XP_039228223.1|DYAK
OG0000838	LOC110176998|XP_020799166.1|DSER	LOC26535269|XP_015052889.1|DYAK
OG0000839	LOC110187666|XP_020812743.1|DSER	LOC6537494|XP_002098042.1|DYAK
OG0000839	LOC110187831|XP_020812968.1|DSER	LOC6535774|XP_015047348.2|DYAK
OG0000840	LOC110189280|XP_020814962.1|DSER	LOC6529045|XP_002090076.1|DYAK
OG0000840	LOC110177961|XP_020800612.1|DSER, LOC110184582|XP_020808826.1|DSER	LOC6525407|XP_002101242.1|DYAK
OG0000841	LOC110187844|XP_020812985.1|DSER	LOC6535245|XP_039231317.1|DYAK
OG0000842	LOC110182963|XP_020806814.1|DSER	LOC6528509|XP_002089555.1|DYAK
OG0000842	LOC110177169|XP_020799414.1|DSER	LOC6535816|XP_002096438.1|DYAK
OG0000843	LOC110191478|XP_020817998.1|DSER	LOC6531936|XP_039228503.1|DYAK
OG0000844	LOC110191625|XP_020818173.1|DSER	LOC6531979|XP_015051651.1|DYAK
OG0000844	LOC110191858|XP_020818496.1|DSER	LOC6536096|XP_015047565.1|DYAK
OG0000845	LOC110184127|XP_020808194.1|DSER	LOC6525007|XP_002100846.1|DYAK
OG0000845	LOC110180458|XP_020803793.1|DSER	LOC6525009|XP_002100848.1|DYAK
OG0000846	LOC110186481|XP_020811327.1|DSER	LOC6538027|XP_002098562.1|DYAK
OG0000847	LOC110179209|XP_020802301.1|DSER	LOC6530047|XP_002090993.1|DYAK
OG0000847	LOC110178258|XP_020800979.1|DSER	LOC6532091|XP_002092867.1|DYAK
OG0000848	LOC110182287|XP_020805963.1|DSER	LOC6526533|XP_002087643.1|DYAK
OG0000848	LOC110185076|XP_020809415.1|DSER	LOC6529178|XP_015052243.1|DYAK
OG0000849	LOC110183981|XP_020807996.1|DSER	LOC6527286|XP_002088380.1|DYAK
OG0000849	LOC110185935|XP_020810607.1|DSER	LOC6526381|XP_002087500.1|DYAK
OG0000850	LOC110177691|XP_020800176.1|DSER	LOC6531324|XP_039228428.1|DYAK
OG0000850	LOC110177682|XP_020800165.1|DSER	LOC6531323|XP_002092127.3|DYAK
OG0000851	LOC110179668|XP_020802942.1|DSER	LOC6531353|XP_015051263.1|DYAK
OG0000852	LOC110178466|XP_020801265.1|DSER	LOC120321039|XP_039228225.1|DYAK
OG0000854	LOC110183060|XP_020806905.1|DSER	LOC6524103|XP_002099967.1|DYAK
OG0000854	LOC110183043|XP_020806887.1|DSER, LOC110183049|XP_020806892.1|DSER	LOC6524100|XP_039228477.1|DYAK
OG0000855	LOC110182211|XP_020805898.1|DSER	LOC6523938|XP_002099810.1|DYAK
OG0000855	LOC110186819|XP_020811766.1|DSER	LOC6536188|XP_002096779.1|DYAK
OG0000856	LOC110190257|XP_020816279.1|DSER	LOC6534633|XP_002095308.3|DYAK
OG0000857	LOC110175918|XP_020797755.1|DSER	LOC6526134|XP_002101951.2|DYAK
OG0000858	LOC110187658|XP_020812736.1|DSER	LOC6536892|XP_002097461.1|DYAK, LOC6536893|XP_002097462.1|DYAK
OG0000860	LOC110182767|XP_020806542.1|DSER	LOC6533426|XP_039230595.1|DYAK
OG0000861	LOC110177036|XP_020799212.1|DSER, LOC110177022|XP_020799196.1|DSER	LOC6531869|XP_002092656.2|DYAK
OG0000862	LOC110179194|XP_020802267.1|DSER	LOC6530708|XP_002091599.1|DYAK
OG0000862	LOC110183130|XP_020806980.1|DSER	LOC6528112|XP_002089179.1|DYAK
OG0000863	LOC110188028|XP_020813225.1|DSER	LOC6537728|XP_002098273.1|DYAK
OG0000864	LOC110185084|XP_020809426.1|DSER	LOC6527509|XP_002088599.1|DYAK
OG0000864	LOC110180328|XP_020803644.1|DSER	LOC6524541|XP_002100398.1|DYAK
OG0000865	LOC110184090|XP_020808137.1|DSER	LOC6536375|XP_002096957.1|DYAK
OG0000866	LOC110185946|XP_020810621.1|DSER	LOC6526399|XP_002087518.1|DYAK
OG0000866	LOC110185898|XP_020810569.1|DSER	LOC6526400|XP_002087519.2|DYAK
OG0000867	LOC110186025|XP_020810720.1|DSER	LOC6528265|XP_002089318.1|DYAK
OG0000867	LOC110183343|XP_020807256.1|DSER	LOC6528005|XP_002089072.1|DYAK
OG0000868	LOC110181529|XP_020804967.1|DSER	LOC6525076|XP_002100915.1|DYAK
OG0000869	LOC110188405|XP_020813789.1|DSER	LOC6536075|XP_002096685.1|DYAK
OG0000870	LOC110191503|XP_020818028.1|DSER	LOC6531925|XP_002092711.3|DYAK
OG0000871	LOC110177856|XP_020800462.1|DSER	LOC6530190|XP_002091128.1|DYAK
OG0000872	LOC110181811|XP_020805356.1|DSER	LOC6525837|XP_002101657.1|DYAK
OG0000872	LOC110191668|XP_020818228.1|DSER	LOC6531967|XP_039228526.1|DYAK
OG0000873	LOC110179846|XP_020803113.1|DSER	LOC6539817|XP_039229443.1|DYAK
OG0000874	LOC110186326|XP_020811165.1|DSER	LOC6531375|XP_015051292.1|DYAK
OG0000875	LOC110190111|XP_020816079.1|DSER	LOC6534857|XP_002095529.1|DYAK
OG0000877	LOC110190319|XP_020816373.1|DSER, LOC110178557|XP_020801386.1|DSER	LOC6534916|XP_002095587.2|DYAK
OG0000877	LOC110182652|XP_020806382.1|DSER	LOC6523787|XP_002099662.1|DYAK
OG0000878	LOC110177972|XP_020800623.1|DSER	LOC6531801|XP_015051559.1|DYAK
OG0000879	LOC110191981|XP_020818671.1|DSER	LOC6530854|XP_002091733.1|DYAK
OG0000880	LOC110178178|XP_020800871.1|DSER	LOC6539949|XP_002086824.3|DYAK
OG0000880	LOC110184692|XP_020808963.1|DSER	LOC6533579|XP_002094289.1|DYAK
OG0000881	LOC110190224|XP_020816244.1|DSER, LOC110190112|XP_020816081.1|DSER	LOC6539773|XP_002086651.2|DYAK
OG0000881	LOC110190110|XP_020816078.1|DSER	LOC6539766|XP_015044985.2|DYAK, LOC6534715|XP_002095390.1|DYAK
OG0000882	LOC110181618|XP_020805081.1|DSER	LOC6525574|XP_002101409.1|DYAK
OG0000884	LOC110179175|XP_020802235.1|DSER	LOC6526852|XP_002087952.2|DYAK
OG0000884	LOC110175962|XP_020797812.1|DSER	LOC6525299|XP_002101135.1|DYAK
OG0000885	LOC110186809|XP_020811751.1|DSER	LOC6535629|XP_015047244.1|DYAK
OG0000886	LOC110188142|XP_020813397.1|DSER	LOC6535579|XP_002096208.1|DYAK
OG0000887	LOC110181528|XP_020804965.1|DSER	LOC6525075|XP_015046084.1|DYAK
OG0000888	LOC110178719|XP_020801582.1|DSER, LOC110178720|XP_020801583.1|DSER	LOC6532220|XP_015049231.1|DYAK
OG0000889	LOC110190342|XP_020816401.1|DSER	LOC6535174|XP_015051058.2|DYAK
OG0000890	LOC110177323|XP_020799659.1|DSER	LOC6531333|XP_002092137.1|DYAK
OG0000891	LOC110182676|XP_020806422.1|DSER	LOC6527532|XP_002088622.1|DYAK
OG0000891	LOC110184987|XP_020809298.1|DSER	LOC6527336|XP_002088428.1|DYAK
OG0000892	LOC110181261|XP_020804627.1|DSER	LOC6533697|XP_002094402.1|DYAK
OG0000892	LOC110184645|XP_020808905.1|DSER	LOC6534771|XP_015050827.2|DYAK
OG0000893	LOC110188553|XP_020813970.1|DSER	LOC6539878|XP_002086762.3|DYAK
OG0000894	LOC110177192|XP_020799446.1|DSER	LOC6536100|XP_002096708.2|DYAK
OG0000895	LOC110179729|XP_020803008.1|DSER, LOC110179740|XP_020803018.1|DSER	LOC6531432|XP_002092235.1|DYAK
OG0000896	LOC110181590|XP_020805046.1|DSER	LOC6531414|XP_002092217.2|DYAK
OG0000896	LOC110179542|XP_020802781.1|DSER	LOC6524025|XP_002099897.1|DYAK
OG0000897	LOC110186216|XP_020810938.1|DSER	LOC6538424|XP_002098948.1|DYAK
OG0000897	LOC110186217|XP_020810939.1|DSER	LOC6538427|XP_002098951.1|DYAK
OG0000898	LOC110181308|XP_020804691.1|DSER	LOC6531388|XP_002092191.1|DYAK
OG0000898	LOC110178240|XP_020800953.1|DSER	LOC6531737|XP_002092527.1|DYAK
OG0000899	LOC110181221|XP_020804574.1|DSER, LOC110185850|XP_020810520.1|DSER, LOC110185839|XP_020810510.1|DSER	LOC6536175|XP_002096766.3|DYAK
OG0000899	LOC110184754|XP_020809046.1|DSER	LOC6536176|XP_002096767.2|DYAK
OG0000900	LOC110181215|XP_020804563.1|DSER	LOC6531321|XP_002092125.1|DYAK
OG0000900	LOC110179162|XP_020802219.1|DSER	LOC6531320|XP_002092124.1|DYAK
OG0000901	LOC110177783|XP_020800311.1|DSER, LOC110177818|XP_020800367.1|DSER	LOC6530539|XP_002091454.1|DYAK
OG0000901	LOC110177792|XP_020800321.1|DSER	LOC6530538|XP_002091453.1|DYAK
OG0000902	LOC110184546|XP_020808780.1|DSER	LOC26535388|XP_015046278.1|DYAK
OG0000902	LOC110184571|XP_020808804.1|DSER	LOC6525393|XP_015046277.1|DYAK
OG0000903	LOC110187268|XP_020812318.1|DSER	LOC6533271|XP_002093997.1|DYAK
OG0000903	LOC110187223|XP_020812282.1|DSER	LOC6533269|XP_002093995.1|DYAK
OG0000904	LOC110182764|XP_020806540.1|DSER	LOC26535452|XP_039229421.1|DYAK
OG0000904	LOC110182766|XP_020806541.1|DSER	LOC6532770|XP_002093512.2|DYAK
OG0000904	LOC110182783|XP_020806568.1|DSER	LOC6532771|XP_002093513.1|DYAK
OG0000906	LOC110178768|XP_020801670.1|DSER	LOC120321099|XP_039228529.1|DYAK
OG0000906	LOC110180329|XP_020803650.1|DSER	LOC6529310|XP_002090315.1|DYAK
OG0000907	LOC110191514|XP_020818040.1|DSER	LOC6531937|XP_002092723.1|DYAK
OG0000909	LOC110188066|XP_020813276.1|DSER	LOC6537951|XP_002098488.1|DYAK
OG0000910	LOC110186495|XP_020811349.1|DSER	LOC6536551|XP_039232804.1|DYAK
OG0000911	LOC110190550|XP_020816764.1|DSER	LOC6531203|XP_002092031.1|DYAK
OG0000912	LOC110179982|XP_020803231.1|DSER	LOC6534551|XP_002095228.1|DYAK, LOC6534552|XP_002095229.1|DYAK
OG0000913	LOC110190681|XP_020816950.1|DSER	LOC6533908|XP_002094608.2|DYAK
OG0000914	LOC110178357|XP_020801149.1|DSER	LOC6530117|XP_002091063.1|DYAK
OG0000915	LOC110176347|XP_020798334.1|DSER	LOC6531445|XP_002092248.1|DYAK
OG0000915	LOC110178330|XP_020801102.1|DSER	LOC6524225|XP_002100088.1|DYAK
OG0000916	LOC110176819|XP_020798927.1|DSER	LOC6527679|XP_039227663.1|DYAK
OG0000917	LOC110184978|XP_020809287.1|DSER	LOC6527664|XP_039227662.1|DYAK
OG0000918	LOC110179401|XP_020802584.1|DSER, LOC110181166|XP_020804499.1|DSER	LOC6526679|XP_002087785.1|DYAK
OG0000920	LOC110176007|XP_020797871.1|DSER	LOC6525308|XP_015046230.1|DYAK
OG0000921	LOC110180128|XP_020803428.1|DSER, LOC110180169|XP_020803487.1|DSER	LOC6524449|XP_039233515.1|DYAK, LOC6524450|XP_039233517.1|DYAK
OG0000922	LOC110183692|XP_020807690.1|DSER	LOC6532914|XP_002093650.1|DYAK
OG0000923	LOC110178928|XP_020801878.1|DSER	LOC6534227|XP_002094909.1|DYAK
OG0000923	LOC110187921|XP_020813091.1|DSER	LOC6536247|XP_002096833.1|DYAK
OG0000924	LOC110178852|XP_020801770.1|DSER	LOC6524524|XP_002100381.1|DYAK
OG0000925	LOC110186884|XP_020811843.1|DSER	LOC6538932|XP_002099436.2|DYAK, LOC6538931|XP_002099435.1|DYAK
OG0000926	LOC110191915|XP_020818559.1|DSER	LOC6536135|XP_002096736.2|DYAK
OG0000926	LOC110191835|XP_020818459.1|DSER	LOC6537145|XP_002097706.1|DYAK
OG0000927	LOC110186825|XP_020811771.1|DSER	LOC6538379|XP_002098903.1|DYAK
OG0000927	LOC110186603|XP_020811493.1|DSER	LOC6538376|XP_002098900.1|DYAK
OG0000928	LOC110181418|XP_020804818.1|DSER, LOC110179867|XP_020803126.1|DSER	LOC6527819|XP_002088892.1|DYAK
OG0000928	LOC110181438|XP_020804840.1|DSER, LOC110179869|XP_020803128.1|DSER	LOC6527818|XP_002088891.1|DYAK
OG0000929	LOC110184904|XP_020809209.1|DSER	LOC120320568|XP_039226488.1|DYAK
OG0000929	LOC110184903|XP_020809207.1|DSER	LOC6526584|XP_002087692.3|DYAK
OG0000930	LOC110190660|XP_020816920.1|DSER	LOC26535461|XP_015050723.1|DYAK
OG0000930	LOC110190770|XP_020817060.1|DSER, LOC110190732|XP_020817013.1|DSER	LOC6534568|XP_039230696.1|DYAK
OG0000931	LOC110177956|XP_020800605.1|DSER	LOC6531780|XP_002092567.1|DYAK
OG0000931	LOC110185849|XP_020810516.1|DSER	LOC6528962|XP_039227029.1|DYAK
OG0000932	LOC110178565|XP_020801396.1|DSER	LOC6539418|XP_039229812.1|DYAK
OG0000932	LOC110178566|XP_020801397.1|DSER	LOC6539420|XP_039230445.1|DYAK
OG0000933	LOC110182975|XP_020806827.1|DSER	LOC6530740|XP_015052742.2|DYAK
OG0000933	LOC110182971|XP_020806824.1|DSER	LOC120321079|XP_039228403.1|DYAK
OG0000934	LOC110176216|XP_020798154.1|DSER	LOC6528590|XP_002089633.1|DYAK
OG0000934	LOC110180242|XP_020803559.1|DSER	LOC6528588|XP_002089631.1|DYAK, LOC6528589|XP_002089632.1|DYAK
OG0000935	LOC110184806|XP_020809106.1|DSER	LOC6538122|XP_002098657.2|DYAK
OG0000936	LOC110190125|XP_020816107.1|DSER	LOC26535107|XP_015054583.1|DYAK
OG0000936	LOC110179559|XP_020802800.1|DSER	LOC6524692|XP_002100536.1|DYAK
OG0000937	LOC110186770|XP_020811692.1|DSER	LOC6538315|XP_039232217.1|DYAK
OG0000938	LOC110185493|XP_020810047.1|DSER	LOC6531773|XP_002092560.1|DYAK
OG0000938	LOC110187021|XP_020812044.1|DSER	LOC6524789|XP_002100633.1|DYAK
OG0000939	LOC110176875|XP_020799010.1|DSER	LOC6526903|XP_002088002.1|DYAK
OG0000939	LOC110180358|XP_020803678.1|DSER, LOC110177007|XP_020799176.1|DSER	LOC6526897|XP_002087996.1|DYAK
OG0000940	LOC110178024|XP_020800698.1|DSER	LOC6525430|XP_002101265.1|DYAK
OG0000940	LOC110178740|XP_020801627.1|DSER	LOC6532384|XP_002093135.1|DYAK
OG0000941	LOC110189752|XP_020815620.1|DSER	LOC6538820|XP_002099333.1|DYAK
OG0000941	LOC110184374|XP_020808532.1|DSER	LOC6525927|XP_002101747.1|DYAK
OG0000942	LOC110189909|XP_020815833.1|DSER	LOC26536025|XP_015045162.1|DYAK
OG0000943	LOC110180258|XP_020803573.1|DSER	LOC6530250|XP_002091187.1|DYAK
OG0000944	LOC110179445|XP_020802650.1|DSER	LOC6524674|XP_002100531.1|DYAK
OG0000945	LOC110178660|XP_020801515.1|DSER	LOC6532318|XP_002093078.1|DYAK
OG0000945	LOC110178661|XP_020801516.1|DSER	LOC6532317|XP_002093077.3|DYAK
OG0000946	LOC110176806|XP_020798903.1|DSER	LOC6527634|XP_002088722.1|DYAK
OG0000947	LOC110191660|XP_020818217.1|DSER	LOC6531959|XP_002092745.1|DYAK
OG0000948	LOC110177609|XP_020800067.1|DSER	LOC6532828|XP_002093565.1|DYAK
OG0000949	LOC110182551|XP_020806256.1|DSER	LOC6524595|XP_039233585.1|DYAK
OG0000950	LOC110180105|XP_020803396.1|DSER	LOC6525169|XP_015046126.1|DYAK
OG0000950	LOC110188413|XP_020813796.1|DSER	LOC6539850|XP_002086732.3|DYAK
OG0000951	LOC110189023|XP_020814646.1|DSER	LOC6536823|XP_002097393.1|DYAK
OG0000952	LOC110184999|XP_020809312.1|DSER	LOC6527346|XP_002088438.1|DYAK
OG0000954	LOC110189617|XP_020815415.1|DSER	LOC6529055|XP_002090084.1|DYAK
OG0000955	LOC110185860|XP_020810531.1|DSER	LOC26536214|XP_015048558.2|DYAK
OG0000955	LOC110185870|XP_020810543.1|DSER	LOC6537883|XP_002098424.2|DYAK
OG0000956	LOC110188391|XP_020813772.1|DSER	LOC6535704|XP_002096331.1|DYAK
OG0000956	LOC110188557|XP_020813975.1|DSER	LOC6535700|XP_039231151.1|DYAK
OG0000957	LOC110177922|XP_020800561.1|DSER	LOC6531174|XP_002092003.2|DYAK
OG0000957	LOC110177927|XP_020800566.1|DSER	LOC6531175|XP_002092004.1|DYAK
OG0000958	LOC110188130|XP_020813376.1|DSER, LOC110176075|XP_020797956.1|DSER	LOC26534936|XP_015047983.1|DYAK
OG0000958	LOC110180245|XP_020803561.1|DSER	LOC6532168|XP_002092941.2|DYAK
OG0000959	LOC110185232|XP_020809625.1|DSER	LOC6534183|XP_002094866.1|DYAK, LOC6538345|XP_002098870.1|DYAK
OG0000960	LOC110182189|XP_020805857.1|DSER	LOC6523945|XP_002099817.1|DYAK
OG0000961	LOC110189861|XP_020815739.1|DSER	LOC6539533|XP_002086421.1|DYAK
OG0000961	LOC110189859|XP_020815737.1|DSER	LOC6539536|XP_002086424.2|DYAK
OG0000962	LOC110185010|XP_020809325.1|DSER, LOC110185033|XP_020809348.1|DSER	LOC6537897|XP_002098438.1|DYAK, LOC6537896|XP_002098437.2|DYAK
OG0000962	LOC110185022|XP_020809336.1|DSER	LOC6537898|XP_002098439.1|DYAK
OG0000963	LOC110182642|XP_020806370.1|DSER	LOC6525797|XP_002101618.1|DYAK
OG0000964	LOC110176313|XP_020798287.1|DSER	LOC6531446|XP_002092249.2|DYAK
OG0000965	LOC110184194|XP_020808284.1|DSER	LOC6525894|XP_002101714.1|DYAK
OG0000966	LOC110186607|XP_020811498.1|DSER	LOC6538936|XP_002099440.2|DYAK
OG0000968	LOC110187148|XP_020812224.1|DSER	LOC6534444|XP_002095121.1|DYAK
OG0000969	LOC110179188|XP_020802261.1|DSER	LOC6530718|XP_002091609.1|DYAK
OG0000970	LOC110177435|XP_020799820.1|DSER, LOC110177436|XP_020799822.1|DSER	LOC6538215|XP_002098742.1|DYAK
OG0000971	LOC110184905|XP_020809210.1|DSER	LOC6529502|XP_002090504.1|DYAK
OG0000972	LOC110184722|XP_020809008.1|DSER	LOC6533152|XP_002093878.1|DYAK
OG0000972	LOC110183263|XP_020807147.1|DSER	LOC6524411|XP_002100269.1|DYAK
OG0000973	LOC110182558|XP_020806269.1|DSER	LOC6524349|XP_002100207.2|DYAK
OG0000974	LOC110178643|XP_020801494.1|DSER	LOC6532886|XP_002093622.1|DYAK
OG0000975	LOC110186308|XP_020811089.1|DSER	LOC6537433|XP_002097989.1|DYAK, LOC6537434|XP_002097990.1|DYAK
OG0000976	LOC110177225|XP_020799505.1|DSER	LOC6536217|XP_015047608.1|DYAK
OG0000976	LOC110177226|XP_020799506.1|DSER	LOC26534895|XP_015047609.1|DYAK
OG0000977	LOC110188650|XP_020814086.1|DSER	LOC6537218|XP_002097776.3|DYAK
OG0000978	LOC110191641|XP_020818190.1|DSER	LOC26535170|XP_039227694.1|DYAK, LOC26535791|XP_015054664.1|DYAK, LOC120320856|XP_039227693.1|DYAK, LOC120320855|XP_039227692.1|DYAK
OG0000978	LOC110177422|XP_020799799.1|DSER	LOC6536623|XP_002097195.1|DYAK
OG0000979	LOC110176012|XP_020797880.1|DSER	LOC6531620|XP_002092417.2|DYAK
OG0000980	LOC110186935|XP_020811925.1|DSER	LOC6538333|XP_002098860.1|DYAK
OG0000980	LOC110191195|XP_020817623.1|DSER	LOC6537835|XP_002098376.3|DYAK
OG0000981	LOC110183369|XP_020807290.1|DSER	LOC6528020|XP_002089087.1|DYAK
OG0000982	LOC110186816|XP_020811761.1|DSER	LOC6537401|XP_002097957.1|DYAK
OG0000984	LOC110185886|XP_020810557.1|DSER	LOC6527122|XP_039226990.1|DYAK
OG0000985	LOC110190929|XP_020817252.1|DSER	LOC26535805|XP_015051173.1|DYAK
OG0000985	LOC110190930|XP_020817253.1|DSER	LOC6531234|XP_002092046.2|DYAK
OG0000986	LOC110181160|XP_020804494.1|DSER, LOC110181162|XP_020804496.1|DSER	LOC6529546|XP_002090544.3|DYAK
OG0000986	LOC110185026|XP_020809337.1|DSER	LOC6529195|XP_039228795.1|DYAK
OG0000987	LOC110183765|XP_020807780.1|DSER	LOC6527829|XP_015053823.1|DYAK
OG0000988	LOC110183982|XP_020807997.1|DSER	LOC6527326|XP_002088418.2|DYAK
OG0000990	LOC110180127|XP_020803426.1|DSER	LOC6525173|XP_002101011.1|DYAK
OG0000991	LOC110191984|XP_020818670.1|DSER	LOC6525298|XP_039233376.1|DYAK
OG0000992	LOC110191103|XP_020817509.1|DSER	LOC6537865|XP_039231172.1|DYAK
