Orthogroup	DSER.longest_only	DSAN.longest_only
OG0001566	LOC110188333|XP_020813700.1|DSER	LOC120451453|XP_039491066.1|DSAN
OG0001567	LOC110179297|XP_020802442.1|DSER	LOC120446531|XP_039483478.1|DSAN
OG0001568	LOC110176511|XP_020798546.1|DSER	LOC120451084|XP_039490385.1|DSAN
OG0001569	LOC110191285|XP_020817751.1|DSER	LOC120453901|XP_039494760.1|DSAN
OG0001570	LOC110184133|XP_020808204.1|DSER	LOC120451559|XP_039491296.1|DSAN
OG0001571	LOC110183341|XP_020807251.1|DSER	LOC120458298|XP_039501831.1|DSAN
OG0001572	LOC110175939|XP_020797779.1|DSER	LOC120456629|XP_039499485.1|DSAN
OG0001573	LOC110189850|XP_020815719.1|DSER	LOC120448051|XP_039485734.1|DSAN
OG0001574	LOC110182651|XP_020806378.1|DSER	LOC120456277|XP_039498949.1|DSAN
OG0001575	LOC110188133|XP_020813380.1|DSER	LOC120451656|XP_039491465.1|DSAN
OG0001576	LOC110190997|XP_020817369.1|DSER	LOC120453231|XP_039493765.1|DSAN
OG0001577	LOC110176408|XP_020798407.1|DSER	LOC120451305|XP_039490804.1|DSAN
OG0001578	LOC110189352|XP_020815053.1|DSER	LOC120444910|XP_039480836.1|DSAN
OG0001579	LOC110180100|XP_020803384.1|DSER	LOC120457217|XP_039500520.1|DSAN
OG0001580	LOC110189292|XP_020814982.1|DSER	LOC120445134|XP_039481219.1|DSAN
OG0001581	LOC110179377|XP_020802550.1|DSER	LOC120455705|XP_039498047.1|DSAN
OG0001582	LOC110180013|XP_020803265.1|DSER	LOC120446862|XP_039483996.1|DSAN
OG0001583	LOC110182941|XP_020806780.1|DSER	LOC120448826|XP_039486961.1|DSAN
OG0001584	LOC110178634|XP_020801480.1|DSER	LOC120449315|XP_039487641.1|DSAN
OG0001585	LOC110184222|XP_020808333.1|DSER	LOC120455020|XP_039496780.1|DSAN
OG0001586	LOC110176704|XP_020798801.1|DSER	LOC120447943|XP_039485555.1|DSAN
OG0001587	LOC110176671|XP_020798765.1|DSER	LOC120458512|XP_039502117.1|DSAN
OG0001588	LOC110191903|XP_020818551.1|DSER	LOC120458150|XP_039501630.1|DSAN
OG0001589	LOC110188771|XP_020814263.1|DSER	LOC120448688|XP_039486773.1|DSAN
OG0001590	LOC110179414|XP_020802604.1|DSER	LOC120447008|XP_039484249.1|DSAN
OG0001591	LOC110186457|XP_020811300.1|DSER	LOC120452048|XP_039492043.1|DSAN
OG0001592	LOC110183909|XP_020807913.1|DSER, LOC110177979|XP_020800631.1|DSER	LOC120457394|XP_039500902.1|DSAN
OG0001593	LOC110184822|XP_020809124.1|DSER	LOC120455638|XP_039498000.1|DSAN
OG0001594	LOC110179174|XP_020802234.1|DSER	LOC120451455|XP_039491071.1|DSAN
OG0001595	LOC110179333|XP_020802486.1|DSER	LOC120445788|XP_039482327.1|DSAN
OG0001596	LOC110185795|XP_020810458.1|DSER	LOC120445322|XP_039481577.1|DSAN
OG0001597	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER	LOC120455161|XP_039497021.1|DSAN
OG0001599	LOC110185981|XP_020810664.1|DSER	LOC120454710|XP_039496194.1|DSAN
OG0001600	LOC110185546|XP_020810121.1|DSER	LOC120449148|XP_039487420.1|DSAN
OG0001601	LOC110185872|XP_020810542.1|DSER	LOC120458579|XP_039502211.1|DSAN
OG0001602	LOC110183735|XP_020807740.1|DSER	LOC120457798|XP_039501232.1|DSAN
OG0001603	LOC110177883|XP_020800506.1|DSER	LOC120458661|XP_039502328.1|DSAN
OG0001604	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER	LOC120456460|XP_039499241.1|DSAN
OG0001605	LOC110190889|XP_020817209.1|DSER	LOC120458269|XP_039501796.1|DSAN
OG0001607	LOC110184865|XP_020809169.1|DSER	LOC120445762|XP_039482292.1|DSAN, LOC120457611|XP_039501052.1|DSAN, LOC120457612|XP_039501053.1|DSAN, LOC120457613|XP_039501055.1|DSAN
OG0001608	LOC110185092|XP_020809442.1|DSER	LOC120447097|XP_039484439.1|DSAN
OG0001609	LOC110177790|XP_020800318.1|DSER	LOC120444912|XP_039480839.1|DSAN
OG0001610	LOC110185752|XP_020810410.1|DSER	LOC120445715|XP_039482214.1|DSAN
OG0001611	LOC110184973|XP_020809283.1|DSER	LOC120445690|XP_039482181.1|DSAN
OG0001612	LOC110177030|XP_020799206.1|DSER	LOC120458246|XP_039501768.1|DSAN
OG0001613	LOC110183325|XP_020807231.1|DSER	LOC120458205|XP_039501717.1|DSAN
OG0001614	LOC110188952|XP_020814551.1|DSER	LOC120458471|XP_039502059.1|DSAN
OG0001615	LOC110185059|XP_020809394.1|DSER, LOC110185017|XP_020809328.1|DSER	LOC120444367|XP_039479901.1|DSAN
OG0001616	LOC110184944|XP_020809249.1|DSER	LOC120444973|XP_039480932.1|DSAN
OG0001617	LOC110181353|XP_020804732.1|DSER	LOC120444587|XP_039480290.1|DSAN
OG0001618	LOC110183368|XP_020807289.1|DSER	LOC120449841|XP_039488435.1|DSAN
OG0001619	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER	LOC120453174|XP_039493672.1|DSAN
OG0001620	LOC110180997|XP_020804335.1|DSER	LOC120444678|XP_039480472.1|DSAN
OG0001621	LOC110188940|XP_020814538.1|DSER	LOC120445725|XP_039482227.1|DSAN
OG0001622	LOC110179079|XP_020802118.1|DSER	LOC120455370|XP_039497411.1|DSAN
OG0001623	LOC110178195|XP_020800888.1|DSER	LOC120443867|XP_039479168.1|DSAN
OG0001624	LOC110180584|XP_020803935.1|DSER	LOC120444004|XP_039479417.1|DSAN
OG0001625	LOC110185136|XP_020809495.1|DSER	LOC120444929|XP_039480864.1|DSAN
OG0001626	LOC110176832|XP_020798943.1|DSER	LOC120458352|XP_039501903.1|DSAN
OG0001627	LOC110188305|XP_020813671.1|DSER	LOC120451479|XP_039491133.1|DSAN
OG0001628	LOC110186154|XP_020810863.1|DSER	LOC120454305|XP_039495437.1|DSAN
OG0001630	LOC110188658|XP_020814103.1|DSER	LOC120451654|XP_039491461.1|DSAN
OG0001631	LOC110187837|XP_020812975.1|DSER	LOC120451271|XP_039490742.1|DSAN
OG0001632	LOC110183479|XP_020807418.1|DSER	LOC120451245|XP_039490697.1|DSAN
OG0001633	LOC110186992|XP_020812008.1|DSER	LOC120454480|XP_039495748.1|DSAN
OG0001634	LOC110184526|XP_020808760.1|DSER	LOC120452843|XP_039493207.1|DSAN
OG0001635	LOC110176436|XP_020798445.1|DSER	LOC120451787|XP_039491672.1|DSAN
OG0001636	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER	LOC120451991|XP_039491953.1|DSAN
OG0001637	LOC110188002|XP_020813187.1|DSER	LOC120451184|XP_039490566.1|DSAN
OG0001638	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER	LOC120454984|XP_039496709.1|DSAN
OG0001639	LOC110189588|XP_020815379.1|DSER	LOC120452080|XP_039492081.1|DSAN
OG0001640	LOC110177161|XP_020799405.1|DSER	LOC120451770|XP_039491633.1|DSAN
OG0001641	LOC110188231|XP_020813543.1|DSER	LOC120451649|XP_039491449.1|DSAN
OG0001642	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER	LOC120456181|XP_039498786.1|DSAN
OG0001643	LOC110176906|XP_020799054.1|DSER	LOC120449496|XP_039487926.1|DSAN, LOC120449403|XP_039487788.1|DSAN
OG0001644	LOC110190968|XP_020817317.1|DSER	LOC120449669|XP_039488203.1|DSAN
OG0001645	LOC110177791|XP_020800319.1|DSER	LOC120446902|XP_039484057.1|DSAN
OG0001646	LOC110182597|XP_020806315.1|DSER	LOC120446917|XP_039484091.1|DSAN
OG0001647	LOC110189703|XP_020815538.1|DSER	LOC120457109|XP_039500272.1|DSAN
OG0001648	LOC110185328|XP_020809759.1|DSER	LOC120447468|XP_039484789.1|DSAN
OG0001649	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER	LOC120446721|XP_039483767.1|DSAN
OG0001650	LOC110177865|XP_020800470.1|DSER	LOC120444607|XP_039480315.1|DSAN
OG0001651	LOC110177581|XP_020800026.1|DSER	LOC120445191|XP_039481345.1|DSAN
OG0001652	LOC110178956|XP_020801917.1|DSER	LOC120450600|XP_039489656.1|DSAN
OG0001653	LOC110179817|XP_020803082.1|DSER	LOC120447441|XP_039484732.1|DSAN
OG0001654	LOC110184242|XP_020808394.1|DSER	LOC120446480|XP_039483417.1|DSAN
OG0001655	LOC110191811|XP_020818427.1|DSER	LOC120448253|XP_039486104.1|DSAN
OG0001656	LOC110185925|XP_020810596.1|DSER	LOC120458820|XP_039502562.1|DSAN
OG0001657	LOC110176149|XP_020798045.1|DSER	LOC120448203|XP_039486004.1|DSAN
OG0001658	LOC110179017|XP_020802018.1|DSER	LOC120450473|XP_039489449.1|DSAN
OG0001659	LOC110189966|XP_020815914.1|DSER	LOC120448119|XP_039485860.1|DSAN
OG0001660	LOC110191317|XP_020817797.1|DSER	LOC120450427|XP_039489369.1|DSAN
OG0001661	LOC110191057|XP_020817445.1|DSER	LOC120451452|XP_039491065.1|DSAN
OG0001662	LOC110183630|XP_020807607.1|DSER	LOC120448198|XP_039485998.1|DSAN
OG0001664	LOC110179607|XP_020802866.1|DSER	LOC120445378|XP_039481694.1|DSAN
OG0001666	LOC110183749|XP_020807764.1|DSER	LOC120443799|XP_039479065.1|DSAN
OG0001667	LOC110177912|XP_020800543.1|DSER	LOC120445252|XP_039481460.1|DSAN
OG0001668	LOC110184697|XP_020808968.1|DSER, LOC110184724|XP_020809009.1|DSER	LOC120449100|XP_039487342.1|DSAN
OG0001669	LOC110178642|XP_020801493.1|DSER	LOC120447633|XP_039485070.1|DSAN
OG0001669	LOC110178640|XP_020801490.1|DSER	LOC120447774|XP_039485261.1|DSAN
OG0001670	LOC110180115|XP_020803413.1|DSER	LOC120455918|XP_039498361.1|DSAN
OG0001670	LOC110189311|XP_020815012.1|DSER	LOC120444062|XP_039479506.1|DSAN
OG0001671	LOC110180370|XP_020803697.1|DSER	LOC120456253|XP_039498907.1|DSAN
OG0001672	LOC110191651|XP_020818208.1|DSER, LOC110191650|XP_020818206.1|DSER	LOC120446271|XP_039483083.1|DSAN, LOC120446270|XP_039483081.1|DSAN, LOC120446272|XP_039483084.1|DSAN
OG0001673	LOC110177699|XP_020800184.1|DSER	LOC120444275|XP_039479723.1|DSAN
OG0001674	LOC110177141|XP_020799374.1|DSER, LOC110180286|XP_020803601.1|DSER, LOC110180287|XP_020803602.1|DSER	LOC120453291|XP_039493854.1|DSAN
OG0001675	LOC110186902|XP_020811879.1|DSER	LOC120453712|XP_039494469.1|DSAN
OG0001675	LOC110186901|XP_020811878.1|DSER	LOC120453711|XP_039494468.1|DSAN
OG0001676	LOC110182983|XP_020806835.1|DSER	LOC120444851|XP_039480745.1|DSAN
OG0001676	LOC110182984|XP_020806836.1|DSER	LOC120446779|XP_039483859.1|DSAN
OG0001677	LOC110182276|XP_020805953.1|DSER	LOC120450756|XP_039489821.1|DSAN, LOC120456913|XP_039499977.1|DSAN, LOC120451128|XP_039490479.1|DSAN
OG0001678	LOC110184410|XP_020808603.1|DSER	LOC120455176|XP_039497041.1|DSAN
OG0001679	LOC110181508|XP_020804936.1|DSER	LOC120455440|XP_039497571.1|DSAN
OG0001680	LOC110184253|XP_020808373.1|DSER	LOC120455680|XP_039498024.1|DSAN
OG0001681	LOC110175960|XP_020797808.1|DSER	LOC120455220|XP_039497124.1|DSAN
OG0001682	LOC110187775|XP_020812898.1|DSER	LOC120456730|XP_039499650.1|DSAN
OG0001683	LOC110183824|XP_020807835.1|DSER	LOC120452665|XP_039492939.1|DSAN
OG0001684	LOC110185402|XP_020809861.1|DSER	LOC120454923|XP_039496605.1|DSAN
OG0001685	LOC110181199|XP_020804539.1|DSER	LOC120445469|XP_039481850.1|DSAN
OG0001686	LOC110182030|XP_020805619.1|DSER	LOC120457013|XP_039500104.1|DSAN
OG0001687	LOC110185531|XP_020810098.1|DSER	LOC120456279|XP_039498953.1|DSAN
OG0001688	LOC110181533|XP_020804972.1|DSER	LOC120456080|XP_039498605.1|DSAN
OG0001689	LOC110179493|XP_020802726.1|DSER	LOC120455799|XP_039498194.1|DSAN
OG0001690	LOC110190827|XP_020817145.1|DSER	LOC120447927|XP_039485520.1|DSAN
OG0001691	LOC110177061|XP_020799236.1|DSER	LOC120443994|XP_039479406.1|DSAN, LOC120458609|XP_039502249.1|DSAN
OG0001692	LOC110186780|XP_020811711.1|DSER	LOC120453496|XP_039494167.1|DSAN
OG0001693	LOC110184239|XP_020808354.1|DSER	LOC120456554|XP_039499367.1|DSAN
OG0001694	LOC110183673|XP_020807671.1|DSER, LOC110187998|XP_020813180.1|DSER	LOC120453089|XP_039493550.1|DSAN
OG0001695	LOC110189435|XP_020815165.1|DSER	LOC120444480|XP_039480093.1|DSAN
OG0001696	LOC110186234|XP_020810957.1|DSER	LOC120451220|XP_039490634.1|DSAN
OG0001697	LOC110191120|XP_020817528.1|DSER	LOC120451215|XP_039490626.1|DSAN
OG0001698	LOC110184187|XP_020808257.1|DSER	LOC120455315|XP_039497299.1|DSAN
OG0001699	LOC110189749|XP_020815619.1|DSER	LOC120454510|XP_039495799.1|DSAN
OG0001700	LOC110184928|XP_020809234.1|DSER	LOC120451382|XP_039490973.1|DSAN
OG0001701	LOC110191392|XP_020817907.1|DSER	LOC120450960|XP_039490181.1|DSAN
OG0001702	LOC110183213|XP_020807085.1|DSER	LOC120445101|XP_039481181.1|DSAN
OG0001703	LOC110191141|XP_020817554.1|DSER	LOC120453795|XP_039494600.1|DSAN
OG0001704	LOC110191123|XP_020817534.1|DSER	LOC120453939|XP_039494818.1|DSAN
OG0001705	LOC110176417|XP_020798418.1|DSER	LOC120453121|XP_039493598.1|DSAN
OG0001706	LOC110188790|XP_020814302.1|DSER, LOC110188787|XP_020814293.1|DSER	LOC120451974|XP_039491938.1|DSAN
OG0001707	LOC110191323|XP_020817805.1|DSER	LOC120454231|XP_039495266.1|DSAN
OG0001708	LOC110191291|XP_020817759.1|DSER	LOC120453909|XP_039494775.1|DSAN
OG0001709	LOC110183571|XP_020807538.1|DSER	LOC120448996|XP_039487198.1|DSAN
OG0001710	LOC110191114|XP_020817518.1|DSER	LOC120452575|XP_039492792.1|DSAN
OG0001711	LOC110188278|XP_020813631.1|DSER	LOC120450896|XP_039490071.1|DSAN
OG0001712	LOC110191382|XP_020817896.1|DSER	LOC120450772|XP_039489862.1|DSAN
OG0001713	LOC110177416|XP_020799792.1|DSER	LOC120450933|XP_039490134.1|DSAN
OG0001714	LOC110188055|XP_020813264.1|DSER	LOC120454158|XP_039495155.1|DSAN
OG0001715	LOC110179103|XP_020802150.1|DSER	LOC120456490|XP_039499290.1|DSAN
OG0001716	LOC110179735|XP_020803011.1|DSER	LOC120456200|XP_039498814.1|DSAN
OG0001717	LOC110191276|XP_020817731.1|DSER	LOC120452986|XP_039493416.1|DSAN
OG0001718	LOC110177371|XP_020799727.1|DSER	LOC120451248|XP_039490698.1|DSAN
OG0001719	LOC110190942|XP_020817276.1|DSER	LOC120451531|XP_039491240.1|DSAN
OG0001720	LOC110191107|XP_020817511.1|DSER	LOC120453439|XP_039494081.1|DSAN
OG0001721	LOC110186912|XP_020811891.1|DSER	LOC120453164|XP_039493657.1|DSAN
OG0001722	LOC110190597|XP_020816849.1|DSER	LOC120448033|XP_039485710.1|DSAN
OG0001723	LOC110189385|XP_020815094.1|DSER	LOC120458212|XP_039501725.1|DSAN
OG0001724	LOC110176796|XP_020798891.1|DSER, LOC110189504|XP_020815271.1|DSER	LOC120447076|XP_039484401.1|DSAN
OG0001725	LOC110178005|XP_020800666.1|DSER	LOC120449795|XP_039488409.1|DSAN
OG0001726	LOC110190130|XP_020816113.1|DSER	LOC120450593|XP_039489649.1|DSAN
OG0001727	LOC110188409|XP_020813793.1|DSER	LOC120453017|XP_039493468.1|DSAN
OG0001728	LOC110178286|XP_020801016.1|DSER	LOC120445328|XP_039481586.1|DSAN
OG0001729	LOC110180250|XP_020803566.1|DSER	LOC120446690|XP_039483717.1|DSAN
OG0001730	LOC110184955|XP_020809261.1|DSER	LOC120443817|XP_039479093.1|DSAN
OG0001731	LOC110189248|XP_020814911.1|DSER	LOC120446989|XP_039484223.1|DSAN
OG0001732	LOC110185791|XP_020810454.1|DSER	LOC120458760|XP_039502468.1|DSAN
OG0001733	LOC110179330|XP_020802482.1|DSER	LOC120445063|XP_039481121.1|DSAN
OG0001734	LOC110188963|XP_020814565.1|DSER	LOC120444163|XP_039479679.1|DSAN
OG0001735	LOC110190783|XP_020817079.1|DSER, LOC110190784|XP_020817080.1|DSER	LOC120447915|XP_039485499.1|DSAN
OG0001736	LOC110178492|XP_020801299.1|DSER	LOC120446346|XP_039483206.1|DSAN
OG0001737	LOC110177053|XP_020799230.1|DSER	LOC120445427|XP_039481787.1|DSAN
OG0001738	LOC110190299|XP_020816343.1|DSER	LOC120449420|XP_039487812.1|DSAN
OG0001739	LOC110182624|XP_020806346.1|DSER, LOC110184026|XP_020808050.1|DSER	LOC120447170|XP_039484561.1|DSAN
OG0001740	LOC110178533|XP_020801350.1|DSER	LOC120444550|XP_039480234.1|DSAN
OG0001741	LOC110186261|XP_020811027.1|DSER	LOC120452737|XP_039493043.1|DSAN
OG0001742	LOC110178302|XP_020801050.1|DSER	LOC120452749|XP_039493061.1|DSAN
OG0001743	LOC110177583|XP_020800023.1|DSER	LOC120450467|XP_039489440.1|DSAN
OG0001744	LOC110189667|XP_020815470.1|DSER	LOC120443948|XP_039479331.1|DSAN
OG0001745	LOC110181156|XP_020804493.1|DSER	LOC120445333|XP_039481594.1|DSAN
OG0001746	LOC110185160|XP_020809524.1|DSER	LOC120449465|XP_039487870.1|DSAN
OG0001747	LOC110177915|XP_020800551.1|DSER	LOC120445253|XP_039481461.1|DSAN
OG0001748	LOC110190693|XP_020816965.1|DSER	LOC120449612|XP_039488116.1|DSAN
OG0001749	LOC110178200|XP_020800897.1|DSER	LOC120444499|XP_039480145.1|DSAN
OG0001750	LOC110178180|XP_020800875.1|DSER	LOC120444497|XP_039480142.1|DSAN
OG0001751	LOC110189902|XP_020815824.1|DSER	LOC120450255|XP_039489079.1|DSAN
OG0001752	LOC110190701|XP_020816972.1|DSER	LOC120449014|XP_039487226.1|DSAN
OG0001753	LOC110177580|XP_020800020.1|DSER	LOC120448290|XP_039486160.1|DSAN
OG0001754	LOC110190951|XP_020817294.1|DSER	LOC120446632|XP_039483629.1|DSAN
OG0001755	LOC110177593|XP_020800036.1|DSER	LOC120450172|XP_039488954.1|DSAN
OG0001756	LOC110188948|XP_020814547.1|DSER	LOC120445363|XP_039481668.1|DSAN
OG0001757	LOC110189713|XP_020815561.1|DSER	LOC120444394|XP_039479950.1|DSAN
OG0001758	LOC110189895|XP_020815807.1|DSER	LOC120447893|XP_039485439.1|DSAN
OG0001759	LOC110176785|XP_020798880.1|DSER, LOC110189489|XP_020815238.1|DSER	LOC120446186|XP_039482962.1|DSAN
OG0001760	LOC110188979|XP_020814587.1|DSER	LOC120458717|XP_039502400.1|DSAN
OG0001761	LOC110179315|XP_020802462.1|DSER	LOC120445034|XP_039481054.1|DSAN
OG0001762	LOC110185565|XP_020810144.1|DSER	LOC120458224|XP_039501739.1|DSAN
OG0001763	LOC110185560|XP_020810138.1|DSER	LOC120455182|XP_039497481.1|DSAN
OG0001764	LOC110177353|XP_020799704.1|DSER	LOC120452322|XP_039492410.1|DSAN
OG0001765	LOC110189309|XP_020815042.1|DSER	LOC120443882|XP_039479225.1|DSAN
OG0001766	LOC110183867|XP_020807879.1|DSER	LOC120455089|XP_039496900.1|DSAN
OG0001767	LOC110187214|XP_020812272.1|DSER	LOC120458687|XP_039502358.1|DSAN
OG0001768	LOC110187558|XP_020812606.1|DSER	LOC120458338|XP_039501889.1|DSAN
OG0001769	LOC110183086|XP_020806935.1|DSER	LOC120455581|XP_039497890.1|DSAN
OG0001770	LOC110183453|XP_020807391.1|DSER	LOC120444086|XP_039479545.1|DSAN
OG0001771	LOC110176931|XP_020799087.1|DSER	LOC120458648|XP_039502311.1|DSAN
OG0001772	LOC110183356|XP_020807276.1|DSER	LOC120458029|XP_039501472.1|DSAN
OG0001773	LOC110187362|XP_020812412.1|DSER	LOC120458077|XP_039501525.1|DSAN
OG0001774	LOC110189614|XP_020815409.1|DSER	LOC120447032|XP_039484306.1|DSAN
OG0001775	LOC110180408|XP_020803723.1|DSER	LOC120457335|XP_039500776.1|DSAN
OG0001776	LOC110180587|XP_020803938.1|DSER	LOC120452218|XP_039492281.1|DSAN
OG0001777	LOC110182656|XP_020806387.1|DSER	LOC120455891|XP_039498323.1|DSAN
OG0001778	LOC110181205|XP_020804545.1|DSER	LOC120443714|XP_039478894.1|DSAN
OG0001779	LOC110187369|XP_020812419.1|DSER	LOC120443916|XP_039479289.1|DSAN
OG0001780	LOC110189579|XP_020815371.1|DSER	LOC120455282|XP_039497246.1|DSAN
OG0001781	LOC110185643|XP_020810260.1|DSER	LOC120445714|XP_039482209.1|DSAN
OG0001782	LOC110185134|XP_020809490.1|DSER	LOC120458886|XP_039502657.1|DSAN
OG0001783	LOC110183017|XP_020806864.1|DSER, LOC110183032|XP_020806877.1|DSER, LOC110180605|XP_020803949.1|DSER	LOC120454854|XP_039496318.1|DSAN
OG0001784	LOC110179930|XP_020803187.1|DSER	LOC120454357|XP_039495515.1|DSAN
OG0001785	LOC110177048|XP_020799227.1|DSER	LOC120448209|XP_039486025.1|DSAN
OG0001786	LOC110180228|XP_020803537.1|DSER, LOC110182659|XP_020806393.1|DSER	LOC120458136|XP_039501614.1|DSAN
OG0001787	LOC110182677|XP_020806423.1|DSER	LOC120444688|XP_039480492.1|DSAN
OG0001788	LOC110189786|XP_020815677.1|DSER	LOC120444531|XP_039480212.1|DSAN
OG0001789	LOC110184064|XP_020808101.1|DSER	LOC120445670|XP_039482153.1|DSAN
OG0001790	LOC110182675|XP_020806419.1|DSER, LOC110180302|XP_020803615.1|DSER	LOC120458491|XP_039502091.1|DSAN
OG0001791	LOC110179372|XP_020802549.1|DSER	LOC120447039|XP_039484319.1|DSAN
OG0001792	LOC110176918|XP_020799069.1|DSER	LOC120444845|XP_039480737.1|DSAN
OG0001793	LOC110189201|XP_020814830.1|DSER	LOC120444259|XP_039479699.1|DSAN
OG0001794	LOC110181207|XP_020804546.1|DSER	LOC120443715|XP_039478895.1|DSAN
OG0001795	LOC110181163|XP_020804497.1|DSER	LOC120446404|XP_039483278.1|DSAN
OG0001796	LOC110180642|XP_020803995.1|DSER	LOC120456398|XP_039499161.1|DSAN
OG0001798	LOC110189592|XP_020815383.1|DSER	LOC120445989|XP_039482656.1|DSAN
OG0001799	LOC110176010|XP_020797874.1|DSER	LOC120456432|XP_039499198.1|DSAN
OG0001800	LOC110182665|XP_020806402.1|DSER	LOC120458315|XP_039501855.1|DSAN
OG0001801	LOC110190517|XP_020816709.1|DSER	LOC120448929|XP_039487100.1|DSAN
OG0001802	LOC110188484|XP_020813873.1|DSER	LOC120451698|XP_039491527.1|DSAN
OG0001803	LOC110188467|XP_020813855.1|DSER	LOC120451790|XP_039491675.1|DSAN
OG0001804	LOC110177266|XP_020799576.1|DSER	LOC120454067|XP_039495010.1|DSAN
OG0001805	LOC110191301|XP_020817771.1|DSER	LOC120447931|XP_039485530.1|DSAN
OG0001806	LOC110186238|XP_020810967.1|DSER	LOC120454300|XP_039495432.1|DSAN
OG0001807	LOC110188329|XP_020813695.1|DSER	LOC120452270|XP_039492335.1|DSAN
OG0001808	LOC110186492|XP_020811344.1|DSER	LOC120452596|XP_039492828.1|DSAN
OG0001809	LOC110187669|XP_020812748.1|DSER	LOC120451134|XP_039490481.1|DSAN
OG0001810	LOC110191045|XP_020817428.1|DSER	LOC120451066|XP_039490359.1|DSAN
OG0001811	LOC110182922|XP_020806745.1|DSER	LOC120458330|XP_039501881.1|DSAN
OG0001812	LOC110180134|XP_020803436.1|DSER	LOC120455362|XP_039497403.1|DSAN
OG0001813	LOC110188541|XP_020813956.1|DSER	LOC120451087|XP_039490412.1|DSAN
OG0001814	LOC110186621|XP_020811530.1|DSER	LOC120450755|XP_039489812.1|DSAN
OG0001815	LOC110187651|XP_020812719.1|DSER	LOC120451021|XP_039490280.1|DSAN
OG0001816	LOC110189460|XP_020815194.1|DSER	LOC120446070|XP_039482783.1|DSAN
OG0001817	LOC110189251|XP_020814915.1|DSER	LOC120458394|XP_039501948.1|DSAN
OG0001818	LOC110181517|XP_020804949.1|DSER	LOC120456086|XP_039498612.1|DSAN
OG0001819	LOC110177726|XP_020800230.1|DSER	LOC120444293|XP_039479748.1|DSAN
OG0001820	LOC110183531|XP_020807487.1|DSER	LOC120454935|XP_039496635.1|DSAN
OG0001821	LOC110178279|XP_020801011.1|DSER	LOC120446327|XP_039483176.1|DSAN
OG0001822	LOC110179618|XP_020802886.1|DSER	LOC120445237|XP_039481436.1|DSAN
OG0001823	LOC110190064|XP_020816029.1|DSER	LOC120448103|XP_039485839.1|DSAN
OG0001824	LOC110181151|XP_020804484.1|DSER	LOC120443809|XP_039479084.1|DSAN
OG0001825	LOC110178948|XP_020801909.1|DSER	LOC120445381|XP_039481698.1|DSAN
OG0001826	LOC110189294|XP_020814984.1|DSER	LOC120446223|XP_039483023.1|DSAN
OG0001827	LOC110179183|XP_020802253.1|DSER	LOC120445749|XP_039482261.1|DSAN
OG0001828	LOC110182093|XP_020805734.1|DSER	LOC120455122|XP_039496949.1|DSAN
OG0001829	LOC110176332|XP_020798313.1|DSER	LOC120446561|XP_039483514.1|DSAN
OG0001830	LOC110177331|XP_020799672.1|DSER	LOC120446488|XP_039483427.1|DSAN
OG0001831	LOC110178876|XP_020801808.1|DSER	LOC120448358|XP_039486260.1|DSAN
OG0001832	LOC110181867|XP_020805448.1|DSER	LOC120456036|XP_039498540.1|DSAN
OG0001833	LOC110191505|XP_020818032.1|DSER	LOC120445419|XP_039481769.1|DSAN
OG0001834	LOC110188089|XP_020813304.1|DSER	LOC120454094|XP_039495039.1|DSAN
OG0001837	LOC110190036|XP_020815999.1|DSER, LOC110183680|XP_020807676.1|DSER	LOC120449818|XP_039488400.1|DSAN
OG0001838	LOC110180776|XP_020804118.1|DSER, LOC110179197|XP_020802277.1|DSER, LOC110180771|XP_020804113.1|DSER	LOC120445473|XP_039481852.1|DSAN
OG0001839	LOC110182930|XP_020806767.1|DSER	LOC120450782|XP_039489879.1|DSAN, LOC120447175|XP_039484569.1|DSAN
OG0001840	LOC110184931|XP_020809235.1|DSER	LOC120445745|XP_039482254.1|DSAN
OG0001840	LOC110184930|XP_020809233.1|DSER	LOC120445833|XP_039482388.1|DSAN
OG0001841	LOC110178622|XP_020801465.1|DSER, LOC110178623|XP_020801466.1|DSER	LOC120449513|XP_039487952.1|DSAN
OG0001842	LOC110188843|XP_020814405.1|DSER, LOC110188845|XP_020814408.1|DSER, LOC110188844|XP_020814406.1|DSER	LOC120447835|XP_039485373.1|DSAN, LOC120457316|XP_039500754.1|DSAN
OG0001843	LOC110190397|XP_020816509.1|DSER, LOC110187811|XP_020812948.1|DSER	LOC120447581|XP_039484983.1|DSAN
OG0001844	LOC110176295|XP_020798275.1|DSER	LOC120448439|XP_039486385.1|DSAN, LOC120448872|XP_039487020.1|DSAN
OG0001845	LOC110177959|XP_020800610.1|DSER	LOC120446819|XP_039483931.1|DSAN
OG0001846	LOC110183699|XP_020807700.1|DSER	LOC120452039|XP_039492025.1|DSAN, LOC120454114|XP_039495079.1|DSAN
