Orthogroup	DSER.longest_only	DSUB.longest_only
OG0000976	LOC110177226|XP_020799506.1|DSER	LOC117898195|XP_034663306.1|DSUB
OG0000977	LOC110188650|XP_020814086.1|DSER	LOC117896515|XP_034660774.1|DSUB
OG0000978	LOC110191641|XP_020818190.1|DSER, LOC110177422|XP_020799799.1|DSER	LOC117899594|XP_034665604.1|DSUB
OG0000979	LOC110176012|XP_020797880.1|DSER	LOC117891730|XP_034653214.1|DSUB
OG0000980	LOC110186935|XP_020811925.1|DSER	LOC117899223|XP_034664988.1|DSUB
OG0000980	LOC110191195|XP_020817623.1|DSER	LOC117896612|XP_034660936.1|DSUB
OG0000981	LOC110183369|XP_020807290.1|DSER	LOC117901848|XP_034668686.1|DSUB
OG0000982	LOC110186816|XP_020811761.1|DSER	LOC117897066|XP_034661561.1|DSUB
OG0000984	LOC110185886|XP_020810557.1|DSER	LOC117900484|XP_034666759.1|DSUB
OG0000985	LOC110190929|XP_020817252.1|DSER	LOC117890368|XP_034651054.1|DSUB
OG0000986	LOC110181160|XP_020804494.1|DSER, LOC110181162|XP_020804496.1|DSER	LOC117901876|XP_034668724.1|DSUB
OG0000986	LOC110185026|XP_020809337.1|DSER	LOC117901017|XP_034667506.1|DSUB
OG0000987	LOC110183765|XP_020807780.1|DSER	LOC117902052|XP_034669053.1|DSUB
OG0000988	LOC110183982|XP_020807997.1|DSER	LOC117902644|XP_034670060.1|DSUB
OG0000990	LOC110180127|XP_020803426.1|DSER	LOC117898579|XP_034663997.1|DSUB
OG0000991	LOC110191984|XP_020818670.1|DSER	LOC117903063|XP_034670703.1|DSUB
OG0000992	LOC110191103|XP_020817509.1|DSER	LOC117897859|XP_034662823.1|DSUB
OG0000993	LOC110186175|XP_020810887.1|DSER	LOC117898049|XP_034663099.1|DSUB
OG0000994	LOC110181872|XP_020805454.1|DSER	LOC117903722|XP_034671962.1|DSUB
OG0000995	LOC110189848|XP_020815722.1|DSER	LOC117893385|XP_034655872.1|DSUB
OG0000996	LOC110178273|XP_020800998.1|DSER	LOC117890036|XP_034650545.1|DSUB
OG0000997	LOC110189343|XP_020815045.1|DSER	LOC117892676|XP_034654965.1|DSUB
OG0000998	LOC110184497|XP_020808710.1|DSER	LOC117895560|XP_034659160.1|DSUB
OG0000999	LOC110183542|XP_020807500.1|DSER	LOC117891704|XP_034653192.1|DSUB
OG0001000	LOC110188914|XP_020814494.1|DSER	LOC117889783|XP_034650141.1|DSUB
OG0001001	LOC110177734|XP_020800246.1|DSER	LOC117892455|XP_034654595.1|DSUB
OG0001002	LOC110178122|XP_020800801.1|DSER	LOC117900490|XP_034666769.1|DSUB
OG0001003	LOC110185350|XP_020809787.1|DSER, LOC110177019|XP_020799191.1|DSER	LOC117896070|XP_034659984.1|DSUB
OG0001004	LOC110187940|XP_020813114.1|DSER	LOC117896454|XP_034660675.1|DSUB
OG0001005	LOC110181430|XP_020804832.1|DSER, LOC110181815|XP_020805366.1|DSER	LOC117895386|XP_034658902.1|DSUB
OG0001006	LOC110188543|XP_020813959.1|DSER, LOC110179033|XP_020802046.1|DSER	LOC117894848|XP_034657994.1|DSUB
OG0001007	LOC110191549|XP_020818083.1|DSER	LOC117891259|XP_034652522.1|DSUB
OG0001008	LOC110184258|XP_020808381.1|DSER	LOC117889617|XP_034649932.1|DSUB
OG0001009	LOC110191050|XP_020817434.1|DSER	LOC117898746|XP_034664259.1|DSUB, LOC117897638|XP_034662504.1|DSUB
OG0001010	LOC110177091|XP_020799278.1|DSER	LOC117900694|XP_034667037.1|DSUB
OG0001011	LOC110179116|XP_020802166.1|DSER	LOC117903396|XP_034671273.1|DSUB
OG0001011	LOC110187231|XP_020812288.1|DSER	LOC117900796|XP_034667169.1|DSUB
OG0001012	LOC110187146|XP_020812219.1|DSER, LOC110187145|XP_020812218.1|DSER	LOC117891149|XP_034652297.1|DSUB, LOC117891254|XP_034652520.1|DSUB
OG0001013	LOC110178569|XP_020801401.1|DSER	LOC117894761|XP_034657870.1|DSUB
OG0001014	LOC110178988|XP_020801962.1|DSER	LOC117894826|XP_034657965.1|DSUB
OG0001014	LOC110178917|XP_020801858.1|DSER	LOC117895001|XP_034658239.1|DSUB
OG0001015	LOC110179053|XP_020802070.1|DSER	LOC117901691|XP_034668439.1|DSUB
OG0001015	LOC110179052|XP_020802069.1|DSER	LOC117889593|XP_034649898.1|DSUB
OG0001016	LOC110191944|XP_020818623.1|DSER, LOC110182078|XP_020805719.1|DSER	LOC117899946|XP_034665992.1|DSUB
OG0001018	LOC110188589|XP_020814011.1|DSER, LOC110179688|XP_020802957.1|DSER, LOC110185547|XP_020810123.1|DSER	LOC117896799|XP_034661189.1|DSUB, LOC117893194|XP_034655594.1|DSUB, LOC117898729|XP_034664239.1|DSUB, LOC117893532|XP_034656069.1|DSUB
OG0001019	LOC110186747|XP_020811669.1|DSER	LOC117899343|XP_034665186.1|DSUB
OG0001020	LOC110176011|XP_020797875.1|DSER	LOC117903910|XP_034672310.1|DSUB
OG0001021	LOC110185915|XP_020810586.1|DSER	LOC117902726|XP_034670185.1|DSUB
OG0001022	LOC110181686|XP_020805186.1|DSER	LOC117903289|XP_034671107.1|DSUB
OG0001024	LOC110186575|XP_020811446.1|DSER	LOC117899346|XP_034665189.1|DSUB
OG0001025	LOC110187080|XP_020812142.1|DSER	LOC117894385|XP_034657282.1|DSUB
OG0001026	LOC110182964|XP_020806815.1|DSER	LOC117891491|XP_034652862.1|DSUB
OG0001027	LOC110185189|XP_020809570.1|DSER	LOC117893805|XP_034656442.1|DSUB
OG0001028	LOC110183134|XP_020806983.1|DSER	LOC117901903|XP_034668759.1|DSUB
OG0001029	LOC110177097|XP_020799295.1|DSER	LOC117890172|XP_034650762.1|DSUB
OG0001031	LOC110185133|XP_020809489.1|DSER	LOC117902440|XP_034669713.1|DSUB
OG0001032	LOC110191705|XP_020818280.1|DSER, LOC110184513|XP_020808734.1|DSER	LOC117901697|XP_034668450.1|DSUB
OG0001033	LOC110180411|XP_020803734.1|DSER, LOC110191925|XP_020818589.1|DSER	LOC117901163|XP_034667705.1|DSUB, LOC117894020|XP_034656750.1|DSUB
OG0001034	LOC110190187|XP_020816194.1|DSER	LOC117892948|XP_034655161.1|DSUB
OG0001035	LOC110180367|XP_020803691.1|DSER	LOC117890587|XP_034651418.1|DSUB
OG0001035	LOC110180365|XP_020803690.1|DSER	LOC117890596|XP_034651429.1|DSUB
OG0001037	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER	LOC117894370|XP_034657263.1|DSUB, LOC117889764|XP_034650102.1|DSUB
OG0001038	LOC110187888|XP_020813033.1|DSER	LOC117896727|XP_034661083.1|DSUB
OG0001038	LOC110187887|XP_020813031.1|DSER	LOC117896726|XP_034661082.1|DSUB
OG0001039	LOC110176510|XP_020798545.1|DSER, LOC110176509|XP_020798544.1|DSER	LOC117897202|XP_034661796.1|DSUB, LOC117897201|XP_034661794.1|DSUB
OG0001042	LOC110186562|XP_020811426.1|DSER	LOC117898162|XP_034663262.1|DSUB
OG0001043	LOC110179448|XP_020802655.1|DSER	LOC117897824|XP_034662773.1|DSUB
OG0001044	LOC110179622|XP_020802892.1|DSER	LOC117892658|XP_034654935.1|DSUB
OG0001045	LOC110177707|XP_020800205.1|DSER	LOC117891081|XP_034652152.1|DSUB
OG0001046	LOC110191181|XP_020817606.1|DSER	LOC117892254|XP_034654256.1|DSUB
OG0001047	LOC110179213|XP_020802306.1|DSER	LOC117890831|XP_034651804.1|DSUB
OG0001048	LOC110177668|XP_020800149.1|DSER	LOC117892034|XP_034653849.1|DSUB
OG0001049	LOC110182684|XP_020806435.1|DSER	LOC117900405|XP_034666652.1|DSUB
OG0001049	LOC110190262|XP_020816286.1|DSER	LOC117895855|XP_034659711.1|DSUB
OG0001050	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER	LOC117894035|XP_034656773.1|DSUB
OG0001051	LOC110177900|XP_020800528.1|DSER	LOC117900143|XP_034666266.1|DSUB
OG0001052	LOC110183831|XP_020807843.1|DSER	LOC117902345|XP_034669537.1|DSUB
OG0001053	LOC110176117|XP_020798013.1|DSER	LOC117891625|XP_034653058.1|DSUB
OG0001054	LOC110177291|XP_020799612.1|DSER	LOC117897522|XP_034662329.1|DSUB
OG0001055	LOC110186865|XP_020811817.1|DSER, LOC110186425|XP_020811266.1|DSER	LOC117896584|XP_034660895.1|DSUB
OG0001056	LOC110190878|XP_020817194.1|DSER, LOC110179638|XP_020802909.1|DSER	LOC117893363|XP_034655850.1|DSUB
OG0001057	LOC110183748|XP_020807763.1|DSER	LOC117900137|XP_034666255.1|DSUB, LOC117900136|XP_034666253.1|DSUB
OG0001058	LOC110179596|XP_020802854.1|DSER, LOC110179597|XP_020802855.1|DSER, LOC110176000|XP_020797858.1|DSER, LOC110184134|XP_020808201.1|DSER, LOC110179617|XP_020802884.1|DSER, LOC110176107|XP_020798005.1|DSER, LOC110175999|XP_020797856.1|DSER, LOC110176058|XP_020797931.1|DSER, LOC110181617|XP_020805080.1|DSER, LOC110181619|XP_020805082.1|DSER, LOC110181620|XP_020805087.1|DSER, LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER	LOC117903193|XP_034670971.1|DSUB
OG0001059	LOC110178933|XP_020801884.1|DSER	LOC117894396|XP_034657289.1|DSUB
OG0001060	LOC110189498|XP_020815265.1|DSER	LOC117892851|XP_034655083.1|DSUB, LOC117893038|XP_034655302.1|DSUB, LOC117896757|XP_034661123.1|DSUB, LOC117896283|XP_034660378.1|DSUB
OG0001061	LOC110188490|XP_020813879.1|DSER	LOC117899174|XP_034664925.1|DSUB
OG0001061	LOC110188491|XP_020813880.1|DSER	LOC117899173|XP_034664923.1|DSUB
OG0001062	LOC110188781|XP_020814291.1|DSER	LOC117897997|XP_034663016.1|DSUB
OG0001062	LOC110188774|XP_020814279.1|DSER	LOC117897996|XP_034663013.1|DSUB
OG0001063	LOC110181545|XP_020804987.1|DSER	LOC117903081|XP_034670770.1|DSUB
OG0001063	LOC110182188|XP_020805855.1|DSER	LOC117891251|XP_034652505.1|DSUB
OG0001064	LOC110184590|XP_020808840.1|DSER	LOC117903237|XP_034671031.1|DSUB
OG0001065	LOC110181416|XP_020804816.1|DSER	LOC117894849|XP_034657996.1|DSUB, LOC117890391|XP_034651086.1|DSUB, LOC117889931|XP_034650353.1|DSUB, LOC117893362|XP_034655844.1|DSUB, LOC117889867|XP_034650265.1|DSUB
OG0001066	LOC110185507|XP_020810061.1|DSER, LOC110180200|XP_020803512.1|DSER	LOC117897711|XP_034662628.1|DSUB
OG0001067	LOC110185836|XP_020810502.1|DSER	LOC117901063|XP_034667566.1|DSUB
OG0001067	LOC110185838|XP_020810504.1|DSER	LOC117901065|XP_034667568.1|DSUB
OG0001068	LOC110176304|XP_020798284.1|DSER	LOC117893387|XP_034655873.1|DSUB
OG0001068	LOC110178886|XP_020801818.1|DSER	LOC117893520|XP_034656051.1|DSUB
OG0001069	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER	LOC117890618|XP_034651449.1|DSUB
OG0001070	LOC110191904|XP_020818548.1|DSER	LOC117899703|XP_034665801.1|DSUB, LOC117898419|XP_034663688.1|DSUB
OG0001072	LOC110179032|XP_020802045.1|DSER	LOC117894845|XP_034657992.1|DSUB
OG0001073	LOC110186981|XP_020811993.1|DSER	LOC117896380|XP_034660552.1|DSUB
OG0001074	LOC110179292|XP_020802475.1|DSER	LOC117891125|XP_034652221.1|DSUB
OG0001075	LOC110190549|XP_020816758.1|DSER	LOC117895805|XP_034659617.1|DSUB
OG0001077	LOC110180480|XP_020803823.1|DSER	LOC117897413|XP_034662131.1|DSUB
OG0001078	LOC110181859|XP_020805437.1|DSER	LOC117900894|XP_034667320.1|DSUB
OG0001079	LOC110183567|XP_020807532.1|DSER	LOC117895434|XP_034658979.1|DSUB
OG0001080	LOC110188394|XP_020813775.1|DSER	LOC117895626|XP_034659271.1|DSUB
OG0001081	LOC110188255|XP_020813599.1|DSER	LOC117898504|XP_034663848.1|DSUB
OG0001082	LOC110182906|XP_020806724.1|DSER	LOC117889829|XP_034650202.1|DSUB
OG0001083	LOC110187069|XP_020812118.1|DSER, LOC110190515|XP_020816706.1|DSER	LOC117895332|XP_034658796.1|DSUB
OG0001084	LOC110189244|XP_020814906.1|DSER	LOC117891060|XP_034652123.1|DSUB
OG0001085	LOC110189390|XP_020815099.1|DSER	LOC117899249|XP_034665020.1|DSUB, LOC117899251|XP_034665026.1|DSUB, LOC117892141|XP_034654070.1|DSUB, LOC117890120|XP_034650686.1|DSUB, LOC117899253|XP_034665030.1|DSUB, LOC117896874|XP_034661294.1|DSUB
OG0001086	LOC110191634|XP_020818184.1|DSER	LOC117891073|XP_034652141.1|DSUB
OG0001087	LOC110183183|XP_020807032.1|DSER	LOC117901526|XP_034668192.1|DSUB
OG0001088	LOC110190671|XP_020816935.1|DSER	LOC117894642|XP_034657705.1|DSUB
OG0001089	LOC110183572|XP_020807539.1|DSER	LOC117894304|XP_034657161.1|DSUB
OG0001090	LOC110178624|XP_020801468.1|DSER	LOC117894796|XP_034657916.1|DSUB
OG0001092	LOC110185798|XP_020810460.1|DSER	LOC117901635|XP_034668356.1|DSUB
OG0001093	LOC110186006|XP_020810699.1|DSER	LOC117901798|XP_034668599.1|DSUB
OG0001094	LOC110185938|XP_020810612.1|DSER	LOC117900968|XP_034667440.1|DSUB
OG0001095	LOC110177854|XP_020800460.1|DSER	LOC117901202|XP_034667747.1|DSUB
OG0001096	LOC110187519|XP_020812573.1|DSER, LOC110187490|XP_020812539.1|DSER, LOC110179885|XP_020803145.1|DSER	LOC117900177|XP_034666313.1|DSUB
OG0001097	LOC110184028|XP_020808051.1|DSER, LOC110184029|XP_020808052.1|DSER, LOC110182849|XP_020806643.1|DSER	LOC117902276|XP_034669435.1|DSUB
OG0001099	LOC110189944|XP_020815890.1|DSER, LOC110190067|XP_020816032.1|DSER	LOC117894278|XP_034657125.1|DSUB
OG0001100	LOC110188035|XP_020813231.1|DSER	LOC117897810|XP_034662750.1|DSUB
OG0001101	LOC110182198|XP_020805874.1|DSER	LOC117891853|XP_034653493.1|DSUB
OG0001102	LOC110185321|XP_020809746.1|DSER	LOC117893877|XP_034656540.1|DSUB
OG0001103	LOC110191011|XP_020817388.1|DSER	LOC117898590|XP_034664026.1|DSUB
OG0001104	LOC110178278|XP_020801006.1|DSER	LOC117892556|XP_034654758.1|DSUB
OG0001105	LOC110175972|XP_020797825.1|DSER	LOC117898596|XP_034664037.1|DSUB
OG0001106	LOC110185475|XP_020809997.1|DSER	LOC117903003|XP_034670635.1|DSUB
OG0001108	LOC110186150|XP_020810860.1|DSER	LOC117897210|XP_034661805.1|DSUB
OG0001108	LOC110186164|XP_020810874.1|DSER	LOC117898916|XP_034664516.1|DSUB
OG0001109	LOC110189191|XP_020814818.1|DSER	LOC117892732|XP_034655045.1|DSUB
OG0001109	LOC110189193|XP_020814820.1|DSER	LOC117892731|XP_034655043.1|DSUB
OG0001110	LOC110185028|XP_020809339.1|DSER, LOC110185116|XP_020809467.1|DSER, LOC110179822|XP_020803086.1|DSER	LOC117893348|XP_034655828.1|DSUB
OG0001111	LOC110181137|XP_020804470.1|DSER, LOC110190928|XP_020817255.1|DSER	LOC117891289|XP_034652572.1|DSUB
OG0001112	LOC110177954|XP_020800603.1|DSER	LOC117891206|XP_034652435.1|DSUB
OG0001113	LOC110185835|XP_020810501.1|DSER	LOC117901062|XP_034667565.1|DSUB
OG0001113	LOC110185837|XP_020810503.1|DSER	LOC117901064|XP_034667567.1|DSUB
OG0001114	LOC110183424|XP_020807362.1|DSER, LOC110183423|XP_020807361.1|DSER	LOC117901948|XP_034668812.1|DSUB
OG0001115	LOC110179880|XP_020803136.1|DSER, LOC110187500|XP_020812552.1|DSER	LOC117901853|XP_034668696.1|DSUB
OG0001116	LOC110191674|XP_020818245.1|DSER	LOC117892362|XP_034654463.1|DSUB
OG0001116	LOC110191673|XP_020818243.1|DSER	LOC117892444|XP_034654577.1|DSUB
OG0001117	LOC110178961|XP_020801923.1|DSER, LOC110178954|XP_020801915.1|DSER	LOC117893614|XP_034656182.1|DSUB, LOC117893458|XP_034655968.1|DSUB, LOC117893509|XP_034656039.1|DSUB
OG0001118	LOC110189172|XP_020814802.1|DSER	LOC117889609|XP_034649924.1|DSUB
OG0001119	LOC110183954|XP_020807971.1|DSER	LOC117897781|XP_034662720.1|DSUB
OG0001120	LOC110190896|XP_020817214.1|DSER	LOC117896613|XP_034660937.1|DSUB
OG0001121	LOC110189553|XP_020815342.1|DSER, LOC110189554|XP_020815343.1|DSER	LOC117891994|XP_034653765.1|DSUB
OG0001122	LOC110178657|XP_020801507.1|DSER	LOC117894629|XP_034657685.1|DSUB
OG0001124	LOC110191214|XP_020817639.1|DSER	LOC117899131|XP_034664818.1|DSUB
OG0001125	LOC110188383|XP_020813761.1|DSER	LOC117897892|XP_034662861.1|DSUB
OG0001126	LOC110176234|XP_020798187.1|DSER	LOC117895018|XP_034658261.1|DSUB
OG0001127	LOC110178887|XP_020801819.1|DSER	LOC117894768|XP_034657877.1|DSUB
OG0001128	LOC110177911|XP_020800541.1|DSER	LOC117891449|XP_034652819.1|DSUB
OG0001129	LOC110185865|XP_020810533.1|DSER	LOC117902674|XP_034670094.1|DSUB
OG0001130	LOC110183191|XP_020807053.1|DSER	LOC117902017|XP_034668956.1|DSUB
OG0001131	LOC110185470|XP_020809985.1|DSER	LOC117903000|XP_034670619.1|DSUB
OG0001133	LOC110182695|XP_020806449.1|DSER	LOC117901378|XP_034667985.1|DSUB
OG0001134	LOC110178469|XP_020801271.1|DSER	LOC117890450|XP_034651179.1|DSUB
OG0001135	LOC110191174|XP_020817596.1|DSER	LOC117897588|XP_034662432.1|DSUB
OG0001136	LOC110186892|XP_020811850.1|DSER	LOC117897826|XP_034662770.1|DSUB
OG0001137	LOC110186364|XP_020811172.1|DSER	LOC117899208|XP_034664971.1|DSUB
OG0001138	LOC110188494|XP_020813883.1|DSER	LOC117895627|XP_034659272.1|DSUB
OG0001140	LOC110188665|XP_020814117.1|DSER, LOC110178049|XP_020800721.1|DSER	LOC117898815|XP_034664367.1|DSUB
OG0001141	LOC110177179|XP_020799428.1|DSER	LOC117898666|XP_034664132.1|DSUB
OG0001142	LOC110177197|XP_020799452.1|DSER	LOC117899018|XP_034664668.1|DSUB
OG0001142	LOC110177135|XP_020799367.1|DSER	LOC117899754|XP_034665896.1|DSUB
OG0001143	LOC110186092|XP_020810793.1|DSER	LOC117901969|XP_034668842.1|DSUB, LOC117891180|XP_034652397.1|DSUB, LOC117891371|XP_034652699.1|DSUB
OG0001144	LOC110183269|XP_020807157.1|DSER, LOC110187187|XP_020812278.1|DSER	LOC117892549|XP_034654750.1|DSUB
OG0001145	LOC110181423|XP_020804827.1|DSER	LOC117891389|XP_034652722.1|DSUB
OG0001145	LOC110189920|XP_020815894.1|DSER	LOC117891390|XP_034652724.1|DSUB
OG0001146	LOC110181380|XP_020804768.1|DSER	LOC117902267|XP_034669417.1|DSUB
OG0001146	LOC110182200|XP_020805880.1|DSER	LOC117903181|XP_034670919.1|DSUB
OG0001148	LOC110187590|XP_020812634.1|DSER	LOC117900596|XP_034666897.1|DSUB, LOC117900597|XP_034666898.1|DSUB
OG0001149	LOC110176742|XP_020798845.1|DSER	LOC117893341|XP_034655822.1|DSUB
OG0001150	LOC110179831|XP_020803100.1|DSER	LOC117889926|XP_034650343.1|DSUB
OG0001151	LOC110188372|XP_020813744.1|DSER	LOC117896353|XP_034660520.1|DSUB
OG0001152	LOC110176595|XP_020798670.1|DSER	LOC117897801|XP_034662741.1|DSUB, LOC117897800|XP_034662740.1|DSUB
OG0001153	LOC110191482|XP_020818005.1|DSER	LOC117890907|XP_034651911.1|DSUB
OG0001154	LOC110187359|XP_020812409.1|DSER	LOC117900982|XP_034667466.1|DSUB
OG0001155	LOC110187109|XP_020812177.1|DSER	LOC117896430|XP_034660684.1|DSUB
OG0001157	LOC110184882|XP_020809190.1|DSER	LOC117898870|XP_034664442.1|DSUB
OG0001158	LOC110187418|XP_020812466.1|DSER	LOC117900114|XP_034666230.1|DSUB
OG0001159	LOC110186958|XP_020811958.1|DSER	LOC117898154|XP_034663244.1|DSUB
OG0001160	LOC110188410|XP_020813797.1|DSER	LOC117897386|XP_034662085.1|DSUB
OG0001161	LOC110191364|XP_020817872.1|DSER	LOC117898676|XP_034664147.1|DSUB
OG0001162	LOC110185498|XP_020810055.1|DSER	LOC117897158|XP_034661719.1|DSUB
OG0001163	LOC110184394|XP_020808570.1|DSER	LOC117899689|XP_034665776.1|DSUB
OG0001164	LOC110187971|XP_020813150.1|DSER	LOC117899331|XP_034665158.1|DSUB, LOC117896953|XP_034661388.1|DSUB
OG0001165	LOC110178508|XP_020801316.1|DSER	LOC117891574|XP_034652989.1|DSUB
OG0001166	LOC110188840|XP_020814393.1|DSER	LOC117895585|XP_034659209.1|DSUB
OG0001167	LOC110178257|XP_020800970.1|DSER	LOC117892352|XP_034654445.1|DSUB
OG0001168	LOC110191628|XP_020818176.1|DSER	LOC117890343|XP_034651024.1|DSUB
OG0001169	LOC110184292|XP_020808436.1|DSER	LOC117899721|XP_034665835.1|DSUB
OG0001170	LOC110190957|XP_020817303.1|DSER	LOC117897857|XP_034662821.1|DSUB
OG0001171	LOC110190076|XP_020816041.1|DSER	LOC117895384|XP_034658898.1|DSUB
OG0001172	LOC110178488|XP_020801292.1|DSER	LOC117891233|XP_034652469.1|DSUB
OG0001173	LOC110186390|XP_020811209.1|DSER	LOC117896394|XP_034660590.1|DSUB
OG0001174	LOC110184681|XP_020808953.1|DSER	LOC117895249|XP_034658655.1|DSUB
OG0001175	LOC110190945|XP_020817278.1|DSER	LOC117892253|XP_034654255.1|DSUB
OG0001176	LOC110189215|XP_020814846.1|DSER	LOC117890729|XP_034651672.1|DSUB
OG0001177	LOC110184819|XP_020809119.1|DSER	LOC117900308|XP_034666515.1|DSUB
OG0001178	LOC110182997|XP_020806848.1|DSER	LOC117890628|XP_034651468.1|DSUB
OG0001179	LOC110179311|XP_020802455.1|DSER	LOC117891594|XP_034653013.1|DSUB
OG0001180	LOC110185430|XP_020809909.1|DSER	LOC117902917|XP_034670383.1|DSUB
OG0001181	LOC110176209|XP_020798132.1|DSER	LOC117893533|XP_034656065.1|DSUB
OG0001182	LOC110185043|XP_020809358.1|DSER	LOC117896712|XP_034661061.1|DSUB
OG0001183	LOC110186583|XP_020811456.1|DSER	LOC117898417|XP_034663679.1|DSUB
OG0001184	LOC110189636|XP_020815443.1|DSER	LOC117897003|XP_034661455.1|DSUB
OG0001185	LOC110188191|XP_020813430.1|DSER	LOC117896381|XP_034660555.1|DSUB
OG0001186	LOC110184532|XP_020808771.1|DSER	LOC117899718|XP_034665828.1|DSUB
OG0001187	LOC110190345|XP_020816445.1|DSER	LOC117891906|XP_034653620.1|DSUB
OG0001188	LOC110182476|XP_020806184.1|DSER	LOC117891935|XP_034653668.1|DSUB
OG0001189	LOC110179310|XP_020802458.1|DSER	LOC117891296|XP_034652593.1|DSUB
OG0001190	LOC110180335|XP_020803653.1|DSER	LOC117897564|XP_034662399.1|DSUB
OG0001191	LOC110183786|XP_020807802.1|DSER	LOC117902418|XP_034669663.1|DSUB
OG0001192	LOC110185723|XP_020810364.1|DSER	LOC117900296|XP_034666499.1|DSUB
OG0001193	LOC110177158|XP_020799402.1|DSER	LOC117896334|XP_034660465.1|DSUB
OG0001194	LOC110182835|XP_020806627.1|DSER	LOC117901175|XP_034667757.1|DSUB
OG0001195	LOC110177613|XP_020800076.1|DSER	LOC117892074|XP_034653954.1|DSUB
OG0001196	LOC110181821|XP_020805376.1|DSER	LOC117889822|XP_034650192.1|DSUB, LOC117903341|XP_034671179.1|DSUB
OG0001197	LOC110177458|XP_020799854.1|DSER, LOC110177459|XP_020799856.1|DSER, LOC110177397|XP_020799761.1|DSER	LOC117898111|XP_034663188.1|DSUB
OG0001198	LOC110190853|XP_020817161.1|DSER	LOC117897942|XP_034662926.1|DSUB
OG0001200	LOC110182259|XP_020805935.1|DSER, LOC110184850|XP_020809149.1|DSER, LOC110179786|XP_020803058.1|DSER	LOC117899620|XP_034665660.1|DSUB
OG0001201	LOC110186280|XP_020811053.1|DSER	LOC117899228|XP_034664993.1|DSUB
OG0001202	LOC110180344|XP_020803665.1|DSER	LOC117890568|XP_034651396.1|DSUB
OG0001203	LOC110185435|XP_020809918.1|DSER	LOC117902945|XP_034670448.1|DSUB
OG0001204	LOC110185637|XP_020810253.1|DSER	LOC117901293|XP_034667879.1|DSUB
OG0001205	LOC110177265|XP_020799575.1|DSER	LOC117898236|XP_034663365.1|DSUB
OG0001206	LOC110188679|XP_020814141.1|DSER	LOC117895997|XP_034659875.1|DSUB
OG0001207	LOC110184356|XP_020808509.1|DSER	LOC117895392|XP_034658906.1|DSUB, LOC117903107|XP_034670821.1|DSUB
OG0001208	LOC110179065|XP_020802086.1|DSER	LOC117903471|XP_034671408.1|DSUB
OG0001209	LOC110187828|XP_020812966.1|DSER	LOC117898331|XP_034663545.1|DSUB
OG0001210	LOC110181932|XP_020805526.1|DSER	LOC117899163|XP_034664916.1|DSUB
OG0001211	LOC110188458|XP_020813847.1|DSER	LOC117896028|XP_034659928.1|DSUB
OG0001211	LOC110188460|XP_020813849.1|DSER	LOC117896029|XP_034659929.1|DSUB
OG0001212	LOC110183232|XP_020807106.1|DSER	LOC117898260|XP_034663408.1|DSUB
OG0001213	LOC110188588|XP_020814009.1|DSER	LOC117903493|XP_034671460.1|DSUB
OG0001214	LOC110177301|XP_020799625.1|DSER	LOC117897330|XP_034661989.1|DSUB
OG0001215	LOC110189040|XP_020814671.1|DSER	LOC117897363|XP_034662038.1|DSUB
OG0001216	LOC110186167|XP_020810879.1|DSER	LOC117899441|XP_034665336.1|DSUB
OG0001217	LOC110185069|XP_020809408.1|DSER	LOC117900385|XP_034666630.1|DSUB
OG0001218	LOC110191013|XP_020817390.1|DSER	LOC117894389|XP_034657286.1|DSUB, LOC117897856|XP_034662820.1|DSUB
OG0001220	LOC110189573|XP_020815362.1|DSER	LOC117892222|XP_034654213.1|DSUB
OG0001221	LOC110182910|XP_020806728.1|DSER	LOC117892605|XP_034654837.1|DSUB
OG0001222	LOC110177461|XP_020799858.1|DSER	LOC117897404|XP_034662118.1|DSUB
OG0001223	LOC110176670|XP_020798763.1|DSER	LOC117891039|XP_034652098.1|DSUB, LOC117892267|XP_034654279.1|DSUB
OG0001224	LOC110176761|XP_020798869.1|DSER	LOC117892106|XP_034654006.1|DSUB
OG0001225	LOC110180045|XP_020803317.1|DSER	LOC117890448|XP_034651171.1|DSUB
OG0001226	LOC110179328|XP_020802479.1|DSER	LOC117889777|XP_034650133.1|DSUB
OG0001227	LOC110180309|XP_020803622.1|DSER	LOC117901230|XP_034667793.1|DSUB
OG0001229	LOC110185535|XP_020810101.1|DSER	LOC117892558|XP_034654762.1|DSUB
OG0001230	LOC110182355|XP_020806057.1|DSER	LOC117891940|XP_034653679.1|DSUB
OG0001231	LOC110182819|XP_020806614.1|DSER	LOC117900653|XP_034666977.1|DSUB
OG0001232	LOC110176812|XP_020798913.1|DSER	LOC117900992|XP_034667480.1|DSUB, LOC117900991|XP_034667479.1|DSUB
OG0001233	LOC110176905|XP_020799051.1|DSER	LOC117902549|XP_034669878.1|DSUB
OG0001234	LOC110188933|XP_020814530.1|DSER, LOC110176381|XP_020798371.1|DSER, LOC110178517|XP_020801328.1|DSER	LOC117891713|XP_034653198.1|DSUB
