Orthogroup	DSER.longest_only	DMEL.longest_only
OG0000200	LOC110186856|XP_020811806.1|DSER	SP1029|NP_652618.1|DMEL
OG0000201	LOC110191125|XP_020817537.1|DSER	CG13833|NP_651111.1|DMEL
OG0000201	LOC110190864|XP_020817172.1|DSER	CG17121|NP_651114.1|DMEL
OG0000202	LOC110187681|XP_020812770.1|DSER	Mdh2|NP_650696.1|DMEL
OG0000202	LOC110177515|XP_020799931.1|DSER	CG10749|NP_648616.1|DMEL
OG0000202	LOC110177516|XP_020799932.1|DSER	CG10748|NP_648615.1|DMEL
OG0000203	LOC110180034|XP_020803301.1|DSER	CG30103|NP_725682.2|DMEL
OG0000203	LOC110180025|XP_020803286.1|DSER	veil|NP_611217.1|DMEL
OG0000203	LOC110180019|XP_020803276.1|DSER	NT5E-2|NP_611218.1|DMEL
OG0000204	LOC110179348|XP_020802518.1|DSER	Or47b|NP_523690.3|DMEL
OG0000204	LOC110176673|XP_020798769.1|DSER, LOC110176676|XP_020798771.1|DSER	Or65b|NP_729162.3|DMEL, Or65c|NP_729163.2|DMEL
OG0000204	LOC110176677|XP_020798773.1|DSER	Or65a|NP_729161.1|DMEL
OG0000205	LOC110191720|XP_020818296.1|DSER	Rh6|NP_524368.5|DMEL
OG0000205	LOC110186845|XP_020811792.1|DSER	Rh2|NP_524398.1|DMEL
OG0000206	LOC110180236|XP_020803552.1|DSER	gsb|NP_523863.1|DMEL
OG0000206	LOC110184947|XP_020809254.1|DSER	prd|NP_723721.1|DMEL
OG0000206	LOC110180243|XP_020803558.1|DSER	gsb-n|NP_523862.1|DMEL
OG0000207	LOC110183645|XP_020807626.1|DSER	CG10863|NP_647840.1|DMEL
OG0000207	LOC110190807|XP_020817113.1|DSER	CG10638|NP_729808.1|DMEL
OG0000208	LOC110177076|XP_020799252.1|DSER, LOC110177075|XP_020799251.1|DSER, LOC110177074|XP_020799250.1|DSER	Ir52b|NP_725469.2|DMEL
OG0000208	LOC110177077|XP_020799253.1|DSER	Ir52a|NP_611041.2|DMEL
OG0000209	LOC110176896|XP_020799039.1|DSER	Spn28Da|NP_001036345.1|DMEL
OG0000209	LOC110181400|XP_020804794.1|DSER, LOC110181402|XP_020804796.1|DSER, LOC110181401|XP_020804795.1|DSER, LOC110179855|XP_020803115.1|DSER	Spn28F|NP_524957.2|DMEL, Spn38F|NP_524956.2|DMEL
OG0000209	LOC110189719|XP_020815568.1|DSER	Spn42Dd|NP_001163067.1|DMEL
OG0000210	LOC110187574|XP_020812619.1|DSER, LOC110187573|XP_020812618.1|DSER	CG31664|NP_001356905.1|DMEL
OG0000210	LOC110184808|XP_020809103.1|DSER	l_1_G0193|NP_572427.1|DMEL
OG0000211	LOC110191448|XP_020817974.1|DSER	Desat2|NP_650201.1|DMEL
OG0000211	LOC110176529|XP_020798567.1|DSER	Fad2|NP_651966.2|DMEL
OG0000211	LOC110191447|XP_020817970.1|DSER	Desat1|NP_652731.1|DMEL
OG0000212	LOC110176980|XP_020799148.1|DSER	Tep3|NP_523507.2|DMEL
OG0000212	LOC110182710|XP_020806467.1|DSER	Tep2|NP_523506.1|DMEL
OG0000212	LOC110185919|XP_020810591.1|DSER	Tep1|NP_523578.1|DMEL
OG0000213	LOC110179038|XP_020802052.1|DSER	Ir76a|NP_001097647.3|DMEL
OG0000213	LOC110176797|XP_020798892.1|DSER	Ir41a|NP_995744.4|DMEL
OG0000214	LOC110179390|XP_020802576.1|DSER	Hex-A|NP_524848.1|DMEL
OG0000214	LOC110177801|XP_020800351.1|DSER	Hex-C|NP_524674.1|DMEL
OG0000214	LOC110186185|XP_020810903.1|DSER	Hex-t2|NP_733151.2|DMEL
OG0000215	LOC110191217|XP_020817643.1|DSER	CG7458|NP_649374.1|DMEL
OG0000215	LOC110191348|XP_020817855.1|DSER	SLC22A|NP_649370.1|DMEL
OG0000216	LOC110190779|XP_020817076.1|DSER	CG16719|NP_648344.1|DMEL
OG0000216	LOC110185957|XP_020810634.1|DSER	CG12395|NP_573101.1|DMEL
OG0000217	LOC110180544|XP_020803896.1|DSER	Pdha|NP_726945.1|DMEL
OG0000217	LOC110189715|XP_020815564.1|DSER	CG7024|NP_572182.1|DMEL
OG0000218	LOC110183782|XP_020807797.1|DSER	CG33282|NP_001097067.1|DMEL
OG0000218	LOC110183756|XP_020807773.1|DSER	CG15408|NP_608767.1|DMEL
OG0000218	LOC110183793|XP_020807807.1|DSER	CG3285|NP_608766.1|DMEL
OG0000219	LOC110189763|XP_020815642.1|DSER	Tsp42Ed|NP_523630.1|DMEL
OG0000219	LOC110189599|XP_020815391.1|DSER	Tsp42Ea|NP_525012.2|DMEL
OG0000219	LOC110189762|XP_020815641.1|DSER	Tsp42Ee|NP_523631.1|DMEL
OG0000220	LOC110190652|XP_020816911.1|DSER	Doc3|NP_648280.1|DMEL
OG0000220	LOC110190438|XP_020816583.1|DSER	Doc1|NP_648283.1|DMEL
OG0000220	LOC110190708|XP_020816988.1|DSER	Doc2|NP_648282.1|DMEL
OG0000221	LOC110189503|XP_020815267.1|DSER	Lfg|NP_725236.1|DMEL
OG0000221	LOC110186712|XP_020811643.1|DSER	CG9722|NP_650341.1|DMEL
OG0000221	LOC110189289|XP_020814975.1|DSER	Nmda1|NP_523722.1|DMEL
OG0000222	LOC110185941|XP_020810615.1|DSER	NimB2|NP_723857.1|DMEL
OG0000223	LOC110190372|XP_020816444.1|DSER	CG7730|NP_788521.2|DMEL
OG0000223	LOC110190346|XP_020816405.1|DSER	pst|NP_729246.2|DMEL
OG0000223	LOC110190176|XP_020816183.1|DSER	CG32243|NP_729014.1|DMEL
OG0000224	LOC110189551|XP_020815340.1|DSER	GstE11|NP_611339.1|DMEL
OG0000224	LOC110177814|XP_020800366.1|DSER	GstE12|NP_611964.1|DMEL
OG0000225	LOC110186237|XP_020810963.1|DSER	CG42812|NP_001097901.2|DMEL
OG0000225	LOC110186239|XP_020810964.1|DSER	CG42811|NP_001189279.1|DMEL
OG0000225	LOC110186222|XP_020810944.1|DSER	CG13613|NP_001097900.2|DMEL
OG0000226	LOC110190725|XP_020817006.1|DSER	Ilp1|NP_648359.1|DMEL
OG0000226	LOC110190615|XP_020816870.1|DSER	Ilp3|NP_648360.2|DMEL
OG0000226	LOC110190564|XP_020816797.1|DSER	Ilp5|NP_996037.2|DMEL
OG0000227	LOC110187485|XP_020812537.1|DSER, LOC110183378|XP_020807299.1|DSER, LOC110187288|XP_020812340.1|DSER	Drsl6|NP_728873.1|DMEL
OG0000227	LOC110187399|XP_020812451.1|DSER, LOC110186927|XP_020811916.1|DSER	Drsl4|NP_728862.1|DMEL, Drsl3|NP_728861.1|DMEL
OG0000227	LOC110187243|XP_020812303.1|DSER	Drsl5|NP_647803.1|DMEL
OG0000228	LOC110185352|XP_020809790.1|DSER	Tim17b|NP_001015401.1|DMEL
OG0000228	LOC110177127|XP_020799354.1|DSER	Tim17b1|NP_649526.2|DMEL
OG0000229	LOC110177348|XP_020799699.1|DSER	CG3339|NP_001036762.2|DMEL
OG0000229	LOC110181023|XP_020804357.1|DSER	kl-5|NP_001015499.4|DMEL
OG0000229	LOC110188670|XP_020814129.1|DSER	Dhc93AB|NP_001262793.1|DMEL
OG0000230	LOC110188938|XP_020814536.1|DSER	Jhe|NP_523758.3|DMEL, Jhedup|NP_611085.2|DMEL
OG0000231	LOC110189325|XP_020815026.1|DSER	ACXA|NP_620475.2|DMEL, ACXB|NP_620474.2|DMEL
OG0000231	LOC110183937|XP_020807958.1|DSER	ACXE|NP_652601.3|DMEL
OG0000232	LOC110190906|XP_020817226.1|DSER	Zip89B|NP_536747.2|DMEL
OG0000232	LOC110189643|XP_020815448.1|DSER	Zip42C.2|NP_610231.2|DMEL
OG0000232	LOC110189642|XP_020815447.1|DSER	Zip42C.1|NP_525107.1|DMEL
OG0000233	LOC110176416|XP_020798417.1|DSER	neo|NP_651733.1|DMEL
OG0000233	LOC110191368|XP_020817879.1|DSER	mey|NP_651870.3|DMEL
OG0000233	LOC110190877|XP_020817193.1|DSER	nyo|NP_651871.2|DMEL
OG0000234	LOC110189208|XP_020814839.1|DSER	CG34184|NP_001097310.1|DMEL
OG0000234	LOC110189211|XP_020814841.1|DSER	CG34442|NP_001097311.1|DMEL
OG0000234	LOC110189212|XP_020814842.1|DSER	CG34443|NP_001097312.1|DMEL
OG0000235	LOC110186468|XP_020811314.1|DSER	Smvt|NP_651891.2|DMEL
OG0000235	LOC110186467|XP_020811313.1|DSER	CG2187|NP_651890.1|DMEL
OG0000235	LOC110186466|XP_020811312.1|DSER	salt|NP_651889.3|DMEL
OG0000236	LOC110189409|XP_020815124.1|DSER	Hsp60B|NP_524925.1|DMEL
OG0000236	LOC110182715|XP_020806473.1|DSER	Hsp60C|NP_608948.2|DMEL
OG0000236	LOC110181552|XP_020804994.1|DSER	Hsp60A|NP_511115.2|DMEL
OG0000237	LOC110189478|XP_020815219.1|DSER	Eb1|NP_724495.2|DMEL
OG0000237	LOC110185259|XP_020809657.1|DSER	CG15306|NP_572618.1|DMEL
OG0000238	LOC110187275|XP_020812322.1|DSER	CG31674|NP_610063.4|DMEL
OG0000238	LOC110187265|XP_020812312.1|DSER	CG9331|NP_788080.1|DMEL
OG0000238	LOC110187272|XP_020812319.1|DSER	CG31673|NP_724294.1|DMEL
OG0000239	LOC110187689|XP_020812782.1|DSER	Sodh-2|NP_524311.1|DMEL
OG0000239	LOC110177132|XP_020799361.1|DSER	Sodh-1|NP_477348.1|DMEL
OG0000240	LOC110176605|XP_020798688.1|DSER	dpr17|NP_731670.1|DMEL
OG0000240	LOC110176601|XP_020798678.1|DSER	dpr15|NP_731672.1|DMEL
OG0000240	LOC110191905|XP_020818549.1|DSER	dpr11|NP_788586.1|DMEL
OG0000241	LOC110176258|XP_020798228.1|DSER	AGO2|NP_730054.1|DMEL
OG0000243	LOC110191906|XP_020818550.1|DSER	CG42537|NP_001163530.1|DMEL
OG0000243	LOC110190759|XP_020817048.1|DSER	CG42713|NP_001188736.1|DMEL
OG0000243	LOC110190730|XP_020817010.1|DSER	CG42538|NP_001163451.1|DMEL
OG0000244	LOC110186524|XP_020811381.1|DSER, LOC110186486|XP_020811332.1|DSER	CG31327|NP_731888.1|DMEL, CG31533|NP_731887.1|DMEL
OG0000244	LOC110186796|XP_020811735.1|DSER	CG14355|NP_650340.1|DMEL
OG0000246	LOC110182190|XP_020805863.1|DSER	CG6967|NP_611185.3|DMEL
OG0000247	LOC110186895|XP_020811867.1|DSER, LOC110187075|XP_020812128.1|DSER, LOC110187201|XP_020812263.1|DSER	Est-P|NP_788501.1|DMEL
OG0000247	LOC110186767|XP_020811691.1|DSER	Est-6|NP_788500.1|DMEL
OG0000248	LOC110185181|XP_020809557.1|DSER	Adgf-A|NP_524130.1|DMEL
OG0000249	LOC110176902|XP_020799049.1|DSER	CG8360|NP_609195.1|DMEL
OG0000249	LOC110176901|XP_020799047.1|DSER	CG8353|NP_609196.1|DMEL
OG0000249	LOC110176839|XP_020798954.1|DSER	CG8349|NP_609197.2|DMEL
OG0000250	LOC110183944|XP_020807964.1|DSER	Vha68-2|NP_652004.2|DMEL
OG0000250	LOC110183942|XP_020807962.1|DSER	Vha68-3|NP_609595.1|DMEL
OG0000251	LOC110180147|XP_020803454.1|DSER	Idh3a|NP_001259705.1|DMEL
OG0000251	LOC110178158|XP_020800854.1|DSER	CG3483|NP_611912.1|DMEL
OG0000251	LOC110190429|XP_020816569.1|DSER	CG32026|NP_729420.1|DMEL
OG0000252	LOC110177676|XP_020800158.1|DSER	CG4377|NP_611614.1|DMEL
OG0000252	LOC110177675|XP_020800157.1|DSER	CG34040|NP_001033963.1|DMEL
OG0000252	LOC110177677|XP_020800159.1|DSER	CG4363|NP_611613.1|DMEL
OG0000253	LOC110191643|XP_020818196.1|DSER, LOC110191621|XP_020818168.1|DSER, LOC110191616|XP_020818165.1|DSER, LOC110191629|XP_020818178.1|DSER	GstE1|NP_611323.1|DMEL
OG0000254	LOC110187975|XP_020813155.1|DSER, LOC110186294|XP_020811068.1|DSER	Ir94c|NP_732701.2|DMEL
OG0000255	LOC110179204|XP_020802281.1|DSER, LOC110189621|XP_020815420.1|DSER	Cyp6g2|NP_610744.1|DMEL
OG0000255	LOC110189620|XP_020815418.1|DSER	Cyp6g1|NP_610743.2|DMEL
OG0000256	LOC110184065|XP_020808103.1|DSER	MFS15|NP_611375.2|DMEL
OG0000256	LOC110184032|XP_020808063.1|DSER	CG15096|NP_611376.1|DMEL
OG0000257	LOC110185491|XP_020810045.1|DSER	shu|NP_611837.1|DMEL
OG0000258	LOC110189661|XP_020815465.1|DSER	CG11060|NP_610262.1|DMEL
OG0000258	LOC110189659|XP_020815463.1|DSER	CG33140|NP_788279.1|DMEL
OG0000258	LOC110189660|XP_020815464.1|DSER	CG30384|NP_610263.2|DMEL
OG0000259	LOC110184328|XP_020808486.1|DSER	CG9988|NP_651625.1|DMEL
OG0000259	LOC110181432|XP_020804834.1|DSER	CG18088|NP_609262.1|DMEL
OG0000260	LOC110177891|XP_020800521.1|DSER	CG2127|NP_610375.2|DMEL
OG0000260	LOC110186163|XP_020810873.1|DSER	CG33340|NP_996281.1|DMEL
OG0000260	LOC110177937|XP_020800581.1|DSER	CG8701|NP_610376.1|DMEL
OG0000261	LOC110187400|XP_020812449.1|DSER	Cyp4ac3|NP_608918.1|DMEL, Cyp4ac1|NP_608916.1|DMEL
OG0000261	LOC110187398|XP_020812448.1|DSER	Cyp4ac2|NP_608917.3|DMEL
OG0000262	LOC110184685|XP_020808957.1|DSER	Mdr65|NP_476831.1|DMEL
OG0000262	LOC110184684|XP_020808956.1|DSER	CG10226|NP_648040.1|DMEL
OG0000262	LOC110189285|XP_020814969.1|DSER	Mdr49|NP_523724.2|DMEL
OG0000263	LOC110178332|XP_020801100.1|DSER	Cpr49Aa|NP_001097285.1|DMEL
OG0000263	LOC110184756|XP_020809044.1|DSER	Cpr65Az|NP_648031.1|DMEL
OG0000264	LOC110181547|XP_020804989.1|DSER	CanA-14F|NP_001245717.1|DMEL
OG0000264	LOC110181531|XP_020804970.1|DSER	Pp2B-14D|NP_523373.2|DMEL
OG0000264	LOC110186245|XP_020810973.1|DSER	CanA1|NP_524600.3|DMEL
OG0000265	LOC110184498|XP_020808718.1|DSER	mth|NP_728521.1|DMEL, mthl4|NP_788394.1|DMEL, mthl3|NP_663308.1|DMEL, mthl2|NP_788462.2|DMEL
OG0000266	LOC110191553|XP_020818088.1|DSER	BomS5|NP_652366.1|DMEL
OG0000266	LOC110191552|XP_020818087.1|DSER	BomS3|NP_652368.1|DMEL
OG0000266	LOC110191551|XP_020818086.1|DSER	BomS6|NP_788402.1|DMEL
OG0000267	LOC110186401|XP_020811224.1|DSER	CG15534|NP_651792.1|DMEL
OG0000267	LOC110186508|XP_020811362.1|DSER	CG15533|NP_651791.2|DMEL
OG0000268	LOC110190729|XP_020817012.1|DSER	Obp83b|NP_524242.2|DMEL
OG0000268	LOC110190453|XP_020816616.1|DSER	Obp83a|NP_001287190.1|DMEL
OG0000269	LOC110191250|XP_020817689.1|DSER	CG6763|NP_651138.1|DMEL
OG0000269	LOC110186153|XP_020810862.1|DSER	CG5715|NP_651242.1|DMEL
OG0000270	LOC110177025|XP_020799200.1|DSER	St1|NP_611815.3|DMEL
OG0000271	LOC110185632|XP_020810247.1|DSER	ND-51|NP_608987.1|DMEL
OG0000271	LOC110190984|XP_020817355.1|DSER	ND-51L1|NP_611238.2|DMEL
OG0000272	LOC110176724|XP_020798825.1|DSER	Ank2|NP_001189070.1|DMEL
OG0000272	LOC110185477|XP_020810007.1|DSER	Ank|NP_001162819.1|DMEL
OG0000273	LOC110191849|XP_020818484.1|DSER	Acyp2|NP_650491.1|DMEL
OG0000273	LOC110183291|XP_020807182.1|DSER	CG34161|NP_001097143.1|DMEL
OG0000273	LOC110191065|XP_020817453.1|DSER	CG11052|NP_652181.1|DMEL
OG0000274	LOC110190539|XP_020816789.1|DSER, LOC110190617|XP_020816908.1|DSER, LOC110187177|XP_020812237.1|DSER	AttB|NP_523746.1|DMEL, AttA|NP_523745.1|DMEL
OG0000277	LOC110191383|XP_020817898.1|DSER	Gr93b|NP_732664.2|DMEL
OG0000277	LOC110191271|XP_020817725.1|DSER	Gr93c|NP_732665.1|DMEL
OG0000279	LOC110190337|XP_020816394.1|DSER	S-Lap1|NP_648244.1|DMEL
OG0000279	LOC110190205|XP_020816218.1|DSER	S-Lap2|NP_729394.1|DMEL
OG0000280	LOC110190395|XP_020816507.1|DSER	CG9451|NP_649118.1|DMEL
OG0000280	LOC110190396|XP_020816508.1|DSER	CG9449|NP_001137976.1|DMEL
OG0000280	LOC110190394|XP_020816506.1|DSER	CG9452|NP_649119.2|DMEL
OG0000281	LOC110178737|XP_020801622.1|DSER	zpg|NP_648049.1|DMEL
OG0000281	LOC110179112|XP_020802161.1|DSER	Inx6|NP_572374.1|DMEL
OG0000281	LOC110181851|XP_020805420.1|DSER	Inx5|NP_573353.2|DMEL
OG0000282	LOC110178644|XP_020801495.1|DSER	Gr64f|NP_728924.2|DMEL
OG0000282	LOC110182582|XP_020806287.1|DSER	Gr5a|NP_511050.1|DMEL
OG0000282	LOC110178639|XP_020801489.1|DSER	Gr64e|NP_001027106.1|DMEL
OG0000283	LOC110178344|XP_020801122.1|DSER	Twdlbeta|NP_610707.2|DMEL
OG0000283	LOC110186757|XP_020811678.1|DSER	TwdlT|NP_651999.1|DMEL
OG0000284	LOC110185830|XP_020810495.1|DSER	beat-Ib|NP_523579.1|DMEL
OG0000284	LOC110185802|XP_020810466.1|DSER	beat-Ia|NP_001285975.1|DMEL
OG0000285	LOC110184059|XP_020808095.1|DSER	Jheh1|NP_611385.1|DMEL
OG0000285	LOC110184036|XP_020808069.1|DSER	Jheh2|NP_611386.2|DMEL
OG0000286	LOC110186123|XP_020810831.1|DSER	NimB1|NP_001260452.1|DMEL
OG0000286	LOC110186126|XP_020810835.1|DSER	NimB5|NP_609692.3|DMEL
OG0000287	LOC110181615|XP_020805078.1|DSER	Twdlalpha|NP_728020.1|DMEL
OG0000287	LOC110181616|XP_020805079.1|DSER	TwdlY|NP_728017.1|DMEL
OG0000287	LOC110181553|XP_020804995.1|DSER	TwdlZ|NP_728018.2|DMEL
OG0000288	LOC110185030|XP_020809341.1|DSER	CG33643|NP_001027258.1|DMEL
OG0000288	LOC110185032|XP_020809343.1|DSER	CG33645|NP_001027260.3|DMEL
OG0000288	LOC110185029|XP_020809340.1|DSER	CG33641|NP_001027256.1|DMEL
OG0000289	LOC110190086|XP_020816051.1|DSER	CG11350|NP_647910.1|DMEL
OG0000289	LOC110185271|XP_020809676.1|DSER	CG32237|NP_729037.1|DMEL
OG0000289	LOC110190087|XP_020816052.1|DSER	CG7465|NP_647909.1|DMEL
OG0000290	LOC110191686|XP_020818261.1|DSER	CG33475|NP_995799.1|DMEL
OG0000290	LOC110191649|XP_020818205.1|DSER	CG12898|NP_610581.1|DMEL, CG33477|NP_995797.1|DMEL
OG0000290	LOC110191685|XP_020818260.1|DSER	CG33476|NP_995798.2|DMEL
OG0000291	LOC110181253|XP_020804618.1|DSER	CG11714|NP_001027123.1|DMEL
OG0000292	LOC110176409|XP_020798411.1|DSER	CG6484|NP_611234.1|DMEL
OG0000292	LOC110177531|XP_020799951.1|DSER	CG10960|NP_648605.1|DMEL
OG0000293	LOC110184823|XP_020809130.1|DSER	CG10252|NP_651171.1|DMEL
OG0000293	LOC110183456|XP_020807396.1|DSER	CG31870|NP_723620.1|DMEL
OG0000293	LOC110185528|XP_020810089.1|DSER	CG31468|NP_732890.1|DMEL
OG0000294	LOC110186075|XP_020810770.1|DSER	Ca-alpha1D|NP_723952.2|DMEL
OG0000294	LOC110182064|XP_020805685.1|DSER	cac|NP_001356945.1|DMEL
OG0000296	LOC110185083|XP_020809423.1|DSER	ttm3|NP_610130.1|DMEL
OG0000296	LOC110178762|XP_020801659.1|DSER	ttm2|NP_612023.1|DMEL
OG0000296	LOC110182554|XP_020806263.1|DSER, LOC110191882|XP_020818528.1|DSER	ttm50|NP_570027.1|DMEL
OG0000297	LOC110180657|XP_020804011.1|DSER	Lcp1|NP_476619.1|DMEL
OG0000297	LOC110180198|XP_020803514.1|DSER	Lcp2|NP_476620.1|DMEL
OG0000298	LOC110184418|XP_020808612.1|DSER, LOC110178107|XP_020800781.1|DSER	CG16782|NP_570057.1|DMEL
OG0000298	LOC110184437|XP_020808635.1|DSER	CG14269|NP_570056.1|DMEL
OG0000298	LOC110185185|XP_020809561.1|DSER	CG12679|NP_608385.1|DMEL
OG0000299	LOC110183991|XP_020808010.1|DSER	CG32473|NP_731787.1|DMEL
OG0000299	LOC110184033|XP_020808068.1|DSER	CG8774|NP_650274.2|DMEL
OG0000299	LOC110185254|XP_020809654.1|DSER	CG8773|NP_650273.2|DMEL
OG0000300	LOC110178879|XP_020801812.1|DSER	Ir75b|NP_001137966.2|DMEL
OG0000300	LOC110178878|XP_020801811.1|DSER	Ir75c|NP_649013.3|DMEL
OG0000300	LOC110178967|XP_020801931.1|DSER	Ir75a|NP_649012.2|DMEL
OG0000301	LOC110185425|XP_020809898.1|DSER	Gat|NP_651930.2|DMEL
OG0000301	LOC110177021|XP_020799194.1|DSER	Ntl|NP_609135.1|DMEL
OG0000302	LOC110189890|XP_020815799.1|DSER	CG11309|NP_649301.1|DMEL
OG0000302	LOC110189891|XP_020815803.1|DSER	CG7632|NP_649302.1|DMEL
OG0000303	LOC110179035|XP_020802048.1|DSER	Tim13|NP_648505.1|DMEL
OG0000303	LOC110181812|XP_020805357.1|DSER	CG42302|NP_001097022.2|DMEL
OG0000303	LOC110176908|XP_020799056.1|DSER	CG34132|NP_001036344.1|DMEL
OG0000304	LOC110186994|XP_020812009.1|DSER	CG1774|NP_651875.1|DMEL
OG0000304	LOC110186501|XP_020811354.1|DSER	CG1635|NP_651873.3|DMEL
OG0000304	LOC110186995|XP_020812010.1|DSER	CG1638|NP_001097991.1|DMEL
OG0000305	LOC110176298|XP_020798277.1|DSER	obst-H|NP_001034020.1|DMEL
OG0000305	LOC110176264|XP_020798237.1|DSER	CG33986|NP_001034017.2|DMEL
OG0000306	LOC110185487|XP_020810019.1|DSER, LOC110179742|XP_020803016.1|DSER	Klp59C|NP_611759.1|DMEL
OG0000306	LOC110177947|XP_020800590.1|DSER	Klp59D|NP_611762.1|DMEL
OG0000306	LOC110181522|XP_020804956.1|DSER	Klp10A|NP_572687.1|DMEL
OG0000307	LOC110191435|XP_020817957.1|DSER	wrd|NP_732295.1|DMEL
OG0000307	LOC110177424|XP_020799801.1|DSER	wdb|NP_001368946.1|DMEL
OG0000308	LOC110186804|XP_020811745.1|DSER	CG31347|NP_731735.1|DMEL
OG0000308	LOC110178071|XP_020800735.1|DSER, LOC110183860|XP_020807873.1|DSER	CG43796|NP_001260254.1|DMEL
OG0000309	LOC110190628|XP_020816885.1|DSER	CG14689|NP_650009.1|DMEL
OG0000309	LOC110189989|XP_020815944.1|DSER, LOC110189980|XP_020815931.1|DSER	CG31391|NP_731491.2|DMEL, CG31467|NP_731492.1|DMEL
OG0000310	LOC110183227|XP_020807102.1|DSER, LOC110186029|XP_020810723.1|DSER, LOC110186003|XP_020810691.1|DSER	CG34283|NP_001097831.1|DMEL, CG32625|NP_727732.1|DMEL
OG0000311	LOC110177428|XP_020799810.1|DSER	Takl2|NP_651090.2|DMEL
OG0000311	LOC110177207|XP_020799485.1|DSER	Takl1|NP_732554.1|DMEL
OG0000311	LOC110176044|XP_020797914.1|DSER	Tak1|NP_524080.1|DMEL
OG0000312	LOC110183747|XP_020807761.1|DSER	Shawl|NP_001097131.2|DMEL
OG0000312	LOC110178155|XP_020800844.1|DSER	Shaw|NP_001137782.1|DMEL
OG0000313	LOC110183874|XP_020807886.1|DSER	Acer|NP_477195.1|DMEL
OG0000313	LOC110185592|XP_020810186.1|DSER	Ance|NP_477046.1|DMEL
OG0000314	LOC110183767|XP_020807782.1|DSER	CG9664|NP_722889.1|DMEL
OG0000314	LOC110183766|XP_020807781.1|DSER	CG9663|NP_608760.2|DMEL
OG0000315	LOC110187529|XP_020812582.1|DSER, LOC110179901|XP_020803157.1|DSER	Sr-CIII|NP_524747.1|DMEL
OG0000315	LOC110187514|XP_020812568.1|DSER, LOC110179900|XP_020803156.1|DSER	Sr-CIV|NP_608789.1|DMEL, Sr-CII|NP_524720.2|DMEL, Sr-CI|NP_477102.1|DMEL
OG0000316	LOC110184082|XP_020808126.1|DSER	DptB|NP_523787.2|DMEL
OG0000316	LOC110184091|XP_020808134.1|DSER	DptA|NP_476808.1|DMEL
OG0000317	LOC110185756|XP_020810418.1|DSER	CG42827|NP_651142.3|DMEL
OG0000319	LOC110188326|XP_020813696.1|DSER, LOC110190766|XP_020817059.1|DSER	scpr-A|NP_650062.1|DMEL, scpr-C|NP_650053.1|DMEL, scpr-B|NP_650061.1|DMEL
OG0000320	LOC110186494|XP_020811348.1|DSER	Art1|NP_650017.1|DMEL
OG0000320	LOC110177031|XP_020799207.1|DSER	Art2|NP_608821.1|DMEL
OG0000320	LOC110186461|XP_020811308.1|DSER	Art6|NP_650322.1|DMEL
OG0000321	LOC110183964|XP_020807979.1|DSER, LOC110179932|XP_020803189.1|DSER	Mal-B2|NP_723693.3|DMEL
OG0000321	LOC110183965|XP_020807980.1|DSER, LOC110179933|XP_020803190.1|DSER	Mal-B1|NP_609522.1|DMEL
OG0000322	LOC110191768|XP_020818369.1|DSER, LOC110183231|XP_020807105.1|DSER, LOC110177768|XP_020800293.1|DSER	CG5213|NP_650473.1|DMEL
OG0000322	LOC110178861|XP_020801794.1|DSER	ssx|NP_569908.1|DMEL
OG0000322	LOC110182584|XP_020806289.1|DSER	Sxl|NP_001259303.1|DMEL
OG0000323	LOC110185569|XP_020810153.1|DSER	p38b|NP_477361.1|DMEL
OG0000323	LOC110190961|XP_020817310.1|DSER	p38c|NP_996277.1|DMEL
OG0000323	LOC110190960|XP_020817309.1|DSER	p38a|NP_477163.1|DMEL
OG0000324	LOC110184629|XP_020808923.1|DSER	mars|NP_610878.1|DMEL
OG0000325	LOC110185248|XP_020809643.1|DSER	CG6839|NP_649076.1|DMEL
OG0000325	LOC110185249|XP_020809644.1|DSER	CG3819|NP_649078.1|DMEL
OG0000327	LOC110191617|XP_020818166.1|DSER	CG1602|NP_610291.2|DMEL
OG0000327	LOC110191544|XP_020818075.1|DSER	CG1603|NP_610290.2|DMEL
OG0000327	LOC110189505|XP_020815272.1|DSER	az2|NP_610289.2|DMEL
OG0000328	LOC110179044|XP_020802060.1|DSER	Ir60e|NP_611927.3|DMEL
OG0000328	LOC110184688|XP_020808959.1|DSER	Ir67c|NP_729609.1|DMEL
OG0000328	LOC110184689|XP_020808960.1|DSER	Ir67b|NP_648393.1|DMEL
OG0000329	LOC110183868|XP_020807880.1|DSER	CG13088|NP_609234.2|DMEL
OG0000329	LOC110185907|XP_020810580.1|DSER, LOC110185804|XP_020810468.1|DSER	CG31633|NP_723199.1|DMEL
OG0000330	LOC110186344|XP_020811151.1|DSER, LOC110186311|XP_020811092.1|DSER, LOC110186310|XP_020811091.1|DSER	Diedel|NP_651695.1|DMEL
OG0000330	LOC110186324|XP_020811122.1|DSER, LOC110188447|XP_020813834.1|DSER	Diedel2|NP_001247357.1|DMEL
OG0000330	LOC110182036|XP_020805624.1|DSER	Diedel3|NP_001097028.1|DMEL
OG0000331	LOC110182599|XP_020806314.1|DSER	CG8673|NP_609182.1|DMEL
OG0000331	LOC110182610|XP_020806331.1|DSER	CG8668|NP_609184.1|DMEL
OG0000332	LOC110187060|XP_020812104.1|DSER	pie|NP_524740.2|DMEL
