Orthogroup	DSER.longest_only	DGUA.longest_only
OG0000467	LOC110189658|XP_020815461.1|DSER	LOC117578662|XP_034120177.1|DGUA
OG0000467	LOC110189600|XP_020815393.1|DSER	LOC117578438|XP_034119844.1|DGUA
OG0000468	LOC110186259|XP_020811025.1|DSER	LOC117583667|XP_034128025.1|DGUA
OG0000469	LOC110184005|XP_020808021.1|DSER	LOC117582010|XP_034125413.1|DGUA
OG0000469	LOC110183003|XP_020806852.1|DSER	LOC117581678|XP_034124942.1|DGUA
OG0000470	LOC110177527|XP_020799945.1|DSER	LOC117579246|XP_034120924.1|DGUA
OG0000470	LOC110179694|XP_020802963.1|DSER	LOC117579577|XP_034121395.1|DGUA
OG0000471	LOC110177592|XP_020800035.1|DSER	LOC117587105|XP_034133490.1|DGUA
OG0000471	LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER	LOC117584425|XP_034129211.1|DGUA
OG0000473	LOC110184193|XP_020808283.1|DSER	LOC117590260|XP_034138638.1|DGUA
OG0000473	LOC110180139|XP_020803444.1|DSER	LOC117580963|XP_034123640.1|DGUA
OG0000474	LOC110177012|XP_020799184.1|DSER, LOC110191202|XP_020817628.1|DSER	LOC117580835|XP_034123464.1|DGUA
OG0000474	LOC110181260|XP_020804626.1|DSER	LOC117580545|XP_034123033.1|DGUA
OG0000475	LOC110187715|XP_020812811.1|DSER	LOC117589841|XP_034137984.1|DGUA
OG0000475	LOC110188027|XP_020813224.1|DSER	LOC117589842|XP_034137988.1|DGUA
OG0000476	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER	LOC117583420|XP_034127603.1|DGUA
OG0000476	LOC110190847|XP_020817154.1|DSER	LOC117583418|XP_034127600.1|DGUA
OG0000477	LOC110184237|XP_020808356.1|DSER	LOC117585447|XP_034130815.1|DGUA
OG0000477	LOC110184661|XP_020808928.1|DSER	LOC117585472|XP_034130853.1|DGUA
OG0000478	LOC110186160|XP_020810870.1|DSER	LOC117585296|XP_034130616.1|DGUA
OG0000479	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER, LOC110190998|XP_020817370.1|DSER	LOC117582805|XP_034126727.1|DGUA
OG0000480	LOC110182342|XP_020806042.1|DSER	LOC117584642|XP_034129555.1|DGUA
OG0000480	LOC110182344|XP_020806043.1|DSER	LOC117583874|XP_034128414.1|DGUA
OG0000482	LOC110176614|XP_020798699.1|DSER	LOC117586365|XP_034132276.1|DGUA
OG0000482	LOC110188404|XP_020813788.1|DSER	LOC117586692|XP_034132848.1|DGUA
OG0000483	LOC110186225|XP_020810947.1|DSER	LOC117585056|XP_034130206.1|DGUA
OG0000484	LOC110188615|XP_020814041.1|DSER	LOC117586523|XP_034132548.1|DGUA
OG0000484	LOC110188616|XP_020814042.1|DSER	LOC117586525|XP_034132550.1|DGUA
OG0000485	LOC110178952|XP_020801912.1|DSER	LOC117579236|XP_034120907.1|DGUA
OG0000485	LOC110178935|XP_020801891.1|DSER	LOC117590907|XP_034139828.1|DGUA, LOC117579185|XP_034120845.1|DGUA
OG0000486	LOC110181098|XP_020804426.1|DSER	LOC117584159|XP_034128816.1|DGUA
OG0000486	LOC110181097|XP_020804425.1|DSER	LOC117584135|XP_034128783.1|DGUA
OG0000487	LOC110189204|XP_020814834.1|DSER	LOC117583568|XP_034127839.1|DGUA
OG0000487	LOC110189197|XP_020814827.1|DSER	LOC117583546|XP_034127800.1|DGUA
OG0000488	LOC110187594|XP_020812646.1|DSER	LOC117582511|XP_034126197.1|DGUA
OG0000489	LOC110176502|XP_020798535.1|DSER	LOC117583800|XP_034128273.1|DGUA
OG0000489	LOC110176097|XP_020797995.1|DSER	LOC117588694|XP_034136033.1|DGUA
OG0000490	LOC110176103|XP_020798001.1|DSER	LOC117588582|XP_034135879.1|DGUA
OG0000490	LOC110181845|XP_020805411.1|DSER	LOC117581241|XP_034124118.1|DGUA
OG0000491	LOC110185453|XP_020809953.1|DSER	LOC117589625|XP_034137603.1|DGUA
OG0000491	LOC110178525|XP_020801340.1|DSER	LOC117584745|XP_034129724.1|DGUA
OG0000492	LOC110177090|XP_020799277.1|DSER	LOC117591151|XP_034140157.1|DGUA
OG0000492	LOC110186030|XP_020810725.1|DSER	LOC117584157|XP_034128810.1|DGUA
OG0000493	LOC110176446|XP_020798454.1|DSER, LOC110176465|XP_020798483.1|DSER	LOC117583480|XP_034127680.1|DGUA, LOC117583346|XP_034127503.1|DGUA
OG0000494	LOC110190506|XP_020816690.1|DSER	LOC117585673|XP_034131165.1|DGUA
OG0000494	LOC110186083|XP_020810779.1|DSER	LOC117591542|XP_034140730.1|DGUA
OG0000495	LOC110182569|XP_020806277.1|DSER	LOC117590990|XP_034139956.1|DGUA
OG0000495	LOC110178319|XP_020801088.1|DSER	LOC117589834|XP_034137972.1|DGUA
OG0000496	LOC110183129|XP_020806976.1|DSER	LOC117588011|XP_034134928.1|DGUA
OG0000497	LOC110181200|XP_020804540.1|DSER	LOC117584460|XP_034129267.1|DGUA
OG0000497	LOC110179068|XP_020802094.1|DSER, LOC110181213|XP_020804554.1|DSER, LOC110182683|XP_020806434.1|DSER	LOC117584247|XP_034128940.1|DGUA
OG0000498	LOC110186146|XP_020810856.1|DSER	LOC117585053|XP_034130203.1|DGUA
OG0000499	LOC110182915|XP_020806776.1|DSER	LOC117588142|XP_034135132.1|DGUA
OG0000499	LOC110179499|XP_020802733.1|DSER	LOC117590686|XP_034139477.1|DGUA
OG0000500	LOC110190890|XP_020817207.1|DSER	LOC117579239|XP_034120912.1|DGUA
OG0000500	LOC110178950|XP_020801910.1|DSER	LOC117579751|XP_034121663.1|DGUA
OG0000501	LOC110176180|XP_020798090.1|DSER	LOC117589780|XP_034137910.1|DGUA
OG0000501	LOC110176189|XP_020798102.1|DSER	LOC117589850|XP_034138035.1|DGUA, LOC117589938|XP_034138155.1|DGUA
OG0000501	LOC110177879|XP_020800503.1|DSER	LOC117587707|XP_034134502.1|DGUA
OG0000502	LOC110179199|XP_020802275.1|DSER	LOC117587412|XP_034134003.1|DGUA
OG0000503	LOC110185501|XP_020810054.1|DSER	LOC117591887|XP_034141165.1|DGUA
OG0000503	LOC110185502|XP_020810056.1|DSER, LOC110177941|XP_020800582.1|DSER, LOC110179744|XP_020803019.1|DSER, LOC110185505|XP_020810059.1|DSER, LOC110185504|XP_020810058.1|DSER, LOC110185503|XP_020810057.1|DSER	LOC117591880|XP_034141153.1|DGUA, LOC117592260|XP_034141797.1|DGUA
OG0000504	LOC110183558|XP_020807518.1|DSER	LOC117588862|XP_034136256.1|DGUA
OG0000505	LOC110179747|XP_020803021.1|DSER	LOC117590284|XP_034138662.1|DGUA
OG0000505	LOC110179751|XP_020803026.1|DSER	LOC117590289|XP_034138665.1|DGUA
OG0000506	LOC110189038|XP_020814666.1|DSER, LOC110189014|XP_020814631.1|DSER	LOC117584952|XP_034130039.1|DGUA
OG0000507	LOC110182054|XP_020805669.1|DSER	LOC117590947|XP_034139886.1|DGUA
OG0000507	LOC110182092|XP_020805732.1|DSER	LOC117590948|XP_034139887.1|DGUA
OG0000508	LOC110178795|XP_020801706.1|DSER	LOC117587140|XP_034133538.1|DGUA
OG0000508	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER	LOC117586889|XP_034133113.1|DGUA
OG0000509	LOC110177555|XP_020799989.1|DSER	LOC117592291|XP_034141849.1|DGUA
OG0000509	LOC110181469|XP_020804882.1|DSER	LOC117592289|XP_034141847.1|DGUA
OG0000510	LOC110179275|XP_020802421.1|DSER	LOC117592543|XP_034142305.1|DGUA
OG0000510	LOC110179276|XP_020802422.1|DSER	LOC117592544|XP_034142306.1|DGUA
OG0000511	LOC110184918|XP_020809222.1|DSER	LOC117584423|XP_034129210.1|DGUA
OG0000511	LOC110184891|XP_020809196.1|DSER	LOC117584517|XP_034129352.1|DGUA
OG0000512	LOC110183165|XP_020807016.1|DSER	LOC117581831|XP_034125170.1|DGUA
OG0000512	LOC110178868|XP_020801801.1|DSER	LOC117580410|XP_034122848.1|DGUA
OG0000513	LOC110189268|XP_020814942.1|DSER	LOC117588275|XP_034135344.1|DGUA, LOC117591762|XP_034140964.1|DGUA, LOC117586393|XP_034132319.1|DGUA
OG0000513	LOC110183775|XP_020807791.1|DSER	LOC117587784|XP_034134619.1|DGUA
OG0000514	LOC110183926|XP_020807947.1|DSER, LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER	LOC117582192|XP_034125686.1|DGUA
OG0000514	LOC110183911|XP_020807915.1|DSER	LOC117582374|XP_034125930.1|DGUA
OG0000515	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER	LOC117587137|XP_034133535.1|DGUA
OG0000516	LOC110187129|XP_020812199.1|DSER	LOC117581038|XP_034123759.1|DGUA
OG0000516	LOC110187149|XP_020812221.1|DSER	LOC117581035|XP_034123755.1|DGUA
OG0000517	LOC110189862|XP_020815740.1|DSER	LOC117580264|XP_034122592.1|DGUA
OG0000517	LOC110189860|XP_020815738.1|DSER	LOC117580262|XP_034122590.1|DGUA
OG0000518	LOC110176722|XP_020798822.1|DSER	LOC117579863|XP_034121866.1|DGUA
OG0000518	LOC110179657|XP_020802914.1|DSER, LOC110187963|XP_020813141.1|DSER	LOC117588866|XP_034136263.1|DGUA
OG0000521	LOC110182031|XP_020805620.1|DSER	LOC117580624|XP_034123097.1|DGUA
OG0000521	LOC110182032|XP_020805621.1|DSER	LOC117580857|XP_034123496.1|DGUA
OG0000522	LOC110188505|XP_020813898.1|DSER	LOC117586110|XP_034131862.1|DGUA
OG0000522	LOC110184251|XP_020808371.1|DSER	LOC117588531|XP_034135781.1|DGUA
OG0000523	LOC110191312|XP_020817790.1|DSER	LOC117585167|XP_034130399.1|DGUA
OG0000523	LOC110176082|XP_020797983.1|DSER	LOC117581281|XP_034124193.1|DGUA
OG0000524	LOC110177426|XP_020799807.1|DSER	LOC117585858|XP_034131500.1|DGUA
OG0000524	LOC110191360|XP_020817867.1|DSER, LOC110189030|XP_020814659.1|DSER	LOC117589529|XP_034137413.1|DGUA
OG0000525	LOC110188987|XP_020814595.1|DSER	LOC117588692|XP_034136035.1|DGUA
OG0000525	LOC110188986|XP_020814594.1|DSER	LOC117588681|XP_034136024.1|DGUA
OG0000526	LOC110177188|XP_020799442.1|DSER	LOC117587947|XP_034134838.1|DGUA
OG0000526	LOC110177140|XP_020799377.1|DSER	LOC117582321|XP_034125862.1|DGUA
OG0000527	LOC110187498|XP_020812550.1|DSER	LOC117582543|XP_034126242.1|DGUA
OG0000527	LOC110187536|XP_020812589.1|DSER	LOC117582261|XP_034125773.1|DGUA
OG0000528	LOC110183785|XP_020807801.1|DSER	LOC117582217|XP_034125715.1|DGUA
OG0000529	LOC110184964|XP_020809271.1|DSER	LOC117584201|XP_034128861.1|DGUA
OG0000530	LOC110178608|XP_020801452.1|DSER	LOC117587107|XP_034133492.1|DGUA
OG0000530	LOC110188887|XP_020814463.1|DSER	LOC117586930|XP_034133183.1|DGUA
OG0000531	LOC110185061|XP_020809397.1|DSER	LOC117587886|XP_034134754.1|DGUA
OG0000531	LOC110178108|XP_020800782.1|DSER	LOC117581913|XP_034125274.1|DGUA
OG0000532	LOC110188006|XP_020813188.1|DSER	LOC117586174|XP_034131976.1|DGUA
OG0000532	LOC110188005|XP_020813186.1|DSER	LOC117586168|XP_034131968.1|DGUA
OG0000533	LOC110176029|XP_020797898.1|DSER	LOC117591023|XP_034140002.1|DGUA
OG0000533	LOC110187943|XP_020813116.1|DSER	LOC117584918|XP_034129955.1|DGUA
OG0000534	LOC110180345|XP_020803666.1|DSER, LOC110180325|XP_020803641.1|DSER	LOC117588420|XP_034135584.1|DGUA
OG0000534	LOC110185545|XP_020810118.1|DSER	LOC117591342|XP_034140458.1|DGUA
OG0000535	LOC110180040|XP_020803311.1|DSER	LOC117592473|XP_034142205.1|DGUA
OG0000535	LOC110176886|XP_020799029.1|DSER	LOC117588538|XP_034135799.1|DGUA
OG0000536	LOC110176177|XP_020798079.1|DSER	LOC117579628|XP_034121474.1|DGUA
OG0000537	LOC110189300|XP_020814989.1|DSER	LOC117581231|XP_034124111.1|DGUA
OG0000538	LOC110191630|XP_020818182.1|DSER	LOC117578875|XP_034120561.1|DGUA
OG0000538	LOC110178407|XP_020801207.1|DSER	LOC117592248|XP_034141774.1|DGUA
OG0000539	LOC110186215|XP_020810937.1|DSER	LOC117591092|XP_034140084.1|DGUA
OG0000539	LOC110186190|XP_020810907.1|DSER	LOC117591108|XP_034140101.1|DGUA
OG0000540	LOC110187273|XP_020812320.1|DSER	LOC117581806|XP_034125138.1|DGUA
OG0000540	LOC110187269|XP_020812315.1|DSER	LOC117581807|XP_034125140.1|DGUA
OG0000542	LOC110186788|XP_020811725.1|DSER	LOC117586318|XP_034132198.1|DGUA
OG0000542	LOC110185410|XP_020809876.1|DSER	LOC117590622|XP_034139320.1|DGUA
OG0000543	LOC110184670|XP_020808940.1|DSER	LOC117582918|XP_034126907.1|DGUA
OG0000543	LOC110182885|XP_020806688.1|DSER	LOC117585389|XP_034130745.1|DGUA
OG0000544	LOC110178724|XP_020801589.1|DSER	LOC117589142|XP_034136720.1|DGUA
OG0000544	LOC110184507|XP_020808731.1|DSER	LOC117586516|XP_034132540.1|DGUA
OG0000545	LOC110187823|XP_020812958.1|DSER	LOC117583333|XP_034127484.1|DGUA
OG0000545	LOC110187739|XP_020812855.1|DSER	LOC117583306|XP_034127441.1|DGUA
OG0000546	LOC110188731|XP_020814204.1|DSER	LOC117590120|XP_034138375.1|DGUA
OG0000546	LOC110179470|XP_020802700.1|DSER	LOC117588273|XP_034135326.1|DGUA
OG0000547	LOC110181593|XP_020805045.1|DSER	LOC117591012|XP_034139990.1|DGUA
OG0000548	LOC110190295|XP_020816338.1|DSER	LOC117586846|XP_034133032.1|DGUA
OG0000548	LOC110190296|XP_020816339.1|DSER	LOC117586854|XP_034133040.1|DGUA
OG0000549	LOC110177056|XP_020799233.1|DSER	LOC117592114|XP_034141537.1|DGUA
OG0000550	LOC110178745|XP_020801635.1|DSER	LOC117589006|XP_034136514.1|DGUA
OG0000550	LOC110178791|XP_020801703.1|DSER	LOC117588562|XP_034135840.1|DGUA
OG0000551	LOC110178530|XP_020801347.1|DSER	LOC117592665|XP_034142499.1|DGUA
OG0000552	LOC110186668|XP_020811592.1|DSER	LOC117591454|XP_034140614.1|DGUA
OG0000553	LOC110177872|XP_020800488.1|DSER	LOC117587553|XP_034134250.1|DGUA
OG0000554	LOC110185315|XP_020809743.1|DSER	LOC117582816|XP_034126746.1|DGUA
OG0000554	LOC110185264|XP_020809666.1|DSER	LOC117582812|XP_034126738.1|DGUA
OG0000555	LOC110179417|XP_020802605.1|DSER	LOC117587275|XP_034133749.1|DGUA
OG0000555	LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER	LOC117580172|XP_034122390.1|DGUA
OG0000556	LOC110179726|XP_020803004.1|DSER	LOC117590430|XP_034138939.1|DGUA
OG0000556	LOC110191833|XP_020818457.1|DSER	LOC117585901|XP_034131547.1|DGUA
OG0000557	LOC110176580|XP_020798653.1|DSER	LOC117586284|XP_034132129.1|DGUA
OG0000557	LOC110176610|XP_020798692.1|DSER	LOC117586286|XP_034132131.1|DGUA
OG0000558	LOC110191842|XP_020818469.1|DSER	LOC117586154|XP_034131944.1|DGUA
OG0000558	LOC110184573|XP_020808806.1|DSER	LOC117580884|XP_034123527.1|DGUA
OG0000559	LOC110186176|XP_020810888.1|DSER	LOC117589837|XP_034137978.1|DGUA
OG0000559	LOC110176282|XP_020798260.1|DSER	LOC117579238|XP_034120911.1|DGUA
OG0000560	LOC110189432|XP_020815161.1|DSER	LOC117585147|XP_034130371.1|DGUA
OG0000560	LOC110189431|XP_020815160.1|DSER	LOC117585128|XP_034130348.1|DGUA
OG0000561	LOC110190641|XP_020816898.1|DSER	LOC117589361|XP_034137148.1|DGUA
OG0000561	LOC110190559|XP_020816778.1|DSER	LOC117589364|XP_034137157.1|DGUA
OG0000562	LOC110181239|XP_020804603.1|DSER	LOC117580154|XP_034122359.1|DGUA
OG0000562	LOC110181232|XP_020804593.1|DSER	LOC117579209|XP_034120869.1|DGUA
OG0000563	LOC110177523|XP_020799938.1|DSER, LOC110177481|XP_020799887.1|DSER	LOC117579196|XP_034120856.1|DGUA
OG0000564	LOC110190320|XP_020816374.1|DSER	LOC117587186|XP_034133596.1|DGUA
OG0000564	LOC110190071|XP_020816035.1|DSER	LOC117587187|XP_034133598.1|DGUA, LOC117587188|XP_034133599.1|DGUA
OG0000566	LOC110190849|XP_020817157.1|DSER	LOC117584925|XP_034129967.1|DGUA
OG0000566	LOC110185332|XP_020809767.1|DSER	LOC117587076|XP_034133429.1|DGUA
OG0000567	LOC110181567|XP_020805016.1|DSER	LOC117581492|XP_034124630.1|DGUA
OG0000567	LOC110181566|XP_020805015.1|DSER	LOC117581493|XP_034124631.1|DGUA
OG0000568	LOC110184417|XP_020808611.1|DSER	LOC117588354|XP_034135457.1|DGUA
OG0000568	LOC110176469|XP_020798487.1|DSER	LOC117590112|XP_034138353.1|DGUA
OG0000569	LOC110191824|XP_020818448.1|DSER	LOC117589738|XP_034137805.1|DGUA
OG0000569	LOC110180710|XP_020804050.1|DSER	LOC117590059|XP_034138271.1|DGUA
OG0000570	LOC110176422|XP_020798426.1|DSER	LOC117585278|XP_034130592.1|DGUA
OG0000570	LOC110176424|XP_020798429.1|DSER	LOC117585271|XP_034130583.1|DGUA
OG0000571	LOC110176399|XP_020798393.1|DSER	LOC117583103|XP_034127172.1|DGUA
OG0000571	LOC110176397|XP_020798388.1|DSER	LOC117582993|XP_034127032.1|DGUA
OG0000572	LOC110187812|XP_020812947.1|DSER	LOC117589584|XP_034137538.1|DGUA
OG0000572	LOC110187757|XP_020812877.1|DSER	LOC117589787|XP_034137877.1|DGUA
OG0000573	LOC110188824|XP_020814373.1|DSER	LOC117587512|XP_034134197.1|DGUA
OG0000573	LOC110176936|XP_020799095.1|DSER	LOC117592092|XP_034141502.1|DGUA
OG0000574	LOC110190321|XP_020816375.1|DSER	LOC117589057|XP_034136577.1|DGUA
OG0000574	LOC110188049|XP_020813257.1|DSER	LOC117586278|XP_034132121.1|DGUA
OG0000575	LOC110190569|XP_020816803.1|DSER	LOC117586972|XP_034133239.1|DGUA
OG0000575	LOC110190593|XP_020816844.1|DSER	LOC117586973|XP_034133242.1|DGUA
OG0000576	LOC110188412|XP_020813795.1|DSER	LOC117586383|XP_034132304.1|DGUA
OG0000577	LOC110176941|XP_020799102.1|DSER	LOC117582211|XP_034125710.1|DGUA
OG0000577	LOC110176873|XP_020799007.1|DSER	LOC117582212|XP_034125711.1|DGUA
OG0000578	LOC110183305|XP_020807203.1|DSER	LOC117584092|XP_034128731.1|DGUA
OG0000578	LOC110179138|XP_020802190.1|DSER	LOC117592651|XP_034142486.1|DGUA
OG0000579	LOC110191052|XP_020817437.1|DSER	LOC117589609|XP_034137575.1|DGUA
OG0000579	LOC110177486|XP_020799897.1|DSER	LOC117579079|XP_034120678.1|DGUA
OG0000580	LOC110187872|XP_020813015.1|DSER	LOC117585508|XP_034130898.1|DGUA
OG0000580	LOC110188083|XP_020813295.1|DSER	LOC117585507|XP_034130897.1|DGUA
OG0000581	LOC110190173|XP_020816182.1|DSER	LOC117585100|XP_034130268.1|DGUA
OG0000581	LOC110181771|XP_020805302.1|DSER	LOC117590359|XP_034138789.1|DGUA
OG0000582	LOC110176253|XP_020798223.1|DSER	LOC117591657|XP_034140875.1|DGUA
OG0000583	LOC110178512|XP_020801322.1|DSER	LOC117578733|XP_034120287.1|DGUA
OG0000583	LOC110178511|XP_020801321.1|DSER	LOC117579684|XP_034121566.1|DGUA
OG0000584	LOC110181441|XP_020804844.1|DSER, LOC110179871|XP_020803130.1|DSER	LOC117587725|XP_034134534.1|DGUA
OG0000584	LOC110181436|XP_020804837.1|DSER, LOC110179870|XP_020803129.1|DSER	LOC117579666|XP_034121542.1|DGUA, LOC117588224|XP_034135261.1|DGUA
OG0000585	LOC110183669|XP_020807662.1|DSER	LOC117589047|XP_034136565.1|DGUA, LOC117589071|XP_034136594.1|DGUA
OG0000586	LOC110177776|XP_020800302.1|DSER	LOC117592412|XP_034142047.1|DGUA
OG0000586	LOC110191327|XP_020817823.1|DSER	LOC117592047|XP_034141423.1|DGUA
OG0000589	LOC110183229|XP_020807104.1|DSER	LOC117588744|XP_034136112.1|DGUA
OG0000590	LOC110188594|XP_020814016.1|DSER	LOC117582989|XP_034127028.1|DGUA
OG0000590	LOC110183551|XP_020807510.1|DSER	LOC117580648|XP_034123138.1|DGUA
OG0000592	LOC110191585|XP_020818129.1|DSER	LOC117585643|XP_034131123.1|DGUA
OG0000592	LOC110189203|XP_020814832.1|DSER	LOC117581799|XP_034125134.1|DGUA
OG0000593	LOC110186802|XP_020811743.1|DSER	LOC117585054|XP_034130204.1|DGUA
OG0000593	LOC110181831|XP_020805393.1|DSER	LOC117588805|XP_034136211.1|DGUA
OG0000594	LOC110186598|XP_020811485.1|DSER	LOC117582712|XP_034126526.1|DGUA
OG0000594	LOC110176626|XP_020798710.1|DSER	LOC117586283|XP_034132128.1|DGUA
OG0000595	LOC110184071|XP_020808114.1|DSER	LOC117589615|XP_034137583.1|DGUA
OG0000595	LOC110188373|XP_020813746.1|DSER	LOC117583377|XP_034127551.1|DGUA
OG0000596	LOC110179486|XP_020802719.1|DSER	LOC117590742|XP_034139543.1|DGUA
OG0000596	LOC110176451|XP_020798462.1|DSER	LOC117586675|XP_034132815.1|DGUA
OG0000597	LOC110187848|XP_020812991.1|DSER	LOC117583126|XP_034127208.1|DGUA
OG0000597	LOC110191370|XP_020817881.1|DSER	LOC117582731|XP_034126549.1|DGUA
OG0000598	LOC110188127|XP_020813374.1|DSER	LOC117589712|XP_034137767.1|DGUA
OG0000599	LOC110178641|XP_020801492.1|DSER	LOC117587247|XP_034133709.1|DGUA
OG0000599	LOC110178633|XP_020801479.1|DSER	LOC117587144|XP_034133541.1|DGUA
OG0000600	LOC110189482|XP_020815228.1|DSER	LOC117578500|XP_034119939.1|DGUA
OG0000600	LOC110189256|XP_020814925.1|DSER	LOC117586868|XP_034133060.1|DGUA
OG0000601	LOC110185680|XP_020810306.1|DSER	LOC117584252|XP_034128946.1|DGUA
OG0000601	LOC110177565|XP_020800001.1|DSER, LOC110188792|XP_020814306.1|DSER	LOC117587595|XP_034134337.1|DGUA
OG0000602	LOC110185847|XP_020810513.1|DSER	LOC117587992|XP_034134897.1|DGUA
OG0000602	LOC110185754|XP_020810412.1|DSER	LOC117587993|XP_034134898.1|DGUA
OG0000603	LOC110176878|XP_020799013.1|DSER	LOC117581775|XP_034125089.1|DGUA
OG0000604	LOC110182327|XP_020806018.1|DSER	LOC117584229|XP_034128902.1|DGUA
OG0000604	LOC110182326|XP_020806017.1|DSER	LOC117584228|XP_034128901.1|DGUA
OG0000605	LOC110179891|XP_020803150.1|DSER, LOC110187456|XP_020812503.1|DSER	LOC117583867|XP_034128404.1|DGUA
OG0000606	LOC110177352|XP_020799703.1|DSER	LOC117584923|XP_034129964.1|DGUA
OG0000607	LOC110190852|XP_020817160.1|DSER	LOC117585348|XP_034130682.1|DGUA
OG0000607	LOC110187682|XP_020812772.1|DSER	LOC117586092|XP_034131839.1|DGUA
OG0000608	LOC110186172|XP_020810885.1|DSER	LOC117585552|XP_034130967.1|DGUA
OG0000608	LOC110186241|XP_020810966.1|DSER	LOC117584929|XP_034129976.1|DGUA
OG0000609	LOC110185774|XP_020810436.1|DSER	LOC117581840|XP_034125185.1|DGUA
OG0000609	LOC110176930|XP_020799085.1|DSER, LOC110180528|XP_020803855.1|DSER	LOC117590797|XP_034139643.1|DGUA
OG0000610	LOC110185216|XP_020809604.1|DSER	LOC117579557|XP_034121368.1|DGUA
OG0000610	LOC110177774|XP_020800299.1|DSER	LOC117583646|XP_034127993.1|DGUA
OG0000611	LOC110179244|XP_020802359.1|DSER	LOC117585964|XP_034131668.1|DGUA
OG0000611	LOC110181452|XP_020804861.1|DSER	LOC117592288|XP_034141840.1|DGUA
OG0000612	LOC110190893|XP_020817211.1|DSER, LOC110191352|XP_020817859.1|DSER, LOC110191351|XP_020817858.1|DSER	LOC117580539|XP_034123023.1|DGUA
OG0000612	LOC110190888|XP_020817206.1|DSER	LOC117580242|XP_034122556.1|DGUA
OG0000615	LOC110182641|XP_020806369.1|DSER	LOC117579823|XP_034121805.1|DGUA
OG0000615	LOC110188748|XP_020814248.1|DSER	LOC117589730|XP_034137796.1|DGUA
OG0000616	LOC110182634|XP_020806359.1|DSER, LOC110182633|XP_020806356.1|DSER, LOC110182632|XP_020806353.1|DSER	LOC117588730|XP_034136090.1|DGUA
OG0000617	LOC110177319|XP_020799652.1|DSER	LOC117582826|XP_034126768.1|DGUA
OG0000617	LOC110190963|XP_020817312.1|DSER	LOC117582775|XP_034126636.1|DGUA
OG0000618	LOC110191113|XP_020817517.1|DSER	LOC117585391|XP_034130744.1|DGUA
OG0000618	LOC110191053|XP_020817438.1|DSER	LOC117579105|XP_034120722.1|DGUA
OG0000619	LOC110178445|XP_020801238.1|DSER	LOC117579367|XP_034121122.1|DGUA
OG0000620	LOC110184175|XP_020808245.1|DSER	LOC117581579|XP_034124820.1|DGUA
OG0000620	LOC110190629|XP_020816881.1|DSER	LOC117580022|XP_034122135.1|DGUA
OG0000621	LOC110188201|XP_020813457.1|DSER	LOC117584987|XP_034130101.1|DGUA, LOC117580759|XP_034123345.1|DGUA
OG0000621	LOC110179492|XP_020802725.1|DSER	LOC117581388|XP_034124421.1|DGUA
OG0000622	LOC110178749|XP_020801640.1|DSER	LOC117589044|XP_034136563.1|DGUA
OG0000622	LOC110190510|XP_020816691.1|DSER	LOC117587041|XP_034133363.1|DGUA
OG0000623	LOC110186983|XP_020812001.1|DSER	LOC117586964|XP_034133228.1|DGUA
OG0000623	LOC110176698|XP_020798792.1|DSER	LOC117579413|XP_034121183.1|DGUA
OG0000624	LOC110189664|XP_020815468.1|DSER	LOC117582076|XP_034125527.1|DGUA
OG0000625	LOC110190464|XP_020816632.1|DSER	LOC117580303|XP_034122684.1|DGUA
OG0000625	LOC110190571|XP_020816805.1|DSER	LOC117580313|XP_034122699.1|DGUA
OG0000626	LOC110178151|XP_020800842.1|DSER	LOC117582928|XP_034126923.1|DGUA
OG0000626	LOC110181093|XP_020804421.1|DSER	LOC117591983|XP_034141316.1|DGUA
OG0000627	LOC110185256|XP_020809651.1|DSER	LOC117589193|XP_034136811.1|DGUA
OG0000627	LOC110180617|XP_020803960.1|DSER	LOC117591399|XP_034140535.1|DGUA
OG0000628	LOC110182378|XP_020806079.1|DSER	LOC117587890|XP_034134758.1|DGUA
OG0000628	LOC110183345|XP_020807258.1|DSER	LOC117584012|XP_034128635.1|DGUA
OG0000629	LOC110187758|XP_020812881.1|DSER	LOC117585483|XP_034130868.1|DGUA
OG0000629	LOC110187447|XP_020812494.1|DSER	LOC117584833|XP_034129854.1|DGUA
OG0000630	LOC110181379|XP_020804767.1|DSER	LOC117587638|XP_034134413.1|DGUA
OG0000630	LOC110181363|XP_020804746.1|DSER	LOC117587683|XP_034134467.1|DGUA
OG0000631	LOC110187312|XP_020812360.1|DSER, LOC110177653|XP_020800123.1|DSER, LOC110182406|XP_020806104.1|DSER	LOC117581821|XP_034125155.1|DGUA
OG0000631	LOC110185944|XP_020810619.1|DSER	LOC117591147|XP_034140146.1|DGUA
OG0000632	LOC110179178|XP_020802238.1|DSER	LOC117582272|XP_034125792.1|DGUA
OG0000632	LOC110186043|XP_020810741.1|DSER	LOC117582523|XP_034126212.1|DGUA
