Orthogroup	DSER.longest_only	DSUZ.longest_only
OG0000500	LOC110178950|XP_020801910.1|DSER	LOC108007757|XP_016927000.2|DSUZ
OG0000501	LOC110176180|XP_020798090.1|DSER	LOC108019588|XP_016942918.1|DSUZ
OG0000501	LOC110176189|XP_020798102.1|DSER	LOC108019591|XP_016942919.1|DSUZ
OG0000501	LOC110177879|XP_020800503.1|DSER	LOC108005397|XP_016924152.1|DSUZ
OG0000502	LOC110179199|XP_020802275.1|DSER	LOC108009465|XP_016929333.1|DSUZ
OG0000503	LOC110185501|XP_020810054.1|DSER	LOC108008258|XP_016927536.1|DSUZ
OG0000503	LOC110185503|XP_020810057.1|DSER	LOC108008257|XP_016927535.2|DSUZ
OG0000504	LOC110183558|XP_020807518.1|DSER	LOC108006687|XP_016925714.2|DSUZ
OG0000505	LOC110179747|XP_020803021.1|DSER	LOC108018884|XP_036675752.1|DSUZ
OG0000505	LOC110179751|XP_020803026.1|DSER	LOC108019217|XP_016942501.1|DSUZ
OG0000506	LOC110189034|XP_020814662.1|DSER	LOC108005036|XP_036673419.1|DSUZ
OG0000506	LOC110189038|XP_020814666.1|DSER	LOC108005035|XP_016923661.2|DSUZ
OG0000507	LOC110182054|XP_020805669.1|DSER	LOC108004663|XP_016923128.1|DSUZ
OG0000507	LOC110182092|XP_020805732.1|DSER	LOC108004664|XP_016923129.1|DSUZ
OG0000508	LOC110178795|XP_020801706.1|DSER	LOC108012744|XP_016933667.2|DSUZ
OG0000508	LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER	LOC108013204|XP_016934403.1|DSUZ
OG0000509	LOC110177555|XP_020799989.1|DSER	LOC108009916|XP_016930130.1|DSUZ
OG0000509	LOC110181469|XP_020804882.1|DSER	LOC108009621|XP_016929598.1|DSUZ
OG0000510	LOC110179275|XP_020802421.1|DSER	LOC108010013|XP_016930294.2|DSUZ, LOC108010012|XP_016930293.2|DSUZ
OG0000510	LOC110179276|XP_020802422.1|DSER	LOC108010011|XP_016930292.1|DSUZ
OG0000511	LOC110184918|XP_020809222.1|DSER	LOC108004657|XP_016923106.1|DSUZ
OG0000511	LOC110184891|XP_020809196.1|DSER	LOC108021478|XP_016945709.1|DSUZ
OG0000512	LOC110183165|XP_020807016.1|DSER	LOC108016168|XP_016938282.1|DSUZ
OG0000512	LOC110178868|XP_020801801.1|DSER	LOC108010686|XP_016931084.2|DSUZ
OG0000513	LOC110189268|XP_020814942.1|DSER	LOC108018186|XP_016941179.1|DSUZ
OG0000513	LOC110183775|XP_020807791.1|DSER	LOC108021195|XP_016945274.1|DSUZ
OG0000514	LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER	LOC108014280|XP_016935813.1|DSUZ
OG0000514	LOC110183911|XP_020807915.1|DSER	LOC108014302|XP_016935858.1|DSUZ
OG0000515	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER	LOC108014633|XP_036672114.1|DSUZ
OG0000516	LOC110187129|XP_020812199.1|DSER	LOC108005280|XP_016923959.1|DSUZ
OG0000516	LOC110187149|XP_020812221.1|DSER	LOC108005288|XP_016923973.1|DSUZ
OG0000517	LOC110189862|XP_020815740.1|DSER	LOC118877282|XP_036671111.1|DSUZ
OG0000517	LOC110189860|XP_020815738.1|DSER	LOC108013769|XP_036671112.1|DSUZ
OG0000518	LOC110176722|XP_020798822.1|DSER	LOC108006833|XP_016925870.2|DSUZ
OG0000518	LOC110191302|XP_020817772.1|DSER	LOC108013198|XP_016934396.1|DSUZ
OG0000518	LOC110179657|XP_020802914.1|DSER, LOC110187963|XP_020813141.1|DSER	LOC108012585|XP_016933491.2|DSUZ, LOC108006881|XP_036672002.1|DSUZ
OG0000519	LOC110187523|XP_020812578.1|DSER	LOC118876811|XP_036668656.1|DSUZ, LOC108006355|XP_016925365.1|DSUZ
OG0000520	LOC110178958|XP_020801920.1|DSER	LOC108011002|XP_016931517.2|DSUZ, LOC118879425|XP_036678188.1|DSUZ, LOC118879577|XP_036678372.1|DSUZ
OG0000521	LOC110182031|XP_020805620.1|DSER	LOC108004832|XP_016923397.2|DSUZ
OG0000521	LOC110182032|XP_020805621.1|DSER	LOC108004831|XP_036676028.1|DSUZ
OG0000522	LOC110188505|XP_020813898.1|DSER	LOC108011282|XP_016931877.2|DSUZ
OG0000522	LOC110184251|XP_020808371.1|DSER	LOC108006311|XP_036676167.1|DSUZ
OG0000523	LOC110191312|XP_020817790.1|DSER	LOC108005046|XP_016923673.2|DSUZ
OG0000523	LOC110176082|XP_020797983.1|DSER	LOC108015167|XP_016936933.1|DSUZ
OG0000524	LOC110177426|XP_020799807.1|DSER	LOC108005987|XP_016924916.2|DSUZ
OG0000524	LOC110191360|XP_020817867.1|DSER	LOC118877643|XP_036673089.1|DSUZ
OG0000524	LOC110189030|XP_020814659.1|DSER	LOC108020562|XP_036673033.1|DSUZ
OG0000525	LOC110188987|XP_020814595.1|DSER	LOC108009363|XP_016929153.1|DSUZ
OG0000525	LOC110188986|XP_020814594.1|DSER	LOC108009362|XP_016929152.1|DSUZ
OG0000526	LOC110177188|XP_020799442.1|DSER	LOC108009284|XP_016929006.1|DSUZ
OG0000526	LOC110177140|XP_020799377.1|DSER	LOC108018138|XP_016941084.1|DSUZ
OG0000527	LOC110187498|XP_020812550.1|DSER	LOC108021217|XP_036668816.1|DSUZ
OG0000527	LOC110187536|XP_020812589.1|DSER	LOC108021083|XP_016945090.1|DSUZ
OG0000528	LOC110183785|XP_020807801.1|DSER	LOC108019656|XP_016943037.1|DSUZ
OG0000529	LOC110184964|XP_020809271.1|DSER	LOC108009810|XP_016929980.1|DSUZ
OG0000529	LOC110187374|XP_020812423.1|DSER	LOC108014970|XP_016936683.1|DSUZ
OG0000530	LOC110178608|XP_020801452.1|DSER	LOC108018736|XP_016941799.2|DSUZ
OG0000530	LOC110188887|XP_020814463.1|DSER	LOC108012589|XP_016933496.1|DSUZ
OG0000531	LOC110178108|XP_020800782.1|DSER	LOC108019142|XP_016942383.1|DSUZ
OG0000532	LOC110188006|XP_020813188.1|DSER	LOC118877580|XP_036672733.1|DSUZ, LOC108014326|XP_016935889.1|DSUZ
OG0000532	LOC110188005|XP_020813186.1|DSER	LOC108018295|XP_016941310.2|DSUZ
OG0000533	LOC110176029|XP_020797898.1|DSER	LOC108015350|XP_016937250.1|DSUZ
OG0000533	LOC110187943|XP_020813116.1|DSER	LOC108007957|XP_016927216.1|DSUZ
OG0000534	LOC110180325|XP_020803641.1|DSER	LOC108005347|XP_016924075.1|DSUZ
OG0000534	LOC110185545|XP_020810118.1|DSER	LOC108020770|XP_016944641.1|DSUZ
OG0000535	LOC110180040|XP_020803311.1|DSER	LOC108009646|XP_016929639.1|DSUZ
OG0000535	LOC110176886|XP_020799029.1|DSER	LOC108019892|XP_016943460.1|DSUZ
OG0000536	LOC110176177|XP_020798079.1|DSER	LOC108013610|XP_036671670.1|DSUZ
OG0000537	LOC110189300|XP_020814989.1|DSER	LOC108017788|XP_016940419.1|DSUZ
OG0000538	LOC110191630|XP_020818182.1|DSER	LOC108009193|XP_016928834.1|DSUZ
OG0000538	LOC110178407|XP_020801207.1|DSER	LOC108018106|XP_016941009.1|DSUZ
OG0000539	LOC110186215|XP_020810937.1|DSER	LOC108016309|XP_016938432.1|DSUZ
OG0000539	LOC110186190|XP_020810907.1|DSER	LOC108014057|XP_016935564.1|DSUZ
OG0000540	LOC110187269|XP_020812315.1|DSER	LOC108008299|XP_016927605.1|DSUZ
OG0000542	LOC110186788|XP_020811725.1|DSER	LOC108015729|XP_036674607.1|DSUZ
OG0000542	LOC110185410|XP_020809876.1|DSER	LOC108020426|XP_016944227.1|DSUZ
OG0000543	LOC110184670|XP_020808940.1|DSER	LOC108007777|XP_016927022.2|DSUZ
OG0000543	LOC110182885|XP_020806688.1|DSER	LOC108019564|XP_016942891.1|DSUZ
OG0000544	LOC110178724|XP_020801589.1|DSER	LOC108013470|XP_016934841.1|DSUZ
OG0000544	LOC110184507|XP_020808731.1|DSER	LOC108011785|XP_016932511.1|DSUZ
OG0000545	LOC110187823|XP_020812958.1|DSER	LOC108020783|XP_016944650.2|DSUZ
OG0000545	LOC110187739|XP_020812855.1|DSER	LOC108020785|XP_036674579.1|DSUZ
OG0000546	LOC110188731|XP_020814204.1|DSER	LOC108007653|XP_016926865.2|DSUZ
OG0000546	LOC110179470|XP_020802700.1|DSER	LOC108006568|XP_016925592.1|DSUZ
OG0000547	LOC110187897|XP_020813051.1|DSER	LOC108019357|XP_016942667.1|DSUZ, LOC108010540|XP_016930908.2|DSUZ
OG0000548	LOC110190295|XP_020816338.1|DSER	LOC108013099|XP_016934234.1|DSUZ
OG0000548	LOC110190296|XP_020816339.1|DSER	LOC108013301|XP_016934581.1|DSUZ
OG0000549	LOC110177056|XP_020799233.1|DSER	LOC108010152|XP_016930476.1|DSUZ
OG0000550	LOC110178745|XP_020801635.1|DSER	LOC108013050|XP_016934149.1|DSUZ
OG0000550	LOC110178791|XP_020801703.1|DSER	LOC108012932|XP_016933956.1|DSUZ
OG0000551	LOC110178527|XP_020801342.1|DSER	LOC108017782|XP_036669873.1|DSUZ
OG0000552	LOC110186838|XP_020811787.1|DSER	LOC108016487|XP_016938643.2|DSUZ
OG0000552	LOC110186668|XP_020811592.1|DSER	LOC108016486|XP_036675629.1|DSUZ
OG0000553	LOC110177872|XP_020800488.1|DSER	LOC108021070|XP_016945071.1|DSUZ
OG0000554	LOC110185315|XP_020809743.1|DSER	LOC118877964|XP_036674650.1|DSUZ
OG0000554	LOC110185264|XP_020809666.1|DSER	LOC108007839|XP_036674679.1|DSUZ
OG0000555	LOC110179417|XP_020802605.1|DSER	LOC108012627|XP_016933538.1|DSUZ
OG0000555	LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER	LOC108007179|XP_016926300.1|DSUZ
OG0000556	LOC110179726|XP_020803004.1|DSER	LOC108005241|XP_016923923.1|DSUZ
OG0000556	LOC110191833|XP_020818457.1|DSER	LOC108014553|XP_016936186.1|DSUZ
OG0000557	LOC110176580|XP_020798653.1|DSER	LOC108019244|XP_016942529.2|DSUZ
OG0000557	LOC110176610|XP_020798692.1|DSER	LOC108019281|XP_016942584.2|DSUZ
OG0000558	LOC110191842|XP_020818469.1|DSER	LOC108014558|XP_016936194.1|DSUZ
OG0000558	LOC110184573|XP_020808806.1|DSER	LOC108004619|XP_016923048.1|DSUZ
OG0000559	LOC110186176|XP_020810888.1|DSER	LOC108006792|XP_036675688.1|DSUZ, LOC108006769|XP_036674765.1|DSUZ
OG0000559	LOC110176282|XP_020798260.1|DSER	LOC108008001|XP_016927270.2|DSUZ
OG0000560	LOC110189432|XP_020815161.1|DSER	LOC108018218|XP_016941226.1|DSUZ
OG0000560	LOC110189431|XP_020815160.1|DSER	LOC108018217|XP_016941225.1|DSUZ
OG0000561	LOC110190641|XP_020816898.1|DSER	LOC108013627|XP_016935060.1|DSUZ
OG0000561	LOC110190559|XP_020816778.1|DSER	LOC108012283|XP_036671710.1|DSUZ
OG0000562	LOC110181239|XP_020804603.1|DSER	LOC108017382|XP_036670681.1|DSUZ
OG0000562	LOC110181232|XP_020804593.1|DSER	LOC108015911|XP_016937972.1|DSUZ
OG0000563	LOC110177523|XP_020799938.1|DSER	LOC108014519|XP_016936146.1|DSUZ
OG0000563	LOC110177481|XP_020799887.1|DSER	LOC108006384|XP_016925394.2|DSUZ
OG0000564	LOC110190320|XP_020816374.1|DSER	LOC108012742|XP_016933665.1|DSUZ
OG0000564	LOC110190071|XP_020816035.1|DSER	LOC108012709|XP_016933627.1|DSUZ
OG0000566	LOC110190849|XP_020817157.1|DSER	LOC108019989|XP_036673858.1|DSUZ, LOC108019988|XP_036677534.1|DSUZ
OG0000566	LOC110185332|XP_020809767.1|DSER	LOC108013263|XP_016934511.1|DSUZ
OG0000567	LOC110181567|XP_020805016.1|DSER	LOC108011118|XP_016931679.1|DSUZ
OG0000567	LOC110181566|XP_020805015.1|DSER	LOC108011116|XP_016931676.1|DSUZ
OG0000568	LOC110184417|XP_020808611.1|DSER	LOC108019001|XP_016942104.1|DSUZ
OG0000568	LOC110176469|XP_020798487.1|DSER	LOC108011600|XP_016932258.2|DSUZ
OG0000569	LOC110191824|XP_020818448.1|DSER	LOC118877958|XP_036674628.1|DSUZ
OG0000569	LOC110180710|XP_020804050.1|DSER	LOC108017047|XP_016939493.2|DSUZ
OG0000570	LOC110176422|XP_020798426.1|DSER	LOC108020633|XP_016944474.1|DSUZ
OG0000570	LOC110176424|XP_020798429.1|DSER	LOC108020629|XP_016944470.2|DSUZ
OG0000571	LOC110176399|XP_020798393.1|DSER	LOC108014798|XP_036673543.1|DSUZ
OG0000571	LOC110176397|XP_020798388.1|DSER	LOC118878705|XP_036677613.1|DSUZ
OG0000572	LOC110187812|XP_020812947.1|DSER	LOC108005692|XP_036673926.1|DSUZ
OG0000572	LOC110187757|XP_020812877.1|DSER	LOC108005702|XP_016924518.1|DSUZ
OG0000573	LOC110188824|XP_020814373.1|DSER	LOC108013380|XP_016934693.1|DSUZ
OG0000573	LOC110176936|XP_020799095.1|DSER	LOC108009661|XP_016929672.1|DSUZ
OG0000574	LOC110190321|XP_020816375.1|DSER	LOC108006668|XP_036671918.1|DSUZ
OG0000574	LOC110188049|XP_020813257.1|DSER	LOC108005059|XP_016923687.2|DSUZ, LOC118877675|XP_036673252.1|DSUZ
OG0000575	LOC110190569|XP_020816803.1|DSER	LOC108007272|XP_036671843.1|DSUZ
OG0000575	LOC110190593|XP_020816844.1|DSER	LOC108007279|XP_036671959.1|DSUZ
OG0000576	LOC110188526|XP_020813928.1|DSER	LOC108017112|XP_016939561.2|DSUZ
OG0000576	LOC110188412|XP_020813795.1|DSER	LOC108017098|XP_036675117.1|DSUZ
OG0000577	LOC110176941|XP_020799102.1|DSER	LOC108016329|XP_016938458.1|DSUZ
OG0000577	LOC110176873|XP_020799007.1|DSER	LOC108016302|XP_016938428.1|DSUZ
OG0000578	LOC110183305|XP_020807203.1|DSER	LOC108020947|XP_016944875.1|DSUZ
OG0000578	LOC110179138|XP_020802190.1|DSER	LOC108008448|XP_016927789.1|DSUZ
OG0000579	LOC110191052|XP_020817437.1|DSER	LOC108017214|XP_016938011.2|DSUZ
OG0000579	LOC110177486|XP_020799897.1|DSER	LOC108006714|XP_016925745.1|DSUZ
OG0000580	LOC110187872|XP_020813015.1|DSER	LOC108012120|XP_036674774.1|DSUZ
OG0000580	LOC110188083|XP_020813295.1|DSER	LOC108012121|XP_016932896.2|DSUZ
OG0000581	LOC110190173|XP_020816182.1|DSER	LOC108018390|XP_036672534.1|DSUZ
OG0000581	LOC110181771|XP_020805302.1|DSER	LOC108006332|XP_016925323.1|DSUZ
OG0000582	LOC110176253|XP_020798223.1|DSER	LOC108009763|XP_016929875.1|DSUZ
OG0000583	LOC110178512|XP_020801322.1|DSER	LOC108008792|XP_016928178.1|DSUZ
OG0000583	LOC110178511|XP_020801321.1|DSER	LOC108009036|XP_016928499.1|DSUZ
OG0000584	LOC110181441|XP_020804844.1|DSER, LOC110179871|XP_020803130.1|DSER	LOC108011976|XP_016932730.1|DSUZ
OG0000584	LOC110181436|XP_020804837.1|DSER, LOC110179870|XP_020803129.1|DSER	LOC108011270|XP_016931870.1|DSUZ
OG0000585	LOC110183669|XP_020807662.1|DSER	LOC108018323|XP_016941352.1|DSUZ
OG0000585	LOC110183712|XP_020807719.1|DSER	LOC118877359|XP_036671736.1|DSUZ
OG0000586	LOC110177776|XP_020800302.1|DSER	LOC108010239|XP_016930581.1|DSUZ
OG0000586	LOC110178265|XP_020800989.1|DSER	LOC108017815|XP_016940453.1|DSUZ
OG0000586	LOC110191327|XP_020817823.1|DSER	LOC108019921|XP_016943516.1|DSUZ
OG0000587	LOC110183757|XP_020807774.1|DSER, LOC110181117|XP_020804451.1|DSER	LOC108009774|XP_016929893.1|DSUZ, LOC108008283|XP_016927560.2|DSUZ, LOC108010421|XP_016930771.2|DSUZ, LOC108017921|XP_016940584.1|DSUZ
OG0000589	LOC110183229|XP_020807104.1|DSER	LOC108016912|XP_016939319.1|DSUZ
OG0000590	LOC110188594|XP_020814016.1|DSER	LOC108011016|XP_036673990.1|DSUZ
OG0000590	LOC110183551|XP_020807510.1|DSER	LOC108018907|XP_016941988.2|DSUZ, LOC108007736|XP_016926980.2|DSUZ
OG0000592	LOC110191585|XP_020818129.1|DSER	LOC108009687|XP_016929723.1|DSUZ
OG0000592	LOC110189203|XP_020814832.1|DSER	LOC108008840|XP_016928234.1|DSUZ
OG0000593	LOC110186802|XP_020811743.1|DSER	LOC108010733|XP_036674522.1|DSUZ
OG0000593	LOC110181831|XP_020805393.1|DSER	LOC108019192|XP_016942454.1|DSUZ
OG0000594	LOC110186598|XP_020811485.1|DSER	LOC108014784|XP_016936466.1|DSUZ
OG0000594	LOC110176626|XP_020798710.1|DSER	LOC108017407|XP_016939922.2|DSUZ
OG0000595	LOC110184071|XP_020808114.1|DSER	LOC118877925|XP_036674395.1|DSUZ, LOC108010981|XP_036672519.1|DSUZ
OG0000595	LOC110188373|XP_020813746.1|DSER	LOC108014764|XP_016936445.2|DSUZ
OG0000596	LOC110179486|XP_020802719.1|DSER	LOC108015398|XP_016937307.1|DSUZ
OG0000596	LOC110176451|XP_020798462.1|DSER	LOC108010921|XP_016931410.2|DSUZ
OG0000597	LOC110187848|XP_020812991.1|DSER	LOC108011499|XP_016932138.2|DSUZ
OG0000597	LOC110191370|XP_020817881.1|DSER	LOC118878093|XP_036675289.1|DSUZ
OG0000598	LOC110188127|XP_020813374.1|DSER	LOC108014127|XP_036673912.1|DSUZ
OG0000599	LOC110178641|XP_020801492.1|DSER	LOC108011847|XP_016932575.2|DSUZ
OG0000599	LOC110178633|XP_020801479.1|DSER	LOC108012776|XP_016933699.1|DSUZ
OG0000600	LOC110189482|XP_020815228.1|DSER	LOC108017829|XP_016940470.2|DSUZ
OG0000600	LOC110189256|XP_020814925.1|DSER	LOC108018240|XP_016941255.1|DSUZ
OG0000601	LOC110185680|XP_020810306.1|DSER	LOC108008307|XP_016927616.1|DSUZ
OG0000601	LOC110177565|XP_020800001.1|DSER, LOC110188792|XP_020814306.1|DSER	LOC108021515|XP_016945761.1|DSUZ
OG0000602	LOC110185847|XP_020810513.1|DSER	LOC108006804|XP_016925845.1|DSUZ
OG0000602	LOC110185754|XP_020810412.1|DSER	LOC108006573|XP_016925595.1|DSUZ
OG0000603	LOC110176878|XP_020799013.1|DSER	LOC108017952|XP_016940696.1|DSUZ
OG0000604	LOC110182327|XP_020806018.1|DSER	LOC108021516|XP_016945762.1|DSUZ
OG0000604	LOC110182326|XP_020806017.1|DSER	LOC108005530|XP_016924316.1|DSUZ
OG0000605	LOC110179891|XP_020803150.1|DSER, LOC110187456|XP_020812503.1|DSER	LOC108008119|XP_016927401.1|DSUZ
OG0000606	LOC110177352|XP_020799703.1|DSER	LOC108005609|XP_016924408.2|DSUZ
OG0000607	LOC110190852|XP_020817160.1|DSER	LOC118877894|XP_036674225.1|DSUZ
OG0000607	LOC110187682|XP_020812772.1|DSER	LOC108018412|XP_016941457.2|DSUZ
OG0000608	LOC110186172|XP_020810885.1|DSER	LOC108018420|XP_016941466.2|DSUZ
OG0000608	LOC110186241|XP_020810966.1|DSER	LOC108014070|XP_036675298.1|DSUZ
OG0000609	LOC110176930|XP_020799085.1|DSER, LOC110180528|XP_020803855.1|DSER	LOC108016951|XP_016939373.1|DSUZ
OG0000610	LOC110185216|XP_020809604.1|DSER	LOC108020719|XP_016944577.2|DSUZ
OG0000610	LOC110177774|XP_020800299.1|DSER	LOC108008858|XP_016928251.1|DSUZ
OG0000611	LOC110179244|XP_020802359.1|DSER	LOC108009242|XP_016928900.1|DSUZ
OG0000611	LOC110181452|XP_020804861.1|DSER	LOC108010310|XP_016930690.1|DSUZ
OG0000612	LOC110190893|XP_020817211.1|DSER, LOC110191352|XP_020817859.1|DSER	LOC108015797|XP_016937845.2|DSUZ
OG0000612	LOC110191351|XP_020817858.1|DSER	LOC108007759|XP_016927002.2|DSUZ
OG0000612	LOC110190888|XP_020817206.1|DSER	LOC108007758|XP_016927001.2|DSUZ
OG0000614	LOC110191097|XP_020817502.1|DSER, LOC110175982|XP_020797840.1|DSER	LOC108015285|XP_036676169.1|DSUZ
OG0000614	LOC110191140|XP_020817553.1|DSER	LOC108015475|XP_016937394.2|DSUZ
OG0000615	LOC110182641|XP_020806369.1|DSER	LOC108010436|XP_016930785.1|DSUZ
OG0000615	LOC110188748|XP_020814248.1|DSER	LOC108010584|XP_016930957.1|DSUZ
OG0000616	LOC110182633|XP_020806356.1|DSER	LOC108010470|XP_016930831.1|DSUZ
OG0000616	LOC110182632|XP_020806353.1|DSER	LOC108010426|XP_016930774.1|DSUZ
OG0000617	LOC110177319|XP_020799652.1|DSER	LOC108019530|XP_016942858.2|DSUZ
OG0000617	LOC110190963|XP_020817312.1|DSER	LOC108018672|XP_016941731.1|DSUZ
OG0000618	LOC110191113|XP_020817517.1|DSER	LOC108011352|XP_016931951.2|DSUZ
OG0000618	LOC110191053|XP_020817438.1|DSER	LOC108017633|XP_016940226.2|DSUZ
OG0000619	LOC110178445|XP_020801238.1|DSER	LOC108018027|XP_016940881.1|DSUZ
OG0000620	LOC110184175|XP_020808245.1|DSER	LOC108005232|XP_016923912.1|DSUZ
OG0000620	LOC110190629|XP_020816881.1|DSER	LOC108013064|XP_016934172.1|DSUZ
OG0000621	LOC110188201|XP_020813457.1|DSER	LOC118877887|XP_036674180.1|DSUZ, LOC108018515|XP_036673475.1|DSUZ
OG0000621	LOC110179492|XP_020802725.1|DSER	LOC108016629|XP_016938814.1|DSUZ
OG0000622	LOC110178749|XP_020801640.1|DSER	LOC108013538|XP_016934924.1|DSUZ
OG0000622	LOC110190510|XP_020816691.1|DSER	LOC108013611|XP_036671923.1|DSUZ
OG0000623	LOC110186983|XP_020812001.1|DSER	LOC108012374|XP_016933218.1|DSUZ
OG0000623	LOC110176698|XP_020798792.1|DSER	LOC108005837|XP_016924668.1|DSUZ
OG0000624	LOC110189665|XP_020815469.1|DSER	LOC108018172|XP_016941158.1|DSUZ
OG0000624	LOC110189664|XP_020815468.1|DSER	LOC108018171|XP_016941157.1|DSUZ
OG0000625	LOC110190464|XP_020816632.1|DSER	LOC108011446|XP_016932071.2|DSUZ
OG0000625	LOC110190571|XP_020816805.1|DSER	LOC108011419|XP_036672324.1|DSUZ
OG0000626	LOC110178151|XP_020800842.1|DSER	LOC108008778|XP_016928164.1|DSUZ
OG0000626	LOC110181093|XP_020804421.1|DSER	LOC108010159|XP_016930485.1|DSUZ
OG0000627	LOC110185256|XP_020809651.1|DSER	LOC108004795|XP_016923336.2|DSUZ
OG0000627	LOC110180617|XP_020803960.1|DSER	LOC108016639|XP_016938825.1|DSUZ
OG0000628	LOC110182378|XP_020806079.1|DSER	LOC108010589|XP_016930967.1|DSUZ
OG0000628	LOC110183345|XP_020807258.1|DSER	LOC108006874|XP_016925942.1|DSUZ
OG0000629	LOC110187758|XP_020812881.1|DSER	LOC108006031|XP_036674700.1|DSUZ
OG0000629	LOC110187447|XP_020812494.1|DSER	LOC108017106|XP_016939557.1|DSUZ
OG0000630	LOC110181379|XP_020804767.1|DSER	LOC108006259|XP_016925199.1|DSUZ
OG0000630	LOC110181363|XP_020804746.1|DSER	LOC108021631|XP_016945927.1|DSUZ
OG0000631	LOC110187312|XP_020812360.1|DSER, LOC110177653|XP_020800123.1|DSER, LOC110182406|XP_020806104.1|DSER	LOC108021107|XP_016945127.1|DSUZ
OG0000631	LOC110185944|XP_020810619.1|DSER	LOC108021705|XP_016946025.1|DSUZ
OG0000632	LOC110179178|XP_020802238.1|DSER	LOC108021698|XP_036677498.1|DSUZ
OG0000632	LOC110186043|XP_020810741.1|DSER	LOC108017219|XP_016939708.1|DSUZ
OG0000633	LOC110179002|XP_020801995.1|DSER	LOC108014672|XP_016936327.1|DSUZ
OG0000633	LOC110179000|XP_020801989.1|DSER	LOC108013780|XP_036672192.1|DSUZ
OG0000635	LOC110183000|XP_020806882.1|DSER	LOC108018071|XP_016940959.1|DSUZ
OG0000635	LOC110177595|XP_020800048.1|DSER	LOC108019225|XP_016942510.1|DSUZ
OG0000636	LOC110181388|XP_020804778.1|DSER	LOC108010283|XP_016930645.1|DSUZ
OG0000636	LOC110181389|XP_020804779.1|DSER	LOC108010486|XP_016930850.1|DSUZ
OG0000637	LOC110187038|XP_020812061.1|DSER	LOC108015363|XP_016937267.1|DSUZ
OG0000637	LOC110187034|XP_020812056.1|DSER	LOC108014925|XP_036676091.1|DSUZ
OG0000638	LOC110191344|XP_020817850.1|DSER	LOC108017469|XP_036674428.1|DSUZ
OG0000638	LOC110181512|XP_020804945.1|DSER	LOC108011119|XP_016931680.2|DSUZ
OG0000639	LOC110189840|XP_020815704.1|DSER	LOC108006251|XP_036671034.1|DSUZ
OG0000641	LOC110181443|XP_020804846.1|DSER	LOC108016051|XP_016938169.1|DSUZ
OG0000641	LOC110188453|XP_020813841.1|DSER	LOC108011271|XP_016931867.2|DSUZ
OG0000642	LOC110178221|XP_020800922.1|DSER	LOC108009826|XP_036669234.1|DSUZ
OG0000642	LOC110185905|XP_020810578.1|DSER	LOC108021720|XP_016946067.2|DSUZ
OG0000643	LOC110177445|XP_020799837.1|DSER	LOC108019510|XP_036673370.1|DSUZ, LOC108019512|XP_036673229.1|DSUZ
OG0000643	LOC110177446|XP_020799838.1|DSER	LOC108019509|XP_016942827.1|DSUZ
OG0000644	LOC110181269|XP_020804637.1|DSER	LOC108016381|XP_036670629.1|DSUZ
OG0000644	LOC110181278|XP_020804652.1|DSER	LOC108014490|XP_036672140.1|DSUZ
OG0000644	LOC110181277|XP_020804651.1|DSER	LOC108016389|XP_016938525.2|DSUZ
OG0000645	LOC110185976|XP_020810658.1|DSER	LOC108018145|XP_016941098.1|DSUZ
OG0000646	LOC110189449|XP_020815185.1|DSER	LOC108020590|XP_016944428.2|DSUZ
OG0000646	LOC110184027|XP_020808054.1|DSER	LOC108007294|XP_036673490.1|DSUZ
OG0000647	LOC110176668|XP_020798762.1|DSER, LOC110191092|XP_020817495.1|DSER	LOC108016491|XP_036675160.1|DSUZ
OG0000647	LOC110184420|XP_020808614.1|DSER	LOC108018942|XP_016942029.1|DSUZ
OG0000648	LOC110184444|XP_020808643.1|DSER	LOC108014983|XP_036676593.1|DSUZ
OG0000648	LOC110184364|XP_020808516.1|DSER	LOC108016692|XP_036676648.1|DSUZ
OG0000649	LOC110176001|XP_020797861.1|DSER	LOC108010461|XP_016930818.1|DSUZ
OG0000650	LOC110191073|XP_020817465.1|DSER	LOC108015762|XP_016937790.1|DSUZ
OG0000650	LOC110185456|XP_020809958.1|DSER	LOC108020423|XP_016944220.1|DSUZ
OG0000651	LOC110189963|XP_020815911.1|DSER	LOC108006875|XP_016925939.1|DSUZ
OG0000651	LOC110178651|XP_020801502.1|DSER	LOC108011829|XP_016932554.2|DSUZ
OG0000652	LOC110182934|XP_020806772.1|DSER	LOC108009069|XP_016928569.1|DSUZ
OG0000652	LOC110183534|XP_020807493.1|DSER	LOC108004555|XP_016922978.1|DSUZ
OG0000653	LOC110190581|XP_020816833.1|DSER	LOC108018701|XP_036672588.1|DSUZ
OG0000653	LOC110178713|XP_020801575.1|DSER	LOC108006936|XP_036674914.1|DSUZ
OG0000654	LOC110191331|XP_020817825.1|DSER, LOC110178755|XP_020801647.1|DSER	LOC108012820|XP_016933752.1|DSUZ
OG0000654	LOC110190379|XP_020816468.1|DSER	LOC108006828|XP_036671981.1|DSUZ
OG0000655	LOC110182239|XP_020805920.1|DSER	LOC108019820|XP_016943325.1|DSUZ
