Orthogroup	DSER.longest_only	DANA.longest_only
OG0002186	LOC110185821|XP_020810487.1|DSER	LOC6497113|XP_001962730.1|DANA
OG0002187	LOC110188250|XP_020813582.1|DSER	LOC6498949|XP_001955621.1|DANA
OG0002188	LOC110191667|XP_020818227.1|DSER	LOC6494894|XP_014763061.1|DANA
OG0002189	LOC110179405|XP_020802589.1|DSER	LOC26514498|XP_014760180.1|DANA
OG0002190	LOC110188486|XP_020813878.1|DSER	LOC6500756|XP_001953856.1|DANA
OG0002191	LOC110176701|XP_020798796.1|DSER	LOC6506748|XP_001957313.1|DANA
OG0002192	LOC110185213|XP_020809602.1|DSER	LOC6506273|XP_001958219.1|DANA
OG0002193	LOC110188622|XP_020814051.1|DSER	LOC6500312|XP_001952947.1|DANA
OG0002194	LOC110177367|XP_020799718.1|DSER	LOC6501477|XP_001955327.1|DANA
OG0002195	LOC110191068|XP_020817459.1|DSER	LOC6501443|XP_001955265.1|DANA
OG0002196	LOC110176471|XP_020798490.1|DSER	LOC6500222|XP_014766422.1|DANA
OG0002197	LOC110178823|XP_020801749.1|DSER	LOC6507525|XP_001955855.1|DANA
OG0002198	LOC110185693|XP_020810323.1|DSER	LOC6499643|XP_032305863.1|DANA
OG0002199	LOC110186474|XP_020811319.1|DSER, LOC110186476|XP_020811322.1|DSER	LOC6505887|XP_001964553.1|DANA
OG0002200	LOC110179459|XP_020802677.1|DSER	LOC6502244|XP_001966073.1|DANA
OG0002202	LOC110191284|XP_020817750.1|DSER	LOC6501388|XP_014767017.1|DANA
OG0002203	LOC110176487|XP_020798519.1|DSER	LOC6500262|XP_001952915.3|DANA
OG0002204	LOC110189477|XP_020815222.1|DSER	LOC6499116|XP_001955268.1|DANA
OG0002205	LOC110186218|XP_020810943.1|DSER	LOC6500179|XP_001953075.1|DANA
OG0002206	LOC110177398|XP_020799762.1|DSER	LOC6499793|XP_001953903.1|DANA
OG0002207	LOC110186398|XP_020811220.1|DSER	LOC6499233|XP_001955055.2|DANA
OG0002208	LOC110186565|XP_020811431.1|DSER	LOC6499235|XP_001955052.2|DANA
OG0002209	LOC110187071|XP_020812120.1|DSER	LOC6504925|XP_001966603.1|DANA
OG0002210	LOC110188789|XP_020814304.1|DSER	LOC6499157|XP_014765934.1|DANA
OG0002211	LOC110184099|XP_020808150.1|DSER	LOC6500379|XP_032312137.1|DANA
OG0002212	LOC110191220|XP_020817646.1|DSER	LOC6501365|XP_001955084.2|DANA
OG0002213	LOC110191754|XP_020818351.1|DSER	LOC6499970|XP_001953525.1|DANA
OG0002214	LOC110191194|XP_020817621.1|DSER	LOC6499760|XP_014766216.1|DANA
OG0002215	LOC110188042|XP_020813245.1|DSER	LOC6500906|XP_014766785.2|DANA
OG0002216	LOC110179190|XP_020802262.1|DSER	LOC6505047|XP_001965567.1|DANA
OG0002217	LOC110186143|XP_020810852.1|DSER	LOC6500235|XP_001952971.1|DANA
OG0002218	LOC110184272|XP_020808396.1|DSER	LOC6504576|XP_001966594.1|DANA
OG0002219	LOC110184261|XP_020808386.1|DSER	LOC6500164|XP_001953104.1|DANA
OG0002220	LOC110184900|XP_020809208.1|DSER	LOC6500385|XP_032305738.1|DANA
OG0002221	LOC110190672|XP_020816936.1|DSER	LOC6507769|XP_001956318.3|DANA
OG0002222	LOC110189758|XP_020815675.1|DSER	LOC6496467|XP_001960963.1|DANA
OG0002223	LOC110181613|XP_020805091.1|DSER	LOC6494133|XP_032306606.1|DANA
OG0002224	LOC110182647|XP_020806377.1|DSER	LOC6496030|XP_032307267.1|DANA
OG0002225	LOC110189124|XP_020814757.1|DSER	LOC6493196|XP_032310779.1|DANA
OG0002226	LOC110189733|XP_020815586.1|DSER	LOC6496638|XP_001961307.1|DANA
OG0002227	LOC110191670|XP_020818238.1|DSER	LOC6494985|XP_032306762.1|DANA
OG0002228	LOC110191203|XP_020817632.1|DSER	LOC6495198|XP_001958872.1|DANA
OG0002229	LOC110190114|XP_020816126.1|DSER, LOC110177208|XP_020799489.1|DSER	LOC6495839|XP_001959685.2|DANA
OG0002230	LOC110182221|XP_020805910.1|DSER	LOC6495938|XP_001959890.1|DANA
OG0002231	LOC110189427|XP_020815149.1|DSER	LOC6495090|XP_001959085.1|DANA
OG0002232	LOC110179201|XP_020802278.1|DSER	LOC6495833|XP_001959678.1|DANA
OG0002233	LOC110190548|XP_020816757.1|DSER	LOC6506651|XP_001957473.2|DANA
OG0002235	LOC110177441|XP_020799831.1|DSER	LOC6495867|XP_001959747.2|DANA
OG0002236	LOC110191555|XP_020818089.1|DSER	LOC6494903|XP_001959458.1|DANA
OG0002237	LOC110191666|XP_020818223.1|DSER	LOC6495740|XP_014763471.1|DANA
OG0002238	LOC110189773|XP_020815653.1|DSER	LOC6493940|XP_032311467.1|DANA
OG0002239	LOC110182501|XP_020806212.1|DSER	LOC6496241|XP_001960520.1|DANA
OG0002240	LOC110184537|XP_020808807.1|DSER	LOC6495178|XP_001958906.1|DANA
OG0002241	LOC110190690|XP_020816961.1|DSER	LOC6507294|XP_001956297.2|DANA
OG0002242	LOC110190648|XP_020816905.1|DSER	LOC6507032|XP_001956788.1|DANA
OG0002243	LOC110188200|XP_020813456.1|DSER	LOC26513687|XP_014760888.1|DANA
OG0002244	LOC110183695|XP_020807693.1|DSER	LOC6506525|XP_032310164.1|DANA
OG0002245	LOC110189120|XP_020814754.1|DSER	LOC6506784|XP_001957246.1|DANA
OG0002246	LOC110189649|XP_020815452.1|DSER	LOC6495987|XP_032306609.1|DANA
OG0002247	LOC110191518|XP_020818045.1|DSER	LOC26513899|XP_014763954.1|DANA
OG0002248	LOC110183582|XP_020807552.1|DSER	LOC6507687|XP_001956148.2|DANA
OG0002249	LOC110190717|XP_020816998.1|DSER	LOC6493159|XP_014764244.1|DANA
OG0002250	LOC110182993|XP_020806844.1|DSER	LOC6495062|XP_032306973.1|DANA
OG0002251	LOC110182999|XP_020806850.1|DSER	LOC6495584|XP_032306744.1|DANA
OG0002252	LOC110182980|XP_020806831.1|DSER	LOC6495593|XP_014763361.1|DANA
OG0002253	LOC110178688|XP_020801553.1|DSER	LOC26514309|XP_032306226.1|DANA
OG0002254	LOC110190390|XP_020816502.1|DSER	LOC6501541|XP_001955447.1|DANA
OG0002255	LOC110180132|XP_020803435.1|DSER	LOC6502905|XP_001963619.1|DANA
OG0002256	LOC110189550|XP_020815339.1|DSER	LOC6493955|XP_001961255.1|DANA
OG0002257	LOC110179306|XP_020802451.1|DSER	LOC6495269|XP_001958732.3|DANA
OG0002258	LOC110189313|XP_020815018.1|DSER	LOC6506197|XP_032309515.1|DANA
OG0002259	LOC110184395|XP_020808566.1|DSER	LOC6503209|XP_001963646.1|DANA
OG0002260	LOC110179040|XP_020802055.1|DSER	LOC6493717|XP_001958296.1|DANA
OG0002261	LOC110190148|XP_020816136.1|DSER	LOC6506353|XP_001958048.1|DANA
OG0002262	LOC110179249|XP_020802370.1|DSER	LOC6494347|XP_001960490.2|DANA
OG0002263	LOC110190814|XP_020817124.1|DSER	LOC6506791|XP_001957235.1|DANA
OG0002264	LOC110189684|XP_020815546.1|DSER	LOC6494106|XP_001960964.3|DANA
OG0002265	LOC110185164|XP_020809528.1|DSER	LOC6493474|XP_001957830.1|DANA
OG0002266	LOC110189981|XP_020815928.1|DSER	LOC6493700|XP_001958263.1|DANA
OG0002267	LOC110190496|XP_020816671.1|DSER	LOC6493014|XP_001956854.1|DANA
OG0002268	LOC110189889|XP_020815798.1|DSER	LOC6506833|XP_001957149.1|DANA
OG0002269	LOC110178249|XP_020800960.1|DSER	LOC6494362|XP_001960463.1|DANA
OG0002270	LOC110188922|XP_020814505.1|DSER	LOC6494151|XP_001960862.1|DANA
OG0002271	LOC110190475|XP_020816644.1|DSER	LOC6507005|XP_001956842.1|DANA
OG0002272	LOC110177614|XP_020800078.1|DSER	LOC6507453|XP_001955982.1|DANA
OG0002273	LOC110189870|XP_020815754.1|DSER	LOC6493240|XP_032310651.1|DANA
OG0002274	LOC110188197|XP_020813454.1|DSER	LOC6493800|XP_032310517.1|DANA
OG0002275	LOC110190622|XP_020816876.1|DSER	LOC6507033|XP_001956786.1|DANA
OG0002276	LOC110178725|XP_020801590.1|DSER	LOC6507656|XP_014765388.1|DANA
OG0002277	LOC110178820|XP_020801745.1|DSER	LOC26515182|XP_032310620.1|DANA
OG0002278	LOC110176305|XP_020798285.1|DSER	LOC6493334|XP_032310304.1|DANA
OG0002279	LOC110190592|XP_020816843.1|DSER	LOC6493552|XP_001957983.2|DANA
OG0002280	LOC110189982|XP_020815929.1|DSER	LOC6506571|XP_001957621.2|DANA
OG0002281	LOC110183605|XP_020807580.1|DSER	LOC6493374|XP_001957630.1|DANA
OG0002282	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER	LOC6493400|XP_001957672.1|DANA
OG0002283	LOC110181107|XP_020804436.1|DSER	LOC6494702|XP_001959827.1|DANA
OG0002284	LOC110182921|XP_020806744.1|DSER	LOC6494080|XP_001961016.1|DANA
OG0002285	LOC110183526|XP_020807479.1|DSER	LOC6503633|XP_001964032.1|DANA
OG0002286	LOC110184063|XP_020808100.1|DSER	LOC6494167|XP_001960837.2|DANA
OG0002287	LOC110188934|XP_020814531.1|DSER	LOC6494152|XP_001960861.2|DANA
OG0002288	LOC110190796|XP_020817097.1|DSER	LOC6493007|XP_014764177.1|DANA
OG0002289	LOC110190026|XP_020815988.1|DSER	LOC6493032|XP_001956905.1|DANA
OG0002290	LOC110185819|XP_020810483.1|DSER	LOC6498208|XP_001962304.1|DANA
OG0002291	LOC110180011|XP_020803262.1|DSER	LOC6496515|XP_032306271.1|DANA
OG0002292	LOC110189226|XP_020814866.1|DSER	LOC6494627|XP_032306813.1|DANA
OG0002293	LOC110176697|XP_020798831.1|DSER	LOC116656506|XP_032312044.1|DANA
OG0002294	LOC110186705|XP_020811637.1|DSER	LOC6499467|XP_001954578.1|DANA
OG0002295	LOC110185581|XP_020810169.1|DSER	LOC6497762|XP_032307525.1|DANA
OG0002296	LOC110176803|XP_020798898.1|DSER	LOC6504632|XP_032310945.1|DANA
OG0002297	LOC110188604|XP_020814026.1|DSER	LOC6494642|XP_032312349.1|DANA
OG0002298	LOC110191563|XP_020818099.1|DSER	LOC6494228|XP_014762676.1|DANA
OG0002299	LOC110180017|XP_020803274.1|DSER	LOC6495295|XP_001958682.1|DANA
OG0002300	LOC110182726|XP_020806486.1|DSER	LOC6497139|XP_032311257.1|DANA
OG0002301	LOC110185085|XP_020809427.1|DSER	LOC6497250|XP_014761583.1|DANA
OG0002302	LOC110185050|XP_020809374.1|DSER	LOC6497245|XP_014761579.1|DANA
OG0002303	LOC110183513|XP_020807458.1|DSER	LOC6504026|XP_001964030.3|DANA
OG0002304	LOC110185705|XP_020810335.1|DSER	LOC6497814|XP_001961502.1|DANA
OG0002305	LOC110184655|XP_020808914.1|DSER	LOC6506774|XP_001957266.1|DANA
OG0002306	LOC110183858|XP_020807872.1|DSER	LOC6497199|XP_001962571.1|DANA
OG0002307	LOC110181312|XP_020804689.1|DSER	LOC6496839|XP_001963298.1|DANA
OG0002308	LOC110176800|XP_020798894.1|DSER	LOC6504621|XP_001964891.2|DANA
OG0002309	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER	LOC6497214|XP_001962544.1|DANA
OG0002310	LOC110187405|XP_020812452.1|DSER	LOC6497964|XP_001961805.1|DANA
OG0002311	LOC110181339|XP_020804716.1|DSER	LOC6497253|XP_032307674.1|DANA
OG0002312	LOC110185696|XP_020810322.1|DSER	LOC6504345|XP_001965013.2|DANA
OG0002313	LOC110188770|XP_020814303.1|DSER	LOC6496367|XP_014763782.1|DANA
OG0002314	LOC110190899|XP_020817221.1|DSER	LOC6495425|XP_001958821.1|DANA
OG0002315	LOC110176323|XP_020798301.1|DSER	LOC6495496|XP_014763336.1|DANA
OG0002316	LOC110183172|XP_020807023.1|DSER	LOC6498439|XP_001962824.2|DANA
OG0002317	LOC110176167|XP_020798063.1|DSER	LOC6506324|XP_014764707.1|DANA
OG0002318	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER	LOC6497895|XP_001961666.1|DANA
OG0002319	LOC110185890|XP_020810561.1|DSER	LOC6505710|XP_001964990.1|DANA
OG0002320	LOC110179214|XP_020802307.1|DSER	LOC6495577|XP_001959131.1|DANA
OG0002321	LOC110189267|XP_020814941.1|DSER	LOC6494935|XP_032305946.1|DANA
OG0002322	LOC110185978|XP_020810660.1|DSER	LOC6497156|XP_001962654.3|DANA
OG0002323	LOC110187443|XP_020812491.1|DSER	LOC6497559|XP_001961819.1|DANA
OG0002324	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER	LOC6493586|XP_014764453.1|DANA
OG0002325	LOC110178673|XP_020801533.1|DSER	LOC6506450|XP_001957860.2|DANA
OG0002326	LOC110178674|XP_020801534.1|DSER	LOC6493494|XP_001957861.1|DANA
OG0002327	LOC110188135|XP_020813382.1|DSER	LOC6499531|XP_001954430.2|DANA
OG0002328	LOC110181369|XP_020804756.1|DSER	LOC6497264|XP_032307707.1|DANA
OG0002329	LOC110185810|XP_020810473.1|DSER	LOC6497978|XP_032307687.1|DANA, LOC6497977|XP_001961830.3|DANA
OG0002330	LOC110185651|XP_020810267.1|DSER	LOC6497554|XP_001961833.3|DANA
OG0002331	LOC110179463|XP_020802681.1|DSER	LOC6502008|XP_014759698.1|DANA
OG0002332	LOC110185290|XP_020809698.1|DSER	LOC6506889|XP_001957054.3|DANA
OG0002333	LOC110184111|XP_020808163.1|DSER	LOC6494397|XP_001960404.2|DANA
OG0002334	LOC110183124|XP_020806974.1|DSER	LOC6498390|XP_001962698.2|DANA
OG0002335	LOC110178264|XP_020800988.1|DSER	LOC6495575|XP_001959125.2|DANA
OG0002336	LOC110185301|XP_020809711.1|DSER	LOC6493655|XP_001958170.1|DANA
OG0002337	LOC110177027|XP_020799205.1|DSER	LOC6495348|XP_014763269.1|DANA
OG0002338	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER	LOC6507050|XP_001965300.1|DANA
OG0002339	LOC110187208|XP_020812267.1|DSER	LOC6503279|XP_001967587.2|DANA
OG0002340	LOC110183998|XP_020808014.1|DSER	LOC6504300|XP_001965064.2|DANA
OG0002341	LOC110178012|XP_020800685.1|DSER	LOC6495761|XP_001959517.1|DANA
OG0002342	LOC110184862|XP_020809165.1|DSER	LOC6498527|XP_001962998.2|DANA
OG0002343	LOC110182349|XP_020806048.1|DSER	LOC6496989|XP_014761464.1|DANA
OG0002344	LOC110182853|XP_020806646.1|DSER	LOC6496775|XP_014760193.1|DANA
OG0002345	LOC110182890|XP_020806693.1|DSER	LOC6494094|XP_001960990.1|DANA
OG0002346	LOC110185698|XP_020810325.1|DSER	LOC6497286|XP_001962389.1|DANA
OG0002347	LOC110177693|XP_020800175.1|DSER	LOC6495487|XP_001958955.1|DANA
OG0002348	LOC110176849|XP_020798969.1|DSER	LOC6498077|XP_014761964.1|DANA
OG0002349	LOC110182892|XP_020806701.1|DSER	LOC26515533|XP_014764135.1|DANA
OG0002350	LOC110184192|XP_020808277.1|DSER	LOC6496482|XP_001960989.1|DANA
OG0002351	LOC110178229|XP_020800937.1|DSER	LOC6495703|XP_001959405.1|DANA
OG0002352	LOC110189396|XP_020815110.1|DSER	LOC6495771|XP_001959542.1|DANA
OG0002353	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER	LOC6505397|XP_001966897.2|DANA
OG0002354	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER	LOC6497173|XP_032310998.1|DANA
OG0002355	LOC110176560|XP_020798607.1|DSER	LOC6505383|XP_032309133.1|DANA
OG0002356	LOC110181173|XP_020804508.1|DSER	LOC6496825|XP_001963325.2|DANA
OG0002357	LOC110176433|XP_020798441.1|DSER	LOC6500256|XP_014766457.1|DANA
OG0002358	LOC110183294|XP_020807187.1|DSER	LOC6498559|XP_001963062.1|DANA
OG0002359	LOC110183236|XP_020807111.1|DSER	LOC6501909|XP_001966688.2|DANA
OG0002360	LOC110184990|XP_020809301.1|DSER	LOC6497372|XP_001962217.2|DANA
OG0002361	LOC110190134|XP_020816116.1|DSER	LOC6493704|XP_001958271.1|DANA
OG0002362	LOC110182696|XP_020806450.1|DSER	LOC6496844|XP_032310888.1|DANA
OG0002363	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER	LOC6496862|XP_001963254.1|DANA
OG0002364	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER	LOC6501779|XP_032311775.1|DANA, LOC6496860|XP_032310902.1|DANA
OG0002365	LOC110182681|XP_020806432.1|DSER	LOC6496858|XP_001963258.1|DANA
OG0002366	LOC110179181|XP_020802243.1|DSER	LOC6504226|XP_032311356.1|DANA
OG0002367	LOC110182246|XP_020805922.1|DSER	LOC6497425|XP_001962113.1|DANA
OG0002368	LOC110186098|XP_020810799.1|DSER	LOC6498218|XP_001962325.2|DANA
OG0002369	LOC110180118|XP_020803417.1|DSER	LOC6503170|XP_001963568.1|DANA
OG0002370	LOC110185988|XP_020810673.1|DSER	LOC6497100|XP_001962756.1|DANA
OG0002371	LOC110185728|XP_020810371.1|DSER	LOC6498415|XP_001962758.1|DANA
OG0002372	LOC110177067|XP_020799244.1|DSER	LOC6497836|XP_001961543.2|DANA
OG0002373	LOC110187338|XP_020812384.1|DSER	LOC6503545|XP_001965292.1|DANA
OG0002374	LOC110190556|XP_020816775.1|DSER	LOC6499113|XP_001955274.2|DANA
OG0002375	LOC110185391|XP_020809829.1|DSER	LOC6501227|XP_001954800.1|DANA
OG0002376	LOC110185552|XP_020810129.1|DSER	LOC6498243|XP_032307398.1|DANA
OG0002377	LOC110177196|XP_020799451.1|DSER	LOC6500491|XP_001953337.1|DANA
OG0002378	LOC110177485|XP_020799896.1|DSER	LOC6507801|XP_001956371.1|DANA
OG0002379	LOC110181184|XP_020804521.1|DSER	LOC6503320|XP_001965403.1|DANA
OG0002380	LOC110182063|XP_020805684.1|DSER	LOC6503093|XP_001963411.1|DANA
OG0002381	LOC110179263|XP_020802377.1|DSER	LOC6495743|XP_001959478.1|DANA
OG0002382	LOC110184120|XP_020808184.1|DSER	LOC6504504|XP_032308154.1|DANA
OG0002383	LOC110177590|XP_020800033.1|DSER	LOC6507458|XP_001955970.2|DANA
OG0002384	LOC110180159|XP_020803473.1|DSER	LOC6504142|XP_032308706.1|DANA
OG0002385	LOC110185418|XP_020809890.1|DSER	LOC6506063|XP_001966651.2|DANA
OG0002386	LOC110188468|XP_020813857.1|DSER	LOC6500410|XP_032312292.1|DANA
OG0002387	LOC110190974|XP_020817328.1|DSER	LOC6499773|XP_032305793.1|DANA
OG0002388	LOC110188720|XP_020814193.1|DSER	LOC6494631|XP_001965946.2|DANA
OG0002389	LOC110185244|XP_020809642.1|DSER	LOC6499041|XP_001955444.1|DANA
OG0002390	LOC110183431|XP_020807371.1|DSER	LOC6498623|XP_001963177.1|DANA
OG0002391	LOC110177337|XP_020799685.1|DSER	LOC6496253|XP_032307075.1|DANA
OG0002392	LOC110185201|XP_020809586.1|DSER	LOC6507723|XP_001956216.2|DANA
OG0002393	LOC110177572|XP_020800007.1|DSER	LOC6493391|XP_032310130.1|DANA
OG0002394	LOC110191787|XP_020818396.1|DSER	LOC6500051|XP_001953313.1|DANA
OG0002395	LOC110187721|XP_020812825.1|DSER	LOC6499522|XP_001954447.2|DANA
OG0002396	LOC110177796|XP_020800344.1|DSER	LOC6495872|XP_001959759.1|DANA
OG0002397	LOC110181850|XP_020805418.1|DSER	LOC6497377|XP_001962209.1|DANA
OG0002398	LOC110184421|XP_020808615.1|DSER	LOC6501934|XP_001966719.1|DANA
OG0002399	LOC110189368|XP_020815074.1|DSER	LOC6493909|XP_001961345.2|DANA
OG0002400	LOC110180023|XP_020803282.1|DSER	LOC6495973|XP_001959955.2|DANA
OG0002401	LOC110185450|XP_020809943.1|DSER	LOC6505486|XP_032311767.1|DANA
OG0002402	LOC110191741|XP_020818331.1|DSER	LOC6498955|XP_001955611.1|DANA
OG0002403	LOC110191801|XP_020818412.1|DSER	LOC6498956|XP_032312351.1|DANA
OG0002404	LOC110187662|XP_020812740.1|DSER	LOC6500470|XP_001953284.1|DANA
OG0002405	LOC110177165|XP_020799410.1|DSER	LOC6500495|XP_001953343.1|DANA
OG0002406	LOC110188532|XP_020813935.1|DSER	LOC6493084|XP_001957011.1|DANA
OG0002407	LOC110186389|XP_020811208.1|DSER	LOC6505626|XP_032305496.1|DANA
OG0002408	LOC110177129|XP_020799357.1|DSER	LOC6500488|XP_001953331.1|DANA
OG0002409	LOC110185298|XP_020809707.1|DSER	LOC6507234|XP_032309990.1|DANA
OG0002410	LOC110188314|XP_020813681.1|DSER	LOC6500142|XP_001953143.1|DANA
OG0002411	LOC110186338|XP_020811145.1|DSER	LOC6501210|XP_001954770.1|DANA
OG0002412	LOC110188919|XP_020814500.1|DSER	LOC26514071|XP_014765568.1|DANA
OG0002413	LOC110179631|XP_020802901.1|DSER	LOC6504110|XP_001964199.1|DANA
OG0002414	LOC110186976|XP_020811987.1|DSER	LOC6507083|XP_001956700.1|DANA
OG0002415	LOC110176591|XP_020798666.1|DSER	LOC6500025|XP_001953374.2|DANA
OG0002416	LOC110185423|XP_020809895.1|DSER	LOC6504367|XP_014759443.1|DANA
OG0002417	LOC110176949|XP_020799110.1|DSER	LOC6497682|XP_001961580.1|DANA
OG0002418	LOC110185348|XP_020809784.1|DSER	LOC6505769|XP_001964347.3|DANA
OG0002419	LOC110181882|XP_020805469.1|DSER	LOC6502216|XP_001966013.1|DANA
OG0002420	LOC110187672|XP_020812756.1|DSER	LOC6493401|XP_001957674.1|DANA
OG0002421	LOC110186227|XP_020810949.1|DSER	LOC6503409|XP_001967485.3|DANA
OG0002422	LOC110191085|XP_020817489.1|DSER	LOC6500589|XP_001953528.1|DANA
OG0002423	LOC110190160|XP_020816154.1|DSER	LOC6507870|XP_032309869.1|DANA
OG0002424	LOC110185438|XP_020809921.1|DSER	LOC6501811|XP_001967404.1|DANA
OG0002425	LOC110179478|XP_020802710.1|DSER	LOC6504583|XP_001966583.1|DANA
OG0002426	LOC110178619|XP_020801463.1|DSER	LOC6492958|XP_001956748.1|DANA
OG0002427	LOC110184517|XP_020808744.1|DSER	LOC6501808|XP_001967400.1|DANA
OG0002428	LOC110176050|XP_020797923.1|DSER	LOC6503126|XP_001963471.3|DANA
OG0002429	LOC110188861|XP_020814427.1|DSER	LOC6493115|XP_032310335.1|DANA
OG0002430	LOC110189456|XP_020815189.1|DSER	LOC6495554|XP_001959092.1|DANA
OG0002431	LOC110191481|XP_020818007.1|DSER	LOC6495193|XP_001958882.1|DANA
OG0002432	LOC110183478|XP_020807417.1|DSER, LOC110183257|XP_020807141.1|DSER	LOC6503547|XP_001964180.1|DANA
OG0002433	LOC110188595|XP_020814017.1|DSER	LOC6498845|XP_001955812.1|DANA
OG0002434	LOC110187938|XP_020813112.1|DSER	LOC6498978|XP_001955574.1|DANA
OG0002435	LOC110181969|XP_020805576.1|DSER	LOC6502312|XP_032309399.1|DANA
OG0002436	LOC110178261|XP_020800985.1|DSER	LOC6505766|XP_001964341.1|DANA, LOC6496560|XP_001961149.1|DANA
OG0002437	LOC110189692|XP_020815524.1|DSER	LOC6496544|XP_001961113.1|DANA
OG0002438	LOC110179623|XP_020802888.1|DSER	LOC6502232|XP_001966030.1|DANA
OG0002439	LOC110186096|XP_020810796.1|DSER	LOC6498219|XP_001962326.1|DANA
OG0002440	LOC110178893|XP_020801826.1|DSER	LOC6507207|XP_001956476.1|DANA
OG0002441	LOC110190879|XP_020817199.1|DSER	LOC6494352|XP_001960484.1|DANA
OG0002442	LOC110178478|XP_020801282.1|DSER	LOC6494509|XP_001960201.1|DANA
OG0002443	LOC110189750|XP_020815615.1|DSER	LOC6493945|XP_032311500.1|DANA
OG0002444	LOC110177724|XP_020800225.1|DSER	LOC6494514|XP_001960195.1|DANA
OG0002445	LOC110189403|XP_020815116.1|DSER	LOC6494025|XP_001961128.2|DANA
OG0002446	LOC110187166|XP_020812234.1|DSER, LOC110187175|XP_020812236.1|DSER, LOC110190709|XP_020817023.1|DSER	LOC6494204|XP_001960754.3|DANA
OG0002447	LOC110177532|XP_020799954.1|DSER	LOC6506219|XP_001958323.2|DANA
OG0002448	LOC110177686|XP_020800167.1|DSER	LOC6496103|XP_001960231.1|DANA
OG0002449	LOC110177383|XP_020799746.1|DSER	LOC6494281|XP_001960610.1|DANA
OG0002450	LOC110190006|XP_020815967.1|DSER	LOC6500228|XP_001952985.1|DANA
OG0002451	LOC110178244|XP_020800954.1|DSER	LOC6495239|XP_001958783.1|DANA
OG0002452	LOC110176339|XP_020798324.1|DSER	LOC6494747|XP_001959744.2|DANA
OG0002453	LOC110190871|XP_020817187.1|DSER	LOC6494746|XP_001959745.1|DANA
OG0002454	LOC110183647|XP_020807628.1|DSER	LOC6507409|XP_032309636.1|DANA
OG0002455	LOC110183689|XP_020807688.1|DSER	LOC6507650|XP_001956073.1|DANA
OG0002456	LOC110179561|XP_020802806.1|DSER	LOC6494171|XP_032306665.1|DANA
OG0002457	LOC110180444|XP_020803808.1|DSER	LOC6496029|XP_014763604.1|DANA
OG0002458	LOC110185926|XP_020810597.1|DSER	LOC6506122|XP_001958506.2|DANA
OG0002459	LOC110191671|XP_020818244.1|DSER	LOC6496535|XP_001961092.1|DANA
OG0002460	LOC110180410|XP_020803735.1|DSER	LOC6496308|XP_001960666.1|DANA
OG0002461	LOC110183372|XP_020807332.1|DSER	LOC6496269|XP_001960577.1|DANA
OG0002462	LOC110185488|XP_020810022.1|DSER	LOC6494440|XP_032305953.1|DANA
OG0002463	LOC110191663|XP_020818220.1|DSER	LOC6494896|XP_001959472.1|DANA
OG0002464	LOC110191609|XP_020818159.1|DSER	LOC6494507|XP_001960204.1|DANA
OG0002465	LOC110189389|XP_020815098.1|DSER	LOC6493907|XP_001961349.1|DANA
OG0002466	LOC110185476|XP_020810002.1|DSER	LOC6505482|XP_014759913.1|DANA
OG0002467	LOC110176178|XP_020798083.1|DSER	LOC6493332|XP_001957538.1|DANA
OG0002468	LOC110191010|XP_020817386.1|DSER	LOC6506667|XP_001957447.3|DANA
OG0002469	LOC110188501|XP_020813893.1|DSER	LOC6500973|XP_001954279.1|DANA
OG0002470	LOC110178239|XP_020800949.1|DSER	LOC6495071|XP_001959129.1|DANA
OG0002471	LOC110176462|XP_020798482.1|DSER	LOC6495313|XP_001958646.1|DANA
OG0002472	LOC110178242|XP_020800951.1|DSER	LOC6495684|XP_032305987.1|DANA
OG0002473	LOC110177993|XP_020800650.1|DSER	LOC6494323|XP_001960533.1|DANA
OG0002474	LOC110176221|XP_020798160.1|DSER	LOC6506719|XP_032309548.1|DANA
OG0002475	LOC110186778|XP_020811709.1|DSER	LOC6498988|XP_001955553.1|DANA
OG0002476	LOC110176002|XP_020797868.1|DSER	LOC6494764|XP_001959719.1|DANA
OG0002477	LOC110177069|XP_020799248.1|DSER	LOC6494608|XP_001960018.1|DANA
OG0002478	LOC110177849|XP_020800451.1|DSER	LOC6494446|XP_001960305.3|DANA
OG0002479	LOC110179270|XP_020802392.1|DSER	LOC6494886|XP_001959489.1|DANA
OG0002480	LOC110185369|XP_020809810.1|DSER	LOC6497632|XP_014760118.1|DANA
OG0002481	LOC110182464|XP_020806161.1|DSER	LOC6503886|XP_001963783.1|DANA
