Orthogroup	DSER.longest_only	DSIM.longest_only
OG0002031	LOC110189284|XP_020814967.1|DSER	LOC6734383|XP_016027504.1|DSIM
OG0002032	LOC110187925|XP_020813095.1|DSER	LOC6727228|XP_002102620.3|DSIM
OG0002033	LOC110181604|XP_020805062.1|DSER	LOC6725630|XP_039153548.1|DSIM
OG0002034	LOC110181728|XP_020805245.1|DSER, LOC110179469|XP_020802698.1|DSER	LOC27207764|XP_016037637.2|DSIM
OG0002035	LOC110187929|XP_020813099.1|DSER	LOC6728909|XP_002104239.2|DSIM
OG0002036	LOC110188754|XP_020814255.1|DSER	LOC6728706|XP_016035373.2|DSIM
OG0002037	LOC110183557|XP_020807517.1|DSER	LOC27207182|XP_016030378.1|DSIM
OG0002038	LOC110188051|XP_020813260.1|DSER	LOC6727373|XP_002102758.1|DSIM
OG0002039	LOC110179905|XP_020803161.1|DSER	LOC27208877|XP_016025917.2|DSIM, LOC27208205|XP_016025878.1|DSIM
OG0002040	LOC110187948|XP_020813122.1|DSER	LOC120284217|XP_039154244.1|DSIM, LOC27206198|XP_039154242.1|DSIM
OG0002041	LOC110189738|XP_020815591.1|DSER	LOC6733574|XP_016026524.1|DSIM
OG0002042	LOC110188523|XP_020813924.1|DSER	LOC6727069|XP_002102466.1|DSIM
OG0002043	LOC110187687|XP_020812778.1|DSER	LOC6726871|XP_002102273.1|DSIM
OG0002044	LOC110188662|XP_020814107.1|DSER	LOC6739760|XP_039151026.1|DSIM
OG0002045	LOC110187820|XP_020812956.1|DSER	LOC6739699|XP_016035602.2|DSIM
OG0002046	LOC110181701|XP_020805204.1|DSER	LOC6724736|XP_002105779.1|DSIM
OG0002047	LOC110180145|XP_020803450.1|DSER	LOC6740235|XP_039153822.1|DSIM
OG0002048	LOC110191771|XP_020818374.1|DSER	LOC6728392|XP_002103740.2|DSIM
OG0002049	LOC110186490|XP_020811336.1|DSER	LOC6728517|XP_016035172.2|DSIM
OG0002050	LOC110191844|XP_020818471.1|DSER	LOC6727915|XP_039150663.1|DSIM
OG0002051	LOC110179354|XP_020802525.1|DSER	LOC27208216|XP_016027029.1|DSIM
OG0002052	LOC110190750|XP_020817031.1|DSER	LOC6738308|XP_002085119.1|DSIM
OG0002053	LOC110188293|XP_020813654.1|DSER	LOC6739701|XP_039151298.1|DSIM
OG0002054	LOC110187970|XP_020813149.1|DSER	LOC6726853|XP_002102255.2|DSIM
OG0002055	LOC110176651|XP_020798741.1|DSER	LOC6728446|XP_016035057.1|DSIM
OG0002056	LOC110190754|XP_020817036.1|DSER	LOC6737838|XP_002084666.2|DSIM
OG0002057	LOC110183391|XP_020807317.1|DSER	LOC6731841|XP_002078976.1|DSIM
OG0002058	LOC110178815|XP_020801736.1|DSER	LOC6736210|XP_002083105.1|DSIM
OG0002059	LOC110186775|XP_020811704.1|DSER	LOC6729620|XP_002104928.1|DSIM
OG0002060	LOC110187156|XP_020812230.1|DSER, LOC110178597|XP_020801445.1|DSER	LOC6734527|XP_016027644.1|DSIM
OG0002061	LOC110191547|XP_020818079.1|DSER	LOC6736012|XP_016029388.1|DSIM
OG0002062	LOC110181697|XP_020805199.1|DSER	LOC6726599|XP_016040272.1|DSIM
OG0002063	LOC110187153|XP_020812229.1|DSER	LOC6725296|XP_002106315.2|DSIM
OG0002064	LOC110184412|XP_020808609.1|DSER, LOC110184377|XP_020808536.1|DSER	LOC27206253|XP_039149593.1|DSIM
OG0002065	LOC110185341|XP_020809779.1|DSER	LOC6736522|XP_016030107.1|DSIM
OG0002066	LOC110191929|XP_020818590.1|DSER	LOC6727872|XP_016034465.1|DSIM
OG0002067	LOC110191510|XP_020818037.1|DSER	LOC6735946|XP_002082855.1|DSIM
OG0002068	LOC110189567|XP_020815357.1|DSER	LOC6735143|XP_002082120.2|DSIM
OG0002069	LOC110188779|XP_020814283.1|DSER	LOC27208881|XP_016025964.1|DSIM
OG0002070	LOC110188084|XP_020813296.1|DSER	LOC6728589|XP_002103930.1|DSIM
OG0002071	LOC110191193|XP_020817620.1|DSER	LOC6729504|XP_016036177.1|DSIM
OG0002072	LOC110176379|XP_020798369.1|DSER, LOC110188953|XP_020814552.1|DSER, LOC110188932|XP_020814529.1|DSER	LOC6734692|XP_016027890.1|DSIM
OG0002073	LOC110176210|XP_020798135.1|DSER	LOC6738107|XP_016031936.1|DSIM
OG0002074	LOC110177740|XP_020800256.1|DSER	LOC6734586|XP_002081594.1|DSIM
OG0002075	LOC110176907|XP_020799055.1|DSER	LOC27208875|XP_016024027.1|DSIM
OG0002076	LOC110182887|XP_020806694.1|DSER	LOC6735790|XP_016029164.1|DSIM
OG0002077	LOC110178659|XP_020801512.1|DSER	LOC6736295|XP_016029774.1|DSIM
OG0002078	LOC110189789|XP_020815681.1|DSER	LOC6734373|XP_016027451.1|DSIM
OG0002079	LOC110178549|XP_020801373.1|DSER	LOC6738801|XP_016032612.1|DSIM
OG0002080	LOC110191440|XP_020817965.1|DSER	LOC6734867|XP_016028129.1|DSIM
OG0002081	LOC110177373|XP_020799733.1|DSER	LOC6736031|XP_016029425.1|DSIM
OG0002082	LOC110182085|XP_020805729.1|DSER	LOC6734812|XP_016028030.1|DSIM
OG0002083	LOC110179593|XP_020802852.1|DSER	LOC6739950|XP_039152513.1|DSIM
OG0002084	LOC110177939|XP_020800579.1|DSER	LOC6735856|XP_002082766.2|DSIM
OG0002085	LOC110176480|XP_020798507.1|DSER	LOC6735694|XP_016029071.1|DSIM
OG0002086	LOC110177943|XP_020800584.1|DSER	LOC27208273|XP_016028957.1|DSIM
OG0002087	LOC110178934|XP_020801886.1|DSER	LOC6738754|XP_016032565.1|DSIM
OG0002088	LOC110184635|XP_020808892.1|DSER	LOC6738878|XP_016032698.1|DSIM
OG0002089	LOC110189676|XP_020815493.1|DSER	LOC6733593|XP_016026553.1|DSIM
OG0002090	LOC110190964|XP_020817313.1|DSER	LOC6737913|XP_016031685.1|DSIM
OG0002091	LOC110181273|XP_020804647.1|DSER	LOC6736037|XP_002082939.1|DSIM
OG0002092	LOC110188358|XP_020813725.1|DSER	LOC6738330|XP_016032176.1|DSIM
OG0002093	LOC110177687|XP_020800168.1|DSER	LOC6735668|XP_016029033.1|DSIM
OG0002094	LOC110191517|XP_020818044.1|DSER	LOC6735957|XP_002082866.1|DSIM
OG0002095	LOC110180098|XP_020803380.1|DSER, LOC110175980|XP_020797837.1|DSER	LOC27207716|XP_016040062.1|DSIM
OG0002096	LOC110191278|XP_020817738.1|DSER	LOC6734491|XP_039148502.1|DSIM
OG0002097	LOC110191871|XP_020818517.1|DSER	LOC6733737|XP_016026703.1|DSIM
OG0002098	LOC110189900|XP_020815820.1|DSER	LOC6739032|XP_016032871.1|DSIM
OG0002099	LOC110186426|XP_020811267.1|DSER	LOC6728944|XP_002104272.1|DSIM
OG0002100	LOC110176207|XP_020798129.1|DSER	LOC6738151|XP_016031982.2|DSIM
OG0002101	LOC110177963|XP_020800617.1|DSER	LOC6733526|XP_039148618.1|DSIM
OG0002102	LOC110182878|XP_020806680.1|DSER	LOC6735372|XP_016028701.1|DSIM
OG0002103	LOC110186718|XP_020811649.1|DSER	LOC6739698|XP_016035627.2|DSIM
OG0002105	LOC110185994|XP_020810680.1|DSER	LOC6730532|XP_002077711.1|DSIM
OG0002106	LOC110186570|XP_020811438.1|DSER	LOC27208555|XP_039151493.1|DSIM
OG0002107	LOC110183408|XP_020807344.1|DSER	LOC6731878|XP_016024551.1|DSIM
OG0002108	LOC110187769|XP_020812891.1|DSER	LOC6727713|XP_016034286.1|DSIM
OG0002109	LOC110191162|XP_020817580.1|DSER	LOC6730325|XP_002105607.1|DSIM, LOC6730326|XP_016037088.1|DSIM
OG0002110	LOC110185031|XP_020809342.1|DSER	LOC6738654|XP_002085456.1|DSIM, LOC6732226|XP_002079355.1|DSIM
OG0002111	LOC110183039|XP_020806884.1|DSER	LOC6731571|XP_002078712.1|DSIM
OG0002112	LOC110184015|XP_020808040.1|DSER	LOC6731987|XP_002079121.1|DSIM
OG0002113	LOC110188059|XP_020813267.1|DSER	LOC6727688|XP_016034261.1|DSIM
OG0002113	LOC110187991|XP_020813172.1|DSER	LOC6727687|XP_002103049.1|DSIM
OG0002114	LOC110186737|XP_020811661.1|DSER	LOC6730163|XP_002105454.2|DSIM
OG0002114	LOC110186735|XP_020811660.1|DSER	LOC6730162|XP_002105453.1|DSIM
OG0002115	LOC110176857|XP_020798991.1|DSER	LOC27207532|XP_016027769.1|DSIM
OG0002115	LOC110176856|XP_020798990.1|DSER	LOC6734617|XP_002081625.2|DSIM
OG0002116	LOC110185814|XP_020810479.1|DSER	LOC6732895|XP_002080000.2|DSIM
OG0002117	LOC110181741|XP_020805259.1|DSER	LOC6735264|XP_002082234.1|DSIM
OG0002118	LOC110187751|XP_020812869.1|DSER	LOC6739812|XP_039150279.1|DSIM
OG0002119	LOC110189484|XP_020815235.1|DSER	LOC6729516|XP_016036189.1|DSIM
OG0002120	LOC110185469|XP_020809981.1|DSER	LOC6724743|XP_016037431.1|DSIM
OG0002121	LOC110186855|XP_020811800.1|DSER	LOC6730033|XP_016036798.1|DSIM
OG0002123	LOC110176917|XP_020799068.1|DSER	LOC6731397|XP_016024014.1|DSIM
OG0002124	LOC110176017|XP_020797885.1|DSER	LOC6726348|XP_002107308.1|DSIM
OG0002125	LOC110177753|XP_020800273.1|DSER	LOC6734570|XP_039148662.1|DSIM
OG0002126	LOC110176706|XP_020798803.1|DSER	LOC6738909|XP_002085704.1|DSIM
OG0002127	LOC110187462|XP_020812509.1|DSER, LOC110177088|XP_020799275.1|DSER, LOC110184429|XP_020808624.1|DSER	LOC27208333|XP_039154086.1|DSIM
OG0002128	LOC110182636|XP_020806364.1|DSER	LOC6726361|XP_016039940.1|DSIM
OG0002129	LOC110186947|XP_020811941.1|DSER	LOC6727529|XP_016034108.1|DSIM
OG0002130	LOC110183549|XP_020807503.1|DSER, LOC110183491|XP_020807433.1|DSER	LOC6739914|XP_002076802.2|DSIM
OG0002131	LOC110188284|XP_020813640.1|DSER	LOC6727580|XP_002102959.1|DSIM
OG0002132	LOC110177641|XP_020800114.1|DSER, LOC110187302|XP_020812348.1|DSER	LOC6731746|XP_016024420.1|DSIM
OG0002133	LOC110180572|XP_020803925.1|DSER	LOC6725796|XP_002106793.1|DSIM
OG0002134	LOC110178203|XP_020800898.1|DSER	LOC6726267|XP_002107229.2|DSIM
OG0002135	LOC110182187|XP_020805851.1|DSER	LOC6725410|XP_016038484.1|DSIM
OG0002136	LOC110190092|XP_020816060.1|DSER	LOC6730133|XP_016036900.1|DSIM
OG0002137	LOC110191381|XP_020817894.1|DSER	LOC27206480|XP_016035953.1|DSIM
OG0002138	LOC110184289|XP_020808433.1|DSER	LOC6726314|XP_016039864.1|DSIM
OG0002139	LOC110184605|XP_020808857.1|DSER	LOC6725055|XP_039152241.1|DSIM
OG0002140	LOC110179088|XP_020802133.1|DSER	LOC6740037|XP_016038646.1|DSIM
OG0002141	LOC110179902|XP_020803158.1|DSER	LOC6739171|XP_016033041.1|DSIM
OG0002142	LOC110176470|XP_020798489.1|DSER	LOC6726685|XP_002102096.1|DSIM
OG0002143	LOC110186105|XP_020810809.1|DSER	LOC6730540|XP_016022991.1|DSIM
OG0002144	LOC110184524|XP_020808754.1|DSER	LOC6724710|XP_039152013.1|DSIM
OG0002145	LOC110187720|XP_020812823.1|DSER	LOC6727367|XP_016033907.1|DSIM
OG0002146	LOC110176430|XP_020798438.1|DSER	LOC6726687|XP_002102098.1|DSIM
OG0002147	LOC110181777|XP_020805314.1|DSER	LOC6740064|XP_039153929.1|DSIM
OG0002148	LOC110187571|XP_020812620.1|DSER	LOC27209428|XP_016030222.1|DSIM
OG0002149	LOC110185441|XP_020809923.1|DSER	LOC6724732|XP_039152114.1|DSIM
OG0002150	LOC110185534|XP_020810100.1|DSER	LOC6740135|XP_016039362.1|DSIM
OG0002151	LOC110183366|XP_020807287.1|DSER	LOC6731830|XP_016024512.1|DSIM
OG0002152	LOC110187633|XP_020812700.1|DSER, LOC110187630|XP_020812695.1|DSER	LOC27208488|XP_016034152.1|DSIM
OG0002153	LOC110186478|XP_020811324.1|DSER	LOC6730079|XP_039151874.1|DSIM
OG0002154	LOC110183529|XP_020807486.1|DSER, LOC110183490|XP_020807432.1|DSER	LOC6739913|XP_002076803.1|DSIM
OG0002155	LOC110186839|XP_020811788.1|DSER	LOC6730274|XP_002105557.1|DSIM
OG0002156	LOC110190241|XP_020816264.1|DSER	LOC6739143|XP_016032994.1|DSIM
OG0002157	LOC110186435|XP_020811280.1|DSER	LOC6728259|XP_016034895.1|DSIM
OG0002158	LOC110189568|XP_020815358.1|DSER	LOC6735144|XP_002082121.1|DSIM
OG0002159	LOC110178448|XP_020801242.1|DSER	LOC6735868|XP_016029230.1|DSIM
OG0002160	LOC110188610|XP_020814033.1|DSER	LOC6727176|XP_002102568.3|DSIM
OG0002161	LOC110186666|XP_020811590.1|DSER	LOC6727507|XP_002102887.1|DSIM
OG0002162	LOC110186235|XP_020810961.1|DSER	LOC6728669|XP_016035328.1|DSIM
OG0002163	LOC110183064|XP_020806910.1|DSER	LOC6725200|XP_002106223.1|DSIM
OG0002164	LOC110191764|XP_020818362.1|DSER	LOC6729638|XP_016036280.1|DSIM
OG0002165	LOC110179787|XP_020803060.1|DSER, LOC110184853|XP_020809152.1|DSER	LOC6732579|XP_002079698.1|DSIM
OG0002166	LOC110178415|XP_020801217.1|DSER, LOC110183943|XP_020807963.1|DSER	LOC6732140|XP_002079272.2|DSIM
OG0002167	LOC110177853|XP_020800458.1|DSER	LOC6735226|XP_002082199.1|DSIM
OG0002168	LOC110191490|XP_020818014.1|DSER	LOC6735949|XP_039148019.1|DSIM
OG0002169	LOC110190516|XP_020816707.1|DSER	LOC6737480|XP_002084316.1|DSIM
OG0002170	LOC110185446|XP_020809933.1|DSER	LOC6724690|XP_016037213.1|DSIM
OG0002171	LOC110191309|XP_020817781.1|DSER	LOC27208656|XP_016035960.1|DSIM
OG0002172	LOC110191005|XP_020817382.1|DSER	LOC6729200|XP_039151399.1|DSIM
OG0002173	LOC110183452|XP_020807390.1|DSER	LOC6731901|XP_002079036.1|DSIM
OG0002174	LOC110176514|XP_020798550.1|DSER	LOC6728087|XP_002103439.2|DSIM
OG0002175	LOC110176516|XP_020798551.1|DSER	LOC6728088|XP_002103440.2|DSIM
OG0002176	LOC110191176|XP_020817600.1|DSER	LOC6727498|XP_002102878.1|DSIM
OG0002177	LOC110190696|XP_020816970.1|DSER	LOC6727800|XP_016034388.1|DSIM
OG0002178	LOC110186886|XP_020811845.1|DSER	LOC6729830|XP_039151126.1|DSIM
OG0002179	LOC110191387|XP_020817902.1|DSER	LOC6729552|XP_016036221.1|DSIM
OG0002180	LOC110186968|XP_020811973.1|DSER	LOC6730212|XP_016036962.1|DSIM
OG0002181	LOC110184372|XP_020808530.1|DSER	LOC6725560|XP_016038684.1|DSIM
OG0002182	LOC110188364|XP_020813737.1|DSER	LOC6727155|XP_016033639.1|DSIM
OG0002183	LOC110177867|XP_020800476.1|DSER	LOC6735237|XP_039147537.1|DSIM
OG0002184	LOC110186954|XP_020811948.1|DSER	LOC6728136|XP_002103487.2|DSIM
OG0002185	LOC110191873|XP_020818515.1|DSER	LOC6727973|XP_016034565.1|DSIM
OG0002186	LOC110185821|XP_020810487.1|DSER	LOC6731153|XP_002078311.1|DSIM
OG0002187	LOC110188250|XP_020813582.1|DSER	LOC6729112|XP_002104433.1|DSIM
OG0002188	LOC110191667|XP_020818227.1|DSER	LOC6735997|XP_016029372.1|DSIM
OG0002189	LOC110179405|XP_020802589.1|DSER	LOC27206978|XP_039150284.1|DSIM
OG0002190	LOC110188486|XP_020813878.1|DSER	LOC6729313|XP_002104630.1|DSIM
OG0002191	LOC110176701|XP_020798796.1|DSER	LOC6738903|XP_002085698.1|DSIM
OG0002192	LOC110185213|XP_020809602.1|DSER	LOC6738582|XP_002085386.1|DSIM
OG0002193	LOC110188622|XP_020814051.1|DSER	LOC6728649|XP_002103989.2|DSIM
OG0002194	LOC110177367|XP_020799718.1|DSER	LOC6729856|XP_002105159.1|DSIM
OG0002195	LOC110191068|XP_020817459.1|DSER	LOC6729341|XP_016035982.1|DSIM
OG0002196	LOC110176471|XP_020798490.1|DSER	LOC6728616|XP_002103957.2|DSIM
OG0002197	LOC110178823|XP_020801749.1|DSER	LOC6736199|XP_002083094.1|DSIM
OG0002198	LOC110185693|XP_020810323.1|DSER	LOC6727135|XP_039151853.1|DSIM
OG0002199	LOC110186474|XP_020811319.1|DSER, LOC110186476|XP_020811322.1|DSER	LOC6728962|XP_002104290.1|DSIM
OG0002200	LOC110179459|XP_020802677.1|DSER	LOC6740526|XP_002077352.2|DSIM
OG0002202	LOC110191284|XP_020817750.1|DSER	LOC27206314|XP_016034787.1|DSIM
OG0002203	LOC110176487|XP_020798519.1|DSER	LOC6728084|XP_016034708.1|DSIM
OG0002204	LOC110189477|XP_020815222.1|DSER	LOC6729515|XP_016036188.1|DSIM
OG0002205	LOC110186218|XP_020810943.1|DSER	LOC6728242|XP_002103591.1|DSIM
OG0002206	LOC110177398|XP_020799762.1|DSER	LOC6729146|XP_016035793.1|DSIM
OG0002207	LOC110186398|XP_020811220.1|DSER	LOC27206425|XP_016036694.1|DSIM
OG0002208	LOC110186565|XP_020811431.1|DSER	LOC6729930|XP_016036692.1|DSIM
OG0002209	LOC110187071|XP_020812120.1|DSER	LOC6725287|XP_002106308.2|DSIM
OG0002210	LOC110188789|XP_020814304.1|DSER	LOC6726894|XP_016033404.2|DSIM
OG0002211	LOC110184099|XP_020808150.1|DSER	LOC6728231|XP_016034868.1|DSIM
OG0002212	LOC110191220|XP_020817646.1|DSER	LOC6727503|XP_002102883.1|DSIM
OG0002213	LOC110191754|XP_020818351.1|DSER	LOC6726990|XP_002102391.1|DSIM
OG0002214	LOC110191194|XP_020817621.1|DSER	LOC6728994|XP_016035659.1|DSIM
OG0002215	LOC110188042|XP_020813245.1|DSER	LOC6728055|XP_039150741.1|DSIM
OG0002216	LOC110179190|XP_020802262.1|DSER	LOC6730075|XP_002105368.1|DSIM
OG0002217	LOC110186143|XP_020810852.1|DSER	LOC6728070|XP_016034688.1|DSIM
OG0002218	LOC110184272|XP_020808396.1|DSER	LOC120285356|XP_039153572.1|DSIM, LOC27206592|XP_016039407.1|DSIM
OG0002219	LOC110184261|XP_020808386.1|DSER	LOC6728216|XP_016034855.1|DSIM
OG0002220	LOC110184900|XP_020809208.1|DSER	LOC6728215|XP_016034854.2|DSIM
OG0002221	LOC110190672|XP_020816936.1|DSER	LOC6737456|XP_016031225.1|DSIM
OG0002222	LOC110189758|XP_020815675.1|DSER	LOC6736086|XP_016029483.1|DSIM
OG0002223	LOC110181613|XP_020805091.1|DSER	LOC6734758|XP_039148130.1|DSIM
OG0002224	LOC110182647|XP_020806377.1|DSER	LOC6739296|XP_039148670.1|DSIM
OG0002225	LOC110189124|XP_020814757.1|DSER	LOC6737158|XP_016030815.1|DSIM
OG0002226	LOC110189733|XP_020815586.1|DSER	LOC6733250|XP_002080313.1|DSIM
OG0002227	LOC110191670|XP_020818238.1|DSER	LOC6733850|XP_039148574.1|DSIM
OG0002228	LOC110191203|XP_020817632.1|DSER	LOC6733516|XP_039147778.1|DSIM
OG0002229	LOC110190114|XP_020816126.1|DSER, LOC110177208|XP_020799489.1|DSER	LOC6736101|XP_016029492.1|DSIM
OG0002230	LOC110182221|XP_020805910.1|DSER	LOC6734216|XP_016027261.1|DSIM
OG0002231	LOC110189427|XP_020815149.1|DSER	LOC6739284|XP_002076191.3|DSIM
OG0002232	LOC110179201|XP_020802278.1|DSER	LOC6735471|XP_002082410.2|DSIM
OG0002233	LOC110190548|XP_020816757.1|DSER	LOC6737830|XP_016031605.1|DSIM
OG0002234	LOC110179313|XP_020802459.1|DSER	LOC6733961|XP_002081005.1|DSIM
OG0002235	LOC110177441|XP_020799831.1|DSER	LOC6735690|XP_016029068.1|DSIM
OG0002236	LOC110191555|XP_020818089.1|DSER	LOC6735986|XP_016029348.1|DSIM
OG0002237	LOC110191666|XP_020818223.1|DSER	LOC6735996|XP_016029370.1|DSIM
OG0002238	LOC110189773|XP_020815653.1|DSER	LOC6733275|XP_016026166.1|DSIM
OG0002239	LOC110182501|XP_020806212.1|DSER	LOC6734195|XP_002081224.1|DSIM
OG0002240	LOC110184537|XP_020808807.1|DSER	LOC6735675|XP_016029046.1|DSIM
OG0002241	LOC110190690|XP_020816961.1|DSER	LOC6737431|XP_016031204.1|DSIM
OG0002242	LOC110190648|XP_020816905.1|DSER	LOC6737281|XP_039149424.1|DSIM
OG0002243	LOC110188200|XP_020813456.1|DSER	LOC6727346|XP_002102731.1|DSIM
OG0002244	LOC110183695|XP_020807693.1|DSER	LOC6737613|XP_039149898.1|DSIM
OG0002245	LOC110189120|XP_020814754.1|DSER	LOC6737180|XP_016030868.1|DSIM
OG0002246	LOC110189649|XP_020815452.1|DSER	LOC6733278|XP_016026168.1|DSIM
OG0002247	LOC110191518|XP_020818045.1|DSER	LOC27207209|XP_016029302.1|DSIM
OG0002248	LOC110183582|XP_020807552.1|DSER	LOC6736763|XP_039149400.1|DSIM
OG0002249	LOC110190717|XP_020816998.1|DSER	LOC6737259|XP_016030970.1|DSIM
OG0002250	LOC110182993|XP_020806844.1|DSER	LOC6735455|XP_002082395.2|DSIM
OG0002251	LOC110182999|XP_020806850.1|DSER	LOC6735452|XP_016028760.1|DSIM
OG0002252	LOC110182980|XP_020806831.1|DSER	LOC6735434|XP_016028738.1|DSIM
OG0002253	LOC110178688|XP_020801553.1|DSER	LOC27208013|XP_016029476.1|DSIM
OG0002254	LOC110190390|XP_020816502.1|DSER	LOC6729473|XP_016036146.1|DSIM
OG0002255	LOC110180132|XP_020803435.1|DSER	LOC6726447|XP_002107404.1|DSIM
OG0002256	LOC110189550|XP_020815339.1|DSER	LOC6733902|XP_016026944.1|DSIM
OG0002257	LOC110179306|XP_020802451.1|DSER	LOC6733970|XP_016027008.1|DSIM
OG0002258	LOC110189313|XP_020815018.1|DSER	LOC6737065|XP_002083912.2|DSIM
OG0002259	LOC110184395|XP_020808566.1|DSER	LOC27206398|XP_016039496.1|DSIM
OG0002260	LOC110179040|XP_020802055.1|DSER	LOC6738737|XP_039149143.1|DSIM
OG0002261	LOC110190148|XP_020816136.1|DSER	LOC6738715|XP_002085516.1|DSIM
OG0002262	LOC110179249|XP_020802370.1|DSER	LOC6733756|XP_016026710.1|DSIM
OG0002263	LOC110190814|XP_020817124.1|DSER	LOC6738247|XP_016032128.1|DSIM
OG0002264	LOC110189684|XP_020815546.1|DSER	LOC6736087|XP_002082988.2|DSIM
OG0002265	LOC110185164|XP_020809528.1|DSER	LOC6737567|XP_002084400.1|DSIM
OG0002266	LOC110189981|XP_020815928.1|DSER	LOC6738772|XP_016032590.1|DSIM
OG0002267	LOC110190496|XP_020816671.1|DSER	LOC6737361|XP_002084199.1|DSIM
OG0002268	LOC110189889|XP_020815798.1|DSER	LOC6738984|XP_002085779.1|DSIM
OG0002269	LOC110178249|XP_020800960.1|DSER	LOC6734653|XP_016027824.1|DSIM
OG0002270	LOC110188922|XP_020814505.1|DSER	LOC6734697|XP_039147334.1|DSIM
OG0002271	LOC110190475|XP_020816644.1|DSER	LOC6737373|XP_016031114.1|DSIM
OG0002272	LOC110177614|XP_020800078.1|DSER	LOC6736381|XP_039150167.1|DSIM
OG0002273	LOC110189870|XP_020815754.1|DSER	LOC6738209|XP_016032042.1|DSIM
OG0002274	LOC110188197|XP_020813454.1|DSER	LOC6739671|XP_016032909.1|DSIM
OG0002275	LOC110190622|XP_020816876.1|DSER	LOC6738431|XP_002085240.1|DSIM
OG0002276	LOC110178725|XP_020801590.1|DSER	LOC6736352|XP_016029834.1|DSIM
OG0002277	LOC110178820|XP_020801745.1|DSER	LOC27206733|XP_039150054.1|DSIM
OG0002278	LOC110176305|XP_020798285.1|DSER	LOC6736874|XP_002083727.1|DSIM
OG0002279	LOC110190592|XP_020816843.1|DSER	LOC6737402|XP_002084240.3|DSIM
OG0002280	LOC110189982|XP_020815929.1|DSER	LOC6738391|XP_016032222.1|DSIM
OG0002281	LOC110183605|XP_020807580.1|DSER	LOC6738382|XP_002085191.1|DSIM
OG0002282	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER	LOC6736627|XP_039149247.1|DSIM
OG0002283	LOC110181107|XP_020804436.1|DSER	LOC6739499|XP_016029249.1|DSIM
OG0002284	LOC110182921|XP_020806744.1|DSER	LOC6739320|XP_002080540.1|DSIM
OG0002285	LOC110183526|XP_020807479.1|DSER	LOC6725345|XP_039153480.1|DSIM
OG0002286	LOC110184063|XP_020808100.1|DSER	LOC6735814|XP_002082724.1|DSIM
OG0002287	LOC110188934|XP_020814531.1|DSER	LOC6734698|XP_016027898.1|DSIM
OG0002288	LOC110190796|XP_020817097.1|DSER	LOC6737372|XP_016031111.1|DSIM
OG0002289	LOC110190026|XP_020815988.1|DSER	LOC6737303|XP_002084143.1|DSIM
OG0002290	LOC110185819|XP_020810483.1|DSER	LOC6731178|XP_002078337.1|DSIM
OG0002291	LOC110180011|XP_020803262.1|DSER	LOC6739288|XP_016026301.1|DSIM
OG0002292	LOC110189226|XP_020814866.1|DSER	LOC6733280|XP_016026174.1|DSIM
OG0002293	LOC110176697|XP_020798831.1|DSER	LOC6733145|XP_016026016.1|DSIM
OG0002294	LOC110186705|XP_020811637.1|DSER	LOC6728950|XP_002104278.1|DSIM
OG0002295	LOC110185581|XP_020810169.1|DSER	LOC6731303|XP_016023871.1|DSIM
OG0002296	LOC110176803|XP_020798898.1|DSER	LOC6731644|XP_039147065.1|DSIM
OG0002297	LOC110188604|XP_020814026.1|DSER	LOC6728005|XP_039151004.1|DSIM
OG0002298	LOC110191563|XP_020818099.1|DSER	LOC6736008|XP_016029384.1|DSIM
OG0002299	LOC110180017|XP_020803274.1|DSER	LOC6739374|XP_002076283.1|DSIM
OG0002300	LOC110182726|XP_020806486.1|DSER	LOC6731099|XP_016023627.1|DSIM
OG0002301	LOC110185085|XP_020809427.1|DSER	LOC6733085|XP_016025792.1|DSIM
OG0002302	LOC110185050|XP_020809374.1|DSER	LOC6733096|XP_002080173.2|DSIM
OG0002303	LOC110183513|XP_020807458.1|DSER	LOC6724793|XP_016037571.1|DSIM
OG0002304	LOC110185705|XP_020810335.1|DSER	LOC6732378|XP_016025032.1|DSIM
OG0002305	LOC110184655|XP_020808914.1|DSER	LOC6738846|XP_002085646.2|DSIM
OG0002306	LOC110183858|XP_020807872.1|DSER	LOC6731522|XP_039148097.1|DSIM
OG0002307	LOC110181312|XP_020804689.1|DSER	LOC6730614|XP_016023051.1|DSIM
OG0002308	LOC110176800|XP_020798894.1|DSER	LOC6731646|XP_002078786.1|DSIM
OG0002309	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER	LOC27207015|XP_016023586.1|DSIM
OG0002310	LOC110187405|XP_020812452.1|DSER	LOC6733057|XP_016025738.1|DSIM
OG0002311	LOC110181339|XP_020804716.1|DSER	LOC6732854|XP_039149814.1|DSIM
OG0002312	LOC110185696|XP_020810322.1|DSER	LOC6732193|XP_016024876.1|DSIM
OG0002313	LOC110188770|XP_020814303.1|DSER	LOC6734501|XP_016027626.1|DSIM
OG0002314	LOC110190899|XP_020817221.1|DSER	LOC6733561|XP_002080616.3|DSIM
OG0002315	LOC110176323|XP_020798301.1|DSER	LOC6734076|XP_016027074.1|DSIM
OG0002316	LOC110183172|XP_020807023.1|DSER	LOC6731926|XP_016024596.1|DSIM
OG0002317	LOC110176167|XP_020798063.1|DSER	LOC6738112|XP_016031944.1|DSIM
