Orthogroup	DSER.longest_only	DVIR.longest_only
OG0000650	LOC110185456|XP_020809958.1|DSER	LOC6636238|XP_002059752.1|DVIR
OG0000651	LOC110189963|XP_020815911.1|DSER	LOC6622724|XP_002047243.1|DVIR
OG0000651	LOC110178651|XP_020801502.1|DSER	LOC6623116|XP_002047761.1|DVIR
OG0000652	LOC110182934|XP_020806772.1|DSER	LOC6627088|XP_002048792.2|DVIR
OG0000652	LOC110183534|XP_020807493.1|DSER	LOC6636055|XP_002059519.1|DVIR
OG0000653	LOC110190581|XP_020816833.1|DSER, LOC110178713|XP_020801575.1|DSER	LOC6629841|XP_002054462.1|DVIR
OG0000654	LOC110191331|XP_020817825.1|DSER, LOC110178755|XP_020801647.1|DSER	LOC6624668|XP_002046639.1|DVIR
OG0000654	LOC110190379|XP_020816468.1|DSER	LOC6622753|XP_032290463.1|DVIR
OG0000655	LOC110182239|XP_020805920.1|DSER	LOC6635982|XP_002059300.1|DVIR
OG0000655	LOC110179530|XP_020802769.1|DSER	LOC6635685|XP_002059280.2|DVIR
OG0000656	LOC110176652|XP_020798742.1|DSER	LOC6630900|XP_015027250.1|DVIR
OG0000656	LOC110176653|XP_020798745.1|DSER	LOC6630899|XP_032289368.1|DVIR
OG0000657	LOC110184492|XP_020808705.1|DSER	LOC6622084|XP_002046450.1|DVIR
OG0000657	LOC110177050|XP_020799225.1|DSER	LOC6628261|XP_002052541.1|DVIR
OG0000658	LOC110179734|XP_020803010.1|DSER	LOC6632073|XP_002055634.1|DVIR
OG0000658	LOC110187869|XP_020813012.1|DSER	LOC6629810|XP_002054884.1|DVIR
OG0000659	LOC110186108|XP_020810814.1|DSER	LOC6634105|XP_015025190.1|DVIR
OG0000659	LOC110183249|XP_020807130.1|DSER	LOC6633913|XP_002057647.1|DVIR
OG0000660	LOC110183976|XP_020807990.1|DSER	LOC6627856|XP_032294028.1|DVIR
OG0000661	LOC110188715|XP_020814183.1|DSER	LOC6624575|XP_002046398.1|DVIR, LOC116650124|XP_032289338.1|DVIR
OG0000661	LOC110179184|XP_020802254.1|DSER	LOC6635679|XP_032294652.1|DVIR
OG0000662	LOC110183716|XP_020807724.1|DSER	LOC6624548|XP_002046562.1|DVIR
OG0000662	LOC110182446|XP_020806141.1|DSER	LOC6635590|XP_002059015.1|DVIR
OG0000663	LOC110184096|XP_020808140.1|DSER	LOC6635856|XP_032291956.1|DVIR
OG0000664	LOC110188738|XP_020814231.1|DSER	LOC6629188|XP_032293524.1|DVIR
OG0000664	LOC110183251|XP_020807135.1|DSER	LOC6633562|XP_002057367.3|DVIR
OG0000665	LOC110186677|XP_020811603.1|DSER	LOC6629678|XP_002053661.1|DVIR, LOC6629679|XP_032291365.1|DVIR
OG0000665	LOC110186663|XP_020811587.1|DSER	LOC6629680|XP_002053663.1|DVIR
OG0000666	LOC110182066|XP_020805695.1|DSER	LOC6626484|XP_002049078.1|DVIR
OG0000666	LOC110181908|XP_020805501.1|DSER	LOC26531342|XP_015026801.1|DVIR
OG0000667	LOC110182591|XP_020806302.1|DSER	LOC6631496|XP_002055130.1|DVIR
OG0000667	LOC110188085|XP_020813297.1|DSER	LOC6630131|XP_002053683.3|DVIR
OG0000668	LOC110185349|XP_020809785.1|DSER	LOC6635250|XP_002058758.1|DVIR
OG0000668	LOC110191288|XP_020817754.1|DSER	LOC6634841|XP_002058521.2|DVIR
OG0000669	LOC110187066|XP_020812114.1|DSER	LOC6633764|XP_002056950.3|DVIR
OG0000669	LOC110187127|XP_020812197.1|DSER	LOC6633763|XP_002056949.1|DVIR
OG0000670	LOC110187480|XP_020812525.1|DSER	LOC6634401|XP_002058154.1|DVIR
OG0000670	LOC110181536|XP_020804976.1|DSER	LOC6633297|XP_002057396.1|DVIR
OG0000671	LOC110187898|XP_020813052.1|DSER	LOC6630872|XP_032295008.1|DVIR
OG0000671	LOC110176415|XP_020798416.1|DSER	LOC6630906|XP_002054500.1|DVIR
OG0000672	LOC110181765|XP_020805294.1|DSER	LOC6631428|XP_002055536.1|DVIR
OG0000672	LOC110180199|XP_020803511.1|DSER	LOC6634580|XP_002058081.3|DVIR
OG0000673	LOC110184244|XP_020808359.1|DSER	LOC6634553|XP_002057970.1|DVIR
OG0000673	LOC110189976|XP_020815924.1|DSER	LOC6622139|XP_002047503.1|DVIR
OG0000675	LOC110183869|XP_020807881.1|DSER, LOC110178061|XP_020800727.1|DSER	LOC6634477|XP_002058248.1|DVIR
OG0000677	LOC110179030|XP_020802040.1|DSER	LOC6624369|XP_002047903.1|DVIR
OG0000677	LOC110175940|XP_020797780.1|DSER	LOC6631871|XP_002055732.2|DVIR
OG0000678	LOC110191412|XP_020817928.1|DSER	LOC6632487|XP_002055816.1|DVIR
OG0000678	LOC110178189|XP_020800883.1|DSER	LOC6628366|XP_002052866.1|DVIR
OG0000679	LOC110181695|XP_020805196.1|DSER	LOC6636723|XP_015023790.1|DVIR
OG0000680	LOC110181790|XP_020805329.1|DSER	LOC6631973|XP_032295609.1|DVIR
OG0000680	LOC110181750|XP_020805270.1|DSER	LOC6631974|XP_002055602.1|DVIR
OG0000681	LOC110176629|XP_020798712.1|DSER	LOC6634946|XP_002058534.1|DVIR
OG0000681	LOC110180379|XP_020803706.1|DSER	LOC6634750|XP_002058043.1|DVIR
OG0000683	LOC110188585|XP_020814010.1|DSER, LOC110190932|XP_020817259.1|DSER, LOC110190959|XP_020817304.1|DSER	LOC6635150|XP_002058634.1|DVIR
OG0000684	LOC110176611|XP_020798694.1|DSER	LOC6632344|XP_002056706.1|DVIR
OG0000684	LOC110184169|XP_020808241.1|DSER	LOC6630608|XP_002054483.1|DVIR
OG0000685	LOC110187049|XP_020812084.1|DSER, LOC110182121|XP_020805793.1|DSER, LOC110181972|XP_020805582.1|DSER	LOC6636027|XP_002059632.1|DVIR
OG0000685	LOC110188264|XP_020813611.1|DSER	LOC6635198|XP_002058473.1|DVIR
OG0000686	LOC110189774|XP_020815656.1|DSER	LOC6625717|XP_002050487.1|DVIR
OG0000686	LOC110179100|XP_020802146.1|DSER	LOC6635611|XP_002058954.1|DVIR
OG0000687	LOC110178874|XP_020801810.1|DSER	LOC6624896|XP_002049114.2|DVIR
OG0000687	LOC110188812|XP_020814349.1|DSER	LOC6624055|XP_002047417.1|DVIR
OG0000688	LOC110177916|XP_020800552.1|DSER	LOC6624959|XP_002050614.2|DVIR
OG0000689	LOC110178015|XP_020800687.1|DSER	LOC6625592|XP_002051042.1|DVIR
OG0000689	LOC110178013|XP_020800686.1|DSER	LOC6625591|XP_002051041.2|DVIR
OG0000690	LOC110181885|XP_020805473.1|DSER	LOC6634484|XP_002058161.2|DVIR
OG0000691	LOC110183887|XP_020807891.1|DSER	LOC6633947|XP_002057834.1|DVIR
OG0000691	LOC110185233|XP_020809627.1|DSER	LOC6622887|XP_002048029.1|DVIR
OG0000692	LOC110188496|XP_020813886.1|DSER	LOC6623904|XP_002046236.2|DVIR
OG0000693	LOC110184415|XP_020808608.1|DSER	LOC6631519|XP_002055316.1|DVIR
OG0000693	LOC110187890|XP_020813034.1|DSER	LOC6632647|XP_002056546.1|DVIR
OG0000694	LOC110184401|XP_020808586.1|DSER	LOC6636119|XP_032295507.1|DVIR
OG0000694	LOC110178936|XP_020801892.1|DSER	LOC6624566|XP_002048620.2|DVIR
OG0000695	LOC110185642|XP_020810258.1|DSER	LOC6628693|XP_002051357.2|DVIR
OG0000695	LOC110185663|XP_020810285.1|DSER	LOC6628286|XP_002051343.2|DVIR
OG0000696	LOC110176814|XP_020798914.1|DSER	LOC6627790|XP_002052678.1|DVIR
OG0000697	LOC110176014|XP_020797881.1|DSER	LOC6631964|XP_002055227.1|DVIR
OG0000697	LOC110185853|XP_020810521.1|DSER	LOC6628247|XP_002051458.1|DVIR
OG0000698	LOC110178187|XP_020800881.1|DSER	LOC6635714|XP_002059263.1|DVIR
OG0000698	LOC110178196|XP_020800889.1|DSER	LOC6635692|XP_002059265.1|DVIR
OG0000699	LOC110182658|XP_020806389.1|DSER	LOC6628820|XP_015028641.1|DVIR
OG0000699	LOC110177378|XP_020799735.1|DSER	LOC6635163|XP_002058365.1|DVIR
OG0000700	LOC110176843|XP_020798963.1|DSER	LOC6629052|XP_032294077.1|DVIR
OG0000700	LOC110184881|XP_020809186.1|DSER	LOC6629117|XP_032294110.1|DVIR
OG0000701	LOC110180797|XP_020804137.1|DSER	LOC6626970|XP_002048713.1|DVIR
OG0000701	LOC110181902|XP_020805492.1|DSER	LOC6631921|XP_002055748.1|DVIR
OG0000702	LOC110186896|XP_020811874.1|DSER	LOC116649748|XP_032296095.1|DVIR, LOC6632990|XP_002056491.2|DVIR
OG0000702	LOC110186894|XP_020811854.1|DSER	LOC6632989|XP_015025826.2|DVIR
OG0000703	LOC110185971|XP_020810653.1|DSER	LOC6634020|XP_002057863.1|DVIR
OG0000703	LOC110178316|XP_020801086.1|DSER	LOC6625053|XP_002050587.1|DVIR
OG0000704	LOC110182587|XP_020806299.1|DSER	LOC6632206|XP_032295827.1|DVIR
OG0000704	LOC110190713|XP_020816995.1|DSER	LOC6631043|XP_002054217.1|DVIR
OG0000705	LOC110178732|XP_020801615.1|DSER	LOC6622935|XP_015030722.1|DVIR
OG0000706	LOC110178082|XP_020800745.1|DSER	LOC6627919|XP_002052794.3|DVIR
OG0000706	LOC110187085|XP_020812144.1|DSER	LOC6633548|XP_032296218.1|DVIR
OG0000707	LOC110177960|XP_020800611.1|DSER	LOC6625623|XP_002049047.1|DVIR
OG0000707	LOC110181713|XP_020805221.1|DSER	LOC6631487|XP_002055432.2|DVIR
OG0000708	LOC110180563|XP_020803918.1|DSER	LOC6634402|XP_032289295.1|DVIR
OG0000708	LOC110184264|XP_020808389.1|DSER	LOC116652285|XP_032296482.1|DVIR, LOC6634795|XP_032296417.1|DVIR
OG0000709	LOC110186876|XP_020811832.1|DSER	LOC6629487|XP_032295630.1|DVIR
OG0000709	LOC110181648|XP_020805122.1|DSER	LOC6631800|XP_015026515.2|DVIR
OG0000710	LOC110188697|XP_020814160.1|DSER	LOC6632532|XP_002056430.1|DVIR
OG0000710	LOC110177914|XP_020800546.1|DSER	LOC6624812|XP_002050608.1|DVIR
OG0000711	LOC110184744|XP_020809031.1|DSER, LOC110184739|XP_020809026.1|DSER	LOC6623429|XP_032290174.1|DVIR
OG0000711	LOC110184131|XP_020808198.1|DSER	LOC6633784|XP_032296524.1|DVIR
OG0000712	LOC110187790|XP_020812921.1|DSER	LOC6632644|XP_002056543.1|DVIR
OG0000712	LOC110187789|XP_020812920.1|DSER	LOC6632645|XP_002056544.1|DVIR
OG0000713	LOC110178308|XP_020801059.1|DSER	LOC6636756|XP_002060213.1|DVIR, LOC6632328|XP_002056388.1|DVIR
OG0000714	LOC110184275|XP_020808404.1|DSER	LOC6636110|XP_002059652.2|DVIR
OG0000714	LOC110190364|XP_020816434.1|DSER	LOC6636605|XP_002060042.1|DVIR
OG0000715	LOC110191077|XP_020817471.1|DSER	LOC26530534|XP_015031609.2|DVIR
OG0000715	LOC110190895|XP_020817213.1|DSER	LOC6623996|XP_002048378.2|DVIR
OG0000716	LOC110186690|XP_020811616.1|DSER	LOC6633610|XP_032288989.1|DVIR
OG0000716	LOC110176191|XP_020798100.1|DSER	LOC6622113|XP_002047989.1|DVIR
OG0000717	LOC110190199|XP_020816210.1|DSER	LOC6622375|XP_002047929.1|DVIR
OG0000718	LOC110185468|XP_020809980.1|DSER	LOC6636184|XP_032289065.1|DVIR
OG0000718	LOC110185412|XP_020809878.1|DSER	LOC6627382|XP_002052402.2|DVIR
OG0000719	LOC110190702|XP_020816973.1|DSER	LOC6622044|XP_002047071.1|DVIR
OG0000719	LOC110184780|XP_020809078.1|DSER	LOC6623835|XP_002047830.1|DVIR
OG0000720	LOC110189018|XP_020814638.1|DSER, LOC110177327|XP_020799660.1|DSER	LOC6632935|XP_002056122.2|DVIR
OG0000721	LOC110186051|XP_020810752.1|DSER	LOC6629028|XP_002051375.1|DVIR, LOC6629029|XP_002051376.3|DVIR
OG0000722	LOC110181017|XP_020804354.1|DSER, LOC110181025|XP_020804362.1|DSER	LOC6625240|XP_032293004.1|DVIR
OG0000723	LOC110189349|XP_020815050.1|DSER, LOC110189604|XP_020815396.1|DSER	LOC6626260|XP_002048773.1|DVIR
OG0000724	LOC110176027|XP_020797896.1|DSER	LOC6631738|XP_002055458.1|DVIR
OG0000724	LOC110186628|XP_020811540.1|DSER	LOC6631277|XP_002054061.3|DVIR
OG0000726	LOC110177411|XP_020799787.1|DSER	LOC6632324|XP_015025845.1|DVIR
OG0000726	LOC110177409|XP_020799786.1|DSER	LOC6632326|XP_002056386.1|DVIR
OG0000727	LOC110188279|XP_020813633.1|DSER	LOC6630343|XP_002054592.2|DVIR, LOC6630344|XP_002054593.2|DVIR
OG0000728	LOC110184195|XP_020808285.1|DSER	LOC6632114|XP_032295753.1|DVIR
OG0000728	LOC110188347|XP_020813718.1|DSER	LOC6629586|XP_002052993.1|DVIR
OG0000729	LOC110186362|XP_020811170.1|DSER	LOC6630476|XP_002053752.1|DVIR
OG0000729	LOC110187004|XP_020812023.1|DSER	LOC6630622|XP_002053751.1|DVIR
OG0000730	LOC110184502|XP_020808724.1|DSER	LOC6624347|XP_002048381.1|DVIR
OG0000730	LOC110181295|XP_020804675.1|DSER	LOC26531570|XP_015028956.1|DVIR
OG0000731	LOC110190136|XP_020816120.1|DSER	LOC6636595|XP_032291412.1|DVIR
OG0000731	LOC110179376|XP_020802553.1|DSER	LOC6625586|XP_015030190.1|DVIR
OG0000732	LOC110190322|XP_020816376.1|DSER	LOC6622314|XP_002046688.1|DVIR
OG0000732	LOC110190323|XP_020816378.1|DSER	LOC6622187|XP_002046687.1|DVIR
OG0000733	LOC110176138|XP_020798033.1|DSER	LOC6624543|XP_002046949.1|DVIR
OG0000734	LOC110178654|XP_020801505.1|DSER	LOC6623231|XP_032290681.1|DVIR
OG0000735	LOC110177895|XP_020800523.1|DSER	LOC6634038|XP_002057775.1|DVIR
OG0000736	LOC110187238|XP_020812295.1|DSER	LOC6628141|XP_032294001.1|DVIR
OG0000736	LOC110187237|XP_020812294.1|DSER	LOC6628103|XP_002052427.1|DVIR
OG0000737	LOC110189224|XP_020814863.1|DSER	LOC6626474|XP_032292095.1|DVIR
OG0000738	LOC110176815|XP_020798915.1|DSER	LOC6628454|XP_002051826.1|DVIR
OG0000738	LOC110185977|XP_020810659.1|DSER	LOC6633895|XP_002057588.2|DVIR
OG0000739	LOC110187870|XP_020813013.1|DSER	LOC6629811|XP_032295101.1|DVIR
OG0000739	LOC110187724|XP_020812830.1|DSER	LOC6629809|XP_002054883.1|DVIR
OG0000740	LOC110187915|XP_020813078.1|DSER	LOC6632840|XP_032289472.1|DVIR
OG0000741	LOC110190591|XP_020816842.1|DSER	LOC6628418|XP_002052331.2|DVIR
OG0000741	LOC110181662|XP_020805130.1|DSER	LOC6631485|XP_002055430.1|DVIR
OG0000742	LOC110175920|XP_020797757.1|DSER	LOC6632131|XP_002055104.2|DVIR
OG0000742	LOC110176083|XP_020797984.1|DSER	LOC6632133|XP_002055106.2|DVIR
OG0000743	LOC110187020|XP_020812047.1|DSER	LOC6624440|XP_002047039.1|DVIR
OG0000743	LOC110177955|XP_020800604.1|DSER	LOC6625621|XP_032293188.1|DVIR
OG0000744	LOC110189272|XP_020814950.1|DSER	LOC6625983|XP_002050061.3|DVIR, LOC6625538|XP_032292325.1|DVIR, LOC6626788|XP_002049827.1|DVIR
OG0000745	LOC110182996|XP_020806847.1|DSER	LOC6635891|XP_002059416.1|DVIR
OG0000745	LOC110189444|XP_020815175.1|DSER	LOC6626524|XP_002050567.3|DVIR
OG0000746	LOC110182897|XP_020806710.1|DSER	LOC6626823|XP_002050382.1|DVIR
OG0000747	LOC110189993|XP_020815950.1|DSER	LOC6636902|XP_032289205.1|DVIR, LOC6624696|XP_002047658.1|DVIR
OG0000747	LOC110190150|XP_020816139.1|DSER	LOC6624721|XP_032290829.1|DVIR
OG0000748	LOC110184925|XP_020809230.1|DSER	LOC6628893|XP_002052094.1|DVIR
OG0000748	LOC110182496|XP_020806204.1|DSER	LOC6634732|XP_032289211.1|DVIR
OG0000750	LOC110178379|XP_020801175.1|DSER, LOC110178223|XP_020800926.1|DSER	LOC6626709|XP_032291681.1|DVIR
OG0000750	LOC110191049|XP_020817432.1|DSER	LOC6629590|XP_002052997.1|DVIR
OG0000751	LOC110181657|XP_020805125.1|DSER, LOC110182779|XP_020806566.1|DSER	LOC6636369|XP_002059898.2|DVIR
OG0000751	LOC110181664|XP_020805140.1|DSER	LOC6636366|XP_002059895.1|DVIR, LOC6636367|XP_002059896.1|DVIR
OG0000752	LOC110188853|XP_020814418.1|DSER, LOC110188835|XP_020814386.1|DSER, LOC110190914|XP_020817234.1|DSER, LOC110182367|XP_020806067.1|DSER	LOC26531119|XP_015027859.1|DVIR
OG0000753	LOC110191296|XP_020817764.1|DSER	LOC6629842|XP_002054463.1|DVIR
OG0000754	LOC110180628|XP_020803975.1|DSER	LOC6631659|XP_015026666.1|DVIR
OG0000754	LOC110181767|XP_020805295.1|DSER	LOC6635610|XP_002058953.2|DVIR
OG0000755	LOC110184559|XP_020808796.1|DSER	LOC6632240|XP_032289636.1|DVIR
OG0000755	LOC110184687|XP_020808962.1|DSER	LOC6632239|XP_002056087.1|DVIR
OG0000756	LOC110191247|XP_020817686.1|DSER	LOC6629700|XP_002052958.1|DVIR
OG0000757	LOC110182774|XP_020806556.1|DSER	LOC6636574|XP_002060077.1|DVIR
OG0000758	LOC110188380|XP_020813756.1|DSER	LOC6623946|XP_032290916.1|DVIR
OG0000758	LOC110188601|XP_020814023.1|DSER, LOC110189440|XP_020815173.1|DSER	LOC6623865|XP_015031003.1|DVIR
OG0000759	LOC110188827|XP_020814377.1|DSER	LOC6623675|XP_002047415.1|DVIR
OG0000759	LOC110188819|XP_020814358.1|DSER	LOC6623913|XP_015031310.1|DVIR
OG0000760	LOC110180233|XP_020803551.1|DSER	LOC6625604|XP_032292351.1|DVIR
OG0000760	LOC110180216|XP_020803529.1|DSER	LOC6625603|XP_032292254.1|DVIR
OG0000761	LOC110183375|XP_020807296.1|DSER	LOC6627826|XP_032293825.1|DVIR
OG0000761	LOC110183327|XP_020807235.1|DSER	LOC6627815|XP_002051140.2|DVIR
OG0000762	LOC110183840|XP_020807850.1|DSER	LOC6628908|XP_002051552.1|DVIR
OG0000762	LOC110184923|XP_020809228.1|DSER	LOC6627611|XP_002051978.2|DVIR
OG0000763	LOC110187461|XP_020812508.1|DSER	LOC6628408|XP_002052051.1|DVIR
OG0000763	LOC110187459|XP_020812506.1|DSER	LOC6628407|XP_002052050.1|DVIR
OG0000764	LOC110188099|XP_020813312.1|DSER	LOC6630879|XP_032293741.1|DVIR
OG0000764	LOC110182040|XP_020805629.1|DSER	LOC6633445|XP_032288818.1|DVIR
OG0000765	LOC110178801|XP_020801713.1|DSER	LOC6624580|XP_002046489.1|DVIR
OG0000765	LOC110179450|XP_020802657.1|DSER	LOC6631765|XP_002055173.1|DVIR
OG0000766	LOC110181439|XP_020804841.1|DSER	LOC6627631|XP_002051097.1|DVIR
OG0000766	LOC110179664|XP_020802935.1|DSER	LOC6631511|XP_015026573.1|DVIR
OG0000767	LOC110180350|XP_020803671.1|DSER, LOC110187196|XP_020812253.1|DSER	LOC6630760|XP_015027742.1|DVIR
OG0000767	LOC110189942|XP_020815888.1|DSER	LOC6622830|XP_002047544.1|DVIR
OG0000768	LOC110184654|XP_020808913.1|DSER	LOC6622842|XP_002048022.1|DVIR
OG0000769	LOC110191941|XP_020818617.1|DSER	LOC6632663|XP_002056469.2|DVIR
OG0000769	LOC110179358|XP_020802530.1|DSER	LOC6631593|XP_002055445.1|DVIR
OG0000770	LOC110177983|XP_020800634.1|DSER	LOC6625675|XP_002048793.1|DVIR
OG0000771	LOC110183717|XP_020807725.1|DSER	LOC6624693|XP_002046564.1|DVIR
OG0000772	LOC110184043|XP_020808076.1|DSER, LOC110178317|XP_020801087.1|DSER	LOC6625054|XP_015029135.2|DVIR, LOC26531345|XP_015027889.1|DVIR
OG0000773	LOC110182928|XP_020806764.1|DSER, LOC110191852|XP_020818487.1|DSER	LOC6627666|XP_032293451.1|DVIR
OG0000773	LOC110180078|XP_020803359.1|DSER	LOC6623131|XP_002047747.2|DVIR
OG0000774	LOC110191633|XP_020818181.1|DSER, LOC110191632|XP_020818180.1|DSER	LOC6625335|XP_002050417.2|DVIR
OG0000775	LOC110189771|XP_020815650.1|DSER	LOC6626860|XP_002049231.1|DVIR
OG0000775	LOC110178303|XP_020801052.1|DSER	LOC6627231|XP_032291837.1|DVIR
OG0000776	LOC110189923|XP_020815859.1|DSER	LOC6633952|XP_015025163.1|DVIR, LOC26531678|XP_015030353.1|DVIR, LOC26531497|XP_032293177.1|DVIR
OG0000779	LOC110181856|XP_020805433.1|DSER	LOC6632011|XP_002055384.1|DVIR
OG0000780	LOC110189273|XP_020814951.1|DSER	LOC6627263|XP_002049919.2|DVIR
OG0000781	LOC110184279|XP_020808409.1|DSER	LOC6633312|XP_002056889.2|DVIR
OG0000781	LOC110190118|XP_020816091.1|DSER	LOC6622381|XP_002047939.1|DVIR
OG0000782	LOC110179034|XP_020802047.1|DSER	LOC6622281|XP_002047909.2|DVIR
OG0000782	LOC110184210|XP_020808316.1|DSER	LOC6636141|XP_002059535.1|DVIR
OG0000783	LOC110179021|XP_020802025.1|DSER	LOC6630577|XP_002053926.1|DVIR
OG0000783	LOC110182099|XP_020805743.1|DSER	LOC6634533|XP_002057962.1|DVIR
OG0000784	LOC110176119|XP_020798016.1|DSER	LOC6635465|XP_032295860.1|DVIR
OG0000785	LOC110177462|XP_020799859.1|DSER, LOC110177359|XP_020799711.1|DSER	LOC6629780|XP_002054742.1|DVIR
OG0000786	LOC110184525|XP_020808758.1|DSER	LOC6636911|XP_032289373.1|DVIR
OG0000786	LOC110177248|XP_020799555.1|DSER	LOC6632311|XP_015026019.1|DVIR
OG0000787	LOC110190765|XP_020817054.1|DSER	LOC6622513|XP_002046994.2|DVIR
OG0000788	LOC110180004|XP_020803253.1|DSER, LOC110176705|XP_020798802.1|DSER	LOC6624637|XP_002046647.1|DVIR
OG0000789	LOC110182717|XP_020806475.1|DSER	LOC6627990|XP_002051427.2|DVIR
OG0000789	LOC110182720|XP_020806479.1|DSER	LOC6627989|XP_002051426.1|DVIR
OG0000790	LOC110177004|XP_020799173.1|DSER	LOC6635654|XP_032294677.1|DVIR
OG0000790	LOC110176935|XP_020799093.1|DSER	LOC6635655|XP_002059123.1|DVIR
OG0000791	LOC110186319|XP_020811114.1|DSER	LOC6632559|XP_032288733.1|DVIR
OG0000792	LOC110185702|XP_020810332.1|DSER	LOC6627625|XP_002051716.3|DVIR
OG0000793	LOC110188258|XP_020813603.1|DSER	LOC6632500|XP_002056518.1|DVIR
OG0000794	LOC110179550|XP_020802792.1|DSER	LOC6634590|XP_002058091.1|DVIR
OG0000795	LOC110184426|XP_020808621.1|DSER	LOC6636118|XP_002059619.1|DVIR
OG0000795	LOC110188563|XP_020813980.1|DSER	LOC6632943|XP_002056766.2|DVIR
OG0000796	LOC110191800|XP_020818410.1|DSER	LOC6629888|XP_002054548.2|DVIR
OG0000796	LOC110181565|XP_020805014.1|DSER	LOC6634547|XP_002058291.1|DVIR
OG0000797	LOC110184153|XP_020808223.1|DSER	LOC6632762|XP_002056367.1|DVIR
OG0000798	LOC110188120|XP_020813400.1|DSER	LOC6635331|XP_015024688.1|DVIR
OG0000799	LOC110179502|XP_020802737.1|DSER	LOC6633238|XP_015025714.1|DVIR
OG0000800	LOC110178758|XP_020801650.1|DSER	LOC6623684|XP_002047329.2|DVIR, LOC6623663|XP_002047332.1|DVIR, LOC6623441|XP_002047331.2|DVIR
OG0000801	LOC110177673|XP_020800154.1|DSER	LOC6625941|XP_002049052.2|DVIR
OG0000801	LOC110177942|XP_020800583.1|DSER	LOC6626481|XP_002049075.1|DVIR
OG0000802	LOC110188344|XP_020813711.1|DSER, LOC110182002|XP_020805595.1|DSER	LOC6633657|XP_032288959.1|DVIR
OG0000803	LOC110183416|XP_020807352.1|DSER	LOC6629240|XP_002052616.1|DVIR
OG0000803	LOC110178613|XP_020801457.1|DSER	LOC6623371|XP_002047771.1|DVIR
OG0000804	LOC110178301|XP_020801049.1|DSER	LOC6626230|XP_002049383.1|DVIR
OG0000804	LOC110191792|XP_020818402.1|DSER	LOC6633205|XP_002056692.1|DVIR, LOC6633204|XP_002056691.1|DVIR
OG0000805	LOC110178199|XP_020800934.1|DSER	LOC6625755|XP_002048721.1|DVIR
OG0000805	LOC110178285|XP_020801060.1|DSER	LOC6627354|XP_002051965.1|DVIR
OG0000806	LOC110183087|XP_020806936.1|DSER	LOC6627659|XP_032294330.1|DVIR
OG0000807	LOC110176821|XP_020798928.1|DSER, LOC110190663|XP_020816923.1|DSER	LOC26531054|XP_015027852.1|DVIR
OG0000808	LOC110186284|XP_020811056.1|DSER, LOC110186626|XP_020811536.1|DSER	LOC6629433|XP_002054068.1|DVIR
OG0000810	LOC110189241|XP_020814901.1|DSER, LOC110189242|XP_020814902.1|DSER, LOC110189243|XP_020814904.1|DSER	LOC6636428|XP_002059979.1|DVIR
OG0000811	LOC110187803|XP_020812936.1|DSER	LOC6630874|XP_015027648.1|DVIR
OG0000811	LOC110181534|XP_020804978.1|DSER	LOC6636321|XP_032292056.1|DVIR
OG0000812	LOC110181725|XP_020805242.1|DSER	LOC6632156|XP_032295603.1|DVIR
OG0000813	LOC110189495|XP_020815244.1|DSER	LOC6625973|XP_002050504.1|DVIR
OG0000814	LOC110181192|XP_020804532.1|DSER	LOC6627699|XP_002052259.1|DVIR
OG0000815	LOC110187383|XP_020812431.1|DSER, LOC110177656|XP_020800127.1|DSER	LOC6628125|XP_002052925.1|DVIR
OG0000816	LOC110188695|XP_020814158.1|DSER	LOC6632530|XP_002056428.1|DVIR
OG0000817	LOC110186202|XP_020810921.1|DSER	LOC6630257|XP_002053416.1|DVIR
OG0000817	LOC110186220|XP_020810941.1|DSER	LOC116650677|XP_032290910.1|DVIR
OG0000818	LOC110179675|XP_020802945.1|DSER	LOC6634408|XP_032289264.1|DVIR
OG0000818	LOC110184006|XP_020808030.1|DSER	LOC6628749|XP_002052318.2|DVIR
OG0000819	LOC110181626|XP_020805094.1|DSER	LOC6633477|XP_032296620.1|DVIR
OG0000819	LOC110181526|XP_020804962.1|DSER	LOC6633480|XP_002056989.3|DVIR
OG0000820	LOC110180121|XP_020803424.1|DSER	LOC6634671|XP_002057987.1|DVIR
OG0000820	LOC110189629|XP_020815427.1|DSER	LOC6625568|XP_002050047.2|DVIR
OG0000821	LOC110187873|XP_020813016.1|DSER	LOC6632416|XP_032289668.1|DVIR
OG0000821	LOC110179265|XP_020802379.1|DSER	LOC6626058|XP_002049613.2|DVIR
OG0000822	LOC110183847|XP_020807856.1|DSER	LOC6634306|XP_002057557.1|DVIR
OG0000824	LOC110183984|XP_020808000.1|DSER	LOC6628981|XP_002052733.1|DVIR
OG0000825	LOC110190343|XP_020816403.1|DSER	LOC6623244|XP_002046717.1|DVIR
OG0000825	LOC110182392|XP_020806090.1|DSER	LOC6628551|XP_002052177.1|DVIR
OG0000826	LOC110189298|XP_020814988.1|DSER, LOC110176788|XP_020798885.1|DSER	LOC6625892|XP_002050113.1|DVIR
OG0000828	LOC110187912|XP_020813074.1|DSER	LOC6630697|XP_002054404.1|DVIR
OG0000830	LOC110184189|XP_020808274.1|DSER	LOC6634421|XP_015025047.1|DVIR
OG0000831	LOC110178896|XP_020801831.1|DSER	LOC6625241|XP_002049487.2|DVIR
