Orthogroup	DSER.longest_only	DERE.longest_only
OG0001139	LOC110177508|XP_020799921.1|DSER	LOC6545017|XP_001972607.3|DERE
OG0001140	LOC110188665|XP_020814117.1|DSER	LOC6554892|XP_001982247.1|DERE
OG0001140	LOC110178049|XP_020800721.1|DSER	LOC26526238|XP_026839356.1|DERE
OG0001141	LOC110177179|XP_020799428.1|DSER	LOC6553447|XP_001979374.1|DERE
OG0001142	LOC110177197|XP_020799452.1|DSER	LOC6553527|XP_001979402.1|DERE
OG0001142	LOC110177135|XP_020799367.1|DSER	LOC6553528|XP_001979403.1|DERE
OG0001143	LOC110186092|XP_020810793.1|DSER	LOC6540581|XP_001968897.1|DERE
OG0001144	LOC110188580|XP_020814003.1|DSER	LOC6553415|XP_001979267.1|DERE
OG0001144	LOC110183269|XP_020807157.1|DSER, LOC110187187|XP_020812278.1|DSER	LOC6548311|XP_001975324.2|DERE
OG0001145	LOC110181423|XP_020804827.1|DSER	LOC6541208|XP_001969170.1|DERE
OG0001145	LOC110189920|XP_020815894.1|DSER	LOC6542654|XP_001969169.1|DERE
OG0001146	LOC110181380|XP_020804768.1|DSER	LOC6541609|XP_026834974.1|DERE
OG0001146	LOC110182200|XP_020805880.1|DSER	LOC6551736|XP_001978607.1|DERE
OG0001148	LOC110187590|XP_020812634.1|DSER	LOC6542365|XP_001968594.1|DERE
OG0001149	LOC110176742|XP_020798845.1|DSER	LOC6544073|XP_001971432.1|DERE
OG0001151	LOC110188372|XP_020813744.1|DSER	LOC6554081|XP_001979519.2|DERE, LOC6554080|XP_001979518.1|DERE
OG0001152	LOC110176595|XP_020798670.1|DSER	LOC6542854|XP_001969392.1|DERE
OG0001153	LOC110191482|XP_020818005.1|DSER	LOC6548015|XP_026836900.1|DERE
OG0001154	LOC110187359|XP_020812409.1|DSER	LOC6542013|XP_015014406.1|DERE
OG0001155	LOC110187109|XP_020812177.1|DSER	LOC6551547|XP_001978458.1|DERE
OG0001157	LOC110184882|XP_020809190.1|DSER	LOC6553654|XP_001980303.1|DERE
OG0001158	LOC110187418|XP_020812466.1|DSER	LOC6540730|XP_026834891.1|DERE
OG0001159	LOC110186958|XP_020811958.1|DSER	LOC6554771|XP_001981357.3|DERE
OG0001160	LOC110188410|XP_020813797.1|DSER	LOC6553578|XP_001979249.1|DERE
OG0001161	LOC110191364|XP_020817872.1|DSER	LOC6552623|XP_015010212.1|DERE
OG0001162	LOC110185498|XP_020810055.1|DSER	LOC6551798|XP_001980811.1|DERE
OG0001163	LOC110184394|XP_020808570.1|DSER	LOC6553611|XP_026832768.1|DERE
OG0001164	LOC110187971|XP_020813150.1|DSER	LOC6555406|XP_001982326.1|DERE
OG0001165	LOC110178508|XP_020801316.1|DSER	LOC6547899|XP_001976393.1|DERE
OG0001166	LOC110188841|XP_020814402.1|DSER	LOC6546499|XP_015013652.1|DERE
OG0001166	LOC110188840|XP_020814393.1|DSER	LOC6546493|XP_001971279.2|DERE, LOC113563696|XP_026832703.1|DERE
OG0001167	LOC110178257|XP_020800970.1|DSER	LOC6542973|XP_026835168.1|DERE
OG0001168	LOC110191628|XP_020818176.1|DSER	LOC6547045|XP_001974634.1|DERE
OG0001169	LOC110184292|XP_020808436.1|DSER	LOC6550146|XP_001977543.1|DERE
OG0001170	LOC110190957|XP_020817303.1|DSER	LOC6554520|XP_001982157.1|DERE
OG0001171	LOC110190349|XP_020816409.1|DSER, LOC110190076|XP_020816041.1|DSER	LOC6544784|XP_015013395.1|DERE
OG0001172	LOC110178488|XP_020801292.1|DSER	LOC6548218|XP_001975076.1|DERE
OG0001173	LOC110186390|XP_020811209.1|DSER	LOC6554295|XP_001981063.1|DERE
OG0001174	LOC110184681|XP_020808953.1|DSER	LOC6545210|XP_001972101.1|DERE
OG0001175	LOC110190945|XP_020817278.1|DSER	LOC6546762|XP_001974552.1|DERE
OG0001176	LOC110189215|XP_020814846.1|DSER	LOC6549417|XP_001975650.1|DERE
OG0001177	LOC110184819|XP_020809119.1|DSER	LOC6549398|XP_026836077.1|DERE
OG0001178	LOC110182997|XP_020806848.1|DSER	LOC6547609|XP_001974969.2|DERE
OG0001179	LOC110179311|XP_020802455.1|DSER	LOC6546862|XP_001976058.1|DERE
OG0001180	LOC110185430|XP_020809909.1|DSER	LOC6555868|XP_026839017.1|DERE
OG0001181	LOC110176209|XP_020798132.1|DSER	LOC6544519|XP_001973059.1|DERE
OG0001182	LOC110185043|XP_020809358.1|DSER	LOC6554438|XP_015009316.1|DERE
OG0001183	LOC110186583|XP_020811456.1|DSER	LOC6554014|XP_026831973.1|DERE
OG0001184	LOC110189636|XP_020815443.1|DSER	LOC6551748|XP_001979698.3|DERE
OG0001185	LOC110188193|XP_020813445.1|DSER	LOC6553169|XP_026833348.1|DERE
OG0001185	LOC110188191|XP_020813430.1|DSER	LOC113563928|XP_026833309.1|DERE
OG0001186	LOC110184532|XP_020808771.1|DSER	LOC6553429|XP_001979235.1|DERE
OG0001187	LOC110190345|XP_020816445.1|DSER	LOC6549073|XP_026835657.1|DERE
OG0001188	LOC110182476|XP_020806184.1|DSER	LOC6546714|XP_001975875.1|DERE
OG0001189	LOC110179310|XP_020802458.1|DSER	LOC6547324|XP_001976331.1|DERE
OG0001190	LOC110180335|XP_020803653.1|DSER	LOC6549983|XP_026837292.1|DERE
OG0001191	LOC110183786|XP_020807802.1|DSER	LOC6542368|XP_001969283.2|DERE
OG0001192	LOC110185723|XP_020810364.1|DSER	LOC6542870|XP_001970075.2|DERE
OG0001193	LOC110177158|XP_020799402.1|DSER	LOC6553452|XP_026838909.1|DERE
OG0001194	LOC110182835|XP_020806627.1|DSER	LOC6555802|XP_026838946.1|DERE, LOC6555807|XP_015008775.1|DERE
OG0001195	LOC110177613|XP_020800076.1|DSER	LOC6542351|XP_001970484.2|DERE
OG0001196	LOC110181821|XP_020805376.1|DSER	LOC6550586|XP_026837451.1|DERE
OG0001197	LOC110177458|XP_020799854.1|DSER, LOC110177459|XP_020799856.1|DSER	LOC6554589|XP_001981545.1|DERE
OG0001197	LOC110177397|XP_020799761.1|DSER	LOC6554910|XP_001982232.1|DERE
OG0001198	LOC110190853|XP_020817161.1|DSER	LOC6555424|XP_001982343.1|DERE
OG0001200	LOC110182259|XP_020805935.1|DSER, LOC110184850|XP_020809149.1|DSER, LOC110179786|XP_020803058.1|DSER	LOC6549572|XP_026836334.1|DERE
OG0001201	LOC110186280|XP_020811053.1|DSER	LOC6554821|XP_001981802.1|DERE
OG0001202	LOC110180344|XP_020803665.1|DSER	LOC6549979|XP_001978752.1|DERE
OG0001203	LOC110185435|XP_020809918.1|DSER	LOC6555832|XP_001982698.1|DERE
OG0001204	LOC110185637|XP_020810253.1|DSER	LOC6540728|XP_001969571.1|DERE
OG0001205	LOC110177265|XP_020799575.1|DSER	LOC6552812|XP_001978943.2|DERE
OG0001206	LOC110188679|XP_020814141.1|DSER	LOC6553695|XP_026831638.1|DERE
OG0001207	LOC110184356|XP_020808509.1|DSER	LOC6549664|XP_026837731.1|DERE
OG0001208	LOC110179065|XP_020802086.1|DSER	LOC6551453|XP_001977278.2|DERE
OG0001209	LOC110187828|XP_020812966.1|DSER	LOC6553710|XP_026831674.1|DERE
OG0001210	LOC110181932|XP_020805526.1|DSER	LOC6550627|XP_001978166.2|DERE
OG0001211	LOC110188458|XP_020813847.1|DSER	LOC6553417|XP_026831495.1|DERE
OG0001212	LOC110183232|XP_020807106.1|DSER	LOC6550867|XP_001978227.1|DERE
OG0001213	LOC110188588|XP_020814009.1|DSER	LOC6552120|XP_001979727.1|DERE
OG0001214	LOC110177301|XP_020799625.1|DSER	LOC6554916|XP_001982238.1|DERE
OG0001215	LOC110189040|XP_020814671.1|DSER	LOC6552713|XP_026831440.1|DERE
OG0001216	LOC110186167|XP_020810879.1|DSER	LOC6552772|XP_001979957.2|DERE
OG0001217	LOC110185069|XP_020809408.1|DSER	LOC6548324|XP_001973939.2|DERE
OG0001218	LOC110191013|XP_020817390.1|DSER	LOC6554519|XP_001982156.1|DERE
OG0001220	LOC110189573|XP_020815362.1|DSER	LOC6543155|XP_001970651.1|DERE
OG0001221	LOC110182910|XP_020806728.1|DSER	LOC6547787|XP_026836644.1|DERE
OG0001222	LOC110177461|XP_020799858.1|DSER	LOC6555040|XP_026831439.1|DERE
OG0001223	LOC110176670|XP_020798763.1|DSER	LOC6541021|XP_001970869.3|DERE
OG0001224	LOC110176761|XP_020798869.1|DSER	LOC6548498|XP_001975311.1|DERE
OG0001225	LOC110180045|XP_020803317.1|DSER	LOC6543112|XP_026834471.1|DERE
OG0001226	LOC110179328|XP_020802479.1|DSER	LOC6547174|XP_001976091.1|DERE
OG0001227	LOC110180309|XP_020803622.1|DSER	LOC6541093|XP_015014849.1|DERE
OG0001228	LOC110179641|XP_020802912.1|DSER	LOC113564521|XP_026837926.1|DERE
OG0001229	LOC110185535|XP_020810101.1|DSER	LOC6541715|XP_026838627.1|DERE
OG0001230	LOC110182355|XP_020806057.1|DSER	LOC6548529|XP_001975369.1|DERE
OG0001231	LOC110182819|XP_020806614.1|DSER	LOC6548545|XP_001973923.1|DERE
OG0001232	LOC110176812|XP_020798913.1|DSER	LOC6541378|XP_001970225.1|DERE
OG0001233	LOC110176905|XP_020799051.1|DSER	LOC6541493|XP_026835028.1|DERE
OG0001234	LOC110178517|XP_020801328.1|DSER	LOC6548779|XP_001975434.1|DERE
OG0001235	LOC110178124|XP_020800804.1|DSER	LOC6540819|XP_001968183.1|DERE
OG0001236	LOC110184617|XP_020808869.1|DSER	LOC6545231|XP_001973465.3|DERE
OG0001237	LOC110188234|XP_020813550.1|DSER	LOC6553936|XP_026839887.1|DERE
OG0001238	LOC110186135|XP_020810840.1|DSER	LOC6554410|XP_026838513.1|DERE
OG0001240	LOC110186155|XP_020810864.1|DSER	LOC6554398|XP_026839734.1|DERE
OG0001241	LOC110178227|XP_020800935.1|DSER	LOC6546818|XP_001975928.1|DERE
OG0001242	LOC110181928|XP_020805523.1|DSER	LOC6550330|XP_026838219.1|DERE
OG0001243	LOC110189879|XP_020815782.1|DSER	LOC6545346|XP_015012980.1|DERE
OG0001244	LOC110176507|XP_020798539.1|DSER	LOC6552764|XP_001979949.1|DERE
OG0001245	LOC110188646|XP_020814083.1|DSER	LOC6553773|XP_001979440.2|DERE
OG0001246	LOC110191492|XP_020818015.1|DSER	LOC6548132|XP_001976509.1|DERE
OG0001247	LOC110189412|XP_020815126.1|DSER	LOC26526228|XP_015015475.1|DERE
OG0001248	LOC110190488|XP_020816663.1|DSER	LOC6545475|XP_001971587.1|DERE
OG0001249	LOC110182831|XP_020806623.1|DSER	LOC6551192|XP_001977026.1|DERE
OG0001251	LOC110188455|XP_020813843.1|DSER, LOC110188693|XP_020814157.1|DSER	LOC6553283|XP_001979201.1|DERE
OG0001252	LOC110186141|XP_020810854.1|DSER	LOC6555165|XP_001981421.2|DERE, LOC6555095|XP_026833415.1|DERE
OG0001253	LOC110178307|XP_020801058.1|DSER	LOC6546837|XP_026836068.1|DERE
OG0001254	LOC110182877|XP_020806679.1|DSER, LOC110182876|XP_020806678.1|DSER	LOC6547736|XP_001974950.2|DERE
OG0001255	LOC110189302|XP_020814993.1|DSER	LOC6542980|XP_001970630.1|DERE
OG0001256	LOC110182756|XP_020806526.1|DSER	LOC6545416|XP_001971715.1|DERE
OG0001256	LOC110184045|XP_020808078.1|DSER	LOC6548578|XP_001976683.2|DERE
OG0001257	LOC110185455|XP_020809950.1|DSER	LOC6555838|XP_026839144.1|DERE
OG0001258	LOC110186697|XP_020811628.1|DSER	LOC6552916|XP_001980979.1|DERE
OG0001259	LOC110178561|XP_020801392.1|DSER	LOC6555762|XP_001982668.1|DERE
OG0001260	LOC110188355|XP_020813722.1|DSER	LOC6551952|XP_001980706.1|DERE
OG0001261	LOC110176049|XP_020797922.1|DSER	LOC6549872|XP_001978653.2|DERE
OG0001262	LOC110189926|XP_020815864.1|DSER	LOC6543849|XP_001972350.3|DERE
OG0001263	LOC110188014|XP_020813197.1|DSER	LOC6554157|XP_026839561.1|DERE
OG0001264	LOC110178214|XP_020800915.1|DSER	LOC6541322|XP_001968615.2|DERE
OG0001265	LOC110182507|XP_020806217.1|DSER	LOC6555689|XP_015008807.1|DERE
OG0001266	LOC110176927|XP_020799086.1|DSER	LOC6548086|XP_001975202.2|DERE
OG0001267	LOC110188013|XP_020813196.1|DSER	LOC6555281|XP_015008835.1|DERE
OG0001268	LOC110187996|XP_020813178.1|DSER	LOC6551837|XP_001979634.1|DERE
OG0001269	LOC110180266|XP_020803581.1|DSER	LOC6546997|XP_001976039.1|DERE
OG0001270	LOC110177268|XP_020799579.1|DSER	LOC6552687|XP_001978950.1|DERE
OG0001271	LOC110178003|XP_020800662.1|DSER	LOC6542309|XP_001969101.1|DERE
OG0001272	LOC110188883|XP_020814459.1|DSER	LOC6545961|XP_026832486.1|DERE
OG0001273	LOC110188047|XP_020813255.1|DSER	LOC6552245|XP_026839525.1|DERE
OG0001274	LOC110178986|XP_020801960.1|DSER	LOC6545550|XP_001973389.1|DERE
OG0001275	LOC110191974|XP_020818654.1|DSER	LOC6550628|XP_015011303.1|DERE
OG0001276	LOC110183641|XP_020807621.1|DSER	LOC6546447|XP_001971816.1|DERE
OG0001277	LOC110185326|XP_020809757.1|DSER	LOC6546365|XP_001971326.1|DERE
OG0001278	LOC110190777|XP_020817067.1|DSER	LOC6543976|XP_001972210.1|DERE
OG0001279	LOC110190634|XP_020816889.1|DSER	LOC6545644|XP_001972165.1|DERE
OG0001280	LOC110178813|XP_020801731.1|DSER, LOC110178814|XP_020801734.1|DSER, LOC110178718|XP_020801581.1|DSER	LOC6544826|XP_026832479.1|DERE
OG0001281	LOC110177548|XP_020799976.1|DSER	LOC6546026|XP_001971211.2|DERE
OG0001282	LOC110186109|XP_020810815.1|DSER	LOC6541864|XP_026835270.1|DERE, LOC113564235|XP_026835624.1|DERE
OG0001283	LOC110188939|XP_020814537.1|DSER	LOC6548769|XP_001975424.1|DERE
OG0001284	LOC110182846|XP_020806637.1|DSER	LOC6541564|XP_001970923.1|DERE
OG0001285	LOC110183656|XP_020807643.1|DSER	LOC6545081|XP_001971036.1|DERE
OG0001286	LOC110187276|XP_020812324.1|DSER	LOC6548746|XP_001974103.1|DERE
OG0001287	LOC110188353|XP_020813720.1|DSER	LOC6553174|XP_001980010.1|DERE
OG0001288	LOC110178188|XP_020800882.1|DSER	LOC6542539|XP_001968211.1|DERE
OG0001289	LOC110187458|XP_020812504.1|DSER	LOC6548956|XP_026836394.1|DERE
OG0001290	LOC110187380|XP_020812427.1|DSER	LOC6541299|XP_026834189.1|DERE, LOC113564240|XP_026835632.1|DERE
OG0001291	LOC110191499|XP_020818024.1|DSER	LOC6547993|XP_001976495.1|DERE
OG0001292	LOC110183703|XP_020807741.1|DSER, LOC110183245|XP_020807129.1|DSER	LOC6548308|XP_026837047.1|DERE
OG0001293	LOC110181963|XP_020805571.1|DSER	LOC6550994|XP_001976870.1|DERE
OG0001294	LOC110184142|XP_020808214.1|DSER	LOC6551990|XP_026832086.1|DERE
OG0001295	LOC110187073|XP_020812122.1|DSER	LOC6550653|XP_001978043.1|DERE
OG0001296	LOC110189783|XP_020815671.1|DSER	LOC113564239|XP_026835631.1|DERE, LOC6541458|XP_026834489.1|DERE
OG0001297	LOC110190384|XP_020816477.1|DSER	LOC6554487|XP_001981932.1|DERE
OG0001298	LOC110188270|XP_020813618.1|DSER	LOC6553334|XP_001979307.1|DERE
OG0001299	LOC110185144|XP_020809505.1|DSER	LOC6544268|XP_001971954.1|DERE
OG0001300	LOC110191216|XP_020817641.1|DSER	LOC6551784|XP_001980597.1|DERE
OG0001301	LOC110185822|XP_020810488.1|DSER	LOC6542841|XP_001970076.1|DERE
OG0001302	LOC110191930|XP_020818604.1|DSER	LOC6547451|XP_026836566.1|DERE
OG0001303	LOC110191212|XP_020817638.1|DSER	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE
OG0001304	LOC110178260|XP_020800981.1|DSER	LOC6549513|XP_026836132.1|DERE
OG0001305	LOC110177242|XP_020799538.1|DSER	LOC6552686|XP_026835679.1|DERE
OG0001306	LOC110190363|XP_020816437.1|DSER	LOC6552486|XP_001979835.1|DERE
OG0001307	LOC110190465|XP_020816633.1|DSER	LOC6545096|XP_015013259.1|DERE
OG0001308	LOC110183250|XP_020807132.1|DSER	LOC6555528|XP_026837276.1|DERE
OG0001309	LOC110177283|XP_020799591.1|DSER	LOC6553357|XP_001980186.1|DERE
OG0001310	LOC110184129|XP_020808196.1|DSER	LOC6550372|XP_001977853.1|DERE
OG0001311	LOC110182638|XP_020806365.1|DSER	LOC6550257|XP_026838073.1|DERE
OG0001312	LOC110185195|XP_020809579.1|DSER	LOC6543867|XP_001972343.1|DERE, LOC6543868|XP_001972344.1|DERE
OG0001313	LOC110178474|XP_020801275.1|DSER	LOC6549055|XP_001975577.1|DERE
OG0001314	LOC110185638|XP_020810254.1|DSER	LOC26526017|XP_015015431.1|DERE
OG0001315	LOC110180451|XP_020803786.1|DSER	LOC6555559|XP_001982584.1|DERE
OG0001316	LOC110191573|XP_020818114.1|DSER	LOC6547044|XP_001974633.1|DERE
OG0001317	LOC110180306|XP_020803619.1|DSER, LOC110182706|XP_020806462.1|DSER	LOC6541183|XP_001968953.2|DERE
OG0001318	LOC110186107|XP_020810813.1|DSER	LOC113564233|XP_026835622.1|DERE, LOC6541923|XP_001968497.1|DERE
OG0001319	LOC110185917|XP_020810589.1|DSER	LOC6543459|XP_026834871.1|DERE
OG0001319	LOC110185916|XP_020810587.1|DSER	LOC6543463|XP_001969528.1|DERE
OG0001320	LOC110176836|XP_020798948.1|DSER, LOC110178164|XP_020800857.1|DSER	LOC6546847|XP_001975949.2|DERE
OG0001321	LOC110184089|XP_020808133.1|DSER, LOC110184088|XP_020808132.1|DSER	LOC6547103|XP_001974744.1|DERE
OG0001322	LOC110186450|XP_020811294.1|DSER	LOC6554010|XP_001980540.3|DERE
OG0001322	LOC110177181|XP_020799431.1|DSER	LOC6552480|XP_001978917.1|DERE
OG0001323	LOC110180491|XP_020803832.1|DSER	LOC26526142|XP_015015456.1|DERE
OG0001323	LOC110187527|XP_020812580.1|DSER	LOC6541565|XP_001968637.2|DERE
OG0001324	LOC110184845|XP_020809146.1|DSER, LOC110179767|XP_020803043.1|DSER	LOC6549223|XP_001974457.1|DERE
OG0001325	LOC110177170|XP_020799415.1|DSER	LOC6552848|XP_001980956.1|DERE
OG0001325	LOC110177228|XP_020799507.1|DSER	LOC6552847|XP_001980955.1|DERE
OG0001326	LOC110186766|XP_020811687.1|DSER	LOC6555294|XP_026839773.1|DERE
OG0001328	LOC110181715|XP_020805223.1|DSER	LOC6550709|XP_026838036.1|DERE
OG0001329	LOC110181481|XP_020804893.1|DSER	LOC6550002|XP_001977468.1|DERE
OG0001330	LOC110179252|XP_020802369.1|DSER	LOC6550582|XP_001978183.1|DERE
OG0001331	LOC110182448|XP_020806142.1|DSER	LOC6555632|XP_001982516.1|DERE
OG0001332	LOC110179723|XP_020803001.1|DSER	LOC6550077|XP_026837754.1|DERE
OG0001333	LOC110183753|XP_020807768.1|DSER	LOC6542171|XP_001968537.2|DERE
OG0001334	LOC110186443|XP_020811286.1|DSER	LOC6555347|XP_026839639.1|DERE
OG0001335	LOC110176574|XP_020798642.1|DSER	LOC6553840|XP_026839811.1|DERE
OG0001337	LOC110191969|XP_020818643.1|DSER	LOC6550059|XP_026838050.1|DERE
OG0001338	LOC110179656|XP_020802916.1|DSER	LOC6548277|XP_001975259.1|DERE
OG0001339	LOC110180030|XP_020803296.1|DSER	LOC6546591|XP_001975905.2|DERE
OG0001340	LOC110185353|XP_020809791.1|DSER	LOC6544880|XP_001973840.2|DERE
OG0001341	LOC110190867|XP_020817177.1|DSER	LOC6554548|XP_001981949.1|DERE
OG0001342	LOC110186965|XP_020811969.1|DSER	LOC6554185|XP_001981261.1|DERE
OG0001343	LOC110176656|XP_020798749.1|DSER	LOC6552718|XP_001979047.1|DERE
OG0001344	LOC110186634|XP_020811552.1|DSER	LOC6554960|XP_026839874.1|DERE
OG0001345	LOC110188450|XP_020813838.1|DSER	LOC6552044|XP_001980720.1|DERE
OG0001346	LOC110186545|XP_020811407.1|DSER	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE
OG0001347	LOC110184801|XP_020809095.1|DSER	LOC6549692|XP_001978725.1|DERE
OG0001348	LOC110186642|XP_020811561.1|DSER	LOC6550033|XP_001977499.1|DERE
OG0001349	LOC110190514|XP_020816703.1|DSER	LOC6545659|XP_026833979.1|DERE
OG0001350	LOC110181246|XP_020804609.1|DSER, LOC110181243|XP_020804607.1|DSER, LOC110181245|XP_020804608.1|DSER	LOC6544580|XP_026833344.1|DERE
OG0001351	LOC110178011|XP_020800684.1|DSER	LOC6541096|XP_001969111.1|DERE
OG0001352	LOC110189271|XP_020814946.1|DSER	LOC6541987|XP_015014695.1|DERE
OG0001353	LOC110176147|XP_020798043.1|DSER	LOC6544339|XP_026833190.1|DERE
OG0001354	LOC110181140|XP_020804469.1|DSER, LOC110181101|XP_020804431.1|DSER	LOC6547922|XP_015012652.1|DERE
OG0001355	LOC110176356|XP_020798347.1|DSER	LOC6546656|XP_001974499.1|DERE
OG0001356	LOC110187982|XP_020813162.1|DSER	LOC6551923|XP_026832033.1|DERE
OG0001357	LOC110189116|XP_020814749.1|DSER	LOC6543839|XP_001971411.1|DERE
OG0001358	LOC110185177|XP_020809554.1|DSER	LOC6546068|XP_001972809.1|DERE
OG0001359	LOC110186033|XP_020810729.1|DSER	LOC6541153|XP_001970052.1|DERE
OG0001360	LOC110180786|XP_020804157.1|DSER	LOC6541940|XP_001969119.1|DERE
OG0001361	LOC110190504|XP_020816681.1|DSER	LOC6543973|XP_001972207.2|DERE
OG0001362	LOC110190780|XP_020817077.1|DSER	LOC6543978|XP_001972212.1|DERE
OG0001363	LOC110188349|XP_020813716.1|DSER	LOC6554076|XP_001979514.1|DERE
OG0001364	LOC110191559|XP_020818093.1|DSER	LOC6547257|XP_026836172.1|DERE
OG0001365	LOC110191304|XP_020817774.1|DSER	LOC6544771|XP_001971677.1|DERE
OG0001366	LOC110189082|XP_020814712.1|DSER, LOC110189080|XP_020814710.1|DSER	LOC6543807|XP_026833950.1|DERE
OG0001367	LOC110180165|XP_020803499.1|DSER	LOC6546677|XP_026837008.1|DERE
OG0001368	LOC110188968|XP_020814572.1|DSER	LOC6541043|XP_026834794.1|DERE
OG0001369	LOC110183634|XP_020807611.1|DSER	LOC6551035|XP_001978254.1|DERE
OG0001370	LOC110178462|XP_020801260.1|DSER	LOC6547807|XP_026836625.1|DERE
OG0001372	LOC110176859|XP_020798993.1|DSER	LOC6547078|XP_026836645.1|DERE
OG0001373	LOC110182721|XP_020806480.1|DSER	LOC6543284|XP_026834406.1|DERE
OG0001374	LOC110176776|XP_020798873.1|DSER	LOC6549420|XP_001975653.1|DERE
OG0001375	LOC110187945|XP_020813118.1|DSER	LOC6551754|XP_026831965.1|DERE
OG0001376	LOC110179351|XP_020802520.1|DSER	LOC6546866|XP_001976062.1|DERE
OG0001377	LOC110176816|XP_020798916.1|DSER	LOC6541109|XP_001970215.2|DERE
OG0001378	LOC110185914|XP_020810585.1|DSER	LOC6542871|XP_026834559.1|DERE
OG0001379	LOC110182598|XP_020806311.1|DSER	LOC6541976|XP_015015288.1|DERE
OG0001380	LOC110189757|XP_020815630.1|DSER	LOC6542628|XP_001970807.1|DERE
OG0001381	LOC110182389|XP_020806091.1|DSER	LOC6548647|XP_026835712.1|DERE
OG0001382	LOC110187249|XP_020812306.1|DSER	LOC6541384|XP_015015166.1|DERE
OG0001383	LOC110176382|XP_020798372.1|DSER, LOC110188936|XP_020814534.1|DSER	LOC6540772|XP_001970388.1|DERE
OG0001384	LOC110181428|XP_020804830.1|DSER	LOC6549501|XP_001974292.1|DERE
OG0001385	LOC110177889|XP_020800514.1|DSER	LOC6540831|XP_001969330.2|DERE
OG0001387	LOC110182657|XP_020806388.1|DSER	LOC6542134|XP_026835090.1|DERE
OG0001388	LOC110183323|XP_020807228.1|DSER	LOC6543257|XP_001969423.1|DERE
OG0001389	LOC110185063|XP_020809402.1|DSER	LOC6554303|XP_001982127.2|DERE
OG0001390	LOC110183025|XP_020806871.1|DSER	LOC6542226|XP_001968679.2|DERE
OG0001391	LOC110181410|XP_020804806.1|DSER	LOC6549495|XP_001974286.1|DERE
OG0001392	LOC110191965|XP_020818642.1|DSER	LOC6550767|XP_026838112.1|DERE
OG0001393	LOC110178053|XP_020800722.1|DSER, LOC110183752|XP_020807767.1|DSER	LOC6549410|XP_001974316.1|DERE
OG0001394	LOC110183308|XP_020807207.1|DSER	LOC6541303|XP_001969465.1|DERE
OG0001395	LOC110188685|XP_020814146.1|DSER	LOC6553175|XP_001980011.1|DERE
OG0001396	LOC110175946|XP_020797792.1|DSER	LOC6549705|XP_001977447.1|DERE
OG0001397	LOC110186482|XP_020811328.1|DSER	LOC6554065|XP_026834878.1|DERE
OG0001398	LOC110180297|XP_020803612.1|DSER	LOC6551727|XP_026838833.1|DERE
OG0001399	LOC110185364|XP_020809805.1|DSER	LOC6541212|XP_026839330.1|DERE, LOC26526050|XP_015015440.1|DERE
OG0001400	LOC110188075|XP_020813285.1|DSER	LOC6553635|XP_001980318.1|DERE
OG0001401	LOC110178575|XP_020801406.1|DSER	LOC6545791|XP_001973441.1|DERE
OG0001402	LOC110190149|XP_020816137.1|DSER	LOC6544887|XP_001973151.1|DERE
OG0001403	LOC110190054|XP_020816019.1|DSER, LOC110187847|XP_020812993.1|DSER	LOC6545527|XP_026832664.1|DERE
OG0001404	LOC110191336|XP_020817845.1|DSER	LOC6549550|XP_015012456.1|DERE
OG0001405	LOC110177815|XP_020800363.1|DSER	LOC6548175|XP_001975158.1|DERE
OG0001406	LOC110190619|XP_020816873.1|DSER	LOC6551605|XP_001977130.1|DERE
OG0001407	LOC110190043|XP_020816008.1|DSER	LOC6543615|XP_026832845.1|DERE
OG0001408	LOC110178481|XP_020801281.1|DSER	LOC6548865|XP_001975451.1|DERE
OG0001411	LOC110186926|XP_020811911.1|DSER	LOC6552522|XP_001979914.1|DERE
OG0001412	LOC110181143|XP_020804475.1|DSER, LOC110179146|XP_020802193.1|DSER	LOC6547502|XP_001976235.1|DERE, LOC6541658|XP_001969709.1|DERE
OG0001413	LOC110180059|XP_020803340.1|DSER	LOC6546963|XP_001974605.3|DERE
OG0001414	LOC110178369|XP_020801165.1|DSER, LOC110178218|XP_020800919.1|DSER	LOC6541117|XP_026834278.1|DERE
OG0001415	LOC110177805|XP_020800353.1|DSER	LOC6549032|XP_001975541.2|DERE
OG0001415	LOC110177749|XP_020800268.1|DSER	LOC6549031|XP_001975540.1|DERE
OG0001416	LOC110185594|XP_020810189.1|DSER	LOC6542305|XP_001970047.1|DERE
OG0001417	LOC110178085|XP_020800748.1|DSER	LOC6551564|XP_001978603.1|DERE
OG0001418	LOC110190302|XP_020816346.1|DSER	LOC6544782|XP_001971602.1|DERE
OG0001418	LOC110190261|XP_020816285.1|DSER	LOC6544781|XP_001971601.1|DERE
OG0001419	LOC110183849|XP_020807857.1|DSER	LOC6540825|XP_001970301.3|DERE
OG0001420	LOC110188606|XP_020814028.1|DSER	LOC6555139|XP_001982254.1|DERE
OG0001421	LOC110188178|XP_020813407.1|DSER	LOC6554053|XP_001980494.1|DERE
OG0001422	LOC110178625|XP_020801470.1|DSER	LOC6545541|XP_001971106.1|DERE
OG0001422	LOC110187310|XP_020812362.1|DSER	LOC6545542|XP_026833561.1|DERE
