Orthogroup	DSER.longest_only	DSUP.longest_only
OG0002475	LOC110186778|XP_020811709.1|DSER, LOC110188744|XP_020814245.1|DSER	LOC119545653|XP_037707307.1|DSUP
OG0002476	LOC110176002|XP_020797868.1|DSER	LOC119549292|XP_037713169.1|DSUP
OG0002477	LOC110177069|XP_020799248.1|DSER	LOC119552176|XP_037717934.1|DSUP
OG0002478	LOC110177849|XP_020800451.1|DSER	LOC119551899|XP_037717440.1|DSUP
OG0002479	LOC110179270|XP_020802392.1|DSER	LOC119550757|XP_037715608.1|DSUP
OG0002480	LOC110185369|XP_020809810.1|DSER	LOC119559595|XP_037728536.1|DSUP
OG0002481	LOC110182464|XP_020806161.1|DSER	LOC119556028|XP_037723735.1|DSUP
OG0002482	LOC110189647|XP_020815450.1|DSER	LOC119559431|XP_037728457.1|DSUP
OG0002483	LOC110191493|XP_020818016.1|DSER	LOC119551057|XP_037716106.1|DSUP
OG0002484	LOC110180068|XP_020803349.1|DSER	LOC119551037|XP_037716074.1|DSUP
OG0002485	LOC110189675|XP_020815492.1|DSER	LOC119549227|XP_037713038.1|DSUP
OG0002486	LOC110190285|XP_020816321.1|DSER	LOC119554989|XP_037722055.1|DSUP
OG0002487	LOC110182821|XP_020806616.1|DSER	LOC119559724|XP_037728716.1|DSUP
OG0002488	LOC110177701|XP_020800186.1|DSER	LOC119551052|XP_037716099.1|DSUP
OG0002489	LOC110190107|XP_020816074.1|DSER	LOC119552644|XP_037718266.1|DSUP
OG0002490	LOC110183196|XP_020807100.1|DSER	LOC119552177|XP_037717935.1|DSUP
OG0002491	LOC110190093|XP_020816057.1|DSER	LOC119552764|XP_037718495.1|DSUP
OG0002492	LOC110176362|XP_020798351.1|DSER	LOC119550614|XP_037715369.1|DSUP
OG0002493	LOC110189355|XP_020815057.1|DSER	LOC119551862|XP_037717380.1|DSUP
OG0002494	LOC110184872|XP_020809181.1|DSER	LOC119563092|XP_037732251.1|DSUP
OG0002495	LOC110177683|XP_020800162.1|DSER	LOC119550618|XP_037715373.1|DSUP
OG0002496	LOC110186209|XP_020810930.1|DSER	LOC119558308|XP_037727639.1|DSUP
OG0002497	LOC110190607|XP_020816859.1|DSER	LOC119554733|XP_037721681.1|DSUP
OG0002499	LOC110183697|XP_020807695.1|DSER	LOC119553180|XP_037719347.1|DSUP
OG0002500	LOC110188401|XP_020813785.1|DSER, LOC110182027|XP_020805616.1|DSER	LOC119563175|XP_037732372.1|DSUP
OG0002501	LOC110179166|XP_020802222.1|DSER	LOC119546913|XP_037709470.1|DSUP
OG0002502	LOC110179355|XP_020802527.1|DSER	LOC119552026|XP_037717692.1|DSUP, LOC119552028|XP_037717694.1|DSUP, LOC119552024|XP_037717689.1|DSUP
OG0002505	LOC110179370|XP_020802548.1|DSER	LOC119550074|XP_037714471.1|DSUP, LOC119550075|XP_037714472.1|DSUP
OG0002507	LOC110185876|XP_020810547.1|DSER	LOC119546426|XP_037708622.1|DSUP
OG0002508	LOC110179574|XP_020802823.1|DSER	LOC119556033|XP_037723744.1|DSUP
OG0002509	LOC110177204|XP_020799477.1|DSER	LOC119551141|XP_037716259.1|DSUP
OG0002510	LOC110180332|XP_020803649.1|DSER	LOC119557648|XP_037726427.1|DSUP
OG0002511	LOC110184432|XP_020808631.1|DSER	LOC119559864|XP_037728899.1|DSUP
OG0002512	LOC110185400|XP_020809855.1|DSER	LOC119560367|XP_037729742.1|DSUP
OG0002513	LOC110191823|XP_020818447.1|DSER	LOC119560296|XP_037729595.1|DSUP
OG0002514	LOC110187132|XP_020812209.1|DSER	LOC119555344|XP_037722608.1|DSUP
OG0002516	LOC110186599|XP_020811488.1|DSER	LOC119552730|XP_037718415.1|DSUP
OG0002517	LOC110176059|XP_020797932.1|DSER	LOC119557097|XP_037725590.1|DSUP
OG0002518	LOC110188479|XP_020813868.1|DSER	LOC119562879|XP_037731922.1|DSUP
OG0002519	LOC110179243|XP_020802355.1|DSER	LOC119551643|XP_037717001.1|DSUP
OG0002520	LOC110182836|XP_020806629.1|DSER	LOC119557584|XP_037726313.1|DSUP
OG0002521	LOC110176018|XP_020797886.1|DSER	LOC119556395|XP_037724499.1|DSUP
OG0002522	LOC110188474|XP_020813863.1|DSER	LOC119560976|XP_037730680.1|DSUP
OG0002523	LOC110191058|XP_020817447.1|DSER	LOC119562000|XP_037731316.1|DSUP
OG0002524	LOC110182465|XP_020806162.1|DSER	LOC119557730|XP_037726541.1|DSUP
OG0002525	LOC110189044|XP_020814672.1|DSER, LOC110189070|XP_020814700.1|DSER	LOC119554559|XP_037721458.1|DSUP
OG0002526	LOC110191817|XP_020818441.1|DSER	LOC119555900|XP_037723521.1|DSUP
OG0002527	LOC110177206|XP_020799483.1|DSER	LOC119551026|XP_037716018.1|DSUP
OG0002528	LOC110180409|XP_020803724.1|DSER	LOC119558418|XP_037727895.1|DSUP
OG0002529	LOC110191409|XP_020817926.1|DSER	LOC119545842|XP_037707735.1|DSUP
OG0002530	LOC110181327|XP_020804705.1|DSER	LOC119548240|XP_037711308.1|DSUP
OG0002531	LOC110185627|XP_020810236.1|DSER	LOC119562389|XP_037731507.1|DSUP
OG0002532	LOC110189896|XP_020815815.1|DSER	LOC119561884|XP_037731284.1|DSUP
OG0002533	LOC110180361|XP_020803680.1|DSER	LOC119556282|XP_037724262.1|DSUP
OG0002534	LOC110180263|XP_020803577.1|DSER	LOC119551543|XP_037716861.1|DSUP
OG0002535	LOC110185306|XP_020809715.1|DSER	LOC119554967|XP_037722024.1|DSUP
OG0002536	LOC110186321|XP_020811118.1|DSER	LOC119563228|XP_037732461.1|DSUP
OG0002537	LOC110191654|XP_020818211.1|DSER	LOC119549375|XP_037713341.1|DSUP
OG0002539	LOC110189264|XP_020814937.1|DSER	LOC119549974|XP_037714301.1|DSUP
OG0002541	LOC110184411|XP_020808604.1|DSER	LOC119557513|XP_037726214.1|DSUP
OG0002542	LOC110180170|XP_020803489.1|DSER	LOC119556101|XP_037723898.1|DSUP
OG0002543	LOC110180330|XP_020803647.1|DSER	LOC119556646|XP_037724906.1|DSUP
OG0002544	LOC110187742|XP_020812859.1|DSER	LOC119560186|XP_037729476.1|DSUP
OG0002545	LOC110182499|XP_020806207.1|DSER	LOC119557238|XP_037725850.1|DSUP
OG0002547	LOC110181868|XP_020805451.1|DSER	LOC119556872|XP_037725276.1|DSUP
OG0002548	LOC110181769|XP_020805301.1|DSER	LOC119557664|XP_037726452.1|DSUP
OG0002549	LOC110175934|XP_020797773.1|DSER	LOC119557148|XP_037725664.1|DSUP
OG0002550	LOC110184594|XP_020808843.1|DSER	LOC119558020|XP_037727064.1|DSUP
OG0002551	LOC110176428|XP_020798435.1|DSER	LOC119545670|XP_037707325.1|DSUP
OG0002552	LOC110187277|XP_020812325.1|DSER	LOC119546944|XP_037709512.1|DSUP
OG0002553	LOC110180352|XP_020803673.1|DSER	LOC119557541|XP_037726240.1|DSUP
OG0002554	LOC110179533|XP_020802772.1|DSER	LOC119556334|XP_037724353.1|DSUP, LOC119562319|XP_037731405.1|DSUP
OG0002555	LOC110183062|XP_020806907.1|DSER	LOC119558161|XP_037727351.1|DSUP
OG0002556	LOC110186097|XP_020810797.1|DSER	LOC119562408|XP_037731529.1|DSUP
OG0002557	LOC110184215|XP_020808324.1|DSER	LOC119556577|XP_037724805.1|DSUP
OG0002558	LOC110185588|XP_020810183.1|DSER	LOC119561794|XP_037731209.1|DSUP
OG0002559	LOC110191443|XP_020817966.1|DSER	LOC119562640|XP_037731795.1|DSUP, LOC119559041|XP_037728096.1|DSUP
OG0002560	LOC110177159|XP_020799403.1|DSER	LOC119561077|XP_037730865.1|DSUP
OG0002561	LOC110188699|XP_020814163.1|DSER	LOC119559741|XP_037728723.1|DSUP
OG0002562	LOC110183238|XP_020807113.1|DSER	LOC119557401|XP_037726074.1|DSUP
OG0002564	LOC110186963|XP_020811963.1|DSER	LOC119554118|XP_037720818.1|DSUP
OG0002565	LOC110186864|XP_020811814.1|DSER	LOC119560253|XP_037729549.1|DSUP
OG0002566	LOC110188565|XP_020813983.1|DSER	LOC119555263|XP_037722498.1|DSUP
OG0002567	LOC110182829|XP_020806621.1|DSER	LOC119557151|XP_037725670.1|DSUP
OG0002568	LOC110188295|XP_020813656.1|DSER	LOC119563382|XP_037732662.1|DSUP
OG0002569	LOC110184643|XP_020808901.1|DSER	LOC119555176|XP_037722353.1|DSUP
OG0002570	LOC110188079|XP_020813288.1|DSER	LOC119563513|XP_037732888.1|DSUP
OG0002571	LOC110188143|XP_020813398.1|DSER, LOC110183682|XP_020807682.1|DSER	LOC119563336|XP_037732615.1|DSUP
OG0002572	LOC110181227|XP_020804587.1|DSER	LOC119549782|XP_037713972.1|DSUP
OG0002573	LOC110187631|XP_020812697.1|DSER	LOC119549416|XP_037713420.1|DSUP
OG0002574	LOC110188635|XP_020814069.1|DSER	LOC119563387|XP_037732667.1|DSUP
OG0002575	LOC110176613|XP_020798696.1|DSER	LOC119545738|XP_037707489.1|DSUP
OG0002576	LOC110180319|XP_020803634.1|DSER	LOC119558914|XP_037728043.1|DSUP
OG0002577	LOC110190044|XP_020816010.1|DSER	LOC119555298|XP_037722542.1|DSUP
OG0002578	LOC110185582|XP_020810172.1|DSER	LOC119546641|XP_037709014.1|DSUP
OG0002579	LOC110185005|XP_020809322.1|DSER	LOC119546467|XP_037708677.1|DSUP
OG0002580	LOC110181597|XP_020805053.1|DSER	LOC119551591|XP_037716920.1|DSUP
OG0002581	LOC110188068|XP_020813277.1|DSER	LOC119547057|XP_037709669.1|DSUP
OG0002582	LOC110184675|XP_020808942.1|DSER, LOC110188381|XP_020813757.1|DSER	LOC119560717|XP_037730257.1|DSUP
OG0002583	LOC110186873|XP_020811827.1|DSER	LOC119549470|XP_037713503.1|DSUP
OG0002584	LOC110190221|XP_020816238.1|DSER	LOC119553962|XP_037720586.1|DSUP
OG0002585	LOC110190222|XP_020816239.1|DSER	LOC119553963|XP_037720587.1|DSUP
OG0002586	LOC110186665|XP_020811589.1|DSER	LOC119560241|XP_037729532.1|DSUP
OG0002587	LOC110189376|XP_020815087.1|DSER	LOC119560983|XP_037730689.1|DSUP
OG0002588	LOC110188751|XP_020814250.1|DSER	LOC119560800|XP_037730361.1|DSUP
OG0002589	LOC110186700|XP_020811632.1|DSER	LOC119549377|XP_037713347.1|DSUP
OG0002590	LOC110181585|XP_020805037.1|DSER	LOC119556965|XP_037725402.1|DSUP
OG0002591	LOC110186708|XP_020811639.1|DSER	LOC119548750|XP_037712202.1|DSUP
OG0002592	LOC110177388|XP_020799750.1|DSER	LOC119552720|XP_037718402.1|DSUP
OG0002593	LOC110177405|XP_020799770.1|DSER	LOC119546280|XP_037708389.1|DSUP
OG0002594	LOC110190953|XP_020817293.1|DSER	LOC119559938|XP_037729073.1|DSUP
OG0002595	LOC110188012|XP_020813199.1|DSER	LOC119561074|XP_037730858.1|DSUP
OG0002596	LOC110185509|XP_020810066.1|DSER	LOC119560507|XP_037729909.1|DSUP
OG0002597	LOC110186197|XP_020810916.1|DSER	LOC119548868|XP_037712426.1|DSUP
OG0002598	LOC110177351|XP_020799702.1|DSER	LOC119557320|XP_037725971.1|DSUP
OG0002599	LOC110188283|XP_020813639.1|DSER	LOC119560885|XP_037730499.1|DSUP
OG0002600	LOC110180894|XP_020804262.1|DSER	LOC119550415|XP_037715004.1|DSUP
OG0002601	LOC110188463|XP_020813852.1|DSER	LOC119560211|XP_037729498.1|DSUP
OG0002602	LOC110184198|XP_020808293.1|DSER	LOC119547369|XP_037710121.1|DSUP
OG0002603	LOC110186957|XP_020811952.1|DSER	LOC119549992|XP_037714334.1|DSUP
OG0002604	LOC110186181|XP_020810899.1|DSER	LOC119554338|XP_037721136.1|DSUP
OG0002605	LOC110186423|XP_020811263.1|DSER	LOC119560641|XP_037730122.1|DSUP
OG0002606	LOC110191082|XP_020817478.1|DSER	LOC119560527|XP_037729931.1|DSUP
OG0002607	LOC110188420|XP_020813807.1|DSER	LOC119560133|XP_037729411.1|DSUP
OG0002608	LOC110188503|XP_020813894.1|DSER	LOC119548656|XP_037711999.1|DSUP
OG0002609	LOC110178526|XP_020801341.1|DSER	LOC119549547|XP_037713625.1|DSUP, LOC119553468|XP_037719799.1|DSUP
OG0002610	LOC110188182|XP_020813413.1|DSER	LOC119559768|XP_037728771.1|DSUP
OG0002611	LOC110189138|XP_020814770.1|DSER	LOC119562873|XP_037731916.1|DSUP
OG0002612	LOC110188388|XP_020813767.1|DSER	LOC119563247|XP_037732486.1|DSUP
OG0002613	LOC110191075|XP_020817467.1|DSER	LOC119558908|XP_037728033.1|DSUP
OG0002614	LOC110176427|XP_020798434.1|DSER	LOC119545831|XP_037707672.1|DSUP
OG0002615	LOC110185336|XP_020809773.1|DSER	LOC119552842|XP_037718632.1|DSUP
OG0002616	LOC110177332|XP_020799673.1|DSER	LOC119549143|XP_037712852.1|DSUP
OG0002617	LOC110187930|XP_020813100.1|DSER	LOC119554756|XP_037721716.1|DSUP
OG0002618	LOC110190398|XP_020816514.1|DSER	LOC119559757|XP_037728755.1|DSUP
OG0002619	LOC110188210|XP_020813498.1|DSER	LOC119553661|XP_037720101.1|DSUP
OG0002620	LOC110188181|XP_020813417.1|DSER	LOC119551307|XP_037716533.1|DSUP
OG0002621	LOC110177302|XP_020799626.1|DSER	LOC119551362|XP_037716615.1|DSUP
OG0002622	LOC110190587|XP_020816839.1|DSER	LOC119552953|XP_037718863.1|DSUP
OG0002623	LOC110186866|XP_020811818.1|DSER	LOC119563400|XP_037732687.1|DSUP
OG0002624	LOC110190856|XP_020817165.1|DSER, LOC110191384|XP_020817899.1|DSER	LOC119559884|XP_037728949.1|DSUP
OG0002625	LOC110190901|XP_020817218.1|DSER	LOC119560585|XP_037730037.1|DSUP
OG0002626	LOC110184285|XP_020808426.1|DSER	LOC119557499|XP_037726199.1|DSUP
OG0002627	LOC110188624|XP_020814049.1|DSER	LOC119545690|XP_037707361.1|DSUP
OG0002628	LOC110190947|XP_020817280.1|DSER	LOC119560720|XP_037730262.1|DSUP
OG0002629	LOC110177402|XP_020799765.1|DSER	LOC119550594|XP_037715331.1|DSUP
OG0002630	LOC110191948|XP_020818626.1|DSER	LOC119545850|XP_037707748.1|DSUP
OG0002631	LOC110187664|XP_020812741.1|DSER	LOC119563331|XP_037732604.1|DSUP
OG0002632	LOC110186590|XP_020811471.1|DSER	LOC119560828|XP_037730402.1|DSUP
OG0002633	LOC110187836|XP_020812974.1|DSER	LOC119545783|XP_037707582.1|DSUP
OG0002634	LOC110186924|XP_020811909.1|DSER	LOC119559797|XP_037728806.1|DSUP
OG0002635	LOC110188218|XP_020813518.1|DSER	LOC119559839|XP_037728860.1|DSUP
OG0002636	LOC110188069|XP_020813278.1|DSER	LOC119561117|XP_037730966.1|DSUP
OG0002637	LOC110184997|XP_020809308.1|DSER	LOC119547037|XP_037709639.1|DSUP
OG0002638	LOC110176530|XP_020798569.1|DSER	LOC119545745|XP_037707500.1|DSUP
OG0002639	LOC110188668|XP_020814122.1|DSER	LOC119555556|XP_037722933.1|DSUP
OG0002640	LOC110191404|XP_020817921.1|DSER	LOC119560544|XP_037729976.1|DSUP
OG0002641	LOC110191287|XP_020817753.1|DSER	LOC119560755|XP_037730302.1|DSUP
OG0002642	LOC110191100|XP_020817505.1|DSER	LOC119560754|XP_037730300.1|DSUP
OG0002643	LOC110176573|XP_020798641.1|DSER	LOC119560655|XP_037730151.1|DSUP
OG0002644	LOC110176598|XP_020798675.1|DSER	LOC119560317|XP_037729623.1|DSUP
OG0002645	LOC110176594|XP_020798669.1|DSER	LOC119560578|XP_037730027.1|DSUP
OG0002646	LOC110184480|XP_020808690.1|DSER	LOC119563223|XP_037732453.1|DSUP
OG0002647	LOC110184449|XP_020808651.1|DSER	LOC119560010|XP_037729219.1|DSUP
OG0002648	LOC110184290|XP_020808437.1|DSER	LOC119560625|XP_037730094.1|DSUP
OG0002649	LOC110191155|XP_020817571.1|DSER	LOC119560033|XP_037729261.1|DSUP
OG0002650	LOC110184441|XP_020808641.1|DSER	LOC119560009|XP_037729217.1|DSUP
OG0002651	LOC110176570|XP_020798624.1|DSER	LOC119552187|XP_037717966.1|DSUP
OG0002652	LOC110177190|XP_020799444.1|DSER	LOC119560250|XP_037729543.1|DSUP
OG0002653	LOC110186383|XP_020811194.1|DSER	LOC119545642|XP_037707284.1|DSUP
OG0002654	LOC110187007|XP_020812028.1|DSER	LOC119546552|XP_037708843.1|DSUP
OG0002655	LOC110188233|XP_020813546.1|DSER	LOC119546754|XP_037709217.1|DSUP
OG0002656	LOC110184113|XP_020808171.1|DSER	LOC119551483|XP_037716777.1|DSUP
OG0002657	LOC110188217|XP_020813517.1|DSER	LOC119559837|XP_037728859.1|DSUP
OG0002658	LOC110186615|XP_020811508.1|DSER	LOC119563131|XP_037732309.1|DSUP
OG0002659	LOC110184217|XP_020808329.1|DSER	LOC119561860|XP_037731271.1|DSUP
OG0002660	LOC110191985|XP_020818675.1|DSER	LOC119557332|XP_037725982.1|DSUP
OG0002661	LOC110176533|XP_020798572.1|DSER	LOC119563468|XP_037732806.1|DSUP
OG0002662	LOC110189253|XP_020814920.1|DSER	LOC119549973|XP_037714296.1|DSUP
OG0002663	LOC110187712|XP_020812808.1|DSER	LOC119550254|XP_037714762.1|DSUP
OG0002664	LOC110178117|XP_020800793.1|DSER	LOC119546813|XP_037709324.1|DSUP
OG0002665	LOC110176911|XP_020799060.1|DSER	LOC119551884|XP_037717408.1|DSUP
OG0002666	LOC110182415|XP_020806114.1|DSER	LOC119552171|XP_037717923.1|DSUP
OG0002667	LOC110177998|XP_020800658.1|DSER	LOC119551848|XP_037717350.1|DSUP
OG0002668	LOC110177626|XP_020800094.1|DSER	LOC119555485|XP_037722820.1|DSUP
OG0002669	LOC110183871|XP_020807883.1|DSER, LOC110178062|XP_020800728.1|DSER	LOC119548043|XP_037711049.1|DSUP
OG0002670	LOC110189122|XP_020814756.1|DSER	LOC119555369|XP_037722639.1|DSUP
OG0002671	LOC110176688|XP_020798778.1|DSER, LOC110189117|XP_020814750.1|DSER	LOC119555225|XP_037722432.1|DSUP
OG0002672	LOC110181131|XP_020804461.1|DSER	LOC119551460|XP_037716736.1|DSUP
OG0002673	LOC110191659|XP_020818216.1|DSER	LOC119549381|XP_037713349.1|DSUP
OG0002674	LOC110177997|XP_020800655.1|DSER	LOC119551608|XP_037716943.1|DSUP
OG0002675	LOC110190466|XP_020816634.1|DSER	LOC119553275|XP_037719494.1|DSUP
OG0002676	LOC110188923|XP_020814507.1|DSER, LOC110177172|XP_020799438.1|DSER	LOC119549248|XP_037713078.1|DSUP
OG0002677	LOC110189467|XP_020815204.1|DSER	LOC119551826|XP_037717315.1|DSUP
OG0002678	LOC110179357|XP_020802529.1|DSER	LOC119551526|XP_037716841.1|DSUP
OG0002679	LOC110191681|XP_020818252.1|DSER	LOC119550606|XP_037715352.1|DSUP
OG0002680	LOC110183535|XP_020807494.1|DSER	LOC119556555|XP_037724773.1|DSUP
OG0002681	LOC110179230|XP_020802339.1|DSER	LOC119549061|XP_037712693.1|DSUP
OG0002682	LOC110189969|XP_020815917.1|DSER	LOC119554429|XP_037721249.1|DSUP
OG0002683	LOC110177254|XP_020799564.1|DSER	LOC119560846|XP_037730431.1|DSUP
OG0002684	LOC110191959|XP_020818636.1|DSER	LOC119558073|XP_037727174.1|DSUP
OG0002685	LOC110178646|XP_020801496.1|DSER	LOC119553012|XP_037718981.1|DSUP
OG0002686	LOC110188847|XP_020814411.1|DSER, LOC110182855|XP_020806651.1|DSER	LOC119554157|XP_037720873.1|DSUP
OG0002687	LOC110189975|XP_020815923.1|DSER	LOC119552596|XP_037718180.1|DSUP
OG0002688	LOC110187899|XP_020813059.1|DSER, LOC110190103|XP_020816070.1|DSER	LOC119553819|XP_037720374.1|DSUP
OG0002689	LOC110181511|XP_020804944.1|DSER	LOC119557125|XP_037725638.1|DSUP, LOC119556921|XP_037725336.1|DSUP
OG0002690	LOC110189987|XP_020815935.1|DSER	LOC119554920|XP_037721953.1|DSUP
OG0002691	LOC110179503|XP_020802742.1|DSER	LOC119551253|XP_037716428.1|DSUP
OG0002692	LOC110191548|XP_020818081.1|DSER	LOC119550142|XP_037714577.1|DSUP
OG0002693	LOC110177606|XP_020800063.1|DSER	LOC119553515|XP_037719865.1|DSUP
OG0002694	LOC110178295|XP_020801042.1|DSER	LOC119551945|XP_037717562.1|DSUP
OG0002695	LOC110176224|XP_020798165.1|DSER	LOC119554147|XP_037720851.1|DSUP
OG0002696	LOC110177542|XP_020799970.1|DSER	LOC119554227|XP_037720984.1|DSUP
OG0002697	LOC110189092|XP_020814723.1|DSER	LOC119554921|XP_037721954.1|DSUP
OG0002698	LOC110182773|XP_020806552.1|DSER	LOC119552678|XP_037718315.1|DSUP
OG0002699	LOC110190584|XP_020816836.1|DSER	LOC119553276|XP_037719497.1|DSUP
OG0002700	LOC110190762|XP_020817051.1|DSER	LOC119555038|XP_037722113.1|DSUP
OG0002701	LOC110178447|XP_020801241.1|DSER	LOC119549038|XP_037712653.1|DSUP
OG0002702	LOC110176963|XP_020799128.1|DSER	LOC119552029|XP_037717695.1|DSUP
OG0002703	LOC110189672|XP_020815487.1|DSER	LOC119562649|XP_037731803.1|DSUP
OG0002704	LOC110177799|XP_020800347.1|DSER	LOC119549959|XP_037714273.1|DSUP
OG0002705	LOC110178780|XP_020801685.1|DSER	LOC119552971|XP_037718911.1|DSUP
OG0002706	LOC110179307|XP_020802452.1|DSER	LOC119551527|XP_037716842.1|DSUP
OG0002707	LOC110178711|XP_020801570.1|DSER	LOC119555546|XP_037722909.1|DSUP
OG0002708	LOC110190684|XP_020816953.1|DSER	LOC119554383|XP_037721191.1|DSUP
OG0002709	LOC110188973|XP_020814580.1|DSER	LOC119552133|XP_037717850.1|DSUP
OG0002710	LOC110179225|XP_020802321.1|DSER	LOC119550859|XP_037715763.1|DSUP
OG0002711	LOC110179242|XP_020802354.1|DSER	LOC119551409|XP_037716677.1|DSUP
OG0002712	LOC110177908|XP_020800538.1|DSER	LOC119550465|XP_037715080.1|DSUP
OG0002713	LOC110178109|XP_020800786.1|DSER	LOC119549431|XP_037713444.1|DSUP
OG0002714	LOC110185015|XP_020809364.1|DSER	LOC119549183|XP_037712927.1|DSUP
OG0002715	LOC110179075|XP_020802114.1|DSER	LOC119555894|XP_037723488.1|DSUP
OG0002716	LOC110184103|XP_020808153.1|DSER	LOC119549411|XP_037713402.1|DSUP
OG0002717	LOC110177155|XP_020799396.1|DSER	LOC119559574|XP_037728521.1|DSUP, LOC119561097|XP_037730918.1|DSUP
OG0002718	LOC110191185|XP_020817612.1|DSER	LOC119553852|XP_037720427.1|DSUP
OG0002719	LOC110186608|XP_020811499.1|DSER	LOC119563079|XP_037732232.1|DSUP
OG0002720	LOC110189050|XP_020814676.1|DSER	LOC119553455|XP_037719785.1|DSUP
OG0002721	LOC110181442|XP_020804845.1|DSER	LOC119548685|XP_037712062.1|DSUP
OG0002722	LOC110182210|XP_020805899.1|DSER	LOC119550366|XP_037714935.1|DSUP
OG0002723	LOC110191374|XP_020817888.1|DSER	LOC119550398|XP_037714977.1|DSUP
OG0002724	LOC110188170|XP_020813405.1|DSER	LOC119551301|XP_037716522.1|DSUP
OG0002725	LOC110190106|XP_020816073.1|DSER	LOC119553216|XP_037719402.1|DSUP
OG0002726	LOC110188879|XP_020814453.1|DSER	LOC119555722|XP_037723344.1|DSUP
OG0002727	LOC110183370|XP_020807291.1|DSER, LOC110187379|XP_020812430.1|DSER	LOC119555320|XP_037722573.1|DSUP
OG0002728	LOC110181871|XP_020805458.1|DSER	LOC119550068|XP_037714460.1|DSUP
OG0002729	LOC110178585|XP_020801422.1|DSER	LOC119552667|XP_037718303.1|DSUP
OG0002730	LOC110189254|XP_020814921.1|DSER	LOC119559377|XP_037728349.1|DSUP
OG0002731	LOC110179419|XP_020802607.1|DSER	LOC119552661|XP_037718295.1|DSUP
OG0002732	LOC110177812|XP_020800361.1|DSER	LOC119550438|XP_037715040.1|DSUP
OG0002733	LOC110191126|XP_020817538.1|DSER	LOC119550928|XP_037715873.1|DSUP
OG0002734	LOC110189830|XP_020815686.1|DSER	LOC119559353|XP_037728323.1|DSUP
OG0002735	LOC110178336|XP_020801105.1|DSER	LOC119550034|XP_037714389.1|DSUP
OG0002736	LOC110178262|XP_020800986.1|DSER	LOC119549407|XP_037713392.1|DSUP
OG0002737	LOC110190656|XP_020816915.1|DSER	LOC119554287|XP_037721072.1|DSUP
OG0002738	LOC110183655|XP_020807642.1|DSER	LOC119552855|XP_037718659.1|DSUP
OG0002739	LOC110189893|XP_020815805.1|DSER	LOC119554114|XP_037720809.1|DSUP
OG0002740	LOC110189892|XP_020815804.1|DSER	LOC119554113|XP_037720808.1|DSUP
OG0002741	LOC110179206|XP_020802284.1|DSER	LOC119549200|XP_037712958.1|DSUP
OG0002742	LOC110191509|XP_020818036.1|DSER	LOC119551058|XP_037716107.1|DSUP
OG0002743	LOC110188876|XP_020814449.1|DSER	LOC119552638|XP_037718257.1|DSUP
OG0002744	LOC110189907|XP_020815831.1|DSER	LOC119552578|XP_037718136.1|DSUP
OG0002745	LOC110177550|XP_020799979.1|DSER	LOC119553607|XP_037719993.1|DSUP
OG0002746	LOC110188920|XP_020814501.1|DSER	LOC119549886|XP_037714119.1|DSUP
OG0002747	LOC110187709|XP_020812803.1|DSER	LOC119563157|XP_037732344.1|DSUP
OG0002748	LOC110179280|XP_020802431.1|DSER	LOC119550807|XP_037715672.1|DSUP
OG0002749	LOC110179361|XP_020802538.1|DSER	LOC119549569|XP_037713649.1|DSUP
OG0002750	LOC110189281|XP_020814963.1|DSER, LOC110176774|XP_020798871.1|DSER	LOC119549799|XP_037713993.1|DSUP
OG0002751	LOC110182896|XP_020806707.1|DSER	LOC119550631|XP_037715392.1|DSUP
OG0002752	LOC110177078|XP_020799254.1|DSER	LOC119550007|XP_037714358.1|DSUP
OG0002753	LOC110182758|XP_020806531.1|DSER	LOC119551200|XP_037716330.1|DSUP
OG0002754	LOC110178774|XP_020801676.1|DSER	LOC119555248|XP_037722460.1|DSUP
OG0002755	LOC110189381|XP_020815089.1|DSER	LOC119549490|XP_037713521.1|DSUP
OG0002756	LOC110178544|XP_020801362.1|DSER, LOC110184619|XP_020808873.1|DSER	LOC119552619|XP_037718212.1|DSUP
OG0002757	LOC110190572|XP_020816808.1|DSER	LOC119553101|XP_037719186.1|DSUP
OG0002758	LOC110177903|XP_020800530.1|DSER	LOC119550407|XP_037714993.1|DSUP
OG0002759	LOC110188117|XP_020813357.1|DSER	LOC119549395|XP_037713375.1|DSUP
OG0002760	LOC110184069|XP_020808108.1|DSER	LOC119550057|XP_037714444.1|DSUP
OG0002761	LOC110184095|XP_020808139.1|DSER	LOC119550756|XP_037715606.1|DSUP
OG0002762	LOC110189514|XP_020815297.1|DSER	LOC119550715|XP_037715524.1|DSUP
OG0002763	LOC110190491|XP_020816666.1|DSER	LOC119554323|XP_037721113.1|DSUP
OG0002764	LOC110185187|XP_020809563.1|DSER	LOC119554549|XP_037721439.1|DSUP
OG0002765	LOC110180052|XP_020803332.1|DSER	LOC119549966|XP_037714286.1|DSUP
OG0002766	LOC110180054|XP_020803335.1|DSER	LOC119549968|XP_037714291.1|DSUP
OG0002767	LOC110190925|XP_020817247.1|DSER	LOC119552197|XP_037717981.1|DSUP
OG0002768	LOC110191501|XP_020818026.1|DSER	LOC119550837|XP_037715731.1|DSUP
OG0002769	LOC110180015|XP_020803270.1|DSER	LOC119550842|XP_037715737.1|DSUP
OG0002770	LOC110182682|XP_020806433.1|DSER, LOC110180304|XP_020803618.1|DSER	LOC119547711|XP_037710614.1|DSUP
