Orthogroup	DSER.longest_only	DFIC.longest_only
OG0001389	LOC110185063|XP_020809402.1|DSER	LOC108091710|XP_017046537.1|DFIC
OG0001390	LOC110183011|XP_020806857.1|DSER, LOC110185616|XP_020810223.1|DSER	LOC108101278|XP_017061060.1|DFIC
OG0001391	LOC110181410|XP_020804806.1|DSER	LOC108101169|XP_017060886.1|DFIC
OG0001392	LOC110191965|XP_020818642.1|DSER	LOC108092972|XP_017048349.1|DFIC
OG0001393	LOC110178053|XP_020800722.1|DSER, LOC110183752|XP_020807767.1|DSER	LOC108101219|XP_017060956.1|DFIC
OG0001394	LOC110183308|XP_020807207.1|DSER	LOC108089179|XP_017042803.1|DFIC
OG0001395	LOC110188685|XP_020814146.1|DSER	LOC108098936|XP_017057630.1|DFIC
OG0001396	LOC110175946|XP_020797792.1|DSER	LOC108095368|XP_017051938.1|DFIC
OG0001397	LOC110186482|XP_020811328.1|DSER	LOC108102077|XP_017062209.1|DFIC
OG0001398	LOC110180297|XP_020803612.1|DSER	LOC108091240|XP_017045840.1|DFIC
OG0001399	LOC110185364|XP_020809805.1|DSER	LOC108086330|XP_017038720.1|DFIC
OG0001400	LOC110188075|XP_020813285.1|DSER	LOC108087120|XP_017039791.1|DFIC
OG0001401	LOC110178575|XP_020801406.1|DSER	LOC108100215|XP_017059481.1|DFIC
OG0001402	LOC110190062|XP_020816026.1|DSER	LOC108096292|XP_017053254.1|DFIC
OG0001402	LOC110190149|XP_020816137.1|DSER	LOC108096459|XP_017053555.1|DFIC
OG0001403	LOC110190054|XP_020816019.1|DSER, LOC110187847|XP_020812993.1|DSER	LOC108088928|XP_017042439.1|DFIC
OG0001404	LOC110191336|XP_020817845.1|DSER	LOC108094886|XP_017051212.1|DFIC
OG0001405	LOC110177815|XP_020800363.1|DSER	LOC108090766|XP_017045094.1|DFIC
OG0001406	LOC110190619|XP_020816873.1|DSER	LOC108091032|XP_017045472.1|DFIC
OG0001407	LOC110190043|XP_020816008.1|DSER	LOC108099890|XP_017059035.1|DFIC
OG0001408	LOC110178481|XP_020801281.1|DSER	LOC108093661|XP_017049330.1|DFIC
OG0001411	LOC110186926|XP_020811911.1|DSER	LOC108091902|XP_017046774.1|DFIC
OG0001412	LOC110181143|XP_020804475.1|DSER, LOC110179146|XP_020802193.1|DSER	LOC108098225|XP_017056496.1|DFIC, LOC108092268|XP_017047290.1|DFIC
OG0001413	LOC110180059|XP_020803340.1|DSER	LOC108093973|XP_017049869.1|DFIC
OG0001414	LOC110178369|XP_020801165.1|DSER	LOC108096553|XP_017053731.1|DFIC
OG0001414	LOC110178218|XP_020800919.1|DSER	LOC108096554|XP_017053732.1|DFIC
OG0001415	LOC110177805|XP_020800353.1|DSER	LOC108101798|XP_017061763.1|DFIC
OG0001415	LOC110177749|XP_020800268.1|DSER	LOC108101893|XP_017061942.1|DFIC
OG0001416	LOC110185594|XP_020810189.1|DSER	LOC108088170|XP_017041332.1|DFIC
OG0001416	LOC110178628|XP_020801473.1|DSER	LOC108100298|XP_017059585.1|DFIC
OG0001417	LOC110178085|XP_020800748.1|DSER	LOC108098069|XP_017056250.1|DFIC, LOC108098067|XP_017056247.1|DFIC, LOC108098068|XP_017056249.1|DFIC
OG0001418	LOC110190302|XP_020816346.1|DSER	LOC108096002|XP_017052841.1|DFIC
OG0001418	LOC110190261|XP_020816285.1|DSER	LOC108095971|XP_017052806.1|DFIC
OG0001419	LOC110183849|XP_020807857.1|DSER	LOC108100943|XP_017060578.1|DFIC
OG0001420	LOC110188606|XP_020814028.1|DSER	LOC108099561|XP_017058638.1|DFIC
OG0001421	LOC110188178|XP_020813407.1|DSER	LOC108102026|XP_017062118.1|DFIC
OG0001422	LOC110187310|XP_020812362.1|DSER	LOC108100673|XP_017060178.1|DFIC
OG0001423	LOC110191786|XP_020818395.1|DSER	LOC108098000|XP_017056129.1|DFIC, LOC108097991|XP_017056118.1|DFIC
OG0001425	LOC110191648|XP_020818204.1|DSER	LOC108086303|XP_017038684.1|DFIC
OG0001425	LOC110191612|XP_020818160.1|DSER	LOC108086297|XP_017038678.1|DFIC
OG0001426	LOC110182273|XP_020805950.1|DSER	LOC108092425|XP_017047483.1|DFIC
OG0001427	LOC110177928|XP_020800570.1|DSER	LOC108090374|XP_017044493.1|DFIC
OG0001427	LOC110186027|XP_020810722.1|DSER, LOC110182495|XP_020806203.1|DSER	LOC108101031|XP_017060692.1|DFIC
OG0001428	LOC110185331|XP_020809766.1|DSER	LOC108086889|XP_017039439.1|DFIC
OG0001429	LOC110190782|XP_020817082.1|DSER	LOC108091857|XP_017046726.1|DFIC
OG0001430	LOC110185626|XP_020810239.1|DSER	LOC108091624|XP_017046409.1|DFIC
OG0001431	LOC110184409|XP_020808600.1|DSER	LOC108088574|XP_017041912.1|DFIC
OG0001432	LOC110184278|XP_020808408.1|DSER	LOC108098110|XP_017056313.1|DFIC
OG0001433	LOC110177389|XP_020799751.1|DSER	LOC108095972|XP_017052803.1|DFIC
OG0001434	LOC110184378|XP_020808538.1|DSER	LOC108091337|XP_017045969.1|DFIC
OG0001435	LOC110180755|XP_020804097.1|DSER	LOC108101488|XP_017061328.1|DFIC
OG0001436	LOC110180462|XP_020803797.1|DSER	LOC108092893|XP_017048230.1|DFIC
OG0001437	LOC110183823|XP_020807834.1|DSER	LOC108100978|XP_017060621.1|DFIC
OG0001438	LOC110184190|XP_020808280.1|DSER	LOC108097493|XP_017055285.1|DFIC
OG0001439	LOC110177143|XP_020799378.1|DSER	LOC108093349|XP_017048846.1|DFIC
OG0001440	LOC110180646|XP_020803999.1|DSER	LOC108097449|XP_017055210.1|DFIC
OG0001441	LOC110184157|XP_020808224.1|DSER	LOC108088688|XP_017042117.1|DFIC
OG0001442	LOC110185799|XP_020810461.1|DSER	LOC108088206|XP_017041396.1|DFIC
OG0001443	LOC110186978|XP_020811988.1|DSER	LOC108099432|XP_017058455.1|DFIC
OG0001444	LOC110191153|XP_020817569.1|DSER	LOC108099544|XP_017058608.1|DFIC
OG0001445	LOC110176425|XP_020798430.1|DSER	LOC108098565|XP_017057068.1|DFIC
OG0001446	LOC110191320|XP_020817801.1|DSER	LOC108091654|XP_017046451.1|DFIC
OG0001447	LOC110188747|XP_020814247.1|DSER	LOC108102063|XP_017062182.1|DFIC
OG0001448	LOC110186586|XP_020811465.1|DSER	LOC108099487|XP_017058536.1|DFIC
OG0001449	LOC110189258|XP_020814928.1|DSER	LOC108093746|XP_017049501.1|DFIC
OG0001450	LOC110183117|XP_020806966.1|DSER	LOC108088131|XP_017041280.1|DFIC
OG0001451	LOC110189725|XP_020815575.1|DSER	LOC108094230|XP_017050178.1|DFIC
OG0001452	LOC110181671|XP_020805167.1|DSER	LOC108096751|XP_017054095.1|DFIC
OG0001453	LOC110189931|XP_020815874.1|DSER	LOC108093211|XP_017048662.1|DFIC
OG0001454	LOC110191026|XP_020817404.1|DSER	LOC108097537|XP_017055376.1|DFIC
OG0001455	LOC110189837|XP_020815692.1|DSER	LOC108100431|XP_017059830.1|DFIC
OG0001456	LOC110178293|XP_020801025.1|DSER	LOC108096608|XP_017053804.1|DFIC
OG0001457	LOC110189247|XP_020814910.1|DSER	LOC108096621|XP_017053855.1|DFIC
OG0001458	LOC110189202|XP_020814831.1|DSER	LOC108101451|XP_017061278.1|DFIC
OG0001459	LOC110184770|XP_020809064.1|DSER	LOC108093207|XP_017048659.1|DFIC
OG0001460	LOC110191532|XP_020818062.1|DSER	LOC108093762|XP_017049520.1|DFIC
OG0001461	LOC110187641|XP_020812708.1|DSER	LOC108097656|XP_017055578.1|DFIC
OG0001462	LOC110182799|XP_020806591.1|DSER	LOC108099150|XP_017057984.1|DFIC
OG0001463	LOC110191853|XP_020818488.1|DSER	LOC108095855|XP_017052642.1|DFIC
OG0001464	LOC110179535|XP_020802773.1|DSER	LOC108097130|XP_017054715.1|DFIC
OG0001465	LOC110189630|XP_020815428.1|DSER	LOC108096952|XP_017054408.1|DFIC
OG0001466	LOC110183931|XP_020807954.1|DSER	LOC108092271|XP_017047294.1|DFIC
OG0001468	LOC110190555|XP_020816769.1|DSER	LOC108096427|XP_017053503.1|DFIC, LOC108096443|XP_017053530.1|DFIC, LOC108096444|XP_017053537.1|DFIC, LOC108096426|XP_017053500.1|DFIC
OG0001469	LOC110179277|XP_020802424.1|DSER	LOC108093801|XP_017049594.1|DFIC
OG0001470	LOC110190035|XP_020815996.1|DSER	LOC108100705|XP_017060222.1|DFIC
OG0001471	LOC110178592|XP_020801437.1|DSER	LOC108100386|XP_017059730.1|DFIC
OG0001472	LOC110183597|XP_020807570.1|DSER	LOC108089389|XP_017043061.1|DFIC
OG0001473	LOC110188672|XP_020814128.1|DSER	LOC108098497|XP_017056905.1|DFIC
OG0001474	LOC110181936|XP_020805532.1|DSER	LOC108097274|XP_017054961.1|DFIC
OG0001475	LOC110177996|XP_020800654.1|DSER	LOC108093895|XP_017049740.1|DFIC
OG0001476	LOC110176554|XP_020798645.1|DSER	LOC108088662|XP_017042079.1|DFIC
OG0001477	LOC110189026|XP_020814648.1|DSER	LOC108088515|XP_017041842.1|DFIC
OG0001478	LOC110187548|XP_020812595.1|DSER	LOC108091462|XP_017046163.1|DFIC
OG0001479	LOC110191223|XP_020817649.1|DSER	LOC108092952|XP_017048311.1|DFIC
OG0001480	LOC110187552|XP_020812599.1|DSER	LOC108091525|XP_017046276.1|DFIC
OG0001481	LOC110176876|XP_020799011.1|DSER	LOC108091264|XP_017045865.1|DFIC
OG0001482	LOC110181265|XP_020804634.1|DSER	LOC108090307|XP_017044406.1|DFIC
OG0001483	LOC110182816|XP_020806611.1|DSER	LOC108101605|XP_017061511.1|DFIC
OG0001484	LOC110183754|XP_020807772.1|DSER	LOC108092335|XP_017047360.1|DFIC
OG0001485	LOC110185243|XP_020809638.1|DSER	LOC108088306|XP_017041525.1|DFIC
OG0001486	LOC110176805|XP_020798902.1|DSER	LOC108100897|XP_017060495.1|DFIC
OG0001487	LOC110188788|XP_020814294.1|DSER	LOC108100495|XP_017059933.1|DFIC
OG0001488	LOC110177414|XP_020799794.1|DSER	LOC108087873|XP_017040947.1|DFIC
OG0001489	LOC110181343|XP_020804721.1|DSER	LOC108098314|XP_017056616.1|DFIC
OG0001490	LOC110185769|XP_020810431.1|DSER	LOC108092376|XP_017047406.1|DFIC
OG0001491	LOC110187309|XP_020812357.1|DSER	LOC108092513|XP_017047621.1|DFIC
OG0001492	LOC110181212|XP_020804553.1|DSER	LOC108100022|XP_017059218.1|DFIC
OG0001493	LOC110180168|XP_020803485.1|DSER	LOC108097791|XP_017055811.1|DFIC
OG0001495	LOC110180734|XP_020804078.1|DSER	LOC108101494|XP_017061341.1|DFIC
OG0001496	LOC110184335|XP_020808490.1|DSER	LOC108095329|XP_017051899.1|DFIC
OG0001497	LOC110176866|XP_020799000.1|DSER	LOC108090541|XP_017044764.1|DFIC
OG0001498	LOC110188548|XP_020813964.1|DSER	LOC108093546|XP_017049131.1|DFIC
OG0001500	LOC110184038|XP_020808072.1|DSER	LOC108095183|XP_017051658.1|DFIC
OG0001501	LOC110176661|XP_020798758.1|DSER	LOC108087898|XP_017040965.1|DFIC
OG0001502	LOC110177834|XP_020800438.1|DSER	LOC108093941|XP_017049815.1|DFIC
OG0001503	LOC110189457|XP_020815191.1|DSER	LOC108093979|XP_017049876.1|DFIC
OG0001504	LOC110180420|XP_020803743.1|DSER	LOC108092905|XP_017048249.1|DFIC
OG0001505	LOC110191046|XP_020817433.1|DSER	LOC108093614|XP_017049230.1|DFIC
OG0001506	LOC110182469|XP_020806170.1|DSER	LOC108096786|XP_017054150.1|DFIC
OG0001507	LOC110177671|XP_020800152.1|DSER	LOC108090790|XP_017045126.1|DFIC
OG0001508	LOC110176894|XP_020799041.1|DSER	LOC108094920|XP_017051259.1|DFIC
OG0001509	LOC110177772|XP_020800297.1|DSER	LOC108096586|XP_017053774.1|DFIC
OG0001510	LOC110185704|XP_020810334.1|DSER	LOC108088122|XP_017041265.1|DFIC
OG0001511	LOC110180232|XP_020803545.1|DSER	LOC108095203|XP_017051700.1|DFIC
OG0001512	LOC110176730|XP_020798833.1|DSER	LOC108086963|XP_017039565.1|DFIC
OG0001513	LOC110190376|XP_020816448.1|DSER	LOC108100738|XP_017060265.1|DFIC
OG0001515	LOC110179484|XP_020802717.1|DSER	LOC108097377|XP_017055114.1|DFIC
OG0001516	LOC110186625|XP_020811535.1|DSER	LOC108099420|XP_017058438.1|DFIC, LOC108099229|XP_017058090.1|DFIC, LOC108099422|XP_017058441.1|DFIC
OG0001517	LOC110177408|XP_020799785.1|DSER	LOC108095886|XP_017052686.1|DFIC
OG0001518	LOC110184158|XP_020808225.1|DSER	LOC108089601|XP_017043447.1|DFIC, LOC108094255|XP_017050209.1|DFIC
OG0001519	LOC110188427|XP_020813811.1|DSER	LOC108098467|XP_017056864.1|DFIC
OG0001520	LOC110191138|XP_020817551.1|DSER	LOC108091743|XP_017046576.1|DFIC
OG0001520	LOC110189581|XP_020815377.1|DSER	LOC108091786|XP_017046633.1|DFIC
OG0001521	LOC110185726|XP_020810368.1|DSER	LOC108094432|XP_017050492.1|DFIC, LOC108094421|XP_017050482.1|DFIC, LOC108100424|XP_017059819.1|DFIC
OG0001522	LOC110185551|XP_020810128.1|DSER	LOC108096445|XP_017053538.1|DFIC, LOC108096145|XP_017053015.1|DFIC, LOC108092998|XP_017048383.1|DFIC
OG0001523	LOC110182520|XP_020806228.1|DSER	LOC108096974|XP_017054441.1|DFIC, LOC108096973|XP_017054440.1|DFIC, LOC108096957|XP_017054414.1|DFIC
OG0001524	LOC110180274|XP_020803588.1|DSER	LOC108093602|XP_017049217.1|DFIC
OG0001525	LOC110181535|XP_020804974.1|DSER	LOC108101651|XP_017061555.1|DFIC
OG0001526	LOC110182117|XP_020805785.1|DSER	LOC108097532|XP_017055367.1|DFIC
OG0001526	LOC110182118|XP_020805786.1|DSER	LOC108097533|XP_017055368.1|DFIC
OG0001527	LOC110179055|XP_020802074.1|DSER, LOC110179056|XP_020802075.1|DSER	LOC108097769|XP_017055784.1|DFIC
OG0001529	LOC110181966|XP_020805574.1|DSER	LOC108091291|XP_017045903.1|DFIC
OG0001530	LOC110183768|XP_020807783.1|DSER	LOC108086359|XP_017038749.1|DFIC, LOC108091272|XP_017045876.1|DFIC, LOC108100226|XP_017059529.1|DFIC
OG0001531	LOC110184052|XP_020808088.1|DSER	LOC108095251|XP_017051768.1|DFIC
OG0001534	LOC110187078|XP_020812126.1|DSER	LOC108097114|XP_017054687.1|DFIC
OG0001535	LOC110176048|XP_020797921.1|DSER	LOC108098118|XP_017056327.1|DFIC
OG0001536	LOC110184295|XP_020808441.1|DSER	LOC108091098|XP_017045605.1|DFIC
OG0001537	LOC110178134|XP_020800820.1|DSER	LOC108091566|XP_017046328.1|DFIC
OG0001538	LOC110184208|XP_020808314.1|DSER	LOC108095547|XP_017052164.1|DFIC
OG0001539	LOC110178507|XP_020801315.1|DSER	LOC108101408|XP_017061223.1|DFIC
OG0001540	LOC110176958|XP_020799124.1|DSER	LOC108092442|XP_017047512.1|DFIC
OG0001541	LOC110190308|XP_020816355.1|DSER	LOC108088762|XP_017042200.1|DFIC
OG0001542	LOC110190931|XP_020817256.1|DSER	LOC108097431|XP_017055193.1|DFIC
OG0001543	LOC110184346|XP_020808500.1|DSER	LOC108097923|XP_017055960.1|DFIC
OG0001544	LOC110183061|XP_020806906.1|DSER	LOC108091346|XP_017045983.1|DFIC
OG0001545	LOC110181720|XP_020805235.1|DSER	LOC108092806|XP_017048067.1|DFIC
OG0001546	LOC110181874|XP_020805459.1|DSER	LOC108092797|XP_017048057.1|DFIC
OG0001547	LOC110184470|XP_020808669.1|DSER	LOC108097108|XP_017054667.1|DFIC
OG0001548	LOC110181569|XP_020805018.1|DSER	LOC108098087|XP_017056280.1|DFIC
OG0001549	LOC110184857|XP_020809157.1|DSER	LOC108098208|XP_017056455.1|DFIC
OG0001550	LOC110186158|XP_020810868.1|DSER	LOC108087264|XP_017040060.1|DFIC
OG0001551	LOC110190326|XP_020816384.1|DSER	LOC108095640|XP_017052295.1|DFIC, LOC108091704|XP_017046531.1|DFIC
OG0001552	LOC110186522|XP_020811379.1|DSER	LOC108099521|XP_017058576.1|DFIC
OG0001553	LOC110184469|XP_020808668.1|DSER, LOC110184404|XP_020808589.1|DSER	LOC108097370|XP_017055104.1|DFIC
OG0001554	LOC110191002|XP_020817377.1|DSER	LOC108098933|XP_017057627.1|DFIC
OG0001555	LOC110176895|XP_020799038.1|DSER	LOC108101250|XP_017060995.1|DFIC
OG0001556	LOC110191542|XP_020818073.1|DSER	LOC108090539|XP_017044762.1|DFIC
OG0001557	LOC110184225|XP_020808338.1|DSER	LOC108101685|XP_017061603.1|DFIC
OG0001558	LOC110184399|XP_020808581.1|DSER	LOC108094680|XP_017050889.1|DFIC
OG0001559	LOC110176420|XP_020798422.1|DSER	LOC108092159|XP_017047168.1|DFIC
OG0001560	LOC110185398|XP_020809843.1|DSER	LOC108098562|XP_017057058.1|DFIC
OG0001561	LOC110187697|XP_020812791.1|DSER	LOC108092071|XP_017047028.1|DFIC
OG0001562	LOC110185599|XP_020810201.1|DSER	LOC108088160|XP_017041313.1|DFIC
OG0001563	LOC110179403|XP_020802586.1|DSER	LOC108101135|XP_017060846.1|DFIC
OG0001564	LOC110191232|XP_020817661.1|DSER	LOC108099403|XP_017058398.1|DFIC
OG0001565	LOC110185603|XP_020810208.1|DSER	LOC108099453|XP_017058483.1|DFIC
OG0001566	LOC110188333|XP_020813700.1|DSER	LOC108092044|XP_017046975.1|DFIC
OG0001567	LOC110179297|XP_020802442.1|DSER	LOC108086421|XP_017038812.1|DFIC
OG0001568	LOC110176511|XP_020798546.1|DSER	LOC108091947|XP_017046825.1|DFIC
OG0001569	LOC110191285|XP_020817751.1|DSER	LOC108091915|XP_017046789.1|DFIC
OG0001570	LOC110184133|XP_020808204.1|DSER	LOC108087082|XP_017039751.1|DFIC
OG0001571	LOC110183341|XP_020807251.1|DSER	LOC108089273|XP_017042935.1|DFIC
OG0001572	LOC110175939|XP_020797779.1|DSER	LOC108102177|XP_017062370.1|DFIC
OG0001573	LOC110189850|XP_020815719.1|DSER	LOC108096253|XP_017053197.1|DFIC
OG0001574	LOC110182651|XP_020806378.1|DSER	LOC108092974|XP_017048352.1|DFIC
OG0001575	LOC110188133|XP_020813380.1|DSER	LOC108092004|XP_017046922.1|DFIC
OG0001576	LOC110190997|XP_020817369.1|DSER	LOC108087384|XP_017040216.1|DFIC
OG0001577	LOC110176408|XP_020798407.1|DSER	LOC108088491|XP_017041799.1|DFIC
OG0001578	LOC110189352|XP_020815053.1|DSER	LOC108096910|XP_017054349.1|DFIC
OG0001579	LOC110180100|XP_020803384.1|DSER	LOC108097541|XP_017055380.1|DFIC
OG0001580	LOC110189292|XP_020814982.1|DSER	LOC108096842|XP_017054242.1|DFIC
OG0001581	LOC110179377|XP_020802550.1|DSER	LOC108097567|XP_017055443.1|DFIC, LOC108086322|XP_017038715.1|DFIC
OG0001582	LOC110180013|XP_020803265.1|DSER	LOC108086764|XP_017039291.1|DFIC
OG0001583	LOC110182941|XP_020806780.1|DSER	LOC108101529|XP_017061390.1|DFIC
OG0001584	LOC110178634|XP_020801480.1|DSER	LOC108100156|XP_017059402.1|DFIC
OG0001585	LOC110184222|XP_020808333.1|DSER	LOC108101692|XP_017061612.1|DFIC, LOC108095584|XP_017052229.1|DFIC
OG0001586	LOC110176704|XP_020798801.1|DSER	LOC108088249|XP_017041455.1|DFIC
OG0001587	LOC110176671|XP_020798765.1|DSER	LOC108102088|XP_017062230.1|DFIC
OG0001588	LOC110191903|XP_020818551.1|DSER	LOC108101547|XP_017061428.1|DFIC
OG0001589	LOC110188771|XP_020814263.1|DSER	LOC108100411|XP_017059791.1|DFIC
OG0001590	LOC110179414|XP_020802604.1|DSER	LOC108094746|XP_017050988.1|DFIC
OG0001591	LOC110186457|XP_020811300.1|DSER	LOC108086584|XP_017039031.1|DFIC
OG0001592	LOC110183909|XP_020807913.1|DSER, LOC110177979|XP_020800631.1|DSER	LOC108094493|XP_017050570.1|DFIC
OG0001593	LOC110184822|XP_020809124.1|DSER	LOC108094515|XP_017050605.1|DFIC
OG0001594	LOC110179174|XP_020802234.1|DSER	LOC108101266|XP_017061010.1|DFIC
OG0001595	LOC110179333|XP_020802486.1|DSER	LOC108086463|XP_017038877.1|DFIC
OG0001596	LOC110185795|XP_020810458.1|DSER	LOC108094433|XP_017050493.1|DFIC
OG0001597	LOC110184514|XP_020808741.1|DSER, LOC110184512|XP_020808733.1|DSER	LOC108093208|XP_017048663.1|DFIC
OG0001598	LOC110185984|XP_020810666.1|DSER	LOC108090040|XP_017044027.1|DFIC
OG0001599	LOC110185981|XP_020810664.1|DSER	LOC108088174|XP_017041341.1|DFIC
OG0001600	LOC110185546|XP_020810121.1|DSER	LOC108100907|XP_017060511.1|DFIC
OG0001601	LOC110185872|XP_020810542.1|DSER	LOC108093431|XP_017048980.1|DFIC
OG0001602	LOC110183735|XP_020807740.1|DSER	LOC108097859|XP_017055885.1|DFIC, LOC108097799|XP_017055850.1|DFIC
OG0001603	LOC110177883|XP_020800506.1|DSER	LOC108097825|XP_017055835.1|DFIC
OG0001604	LOC110188612|XP_020814040.1|DSER, LOC110184676|XP_020808943.1|DSER, LOC110179581|XP_020802833.1|DSER	LOC108097167|XP_017054790.1|DFIC
OG0001605	LOC110190889|XP_020817209.1|DSER	LOC108090542|XP_017044765.1|DFIC
OG0001606	LOC110185536|XP_020810103.1|DSER, LOC110187183|XP_020812241.1|DSER	LOC108102214|XP_017062425.1|DFIC
OG0001607	LOC110184865|XP_020809169.1|DSER	LOC108098199|XP_017056426.1|DFIC
OG0001608	LOC110185092|XP_020809442.1|DSER	LOC108095808|XP_017052571.1|DFIC
OG0001609	LOC110177790|XP_020800318.1|DSER	LOC108101946|XP_017062021.1|DFIC
OG0001610	LOC110185752|XP_020810410.1|DSER	LOC108098103|XP_017056308.1|DFIC, LOC108098353|XP_017056687.1|DFIC
OG0001611	LOC110184973|XP_020809283.1|DSER	LOC108089940|XP_017043918.1|DFIC
OG0001612	LOC110177030|XP_020799206.1|DSER	LOC108092762|XP_017047986.1|DFIC
OG0001613	LOC110183325|XP_020807231.1|DSER	LOC108089192|XP_017042819.1|DFIC
OG0001614	LOC110188952|XP_020814551.1|DSER	LOC108090535|XP_017044752.1|DFIC
OG0001615	LOC110185059|XP_020809394.1|DSER, LOC110185017|XP_020809328.1|DSER	LOC108086333|XP_017038722.1|DFIC
OG0001616	LOC110180777|XP_020804116.1|DSER	LOC108087516|XP_017040412.1|DFIC
OG0001616	LOC110184944|XP_020809249.1|DSER	LOC108093499|XP_017049078.1|DFIC
OG0001617	LOC110181353|XP_020804732.1|DSER	LOC108098328|XP_017056641.1|DFIC
OG0001618	LOC110183368|XP_020807289.1|DSER	LOC108089126|XP_017042731.1|DFIC
OG0001619	LOC110179866|XP_020803125.1|DSER, LOC110181417|XP_020804817.1|DSER	LOC108102157|XP_017062342.1|DFIC
OG0001620	LOC110180997|XP_020804335.1|DSER	LOC108090953|XP_017045386.1|DFIC
OG0001621	LOC110188940|XP_020814538.1|DSER	LOC108093674|XP_017049342.1|DFIC
OG0001622	LOC110179079|XP_020802118.1|DSER	LOC108088603|XP_017041970.1|DFIC
OG0001623	LOC110178195|XP_020800888.1|DSER	LOC108091520|XP_017046269.1|DFIC
OG0001624	LOC110180584|XP_020803935.1|DSER	LOC108094371|XP_017050404.1|DFIC
OG0001625	LOC110185136|XP_020809495.1|DSER	LOC108094381|XP_017050432.1|DFIC
OG0001626	LOC110176832|XP_020798943.1|DSER	LOC108100849|XP_017060418.1|DFIC
OG0001627	LOC110188305|XP_020813671.1|DSER	LOC108097524|XP_017055350.1|DFIC
OG0001628	LOC110186154|XP_020810863.1|DSER	LOC108095651|XP_017052305.1|DFIC
OG0001629	LOC110182511|XP_020806219.1|DSER	LOC108101968|XP_017062039.1|DFIC
OG0001630	LOC110188658|XP_020814103.1|DSER	LOC108092203|XP_017047218.1|DFIC
OG0001631	LOC110187837|XP_020812975.1|DSER	LOC108091388|XP_017046058.1|DFIC
OG0001632	LOC110183479|XP_020807418.1|DSER	LOC108101232|XP_017060971.1|DFIC
OG0001633	LOC110186992|XP_020812008.1|DSER	LOC108102055|XP_017062171.1|DFIC
OG0001634	LOC110184526|XP_020808760.1|DSER	LOC108093265|XP_017048736.1|DFIC
OG0001635	LOC110176436|XP_020798445.1|DSER	LOC108096022|XP_017052860.1|DFIC
OG0001636	LOC110183894|XP_020807899.1|DSER, LOC110188003|XP_020813184.1|DSER	LOC108098595|XP_017057146.1|DFIC
OG0001637	LOC110188002|XP_020813187.1|DSER	LOC108099346|XP_017058314.1|DFIC
OG0001638	LOC110183246|XP_020807126.1|DSER, LOC110183253|XP_020807137.1|DSER	LOC108091342|XP_017045979.1|DFIC
OG0001639	LOC110189588|XP_020815379.1|DSER	LOC108091137|XP_017045661.1|DFIC
OG0001640	LOC110177161|XP_020799405.1|DSER	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC
OG0001641	LOC110188231|XP_020813543.1|DSER	LOC108102003|XP_017062090.1|DFIC
OG0001642	LOC110179721|XP_020802999.1|DSER, LOC110185296|XP_020809703.1|DSER	LOC108097996|XP_017056122.1|DFIC
OG0001643	LOC110176906|XP_020799054.1|DSER	LOC108100894|XP_017060492.1|DFIC
OG0001644	LOC110190968|XP_020817317.1|DSER	LOC108095467|XP_017052071.1|DFIC
OG0001645	LOC110177791|XP_020800319.1|DSER	LOC108090879|XP_017045267.1|DFIC
OG0001646	LOC110182597|XP_020806315.1|DSER	LOC108093806|XP_017049606.1|DFIC, LOC108092035|XP_017047349.1|DFIC
OG0001647	LOC110189703|XP_020815538.1|DSER	LOC108094287|XP_017050269.1|DFIC
OG0001648	LOC110185328|XP_020809759.1|DSER	LOC108086897|XP_017039447.1|DFIC
OG0001649	LOC110176775|XP_020798872.1|DSER, LOC110189607|XP_020815401.1|DSER	LOC108101527|XP_017061388.1|DFIC
OG0001650	LOC110177865|XP_020800470.1|DSER	LOC108095208|XP_017051705.1|DFIC
OG0001651	LOC110177581|XP_020800026.1|DSER	LOC108096832|XP_017054226.1|DFIC
OG0001652	LOC110178956|XP_020801917.1|DSER	LOC108099905|XP_017059054.1|DFIC
OG0001653	LOC110179817|XP_020803082.1|DSER	LOC108088878|XP_017042362.1|DFIC
OG0001654	LOC110184242|XP_020808394.1|DSER	LOC108093946|XP_017049831.1|DFIC
OG0001655	LOC110191811|XP_020818427.1|DSER	LOC108090755|XP_017045076.1|DFIC
OG0001656	LOC110185925|XP_020810596.1|DSER	LOC108092362|XP_017047387.1|DFIC, LOC108092361|XP_017047386.1|DFIC, LOC108092481|XP_017047562.1|DFIC
OG0001657	LOC110176149|XP_020798045.1|DSER	LOC108096327|XP_017053349.1|DFIC
OG0001658	LOC110179017|XP_020802018.1|DSER	LOC108100165|XP_017059417.1|DFIC
OG0001659	LOC110189966|XP_020815914.1|DSER	LOC108095456|XP_017052059.1|DFIC
OG0001660	LOC110191317|XP_020817797.1|DSER	LOC108100264|XP_017059536.1|DFIC
OG0001661	LOC110191057|XP_020817445.1|DSER	LOC108096826|XP_017054221.1|DFIC
OG0001662	LOC110183630|XP_020807607.1|DSER	LOC108089016|XP_017042585.1|DFIC
OG0001664	LOC110179607|XP_020802866.1|DSER	LOC108094761|XP_017051006.1|DFIC
OG0001666	LOC110183749|XP_020807764.1|DSER	LOC108092500|XP_017047602.1|DFIC
OG0001667	LOC110177912|XP_020800543.1|DSER	LOC108094003|XP_017049917.1|DFIC
