Orthogroup	DSIM.longest_only	AAEG.longest_only
OG0000938	LOC27208010|XP_016029200.1|DSIM, LOC27207752|XP_016039363.1|DSIM	LOC23687618|XP_011493218.1|AAEG
OG0000939	LOC6731396|XP_002078549.1|DSIM, LOC6731402|XP_039152883.1|DSIM	LOC5575294|XP_001655660.2|AAEG
OG0000940	LOC27209233|XP_016038416.1|DSIM, LOC6736353|XP_002083229.1|DSIM	LOC5568539|XP_001652369.2|AAEG
OG0000941	LOC27207754|XP_016036922.1|DSIM, LOC6725559|XP_016038685.1|DSIM	LOC5568465|XP_001652294.1|AAEG
OG0000942	LOC6738961|XP_039149586.1|DSIM	LOC5575951|XP_021697898.1|AAEG
OG0000943	LOC6734029|XP_002081065.1|DSIM	LOC5565788|XP_021698361.1|AAEG, LOC5564315|XP_021711753.1|AAEG
OG0000944	LOC27206397|XP_016039270.1|DSIM, LOC6732338|XP_002079461.1|DSIM	LOC5564895|XP_021698610.1|AAEG
OG0000945	LOC6736294|XP_002083178.2|DSIM, LOC6736293|XP_002083177.2|DSIM	LOC5567118|XP_001651535.2|AAEG
OG0000946	LOC6731422|XP_016024040.1|DSIM	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG
OG0000947	LOC6736003|XP_016029366.1|DSIM	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG
OG0000948	LOC6736646|XP_016030241.1|DSIM	LOC5570305|XP_001653129.2|AAEG
OG0000949	LOC6725850|XP_039154020.1|DSIM	LOC5577433|XP_021706252.1|AAEG
OG0000950	LOC6727112|XP_002102505.1|DSIM	LOC5570062|XP_021710514.1|AAEG
OG0000951	LOC6728354|XP_002103702.1|DSIM	LOC5567383|XP_001651784.1|AAEG
OG0000963	LOC6726355|XP_002107315.1|DSIM	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG
OG0000964	LOC27207376|XP_016039945.2|DSIM, LOC6739455|XP_016027945.1|DSIM	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG
OG0000965	LOC6725521|XP_002106534.1|DSIM	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG
OG0000966	LOC6734379|XP_002081400.1|DSIM, LOC6730271|XP_002105554.2|DSIM	LOC5564065|XP_001648396.2|AAEG
OG0000968	LOC6738344|XP_016032189.1|DSIM	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG
OG0000969	LOC6735468|XP_002082407.1|DSIM, LOC6730304|XP_002105587.1|DSIM	LOC5572867|XP_001660626.1|AAEG
OG0000970	LOC6729890|XP_002105193.1|DSIM	LOC5577323|XP_001656398.1|AAEG, LOC5578971|XP_001664152.2|AAEG
OG0000971	LOC6732569|XP_002079688.2|DSIM, LOC27208901|XP_016025251.1|DSIM	LOC5574512|XP_021701876.1|AAEG
OG0000972	LOC6736964|XP_002083811.2|DSIM, LOC6724953|XP_016037815.1|DSIM	LOC5570688|XP_001659285.2|AAEG
OG0000973	LOC6739964|XP_016037939.2|DSIM	LOC5566318|XP_001650701.1|AAEG, LOC110677834|XP_021705147.1|AAEG, LOC5576015|XP_021712722.1|AAEG
OG0000974	LOC6736701|XP_016030316.2|DSIM, LOC6736702|XP_016030317.1|DSIM	LOC5563607|XP_021706393.1|AAEG, LOC5563653|XP_001647877.2|AAEG
OG0000975	LOC6728509|XP_016035150.1|DSIM	LOC5567322|XP_021711286.1|AAEG
OG0000977	LOC120285000|XP_039151007.1|DSIM, LOC6728002|XP_016034602.2|DSIM	LOC5572481|XP_001660429.2|AAEG
OG0000978	LOC120284337|XP_039147314.1|DSIM, LOC27206158|XP_016026886.1|DSIM, LOC6728538|XP_002103883.1|DSIM	LOC5570996|XP_001653423.1|AAEG
OG0000988	LOC6732033|XP_002079165.1|DSIM	LOC5574742|XP_021708813.1|AAEG
OG0000990	LOC27208045|XP_016036616.1|DSIM, LOC6726462|XP_016040044.1|DSIM	LOC5573413|XP_001654587.1|AAEG
OG0000991	LOC6725458|XP_002106474.2|DSIM	LOC110676690|XP_021701229.1|AAEG
OG0000992	LOC27206622|XP_016026887.1|DSIM, LOC120284336|XP_039147313.1|DSIM, LOC6729214|XP_016035867.2|DSIM	LOC110680585|XP_021712076.1|AAEG, LOC5574605|XP_001655224.2|AAEG
OG0000993	LOC6730175|XP_002105466.1|DSIM, LOC6730174|XP_002105465.1|DSIM	LOC5568340|XP_001657995.2|AAEG
OG0000994	LOC6725249|XP_016038259.1|DSIM	LOC5565293|XP_021693612.1|AAEG
OG0000995	LOC6738468|XP_016032298.1|DSIM, LOC6726029|XP_039153760.1|DSIM, LOC120284216|XP_039153761.1|DSIM	LOC5570516|XP_001659204.1|AAEG
OG0000996	LOC6734065|XP_016027068.1|DSIM	LOC5570524|XP_001659180.1|AAEG
OG0000997	LOC6734257|XP_039147519.1|DSIM	LOC5572107|XP_021699025.1|AAEG
OG0000998	LOC6740503|XP_016029702.1|DSIM	LOC5574213|XP_021699075.1|AAEG, LOC5574214|XP_021699069.1|AAEG
OG0000999	LOC6735837|XP_016029207.1|DSIM, LOC27206864|XP_039153050.1|DSIM	LOC5569582|XP_011492944.1|AAEG
OG0001000	LOC6739798|XP_016025982.1|DSIM	LOC5565618|XP_021700536.1|AAEG
OG0001001	LOC6734608|XP_016027762.1|DSIM	LOC5574039|XP_021712731.1|AAEG, LOC5570957|XP_021701483.1|AAEG, LOC5568887|XP_021701482.1|AAEG
OG0001002	LOC6739249|XP_016025403.1|DSIM	LOC5572439|XP_021702436.1|AAEG, LOC5572427|XP_001660379.1|AAEG, LOC5572436|XP_021702424.1|AAEG, LOC110676920|XP_021702428.1|AAEG
OG0001003	LOC27208286|XP_016025863.1|DSIM, LOC27208315|XP_016026534.1|DSIM	LOC5573879|XP_001654917.1|AAEG
OG0001004	LOC6727224|XP_016033718.1|DSIM, LOC6728745|XP_002104080.1|DSIM	LOC5577327|XP_001656404.1|AAEG
OG0001005	LOC6732771|XP_002079884.1|DSIM, LOC27206578|XP_016037765.1|DSIM	LOC5574438|XP_001661452.2|AAEG
OG0001006	LOC27207437|XP_016034653.1|DSIM, LOC6737722|XP_002084552.1|DSIM	LOC5577478|XP_001656504.1|AAEG
OG0001007	LOC6736007|XP_016029382.1|DSIM	LOC5579111|XP_021709409.1|AAEG, LOC110680228|XP_021711736.1|AAEG
OG0001008	LOC6729919|XP_002105221.1|DSIM, LOC6726116|XP_002107094.1|DSIM	LOC5569738|XP_001652964.1|AAEG
OG0001019	LOC6729814|XP_016036496.1|DSIM	LOC23687425|XP_021696098.1|AAEG, LOC5570400|XP_021694766.1|AAEG
OG0001020	LOC6726527|XP_016040172.1|DSIM	LOC5571386|XP_001659667.2|AAEG, LOC5571385|XP_021694971.1|AAEG, LOC5571381|XP_021694972.1|AAEG
OG0001021	LOC6731254|XP_039149200.1|DSIM	LOC5569206|XP_021698876.1|AAEG
OG0001022	LOC6728676|XP_016035347.1|DSIM, LOC6739835|XP_002076729.1|DSIM	LOC5564053|XP_001648383.1|AAEG
OG0001024	LOC6729805|XP_016036493.1|DSIM	LOC5563729|XP_001648014.1|AAEG, LOC5572673|XP_001660495.2|AAEG
OG0001025	LOC6737785|XP_002084613.1|DSIM	LOC5566344|XP_021696749.1|AAEG
OG0001026	LOC6733466|XP_016026418.1|DSIM	LOC5563943|XP_021698255.1|AAEG, LOC110675339|XP_021695627.1|AAEG
OG0001027	LOC6738605|XP_016032449.1|DSIM	LOC5572532|XP_021698700.1|AAEG, LOC5572539|XP_001654056.2|AAEG, LOC5572530|XP_021698692.1|AAEG
OG0001028	LOC6732408|XP_002079529.1|DSIM	LOC5578865|XP_021699358.1|AAEG, LOC5578864|XP_001664073.1|AAEG, LOC5566028|XP_001650394.1|AAEG
OG0001029	LOC6739377|XP_002076281.2|DSIM	LOC110675155|XP_021695234.1|AAEG, LOC110678123|XP_021706417.1|AAEG
OG0001031	LOC6733122|XP_039154575.1|DSIM	LOC5564557|XP_021702651.1|AAEG
OG0001032	LOC120285686|XP_039154277.1|DSIM, LOC6739262|XP_039154274.1|DSIM	LOC5568797|XP_021703170.1|AAEG
OG0001033	LOC6739164|XP_002085954.2|DSIM	LOC5572990|XP_021705665.1|AAEG
OG0001042	LOC6730281|XP_002105564.1|DSIM	LOC5569920|XP_021695787.1|AAEG, LOC5569919|XP_021695812.1|AAEG, LOC5569917|XP_001658816.2|AAEG
OG0001043	LOC6739856|XP_002076747.1|DSIM	LOC5580112|XP_001655052.2|AAEG, LOC5580113|XP_001655051.2|AAEG
OG0001044	LOC6733419|XP_016026362.1|DSIM	LOC5574123|XP_001661192.2|AAEG, LOC5574477|XP_021699627.1|AAEG
OG0001045	LOC6734564|XP_016027675.1|DSIM	LOC5569642|XP_001658665.2|AAEG, LOC5569640|XP_001658664.2|AAEG, LOC5573336|XP_021693470.1|AAEG
OG0001046	LOC6734962|XP_002081956.1|DSIM, LOC6734963|XP_002081957.1|DSIM	LOC5572371|XP_001660329.1|AAEG
OG0001047	LOC6734326|XP_002081349.1|DSIM	LOC110680988|XP_021712449.1|AAEG, LOC5571772|XP_021695747.1|AAEG
OG0001048	LOC6735629|XP_016028996.1|DSIM	LOC5571275|XP_021695905.1|AAEG
OG0001049	LOC6736798|XP_016030444.1|DSIM	LOC110675977|XP_021697855.1|AAEG
OG0001050	LOC6738355|XP_039149609.1|DSIM	LOC5573704|XP_021698920.1|AAEG
OG0001051	LOC6731674|XP_002078814.1|DSIM	LOC5573846|XP_001654884.2|AAEG
OG0001052	LOC6731493|XP_016024173.1|DSIM	LOC5568617|XP_001652449.1|AAEG
OG0001053	LOC27208251|XP_039153337.1|DSIM	LOC5571894|XP_001653808.2|AAEG
OG0001054	LOC6729162|XP_002104483.1|DSIM, LOC6729161|XP_002104482.1|DSIM	LOC5574413|XP_001655120.1|AAEG
OG0001055	LOC6728486|XP_016035124.1|DSIM, LOC6728485|XP_002103830.2|DSIM	LOC5567606|XP_001657583.2|AAEG
OG0001056	LOC6732650|XP_002079767.1|DSIM, LOC6726096|XP_002107078.1|DSIM	LOC5570986|XP_001659451.2|AAEG
OG0001057	LOC6731624|XP_016024306.1|DSIM	LOC5571397|XP_001653648.2|AAEG
OG0001058	LOC6725785|XP_016039091.1|DSIM	LOC5570053|XP_021707851.1|AAEG
OG0001059	LOC6738679|XP_002085481.1|DSIM	LOC5577278|XP_021706770.1|AAEG, LOC5577282|XP_001663322.2|AAEG
OG0001073	LOC6729781|XP_016036462.2|DSIM	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG
OG0001074	LOC6734291|XP_002081320.1|DSIM	LOC5568441|XP_001652273.1|AAEG
OG0001077	LOC6740359|XP_002077227.1|DSIM, LOC6738198|XP_002085011.1|DSIM	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG
OG0001078	LOC6740205|XP_002077087.1|DSIM	LOC5565588|XP_001649970.1|AAEG, LOC5573424|XP_021697821.1|AAEG
OG0001079	LOC6736750|XP_016030374.1|DSIM	LOC5575758|XP_001662179.2|AAEG
OG0001080	LOC6736301|XP_016029781.1|DSIM	LOC5563731|XP_001648022.2|AAEG
OG0001081	LOC6727409|XP_016033955.1|DSIM	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG
OG0001082	LOC6735429|XP_016028737.1|DSIM	LOC5572898|XP_001654240.1|AAEG
OG0001083	LOC27207993|XP_039149426.1|DSIM, LOC6740665|XP_039153230.1|DSIM	LOC5566297|XP_001650674.2|AAEG
OG0001084	LOC6733257|XP_016026131.1|DSIM	LOC5567273|XP_021707529.1|AAEG, LOC5565651|XP_021696900.1|AAEG
OG0001085	LOC6733171|XP_002080247.2|DSIM	LOC5574897|XP_021697029.1|AAEG
OG0001086	LOC27206474|XP_002104016.2|DSIM, LOC6736000|XP_002082909.1|DSIM	LOC5573548|XP_001654683.1|AAEG
OG0001087	LOC6731965|XP_039154402.1|DSIM, LOC6731967|XP_016024647.1|DSIM	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG
OG0001088	LOC6737360|XP_002084198.1|DSIM	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG
OG0001089	LOC6736761|XP_016030382.1|DSIM	LOC5573682|XP_001661004.2|AAEG
OG0001090	LOC6736673|XP_016030293.1|DSIM	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG
OG0001092	LOC6732393|XP_002079514.2|DSIM	LOC5570895|XP_021700677.1|AAEG
OG0001093	LOC6732318|XP_016024981.1|DSIM	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG
OG0001094	LOC6732310|XP_039154418.1|DSIM	LOC5565811|XP_021695262.1|AAEG
OG0001095	LOC6735239|XP_039148110.1|DSIM	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG
OG0001096	LOC6732711|XP_002079825.1|DSIM	LOC5571654|XP_021701198.1|AAEG
OG0001097	LOC27208727|XP_039148767.1|DSIM, LOC27207459|XP_016022729.2|DSIM	LOC5570690|XP_001659280.2|AAEG
OG0001098	LOC6737698|XP_016031469.1|DSIM	LOC5567389|XP_001651791.1|AAEG
OG0001099	LOC6738954|XP_002085749.1|DSIM	LOC5579278|XP_001647586.2|AAEG
OG0001100	LOC27206437|XP_039151289.1|DSIM, LOC6740369|XP_016025924.1|DSIM	LOC5575334|XP_001655711.1|AAEG
OG0001101	LOC6734863|XP_039148206.1|DSIM	LOC5578976|XP_021704495.1|AAEG
OG0001102	LOC6738031|XP_016031844.2|DSIM	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG
OG0001103	LOC6727807|XP_016034395.1|DSIM	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG
OG0001104	LOC6734127|XP_016027140.1|DSIM	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG
OG0001105	LOC27207322|XP_016040064.1|DSIM, LOC6739406|XP_002076308.1|DSIM	LOC5566551|XP_001650928.1|AAEG
OG0001106	LOC6724686|XP_039152089.1|DSIM	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG
OG0001118	LOC6726087|XP_002107069.1|DSIM, LOC6726036|XP_016039415.1|DSIM	LOC5576587|XP_001656164.1|AAEG
OG0001119	LOC27208688|XP_039154232.1|DSIM	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG
OG0001120	LOC6729186|XP_002104507.1|DSIM	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG
OG0001121	LOC6733150|XP_016026025.2|DSIM	LOC5576746|XP_021695668.1|AAEG
OG0001122	LOC27209387|XP_016029772.1|DSIM	LOC5580002|XP_021696287.1|AAEG
OG0001124	LOC6727766|XP_039151619.1|DSIM, LOC6727768|XP_002103130.1|DSIM	LOC5566358|XP_011493024.2|AAEG
OG0001125	LOC6727337|XP_016033872.1|DSIM	LOC5564459|XP_001648807.1|AAEG, LOC5564448|XP_021697773.1|AAEG
OG0001127	LOC6737746|XP_002084574.2|DSIM	LOC110676270|XP_021699174.1|AAEG, LOC5577767|XP_001663540.2|AAEG
OG0001128	LOC6735029|XP_016028307.1|DSIM	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG
OG0001129	LOC6731132|XP_016023686.1|DSIM	LOC5580253|XP_021700216.1|AAEG
OG0001130	LOC6731700|XP_002078836.2|DSIM	LOC5565380|XP_001649719.1|AAEG
OG0001131	LOC6724718|XP_039152032.1|DSIM	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG
OG0001133	LOC6732915|XP_039154556.1|DSIM	LOC5567743|XP_021702162.1|AAEG
OG0001134	LOC6735296|XP_016028651.1|DSIM	LOC5566394|XP_001650777.2|AAEG
OG0001135	LOC6728151|XP_016034762.1|DSIM	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG, LOC5578027|XP_001656767.1|AAEG
OG0001136	LOC6728830|XP_039151271.1|DSIM	LOC5576263|XP_021705682.1|AAEG
OG0001137	LOC6728948|XP_016035629.1|DSIM	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG
OG0001138	LOC6736299|XP_016029780.1|DSIM	LOC5572135|XP_021705094.1|AAEG
OG0001139	LOC6737896|XP_016031677.1|DSIM	LOC5574958|XP_021709947.1|AAEG
OG0001153	LOC6735951|XP_016029304.1|DSIM, LOC27206222|XP_016031971.1|DSIM	LOC110679098|XP_021708772.1|AAEG
OG0001154	LOC6731720|XP_016024395.1|DSIM	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG
OG0001155	LOC6725294|XP_016038331.1|DSIM	LOC5572551|XP_021698157.1|AAEG
OG0001157	LOC6728249|XP_016034890.1|DSIM	LOC5575867|XP_021704769.1|AAEG
OG0001158	LOC6731082|XP_039154375.1|DSIM	LOC5579227|XP_001664307.1|AAEG
OG0001159	LOC6730048|XP_039150464.1|DSIM	LOC5577246|XP_021710377.1|AAEG
OG0001160	LOC6727156|XP_002102549.1|DSIM	LOC5577411|XP_001656491.2|AAEG
OG0001161	LOC6728154|XP_039151466.1|DSIM	LOC5566642|XP_021711748.1|AAEG
OG0001162	LOC6728777|XP_016035455.1|DSIM	LOC5576344|XP_021693313.1|AAEG
OG0001164	LOC6729049|XP_002104370.1|DSIM	LOC5575602|XP_001662091.2|AAEG
OG0001165	LOC6735864|XP_002082774.1|DSIM	LOC5565600|XP_021693794.1|AAEG
OG0001167	LOC6733839|XP_016026857.1|DSIM	LOC5577554|XP_021696671.1|AAEG
OG0001168	LOC6735066|XP_002082043.2|DSIM	LOC5572693|XP_001660512.1|AAEG
OG0001169	LOC6726252|XP_016039762.1|DSIM	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG
OG0001170	LOC6729218|XP_002104539.1|DSIM	LOC5568877|XP_001652599.2|AAEG
OG0001171	LOC6737337|XP_016031067.1|DSIM	LOC5572977|XP_021698415.1|AAEG
OG0001172	LOC6735589|XP_002082509.1|DSIM	LOC5566033|XP_021698883.1|AAEG
OG0001173	LOC6730359|XP_002105641.1|DSIM	LOC5576977|XP_001663072.2|AAEG
OG0001174	LOC6737001|XP_016030627.1|DSIM, LOC27208657|XP_016030626.1|DSIM	LOC5569279|XP_001652811.1|AAEG
OG0001175	LOC6734964|XP_002081958.2|DSIM	LOC5574385|XP_001661410.2|AAEG
OG0001176	LOC6734462|XP_016027584.1|DSIM	LOC5571149|XP_021700283.1|AAEG
OG0001177	LOC6732609|XP_016025315.1|DSIM	LOC5569526|XP_021704024.1|AAEG
OG0001178	LOC6735451|XP_016028757.2|DSIM	LOC110676927|XP_021702495.1|AAEG
OG0001179	LOC6734007|XP_016027035.1|DSIM	LOC5577540|XP_001656556.3|AAEG
OG0001180	LOC6740647|XP_016037220.1|DSIM	LOC5568068|XP_001652002.1|AAEG
OG0001181	LOC6738122|XP_016031959.1|DSIM	LOC5575371|XP_001661902.2|AAEG
OG0001182	LOC6729238|XP_016035890.1|DSIM	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG
OG0001183	LOC6728503|XP_039151214.1|DSIM	LOC5564518|XP_021705619.1|AAEG
OG0001185	LOC6727992|XP_039150991.1|DSIM	LOC5575995|XP_021707351.1|AAEG
OG0001186	LOC6727140|XP_016033621.1|DSIM	LOC5568008|XP_021708299.1|AAEG
OG0001187	LOC6734533|XP_016027649.1|DSIM	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG
OG0001188	LOC6734199|XP_016027231.1|DSIM	LOC5579654|XP_001648128.2|AAEG
OG0001189	LOC6735796|XP_016029183.1|DSIM	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG
OG0001190	LOC6740289|XP_016026105.1|DSIM	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG
OG0001191	LOC6731612|XP_016024291.1|DSIM	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG
OG0001192	LOC6731273|XP_039147079.1|DSIM	LOC5563930|XP_021705115.1|AAEG
OG0001193	LOC6727284|XP_002102673.1|DSIM	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG
OG0001194	LOC6724773|XP_016037532.1|DSIM, LOC6724771|XP_002105814.1|DSIM	LOC5578080|XP_001656773.1|AAEG
OG0001195	LOC6739334|XP_002076241.1|DSIM	LOC5568267|XP_001657964.2|AAEG
OG0001201	LOC6729611|XP_002104919.1|DSIM	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG
OG0001203	LOC6724734|XP_016037398.1|DSIM	LOC5574322|XP_021694574.1|AAEG, LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG
OG0001204	LOC6732263|XP_016024933.1|DSIM	LOC5574716|XP_001655300.2|AAEG
OG0001205	LOC6726825|XP_002102232.2|DSIM	LOC5575088|XP_001661798.1|AAEG
OG0001206	LOC6727335|XP_016033865.1|DSIM	LOC5572256|XP_021695027.1|AAEG
OG0001207	LOC27206892|XP_016038534.2|DSIM	LOC5578378|XP_021695131.1|AAEG
OG0001208	LOC6725575|XP_039153422.1|DSIM	LOC5576373|XP_021695474.1|AAEG
OG0001209	LOC6728307|XP_016034940.1|DSIM	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG
OG0001210	LOC6725952|XP_016039304.1|DSIM	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG
OG0001212	LOC6725889|XP_002106884.1|DSIM	LOC5580010|XP_001653890.2|AAEG
OG0001213	LOC6727653|XP_002103030.1|DSIM	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG
OG0001214	LOC6729145|XP_016035792.1|DSIM	LOC5576401|XP_001662611.1|AAEG
OG0001215	LOC6726895|XP_016033405.1|DSIM	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG
OG0001216	LOC6728067|XP_039151491.1|DSIM	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG
OG0001217	LOC6733132|XP_016025841.1|DSIM	LOC5564004|XP_021693760.1|AAEG
OG0001218	LOC6729219|XP_002104540.1|DSIM	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG
OG0001220	LOC27206322|XP_016026252.1|DSIM	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG
OG0001221	LOC6735423|XP_002082365.1|DSIM	LOC23687552|XP_021696190.1|AAEG, LOC5579458|XP_021696193.1|AAEG, LOC110676294|XP_021699295.1|AAEG, LOC110676293|XP_021699294.1|AAEG
OG0001223	LOC6725078|XP_016025996.1|DSIM	LOC5576043|XP_001662373.2|AAEG
OG0001224	LOC6734814|XP_016028042.1|DSIM	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG
OG0001225	LOC6733377|XP_039147411.1|DSIM	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG
OG0001226	LOC6733980|XP_016027013.1|DSIM	LOC5578269|XP_001663796.1|AAEG
OG0001227	LOC6731358|XP_016023949.1|DSIM	LOC5574306|XP_001655087.1|AAEG
OG0001228	LOC6726066|XP_002107048.1|DSIM	LOC5572246|XP_001653940.1|AAEG
OG0001229	LOC6739559|XP_039147332.1|DSIM	LOC5572327|XP_021701837.1|AAEG
OG0001230	LOC6734755|XP_039148129.1|DSIM	LOC5564611|XP_021701962.1|AAEG
OG0001231	LOC6733129|XP_016025845.1|DSIM	LOC5576034|XP_001655975.1|AAEG
OG0001232	LOC6731423|XP_002078575.1|DSIM	LOC5573898|XP_001654934.2|AAEG
OG0001233	LOC6731387|XP_039149505.1|DSIM	LOC5573900|XP_021703334.1|AAEG
OG0001234	LOC6740783|XP_016027889.1|DSIM	LOC5567996|XP_001657823.1|AAEG
OG0001235	LOC6730471|XP_016022931.1|DSIM	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG
OG0001236	LOC6738829|XP_002085629.1|DSIM	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG
OG0001237	LOC6738010|XP_002084825.1|DSIM, LOC6727401|XP_016033949.1|DSIM	LOC5579027|XP_021708950.1|AAEG
OG0001238	LOC6729709|XP_016036366.1|DSIM	LOC5573338|XP_021705177.1|AAEG
OG0001239	LOC6728315|XP_016034949.1|DSIM	LOC5570022|XP_021709007.1|AAEG, LOC5565203|XP_021706967.1|AAEG, LOC5577994|XP_021707759.1|AAEG
OG0001240	LOC6729724|XP_016036379.1|DSIM	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG
OG0001241	LOC27206163|XP_016027150.1|DSIM	LOC5573887|XP_021709538.1|AAEG
OG0001242	LOC6726523|XP_016040164.1|DSIM	LOC5563955|XP_001648308.1|AAEG
OG0001244	LOC6728074|XP_016034691.1|DSIM	LOC110677631|XP_021704120.1|AAEG
OG0001245	LOC6727352|XP_016033883.1|DSIM	LOC5574238|XP_001661286.2|AAEG
OG0001246	LOC6739504|XP_016029342.1|DSIM	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG
OG0001247	LOC27207504|XP_039148762.1|DSIM	LOC5566538|XP_021708940.1|AAEG
OG0001248	LOC6737358|XP_002084196.1|DSIM	LOC5565422|XP_021710530.1|AAEG
OG0001249	LOC27208032|XP_016038236.1|DSIM	LOC5569493|XP_021711683.1|AAEG
OG0001257	LOC6724731|XP_016037370.1|DSIM	LOC5574316|XP_021694563.1|AAEG
OG0001258	LOC6739697|XP_002076591.1|DSIM	LOC5577550|XP_001663426.1|AAEG
OG0001259	LOC27207032|XP_016037885.1|DSIM	LOC5573522|XP_021703730.1|AAEG, LOC110678884|XP_021708156.1|AAEG
OG0001260	LOC6728678|XP_002104017.1|DSIM	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG
OG0001261	LOC27206564|XP_039147171.1|DSIM, LOC6726560|XP_016040224.1|DSIM	LOC5572383|XP_001654039.1|AAEG
OG0001263	LOC6729488|XP_002104798.1|DSIM	LOC5572162|XP_021701521.1|AAEG
