Orthogroup	DSIM.longest_only	CCAP.longest_only
OG0000362	LOC6739157|XP_016033008.1|DSIM	CCAP1982_LOCUS14636|CAD7006314.1|CCAP
OG0000363	LOC6729631|XP_016036270.1|DSIM	CCAP1982_LOCUS4780|CAD6996073.1|CCAP
OG0000363	LOC6738429|XP_039150310.1|DSIM	CCAP1982_LOCUS11893|CAD7003437.1|CCAP, CCAP1982_LOCUS11894|CAD7003438.1|CCAP
OG0000364	LOC6736448|XP_039149552.1|DSIM	CCAP1982_LOCUS11310|CAD7002841.1|CCAP, CCAP1982_LOCUS11307|CAD7002837.1|CCAP, CCAP1982_LOCUS11309|CAD7002840.1|CCAP, CCAP1982_LOCUS11306|CAD7002836.1|CCAP, CCAP1982_LOCUS11303|CAD7002833.1|CCAP, CCAP1982_LOCUS11295|CAD7002825.1|CCAP, CCAP1982_LOCUS11297|CAD7002827.1|CCAP
OG0000365	LOC6735433|XP_002082373.2|DSIM	CCAP1982_LOCUS22064|CAD7014056.1|CCAP
OG0000365	LOC27208814|XP_016024571.1|DSIM	CCAP1982_LOCUS7434|CAD6998887.1|CCAP
OG0000366	LOC6729674|XP_016036336.1|DSIM	CCAP1982_LOCUS89|CAD6991147.1|CCAP
OG0000367	LOC6737505|XP_002084341.1|DSIM	CCAP1982_LOCUS7492|CAD6998946.1|CCAP
OG0000367	LOC6735257|XP_016028599.1|DSIM	CCAP1982_LOCUS20529|CAD7012448.1|CCAP
OG0000368	LOC6737686|XP_016031449.1|DSIM	CCAP1982_LOCUS13421|CAD7005051.1|CCAP
OG0000368	LOC6737687|XP_002084519.1|DSIM	CCAP1982_LOCUS14032|CAD7005679.1|CCAP
OG0000378	LOC6725326|XP_002106343.1|DSIM	CCAP1982_LOCUS6736|CAD6998125.1|CCAP
OG0000379	LOC6733422|XP_002080479.1|DSIM, LOC6733421|XP_016026365.1|DSIM, LOC6739303|XP_002076212.2|DSIM	CCAP1982_LOCUS21660|CAD7013606.1|CCAP
OG0000380	LOC6734344|XP_002081365.2|DSIM	CCAP1982_LOCUS12650|CAD7004231.1|CCAP
OG0000380	LOC6737010|XP_016030636.1|DSIM	CCAP1982_LOCUS12649|CAD7004230.1|CCAP
OG0000381	LOC6731581|XP_016024254.1|DSIM	CCAP1982_LOCUS5374|CAD6996690.1|CCAP
OG0000383	LOC6730701|XP_016023138.1|DSIM	CCAP1982_LOCUS8613|CAD7000118.1|CCAP
OG0000383	LOC6739243|XP_016025243.1|DSIM	CCAP1982_LOCUS8611|CAD7000116.1|CCAP
OG0000384	LOC6734012|XP_002081053.1|DSIM	CCAP1982_LOCUS21415|CAD7013347.1|CCAP
OG0000384	LOC6734010|XP_016027038.1|DSIM	CCAP1982_LOCUS21411|CAD7013343.1|CCAP, CCAP1982_LOCUS21405|CAD7013337.1|CCAP
OG0000386	LOC6736811|XP_002083667.1|DSIM, LOC6736812|XP_002083668.1|DSIM, LOC6730066|XP_002105359.1|DSIM	CCAP1982_LOCUS2499|CAD6993693.1|CCAP
OG0000389	LOC27207425|XP_039154269.1|DSIM	CCAP1982_LOCUS4106|CAD6995388.1|CCAP
OG0000389	LOC27208474|XP_039149129.1|DSIM	CCAP1982_LOCUS19656|CAD7011568.1|CCAP
OG0000390	LOC6731921|XP_016024593.1|DSIM	CCAP1982_LOCUS21890|CAD7013874.1|CCAP
OG0000391	LOC6735213|XP_039147928.1|DSIM	CCAP1982_LOCUS21905|CAD7013892.1|CCAP
OG0000391	LOC6735208|XP_016028486.1|DSIM	CCAP1982_LOCUS21907|CAD7013893.1|CCAP
OG0000392	LOC6731075|XP_039151124.1|DSIM	CCAP1982_LOCUS6845|CAD6998235.1|CCAP
OG0000393	LOC6732634|XP_039154463.1|DSIM	CCAP1982_LOCUS7644|CAD6999099.1|CCAP
OG0000393	LOC6732636|XP_039154477.1|DSIM	CCAP1982_LOCUS7637|CAD6999091.1|CCAP
OG0000395	LOC6737752|XP_002084580.3|DSIM, LOC6737748|XP_016031522.1|DSIM, LOC6737749|XP_016031524.1|DSIM	CCAP1982_LOCUS13447|CAD7005084.1|CCAP
OG0000396	LOC6731380|XP_016023999.1|DSIM, LOC6731379|XP_016023997.1|DSIM, LOC6731378|XP_016023996.1|DSIM, LOC6731381|XP_016024003.1|DSIM	CCAP1982_LOCUS8304|CAD6999782.1|CCAP, CCAP1982_LOCUS8303|CAD6999781.1|CCAP, CCAP1982_LOCUS8305|CAD6999783.1|CCAP
OG0000397	LOC6739365|XP_016026660.1|DSIM, LOC6733690|XP_016026659.1|DSIM	CCAP1982_LOCUS22197|CAD7014192.1|CCAP, CCAP1982_LOCUS22198|CAD7014193.1|CCAP
OG0000399	LOC6729800|XP_016036486.1|DSIM	CCAP1982_LOCUS1621|CAD6992781.1|CCAP
OG0000399	LOC6735791|XP_002082704.1|DSIM	CCAP1982_LOCUS3083|CAD6994327.1|CCAP
OG0000403	LOC6730103|XP_002105396.2|DSIM	CCAP1982_LOCUS1259|CAD6992395.1|CCAP
OG0000403	LOC6735898|XP_002082808.1|DSIM	CCAP1982_LOCUS22013|CAD7014006.1|CCAP
OG0000404	LOC6730206|XP_039150794.1|DSIM	CCAP1982_LOCUS1097|CAD6992227.1|CCAP
OG0000406	LOC6738424|XP_002085233.1|DSIM	CCAP1982_LOCUS11897|CAD7003443.1|CCAP
OG0000406	LOC6733963|XP_016027004.1|DSIM	CCAP1982_LOCUS21278|CAD7013207.1|CCAP
OG0000407	LOC6737378|XP_002084216.2|DSIM	CCAP1982_LOCUS12843|CAD7004436.1|CCAP
OG0000407	LOC27209011|XP_016031120.1|DSIM	CCAP1982_LOCUS12844|CAD7004437.1|CCAP
OG0000408	LOC6728258|XP_002103607.1|DSIM, LOC6731091|XP_016023624.1|DSIM	CCAP1982_LOCUS7779|CAD6999248.1|CCAP
OG0000409	LOC6734543|XP_016027660.1|DSIM, LOC6733661|XP_016026622.1|DSIM	CCAP1982_LOCUS21376|CAD7013305.1|CCAP, CCAP1982_LOCUS21379|CAD7013308.1|CCAP
OG0000411	LOC27206658|XP_016035586.1|DSIM	CCAP1982_LOCUS957|CAD6992077.1|CCAP
OG0000411	LOC6731617|XP_002078757.1|DSIM	CCAP1982_LOCUS6392|CAD6997762.1|CCAP
OG0000412	LOC6738040|XP_016031863.1|DSIM	CCAP1982_LOCUS13595|CAD7005237.1|CCAP
OG0000413	LOC6728915|XP_002104243.1|DSIM	CCAP1982_LOCUS275|CAD6991346.1|CCAP
OG0000413	LOC27208983|XP_016033305.1|DSIM	CCAP1982_LOCUS5039|CAD6996361.1|CCAP, CCAP1982_LOCUS5038|CAD6996360.1|CCAP, CCAP1982_LOCUS5040|CAD6996362.1|CCAP
OG0000414	LOC6734051|XP_002081087.1|DSIM, LOC6733185|XP_002080261.2|DSIM	CCAP1982_LOCUS19440|CAD7011335.1|CCAP
OG0000415	LOC6735616|XP_016028976.1|DSIM	CCAP1982_LOCUS19715|CAD7011626.1|CCAP
OG0000415	LOC6735613|XP_016028973.1|DSIM	CCAP1982_LOCUS19713|CAD7011624.1|CCAP
OG0000417	LOC6729479|XP_016036151.1|DSIM	CCAP1982_LOCUS1624|CAD6992785.1|CCAP
OG0000417	LOC6730250|XP_002105533.1|DSIM	CCAP1982_LOCUS1860|CAD6993024.1|CCAP, CCAP1982_LOCUS1861|CAD6993025.1|CCAP
OG0000419	LOC6734612|XP_039148453.1|DSIM	CCAP1982_LOCUS21861|CAD7013841.1|CCAP
OG0000421	LOC6732390|XP_016025038.1|DSIM	CCAP1982_LOCUS8404|CAD6999894.1|CCAP
OG0000421	LOC6731371|XP_016023986.1|DSIM	CCAP1982_LOCUS8319|CAD6999803.1|CCAP
OG0000422	LOC6739524|XP_016022793.1|DSIM	CCAP1982_LOCUS4204|CAD6995489.1|CCAP
OG0000423	LOC6735131|XP_002082108.1|DSIM	CCAP1982_LOCUS19616|CAD7011527.1|CCAP
OG0000423	LOC6735130|XP_002082107.1|DSIM	CCAP1982_LOCUS19615|CAD7011526.1|CCAP
OG0000424	LOC27207926|XP_016037149.1|DSIM	CCAP1982_LOCUS19629|CAD7011540.1|CCAP
OG0000424	LOC6735215|XP_002082188.1|DSIM	CCAP1982_LOCUS19630|CAD7011542.1|CCAP
OG0000425	LOC6734817|XP_016028048.1|DSIM	CCAP1982_LOCUS20315|CAD7012217.1|CCAP
OG0000425	LOC6735365|XP_002082312.1|DSIM	CCAP1982_LOCUS20895|CAD7012794.1|CCAP
OG0000426	LOC6733866|XP_016026889.1|DSIM, LOC27207204|XP_039147312.1|DSIM, LOC6733863|XP_039147311.1|DSIM, LOC27207150|XP_039147310.1|DSIM	CCAP1982_LOCUS4810|CAD6996114.1|CCAP, CCAP1982_LOCUS6894|CAD6998285.1|CCAP
OG0000427	LOC120285437|XP_039154103.1|DSIM, LOC120285381|XP_039153901.1|DSIM, LOC120285366|XP_039153790.1|DSIM	CCAP1982_LOCUS884|CAD6991998.1|CCAP, CCAP1982_LOCUS23104|CAD7015154.1|CCAP
OG0000428	LOC6738933|XP_016032766.1|DSIM, LOC6738932|XP_016032764.1|DSIM, LOC6738931|XP_002085726.2|DSIM	CCAP1982_LOCUS20636|CAD7012551.1|CCAP, CCAP1982_LOCUS20637|CAD7012552.1|CCAP
OG0000429	LOC6733987|XP_016027020.2|DSIM	CCAP1982_LOCUS20662|CAD7012577.1|CCAP, CCAP1982_LOCUS20663|CAD7012578.1|CCAP
OG0000429	LOC120284364|XP_039147496.1|DSIM	CCAP1982_LOCUS20666|CAD7012581.1|CCAP, CCAP1982_LOCUS20665|CAD7012580.1|CCAP, CCAP1982_LOCUS20664|CAD7012579.1|CCAP
OG0000433	LOC6736938|XP_002083785.1|DSIM	CCAP1982_LOCUS10907|CAD7002416.1|CCAP
OG0000434	LOC6729870|XP_002105173.1|DSIM	CCAP1982_LOCUS20167|CAD7012067.1|CCAP
OG0000437	LOC6731825|XP_002078960.1|DSIM	CCAP1982_LOCUS5654|CAD6996993.1|CCAP
OG0000437	LOC6731873|XP_016024550.1|DSIM	CCAP1982_LOCUS7931|CAD6999405.1|CCAP
OG0000438	LOC6738691|XP_002085493.1|DSIM, LOC6730172|XP_016036931.1|DSIM	CCAP1982_LOCUS1066|CAD6992194.1|CCAP, CCAP1982_LOCUS1067|CAD6992195.1|CCAP
OG0000439	LOC6731565|XP_039148450.1|DSIM	CCAP1982_LOCUS6443|CAD6997819.1|CCAP
OG0000439	LOC6738019|XP_016031818.1|DSIM	CCAP1982_LOCUS12270|CAD7003837.1|CCAP
OG0000440	LOC6735704|XP_002082620.2|DSIM	CCAP1982_LOCUS22496|CAD7014494.1|CCAP
OG0000440	LOC6734287|XP_002081316.1|DSIM	CCAP1982_LOCUS22497|CAD7014495.1|CCAP
OG0000441	LOC6735557|XP_002082477.1|DSIM	CCAP1982_LOCUS21648|CAD7013593.1|CCAP, CCAP1982_LOCUS21647|CAD7013592.1|CCAP
OG0000441	LOC6735558|XP_002082478.1|DSIM	CCAP1982_LOCUS21646|CAD7013591.1|CCAP
OG0000443	LOC6736236|XP_002083130.2|DSIM, LOC6736235|XP_002083129.2|DSIM	CCAP1982_LOCUS7793|CAD6999263.1|CCAP
OG0000444	LOC6731547|XP_002078692.1|DSIM	CCAP1982_LOCUS11680|CAD7003219.1|CCAP
OG0000444	LOC6731549|XP_016024219.1|DSIM	CCAP1982_LOCUS11679|CAD7003218.1|CCAP
OG0000446	LOC27208073|XP_016039459.1|DSIM, LOC6725869|XP_016039197.1|DSIM	CCAP1982_LOCUS20865|CAD7012761.1|CCAP
OG0000446	LOC27208799|XP_039148220.1|DSIM	CCAP1982_LOCUS13488|CAD7005126.1|CCAP
OG0000448	LOC6730303|XP_002105586.1|DSIM	CCAP1982_LOCUS3324|CAD6994585.1|CCAP, CCAP1982_LOCUS3323|CAD6994584.1|CCAP
OG0000449	LOC6738491|XP_016032337.1|DSIM	CCAP1982_LOCUS11067|CAD7002580.1|CCAP
OG0000449	LOC27206496|XP_016025567.1|DSIM	CCAP1982_LOCUS6102|CAD6997459.1|CCAP
OG0000453	LOC6728163|XP_002103513.1|DSIM	CCAP1982_LOCUS3225|CAD6994480.1|CCAP
OG0000453	LOC6728164|XP_016034771.1|DSIM	CCAP1982_LOCUS3229|CAD6994484.1|CCAP, CCAP1982_LOCUS3228|CAD6994483.1|CCAP
OG0000454	LOC6726913|XP_002102315.2|DSIM, LOC6736394|XP_002083266.1|DSIM	CCAP1982_LOCUS23327|CAD7015383.1|CCAP, CCAP1982_LOCUS23322|CAD7015378.1|CCAP, CCAP1982_LOCUS23324|CAD7015380.1|CCAP, CCAP1982_LOCUS23323|CAD7015379.1|CCAP, CCAP1982_LOCUS23320|CAD7015376.1|CCAP, CCAP1982_LOCUS23326|CAD7015382.1|CCAP, CCAP1982_LOCUS23321|CAD7015377.1|CCAP, CCAP1982_LOCUS23325|CAD7015381.1|CCAP
OG0000455	LOC6734192|XP_016027223.1|DSIM, LOC6734191|XP_002081220.3|DSIM	CCAP1982_LOCUS22327|CAD7014330.1|CCAP
OG0000456	LOC6724709|XP_016037468.1|DSIM	CCAP1982_LOCUS10154|CAD7001662.1|CCAP
OG0000456	LOC6732311|XP_039147151.1|DSIM	CCAP1982_LOCUS6580|CAD6997962.1|CCAP
OG0000457	LOC6731599|XP_016024274.1|DSIM	CCAP1982_LOCUS5601|CAD6996931.1|CCAP
OG0000457	LOC6731206|XP_016023750.1|DSIM	CCAP1982_LOCUS6131|CAD6997489.1|CCAP
OG0000458	LOC6732128|XP_016024795.1|DSIM	CCAP1982_LOCUS8276|CAD6999754.1|CCAP
OG0000460	LOC6730581|XP_002077760.1|DSIM	CCAP1982_LOCUS8651|CAD7000158.1|CCAP
OG0000462	LOC6727464|XP_002102844.1|DSIM, LOC6727463|XP_016034059.1|DSIM, LOC6727462|XP_002102842.1|DSIM	CCAP1982_LOCUS4493|CAD6995789.1|CCAP
OG0000465	LOC6729455|XP_039151173.1|DSIM	CCAP1982_LOCUS3256|CAD6994512.1|CCAP, CCAP1982_LOCUS3257|CAD6994513.1|CCAP
OG0000465	LOC6729454|XP_016036128.1|DSIM	CCAP1982_LOCUS3258|CAD6994514.1|CCAP
OG0000466	LOC27206536|XP_016022876.1|DSIM	CCAP1982_LOCUS7016|CAD6998416.1|CCAP
OG0000467	LOC6733345|XP_039148295.1|DSIM	CCAP1982_LOCUS21515|CAD7013450.1|CCAP, CCAP1982_LOCUS21512|CAD7013447.1|CCAP
OG0000467	LOC6733330|XP_016026243.2|DSIM	CCAP1982_LOCUS21490|CAD7013426.1|CCAP, CCAP1982_LOCUS21482|CAD7013418.1|CCAP
OG0000468	LOC6730365|XP_016037139.1|DSIM	CCAP1982_LOCUS150|CAD6991212.1|CCAP
OG0000468	LOC27206161|XP_016027062.1|DSIM	CCAP1982_LOCUS22943|CAD7014985.1|CCAP
OG0000469	LOC6732081|XP_039147055.1|DSIM	CCAP1982_LOCUS7328|CAD6998774.1|CCAP
OG0000469	LOC6732078|XP_039146920.1|DSIM	CCAP1982_LOCUS7318|CAD6998764.1|CCAP
OG0000471	LOC6739603|XP_002076499.2|DSIM, LOC6730706|XP_002077876.2|DSIM	CCAP1982_LOCUS8931|CAD7000454.1|CCAP
OG0000473	LOC6725517|XP_002106530.1|DSIM	CCAP1982_LOCUS9253|CAD7000778.1|CCAP
OG0000473	LOC27207893|XP_016037795.1|DSIM	CCAP1982_LOCUS9254|CAD7000779.1|CCAP
OG0000475	LOC6729081|XP_016035728.1|DSIM	CCAP1982_LOCUS2720|CAD6993933.1|CCAP
OG0000476	LOC6728789|XP_002104124.1|DSIM	CCAP1982_LOCUS3783|CAD6995057.1|CCAP
OG0000476	LOC6728788|XP_016035478.1|DSIM	CCAP1982_LOCUS3784|CAD6995059.1|CCAP
OG0000477	LOC6728990|XP_002104312.2|DSIM	CCAP1982_LOCUS3910|CAD6995190.1|CCAP
OG0000477	LOC6728989|XP_002104311.1|DSIM	CCAP1982_LOCUS5900|CAD6997267.1|CCAP, CCAP1982_LOCUS3911|CAD6995191.1|CCAP, CCAP1982_LOCUS3912|CAD6995192.1|CCAP
OG0000478	LOC6740109|XP_002076994.1|DSIM, LOC6729726|XP_002105032.1|DSIM	CCAP1982_LOCUS23105|CAD7015155.1|CCAP
OG0000479	LOC6728810|XP_002104144.1|DSIM, LOC6728811|XP_002104145.1|DSIM	CCAP1982_LOCUS1329|CAD6992477.1|CCAP, CCAP1982_LOCUS1331|CAD6992479.1|CCAP, CCAP1982_LOCUS1330|CAD6992478.1|CCAP
OG0000480	LOC6730757|XP_016023173.1|DSIM, LOC6730755|XP_002077923.2|DSIM	CCAP1982_LOCUS7806|CAD6999277.1|CCAP
OG0000482	LOC6728411|XP_002103758.1|DSIM	CCAP1982_LOCUS441|CAD6991522.1|CCAP
OG0000483	LOC6729405|XP_002104720.1|DSIM, LOC27206920|XP_016036051.1|DSIM	CCAP1982_LOCUS408|CAD6991483.1|CCAP
OG0000484	LOC6727458|XP_039151565.1|DSIM	CCAP1982_LOCUS4492|CAD6995788.1|CCAP, CCAP1982_LOCUS4488|CAD6995784.1|CCAP
OG0000484	LOC6727460|XP_016034056.1|DSIM	CCAP1982_LOCUS4489|CAD6995785.1|CCAP
OG0000485	LOC6738562|XP_016032422.1|DSIM	CCAP1982_LOCUS14116|CAD7005768.1|CCAP
OG0000486	LOC6735909|XP_016029260.1|DSIM, LOC6735907|XP_016029258.1|DSIM	CCAP1982_LOCUS21710|CAD7013667.1|CCAP, CCAP1982_LOCUS22884|CAD7014920.1|CCAP
OG0000487	LOC27209334|XP_016027590.1|DSIM	CCAP1982_LOCUS21983|CAD7013974.1|CCAP
OG0000487	LOC27209106|XP_016027589.1|DSIM	CCAP1982_LOCUS21979|CAD7013970.1|CCAP, CCAP1982_LOCUS21981|CAD7013972.1|CCAP, CCAP1982_LOCUS21980|CAD7013971.1|CCAP, CCAP1982_LOCUS21976|CAD7013967.1|CCAP
OG0000489	LOC27206627|XP_016037155.1|DSIM	CCAP1982_LOCUS1170|CAD6992302.1|CCAP
OG0000489	LOC6740080|XP_016038891.1|DSIM	CCAP1982_LOCUS1171|CAD6992303.1|CCAP
OG0000491	LOC6734068|XP_002081103.1|DSIM, LOC6734069|XP_002081104.1|DSIM	CCAP1982_LOCUS12181|CAD7003745.1|CCAP, CCAP1982_LOCUS12180|CAD7003744.1|CCAP
OG0000492	LOC6733706|XP_016026674.1|DSIM	CCAP1982_LOCUS22810|CAD7014843.1|CCAP
OG0000494	LOC6732394|XP_016025045.1|DSIM	CCAP1982_LOCUS6227|CAD6997588.1|CCAP
OG0000495	LOC6725339|XP_002106356.2|DSIM	CCAP1982_LOCUS22934|CAD7014974.1|CCAP, CCAP1982_LOCUS22857|CAD7014893.1|CCAP
OG0000495	LOC6734661|XP_016027852.1|DSIM	CCAP1982_LOCUS22933|CAD7014973.1|CCAP
OG0000496	LOC6731116|XP_016023655.1|DSIM	CCAP1982_LOCUS7748|CAD6999214.1|CCAP
OG0000497	LOC6731319|XP_016023891.1|DSIM	CCAP1982_LOCUS7339|CAD6998785.1|CCAP
OG0000497	LOC6731320|XP_039147220.1|DSIM	CCAP1982_LOCUS7343|CAD6998789.1|CCAP, CCAP1982_LOCUS7347|CAD6998793.1|CCAP
OG0000498	LOC6729410|XP_039151136.1|DSIM	CCAP1982_LOCUS412|CAD6991488.1|CCAP
OG0000498	LOC27208577|XP_016036059.1|DSIM	CCAP1982_LOCUS414|CAD6991490.1|CCAP
OG0000499	LOC27207475|XP_016037878.1|DSIM	CCAP1982_LOCUS1341|CAD6992489.1|CCAP
OG0000500	LOC6738567|XP_002085372.1|DSIM	CCAP1982_LOCUS14122|CAD7005774.1|CCAP
OG0000500	LOC6738565|XP_016032423.1|DSIM	CCAP1982_LOCUS14118|CAD7005770.1|CCAP
OG0000501	LOC6733533|XP_016026497.1|DSIM, LOC6739351|XP_002076257.1|DSIM, LOC6731666|XP_002078806.1|DSIM	CCAP1982_LOCUS20961|CAD7012862.1|CCAP
OG0000504	LOC6738379|XP_002085188.2|DSIM	CCAP1982_LOCUS11753|CAD7003291.1|CCAP
OG0000506	LOC6729559|XP_002104867.1|DSIM	CCAP1982_LOCUS3861|CAD6995138.1|CCAP
OG0000506	LOC6729560|XP_016036228.1|DSIM	CCAP1982_LOCUS3860|CAD6995137.1|CCAP
OG0000508	LOC6736335|XP_016029810.2|DSIM, LOC6736194|XP_016029625.1|DSIM	CCAP1982_LOCUS11138|CAD7002655.1|CCAP
OG0000509	LOC6734784|XP_016027983.1|DSIM	CCAP1982_LOCUS22430|CAD7014434.1|CCAP
OG0000509	LOC6734768|XP_039148831.1|DSIM	CCAP1982_LOCUS22451|CAD7014456.1|CCAP
OG0000510	LOC6734438|XP_002081458.1|DSIM	CCAP1982_LOCUS22883|CAD7014919.1|CCAP
OG0000510	LOC6734439|XP_016027546.1|DSIM	CCAP1982_LOCUS22881|CAD7014917.1|CCAP
OG0000511	LOC6732558|XP_002079677.1|DSIM	CCAP1982_LOCUS7895|CAD6999368.1|CCAP
OG0000511	LOC6732559|XP_016025241.1|DSIM	CCAP1982_LOCUS7894|CAD6999367.1|CCAP
OG0000512	LOC6731946|XP_002079081.1|DSIM	CCAP1982_LOCUS7057|CAD6998460.1|CCAP
OG0000512	LOC6737709|XP_002084541.2|DSIM	CCAP1982_LOCUS6661|CAD6998045.1|CCAP
OG0000513	LOC6739277|XP_016026129.1|DSIM	CCAP1982_LOCUS7011|CAD6998411.1|CCAP
OG0000514	LOC6732113|XP_016024784.1|DSIM	CCAP1982_LOCUS6954|CAD6998353.1|CCAP
OG0000514	LOC6732109|XP_016024780.2|DSIM	CCAP1982_LOCUS6964|CAD6998363.1|CCAP
OG0000515	LOC6724738|XP_016037401.2|DSIM	CCAP1982_LOCUS9878|CAD7001381.1|CCAP
OG0000515	LOC27207145|XP_016032111.1|DSIM	CCAP1982_LOCUS5206|CAD6996538.1|CCAP, CCAP1982_LOCUS1034|CAD6992156.1|CCAP
OG0000517	LOC6738221|XP_002085033.1|DSIM, LOC6738222|XP_002085034.1|DSIM	CCAP1982_LOCUS14093|CAD7005742.1|CCAP, CCAP1982_LOCUS14091|CAD7005740.1|CCAP, CCAP1982_LOCUS14092|CAD7005741.1|CCAP
OG0000518	LOC6737253|XP_002084093.1|DSIM	CCAP1982_LOCUS21631|CAD7013575.1|CCAP
OG0000523	LOC6729532|XP_016036205.1|DSIM	CCAP1982_LOCUS4144|CAD6995427.1|CCAP
OG0000524	LOC6729150|XP_002104471.1|DSIM, LOC6728643|XP_016035272.2|DSIM	CCAP1982_LOCUS2835|CAD6994063.1|CCAP
OG0000525	LOC6733674|XP_016026647.1|DSIM, LOC6733673|XP_002080720.2|DSIM	CCAP1982_LOCUS22367|CAD7014370.1|CCAP, CCAP1982_LOCUS22369|CAD7014372.1|CCAP, CCAP1982_LOCUS22368|CAD7014371.1|CCAP, CCAP1982_LOCUS22373|CAD7014378.1|CCAP
OG0000526	LOC6732852|XP_002079962.1|DSIM, LOC6735353|XP_002082300.1|DSIM	CCAP1982_LOCUS5509|CAD6996836.1|CCAP
OG0000527	LOC6730930|XP_039154443.1|DSIM	CCAP1982_LOCUS9186|CAD7000713.1|CCAP
OG0000528	LOC6730848|XP_002078012.1|DSIM	CCAP1982_LOCUS6932|CAD6998327.1|CCAP
OG0000529	LOC6730711|XP_002077881.1|DSIM	CCAP1982_LOCUS8941|CAD7000464.1|CCAP
OG0000530	LOC6737598|XP_016031381.2|DSIM	CCAP1982_LOCUS11031|CAD7002542.1|CCAP, CCAP1982_LOCUS11032|CAD7002543.1|CCAP
OG0000530	LOC6736444|XP_002083315.1|DSIM	CCAP1982_LOCUS11386|CAD7002920.1|CCAP
OG0000531	LOC6739542|XP_016025848.1|DSIM, LOC6732663|XP_002079780.1|DSIM	CCAP1982_LOCUS6164|CAD6997524.1|CCAP
OG0000532	LOC6727358|XP_002102743.2|DSIM, LOC27208740|XP_016033896.2|DSIM	CCAP1982_LOCUS606|CAD6991693.1|CCAP
OG0000535	LOC6733869|XP_016026891.1|DSIM, LOC6733513|XP_002080568.1|DSIM	CCAP1982_LOCUS21016|CAD7012917.1|CCAP
OG0000536	LOC6736884|XP_039150033.1|DSIM	CCAP1982_LOCUS14724|CAD7006404.1|CCAP
OG0000537	LOC6739283|XP_016026253.1|DSIM	CCAP1982_LOCUS21949|CAD7013938.1|CCAP
OG0000538	LOC27207969|XP_016028250.1|DSIM	CCAP1982_LOCUS19765|CAD7011681.1|CCAP
OG0000538	LOC27206155|XP_016026571.1|DSIM	CCAP1982_LOCUS19763|CAD7011678.1|CCAP
OG0000539	LOC6729697|XP_002105003.1|DSIM	CCAP1982_LOCUS338|CAD6991411.1|CCAP
OG0000539	LOC6729698|XP_002105004.1|DSIM	CCAP1982_LOCUS341|CAD6991414.1|CCAP
OG0000540	LOC27206844|XP_016025692.1|DSIM, LOC6733012|XP_002080091.1|DSIM	CCAP1982_LOCUS7995|CAD6999471.1|CCAP
OG0000542	LOC6729614|XP_016036256.1|DSIM	CCAP1982_LOCUS700|CAD6991796.1|CCAP
OG0000542	LOC27209038|XP_016037300.1|DSIM	CCAP1982_LOCUS5512|CAD6996839.1|CCAP
OG0000543	LOC6739313|XP_016026414.1|DSIM	CCAP1982_LOCUS22601|CAD7014610.1|CCAP
OG0000544	LOC6737052|XP_002083899.1|DSIM	CCAP1982_LOCUS11870|CAD7003414.1|CCAP
OG0000544	LOC6727141|XP_016033622.1|DSIM	CCAP1982_LOCUS4262|CAD6995551.1|CCAP
OG0000545	LOC6727725|XP_016034301.1|DSIM	CCAP1982_LOCUS2546|CAD6993748.1|CCAP
OG0000548	LOC6738972|XP_002085767.2|DSIM, LOC6738971|XP_016032799.2|DSIM	CCAP1982_LOCUS13084|CAD7004690.1|CCAP
OG0000549	LOC6735914|XP_016029271.1|DSIM	CCAP1982_LOCUS23354|CAD7015411.1|CCAP
OG0000550	LOC6736212|XP_016029656.1|DSIM	CCAP1982_LOCUS12168|CAD7003731.1|CCAP
OG0000550	LOC27206957|XP_016029658.2|DSIM	CCAP1982_LOCUS12162|CAD7003725.1|CCAP
OG0000551	LOC6734679|XP_039147993.1|DSIM	CCAP1982_LOCUS22914|CAD7014951.1|CCAP, CCAP1982_LOCUS22915|CAD7014952.1|CCAP
OG0000553	LOC6731672|XP_002078812.1|DSIM	CCAP1982_LOCUS7725|CAD6999189.1|CCAP, CCAP1982_LOCUS7726|CAD6999190.1|CCAP, CCAP1982_LOCUS7729|CAD6999193.1|CCAP
OG0000554	LOC6729254|XP_002104574.2|DSIM, LOC6729255|XP_002104575.1|DSIM	CCAP1982_LOCUS1799|CAD6992967.1|CCAP
OG0000555	LOC6739592|XP_002076488.1|DSIM, LOC6736611|XP_039149447.1|DSIM	CCAP1982_LOCUS11538|CAD7003075.1|CCAP
OG0000556	LOC6726221|XP_002107196.1|DSIM, LOC6727909|XP_002103264.1|DSIM	CCAP1982_LOCUS743|CAD6991844.1|CCAP
OG0000557	LOC6728408|XP_002103755.1|DSIM	CCAP1982_LOCUS805|CAD6991916.1|CCAP
OG0000557	LOC6728409|XP_016035005.2|DSIM	CCAP1982_LOCUS804|CAD6991915.1|CCAP
OG0000559	LOC6728670|XP_016035331.1|DSIM	CCAP1982_LOCUS2187|CAD6993371.1|CCAP
OG0000559	LOC6738133|XP_002084946.1|DSIM	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP
OG0000560	LOC6733368|XP_016026282.1|DSIM, LOC6733366|XP_002080423.1|DSIM	CCAP1982_LOCUS20229|CAD7012131.1|CCAP
OG0000561	LOC6737822|XP_016031601.1|DSIM	CCAP1982_LOCUS14402|CAD7006067.1|CCAP
