Orthogroup	DSIM.longest_only	SLEB.longest_only
OG0000507	LOC6725622|XP_016038817.1|DSIM	LOC115627058|XP_030378464.1|SLEB
OG0000507	LOC6725623|XP_016038818.1|DSIM	LOC115627426|XP_030378959.1|SLEB
OG0000508	LOC6736335|XP_016029810.2|DSIM	LOC115624934|XP_030375645.1|SLEB
OG0000508	LOC6736194|XP_016029625.1|DSIM	LOC115624935|XP_030375646.1|SLEB
OG0000509	LOC6734784|XP_016027983.1|DSIM	LOC115620075|XP_030369098.1|SLEB
OG0000509	LOC6734768|XP_039148831.1|DSIM	LOC115633699|XP_030387022.1|SLEB
OG0000510	LOC6734438|XP_002081458.1|DSIM	LOC115630820|XP_030383345.1|SLEB, LOC115630586|XP_030383068.1|SLEB, LOC115634284|XP_030387793.1|SLEB
OG0000511	LOC6732558|XP_002079677.1|DSIM	LOC115631969|XP_030384727.1|SLEB
OG0000511	LOC6732559|XP_016025241.1|DSIM	LOC115631594|XP_030384255.1|SLEB
OG0000512	LOC6737709|XP_002084541.2|DSIM	LOC115631331|XP_030383912.1|SLEB
OG0000513	LOC6739277|XP_016026129.1|DSIM	LOC115621232|XP_030370686.1|SLEB
OG0000513	LOC6732762|XP_002079875.1|DSIM	LOC115625905|XP_030376995.1|SLEB
OG0000514	LOC6732113|XP_016024784.1|DSIM	LOC115628526|XP_030380546.1|SLEB
OG0000514	LOC6732109|XP_016024780.2|DSIM	LOC115628516|XP_030380527.1|SLEB
OG0000515	LOC6724738|XP_016037401.2|DSIM	LOC115627805|XP_030379495.1|SLEB
OG0000515	LOC27207145|XP_016032111.1|DSIM	LOC115622643|XP_030372511.1|SLEB
OG0000516	LOC6740132|XP_016039324.1|DSIM	LOC115626944|XP_030378319.1|SLEB
OG0000516	LOC6725967|XP_002106950.1|DSIM	LOC115626938|XP_030378313.1|SLEB
OG0000517	LOC6738222|XP_002085034.1|DSIM	LOC115633963|XP_030387343.1|SLEB
OG0000521	LOC6726375|XP_002107334.2|DSIM	LOC115629576|XP_030381928.1|SLEB
OG0000521	LOC6726369|XP_016022763.1|DSIM	LOC115629574|XP_030381925.1|SLEB
OG0000522	LOC6727077|XP_002102474.1|DSIM, LOC6726119|XP_016039610.1|DSIM	LOC115627854|XP_030379575.1|SLEB
OG0000523	LOC6729532|XP_016036205.1|DSIM	LOC115628128|XP_030379968.1|SLEB
OG0000523	LOC6739891|XP_016040228.1|DSIM	LOC115633249|XP_030386507.1|SLEB
OG0000524	LOC6729150|XP_002104471.1|DSIM, LOC6728643|XP_016035272.2|DSIM	LOC115621872|XP_030371557.1|SLEB
OG0000525	LOC6733674|XP_016026647.1|DSIM, LOC6733673|XP_002080720.2|DSIM	LOC115632582|XP_030385667.1|SLEB
OG0000526	LOC6732852|XP_002079962.1|DSIM	LOC115625930|XP_030377026.1|SLEB
OG0000526	LOC6735353|XP_002082300.1|DSIM	LOC115634755|XP_030388507.1|SLEB
OG0000527	LOC6730936|XP_016023386.1|DSIM	LOC115632044|XP_030384874.1|SLEB
OG0000527	LOC6730930|XP_039154443.1|DSIM	LOC115631125|XP_030383652.1|SLEB
OG0000528	LOC6730848|XP_002078012.1|DSIM	LOC115631996|XP_030384785.1|SLEB
OG0000529	LOC6730711|XP_002077881.1|DSIM	LOC115631155|XP_030383692.1|SLEB
OG0000529	LOC6731057|XP_016023577.1|DSIM	LOC115630789|XP_030383304.1|SLEB
OG0000530	LOC6737598|XP_016031381.2|DSIM	LOC115623076|XP_030373137.1|SLEB
OG0000530	LOC6736444|XP_002083315.1|DSIM	LOC115623065|XP_030373118.1|SLEB
OG0000531	LOC6732663|XP_002079780.1|DSIM	LOC115631103|XP_030383618.1|SLEB
OG0000532	LOC6727358|XP_002102743.2|DSIM	LOC115623782|XP_030374183.1|SLEB
OG0000533	LOC27206330|XP_016040259.1|DSIM	LOC115633432|XP_030386752.1|SLEB
OG0000533	LOC6728910|XP_002104240.1|DSIM	LOC115623569|XP_030373826.1|SLEB
OG0000534	LOC6725839|XP_016039160.1|DSIM	LOC115627157|XP_030378600.1|SLEB
OG0000534	LOC6732376|XP_016025030.1|DSIM	LOC115626532|XP_030377772.1|SLEB
OG0000535	LOC6733869|XP_016026891.1|DSIM	LOC115625013|XP_030375736.1|SLEB
OG0000535	LOC6733513|XP_002080568.1|DSIM	LOC115633870|XP_030387227.1|SLEB
OG0000536	LOC6736884|XP_039150033.1|DSIM	LOC115622558|XP_030372387.1|SLEB
OG0000537	LOC6739283|XP_016026253.1|DSIM	LOC115627460|XP_030378995.1|SLEB
OG0000538	LOC27207969|XP_016028250.1|DSIM	LOC115624785|XP_030375476.1|SLEB
OG0000538	LOC27206155|XP_016026571.1|DSIM	LOC115634404|XP_030387957.1|SLEB
OG0000539	LOC6729697|XP_002105003.1|DSIM	LOC115625371|XP_030376267.1|SLEB
OG0000539	LOC6729698|XP_002105004.1|DSIM	LOC115625298|XP_030376173.1|SLEB
OG0000540	LOC6733012|XP_002080091.1|DSIM	LOC115630655|XP_030383157.1|SLEB
OG0000541	LOC6735096|XP_002082073.1|DSIM, LOC6735094|XP_002082071.1|DSIM, LOC6735093|XP_016028367.1|DSIM	LOC115624177|XP_030374652.1|SLEB, LOC115624166|XP_030374626.1|SLEB
OG0000542	LOC6729614|XP_016036256.1|DSIM	LOC115625535|XP_030376474.1|SLEB
OG0000542	LOC27209038|XP_016037300.1|DSIM	LOC115627777|XP_030379446.1|SLEB
OG0000543	LOC6729227|XP_016035879.1|DSIM	LOC115621143|XP_030370560.1|SLEB
OG0000543	LOC6739313|XP_016026414.1|DSIM	LOC115623333|XP_030373463.1|SLEB
OG0000544	LOC6737052|XP_002083899.1|DSIM	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB
OG0000544	LOC6727141|XP_016033622.1|DSIM	LOC115624019|XP_030374454.1|SLEB
OG0000545	LOC6727725|XP_016034301.1|DSIM	LOC115621211|XP_030370653.1|SLEB
OG0000545	LOC6727721|XP_016034296.1|DSIM	LOC115621286|XP_030370749.1|SLEB
OG0000546	LOC6728042|XP_002103394.1|DSIM	LOC115623697|XP_030374032.1|SLEB
OG0000546	LOC27208712|XP_016022700.1|DSIM	LOC115627177|XP_030378637.1|SLEB
OG0000547	LOC6738141|XP_002084954.1|DSIM, LOC6730714|XP_002077884.2|DSIM	LOC115633068|XP_030386299.1|SLEB
OG0000548	LOC6738972|XP_002085767.2|DSIM	LOC115622433|XP_030372234.1|SLEB
OG0000548	LOC6738971|XP_016032799.2|DSIM	LOC115622434|XP_030372235.1|SLEB
OG0000549	LOC6735914|XP_016029271.1|DSIM	LOC115633990|XP_030387373.1|SLEB
OG0000550	LOC6736212|XP_016029656.1|DSIM	LOC115632900|XP_030386051.1|SLEB
OG0000550	LOC27206957|XP_016029658.2|DSIM	LOC115632608|XP_030385696.1|SLEB
OG0000551	LOC6734679|XP_039147993.1|DSIM	LOC115634798|XP_030388566.1|SLEB
OG0000552	LOC6730180|XP_002105471.1|DSIM	LOC115621198|XP_030370637.1|SLEB
OG0000552	LOC6730179|XP_002105470.1|DSIM	LOC115620920|XP_030370279.1|SLEB
OG0000553	LOC6731672|XP_002078812.1|DSIM	LOC115625738|XP_030376751.1|SLEB
OG0000554	LOC6729254|XP_002104574.2|DSIM	LOC115621598|XP_030371150.1|SLEB
OG0000554	LOC6729255|XP_002104575.1|DSIM	LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB
OG0000555	LOC6739592|XP_002076488.1|DSIM	LOC115628310|XP_030380224.1|SLEB
OG0000555	LOC6736611|XP_039149447.1|DSIM	LOC115628303|XP_030380210.1|SLEB
OG0000556	LOC6727909|XP_002103264.1|DSIM	LOC115623458|XP_030373674.1|SLEB
OG0000557	LOC6728408|XP_002103755.1|DSIM	LOC115624100|XP_030374550.1|SLEB
OG0000557	LOC6728409|XP_016035005.2|DSIM	LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB
OG0000558	LOC6727893|XP_016034500.1|DSIM	LOC115623799|XP_030374201.1|SLEB
OG0000558	LOC6725385|XP_002106402.1|DSIM	LOC115627610|XP_030379199.1|SLEB
OG0000559	LOC6728670|XP_016035331.1|DSIM	LOC115621713|XP_030371282.1|SLEB
OG0000559	LOC6738133|XP_002084946.1|DSIM	LOC115633935|XP_030387313.1|SLEB
OG0000560	LOC6733368|XP_016026282.1|DSIM	LOC115624641|XP_030375269.1|SLEB
OG0000560	LOC6733366|XP_002080423.1|DSIM	LOC115624640|XP_030375268.1|SLEB
OG0000561	LOC6737822|XP_016031601.1|DSIM	LOC115632645|XP_030385734.1|SLEB
OG0000561	LOC6737818|XP_002084646.1|DSIM	LOC115632520|XP_030385575.1|SLEB
OG0000562	LOC6737667|XP_002084499.1|DSIM	LOC115622396|XP_030372181.1|SLEB
OG0000562	LOC6737647|XP_002084479.2|DSIM	LOC115622789|XP_030372709.1|SLEB
OG0000563	LOC6737887|XP_002084715.2|DSIM	LOC115624876|XP_030375581.1|SLEB
OG0000564	LOC6738979|XP_002085774.1|DSIM	LOC115623105|XP_030373171.1|SLEB
OG0000564	LOC6738981|XP_002085776.1|DSIM	LOC115622510|XP_030372323.1|SLEB
OG0000566	LOC6727770|XP_016034346.1|DSIM	LOC115625079|XP_030375829.1|SLEB
OG0000566	LOC6736525|XP_016030112.1|DSIM	LOC115622614|XP_030372474.1|SLEB
OG0000567	LOC6725239|XP_002106261.1|DSIM	LOC115628870|XP_030380986.1|SLEB
OG0000567	LOC6725240|XP_039152456.1|DSIM	LOC115628899|XP_030381018.1|SLEB
OG0000568	LOC6726684|XP_016033176.1|DSIM	LOC115620709|XP_030369944.1|SLEB
OG0000569	LOC27209076|XP_016035400.1|DSIM	LOC115620436|XP_030369524.1|SLEB
OG0000569	LOC27207615|XP_039150133.1|DSIM	LOC115628654|XP_030380682.1|SLEB
OG0000570	LOC6729379|XP_002104694.2|DSIM	LOC115625135|XP_030375914.1|SLEB
OG0000570	LOC27206481|XP_016036022.1|DSIM	LOC115625181|XP_030376006.1|SLEB
OG0000571	LOC6729914|XP_016036675.2|DSIM	LOC115620833|XP_030370125.1|SLEB
OG0000571	LOC6729912|XP_016036669.1|DSIM	LOC115621121|XP_030370525.1|SLEB
OG0000572	LOC6728301|XP_002103650.1|DSIM	LOC115621322|XP_030370800.1|SLEB
OG0000572	LOC6728303|XP_016034939.1|DSIM	LOC115620609|XP_030369783.1|SLEB
OG0000573	LOC6736499|XP_002083369.1|DSIM	LOC115632462|XP_030385479.1|SLEB
OG0000573	LOC6735923|XP_002082833.1|DSIM	LOC115625591|XP_030376570.1|SLEB
OG0000574	LOC6727371|XP_002102756.2|DSIM	LOC115632504|XP_030385552.1|SLEB
OG0000575	LOC6737849|XP_002084677.1|DSIM	LOC115624630|XP_030375246.1|SLEB
OG0000575	LOC6737848|XP_039149267.1|DSIM	LOC115624639|XP_030375267.1|SLEB
OG0000576	LOC6727062|XP_002102459.1|DSIM, LOC6727061|XP_016033558.1|DSIM	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB
OG0000577	LOC6732722|XP_039147006.1|DSIM	LOC115631048|XP_030383541.1|SLEB
OG0000577	LOC6732723|XP_039147004.1|DSIM	LOC115630934|XP_030383361.1|SLEB
OG0000578	LOC6731846|XP_016024528.1|DSIM	LOC115630624|XP_030383119.1|SLEB
OG0000578	LOC6735803|XP_016029187.1|DSIM	LOC115624580|XP_030375178.1|SLEB
OG0000579	LOC27206467|XP_016034754.1|DSIM	LOC115621378|XP_030370867.1|SLEB
OG0000579	LOC6737900|XP_002084728.1|DSIM	LOC115622675|XP_030372549.1|SLEB
OG0000580	LOC6728593|XP_002103934.1|DSIM	LOC115624313|XP_030374798.1|SLEB
OG0000580	LOC6728592|XP_039150433.1|DSIM	LOC115623669|XP_030373995.1|SLEB
OG0000581	LOC6727246|XP_016033748.1|DSIM	LOC115624401|XP_030374991.1|SLEB
OG0000581	LOC6726136|XP_016039660.1|DSIM	LOC115627719|XP_030379324.1|SLEB
OG0000582	LOC6737738|XP_016031517.1|DSIM	LOC115623225|XP_030373327.1|SLEB
OG0000582	LOC6735252|XP_016028577.1|DSIM	LOC115629425|XP_030381740.1|SLEB
OG0000583	LOC6735863|XP_016029228.1|DSIM	LOC115634436|XP_030388003.1|SLEB
OG0000584	LOC6731596|XP_002078737.1|DSIM	LOC115626476|XP_030377720.1|SLEB
OG0000584	LOC6731595|XP_002078736.1|DSIM	LOC115626504|XP_030377749.1|SLEB, LOC115631930|XP_030384641.1|SLEB
OG0000585	LOC6737235|XP_002084075.3|DSIM, LOC120284843|XP_039150294.1|DSIM	LOC115622461|XP_030372266.1|SLEB
OG0000585	LOC6737239|XP_039150295.1|DSIM	LOC115623138|XP_030373207.1|SLEB
OG0000586	LOC6735607|XP_002082527.1|DSIM, LOC6733622|XP_002080676.3|DSIM, LOC6734312|XP_039148743.1|DSIM	LOC115624710|XP_030375394.1|SLEB
OG0000590	LOC6729203|XP_002104524.2|DSIM	LOC115621604|XP_030371157.1|SLEB
OG0000590	LOC6725047|XP_039152240.1|DSIM	LOC115628967|XP_030381105.1|SLEB
OG0000592	LOC6733436|XP_002080493.2|DSIM	LOC115620051|XP_030369040.1|SLEB
OG0000592	LOC6734479|XP_016027606.1|DSIM	LOC115634746|XP_030388498.1|SLEB
OG0000593	LOC6726097|XP_016039566.1|DSIM	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB
OG0000594	LOC27209439|XP_016036787.1|DSIM	LOC115620678|XP_030369902.1|SLEB
OG0000594	LOC6728405|XP_002103752.2|DSIM	LOC115623706|XP_030374044.1|SLEB
OG0000595	LOC6728196|XP_016034835.2|DSIM	LOC115625556|XP_030376508.1|SLEB
OG0000595	LOC27208518|XP_039151611.1|DSIM	LOC115620820|XP_030370108.1|SLEB
OG0000596	LOC6724830|XP_016037613.1|DSIM	LOC115626832|XP_030378173.1|SLEB
OG0000596	LOC6728617|XP_016035255.1|DSIM	LOC115625220|XP_030376063.1|SLEB
OG0000597	LOC6729484|XP_016036156.1|DSIM	LOC115621662|XP_030371229.1|SLEB
OG0000597	LOC6730328|XP_039151359.1|DSIM	LOC115621009|XP_030370388.1|SLEB
OG0000598	LOC6728292|XP_002103641.1|DSIM	LOC115621982|XP_030371694.1|SLEB
OG0000599	LOC6736265|XP_016029754.1|DSIM	LOC115622412|XP_030372206.1|SLEB
OG0000600	LOC6734249|XP_002081278.1|DSIM	LOC115632442|XP_030385460.1|SLEB
OG0000600	LOC6734248|XP_016027299.1|DSIM	LOC115633704|XP_030387024.1|SLEB
OG0000601	LOC6731309|XP_002078465.1|DSIM	LOC115633839|XP_030387190.1|SLEB
OG0000601	LOC6730768|XP_002077936.2|DSIM	LOC115626624|XP_030377888.1|SLEB
OG0000602	LOC6732174|XP_002079305.1|DSIM	LOC115626085|XP_030377198.1|SLEB
OG0000603	LOC6727726|XP_016034303.1|DSIM, LOC6730661|XP_039154427.1|DSIM, LOC6731453|XP_016024107.1|DSIM	LOC115628477|XP_030380458.1|SLEB
OG0000604	LOC6730767|XP_002077935.1|DSIM	LOC115630657|XP_030383158.1|SLEB
OG0000604	LOC6730766|XP_002077934.1|DSIM	LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB
OG0000605	LOC6733033|XP_002080112.1|DSIM	LOC115630512|XP_030382973.1|SLEB
OG0000606	LOC6729172|XP_002104493.2|DSIM	LOC115620195|XP_030369188.1|SLEB
OG0000607	LOC6727755|XP_002103117.1|DSIM	LOC115620885|XP_030370225.1|SLEB
OG0000607	LOC27207966|XP_016033737.1|DSIM	LOC115624393|XP_030374965.1|SLEB
OG0000608	LOC6729735|XP_016036395.1|DSIM	LOC115625074|XP_030375822.1|SLEB
OG0000608	LOC6729730|XP_016036386.1|DSIM	LOC115625574|XP_030376535.1|SLEB
OG0000609	LOC27206538|XP_016023012.1|DSIM	LOC115627917|XP_030379671.1|SLEB
OG0000610	LOC6738612|XP_016032454.1|DSIM, LOC6735620|XP_002082540.1|DSIM	LOC115623312|XP_030373437.1|SLEB
OG0000611	LOC6735484|XP_016028822.1|DSIM	LOC115629627|XP_030381991.1|SLEB
OG0000611	LOC6734765|XP_002081768.1|DSIM	LOC115626533|XP_030377776.1|SLEB
OG0000612	LOC6738576|XP_002085381.2|DSIM, LOC6738575|XP_016032427.2|DSIM, LOC6738574|XP_002085379.1|DSIM	LOC115623041|XP_030373078.1|SLEB, LOC115622314|XP_030372080.1|SLEB
OG0000614	LOC6730139|XP_002105430.1|DSIM	LOC115626391|XP_030377611.1|SLEB
OG0000614	LOC6739882|XP_039153006.1|DSIM	LOC115629316|XP_030381621.1|SLEB
OG0000615	LOC6726360|XP_039152975.1|DSIM	LOC115627692|XP_030379295.1|SLEB
OG0000615	LOC27209315|XP_039150606.1|DSIM	LOC115620406|XP_030369485.1|SLEB
OG0000616	LOC6726352|XP_016039930.1|DSIM, LOC6740199|XP_016039931.1|DSIM	LOC115627474|XP_030379011.1|SLEB
OG0000617	LOC6729864|XP_039151242.1|DSIM	LOC115621815|XP_030371461.1|SLEB
OG0000617	LOC6728352|XP_016034977.1|DSIM	LOC115620342|XP_030369403.1|SLEB
OG0000618	LOC6729022|XP_016035683.1|DSIM	LOC115622043|XP_030371775.1|SLEB
OG0000618	LOC6739669|XP_016032904.1|DSIM	LOC115621508|XP_030371040.1|SLEB
OG0000619	LOC6735167|XP_002082142.1|DSIM	LOC115634836|XP_030388617.1|SLEB
OG0000620	LOC6726489|XP_002107446.1|DSIM	LOC115627320|XP_030378822.1|SLEB
OG0000620	LOC6737420|XP_016031189.1|DSIM	LOC115633030|XP_030386227.1|SLEB
OG0000621	LOC6727345|XP_002102730.1|DSIM	LOC115620478|XP_030369572.1|SLEB
OG0000621	LOC6739959|XP_016037887.1|DSIM	LOC115627100|XP_030378516.1|SLEB
OG0000622	LOC6737034|XP_002083881.1|DSIM	LOC115622549|XP_030372376.1|SLEB
OG0000622	LOC6737393|XP_016031141.1|DSIM	LOC115632202|XP_030385111.1|SLEB
OG0000623	LOC27206265|XP_016029788.1|DSIM	LOC115624552|XP_030375137.1|SLEB
OG0000623	LOC27206242|XP_016030769.1|DSIM	LOC115628260|XP_030380139.1|SLEB
OG0000624	LOC6735141|XP_016028423.1|DSIM	LOC115633640|XP_030386940.1|SLEB
OG0000625	LOC6736941|XP_016030587.1|DSIM	LOC115622157|XP_030371885.1|SLEB
OG0000625	LOC6736939|XP_002083786.1|DSIM	LOC115622847|XP_030372788.1|SLEB
OG0000626	LOC6733753|XP_002080797.1|DSIM	LOC115634382|XP_030387926.1|SLEB
OG0000626	LOC6735896|XP_016029250.1|DSIM	LOC115634725|XP_030388467.1|SLEB
OG0000627	LOC6738464|XP_002085271.1|DSIM	LOC115633005|XP_030386190.1|SLEB
OG0000627	LOC6725135|XP_002106161.1|DSIM	LOC115628860|XP_030380971.1|SLEB
OG0000628	LOC6732172|XP_002079303.2|DSIM	LOC115630700|XP_030383212.1|SLEB
OG0000628	LOC6731753|XP_002078888.1|DSIM	LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB
OG0000629	LOC6728572|XP_002103913.2|DSIM, LOC6733053|XP_002080131.2|DSIM	LOC115628582|XP_030380626.1|SLEB
OG0000630	LOC6732796|XP_016025504.1|DSIM	LOC115626220|XP_030377378.1|SLEB
OG0000630	LOC6732789|XP_002079902.3|DSIM	LOC115625733|XP_030376744.1|SLEB
OG0000631	LOC27208670|XP_016024744.1|DSIM	LOC115631173|XP_030383722.1|SLEB
OG0000631	LOC6732402|XP_016025062.1|DSIM	LOC115626352|XP_030377562.1|SLEB
OG0000632	LOC6730992|XP_016023455.1|DSIM	LOC115630690|XP_030383200.1|SLEB
OG0000632	LOC6730529|XP_016022984.1|DSIM	LOC115630409|XP_030382802.1|SLEB
OG0000633	LOC6737751|XP_016031528.1|DSIM	LOC115623010|XP_030373041.1|SLEB
OG0000633	LOC27208173|XP_039150098.1|DSIM	LOC115623003|XP_030373028.1|SLEB
OG0000635	LOC6735347|XP_002082294.1|DSIM	LOC115620742|XP_030369999.1|SLEB
OG0000635	LOC6726071|XP_002107053.2|DSIM	LOC115629274|XP_030381560.1|SLEB
OG0000636	LOC6732793|XP_002079906.1|DSIM	LOC115626223|XP_030377382.1|SLEB
OG0000636	LOC6732794|XP_016025503.1|DSIM	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB
OG0000637	LOC6725170|XP_016038187.1|DSIM	LOC115627962|XP_030379716.1|SLEB
OG0000637	LOC6725171|XP_039152707.1|DSIM	LOC115627960|XP_030379713.1|SLEB
OG0000638	LOC6726151|XP_016039682.1|DSIM	LOC115627144|XP_030378581.1|SLEB
OG0000639	LOC6738948|XP_016032771.1|DSIM	LOC115633115|XP_030386361.1|SLEB
OG0000641	LOC6731601|XP_002078742.2|DSIM, LOC6727083|XP_016033574.2|DSIM	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB
OG0000642	LOC6734145|XP_016027156.1|DSIM	LOC115626067|XP_030377180.1|SLEB
OG0000642	LOC6732352|XP_016025004.1|DSIM	LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB
OG0000643	LOC27207387|XP_016036588.1|DSIM, LOC6729854|XP_002105157.1|DSIM, LOC6729853|XP_002105156.2|DSIM	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB
OG0000644	LOC6737677|XP_002084509.1|DSIM, LOC6737674|XP_002084506.1|DSIM, LOC6737673|XP_002084505.2|DSIM	LOC115631644|XP_030384315.1|SLEB
OG0000645	LOC27207888|XP_016023424.1|DSIM	LOC115630472|XP_030382903.1|SLEB
OG0000645	LOC27207511|XP_016026170.1|DSIM	LOC115630471|XP_030382902.1|SLEB
OG0000646	LOC6729358|XP_002104674.1|DSIM	LOC115620235|XP_030369240.1|SLEB
OG0000646	LOC6729963|XP_039150494.1|DSIM	LOC115621842|XP_030371513.1|SLEB
OG0000647	LOC6726923|XP_016033422.1|DSIM	LOC115621967|XP_030371674.1|SLEB
OG0000647	LOC6725022|XP_016037974.1|DSIM	LOC115629630|XP_030381990.1|SLEB
OG0000648	LOC6726295|XP_039152793.1|DSIM	LOC115627944|XP_030379697.1|SLEB
OG0000648	LOC6726293|XP_002107254.1|DSIM	LOC115627942|XP_030379695.1|SLEB
OG0000649	LOC6740189|XP_002077070.2|DSIM	LOC115627568|XP_030379152.1|SLEB
OG0000649	LOC6739849|XP_016039898.1|DSIM	LOC115627550|XP_030379125.1|SLEB
OG0000650	LOC6729339|XP_002104656.2|DSIM	LOC115620503|XP_030369617.1|SLEB
OG0000650	LOC6724700|XP_016037268.1|DSIM	LOC115627753|XP_030379398.1|SLEB
OG0000651	LOC6738417|XP_002085226.2|DSIM	LOC115632259|XP_030385191.1|SLEB
OG0000651	LOC6736720|XP_016030335.1|DSIM	LOC115622859|XP_030372803.1|SLEB
OG0000652	LOC6739305|XP_002076214.1|DSIM	LOC115628872|XP_030380991.1|SLEB
OG0000652	LOC27209005|XP_016038153.1|DSIM	LOC115629665|XP_030382040.1|SLEB
OG0000653	LOC6728366|XP_002103714.1|DSIM, LOC6726771|XP_016033255.1|DSIM	LOC115620491|XP_030369592.1|SLEB
OG0000654	LOC6739596|XP_016029861.1|DSIM	LOC115628368|XP_030380304.1|SLEB
OG0000654	LOC6738408|XP_016032244.1|DSIM	LOC115632989|XP_030386166.1|SLEB
OG0000655	LOC6734221|XP_016027265.1|DSIM	LOC115621850|XP_030371563.1|SLEB
OG0000655	LOC6730521|XP_016022976.1|DSIM	LOC115630722|XP_030383235.1|SLEB
OG0000656	LOC6728447|XP_016035061.1|DSIM	LOC115623639|XP_030373943.1|SLEB
OG0000656	LOC27208714|XP_016035060.1|DSIM	LOC115627596|XP_030379180.1|SLEB
OG0000657	LOC6736191|XP_016029616.1|DSIM	LOC115624836|XP_030375543.1|SLEB
OG0000657	LOC6730879|XP_002078043.1|DSIM	LOC115631152|XP_030383683.1|SLEB
OG0000658	LOC6726228|XP_016039756.1|DSIM	LOC115627088|XP_030378498.1|SLEB
OG0000658	LOC6728039|XP_002103391.1|DSIM	LOC115626258|XP_030377426.1|SLEB
OG0000659	LOC6730797|XP_002077965.1|DSIM	LOC115625878|XP_030376954.1|SLEB
OG0000659	LOC6732787|XP_016025500.1|DSIM	LOC115626361|XP_030377571.1|SLEB
OG0000660	LOC6739184|XP_016023229.1|DSIM	LOC115631511|XP_030384136.1|SLEB
OG0000661	LOC27206244|XP_016030737.1|DSIM	LOC115622386|XP_030372170.1|SLEB
OG0000661	LOC6731004|XP_016023467.1|DSIM	LOC115630509|XP_030382967.1|SLEB
OG0000662	LOC6736668|XP_002083524.1|DSIM	LOC115632944|XP_030386100.1|SLEB
OG0000662	LOC27208006|XP_016034047.1|DSIM	LOC115627291|XP_030378783.1|SLEB
OG0000663	LOC6736154|XP_016029553.1|DSIM	LOC115627042|XP_030378440.1|SLEB
OG0000664	LOC6727188|XP_039150958.1|DSIM	LOC115626049|XP_030377161.1|SLEB
OG0000664	LOC6739975|XP_016038087.1|DSIM	LOC115629221|XP_030381490.1|SLEB
OG0000665	LOC6729567|XP_002104875.1|DSIM	LOC115623916|XP_030374332.1|SLEB
OG0000666	LOC6735358|XP_002082305.1|DSIM	LOC115624988|XP_030375715.1|SLEB
OG0000666	LOC27208266|XP_016038838.1|DSIM	LOC115627419|XP_030378949.1|SLEB
OG0000667	LOC6739958|XP_002076843.1|DSIM, LOC6728590|XP_002103931.1|DSIM	LOC115623576|XP_030373834.1|SLEB
OG0000668	LOC6739822|XP_002076714.1|DSIM	LOC115620304|XP_030369348.1|SLEB
OG0000668	LOC6728180|XP_016034812.1|DSIM	LOC115622050|XP_030371784.1|SLEB
OG0000669	LOC6726564|XP_002107518.2|DSIM	LOC115626945|XP_030378320.1|SLEB
OG0000669	LOC6726565|XP_002107519.1|DSIM	LOC115626693|XP_030377980.1|SLEB
OG0000670	LOC6731625|XP_016024307.1|DSIM, LOC6725106|XP_002106132.1|DSIM	LOC115626707|XP_030378000.1|SLEB
OG0000671	LOC27208816|XP_016025871.1|DSIM	LOC115620863|XP_030370184.1|SLEB
OG0000671	LOC6729923|XP_016036681.1|DSIM	LOC115621283|XP_030370746.1|SLEB
OG0000672	LOC6725743|XP_039152633.1|DSIM	LOC115627870|XP_030379614.1|SLEB
OG0000672	LOC6740238|XP_002077119.2|DSIM	LOC115624926|XP_030375637.1|SLEB
OG0000673	LOC6725851|XP_039154027.1|DSIM	LOC115627417|XP_030378947.1|SLEB
OG0000673	LOC6738127|XP_002084940.1|DSIM	LOC115626494|XP_030377738.1|SLEB
OG0000675	LOC27206867|XP_016024210.1|DSIM	LOC115631118|XP_030383639.1|SLEB
OG0000677	LOC27206657|XP_039152419.1|DSIM	LOC115627739|XP_030379369.1|SLEB
OG0000678	LOC6727764|XP_016034341.1|DSIM	LOC115621186|XP_030370620.1|SLEB
OG0000678	LOC6730493|XP_002077674.1|DSIM	LOC115631717|XP_030384411.1|SLEB
OG0000679	LOC6725730|XP_016039005.1|DSIM	LOC115633757|XP_030387092.1|SLEB
OG0000680	LOC6726431|XP_016039991.1|DSIM	LOC115627844|XP_030379560.1|SLEB
OG0000681	LOC6728168|XP_016034776.1|DSIM	LOC115621828|XP_030371496.1|SLEB
