Orthogroup	DSIM.longest_only	DHYD.longest_only
OG0001176	LOC6734462|XP_016027584.1|DSIM	LOC111593754|XP_023162524.2|DHYD
OG0001177	LOC6732609|XP_016025315.1|DSIM	LOC111595205|XP_023164572.2|DHYD
OG0001178	LOC6735451|XP_016028757.2|DSIM	LOC111602086|XP_030079710.1|DHYD
OG0001179	LOC6734007|XP_016027035.1|DSIM	LOC115483094|XP_030080062.1|DHYD, LOC115483093|XP_030080060.1|DHYD, LOC115483165|XP_030080185.1|DHYD, LOC115483167|XP_030080187.1|DHYD, LOC115483168|XP_030080188.1|DHYD, LOC115483166|XP_030080186.1|DHYD, LOC115482756|XP_030078542.1|DHYD, LOC115482762|XP_030078551.1|DHYD, LOC115483702|XP_030081630.1|DHYD, LOC115483701|XP_030081629.1|DHYD, LOC111605419|XP_023179699.2|DHYD
OG0001180	LOC6740647|XP_016037220.1|DSIM	LOC111598393|XP_023169381.1|DHYD
OG0001181	LOC6738122|XP_016031959.1|DSIM	LOC111595062|XP_023164384.2|DHYD
OG0001182	LOC6729238|XP_016035890.1|DSIM	LOC111605533|XP_023179860.2|DHYD
OG0001183	LOC6728503|XP_039151214.1|DSIM	LOC111593443|XP_023161963.1|DHYD, LOC111591867|XP_023159517.1|DHYD
OG0001184	LOC6727621|XP_016034214.2|DSIM	LOC111601341|XP_023173638.2|DHYD
OG0001186	LOC6727140|XP_016033621.1|DSIM	LOC111600673|XP_023172691.2|DHYD
OG0001187	LOC6734533|XP_016027649.1|DSIM	LOC111601199|XP_023173455.2|DHYD
OG0001188	LOC6734199|XP_016027231.1|DSIM	LOC111593081|XP_023161440.2|DHYD
OG0001189	LOC6735796|XP_016029183.1|DSIM	LOC111599728|XP_023171241.1|DHYD
OG0001190	LOC6740289|XP_016026105.1|DSIM	LOC111593646|XP_023162294.1|DHYD
OG0001191	LOC6731612|XP_016024291.1|DSIM	LOC111593152|XP_023161523.2|DHYD
OG0001192	LOC6731273|XP_039147079.1|DSIM	LOC111599526|XP_023170948.1|DHYD
OG0001193	LOC6727284|XP_002102673.1|DSIM	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD
OG0001195	LOC6739334|XP_002076241.1|DSIM	LOC111594151|XP_023163097.2|DHYD
OG0001196	LOC27206767|XP_016037918.1|DSIM, LOC6731265|XP_002078423.1|DSIM	LOC111600274|XP_023172090.2|DHYD, LOC111605343|XP_023179585.1|DHYD
OG0001197	LOC6729846|XP_002105149.1|DSIM, LOC6729143|XP_002104464.1|DSIM	LOC111596448|XP_023166442.2|DHYD
OG0001198	LOC6729030|XP_002104351.1|DSIM, LOC6729031|XP_002104352.1|DSIM	LOC111594809|XP_023164039.2|DHYD
OG0001200	LOC6732581|XP_016025265.1|DSIM	LOC111604434|XP_023178267.2|DHYD
OG0001201	LOC6729611|XP_002104919.1|DSIM	LOC111604872|XP_023178875.1|DHYD
OG0001203	LOC6724734|XP_016037398.1|DSIM	LOC111597683|XP_023168285.1|DHYD
OG0001204	LOC6732263|XP_016024933.1|DSIM	LOC111600370|XP_023172215.2|DHYD
OG0001205	LOC6726825|XP_002102232.2|DSIM	LOC111603587|XP_023177011.2|DHYD
OG0001206	LOC6727335|XP_016033865.1|DSIM	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD
OG0001207	LOC27206892|XP_016038534.2|DSIM	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD
OG0001208	LOC6725575|XP_039153422.1|DSIM	LOC111603380|XP_023176699.2|DHYD
OG0001209	LOC6728307|XP_016034940.1|DSIM	LOC111596661|XP_023166738.1|DHYD
OG0001210	LOC6725952|XP_016039304.1|DSIM	LOC111600204|XP_030079386.1|DHYD
OG0001211	LOC6727217|XP_016033711.1|DSIM	LOC111602610|XP_023175537.1|DHYD
OG0001212	LOC6725889|XP_002106884.1|DSIM	LOC111603094|XP_023176322.2|DHYD
OG0001213	LOC6727653|XP_002103030.1|DSIM	LOC111598501|XP_023169535.2|DHYD
OG0001214	LOC6729145|XP_016035792.1|DSIM	LOC111603474|XP_023176831.2|DHYD
OG0001215	LOC6726895|XP_016033405.1|DSIM	LOC115483345|XP_030080707.1|DHYD
OG0001216	LOC6728067|XP_039151491.1|DSIM	LOC111595681|XP_023165287.2|DHYD
OG0001217	LOC6733132|XP_016025841.1|DSIM	LOC111592086|XP_023159877.2|DHYD
OG0001218	LOC6729219|XP_002104540.1|DSIM	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD
OG0001220	LOC27206322|XP_016026252.1|DSIM	LOC111593870|XP_023162699.2|DHYD
OG0001221	LOC6735423|XP_002082365.1|DSIM	LOC111602120|XP_023174837.1|DHYD
OG0001222	LOC6729987|XP_016036754.1|DSIM	LOC111602731|XP_023175749.2|DHYD
OG0001223	LOC6725078|XP_016025996.1|DSIM	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD
OG0001224	LOC6734814|XP_016028042.1|DSIM	LOC111592548|XP_023160608.1|DHYD
OG0001225	LOC6733377|XP_039147411.1|DSIM	LOC111599921|XP_023171525.2|DHYD
OG0001226	LOC6733980|XP_016027013.1|DSIM	LOC111604439|XP_023178278.1|DHYD
OG0001227	LOC6731358|XP_016023949.1|DSIM	LOC111602147|XP_023174868.2|DHYD
OG0001228	LOC6726066|XP_002107048.1|DSIM	LOC111598175|XP_023169039.1|DHYD
OG0001229	LOC6739559|XP_039147332.1|DSIM	LOC111600119|XP_030081242.1|DHYD
OG0001230	LOC6734755|XP_039148129.1|DSIM	LOC111604577|XP_030081069.1|DHYD
OG0001231	LOC6733129|XP_016025845.1|DSIM	LOC111592054|XP_023159822.1|DHYD
OG0001232	LOC6731423|XP_002078575.1|DSIM	LOC111599363|XP_023170763.2|DHYD
OG0001233	LOC6731387|XP_039149505.1|DSIM	LOC111595816|XP_023165489.1|DHYD
OG0001234	LOC6740783|XP_016027889.1|DSIM	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD
OG0001235	LOC6730471|XP_016022931.1|DSIM	LOC111599105|XP_023170424.2|DHYD
OG0001236	LOC6738829|XP_002085629.1|DSIM	LOC111605688|XP_023180127.2|DHYD
OG0001237	LOC6727401|XP_016033949.1|DSIM	LOC111596687|XP_023166761.1|DHYD
OG0001238	LOC6729709|XP_016036366.1|DSIM	LOC111595167|XP_023164515.1|DHYD
OG0001239	LOC6728315|XP_016034949.1|DSIM	LOC111598313|XP_023169277.1|DHYD
OG0001240	LOC6729724|XP_016036379.1|DSIM	LOC111595162|XP_030078658.1|DHYD
OG0001242	LOC6726523|XP_016040164.1|DSIM	LOC111593632|XP_023162272.1|DHYD
OG0001243	LOC6738712|XP_016032528.1|DSIM	LOC111605069|XP_023179168.2|DHYD
OG0001244	LOC6728074|XP_016034691.1|DSIM	LOC111595689|XP_023165299.2|DHYD
OG0001245	LOC6727352|XP_016033883.1|DSIM	LOC111595974|XP_023165720.2|DHYD
OG0001246	LOC6739504|XP_016029342.1|DSIM	LOC111600084|XP_023171791.2|DHYD
OG0001247	LOC27207504|XP_039148762.1|DSIM	LOC111600130|XP_023171863.1|DHYD
OG0001248	LOC6737358|XP_002084196.1|DSIM	LOC111592739|XP_023160904.2|DHYD
OG0001249	LOC27208032|XP_016038236.1|DSIM	LOC111605291|XP_023179509.1|DHYD
OG0001251	LOC6727101|XP_002102494.1|DSIM, LOC6727105|XP_002102498.1|DSIM	LOC111602766|XP_023175796.2|DHYD
OG0001252	LOC6729970|XP_002105264.2|DSIM, LOC6729971|XP_016036734.1|DSIM	LOC111603655|XP_023177104.2|DHYD
OG0001253	LOC120285369|XP_039153801.1|DSIM, LOC120285367|XP_039153798.1|DSIM, LOC6726581|XP_016022680.2|DSIM, LOC120285370|XP_039153812.1|DSIM, LOC6734123|XP_016027139.1|DSIM	LOC111594064|XP_023162964.1|DHYD
OG0001254	LOC6735432|XP_002082372.1|DSIM	LOC111602137|XP_023174853.2|DHYD
OG0001255	LOC6733370|XP_002080427.1|DSIM	LOC111597003|XP_023167273.2|DHYD
OG0001256	LOC6739608|XP_002076504.2|DSIM	LOC111598467|XP_023169492.1|DHYD
OG0001257	LOC6724731|XP_016037370.1|DSIM	LOC111593704|XP_023162420.2|DHYD
OG0001258	LOC6739697|XP_002076591.1|DSIM	LOC111602741|XP_023175762.1|DHYD
OG0001260	LOC6728678|XP_002104017.1|DSIM	LOC111594477|XP_023163546.1|DHYD
OG0001261	LOC6726560|XP_016040224.1|DSIM	LOC111600196|XP_023171977.1|DHYD
OG0001262	LOC6737626|XP_016031396.1|DSIM	LOC111604471|XP_023178320.2|DHYD
OG0001263	LOC6729488|XP_002104798.1|DSIM	LOC111596397|XP_023166371.1|DHYD
OG0001264	LOC6730913|XP_016023348.1|DSIM	LOC111601567|XP_030080310.1|DHYD
OG0001265	LOC6724886|XP_039152688.1|DSIM	LOC111595946|XP_023165680.2|DHYD
OG0001266	LOC6735703|XP_016029075.1|DSIM	LOC111605272|XP_023179483.2|DHYD
OG0001267	LOC6729063|XP_016035714.1|DSIM	LOC111597805|XP_023168458.1|DHYD
OG0001268	LOC6727557|XP_002102936.1|DSIM	LOC111596633|XP_023166692.1|DHYD
OG0001269	LOC6734032|XP_016027050.1|DSIM	LOC111592203|XP_023160038.1|DHYD
OG0001270	LOC6726832|XP_016033340.1|DSIM	LOC111598646|XP_023169761.2|DHYD
OG0001271	LOC6733817|XP_002080861.1|DSIM	LOC111600731|XP_023172771.2|DHYD
OG0001272	LOC6736437|XP_016029946.1|DSIM	LOC111601736|XP_023174228.2|DHYD
OG0001273	LOC6727700|XP_016034272.1|DSIM	LOC111601442|XP_023173786.1|DHYD
OG0001274	LOC6738742|XP_002085542.1|DSIM	LOC111604427|XP_023178256.1|DHYD
OG0001275	LOC6725951|XP_016039301.1|DSIM	LOC111605140|XP_023179287.1|DHYD
OG0001276	LOC6736699|XP_002083555.1|DSIM	LOC111596616|XP_023166671.1|DHYD
OG0001277	LOC6736541|XP_039150077.1|DSIM	LOC111597564|XP_023168131.2|DHYD
OG0001278	LOC6737469|XP_016031259.1|DSIM	LOC111603732|XP_023177212.1|DHYD
OG0001279	LOC6737423|XP_039149806.1|DSIM	LOC111603742|XP_023177228.1|DHYD
OG0001280	LOC6736208|XP_002083103.2|DSIM	LOC111600514|XP_023172411.1|DHYD
OG0001281	LOC6739604|XP_016029921.1|DSIM	LOC111591857|XP_023159507.1|DHYD
OG0001282	LOC6730799|XP_016023216.1|DSIM	LOC111603965|XP_023177571.2|DHYD
OG0001283	LOC6734702|XP_016027901.1|DSIM	LOC111594018|XP_023162888.2|DHYD
OG0001284	LOC27207025|XP_039147315.1|DSIM	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD
OG0001285	LOC6736227|XP_016029736.1|DSIM	LOC111598758|XP_023169934.1|DHYD
OG0001286	LOC6733008|XP_002080087.1|DSIM	LOC111596084|XP_023165913.1|DHYD
OG0001287	LOC6728012|XP_039151006.1|DSIM	LOC111600268|XP_023172084.2|DHYD
OG0001288	LOC6730494|XP_002077675.2|DSIM	LOC111599114|XP_023170442.2|DHYD
OG0001289	LOC6733028|XP_016025719.2|DSIM	LOC111601651|XP_023174105.2|DHYD
OG0001290	LOC6731051|XP_039153051.1|DSIM	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD
OG0001291	LOC6735967|XP_016029316.1|DSIM	LOC111600014|XP_023171687.1|DHYD
OG0001292	LOC6734804|XP_016028017.1|DSIM	LOC111594729|XP_023163932.2|DHYD
OG0001293	LOC6725088|XP_002106115.1|DSIM	LOC111605594|XP_023179971.1|DHYD
OG0001294	LOC6728765|XP_016035444.1|DSIM	LOC111603471|XP_023176829.1|DHYD
OG0001295	LOC6726062|XP_016039446.1|DSIM	LOC111602855|XP_023175938.1|DHYD
OG0001296	LOC6733154|XP_016026029.1|DSIM	LOC111605641|XP_023180070.2|DHYD
OG0001297	LOC6729472|XP_016036143.1|DSIM	LOC111601790|XP_023174327.1|DHYD
OG0001298	LOC6727209|XP_039151808.1|DSIM	LOC111602638|XP_023175567.1|DHYD
OG0001299	LOC6736836|XP_039150345.1|DSIM	LOC111604503|XP_023178363.2|DHYD
OG0001300	LOC120285394|XP_039154056.1|DSIM, LOC6739814|XP_016022664.2|DSIM, LOC6728560|XP_039150856.1|DSIM	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD
OG0001301	LOC6731275|XP_002078432.1|DSIM	LOC111597755|XP_023168378.2|DHYD
OG0001302	LOC6735326|XP_016028673.1|DSIM	LOC111594327|XP_023163342.1|DHYD
OG0001303	LOC6727767|XP_002103129.3|DSIM, LOC6727765|XP_002103127.1|DSIM	LOC111602449|XP_023175280.2|DHYD
OG0001304	LOC6734391|XP_016027515.1|DSIM	LOC111592217|XP_023160058.1|DHYD
OG0001305	LOC6726831|XP_016033338.1|DSIM	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD
OG0001306	LOC6727785|XP_016034355.1|DSIM	LOC111595196|XP_023164559.1|DHYD
OG0001307	LOC6736942|XP_016030589.1|DSIM	LOC111594841|XP_023164075.2|DHYD
OG0001308	LOC6724945|XP_016037809.1|DSIM, LOC6726605|XP_002107554.2|DSIM	LOC111596830|XP_023166969.1|DHYD
OG0001309	LOC6727821|XP_016034406.1|DSIM	LOC111604956|XP_023179001.1|DHYD
OG0001310	LOC6726501|XP_039152352.1|DSIM	LOC111598328|XP_023169296.1|DHYD
OG0001311	LOC6726363|XP_039152972.1|DSIM	LOC111603228|XP_030079291.1|DHYD
OG0001312	LOC6737618|XP_039149901.1|DSIM, LOC6737619|XP_002084451.1|DSIM	LOC111592737|XP_023160899.1|DHYD
OG0001313	LOC6734547|XP_002081556.2|DSIM	LOC111600546|XP_023172459.2|DHYD
OG0001314	LOC6732264|XP_002079393.1|DSIM	LOC111600371|XP_023172216.2|DHYD
OG0001315	LOC6739939|XP_002076828.1|DSIM	LOC111604067|XP_023177704.1|DHYD
OG0001316	LOC27206178|XP_016028356.1|DSIM	LOC111593925|XP_023162767.1|DHYD
OG0001317	LOC6732406|XP_016025069.1|DSIM	LOC111601159|XP_023173405.2|DHYD
OG0001319	LOC6732308|XP_002079436.1|DSIM, LOC6732307|XP_002079435.1|DSIM	LOC111600413|XP_023172261.2|DHYD
OG0001320	LOC6734114|XP_016027126.1|DSIM	LOC111597960|XP_023168692.2|DHYD
OG0001321	LOC6735184|XP_002082158.1|DSIM	LOC111593285|XP_023161726.2|DHYD
OG0001322	LOC6728499|XP_016035134.1|DSIM, LOC6726804|XP_002102211.1|DSIM	LOC111604863|XP_023178865.1|DHYD
OG0001323	LOC27209000|XP_016023384.1|DSIM, LOC6730935|XP_002078099.1|DSIM	LOC111602168|XP_023174894.2|DHYD, LOC111602166|XP_023174891.2|DHYD
OG0001324	LOC6732598|XP_002079717.1|DSIM	LOC111595009|XP_023164282.1|DHYD
OG0001325	LOC6728927|XP_002104255.1|DSIM, LOC6728926|XP_002104254.1|DSIM	LOC111597544|XP_023168102.2|DHYD
OG0001326	LOC6730214|XP_016036972.1|DSIM	LOC111603295|XP_023176585.1|DHYD
OG0001328	LOC6726083|XP_016039526.1|DSIM	LOC111596963|XP_030079613.1|DHYD
OG0001329	LOC6726156|XP_002107132.1|DSIM	LOC111594997|XP_023164264.1|DHYD
OG0001330	LOC27208201|XP_016039287.2|DSIM	LOC111592999|XP_023161285.2|DHYD
OG0001331	LOC6739911|XP_016037671.1|DSIM	LOC111598637|XP_023169785.2|DHYD
OG0001332	LOC6726219|XP_002107194.1|DSIM	LOC111598290|XP_023169241.1|DHYD
OG0001333	LOC6730841|XP_016023251.1|DSIM	LOC111591909|XP_023159609.1|DHYD
OG0001334	LOC6730228|XP_016036980.1|DSIM	LOC111592492|XP_023160479.2|DHYD
OG0001335	LOC6728439|XP_016035041.1|DSIM	LOC111592028|XP_023159791.2|DHYD
OG0001337	LOC6726210|XP_016039735.1|DSIM	LOC111603386|XP_023176713.1|DHYD
OG0001338	LOC6734864|XP_016028125.1|DSIM	LOC111595542|XP_023165095.1|DHYD
OG0001339	LOC27206165|XP_016027169.1|DSIM	LOC111604516|XP_023178383.1|DHYD
OG0001340	LOC6739795|XP_016033110.1|DSIM	LOC111600939|XP_023173078.2|DHYD
OG0001341	LOC6729452|XP_016036127.1|DSIM	LOC111593681|XP_023162341.1|DHYD
OG0001342	LOC6730159|XP_016036920.1|DSIM	LOC111596410|XP_023166387.2|DHYD
OG0001343	LOC120285031|XP_039151261.1|DSIM, LOC6726939|XP_016033434.2|DSIM	LOC111594441|XP_023163497.2|DHYD
OG0001344	LOC27206382|XP_016037050.1|DSIM	LOC111597828|XP_023168492.1|DHYD
OG0001345	LOC6728695|XP_002104031.2|DSIM	LOC111594624|XP_023163782.2|DHYD
OG0001346	LOC6728822|XP_002104156.1|DSIM	LOC111599551|XP_023170985.2|DHYD
OG0001347	LOC6726621|XP_002107570.1|DSIM	LOC111593051|XP_023161392.1|DHYD
OG0001349	LOC6737276|XP_016030991.1|DSIM	LOC111595298|XP_023164721.2|DHYD, LOC111601590|XP_023174013.2|DHYD, LOC111601557|XP_023173967.2|DHYD
OG0001350	LOC6737657|XP_002084489.1|DSIM	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD
OG0001351	LOC6733808|XP_002080852.2|DSIM	LOC111593942|XP_023162798.2|DHYD
OG0001352	LOC6733182|XP_016026061.1|DSIM	LOC111603185|XP_023176440.1|DHYD
OG0001353	LOC6738145|XP_002084958.1|DSIM	LOC111595065|XP_023164389.1|DHYD
OG0001354	LOC6735910|XP_016029266.1|DSIM	LOC111603814|XP_023177337.2|DHYD
OG0001355	LOC6735728|XP_016029097.1|DSIM	LOC111593924|XP_023162766.1|DHYD
OG0001356	LOC6728585|XP_016035215.1|DSIM	LOC111600282|XP_023172100.1|DHYD
OG0001357	LOC6737172|XP_002084018.2|DSIM	LOC111595087|XP_023164411.2|DHYD
OG0001358	LOC6738600|XP_016032444.1|DSIM	LOC111592324|XP_023160214.2|DHYD
OG0001359	LOC6731250|XP_002078409.1|DSIM	LOC111605041|XP_023179145.1|DHYD
OG0001360	LOC6733800|XP_002080844.1|DSIM	LOC111593857|XP_023162672.1|DHYD
OG0001361	LOC6737465|XP_002084301.1|DSIM	LOC111603699|XP_023177167.2|DHYD
OG0001362	LOC6737471|XP_002084307.2|DSIM	LOC111603733|XP_023177217.1|DHYD
OG0001363	LOC6727435|XP_002102816.1|DSIM	LOC111604218|XP_023177955.1|DHYD
OG0001364	LOC6733927|XP_016026981.1|DSIM	LOC111593177|XP_023161552.1|DHYD
OG0001365	LOC6737256|XP_002084096.1|DSIM	LOC111601058|XP_023173244.1|DHYD
OG0001366	LOC6737220|XP_016030923.1|DSIM	LOC111601693|XP_023174172.2|DHYD
OG0001367	LOC6735723|XP_039148391.1|DSIM	LOC111593872|XP_023162701.1|DHYD
OG0001368	LOC6733668|XP_002080715.2|DSIM	LOC111603475|XP_023176836.1|DHYD
OG0001369	LOC6740112|XP_002076996.1|DSIM	LOC111597472|XP_023167992.1|DHYD
OG0001370	LOC6735871|XP_016029234.1|DSIM	LOC111603836|XP_023177369.2|DHYD
OG0001371	LOC27207654|XP_039148635.1|DSIM	LOC111594747|XP_023163961.1|DHYD
OG0001372	LOC6734616|XP_016027765.2|DSIM	LOC111597681|XP_023168279.2|DHYD
OG0001373	LOC6731101|XP_016023631.1|DSIM	LOC111602382|XP_023175171.1|DHYD
OG0001374	LOC6734459|XP_016027581.1|DSIM	LOC111593743|XP_023162504.1|DHYD
OG0001375	LOC6726727|XP_016033224.1|DSIM	LOC111604830|XP_023178822.2|DHYD
OG0001376	LOC6734002|XP_016027030.1|DSIM	LOC111605395|XP_023179662.2|DHYD
OG0001377	LOC27206518|XP_016024032.1|DSIM	LOC111602512|XP_023175361.2|DHYD
OG0001378	LOC6731260|XP_016023819.1|DSIM	LOC111596339|XP_023166288.1|DHYD
OG0001379	LOC6730885|XP_016023312.1|DSIM	LOC111600796|XP_023172858.1|DHYD, LOC115482908|XP_030079014.1|DHYD
OG0001380	LOC6733172|XP_016026049.1|DSIM	LOC111600910|XP_030081111.1|DHYD
OG0001381	LOC6734740|XP_016027949.1|DSIM	LOC111600717|XP_023172742.2|DHYD
OG0001382	LOC6730818|XP_039150896.1|DSIM	LOC111599073|XP_023170369.2|DHYD, LOC111599125|XP_030080390.1|DHYD
OG0001383	LOC6733628|XP_002080682.1|DSIM	LOC111597690|XP_023168291.1|DHYD
OG0001384	LOC6732775|XP_002079888.1|DSIM	LOC111600249|XP_023172061.1|DHYD
OG0001385	LOC6731657|XP_016024339.1|DSIM	LOC111602262|XP_023175025.1|DHYD, LOC115483017|XP_030079576.1|DHYD
OG0001387	LOC6731354|XP_016023942.1|DSIM	LOC111600902|XP_023173025.2|DHYD
OG0001388	LOC6731761|XP_016024445.1|DSIM	LOC111603998|XP_023177615.1|DHYD
OG0001389	LOC6729245|XP_016035900.1|DSIM	LOC111605506|XP_023179824.1|DHYD
OG0001390	LOC6730970|XP_016023433.1|DSIM	LOC111599163|XP_023170506.1|DHYD
OG0001391	LOC6732781|XP_002079894.1|DSIM	LOC111600368|XP_023172217.2|DHYD
OG0001392	LOC6725026|XP_016037975.2|DSIM	LOC111601853|XP_030079346.1|DHYD
OG0001393	LOC6732749|XP_016025474.1|DSIM	LOC111592710|XP_023160864.1|DHYD
OG0001394	LOC6731801|XP_016024484.1|DSIM	LOC111597405|XP_023167852.1|DHYD
OG0001395	LOC6728011|XP_002103363.1|DSIM	LOC111602982|XP_023176145.1|DHYD
OG0001396	LOC6725443|XP_002106459.1|DSIM	LOC111598790|XP_023169974.2|DHYD, LOC111600228|XP_023172022.2|DHYD
OG0001397	LOC6728512|XP_016035154.1|DSIM	LOC111604566|XP_023178435.1|DHYD
OG0001398	LOC6725617|XP_016038812.1|DSIM	LOC111604062|XP_030079992.1|DHYD
OG0001399	LOC6736189|XP_016026009.1|DSIM	LOC111599996|XP_023171663.2|DHYD
OG0001400	LOC6728267|XP_002103616.1|DSIM	LOC111594555|XP_023163678.2|DHYD
OG0001401	LOC6738802|XP_002085602.2|DSIM	LOC111600941|XP_023173080.2|DHYD
OG0001402	LOC6739652|XP_016032078.1|DSIM	LOC111595346|XP_023164788.1|DHYD
OG0001403	LOC6738721|XP_016032536.1|DSIM	LOC111605103|XP_030079565.1|DHYD
OG0001404	LOC6734327|XP_016027396.1|DSIM	LOC111599715|XP_023171220.2|DHYD
OG0001405	LOC6735669|XP_002082587.1|DSIM	LOC111597065|XP_023167360.2|DHYD
OG0001406	LOC27206766|XP_016038897.1|DSIM	LOC111601815|XP_023174404.1|DHYD
OG0001407	LOC6738456|XP_002085263.1|DSIM	LOC111594879|XP_023164132.1|DHYD
OG0001408	LOC6734676|XP_002081683.1|DSIM	LOC111592144|XP_023159958.1|DHYD
OG0001411	LOC6728109|XP_002103460.1|DSIM	LOC111602616|XP_030081661.1|DHYD
OG0001412	LOC6732535|XP_016025192.2|DSIM, LOC6732124|XP_002079256.3|DSIM	LOC111596374|XP_023166347.2|DHYD
OG0001413	LOC6735034|XP_002082015.1|DSIM, LOC6735033|XP_002082014.1|DSIM	LOC111600762|XP_023172808.1|DHYD
OG0001414	LOC6733828|XP_016026815.2|DSIM	LOC111596838|XP_023167032.2|DHYD, LOC111596754|XP_023166899.2|DHYD
OG0001415	LOC27206172|XP_016027712.1|DSIM, LOC27207464|XP_016027714.2|DSIM	LOC111594762|XP_023163982.2|DHYD
OG0001416	LOC6731244|XP_002078403.1|DSIM	LOC111598782|XP_023169964.2|DHYD
OG0001416	LOC27209274|XP_016029778.1|DSIM	LOC111598694|XP_023169827.2|DHYD
OG0001417	LOC6725408|XP_002106424.1|DSIM	LOC111591890|XP_023159565.2|DHYD
OG0001418	LOC6737340|XP_002084178.1|DSIM, LOC6737342|XP_002084180.2|DSIM	LOC111592762|XP_023160930.2|DHYD
OG0001419	LOC6731506|XP_002078654.1|DSIM, LOC6731507|XP_002078655.1|DSIM	LOC111598986|XP_023170255.1|DHYD, LOC115483308|XP_030080545.1|DHYD
OG0001420	LOC6729126|XP_002104447.1|DSIM	LOC111596484|XP_023166513.2|DHYD
OG0001422	LOC6736304|XP_002083188.2|DSIM	LOC111598797|XP_023169982.2|DHYD, LOC111598798|XP_023169983.1|DHYD
OG0001422	LOC6736305|XP_016029784.1|DSIM	LOC111598796|XP_023169981.2|DHYD
OG0001423	LOC6727942|XP_016034547.1|DSIM, LOC6727943|XP_002103298.1|DSIM	LOC111599669|XP_023171142.1|DHYD, LOC111593331|XP_023161810.2|DHYD, LOC111604880|XP_023178885.1|DHYD, LOC111593338|XP_023161816.1|DHYD
OG0001424	LOC6728221|XP_002103570.1|DSIM, LOC6728220|XP_002103569.1|DSIM	LOC111597194|XP_023167532.1|DHYD, LOC111594115|XP_023163045.2|DHYD
OG0001426	LOC6730652|XP_002077823.1|DSIM	LOC111599403|XP_023170826.1|DHYD
OG0001427	LOC6739342|XP_002076252.1|DSIM, LOC6732358|XP_002079479.1|DSIM	LOC111594156|XP_023163105.1|DHYD
OG0001429	LOC6728144|XP_002103495.1|DSIM	LOC111593244|XP_023161665.2|DHYD
OG0001430	LOC6728199|XP_016034840.1|DSIM	LOC111605551|XP_023179880.1|DHYD
OG0001431	LOC6725501|XP_002106515.2|DSIM	LOC111598306|XP_023169262.2|DHYD
OG0001432	LOC27207495|XP_016038516.1|DSIM	LOC111605605|XP_023179987.1|DHYD
OG0001433	LOC6729158|XP_002104479.2|DSIM	LOC111595674|XP_023165277.2|DHYD
OG0001434	LOC6725034|XP_016037996.1|DSIM	LOC111603346|XP_023176651.1|DHYD
OG0001435	LOC6733493|XP_002080550.2|DSIM	LOC111600790|XP_023172848.2|DHYD
OG0001436	LOC6729826|XP_002105129.1|DSIM	LOC111596721|XP_023166817.1|DHYD
OG0001437	LOC6731490|XP_002078639.1|DSIM	LOC111598551|XP_023169612.1|DHYD, LOC111598951|XP_023170202.1|DHYD
OG0001438	LOC6729959|XP_002105253.1|DSIM	LOC111596159|XP_023166018.2|DHYD
OG0001439	LOC6727276|XP_016033796.1|DSIM	LOC111600727|XP_023172767.1|DHYD
OG0001440	LOC27207629|XP_016039281.1|DSIM	LOC111603161|XP_023176407.1|DHYD
OG0001441	LOC27208149|XP_016040148.1|DSIM	LOC111593431|XP_023161945.1|DHYD
OG0001442	LOC27206519|XP_016023866.1|DSIM	LOC111605027|XP_023179126.1|DHYD
OG0001443	LOC6730192|XP_002105483.1|DSIM	LOC111603236|XP_023176508.1|DHYD
OG0001444	LOC6728998|XP_016035661.1|DSIM	LOC111599036|XP_023170319.2|DHYD
OG0001445	LOC6726676|XP_016033171.1|DSIM	LOC111595445|XP_023164942.1|DHYD
OG0001446	LOC6729188|XP_016035835.1|DSIM	LOC111603490|XP_023176857.2|DHYD
OG0001447	LOC6728466|XP_016035095.1|DSIM	LOC111592002|XP_023159736.2|DHYD
OG0001448	LOC6730213|XP_016036969.1|DSIM	LOC111603294|XP_023176584.1|DHYD
OG0001449	LOC6734710|XP_002081717.1|DSIM	LOC111599987|XP_023171649.2|DHYD
OG0001450	LOC6731131|XP_002078289.1|DSIM	LOC111602242|XP_023174999.1|DHYD
OG0001451	LOC6733325|XP_016026241.1|DSIM	LOC111593943|XP_023162800.1|DHYD
OG0001452	LOC6735241|XP_039148107.1|DSIM	LOC111603823|XP_030081370.1|DHYD
