Orthogroup	DSIM.longest_only	DELE.longest_only
OG0001133	LOC6732915|XP_039154556.1|DSIM	LOC108141852|XP_017120932.1|DELE
OG0001134	LOC6735296|XP_016028651.1|DSIM	LOC108143562|XP_017123560.1|DELE
OG0001135	LOC6728151|XP_016034762.1|DSIM	LOC108139350|XP_017117563.1|DELE
OG0001136	LOC6728830|XP_039151271.1|DSIM	LOC108142892|XP_017122456.1|DELE
OG0001137	LOC6728948|XP_016035629.1|DSIM	LOC108143785|XP_017123799.1|DELE
OG0001138	LOC6736299|XP_016029780.1|DSIM	LOC108146178|XP_017127573.1|DELE
OG0001139	LOC6737896|XP_016031677.1|DSIM	LOC108146925|XP_017128657.1|DELE
OG0001140	LOC27208503|XP_002104453.2|DSIM	LOC108148821|XP_017131566.1|DELE
OG0001141	LOC6727278|XP_002102667.2|DSIM	LOC108140781|XP_017119259.1|DELE
OG0001142	LOC6727310|XP_039151394.1|DSIM	LOC108140483|XP_017118722.1|DELE
OG0001143	LOC6732347|XP_016024999.1|DSIM	LOC108138744|XP_017116627.1|DELE
OG0001144	LOC6727175|XP_002102567.1|DSIM	LOC108141004|XP_017119567.1|DELE
OG0001144	LOC6734803|XP_002081806.2|DSIM	LOC108144233|XP_017124399.1|DELE
OG0001145	LOC6733742|XP_002080788.1|DSIM	LOC108141283|XP_017120040.1|DELE
OG0001145	LOC6733743|XP_002080789.1|DSIM	LOC108141326|XP_017120097.1|DELE
OG0001146	LOC6732209|XP_016024885.1|DSIM	LOC108149245|XP_017132170.1|DELE
OG0001146	LOC6725412|XP_002106428.1|DSIM	LOC108136609|XP_017113417.1|DELE
OG0001147	LOC6740432|XP_016025945.1|DSIM, LOC120285615|XP_039154181.1|DSIM, LOC120284728|XP_039149165.1|DSIM, LOC120284727|XP_039149164.1|DSIM, LOC6738524|XP_039149163.1|DSIM	LOC108135609|XP_017111913.1|DELE
OG0001148	LOC6730897|XP_002078061.2|DSIM	LOC108134757|XP_017110689.1|DELE, LOC108134685|XP_017110572.1|DELE
OG0001149	LOC6737149|XP_016030789.1|DSIM	LOC108142717|XP_017122227.1|DELE
OG0001150	LOC6735741|XP_002082654.1|DSIM	LOC108136260|XP_017112808.1|DELE
OG0001151	LOC6727440|XP_002102821.1|DSIM, LOC6727439|XP_016034014.1|DSIM	LOC108136004|XP_017112422.1|DELE, LOC108135945|XP_017112390.1|DELE
OG0001152	LOC6726928|XP_002102330.2|DSIM	LOC108148214|XP_017130614.1|DELE
OG0001152	LOC6735330|XP_002082279.1|DSIM, LOC6731728|XP_016024400.1|DSIM	LOC108148203|XP_017130599.1|DELE
OG0001153	LOC6735951|XP_016029304.1|DSIM	LOC108141497|XP_017120403.1|DELE
OG0001154	LOC6731720|XP_016024395.1|DSIM	LOC108142000|XP_017121154.1|DELE
OG0001155	LOC6725294|XP_016038331.1|DSIM	LOC108138560|XP_017116322.1|DELE
OG0001157	LOC6728249|XP_016034890.1|DSIM	LOC108134785|XP_017110726.1|DELE
OG0001158	LOC6731082|XP_039154375.1|DSIM	LOC108149541|XP_017132667.1|DELE
OG0001159	LOC6730048|XP_039150464.1|DSIM	LOC108148638|XP_017131242.1|DELE
OG0001160	LOC6727156|XP_002102549.1|DSIM	LOC108141128|XP_017119837.1|DELE
OG0001161	LOC6728154|XP_039151466.1|DSIM	LOC108139181|XP_017117291.1|DELE
OG0001162	LOC6728777|XP_016035455.1|DSIM	LOC108139302|XP_017117490.1|DELE
OG0001163	LOC6728195|XP_016034832.1|DSIM	LOC108139257|XP_017117425.1|DELE
OG0001164	LOC6729049|XP_002104370.1|DSIM	LOC108143851|XP_017123901.1|DELE
OG0001165	LOC6735864|XP_002082774.1|DSIM	LOC108143431|XP_017123334.1|DELE
OG0001166	LOC6736492|XP_039149651.1|DSIM	LOC108145646|XP_017126671.1|DELE
OG0001167	LOC6733839|XP_016026857.1|DSIM	LOC108134610|XP_017110473.1|DELE, LOC108141832|XP_017120905.1|DELE
OG0001168	LOC6735066|XP_002082043.2|DSIM	LOC108137957|XP_017115406.1|DELE
OG0001169	LOC6726252|XP_016039762.1|DSIM	LOC108136354|XP_017112952.1|DELE
OG0001170	LOC6729218|XP_002104539.1|DSIM	LOC108148508|XP_017131035.1|DELE
OG0001171	LOC6737337|XP_016031067.1|DSIM	LOC108150250|XP_017133803.1|DELE
OG0001172	LOC6735589|XP_002082509.1|DSIM	LOC108143535|XP_017123521.1|DELE
OG0001173	LOC6730359|XP_002105641.1|DSIM	LOC108142931|XP_017122514.1|DELE
OG0001174	LOC27208657|XP_016030626.1|DSIM	LOC108142178|XP_017121351.1|DELE, LOC108142179|XP_017121352.1|DELE
OG0001175	LOC6734964|XP_002081958.2|DSIM	LOC108144787|XP_017125387.1|DELE
OG0001176	LOC6734462|XP_016027584.1|DSIM	LOC108149737|XP_017133002.1|DELE
OG0001177	LOC6732609|XP_016025315.1|DSIM	LOC108138815|XP_017116800.1|DELE
OG0001178	LOC6735451|XP_016028757.2|DSIM	LOC108145514|XP_017126475.1|DELE
OG0001179	LOC6734007|XP_016027035.1|DSIM	LOC108144698|XP_017125276.1|DELE
OG0001180	LOC6740647|XP_016037220.1|DSIM	LOC108145298|XP_017126108.1|DELE
OG0001181	LOC6738122|XP_016031959.1|DSIM	LOC108136115|XP_017112584.1|DELE
OG0001182	LOC6729238|XP_016035890.1|DSIM	LOC108147261|XP_017129148.1|DELE
OG0001183	LOC6728503|XP_039151214.1|DSIM	LOC108140588|XP_017118963.1|DELE
OG0001184	LOC6727621|XP_016034214.2|DSIM	LOC108136850|XP_017113763.1|DELE
OG0001185	LOC6727992|XP_039150991.1|DSIM	LOC108148260|XP_017130696.1|DELE
OG0001186	LOC6727140|XP_016033621.1|DSIM	LOC108141159|XP_017119875.1|DELE
OG0001187	LOC6734533|XP_016027649.1|DSIM	LOC108149761|XP_017133066.1|DELE
OG0001188	LOC6734199|XP_016027231.1|DSIM	LOC108143449|XP_017123369.1|DELE
OG0001189	LOC6735796|XP_016029183.1|DSIM	LOC108149197|XP_017132111.1|DELE
OG0001190	LOC6740289|XP_016026105.1|DSIM	LOC108140915|XP_017119458.1|DELE
OG0001191	LOC6731612|XP_016024291.1|DSIM	LOC108142135|XP_017121320.1|DELE
OG0001192	LOC6731273|XP_039147079.1|DSIM	LOC108150699|XP_017134452.1|DELE
OG0001193	LOC6727284|XP_002102673.1|DSIM	LOC108140617|XP_017119019.1|DELE
OG0001194	LOC6724773|XP_016037532.1|DSIM, LOC6724771|XP_002105814.1|DSIM	LOC108147668|XP_017129844.1|DELE
OG0001195	LOC6739334|XP_002076241.1|DSIM	LOC108145371|XP_017126254.1|DELE
OG0001196	LOC27206767|XP_016037918.1|DSIM, LOC6731265|XP_002078423.1|DSIM	LOC108141016|XP_017119585.1|DELE
OG0001197	LOC6729846|XP_002105149.1|DSIM	LOC108147104|XP_017128882.1|DELE
OG0001197	LOC6729143|XP_002104464.1|DSIM	LOC108137382|XP_017114531.1|DELE
OG0001198	LOC6729030|XP_002104351.1|DSIM	LOC108143747|XP_017123767.1|DELE
OG0001198	LOC6729031|XP_002104352.1|DSIM	LOC108144084|XP_017124224.1|DELE
OG0001200	LOC6732581|XP_016025265.1|DSIM	LOC108150458|XP_017134121.1|DELE
OG0001201	LOC6729611|XP_002104919.1|DSIM	LOC108143870|XP_017123926.1|DELE
OG0001203	LOC6724734|XP_016037398.1|DSIM	LOC108145311|XP_017126144.1|DELE
OG0001204	LOC6732263|XP_016024933.1|DSIM	LOC108149508|XP_017132624.1|DELE
OG0001205	LOC6726825|XP_002102232.2|DSIM	LOC108137473|XP_017114669.1|DELE
OG0001206	LOC6727335|XP_016033865.1|DSIM	LOC108136838|XP_017113747.1|DELE
OG0001207	LOC27206892|XP_016038534.2|DSIM	LOC108136450|XP_017113118.1|DELE
OG0001208	LOC6725575|XP_039153422.1|DSIM	LOC108137268|XP_017114351.1|DELE
OG0001209	LOC6728307|XP_016034940.1|DSIM	LOC108136862|XP_017113790.1|DELE
OG0001210	LOC6725952|XP_016039304.1|DSIM	LOC108135436|XP_017111664.1|DELE
OG0001212	LOC6725889|XP_002106884.1|DSIM	LOC108138574|XP_017116345.1|DELE
OG0001213	LOC6727653|XP_002103030.1|DSIM	LOC108140805|XP_017119293.1|DELE
OG0001214	LOC6729145|XP_016035792.1|DSIM	LOC108137391|XP_017114539.1|DELE
OG0001215	LOC6726895|XP_016033405.1|DSIM	LOC108148346|XP_017130847.1|DELE
OG0001216	LOC6728067|XP_039151491.1|DSIM	LOC108140645|XP_017119057.1|DELE
OG0001217	LOC6733132|XP_016025841.1|DSIM	LOC108136751|XP_017113591.1|DELE
OG0001218	LOC6729219|XP_002104540.1|DSIM	LOC108148676|XP_017131302.1|DELE
OG0001220	LOC27206322|XP_016026252.1|DSIM	LOC108147372|XP_017129296.1|DELE
OG0001221	LOC6735423|XP_002082365.1|DSIM	LOC108145473|XP_017126415.1|DELE
OG0001222	LOC6729987|XP_016036754.1|DSIM	LOC108147278|XP_017129183.1|DELE
OG0001223	LOC6725078|XP_016025996.1|DSIM	LOC108142157|XP_017121330.1|DELE
OG0001224	LOC6734814|XP_016028042.1|DSIM	LOC108144901|XP_017125551.1|DELE
OG0001225	LOC6733377|XP_039147411.1|DSIM	LOC108149610|XP_017132801.1|DELE
OG0001226	LOC6733980|XP_016027013.1|DSIM	LOC108144782|XP_017125382.1|DELE
OG0001227	LOC6731358|XP_016023949.1|DSIM	LOC108138045|XP_017115506.1|DELE
OG0001228	LOC6726066|XP_002107048.1|DSIM	LOC108134875|XP_017110857.1|DELE
OG0001229	LOC6739559|XP_039147332.1|DSIM	LOC108149906|XP_017133297.1|DELE
OG0001230	LOC6734755|XP_039148129.1|DSIM	LOC108137941|XP_017115388.1|DELE
OG0001231	LOC6733129|XP_016025845.1|DSIM	LOC108135182|XP_017111288.1|DELE
OG0001232	LOC6731423|XP_002078575.1|DSIM	LOC108138914|XP_017116962.1|DELE
OG0001233	LOC6731387|XP_039149505.1|DSIM	LOC108138337|XP_017115990.1|DELE
OG0001234	LOC6740783|XP_016027889.1|DSIM	LOC108141474|XP_017120370.1|DELE
OG0001235	LOC6730471|XP_016022931.1|DSIM	LOC108137862|XP_017115283.1|DELE
OG0001236	LOC6738829|XP_002085629.1|DSIM	LOC108142636|XP_017122121.1|DELE
OG0001237	LOC6738010|XP_002084825.1|DSIM	LOC108146615|XP_017128150.1|DELE
OG0001237	LOC6727401|XP_016033949.1|DSIM	LOC108136767|XP_017113617.1|DELE
OG0001238	LOC6729709|XP_016036366.1|DSIM	LOC108147213|XP_017129061.1|DELE
OG0001239	LOC6728315|XP_016034949.1|DSIM	LOC108135819|XP_017112185.1|DELE
OG0001240	LOC6729724|XP_016036379.1|DSIM	LOC108147238|XP_017129125.1|DELE
OG0001241	LOC27206163|XP_016027150.1|DSIM	LOC108137907|XP_017115336.1|DELE
OG0001242	LOC6726523|XP_016040164.1|DSIM	LOC108147713|XP_017129925.1|DELE
OG0001243	LOC6738712|XP_016032528.1|DSIM	LOC108146237|XP_017127654.1|DELE
OG0001244	LOC6728074|XP_016034691.1|DSIM	LOC108139185|XP_017117299.1|DELE
OG0001245	LOC6727352|XP_016033883.1|DSIM	LOC108136673|XP_017113485.1|DELE
OG0001246	LOC6739504|XP_016029342.1|DSIM	LOC108144196|XP_017124354.1|DELE
OG0001247	LOC27207504|XP_039148762.1|DSIM	LOC108134543|XP_017110384.1|DELE
OG0001248	LOC6737358|XP_002084196.1|DSIM	LOC108150185|XP_017133669.1|DELE
OG0001249	LOC27208032|XP_016038236.1|DSIM	LOC108141213|XP_017119955.1|DELE
OG0001251	LOC6727101|XP_002102494.1|DSIM	LOC108140987|XP_017119549.1|DELE
OG0001251	LOC6727105|XP_002102498.1|DSIM	LOC108140989|XP_017119553.1|DELE
OG0001252	LOC6729970|XP_002105264.2|DSIM	LOC108147167|XP_017128986.1|DELE
OG0001252	LOC6729971|XP_016036734.1|DSIM	LOC108147168|XP_017128987.1|DELE
OG0001253	LOC120285369|XP_039153801.1|DSIM, LOC120285367|XP_039153798.1|DSIM, LOC6726581|XP_016022680.2|DSIM, LOC120285370|XP_039153812.1|DSIM, LOC6734123|XP_016027139.1|DSIM	LOC108137900|XP_017115329.1|DELE
OG0001254	LOC6735432|XP_002082372.1|DSIM	LOC108145476|XP_017126419.1|DELE
OG0001255	LOC6733370|XP_002080427.1|DSIM	LOC108149658|XP_017132892.1|DELE
OG0001256	LOC6739608|XP_002076504.2|DSIM	LOC108145898|XP_017127039.1|DELE
OG0001256	LOC27206195|XP_016029531.1|DSIM	LOC108144119|XP_017124251.1|DELE
OG0001257	LOC6724731|XP_016037370.1|DSIM	LOC108145268|XP_017126037.1|DELE
OG0001258	LOC6739697|XP_002076591.1|DSIM	LOC108144021|XP_017124136.1|DELE
OG0001259	LOC27207032|XP_016037885.1|DSIM	LOC108137124|XP_017114150.1|DELE
OG0001260	LOC6728678|XP_002104017.1|DSIM	LOC108135137|XP_017111235.1|DELE
OG0001261	LOC6726560|XP_016040224.1|DSIM	LOC108144681|XP_017125237.1|DELE
OG0001262	LOC6737626|XP_016031396.1|DSIM	LOC108150254|XP_017133811.1|DELE
OG0001263	LOC6729488|XP_002104798.1|DSIM	LOC108143066|XP_017122769.1|DELE
OG0001264	LOC6730913|XP_016023348.1|DSIM	LOC108134747|XP_017110676.1|DELE
OG0001265	LOC6724886|XP_039152688.1|DSIM	LOC108136242|XP_017112767.1|DELE
OG0001266	LOC6735703|XP_016029075.1|DSIM	LOC108149631|XP_017132850.1|DELE
OG0001267	LOC6729063|XP_016035714.1|DSIM	LOC108148921|XP_017131726.1|DELE
OG0001268	LOC6727557|XP_002102936.1|DSIM	LOC108136680|XP_017113491.1|DELE
OG0001269	LOC6734032|XP_016027050.1|DSIM	LOC108144392|XP_017124660.1|DELE
OG0001270	LOC6726832|XP_016033340.1|DSIM	LOC108137456|XP_017114643.1|DELE
OG0001271	LOC6733817|XP_002080861.1|DSIM	LOC108141468|XP_017120363.1|DELE
OG0001272	LOC6736437|XP_016029946.1|DSIM	LOC108146321|XP_017127774.1|DELE
OG0001273	LOC6727700|XP_016034272.1|DSIM	LOC108140442|XP_017118661.1|DELE
OG0001274	LOC6738742|XP_002085542.1|DSIM	LOC108142614|XP_017122085.1|DELE
OG0001275	LOC6725951|XP_016039301.1|DSIM	LOC108135432|XP_017111656.1|DELE
OG0001276	LOC6736699|XP_002083555.1|DSIM	LOC108146305|XP_017127746.1|DELE
OG0001277	LOC6736541|XP_039150077.1|DSIM	LOC108145821|XP_017126915.1|DELE
OG0001278	LOC6737469|XP_016031259.1|DSIM	LOC108150209|XP_017133710.1|DELE
OG0001279	LOC6737423|XP_039149806.1|DSIM	LOC108142860|XP_017122419.1|DELE
OG0001280	LOC6736208|XP_002083103.2|DSIM	LOC108146001|XP_017127245.1|DELE
OG0001281	LOC6739604|XP_016029921.1|DSIM	LOC108146431|XP_017127923.1|DELE
OG0001282	LOC6730799|XP_016023216.1|DSIM	LOC108139054|XP_017117162.1|DELE
OG0001283	LOC6734702|XP_016027901.1|DSIM	LOC108141357|XP_017120166.1|DELE
OG0001284	LOC27207025|XP_039147315.1|DSIM	LOC108149950|XP_017133355.1|DELE, LOC108140942|XP_017119501.1|DELE
OG0001285	LOC6736227|XP_016029736.1|DSIM	LOC108146150|XP_017127502.1|DELE
OG0001286	LOC6733008|XP_002080087.1|DSIM	LOC108142128|XP_017121313.1|DELE
OG0001287	LOC6728012|XP_039151006.1|DSIM	LOC108135921|XP_017112357.1|DELE
OG0001288	LOC6730494|XP_002077675.2|DSIM	LOC108149446|XP_017132529.1|DELE
OG0001289	LOC6733028|XP_016025719.2|DSIM	LOC108141739|XP_017120721.1|DELE
OG0001290	LOC6731051|XP_039153051.1|DSIM	LOC108147814|XP_017130046.1|DELE
OG0001291	LOC120284472|XP_039148711.1|DSIM	LOC108137629|XP_017114904.1|DELE
OG0001291	LOC6735967|XP_016029316.1|DSIM	LOC108144478|XP_017124892.1|DELE
OG0001292	LOC6734804|XP_016028017.1|DSIM	LOC108144349|XP_017124586.1|DELE
OG0001293	LOC6725088|XP_002106115.1|DSIM	LOC108149924|XP_017133330.1|DELE
OG0001294	LOC6728765|XP_016035444.1|DSIM	LOC108139260|XP_017117434.1|DELE
OG0001295	LOC6726062|XP_016039446.1|DSIM	LOC108134921|XP_017110925.1|DELE
OG0001296	LOC6733154|XP_016026029.1|DSIM	LOC108146783|XP_017128434.1|DELE
OG0001297	LOC6729472|XP_016036143.1|DSIM	LOC108142966|XP_017122602.1|DELE
OG0001298	LOC6727209|XP_039151808.1|DSIM	LOC108141215|XP_017119956.1|DELE
OG0001299	LOC6736836|XP_039150345.1|DSIM	LOC108146079|XP_017127384.1|DELE
OG0001300	LOC120285394|XP_039154056.1|DSIM, LOC6739814|XP_016022664.2|DSIM, LOC6728560|XP_039150856.1|DSIM	LOC108137007|XP_017113993.1|DELE
OG0001301	LOC6731275|XP_002078432.1|DSIM	LOC108135187|XP_017111297.1|DELE
OG0001302	LOC6735326|XP_016028673.1|DSIM	LOC108145039|XP_017125713.1|DELE
OG0001303	LOC6727767|XP_002103129.3|DSIM, LOC6727765|XP_002103127.1|DSIM	LOC108135239|XP_017111394.1|DELE
OG0001304	LOC6734391|XP_016027515.1|DSIM	LOC108147581|XP_017129701.1|DELE
OG0001305	LOC6726831|XP_016033338.1|DSIM	LOC108137457|XP_017114646.1|DELE
OG0001306	LOC6727785|XP_016034355.1|DSIM	LOC108135813|XP_017112181.1|DELE
OG0001307	LOC6736942|XP_016030589.1|DSIM	LOC108142589|XP_017122042.1|DELE
OG0001308	LOC6726605|XP_002107554.2|DSIM	LOC108136299|XP_017112873.1|DELE
OG0001309	LOC6727821|XP_016034406.1|DSIM	LOC108135112|XP_017111190.1|DELE
OG0001310	LOC6726501|XP_039152352.1|DSIM	LOC108147608|XP_017129736.1|DELE
OG0001311	LOC6726363|XP_039152972.1|DSIM	LOC108136426|XP_017113051.1|DELE
OG0001312	LOC6737618|XP_039149901.1|DSIM	LOC108150323|XP_017133933.1|DELE
OG0001313	LOC6734547|XP_002081556.2|DSIM	LOC108149841|XP_017133206.1|DELE
OG0001314	LOC6732264|XP_002079393.1|DSIM	LOC108149509|XP_017132625.1|DELE
OG0001315	LOC6739939|XP_002076828.1|DSIM	LOC108136187|XP_017112674.1|DELE
OG0001316	LOC27206178|XP_016028356.1|DSIM	LOC108137886|XP_017115313.1|DELE
OG0001317	LOC6732406|XP_016025069.1|DSIM	LOC108138237|XP_017115851.1|DELE
OG0001318	LOC6730798|XP_016023213.1|DSIM	LOC108138925|XP_017116981.1|DELE
OG0001319	LOC6732308|XP_002079436.1|DSIM	LOC108138638|XP_017116465.1|DELE
OG0001319	LOC6732307|XP_002079435.1|DSIM	LOC108139051|XP_017117158.1|DELE
OG0001320	LOC6734114|XP_016027126.1|DSIM	LOC108137929|XP_017115365.1|DELE
OG0001321	LOC6735184|XP_002082158.1|DSIM	LOC108145193|XP_017125923.1|DELE
OG0001322	LOC6726804|XP_002102211.1|DSIM	LOC108137465|XP_017114660.1|DELE
OG0001323	LOC27209000|XP_016023384.1|DSIM	LOC108134703|XP_017110589.1|DELE
OG0001323	LOC6730935|XP_002078099.1|DSIM	LOC108134694|XP_017110581.1|DELE
OG0001324	LOC6732598|XP_002079717.1|DSIM	LOC108150431|XP_017134077.1|DELE
OG0001325	LOC6728926|XP_002104254.1|DSIM	LOC108143954|XP_017124041.1|DELE
OG0001326	LOC6730214|XP_016036972.1|DSIM	LOC108148783|XP_017131487.1|DELE
OG0001328	LOC6726083|XP_016039526.1|DSIM	LOC108134937|XP_017110949.1|DELE
OG0001329	LOC6726156|XP_002107132.1|DSIM	LOC108147722|XP_017129940.1|DELE
OG0001330	LOC27208201|XP_016039287.2|DSIM	LOC108147696|XP_017129898.1|DELE
OG0001331	LOC6739911|XP_016037671.1|DSIM	LOC108138435|XP_017116125.1|DELE
OG0001332	LOC6726219|XP_002107194.1|DSIM	LOC108137293|XP_017114402.1|DELE
OG0001333	LOC6730841|XP_016023251.1|DSIM	LOC108138999|XP_017117083.1|DELE
OG0001334	LOC6730228|XP_016036980.1|DSIM	LOC108148894|XP_017131693.1|DELE
OG0001335	LOC6728439|XP_016035041.1|DSIM	LOC108135126|XP_017111219.1|DELE
OG0001337	LOC6726210|XP_016039735.1|DSIM	LOC108149991|XP_017133411.1|DELE
OG0001338	LOC6734864|XP_016028125.1|DSIM	LOC108144314|XP_017124502.1|DELE
OG0001339	LOC27206165|XP_016027169.1|DSIM	LOC108144629|XP_017125149.1|DELE
OG0001340	LOC6739795|XP_016033110.1|DSIM	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE
OG0001341	LOC6729452|XP_016036127.1|DSIM	LOC108143102|XP_017122813.1|DELE
OG0001342	LOC6730159|XP_016036920.1|DSIM	LOC108148891|XP_017131688.1|DELE
OG0001343	LOC6726939|XP_016033434.2|DSIM	LOC108148232|XP_017130637.1|DELE
OG0001344	LOC27206382|XP_016037050.1|DSIM	LOC108143905|XP_017123971.1|DELE
OG0001345	LOC6728695|XP_002104031.2|DSIM	LOC108135159|XP_017111270.1|DELE
OG0001346	LOC6728822|XP_002104156.1|DSIM	LOC108143099|XP_017122809.1|DELE
OG0001347	LOC6726621|XP_002107570.1|DSIM	LOC108140939|XP_017119497.1|DELE
OG0001348	LOC6726188|XP_002107164.1|DSIM	LOC108150030|XP_017133480.1|DELE
OG0001349	LOC6737276|XP_016030991.1|DSIM	LOC108147481|XP_017129520.1|DELE
OG0001350	LOC6737657|XP_002084489.1|DSIM	LOC108150115|XP_017133568.1|DELE
OG0001351	LOC6733808|XP_002080852.2|DSIM	LOC108141388|XP_017120226.1|DELE
OG0001352	LOC6733182|XP_016026061.1|DSIM	LOC108134659|XP_017110540.1|DELE
OG0001353	LOC6738145|XP_002084958.1|DSIM	LOC108136129|XP_017112609.1|DELE
OG0001354	LOC6735910|XP_016029266.1|DSIM	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE
OG0001355	LOC6735728|XP_016029097.1|DSIM	LOC108137549|XP_017114763.1|DELE
OG0001356	LOC6728585|XP_016035215.1|DSIM	LOC108147220|XP_017129087.1|DELE
OG0001357	LOC6737172|XP_002084018.2|DSIM	LOC108142216|XP_017121421.1|DELE
OG0001358	LOC6738600|XP_016032444.1|DSIM	LOC108135572|XP_017111829.1|DELE
OG0001359	LOC6731250|XP_002078409.1|DSIM	LOC108135222|XP_017111341.1|DELE
OG0001360	LOC6733800|XP_002080844.1|DSIM	LOC108141282|XP_017120039.1|DELE
OG0001361	LOC6737465|XP_002084301.1|DSIM	LOC108150189|XP_017133681.1|DELE
OG0001362	LOC6737471|XP_002084307.2|DSIM	LOC108150212|XP_017133720.1|DELE
OG0001363	LOC6727435|XP_002102816.1|DSIM	LOC108149939|XP_017133348.1|DELE
OG0001364	LOC6733927|XP_016026981.1|DSIM	LOC108144288|XP_017124464.1|DELE
OG0001365	LOC6737256|XP_002084096.1|DSIM	LOC108147524|XP_017129595.1|DELE
OG0001366	LOC6737220|XP_016030923.1|DSIM	LOC108146266|XP_017127694.1|DELE
OG0001367	LOC6735723|XP_039148391.1|DSIM	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE
OG0001368	LOC6733668|XP_002080715.2|DSIM	LOC108143395|XP_017123261.1|DELE
OG0001369	LOC6740112|XP_002076996.1|DSIM	LOC108136646|XP_017113458.1|DELE
OG0001370	LOC6735871|XP_016029234.1|DSIM	LOC108143578|XP_017123579.1|DELE
OG0001371	LOC27207654|XP_039148635.1|DSIM	LOC108146572|XP_017128084.1|DELE
OG0001372	LOC6734616|XP_016027765.2|DSIM	LOC108144307|XP_017124488.1|DELE
OG0001373	LOC6731101|XP_016023631.1|DSIM	LOC108134951|XP_017110964.1|DELE
OG0001374	LOC6734459|XP_016027581.1|DSIM	LOC108149830|XP_017133193.1|DELE
OG0001375	LOC6726727|XP_016033224.1|DSIM	LOC108141205|XP_017119939.1|DELE
OG0001376	LOC6734002|XP_016027030.1|DSIM	LOC108144719|XP_017125304.1|DELE
OG0001377	LOC27206518|XP_016024032.1|DSIM	LOC108138105|XP_017115591.1|DELE
OG0001378	LOC6731260|XP_016023819.1|DSIM	LOC108150696|XP_017134446.1|DELE
OG0001379	LOC6730885|XP_016023312.1|DSIM	LOC108134751|XP_017110681.1|DELE
OG0001380	LOC6733172|XP_016026049.1|DSIM	LOC108134993|XP_017111014.1|DELE
OG0001381	LOC6734740|XP_016027949.1|DSIM	LOC108137937|XP_017115379.1|DELE
OG0001382	LOC6730818|XP_039150896.1|DSIM	LOC108138772|XP_017116716.1|DELE
OG0001383	LOC6733628|XP_002080682.1|DSIM	LOC108149783|XP_017133130.1|DELE
OG0001384	LOC6732775|XP_002079888.1|DSIM	LOC108139033|XP_017117131.1|DELE
OG0001385	LOC6731657|XP_016024339.1|DSIM	LOC108141833|XP_017120904.1|DELE
OG0001387	LOC6731354|XP_016023942.1|DSIM	LOC108138320|XP_017115967.1|DELE
OG0001388	LOC6731761|XP_016024445.1|DSIM	LOC108142018|XP_017121181.1|DELE
OG0001389	LOC6729245|XP_016035900.1|DSIM	LOC108147296|XP_017129207.1|DELE
OG0001390	LOC6730970|XP_016023433.1|DSIM	LOC108138788|XP_017116753.1|DELE
OG0001391	LOC6732781|XP_002079894.1|DSIM	LOC108138983|XP_017117057.1|DELE
OG0001392	LOC6725026|XP_016037975.2|DSIM	LOC108135944|XP_017112385.1|DELE
OG0001393	LOC6732749|XP_016025474.1|DSIM	LOC108138889|XP_017116910.1|DELE
OG0001394	LOC6731801|XP_016024484.1|DSIM	LOC108141948|XP_017121079.1|DELE
OG0001395	LOC6728011|XP_002103363.1|DSIM	LOC108135509|XP_017111746.1|DELE
OG0001396	LOC6725443|XP_002106459.1|DSIM	LOC108142694|XP_017122192.1|DELE
OG0001397	LOC6728512|XP_016035154.1|DSIM	LOC108140758|XP_017119231.1|DELE
OG0001398	LOC6725617|XP_016038812.1|DSIM	LOC108137678|XP_017115023.1|DELE
OG0001399	LOC6736189|XP_016026009.1|DSIM	LOC108148498|XP_017131025.1|DELE
OG0001400	LOC6728267|XP_002103616.1|DSIM	LOC108149979|XP_017133393.1|DELE
OG0001401	LOC6738802|XP_002085602.2|DSIM	LOC108142236|XP_017121444.1|DELE
OG0001402	LOC6739652|XP_016032078.1|DSIM	LOC108142863|XP_017122425.1|DELE
OG0001403	LOC6738721|XP_016032536.1|DSIM	LOC108145986|XP_017127216.1|DELE
OG0001404	LOC6734327|XP_016027396.1|DSIM	LOC108149114|XP_017132005.1|DELE
OG0001405	LOC6735669|XP_002082587.1|DSIM	LOC108143719|XP_017123744.1|DELE
OG0001406	LOC27206766|XP_016038897.1|DSIM	LOC108142253|XP_017121462.1|DELE
OG0001407	LOC6738456|XP_002085263.1|DSIM	LOC108135505|XP_017111738.1|DELE
OG0001408	LOC6734676|XP_002081683.1|DSIM	LOC108141275|XP_017120030.1|DELE
OG0001411	LOC6728109|XP_002103460.1|DSIM	LOC108139364|XP_017117579.1|DELE
OG0001412	LOC6732535|XP_016025192.2|DSIM	LOC108150491|XP_017134189.1|DELE
OG0001412	LOC6732124|XP_002079256.3|DSIM	LOC108138204|XP_017115812.1|DELE
OG0001413	LOC6735034|XP_002082015.1|DSIM	LOC108144214|XP_017124377.1|DELE
OG0001413	LOC6735033|XP_002082014.1|DSIM	LOC108144248|XP_017124416.1|DELE
OG0001414	LOC6733828|XP_016026815.2|DSIM	LOC108147031|XP_017128777.1|DELE, LOC108147030|XP_017128776.1|DELE, LOC108144712|XP_017125332.1|DELE
