Orthogroup	DSIM.longest_only	DSER.longest_only
OG0002628	LOC6726889|XP_039151683.1|DSIM	LOC110190947|XP_020817280.1|DSER
OG0002629	LOC6728529|XP_039151773.1|DSIM	LOC110177402|XP_020799765.1|DSER
OG0002630	LOC6727913|XP_016034530.1|DSIM	LOC110191948|XP_020818626.1|DSER
OG0002631	LOC6729501|XP_016036174.1|DSIM	LOC110187664|XP_020812741.1|DSER
OG0002632	LOC6728137|XP_002103488.1|DSIM	LOC110186590|XP_020811471.1|DSER
OG0002633	LOC6727562|XP_002102941.2|DSIM	LOC110187836|XP_020812974.1|DSER
OG0002634	LOC6728111|XP_016034730.1|DSIM	LOC110186924|XP_020811909.1|DSER
OG0002635	LOC27209030|XP_016035380.1|DSIM	LOC110188218|XP_020813518.1|DSER
OG0002636	LOC6726648|XP_002102059.1|DSIM	LOC110188069|XP_020813278.1|DSER
OG0002637	LOC6732050|XP_016024733.1|DSIM	LOC110184997|XP_020809308.1|DSER
OG0002638	LOC6730149|XP_016036913.1|DSIM	LOC110176530|XP_020798569.1|DSER
OG0002639	LOC6728464|XP_016035086.1|DSIM	LOC110188668|XP_020814122.1|DSER
OG0002640	LOC6728175|XP_016034793.1|DSIM	LOC110191404|XP_020817921.1|DSER
OG0002641	LOC6728174|XP_039151562.1|DSIM	LOC110191287|XP_020817753.1|DSER
OG0002642	LOC6728173|XP_002103522.1|DSIM	LOC110191100|XP_020817505.1|DSER
OG0002643	LOC6728172|XP_016034783.1|DSIM	LOC110176573|XP_020798641.1|DSER
OG0002644	LOC6726936|XP_002102338.1|DSIM	LOC110176598|XP_020798675.1|DSER
OG0002645	LOC6726929|XP_039150857.1|DSIM	LOC110176594|XP_020798669.1|DSER
OG0002646	LOC6739769|XP_002076660.1|DSIM	LOC110184480|XP_020808690.1|DSER
OG0002647	LOC6728986|XP_002104308.1|DSIM	LOC110184449|XP_020808651.1|DSER
OG0002648	LOC6727152|XP_016033637.1|DSIM	LOC110184290|XP_020808437.1|DSER
OG0002649	LOC6729002|XP_002104323.2|DSIM	LOC110191155|XP_020817571.1|DSER
OG0002650	LOC6728987|XP_002104309.1|DSIM	LOC110184441|XP_020808641.1|DSER
OG0002651	LOC6727855|XP_002103210.2|DSIM	LOC110176570|XP_020798624.1|DSER
OG0002652	LOC6727256|XP_016033762.1|DSIM	LOC110177190|XP_020799444.1|DSER
OG0002653	LOC6729929|XP_039151206.1|DSIM	LOC110186383|XP_020811194.1|DSER
OG0002654	LOC6729927|XP_016036686.1|DSIM	LOC110187007|XP_020812028.1|DSER
OG0002655	LOC6727355|XP_016033885.1|DSIM	LOC110188233|XP_020813546.1|DSER
OG0002656	LOC6728232|XP_016034870.1|DSIM	LOC110184113|XP_020808171.1|DSER
OG0002657	LOC6728727|XP_016035381.1|DSIM	LOC110188217|XP_020813517.1|DSER
OG0002658	LOC6730315|XP_002105598.2|DSIM	LOC110186615|XP_020811508.1|DSER
OG0002659	LOC6729956|XP_016036720.1|DSIM	LOC110184217|XP_020808329.1|DSER
OG0002660	LOC6740116|XP_002076998.2|DSIM	LOC110191985|XP_020818675.1|DSER
OG0002661	LOC6729921|XP_039151701.1|DSIM	LOC110176533|XP_020798572.1|DSER
OG0002662	LOC6736133|XP_016029523.1|DSIM	LOC110189253|XP_020814920.1|DSER
OG0002663	LOC6729376|XP_016036014.1|DSIM	LOC110187712|XP_020812808.1|DSER
OG0002664	LOC6733135|XP_016022836.1|DSIM	LOC110178117|XP_020800793.1|DSER
OG0002665	LOC6739329|XP_016026474.1|DSIM	LOC110176911|XP_020799060.1|DSER
OG0002666	LOC6733503|XP_016026461.1|DSIM	LOC110182415|XP_020806114.1|DSER
OG0002667	LOC6733816|XP_016026787.1|DSIM	LOC110177998|XP_020800658.1|DSER
OG0002668	LOC6736393|XP_016029898.1|DSIM	LOC110177626|XP_020800094.1|DSER
OG0002669	LOC6731532|XP_002078679.1|DSIM	LOC110183871|XP_020807883.1|DSER, LOC110178062|XP_020800728.1|DSER
OG0002670	LOC6737178|XP_002084024.1|DSIM	LOC110189122|XP_020814756.1|DSER
OG0002671	LOC6737174|XP_016030859.1|DSIM	LOC110176688|XP_020798778.1|DSER, LOC110189117|XP_020814750.1|DSER
OG0002672	LOC6735511|XP_016028849.1|DSIM	LOC110181131|XP_020804461.1|DSER
OG0002673	LOC6736002|XP_002082911.1|DSIM	LOC110191659|XP_020818216.1|DSER
OG0002674	LOC6733813|XP_016026783.1|DSIM	LOC110177997|XP_020800655.1|DSER
OG0002675	LOC6737112|XP_016030738.1|DSIM	LOC110190466|XP_020816634.1|DSER
OG0002676	LOC6736121|XP_002083021.2|DSIM	LOC110188923|XP_020814507.1|DSER, LOC110177172|XP_020799438.1|DSER
OG0002677	LOC6733349|XP_039148769.1|DSIM	LOC110189467|XP_020815204.1|DSER
OG0002678	LOC6733968|XP_016027007.1|DSIM	LOC110179357|XP_020802529.1|DSER
OG0002679	LOC6735991|XP_016029355.1|DSIM	LOC110191681|XP_020818252.1|DSER
OG0002680	LOC6724792|XP_016037567.1|DSIM	LOC110183535|XP_020807494.1|DSER
OG0002681	LOC6735503|XP_016028839.1|DSIM	LOC110179230|XP_020802339.1|DSER
OG0002682	LOC6736804|XP_002083660.2|DSIM	LOC110189969|XP_020815917.1|DSER
OG0002683	LOC6728937|XP_016035614.2|DSIM	LOC110177254|XP_020799564.1|DSER
OG0002684	LOC6740159|XP_016039619.1|DSIM	LOC110191959|XP_020818636.1|DSER
OG0002685	LOC6736283|XP_039149010.1|DSIM	LOC110178646|XP_020801496.1|DSER
OG0002686	LOC6736488|XP_002083358.1|DSIM	LOC110188847|XP_020814411.1|DSER, LOC110182855|XP_020806651.1|DSER
OG0002687	LOC6738670|XP_016032488.1|DSIM	LOC110189975|XP_020815923.1|DSER
OG0002688	LOC6738426|XP_016032268.1|DSIM	LOC110187899|XP_020813059.1|DSER, LOC110190103|XP_020816070.1|DSER
OG0002689	LOC6725747|XP_002106747.1|DSIM	LOC110181511|XP_020804944.1|DSER
OG0002690	LOC6737636|XP_002084468.1|DSIM	LOC110189987|XP_020815935.1|DSER
OG0002691	LOC6735784|XP_002082697.2|DSIM	LOC110179503|XP_020802742.1|DSER
OG0002692	LOC6736011|XP_016029387.1|DSIM	LOC110191548|XP_020818081.1|DSER
OG0002693	LOC6736377|XP_016029880.2|DSIM	LOC110177606|XP_020800063.1|DSER
OG0002694	LOC6733840|XP_002080884.1|DSIM	LOC110178295|XP_020801042.1|DSER
OG0002695	LOC6736914|XP_016030559.1|DSIM	LOC110176224|XP_020798165.1|DSER
OG0002696	LOC6738349|XP_016032194.1|DSIM	LOC110177542|XP_020799970.1|DSER
OG0002697	LOC6737182|XP_016030883.1|DSIM	LOC110189092|XP_020814723.1|DSER
OG0002698	LOC6736557|XP_016030135.1|DSIM	LOC110182773|XP_020806552.1|DSER
OG0002699	LOC27206243|XP_016030742.2|DSIM	LOC110190584|XP_020816836.1|DSER
OG0002700	LOC6738237|XP_039148944.1|DSIM	LOC110190762|XP_020817051.1|DSER
OG0002701	LOC6735869|XP_039147824.1|DSIM	LOC110178447|XP_020801241.1|DSER
OG0002702	LOC6735926|XP_016029283.1|DSIM	LOC110176963|XP_020799128.1|DSER
OG0002703	LOC6733176|XP_016026055.1|DSIM	LOC110189672|XP_020815487.1|DSER
OG0002704	LOC6734593|XP_002081601.1|DSIM	LOC110177799|XP_020800347.1|DSER
OG0002705	LOC6737026|XP_016030648.1|DSIM	LOC110178780|XP_020801685.1|DSER
OG0002706	LOC6739380|XP_016027009.1|DSIM	LOC110179307|XP_020802452.1|DSER
OG0002707	LOC6736198|XP_016029629.1|DSIM	LOC110178711|XP_020801570.1|DSER
OG0002708	LOC6738281|XP_002085092.2|DSIM	LOC110190684|XP_020816953.1|DSER
OG0002709	LOC6733671|XP_039148251.1|DSIM	LOC110188973|XP_020814580.1|DSER
OG0002711	LOC6735460|XP_002082399.2|DSIM	LOC110179242|XP_020802354.1|DSER
OG0002712	LOC6735020|XP_016028295.1|DSIM	LOC110177908|XP_020800538.1|DSER
OG0002713	LOC6734189|XP_039148073.1|DSIM	LOC110178109|XP_020800786.1|DSER
OG0002714	LOC6733424|XP_016026366.1|DSIM	LOC110185015|XP_020809364.1|DSER
OG0002715	LOC27206343|XP_016039730.1|DSIM	LOC110179075|XP_020802114.1|DSER
OG0002716	LOC6736152|XP_016029543.1|DSIM	LOC110184103|XP_020808153.1|DSER
OG0002717	LOC6728928|XP_016035607.1|DSIM	LOC110177155|XP_020799396.1|DSER
OG0002718	LOC6737070|XP_002083917.1|DSIM	LOC110191185|XP_020817612.1|DSER
OG0002719	LOC6728614|XP_002103955.1|DSIM	LOC110186608|XP_020811499.1|DSER
OG0002720	LOC27206282|XP_016030497.2|DSIM	LOC110189050|XP_020814676.1|DSER
OG0002721	LOC6732782|XP_002079895.1|DSIM	LOC110181442|XP_020804845.1|DSER
OG0002722	LOC6733685|XP_002080732.1|DSIM	LOC110182210|XP_020805899.1|DSER
OG0002723	LOC6736113|XP_016029499.1|DSIM	LOC110191374|XP_020817888.1|DSER
OG0002724	LOC6729435|XP_002104746.1|DSIM	LOC110188170|XP_020813405.1|DSER
OG0002725	LOC6738713|XP_002085514.1|DSIM	LOC110190106|XP_020816073.1|DSER
OG0002726	LOC6736462|XP_016030012.1|DSIM	LOC110188879|XP_020814453.1|DSER
OG0002727	LOC6736626|XP_002083482.2|DSIM	LOC110183370|XP_020807291.1|DSER, LOC110187379|XP_020812430.1|DSER
OG0002728	LOC6734182|XP_016027191.1|DSIM	LOC110181871|XP_020805458.1|DSER
OG0002729	LOC6737610|XP_016031389.1|DSIM	LOC110178585|XP_020801422.1|DSER
OG0002730	LOC6734358|XP_039148653.1|DSIM	LOC110189254|XP_020814921.1|DSER
OG0002731	LOC6736222|XP_002083117.1|DSIM	LOC110179419|XP_020802607.1|DSER
OG0002732	LOC27206325|XP_016027092.1|DSIM	LOC110177812|XP_020800361.1|DSER
OG0002733	LOC6734997|XP_039147533.1|DSIM	LOC110191126|XP_020817538.1|DSER
OG0002734	LOC6733139|XP_016026014.2|DSIM	LOC110189830|XP_020815686.1|DSER
OG0002735	LOC6733807|XP_016026774.1|DSIM	LOC110178336|XP_020801105.1|DSER
OG0002736	LOC6733804|XP_016026765.1|DSIM	LOC110178262|XP_020800986.1|DSER
OG0002737	LOC6737403|XP_039149407.1|DSIM	LOC110190656|XP_020816915.1|DSER
OG0002738	LOC6736695|XP_002083551.1|DSIM	LOC110183655|XP_020807642.1|DSER
OG0002739	LOC6738773|XP_039149332.1|DSIM	LOC110189893|XP_020815805.1|DSER
OG0002740	LOC6738774|XP_016032594.1|DSIM	LOC110189892|XP_020815804.1|DSER
OG0002741	LOC6735477|XP_002082416.2|DSIM	LOC110179206|XP_020802284.1|DSER
OG0002742	LOC6735955|XP_002082864.2|DSIM	LOC110191509|XP_020818036.1|DSER
OG0002743	LOC6736508|XP_016030084.1|DSIM	LOC110188876|XP_020814449.1|DSER
OG0002744	LOC6739667|XP_016032790.1|DSIM	LOC110189907|XP_020815831.1|DSER
OG0002745	LOC6736412|XP_002083284.2|DSIM	LOC110177550|XP_020799979.1|DSER
OG0002746	LOC6734695|XP_002081702.1|DSIM	LOC110188920|XP_020814501.1|DSER
OG0002747	LOC6727695|XP_016034268.1|DSIM	LOC110187709|XP_020812803.1|DSER
OG0002748	LOC6736017|XP_002082926.1|DSIM	LOC110179280|XP_020802431.1|DSER
OG0002749	LOC6736120|XP_039148880.1|DSIM	LOC110179361|XP_020802538.1|DSER
OG0002750	LOC6734458|XP_016027580.1|DSIM	LOC110189281|XP_020814963.1|DSER, LOC110176774|XP_020798871.1|DSER
OG0002751	LOC27208840|XP_016026431.1|DSIM	LOC110182896|XP_020806707.1|DSER
OG0002752	LOC6733697|XP_016026668.1|DSIM	LOC110177078|XP_020799254.1|DSER
OG0002753	LOC6735683|XP_039147419.1|DSIM	LOC110182758|XP_020806531.1|DSER
OG0002754	LOC6737042|XP_039150275.1|DSIM	LOC110178774|XP_020801676.1|DSER
OG0002755	LOC6735147|XP_016028426.1|DSIM	LOC110189381|XP_020815089.1|DSER
OG0002756	LOC6738824|XP_002085624.1|DSIM	LOC110178544|XP_020801362.1|DSER, LOC110184619|XP_020808873.1|DSER
OG0002757	LOC6737466|XP_016031234.1|DSIM	LOC110190572|XP_020816808.1|DSER
OG0002758	LOC6735011|XP_039148118.1|DSIM	LOC110177903|XP_020800530.1|DSER
OG0002759	LOC6734988|XP_039147761.1|DSIM	LOC110188117|XP_020813357.1|DSER
OG0002760	LOC27207071|XP_016029570.1|DSIM	LOC110184069|XP_020808108.1|DSER
OG0002761	LOC6735182|XP_016028471.1|DSIM	LOC110184095|XP_020808139.1|DSER
OG0002762	LOC6735116|XP_016028379.1|DSIM	LOC110189514|XP_020815297.1|DSER
OG0002763	LOC6737354|XP_016031089.1|DSIM	LOC110190491|XP_020816666.1|DSER
OG0002764	LOC6738488|XP_016032331.1|DSIM	LOC110185187|XP_020809563.1|DSER
OG0002765	LOC6735043|XP_016028331.1|DSIM	LOC110180052|XP_020803332.1|DSER
OG0002766	LOC6735042|XP_016028329.1|DSIM	LOC110180054|XP_020803335.1|DSER
OG0002767	LOC6734983|XP_039147757.1|DSIM	LOC110190925|XP_020817247.1|DSER
OG0002768	LOC6739502|XP_016029326.1|DSIM	LOC110191501|XP_020818026.1|DSER
OG0002769	LOC6734180|XP_002081209.2|DSIM	LOC110180015|XP_020803270.1|DSER
OG0002770	LOC6731348|XP_002078504.1|DSIM	LOC110182682|XP_020806433.1|DSER, LOC110180304|XP_020803618.1|DSER
OG0002771	LOC6737512|XP_016031307.1|DSIM	LOC110190505|XP_020816682.1|DSER
OG0002772	LOC6737504|XP_016031299.1|DSIM	LOC110190476|XP_020816645.1|DSER
OG0002773	LOC6734224|XP_016027266.1|DSIM	LOC110188988|XP_020814596.1|DSER, LOC110176383|XP_020798373.1|DSER
OG0002774	LOC6735582|XP_016028943.1|DSIM	LOC110189595|XP_020815385.1|DSER
OG0002775	LOC6738449|XP_039149159.1|DSIM	LOC110190162|XP_020816157.1|DSER
OG0002776	LOC6737404|XP_016031165.1|DSIM	LOC110190494|XP_020816668.1|DSER
OG0002777	LOC6738383|XP_016032208.1|DSIM	LOC110183606|XP_020807581.1|DSER
OG0002778	LOC6738380|XP_016032207.1|DSIM	LOC110183604|XP_020807579.1|DSER
OG0002779	LOC6737123|XP_039148936.1|DSIM	LOC110190815|XP_020817125.1|DSER
OG0002780	LOC6727034|XP_039150516.1|DSIM	LOC110177160|XP_020799404.1|DSER
OG0002781	LOC6734551|XP_002081560.1|DSIM	LOC110189377|XP_020815083.1|DSER
OG0002782	LOC6738699|XP_016032517.1|DSIM	LOC110190407|XP_020816532.1|DSER
OG0002783	LOC6736645|XP_016030240.1|DSIM	LOC110184240|XP_020808355.1|DSER, LOC110177560|XP_020799992.1|DSER
OG0002784	LOC27206191|XP_016029224.1|DSIM	LOC110178510|XP_020801319.1|DSER
OG0002785	LOC6739670|XP_002076563.1|DSIM	LOC110188512|XP_020813926.1|DSER
OG0002786	LOC6738363|XP_016032198.1|DSIM	LOC110183590|XP_020807561.1|DSER
OG0002787	LOC6737062|XP_002083909.1|DSIM	LOC110178764|XP_020801661.1|DSER
OG0002788	LOC6737061|XP_016030684.1|DSIM	LOC110178765|XP_020801662.1|DSER
OG0002789	LOC6738976|XP_016032801.1|DSIM	LOC110190156|XP_020816151.1|DSER
OG0002790	LOC6737603|XP_002084435.1|DSIM	LOC110178677|XP_020801538.1|DSER
OG0002791	LOC6738624|XP_002085426.2|DSIM	LOC110185239|XP_020809634.1|DSER
OG0002792	LOC27207878|XP_016027296.1|DSIM	LOC110189286|XP_020814970.1|DSER
OG0002793	LOC6737437|XP_016031210.1|DSIM	LOC110190767|XP_020817056.1|DSER
OG0002794	LOC6736907|XP_016030555.1|DSIM	LOC110176225|XP_020798166.1|DSER
OG0002795	LOC6737007|XP_016030632.1|DSIM	LOC110184709|XP_020808985.1|DSER
OG0002796	LOC6736932|XP_002083779.1|DSIM	LOC110190483|XP_020816654.1|DSER
OG0002797	LOC6737605|XP_002084437.1|DSIM	LOC110178602|XP_020801446.1|DSER
OG0002798	LOC6732708|XP_002079822.1|DSIM	LOC110187506|XP_020812558.1|DSER
OG0002799	LOC6736271|XP_016029757.2|DSIM	LOC110178618|XP_020801462.1|DSER
OG0002800	LOC6738362|XP_039149601.1|DSIM	LOC110183566|XP_020807531.1|DSER
OG0002801	LOC6736117|XP_039148889.1|DSIM	LOC110182804|XP_020806600.1|DSER
OG0002802	LOC6736105|XP_016029497.1|DSIM	LOC110178263|XP_020800991.1|DSER
OG0002803	LOC6732740|XP_002079854.1|DSIM	LOC110176882|XP_020799018.1|DSER
OG0002804	LOC6735699|XP_002082615.1|DSIM	LOC110179841|XP_020803111.1|DSER
OG0002805	LOC6733508|XP_002080564.2|DSIM	LOC110176912|XP_020799061.1|DSER
OG0002806	LOC6738623|XP_016032463.1|DSIM	LOC110185240|XP_020809635.1|DSER
OG0002807	LOC6736122|XP_002083022.1|DSIM	LOC110181043|XP_020804379.1|DSER, LOC110179914|XP_020803175.1|DSER, LOC110176369|XP_020798354.1|DSER
OG0002808	LOC27206630|XP_016029413.1|DSIM	LOC110191615|XP_020818163.1|DSER
OG0002809	LOC6737808|XP_002084636.1|DSIM	LOC110176215|XP_020798150.1|DSER
OG0002810	LOC6736280|XP_016029764.1|DSIM	LOC110178591|XP_020801431.1|DSER
OG0002811	LOC6737769|XP_039149074.1|DSIM	LOC110178897|XP_020801832.1|DSER
OG0002812	LOC6734264|XP_016027311.1|DSIM	LOC110189249|XP_020814912.1|DSER
OG0002813	LOC6735170|XP_039148340.1|DSIM	LOC110178442|XP_020801233.1|DSER
OG0002814	LOC6735537|XP_039147337.1|DSIM	LOC110189650|XP_020815455.1|DSER
OG0002815	LOC6734168|XP_002081197.1|DSIM	LOC110180029|XP_020803295.1|DSER
OG0002816	LOC6735155|XP_016028435.1|DSIM	LOC110178477|XP_020801278.1|DSER
OG0002817	LOC6739532|XP_002076431.1|DSIM	LOC110189530|XP_020815320.1|DSER
OG0002818	LOC6739371|XP_016026790.1|DSIM	LOC110178000|XP_020800660.1|DSER
OG0002819	LOC6737246|XP_016030953.1|DSIM	LOC110183693|XP_020807691.1|DSER
OG0002820	LOC6737250|XP_002084090.1|DSIM	LOC110185273|XP_020809679.1|DSER
OG0002821	LOC6737860|XP_016031627.1|DSIM	LOC110177479|XP_020799881.1|DSER
OG0002822	LOC6735588|XP_002082508.1|DSIM	LOC110189408|XP_020815123.1|DSER
OG0002823	LOC6733439|XP_016026391.1|DSIM	LOC110191584|XP_020818128.1|DSER
OG0002824	LOC6733710|XP_016026677.1|DSIM	LOC110176841|XP_020798956.1|DSER
OG0002825	LOC27206408|XP_039149084.1|DSIM	LOC110190329|XP_020816383.1|DSER
OG0002826	LOC6735590|XP_002082510.1|DSIM	LOC110178493|XP_020801300.1|DSER
OG0002827	LOC6724685|XP_039152081.1|DSIM	LOC110185408|XP_020809874.1|DSER
OG0002828	LOC6735516|XP_016028860.2|DSIM	LOC110179368|XP_020802542.1|DSER
OG0002829	LOC6734169|XP_016027170.1|DSIM	LOC110180010|XP_020803261.1|DSER
OG0002830	LOC6733889|XP_039147811.1|DSIM	LOC110189748|XP_020815611.1|DSER
OG0002831	LOC6733060|XP_016025749.1|DSIM	LOC110182743|XP_020806503.1|DSER
OG0002832	LOC6731557|XP_016024224.1|DSIM	LOC110183891|XP_020807895.1|DSER
OG0002833	LOC6736155|XP_016029557.1|DSIM	LOC110184097|XP_020808142.1|DSER
OG0002834	LOC6735948|XP_016029299.1|DSIM	LOC110191522|XP_020818050.1|DSER
OG0002835	LOC6734162|XP_002081191.1|DSIM	LOC110180035|XP_020803302.1|DSER
OG0002836	LOC6733665|XP_039148239.1|DSIM	LOC110191704|XP_020818279.1|DSER, LOC110188977|XP_020814585.1|DSER
OG0002837	LOC6735083|XP_039148037.1|DSIM	LOC110191589|XP_020818133.1|DSER
OG0002838	LOC6735745|XP_002082658.1|DSIM	LOC110176247|XP_020798209.1|DSER
OG0002839	LOC6739514|XP_016029415.1|DSIM	LOC110191728|XP_020818310.1|DSER
OG0002840	LOC6731236|XP_016023774.1|DSIM	LOC110183024|XP_020806870.1|DSER, LOC110180606|XP_020803951.1|DSER
OG0002841	LOC6730878|XP_016023302.1|DSIM	LOC110176862|XP_020798995.1|DSER
OG0002842	LOC6732235|XP_039152899.1|DSIM	LOC110185587|XP_020810178.1|DSER
OG0002843	LOC6733435|XP_016026385.1|DSIM	LOC110191583|XP_020818124.1|DSER
OG0002844	LOC6738169|XP_016032002.1|DSIM	LOC110176219|XP_020798155.1|DSER
OG0002845	LOC6731025|XP_002078186.1|DSIM	LOC110182337|XP_020806028.1|DSER
OG0002846	LOC6733444|XP_016026394.1|DSIM	LOC110182942|XP_020806784.1|DSER
OG0002847	LOC6731026|XP_002078187.1|DSIM	LOC110182333|XP_020806023.1|DSER
OG0002848	LOC6732672|XP_002079789.1|DSIM	LOC110178091|XP_020800754.1|DSER
OG0002849	LOC6731165|XP_002078323.1|DSIM	LOC110185851|XP_020810518.1|DSER
OG0002850	LOC6732242|XP_016024922.1|DSIM	LOC110185659|XP_020810277.1|DSER
OG0002851	LOC6731839|XP_016024523.1|DSIM	LOC110183389|XP_020807315.1|DSER
OG0002852	LOC6734006|XP_016027034.1|DSIM	LOC110179312|XP_020802457.1|DSER
OG0002853	LOC6732488|XP_039154415.1|DSIM	LOC110185653|XP_020810269.1|DSER
OG0002854	LOC6732732|XP_002079846.1|DSIM	LOC110176817|XP_020798918.1|DSER
OG0002855	LOC6731284|XP_016023849.1|DSIM	LOC110185677|XP_020810303.1|DSER
OG0002856	LOC6731267|XP_016023822.1|DSIM	LOC110185544|XP_020810109.1|DSER
OG0002857	LOC27206568|XP_016025806.1|DSIM	LOC110185036|XP_020809346.1|DSER
OG0002858	LOC6731067|XP_039146985.1|DSIM	LOC110187381|XP_020812428.1|DSER, LOC110177660|XP_020800132.1|DSER
OG0002859	LOC6730754|XP_002077922.1|DSIM	LOC110182340|XP_020806037.1|DSER
OG0002860	LOC6731133|XP_016023687.1|DSIM	LOC110186021|XP_020810715.1|DSER
OG0002861	LOC6731896|XP_016024565.1|DSIM	LOC110183486|XP_020807425.1|DSER
OG0002862	LOC6730541|XP_016022994.1|DSIM	LOC110186104|XP_020810807.1|DSER
OG0002863	LOC6730870|XP_002078034.1|DSIM	LOC110177044|XP_020799220.1|DSER
OG0002864	LOC6730869|XP_016023293.1|DSIM	LOC110176899|XP_020799045.1|DSER
OG0002865	LOC6733347|XP_016026251.1|DSIM	LOC110189461|XP_020815195.1|DSER
OG0002866	LOC6737218|XP_002084058.1|DSIM	LOC110189083|XP_020814713.1|DSER
OG0002867	LOC6732179|XP_016024862.1|DSIM	LOC110185862|XP_020810529.1|DSER
OG0002868	LOC6730672|XP_016023115.2|DSIM	LOC110178435|XP_020801230.1|DSER, LOC110182274|XP_020805951.1|DSER
OG0002869	LOC6730671|XP_016023114.1|DSIM	LOC110182284|XP_020805961.1|DSER, LOC110178433|XP_020801227.1|DSER
OG0002871	LOC6731697|XP_016024378.1|DSIM	LOC110183198|XP_020807067.1|DSER
OG0002872	LOC6731663|XP_016024348.1|DSIM	LOC110177874|XP_020800490.1|DSER
OG0002873	LOC6732861|XP_002079971.1|DSIM	LOC110178704|XP_020801564.1|DSER
OG0002874	LOC6731156|XP_002078314.1|DSIM	LOC110178323|XP_020801092.1|DSER
OG0002875	LOC6730774|XP_016023191.1|DSIM	LOC110185720|XP_020810358.1|DSER
OG0002876	LOC6726277|XP_002107238.1|DSIM	LOC110176118|XP_020798014.1|DSER
OG0002877	LOC6732694|XP_016025428.1|DSIM	LOC110179882|XP_020803142.1|DSER, LOC110187499|XP_020812551.1|DSER
OG0002878	LOC6732683|XP_016025415.1|DSIM	LOC110178184|XP_020800876.1|DSER
OG0002879	LOC6736727|XP_002083583.1|DSIM	LOC110183707|XP_020807712.1|DSER
OG0002880	LOC6724826|XP_002105867.1|DSIM	LOC110179487|XP_020802720.1|DSER
OG0002881	LOC6730470|XP_016022928.1|DSIM	LOC110178125|XP_020800806.1|DSER
OG0002882	LOC27206182|XP_016028621.1|DSIM	LOC110176960|XP_020799129.1|DSER
OG0002883	LOC6730416|XP_016022881.1|DSIM	LOC110187502|XP_020812554.1|DSER
OG0002884	LOC6730765|XP_002077933.1|DSIM	LOC110182325|XP_020806016.1|DSER
OG0002885	LOC6737497|XP_002084333.1|DSIM	LOC110185318|XP_020809742.1|DSER
OG0002886	LOC6730627|XP_016023071.1|DSIM	LOC110182230|XP_020805914.1|DSER, LOC110181291|XP_020804671.1|DSER
OG0002887	LOC6730628|XP_016023072.1|DSIM	LOC110181292|XP_020804672.1|DSER
OG0002888	LOC27206785|XP_016025783.1|DSIM	LOC110186039|XP_020810735.1|DSER
OG0002889	LOC6737195|XP_002084041.1|DSIM	LOC110189068|XP_020814697.1|DSER
OG0002890	LOC6732862|XP_002079972.2|DSIM	LOC110178702|XP_020801561.1|DSER, LOC110181338|XP_020804715.1|DSER, LOC110181395|XP_020804789.1|DSER
OG0002891	LOC6731730|XP_016024401.1|DSIM	LOC110187343|XP_020812390.1|DSER
OG0002892	LOC6732011|XP_039154387.1|DSIM	LOC110183963|XP_020807978.1|DSER, LOC110179938|XP_020803195.1|DSER
OG0002893	LOC6730592|XP_039151303.1|DSIM	LOC110179927|XP_020803184.1|DSER
OG0002894	LOC6737509|XP_016031305.1|DSIM	LOC110190679|XP_020816944.1|DSER
OG0002895	LOC6736163|XP_016029572.1|DSIM	LOC110184070|XP_020808109.1|DSER
OG0002896	LOC6732204|XP_016024878.1|DSIM	LOC110185054|XP_020809380.1|DSER
OG0002897	LOC6731228|XP_002078387.1|DSIM	LOC110181466|XP_020804873.1|DSER
OG0002898	LOC6730947|XP_016023407.2|DSIM	LOC110176869|XP_020799004.1|DSER
OG0002899	LOC6730396|XP_016022858.1|DSIM	LOC110178206|XP_020800901.1|DSER
OG0002900	LOC6730395|XP_039147112.1|DSIM	LOC110178115|XP_020800788.1|DSER
OG0002901	LOC6731394|XP_016024012.1|DSIM	LOC110177043|XP_020799219.1|DSER
OG0002902	LOC6731395|XP_039151787.1|DSIM	LOC110176845|XP_020798965.1|DSER
OG0002903	LOC6731306|XP_002078462.1|DSIM	LOC110185553|XP_020810130.1|DSER
OG0002904	LOC6737863|XP_016031634.1|DSIM	LOC110177468|XP_020799865.1|DSER
OG0002905	LOC6732261|XP_016024931.1|DSIM	LOC110185550|XP_020810127.1|DSER
OG0002906	LOC6733072|XP_016025777.1|DSIM	LOC110180589|XP_020803940.1|DSER
OG0002907	LOC6733070|XP_016025776.1|DSIM	LOC110182735|XP_020806495.1|DSER, LOC110180588|XP_020803939.1|DSER
OG0002908	LOC6735466|XP_016028772.1|DSIM	LOC110179234|XP_020802347.1|DSER
OG0002909	LOC6739472|XP_016028468.1|DSIM	LOC110184061|XP_020808097.1|DSER
OG0002910	LOC6732990|XP_016025672.1|DSIM	LOC110185004|XP_020809321.1|DSER
OG0002911	LOC27208699|XP_016029560.1|DSIM	LOC110184100|XP_020808146.1|DSER
OG0002912	LOC6739993|XP_016038295.1|DSIM	LOC110179543|XP_020802782.1|DSER
OG0002913	LOC6735773|XP_016029143.1|DSIM	LOC110177260|XP_020799573.1|DSER
OG0002914	LOC6730545|XP_002077724.1|DSIM	LOC110185714|XP_020810350.1|DSER
OG0002915	LOC6733020|XP_002080099.1|DSIM	LOC110187263|XP_020812310.1|DSER
OG0002916	LOC6731009|XP_016023481.1|DSIM	LOC110179153|XP_020802202.1|DSER
