Orthogroup	DSIM.longest_only	DVIR.longest_only
OG0001874	LOC6729519|XP_002104827.1|DSIM	LOC6636736|XP_002060211.1|DVIR
OG0001875	LOC6730277|XP_016037043.1|DSIM	LOC6630198|XP_032296221.1|DVIR
OG0001876	LOC27209364|XP_016039447.1|DSIM	LOC6626360|XP_032292439.1|DVIR
OG0001877	LOC6724969|XP_016037913.1|DSIM	LOC6632027|XP_002055017.1|DVIR
OG0001878	LOC6728224|XP_016034863.1|DSIM	LOC6632250|XP_002056079.1|DVIR
OG0001879	LOC6729526|XP_016036204.1|DSIM	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR
OG0001880	LOC6727499|XP_002102879.2|DSIM	LOC6631180|XP_002053235.1|DVIR
OG0001881	LOC6727184|XP_002102576.1|DSIM	LOC6634930|XP_002058441.1|DVIR
OG0001882	LOC27207590|XP_016036528.1|DSIM	LOC6630847|XP_002053929.1|DVIR
OG0001883	LOC6729190|XP_016035841.1|DSIM	LOC6630823|XP_015026855.1|DVIR
OG0001884	LOC6727281|XP_039150422.1|DSIM	LOC6629741|XP_002054145.1|DVIR
OG0001885	LOC27206507|XP_016024731.1|DSIM	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR
OG0001886	LOC6728797|XP_002104132.1|DSIM	LOC6629593|XP_002053000.1|DVIR
OG0001887	LOC6739378|XP_002076286.1|DSIM	LOC6626745|XP_002049308.1|DVIR
OG0001888	LOC6726779|XP_002102187.1|DSIM	LOC6632956|XP_002056573.1|DVIR
OG0001889	LOC6725500|XP_002106514.2|DSIM	LOC6631540|XP_002055064.1|DVIR
OG0001890	LOC6738852|XP_016032670.1|DSIM	LOC6624456|XP_002047611.1|DVIR
OG0001891	LOC6727349|XP_016033876.1|DSIM	LOC6630380|XP_032295643.1|DVIR
OG0001892	LOC6740360|XP_016033113.1|DSIM	LOC6628853|XP_002051239.2|DVIR
OG0001893	LOC6739775|XP_002076668.2|DSIM	LOC6633062|XP_002055951.1|DVIR
OG0001894	LOC6733438|XP_016026387.1|DSIM	LOC6635922|XP_002059362.1|DVIR
OG0001895	LOC6724730|XP_039152122.1|DSIM	LOC6636233|XP_002059747.2|DVIR
OG0001896	LOC27208341|XP_039148281.1|DSIM	LOC26531476|XP_032289175.1|DVIR
OG0001897	LOC6728674|XP_016035340.1|DSIM	LOC6630568|XP_002054385.1|DVIR
OG0001898	LOC27209153|XP_039153571.1|DSIM, LOC120284223|XP_039153575.1|DSIM	LOC6633845|XP_002057197.1|DVIR
OG0001899	LOC6727528|XP_016034104.1|DSIM	LOC6635016|XP_032294826.1|DVIR
OG0001900	LOC6738710|XP_002085511.1|DSIM	LOC6622825|XP_002047546.1|DVIR
OG0001901	LOC6731241|XP_016023781.1|DSIM	LOC6627289|XP_032294122.1|DVIR
OG0001903	LOC6726673|XP_016033166.1|DSIM	LOC6634914|XP_002058674.2|DVIR
OG0001904	LOC6729900|XP_016036654.2|DSIM	LOC6632940|XP_002056127.2|DVIR
OG0001905	LOC6725660|XP_002106667.1|DSIM	LOC6631810|XP_002055744.1|DVIR, LOC6626283|XP_032293097.1|DVIR
OG0001906	LOC6727257|XP_016033763.1|DSIM	LOC6632312|XP_032289778.1|DVIR
OG0001907	LOC6726118|XP_039152921.1|DSIM	LOC6636667|XP_032295789.1|DVIR
OG0001908	LOC6729875|XP_016036637.1|DSIM	LOC6633216|XP_002055981.1|DVIR
OG0001909	LOC6725475|XP_016038583.1|DSIM	LOC6632123|XP_002055261.1|DVIR
OG0001910	LOC6728694|XP_002104030.1|DSIM	LOC6632727|XP_002056050.1|DVIR
OG0001911	LOC6727805|XP_039151898.1|DSIM	LOC6629987|XP_015027658.1|DVIR
OG0001912	LOC6734590|XP_002081598.1|DSIM	LOC6626582|XP_002049695.2|DVIR
OG0001913	LOC6731870|XP_002079005.1|DSIM	LOC6627779|XP_002052018.1|DVIR
OG0001914	LOC6729375|XP_039151825.1|DSIM	LOC6632225|XP_032288800.1|DVIR
OG0001915	LOC6736468|XP_016030007.1|DSIM	LOC6623134|XP_032290356.1|DVIR
OG0001916	LOC6735204|XP_016028483.1|DSIM	LOC6626949|XP_015029030.1|DVIR
OG0001917	LOC27206240|XP_016030858.1|DSIM	LOC6624259|XP_002047159.2|DVIR
OG0001918	LOC6736769|XP_002083625.2|DSIM	LOC6622066|XP_002047081.2|DVIR
OG0001919	LOC6734628|XP_016027789.2|DSIM	LOC6625344|XP_002050426.1|DVIR
OG0001920	LOC6734412|XP_016029686.1|DSIM	LOC6631186|XP_002053241.1|DVIR
OG0001921	LOC6734325|XP_002081348.1|DSIM	LOC6635342|XP_002058869.1|DVIR
OG0001922	LOC6735782|XP_016029158.1|DSIM	LOC6636374|XP_002059903.1|DVIR
OG0001923	LOC6737075|XP_039150258.1|DSIM	LOC6624146|XP_032290475.1|DVIR
OG0001924	LOC6739824|XP_039147404.1|DSIM	LOC6629175|XP_032294253.1|DVIR
OG0001925	LOC27208441|XP_016030499.1|DSIM	LOC6624356|XP_002046938.1|DVIR
OG0001926	LOC6739625|XP_016030984.1|DSIM	LOC26531907|XP_032290167.1|DVIR
OG0001927	LOC6734161|XP_002081190.1|DSIM	LOC6626539|XP_002050749.1|DVIR
OG0001928	LOC27207739|XP_016031351.1|DSIM	LOC6623265|XP_032290171.1|DVIR
OG0001929	LOC6737554|XP_039149718.1|DSIM	LOC6624086|XP_032291330.1|DVIR
OG0001930	LOC6735135|XP_016028418.1|DSIM	LOC6625194|XP_002048747.2|DVIR
OG0001931	LOC6737615|XP_016031392.1|DSIM	LOC6623813|XP_032291040.1|DVIR
OG0001932	LOC6737614|XP_039149895.1|DSIM	LOC6623786|XP_002047365.1|DVIR
OG0001933	LOC6734927|XP_002081924.1|DSIM	LOC6626854|XP_002050088.1|DVIR
OG0001934	LOC6737550|XP_016031335.2|DSIM	LOC6623856|XP_002047841.1|DVIR
OG0001935	LOC6738265|XP_002085076.1|DSIM	LOC6623638|XP_002046186.2|DVIR
OG0001937	LOC6734595|XP_016027719.1|DSIM	LOC6636473|XP_002059922.2|DVIR
OG0001938	LOC6733971|XP_002081015.1|DSIM	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR
OG0001939	LOC6735463|XP_002082402.2|DSIM	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR
OG0001940	LOC6733426|XP_016026374.1|DSIM	LOC26531019|XP_032292582.1|DVIR
OG0001941	LOC120284757|XP_039149394.1|DSIM, LOC6734415|XP_039149386.1|DSIM	LOC6631184|XP_015027223.1|DVIR
OG0001942	LOC6733281|XP_016026178.1|DSIM	LOC6635955|XP_002059397.2|DVIR
OG0001943	LOC27206219|XP_016032140.1|DSIM	LOC6623341|XP_002046189.1|DVIR
OG0001944	LOC6736203|XP_016029644.1|DSIM	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR
OG0001945	LOC6733441|XP_039147236.1|DSIM	LOC6635919|XP_002059359.3|DVIR
OG0001946	LOC6733389|XP_002080446.1|DSIM	LOC6626501|XP_002050870.1|DVIR
OG0001947	LOC6734999|XP_002081981.1|DSIM	LOC6626615|XP_002050599.1|DVIR
OG0001948	LOC6726341|XP_016039915.1|DSIM	LOC6622360|XP_002047720.1|DVIR
OG0001949	LOC6738968|XP_039149067.1|DSIM	LOC6623797|XP_032290625.1|DVIR
OG0001950	LOC6726821|XP_016033322.1|DSIM	LOC6630671|XP_032295217.1|DVIR
OG0001951	LOC6735756|XP_016029121.2|DSIM	LOC6626511|XP_032292583.1|DVIR
OG0001952	LOC6725076|XP_002106104.1|DSIM	LOC6626111|XP_002050024.1|DVIR
OG0001953	LOC6739488|XP_039147535.1|DSIM	LOC6636370|XP_032292427.1|DVIR
OG0001954	LOC6733830|XP_016026824.1|DSIM	LOC6627056|XP_002050512.2|DVIR
OG0001955	LOC6733876|XP_002080920.1|DSIM	LOC6626572|XP_002050551.1|DVIR
OG0001956	LOC6737197|XP_002084043.1|DSIM	LOC6624021|XP_002048311.3|DVIR
OG0001957	LOC6735527|XP_016028871.1|DSIM	LOC6626358|XP_002050861.1|DVIR
OG0001958	LOC6735125|XP_039147429.1|DSIM	LOC6624884|XP_032291947.1|DVIR
OG0001959	LOC6738838|XP_002085638.2|DSIM	LOC6624711|XP_002048130.3|DVIR
OG0001960	LOC6736351|XP_016029825.1|DSIM	LOC6622927|XP_032291068.1|DVIR
OG0001961	LOC6736140|XP_016029530.1|DSIM	LOC6627254|XP_015029602.1|DVIR
OG0001962	LOC6733437|XP_002080494.3|DSIM	LOC6635923|XP_032292197.1|DVIR
OG0001963	LOC6738384|XP_016032210.1|DSIM	LOC6622663|XP_002047023.1|DVIR
OG0001964	LOC6737131|XP_016030763.1|DSIM	LOC6622277|XP_002046649.2|DVIR
OG0001965	LOC6737020|XP_016030643.1|DSIM	LOC6623540|XP_002047328.2|DVIR
OG0001966	LOC6727694|XP_002103056.2|DSIM	LOC6630544|XP_002054415.1|DVIR
OG0001967	LOC6735510|XP_016028841.1|DSIM	LOC6625387|XP_002050304.1|DVIR
OG0001968	LOC6737572|XP_002084405.1|DSIM	LOC6623937|XP_002046279.1|DVIR
OG0001969	LOC6733386|XP_039148675.1|DSIM	LOC6625261|XP_002050690.1|DVIR
OG0001970	LOC6735761|XP_016029131.1|DSIM	LOC6625600|XP_002050260.1|DVIR
OG0001971	LOC6735335|XP_016028677.1|DSIM	LOC6626723|XP_032293156.1|DVIR
OG0001972	LOC6733146|XP_002080222.1|DSIM	LOC6626123|XP_002050030.1|DVIR
OG0001973	LOC6735883|XP_016029240.1|DSIM	LOC6627053|XP_015030141.1|DVIR
OG0001974	LOC6733699|XP_002080746.1|DSIM	LOC6625696|XP_002048846.2|DVIR
OG0001975	LOC6736472|XP_002083343.1|DSIM	LOC6623862|XP_002047408.1|DVIR
OG0001976	LOC6739401|XP_002076307.1|DSIM	LOC6626906|XP_002050966.1|DVIR
OG0001977	LOC6731249|XP_016023787.1|DSIM	LOC6627449|XP_032293907.1|DVIR
OG0001978	LOC6732646|XP_002079763.1|DSIM	LOC6628402|XP_032294042.1|DVIR
OG0001979	LOC6731400|XP_002078553.1|DSIM	LOC6628450|XP_002051653.1|DVIR
OG0001980	LOC6730397|XP_002077579.1|DSIM	LOC6635756|XP_002059113.1|DVIR
OG0001981	LOC6731069|XP_016023589.1|DSIM	LOC6628102|XP_032294392.1|DVIR
OG0001982	LOC27207519|XP_016022786.1|DSIM	LOC6629007|XP_002051276.2|DVIR
OG0001983	LOC27208878|XP_039149301.1|DSIM	LOC26531357|XP_032288987.1|DVIR
OG0001984	LOC6731169|XP_002078327.1|DSIM	LOC6628168|XP_002051464.2|DVIR
OG0001985	LOC6731655|XP_016024337.1|DSIM	LOC6634040|XP_032293613.1|DVIR
OG0001986	LOC27207907|XP_016023821.1|DSIM	LOC6628175|XP_002051445.1|DVIR
OG0001987	LOC27207378|XP_016037575.1|DSIM	LOC6633394|XP_032289114.1|DVIR
OG0001988	LOC6734903|XP_016028176.1|DSIM	LOC6625855|XP_002050111.1|DVIR
OG0001989	LOC6730492|XP_002077673.2|DSIM	LOC6628311|XP_002052865.1|DVIR
OG0001990	LOC6731831|XP_016024513.1|DSIM	LOC6627818|XP_002051143.2|DVIR
OG0001991	LOC27206899|XP_039154520.1|DSIM	LOC6629075|XP_032294338.1|DVIR
OG0001992	LOC6732072|XP_016024742.2|DSIM	LOC6627897|XP_032294616.1|DVIR
OG0001993	LOC6731218|XP_002078377.1|DSIM	LOC6634213|XP_002057806.1|DVIR
OG0001994	LOC6727328|XP_016033856.1|DSIM	LOC6629688|XP_015027572.1|DVIR
OG0001995	LOC6732820|XP_002079933.1|DSIM	LOC6634297|XP_002057449.1|DVIR
OG0001996	LOC6731072|XP_039149693.1|DSIM	LOC6628189|XP_032294003.1|DVIR
OG0001997	LOC6736125|XP_002083025.1|DSIM	LOC6626236|XP_002048860.1|DVIR
OG0001998	LOC6736127|XP_002083027.1|DSIM	LOC6626332|XP_032291752.1|DVIR
OG0001999	LOC6733832|XP_039148756.1|DSIM	LOC6627059|XP_015029165.1|DVIR
OG0002000	LOC6731482|XP_002078631.1|DSIM	LOC6627761|XP_002052650.1|DVIR
OG0002001	LOC6732654|XP_016025368.2|DSIM	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR
OG0002002	LOC6734159|XP_002081188.1|DSIM	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR
OG0002003	LOC27207690|XP_016024252.1|DSIM	LOC6633984|XP_002057848.1|DVIR
OG0002004	LOC6732619|XP_016025327.1|DSIM	LOC6628214|XP_015028608.1|DVIR
OG0002005	LOC6732489|XP_039154416.1|DSIM	LOC6633901|XP_015025296.2|DVIR
OG0002006	LOC6731360|XP_039147199.1|DSIM	LOC6628358|XP_032294603.1|DVIR
OG0002007	LOC6731492|XP_016024169.1|DSIM	LOC6628906|XP_002051550.1|DVIR
OG0002008	LOC27207557|XP_016037384.1|DSIM	LOC6636271|XP_032290159.1|DVIR
OG0002009	LOC6735777|XP_002082690.1|DSIM	LOC6624883|XP_032292330.1|DVIR
OG0002010	LOC6731578|XP_002078719.2|DSIM	LOC6633986|XP_002057850.1|DVIR
OG0002011	LOC6732900|XP_016025622.1|DSIM	LOC6634004|XP_002057825.3|DVIR
OG0002012	LOC6731058|XP_002078217.3|DSIM	LOC6627349|XP_002052460.2|DVIR
OG0002013	LOC6732772|XP_039147050.1|DSIM	LOC6634155|XP_032293567.1|DVIR
OG0002014	LOC6735483|XP_016028818.1|DSIM	LOC6626383|XP_002050057.1|DVIR
OG0002015	LOC6731390|XP_002078543.1|DSIM	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR
OG0002016	LOC6733629|XP_016026590.1|DSIM	LOC6626610|XP_032292177.1|DVIR
OG0002017	LOC6731889|XP_039154308.1|DSIM	LOC6629111|XP_032293893.1|DVIR
OG0002018	LOC6731219|XP_016023760.1|DSIM	LOC6634214|XP_002057807.3|DVIR
OG0002019	LOC6732086|XP_002079218.2|DSIM	LOC6628983|XP_032293990.1|DVIR
OG0002020	LOC6739250|XP_016025539.1|DSIM	LOC6634183|XP_002057441.2|DVIR
OG0002021	LOC6735508|XP_016028840.1|DSIM	LOC6625386|XP_002050303.2|DVIR
OG0002022	LOC6733034|XP_016025721.1|DSIM	LOC6628404|XP_032294501.1|DVIR
OG0002023	LOC6728274|XP_039150914.1|DSIM	LOC6632895|XP_002056195.1|DVIR
OG0002025	LOC6731976|XP_039148436.1|DSIM	LOC6628942|XP_032293538.1|DVIR
OG0002026	LOC6739094|XP_039149850.1|DSIM, LOC120284800|XP_039149851.1|DSIM	LOC6622563|XP_002047703.2|DVIR
OG0002027	LOC6735712|XP_016029086.1|DSIM	LOC6626290|XP_015029287.1|DVIR
OG0002028	LOC6735947|XP_016029298.1|DSIM	LOC6626936|XP_032293080.1|DVIR
OG0002029	LOC6736901|XP_002083754.1|DSIM	LOC6623931|XP_002047397.2|DVIR
OG0002030	LOC6736095|XP_016029490.1|DSIM	LOC6625886|XP_002050357.1|DVIR
OG0002031	LOC6734383|XP_016027504.1|DSIM	LOC6624786|XP_015029730.1|DVIR
OG0002032	LOC6727228|XP_002102620.3|DSIM	LOC6629903|XP_002053401.1|DVIR
OG0002033	LOC6725630|XP_039153548.1|DSIM	LOC6633486|XP_002057345.1|DVIR
OG0002034	LOC27207764|XP_016037637.2|DSIM	LOC6634834|XP_002058015.3|DVIR
OG0002035	LOC6728909|XP_002104239.2|DSIM	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR
OG0002036	LOC6728706|XP_016035373.2|DSIM	LOC6630386|XP_015027037.2|DVIR
OG0002037	LOC27207182|XP_016030378.1|DSIM	LOC6624342|XP_002046338.1|DVIR
OG0002038	LOC6727373|XP_002102758.1|DSIM	LOC6629346|XP_002053262.1|DVIR
OG0002039	LOC27208877|XP_016025917.2|DSIM, LOC27208205|XP_016025878.1|DSIM	LOC26530948|XP_015027846.1|DVIR
OG0002040	LOC120284217|XP_039154244.1|DSIM, LOC27206198|XP_039154242.1|DSIM	LOC6629308|XP_032288888.1|DVIR
OG0002041	LOC6733574|XP_016026524.1|DSIM	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR
OG0002042	LOC6727069|XP_002102466.1|DSIM	LOC6632341|XP_002056409.1|DVIR
OG0002043	LOC6726871|XP_002102273.1|DSIM	LOC6629647|XP_002053557.2|DVIR
OG0002044	LOC6739760|XP_039151026.1|DSIM	LOC6633046|XP_002056269.1|DVIR
OG0002045	LOC6739699|XP_016035602.2|DSIM	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR
OG0002046	LOC6724736|XP_002105779.1|DSIM	LOC6634693|XP_002058304.1|DVIR
OG0002047	LOC6740235|XP_039153822.1|DSIM	LOC6634675|XP_032296474.1|DVIR
OG0002048	LOC6728392|XP_002103740.2|DSIM	LOC6632363|XP_002056724.2|DVIR
OG0002049	LOC6728517|XP_016035172.2|DSIM	LOC6632287|XP_002056729.1|DVIR
OG0002050	LOC6727915|XP_039150663.1|DSIM	LOC6629856|XP_032292860.1|DVIR
OG0002051	LOC27208216|XP_016027029.1|DSIM	LOC26531904|XP_015030378.1|DVIR
OG0002052	LOC6738308|XP_002085119.1|DSIM	LOC6623847|XP_002046229.1|DVIR
OG0002053	LOC6739701|XP_039151298.1|DSIM	LOC6629603|XP_002054668.2|DVIR
OG0002054	LOC6726853|XP_002102255.2|DSIM	LOC6632543|XP_002056186.1|DVIR
OG0002055	LOC6728446|XP_016035057.1|DSIM	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR
OG0002056	LOC6737838|XP_002084666.2|DSIM	LOC6622886|XP_002048169.1|DVIR
OG0002057	LOC6731841|XP_002078976.1|DSIM	LOC6627975|XP_002051781.1|DVIR
OG0002058	LOC6736210|XP_002083105.1|DSIM	LOC6623174|XP_002046124.1|DVIR
OG0002059	LOC6729620|XP_002104928.1|DSIM	LOC6632616|XP_002056316.1|DVIR
OG0002060	LOC6734527|XP_016027644.1|DSIM	LOC6626587|XP_002049766.1|DVIR
OG0002061	LOC6736012|XP_016029388.1|DSIM	LOC6625739|XP_032291908.1|DVIR
OG0002062	LOC6726599|XP_016040272.1|DSIM	LOC6634648|XP_002058299.3|DVIR
OG0002063	LOC6725296|XP_002106315.2|DSIM	LOC6633540|XP_002057238.1|DVIR
OG0002064	LOC27206253|XP_039149593.1|DSIM	LOC6634505|XP_015025097.1|DVIR
OG0002065	LOC6736522|XP_016030107.1|DSIM	LOC6623715|XP_002047355.2|DVIR
OG0002066	LOC6727872|XP_016034465.1|DSIM	LOC6630811|XP_015027417.1|DVIR
OG0002067	LOC6735946|XP_002082855.1|DSIM	LOC6626937|XP_002049244.1|DVIR
OG0002068	LOC6735143|XP_002082120.2|DSIM	LOC6625314|XP_002048757.1|DVIR
OG0002069	LOC27208881|XP_016025964.1|DSIM	LOC6633275|XP_002057134.1|DVIR
OG0002070	LOC6728589|XP_002103930.1|DSIM	LOC6630130|XP_002053682.1|DVIR
OG0002071	LOC6729504|XP_016036177.1|DSIM	LOC6631122|XP_002054242.1|DVIR
OG0002072	LOC6734692|XP_016027890.1|DSIM	LOC6626533|XP_002050657.1|DVIR
OG0002073	LOC6738107|XP_016031936.1|DSIM	LOC6622626|XP_032290694.1|DVIR
OG0002074	LOC6734586|XP_002081594.1|DSIM	LOC6626580|XP_002049693.1|DVIR
OG0002075	LOC27208875|XP_016024027.1|DSIM	LOC26530442|XP_015028814.1|DVIR
OG0002076	LOC6735790|XP_016029164.1|DSIM	LOC6626692|XP_032292959.1|DVIR
OG0002077	LOC6736295|XP_016029774.1|DSIM	LOC6622532|XP_032291318.1|DVIR
OG0002078	LOC6734373|XP_016027451.1|DSIM	LOC6625145|XP_002049554.1|DVIR
OG0002079	LOC6738801|XP_016032612.1|DSIM	LOC6624462|XP_002048071.1|DVIR
OG0002080	LOC6734867|XP_016028129.1|DSIM	LOC6625119|XP_002049499.1|DVIR
OG0002081	LOC6736031|XP_016029425.1|DSIM	LOC6624784|XP_002049437.1|DVIR
OG0002082	LOC6734812|XP_016028030.1|DSIM	LOC6625656|XP_032293288.1|DVIR
OG0002083	LOC6739950|XP_039152513.1|DSIM	LOC6633873|XP_032296511.1|DVIR
OG0002084	LOC6735856|XP_002082766.2|DSIM	LOC6625624|XP_002049068.1|DVIR
OG0002085	LOC6735694|XP_016029071.1|DSIM	LOC6626264|XP_002050906.1|DVIR
OG0002086	LOC27208273|XP_016028957.1|DSIM	LOC6626480|XP_002049074.1|DVIR
OG0002087	LOC6738754|XP_016032565.1|DSIM	LOC26531396|XP_032289985.1|DVIR
OG0002088	LOC6738878|XP_016032698.1|DSIM	LOC6624726|XP_015030511.1|DVIR
OG0002089	LOC6733593|XP_016026553.1|DSIM	LOC6635359|XP_002058905.1|DVIR
OG0002090	LOC6737913|XP_016031685.1|DSIM	LOC6624051|XP_002047469.1|DVIR
OG0002091	LOC6736037|XP_002082939.1|DSIM	LOC6626001|XP_032293005.1|DVIR
OG0002092	LOC6738330|XP_016032176.1|DSIM	LOC6623949|XP_032291244.1|DVIR
OG0002093	LOC6735668|XP_016029033.1|DSIM	LOC6627267|XP_002049909.1|DVIR
OG0002094	LOC6735957|XP_002082866.1|DSIM	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR
OG0002095	LOC6731597|XP_002078738.1|DSIM, LOC27207716|XP_016040062.1|DSIM	LOC6634544|XP_002058288.1|DVIR
OG0002096	LOC6734491|XP_039148502.1|DSIM	LOC6626956|XP_032292980.1|DVIR
OG0002097	LOC6733737|XP_016026703.1|DSIM	LOC6625109|XP_002049283.2|DVIR
OG0002098	LOC6739032|XP_016032871.1|DSIM	LOC6624287|XP_015031432.1|DVIR
OG0002099	LOC6728944|XP_002104272.1|DSIM	LOC6629885|XP_002054545.1|DVIR
OG0002100	LOC6738151|XP_016031982.2|DSIM	LOC6623652|XP_002048244.3|DVIR
OG0002101	LOC6733526|XP_039148618.1|DSIM	LOC6625848|XP_032292941.1|DVIR
OG0002102	LOC6735372|XP_016028701.1|DSIM	LOC6626790|XP_002049829.2|DVIR
OG0002103	LOC6739698|XP_016035627.2|DSIM	LOC6629840|XP_002054540.2|DVIR
OG0002106	LOC27208555|XP_039151493.1|DSIM	LOC6629940|XP_002054368.2|DVIR
OG0002107	LOC6731878|XP_016024551.1|DSIM	LOC6629238|XP_002052614.1|DVIR
OG0002108	LOC6727713|XP_016034286.1|DSIM	LOC6630695|XP_002054402.2|DVIR
OG0002109	LOC6730325|XP_002105607.1|DSIM, LOC6730326|XP_016037088.1|DSIM	LOC6629275|XP_002052981.2|DVIR
OG0002110	LOC6738654|XP_002085456.1|DSIM, LOC6732226|XP_002079355.1|DSIM	LOC6628810|XP_002051233.2|DVIR
OG0002111	LOC6731571|XP_002078712.1|DSIM, LOC6731572|XP_002078713.2|DSIM	LOC116651459|XP_032293700.1|DVIR
OG0002112	LOC6731987|XP_002079121.1|DSIM	LOC6629115|XP_015028760.2|DVIR
OG0002113	LOC6727688|XP_016034261.1|DSIM, LOC6727687|XP_002103049.1|DSIM	LOC6630550|XP_002054421.3|DVIR
OG0002114	LOC6730163|XP_002105454.2|DSIM, LOC6730162|XP_002105453.1|DSIM	LOC6633067|XP_002056139.2|DVIR
OG0002115	LOC27207532|XP_016027769.1|DSIM, LOC6734617|XP_002081625.2|DSIM	LOC26531333|XP_015030311.1|DVIR
OG0002117	LOC6735264|XP_002082234.1|DSIM	LOC6635550|XP_002059097.1|DVIR
OG0002118	LOC6739812|XP_039150279.1|DSIM	LOC26531314|XP_032296684.1|DVIR
OG0002119	LOC6729516|XP_016036189.1|DSIM	LOC6631147|XP_015026969.1|DVIR
OG0002120	LOC6724743|XP_016037431.1|DSIM	LOC6636209|XP_002059699.1|DVIR
OG0002121	LOC6730033|XP_016036798.1|DSIM	LOC6634874|XP_032295296.1|DVIR
OG0002123	LOC6731397|XP_016024014.1|DSIM	LOC6628453|XP_032294579.1|DVIR
OG0002124	LOC6726348|XP_002107308.1|DSIM	LOC6635457|XP_002059059.2|DVIR
OG0002125	LOC6734570|XP_039148662.1|DSIM	LOC6626451|XP_002049681.1|DVIR
OG0002126	LOC6738909|XP_002085704.1|DSIM	LOC6622481|XP_015030519.1|DVIR
OG0002127	LOC27208333|XP_039154086.1|DSIM	LOC6631364|XP_032296113.1|DVIR
OG0002128	LOC6726361|XP_016039940.1|DSIM	LOC6635484|XP_032296156.1|DVIR
OG0002129	LOC6727529|XP_016034108.1|DSIM	LOC6635015|XP_002058659.2|DVIR
OG0002130	LOC6739914|XP_002076802.2|DSIM	LOC6634737|XP_032289213.1|DVIR
OG0002131	LOC6727580|XP_002102959.1|DSIM	LOC6632912|XP_002056257.1|DVIR
OG0002132	LOC6731746|XP_016024420.1|DSIM	LOC6634124|XP_002057725.1|DVIR
OG0002133	LOC6725796|XP_002106793.1|DSIM	LOC6633868|XP_002056970.1|DVIR
OG0002134	LOC6726267|XP_002107229.2|DSIM	LOC6634526|XP_002057955.1|DVIR
OG0002135	LOC6725410|XP_016038484.1|DSIM	LOC6633633|XP_032296266.1|DVIR
OG0002136	LOC6730133|XP_016036900.1|DSIM	LOC6633024|XP_002055941.1|DVIR
OG0002137	LOC27206480|XP_016035953.1|DSIM	LOC6630771|XP_032294881.1|DVIR
OG0002138	LOC6726314|XP_016039864.1|DSIM	LOC6633690|XP_002057007.1|DVIR
OG0002139	LOC6725055|XP_039152241.1|DSIM	LOC6634723|XP_032289223.1|DVIR
OG0002140	LOC6740037|XP_016038646.1|DSIM	LOC6636033|XP_032296209.1|DVIR
OG0002141	LOC6739171|XP_016033041.1|DSIM	LOC6628236|XP_002051806.1|DVIR, LOC6635239|XP_002058767.1|DVIR
OG0002142	LOC6726685|XP_002102096.1|DSIM	LOC116651839|XP_032294831.1|DVIR, LOC6631029|XP_002054120.1|DVIR
OG0002143	LOC6730540|XP_016022991.1|DSIM	LOC6629068|XP_002051612.1|DVIR
OG0002144	LOC6724710|XP_039152013.1|DSIM	LOC6636217|XP_002059718.2|DVIR
OG0002145	LOC6727367|XP_016033907.1|DSIM	LOC6630186|XP_002053255.2|DVIR
OG0002146	LOC6726687|XP_002102098.1|DSIM	LOC6633035|XP_002056062.1|DVIR
OG0002147	LOC6740064|XP_039153929.1|DSIM	LOC6631667|XP_032295642.1|DVIR
OG0002148	LOC27209428|XP_016030222.1|DSIM	LOC6636821|XP_002060303.1|DVIR
OG0002149	LOC6724732|XP_039152114.1|DSIM	LOC6636273|XP_002059686.2|DVIR
OG0002150	LOC6740135|XP_016039362.1|DSIM	LOC6634442|XP_002058057.1|DVIR
OG0002151	LOC6731830|XP_016024512.1|DSIM	LOC6627819|XP_002051144.2|DVIR, LOC116651415|XP_032293610.1|DVIR
OG0002152	LOC27208488|XP_016034152.1|DSIM	LOC6632813|XP_015026071.2|DVIR
OG0002153	LOC6730079|XP_039151874.1|DSIM	LOC6632214|XP_002055882.1|DVIR
OG0002154	LOC6739913|XP_002076803.1|DSIM	LOC6634683|XP_015025121.1|DVIR
OG0002155	LOC6730274|XP_002105557.1|DSIM	LOC6629478|XP_002054093.1|DVIR
OG0002156	LOC6739143|XP_016032994.1|DSIM	LOC6622839|XP_002047681.1|DVIR
OG0002157	LOC6728259|XP_016034895.1|DSIM	LOC6632474|XP_002056175.1|DVIR
