Orthogroup	DSIM.longest_only	DFIC.longest_only
OG0001088	LOC6737360|XP_002084198.1|DSIM	LOC108093880|XP_017049720.1|DFIC
OG0001089	LOC6736761|XP_016030382.1|DSIM	LOC108100522|XP_017059970.1|DFIC
OG0001090	LOC6736673|XP_016030293.1|DSIM	LOC108100253|XP_017059521.1|DFIC
OG0001092	LOC6732393|XP_002079514.2|DSIM	LOC108101740|XP_017061690.1|DFIC
OG0001093	LOC6732318|XP_016024981.1|DSIM	LOC108090048|XP_017044043.1|DFIC
OG0001094	LOC6732310|XP_039154418.1|DSIM	LOC108090055|XP_017044052.1|DFIC, LOC108090059|XP_017044056.1|DFIC
OG0001095	LOC6735239|XP_039148110.1|DSIM	LOC108090966|XP_017045401.1|DFIC
OG0001096	LOC6732711|XP_002079825.1|DSIM	LOC108096068|XP_017052918.1|DFIC
OG0001097	LOC27208727|XP_039148767.1|DSIM	LOC108086484|XP_017038896.1|DFIC
OG0001097	LOC27207459|XP_016022729.2|DSIM	LOC108093518|XP_017049099.1|DFIC
OG0001098	LOC6737698|XP_016031469.1|DSIM	LOC108100201|XP_017059464.1|DFIC
OG0001099	LOC6738954|XP_002085749.1|DSIM	LOC108093240|XP_017048704.1|DFIC
OG0001100	LOC27206437|XP_039151289.1|DSIM	LOC108099674|XP_017058802.1|DFIC
OG0001100	LOC6740369|XP_016025924.1|DSIM	LOC108096987|XP_017054459.1|DFIC
OG0001101	LOC6734863|XP_039148206.1|DSIM	LOC108093706|XP_017049387.1|DFIC
OG0001102	LOC6738031|XP_016031844.2|DSIM	LOC108086905|XP_017039466.1|DFIC
OG0001103	LOC6727807|XP_016034395.1|DSIM	LOC108087050|XP_017039717.1|DFIC
OG0001104	LOC6734127|XP_016027140.1|DSIM	LOC108086733|XP_017039253.1|DFIC
OG0001106	LOC6724686|XP_039152089.1|DSIM	LOC108098396|XP_017056756.1|DFIC
OG0001108	LOC6729408|XP_002104723.1|DSIM	LOC108091844|XP_017046714.1|DFIC
OG0001108	LOC6729402|XP_039151505.1|DSIM	LOC108092218|XP_017047240.1|DFIC
OG0001109	LOC6734474|XP_002081493.1|DSIM	LOC108101476|XP_017061311.1|DFIC
OG0001109	LOC6734473|XP_016027598.1|DSIM	LOC108101613|XP_017061517.1|DFIC
OG0001110	LOC6725835|XP_016039155.1|DSIM	LOC108095578|XP_017052220.1|DFIC
OG0001110	LOC27206205|XP_016032938.1|DSIM	LOC108093565|XP_017049148.1|DFIC
OG0001111	LOC6735769|XP_002082682.1|DSIM	LOC108096572|XP_017053758.1|DFIC
OG0001111	LOC6735768|XP_016029142.1|DSIM, LOC27207769|XP_039148848.1|DSIM	LOC108096504|XP_017053603.1|DFIC
OG0001112	LOC6735839|XP_016029210.1|DSIM	LOC108096566|XP_017053749.1|DFIC
OG0001113	LOC27208806|XP_016025121.1|DSIM	LOC108101369|XP_017061171.1|DFIC
OG0001113	LOC6732480|XP_016025124.1|DSIM	LOC108101371|XP_017061173.1|DFIC
OG0001114	LOC6731894|XP_002079029.1|DSIM	LOC108100003|XP_017059194.1|DFIC
OG0001114	LOC6731893|XP_016024562.1|DSIM	LOC108100008|XP_017059200.1|DFIC
OG0001115	LOC27207741|XP_016025430.1|DSIM	LOC108096101|XP_017052967.1|DFIC
OG0001115	LOC6732696|XP_016025432.1|DSIM	LOC108096100|XP_017052966.1|DFIC
OG0001116	LOC27206624|XP_016026875.1|DSIM	LOC108096655|XP_017053911.1|DFIC
OG0001116	LOC6733851|XP_016026874.2|DSIM	LOC108096652|XP_017053908.1|DFIC
OG0001117	LOC27206422|XP_016032370.1|DSIM, LOC6738527|XP_002085333.1|DSIM	LOC108099774|XP_017058892.1|DFIC, LOC108099795|XP_017058912.1|DFIC
OG0001118	LOC6726087|XP_002107069.1|DSIM, LOC6726036|XP_016039415.1|DSIM	LOC108094597|XP_017050734.1|DFIC
OG0001119	LOC27208688|XP_039154232.1|DSIM	LOC108087402|XP_017040232.1|DFIC
OG0001120	LOC6729186|XP_002104507.1|DSIM	LOC108091700|XP_017046522.1|DFIC
OG0001121	LOC6733150|XP_016026025.2|DSIM	LOC108101728|XP_017061668.1|DFIC
OG0001122	LOC27209387|XP_016029772.1|DSIM	LOC108100689|XP_017060195.1|DFIC
OG0001124	LOC6727766|XP_039151619.1|DSIM, LOC6727768|XP_002103130.1|DSIM	LOC108097885|XP_017055915.1|DFIC
OG0001125	LOC6727337|XP_016033872.1|DSIM	LOC108093365|XP_017048875.1|DFIC
OG0001126	LOC6736903|XP_039149784.1|DSIM	LOC108093035|XP_017048428.1|DFIC
OG0001128	LOC6735029|XP_016028307.1|DSIM	LOC108094040|XP_017049962.1|DFIC
OG0001129	LOC6731132|XP_016023686.1|DSIM	LOC108088132|XP_017041282.1|DFIC
OG0001130	LOC6731700|XP_002078836.2|DSIM	LOC108101241|XP_017060984.1|DFIC
OG0001131	LOC6724718|XP_039152032.1|DSIM	LOC108095016|XP_017051365.1|DFIC
OG0001133	LOC6732915|XP_039154556.1|DSIM	LOC108098331|XP_017056648.1|DFIC
OG0001134	LOC6735296|XP_016028651.1|DSIM	LOC108094907|XP_017051242.1|DFIC
OG0001135	LOC6728151|XP_016034762.1|DSIM	LOC108092011|XP_017046933.1|DFIC
OG0001136	LOC6728830|XP_039151271.1|DSIM	LOC108099274|XP_017058143.1|DFIC
OG0001137	LOC6728948|XP_016035629.1|DSIM	LOC108097690|XP_017055647.1|DFIC
OG0001138	LOC6736299|XP_016029780.1|DSIM	LOC108100580|XP_017060048.1|DFIC
OG0001139	LOC6737896|XP_016031677.1|DSIM	LOC108095468|XP_017052073.1|DFIC
OG0001140	LOC27208503|XP_002104453.2|DSIM	LOC108099360|XP_017058335.1|DFIC
OG0001141	LOC6727278|XP_002102667.2|DSIM	LOC108093372|XP_017048883.1|DFIC
OG0001142	LOC6727310|XP_039151394.1|DSIM	LOC108093341|XP_017048833.1|DFIC
OG0001143	LOC6732347|XP_016024999.1|DSIM	LOC108090036|XP_017044020.1|DFIC
OG0001144	LOC6727175|XP_002102567.1|DSIM	LOC108098478|XP_017056878.1|DFIC
OG0001144	LOC6734803|XP_002081806.2|DSIM	LOC108090272|XP_017044372.1|DFIC
OG0001145	LOC6733742|XP_002080788.1|DSIM	LOC108090760|XP_017045081.1|DFIC
OG0001145	LOC6733743|XP_002080789.1|DSIM	LOC108090963|XP_017045396.1|DFIC
OG0001146	LOC6732209|XP_016024885.1|DSIM	LOC108092759|XP_017047980.1|DFIC
OG0001146	LOC6725412|XP_002106428.1|DSIM	LOC108098084|XP_017056277.1|DFIC
OG0001147	LOC6740432|XP_016025945.1|DSIM, LOC120285615|XP_039154181.1|DSIM, LOC120284728|XP_039149165.1|DSIM, LOC120284727|XP_039149164.1|DSIM, LOC6738524|XP_039149163.1|DSIM	LOC108099886|XP_017059030.1|DFIC
OG0001148	LOC6730897|XP_002078061.2|DSIM	LOC108092529|XP_017047641.1|DFIC
OG0001149	LOC6738934|XP_039149250.1|DSIM	LOC108093022|XP_017048415.1|DFIC, LOC108093245|XP_017048747.1|DFIC, LOC108093023|XP_017048416.1|DFIC, LOC108093021|XP_017048414.1|DFIC, LOC108093039|XP_017048435.1|DFIC
OG0001149	LOC6737149|XP_016030789.1|DSIM	LOC108086961|XP_017039563.1|DFIC, LOC108086962|XP_017039564.1|DFIC
OG0001151	LOC6727440|XP_002102821.1|DSIM	LOC108101011|XP_017060665.1|DFIC
OG0001151	LOC6727439|XP_016034014.1|DSIM	LOC108101122|XP_017060832.1|DFIC, LOC108101121|XP_017060831.1|DFIC
OG0001152	LOC6726928|XP_002102330.2|DSIM	LOC108091727|XP_017046559.1|DFIC
OG0001152	LOC6735330|XP_002082279.1|DSIM	LOC108094800|XP_017051060.1|DFIC
OG0001152	LOC6731728|XP_016024400.1|DSIM	LOC108091734|XP_017046566.1|DFIC
OG0001153	LOC6735951|XP_016029304.1|DSIM	LOC108090929|XP_017045351.1|DFIC
OG0001154	LOC6731720|XP_016024395.1|DSIM	LOC108089218|XP_017042861.1|DFIC
OG0001155	LOC6725294|XP_016038331.1|DSIM	LOC108097116|XP_017054692.1|DFIC
OG0001157	LOC6728249|XP_016034890.1|DSIM	LOC108087223|XP_017039991.1|DFIC
OG0001158	LOC6731082|XP_039154375.1|DSIM	LOC108089856|XP_017043790.1|DFIC
OG0001159	LOC6730048|XP_039150464.1|DSIM	LOC108086531|XP_017038949.1|DFIC
OG0001160	LOC6727156|XP_002102549.1|DSIM	LOC108098588|XP_017057123.1|DFIC
OG0001161	LOC6728154|XP_039151466.1|DSIM	LOC108092008|XP_017046927.1|DFIC
OG0001162	LOC6728777|XP_016035455.1|DSIM	LOC108098959|XP_017057661.1|DFIC
OG0001163	LOC6728195|XP_016034832.1|DSIM	LOC108091672|XP_017046479.1|DFIC
OG0001164	LOC6729049|XP_002104370.1|DSIM	LOC108099396|XP_017058388.1|DFIC
OG0001165	LOC6735864|XP_002082774.1|DSIM	LOC108101409|XP_017061224.1|DFIC
OG0001166	LOC6736492|XP_039149651.1|DSIM	LOC108099003|XP_017057724.1|DFIC
OG0001167	LOC6733839|XP_016026857.1|DSIM	LOC108096946|XP_017054395.1|DFIC
OG0001168	LOC6735066|XP_002082043.2|DSIM	LOC108090517|XP_017044725.1|DFIC
OG0001169	LOC6726252|XP_016039762.1|DSIM	LOC108098143|XP_017056358.1|DFIC
OG0001170	LOC6729218|XP_002104539.1|DSIM	LOC108091636|XP_017046426.1|DFIC
OG0001171	LOC6737337|XP_016031067.1|DSIM	LOC108096044|XP_017052882.1|DFIC, LOC108095952|XP_017052782.1|DFIC
OG0001172	LOC6735589|XP_002082509.1|DSIM	LOC108101417|XP_017061232.1|DFIC
OG0001173	LOC6730359|XP_002105641.1|DSIM	LOC108100754|XP_017060275.1|DFIC
OG0001174	LOC27208657|XP_016030626.1|DSIM	LOC108093085|XP_017048501.1|DFIC
OG0001175	LOC6734964|XP_002081958.2|DSIM	LOC108093886|XP_017049731.1|DFIC, LOC108099724|XP_017058835.1|DFIC, LOC108099725|XP_017058836.1|DFIC
OG0001176	LOC6734462|XP_016027584.1|DSIM	LOC108101543|XP_017061420.1|DFIC
OG0001177	LOC6732609|XP_016025315.1|DSIM	LOC108090617|XP_017044881.1|DFIC
OG0001178	LOC6735451|XP_016028757.2|DSIM	LOC108095135|XP_017051562.1|DFIC
OG0001179	LOC6734007|XP_016027035.1|DSIM	LOC108086425|XP_017038815.1|DFIC
OG0001180	LOC6740647|XP_016037220.1|DSIM	LOC108098413|XP_017056797.1|DFIC
OG0001181	LOC6738122|XP_016031959.1|DSIM	LOC108096415|XP_017053480.1|DFIC
OG0001182	LOC6729238|XP_016035890.1|DSIM	LOC108091686|XP_017046499.1|DFIC
OG0001183	LOC6728503|XP_039151214.1|DSIM	LOC108102031|XP_017062124.1|DFIC
OG0001184	LOC6727621|XP_016034214.2|DSIM	LOC108087309|XP_017040116.1|DFIC
OG0001185	LOC6727992|XP_039150991.1|DSIM	LOC108096513|XP_017053625.1|DFIC
OG0001186	LOC6727140|XP_016033621.1|DSIM	LOC108098616|XP_017057171.1|DFIC
OG0001187	LOC6734533|XP_016027649.1|DSIM	LOC108086705|XP_017039199.1|DFIC
OG0001188	LOC6734199|XP_016027231.1|DSIM	LOC108096787|XP_017054151.1|DFIC
OG0001189	LOC6735796|XP_016029183.1|DSIM	LOC108096896|XP_017054330.1|DFIC
OG0001190	LOC6740289|XP_016026105.1|DSIM	LOC108102159|XP_017062340.1|DFIC
OG0001191	LOC6731612|XP_016024291.1|DSIM	LOC108100574|XP_017060045.1|DFIC, LOC108091274|XP_017045877.1|DFIC
OG0001192	LOC6731273|XP_039147079.1|DSIM	LOC108088227|XP_017041425.1|DFIC
OG0001193	LOC6727284|XP_002102673.1|DSIM	LOC108093327|XP_017048807.1|DFIC
OG0001194	LOC6724773|XP_016037532.1|DSIM, LOC6724771|XP_002105814.1|DSIM	LOC108092928|XP_017048280.1|DFIC
OG0001195	LOC6739334|XP_002076241.1|DSIM	LOC108101449|XP_017061276.1|DFIC
OG0001196	LOC27206767|XP_016037918.1|DSIM, LOC6731265|XP_002078423.1|DSIM	LOC108097276|XP_017054963.1|DFIC
OG0001197	LOC6729846|XP_002105149.1|DSIM	LOC108088531|XP_017041863.1|DFIC, LOC108088532|XP_017041864.1|DFIC
OG0001197	LOC6729143|XP_002104464.1|DSIM	LOC108095809|XP_017052570.1|DFIC
OG0001198	LOC6729031|XP_002104352.1|DSIM	LOC108099498|XP_017058548.1|DFIC, LOC108099500|XP_017058549.1|DFIC
OG0001200	LOC6732581|XP_016025265.1|DSIM	LOC108098214|XP_017056477.1|DFIC
OG0001201	LOC6729611|XP_002104919.1|DSIM	LOC108095740|XP_017052410.1|DFIC
OG0001203	LOC6724734|XP_016037398.1|DSIM	LOC108095029|XP_017051387.1|DFIC
OG0001204	LOC6732263|XP_016024933.1|DSIM	LOC108098362|XP_017056697.1|DFIC
OG0001205	LOC6726825|XP_002102232.2|DSIM	LOC108090178|XP_017044250.1|DFIC
OG0001206	LOC6727335|XP_016033865.1|DSIM	LOC108093333|XP_017048818.1|DFIC
OG0001207	LOC27206892|XP_016038534.2|DSIM	LOC108097942|XP_017056022.1|DFIC
OG0001208	LOC6725575|XP_039153422.1|DSIM	LOC108097624|XP_017055536.1|DFIC
OG0001209	LOC6728307|XP_016034940.1|DSIM	LOC108087385|XP_017040217.1|DFIC
OG0001210	LOC6725952|XP_016039304.1|DSIM	LOC108097665|XP_017055601.1|DFIC
OG0001211	LOC6727217|XP_016033711.1|DSIM	LOC108098547|XP_017057033.1|DFIC
OG0001212	LOC6725889|XP_002106884.1|DSIM	LOC108097746|XP_017055744.1|DFIC
OG0001213	LOC6727653|XP_002103030.1|DSIM	LOC108092155|XP_017047162.1|DFIC
OG0001214	LOC6729145|XP_016035792.1|DSIM	LOC108095931|XP_017052757.1|DFIC
OG0001215	LOC6726895|XP_016033405.1|DSIM	LOC108094778|XP_017051044.1|DFIC, LOC108090230|XP_017044314.1|DFIC
OG0001216	LOC6728067|XP_039151491.1|DSIM	LOC108091995|XP_017046909.1|DFIC, LOC108091907|XP_017046780.1|DFIC
OG0001217	LOC6733132|XP_016025841.1|DSIM	LOC108096983|XP_017054456.1|DFIC
OG0001218	LOC6729219|XP_002104540.1|DSIM	LOC108091637|XP_017046427.1|DFIC
OG0001220	LOC27206322|XP_016026252.1|DSIM	LOC108094233|XP_017050181.1|DFIC
OG0001221	LOC6735423|XP_002082365.1|DSIM	LOC108094845|XP_017051137.1|DFIC
OG0001222	LOC6729987|XP_016036754.1|DSIM	LOC108097695|XP_017055655.1|DFIC
OG0001223	LOC6725078|XP_016025996.1|DSIM	LOC108101761|XP_017061715.1|DFIC
OG0001224	LOC6734814|XP_016028042.1|DSIM	LOC108090475|XP_017044660.1|DFIC
OG0001225	LOC6733377|XP_039147411.1|DSIM	LOC108093944|XP_017049819.1|DFIC
OG0001226	LOC6733980|XP_016027013.1|DSIM	LOC108086445|XP_017038852.1|DFIC
OG0001227	LOC6731358|XP_016023949.1|DSIM	LOC108100844|XP_017060411.1|DFIC
OG0001228	LOC6726066|XP_002107048.1|DSIM	LOC108094669|XP_017050871.1|DFIC
OG0001229	LOC6739559|XP_039147332.1|DSIM	LOC108101398|XP_017061207.1|DFIC
OG0001230	LOC6734755|XP_039148129.1|DSIM	LOC108090471|XP_017044658.1|DFIC
OG0001231	LOC6733129|XP_016025845.1|DSIM	LOC108100860|XP_017060432.1|DFIC
OG0001232	LOC6731423|XP_002078575.1|DSIM	LOC108101826|XP_017061818.1|DFIC, LOC108100837|XP_017060398.1|DFIC
OG0001233	LOC6731387|XP_039149505.1|DSIM	LOC108100803|XP_017060355.1|DFIC
OG0001234	LOC6740783|XP_016027889.1|DSIM	LOC108093923|XP_017049781.1|DFIC
OG0001235	LOC6730471|XP_016022931.1|DSIM	LOC108091548|XP_017046308.1|DFIC
OG0001236	LOC6738829|XP_002085629.1|DSIM	LOC108100559|XP_017060022.1|DFIC
OG0001237	LOC6738010|XP_002084825.1|DSIM	LOC108086916|XP_017039481.1|DFIC
OG0001237	LOC6727401|XP_016033949.1|DSIM	LOC108101050|XP_017060723.1|DFIC
OG0001238	LOC6729709|XP_016036366.1|DSIM	LOC108095819|XP_017052581.1|DFIC
OG0001239	LOC6728315|XP_016034949.1|DSIM	LOC108088024|XP_017041137.1|DFIC
OG0001240	LOC6729724|XP_016036379.1|DSIM	LOC108095700|XP_017052360.1|DFIC
OG0001241	LOC27206163|XP_016027150.1|DSIM	LOC108086647|XP_017039114.1|DFIC
OG0001242	LOC6726523|XP_016040164.1|DSIM	LOC108095596|XP_017052250.1|DFIC
OG0001243	LOC6738712|XP_016032528.1|DSIM	LOC108088882|XP_017042366.1|DFIC
OG0001244	LOC6728074|XP_016034691.1|DSIM	LOC108091983|XP_017046882.1|DFIC
OG0001245	LOC6727352|XP_016033883.1|DSIM	LOC108093303|XP_017048767.1|DFIC
OG0001246	LOC6739504|XP_016029342.1|DSIM	LOC108090941|XP_017045366.1|DFIC
OG0001247	LOC27207504|XP_039148762.1|DSIM	LOC108098771|XP_017057396.1|DFIC
OG0001248	LOC6737358|XP_002084196.1|DSIM	LOC108093908|XP_017049766.1|DFIC
OG0001249	LOC27208032|XP_016038236.1|DSIM	LOC108092880|XP_017048211.1|DFIC
OG0001251	LOC6727101|XP_002102494.1|DSIM	LOC108096121|XP_017052986.1|DFIC
OG0001251	LOC6727105|XP_002102498.1|DSIM	LOC108096130|XP_017052996.1|DFIC
OG0001252	LOC6729970|XP_002105264.2|DSIM, LOC6729971|XP_016036734.1|DSIM	LOC108097605|XP_017055502.1|DFIC
OG0001253	LOC120285369|XP_039153801.1|DSIM, LOC120285367|XP_039153798.1|DSIM, LOC6726581|XP_016022680.2|DSIM, LOC120285370|XP_039153812.1|DSIM, LOC6734123|XP_016027139.1|DSIM	LOC108086638|XP_017039104.1|DFIC
OG0001254	LOC6735432|XP_002082372.1|DSIM	LOC108094801|XP_017051061.1|DFIC
OG0001255	LOC6733370|XP_002080427.1|DSIM	LOC108094034|XP_017049955.1|DFIC
OG0001256	LOC27206195|XP_016029531.1|DSIM	LOC108090710|XP_017044992.1|DFIC
OG0001257	LOC6724731|XP_016037370.1|DSIM	LOC108095004|XP_017051328.1|DFIC
OG0001258	LOC6739697|XP_002076591.1|DSIM	LOC108097742|XP_017055738.1|DFIC
OG0001259	LOC27207032|XP_016037885.1|DSIM	LOC108092903|XP_017048243.1|DFIC
OG0001260	LOC6728678|XP_002104017.1|DSIM	LOC108098965|XP_017057668.1|DFIC
OG0001261	LOC6726560|XP_016040224.1|DSIM	LOC108098119|XP_017056328.1|DFIC, LOC108093442|XP_017048994.1|DFIC
OG0001262	LOC6737626|XP_016031396.1|DSIM	LOC108099826|XP_017058945.1|DFIC
OG0001263	LOC6729488|XP_002104798.1|DSIM	LOC108099578|XP_017058671.1|DFIC
OG0001264	LOC6730913|XP_016023348.1|DSIM	LOC108092540|XP_017047657.1|DFIC
OG0001265	LOC6724886|XP_039152688.1|DSIM	LOC108097223|XP_017054867.1|DFIC
OG0001266	LOC6735703|XP_016029075.1|DSIM	LOC108096907|XP_017054346.1|DFIC
OG0001267	LOC6729063|XP_016035714.1|DSIM	LOC108099590|XP_017058687.1|DFIC
OG0001268	LOC6727557|XP_002102936.1|DSIM	LOC108087103|XP_017039774.1|DFIC
OG0001269	LOC6734032|XP_016027050.1|DSIM	LOC108093776|XP_017049536.1|DFIC
OG0001270	LOC6726832|XP_016033340.1|DSIM	LOC108090133|XP_017044158.1|DFIC
OG0001271	LOC6733817|XP_002080861.1|DSIM	LOC108093967|XP_017049862.1|DFIC
OG0001272	LOC6736437|XP_016029946.1|DSIM	LOC108100611|XP_017060089.1|DFIC
OG0001273	LOC6727700|XP_016034272.1|DSIM	LOC108091920|XP_017046795.1|DFIC
OG0001274	LOC6738742|XP_002085542.1|DSIM	LOC108100517|XP_017059963.1|DFIC
OG0001275	LOC6725951|XP_016039301.1|DSIM	LOC108097678|XP_017055629.1|DFIC
OG0001276	LOC6736699|XP_002083555.1|DSIM	LOC108099901|XP_017059053.1|DFIC
OG0001277	LOC6736541|XP_039150077.1|DSIM	LOC108099032|XP_017057777.1|DFIC
OG0001278	LOC6737469|XP_016031259.1|DSIM	LOC108087423|XP_017040259.1|DFIC
OG0001279	LOC6737423|XP_039149806.1|DSIM	LOC108087578|XP_017040499.1|DFIC
OG0001280	LOC6736208|XP_002083103.2|DSIM	LOC108099119|XP_017057940.1|DFIC
OG0001281	LOC6739604|XP_016029921.1|DSIM	LOC108100655|XP_017060155.1|DFIC
OG0001282	LOC6730799|XP_016023216.1|DSIM	LOC108092459|XP_017047537.1|DFIC
OG0001283	LOC6734702|XP_016027901.1|DSIM	LOC108093722|XP_017049421.1|DFIC
OG0001284	LOC27207025|XP_039147315.1|DSIM	LOC108086362|XP_017038751.1|DFIC, LOC108096102|XP_017052968.1|DFIC, LOC108101730|XP_017061671.1|DFIC
OG0001285	LOC6736227|XP_016029736.1|DSIM	LOC108099616|XP_017058731.1|DFIC
OG0001286	LOC6733008|XP_002080087.1|DSIM	LOC108089976|XP_017043966.1|DFIC
OG0001287	LOC6728012|XP_039151006.1|DSIM	LOC108098972|XP_017057677.1|DFIC
OG0001288	LOC6730494|XP_002077675.2|DSIM	LOC108091443|XP_017046126.1|DFIC
OG0001289	LOC6733028|XP_016025719.2|DSIM	LOC108089962|XP_017043944.1|DFIC
OG0001290	LOC6731051|XP_039153051.1|DSIM	LOC108090142|XP_017044219.1|DFIC
OG0001291	LOC6735967|XP_016029316.1|DSIM	LOC108090965|XP_017045400.1|DFIC
OG0001292	LOC6734804|XP_016028017.1|DSIM	LOC108090377|XP_017044496.1|DFIC
OG0001293	LOC6725088|XP_002106115.1|DSIM	LOC108091355|XP_017045996.1|DFIC
OG0001294	LOC6728765|XP_016035444.1|DSIM	LOC108098793|XP_017057422.1|DFIC
OG0001295	LOC6726062|XP_016039446.1|DSIM	LOC108094703|XP_017050928.1|DFIC
OG0001296	LOC6733154|XP_016026029.1|DSIM	LOC108101523|XP_017061386.1|DFIC
OG0001297	LOC6729472|XP_016036143.1|DSIM	LOC108099338|XP_017058302.1|DFIC
OG0001298	LOC6727209|XP_039151808.1|DSIM	LOC108098657|XP_017057221.1|DFIC
OG0001299	LOC6736836|XP_039150345.1|DSIM	LOC108096318|XP_017053311.1|DFIC
OG0001300	LOC120285394|XP_039154056.1|DSIM, LOC6739814|XP_016022664.2|DSIM, LOC6728560|XP_039150856.1|DSIM	LOC108087203|XP_017039958.1|DFIC
OG0001301	LOC6731275|XP_002078432.1|DSIM	LOC108088140|XP_017041293.1|DFIC
OG0001302	LOC6735326|XP_016028673.1|DSIM	LOC108094946|XP_017051296.1|DFIC
OG0001303	LOC6727767|XP_002103129.3|DSIM, LOC6727765|XP_002103127.1|DSIM	LOC108097875|XP_017055903.1|DFIC
OG0001304	LOC6734391|XP_016027515.1|DSIM	LOC108096813|XP_017054193.1|DFIC
OG0001305	LOC6726831|XP_016033338.1|DSIM	LOC108090134|XP_017044159.1|DFIC
OG0001306	LOC6727785|XP_016034355.1|DSIM	LOC108087001|XP_017039627.1|DFIC
OG0001307	LOC6736942|XP_016030589.1|DSIM	LOC108093114|XP_017048544.1|DFIC
OG0001308	LOC6726605|XP_002107554.2|DSIM	LOC108091347|XP_017045987.1|DFIC
OG0001309	LOC6727821|XP_016034406.1|DSIM	LOC108087016|XP_017039672.1|DFIC
OG0001310	LOC6726501|XP_039152352.1|DSIM	LOC108088726|XP_017042162.1|DFIC
OG0001311	LOC6726363|XP_039152972.1|DSIM	LOC108088611|XP_017041988.1|DFIC
OG0001312	LOC6737619|XP_002084451.1|DSIM	LOC108099702|XP_017058813.1|DFIC
OG0001313	LOC6734547|XP_002081556.2|DSIM	LOC108086759|XP_017039287.1|DFIC
OG0001314	LOC6732264|XP_002079393.1|DSIM	LOC108098363|XP_017056698.1|DFIC
OG0001315	LOC6739939|XP_002076828.1|DSIM	LOC108097095|XP_017054641.1|DFIC
OG0001316	LOC27206178|XP_016028356.1|DSIM	LOC108090458|XP_017044639.1|DFIC
OG0001317	LOC6732406|XP_016025069.1|DSIM	LOC108098656|XP_017057224.1|DFIC
OG0001318	LOC6730798|XP_016023213.1|DSIM	LOC108092457|XP_017047533.1|DFIC
OG0001319	LOC6732307|XP_002079435.1|DSIM	LOC108090060|XP_017044057.1|DFIC
OG0001320	LOC6734114|XP_016027126.1|DSIM	LOC108086767|XP_017039301.1|DFIC
OG0001321	LOC6735184|XP_002082158.1|DSIM	LOC108095245|XP_017051760.1|DFIC
OG0001322	LOC6728499|XP_016035134.1|DSIM	LOC108102073|XP_017062203.1|DFIC
OG0001322	LOC6726804|XP_002102211.1|DSIM	LOC108090150|XP_017044195.1|DFIC
OG0001323	LOC27209000|XP_016023384.1|DSIM	LOC108091433|XP_017046113.1|DFIC
OG0001323	LOC6730935|XP_002078099.1|DSIM	LOC108091419|XP_017046100.1|DFIC, LOC108091420|XP_017046101.1|DFIC
OG0001324	LOC6732598|XP_002079717.1|DSIM	LOC108090594|XP_017044835.1|DFIC
OG0001325	LOC6728927|XP_002104255.1|DSIM	LOC108099503|XP_017058554.1|DFIC
OG0001325	LOC6728926|XP_002104254.1|DSIM	LOC108099502|XP_017058552.1|DFIC
OG0001326	LOC6730214|XP_016036972.1|DSIM	LOC108099489|XP_017058538.1|DFIC
OG0001328	LOC6726083|XP_016039526.1|DSIM	LOC108094616|XP_017050787.1|DFIC
OG0001329	LOC6726156|XP_002107132.1|DSIM	LOC108097925|XP_017055967.1|DFIC
OG0001330	LOC27208201|XP_016039287.2|DSIM	LOC108097565|XP_017055435.1|DFIC
OG0001331	LOC6739911|XP_016037671.1|DSIM	LOC108097345|XP_017055070.1|DFIC
OG0001332	LOC6726219|XP_002107194.1|DSIM	LOC108098047|XP_017056208.1|DFIC
OG0001333	LOC6730841|XP_016023251.1|DSIM	LOC108092555|XP_017047678.1|DFIC
OG0001334	LOC6730228|XP_016036980.1|DSIM	LOC108099594|XP_017058692.1|DFIC
OG0001335	LOC6728439|XP_016035041.1|DSIM	LOC108088046|XP_017041170.1|DFIC
OG0001337	LOC6726210|XP_016039735.1|DSIM	LOC108098033|XP_017056177.1|DFIC
OG0001338	LOC6734864|XP_016028125.1|DSIM	LOC108093804|XP_017049601.1|DFIC
OG0001339	LOC27206165|XP_016027169.1|DSIM	LOC108086719|XP_017039228.1|DFIC
OG0001340	LOC6739795|XP_016033110.1|DSIM	LOC108086354|XP_017038744.1|DFIC
OG0001341	LOC6729452|XP_016036127.1|DSIM	LOC108099633|XP_017058751.1|DFIC
OG0001342	LOC6730159|XP_016036920.1|DSIM	LOC108088525|XP_017041855.1|DFIC
OG0001343	LOC6726939|XP_016033434.2|DSIM	LOC108091763|XP_017046597.1|DFIC
OG0001344	LOC27206382|XP_016037050.1|DSIM	LOC108086785|XP_017039314.1|DFIC
OG0001345	LOC6728695|XP_002104031.2|DSIM	LOC108098818|XP_017057461.1|DFIC
OG0001346	LOC6728822|XP_002104156.1|DSIM	LOC108099586|XP_017058681.1|DFIC
OG0001347	LOC6726621|XP_002107570.1|DSIM	LOC108100927|XP_017060556.1|DFIC
OG0001348	LOC6726188|XP_002107164.1|DSIM	LOC108098040|XP_017056194.1|DFIC
OG0001349	LOC6737276|XP_016030991.1|DSIM	LOC108089006|XP_017042568.1|DFIC
OG0001350	LOC6737657|XP_002084489.1|DSIM	LOC108100715|XP_017060236.1|DFIC
OG0001351	LOC6733808|XP_002080852.2|DSIM	LOC108093699|XP_017049378.1|DFIC
OG0001352	LOC6733182|XP_016026061.1|DSIM	LOC108091132|XP_017045651.1|DFIC
