Orthogroup	DSIM.longest_only	DALB.longest_only
OG0000331	LOC6731438|XP_002078589.2|DSIM	LOC117564146|XP_034098700.1|DALB, LOC117564939|XP_034099784.1|DALB
OG0000331	LOC6731440|XP_016024071.1|DSIM	LOC117564524|XP_034099236.1|DALB
OG0000332	LOC6731820|XP_016024508.1|DSIM	LOC117565679|XP_034100804.1|DALB
OG0000332	LOC27207140|XP_016040116.1|DSIM	LOC117567509|XP_034103479.1|DALB
OG0000333	LOC6737534|XP_002084369.2|DSIM	LOC117569724|XP_034106883.1|DALB
OG0000333	LOC6736551|XP_002083421.1|DSIM	LOC117567518|XP_034103454.1|DALB
OG0000334	LOC27206399|XP_016039498.1|DSIM	LOC117568608|XP_034105260.1|DALB
OG0000334	LOC6734844|XP_002081846.1|DSIM	LOC117566762|XP_034102196.1|DALB
OG0000335	LOC6732843|XP_002079956.1|DSIM	LOC117564531|XP_034099242.1|DALB
OG0000335	LOC6732844|XP_002079957.2|DSIM	LOC117565324|XP_034100254.1|DALB
OG0000336	LOC6728489|XP_016035128.1|DSIM	LOC117576503|XP_034117189.1|DALB
OG0000336	LOC6729608|XP_002104916.1|DSIM	LOC117576563|XP_034117293.1|DALB
OG0000336	LOC6729609|XP_016036247.1|DSIM	LOC117575304|XP_034115348.1|DALB
OG0000337	LOC27207455|XP_016037889.1|DSIM	LOC117568829|XP_034105593.1|DALB
OG0000338	LOC6739599|XP_016029875.1|DSIM	LOC117570056|XP_034107380.1|DALB
OG0000338	LOC6733837|XP_016026852.1|DSIM	LOC117568531|XP_034105127.1|DALB
OG0000339	LOC27207110|XP_039148940.1|DSIM	LOC117570748|XP_034108461.1|DALB
OG0000340	LOC6734947|XP_016028253.1|DSIM	LOC117567156|XP_034102859.1|DALB
OG0000341	LOC6738176|XP_016032012.1|DSIM, LOC6738179|XP_002084992.2|DSIM, LOC6738185|XP_002084998.1|DSIM, LOC6738183|XP_002084996.1|DSIM, LOC6738181|XP_002084994.1|DSIM	LOC117566460|XP_034101881.1|DALB, LOC117569832|XP_034107048.1|DALB
OG0000342	LOC27206746|XP_039152925.1|DSIM	LOC117576112|XP_034116564.1|DALB
OG0000342	LOC6727296|XP_002102683.1|DSIM	LOC117574579|XP_034114350.1|DALB
OG0000342	LOC6736073|XP_002082974.3|DSIM	LOC117571086|XP_034108960.1|DALB
OG0000343	LOC6728798|XP_002104133.1|DSIM	LOC117573686|XP_034112930.1|DALB
OG0000344	LOC6734996|XP_002081978.1|DSIM	LOC117570793|XP_034108539.1|DALB
OG0000344	LOC6730157|XP_002105448.2|DSIM	LOC117576726|XP_034117639.1|DALB
OG0000345	LOC6733446|XP_002080503.1|DSIM	LOC117572184|XP_034110729.1|DALB
OG0000345	LOC6734269|XP_016027321.1|DSIM	LOC117572575|XP_034111348.1|DALB
OG0000346	LOC6734596|XP_016027721.1|DSIM, LOC6735900|XP_002082810.2|DSIM, LOC6734597|XP_002081605.2|DSIM	LOC117570387|XP_034107890.1|DALB
OG0000347	LOC6736906|XP_016030553.1|DSIM	LOC117571200|XP_034109135.1|DALB
OG0000347	LOC6730552|XP_016023007.1|DSIM	LOC117564059|XP_034098572.1|DALB
OG0000348	LOC6730732|XP_002077900.1|DSIM	LOC117565333|XP_034100273.1|DALB
OG0000349	LOC6732892|XP_016025612.1|DSIM	LOC117566057|XP_034101404.1|DALB
OG0000350	LOC6737745|XP_016031520.1|DSIM	LOC117571014|XP_034108863.1|DALB
OG0000350	LOC6737744|XP_002084572.3|DSIM	LOC117571016|XP_034108865.1|DALB
OG0000350	LOC6729808|XP_016036497.1|DSIM	LOC117571017|XP_034108866.1|DALB
OG0000351	LOC6735627|XP_002082547.1|DSIM	LOC117568760|XP_034105487.1|DALB
OG0000351	LOC6735626|XP_002082546.1|DSIM	LOC117566488|XP_034101912.1|DALB
OG0000353	LOC27209421|XP_016035628.1|DSIM	LOC117574901|XP_034114830.1|DALB
OG0000353	LOC6731143|XP_002078301.1|DSIM	LOC117563247|XP_034097350.1|DALB
OG0000354	LOC6730685|XP_002077855.1|DSIM	LOC117566174|XP_034101568.1|DALB
OG0000354	LOC6730695|XP_002077865.1|DSIM	LOC117566180|XP_034101577.1|DALB
OG0000355	LOC6733486|XP_002080543.1|DSIM	LOC117572656|XP_034111540.1|DALB
OG0000355	LOC6733178|XP_002080254.1|DSIM	LOC117566977|XP_034102529.1|DALB
OG0000356	LOC6732721|XP_016025453.1|DSIM	LOC117563677|XP_034097995.1|DALB
OG0000356	LOC6732720|XP_016025450.1|DSIM	LOC117564977|XP_034099813.1|DALB
OG0000357	LOC120285648|XP_039154221.1|DSIM, LOC120285647|XP_039154218.1|DSIM	LOC117577322|XP_034118176.1|DALB
OG0000358	LOC6739688|XP_002076583.1|DSIM	LOC117575053|XP_034115027.1|DALB
OG0000358	LOC6727339|XP_002102724.1|DSIM	LOC117574632|XP_034114419.1|DALB
OG0000358	LOC6727336|XP_002102721.1|DSIM	LOC117576990|XP_034118066.1|DALB, LOC117576989|XP_034118065.1|DALB, LOC117576987|XP_034118064.1|DALB
OG0000360	LOC6729581|XP_016036233.1|DSIM, LOC6729577|XP_002104885.2|DSIM, LOC6729579|XP_002104887.1|DSIM, LOC6729578|XP_016036232.1|DSIM, LOC6729580|XP_002104888.3|DSIM	LOC117573973|XP_034113406.1|DALB, LOC117573727|XP_034112988.1|DALB
OG0000361	LOC6727732|XP_002103094.1|DSIM, LOC6726963|XP_016033455.1|DSIM	LOC117565676|XP_034100800.1|DALB
OG0000361	LOC6732148|XP_002079280.1|DSIM	LOC117565673|XP_034100796.1|DALB
OG0000362	LOC6728210|XP_002103559.1|DSIM	LOC117573184|XP_034112059.1|DALB
OG0000362	LOC6739157|XP_016033008.1|DSIM	LOC117568679|XP_034105375.1|DALB
OG0000363	LOC6729631|XP_016036270.1|DSIM	LOC117575649|XP_034115823.1|DALB
OG0000363	LOC6738429|XP_039150310.1|DSIM	LOC117568929|XP_034105731.1|DALB
OG0000364	LOC6736448|XP_039149552.1|DSIM	LOC117567728|XP_034103780.1|DALB, LOC117567729|XP_034103781.1|DALB
OG0000365	LOC6735433|XP_002082373.2|DSIM	LOC117567394|XP_034103236.1|DALB
OG0000365	LOC27208814|XP_016024571.1|DSIM	LOC117566145|XP_034101522.1|DALB
OG0000366	LOC6725659|XP_016038886.1|DSIM	LOC117578282|XP_034119610.1|DALB
OG0000366	LOC6729674|XP_016036336.1|DSIM	LOC117575390|XP_034115456.1|DALB
OG0000367	LOC6737505|XP_002084341.1|DSIM	LOC117568412|XP_034104944.1|DALB
OG0000367	LOC6735257|XP_016028599.1|DSIM	LOC117569812|XP_034107020.1|DALB
OG0000368	LOC6737686|XP_016031449.1|DSIM	LOC117567355|XP_034103180.1|DALB
OG0000368	LOC6737687|XP_002084519.1|DSIM	LOC117567356|XP_034103184.1|DALB
OG0000371	LOC6740061|XP_002076942.2|DSIM	LOC117564180|XP_034098743.1|DALB
OG0000371	LOC6729925|XP_039150587.1|DSIM	LOC117573511|XP_034112630.1|DALB, LOC117569188|XP_034106148.1|DALB
OG0000372	LOC27209094|XP_016025652.1|DSIM, LOC6732963|XP_002080045.1|DSIM, LOC6732966|XP_002080048.1|DSIM, LOC27208808|XP_016025653.1|DSIM	LOC117564011|XP_034098496.1|DALB
OG0000373	LOC6735295|XP_002082255.1|DSIM	LOC117568688|XP_034105389.1|DALB
OG0000375	LOC27208031|XP_016031245.1|DSIM, LOC6737463|XP_002084299.1|DSIM, LOC6737462|XP_002084298.2|DSIM	LOC117567247|XP_034102986.1|DALB, LOC117567246|XP_034102985.1|DALB, LOC117567245|XP_034102984.1|DALB, LOC117567244|XP_034102983.1|DALB, LOC117567248|XP_034102987.1|DALB, LOC117567249|XP_034102988.1|DALB, LOC117567252|XP_034102992.1|DALB
OG0000376	LOC27208950|XP_039153224.1|DSIM	LOC117568119|XP_034104412.1|DALB
OG0000377	LOC6725746|XP_002106746.3|DSIM	LOC117564203|XP_034098784.1|DALB
OG0000377	LOC6728062|XP_016034681.1|DSIM	LOC117571135|XP_034109028.1|DALB
OG0000378	LOC6735000|XP_002081982.1|DSIM	LOC117567006|XP_034102582.1|DALB
OG0000378	LOC6725326|XP_002106343.1|DSIM	LOC117572598|XP_034111402.1|DALB
OG0000379	LOC6733422|XP_002080479.1|DSIM, LOC6733421|XP_016026365.1|DSIM, LOC6739303|XP_002076212.2|DSIM	LOC117566832|XP_034102296.1|DALB
OG0000380	LOC6737010|XP_016030636.1|DSIM	LOC117570332|XP_034107774.1|DALB
OG0000381	LOC6733506|XP_002080562.2|DSIM	LOC117563594|XP_034097872.1|DALB, LOC117563630|XP_034097928.1|DALB, LOC117563599|XP_034097879.1|DALB, LOC117563591|XP_034097867.1|DALB
OG0000381	LOC6731581|XP_016024254.1|DSIM	LOC117564593|XP_034099331.1|DALB
OG0000382	LOC6739139|XP_016032988.2|DSIM	LOC117571255|XP_034109200.1|DALB
OG0000383	LOC6730701|XP_016023138.1|DSIM	LOC117565186|XP_034100079.1|DALB
OG0000383	LOC6739243|XP_016025243.1|DSIM	LOC117564663|XP_034099417.1|DALB
OG0000384	LOC6734012|XP_002081053.1|DSIM	LOC117571100|XP_034108973.1|DALB
OG0000384	LOC6734010|XP_016027038.1|DSIM	LOC117568302|XP_034104736.1|DALB
OG0000385	LOC6725045|XP_039152238.1|DSIM	LOC117577817|XP_034118639.1|DALB
OG0000385	LOC6725046|XP_016038020.1|DSIM	LOC117577818|XP_034118643.1|DALB
OG0000386	LOC6736811|XP_002083667.1|DSIM	LOC117568177|XP_034104503.1|DALB
OG0000386	LOC6730066|XP_002105359.1|DSIM	LOC117575199|XP_034115207.1|DALB
OG0000387	LOC6730682|XP_002077852.1|DSIM, LOC6730683|XP_002077853.1|DSIM, LOC6732316|XP_002079444.1|DSIM, LOC6730684|XP_002077854.1|DSIM	LOC117566169|XP_034101562.1|DALB
OG0000388	LOC6736454|XP_002083325.1|DSIM, LOC6736453|XP_016029998.1|DSIM, LOC6736456|XP_002083327.1|DSIM	LOC117570811|XP_034108561.1|DALB, LOC117571661|XP_034109790.1|DALB, LOC117572166|XP_034110707.1|DALB
OG0000389	LOC27207425|XP_039154269.1|DSIM	LOC117577392|XP_034118191.1|DALB
OG0000389	LOC27208474|XP_039149129.1|DSIM	LOC117570394|XP_034107903.1|DALB
OG0000390	LOC6731921|XP_016024593.1|DSIM	LOC117565866|XP_034101093.1|DALB
OG0000391	LOC6735213|XP_039147928.1|DSIM	LOC117572754|XP_034111729.1|DALB
OG0000391	LOC6735208|XP_016028486.1|DSIM	LOC117570348|XP_034107796.1|DALB
OG0000392	LOC6731078|XP_002078236.1|DSIM	LOC117565444|XP_034100426.1|DALB
OG0000392	LOC6731075|XP_039151124.1|DSIM	LOC117565611|XP_034100706.1|DALB
OG0000393	LOC6732634|XP_039154463.1|DSIM	LOC117563689|XP_034098012.1|DALB
OG0000393	LOC6732636|XP_039154477.1|DSIM	LOC117563690|XP_034098024.1|DALB
OG0000394	LOC6740074|XP_002076955.1|DSIM	LOC117575138|XP_034115139.1|DALB
OG0000394	LOC27207627|XP_016038878.1|DSIM	LOC117575150|XP_034115148.1|DALB
OG0000395	LOC6737752|XP_002084580.3|DSIM	LOC117570546|XP_034108158.1|DALB
OG0000395	LOC6737748|XP_016031522.1|DSIM	LOC117566474|XP_034101896.1|DALB
OG0000395	LOC6737749|XP_016031524.1|DSIM	LOC117566475|XP_034101897.1|DALB
OG0000396	LOC6731380|XP_016023999.1|DSIM, LOC6731379|XP_016023997.1|DSIM, LOC6731378|XP_016023996.1|DSIM, LOC6731381|XP_016024003.1|DSIM	LOC117563219|XP_034097301.1|DALB, LOC117563220|XP_034097303.1|DALB
OG0000397	LOC6739365|XP_016026660.1|DSIM	LOC117571295|XP_034109257.1|DALB, LOC117571290|XP_034109251.1|DALB
OG0000398	LOC6740618|XP_016029130.1|DSIM	LOC117571258|XP_034109211.1|DALB
OG0000399	LOC6729800|XP_016036486.1|DSIM	LOC117576396|XP_034117001.1|DALB
OG0000399	LOC6735791|XP_002082704.1|DSIM	LOC117576395|XP_034117000.1|DALB
OG0000400	LOC6725881|XP_002106877.1|DSIM	LOC117578083|XP_034119135.1|DALB
OG0000401	LOC27208987|XP_016031650.1|DSIM, LOC120285358|XP_039153636.1|DSIM, LOC6726423|XP_039153635.1|DSIM	LOC117578333|XP_034119689.1|DALB
OG0000403	LOC6730103|XP_002105396.2|DSIM	LOC117573582|XP_034112760.1|DALB
OG0000403	LOC6735898|XP_002082808.1|DSIM	LOC117566920|XP_034102431.1|DALB
OG0000404	LOC6730206|XP_039150794.1|DSIM	LOC117575731|XP_034115966.1|DALB
OG0000405	LOC6725057|XP_016038033.1|DSIM	LOC117577770|XP_034118574.1|DALB
OG0000405	LOC6728718|XP_002104054.1|DSIM	LOC117575268|XP_034115294.1|DALB
OG0000406	LOC6738424|XP_002085233.1|DSIM	LOC117567823|XP_034103955.1|DALB
OG0000406	LOC6733963|XP_016027004.1|DSIM	LOC117570598|XP_034108232.1|DALB
OG0000407	LOC6737378|XP_002084216.2|DSIM	LOC117570063|XP_034107388.1|DALB
OG0000407	LOC27209011|XP_016031120.1|DSIM	LOC117572447|XP_034111169.1|DALB
OG0000408	LOC6728258|XP_002103607.1|DSIM	LOC117564231|XP_034098813.1|DALB, LOC117564414|XP_034099037.1|DALB, LOC117564537|XP_034099250.1|DALB
OG0000408	LOC6731091|XP_016023624.1|DSIM	LOC117563853|XP_034098272.1|DALB
OG0000409	LOC6734543|XP_016027660.1|DSIM	LOC117570871|XP_034108654.1|DALB
OG0000409	LOC6733661|XP_016026622.1|DSIM	LOC117570740|XP_034108453.1|DALB
OG0000410	LOC6732624|XP_002079743.1|DSIM, LOC6732625|XP_016025330.1|DSIM, LOC6732626|XP_002079745.1|DSIM	LOC117565316|XP_034100245.1|DALB
OG0000411	LOC27206658|XP_016035586.1|DSIM	LOC117574251|XP_034113871.1|DALB
OG0000411	LOC6731617|XP_002078757.1|DSIM	LOC117564530|XP_034099241.1|DALB
OG0000412	LOC6735362|XP_016028692.1|DSIM	LOC117570393|XP_034107902.1|DALB
OG0000412	LOC6738040|XP_016031863.1|DSIM	LOC117572543|XP_034111304.1|DALB
OG0000413	LOC6728915|XP_002104243.1|DSIM	LOC117575322|XP_034115369.1|DALB
OG0000413	LOC27208983|XP_016033305.1|DSIM	LOC117575308|XP_034115353.1|DALB, LOC117575051|XP_034115024.1|DALB
OG0000414	LOC6733185|XP_002080261.2|DSIM	LOC117567214|XP_034102934.1|DALB
OG0000415	LOC6735616|XP_016028976.1|DSIM	LOC117567067|XP_034102700.1|DALB
OG0000415	LOC6735613|XP_016028973.1|DSIM	LOC117568229|XP_034104593.1|DALB
OG0000416	LOC6739898|XP_002076787.1|DSIM	LOC117572452|XP_034111179.1|DALB
OG0000416	LOC6725681|XP_002106685.1|DSIM	LOC117567180|XP_034102898.1|DALB
OG0000417	LOC6730250|XP_002105533.1|DSIM	LOC117575059|XP_034115031.1|DALB
OG0000418	LOC6726640|XP_039153845.1|DSIM	LOC117566055|XP_034101403.1|DALB
OG0000418	LOC6740200|XP_016039938.2|DSIM	LOC117569727|XP_034106895.1|DALB
OG0000419	LOC6734612|XP_039148453.1|DSIM	LOC117572567|XP_034111338.1|DALB
OG0000421	LOC6732390|XP_016025038.1|DSIM	LOC117563687|XP_034098009.1|DALB
OG0000421	LOC6731371|XP_016023986.1|DSIM	LOC117565567|XP_034100634.1|DALB
OG0000422	LOC6739524|XP_016022793.1|DSIM	LOC117573745|XP_034113016.1|DALB
OG0000423	LOC6735131|XP_002082108.1|DSIM	LOC117568715|XP_034105422.1|DALB
OG0000423	LOC6735130|XP_002082107.1|DSIM	LOC117570125|XP_034107480.1|DALB
OG0000424	LOC27207926|XP_016037149.1|DSIM	LOC117567277|XP_034103034.1|DALB
OG0000424	LOC6735215|XP_002082188.1|DSIM	LOC117570624|XP_034108277.1|DALB
OG0000425	LOC6734817|XP_016028048.1|DSIM	LOC117571691|XP_034109872.1|DALB
OG0000425	LOC6735365|XP_002082312.1|DSIM	LOC117571118|XP_034109005.1|DALB
OG0000426	LOC6733866|XP_016026889.1|DSIM, LOC27207204|XP_039147312.1|DSIM, LOC6733863|XP_039147311.1|DSIM, LOC27207150|XP_039147310.1|DSIM	LOC117568371|XP_034104865.1|DALB, LOC117567641|XP_034103638.1|DALB
OG0000428	LOC6738933|XP_016032766.1|DSIM, LOC6738932|XP_016032764.1|DSIM	LOC117568170|XP_034104494.1|DALB
OG0000428	LOC6738931|XP_002085726.2|DSIM	LOC117568169|XP_034104493.1|DALB
OG0000429	LOC6733988|XP_002081032.1|DSIM	LOC117569375|XP_034106396.1|DALB
OG0000429	LOC6733987|XP_016027020.2|DSIM	LOC117568538|XP_034105147.1|DALB
OG0000430	LOC6727619|XP_002102998.1|DSIM	LOC117574689|XP_034114486.1|DALB
OG0000433	LOC6740186|XP_016039875.1|DSIM	LOC117575919|XP_034116268.1|DALB
OG0000433	LOC6736938|XP_002083785.1|DSIM	LOC117572721|XP_034111674.1|DALB
OG0000434	LOC6729870|XP_002105173.1|DSIM	LOC117573374|XP_034112402.1|DALB
OG0000435	LOC6725568|XP_002106579.2|DSIM	LOC117567736|XP_034103812.1|DALB
OG0000438	LOC6738691|XP_002085493.1|DSIM, LOC6730172|XP_016036931.1|DSIM	LOC117573307|XP_034112303.1|DALB
OG0000439	LOC6731565|XP_039148450.1|DSIM	LOC117565270|XP_034100188.1|DALB
OG0000439	LOC6738019|XP_016031818.1|DSIM	LOC117571111|XP_034108985.1|DALB
OG0000440	LOC6735704|XP_002082620.2|DSIM	LOC117570223|XP_034107613.1|DALB
OG0000440	LOC6734287|XP_002081316.1|DSIM	LOC117567896|XP_034104059.1|DALB
OG0000441	LOC6735557|XP_002082477.1|DSIM	LOC117570102|XP_034107450.1|DALB
OG0000441	LOC6735558|XP_002082478.1|DSIM	LOC117569290|XP_034106286.1|DALB
OG0000442	LOC6736676|XP_039149855.1|DSIM	LOC117568984|XP_034105842.1|DALB
OG0000443	LOC6736236|XP_002083130.2|DSIM	LOC117569537|XP_034106631.1|DALB
OG0000443	LOC6736235|XP_002083129.2|DSIM	LOC117570957|XP_034108783.1|DALB
OG0000444	LOC6731547|XP_002078692.1|DSIM	LOC117564594|XP_034099337.1|DALB
OG0000444	LOC6731549|XP_016024219.1|DSIM	LOC117564527|XP_034099239.1|DALB
OG0000446	LOC27208073|XP_016039459.1|DSIM	LOC117575905|XP_034116240.1|DALB
OG0000446	LOC27208799|XP_039148220.1|DSIM	LOC117569928|XP_034107178.1|DALB
OG0000448	LOC6730303|XP_002105586.1|DSIM	LOC117576233|XP_034116742.1|DALB
OG0000448	LOC6730306|XP_002105589.2|DSIM	LOC117564935|XP_034099780.1|DALB
OG0000449	LOC6738491|XP_016032337.1|DSIM	LOC117572037|XP_034110488.1|DALB
OG0000449	LOC27206496|XP_016025567.1|DSIM	LOC117564461|XP_034099137.1|DALB
OG0000450	LOC6725615|XP_039153373.1|DSIM	LOC117578232|XP_034119507.1|DALB
OG0000450	LOC6726282|XP_016039800.1|DSIM	LOC117566468|XP_034101893.1|DALB
OG0000451	LOC27207003|XP_016037668.2|DSIM	LOC117577647|XP_034118420.1|DALB
OG0000451	LOC27207524|XP_016037663.1|DSIM	LOC117577648|XP_034118423.1|DALB
OG0000454	LOC6726913|XP_002102315.2|DSIM, LOC6736394|XP_002083266.1|DSIM	LOC117563716|XP_034098064.1|DALB, LOC117565191|XP_034100086.1|DALB
OG0000456	LOC6724709|XP_016037468.1|DSIM	LOC117573143|XP_034111972.1|DALB
OG0000456	LOC6732311|XP_039147151.1|DSIM	LOC117563277|XP_034097400.1|DALB
OG0000457	LOC6731599|XP_016024274.1|DSIM	LOC117565212|XP_034100110.1|DALB
OG0000457	LOC6731206|XP_016023750.1|DSIM	LOC117564515|XP_034099226.1|DALB
OG0000458	LOC6732128|XP_016024795.1|DSIM	LOC117563861|XP_034098286.1|DALB
OG0000460	LOC6730581|XP_002077760.1|DSIM	LOC117565458|XP_034100451.1|DALB
OG0000462	LOC6727464|XP_002102844.1|DSIM	LOC117575942|XP_034116293.1|DALB
OG0000462	LOC6727462|XP_002102842.1|DSIM	LOC117575940|XP_034116292.1|DALB
OG0000463	LOC6739765|XP_002076658.2|DSIM	LOC117574386|XP_034114111.1|DALB
OG0000463	LOC6726612|XP_002107561.2|DSIM, LOC27208749|XP_016035888.1|DSIM	LOC117574482|XP_034114210.1|DALB, LOC117574479|XP_034114208.1|DALB, LOC117574478|XP_034114207.1|DALB
OG0000464	LOC6732126|XP_016024789.1|DSIM	LOC117563862|XP_034098309.1|DALB
OG0000464	LOC6730693|XP_016023120.1|DSIM	LOC117566161|XP_034101552.1|DALB
OG0000465	LOC6729455|XP_039151173.1|DSIM	LOC117576223|XP_034116725.1|DALB
OG0000465	LOC6729454|XP_016036128.1|DSIM	LOC117576222|XP_034116722.1|DALB
OG0000466	LOC6725675|XP_039152393.1|DSIM	LOC117570655|XP_034108330.1|DALB
OG0000466	LOC27206536|XP_016022876.1|DSIM	LOC117564787|XP_034099588.1|DALB
OG0000467	LOC6733345|XP_039148295.1|DSIM	LOC117571055|XP_034108913.1|DALB
OG0000467	LOC6733330|XP_016026243.2|DSIM	LOC117568018|XP_034104237.1|DALB
OG0000468	LOC27206161|XP_016027062.1|DSIM	LOC117571922|XP_034110294.1|DALB
OG0000469	LOC6732081|XP_039147055.1|DSIM	LOC117565858|XP_034101077.1|DALB
OG0000469	LOC6732078|XP_039146920.1|DSIM	LOC117565982|XP_034101278.1|DALB
OG0000470	LOC6739070|XP_039150244.1|DSIM	LOC117567360|XP_034103189.1|DALB
OG0000470	LOC6738890|XP_016032712.2|DSIM	LOC117570696|XP_034108390.1|DALB
OG0000471	LOC6739603|XP_002076499.2|DSIM	LOC117571140|XP_034109033.1|DALB
OG0000471	LOC6730706|XP_002077876.2|DSIM	LOC117564774|XP_034099564.1|DALB
OG0000473	LOC6725517|XP_002106530.1|DSIM	LOC117578220|XP_034119485.1|DALB
OG0000473	LOC27207893|XP_016037795.1|DSIM	LOC117573572|XP_034112789.1|DALB
OG0000474	LOC6726201|XP_002107176.1|DSIM	LOC117567868|XP_034104029.1|DALB
OG0000474	LOC6737659|XP_016031424.1|DSIM	LOC117568378|XP_034104876.1|DALB
OG0000475	LOC6729081|XP_016035728.1|DSIM	LOC117575976|XP_034116347.1|DALB
OG0000475	LOC6729082|XP_002104403.2|DSIM	LOC117568537|XP_034105146.1|DALB, LOC117575974|XP_034116343.1|DALB
OG0000476	LOC6728789|XP_002104124.1|DSIM	LOC117574092|XP_034113618.1|DALB
OG0000476	LOC6728788|XP_016035478.1|DSIM	LOC117574302|XP_034113999.1|DALB
OG0000477	LOC6728990|XP_002104312.2|DSIM	LOC117576734|XP_034117651.1|DALB
OG0000477	LOC6728989|XP_002104311.1|DSIM	LOC117576735|XP_034117653.1|DALB
OG0000478	LOC6740109|XP_002076994.1|DSIM	LOC117577931|XP_034118825.1|DALB
OG0000478	LOC6729726|XP_002105032.1|DSIM	LOC117574156|XP_034113728.1|DALB
OG0000479	LOC6728810|XP_002104144.1|DSIM, LOC6728811|XP_002104145.1|DSIM	LOC117576315|XP_034116861.1|DALB
OG0000480	LOC6730757|XP_016023173.1|DSIM	LOC117564375|XP_034098985.1|DALB
OG0000480	LOC6730755|XP_002077923.2|DSIM	LOC117564374|XP_034098982.1|DALB
OG0000482	LOC6728411|XP_002103758.1|DSIM	LOC117576116|XP_034116565.1|DALB
OG0000482	LOC6727405|XP_002102790.1|DSIM	LOC117576192|XP_034116676.1|DALB
OG0000483	LOC6729405|XP_002104720.1|DSIM	LOC117574894|XP_034114822.1|DALB
OG0000483	LOC27206920|XP_016036051.1|DSIM	LOC117573301|XP_034112297.1|DALB
OG0000484	LOC6727458|XP_039151565.1|DSIM	LOC117575936|XP_034116287.1|DALB
OG0000484	LOC6727460|XP_016034056.1|DSIM	LOC117576719|XP_034117630.1|DALB
OG0000485	LOC6738562|XP_016032422.1|DSIM	LOC117568025|XP_034104248.1|DALB
OG0000485	LOC6738563|XP_002085368.1|DSIM	LOC117570784|XP_034108516.1|DALB, LOC117570783|XP_034108515.1|DALB, LOC117570785|XP_034108517.1|DALB
OG0000486	LOC6735909|XP_016029260.1|DSIM	LOC117568199|XP_034104555.1|DALB
OG0000486	LOC6735907|XP_016029258.1|DSIM	LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB
OG0000487	LOC27209334|XP_016027590.1|DSIM	LOC117572563|XP_034111331.1|DALB
OG0000487	LOC27209106|XP_016027589.1|DSIM	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB
OG0000489	LOC27206627|XP_016037155.1|DSIM	LOC117576379|XP_034116968.1|DALB
OG0000489	LOC6740080|XP_016038891.1|DSIM	LOC117567573|XP_034103540.1|DALB
OG0000490	LOC6725028|XP_016037976.1|DSIM	LOC117578022|XP_034119012.1|DALB
OG0000490	LOC6726609|XP_039152566.1|DSIM	LOC117574832|XP_034114709.1|DALB
OG0000491	LOC6734068|XP_002081103.1|DSIM, LOC6734069|XP_002081104.1|DSIM	LOC117567551|XP_034103500.1|DALB
OG0000492	LOC6733706|XP_016026674.1|DSIM	LOC117569977|XP_034107244.1|DALB
OG0000492	LOC6732477|XP_002079597.1|DSIM	LOC117564509|XP_034099216.1|DALB
OG0000493	LOC6729918|XP_002105220.1|DSIM, LOC6729917|XP_002105219.1|DSIM	LOC117577907|XP_034118795.1|DALB, LOC117574440|XP_034114172.1|DALB, LOC117577876|XP_034118725.1|DALB, LOC117574451|XP_034114183.1|DALB
OG0000494	LOC6729545|XP_039150348.1|DSIM	LOC117566912|XP_034102427.1|DALB, LOC117575488|XP_034115614.1|DALB
OG0000494	LOC6732394|XP_016025045.1|DSIM	LOC117563507|XP_034097772.1|DALB
OG0000495	LOC6725339|XP_002106356.2|DSIM	LOC117570390|XP_034107900.1|DALB
OG0000495	LOC6734661|XP_016027852.1|DSIM	LOC117570750|XP_034108463.1|DALB
OG0000496	LOC6731116|XP_016023655.1|DSIM	LOC117566054|XP_034101400.1|DALB
OG0000496	LOC6732130|XP_039152868.1|DSIM	LOC117565995|XP_034101305.1|DALB
OG0000497	LOC6731319|XP_016023891.1|DSIM	LOC117565266|XP_034100182.1|DALB
OG0000497	LOC6731320|XP_039147220.1|DSIM	LOC117564629|XP_034099376.1|DALB
OG0000498	LOC6729410|XP_039151136.1|DSIM	LOC117573306|XP_034112302.1|DALB
OG0000498	LOC27208577|XP_016036059.1|DSIM	LOC117575291|XP_034115329.1|DALB
OG0000499	LOC6734630|XP_002081638.2|DSIM	LOC117566916|XP_034102428.1|DALB
OG0000499	LOC27207475|XP_016037878.1|DSIM	LOC117578361|XP_034119695.1|DALB
OG0000500	LOC6738567|XP_002085372.1|DSIM	LOC117568873|XP_034105654.1|DALB
OG0000500	LOC6738565|XP_016032423.1|DSIM	LOC117568872|XP_034105653.1|DALB
OG0000502	LOC6735498|XP_002082437.1|DSIM	LOC117570858|XP_034108629.1|DALB
OG0000503	LOC6735817|XP_016029196.1|DSIM, LOC6735815|XP_002082725.3|DSIM, LOC6735816|XP_016029195.1|DSIM	LOC117566793|XP_034102227.1|DALB
OG0000504	LOC6738379|XP_002085188.2|DSIM	LOC117570036|XP_034107352.1|DALB
OG0000505	LOC6724999|XP_016037951.1|DSIM	LOC117573327|XP_034112331.1|DALB
OG0000505	LOC6724994|XP_039154067.1|DSIM	LOC117571310|XP_034109279.1|DALB
OG0000506	LOC6729559|XP_002104867.1|DSIM	LOC117573661|XP_034112880.1|DALB
