Orthogroup	DSIM.longest_only	DSEC.longest_only
OG0000451	LOC27207524|XP_016037663.1|DSIM	LOC6615990|XP_032582121.1|DSEC
OG0000453	LOC6728163|XP_002103513.1|DSIM	LOC6606463|XP_002031266.2|DSEC
OG0000453	LOC6728164|XP_016034771.1|DSIM	LOC6606466|XP_002031269.1|DSEC
OG0000454	LOC6726913|XP_002102315.2|DSIM	LOC6614057|XP_002038511.1|DSEC
OG0000454	LOC6736394|XP_002083266.1|DSIM	LOC6610386|XP_002034968.1|DSEC
OG0000455	LOC6734192|XP_016027223.1|DSIM	LOC6608874|XP_032571360.1|DSEC
OG0000455	LOC6734191|XP_002081220.3|DSIM	LOC6608873|XP_032571362.1|DSEC
OG0000455	LOC6734190|XP_039148085.1|DSIM	LOC6608872|XP_032570664.1|DSEC
OG0000456	LOC6724709|XP_016037468.1|DSIM	LOC6620122|XP_032579973.1|DSEC
OG0000456	LOC6732311|XP_039147151.1|DSIM	LOC6611257|XP_032571490.1|DSEC
OG0000457	LOC6731599|XP_016024274.1|DSIM	LOC6611780|XP_032583320.1|DSEC
OG0000457	LOC6731206|XP_016023750.1|DSIM	LOC6613620|XP_032574431.1|DSEC
OG0000458	LOC6732128|XP_016024795.1|DSIM	LOC6617773|XP_032583419.1|DSEC
OG0000460	LOC6730581|XP_002077760.1|DSIM	LOC6617384|XP_002041709.2|DSEC
OG0000462	LOC6727464|XP_002102844.1|DSIM	LOC6619083|XP_002043323.1|DSEC
OG0000462	LOC6727463|XP_016034059.1|DSIM	LOC6619082|XP_002043322.2|DSEC
OG0000462	LOC6727462|XP_002102842.1|DSIM	LOC6619081|XP_002043321.1|DSEC
OG0000463	LOC6739765|XP_002076658.2|DSIM	LOC6607579|XP_002032348.2|DSEC
OG0000463	LOC6726612|XP_002107561.2|DSIM	LOC6615246|XP_032580020.1|DSEC
OG0000463	LOC27208749|XP_016035888.1|DSIM	LOC6607580|XP_032579337.1|DSEC
OG0000464	LOC6732127|XP_016024790.1|DSIM	LOC6617772|XP_032583432.1|DSEC
OG0000464	LOC6732126|XP_016024789.1|DSIM	LOC6617771|XP_032571069.1|DSEC
OG0000464	LOC6730693|XP_016023120.1|DSIM	LOC6613080|XP_002037563.2|DSEC
OG0000465	LOC6729455|XP_039151173.1|DSIM	LOC116801643|XP_032578373.1|DSEC
OG0000465	LOC6729454|XP_016036128.1|DSIM	LOC6607792|XP_032576372.1|DSEC
OG0000466	LOC6725675|XP_039152393.1|DSIM	LOC6619860|XP_032581501.1|DSEC
OG0000466	LOC27206536|XP_016022876.1|DSIM	LOC6617203|XP_002041530.1|DSEC
OG0000467	LOC6733345|XP_039148295.1|DSIM	LOC6607968|XP_032570033.1|DSEC
OG0000467	LOC6733330|XP_016026243.2|DSIM	LOC6607951|XP_002032699.2|DSEC
OG0000468	LOC6730365|XP_016037139.1|DSIM	LOC6619517|XP_032578733.1|DSEC
OG0000468	LOC27206161|XP_016027062.1|DSIM	LOC6608727|XP_002033450.2|DSEC
OG0000469	LOC6732081|XP_039147055.1|DSIM	LOC6617731|XP_032569998.1|DSEC
OG0000469	LOC6732078|XP_039146920.1|DSIM	LOC6617729|XP_032569951.1|DSEC
OG0000470	LOC6739070|XP_039150244.1|DSIM	LOC116801223|XP_032575317.1|DSEC
OG0000470	LOC6738890|XP_016032712.2|DSIM	LOC6616337|XP_002040697.1|DSEC
OG0000471	LOC6739603|XP_002076499.2|DSIM	LOC6610390|XP_032575814.1|DSEC
OG0000471	LOC6730706|XP_002077876.2|DSIM	LOC6613093|XP_002037576.1|DSEC
OG0000473	LOC6725517|XP_002106530.1|DSIM	LOC6621160|XP_002045335.2|DSEC
OG0000473	LOC27207893|XP_016037795.1|DSIM	LOC6616114|XP_032580380.1|DSEC
OG0000474	LOC6726201|XP_002107176.1|DSIM	LOC6618009|XP_002042317.1|DSEC
OG0000474	LOC6737659|XP_016031424.1|DSIM	LOC6605267|XP_032574250.1|DSEC
OG0000475	LOC6729081|XP_016035728.1|DSIM	LOC6607407|XP_002032180.1|DSEC
OG0000475	LOC6729082|XP_002104403.2|DSIM	LOC6607408|XP_002032181.2|DSEC
OG0000476	LOC6728789|XP_002104124.1|DSIM	LOC6607110|XP_002031898.1|DSEC
OG0000476	LOC6728788|XP_016035478.1|DSIM	LOC6607109|XP_032576894.1|DSEC
OG0000477	LOC6728990|XP_002104312.2|DSIM	LOC6607320|XP_002032094.1|DSEC
OG0000477	LOC6728989|XP_002104311.1|DSIM	LOC6607319|XP_002032093.1|DSEC
OG0000478	LOC6740109|XP_002076994.1|DSIM	LOC6618425|XP_002042695.2|DSEC
OG0000478	LOC6729726|XP_002105032.1|DSIM	LOC6617033|XP_002041361.2|DSEC
OG0000479	LOC6728810|XP_002104144.1|DSIM	LOC6607134|XP_002031920.1|DSEC
OG0000479	LOC6728811|XP_002104145.1|DSIM	LOC6607135|XP_032577633.1|DSEC
OG0000480	LOC6730757|XP_016023173.1|DSIM	LOC6613139|XP_002037620.1|DSEC
OG0000480	LOC6730755|XP_002077923.2|DSIM	LOC6613137|XP_002037618.1|DSEC
OG0000481	LOC120284939|XP_039150472.1|DSIM, LOC120285016|XP_039151105.1|DSIM, LOC120284845|XP_039150315.1|DSIM	LOC116800294|XP_032570089.1|DSEC, LOC116800605|XP_032572363.1|DSEC, LOC116801124|XP_032574756.1|DSEC
OG0000482	LOC6728411|XP_002103758.1|DSIM	LOC6606716|XP_002031515.1|DSEC
OG0000482	LOC6727405|XP_002102790.1|DSIM	LOC6621004|XP_032577425.1|DSEC, LOC6619028|XP_002043273.1|DSEC, LOC116801500|XP_032577424.1|DSEC
OG0000483	LOC6729405|XP_002104720.1|DSIM	LOC6607741|XP_002032504.1|DSEC
OG0000483	LOC27206920|XP_016036051.1|DSIM	LOC6607742|XP_032578824.1|DSEC
OG0000484	LOC6727458|XP_039151565.1|DSIM	LOC6619078|XP_032576478.1|DSEC
OG0000484	LOC6727460|XP_016034056.1|DSIM	LOC6619079|XP_002043319.1|DSEC
OG0000485	LOC6738562|XP_016032422.1|DSIM	LOC6618306|XP_002042579.2|DSEC
OG0000485	LOC6738563|XP_002085368.1|DSIM	LOC6618307|XP_032575115.1|DSEC
OG0000486	LOC6735909|XP_016029260.1|DSIM	LOC6615747|XP_032571061.1|DSEC
OG0000486	LOC6735907|XP_016029258.1|DSIM	LOC6615745|XP_032571066.1|DSEC
OG0000487	LOC27209334|XP_016027590.1|DSIM	LOC116800579|XP_032572221.1|DSEC
OG0000487	LOC27209106|XP_016027589.1|DSIM	LOC116800310|XP_032570260.1|DSEC
OG0000488	LOC6732791|XP_016025502.1|DSIM	LOC6614664|XP_032583600.1|DSEC
OG0000489	LOC27206627|XP_016037155.1|DSIM	LOC6619535|XP_002043750.1|DSEC
OG0000489	LOC6740080|XP_016038891.1|DSIM	LOC6617649|XP_002041962.2|DSEC
OG0000490	LOC6725028|XP_016037976.1|DSIM	LOC6612581|XP_002037086.1|DSEC
OG0000490	LOC6726609|XP_039152566.1|DSIM	LOC6615244|XP_032581623.1|DSEC
OG0000491	LOC6734068|XP_002081103.1|DSIM	LOC6608737|XP_002033460.1|DSEC
OG0000491	LOC6734069|XP_002081104.1|DSIM	LOC6608738|XP_002033461.1|DSEC
OG0000492	LOC6733706|XP_016026674.1|DSIM	LOC6608344|XP_002033081.1|DSEC
OG0000492	LOC6732477|XP_002079597.1|DSIM	LOC6613658|XP_002038128.1|DSEC
OG0000493	LOC6729918|XP_002105220.1|DSIM	LOC6618752|XP_002043010.1|DSEC
OG0000493	LOC6729917|XP_002105219.1|DSIM	LOC6618751|XP_002043009.1|DSEC
OG0000494	LOC6729545|XP_039150348.1|DSIM	LOC6619660|XP_002043875.2|DSEC
OG0000494	LOC6732394|XP_016025045.1|DSIM	LOC6611332|XP_002035879.1|DSEC
OG0000495	LOC6725339|XP_002106356.2|DSIM	LOC6618960|XP_002043205.2|DSEC
OG0000495	LOC6734661|XP_016027852.1|DSIM	LOC6609332|XP_032572100.1|DSEC
OG0000496	LOC6731116|XP_016023655.1|DSIM	LOC6613525|XP_032583242.1|DSEC
OG0000496	LOC6732130|XP_039152868.1|DSIM	LOC6617774|XP_002042086.1|DSEC
OG0000497	LOC6731319|XP_016023891.1|DSIM	LOC6611499|XP_032583126.1|DSEC
OG0000497	LOC6731320|XP_039147220.1|DSIM	LOC6611500|XP_032580667.1|DSEC
OG0000498	LOC6729410|XP_039151136.1|DSIM	LOC6607747|XP_032577724.1|DSEC
OG0000498	LOC27208577|XP_016036059.1|DSIM	LOC6607749|XP_002032512.1|DSEC
OG0000499	LOC6734630|XP_002081638.2|DSIM	LOC6609298|XP_032570449.1|DSEC
OG0000499	LOC27207475|XP_016037878.1|DSIM	LOC6616159|XP_032581091.1|DSEC
OG0000500	LOC6738567|XP_002085372.1|DSIM	LOC6618311|XP_002042584.1|DSEC
OG0000500	LOC6738565|XP_016032423.1|DSIM	LOC6618309|XP_002042582.1|DSEC
OG0000501	LOC6731666|XP_002078806.1|DSIM	LOC6611847|XP_002036369.2|DSEC
OG0000502	LOC6735498|XP_002082437.1|DSIM	LOC6615313|XP_002039717.1|DSEC
OG0000503	LOC6735815|XP_002082725.3|DSIM	LOC6615652|XP_032573025.1|DSEC
OG0000503	LOC6735816|XP_016029195.1|DSIM	LOC6615653|XP_002040024.1|DSEC
OG0000504	LOC6738379|XP_002085188.2|DSIM	LOC6606006|XP_002030817.1|DSEC
OG0000505	LOC6724999|XP_016037951.1|DSIM	LOC6616219|XP_032581074.1|DSEC
OG0000505	LOC6724994|XP_039154067.1|DSIM	LOC6616217|XP_002040582.1|DSEC
OG0000506	LOC6729559|XP_002104867.1|DSIM	LOC6619677|XP_002043892.1|DSEC
OG0000506	LOC6729560|XP_016036228.1|DSIM	LOC6619678|XP_002043893.2|DSEC
OG0000507	LOC6725622|XP_016038817.1|DSIM	LOC6617587|XP_002041900.1|DSEC
OG0000507	LOC6725623|XP_016038818.1|DSIM	LOC6617588|XP_032582491.1|DSEC
OG0000508	LOC6736335|XP_016029810.2|DSIM	LOC6610318|XP_032574573.1|DSEC
OG0000508	LOC6736194|XP_016029625.1|DSIM	LOC6610131|XP_032575239.1|DSEC
OG0000509	LOC6734784|XP_016027983.1|DSIM	LOC6609457|XP_032571018.1|DSEC
OG0000509	LOC6734768|XP_039148831.1|DSIM	LOC6609443|XP_032571271.1|DSEC
OG0000510	LOC6734438|XP_002081458.1|DSIM	LOC6609096|XP_002033799.1|DSEC
OG0000510	LOC6734439|XP_016027546.1|DSIM	LOC6609097|XP_002033800.1|DSEC
OG0000511	LOC6732558|XP_002079677.1|DSIM	LOC6614426|XP_002038859.1|DSEC
OG0000511	LOC6732559|XP_016025241.1|DSIM	LOC6614427|XP_002038860.1|DSEC
OG0000512	LOC6731946|XP_002079081.1|DSIM	LOC6612123|XP_002036640.1|DSEC
OG0000512	LOC6737709|XP_002084541.2|DSIM	LOC6605330|XP_002030167.1|DSEC
OG0000513	LOC6739277|XP_016026129.1|DSIM	LOC6607878|XP_002032632.1|DSEC
OG0000513	LOC6732762|XP_002079875.1|DSIM	LOC6614637|XP_002039064.1|DSEC
OG0000514	LOC6732113|XP_016024784.1|DSIM	LOC6617758|XP_002042070.1|DSEC
OG0000514	LOC6732109|XP_016024780.2|DSIM	LOC6617757|XP_032576400.1|DSEC
OG0000515	LOC6724738|XP_016037401.2|DSIM	LOC6620106|XP_002044318.2|DSEC
OG0000515	LOC27207145|XP_016032111.1|DSIM	LOC6605870|XP_002030684.1|DSEC
OG0000516	LOC6740132|XP_016039324.1|DSIM	LOC6619563|XP_002043778.1|DSEC
OG0000516	LOC6725967|XP_002106950.1|DSIM	LOC6619562|XP_002043777.1|DSEC
OG0000517	LOC6738221|XP_002085033.1|DSIM	LOC6605846|XP_002030660.1|DSEC
OG0000517	LOC6738222|XP_002085034.1|DSIM	LOC6605847|XP_002030661.1|DSEC
OG0000518	LOC6737253|XP_002084093.1|DSIM	LOC116801260|XP_032575509.1|DSEC
OG0000519	LOC6739635|XP_002076529.1|DSIM	LOC6605279|XP_002030117.1|DSEC
OG0000519	LOC27208485|XP_016031428.1|DSIM	LOC6605278|XP_002030116.1|DSEC
OG0000521	LOC6726375|XP_002107334.2|DSIM	LOC6614904|XP_002039321.2|DSEC
OG0000521	LOC6726369|XP_016022763.1|DSIM	LOC6614900|XP_032581553.1|DSEC
OG0000522	LOC6727077|XP_002102474.1|DSIM	LOC6614237|XP_032577627.1|DSEC
OG0000522	LOC6726119|XP_016039610.1|DSIM	LOC6617905|XP_002042216.1|DSEC
OG0000523	LOC6729532|XP_016036205.1|DSIM	LOC6619646|XP_002043861.1|DSEC
OG0000523	LOC6739891|XP_016040228.1|DSIM	LOC6615183|XP_002039599.2|DSEC
OG0000524	LOC6729150|XP_002104471.1|DSIM	LOC6607484|XP_032579526.1|DSEC
OG0000524	LOC6728643|XP_016035272.2|DSIM	LOC6606951|XP_002031745.2|DSEC
OG0000525	LOC6733674|XP_016026647.1|DSIM	LOC6608312|XP_032570378.1|DSEC
OG0000525	LOC6733673|XP_002080720.2|DSIM	LOC6608310|XP_002033047.1|DSEC
OG0000526	LOC6732852|XP_002079962.1|DSIM	LOC6614723|XP_002039147.1|DSEC
OG0000526	LOC6735353|XP_002082300.1|DSIM	LOC6610043|XP_002034659.1|DSEC
OG0000527	LOC6730936|XP_016023386.1|DSIM	LOC6613308|XP_002037785.1|DSEC
OG0000527	LOC6730930|XP_039154443.1|DSIM	LOC6613302|XP_032570029.1|DSEC
OG0000528	LOC6730848|XP_002078012.1|DSIM	LOC6613230|XP_002037707.1|DSEC
OG0000529	LOC6730711|XP_002077881.1|DSIM	LOC6613100|XP_002037583.1|DSEC
OG0000529	LOC6731057|XP_016023577.1|DSIM	LOC6613459|XP_002037931.2|DSEC
OG0000530	LOC6737598|XP_016031381.2|DSIM	LOC6605204|XP_032574036.1|DSEC
OG0000530	LOC6736444|XP_002083315.1|DSIM	LOC6610437|XP_002035018.1|DSEC
OG0000531	LOC6739542|XP_016025848.1|DSIM	LOC6620648|XP_002044850.1|DSEC
OG0000531	LOC6732663|XP_002079780.1|DSIM	LOC6614537|XP_002038968.1|DSEC
OG0000532	LOC6727358|XP_002102743.2|DSIM	LOC6619285|XP_032579013.1|DSEC
OG0000532	LOC27208740|XP_016033896.2|DSIM	LOC6619283|XP_002043500.1|DSEC
OG0000533	LOC27206330|XP_016040259.1|DSIM	LOC6615221|XP_002039627.1|DSEC
OG0000533	LOC6728910|XP_002104240.1|DSIM	LOC6607240|XP_002032021.1|DSEC
OG0000534	LOC6725839|XP_016039160.1|DSIM	LOC6618644|XP_032580736.1|DSEC
OG0000534	LOC6732376|XP_016025030.1|DSIM	LOC6611318|XP_032579051.1|DSEC
OG0000535	LOC6733869|XP_016026891.1|DSIM	LOC6608516|XP_032570853.1|DSEC
OG0000535	LOC6733513|XP_002080568.1|DSIM	LOC6608137|XP_002032883.1|DSEC
OG0000536	LOC6736884|XP_039150033.1|DSIM	LOC6610883|XP_002035446.2|DSEC
OG0000537	LOC6739283|XP_016026253.1|DSIM	LOC6607975|XP_002032723.1|DSEC
OG0000538	LOC27207969|XP_016028250.1|DSIM	LOC6609627|XP_032572257.1|DSEC
OG0000538	LOC27206155|XP_016026571.1|DSIM	LOC6608245|XP_032572515.1|DSEC
OG0000539	LOC6729697|XP_002105003.1|DSIM	LOC6617004|XP_002041332.1|DSEC
OG0000539	LOC6729698|XP_002105004.1|DSIM	LOC6617005|XP_002041333.1|DSEC
OG0000540	LOC27206844|XP_016025692.1|DSIM	LOC6618213|XP_002042488.2|DSEC
OG0000540	LOC6733012|XP_002080091.1|DSIM	LOC6618211|XP_002042486.1|DSEC
OG0000541	LOC6735094|XP_002082071.1|DSIM	LOC6609774|XP_002034428.1|DSEC
OG0000541	LOC6735093|XP_016028367.1|DSIM	LOC6609773|XP_002034427.1|DSEC
OG0000542	LOC6729614|XP_016036256.1|DSIM	LOC6619725|XP_032578121.1|DSEC
OG0000542	LOC27209038|XP_016037300.1|DSIM	LOC6619466|XP_002043681.1|DSEC
OG0000543	LOC6729227|XP_016035879.1|DSIM	LOC6607571|XP_002032340.2|DSEC
OG0000543	LOC6739313|XP_016026414.1|DSIM	LOC6608089|XP_002032837.2|DSEC
OG0000544	LOC6737052|XP_002083899.1|DSIM	LOC6611067|XP_002035624.1|DSEC
OG0000544	LOC6727141|XP_016033622.1|DSIM	LOC6614303|XP_032578744.1|DSEC
OG0000545	LOC6727725|XP_016034301.1|DSIM	LOC6616773|XP_002041110.1|DSEC
OG0000545	LOC6727721|XP_016034296.1|DSIM	LOC6616768|XP_032578046.1|DSEC
OG0000546	LOC6728042|XP_002103394.1|DSIM	LOC6606337|XP_002031142.1|DSEC
OG0000546	LOC27208712|XP_016022700.1|DSIM	LOC6618470|XP_002042740.1|DSEC
OG0000547	LOC6740073|XP_016038882.1|DSIM	LOC6617635|XP_002041948.1|DSEC
OG0000547	LOC6738141|XP_002084954.1|DSIM	LOC6605770|XP_002030585.1|DSEC
OG0000547	LOC6730714|XP_002077884.2|DSIM	LOC6613102|XP_002037585.1|DSEC
OG0000548	LOC6738972|XP_002085767.2|DSIM	LOC6616417|XP_002040777.1|DSEC
OG0000548	LOC6738971|XP_016032799.2|DSIM	LOC6616416|XP_032574201.1|DSEC
OG0000549	LOC6735914|XP_016029271.1|DSIM	LOC6615753|XP_002040124.1|DSEC
OG0000550	LOC6736212|XP_016029656.1|DSIM	LOC6610148|XP_032574525.1|DSEC
OG0000550	LOC27206957|XP_016029658.2|DSIM	LOC116800986|XP_032573901.1|DSEC
OG0000551	LOC6734679|XP_039147993.1|DSIM	LOC6609348|XP_032570533.1|DSEC
OG0000552	LOC6730180|XP_002105471.1|DSIM	LOC6612820|XP_032577155.1|DSEC
OG0000552	LOC6730179|XP_002105470.1|DSIM	LOC6612819|XP_032578341.1|DSEC
OG0000553	LOC6731672|XP_002078812.1|DSIM	LOC6611853|XP_002036375.2|DSEC
OG0000554	LOC6729254|XP_002104574.2|DSIM	LOC6607596|XP_002032364.1|DSEC
OG0000554	LOC6729255|XP_002104575.1|DSIM	LOC6607597|XP_002032365.1|DSEC
OG0000555	LOC6739592|XP_002076488.1|DSIM	LOC6610192|XP_002034800.1|DSEC
OG0000555	LOC6736611|XP_039149447.1|DSIM	LOC6610605|XP_032575778.1|DSEC
OG0000556	LOC6726221|XP_002107196.1|DSIM	LOC6618031|XP_002042339.2|DSEC
OG0000556	LOC6727909|XP_002103264.1|DSIM	LOC6606203|XP_002031011.1|DSEC
OG0000557	LOC6728408|XP_002103755.1|DSIM	LOC6606713|XP_002031512.1|DSEC
OG0000557	LOC6728409|XP_016035005.2|DSIM	LOC6606714|XP_002031513.1|DSEC
OG0000558	LOC6727893|XP_016034500.1|DSIM	LOC6606187|XP_032578203.1|DSEC
OG0000558	LOC6725385|XP_002106402.1|DSIM	LOC116802198|XP_032581738.1|DSEC
OG0000559	LOC6728670|XP_016035331.1|DSIM	LOC6606980|XP_032576993.1|DSEC
OG0000559	LOC6738133|XP_002084946.1|DSIM	LOC6605764|XP_002030579.1|DSEC
OG0000560	LOC6733368|XP_016026282.1|DSIM	LOC6607994|XP_002032742.1|DSEC
OG0000560	LOC6733366|XP_002080423.1|DSIM	LOC6607993|XP_002032741.1|DSEC
OG0000561	LOC6737822|XP_016031601.1|DSIM	LOC6605441|XP_002030274.1|DSEC
OG0000561	LOC6737818|XP_002084646.1|DSIM	LOC6605438|XP_002030271.1|DSEC
OG0000562	LOC6737667|XP_002084499.1|DSIM	LOC6605276|XP_002030114.1|DSEC
OG0000562	LOC6737647|XP_002084479.2|DSIM	LOC6605253|XP_002030091.2|DSEC
OG0000563	LOC6737887|XP_002084715.2|DSIM	LOC6605508|XP_032574444.1|DSEC
OG0000564	LOC6738979|XP_002085774.1|DSIM	LOC6616424|XP_002040784.1|DSEC
OG0000564	LOC6738981|XP_002085776.1|DSIM	LOC6616426|XP_032573202.1|DSEC
OG0000565	LOC27208129|XP_016038558.1|DSIM	LOC6619827|XP_032580862.1|DSEC
OG0000566	LOC6727770|XP_016034346.1|DSIM	LOC6616820|XP_002041157.1|DSEC
OG0000566	LOC6736525|XP_016030112.1|DSIM	LOC6610518|XP_032575381.1|DSEC
OG0000567	LOC6725239|XP_002106261.1|DSIM	LOC6612325|XP_032581791.1|DSEC
OG0000567	LOC6725240|XP_039152456.1|DSIM	LOC6612323|XP_002036833.2|DSEC
OG0000568	LOC6725021|XP_016037973.1|DSIM	LOC6612590|XP_032580416.1|DSEC
OG0000568	LOC6726684|XP_016033176.1|DSIM	LOC6613821|XP_002038290.1|DSEC
OG0000569	LOC27209076|XP_016035400.1|DSIM	LOC6607045|XP_002031833.2|DSEC
OG0000569	LOC27207615|XP_039150133.1|DSIM	LOC6620432|XP_032574758.1|DSEC
OG0000570	LOC6729379|XP_002104694.2|DSIM	LOC6607716|XP_002032479.2|DSEC
OG0000570	LOC27206481|XP_016036022.1|DSIM	LOC6607717|XP_002032480.1|DSEC
OG0000571	LOC6729914|XP_016036675.2|DSIM	LOC6618748|XP_032577689.1|DSEC
OG0000572	LOC6728301|XP_002103650.1|DSIM	LOC6606607|XP_002031408.1|DSEC
OG0000572	LOC6728303|XP_016034939.1|DSIM	LOC6606609|XP_032578338.1|DSEC
OG0000573	LOC6736499|XP_002083369.1|DSIM	LOC6610491|XP_002035071.1|DSEC
OG0000573	LOC6735923|XP_002082833.1|DSIM	LOC6615762|XP_002040133.1|DSEC
OG0000574	LOC6738393|XP_002085202.1|DSIM	LOC6606020|XP_002030831.1|DSEC
OG0000574	LOC6727371|XP_002102756.2|DSIM	LOC6620402|XP_002044591.1|DSEC
OG0000575	LOC6737849|XP_002084677.1|DSIM	LOC6605471|XP_002030304.2|DSEC
OG0000575	LOC6737848|XP_039149267.1|DSIM	LOC6605468|XP_032574696.1|DSEC
OG0000576	LOC6727062|XP_002102459.1|DSIM	LOC6614220|XP_002038665.1|DSEC
OG0000576	LOC6727061|XP_016033558.1|DSIM	LOC6614219|XP_002038664.2|DSEC
OG0000577	LOC6732722|XP_039147006.1|DSIM	LOC6614595|XP_032583460.1|DSEC
OG0000577	LOC6732723|XP_039147004.1|DSIM	LOC6614596|XP_032583456.1|DSEC
OG0000578	LOC6731846|XP_016024528.1|DSIM	LOC6612020|XP_002036537.1|DSEC
OG0000578	LOC6735803|XP_016029187.1|DSIM	LOC6615641|XP_032570854.1|DSEC
OG0000579	LOC27206467|XP_016034754.1|DSIM	LOC6606445|XP_002031249.1|DSEC
OG0000579	LOC6737900|XP_002084728.1|DSIM	LOC6605521|XP_002030354.1|DSEC
OG0000580	LOC6728593|XP_002103934.1|DSIM	LOC6606903|XP_002031697.1|DSEC
OG0000580	LOC6728592|XP_039150433.1|DSIM	LOC6606902|XP_002031696.1|DSEC
OG0000581	LOC6727246|XP_016033748.1|DSIM	LOC6620066|XP_032578066.1|DSEC
OG0000581	LOC6726136|XP_016039660.1|DSIM	LOC6617938|XP_032581098.1|DSEC
OG0000582	LOC6737738|XP_016031517.1|DSIM	LOC6605366|XP_002030200.1|DSEC
OG0000582	LOC6735252|XP_016028577.1|DSIM	LOC6609931|XP_032572133.1|DSEC
OG0000583	LOC6735858|XP_002082768.2|DSIM	LOC116800289|XP_032570065.1|DSEC
OG0000583	LOC6735863|XP_016029228.1|DSIM	LOC6615700|XP_002040071.1|DSEC
OG0000584	LOC6731596|XP_002078737.1|DSIM	LOC6611777|XP_002036300.1|DSEC
OG0000584	LOC6731595|XP_002078736.1|DSIM	LOC6611776|XP_002036299.1|DSEC
OG0000585	LOC6737235|XP_002084075.3|DSIM	LOC116801026|XP_032574174.1|DSEC
OG0000585	LOC6737239|XP_039150295.1|DSIM	LOC6604842|XP_002029687.1|DSEC
OG0000586	LOC6735607|XP_002082527.1|DSIM	LOC6615423|XP_002039805.1|DSEC
OG0000586	LOC6733622|XP_002080676.3|DSIM	LOC6608258|XP_002033002.2|DSEC
OG0000586	LOC6734312|XP_039148743.1|DSIM	LOC6608991|XP_032571730.1|DSEC
OG0000587	LOC6737694|XP_016031462.1|DSIM	LOC116801023|XP_032574140.1|DSEC
OG0000587	LOC6734916|XP_016028187.1|DSIM	LOC116800702|XP_032573051.1|DSEC
OG0000587	LOC6734907|XP_002081904.1|DSIM	LOC6609596|XP_032570090.1|DSEC
OG0000587	LOC6735787|XP_016029162.1|DSIM	LOC6615623|XP_032570820.1|DSEC
OG0000589	LOC27206814|XP_039153177.1|DSIM	LOC6619871|XP_032582545.1|DSEC
OG0000590	LOC6729203|XP_002104524.2|DSIM	LOC6607543|XP_032576226.1|DSEC
OG0000590	LOC6725047|XP_039152240.1|DSIM	LOC6612556|XP_002037064.1|DSEC
OG0000592	LOC6733436|XP_002080493.2|DSIM	LOC6608064|XP_002032812.1|DSEC
OG0000592	LOC6734479|XP_016027606.1|DSIM	LOC6609140|XP_032571403.1|DSEC
OG0000593	LOC6730057|XP_002105350.1|DSIM	LOC6612700|XP_032577481.1|DSEC
OG0000593	LOC6726097|XP_016039566.1|DSIM	LOC6620721|XP_032581189.1|DSEC
OG0000594	LOC27209439|XP_016036787.1|DSIM	LOC6612663|XP_002037167.1|DSEC
OG0000594	LOC6728405|XP_002103752.2|DSIM	LOC6606711|XP_002031510.1|DSEC
OG0000595	LOC6728196|XP_016034835.2|DSIM	LOC6606503|XP_032577326.1|DSEC
OG0000595	LOC27208518|XP_039151611.1|DSIM	LOC6618772|XP_032577256.1|DSEC
OG0000596	LOC6724830|XP_016037613.1|DSIM	LOC6615928|XP_032582255.1|DSEC
OG0000596	LOC6728617|XP_016035255.1|DSIM	LOC6606926|XP_002031720.1|DSEC
OG0000597	LOC6729484|XP_016036156.1|DSIM	LOC6607819|XP_032576365.1|DSEC
OG0000597	LOC6730328|XP_039151359.1|DSIM	LOC6612972|XP_002037463.2|DSEC
OG0000598	LOC6728292|XP_002103641.1|DSIM	LOC6606600|XP_002031401.1|DSEC
OG0000599	LOC6736265|XP_016029754.1|DSIM	LOC6610239|XP_002034834.1|DSEC
OG0000600	LOC6734249|XP_002081278.1|DSIM	LOC6608928|XP_002033642.1|DSEC
OG0000600	LOC6734248|XP_016027299.1|DSIM	LOC6608927|XP_002033641.1|DSEC
OG0000601	LOC6731309|XP_002078465.1|DSIM	LOC6611488|XP_002036029.1|DSEC
OG0000601	LOC6730768|XP_002077936.2|DSIM	LOC6613148|XP_002037629.1|DSEC
OG0000602	LOC6732174|XP_002079305.1|DSIM	LOC6617829|XP_002042139.1|DSEC
OG0000602	LOC6732175|XP_002079306.1|DSIM	LOC6617830|XP_002042140.1|DSEC
OG0000603	LOC6727726|XP_016034303.1|DSIM	LOC6616774|XP_032578290.1|DSEC
OG0000603	LOC6730661|XP_039154427.1|DSIM	LOC116800575|XP_032572215.1|DSEC, LOC6621835|XP_032572199.1|DSEC
OG0000603	LOC6731453|XP_016024107.1|DSIM	LOC6611632|XP_002036168.1|DSEC
OG0000604	LOC6730767|XP_002077935.1|DSIM	LOC6613147|XP_002037628.1|DSEC
OG0000604	LOC6730766|XP_002077934.1|DSIM	LOC6613146|XP_002037627.1|DSEC
OG0000605	LOC6733033|XP_002080112.1|DSIM	LOC6618235|XP_002042510.1|DSEC
OG0000606	LOC6729172|XP_002104493.2|DSIM	LOC6607508|XP_002032277.2|DSEC
OG0000607	LOC6727755|XP_002103117.1|DSIM	LOC6616806|XP_002041143.1|DSEC
OG0000607	LOC27207966|XP_016033737.1|DSIM	LOC6620049|XP_002044261.1|DSEC
OG0000608	LOC6729735|XP_016036395.1|DSIM	LOC6617043|XP_002041371.1|DSEC
OG0000608	LOC6729730|XP_016036386.1|DSIM	LOC6617037|XP_032576248.1|DSEC
