Orthogroup	DSIM.longest_only	ASTE.longest_only
OG0001554	LOC6728630|XP_016035265.1|DSIM	LOC118503590|XP_035892934.1|ASTE
OG0001555	LOC6732735|XP_016025467.1|DSIM	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE
OG0001556	LOC6735067|XP_002082044.1|DSIM	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC6725701|XP_002106704.1|DSIM	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC6726081|XP_016039499.1|DSIM	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC6729382|XP_016036023.1|DSIM	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC6727147|XP_016033629.1|DSIM	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC6727716|XP_016034291.1|DSIM	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC27206999|XP_016023789.1|DSIM	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC27206984|XP_016025855.1|DSIM	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC6729005|XP_039151349.1|DSIM	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC6728976|XP_039150804.1|DSIM	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC6728595|XP_016035226.1|DSIM	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC6739388|XP_002076290.1|DSIM	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC6728097|XP_016034710.1|DSIM	LOC118511924|XP_035911466.1|ASTE
OG0001569	LOC6728185|XP_002103534.1|DSIM	LOC118511929|XP_035911502.1|ASTE
OG0001570	LOC6728230|XP_002103579.3|DSIM	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC6731803|XP_016024487.1|DSIM	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC6726122|XP_016039623.1|DSIM	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC6736820|XP_016030472.1|DSIM	LOC118512694|XP_035913394.1|ASTE
OG0001574	LOC6724763|XP_016037512.1|DSIM	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE
OG0001575	LOC6729365|XP_016036001.1|DSIM	LOC118511278|XP_035910063.1|ASTE
OG0001576	LOC6728555|XP_016035191.1|DSIM	LOC118512248|XP_035912283.1|ASTE
OG0001577	LOC6730117|XP_016036878.1|DSIM	LOC118508852|XP_035904498.1|ASTE
OG0001578	LOC6735123|XP_002082100.2|DSIM	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE
OG0001579	LOC27207981|XP_016040090.1|DSIM	LOC118509698|XP_035906659.1|ASTE
OG0001580	LOC6733904|XP_016026946.1|DSIM	LOC118511539|XP_035910626.1|ASTE
OG0001581	LOC6725549|XP_039153936.1|DSIM	LOC118512895|XP_035913900.1|ASTE
OG0001582	LOC6734175|XP_039147274.1|DSIM, LOC27207112|XP_039147277.1|DSIM	LOC118514210|XP_035916796.1|ASTE
OG0001583	LOC6733442|XP_039148744.1|DSIM	LOC118509919|XP_035907122.1|ASTE
OG0001584	LOC6736268|XP_002083152.1|DSIM	LOC118509247|XP_035905474.1|ASTE
OG0001586	LOC6737129|XP_016030762.1|DSIM	LOC118510349|XP_035907937.1|ASTE
OG0001587	LOC6733142|XP_002080219.1|DSIM	LOC118511335|XP_035910161.1|ASTE
OG0001588	LOC6733415|XP_002080472.1|DSIM	LOC118512235|XP_035912262.1|ASTE
OG0001589	LOC27207463|XP_016025926.1|DSIM	LOC118507578|XP_035902124.1|ASTE
OG0001590	LOC6735254|XP_016028585.1|DSIM	LOC118512262|XP_035912326.1|ASTE
OG0001591	LOC6726142|XP_016039669.1|DSIM, LOC6725765|XP_002106764.2|DSIM, LOC6730041|XP_016036813.1|DSIM	LOC118509673|XP_035906569.1|ASTE
OG0001593	LOC6732094|XP_016024767.1|DSIM	LOC118513303|XP_035914777.1|ASTE
OG0001594	LOC6730979|XP_039148785.1|DSIM	LOC118508926|XP_035904703.1|ASTE
OG0001595	LOC6734004|XP_039147438.1|DSIM	LOC118513575|XP_035915404.1|ASTE
OG0001596	LOC6732838|XP_002079951.2|DSIM	LOC118509053|XP_035905056.1|ASTE
OG0001597	LOC27207476|XP_016022815.2|DSIM	LOC118509170|XP_035905323.1|ASTE
OG0001598	LOC6732313|XP_016024974.1|DSIM	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE
OG0001599	LOC6731269|XP_002078427.1|DSIM	LOC118513962|XP_035916270.1|ASTE
OG0001600	LOC6732377|XP_016025029.1|DSIM	LOC118512033|XP_035911718.1|ASTE
OG0001601	LOC6731168|XP_002078326.1|DSIM	LOC118511048|XP_035909539.1|ASTE
OG0001603	LOC6731647|XP_016024331.1|DSIM	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE
OG0001604	LOC27206643|XP_039153757.1|DSIM	LOC118506855|XP_035900478.1|ASTE
OG0001605	LOC6733562|XP_016026509.1|DSIM	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE
OG0001606	LOC27206808|XP_016025960.1|DSIM	LOC118511131|XP_035909758.1|ASTE
OG0001607	LOC6732548|XP_002079667.1|DSIM	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE
OG0001608	LOC27207160|XP_002080157.1|DSIM	LOC118511595|XP_035910750.1|ASTE
OG0001609	LOC6734607|XP_039147895.1|DSIM	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE
OG0001610	LOC27208850|XP_016025614.1|DSIM	LOC118513447|XP_035915090.1|ASTE
OG0001611	LOC6732994|XP_002080073.1|DSIM	LOC118511616|XP_035910799.1|ASTE
OG0001612	LOC6731466|XP_002078617.1|DSIM	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE
OG0001613	LOC27206551|XP_016024509.1|DSIM	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE
OG0001614	LOC6733633|XP_016026593.1|DSIM	LOC118508973|XP_035904842.1|ASTE
OG0001615	LOC27208639|XP_039148991.1|DSIM	LOC118510591|XP_035908485.1|ASTE
OG0001616	LOC6732038|XP_016024727.1|DSIM	LOC118513265|XP_035914725.1|ASTE
OG0001617	LOC6732865|XP_016025590.1|DSIM	LOC118510872|XP_035909124.1|ASTE
OG0001618	LOC6731795|XP_002078930.2|DSIM	LOC118506415|XP_035899396.1|ASTE, LOC118502532|XP_035890695.1|ASTE
OG0001619	LOC6731594|XP_002078735.1|DSIM	LOC118512480|XP_035912868.1|ASTE
OG0001620	LOC6735939|XP_002082849.1|DSIM	LOC118510914|XP_035909210.1|ASTE
OG0001621	LOC6734696|XP_016027896.1|DSIM	LOC118513213|XP_035914620.1|ASTE
OG0001622	LOC6725502|XP_016038644.1|DSIM	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE
OG0001623	LOC6730466|XP_039146931.1|DSIM	LOC118513316|XP_035914811.1|ASTE
OG0001624	LOC6731220|XP_016023763.1|DSIM	LOC118510774|XP_035908934.1|ASTE
OG0001625	LOC6733091|XP_002080168.1|DSIM	LOC118510768|XP_035908920.1|ASTE
OG0001626	LOC27209178|XP_016024053.1|DSIM	LOC118504252|XP_035894372.1|ASTE
OG0001627	LOC6727997|XP_016034597.1|DSIM	LOC118504929|XP_035895915.1|ASTE
OG0001628	LOC6729734|XP_002105040.1|DSIM	LOC118514678|XP_035917619.1|ASTE
OG0001630	LOC6729364|XP_039151831.1|DSIM	LOC118502353|XP_035890429.1|ASTE
OG0001631	LOC6726713|XP_016033191.1|DSIM	LOC118506721|XP_035900137.1|ASTE
OG0001632	LOC6731690|XP_016024372.1|DSIM	LOC118502653|XP_035890997.1|ASTE
OG0001633	LOC6728508|XP_016035148.1|DSIM	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE
OG0001635	LOC6729689|XP_016036356.1|DSIM	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE
OG0001636	LOC27209087|XP_016033535.1|DSIM	LOC118506419|XP_035899410.1|ASTE
OG0001637	LOC6728803|XP_016035493.1|DSIM	LOC118507153|XP_035901082.1|ASTE
OG0001638	LOC6725147|XP_002106173.1|DSIM, LOC6724944|XP_002105981.1|DSIM	LOC118504328|XP_035894552.1|ASTE
OG0001639	LOC6733180|XP_002080256.1|DSIM	LOC118507978|XP_035903220.1|ASTE
OG0001640	LOC27206457|XP_016033523.1|DSIM	LOC118511402|XP_035910329.1|ASTE
OG0001641	LOC6728463|XP_016035085.1|DSIM	LOC118504238|XP_035894355.1|ASTE
OG0001642	LOC6725421|XP_002106437.2|DSIM	LOC118504527|XP_035894962.1|ASTE
OG0001643	LOC6731410|XP_002078562.1|DSIM	LOC118508101|XP_035903477.1|ASTE
OG0001644	LOC6737945|XP_002084764.1|DSIM	LOC118503910|XP_035893596.1|ASTE
OG0001645	LOC6735660|XP_002082578.1|DSIM	LOC118506316|XP_035899158.1|ASTE
OG0001646	LOC6734866|XP_016028127.1|DSIM	LOC118507916|XP_035903110.1|ASTE
OG0001647	LOC6733350|XP_039148143.1|DSIM	LOC118507219|XP_035901214.1|ASTE
OG0001648	LOC6738036|XP_016031855.1|DSIM	LOC118504048|XP_035893944.1|ASTE
OG0001649	LOC6734457|XP_016027579.1|DSIM	LOC118512355|XP_035912550.1|ASTE
OG0001650	LOC6735238|XP_016028560.1|DSIM	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE
OG0001651	LOC6735747|XP_016029114.1|DSIM	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE
OG0001652	LOC6738518|XP_002085324.2|DSIM	LOC118504165|XP_035894194.1|ASTE
OG0001653	LOC6739045|XP_002085839.1|DSIM	LOC118503238|XP_035892140.1|ASTE
OG0001654	LOC6734944|XP_016028252.1|DSIM	LOC118503058|XP_035891817.1|ASTE
OG0001655	LOC6733734|XP_002080780.1|DSIM	LOC118503057|XP_035891815.1|ASTE
OG0001656	LOC6730779|XP_016023194.1|DSIM	LOC118503089|XP_035891872.1|ASTE
OG0001657	LOC6738147|XP_002084960.1|DSIM	LOC118503360|XP_035892445.1|ASTE
OG0001658	LOC6737725|XP_002084554.1|DSIM	LOC118508050|XP_035903397.1|ASTE
OG0001659	LOC6737967|XP_016031712.1|DSIM	LOC118504911|XP_035895873.1|ASTE
OG0001660	LOC6739602|XP_002076492.1|DSIM	LOC118504453|XP_035894843.1|ASTE
OG0001661	LOC6728596|XP_016035227.1|DSIM	LOC118508365|XP_035903979.1|ASTE
OG0001662	LOC6737231|XP_002084071.2|DSIM	LOC118510373|XP_035907991.1|ASTE
OG0001678	LOC6726285|XP_016039786.1|DSIM	LOC118505686|XP_035897718.1|ASTE
OG0001679	LOC6725238|XP_002106260.1|DSIM	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE
OG0001680	LOC27209313|XP_016038432.1|DSIM	LOC118503965|XP_035893774.1|ASTE
OG0001681	LOC6740045|XP_039153259.1|DSIM	LOC118511258|XP_035910021.1|ASTE
OG0001682	LOC6726323|XP_016039879.1|DSIM	LOC118505497|XP_035897250.1|ASTE
OG0001683	LOC6731501|XP_016024177.1|DSIM	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE
OG0001684	LOC6739827|XP_016037276.1|DSIM	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE
OG0001685	LOC6732499|XP_002079619.1|DSIM	LOC118513284|XP_035914745.1|ASTE
OG0001686	LOC27207183|XP_039153699.1|DSIM, LOC6726378|XP_039153698.1|DSIM	LOC118511071|XP_035909614.1|ASTE
OG0001687	LOC27206376|XP_016037527.1|DSIM	LOC118507884|XP_035903014.1|ASTE
OG0001688	LOC6725232|XP_002106254.1|DSIM, LOC6725230|XP_039152811.1|DSIM	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC6725711|XP_039153549.1|DSIM	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC6739620|XP_016030577.1|DSIM	LOC118517487|XP_035919576.1|ASTE
OG0001691	LOC6731406|XP_002078559.1|DSIM	LOC118511295|XP_035910098.1|ASTE
OG0001694	LOC6727549|XP_016034123.1|DSIM	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC6735146|XP_002082123.1|DSIM	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC6728668|XP_016035326.1|DSIM	LOC118502666|XP_035891025.1|ASTE
OG0001698	LOC6726503|XP_039153526.1|DSIM	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC6728636|XP_002103977.1|DSIM	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC6728757|XP_016035430.1|DSIM	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC6726902|XP_039150462.1|DSIM	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC6731710|XP_002078845.1|DSIM	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC6729181|XP_016035827.1|DSIM	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC6729182|XP_016035829.1|DSIM	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC6730112|XP_016036871.1|DSIM	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC6733159|XP_016026032.1|DSIM	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC6729215|XP_016035868.1|DSIM	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC6728183|XP_039151564.1|DSIM	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC6736767|XP_016030391.1|DSIM	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC6729020|XP_016035682.1|DSIM	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC6729093|XP_016035745.1|DSIM	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC6729323|XP_016035959.1|DSIM	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC6728537|XP_002103882.1|DSIM	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC6726760|XP_016033245.1|DSIM	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC6726194|XP_039153193.1|DSIM	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC6725423|XP_002106439.2|DSIM	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC6730144|XP_016036910.1|DSIM	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC6729137|XP_039151090.1|DSIM	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001719	LOC6729221|XP_016035872.1|DSIM	LOC118507821|XP_035902795.1|ASTE
OG0001720	LOC6728605|XP_016035239.1|DSIM	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC6728957|XP_016035637.1|DSIM	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC6738236|XP_016032085.1|DSIM	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC6733165|XP_016026040.1|DSIM	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC6735565|XP_039148415.1|DSIM	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC6733823|XP_016026803.1|DSIM	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC6738922|XP_016032750.1|DSIM	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC6729123|XP_002104444.1|DSIM	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC6734055|XP_002081091.1|DSIM	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC6736168|XP_039147471.1|DSIM	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC6732049|XP_016024732.1|DSIM	LOC118510465|XP_035908214.1|ASTE
OG0001732	LOC6731177|XP_002078336.1|DSIM	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC6735525|XP_039147347.1|DSIM	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC6733646|XP_016026610.1|DSIM	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC27206655|XP_016032825.1|DSIM	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC6735178|XP_016028461.1|DSIM	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC6735917|XP_016029272.1|DSIM	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC6738442|XP_016032279.1|DSIM	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC27208348|XP_016025988.1|DSIM	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC6735861|XP_016029226.1|DSIM	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001742	LOC6733825|XP_002080869.2|DSIM	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC6736402|XP_002083274.2|DSIM	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC6733259|XP_039148793.1|DSIM	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC6735757|XP_016029126.1|DSIM	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC6737566|XP_002084399.1|DSIM	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC6735014|XP_016028287.2|DSIM	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC6737353|XP_016031087.1|DSIM	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC6736090|XP_002082991.1|DSIM	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC6736089|XP_016029485.1|DSIM	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC6738452|XP_016032286.1|DSIM	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC6736936|XP_002083783.1|DSIM	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC6736651|XP_016030245.2|DSIM	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC6734193|XP_016027225.1|DSIM	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC6736659|XP_016030272.1|DSIM	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC6734703|XP_016027903.1|DSIM	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC6735112|XP_002082089.1|DSIM	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC6737975|XP_016031748.1|DSIM	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC6734900|XP_002081897.3|DSIM	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC6733677|XP_002080724.1|DSIM	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC6735523|XP_039147344.1|DSIM	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC6731255|XP_016023807.1|DSIM	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC6731274|XP_016023843.1|DSIM	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC6727811|XP_002103172.1|DSIM	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC6739367|XP_039148519.1|DSIM	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC6731541|XP_016024216.1|DSIM	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC6730837|XP_039149525.1|DSIM	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC6730456|XP_002077637.1|DSIM	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC6731130|XP_016023682.1|DSIM	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC6731899|XP_016024567.1|DSIM	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC6730873|XP_002078037.1|DSIM	LOC118513978|XP_035916297.1|ASTE
OG0001772	LOC6731785|XP_002078920.1|DSIM	LOC118511057|XP_035909559.1|ASTE
OG0001774	LOC6736128|XP_016029521.1|DSIM	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001776	LOC6731227|XP_002078386.1|DSIM	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC6731350|XP_016023938.2|DSIM	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC6732505|XP_002079625.1|DSIM	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC6731732|XP_039146990.1|DSIM	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC6733166|XP_002080242.1|DSIM	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC6732893|XP_039154289.1|DSIM	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC6732220|XP_016024890.1|DSIM	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC6731577|XP_016024253.1|DSIM	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC6730587|XP_016023032.1|DSIM	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC6733729|XP_002080775.2|DSIM	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC6731324|XP_039147166.1|DSIM	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC6731326|XP_016023907.1|DSIM	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC6734370|XP_002081391.1|DSIM	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC6735813|XP_002082723.2|DSIM	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC6731346|XP_016023937.1|DSIM	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC6734009|XP_002081050.3|DSIM	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC6732716|XP_039150243.1|DSIM	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC6734463|XP_016027585.1|DSIM	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC6732506|XP_016025162.1|DSIM	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC6732532|XP_039154376.1|DSIM	LOC118510682|XP_035908738.1|ASTE
OG0001797	LOC6724694|XP_016037248.1|DSIM	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
OG0001798	LOC6734909|XP_002081906.1|DSIM	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC6740263|XP_039153806.1|DSIM	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC6731356|XP_016023948.1|DSIM	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC6737479|XP_016031263.1|DSIM	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC6728899|XP_002104232.1|DSIM	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC6727169|XP_039150783.1|DSIM	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC6726826|XP_016033329.1|DSIM	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC6737255|XP_016030965.1|DSIM	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC6729423|XP_039151892.1|DSIM	LOC118505362|XP_035896945.1|ASTE
OG0001808	LOC6739711|XP_016035161.1|DSIM	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC27206414|XP_016033198.1|DSIM	LOC118506690|XP_035900055.1|ASTE
OG0001810	LOC6729199|XP_002104520.1|DSIM	LOC118513263|XP_035914719.1|ASTE
OG0001811	LOC6733477|XP_016026433.2|DSIM	LOC118502528|XP_035890686.1|ASTE
OG0001812	LOC27209425|XP_016022814.2|DSIM, LOC120285467|XP_039154115.1|DSIM, LOC6726449|XP_016040016.2|DSIM	LOC118504326|XP_035894548.1|ASTE
OG0001814	LOC6727138|XP_016033615.1|DSIM	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE
OG0001815	LOC6726844|XP_002102248.1|DSIM	LOC118510989|XP_035909397.1|ASTE
OG0001816	LOC6734340|XP_002081362.1|DSIM	LOC118504272|XP_035894399.1|ASTE
OG0001817	LOC6733779|XP_016026730.1|DSIM	LOC118512394|XP_035912666.1|ASTE
OG0001818	LOC6725637|XP_039152539.1|DSIM	LOC118507139|XP_035901062.1|ASTE
OG0001819	LOC6739485|XP_002076382.1|DSIM	LOC118504802|XP_035895683.1|ASTE
OG0001820	LOC6725357|XP_016038409.1|DSIM	LOC118503962|XP_035893750.1|ASTE
OG0001821	LOC6736109|XP_016029498.1|DSIM	LOC118504871|XP_035895815.1|ASTE
OG0001822	LOC6735778|XP_002082691.1|DSIM	LOC118506228|XP_035898959.1|ASTE
OG0001823	LOC6737625|XP_002084457.1|DSIM	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE
OG0001824	LOC6730596|XP_002077775.1|DSIM	LOC118508277|XP_035903811.1|ASTE
OG0001825	LOC6735278|XP_016028642.1|DSIM	LOC118503934|XP_035893674.1|ASTE
OG0001826	LOC6733911|XP_002080955.1|DSIM	LOC118505312|XP_035896843.1|ASTE
OG0001827	LOC6734857|XP_002081858.2|DSIM	LOC118504777|XP_035895602.1|ASTE
OG0001828	LOC6725867|XP_039153913.1|DSIM	LOC118505912|XP_035898264.1|ASTE
OG0001829	LOC6734085|XP_016027083.1|DSIM	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE
OG0001830	LOC6735805|XP_002082718.1|DSIM	LOC118505776|XP_035897940.1|ASTE
OG0001831	LOC6738529|XP_016032371.1|DSIM	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE
OG0001832	LOC6725262|XP_016038267.1|DSIM	LOC118503535|XP_035892814.1|ASTE
OG0001833	LOC6735972|XP_002082881.2|DSIM	LOC118503397|XP_035892492.1|ASTE
OG0001834	LOC6728045|XP_002103397.1|DSIM	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE
OG0001837	LOC6736243|XP_016029744.1|DSIM	LOC118509598|XP_035906281.1|ASTE
OG0001848	LOC27208523|XP_039149102.1|DSIM	LOC118513372|XP_035914900.1|ASTE
OG0001849	LOC6729309|XP_002104626.1|DSIM	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE
OG0001850	LOC6724728|XP_016037363.1|DSIM	LOC118509662|XP_035906527.1|ASTE
OG0001851	LOC6724712|XP_039152130.1|DSIM	LOC118509524|XP_035906130.1|ASTE
OG0001852	LOC6734424|XP_039149373.1|DSIM	LOC118509475|XP_035906008.1|ASTE
OG0001853	LOC6729749|XP_039151401.1|DSIM	LOC118509380|XP_035905817.1|ASTE
OG0001854	LOC6726011|XP_002106993.2|DSIM	LOC118517529|XP_035919655.1|ASTE
OG0001855	LOC6734816|XP_002081819.1|DSIM	LOC118511958|XP_035911573.1|ASTE
OG0001856	LOC27206345|XP_016038609.1|DSIM	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE
OG0001857	LOC6740541|XP_016040168.1|DSIM	LOC118517503|XP_035919611.1|ASTE
OG0001858	LOC6740206|XP_016022758.1|DSIM	LOC118515515|XP_035917926.1|ASTE
