Orthogroup	DSIM.longest_only	DSUB.longest_only
OG0002254	LOC6729473|XP_016036146.1|DSIM	LOC117899433|XP_034665326.1|DSUB
OG0002255	LOC6726447|XP_002107404.1|DSIM	LOC117896859|XP_034661279.1|DSUB, LOC117901264|XP_034667850.1|DSUB
OG0002256	LOC6733902|XP_016026944.1|DSIM	LOC117891946|XP_034653691.1|DSUB
OG0002257	LOC6733970|XP_016027008.1|DSIM	LOC117890712|XP_034651641.1|DSUB
OG0002258	LOC6737065|XP_002083912.2|DSIM	LOC117893762|XP_034656392.1|DSUB
OG0002259	LOC27206398|XP_016039496.1|DSIM	LOC117890380|XP_034651074.1|DSUB
OG0002260	LOC6738737|XP_039149143.1|DSIM	LOC117894825|XP_034657963.1|DSUB
OG0002261	LOC6738715|XP_002085516.1|DSIM	LOC117893838|XP_034656494.1|DSUB
OG0002262	LOC6733756|XP_016026710.1|DSIM	LOC117890353|XP_034651036.1|DSUB
OG0002263	LOC6738247|XP_016032128.1|DSIM	LOC117893398|XP_034655887.1|DSUB
OG0002264	LOC6736087|XP_002082988.2|DSIM	LOC117890043|XP_034650552.1|DSUB
OG0002265	LOC6737567|XP_002084400.1|DSIM	LOC117894424|XP_034657358.1|DSUB
OG0002266	LOC6738772|XP_016032590.1|DSIM	LOC117894728|XP_034657812.1|DSUB
OG0002267	LOC6737361|XP_002084199.1|DSIM	LOC117895569|XP_034659179.1|DSUB
OG0002268	LOC6738984|XP_002085779.1|DSIM	LOC117893648|XP_034656228.1|DSUB
OG0002269	LOC6734653|XP_016027824.1|DSIM	LOC117890348|XP_034651030.1|DSUB
OG0002270	LOC6734697|XP_039147334.1|DSIM	LOC117889715|XP_034650027.1|DSUB
OG0002271	LOC6737373|XP_016031114.1|DSIM	LOC117895236|XP_034658636.1|DSUB
OG0002272	LOC6736381|XP_039150167.1|DSIM	LOC117893931|XP_034656605.1|DSUB
OG0002273	LOC6738209|XP_016032042.1|DSIM	LOC117895650|XP_034659327.1|DSUB
OG0002274	LOC6739671|XP_016032909.1|DSIM	LOC117894419|XP_034657321.1|DSUB
OG0002275	LOC6738431|XP_002085240.1|DSIM	LOC117893881|XP_034656543.1|DSUB
OG0002276	LOC6736352|XP_016029834.1|DSIM	LOC117895690|XP_034659415.1|DSUB
OG0002277	LOC27206733|XP_039150054.1|DSIM	LOC117895698|XP_034659436.1|DSUB
OG0002278	LOC6736874|XP_002083727.1|DSIM	LOC117893379|XP_034655864.1|DSUB
OG0002279	LOC6737402|XP_002084240.3|DSIM	LOC117895512|XP_034659101.1|DSUB
OG0002280	LOC6738391|XP_016032222.1|DSIM	LOC117893759|XP_034656386.1|DSUB
OG0002281	LOC6738382|XP_002085191.1|DSIM	LOC117892994|XP_034655239.1|DSUB
OG0002282	LOC6736627|XP_039149247.1|DSIM	LOC117893041|XP_034655307.1|DSUB
OG0002283	LOC6739499|XP_016029249.1|DSIM	LOC117892120|XP_034654042.1|DSUB
OG0002284	LOC6739320|XP_002080540.1|DSIM	LOC117892609|XP_034654851.1|DSUB
OG0002285	LOC6725345|XP_039153480.1|DSIM	LOC117903565|XP_034671663.1|DSUB
OG0002286	LOC6735814|XP_002082724.1|DSIM	LOC117890089|XP_034650639.1|DSUB
OG0002287	LOC6734698|XP_016027898.1|DSIM	LOC117889716|XP_034650028.1|DSUB
OG0002288	LOC6737372|XP_016031111.1|DSIM	LOC117895235|XP_034658632.1|DSUB
OG0002289	LOC6737303|XP_002084143.1|DSIM	LOC117895406|XP_034658930.1|DSUB
OG0002290	LOC6731178|XP_002078337.1|DSIM	LOC117901728|XP_034668501.1|DSUB
OG0002291	LOC6739288|XP_016026301.1|DSIM	LOC117890063|XP_034650592.1|DSUB
OG0002292	LOC6733280|XP_016026174.1|DSIM	LOC117891417|XP_034652774.1|DSUB
OG0002293	LOC6733145|XP_016026016.1|DSIM	LOC117891321|XP_034652627.1|DSUB
OG0002294	LOC6728950|XP_002104278.1|DSIM	LOC117899211|XP_034664974.1|DSUB
OG0002295	LOC6731303|XP_016023871.1|DSIM	LOC117902460|XP_034669753.1|DSUB
OG0002296	LOC6731644|XP_039147065.1|DSIM	LOC117902194|XP_034669282.1|DSUB
OG0002297	LOC6728005|XP_039151004.1|DSIM	LOC117896520|XP_034660779.1|DSUB
OG0002298	LOC6736008|XP_016029384.1|DSIM	LOC117892163|XP_034654119.1|DSUB, LOC117898087|XP_034663158.1|DSUB
OG0002299	LOC6739374|XP_002076283.1|DSIM	LOC117889581|XP_034649878.1|DSUB
OG0002300	LOC6731099|XP_016023627.1|DSIM	LOC117901924|XP_034668784.1|DSUB
OG0002301	LOC6733085|XP_016025792.1|DSIM	LOC117900884|XP_034667302.1|DSUB
OG0002302	LOC6733096|XP_002080173.2|DSIM	LOC117900340|XP_034666569.1|DSUB
OG0002303	LOC6724793|XP_016037571.1|DSIM	LOC117903568|XP_034671666.1|DSUB
OG0002305	LOC6738846|XP_002085646.2|DSIM	LOC117894243|XP_034657073.1|DSUB
OG0002306	LOC6731522|XP_039148097.1|DSIM	LOC117900292|XP_034666495.1|DSUB
OG0002307	LOC6730614|XP_016023051.1|DSIM	LOC117901165|XP_034667707.1|DSUB
OG0002308	LOC6731646|XP_002078786.1|DSIM	LOC117902195|XP_034669287.1|DSUB
OG0002309	LOC27207015|XP_016023586.1|DSIM	LOC117901784|XP_034668584.1|DSUB
OG0002310	LOC6733057|XP_016025738.1|DSIM	LOC117900096|XP_034666207.1|DSUB
OG0002311	LOC6732854|XP_039149814.1|DSIM	LOC117900258|XP_034666448.1|DSUB
OG0002312	LOC6732193|XP_016024876.1|DSIM	LOC117901114|XP_034667639.1|DSUB, LOC117901228|XP_034667791.1|DSUB
OG0002313	LOC6734501|XP_016027626.1|DSIM	LOC117892228|XP_034654222.1|DSUB
OG0002314	LOC6733561|XP_002080616.3|DSIM	LOC117891468|XP_034652842.1|DSUB
OG0002315	LOC6734076|XP_016027074.1|DSIM	LOC117890510|XP_034651302.1|DSUB
OG0002316	LOC6731926|XP_016024596.1|DSIM	LOC117901807|XP_034668612.1|DSUB
OG0002317	LOC6738112|XP_016031944.1|DSIM	LOC117893208|XP_034655625.1|DSUB
OG0002318	LOC6732710|XP_002079824.1|DSIM	LOC117900172|XP_034666308.1|DSUB
OG0002319	LOC6732168|XP_016024858.1|DSIM	LOC117901512|XP_034668174.1|DSUB
OG0002320	LOC6735470|XP_016028775.1|DSIM	LOC117889950|XP_034650396.1|DSUB
OG0002321	LOC6739417|XP_016027109.1|DSIM	LOC117892515|XP_034654691.1|DSUB
OG0002322	LOC6733074|XP_002080151.2|DSIM	LOC117902025|XP_034668975.1|DSUB
OG0002323	LOC6733041|XP_002080120.1|DSIM	LOC117902005|XP_034668943.1|DSUB
OG0002324	LOC6738719|XP_016032535.1|DSIM	LOC117893834|XP_034656488.1|DSUB
OG0002325	LOC6737600|XP_016031386.1|DSIM	LOC117894364|XP_034657250.1|DSUB
OG0002326	LOC6737602|XP_016031387.1|DSIM	LOC117894366|XP_034657257.1|DSUB
OG0002327	LOC27206728|XP_016035200.1|DSIM	LOC117899599|XP_034665606.1|DSUB
OG0002328	LOC6732879|XP_016025605.1|DSIM	LOC117901262|XP_034667846.1|DSUB
OG0002329	LOC6730534|XP_016022989.1|DSIM	LOC117902742|XP_034670211.1|DSUB
OG0002330	LOC6730537|XP_002077716.1|DSIM	LOC117901365|XP_034667965.1|DSUB
OG0002331	LOC6740214|XP_002077093.1|DSIM	LOC117903457|XP_034671385.1|DSUB
OG0002332	LOC6736542|XP_002083412.2|DSIM	LOC117893236|XP_034655684.1|DSUB
OG0002333	LOC6736147|XP_016029533.1|DSIM	LOC117891968|XP_034653733.1|DSUB
OG0002334	LOC6731120|XP_016023662.1|DSIM	LOC117901408|XP_034668032.1|DSUB
OG0002335	LOC6733623|XP_016026585.1|DSIM	LOC117892240|XP_034654239.1|DSUB
OG0002336	LOC6738639|XP_002085441.1|DSIM	LOC117894044|XP_034656784.1|DSUB
OG0002337	LOC6733726|XP_016026696.1|DSIM	LOC117890915|XP_034651922.1|DSUB
OG0002338	LOC6731325|XP_016023906.1|DSIM	LOC117900477|XP_034666752.1|DSUB
OG0002339	LOC6730827|XP_016023244.1|DSIM	LOC117900571|XP_034666869.1|DSUB
OG0002340	LOC6732030|XP_016024725.1|DSIM	LOC117902643|XP_034670058.1|DSUB, LOC117902642|XP_034670057.1|DSUB
OG0002341	LOC6733811|XP_002080855.1|DSIM	LOC117891193|XP_034652420.1|DSUB
OG0002342	LOC6739217|XP_016023568.1|DSIM	LOC117900546|XP_034666837.1|DSUB
OG0002343	LOC6739212|XP_039148274.1|DSIM	LOC117902211|XP_034669321.1|DSUB
OG0002344	LOC27208349|XP_039147864.1|DSIM	LOC117902282|XP_034669445.1|DSUB
OG0002345	LOC6733451|XP_002080508.2|DSIM	LOC117890004|XP_034650485.1|DSUB
OG0002346	LOC27209426|XP_016023863.1|DSIM	LOC117902596|XP_034669994.1|DSUB
OG0002347	LOC27208667|XP_016027101.1|DSIM	LOC117890528|XP_034651337.1|DSUB
OG0002348	LOC6731478|XP_016024160.1|DSIM	LOC117902787|XP_034670284.1|DSUB
OG0002349	LOC27208194|XP_016026398.1|DSIM	LOC117890620|XP_034651453.1|DSUB
OG0002350	LOC6733450|XP_016026399.1|DSIM	LOC117890003|XP_034650483.1|DSUB
OG0002351	LOC6734147|XP_002081176.1|DSIM	LOC117891136|XP_034652235.1|DSUB
OG0002352	LOC6734237|XP_016027288.1|DSIM	LOC117891236|XP_034652473.1|DSUB
OG0002353	LOC6740731|XP_016025968.1|DSIM	LOC117902752|XP_034670232.1|DSUB
OG0002354	LOC6731580|XP_002078721.1|DSIM	LOC117902124|XP_034669141.1|DSUB
OG0002355	LOC6739528|XP_039151933.1|DSIM, LOC120284206|XP_039148603.1|DSIM	LOC117902184|XP_034669248.1|DSUB
OG0002356	LOC6732524|XP_002079643.2|DSIM	LOC117902405|XP_034669636.1|DSUB
OG0002357	LOC6728080|XP_039150450.1|DSIM	LOC117896616|XP_034660941.1|DSUB
OG0002358	LOC6731759|XP_002078894.1|DSIM	LOC117902377|XP_034669588.1|DSUB
OG0002359	LOC120285377|XP_039153896.1|DSIM, LOC6725037|XP_002106068.1|DSIM	LOC117890693|XP_034651582.1|DSUB
OG0002360	LOC6732989|XP_002080068.1|DSIM	LOC117902725|XP_034670184.1|DSUB
OG0002361	LOC6738762|XP_016032572.1|DSIM	LOC117894116|XP_034656886.1|DSUB
OG0002362	LOC6731370|XP_016023977.1|DSIM	LOC117900328|XP_034666551.1|DSUB
OG0002363	LOC6731327|XP_002078483.1|DSIM	LOC117901692|XP_034668444.1|DSUB
OG0002364	LOC6731330|XP_039154561.1|DSIM	LOC117901690|XP_034668425.1|DSUB
OG0002365	LOC6731332|XP_002078488.2|DSIM	LOC117901694|XP_034668446.1|DSUB
OG0002366	LOC6731014|XP_016023498.1|DSIM	LOC117902078|XP_034669060.1|DSUB
OG0002367	LOC6730654|XP_016023090.1|DSIM	LOC117901639|XP_034668360.1|DSUB
OG0002368	LOC6731159|XP_016023710.1|DSIM	LOC117901734|XP_034668508.1|DSUB
OG0002369	LOC6726475|XP_016040098.2|DSIM	LOC117890708|XP_034651640.1|DSUB
OG0002370	LOC6732283|XP_016024949.1|DSIM	LOC117900300|XP_034666504.1|DSUB
OG0002371	LOC6732281|XP_016024948.1|DSIM	LOC117900127|XP_034666243.1|DSUB
OG0002372	LOC6730942|XP_039147181.1|DSIM	LOC117899952|XP_034665997.1|DSUB
OG0002373	LOC6732543|XP_016025197.1|DSIM	LOC117900161|XP_034666294.1|DSUB
OG0002374	LOC6729506|XP_016036183.1|DSIM	LOC117896015|XP_034659911.1|DSUB
OG0002375	LOC6727146|XP_002102539.1|DSIM	LOC117899753|XP_034665895.1|DSUB
OG0002376	LOC6731287|XP_016023850.1|DSIM	LOC117899969|XP_034666018.1|DSUB
OG0002377	LOC6726812|XP_002102219.1|DSIM	LOC117897920|XP_034662895.1|DSUB
OG0002378	LOC6737901|XP_002084729.1|DSIM	LOC117895765|XP_034659530.1|DSUB
OG0002379	LOC6732516|XP_002079636.1|DSIM	LOC117901392|XP_034668017.1|DSUB
OG0002380	LOC27208268|XP_039154049.1|DSIM	LOC117903253|XP_034671050.1|DSUB
OG0002381	LOC6734447|XP_002081467.1|DSIM	LOC117890783|XP_034651745.1|DSUB
OG0002382	LOC27206587|XP_016038559.1|DSIM	LOC117903492|XP_034671449.1|DSUB
OG0002383	LOC6736399|XP_016029905.1|DSIM	LOC117893561|XP_034656113.1|DSUB
OG0002384	LOC6739945|XP_039152680.1|DSIM	LOC117897529|XP_034662343.1|DSUB
OG0002385	LOC6724708|XP_016022623.1|DSIM	LOC117902926|XP_034670399.1|DSUB
OG0002386	LOC6727402|XP_016033950.1|DSIM	LOC117898516|XP_034663874.1|DSUB
OG0002387	LOC6729206|XP_016035851.1|DSIM	LOC117896396|XP_034660594.1|DSUB
OG0002388	LOC6728001|XP_016034600.1|DSIM	LOC117896517|XP_034660776.1|DSUB
OG0002389	LOC6729225|XP_002104546.1|DSIM	LOC117896706|XP_034661054.1|DSUB
OG0002390	LOC6731871|XP_002079006.1|DSIM	LOC117900442|XP_034666703.1|DSUB
OG0002391	LOC6734895|XP_002081892.2|DSIM	LOC117892417|XP_034654541.1|DSUB
OG0002392	LOC6736835|XP_039149347.1|DSIM	LOC117892954|XP_034655176.1|DSUB
OG0002393	LOC6738346|XP_016032192.1|DSIM	LOC117893322|XP_034655801.1|DSUB
OG0002394	LOC6729635|XP_002104943.2|DSIM	LOC117897735|XP_034662660.1|DSUB
OG0002395	LOC6728577|XP_016035209.1|DSIM	LOC117897596|XP_034662443.1|DSUB
OG0002396	LOC6734602|XP_016027750.1|DSIM	LOC117890207|XP_034650829.1|DSUB, LOC117890206|XP_034650826.1|DSUB
OG0002397	LOC27206147|XP_016026037.1|DSIM	LOC117891138|XP_034652238.1|DSUB
OG0002398	LOC6725504|XP_016038647.1|DSIM	LOC117890789|XP_034651758.1|DSUB
OG0002399	LOC6733190|XP_016026076.2|DSIM	LOC117890388|XP_034651082.1|DSUB
OG0002400	LOC6734921|XP_016028195.1|DSIM	LOC117891163|XP_034652370.1|DSUB
OG0002401	LOC27207119|XP_016037206.1|DSIM	LOC117902932|XP_034670425.1|DSUB
OG0002402	LOC6727866|XP_016034440.1|DSIM	LOC117899795|XP_034665966.1|DSUB
OG0002403	LOC6727865|XP_002103220.1|DSIM	LOC117899797|XP_034665970.1|DSUB
OG0002404	LOC27208027|XP_016033127.1|DSIM	LOC117899458|XP_034665360.1|DSUB
OG0002405	LOC6726807|XP_016033307.1|DSIM	LOC117897775|XP_034662711.1|DSUB
OG0002406	LOC6738332|XP_002085142.1|DSIM	LOC117894015|XP_034656738.1|DSUB
OG0002407	LOC6730358|XP_016037128.1|DSIM	LOC117896393|XP_034660589.1|DSUB
OG0002408	LOC6726818|XP_016033319.1|DSIM	LOC117897913|XP_034662885.1|DSUB
OG0002409	LOC27207139|XP_016031850.1|DSIM	LOC117895583|XP_034659204.1|DSUB
OG0002410	LOC6727415|XP_016033974.1|DSIM	LOC117896626|XP_034660954.1|DSUB
OG0002411	LOC6728850|XP_002104184.1|DSIM	LOC117898911|XP_034664491.1|DSUB
OG0002412	LOC27208043|XP_039154266.1|DSIM	LOC117899682|XP_034665763.1|DSUB
OG0002413	LOC27206838|XP_016038360.1|DSIM	LOC117902527|XP_034669848.1|DSUB
OG0002414	LOC6736313|XP_002083197.1|DSIM	LOC117894696|XP_034657768.1|DSUB
OG0002415	LOC6728398|XP_039151947.1|DSIM	LOC117896581|XP_034660877.1|DSUB
OG0002416	LOC6724702|XP_016037272.1|DSIM	LOC117902995|XP_034670606.1|DSUB
OG0002417	LOC6730411|XP_002077592.1|DSIM	LOC117901494|XP_034668153.1|DSUB
OG0002418	LOC6739816|XP_016025865.2|DSIM	LOC117896067|XP_034659979.1|DSUB
OG0002419	LOC6725092|XP_002106119.1|DSIM	LOC117896615|XP_034660943.1|DSUB
OG0002420	LOC6736631|XP_016030216.1|DSIM	LOC117893044|XP_034655311.1|DSUB
OG0002421	LOC6729406|XP_016036052.1|DSIM	LOC117898824|XP_034664382.1|DSUB
OG0002422	LOC6727166|XP_016033656.1|DSIM	LOC117896256|XP_034660338.1|DSUB
OG0002423	LOC6737629|XP_016031398.1|DSIM	LOC117893235|XP_034655683.1|DSUB
OG0002424	LOC27208340|XP_016037190.1|DSIM	LOC117902923|XP_034670395.1|DSUB
OG0002425	LOC6726033|XP_016039419.1|DSIM	LOC117903713|XP_034671951.1|DSUB
OG0002426	LOC6736272|XP_002083156.1|DSIM	LOC117894185|XP_034656989.1|DSUB
OG0002427	LOC6724688|XP_002105737.2|DSIM	LOC117902924|XP_034670396.1|DSUB
OG0002428	LOC27206829|XP_039152615.1|DSIM	LOC117892487|XP_034654644.1|DSUB
OG0002429	LOC6736521|XP_016030099.1|DSIM	LOC117893140|XP_034655486.1|DSUB
OG0002430	LOC6733353|XP_016026265.1|DSIM	LOC117891921|XP_034653634.1|DSUB
OG0002431	LOC6735260|XP_016028609.1|DSIM	LOC117890913|XP_034651919.1|DSUB
OG0002432	LOC6725116|XP_002106142.2|DSIM	LOC117889837|XP_034650220.1|DSUB
OG0002433	LOC27206449|XP_016034079.2|DSIM	LOC117898796|XP_034664327.1|DSUB
OG0002434	LOC6728754|XP_016035429.1|DSIM	LOC117899623|XP_034665668.1|DSUB
OG0002435	LOC6740059|XP_039153669.1|DSIM	LOC117903363|XP_034671210.1|DSUB
OG0002436	LOC6734390|XP_016027512.1|DSIM	LOC117890130|XP_034650708.1|DSUB
OG0002437	LOC6734351|XP_016027426.1|DSIM	LOC117892477|XP_034654620.1|DSUB
OG0002438	LOC6724893|XP_039152674.1|DSIM	LOC117903048|XP_034670678.1|DSUB
OG0002439	LOC6731158|XP_016023708.1|DSIM	LOC117901711|XP_034668475.1|DSUB
OG0002440	LOC6738521|XP_016032364.1|DSIM	LOC117892898|XP_034655088.1|DSUB
OG0002441	LOC6733748|XP_016026708.1|DSIM	LOC117890354|XP_034651037.1|DSUB
OG0002442	LOC6734940|XP_002081937.1|DSIM	LOC117891873|XP_034653530.1|DSUB
OG0002443	LOC6733918|XP_039147981.1|DSIM	LOC117890121|XP_034650690.1|DSUB
OG0002444	LOC27208017|XP_039148137.1|DSIM	LOC117890010|XP_034650500.1|DSUB
OG0002445	LOC6734368|XP_016027449.1|DSIM	LOC117891514|XP_034652900.1|DSUB, LOC117899527|XP_034665483.1|DSUB
OG0002446	LOC6734532|XP_002081541.1|DSIM	LOC117891916|XP_034653630.1|DSUB
OG0002447	LOC6737879|XP_016031661.1|DSIM	LOC117893307|XP_034655780.1|DSUB
OG0002448	LOC6735605|XP_016028967.1|DSIM	LOC117890146|XP_034650726.1|DSUB
OG0002449	LOC6734830|XP_016028063.1|DSIM	LOC117889958|XP_034650407.1|DSUB
OG0002450	LOC6728624|XP_002103965.2|DSIM	LOC117898709|XP_034664216.1|DSUB, LOC117899290|XP_034665093.1|DSUB, LOC117898711|XP_034664219.1|DSUB, LOC117897770|XP_034662707.1|DSUB
OG0002451	LOC6733615|XP_016026573.1|DSIM	LOC117892291|XP_034654324.1|DSUB
OG0002452	LOC6735693|XP_002082609.1|DSIM	LOC117889877|XP_034650276.1|DSUB
OG0002453	LOC6735692|XP_002082608.2|DSIM	LOC117891554|XP_034652966.1|DSUB
OG0002454	LOC6736263|XP_016029752.1|DSIM	LOC117895362|XP_034658836.1|DSUB
OG0002455	LOC6736264|XP_002083148.2|DSIM	LOC117895357|XP_034658832.1|DSUB
OG0002456	LOC6735799|XP_039147421.1|DSIM	LOC117890651|XP_034651496.1|DSUB
OG0002457	LOC6733400|XP_016026322.1|DSIM	LOC117889872|XP_034650271.1|DSUB
OG0002458	LOC6739222|XP_002076132.2|DSIM	LOC117901482|XP_034668142.1|DSUB
OG0002459	LOC6734330|XP_016027403.1|DSIM	LOC117890822|XP_034651785.1|DSUB
OG0002460	LOC27206597|XP_039148049.1|DSIM	LOC117890219|XP_034650848.1|DSUB
OG0002461	LOC6734861|XP_002081862.2|DSIM	LOC117892434|XP_034654564.1|DSUB
OG0002462	LOC6735220|XP_016028533.1|DSIM	LOC117892153|XP_034654092.1|DSUB
OG0002463	LOC6735995|XP_002082904.1|DSIM	LOC117889838|XP_034650218.1|DSUB
OG0002464	LOC6734938|XP_002081935.1|DSIM	LOC117891876|XP_034653532.1|DSUB
OG0002465	LOC6733187|XP_002080263.1|DSIM	LOC117890474|XP_034651228.1|DSUB
OG0002466	LOC27207985|XP_016037292.1|DSIM	LOC117902931|XP_034670419.1|DSUB
OG0002467	LOC6736882|XP_016030527.1|DSIM	LOC117893517|XP_034656047.1|DSUB
OG0002468	LOC6737920|XP_016031688.1|DSIM	LOC117894308|XP_034657166.1|DSUB
OG0002469	LOC6726651|XP_016033139.1|DSIM	LOC117896058|XP_034659962.1|DSUB
OG0002470	LOC6739364|XP_002076270.2|DSIM	LOC117892298|XP_034654331.1|DSUB
OG0002471	LOC6733713|XP_016026681.1|DSIM	LOC117891936|XP_034653669.1|DSUB
OG0002472	LOC6734111|XP_016027123.1|DSIM	LOC117890429|XP_034651140.1|DSUB
OG0002473	LOC6734044|XP_002081080.1|DSIM	LOC117892197|XP_034654180.1|DSUB
OG0002474	LOC6738170|XP_039150306.1|DSIM	LOC117893743|XP_034656363.1|DSUB
OG0002475	LOC6730195|XP_016036951.1|DSIM	LOC117897280|XP_034661902.1|DSUB
OG0002476	LOC6735718|XP_002082634.1|DSIM	LOC117889941|XP_034650368.1|DSUB
OG0002477	LOC6735341|XP_002082289.2|DSIM	LOC117890649|XP_034651492.1|DSUB
OG0002478	LOC27206180|XP_039147460.1|DSIM	LOC117890615|XP_034651447.1|DSUB
OG0002479	LOC6734436|XP_002081456.1|DSIM	LOC117891349|XP_034652670.1|DSUB
OG0002480	LOC6739534|XP_039148378.1|DSIM	LOC117890215|XP_034650839.1|DSUB
OG0002481	LOC27206677|XP_016037722.1|DSIM	LOC117891963|XP_034653729.1|DSUB, LOC117897489|XP_034662271.1|DSUB
OG0002482	LOC6734349|XP_016027425.1|DSIM	LOC117892482|XP_034654626.1|DSUB
OG0002483	LOC6735956|XP_002082865.1|DSIM	LOC117892621|XP_034654863.1|DSUB
OG0002484	LOC6734926|XP_002081923.1|DSIM	LOC117891166|XP_034652380.1|DSUB
OG0002485	LOC6733595|XP_002080649.1|DSIM	LOC117890572|XP_034651397.1|DSUB
OG0002486	LOC6738783|XP_002085583.1|DSIM	LOC117894976|XP_034658206.1|DSUB
OG0002488	LOC27206187|XP_016029013.1|DSIM	LOC117890308|XP_034650978.1|DSUB
OG0002489	LOC6738658|XP_016032479.1|DSIM	LOC117895752|XP_034659513.1|DSUB
OG0002490	LOC6735345|XP_002082292.2|DSIM	LOC117891295|XP_034652591.1|DSUB
OG0002491	LOC6739035|XP_016032873.1|DSIM	LOC117893366|XP_034655848.1|DSUB
OG0002492	LOC6735051|XP_039148567.1|DSIM	LOC117890506|XP_034651296.1|DSUB
OG0002493	LOC6733606|XP_002080660.1|DSIM	LOC117891286|XP_034652569.1|DSUB
OG0002494	LOC6728761|XP_016035440.1|DSIM	LOC117896409|XP_034660616.1|DSUB
OG0002495	LOC6734584|XP_039148632.1|DSIM	LOC117891516|XP_034652902.1|DSUB
OG0002496	LOC6729701|XP_002105007.1|DSIM	LOC117896550|XP_034660826.1|DSUB
OG0002497	LOC6738273|XP_002085084.3|DSIM	LOC117894502|XP_034657503.1|DSUB
OG0002498	LOC6738991|XP_016032817.1|DSIM	LOC117893376|XP_034655861.1|DSUB, LOC117903686|XP_034671915.1|DSUB, LOC117894566|XP_034657594.1|DSUB
OG0002499	LOC6736239|XP_016029742.1|DSIM	LOC117892942|XP_034655156.1|DSUB
OG0002500	LOC6740232|XP_002077111.1|DSIM, LOC27206426|XP_016036653.1|DSIM	LOC117899016|XP_034664666.1|DSUB
OG0002501	LOC6731012|XP_002078173.2|DSIM	LOC117900366|XP_034666605.1|DSUB
OG0002502	LOC27209259|XP_016027031.1|DSIM	LOC117889796|XP_034650163.1|DSUB
OG0002504	LOC6737891|XP_016031675.1|DSIM	LOC117894339|XP_034657215.1|DSUB
OG0002505	LOC6735518|XP_002082454.1|DSIM, LOC6735519|XP_002082455.1|DSIM	LOC117892181|XP_034654158.1|DSUB
OG0002507	LOC120284211|XP_039150106.1|DSIM	LOC117900496|XP_034666776.1|DSUB, LOC117901899|XP_034668755.1|DSUB, LOC117901898|XP_034668753.1|DSUB
OG0002508	LOC27208156|XP_016022757.1|DSIM	LOC117903827|XP_034672169.1|DSUB
OG0002509	LOC6733412|XP_016026349.1|DSIM	LOC117892086|XP_034653968.1|DSUB
OG0002510	LOC6726633|XP_016040360.1|DSIM	LOC117898191|XP_034663305.1|DSUB
OG0002511	LOC6728198|XP_039151553.1|DSIM	LOC117899685|XP_034665766.1|DSUB
OG0002512	LOC6724706|XP_016022628.1|DSIM	LOC117902985|XP_034670574.1|DSUB
OG0002513	LOC6728730|XP_039150607.1|DSIM	LOC117896960|XP_034661396.1|DSUB
OG0002514	LOC6736303|XP_039148933.1|DSIM	LOC117895628|XP_034659274.1|DSUB
OG0002516	LOC6729653|XP_016036300.1|DSIM	LOC117899252|XP_034665027.1|DSUB
OG0002517	LOC6725884|XP_039153766.1|DSIM	LOC117902988|XP_034670594.1|DSUB
OG0002518	LOC6727579|XP_039150905.1|DSIM	LOC117898978|XP_034664610.1|DSUB
OG0002519	LOC6735485|XP_002082424.1|DSIM	LOC117891654|XP_034653097.1|DSUB
OG0002520	LOC27208731|XP_016038237.1|DSIM	LOC117903680|XP_034671909.1|DSUB
OG0002522	LOC6727573|XP_002102952.1|DSIM	LOC117896621|XP_034660950.1|DSUB
OG0002523	LOC6730321|XP_016037084.1|DSIM	LOC117896812|XP_034661208.1|DSUB
OG0002524	LOC6725161|XP_039153209.1|DSIM	LOC117891203|XP_034652436.1|DSUB
OG0002525	LOC6736859|XP_002083715.1|DSIM	LOC117894223|XP_034657030.1|DSUB
OG0002526	LOC6727983|XP_002103335.1|DSIM	LOC117896919|XP_034661350.1|DSUB
OG0002527	LOC6727306|XP_016033842.2|DSIM	LOC117897253|XP_034661866.1|DSUB
OG0002528	LOC6725313|XP_039153645.1|DSIM	LOC117902322|XP_034669506.1|DSUB
OG0002529	LOC6739736|XP_016034340.1|DSIM	LOC117899127|XP_034664810.1|DSUB
OG0002530	LOC6732850|XP_002079960.1|DSIM	LOC117900270|XP_034666472.1|DSUB
OG0002531	LOC6731162|XP_016023712.1|DSIM	LOC117901721|XP_034668490.1|DSUB
OG0002532	LOC6739797|XP_016022750.1|DSIM	LOC117897807|XP_034662747.1|DSUB
OG0002533	LOC6726623|XP_016040317.1|DSIM	LOC117900940|XP_034667401.1|DSUB
OG0002534	LOC6734019|XP_002081058.2|DSIM	LOC117890724|XP_034651663.1|DSUB
OG0002535	LOC6738638|XP_002085440.1|DSIM	LOC117894708|XP_034657780.1|DSUB
OG0002536	LOC6730074|XP_016036844.1|DSIM	LOC117896936|XP_034661367.1|DSUB
OG0002537	LOC6735993|XP_016029362.1|DSIM	LOC117889835|XP_034650214.1|DSUB
OG0002539	LOC6736131|XP_002083031.2|DSIM	LOC117892279|XP_034654290.1|DSUB
OG0002540	LOC6727979|XP_016034570.1|DSIM	LOC117898786|XP_034664314.1|DSUB
OG0002541	LOC6726291|XP_016039782.1|DSIM	LOC117899508|XP_034665454.1|DSUB
OG0002542	LOC6726463|XP_002107420.1|DSIM	LOC117898513|XP_034663866.1|DSUB
OG0002543	LOC6725831|XP_002106827.1|DSIM	LOC117892422|XP_034654550.1|DSUB
