Orthogroup	DSIM.longest_only	DMIR.longest_only
OG0001140	LOC27208503|XP_002104453.2|DSIM	LOC108155073|XP_017141153.1|DMIR
OG0001141	LOC6727278|XP_002102667.2|DSIM	LOC108157668|XP_017145318.1|DMIR, LOC108157527|XP_017145120.2|DMIR
OG0001142	LOC6727310|XP_039151394.1|DSIM	LOC108155817|XP_017142393.1|DMIR
OG0001143	LOC6732347|XP_016024999.1|DSIM	LOC108162731|XP_017153092.1|DMIR, LOC108163326|XP_017154045.1|DMIR, LOC117188648|XP_033248703.1|DMIR, LOC117188646|XP_033248701.1|DMIR, LOC117188647|XP_033248702.1|DMIR
OG0001144	LOC6734803|XP_002081806.2|DSIM	LOC108160531|XP_017150082.1|DMIR
OG0001145	LOC6733742|XP_002080788.1|DSIM	LOC117193655|XP_033254286.1|DMIR, LOC108158812|XP_017146989.1|DMIR
OG0001145	LOC6733743|XP_002080789.1|DSIM	LOC108158813|XP_017146991.1|DMIR
OG0001146	LOC6732209|XP_016024885.1|DSIM	LOC108164258|XP_017155387.1|DMIR
OG0001146	LOC6725412|XP_002106428.1|DSIM	LOC108164850|XP_017156266.1|DMIR
OG0001147	LOC6740432|XP_016025945.1|DSIM, LOC120285615|XP_039154181.1|DSIM, LOC120284728|XP_039149165.1|DSIM, LOC120284727|XP_039149164.1|DSIM, LOC6738524|XP_039149163.1|DSIM	LOC117193675|XP_033254302.1|DMIR, LOC117193421|XP_033254065.1|DMIR, LOC108160749|XP_017150430.1|DMIR
OG0001148	LOC6730897|XP_002078061.2|DSIM	LOC108161502|XP_017151268.1|DMIR, LOC108163882|XP_017154886.1|DMIR
OG0001149	LOC6737149|XP_016030789.1|DSIM	LOC108151606|XP_017135781.1|DMIR
OG0001150	LOC6735741|XP_002082654.1|DSIM	LOC108160495|XP_033247060.1|DMIR
OG0001151	LOC6727440|XP_002102821.1|DSIM, LOC6727439|XP_016034014.1|DSIM	LOC108153847|XP_033245344.1|DMIR
OG0001152	LOC6726928|XP_002102330.2|DSIM, LOC6735330|XP_002082279.1|DSIM, LOC6731728|XP_016024400.1|DSIM	LOC108157391|XP_017144921.1|DMIR
OG0001153	LOC6735951|XP_016029304.1|DSIM	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR
OG0001154	LOC6731720|XP_016024395.1|DSIM	LOC108163388|XP_017154132.1|DMIR
OG0001155	LOC6725294|XP_016038331.1|DSIM	LOC108162857|XP_017153295.1|DMIR
OG0001157	LOC6728249|XP_016034890.1|DSIM	LOC108156800|XP_017143970.1|DMIR
OG0001158	LOC6731082|XP_039154375.1|DSIM	LOC108161836|XP_017151684.1|DMIR
OG0001159	LOC6730048|XP_039150464.1|DSIM	LOC108155766|XP_017142301.1|DMIR
OG0001160	LOC6727156|XP_002102549.1|DSIM	LOC108154723|XP_017140574.1|DMIR
OG0001161	LOC6728154|XP_039151466.1|DSIM	LOC108154937|XP_017140915.2|DMIR
OG0001162	LOC6728777|XP_016035455.1|DSIM	LOC108154099|XP_017139709.1|DMIR
OG0001163	LOC6728195|XP_016034832.1|DSIM	LOC108155132|XP_017141268.1|DMIR
OG0001164	LOC6729049|XP_002104370.1|DSIM	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR
OG0001165	LOC6735864|XP_002082774.1|DSIM	LOC108160534|XP_033246198.1|DMIR
OG0001166	LOC6736492|XP_039149651.1|DSIM	LOC108165524|XP_017157069.1|DMIR
OG0001167	LOC6733839|XP_016026857.1|DSIM	LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR
OG0001168	LOC6735066|XP_002082043.2|DSIM	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR
OG0001169	LOC6726252|XP_016039762.1|DSIM	LOC108164973|XP_017156477.1|DMIR
OG0001170	LOC6729218|XP_002104539.1|DSIM	LOC108155887|XP_017142516.1|DMIR
OG0001171	LOC6737337|XP_016031067.1|DSIM	LOC108152288|XP_017136995.1|DMIR
OG0001172	LOC6735589|XP_002082509.1|DSIM	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR
OG0001173	LOC6730359|XP_002105641.1|DSIM	LOC108154895|XP_033245245.1|DMIR
OG0001174	LOC27208657|XP_016030626.1|DSIM	LOC108165485|XP_017157027.1|DMIR
OG0001175	LOC6734964|XP_002081958.2|DSIM	LOC108159805|XP_017148863.1|DMIR
OG0001176	LOC6734462|XP_016027584.1|DSIM	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR
OG0001177	LOC6732609|XP_016025315.1|DSIM	LOC108162807|XP_033248563.1|DMIR
OG0001178	LOC6735451|XP_016028757.2|DSIM	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR
OG0001179	LOC6734007|XP_016027035.1|DSIM	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR
OG0001180	LOC6740647|XP_016037220.1|DSIM	LOC108164427|XP_017155596.1|DMIR
OG0001181	LOC6738122|XP_016031959.1|DSIM	LOC108151409|XP_017135485.1|DMIR
OG0001182	LOC6729238|XP_016035890.1|DSIM	LOC117187217|XP_033245309.1|DMIR
OG0001183	LOC6728503|XP_039151214.1|DSIM	LOC108156255|XP_033244626.1|DMIR
OG0001184	LOC6727621|XP_016034214.2|DSIM	LOC108157195|XP_017144614.1|DMIR
OG0001185	LOC6727992|XP_039150991.1|DSIM	LOC108155320|XP_017141530.1|DMIR
OG0001186	LOC6727140|XP_016033621.1|DSIM	LOC108154853|XP_017140763.1|DMIR
OG0001187	LOC6734533|XP_016027649.1|DSIM	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR
OG0001188	LOC6734199|XP_016027231.1|DSIM	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR
OG0001189	LOC6735796|XP_016029183.1|DSIM	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR
OG0001190	LOC6740289|XP_016026105.1|DSIM	LOC108165140|XP_017156694.1|DMIR
OG0001191	LOC6731612|XP_016024291.1|DSIM	LOC108163235|XP_017153882.1|DMIR
OG0001192	LOC6731273|XP_039147079.1|DSIM	LOC108164197|XP_017155309.1|DMIR
OG0001193	LOC6727284|XP_002102673.1|DSIM	LOC108155671|XP_017142123.1|DMIR
OG0001194	LOC6724773|XP_016037532.1|DSIM, LOC6724771|XP_002105814.1|DSIM	LOC117187789|XP_033246529.1|DMIR, LOC117187786|XP_033246522.1|DMIR, LOC117187794|XP_033246536.1|DMIR, LOC117187801|XP_033246545.1|DMIR, LOC108164604|XP_017155932.2|DMIR, LOC117188817|XP_033249134.1|DMIR, LOC108164080|XP_033249177.1|DMIR
OG0001195	LOC6739334|XP_002076241.1|DSIM	LOC108158185|XP_017145892.1|DMIR
OG0001196	LOC27206767|XP_016037918.1|DSIM, LOC6731265|XP_002078423.1|DSIM	LOC117186906|XP_033244119.1|DMIR, LOC117188728|XP_033248908.1|DMIR, LOC117188727|XP_033248904.1|DMIR, LOC108164657|XP_017155999.2|DMIR, LOC117188722|XP_033248891.1|DMIR, LOC117188205|XP_033247583.1|DMIR
OG0001197	LOC6729846|XP_002105149.1|DSIM, LOC6729143|XP_002104464.1|DSIM	LOC108157822|XP_017145511.1|DMIR, LOC108157683|XP_017145338.1|DMIR
OG0001198	LOC6729030|XP_002104351.1|DSIM, LOC6729031|XP_002104352.1|DSIM	LOC117187321|XP_033245609.1|DMIR, LOC108151162|XP_017135081.1|DMIR
OG0001200	LOC6732581|XP_016025265.1|DSIM	LOC108154152|XP_017139796.1|DMIR
OG0001201	LOC6729611|XP_002104919.1|DSIM	LOC108157227|XP_017144673.1|DMIR
OG0001203	LOC6724734|XP_016037398.1|DSIM	LOC108164475|XP_017155716.1|DMIR
OG0001204	LOC6732263|XP_016024933.1|DSIM	LOC108163159|XP_017153768.2|DMIR
OG0001205	LOC6726825|XP_002102232.2|DSIM	LOC108155961|XP_017142623.1|DMIR
OG0001206	LOC6727335|XP_016033865.1|DSIM	LOC108155914|XP_017142549.1|DMIR
OG0001207	LOC27206892|XP_016038534.2|DSIM	LOC108157711|XP_017145371.2|DMIR, LOC108153694|XP_017139312.1|DMIR
OG0001208	LOC6725575|XP_039153422.1|DSIM	LOC108164581|XP_017155898.1|DMIR
OG0001209	LOC6728307|XP_016034940.1|DSIM	LOC108154331|XP_017140082.1|DMIR
OG0001210	LOC6725952|XP_016039304.1|DSIM	LOC108162800|XP_017153196.1|DMIR
OG0001212	LOC6725889|XP_002106884.1|DSIM	LOC108164733|XP_017156114.1|DMIR
OG0001213	LOC6727653|XP_002103030.1|DSIM	LOC108164816|XP_017156226.1|DMIR
OG0001214	LOC6729145|XP_016035792.1|DSIM	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR
OG0001215	LOC6726895|XP_016033405.1|DSIM	LOC108157521|XP_017145113.1|DMIR
OG0001216	LOC6728067|XP_039151491.1|DSIM	LOC108156383|XP_017143288.1|DMIR
OG0001217	LOC6733132|XP_016025841.1|DSIM	LOC108161214|XP_033248812.1|DMIR
OG0001218	LOC6729219|XP_002104540.1|DSIM	LOC108153767|XP_017139395.1|DMIR, LOC108155888|XP_017142517.1|DMIR
OG0001220	LOC27206322|XP_016026252.1|DSIM	LOC117190882|XP_033251789.1|DMIR, LOC117192050|XP_033252657.1|DMIR, LOC108160998|XP_017150795.1|DMIR
OG0001221	LOC6735423|XP_002082365.1|DSIM	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR
OG0001222	LOC6729987|XP_016036754.1|DSIM	LOC108157434|XP_017144977.1|DMIR
OG0001223	LOC6725078|XP_016025996.1|DSIM	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR
OG0001224	LOC6734814|XP_016028042.1|DSIM	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR
OG0001225	LOC6733377|XP_039147411.1|DSIM	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR
OG0001226	LOC6733980|XP_016027013.1|DSIM	LOC108159714|XP_017148723.1|DMIR
OG0001227	LOC6731358|XP_016023949.1|DSIM	LOC108161474|XP_033249823.1|DMIR
OG0001229	LOC6739559|XP_039147332.1|DSIM	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR
OG0001230	LOC6734755|XP_039148129.1|DSIM	LOC117190545|XP_033251496.1|DMIR, LOC117189458|XP_033250477.1|DMIR, LOC117189459|XP_033250478.1|DMIR, LOC117189470|XP_033250494.1|DMIR, LOC117190544|XP_033251495.1|DMIR, LOC117189460|XP_033250479.1|DMIR, LOC108160123|XP_017149405.1|DMIR, LOC117189452|XP_033250468.1|DMIR, LOC117190547|XP_033251498.1|DMIR, LOC117190546|XP_033251497.1|DMIR
OG0001231	LOC6733129|XP_016025845.1|DSIM	LOC108161913|XP_017151814.1|DMIR
OG0001232	LOC6731423|XP_002078575.1|DSIM	LOC108163486|XP_017154287.1|DMIR
OG0001233	LOC6731387|XP_039149505.1|DSIM	LOC108162942|XP_017153422.1|DMIR
OG0001234	LOC6740783|XP_016027889.1|DSIM	LOC108158581|XP_017146513.1|DMIR, LOC117194186|XP_033254736.1|DMIR
OG0001235	LOC6730471|XP_016022931.1|DSIM	LOC108163988|XP_017155042.1|DMIR
OG0001236	LOC6738829|XP_002085629.1|DSIM	LOC108151625|XP_017135813.1|DMIR
OG0001237	LOC6727401|XP_016033949.1|DSIM	LOC108154801|XP_017140688.1|DMIR
OG0001238	LOC6729709|XP_016036366.1|DSIM	LOC108155059|XP_017141132.1|DMIR
OG0001240	LOC6729724|XP_016036379.1|DSIM	LOC108157833|XP_017145525.1|DMIR
OG0001241	LOC27206163|XP_016027150.1|DSIM	LOC108160571|XP_017150145.1|DMIR, LOC117190374|XP_033251346.1|DMIR
OG0001242	LOC6726523|XP_016040164.1|DSIM	LOC108153068|XP_017138340.1|DMIR
OG0001243	LOC6738712|XP_016032528.1|DSIM	LOC108164520|XP_017155799.1|DMIR, LOC108155162|XP_033245528.1|DMIR, LOC108157608|XP_033245272.1|DMIR, LOC108161757|XP_017151580.1|DMIR, LOC108151208|XP_033244012.1|DMIR
OG0001244	LOC6728074|XP_016034691.1|DSIM	LOC108160647|XP_033245165.1|DMIR, LOC108156406|XP_017143337.1|DMIR
OG0001245	LOC6727352|XP_016033883.1|DSIM	LOC108153934|XP_017139520.1|DMIR
OG0001246	LOC6739504|XP_016029342.1|DSIM	LOC117188431|XP_033248200.1|DMIR
OG0001247	LOC27207504|XP_039148762.1|DSIM	LOC117189492|XP_033250519.1|DMIR, LOC117187833|XP_033246593.1|DMIR
OG0001248	LOC6737358|XP_002084196.1|DSIM	LOC108152264|XP_017136968.1|DMIR
OG0001249	LOC27208032|XP_016038236.1|DSIM	LOC108154906|XP_017140851.1|DMIR
OG0001251	LOC6727105|XP_002102498.1|DSIM	LOC108155687|XP_017142146.1|DMIR
OG0001252	LOC6729970|XP_002105264.2|DSIM, LOC6729971|XP_016036734.1|DSIM	LOC108155244|XP_017141424.2|DMIR
OG0001253	LOC120285369|XP_039153801.1|DSIM, LOC120285367|XP_039153798.1|DSIM, LOC6726581|XP_016022680.2|DSIM, LOC120285370|XP_039153812.1|DSIM, LOC6734123|XP_016027139.1|DSIM	LOC108160739|XP_017150419.1|DMIR, LOC117191754|XP_033252424.1|DMIR
OG0001254	LOC6735432|XP_002082372.1|DSIM	LOC117191662|XP_033252359.1|DMIR, LOC117191947|XP_033252584.1|DMIR, LOC117191248|XP_033252056.1|DMIR, LOC108158323|XP_017146052.1|DMIR
OG0001255	LOC6733370|XP_002080427.1|DSIM	LOC117186074|XP_033242033.1|DMIR, LOC108152346|XP_017137099.2|DMIR, LOC108160555|XP_017150116.2|DMIR, LOC117191443|XP_033252200.1|DMIR, LOC117187946|XP_033246837.1|DMIR, LOC108165607|XP_017157173.1|DMIR
OG0001256	LOC6739608|XP_002076504.2|DSIM	LOC108165228|XP_033242595.1|DMIR
OG0001256	LOC27206195|XP_016029531.1|DSIM	LOC108158023|XP_017145655.1|DMIR
OG0001257	LOC6724731|XP_016037370.1|DSIM	LOC108164394|XP_033250161.1|DMIR
OG0001258	LOC6739697|XP_002076591.1|DSIM	LOC108155808|XP_017142377.1|DMIR
OG0001259	LOC27207032|XP_016037885.1|DSIM	LOC108162699|XP_017153045.1|DMIR
OG0001260	LOC6728678|XP_002104017.1|DSIM	LOC108157135|XP_017144525.1|DMIR
OG0001261	LOC27206564|XP_039147171.1|DSIM	LOC108161346|XP_017151072.1|DMIR
OG0001261	LOC6726560|XP_016040224.1|DSIM	LOC108162253|XP_017152393.1|DMIR
OG0001262	LOC6737626|XP_016031396.1|DSIM	LOC108152429|XP_033242401.1|DMIR
OG0001263	LOC6729488|XP_002104798.1|DSIM	LOC108155349|XP_017141597.2|DMIR
OG0001264	LOC6730913|XP_016023348.1|DSIM	LOC108164151|XP_017155244.2|DMIR
OG0001265	LOC6724886|XP_039152688.1|DSIM	LOC108157372|XP_033247158.1|DMIR
OG0001266	LOC6735703|XP_016029075.1|DSIM	LOC108159856|XP_017148944.1|DMIR
OG0001267	LOC6729063|XP_016035714.1|DSIM	LOC108154761|XP_017140631.1|DMIR
OG0001268	LOC6727557|XP_002102936.1|DSIM	LOC108157422|XP_017144961.1|DMIR
OG0001269	LOC6734032|XP_016027050.1|DSIM	LOC108159849|XP_033253926.1|DMIR, LOC117187930|XP_033246797.1|DMIR
OG0001270	LOC6726832|XP_016033340.1|DSIM	LOC108155145|XP_017141288.1|DMIR
OG0001271	LOC6733817|XP_002080861.1|DSIM	LOC108158457|XP_017146235.1|DMIR, LOC117191921|XP_033252559.1|DMIR
OG0001272	LOC6736437|XP_016029946.1|DSIM	LOC108151032|XP_033242646.1|DMIR, LOC117186247|XP_033242644.1|DMIR, LOC117186248|XP_033242649.1|DMIR, LOC108165301|XP_033242648.1|DMIR
OG0001273	LOC6727700|XP_016034272.1|DSIM	LOC108154575|XP_017140364.1|DMIR
OG0001274	LOC6738742|XP_002085542.1|DSIM	LOC108151717|XP_017135977.1|DMIR
OG0001275	LOC6725951|XP_016039301.1|DSIM	LOC108164532|XP_017155815.1|DMIR
OG0001276	LOC6736699|XP_002083555.1|DSIM	LOC108152778|XP_017137849.1|DMIR, LOC108161461|XP_017151213.1|DMIR
OG0001277	LOC6736541|XP_039150077.1|DSIM	LOC108152716|XP_017137739.1|DMIR
OG0001278	LOC6737469|XP_016031259.1|DSIM	LOC108152532|XP_017137428.1|DMIR
OG0001279	LOC6737423|XP_039149806.1|DSIM	LOC108153003|XP_017138233.1|DMIR
OG0001280	LOC6736208|XP_002083103.2|DSIM	LOC108151532|XP_017135674.1|DMIR
OG0001281	LOC6739604|XP_016029921.1|DSIM	LOC108150821|XP_017134617.1|DMIR
OG0001282	LOC6730799|XP_016023216.1|DSIM	LOC108163644|XP_017154543.1|DMIR
OG0001283	LOC6734702|XP_016027901.1|DSIM	LOC117192487|XP_033253081.1|DMIR, LOC117193890|XP_033254464.1|DMIR, LOC117192481|XP_033253068.1|DMIR, LOC117192485|XP_033253075.1|DMIR, LOC108159046|XP_033248066.1|DMIR, LOC117192488|XP_033253082.1|DMIR, LOC117188385|XP_033248070.1|DMIR, LOC117192495|XP_033253094.1|DMIR, LOC117192482|XP_033253072.1|DMIR, LOC117192483|XP_033253073.1|DMIR
OG0001284	LOC27207025|XP_039147315.1|DSIM	LOC117188987|XP_033249676.1|DMIR
OG0001285	LOC6736227|XP_016029736.1|DSIM	LOC108152026|XP_017136496.1|DMIR
OG0001286	LOC6733008|XP_002080087.1|DSIM	LOC108164105|XP_017155185.1|DMIR
OG0001287	LOC6728012|XP_039151006.1|DSIM	LOC108155154|XP_017141303.2|DMIR
OG0001288	LOC6730494|XP_002077675.2|DSIM	LOC108163582|XP_017154443.1|DMIR
OG0001289	LOC6733028|XP_016025719.2|DSIM	LOC108161385|XP_017151123.2|DMIR
OG0001290	LOC6731051|XP_039153051.1|DSIM	LOC108161745|XP_033249429.1|DMIR
OG0001291	LOC6735967|XP_016029316.1|DSIM	LOC108160498|XP_017150024.1|DMIR, LOC117190561|XP_033251507.1|DMIR
OG0001292	LOC6734804|XP_016028017.1|DSIM	LOC117192871|XP_033253514.1|DMIR, LOC108159611|XP_017148554.1|DMIR
OG0001293	LOC6725088|XP_002106115.1|DSIM	LOC108164588|XP_017155903.1|DMIR
OG0001294	LOC6728765|XP_016035444.1|DSIM	LOC108156837|XP_017144035.1|DMIR
OG0001295	LOC6726062|XP_016039446.1|DSIM	LOC108162367|XP_017152569.1|DMIR
OG0001296	LOC6733154|XP_016026029.1|DSIM	LOC108160067|XP_017149306.1|DMIR
OG0001297	LOC6729472|XP_016036143.1|DSIM	LOC108154764|XP_017140635.1|DMIR
OG0001298	LOC6727209|XP_039151808.1|DSIM	LOC108155192|XP_017141353.1|DMIR
OG0001299	LOC6736836|XP_039150345.1|DSIM	LOC108153385|XP_033242955.1|DMIR
OG0001300	LOC120285394|XP_039154056.1|DSIM, LOC6739814|XP_016022664.2|DSIM, LOC6728560|XP_039150856.1|DSIM	LOC117186434|XP_033243131.1|DMIR, LOC108157098|XP_017144452.1|DMIR
OG0001301	LOC6731275|XP_002078432.1|DSIM	LOC108164204|XP_017155323.1|DMIR
OG0001302	LOC6735326|XP_016028673.1|DSIM	LOC108160735|XP_033254209.1|DMIR
OG0001303	LOC6727767|XP_002103129.3|DSIM, LOC6727765|XP_002103127.1|DSIM	LOC108156496|XP_017143478.1|DMIR
OG0001304	LOC6734391|XP_016027515.1|DSIM	LOC108158520|XP_017146388.1|DMIR, LOC117192440|XP_033253011.1|DMIR
OG0001305	LOC6726831|XP_016033338.1|DSIM	LOC108155146|XP_017141290.1|DMIR
OG0001306	LOC6727785|XP_016034355.1|DSIM	LOC108156304|XP_017143181.1|DMIR
OG0001307	LOC6736942|XP_016030589.1|DSIM	LOC108152327|XP_017137062.1|DMIR, LOC108157831|XP_017145523.1|DMIR, LOC108151754|XP_017136081.1|DMIR
OG0001308	LOC6724945|XP_016037809.1|DSIM, LOC6726605|XP_002107554.2|DSIM	LOC108161191|XP_017150911.1|DMIR
OG0001309	LOC6727821|XP_016034406.1|DSIM	LOC108155099|XP_017141216.1|DMIR
OG0001310	LOC6726501|XP_039152352.1|DSIM	LOC108165010|XP_017156534.1|DMIR
OG0001311	LOC6726363|XP_039152972.1|DSIM	LOC108159813|XP_017148876.1|DMIR
OG0001312	LOC6737618|XP_039149901.1|DSIM, LOC6737619|XP_002084451.1|DSIM	LOC108165290|XP_017156814.1|DMIR
OG0001313	LOC6734547|XP_002081556.2|DSIM	LOC117188333|XP_033247892.1|DMIR, LOC117188334|XP_033247893.1|DMIR, LOC117188331|XP_033247889.1|DMIR, LOC117188332|XP_033247890.1|DMIR, LOC117188329|XP_033247887.1|DMIR, LOC117188330|XP_033247888.1|DMIR, LOC108159248|XP_017147859.2|DMIR, LOC117192675|XP_033253288.1|DMIR
OG0001314	LOC6732264|XP_002079393.1|DSIM	LOC108163160|XP_017153769.1|DMIR
OG0001315	LOC6739939|XP_002076828.1|DSIM	LOC108164631|XP_017155968.1|DMIR
OG0001316	LOC27206178|XP_016028356.1|DSIM	LOC108159479|XP_017148296.1|DMIR
OG0001317	LOC6732406|XP_016025069.1|DSIM	LOC117189330|XP_033250367.1|DMIR, LOC117191403|XP_033252174.1|DMIR, LOC117191719|XP_033252396.1|DMIR, LOC117190822|XP_033251751.1|DMIR, LOC117189366|XP_033250385.1|DMIR, LOC117189387|XP_033250399.1|DMIR, LOC117189386|XP_033250398.1|DMIR, LOC117189391|XP_033250402.1|DMIR, LOC117192103|XP_033252694.1|DMIR, LOC108163380|XP_033249023.1|DMIR
OG0001318	LOC6730798|XP_016023213.1|DSIM	LOC108156132|XP_017142934.1|DMIR
OG0001319	LOC6732308|XP_002079436.1|DSIM, LOC6732307|XP_002079435.1|DSIM	LOC108164003|XP_017155066.2|DMIR
OG0001320	LOC6734114|XP_016027126.1|DSIM	LOC108164985|XP_033252212.1|DMIR, LOC108159316|XP_017147979.1|DMIR, LOC108165173|XP_017156734.2|DMIR, LOC108156364|XP_033244728.1|DMIR
OG0001321	LOC6735184|XP_002082158.1|DSIM	LOC108160662|XP_017150292.1|DMIR, LOC117189817|XP_033250766.1|DMIR
OG0001322	LOC6728499|XP_016035134.1|DSIM	LOC108154695|XP_017140533.2|DMIR
OG0001322	LOC6726804|XP_002102211.1|DSIM	LOC108156161|XP_017142978.1|DMIR
OG0001323	LOC27209000|XP_016023384.1|DSIM, LOC6730935|XP_002078099.1|DSIM	LOC108161602|XP_017151379.1|DMIR
OG0001324	LOC6732598|XP_002079717.1|DSIM	LOC108161468|XP_017151224.2|DMIR, LOC117186476|XP_033243242.1|DMIR, LOC117186377|XP_033242985.1|DMIR, LOC117186379|XP_033242986.1|DMIR, LOC117186470|XP_033243228.1|DMIR, LOC117186471|XP_033243229.1|DMIR, LOC117186466|XP_033243225.1|DMIR, LOC108165454|XP_033243226.1|DMIR, LOC117186469|XP_033243227.1|DMIR, LOC108153551|XP_017139110.2|DMIR, LOC108165452|XP_033242983.1|DMIR
OG0001325	LOC6728927|XP_002104255.1|DSIM, LOC6728926|XP_002104254.1|DSIM	LOC108157776|XP_017145455.1|DMIR
OG0001326	LOC6730214|XP_016036972.1|DSIM	LOC108156454|XP_033244788.1|DMIR
OG0001328	LOC6726083|XP_016039526.1|DSIM	LOC117186172|XP_033242308.1|DMIR, LOC117186171|XP_033242301.1|DMIR
OG0001329	LOC6726156|XP_002107132.1|DSIM	LOC108158289|XP_017146018.2|DMIR, LOC117186578|XP_033243429.1|DMIR
OG0001330	LOC27208201|XP_016039287.2|DSIM	LOC108154454|XP_033252854.1|DMIR
OG0001331	LOC6739911|XP_016037671.1|DSIM	LOC108151464|XP_017135574.1|DMIR
OG0001332	LOC6726219|XP_002107194.1|DSIM	LOC108161729|XP_017151545.1|DMIR
OG0001333	LOC6730841|XP_016023251.1|DSIM	LOC108163846|XP_017154852.2|DMIR
OG0001334	LOC6730228|XP_016036980.1|DSIM	LOC108157355|XP_017144864.1|DMIR
OG0001335	LOC6728439|XP_016035041.1|DSIM	LOC108155421|XP_033245279.1|DMIR
OG0001337	LOC6726210|XP_016039735.1|DSIM	LOC117195341|XP_033255821.1|DMIR, LOC117186085|XP_033242076.1|DMIR, LOC117186165|XP_033242278.1|DMIR, LOC117195340|XP_033255818.1|DMIR, LOC108151170|XP_033255819.1|DMIR, LOC117195344|XP_033255825.1|DMIR, LOC117186174|XP_033242310.1|DMIR, LOC117186495|XP_033243265.1|DMIR, LOC117195338|XP_033255817.1|DMIR, LOC117186111|XP_033242122.1|DMIR
OG0001338	LOC6734864|XP_016028125.1|DSIM	LOC117191960|XP_033252592.1|DMIR, LOC117189805|XP_033250755.1|DMIR, LOC117190454|XP_033251418.1|DMIR, LOC117191962|XP_033252595.1|DMIR, LOC108160415|XP_017149900.2|DMIR, LOC117189812|XP_033250763.1|DMIR, LOC117185927|XP_033246433.1|DMIR
OG0001339	LOC27206165|XP_016027169.1|DSIM	LOC108160348|XP_033246468.1|DMIR
OG0001340	LOC6739795|XP_016033110.1|DSIM	LOC108157005|XP_033244823.1|DMIR
OG0001341	LOC6729452|XP_016036127.1|DSIM	LOC108157206|XP_017144643.1|DMIR
OG0001342	LOC6730159|XP_016036920.1|DSIM	LOC108155391|XP_017141661.1|DMIR
OG0001343	LOC120285031|XP_039151261.1|DSIM, LOC6726939|XP_016033434.2|DSIM	LOC108153926|XP_017139510.1|DMIR
OG0001344	LOC27206382|XP_016037050.1|DSIM	LOC108156426|XP_017143368.1|DMIR
OG0001345	LOC6728695|XP_002104031.2|DSIM	LOC108156774|XP_017143930.1|DMIR
OG0001346	LOC6728822|XP_002104156.1|DSIM	LOC117187184|XP_033245190.1|DMIR, LOC108155296|XP_033245187.1|DMIR, LOC117187176|XP_033245179.1|DMIR
OG0001347	LOC6726621|XP_002107570.1|DSIM	LOC108158377|XP_017146122.1|DMIR, LOC117186506|XP_033243278.1|DMIR, LOC108165429|XP_033243283.1|DMIR
OG0001348	LOC6726188|XP_002107164.1|DSIM	LOC117186159|XP_033242264.1|DMIR, LOC108161740|XP_017151554.1|DMIR
OG0001349	LOC6737276|XP_016030991.1|DSIM	LOC108152696|XP_017137692.1|DMIR
OG0001350	LOC6737657|XP_002084489.1|DSIM	LOC108152200|XP_033243591.1|DMIR
OG0001351	LOC6733808|XP_002080852.2|DSIM	LOC117190431|XP_033251402.1|DMIR, LOC108160420|XP_017149908.1|DMIR, LOC108158868|XP_017147097.1|DMIR
OG0001352	LOC6733182|XP_016026061.1|DSIM	LOC108159227|XP_017147817.2|DMIR, LOC117185841|XP_033247448.1|DMIR, LOC117195217|XP_033255741.1|DMIR
OG0001353	LOC6738145|XP_002084958.1|DSIM	LOC108152722|XP_017137748.1|DMIR
OG0001354	LOC6735910|XP_016029266.1|DSIM	LOC117185846|XP_033253360.1|DMIR, LOC108159758|XP_017148802.1|DMIR
OG0001355	LOC6735728|XP_016029097.1|DSIM	LOC117187978|XP_033246920.1|DMIR, LOC108159426|XP_017148182.2|DMIR
