Orthogroup	DSIM.longest_only	DBIA.longest_only
OG0000632	LOC6730529|XP_016022984.1|DSIM	LOC108027781|XP_016954833.1|DBIA
OG0000633	LOC6737751|XP_016031528.1|DSIM, LOC27208173|XP_039150098.1|DSIM	LOC108034438|XP_016964811.1|DBIA
OG0000635	LOC6735347|XP_002082294.1|DSIM	LOC108029714|XP_016957678.1|DBIA
OG0000635	LOC6726071|XP_002107053.2|DSIM	LOC108032978|XP_016962542.1|DBIA
OG0000636	LOC6732793|XP_002079906.1|DSIM	LOC108033332|XP_016963106.1|DBIA
OG0000636	LOC6732794|XP_016025503.1|DSIM	LOC108033333|XP_016963107.1|DBIA
OG0000637	LOC6725170|XP_016038187.1|DSIM	LOC108024111|XP_016949377.1|DBIA
OG0000637	LOC6725171|XP_039152707.1|DSIM	LOC108024265|XP_016949641.1|DBIA
OG0000638	LOC6729311|XP_016035943.1|DSIM	LOC108024427|XP_016949834.1|DBIA
OG0000638	LOC6726151|XP_016039682.1|DSIM	LOC108032999|XP_016962612.1|DBIA
OG0000639	LOC6738948|XP_016032771.1|DSIM	LOC108028266|XP_016955448.1|DBIA
OG0000641	LOC6731601|XP_002078742.2|DSIM	LOC108032364|XP_016961666.1|DBIA
OG0000641	LOC6727083|XP_016033574.2|DSIM	LOC108027011|XP_016953698.1|DBIA
OG0000642	LOC6734145|XP_016027156.1|DSIM	LOC108022088|XP_016946422.1|DBIA, LOC108022211|XP_016946554.1|DBIA
OG0000642	LOC6732352|XP_016025004.1|DSIM	LOC108028933|XP_016956440.1|DBIA
OG0000643	LOC6729854|XP_002105157.1|DSIM	LOC108024296|XP_016949686.1|DBIA
OG0000643	LOC6729853|XP_002105156.2|DSIM	LOC108024297|XP_016949687.1|DBIA, LOC108035870|XP_016967109.1|DBIA
OG0000644	LOC6737677|XP_002084509.1|DSIM	LOC108030666|XP_016959181.1|DBIA
OG0000644	LOC6737674|XP_002084506.1|DSIM	LOC108028697|XP_016956133.1|DBIA
OG0000644	LOC6737673|XP_002084505.2|DSIM	LOC108028698|XP_016956134.1|DBIA
OG0000645	LOC27207888|XP_016023424.1|DSIM	LOC108027809|XP_016954876.1|DBIA
OG0000645	LOC27207511|XP_016026170.1|DSIM	LOC108030325|XP_016958671.1|DBIA
OG0000646	LOC6729358|XP_002104674.1|DSIM	LOC108026341|XP_016952734.1|DBIA
OG0000646	LOC6729963|XP_039150494.1|DSIM	LOC108024636|XP_016950170.1|DBIA
OG0000647	LOC6726923|XP_016033422.1|DSIM	LOC108027448|XP_016954388.1|DBIA
OG0000647	LOC6725022|XP_016037974.1|DSIM	LOC108025929|XP_016952111.1|DBIA
OG0000648	LOC6726295|XP_039152793.1|DSIM	LOC108023775|XP_016948908.1|DBIA
OG0000648	LOC6726293|XP_002107254.1|DSIM	LOC108023772|XP_016948904.1|DBIA
OG0000649	LOC6740189|XP_002077070.2|DSIM	LOC108033154|XP_016962869.1|DBIA
OG0000649	LOC6739849|XP_016039898.1|DSIM	LOC108033148|XP_016962861.1|DBIA
OG0000650	LOC6729339|XP_002104656.2|DSIM	LOC108026179|XP_016952442.1|DBIA
OG0000650	LOC6724700|XP_016037268.1|DSIM	LOC108036023|XP_016967442.1|DBIA
OG0000651	LOC6738417|XP_002085226.2|DSIM	LOC108034888|XP_016965587.1|DBIA
OG0000651	LOC6736720|XP_016030335.1|DSIM	LOC108035363|XP_016966450.1|DBIA
OG0000652	LOC6739305|XP_002076214.1|DSIM	LOC108036625|XP_016968386.1|DBIA
OG0000652	LOC27209005|XP_016038153.1|DSIM	LOC108032672|XP_016962129.1|DBIA
OG0000653	LOC6728366|XP_002103714.1|DSIM	LOC108027436|XP_016954373.1|DBIA
OG0000653	LOC6726771|XP_016033255.1|DSIM	LOC108032925|XP_016962483.1|DBIA
OG0000654	LOC6739596|XP_016029861.1|DSIM	LOC108028616|XP_016956028.1|DBIA
OG0000654	LOC6738408|XP_016032244.1|DSIM	LOC108035010|XP_016965842.1|DBIA
OG0000655	LOC6734221|XP_016027265.1|DSIM	LOC108029636|XP_016957528.1|DBIA
OG0000655	LOC6730521|XP_016022976.1|DSIM	LOC108027756|XP_016954798.1|DBIA
OG0000656	LOC6728447|XP_016035061.1|DSIM	LOC108031829|XP_016961056.1|DBIA
OG0000656	LOC27208714|XP_016035060.1|DSIM	LOC108031830|XP_016961059.1|DBIA
OG0000657	LOC6736191|XP_016029616.1|DSIM	LOC108028063|XP_016955196.1|DBIA
OG0000657	LOC6730879|XP_002078043.1|DSIM	LOC108032751|XP_016962230.1|DBIA
OG0000658	LOC6726228|XP_016039756.1|DSIM	LOC108033182|XP_016962912.1|DBIA
OG0000658	LOC6728039|XP_002103391.1|DSIM	LOC108031067|XP_016959762.1|DBIA
OG0000659	LOC6730797|XP_002077965.1|DSIM	LOC108027925|XP_016955038.1|DBIA
OG0000659	LOC6732787|XP_016025500.1|DSIM	LOC108033384|XP_016963192.1|DBIA
OG0000660	LOC6739184|XP_016023229.1|DSIM	LOC108027908|XP_016955018.1|DBIA
OG0000661	LOC27206244|XP_016030737.1|DSIM	LOC108028534|XP_016955919.1|DBIA
OG0000661	LOC6731004|XP_016023467.1|DSIM	LOC108027800|XP_016954865.1|DBIA
OG0000662	LOC6736668|XP_002083524.1|DSIM	LOC108035530|XP_016966688.1|DBIA
OG0000662	LOC27208006|XP_016034047.1|DSIM	LOC108031364|XP_016960132.1|DBIA
OG0000663	LOC6736154|XP_016029553.1|DSIM	LOC108022450|XP_016946846.1|DBIA
OG0000664	LOC6727188|XP_039150958.1|DSIM	LOC108027049|XP_016953739.1|DBIA
OG0000664	LOC6739975|XP_016038087.1|DSIM	LOC108021960|XP_016946279.1|DBIA
OG0000665	LOC6729566|XP_016036230.1|DSIM	LOC108026350|XP_016952745.1|DBIA
OG0000665	LOC6729567|XP_002104875.1|DSIM	LOC108026348|XP_016952742.1|DBIA
OG0000666	LOC6735358|XP_002082305.1|DSIM	LOC108029729|XP_016957700.1|DBIA
OG0000666	LOC27208266|XP_016038838.1|DSIM	LOC108025749|XP_016951833.1|DBIA
OG0000667	LOC6739958|XP_002076843.1|DSIM	LOC108024249|XP_016949620.1|DBIA
OG0000667	LOC6728590|XP_002103931.1|DSIM	LOC108024585|XP_016950077.1|DBIA
OG0000668	LOC6739822|XP_002076714.1|DSIM	LOC108025566|XP_016951584.1|DBIA
OG0000668	LOC6728180|XP_016034812.1|DSIM	LOC108031439|XP_016960357.1|DBIA
OG0000669	LOC6726564|XP_002107518.2|DSIM	LOC108025870|XP_016952035.1|DBIA
OG0000669	LOC6726565|XP_002107519.1|DSIM	LOC108025889|XP_016952059.1|DBIA
OG0000670	LOC6725106|XP_002106132.1|DSIM	LOC108021976|XP_016946306.1|DBIA
OG0000671	LOC27208816|XP_016025871.1|DSIM	LOC108031729|XP_016960894.1|DBIA
OG0000671	LOC6729923|XP_016036681.1|DSIM	LOC108024768|XP_016950370.1|DBIA
OG0000672	LOC6725743|XP_039152633.1|DSIM	LOC108025630|XP_016951655.1|DBIA
OG0000672	LOC6740238|XP_002077119.2|DSIM	LOC108024241|XP_016949611.1|DBIA
OG0000673	LOC6725851|XP_039154027.1|DSIM	LOC108036345|XP_016967905.1|DBIA
OG0000673	LOC6738127|XP_002084940.1|DSIM	LOC108030525|XP_016958904.1|DBIA
OG0000675	LOC27206867|XP_016024210.1|DSIM	LOC108033882|XP_016964015.1|DBIA
OG0000676	LOC6728233|XP_016034874.1|DSIM	LOC108031037|XP_016959727.1|DBIA
OG0000676	LOC27207584|XP_016030786.2|DSIM	LOC108028008|XP_016955126.1|DBIA
OG0000677	LOC27206657|XP_039152419.1|DSIM	LOC108032589|XP_016961990.1|DBIA
OG0000678	LOC6727764|XP_016034341.1|DSIM	LOC108024952|XP_016950678.1|DBIA
OG0000678	LOC6730493|XP_002077674.1|DSIM	LOC108029195|XP_016956860.1|DBIA
OG0000679	LOC6725730|XP_016039005.1|DSIM	LOC108025928|XP_016952110.1|DBIA
OG0000680	LOC6726431|XP_016039991.1|DSIM	LOC108024261|XP_016949636.1|DBIA
OG0000680	LOC6726443|XP_016040004.1|DSIM	LOC108024237|XP_016949605.1|DBIA
OG0000681	LOC6728168|XP_016034776.1|DSIM	LOC108032038|XP_016961338.1|DBIA
OG0000681	LOC6725845|XP_016039168.1|DSIM	LOC108033060|XP_016962698.1|DBIA
OG0000683	LOC6729354|XP_016035990.1|DSIM	LOC108026243|XP_016952573.1|DBIA
OG0000684	LOC6728418|XP_002103764.1|DSIM	LOC108031144|XP_016959847.1|DBIA
OG0000684	LOC6729256|XP_002104576.1|DSIM	LOC108024799|XP_016950408.1|DBIA
OG0000685	LOC6740451|XP_002077302.1|DSIM	LOC108025642|XP_016951667.1|DBIA
OG0000685	LOC6727215|XP_002102607.1|DSIM	LOC108027258|XP_016954109.1|DBIA
OG0000686	LOC6733272|XP_002080335.1|DSIM	LOC108030401|XP_016958774.1|DBIA
OG0000686	LOC6726395|XP_039152885.1|DSIM	LOC108027497|XP_016954429.1|DBIA
OG0000687	LOC6735306|XP_002082266.1|DSIM	LOC108026577|XP_016953018.1|DBIA
OG0000687	LOC6736483|XP_002083353.1|DSIM	LOC108034522|XP_016964935.1|DBIA
OG0000688	LOC6735017|XP_002081998.1|DSIM	LOC108022488|XP_016946930.1|DBIA
OG0000689	LOC6733810|XP_016026779.1|DSIM	LOC108022271|XP_016946618.1|DBIA
OG0000689	LOC27209189|XP_016026781.1|DSIM	LOC108022166|XP_016946499.1|DBIA
OG0000690	LOC6740257|XP_016040162.1|DSIM	LOC108025632|XP_016951657.1|DBIA
OG0000691	LOC6731556|XP_002078697.1|DSIM	LOC108036758|XP_016968576.1|DBIA
OG0000691	LOC6738604|XP_002085408.1|DSIM	LOC108035947|XP_016967238.1|DBIA
OG0000692	LOC6738316|XP_016032164.1|DSIM	LOC108034774|XP_016965209.1|DBIA
OG0000692	LOC6738317|XP_002085127.1|DSIM	LOC108034414|XP_016964786.1|DBIA
OG0000693	LOC6726290|XP_016039783.1|DSIM	LOC108023625|XP_016948724.1|DBIA
OG0000693	LOC6727375|XP_016033914.1|DSIM	LOC108031881|XP_016961134.1|DBIA
OG0000694	LOC6740066|XP_016038815.1|DSIM	LOC108025866|XP_016952025.1|DBIA
OG0000694	LOC6737707|XP_002084539.1|DSIM	LOC108030530|XP_016958908.1|DBIA
OG0000695	LOC6731185|XP_039148020.1|DSIM	LOC108024892|XP_016950523.1|DBIA
OG0000696	LOC6731427|XP_002078579.1|DSIM	LOC108036717|XP_016968506.1|DBIA
OG0000697	LOC6740261|XP_002077141.3|DSIM	LOC108027541|XP_016954479.1|DBIA
OG0000697	LOC6731164|XP_002078322.1|DSIM	LOC108027091|XP_016953800.1|DBIA
OG0000698	LOC6730923|XP_016023369.1|DSIM	LOC108028980|XP_016956509.1|DBIA
OG0000698	LOC27208493|XP_039152058.1|DSIM	LOC108029304|XP_016956996.1|DBIA
OG0000699	LOC6731322|XP_016023898.1|DSIM	LOC108034117|XP_016964386.1|DBIA
OG0000699	LOC27208327|XP_016035823.1|DSIM	LOC108031225|XP_016959950.1|DBIA
OG0000700	LOC6730516|XP_039148418.1|DSIM	LOC108029188|XP_016956849.1|DBIA
OG0000700	LOC6730750|XP_016023167.1|DSIM	LOC108027917|XP_016955029.1|DBIA
OG0000701	LOC6734308|XP_002081336.1|DSIM	LOC108029443|XP_016957181.1|DBIA
OG0000701	LOC6725953|XP_002106936.2|DSIM	LOC108025939|XP_016952126.1|DBIA
OG0000702	LOC6729656|XP_039151625.1|DSIM	LOC108026164|XP_016952409.1|DBIA
OG0000702	LOC6729655|XP_016036306.1|DSIM	LOC108026163|XP_016952386.1|DBIA
OG0000703	LOC6732238|XP_002079367.1|DSIM	LOC108032597|XP_016962001.1|DBIA
OG0000703	LOC6734665|XP_016027854.1|DSIM	LOC108030103|XP_016958279.1|DBIA
OG0000704	LOC6739955|XP_039153241.1|DSIM	LOC108024154|XP_016949446.1|DBIA
OG0000704	LOC6730332|XP_002105614.1|DSIM	LOC108025061|XP_016950808.1|DBIA
OG0000705	LOC6736357|XP_002083233.1|DSIM	LOC108028899|XP_016956410.1|DBIA
OG0000705	LOC6736356|XP_016029846.1|DSIM	LOC108028884|XP_016956392.1|DBIA
OG0000706	LOC6732667|XP_002079784.1|DSIM	LOC108033329|XP_016963104.1|DBIA
OG0000706	LOC6725299|XP_016038338.2|DSIM	LOC108023483|XP_016948494.1|DBIA
OG0000707	LOC6735833|XP_002082743.1|DSIM	LOC108022300|XP_016946649.1|DBIA
OG0000707	LOC6740162|XP_002077042.1|DSIM	LOC108025880|XP_016952044.1|DBIA
OG0000708	LOC6725140|XP_016038111.1|DSIM	LOC108023383|XP_016948279.1|DBIA
OG0000708	LOC6725695|XP_039153353.1|DSIM	LOC108031991|XP_016961314.1|DBIA
OG0000709	LOC6730263|XP_016037035.1|DSIM	LOC108025090|XP_016950840.1|DBIA
OG0000709	LOC6726140|XP_016039666.1|DSIM	LOC108033068|XP_016962721.1|DBIA
OG0000710	LOC6727098|XP_002102491.1|DSIM	LOC108027098|XP_016953805.1|DBIA
OG0000710	LOC6726569|XP_016040235.1|DSIM, LOC27206610|XP_016028282.1|DSIM	LOC108022922|XP_016947622.1|DBIA
OG0000711	LOC27206289|XP_016031333.1|DSIM	LOC108034580|XP_016965002.1|DBIA
OG0000711	LOC27207522|XP_016039895.1|DSIM	LOC108023642|XP_016948747.1|DBIA
OG0000712	LOC6727380|XP_016033917.1|DSIM	LOC108031543|XP_016960569.1|DBIA
OG0000712	LOC6727379|XP_002102764.2|DSIM	LOC108030963|XP_016959652.1|DBIA
OG0000713	LOC6726921|XP_002102323.1|DSIM	LOC108027090|XP_016953795.1|DBIA
OG0000713	LOC6734643|XP_002081650.1|DSIM	LOC108030368|XP_016958726.1|DBIA
OG0000714	LOC6726246|XP_002107209.1|DSIM	LOC108033067|XP_016962720.1|DBIA
OG0000714	LOC6736809|XP_002083665.1|DSIM	LOC108035044|XP_016965908.1|DBIA
OG0000715	LOC6738578|XP_002085383.2|DSIM	LOC108028120|XP_016955257.1|DBIA
OG0000716	LOC6725213|XP_002106236.2|DSIM	LOC108029412|XP_016957175.1|DBIA
OG0000716	LOC6738094|XP_002084908.1|DSIM	LOC108035372|XP_016966461.1|DBIA
OG0000717	LOC6739130|XP_002085923.2|DSIM	LOC108030783|XP_016959324.1|DBIA
OG0000718	LOC6724745|XP_016037438.1|DSIM	LOC108036007|XP_016967396.1|DBIA
OG0000718	LOC6724717|XP_039152035.1|DSIM	LOC108036030|XP_016967461.1|DBIA
OG0000719	LOC6737483|XP_002084319.2|DSIM	LOC108034944|XP_016965712.1|DBIA
OG0000719	LOC6737533|XP_002084368.1|DSIM	LOC108035245|XP_016966268.1|DBIA
OG0000720	LOC6729906|XP_016036661.1|DSIM	LOC108024738|XP_016950324.1|DBIA
OG0000720	LOC6728749|XP_002104084.1|DSIM	LOC108030988|XP_016959677.1|DBIA
OG0000721	LOC6731137|XP_002078295.1|DSIM	LOC108033493|XP_016963322.1|DBIA, LOC108033471|XP_016963296.1|DBIA
OG0000722	LOC27208623|XP_016029469.2|DSIM	LOC108022109|XP_016946441.1|DBIA
OG0000722	LOC27207286|XP_016029468.1|DSIM	LOC108022110|XP_016946442.1|DBIA
OG0000722	LOC6736076|XP_002082977.2|DSIM	LOC108022111|XP_016946443.1|DBIA
OG0000723	LOC6734254|XP_002081283.1|DSIM, LOC6734255|XP_002081284.1|DSIM	LOC108036899|XP_016968768.1|DBIA
OG0000724	LOC6726590|XP_002107540.1|DSIM	LOC108027611|XP_016954621.1|DBIA
OG0000724	LOC6730249|XP_002105532.1|DSIM	LOC108025091|XP_016950841.1|DBIA
OG0000726	LOC6727812|XP_016034399.1|DSIM	LOC108025453|XP_016951446.1|DBIA
OG0000726	LOC6727813|XP_016034400.1|DSIM	LOC108023479|XP_016948493.1|DBIA
OG0000727	LOC6727453|XP_016034052.1|DSIM	LOC108032079|XP_016961391.1|DBIA
OG0000727	LOC120285052|XP_039151567.1|DSIM	LOC108032230|XP_016961582.1|DBIA
OG0000728	LOC6725519|XP_002106532.1|DSIM	LOC108023315|XP_016948107.1|DBIA
OG0000728	LOC6728806|XP_016035495.1|DSIM	LOC108031450|XP_016960371.1|DBIA
OG0000729	LOC27208835|XP_016036538.1|DSIM	LOC108025515|XP_016951525.1|DBIA
OG0000729	LOC6729836|XP_002105139.2|DSIM	LOC108025517|XP_016951527.1|DBIA
OG0000730	LOC6726139|XP_002107115.1|DSIM	LOC108033136|XP_016962847.1|DBIA
OG0000730	LOC6730625|XP_002077802.2|DSIM	LOC108032433|XP_016961745.1|DBIA
OG0000731	LOC6736796|XP_016030440.1|DSIM	LOC108035519|XP_016966670.1|DBIA
OG0000731	LOC6734627|XP_016027788.1|DSIM	LOC108029952|XP_016957943.1|DBIA
OG0000732	LOC27206300|XP_016032224.1|DSIM	LOC108035034|XP_016965868.1|DBIA
OG0000732	LOC6738395|XP_002085204.2|DSIM	LOC108035036|XP_016965870.1|DBIA
OG0000733	LOC6730026|XP_016036795.1|DSIM	LOC108026069|XP_016952254.1|DBIA
OG0000733	LOC6736870|XP_002083723.1|DSIM	LOC108035381|XP_016966476.1|DBIA
OG0000734	LOC6740069|XP_016038851.2|DSIM	LOC108025692|XP_016951717.1|DBIA
OG0000734	LOC6736719|XP_016030333.1|DSIM	LOC108035374|XP_016966463.1|DBIA
OG0000735	LOC27206575|XP_016038141.1|DSIM	LOC108032637|XP_016962073.1|DBIA
OG0000735	LOC6731652|XP_002078792.1|DSIM	LOC108032775|XP_016962266.1|DBIA
OG0000736	LOC6730816|XP_016023240.1|DSIM	LOC108027663|XP_016954691.1|DBIA
OG0000736	LOC6730817|XP_016023242.1|DSIM	LOC108027662|XP_016954690.1|DBIA
OG0000737	LOC6733245|XP_016026121.2|DSIM	LOC108030161|XP_016958380.1|DBIA
OG0000738	LOC6731419|XP_002078571.1|DSIM	LOC108036739|XP_016968537.1|DBIA
OG0000738	LOC27206503|XP_016024990.1|DSIM	LOC108032452|XP_016961767.1|DBIA
OG0000739	LOC6728040|XP_002103392.2|DSIM	LOC108031098|XP_016959797.1|DBIA
OG0000739	LOC6728038|XP_016034655.1|DSIM	LOC108032103|XP_016961421.1|DBIA
OG0000740	LOC6728751|XP_016035423.1|DSIM	LOC108031622|XP_016960716.1|DBIA
OG0000741	LOC6740167|XP_016039635.1|DSIM	LOC108025774|XP_016951861.1|DBIA
OG0000741	LOC27208394|XP_016034362.1|DSIM	LOC108023204|XP_016947959.1|DBIA
OG0000742	LOC27209423|XP_039152588.1|DSIM	LOC108027567|XP_016954543.1|DBIA
OG0000742	LOC27209474|XP_039152589.1|DSIM	LOC108027568|XP_016954546.1|DBIA
OG0000743	LOC6736315|XP_016029790.1|DSIM	LOC108029604|XP_016957473.1|DBIA
OG0000743	LOC6735829|XP_016029204.1|DSIM	LOC108022318|XP_016946666.1|DBIA, LOC108022141|XP_016946472.1|DBIA
OG0000744	LOC6733923|XP_016026971.1|DSIM	LOC108036599|XP_016968348.1|DBIA
OG0000745	LOC6735453|XP_002082393.1|DSIM	LOC108022305|XP_016946654.1|DBIA
OG0000745	LOC6733898|XP_002080942.1|DSIM	LOC108036358|XP_016967925.1|DBIA
OG0000746	LOC27207080|XP_016026429.1|DSIM	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA
OG0000746	LOC6739315|XP_002076223.1|DSIM	LOC108029792|XP_016957794.1|DBIA
OG0000747	LOC6739166|XP_016033023.1|DSIM	LOC108030865|XP_016959500.1|DBIA
OG0000747	LOC6739165|XP_016033017.1|DSIM	LOC108030911|XP_016959585.1|DBIA
OG0000748	LOC6730739|XP_002077907.2|DSIM	LOC108027729|XP_016954770.1|DBIA
OG0000748	LOC27208188|XP_016037673.1|DSIM	LOC108023546|XP_016948612.1|DBIA
OG0000749	LOC6733799|XP_039148337.1|DSIM	LOC108024338|XP_016949729.1|DBIA, LOC108024339|XP_016949730.1|DBIA
OG0000749	LOC6729257|XP_002104577.1|DSIM	LOC108036184|XP_016967663.1|DBIA
OG0000749	LOC6727431|XP_016033998.1|DSIM	LOC108030960|XP_016959648.1|DBIA
OG0000750	LOC6734144|XP_002081173.1|DSIM	LOC108022416|XP_016946792.1|DBIA
OG0000750	LOC6728801|XP_016035487.1|DSIM	LOC108031073|XP_016959768.1|DBIA
OG0000751	LOC6739489|XP_016029051.2|DSIM	LOC108026795|XP_016953445.1|DBIA
OG0000751	LOC27208767|XP_016029050.1|DSIM	LOC108026907|XP_016953605.1|DBIA
OG0000752	LOC6727612|XP_016034200.1|DSIM	LOC108023976|XP_016949194.1|DBIA
OG0000752	LOC6730709|XP_016023147.1|DSIM	LOC108029192|XP_016956857.1|DBIA
OG0000753	LOC6728365|XP_002103713.1|DSIM	LOC108027421|XP_016954354.1|DBIA
OG0000753	LOC6737391|XP_002084229.2|DSIM	LOC108028458|XP_016955804.1|DBIA
OG0000754	LOC6726191|XP_016039717.1|DSIM	LOC108033179|XP_016962907.1|DBIA
OG0000754	LOC6725745|XP_002106745.1|DSIM	LOC108025623|XP_016951647.1|DBIA
OG0000755	LOC6728236|XP_039150937.1|DSIM	LOC108032125|XP_016961446.1|DBIA
OG0000755	LOC6728235|XP_016034877.1|DSIM	LOC108031065|XP_016959759.1|DBIA
OG0000756	LOC6740495|XP_002077330.2|DSIM	LOC108026053|XP_016952236.1|DBIA
OG0000756	LOC6729539|XP_002104847.2|DSIM	LOC108026065|XP_016952249.1|DBIA
OG0000757	LOC6736609|XP_016030198.1|DSIM	LOC108035695|XP_016966903.1|DBIA
OG0000758	LOC6738324|XP_016032168.1|DSIM	LOC108035675|XP_016966872.1|DBIA
OG0000758	LOC6738325|XP_016032170.1|DSIM	LOC108035594|XP_016966756.1|DBIA
OG0000759	LOC6736481|XP_016030016.2|DSIM	LOC108035597|XP_016966762.1|DBIA
OG0000759	LOC6736479|XP_039149263.1|DSIM	LOC108035598|XP_016966763.1|DBIA
OG0000760	LOC6735763|XP_016029140.1|DSIM	LOC108026874|XP_016953552.1|DBIA
OG0000761	LOC6731835|XP_016024517.1|DSIM	LOC108034138|XP_016964417.1|DBIA
OG0000761	LOC6731838|XP_039148571.1|DSIM	LOC108034210|XP_016964533.1|DBIA
OG0000762	LOC6731494|XP_002078643.1|DSIM	LOC108036149|XP_016967625.1|DBIA
OG0000762	LOC6730726|XP_002077894.1|DSIM	LOC108028919|XP_016956427.1|DBIA
OG0000763	LOC6733030|XP_002080109.2|DSIM	LOC108034359|XP_016964736.1|DBIA
OG0000763	LOC6733031|XP_016025720.2|DSIM	LOC108033353|XP_016963152.1|DBIA
OG0000764	LOC6729060|XP_016035713.1|DSIM	LOC108031376|XP_016960212.1|DBIA
OG0000764	LOC6740388|XP_039154093.1|DSIM	LOC108025767|XP_016951851.1|DBIA
OG0000765	LOC6736344|XP_002083221.1|DSIM	LOC108028454|XP_016955791.1|DBIA
OG0000765	LOC6739906|XP_016037644.1|DSIM	LOC108023523|XP_016948565.1|DBIA
OG0000766	LOC6731598|XP_002078739.1|DSIM	LOC108032442|XP_016961756.1|DBIA
OG0000766	LOC6724806|XP_039153057.1|DSIM	LOC108023738|XP_016948865.1|DBIA
OG0000767	LOC6726823|XP_002102230.2|DSIM	LOC108036673|XP_016946133.1|DBIA
OG0000767	LOC6738708|XP_002085509.1|DSIM, LOC120284814|XP_039150081.1|DSIM	LOC108030915|XP_016959594.1|DBIA
OG0000768	LOC6738827|XP_039149768.1|DSIM	LOC108028723|XP_016956173.1|DBIA
OG0000769	LOC6729630|XP_002104938.1|DSIM	LOC108026044|XP_016952228.1|DBIA
OG0000769	LOC6726572|XP_016040241.1|DSIM	LOC108027588|XP_016954594.1|DBIA
OG0000770	LOC6733812|XP_002080856.1|DSIM	LOC108022680|XP_016947240.1|DBIA
OG0000771	LOC6736667|XP_002083523.2|DSIM	LOC108035495|XP_016966637.1|DBIA
OG0000771	LOC6736666|XP_002083522.2|DSIM	LOC108035494|XP_016966636.1|DBIA
OG0000772	LOC6736161|XP_039147474.1|DSIM	LOC108022155|XP_016946486.1|DBIA
OG0000772	LOC6734663|XP_016027853.1|DSIM	LOC108030104|XP_016958282.1|DBIA
OG0000773	LOC6739317|XP_016026437.2|DSIM	LOC108029555|XP_016957368.1|DBIA
OG0000773	LOC27208822|XP_016033534.1|DSIM	LOC108027077|XP_016953781.1|DBIA
OG0000774	LOC6739517|XP_039147593.1|DSIM	LOC108026861|XP_016953536.1|DBIA
OG0000774	LOC27206830|XP_016029407.1|DSIM	LOC108026859|XP_016953530.1|DBIA
OG0000774	LOC27207622|XP_016029409.1|DSIM	LOC108026860|XP_016953533.1|DBIA
OG0000775	LOC27207670|XP_002081302.1|DSIM	LOC108029500|XP_016957270.1|DBIA
OG0000775	LOC6733835|XP_002080879.1|DSIM	LOC108022329|XP_016946680.1|DBIA
OG0000776	LOC6729414|XP_002104729.1|DSIM	LOC108026104|XP_016952293.1|DBIA
OG0000776	LOC6726031|XP_002107013.1|DSIM	LOC108028486|XP_016955841.1|DBIA
OG0000776	LOC27207234|XP_016032579.1|DSIM, LOC6726030|XP_016032580.1|DSIM	LOC108028487|XP_016955844.1|DBIA
OG0000777	LOC6727707|XP_002103069.1|DSIM	LOC108024327|XP_016949718.1|DBIA
OG0000777	LOC6727705|XP_002103067.2|DSIM	LOC108024328|XP_016949719.1|DBIA
OG0000777	LOC6727706|XP_002103068.1|DSIM	LOC108024485|XP_016949895.1|DBIA
OG0000777	LOC6727703|XP_002103065.2|DSIM	LOC108024486|XP_016949896.1|DBIA
OG0000778	LOC27206247|XP_016030540.1|DSIM	LOC108028478|XP_016955829.1|DBIA
OG0000779	LOC6725866|XP_002106862.1|DSIM	LOC108033144|XP_016962855.1|DBIA
OG0000780	LOC6733772|XP_002080816.1|DSIM	LOC108036440|XP_016968067.1|DBIA
OG0000781	LOC6725434|XP_016038515.1|DSIM	LOC108033115|XP_016962808.1|DBIA
OG0000781	LOC6739119|XP_002085912.2|DSIM	LOC108030739|XP_016959275.1|DBIA
OG0000782	LOC6739639|XP_002076534.1|DSIM	LOC108035092|XP_016966002.1|DBIA
OG0000782	LOC6725861|XP_002106857.1|DSIM	LOC108036484|XP_016968163.1|DBIA
OG0000783	LOC6737741|XP_002084570.1|DSIM	LOC108035514|XP_016966666.1|DBIA
OG0000783	LOC27208963|XP_016038285.1|DSIM	LOC108023666|XP_016948777.1|DBIA
OG0000784	LOC6738438|XP_002085246.1|DSIM	LOC108034664|XP_016965092.1|DBIA
OG0000784	LOC6726278|XP_002107239.1|DSIM	LOC108023493|XP_016948510.1|DBIA
OG0000785	LOC6729992|XP_002105286.1|DSIM	LOC108025060|XP_016950806.1|DBIA
OG0000785	LOC27207137|XP_016036574.1|DSIM	LOC108024774|XP_016950376.1|DBIA
OG0000786	LOC6726662|XP_002102073.1|DSIM	LOC108031487|XP_016960468.1|DBIA
OG0000786	LOC6727259|XP_016033785.1|DSIM	LOC108027163|XP_016953912.1|DBIA
OG0000787	LOC6737435|XP_002084272.1|DSIM	LOC108034920|XP_016965664.1|DBIA
OG0000787	LOC6725756|XP_016039070.1|DSIM	LOC108024415|XP_016949819.1|DBIA
OG0000788	LOC27208661|XP_016025339.1|DSIM	LOC108033866|XP_016963998.1|DBIA
OG0000788	LOC6737128|XP_016030759.1|DSIM	LOC108028513|XP_016955884.1|DBIA
OG0000789	LOC6731106|XP_002078263.1|DSIM	LOC108033319|XP_016963086.1|DBIA
OG0000789	LOC6731105|XP_002078262.2|DSIM	LOC108033318|XP_016963085.1|DBIA
OG0000790	LOC6730409|XP_002077590.1|DSIM	LOC108036835|XP_016968671.1|DBIA
