Orthogroup	DSIM.longest_only	DPSE.longest_only
OG0001651	LOC6735747|XP_016029114.1|DSIM	LOC4803839|XP_001360492.3|DPSE
OG0001652	LOC6738518|XP_002085324.2|DSIM	LOC4812775|XP_033239127.1|DPSE
OG0001653	LOC6739045|XP_002085839.1|DSIM	LOC117183177|XP_033237660.1|DPSE, LOC4813325|XP_001353522.1|DPSE
OG0001654	LOC6734944|XP_016028252.1|DSIM	LOC4804003|XP_015039527.2|DPSE
OG0001655	LOC6733734|XP_002080780.1|DSIM	LOC4805115|XP_001361573.3|DPSE
OG0001656	LOC6730779|XP_016023194.1|DSIM	LOC6902660|XP_002133176.3|DPSE
OG0001657	LOC6738147|XP_002084960.1|DSIM	LOC6900271|XP_002135599.2|DPSE, LOC4812784|XP_001353155.2|DPSE
OG0001658	LOC6737725|XP_002084554.1|DSIM	LOC4811997|XP_001352775.2|DPSE
OG0001659	LOC6737967|XP_016031712.1|DSIM	LOC4812031|XP_001352745.4|DPSE
OG0001660	LOC6739602|XP_002076492.1|DSIM	LOC4812559|XP_001352760.3|DPSE
OG0001661	LOC6728596|XP_016035227.1|DSIM	LOC4802103|XP_033232844.1|DPSE
OG0001662	LOC6737231|XP_002084071.2|DSIM	LOC6896757|XP_002136964.2|DPSE, LOC4814132|XP_001354208.3|DPSE
OG0001663	LOC6728268|XP_016034901.1|DSIM	LOC4801397|XP_015037228.2|DPSE
OG0001664	LOC6735253|XP_002082226.1|DSIM	LOC4803658|XP_001360342.2|DPSE
OG0001666	LOC6730844|XP_002078008.1|DSIM	LOC4817401|XP_001356770.2|DPSE
OG0001667	LOC6735019|XP_002082000.2|DSIM	LOC4805385|XP_004444496.2|DPSE
OG0001668	LOC6736963|XP_002083810.3|DSIM	LOC4813875|XP_001353844.3|DPSE
OG0001669	LOC6736704|XP_002083560.1|DSIM	LOC4813522|XP_002134986.2|DPSE
OG0001670	LOC6733196|XP_016026087.1|DSIM	LOC4805567|XP_001361952.3|DPSE
OG0001671	LOC6740285|XP_002077162.2|DSIM	LOC6902294|XP_002133821.1|DPSE
OG0001672	LOC6735072|XP_002082049.1|DSIM, LOC6735071|XP_002082048.1|DSIM, LOC6735070|XP_016028358.1|DSIM	LOC4804785|XP_001361294.1|DPSE
OG0001673	LOC27209037|XP_016028958.1|DSIM, LOC27209202|XP_039148271.1|DSIM	LOC26533612|XP_015039283.2|DPSE
OG0001674	LOC6728388|XP_002103736.1|DSIM, LOC27206453|XP_016033265.1|DSIM	LOC4802488|XP_001359401.2|DPSE, LOC6901509|XP_002134195.2|DPSE
OG0001675	LOC6729666|XP_002104972.1|DSIM, LOC6729665|XP_002104971.1|DSIM	LOC6897694|XP_002137820.1|DPSE
OG0001676	LOC27206711|XP_039148838.1|DSIM	LOC6898481|XP_033233461.1|DPSE
OG0001678	LOC6726285|XP_016039786.1|DSIM	LOC6902313|XP_002133840.3|DPSE
OG0001679	LOC6725238|XP_002106260.1|DSIM	LOC4815389|XP_001354849.2|DPSE
OG0001680	LOC27209313|XP_016038432.1|DSIM	LOC4815245|XP_001355154.1|DPSE
OG0001681	LOC6740045|XP_039153259.1|DSIM	LOC6901055|XP_002134534.2|DPSE
OG0001682	LOC6726323|XP_016039879.1|DSIM	LOC6900387|XP_002134780.2|DPSE
OG0001683	LOC6731501|XP_016024177.1|DSIM	LOC6903548|XP_015035519.1|DPSE
OG0001684	LOC6739827|XP_016037276.1|DSIM	LOC4811748|XP_001352319.3|DPSE
OG0001685	LOC6732499|XP_002079619.1|DSIM	LOC6903293|XP_002132481.1|DPSE
OG0001686	LOC27207183|XP_039153699.1|DSIM, LOC6726378|XP_039153698.1|DSIM	LOC4814348|XP_001354381.4|DPSE
OG0001687	LOC27206376|XP_016037527.1|DSIM	LOC4815131|XP_001354785.2|DPSE
OG0001688	LOC6725232|XP_002106254.1|DSIM, LOC6725230|XP_039152811.1|DSIM	LOC6899113|XP_002139030.3|DPSE
OG0001689	LOC6725711|XP_039153549.1|DSIM	LOC4815981|XP_015041020.2|DPSE
OG0001690	LOC6739620|XP_016030577.1|DSIM	LOC4812045|XP_001352709.1|DPSE, LOC6897114|XP_002137298.3|DPSE
OG0001691	LOC6731406|XP_002078559.1|DSIM	LOC6902981|XP_002132706.1|DPSE
OG0001692	LOC6727527|XP_016034103.2|DSIM	LOC4801825|XP_001358858.4|DPSE
OG0001693	LOC6725853|XP_016039179.1|DSIM	LOC4816083|XP_001355532.1|DPSE
OG0001694	LOC6727549|XP_016034123.1|DSIM	LOC4801434|XP_001358529.5|DPSE
OG0001695	LOC6735146|XP_002082123.1|DSIM	LOC6899855|XP_033235469.1|DPSE
OG0001696	LOC6728668|XP_016035326.1|DSIM	LOC6897014|XP_002137199.4|DPSE
OG0001697	LOC6729524|XP_002104832.1|DSIM	LOC4802122|XP_033239506.1|DPSE
OG0001698	LOC6726503|XP_039153526.1|DSIM	LOC4814506|XP_033240056.1|DPSE
OG0001699	LOC6728636|XP_002103977.1|DSIM	LOC4801015|XP_003736365.1|DPSE
OG0001700	LOC6728757|XP_016035430.1|DSIM	LOC4802453|XP_015037814.1|DPSE
OG0001701	LOC6726902|XP_039150462.1|DSIM	LOC6897387|XP_002137539.3|DPSE
OG0001702	LOC6731710|XP_002078845.1|DSIM	LOC4817391|XP_001356325.2|DPSE
OG0001703	LOC6729181|XP_016035827.1|DSIM	LOC13036479|XP_015038938.2|DPSE
OG0001704	LOC6729182|XP_016035829.1|DSIM	LOC4800913|XP_001358102.3|DPSE
OG0001705	LOC6730112|XP_016036871.1|DSIM	LOC4801969|XP_015037508.1|DPSE
OG0001706	LOC6733159|XP_016026032.1|DSIM	LOC4816606|XP_001356298.1|DPSE
OG0001707	LOC6729215|XP_016035868.1|DSIM	LOC4801224|XP_003736438.3|DPSE
OG0001708	LOC6728183|XP_039151564.1|DSIM	LOC4801300|XP_001358418.3|DPSE
OG0001709	LOC6736767|XP_016030391.1|DSIM	LOC6900741|XP_002135101.3|DPSE
OG0001710	LOC6729020|XP_016035682.1|DSIM	LOC4800977|XP_001358158.3|DPSE
OG0001711	LOC6729093|XP_016035745.1|DSIM	LOC4801673|XP_002137459.2|DPSE
OG0001712	LOC6729323|XP_016035959.1|DSIM	LOC26532715|XP_033232484.1|DPSE, LOC6903901|XP_033232486.1|DPSE
OG0001713	LOC6728537|XP_002103882.1|DSIM	LOC6897970|XP_002138069.2|DPSE
OG0001714	LOC6726760|XP_016033245.1|DSIM	LOC4802497|XP_001359408.3|DPSE
OG0001715	LOC6726194|XP_039153193.1|DSIM	LOC4814198|XP_001354339.3|DPSE
OG0001716	LOC6725423|XP_002106439.2|DSIM	LOC4815314|XP_001354770.2|DPSE
OG0001717	LOC6730144|XP_016036910.1|DSIM	LOC4800269|XP_033232957.1|DPSE
OG0001718	LOC6729137|XP_039151090.1|DSIM	LOC4801530|XP_015037290.2|DPSE
OG0001719	LOC6729221|XP_016035872.1|DSIM	LOC6897112|XP_033232937.1|DPSE
OG0001720	LOC6728605|XP_016035239.1|DSIM	LOC117184151|XP_033236487.1|DPSE
OG0001721	LOC6728957|XP_016035637.1|DSIM	LOC4801798|XP_001358832.2|DPSE
OG0001722	LOC6738236|XP_016032085.1|DSIM	LOC6900407|XP_033238109.1|DPSE
OG0001723	LOC6733165|XP_016026040.1|DSIM	LOC4803334|XP_001357522.1|DPSE
OG0001724	LOC6735565|XP_039148415.1|DSIM	LOC4805278|XP_033234462.1|DPSE
OG0001725	LOC6733823|XP_016026803.1|DSIM	LOC4804562|XP_015040015.1|DPSE
OG0001726	LOC6738922|XP_016032750.1|DSIM	LOC4812965|XP_001353219.3|DPSE
OG0001727	LOC6729123|XP_002104444.1|DSIM	LOC6896829|XP_002137032.2|DPSE
OG0001728	LOC6734055|XP_002081091.1|DSIM	LOC6898952|XP_015040641.2|DPSE
OG0001729	LOC6736168|XP_039147471.1|DSIM	LOC4803569|XP_015039186.1|DPSE
OG0001730	LOC6732049|XP_016024732.1|DSIM	LOC4817720|XP_001357154.2|DPSE
OG0001731	LOC6734262|XP_039148430.1|DSIM	LOC6898348|XP_033233261.1|DPSE
OG0001732	LOC6731177|XP_002078336.1|DSIM	LOC4818108|XP_015035234.1|DPSE
OG0001733	LOC6735525|XP_039147347.1|DSIM	LOC4803771|XP_001360433.3|DPSE
OG0001734	LOC6733646|XP_016026610.1|DSIM	LOC4804571|XP_001361112.2|DPSE
OG0001735	LOC27206655|XP_016032825.1|DSIM	LOC26532333|XP_033233077.1|DPSE, LOC4813929|XP_001354091.2|DPSE
OG0001736	LOC6735178|XP_016028461.1|DSIM	LOC4803741|XP_001360407.1|DPSE
OG0001737	LOC6735917|XP_016029272.1|DSIM	LOC4804531|XP_001361079.4|DPSE
OG0001738	LOC6738442|XP_016032279.1|DSIM	LOC6903349|XP_002132230.2|DPSE, LOC6900701|XP_002135065.3|DPSE
OG0001739	LOC27208348|XP_016025988.1|DSIM	LOC26532816|XP_015038988.1|DPSE
OG0001740	LOC6735861|XP_016029226.1|DSIM	LOC4804490|XP_001361046.3|DPSE
OG0001741	LOC6730369|XP_002105651.1|DSIM	LOC6897407|XP_002137559.3|DPSE
OG0001742	LOC6733825|XP_002080869.2|DSIM	LOC4804873|XP_001361362.2|DPSE
OG0001743	LOC6736402|XP_002083274.2|DSIM	LOC4812274|XP_033239293.1|DPSE
OG0001744	LOC6733259|XP_039148793.1|DSIM	LOC6898078|XP_033233614.1|DPSE
OG0001745	LOC6735757|XP_016029126.1|DSIM	LOC4803848|XP_033233683.1|DPSE
OG0001746	LOC6737566|XP_002084399.1|DSIM	LOC4813447|XP_001353783.3|DPSE
OG0001747	LOC6735014|XP_016028287.2|DSIM	LOC6898906|XP_033233913.1|DPSE
OG0001748	LOC6737353|XP_016031087.1|DSIM	LOC4812697|XP_001353079.4|DPSE
OG0001749	LOC6736090|XP_002082991.1|DSIM	LOC6898969|XP_002138929.2|DPSE
OG0001750	LOC6736089|XP_016029485.1|DSIM	LOC6898970|XP_002138930.1|DPSE
OG0001751	LOC6738452|XP_016032286.1|DSIM	LOC6900697|XP_033241123.1|DPSE
OG0001752	LOC6736936|XP_002083783.1|DSIM	LOC4811938|XP_001352699.2|DPSE
OG0001753	LOC6736651|XP_016030245.2|DSIM	LOC6900187|XP_015043926.2|DPSE
OG0001754	LOC6734193|XP_016027225.1|DSIM	LOC4804928|XP_001361411.1|DPSE
OG0001755	LOC6736659|XP_016030272.1|DSIM	LOC4813429|XP_033239776.1|DPSE
OG0001756	LOC6734703|XP_016027903.1|DSIM	LOC6899080|XP_015040748.1|DPSE
OG0001757	LOC6735112|XP_002082089.1|DSIM	LOC4804812|XP_001361314.2|DPSE
OG0001758	LOC6737975|XP_016031748.1|DSIM	LOC6900229|XP_033237691.1|DPSE
OG0001759	LOC6734900|XP_002081897.3|DSIM	LOC4803922|XP_001360563.3|DPSE
OG0001760	LOC6733677|XP_002080724.1|DSIM	LOC4805180|XP_001361627.4|DPSE, LOC6904014|XP_002136504.2|DPSE
OG0001761	LOC6735523|XP_039147344.1|DSIM	LOC6898236|XP_002138302.3|DPSE
OG0001762	LOC6731255|XP_016023807.1|DSIM	LOC4817924|XP_001357404.3|DPSE
OG0001763	LOC6731274|XP_016023843.1|DSIM	LOC4816179|XP_001355766.4|DPSE
OG0001764	LOC6727811|XP_002103172.1|DSIM	LOC4802470|XP_001359386.4|DPSE
OG0001765	LOC6739367|XP_039148519.1|DSIM	LOC4805049|XP_033233309.1|DPSE
OG0001766	LOC6731541|XP_016024216.1|DSIM	LOC4817988|XP_033236987.1|DPSE
OG0001767	LOC6730837|XP_039149525.1|DSIM	LOC4816367|XP_001355930.4|DPSE
OG0001768	LOC6730456|XP_002077637.1|DSIM	LOC4816929|XP_001356438.1|DPSE
OG0001769	LOC6731130|XP_016023682.1|DSIM	LOC4817982|XP_001357213.3|DPSE
OG0001770	LOC6731899|XP_016024567.1|DSIM	LOC4818112|XP_001357232.2|DPSE
OG0001771	LOC6730873|XP_002078037.1|DSIM	LOC4817177|XP_001356706.1|DPSE
OG0001772	LOC6731785|XP_002078920.1|DSIM	LOC117184255|XP_033236869.1|DPSE
OG0001773	LOC6731717|XP_016024392.2|DSIM	LOC4817353|XP_001356320.4|DPSE
OG0001774	LOC6736128|XP_016029521.1|DSIM	LOC6898620|XP_002138625.4|DPSE
OG0001775	LOC6725685|XP_016038945.1|DSIM	LOC4815488|XP_015041237.1|DPSE
OG0001776	LOC6731227|XP_002078386.1|DSIM	LOC4818115|XP_001357292.3|DPSE
OG0001777	LOC6731350|XP_016023938.2|DSIM	LOC4818035|XP_001357442.3|DPSE
OG0001778	LOC6732505|XP_002079625.1|DSIM	LOC6903998|XP_002136520.2|DPSE, LOC4817764|XP_001357126.1|DPSE
OG0001779	LOC6731732|XP_039146990.1|DSIM	LOC4817281|XP_001356311.4|DPSE
OG0001780	LOC6733166|XP_002080242.1|DSIM	LOC4805230|XP_001361667.1|DPSE
OG0001781	LOC6732893|XP_039154289.1|DSIM	LOC4816397|XP_015036718.1|DPSE
OG0001782	LOC6732220|XP_016024890.1|DSIM	LOC6903438|XP_002132317.3|DPSE
OG0001783	LOC6731577|XP_016024253.1|DSIM	LOC4816117|XP_001355801.1|DPSE
OG0001784	LOC6730587|XP_016023032.1|DSIM	LOC4817643|XP_001357035.2|DPSE
OG0001785	LOC6733729|XP_002080775.2|DSIM	LOC6898692|XP_002138697.2|DPSE
OG0001786	LOC6731324|XP_039147166.1|DSIM	LOC4817765|XP_001357143.1|DPSE
OG0001787	LOC6731326|XP_016023907.1|DSIM	LOC4817199|XP_001356403.4|DPSE
OG0001788	LOC6734370|XP_002081391.1|DSIM	LOC4805148|XP_001361599.2|DPSE
OG0001789	LOC6735813|XP_002082723.2|DSIM	LOC4803735|XP_001360403.2|DPSE
OG0001790	LOC6731346|XP_016023937.1|DSIM	LOC4818164|XP_033236809.1|DPSE
OG0001791	LOC6734009|XP_002081050.3|DSIM	LOC4803905|XP_001360549.4|DPSE
OG0001792	LOC6732716|XP_039150243.1|DSIM	LOC6902953|XP_015036079.2|DPSE
OG0001793	LOC6734463|XP_016027585.1|DSIM	LOC6898267|XP_033233433.1|DPSE
OG0001794	LOC6732506|XP_016025162.1|DSIM	LOC4817779|XP_001357125.3|DPSE
OG0001795	LOC6732532|XP_039154376.1|DSIM	LOC6903125|XP_033236765.1|DPSE
OG0001796	LOC6726190|XP_016039714.1|DSIM	LOC4815891|XP_001355676.3|DPSE
OG0001797	LOC6724694|XP_016037248.1|DSIM	LOC6899858|XP_015044489.2|DPSE
OG0001798	LOC6734909|XP_002081906.1|DSIM	LOC4803927|XP_001360568.1|DPSE
OG0001799	LOC6740263|XP_039153806.1|DSIM	LOC6901083|XP_002134559.2|DPSE
OG0001800	LOC6731356|XP_016023948.1|DSIM	LOC6903551|XP_002132423.2|DPSE
OG0001801	LOC6737479|XP_016031263.1|DSIM	LOC4812956|XP_001353883.4|DPSE
OG0001802	LOC6728899|XP_002104232.1|DSIM	LOC4803001|XP_001359806.2|DPSE
OG0001803	LOC6727169|XP_039150783.1|DSIM	LOC4802693|XP_033238791.1|DPSE, LOC6897745|XP_015038010.2|DPSE
OG0001804	LOC6726826|XP_016033329.1|DSIM	LOC6897598|XP_033233011.1|DPSE, LOC117183378|XP_033233013.1|DPSE, LOC4802426|XP_001359349.3|DPSE
OG0001805	LOC6737255|XP_016030965.1|DSIM	LOC4814134|XP_001354191.3|DPSE
OG0001806	LOC6729423|XP_039151892.1|DSIM	LOC4802136|XP_015037638.2|DPSE
OG0001807	LOC6739729|XP_016034578.1|DSIM	LOC4803105|XP_003736908.1|DPSE
OG0001808	LOC6739711|XP_016035161.1|DSIM	LOC4802818|XP_015038112.2|DPSE
OG0001809	LOC27206414|XP_016033198.1|DSIM	LOC6897560|XP_002137705.2|DPSE
OG0001810	LOC6729199|XP_002104520.1|DSIM	LOC4800588|XP_001357835.2|DPSE
OG0001811	LOC6733477|XP_016026433.2|DSIM	LOC4804033|XP_001360662.2|DPSE
OG0001812	LOC27209425|XP_016022814.2|DSIM, LOC120285467|XP_039154115.1|DSIM, LOC6726449|XP_016040016.2|DSIM	LOC4815897|XP_001355483.3|DPSE
OG0001813	LOC6727447|XP_016034021.1|DSIM	LOC4803264|XP_033237297.1|DPSE
OG0001814	LOC6727138|XP_016033615.1|DSIM	LOC4802989|XP_015038223.1|DPSE
OG0001815	LOC6726844|XP_002102248.1|DSIM	LOC4802041|XP_001359035.1|DPSE
OG0001816	LOC6734340|XP_002081362.1|DSIM	LOC4804396|XP_001360966.1|DPSE
OG0001817	LOC6733779|XP_016026730.1|DSIM	LOC4805429|XP_001361830.2|DPSE
OG0001818	LOC6725637|XP_039152539.1|DSIM	LOC4814513|XP_001354554.4|DPSE
OG0001819	LOC6739485|XP_002076382.1|DSIM	LOC4805700|XP_001362058.1|DPSE
OG0001820	LOC6725357|XP_016038409.1|DSIM	LOC6903097|XP_002132809.3|DPSE, LOC6903086|XP_002132804.1|DPSE, LOC6901754|XP_002134424.2|DPSE
OG0001821	LOC6736109|XP_016029498.1|DSIM	LOC4805432|XP_001361833.3|DPSE
OG0001822	LOC6735778|XP_002082691.1|DSIM	LOC4805495|XP_015040690.1|DPSE
OG0001823	LOC6737625|XP_002084457.1|DSIM	LOC4813641|XP_001353944.2|DPSE
OG0001824	LOC6730596|XP_002077775.1|DSIM	LOC4817509|XP_001356927.2|DPSE
OG0001825	LOC6735278|XP_016028642.1|DSIM	LOC4804945|XP_033234539.1|DPSE
OG0001826	LOC6733911|XP_002080955.1|DSIM	LOC4805313|XP_001361733.1|DPSE
OG0001827	LOC6734857|XP_002081858.2|DSIM	LOC4804466|XP_001361025.2|DPSE
OG0001828	LOC6725867|XP_039153913.1|DSIM	LOC4814289|XP_033237577.1|DPSE
OG0001829	LOC6734085|XP_016027083.1|DSIM	LOC4804354|XP_001360928.3|DPSE
OG0001830	LOC6735805|XP_002082718.1|DSIM	LOC4803620|XP_001360309.2|DPSE
OG0001831	LOC6738529|XP_016032371.1|DSIM	LOC6900794|XP_015043351.2|DPSE
OG0001832	LOC6725262|XP_016038267.1|DSIM	LOC4814651|XP_015042059.2|DPSE
OG0001833	LOC6735972|XP_002082881.2|DSIM	LOC6898117|XP_002138197.2|DPSE
OG0001834	LOC6728045|XP_002103397.1|DSIM	LOC4801071|XP_001358232.1|DPSE
OG0001838	LOC27206772|XP_016027364.1|DSIM	LOC6898062|XP_002138148.3|DPSE
OG0001839	LOC6730495|XP_002077676.1|DSIM, LOC6735405|XP_002082348.1|DSIM	LOC6898491|XP_002138532.3|DPSE
OG0001840	LOC27209436|XP_016025276.1|DSIM, LOC6732590|XP_039149144.1|DSIM	LOC6902442|XP_002132987.1|DPSE
OG0001841	LOC27207151|XP_016029760.1|DSIM, LOC6736273|XP_016029758.1|DSIM	LOC6900615|XP_002134988.2|DPSE
OG0001842	LOC6736495|XP_002083365.1|DSIM, LOC6731367|XP_002078521.2|DSIM	LOC4813305|XP_001354057.3|DPSE
OG0001843	LOC6738692|XP_002085494.1|DSIM	LOC4812234|XP_001352946.2|DPSE
OG0001844	LOC27206223|XP_016031904.1|DSIM, LOC27206224|XP_016031903.1|DSIM	LOC117184565|XP_033238711.1|DPSE, LOC117184955|XP_033240100.1|DPSE
OG0001845	LOC27206599|XP_016029213.1|DSIM	LOC4803714|XP_001360388.3|DPSE
OG0001846	LOC6727723|XP_002103085.2|DSIM, LOC6727724|XP_002103086.1|DSIM	LOC6897109|XP_002137293.3|DPSE
OG0001847	LOC6737675|XP_002084507.1|DSIM, LOC120284774|XP_039149527.1|DSIM, LOC27209021|XP_016031438.1|DSIM	LOC117184653|XP_033239131.1|DPSE, LOC117184652|XP_033239130.1|DPSE
OG0001848	LOC27208523|XP_039149102.1|DSIM	LOC13036301|XP_033241603.1|DPSE
OG0001849	LOC6729309|XP_002104626.1|DSIM	LOC4801738|XP_001358781.1|DPSE
OG0001850	LOC6724728|XP_016037363.1|DSIM	LOC4811787|XP_015044408.1|DPSE
OG0001851	LOC6724712|XP_039152130.1|DSIM	LOC4811776|XP_033237330.1|DPSE
OG0001852	LOC6734424|XP_039149373.1|DSIM	LOC4814133|XP_033238091.1|DPSE
OG0001853	LOC6729749|XP_039151401.1|DSIM	LOC4801314|XP_015037165.2|DPSE
OG0001854	LOC6726011|XP_002106993.2|DSIM	LOC4815204|XP_001355196.3|DPSE
OG0001855	LOC6734816|XP_002081819.1|DSIM	LOC6899093|XP_002139010.2|DPSE
OG0001856	LOC27206345|XP_016038609.1|DSIM	LOC6903269|XP_002132968.2|DPSE, LOC4815126|XP_033237844.1|DPSE
OG0001857	LOC6740541|XP_016040168.1|DSIM	LOC4815144|XP_001355033.4|DPSE
OG0001858	LOC6740206|XP_016022758.1|DSIM	LOC6901049|XP_002134528.2|DPSE
OG0001859	LOC120285321|XP_039153174.1|DSIM, LOC6726614|XP_039153175.1|DSIM	LOC6901885|XP_002133420.1|DPSE
OG0001860	LOC6738547|XP_016032396.1|DSIM	LOC4813375|XP_001353966.1|DPSE
OG0001861	LOC6725914|XP_016039276.1|DSIM, LOC6729784|XP_002105089.2|DSIM	LOC4800746|XP_001357963.3|DPSE
OG0001862	LOC6726557|XP_016040227.1|DSIM	LOC4814369|XP_033240391.1|DPSE
OG0001863	LOC6725886|XP_002106881.1|DSIM	LOC4815196|XP_001354598.4|DPSE
OG0001864	LOC6728060|XP_016034672.1|DSIM	LOC4801060|XP_001358222.4|DPSE
OG0001865	LOC6726200|XP_039152449.1|DSIM	LOC4814209|XP_001354336.1|DPSE
OG0001866	LOC6728263|XP_039150828.1|DSIM	LOC6897167|XP_033241703.1|DPSE
OG0001867	LOC6738476|XP_016032320.1|DSIM	LOC4813977|XP_001354134.4|DPSE
OG0001868	LOC6733059|XP_016025744.1|DSIM	LOC6902595|XP_002133122.2|DPSE
OG0001869	LOC6727262|XP_039150747.1|DSIM	LOC6897248|XP_003736544.3|DPSE
OG0001870	LOC6725226|XP_002106248.1|DSIM	LOC4814430|XP_001354856.1|DPSE
OG0001871	LOC6725683|XP_002106687.1|DSIM	LOC4815489|XP_001355563.2|DPSE
OG0001872	LOC6730224|XP_016036976.1|DSIM	LOC4800388|XP_001357673.3|DPSE
OG0001873	LOC6726643|XP_016033131.1|DSIM	LOC4802775|XP_001359635.3|DPSE
OG0001874	LOC6729519|XP_002104827.1|DSIM	LOC117183395|XP_033233102.1|DPSE
OG0001875	LOC6730277|XP_016037043.1|DSIM	LOC6896686|XP_033232875.1|DPSE
OG0001876	LOC27209364|XP_016039447.1|DSIM	LOC4811727|XP_015044360.2|DPSE, LOC26533243|XP_033240085.1|DPSE
OG0001877	LOC6724969|XP_016037913.1|DSIM	LOC4815332|XP_001354636.3|DPSE
OG0001878	LOC6728224|XP_016034863.1|DSIM	LOC4801267|XP_001358388.1|DPSE
OG0001879	LOC6729526|XP_016036204.1|DSIM	LOC6899518|XP_033236075.1|DPSE
OG0001880	LOC6727499|XP_002102879.2|DSIM	LOC6897119|XP_033233055.1|DPSE, LOC6902373|XP_033235552.1|DPSE, LOC4800513|XP_001357778.2|DPSE
OG0001881	LOC6727184|XP_002102576.1|DSIM	LOC4801355|XP_033232599.1|DPSE
OG0001882	LOC27207590|XP_016036528.1|DSIM	LOC4801145|XP_001358283.2|DPSE
OG0001883	LOC6729190|XP_016035841.1|DSIM	LOC4800579|XP_033233173.1|DPSE
OG0001884	LOC6727281|XP_039150422.1|DSIM	LOC4801557|XP_001358629.2|DPSE
OG0001885	LOC27206507|XP_016024731.1|DSIM	LOC4817798|XP_001357156.1|DPSE
OG0001886	LOC6728797|XP_002104132.1|DSIM	LOC4800598|XP_001357844.2|DPSE
OG0001887	LOC6739378|XP_002076286.1|DSIM	LOC4804364|XP_001360938.2|DPSE
OG0001888	LOC6726779|XP_002102187.1|DSIM	LOC4802489|XP_001359402.3|DPSE
OG0001889	LOC6725500|XP_002106514.2|DSIM	LOC4814976|XP_001354997.1|DPSE
OG0001890	LOC6738852|XP_016032670.1|DSIM	LOC6901289|XP_002133990.2|DPSE, LOC4813965|XP_001354124.2|DPSE
OG0001891	LOC6727349|XP_016033876.1|DSIM	LOC13036379|XP_015037436.2|DPSE
OG0001892	LOC6740360|XP_016033113.1|DSIM	LOC26532716|XP_033236580.1|DPSE
OG0001893	LOC6739775|XP_002076668.2|DSIM	LOC4801250|XP_001358373.3|DPSE
OG0001894	LOC6733438|XP_016026387.1|DSIM	LOC4804438|XP_001361000.1|DPSE
OG0001895	LOC6724730|XP_039152122.1|DSIM	LOC4811786|XP_015044406.1|DPSE
OG0001896	LOC27208341|XP_039148281.1|DSIM	LOC117184256|XP_033236873.1|DPSE
OG0001897	LOC6728674|XP_016035340.1|DSIM	LOC4801053|XP_015038686.2|DPSE
OG0001898	LOC27209153|XP_039153571.1|DSIM, LOC120284223|XP_039153575.1|DSIM	LOC4816020|XP_001355280.1|DPSE
OG0001899	LOC6727528|XP_016034104.1|DSIM	LOC4801824|XP_015037403.1|DPSE
OG0001900	LOC6738710|XP_002085511.1|DSIM	LOC4811917|XP_001352959.3|DPSE
OG0001901	LOC6731241|XP_016023781.1|DSIM	LOC4816129|XP_033236694.1|DPSE
OG0001902	LOC120285683|XP_039154265.1|DSIM, LOC27206887|XP_039154264.1|DSIM, LOC27208787|XP_039154212.1|DSIM	LOC6899765|XP_033241744.1|DPSE
OG0001903	LOC6726673|XP_016033166.1|DSIM	LOC4802749|XP_001359610.2|DPSE
OG0001904	LOC6729900|XP_016036654.2|DSIM	LOC4801107|XP_001358254.3|DPSE
OG0001905	LOC6725660|XP_002106667.1|DSIM	LOC6896875|XP_002137065.1|DPSE
OG0001906	LOC6727257|XP_016033763.1|DSIM	LOC4801536|XP_015037294.2|DPSE
OG0001907	LOC6726118|XP_039152921.1|DSIM	LOC6901731|XP_002134400.1|DPSE
OG0001908	LOC6729875|XP_016036637.1|DSIM	LOC6902542|XP_002133083.3|DPSE, LOC117183899|XP_033235149.1|DPSE, LOC117183960|XP_033235584.1|DPSE, LOC4800670|XP_001357902.3|DPSE
OG0001909	LOC6725475|XP_016038583.1|DSIM	LOC6901564|XP_002134237.2|DPSE, LOC4814710|XP_033238536.1|DPSE
OG0001910	LOC6728694|XP_002104030.1|DSIM	LOC4800775|XP_001357990.2|DPSE
OG0001911	LOC6727805|XP_039151898.1|DSIM	LOC6896920|XP_033234855.1|DPSE
OG0001912	LOC6734590|XP_002081598.1|DSIM	LOC4804008|XP_001360639.2|DPSE
OG0001913	LOC6731870|XP_002079005.1|DSIM	LOC4816414|XP_033235964.1|DPSE
OG0001914	LOC6729375|XP_039151825.1|DSIM	LOC6897344|XP_033232329.1|DPSE
OG0001915	LOC6736468|XP_016030007.1|DSIM	LOC4813255|XP_033237759.1|DPSE
OG0001916	LOC6735204|XP_016028483.1|DSIM	LOC4804065|XP_033233406.1|DPSE
OG0001917	LOC27206240|XP_016030858.1|DSIM	LOC6899991|XP_033239456.1|DPSE
OG0001918	LOC6736769|XP_002083625.2|DSIM	LOC4813139|XP_001353888.3|DPSE
OG0001919	LOC6734628|XP_016027789.2|DSIM	LOC4804867|XP_001361356.2|DPSE
OG0001920	LOC6734412|XP_016029686.1|DSIM	LOC4812028|XP_001352499.3|DPSE
OG0001921	LOC6734325|XP_002081348.1|DSIM	LOC4804382|XP_001360953.1|DPSE
OG0001922	LOC6735782|XP_016029158.1|DSIM	LOC4805499|XP_001361893.2|DPSE
OG0001923	LOC6737075|XP_039150258.1|DSIM	LOC6900437|XP_015042755.2|DPSE
OG0001924	LOC6739824|XP_039147404.1|DSIM	LOC6899751|XP_002135787.2|DPSE
OG0001925	LOC27208441|XP_016030499.1|DSIM	LOC4814162|XP_001354278.2|DPSE
