Orthogroup	DSIM.longest_only	DKIK.longest_only
OG0002510	LOC6726633|XP_016040360.1|DSIM	LOC108079864|XP_017029864.1|DKIK
OG0002511	LOC6728198|XP_039151553.1|DSIM	LOC108074090|XP_017021465.1|DKIK
OG0002512	LOC6724706|XP_016022628.1|DSIM	LOC108081027|XP_017031481.1|DKIK
OG0002513	LOC6728730|XP_039150607.1|DSIM	LOC108081188|XP_017031735.1|DKIK
OG0002514	LOC6736303|XP_039148933.1|DSIM	LOC108073931|XP_017021222.1|DKIK
OG0002516	LOC6729653|XP_016036300.1|DSIM	LOC108082746|XP_017033750.1|DKIK
OG0002517	LOC6725884|XP_039153766.1|DSIM	LOC108084383|XP_017036067.1|DKIK
OG0002518	LOC6727579|XP_039150905.1|DSIM	LOC108084008|XP_017035509.1|DKIK
OG0002519	LOC6735485|XP_002082424.1|DSIM	LOC108078250|XP_017027468.1|DKIK
OG0002520	LOC27208731|XP_016038237.1|DSIM	LOC108070994|XP_017017155.1|DKIK
OG0002521	LOC27208320|XP_016039926.1|DSIM	LOC108083375|XP_017034610.1|DKIK
OG0002522	LOC6727573|XP_002102952.1|DSIM	LOC108084035|XP_017035540.1|DKIK
OG0002523	LOC6730321|XP_016037084.1|DSIM	LOC108086035|XP_017038341.1|DKIK
OG0002524	LOC6725161|XP_039153209.1|DSIM	LOC108076073|XP_017024269.1|DKIK
OG0002525	LOC6736859|XP_002083715.1|DSIM	LOC108070577|XP_017016620.1|DKIK
OG0002526	LOC6727983|XP_002103335.1|DSIM	LOC108081038|XP_017031490.1|DKIK
OG0002527	LOC6727306|XP_016033842.2|DSIM	LOC108071363|XP_017017594.1|DKIK
OG0002528	LOC6725313|XP_039153645.1|DSIM	LOC108080325|XP_017030509.1|DKIK
OG0002529	LOC6739736|XP_016034340.1|DSIM	LOC108071446|XP_017017689.1|DKIK
OG0002530	LOC6732850|XP_002079960.1|DSIM	LOC108082835|XP_017033887.1|DKIK
OG0002531	LOC6731162|XP_016023712.1|DSIM	LOC108082202|XP_017033021.1|DKIK
OG0002532	LOC6739797|XP_016022750.1|DSIM	LOC108084500|XP_017036227.1|DKIK
OG0002533	LOC6726623|XP_016040317.1|DSIM	LOC108079854|XP_017029850.1|DKIK
OG0002534	LOC6734019|XP_002081058.2|DSIM	LOC108073134|XP_017020124.1|DKIK
OG0002535	LOC6738638|XP_002085440.1|DSIM	LOC108085535|XP_017037658.1|DKIK
OG0002536	LOC6730074|XP_016036844.1|DSIM	LOC108074376|XP_017021891.1|DKIK
OG0002537	LOC6735993|XP_016029362.1|DSIM	LOC108072183|XP_017018727.1|DKIK
OG0002539	LOC6736131|XP_002083031.2|DSIM	LOC108074758|XP_017022423.1|DKIK
OG0002540	LOC6727979|XP_016034570.1|DSIM	LOC108077285|XP_017026055.1|DKIK
OG0002541	LOC6726291|XP_016039782.1|DSIM	LOC108084810|XP_017036662.1|DKIK
OG0002542	LOC6726463|XP_002107420.1|DSIM	LOC108083542|XP_017034875.1|DKIK
OG0002543	LOC6725831|XP_002106827.1|DSIM	LOC108080391|XP_017030607.1|DKIK
OG0002544	LOC6729076|XP_002104397.3|DSIM	LOC108075591|XP_017023602.1|DKIK
OG0002545	LOC6724869|XP_016037676.1|DSIM	LOC108076108|XP_017024322.1|DKIK
OG0002547	LOC6725263|XP_016038268.1|DSIM	LOC108071256|XP_017017435.1|DKIK
OG0002548	LOC27207333|XP_039152306.1|DSIM	LOC108075222|XP_017023054.1|DKIK
OG0002549	LOC6726209|XP_039153554.1|DSIM	LOC108082649|XP_017033626.1|DKIK
OG0002550	LOC6725894|XP_039152434.1|DSIM	LOC108071799|XP_017018174.1|DKIK
OG0002551	LOC6730384|XP_002105666.1|DSIM	LOC108077867|XP_017026894.1|DKIK
OG0002552	LOC6733021|XP_002080100.1|DSIM	LOC108074850|XP_017022550.1|DKIK
OG0002553	LOC6726624|XP_016040328.1|DSIM	LOC108079787|XP_017029732.1|DKIK
OG0002554	LOC6725276|XP_016038287.1|DSIM	LOC108079339|XP_017029134.1|DKIK
OG0002555	LOC6725198|XP_016038226.1|DSIM	LOC108083890|XP_017035372.1|DKIK
OG0002556	LOC6731161|XP_016023711.1|DSIM	LOC108082203|XP_017033023.1|DKIK
OG0002557	LOC6725859|XP_002106855.1|DSIM	LOC108083529|XP_017034853.1|DKIK
OG0002558	LOC6729276|XP_002104596.1|DSIM	LOC108081033|XP_017031484.1|DKIK
OG0002559	LOC27206972|XP_039154255.1|DSIM	LOC108071330|XP_017017533.1|DKIK
OG0002560	LOC27206459|XP_016033794.1|DSIM	LOC108071365|XP_017017596.1|DKIK
OG0002561	LOC6727484|XP_016034074.1|DSIM	LOC108073078|XP_017020037.1|DKIK
OG0002562	LOC6740627|XP_016038944.1|DSIM	LOC108071753|XP_017018067.1|DKIK
OG0002564	LOC6730225|XP_016036978.1|DSIM	LOC108073707|XP_017020931.1|DKIK
OG0002565	LOC6728826|XP_002104160.1|DSIM	LOC108083006|XP_017034122.1|DKIK
OG0002566	LOC6727578|XP_016034172.2|DSIM	LOC108084240|XP_017035863.1|DKIK
OG0002567	LOC6725224|XP_016038238.1|DSIM	LOC108071003|XP_017017166.1|DKIK
OG0002568	LOC6728881|XP_002104214.2|DSIM	LOC108085395|XP_017037452.1|DKIK
OG0002569	LOC6738837|XP_002085637.1|DSIM	LOC108075007|XP_017022741.1|DKIK
OG0002570	LOC6727548|XP_039150875.1|DSIM	LOC108083927|XP_017035414.1|DKIK
OG0002571	LOC6727550|XP_016034124.1|DSIM	LOC108083929|XP_017035419.1|DKIK
OG0002572	LOC6735315|XP_002082267.1|DSIM	LOC108082155|XP_017032944.1|DKIK
OG0002573	LOC27206424|XP_016034153.1|DSIM	LOC108074083|XP_017021452.1|DKIK
OG0002574	LOC6727575|XP_002102954.1|DSIM	LOC108084298|XP_017035949.1|DKIK
OG0002575	LOC6728453|XP_016035067.1|DSIM	LOC108085628|XP_017037798.1|DKIK
OG0002576	LOC27207928|XP_016026097.1|DSIM, LOC120285625|XP_039154187.1|DSIM	LOC108080388|XP_017030603.1|DKIK
OG0002577	LOC6738455|XP_016032289.1|DSIM	LOC108077482|XP_017026293.1|DKIK
OG0002578	LOC6730967|XP_002078129.2|DSIM	LOC108077425|XP_017026217.1|DKIK
OG0002579	LOC6732040|XP_002079172.1|DSIM	LOC108082190|XP_017032999.1|DKIK
OG0002580	LOC6734210|XP_002081239.2|DSIM	LOC108077989|XP_017027022.1|DKIK
OG0002581	LOC6729301|XP_039151509.1|DSIM	LOC108075501|XP_017023452.1|DKIK
OG0002582	LOC27206689|XP_016035406.1|DSIM	LOC108077751|XP_017026713.1|DKIK
OG0002583	LOC6728657|XP_016035302.1|DSIM	LOC108084957|XP_017036846.1|DKIK
OG0002584	LOC6738662|XP_016032483.1|DSIM	LOC108083128|XP_017034292.1|DKIK
OG0002585	LOC6738661|XP_002085463.1|DSIM	LOC108083129|XP_017034293.1|DKIK
OG0002586	LOC6727508|XP_016034088.1|DSIM	LOC108085682|XP_017037865.1|DKIK
OG0002587	LOC6728968|XP_002104296.1|DSIM	LOC108071458|XP_017017710.1|DKIK
OG0002588	LOC27206438|XP_016035396.1|DSIM	LOC108084205|XP_017035805.1|DKIK
OG0002589	LOC6729769|XP_016036456.1|DSIM	LOC108085580|XP_017037731.1|DKIK
OG0002590	LOC6726148|XP_016039673.1|DSIM	LOC108085954|XP_017038230.1|DKIK
OG0002591	LOC6730270|XP_039151131.1|DSIM	LOC108073710|XP_017020934.1|DKIK
OG0002592	LOC6729873|XP_016036636.2|DSIM	LOC108083767|XP_017035182.1|DKIK
OG0002593	LOC6729869|XP_016036619.1|DSIM	LOC108083736|XP_017035132.1|DKIK
OG0002594	LOC6728148|XP_016034761.1|DSIM	LOC108077774|XP_017026758.1|DKIK
OG0002595	LOC6727500|XP_039150710.1|DSIM	LOC108084545|XP_017036281.1|DKIK
OG0002596	LOC6728211|XP_016034849.1|DSIM	LOC108074102|XP_017021487.1|DKIK
OG0002597	LOC6728672|XP_016035336.1|DSIM	LOC108085901|XP_017038159.1|DKIK
OG0002598	LOC6729174|XP_016035824.1|DSIM	LOC108073268|XP_017020314.1|DKIK
OG0002599	LOC6728737|XP_002104072.1|DSIM	LOC108075418|XP_017023332.1|DKIK
OG0002600	LOC6733798|XP_016026757.1|DSIM	LOC108078333|XP_017027623.1|DKIK
OG0002601	LOC6727192|XP_016033680.1|DSIM	LOC108075429|XP_017023342.1|DKIK
OG0002602	LOC27206707|XP_016036711.1|DSIM	LOC108081190|XP_017031738.1|DKIK
OG0002603	LOC6730177|XP_016036935.1|DSIM	LOC108085866|XP_017038113.1|DKIK
OG0002604	LOC6730176|XP_039150406.1|DSIM	LOC108085879|XP_017038129.1|DKIK
OG0002605	LOC27208744|XP_016034960.1|DSIM	LOC108085732|XP_017037949.1|DKIK
OG0002606	LOC6728189|XP_016034819.1|DSIM	LOC108084148|XP_017035686.1|DKIK
OG0002607	LOC6727153|XP_002102546.1|DSIM	LOC108077752|XP_017026714.1|DKIK
OG0002608	LOC6727857|XP_039151843.1|DSIM	LOC108084209|XP_017035813.1|DKIK
OG0002609	LOC6734070|XP_002081105.1|DSIM	LOC108073049|XP_017020002.1|DKIK
OG0002610	LOC6727222|XP_002102614.1|DSIM	LOC108075517|XP_017023494.1|DKIK
OG0002611	LOC6728795|XP_002104130.1|DSIM	LOC108073416|XP_017020524.1|DKIK
OG0002612	LOC6727353|XP_002102738.1|DSIM	LOC108084137|XP_017035669.1|DKIK
OG0002613	LOC6729338|XP_016035980.1|DSIM	LOC108084543|XP_017036270.1|DKIK
OG0002614	LOC6729747|XP_016036406.1|DSIM	LOC108077897|XP_017026924.1|DKIK
OG0002615	LOC6736527|XP_016030114.1|DSIM	LOC108075233|XP_017023075.1|DKIK
OG0002616	LOC6729855|XP_016036590.1|DSIM	LOC108083729|XP_017035124.1|DKIK
OG0002617	LOC6728755|XP_002104090.1|DSIM	LOC108083209|XP_017034407.1|DKIK
OG0002618	LOC6726693|XP_016033181.1|DSIM	LOC108077787|XP_017026777.1|DKIK
OG0002619	LOC6727743|XP_016034312.1|DSIM	LOC108084186|XP_017035772.1|DKIK
OG0002620	LOC6729436|XP_016036076.1|DSIM	LOC108073393|XP_017020467.1|DKIK
OG0002621	LOC6729140|XP_002104461.1|DSIM	LOC108083757|XP_017035167.1|DKIK
OG0002622	LOC6738261|XP_016032139.1|DSIM	LOC108078867|XP_017028469.1|DKIK
OG0002623	LOC6728825|XP_002104159.1|DSIM	LOC108083224|XP_017034428.1|DKIK
OG0002624	LOC6729027|XP_002104348.1|DSIM	LOC108073536|XP_017020707.1|DKIK
OG0002625	LOC6729034|XP_016035692.2|DSIM	LOC108073424|XP_017020532.1|DKIK
OG0002626	LOC6725396|XP_002106412.1|DSIM	LOC108083568|XP_017034914.1|DKIK
OG0002627	LOC6729109|XP_016035753.1|DSIM	LOC108084237|XP_017035854.1|DKIK
OG0002628	LOC6726889|XP_039151683.1|DSIM	LOC108070704|XP_017016782.1|DKIK
OG0002629	LOC6728529|XP_039151773.1|DSIM	LOC108070684|XP_017016747.1|DKIK
OG0002630	LOC6727913|XP_016034530.1|DSIM	LOC108081093|XP_017031570.1|DKIK
OG0002631	LOC6729501|XP_016036174.1|DSIM	LOC108075655|XP_017023692.1|DKIK
OG0002632	LOC6728137|XP_002103488.1|DSIM	LOC108074140|XP_017021571.1|DKIK
OG0002633	LOC6727562|XP_002102941.2|DSIM	LOC108081236|XP_017031803.1|DKIK
OG0002634	LOC6728111|XP_016034730.1|DSIM	LOC108075735|XP_017023768.1|DKIK
OG0002635	LOC27209030|XP_016035380.1|DSIM	LOC108084213|XP_017035823.1|DKIK
OG0002636	LOC6726648|XP_002102059.1|DSIM	LOC108083200|XP_017034393.1|DKIK
OG0002637	LOC6732050|XP_016024733.1|DSIM	LOC108082186|XP_017032993.1|DKIK
OG0002638	LOC6730149|XP_016036913.1|DSIM	LOC108077857|XP_017026879.1|DKIK
OG0002639	LOC6728464|XP_016035086.1|DSIM	LOC108084277|XP_017035922.1|DKIK
OG0002640	LOC6728175|XP_016034793.1|DSIM	LOC108084300|XP_017035951.1|DKIK
OG0002641	LOC6728174|XP_039151562.1|DSIM	LOC108084064|XP_017035572.1|DKIK
OG0002642	LOC6728173|XP_002103522.1|DSIM	LOC108084074|XP_017035584.1|DKIK
OG0002643	LOC6728172|XP_016034783.1|DSIM	LOC108085644|XP_017037821.1|DKIK
OG0002644	LOC6726936|XP_002102338.1|DSIM	LOC108085656|XP_017037838.1|DKIK
OG0002645	LOC6726929|XP_039150857.1|DSIM	LOC108070658|XP_017016715.1|DKIK
OG0002646	LOC6739769|XP_002076660.1|DSIM	LOC108073261|XP_017020308.1|DKIK
OG0002647	LOC6728986|XP_002104308.1|DSIM	LOC108071438|XP_017017684.1|DKIK
OG0002648	LOC6727152|XP_016033637.1|DSIM	LOC108074112|XP_017021498.1|DKIK
OG0002649	LOC6729002|XP_002104323.2|DSIM	LOC108073335|XP_017020387.1|DKIK
OG0002650	LOC6728987|XP_002104309.1|DSIM	LOC108071437|XP_017017682.1|DKIK
OG0002651	LOC6727855|XP_002103210.2|DSIM	LOC108085651|XP_017037829.1|DKIK
OG0002652	LOC6727256|XP_016033762.1|DSIM	LOC108084828|XP_017036679.1|DKIK
OG0002653	LOC6729929|XP_039151206.1|DSIM	LOC108085684|XP_017037867.1|DKIK
OG0002654	LOC6729927|XP_016036686.1|DSIM	LOC108085707|XP_017037911.1|DKIK
OG0002655	LOC6727355|XP_016033885.1|DSIM	LOC108084132|XP_017035660.1|DKIK
OG0002656	LOC6728232|XP_016034870.1|DSIM	LOC108074096|XP_017021478.1|DKIK
OG0002657	LOC6728727|XP_016035381.1|DSIM	LOC108084212|XP_017035822.1|DKIK
OG0002658	LOC6730315|XP_002105598.2|DSIM	LOC108072078|XP_017018577.1|DKIK, LOC108083206|XP_017034404.1|DKIK
OG0002659	LOC6729956|XP_016036720.1|DSIM	LOC108081202|XP_017031759.1|DKIK
OG0002660	LOC6740116|XP_002076998.2|DSIM	LOC108084899|XP_017036786.1|DKIK
OG0002661	LOC6729921|XP_039151701.1|DSIM	LOC108077685|XP_017026603.1|DKIK
OG0002662	LOC6736133|XP_016029523.1|DSIM	LOC108074747|XP_017022410.1|DKIK
OG0002663	LOC6729376|XP_016036014.1|DSIM	LOC108084604|XP_017036375.1|DKIK
OG0002664	LOC6733135|XP_016022836.1|DSIM	LOC108084749|XP_017036549.1|DKIK, LOC108085029|XP_017036963.1|DKIK, LOC108085074|XP_017037032.1|DKIK
OG0002665	LOC6739329|XP_016026474.1|DSIM	LOC108078447|XP_017027824.1|DKIK
OG0002666	LOC6733503|XP_016026461.1|DSIM	LOC108078156|XP_017027288.1|DKIK
OG0002667	LOC6733816|XP_016026787.1|DSIM	LOC108073094|XP_017020071.1|DKIK
OG0002668	LOC6736393|XP_016029898.1|DSIM	LOC108079772|XP_017029698.1|DKIK
OG0002669	LOC6731532|XP_002078679.1|DSIM	LOC108074856|XP_017022555.1|DKIK
OG0002670	LOC6737178|XP_002084024.1|DSIM	LOC108070607|XP_017016669.1|DKIK
OG0002671	LOC6737174|XP_016030859.1|DSIM	LOC108070547|XP_017016561.1|DKIK
OG0002672	LOC6735511|XP_016028849.1|DSIM	LOC108082494|XP_017033402.1|DKIK
OG0002673	LOC6736002|XP_002082911.1|DSIM	LOC108072100|XP_017018603.1|DKIK
OG0002674	LOC6733813|XP_016026783.1|DSIM	LOC108073093|XP_017020068.1|DKIK
OG0002675	LOC6737112|XP_016030738.1|DSIM	LOC108084426|XP_017036122.1|DKIK
OG0002676	LOC6736121|XP_002083021.2|DSIM	LOC108078280|XP_017027524.1|DKIK
OG0002677	LOC6733349|XP_039148769.1|DSIM	LOC108081343|XP_017031975.1|DKIK
OG0002678	LOC6733968|XP_016027007.1|DSIM	LOC108078345|XP_017027638.1|DKIK
OG0002679	LOC6735991|XP_016029355.1|DSIM	LOC108072124|XP_017018641.1|DKIK
OG0002680	LOC6724792|XP_016037567.1|DSIM	LOC108079466|XP_017029296.1|DKIK
OG0002681	LOC6735503|XP_016028839.1|DSIM	LOC108078287|XP_017027545.1|DKIK
OG0002682	LOC6736804|XP_002083660.2|DSIM	LOC108078860|XP_017028454.1|DKIK
OG0002683	LOC6728937|XP_016035614.2|DSIM	LOC108080882|XP_017031274.1|DKIK
OG0002684	LOC6740159|XP_016039619.1|DSIM	LOC108083538|XP_017034870.1|DKIK
OG0002685	LOC6736283|XP_039149010.1|DSIM	LOC108071480|XP_017017728.1|DKIK
OG0002686	LOC6736488|XP_002083358.1|DSIM	LOC108075054|XP_017022824.1|DKIK
OG0002687	LOC6738670|XP_016032488.1|DSIM	LOC108083096|XP_017034237.1|DKIK
OG0002688	LOC6738426|XP_016032268.1|DSIM	LOC108078655|XP_017028075.1|DKIK
OG0002689	LOC6725747|XP_002106747.1|DSIM	LOC108079953|XP_017030001.1|DKIK
OG0002690	LOC6737636|XP_002084468.1|DSIM	LOC108083162|XP_017034338.1|DKIK
OG0002691	LOC6735784|XP_002082697.2|DSIM	LOC108076351|XP_017024632.1|DKIK
OG0002692	LOC6736011|XP_016029387.1|DSIM	LOC108072211|XP_017018760.1|DKIK
OG0002693	LOC6736377|XP_016029880.2|DSIM	LOC108079850|XP_017029847.1|DKIK
OG0002694	LOC6733840|XP_002080884.1|DSIM	LOC108085117|XP_017037105.1|DKIK
OG0002695	LOC6736914|XP_016030559.1|DSIM	LOC108083136|XP_017034304.1|DKIK
OG0002696	LOC6738349|XP_016032194.1|DSIM	LOC108079868|XP_017029869.1|DKIK
OG0002697	LOC6737182|XP_016030883.1|DSIM	LOC108070589|XP_017016637.1|DKIK
OG0002698	LOC6736557|XP_016030135.1|DSIM	LOC108079793|XP_017029753.1|DKIK
OG0002699	LOC27206243|XP_016030742.2|DSIM	LOC108084427|XP_017036123.1|DKIK
OG0002700	LOC6738237|XP_039148944.1|DSIM	LOC108078711|XP_017028161.1|DKIK
OG0002701	LOC6735869|XP_039147824.1|DSIM	LOC108074215|XP_017021645.1|DKIK
OG0002702	LOC6735926|XP_016029283.1|DSIM	LOC108076445|XP_017024802.1|DKIK
OG0002703	LOC6733176|XP_016026055.1|DSIM	LOC108070626|XP_017016678.1|DKIK
OG0002704	LOC6734593|XP_002081601.1|DSIM	LOC108073109|XP_017020090.1|DKIK
OG0002705	LOC6737026|XP_016030648.1|DSIM	LOC108079089|XP_017028804.1|DKIK
OG0002706	LOC6739380|XP_016027009.1|DSIM	LOC108078414|XP_017027765.1|DKIK
OG0002707	LOC6736198|XP_016029629.1|DSIM	LOC108079088|XP_017028803.1|DKIK
OG0002708	LOC6738281|XP_002085092.2|DSIM	LOC108078624|XP_017028036.1|DKIK
OG0002709	LOC6733671|XP_039148251.1|DSIM	LOC108078082|XP_017027159.1|DKIK
OG0002710	LOC6735462|XP_002082401.1|DSIM	LOC108077984|XP_017027017.1|DKIK
OG0002711	LOC6735460|XP_002082399.2|DSIM	LOC108078064|XP_017027118.1|DKIK
OG0002712	LOC6735020|XP_016028295.1|DSIM	LOC108073024|XP_017019971.1|DKIK
OG0002713	LOC6734189|XP_039148073.1|DSIM	LOC108078352|XP_017027650.1|DKIK
OG0002714	LOC6733424|XP_016026366.1|DSIM	LOC108070875|XP_017017004.1|DKIK
OG0002715	LOC27206343|XP_016039730.1|DSIM	LOC108076967|XP_017025511.1|DKIK
OG0002716	LOC6736152|XP_016029543.1|DSIM	LOC108072351|XP_017018930.1|DKIK
OG0002717	LOC6728928|XP_016035607.1|DSIM	LOC108081266|XP_017031851.1|DKIK
OG0002718	LOC6737070|XP_002083917.1|DSIM	LOC108079915|XP_017029942.1|DKIK, LOC108071212|XP_017017381.1|DKIK, LOC108071876|XP_017018293.1|DKIK
OG0002719	LOC6728614|XP_002103955.1|DSIM	LOC108073400|XP_017020481.1|DKIK
OG0002720	LOC27206282|XP_016030497.2|DSIM	LOC108070596|XP_017016655.1|DKIK
OG0002721	LOC6732782|XP_002079895.1|DSIM	LOC108082747|XP_017033753.1|DKIK
OG0002722	LOC6733685|XP_002080732.1|DSIM	LOC108077990|XP_017027023.1|DKIK
OG0002723	LOC6736113|XP_016029499.1|DSIM	LOC108076313|XP_017024581.1|DKIK
OG0002724	LOC6729435|XP_002104746.1|DSIM	LOC108073391|XP_017020464.1|DKIK
OG0002725	LOC6738713|XP_002085514.1|DSIM	LOC108083282|XP_017034500.1|DKIK
OG0002726	LOC6736462|XP_016030012.1|DSIM	LOC108075212|XP_017023038.1|DKIK
OG0002727	LOC6736626|XP_002083482.2|DSIM	LOC108073858|XP_017021129.1|DKIK
OG0002728	LOC6734182|XP_016027191.1|DSIM	LOC108077993|XP_017027032.1|DKIK
OG0002729	LOC6737610|XP_016031389.1|DSIM	LOC108073429|XP_017020536.1|DKIK
OG0002730	LOC6734358|XP_039148653.1|DSIM	LOC108079872|XP_017029878.1|DKIK
OG0002731	LOC6736222|XP_002083117.1|DSIM	LOC108078610|XP_017028024.1|DKIK
OG0002732	LOC27206325|XP_016027092.1|DSIM	LOC108072445|XP_017019062.1|DKIK
OG0002733	LOC6734997|XP_039147533.1|DSIM	LOC108073057|XP_017020013.1|DKIK
OG0002734	LOC6733139|XP_016026014.2|DSIM	LOC108083725|XP_017035123.1|DKIK
OG0002735	LOC6733807|XP_016026774.1|DSIM	LOC108082530|XP_017033447.1|DKIK
OG0002736	LOC6733804|XP_016026765.1|DSIM	LOC108082545|XP_017033473.1|DKIK
OG0002737	LOC6737403|XP_039149407.1|DSIM	LOC108078808|XP_017028375.1|DKIK
OG0002738	LOC6736695|XP_002083551.1|DSIM	LOC108072754|XP_017019514.1|DKIK
OG0002739	LOC6738773|XP_039149332.1|DSIM	LOC108083152|XP_017034323.1|DKIK
OG0002740	LOC6738774|XP_016032594.1|DSIM	LOC108083151|XP_017034322.1|DKIK
OG0002741	LOC6735477|XP_002082416.2|DSIM	LOC108078225|XP_017027413.1|DKIK
OG0002742	LOC6735955|XP_002082864.2|DSIM	LOC108072189|XP_017018735.1|DKIK
OG0002743	LOC6736508|XP_016030084.1|DSIM	LOC108075162|XP_017022938.1|DKIK
OG0002744	LOC6739667|XP_016032790.1|DSIM	LOC108085815|XP_017038055.1|DKIK
OG0002745	LOC6736412|XP_002083284.2|DSIM	LOC108079743|XP_017029646.1|DKIK
OG0002746	LOC6734695|XP_002081702.1|DSIM	LOC108078309|XP_017027590.1|DKIK
OG0002747	LOC6727695|XP_016034268.1|DSIM	LOC108075656|XP_017023693.1|DKIK
OG0002748	LOC6736017|XP_002082926.1|DSIM	LOC108070894|XP_017017028.1|DKIK
OG0002749	LOC6736120|XP_039148880.1|DSIM	LOC108076465|XP_017024839.1|DKIK
OG0002750	LOC6734458|XP_016027580.1|DSIM	LOC108074736|XP_017022391.1|DKIK
OG0002751	LOC27208840|XP_016026431.1|DSIM	LOC108076793|XP_017025301.1|DKIK
OG0002752	LOC6733697|XP_016026668.1|DSIM	LOC108076296|XP_017024557.1|DKIK
OG0002753	LOC6735683|XP_039147419.1|DSIM	LOC108076750|XP_017025232.1|DKIK
OG0002754	LOC6737042|XP_039150275.1|DSIM	LOC108079072|XP_017028775.1|DKIK
OG0002755	LOC6735147|XP_016028426.1|DSIM	LOC108081273|XP_017031858.1|DKIK
OG0002756	LOC6738824|XP_002085624.1|DSIM	LOC108074995|XP_017022724.1|DKIK
OG0002757	LOC6737466|XP_016031234.1|DSIM	LOC108078679|XP_017028102.1|DKIK
OG0002758	LOC6735011|XP_039148118.1|DSIM	LOC108073039|XP_017019989.1|DKIK
OG0002759	LOC6734988|XP_039147761.1|DSIM	LOC108073025|XP_017019973.1|DKIK
OG0002760	LOC27207071|XP_016029570.1|DSIM	LOC108072331|XP_017018905.1|DKIK
OG0002761	LOC6735182|XP_016028471.1|DSIM	LOC108082279|XP_017033099.1|DKIK
OG0002762	LOC6735116|XP_016028379.1|DSIM	LOC108081213|XP_017031776.1|DKIK
OG0002763	LOC6737354|XP_016031089.1|DSIM	LOC108078940|XP_017028578.1|DKIK
OG0002764	LOC6738488|XP_016032331.1|DSIM	LOC108071934|XP_017018386.1|DKIK
OG0002765	LOC6735043|XP_016028331.1|DSIM	LOC108072998|XP_017019937.1|DKIK
OG0002766	LOC6735042|XP_016028329.1|DSIM	LOC108073000|XP_017019941.1|DKIK
OG0002767	LOC6734983|XP_039147757.1|DSIM	LOC108072962|XP_017019881.1|DKIK
OG0002768	LOC6739502|XP_016029326.1|DSIM	LOC108072008|XP_017018475.1|DKIK
OG0002769	LOC6734180|XP_002081209.2|DSIM	LOC108072927|XP_017019763.1|DKIK
OG0002770	LOC6731348|XP_002078504.1|DSIM	LOC108072834|XP_017019614.1|DKIK
OG0002771	LOC6737512|XP_016031307.1|DSIM	LOC108078653|XP_017028071.1|DKIK
OG0002772	LOC6737504|XP_016031299.1|DSIM	LOC108078878|XP_017028495.1|DKIK
OG0002773	LOC6734224|XP_016027266.1|DSIM	LOC108078340|XP_017027631.1|DKIK
OG0002774	LOC6735582|XP_016028943.1|DSIM	LOC108074658|XP_017022264.1|DKIK
OG0002775	LOC6738449|XP_039149159.1|DSIM	LOC108077537|XP_017026415.1|DKIK
OG0002776	LOC6737404|XP_016031165.1|DSIM	LOC108078931|XP_017028568.1|DKIK
OG0002777	LOC6738383|XP_016032208.1|DSIM	LOC108079911|XP_017029934.1|DKIK
OG0002778	LOC6738380|XP_016032207.1|DSIM	LOC108079768|XP_017029680.1|DKIK
OG0002779	LOC6737123|XP_039148936.1|DSIM	LOC108084413|XP_017036103.1|DKIK
OG0002780	LOC6727034|XP_039150516.1|DSIM	LOC108081174|XP_017031719.1|DKIK
OG0002781	LOC6734551|XP_002081560.1|DSIM	LOC108074750|XP_017022413.1|DKIK
OG0002782	LOC6738699|XP_016032517.1|DSIM	LOC108083273|XP_017034486.1|DKIK
OG0002783	LOC6736645|XP_016030240.1|DSIM	LOC108079856|XP_017029857.1|DKIK
OG0002784	LOC27206191|XP_016029224.1|DSIM	LOC108074221|XP_017021655.1|DKIK
OG0002785	LOC6739670|XP_002076563.1|DSIM	LOC108075273|XP_017023143.1|DKIK
OG0002786	LOC6738363|XP_016032198.1|DSIM	LOC108079852|XP_017029849.1|DKIK
OG0002787	LOC6737062|XP_002083909.1|DSIM	LOC108079095|XP_017028811.1|DKIK
OG0002788	LOC6737061|XP_016030684.1|DSIM	LOC108079096|XP_017028812.1|DKIK
OG0002789	LOC6738976|XP_016032801.1|DSIM	LOC108085808|XP_017038048.1|DKIK
OG0002790	LOC6737603|XP_002084435.1|DSIM	LOC108073513|XP_017020674.1|DKIK
OG0002791	LOC6738624|XP_002085426.2|DSIM	LOC108085508|XP_017037621.1|DKIK
OG0002792	LOC27207878|XP_016027296.1|DSIM	LOC108081795|XP_017032510.1|DKIK
OG0002793	LOC6737437|XP_016031210.1|DSIM	LOC108078752|XP_017028270.1|DKIK
OG0002794	LOC6736907|XP_016030555.1|DSIM	LOC108083069|XP_017034197.1|DKIK
OG0002795	LOC6737007|XP_016030632.1|DSIM	LOC108071649|XP_017017931.1|DKIK
OG0002796	LOC6736932|XP_002083779.1|DSIM	LOC108084422|XP_017036117.1|DKIK
OG0002797	LOC6737605|XP_002084437.1|DSIM	LOC108073515|XP_017020677.1|DKIK
OG0002798	LOC6732708|XP_002079822.1|DSIM	LOC108082872|XP_017033939.1|DKIK
OG0002799	LOC6736271|XP_016029757.2|DSIM	LOC108073382|XP_017020449.1|DKIK
OG0002800	LOC6738362|XP_039149601.1|DSIM	LOC108079790|XP_017029738.1|DKIK
OG0002801	LOC6736117|XP_039148889.1|DSIM	LOC108076310|XP_017024575.1|DKIK
