Orthogroup	DSIM.longest_only	DSUP.longest_only
OG0000596	LOC6728617|XP_016035255.1|DSIM	LOC119563033|XP_037732162.1|DSUP
OG0000597	LOC6729484|XP_016036156.1|DSIM	LOC119551077|XP_037716164.1|DSUP
OG0000597	LOC6730328|XP_039151359.1|DSIM	LOC119563479|XP_037732831.1|DSUP
OG0000598	LOC6728292|XP_002103641.1|DSIM	LOC119563508|XP_037732885.1|DSUP
OG0000599	LOC6736265|XP_016029754.1|DSIM	LOC119555413|XP_037722699.1|DSUP
OG0000600	LOC6734249|XP_002081278.1|DSIM	LOC119550130|XP_037714554.1|DSUP
OG0000600	LOC6734248|XP_016027299.1|DSIM	LOC119551468|XP_037716749.1|DSUP
OG0000601	LOC6731309|XP_002078465.1|DSIM	LOC119546803|XP_037709310.1|DSUP
OG0000601	LOC6730768|XP_002077936.2|DSIM	LOC119547122|XP_037709760.1|DSUP
OG0000602	LOC6732174|XP_002079305.1|DSIM	LOC119547301|XP_037710021.1|DSUP
OG0000602	LOC6732175|XP_002079306.1|DSIM	LOC119547302|XP_037710022.1|DSUP
OG0000603	LOC6727726|XP_016034303.1|DSIM	LOC119553292|XP_037719539.1|DSUP
OG0000603	LOC6731453|XP_016024107.1|DSIM	LOC119548848|XP_037712397.1|DSUP
OG0000604	LOC6730767|XP_002077935.1|DSIM	LOC119547125|XP_037709763.1|DSUP
OG0000604	LOC6730766|XP_002077934.1|DSIM	LOC119548324|XP_037711433.1|DSUP
OG0000605	LOC6733033|XP_002080112.1|DSIM	LOC119546270|XP_037708371.1|DSUP
OG0000606	LOC6729172|XP_002104493.2|DSIM	LOC119557328|XP_037725981.1|DSUP
OG0000607	LOC6727755|XP_002103117.1|DSIM	LOC119553787|XP_037720329.1|DSUP, LOC119559274|XP_037728270.1|DSUP
OG0000607	LOC27207966|XP_016033737.1|DSIM	LOC119559931|XP_037729066.1|DSUP
OG0000608	LOC6729735|XP_016036395.1|DSIM	LOC119555935|XP_037723569.1|DSUP
OG0000608	LOC6729730|XP_016036386.1|DSIM	LOC119545687|XP_037707360.1|DSUP
OG0000609	LOC27206538|XP_016023012.1|DSIM	LOC119546810|XP_037709321.1|DSUP
OG0000610	LOC6738612|XP_016032454.1|DSIM	LOC119554927|XP_037721961.1|DSUP
OG0000610	LOC6735620|XP_002082540.1|DSIM	LOC119550951|XP_037715905.1|DSUP
OG0000611	LOC6735484|XP_016028822.1|DSIM	LOC119551644|XP_037717003.1|DSUP
OG0000611	LOC6734765|XP_002081768.1|DSIM	LOC119551866|XP_037717385.1|DSUP
OG0000612	LOC6738576|XP_002085381.2|DSIM	LOC119555438|XP_037722738.1|DSUP
OG0000612	LOC6738575|XP_016032427.2|DSIM	LOC119554410|XP_037721227.1|DSUP
OG0000612	LOC6738574|XP_002085379.1|DSIM	LOC119554409|XP_037721226.1|DSUP
OG0000614	LOC6730139|XP_002105430.1|DSIM	LOC119546621|XP_037708991.1|DSUP
OG0000614	LOC6739882|XP_039153006.1|DSIM	LOC119558379|XP_037727824.1|DSUP
OG0000615	LOC6726360|XP_039152975.1|DSIM	LOC119557045|XP_037725518.1|DSUP
OG0000615	LOC27209315|XP_039150606.1|DSIM	LOC119560796|XP_037730356.1|DSUP
OG0000616	LOC6726352|XP_016039930.1|DSIM	LOC119556396|XP_037724502.1|DSUP
OG0000616	LOC6740199|XP_016039931.1|DSIM	LOC119558362|XP_037727793.1|DSUP, LOC119557817|XP_037726684.1|DSUP
OG0000617	LOC6729864|XP_039151242.1|DSIM	LOC119546006|XP_037707940.1|DSUP
OG0000617	LOC6728352|XP_016034977.1|DSIM	LOC119560427|XP_037729791.1|DSUP
OG0000618	LOC6729022|XP_016035683.1|DSIM	LOC119560682|XP_037730184.1|DSUP
OG0000618	LOC6739669|XP_016032904.1|DSIM	LOC119554052|XP_037720719.1|DSUP
OG0000619	LOC6735167|XP_002082142.1|DSIM	LOC119549093|XP_037712752.1|DSUP
OG0000620	LOC6726489|XP_002107446.1|DSIM	LOC119556992|XP_037725452.1|DSUP
OG0000620	LOC6737420|XP_016031189.1|DSIM	LOC119555388|XP_037722660.1|DSUP
OG0000621	LOC6727345|XP_002102730.1|DSIM	LOC119545750|XP_037707512.1|DSUP
OG0000621	LOC6739959|XP_016037887.1|DSIM	LOC119556062|XP_037723798.1|DSUP
OG0000622	LOC6737034|XP_002083881.1|DSIM	LOC119554820|XP_037721822.1|DSUP
OG0000622	LOC6737393|XP_016031141.1|DSIM	LOC119554213|XP_037720946.1|DSUP
OG0000623	LOC27206265|XP_016029788.1|DSIM	LOC119554687|XP_037721617.1|DSUP
OG0000623	LOC27206242|XP_016030769.1|DSIM	LOC119552919|XP_037718787.1|DSUP
OG0000624	LOC6735140|XP_002082117.1|DSIM	LOC119551109|XP_037716217.1|DSUP
OG0000624	LOC6735141|XP_016028423.1|DSIM	LOC119551108|XP_037716216.1|DSUP
OG0000625	LOC6736941|XP_016030587.1|DSIM	LOC119555376|XP_037722647.1|DSUP
OG0000625	LOC6736939|XP_002083786.1|DSIM	LOC119555378|XP_037722649.1|DSUP
OG0000626	LOC6733753|XP_002080797.1|DSIM	LOC119550611|XP_037715363.1|DSUP
OG0000626	LOC6735896|XP_016029250.1|DSIM	LOC119550825|XP_037715697.1|DSUP
OG0000627	LOC6738464|XP_002085271.1|DSIM	LOC119554654|XP_037721583.1|DSUP
OG0000627	LOC6725135|XP_002106161.1|DSIM	LOC119557968|XP_037726941.1|DSUP
OG0000628	LOC6732172|XP_002079303.2|DSIM	LOC119546971|XP_037709547.1|DSUP
OG0000628	LOC6731753|XP_002078888.1|DSIM	LOC119546127|XP_037708151.1|DSUP
OG0000629	LOC6728572|XP_002103913.2|DSIM	LOC119555619|XP_037723070.1|DSUP
OG0000629	LOC6733053|XP_002080131.2|DSIM	LOC119548807|XP_037712320.1|DSUP
OG0000630	LOC6732796|XP_016025504.1|DSIM	LOC119548358|XP_037711501.1|DSUP
OG0000630	LOC6732789|XP_002079902.3|DSIM	LOC119548258|XP_037711331.1|DSUP
OG0000631	LOC27208670|XP_016024744.1|DSIM	LOC119546519|XP_037708777.1|DSUP
OG0000631	LOC6732402|XP_016025062.1|DSIM	LOC119548347|XP_037711490.1|DSUP
OG0000632	LOC6730992|XP_016023455.1|DSIM	LOC119548395|XP_037711549.1|DSUP
OG0000632	LOC6730529|XP_016022984.1|DSIM	LOC119546376|XP_037708536.1|DSUP
OG0000633	LOC6737751|XP_016031528.1|DSIM	LOC119555543|XP_037722904.1|DSUP
OG0000633	LOC27208173|XP_039150098.1|DSIM	LOC119555537|XP_037722897.1|DSUP
OG0000635	LOC6735347|XP_002082294.1|DSIM	LOC119552173|XP_037717932.1|DSUP
OG0000635	LOC6726071|XP_002107053.2|DSIM	LOC119557515|XP_037726216.1|DSUP
OG0000636	LOC6732793|XP_002079906.1|DSIM	LOC119547478|XP_037710290.1|DSUP
OG0000636	LOC6732794|XP_016025503.1|DSIM	LOC119547486|XP_037710303.1|DSUP
OG0000637	LOC6725170|XP_016038187.1|DSIM	LOC119557510|XP_037726210.1|DSUP
OG0000637	LOC6725171|XP_039152707.1|DSIM	LOC119557508|XP_037726209.1|DSUP
OG0000638	LOC6729311|XP_016035943.1|DSIM	LOC119554816|XP_037721821.1|DSUP
OG0000638	LOC6726151|XP_016039682.1|DSIM	LOC119557901|XP_037726835.1|DSUP
OG0000639	LOC6738948|XP_016032771.1|DSIM	LOC119555690|XP_037723269.1|DSUP
OG0000641	LOC6731601|XP_002078742.2|DSIM	LOC119546188|XP_037708242.1|DSUP
OG0000641	LOC6727083|XP_016033574.2|DSIM	LOC119560174|XP_037729462.1|DSUP
OG0000642	LOC6734145|XP_016027156.1|DSIM	LOC119549827|XP_037714032.1|DSUP
OG0000642	LOC6732352|XP_016025004.1|DSIM	LOC119547557|XP_037710385.1|DSUP
OG0000643	LOC6729854|XP_002105157.1|DSIM	LOC119549155|XP_037712873.1|DSUP
OG0000643	LOC6729853|XP_002105156.2|DSIM	LOC119552675|XP_037718316.1|DSUP
OG0000644	LOC6737677|XP_002084509.1|DSIM	LOC119553941|XP_037720560.1|DSUP
OG0000644	LOC6737674|XP_002084506.1|DSIM	LOC119553531|XP_037719885.1|DSUP
OG0000644	LOC6737673|XP_002084505.2|DSIM	LOC119553532|XP_037719886.1|DSUP
OG0000645	LOC27207888|XP_016023424.1|DSIM	LOC119545964|XP_037707857.1|DSUP
OG0000645	LOC27207511|XP_016026170.1|DSIM	LOC119550765|XP_037715618.1|DSUP
OG0000646	LOC6729358|XP_002104674.1|DSIM	LOC119556923|XP_037725341.1|DSUP
OG0000646	LOC6729963|XP_039150494.1|DSIM	LOC119546358|XP_037708517.1|DSUP
OG0000647	LOC6726923|XP_016033422.1|DSIM	LOC119560456|XP_037729831.1|DSUP
OG0000647	LOC6725022|XP_016037974.1|DSIM	LOC119557890|XP_037726819.1|DSUP
OG0000648	LOC6726295|XP_039152793.1|DSIM	LOC119556461|XP_037724636.1|DSUP
OG0000648	LOC6726293|XP_002107254.1|DSIM	LOC119556488|XP_037724673.1|DSUP
OG0000649	LOC6740189|XP_002077070.2|DSIM	LOC119556268|XP_037724246.1|DSUP
OG0000649	LOC6739849|XP_016039898.1|DSIM	LOC119558303|XP_037727630.1|DSUP
OG0000650	LOC6729339|XP_002104656.2|DSIM	LOC119558876|XP_037728028.1|DSUP
OG0000650	LOC6724700|XP_016037268.1|DSIM	LOC119558700|XP_037727987.1|DSUP
OG0000651	LOC6738417|XP_002085226.2|DSIM	LOC119554191|XP_037720915.1|DSUP
OG0000651	LOC6736720|XP_016030335.1|DSIM	LOC119555631|XP_037723078.1|DSUP
OG0000652	LOC6739305|XP_002076214.1|DSIM	LOC119549577|XP_037713662.1|DSUP
OG0000652	LOC27209005|XP_016038153.1|DSIM	LOC119557194|XP_037725774.1|DSUP
OG0000653	LOC6728366|XP_002103714.1|DSIM	LOC119561053|XP_037730814.1|DSUP
OG0000653	LOC6726771|XP_016033255.1|DSIM	LOC119560391|XP_037729745.1|DSUP
OG0000654	LOC6739596|XP_016029861.1|DSIM	LOC119552625|XP_037718221.1|DSUP
OG0000654	LOC6738408|XP_016032244.1|DSIM	LOC119555106|XP_037722253.1|DSUP
OG0000655	LOC6734221|XP_016027265.1|DSIM	LOC119551292|XP_037716498.1|DSUP
OG0000655	LOC6730521|XP_016022976.1|DSIM	LOC119548308|XP_037711410.1|DSUP
OG0000656	LOC6728447|XP_016035061.1|DSIM	LOC119551546|XP_037716870.1|DSUP
OG0000656	LOC27208714|XP_016035060.1|DSIM	LOC119551567|XP_037716897.1|DSUP
OG0000657	LOC6736191|XP_016029616.1|DSIM	LOC119552712|XP_037718389.1|DSUP
OG0000657	LOC6730879|XP_002078043.1|DSIM	LOC119548214|XP_037711275.1|DSUP
OG0000658	LOC6726228|XP_016039756.1|DSIM	LOC119557221|XP_037725818.1|DSUP
OG0000658	LOC6728039|XP_002103391.1|DSIM	LOC119560634|XP_037730114.1|DSUP
OG0000659	LOC6730797|XP_002077965.1|DSIM	LOC119546362|XP_037708519.1|DSUP
OG0000659	LOC6732787|XP_016025500.1|DSIM	LOC119546796|XP_037709298.1|DSUP
OG0000660	LOC6739184|XP_016023229.1|DSIM	LOC119548113|XP_037711135.1|DSUP
OG0000661	LOC27206244|XP_016030737.1|DSIM	LOC119553002|XP_037718950.1|DSUP
OG0000661	LOC6731004|XP_016023467.1|DSIM	LOC119546097|XP_037708108.1|DSUP
OG0000662	LOC6736668|XP_002083524.1|DSIM	LOC119554314|XP_037721103.1|DSUP
OG0000662	LOC27208006|XP_016034047.1|DSIM	LOC119559921|XP_037729052.1|DSUP
OG0000663	LOC6736154|XP_016029553.1|DSIM	LOC119549412|XP_037713412.1|DSUP
OG0000664	LOC6727188|XP_039150958.1|DSIM	LOC119560198|XP_037729488.1|DSUP
OG0000664	LOC6739975|XP_016038087.1|DSIM	LOC119556153|XP_037723982.1|DSUP
OG0000665	LOC6729567|XP_002104875.1|DSIM	LOC119563213|XP_037732438.1|DSUP
OG0000666	LOC6735358|XP_002082305.1|DSIM	LOC119551146|XP_037716265.1|DSUP
OG0000666	LOC27208266|XP_016038838.1|DSIM	LOC119558244|XP_037727496.1|DSUP
OG0000667	LOC6739958|XP_002076843.1|DSIM	LOC119556821|XP_037725200.1|DSUP
OG0000667	LOC6728590|XP_002103931.1|DSIM	LOC119563051|XP_037732187.1|DSUP
OG0000668	LOC6739822|XP_002076714.1|DSIM	LOC119554381|XP_037721190.1|DSUP
OG0000668	LOC6728180|XP_016034812.1|DSIM	LOC119560546|XP_037729979.1|DSUP
OG0000669	LOC6726564|XP_002107518.2|DSIM	LOC119558232|XP_037727480.1|DSUP
OG0000669	LOC6726565|XP_002107519.1|DSIM	LOC119558235|XP_037727482.1|DSUP
OG0000670	LOC6725106|XP_002106132.1|DSIM	LOC119557868|XP_037726796.1|DSUP
OG0000671	LOC27208816|XP_016025871.1|DSIM	LOC119560551|XP_037729985.1|DSUP
OG0000671	LOC6729923|XP_016036681.1|DSIM	LOC119561542|XP_037731123.1|DSUP
OG0000672	LOC6725743|XP_039152633.1|DSIM	LOC119556868|XP_037725270.1|DSUP
OG0000672	LOC6740238|XP_002077119.2|DSIM	LOC119556099|XP_037723890.1|DSUP
OG0000673	LOC6725851|XP_039154027.1|DSIM	LOC119557650|XP_037726430.1|DSUP
OG0000673	LOC6738127|XP_002084940.1|DSIM	LOC119553626|XP_037720024.1|DSUP
OG0000675	LOC27206867|XP_016024210.1|DSIM	LOC119547910|XP_037710876.1|DSUP, LOC119547909|XP_037710875.1|DSUP
OG0000676	LOC6728233|XP_016034874.1|DSIM	LOC119551751|XP_037717209.1|DSUP
OG0000676	LOC120284331|XP_039147261.1|DSIM, LOC27209381|XP_039147260.1|DSIM, LOC6733903|XP_039147259.1|DSIM, LOC27207685|XP_039147257.1|DSIM	LOC119549715|XP_037713876.1|DSUP
OG0000677	LOC27206657|XP_039152419.1|DSIM	LOC119557134|XP_037725645.1|DSUP
OG0000678	LOC6727764|XP_016034341.1|DSIM	LOC119545843|XP_037707736.1|DSUP
OG0000678	LOC6730493|XP_002077674.1|DSIM	LOC119547334|XP_037710072.1|DSUP
OG0000679	LOC6725730|XP_016039005.1|DSIM	LOC119557776|XP_037726604.1|DSUP
OG0000680	LOC6726431|XP_016039991.1|DSIM	LOC119556824|XP_037725205.1|DSUP
OG0000680	LOC6726443|XP_016040004.1|DSIM	LOC119557055|XP_037725531.1|DSUP
OG0000681	LOC6728168|XP_016034776.1|DSIM	LOC119560348|XP_037729674.1|DSUP
OG0000681	LOC6725845|XP_016039168.1|DSIM	LOC119557347|XP_037726012.1|DSUP
OG0000683	LOC6729354|XP_016035990.1|DSIM	LOC119563455|XP_037732790.1|DSUP
OG0000684	LOC6728418|XP_002103764.1|DSIM	LOC119557284|XP_037725906.1|DSUP
OG0000684	LOC6729256|XP_002104576.1|DSIM	LOC119563031|XP_037732159.1|DSUP
OG0000685	LOC6740451|XP_002077302.1|DSIM	LOC119556242|XP_037724204.1|DSUP
OG0000685	LOC6727215|XP_002102607.1|DSIM	LOC119559803|XP_037728813.1|DSUP
OG0000686	LOC6733272|XP_002080335.1|DSIM	LOC119551344|XP_037716588.1|DSUP
OG0000686	LOC6726395|XP_039152885.1|DSIM	LOC119556738|XP_037725075.1|DSUP
OG0000687	LOC6735306|XP_002082266.1|DSIM	LOC119550783|XP_037715643.1|DSUP
OG0000687	LOC6736483|XP_002083353.1|DSIM	LOC119553129|XP_037719250.1|DSUP
OG0000688	LOC6735017|XP_002081998.1|DSIM	LOC119551677|XP_037717060.1|DSUP
OG0000689	LOC6733810|XP_016026779.1|DSIM	LOC119551614|XP_037716954.1|DSUP
OG0000689	LOC27209189|XP_016026781.1|DSIM	LOC119551613|XP_037716951.1|DSUP
OG0000690	LOC6740257|XP_016040162.1|DSIM	LOC119557520|XP_037726222.1|DSUP
OG0000691	LOC6731556|XP_002078697.1|DSIM	LOC119548792|XP_037712296.1|DSUP
OG0000691	LOC6738604|XP_002085408.1|DSIM	LOC119553581|XP_037719958.1|DSUP
OG0000692	LOC6738316|XP_016032164.1|DSIM	LOC119555119|XP_037722272.1|DSUP
OG0000692	LOC6738317|XP_002085127.1|DSIM	LOC119555317|XP_037722569.1|DSUP
OG0000693	LOC6726290|XP_016039783.1|DSIM	LOC119557022|XP_037725487.1|DSUP
OG0000693	LOC6727375|XP_016033914.1|DSIM	LOC119560705|XP_037730224.1|DSUP
OG0000694	LOC6740066|XP_016038815.1|DSIM	LOC119558396|XP_037727851.1|DSUP
OG0000694	LOC6737707|XP_002084539.1|DSIM	LOC119553869|XP_037720449.1|DSUP
OG0000695	LOC6731185|XP_039148020.1|DSIM	LOC119562399|XP_037731519.1|DSUP
OG0000696	LOC6731427|XP_002078579.1|DSIM	LOC119545979|XP_037707884.1|DSUP
OG0000697	LOC6740261|XP_002077141.3|DSIM	LOC119557436|XP_037726124.1|DSUP
OG0000697	LOC6731164|XP_002078322.1|DSIM	LOC119562576|XP_037731719.1|DSUP
OG0000698	LOC6730923|XP_016023369.1|DSIM	LOC119546872|XP_037709406.1|DSUP
OG0000698	LOC27208493|XP_039152058.1|DSIM	LOC119546672|XP_037709059.1|DSUP
OG0000699	LOC6731322|XP_016023898.1|DSIM	LOC119547751|XP_037710675.1|DSUP
OG0000699	LOC27208327|XP_016035823.1|DSIM	LOC119559154|XP_037728154.1|DSUP
OG0000700	LOC6730516|XP_039148418.1|DSIM	LOC119547709|XP_037710612.1|DSUP
OG0000700	LOC6730750|XP_016023167.1|DSIM	LOC119547977|XP_037710957.1|DSUP
OG0000701	LOC6734308|XP_002081336.1|DSIM	LOC119550067|XP_037714459.1|DSUP
OG0000701	LOC6725953|XP_002106936.2|DSIM	LOC119556451|XP_037724617.1|DSUP
OG0000702	LOC6729656|XP_039151625.1|DSIM	LOC119552826|XP_037718700.1|DSUP
OG0000702	LOC6729655|XP_016036306.1|DSIM	LOC119552880|XP_037718803.1|DSUP
OG0000703	LOC6732238|XP_002079367.1|DSIM	LOC119546014|XP_037707947.1|DSUP
OG0000703	LOC6734665|XP_016027854.1|DSIM	LOC119552097|XP_037717807.1|DSUP
OG0000704	LOC6739955|XP_039153241.1|DSIM	LOC119555853|XP_037723412.1|DSUP
OG0000704	LOC6730332|XP_002105614.1|DSIM	LOC119546404|XP_037708593.1|DSUP
OG0000705	LOC6736357|XP_002083233.1|DSIM	LOC119553361|XP_037719635.1|DSUP
OG0000705	LOC6736356|XP_016029846.1|DSIM	LOC119553360|XP_037719633.1|DSUP
OG0000706	LOC6732667|XP_002079784.1|DSIM	LOC119546976|XP_037709552.1|DSUP
OG0000706	LOC6725299|XP_016038338.2|DSIM	LOC119557575|XP_037726299.1|DSUP
OG0000707	LOC6735833|XP_002082743.1|DSIM	LOC119550688|XP_037715481.1|DSUP
OG0000707	LOC6740162|XP_002077042.1|DSIM	LOC119556089|XP_037723870.1|DSUP
OG0000708	LOC6725140|XP_016038111.1|DSIM	LOC119557318|XP_037725957.1|DSUP
OG0000708	LOC6725695|XP_039153353.1|DSIM	LOC119558211|XP_037727442.1|DSUP
OG0000709	LOC6730263|XP_016037035.1|DSIM	LOC119556093|XP_037723880.1|DSUP
OG0000709	LOC6726140|XP_016039666.1|DSIM	LOC119556357|XP_037724446.1|DSUP
OG0000710	LOC6727098|XP_002102491.1|DSIM	LOC119559795|XP_037728804.1|DSUP
OG0000710	LOC6726569|XP_016040235.1|DSIM, LOC27206610|XP_016028282.1|DSIM	LOC119550977|XP_037715940.1|DSUP
OG0000711	LOC27206289|XP_016031333.1|DSIM	LOC119553656|XP_037720070.1|DSUP
OG0000711	LOC27207522|XP_016039895.1|DSIM	LOC119556629|XP_037724880.1|DSUP
OG0000712	LOC6727380|XP_016033917.1|DSIM	LOC119559971|XP_037729135.1|DSUP
OG0000712	LOC6727379|XP_002102764.2|DSIM	LOC119560644|XP_037730126.1|DSUP
OG0000713	LOC6726921|XP_002102323.1|DSIM	LOC119560831|XP_037730406.1|DSUP
OG0000713	LOC6734643|XP_002081650.1|DSIM	LOC119549997|XP_037714338.1|DSUP
OG0000714	LOC6726246|XP_002107209.1|DSIM	LOC119555888|XP_037723481.1|DSUP
OG0000714	LOC6736809|XP_002083665.1|DSIM	LOC119555598|XP_037723022.1|DSUP
OG0000715	LOC6738578|XP_002085383.2|DSIM	LOC119554412|XP_037721230.1|DSUP
OG0000716	LOC6725213|XP_002106236.2|DSIM	LOC119556945|XP_037725366.1|DSUP
OG0000716	LOC6738094|XP_002084908.1|DSIM	LOC119553497|XP_037719837.1|DSUP
OG0000717	LOC6739130|XP_002085923.2|DSIM	LOC119554879|XP_037721893.1|DSUP
OG0000718	LOC6724745|XP_016037438.1|DSIM	LOC119550917|XP_037715884.1|DSUP
OG0000718	LOC6724717|XP_039152035.1|DSIM	LOC119556025|XP_037723775.1|DSUP
OG0000719	LOC6737483|XP_002084319.2|DSIM	LOC119554108|XP_037720802.1|DSUP
OG0000719	LOC6737533|XP_002084368.1|DSIM	LOC119554476|XP_037721320.1|DSUP
OG0000720	LOC6729906|XP_016036661.1|DSIM	LOC119557676|XP_037726476.1|DSUP
OG0000720	LOC6728749|XP_002104084.1|DSIM	LOC119560839|XP_037730418.1|DSUP
OG0000721	LOC6731137|XP_002078295.1|DSIM	LOC119546993|XP_037709585.1|DSUP
OG0000722	LOC27208623|XP_016029469.2|DSIM	LOC119550165|XP_037714628.1|DSUP
OG0000722	LOC27207286|XP_016029468.1|DSIM	LOC119550329|XP_037714863.1|DSUP
OG0000722	LOC6736076|XP_002082977.2|DSIM	LOC119549850|XP_037714074.1|DSUP
OG0000723	LOC6734254|XP_002081283.1|DSIM, LOC6734255|XP_002081284.1|DSIM	LOC119551691|XP_037717088.1|DSUP
OG0000724	LOC6726590|XP_002107540.1|DSIM	LOC119556956|XP_037725391.1|DSUP
OG0000724	LOC6730249|XP_002105532.1|DSIM	LOC119562734|XP_037731865.1|DSUP
OG0000726	LOC6727812|XP_016034399.1|DSIM	LOC119555093|XP_037722240.1|DSUP
OG0000726	LOC6727813|XP_016034400.1|DSIM	LOC119555100|XP_037722250.1|DSUP
OG0000727	LOC6727453|XP_016034052.1|DSIM	LOC119560649|XP_037730134.1|DSUP
OG0000727	LOC120285052|XP_039151567.1|DSIM	LOC119560912|XP_037730541.1|DSUP
OG0000728	LOC6725519|XP_002106532.1|DSIM	LOC119558141|XP_037727301.1|DSUP
OG0000728	LOC6728806|XP_016035495.1|DSIM	LOC119563243|XP_037732478.1|DSUP
OG0000729	LOC27208835|XP_016036538.1|DSIM	LOC119562955|XP_037732056.1|DSUP
OG0000729	LOC6729836|XP_002105139.2|DSIM	LOC119563441|XP_037732760.1|DSUP
OG0000730	LOC6726139|XP_002107115.1|DSIM	LOC119556899|XP_037725311.1|DSUP
OG0000730	LOC6730625|XP_002077802.2|DSIM	LOC119546491|XP_037708716.1|DSUP
OG0000731	LOC6736796|XP_016030440.1|DSIM	LOC119554839|XP_037721841.1|DSUP
OG0000731	LOC6734627|XP_016027788.1|DSIM	LOC119551725|XP_037717155.1|DSUP
OG0000732	LOC27206300|XP_016032224.1|DSIM	LOC119554153|XP_037720869.1|DSUP
OG0000732	LOC6738395|XP_002085204.2|DSIM	LOC119554152|XP_037720868.1|DSUP
OG0000733	LOC6730026|XP_016036795.1|DSIM	LOC119557492|XP_037726194.1|DSUP
OG0000733	LOC6736870|XP_002083723.1|DSIM	LOC119552874|XP_037718702.1|DSUP
OG0000734	LOC6740069|XP_016038851.2|DSIM	LOC119558038|XP_037727114.1|DSUP
OG0000734	LOC6736719|XP_016030333.1|DSIM	LOC119552949|XP_037718853.1|DSUP
OG0000735	LOC27206575|XP_016038141.1|DSIM	LOC119556841|XP_037725240.1|DSUP
OG0000735	LOC6731652|XP_002078792.1|DSIM	LOC119548147|XP_037711175.1|DSUP
OG0000736	LOC6730816|XP_016023240.1|DSIM	LOC119547917|XP_037710885.1|DSUP
OG0000736	LOC6730817|XP_016023242.1|DSIM	LOC119548672|XP_037712039.1|DSUP
OG0000737	LOC6733245|XP_016026121.2|DSIM	LOC119549271|XP_037713110.1|DSUP
OG0000738	LOC6731419|XP_002078571.1|DSIM	LOC119547765|XP_037710701.1|DSUP
OG0000738	LOC27206503|XP_016024990.1|DSIM	LOC119547185|XP_037709848.1|DSUP
OG0000739	LOC6728040|XP_002103392.2|DSIM	LOC119560301|XP_037729600.1|DSUP
OG0000739	LOC6728038|XP_016034655.1|DSIM	LOC119560781|XP_037730335.1|DSUP
OG0000740	LOC6728751|XP_016035423.1|DSIM	LOC119560320|XP_037729629.1|DSUP
OG0000741	LOC6740167|XP_016039635.1|DSIM	LOC119555838|XP_037723394.1|DSUP
OG0000741	LOC27208394|XP_016034362.1|DSIM	LOC119559213|XP_037728215.1|DSUP
OG0000742	LOC27209423|XP_039152588.1|DSIM	LOC119557057|XP_037725533.1|DSUP
OG0000742	LOC27209474|XP_039152589.1|DSIM	LOC119557278|XP_037725891.1|DSUP
OG0000743	LOC6736315|XP_016029790.1|DSIM	LOC119554683|XP_037721613.1|DSUP
OG0000743	LOC6735829|XP_016029204.1|DSIM	LOC119551431|XP_037716701.1|DSUP, LOC119550561|XP_037715277.1|DSUP
OG0000744	LOC6733923|XP_016026971.1|DSIM	LOC119550507|XP_037715139.1|DSUP
OG0000745	LOC6735453|XP_002082393.1|DSIM	LOC119550952|XP_037715906.1|DSUP
OG0000745	LOC6733898|XP_002080942.1|DSIM	LOC119550455|XP_037715063.1|DSUP
OG0000746	LOC27207080|XP_016026429.1|DSIM	LOC119550651|XP_037715420.1|DSUP
OG0000746	LOC6739315|XP_002076223.1|DSIM	LOC119549955|XP_037714266.1|DSUP
OG0000747	LOC6739166|XP_016033023.1|DSIM	LOC119554430|XP_037721250.1|DSUP
OG0000747	LOC6739165|XP_016033017.1|DSIM	LOC119554982|XP_037722043.1|DSUP
OG0000748	LOC6730739|XP_002077907.2|DSIM	LOC119547354|XP_037710096.1|DSUP
OG0000748	LOC27208188|XP_016037673.1|DSIM	LOC119557235|XP_037725847.1|DSUP
OG0000749	LOC6733799|XP_039148337.1|DSIM, LOC6729257|XP_002104577.1|DSIM	LOC119553627|XP_037720029.1|DSUP, LOC119545811|XP_037707623.1|DSUP
OG0000749	LOC6727431|XP_016033998.1|DSIM	LOC119560245|XP_037729536.1|DSUP
OG0000750	LOC6734144|XP_002081173.1|DSIM	LOC119549828|XP_037714035.1|DSUP, LOC119549829|XP_037714036.1|DSUP
OG0000750	LOC6728801|XP_016035487.1|DSIM	LOC119562920|XP_037731997.1|DSUP
OG0000751	LOC6739489|XP_016029051.2|DSIM	LOC119551885|XP_037717409.1|DSUP
OG0000751	LOC27208767|XP_016029050.1|DSIM	LOC119551722|XP_037717151.1|DSUP
OG0000752	LOC6727612|XP_016034200.1|DSIM	LOC119563204|XP_037732423.1|DSUP
OG0000752	LOC6730709|XP_016023147.1|DSIM	LOC119547222|XP_037709910.1|DSUP, LOC119547189|XP_037709851.1|DSUP, LOC119547141|XP_037709784.1|DSUP, LOC119547295|XP_037710011.1|DSUP
OG0000753	LOC6728365|XP_002103713.1|DSIM	LOC119560347|XP_037729671.1|DSUP
OG0000753	LOC6737391|XP_002084229.2|DSIM	LOC119553970|XP_037720602.1|DSUP
OG0000754	LOC6726191|XP_016039717.1|DSIM	LOC119556179|XP_037724046.1|DSUP
OG0000754	LOC6725745|XP_002106745.1|DSIM	LOC119557663|XP_037726450.1|DSUP
OG0000755	LOC6728236|XP_039150937.1|DSIM	LOC119550523|XP_037715165.1|DSUP
OG0000755	LOC6728235|XP_016034877.1|DSIM	LOC119551647|XP_037717014.1|DSUP
