Orthogroup	DSIM.longest_only	DSAN.longest_only
OG0002261	LOC6738715|XP_002085516.1|DSIM	LOC120449670|XP_039488204.1|DSAN
OG0002262	LOC6733756|XP_016026710.1|DSIM	LOC120450021|XP_039488682.1|DSAN
OG0002263	LOC6738247|XP_016032128.1|DSIM	LOC120447541|XP_039484921.1|DSAN
OG0002264	LOC6736087|XP_002082988.2|DSIM	LOC120444494|XP_039480136.1|DSAN
OG0002265	LOC6737567|XP_002084400.1|DSIM	LOC120448341|XP_039486238.1|DSAN
OG0002266	LOC6738772|XP_016032590.1|DSIM	LOC120449628|XP_039488149.1|DSAN
OG0002267	LOC6737361|XP_002084199.1|DSIM	LOC120450314|XP_039489201.1|DSAN, LOC120450312|XP_039489200.1|DSAN
OG0002268	LOC6738984|XP_002085779.1|DSIM	LOC120447524|XP_039484891.1|DSAN
OG0002269	LOC6734653|XP_016027824.1|DSIM	LOC120445295|XP_039481532.1|DSAN
OG0002270	LOC6734697|XP_039147334.1|DSIM	LOC120445828|XP_039482382.1|DSAN
OG0002271	LOC6737373|XP_016031114.1|DSIM	LOC120448772|XP_039486890.1|DSAN
OG0002272	LOC6736381|XP_039150167.1|DSIM	LOC120450424|XP_039489366.1|DSAN
OG0002273	LOC6738209|XP_016032042.1|DSIM	LOC120450361|XP_039489277.1|DSAN
OG0002274	LOC6739671|XP_016032909.1|DSIM	LOC120449495|XP_039487912.1|DSAN
OG0002275	LOC6738431|XP_002085240.1|DSIM	LOC120448570|XP_039486564.1|DSAN
OG0002276	LOC6736352|XP_016029834.1|DSIM	LOC120448593|XP_039486612.1|DSAN
OG0002277	LOC27206733|XP_039150054.1|DSIM	LOC120449739|XP_039488307.1|DSAN
OG0002278	LOC6736874|XP_002083727.1|DSIM	LOC120448389|XP_039486311.1|DSAN
OG0002279	LOC6737402|XP_002084240.3|DSIM	LOC120448237|XP_039486075.1|DSAN
OG0002280	LOC6738391|XP_016032222.1|DSIM	LOC120448606|XP_039486642.1|DSAN
OG0002281	LOC6738382|XP_002085191.1|DSIM	LOC120449921|XP_039488547.1|DSAN
OG0002282	LOC6736627|XP_039149247.1|DSIM	LOC120450192|XP_039488992.1|DSAN
OG0002283	LOC6739499|XP_016029249.1|DSIM	LOC120445682|XP_039482173.1|DSAN
OG0002284	LOC6739320|XP_002080540.1|DSIM	LOC120443905|XP_039479268.1|DSAN
OG0002285	LOC6725345|XP_039153480.1|DSIM	LOC120455898|XP_039498329.1|DSAN
OG0002286	LOC6735814|XP_002082724.1|DSIM	LOC120445669|XP_039482152.1|DSAN
OG0002287	LOC6734698|XP_016027898.1|DSIM	LOC120445347|XP_039481618.1|DSAN
OG0002288	LOC6737372|XP_016031111.1|DSIM	LOC120450470|XP_039489443.1|DSAN
OG0002289	LOC6737303|XP_002084143.1|DSIM	LOC120449389|XP_039487764.1|DSAN
OG0002290	LOC6731178|XP_002078337.1|DSIM	LOC120443700|XP_039478875.1|DSAN
OG0002291	LOC6739288|XP_016026301.1|DSIM	LOC120443962|XP_039479359.1|DSAN
OG0002292	LOC6733280|XP_016026174.1|DSIM	LOC120458825|XP_039502573.1|DSAN
OG0002293	LOC6733145|XP_016026016.1|DSIM	LOC120458101|XP_039501564.1|DSAN
OG0002294	LOC6728950|XP_002104278.1|DSIM	LOC120450788|XP_039489885.1|DSAN
OG0002295	LOC6731303|XP_016023871.1|DSIM	LOC120458389|XP_039501946.1|DSAN
OG0002296	LOC6731644|XP_039147065.1|DSIM	LOC120458340|XP_039501894.1|DSAN
OG0002297	LOC6728005|XP_039151004.1|DSIM	LOC120450754|XP_039489811.1|DSAN
OG0002298	LOC6736008|XP_016029384.1|DSIM	LOC120446320|XP_039483169.1|DSAN
OG0002299	LOC6739374|XP_002076283.1|DSIM	LOC120446648|XP_039483653.1|DSAN
OG0002300	LOC6731099|XP_016023627.1|DSIM	LOC120458724|XP_039502408.1|DSAN
OG0002301	LOC6733085|XP_016025792.1|DSIM	LOC120445637|XP_039482110.1|DSAN
OG0002302	LOC6733096|XP_002080173.2|DSIM	LOC120444938|XP_039480873.1|DSAN
OG0002303	LOC6724793|XP_016037571.1|DSIM	LOC120456250|XP_039498904.1|DSAN
OG0002304	LOC6732378|XP_016025032.1|DSIM	LOC120458142|XP_039501620.1|DSAN
OG0002305	LOC6738846|XP_002085646.2|DSIM	LOC120448128|XP_039485879.1|DSAN
OG0002306	LOC6731522|XP_039148097.1|DSIM	LOC120444011|XP_039479426.1|DSAN
OG0002307	LOC6730614|XP_016023051.1|DSIM	LOC120453586|XP_039494284.1|DSAN
OG0002308	LOC6731646|XP_002078786.1|DSIM	LOC120445171|XP_039481289.1|DSAN
OG0002309	LOC27207015|XP_016023586.1|DSIM	LOC120452932|XP_039493347.1|DSAN
OG0002310	LOC6733057|XP_016025738.1|DSIM	LOC120457702|XP_039501132.1|DSAN
OG0002311	LOC6732854|XP_039149814.1|DSIM	LOC120446767|XP_039483838.1|DSAN
OG0002312	LOC6732193|XP_016024876.1|DSIM	LOC120455558|XP_039497843.1|DSAN
OG0002313	LOC6734501|XP_016027626.1|DSIM	LOC120446047|XP_039482756.1|DSAN
OG0002314	LOC6733561|XP_002080616.3|DSIM	LOC120458774|XP_039502487.1|DSAN
OG0002315	LOC6734076|XP_016027074.1|DSIM	LOC120446332|XP_039483180.1|DSAN
OG0002316	LOC6731926|XP_016024596.1|DSIM	LOC120458758|XP_039502464.1|DSAN
OG0002317	LOC6738112|XP_016031944.1|DSIM	LOC120448091|XP_039485819.1|DSAN
OG0002318	LOC6732710|XP_002079824.1|DSIM	LOC120446579|XP_039483535.1|DSAN
OG0002319	LOC6732168|XP_016024858.1|DSIM	LOC120458285|XP_039501816.1|DSAN
OG0002320	LOC6735470|XP_016028775.1|DSIM	LOC120445040|XP_039481063.1|DSAN
OG0002321	LOC6739417|XP_016027109.1|DSIM	LOC120446873|XP_039484013.1|DSAN
OG0002322	LOC6733074|XP_002080151.2|DSIM	LOC120457797|XP_039501228.1|DSAN
OG0002323	LOC6733041|XP_002080120.1|DSIM	LOC120457735|XP_039501169.1|DSAN
OG0002324	LOC6738719|XP_016032535.1|DSIM	LOC120450521|XP_039489533.1|DSAN
OG0002325	LOC6737600|XP_016031386.1|DSIM	LOC120449542|XP_039488002.1|DSAN
OG0002326	LOC6737602|XP_016031387.1|DSIM	LOC120449543|XP_039488003.1|DSAN
OG0002327	LOC27206728|XP_016035200.1|DSIM	LOC120452541|XP_039492743.1|DSAN
OG0002328	LOC6732879|XP_016025605.1|DSIM	LOC120445573|XP_039481995.1|DSAN
OG0002329	LOC6730534|XP_016022989.1|DSIM	LOC120458233|XP_039501752.1|DSAN
OG0002330	LOC6730537|XP_002077716.1|DSIM	LOC120458235|XP_039501754.1|DSAN
OG0002331	LOC6740214|XP_002077093.1|DSIM	LOC120457197|XP_039500485.1|DSAN
OG0002332	LOC6736542|XP_002083412.2|DSIM	LOC120448977|XP_039487171.1|DSAN
OG0002333	LOC6736147|XP_016029533.1|DSIM	LOC120444953|XP_039480892.1|DSAN
OG0002334	LOC6731120|XP_016023662.1|DSIM	LOC120456308|XP_039498995.1|DSAN
OG0002335	LOC6733623|XP_016026585.1|DSIM	LOC120448385|XP_039486307.1|DSAN
OG0002336	LOC6738639|XP_002085441.1|DSIM	LOC120449439|XP_039487843.1|DSAN
OG0002337	LOC6733726|XP_016026696.1|DSIM	LOC120448179|XP_039485964.1|DSAN
OG0002338	LOC6731325|XP_016023906.1|DSIM	LOC120457789|XP_039501221.1|DSAN
OG0002339	LOC6730827|XP_016023244.1|DSIM	LOC120453485|XP_039494158.1|DSAN
OG0002340	LOC6732030|XP_016024725.1|DSIM	LOC120452681|XP_039493003.1|DSAN
OG0002341	LOC6733811|XP_002080855.1|DSIM	LOC120458553|XP_039502168.1|DSAN
OG0002342	LOC6739217|XP_016023568.1|DSIM	LOC120444364|XP_039479916.1|DSAN
OG0002343	LOC6739212|XP_039148274.1|DSIM	LOC120444755|XP_039480621.1|DSAN
OG0002344	LOC27208349|XP_039147864.1|DSIM	LOC120443880|XP_039479199.1|DSAN
OG0002345	LOC6733451|XP_002080508.2|DSIM	LOC120445862|XP_039482441.1|DSAN
OG0002346	LOC27209426|XP_016023863.1|DSIM	LOC120458418|XP_039501993.1|DSAN
OG0002347	LOC27208667|XP_016027101.1|DSIM	LOC120446934|XP_039484119.1|DSAN
OG0002348	LOC6731478|XP_016024160.1|DSIM	LOC120458613|XP_039502254.1|DSAN
OG0002349	LOC27208194|XP_016026398.1|DSIM	LOC120445901|XP_039482491.1|DSAN
OG0002350	LOC6733450|XP_016026399.1|DSIM	LOC120445847|XP_039482417.1|DSAN
OG0002351	LOC6734147|XP_002081176.1|DSIM	LOC120446260|XP_039483067.1|DSAN
OG0002352	LOC6734237|XP_016027288.1|DSIM	LOC120445368|XP_039481675.1|DSAN
OG0002353	LOC6740731|XP_016025968.1|DSIM	LOC120457610|XP_039501051.1|DSAN
OG0002354	LOC6731580|XP_002078721.1|DSIM	LOC120454861|XP_039496341.1|DSAN
OG0002355	LOC6739528|XP_039151933.1|DSIM, LOC120284206|XP_039148603.1|DSIM	LOC120447167|XP_039484556.1|DSAN
OG0002356	LOC6732524|XP_002079643.2|DSIM	LOC120451444|XP_039491096.1|DSAN, LOC120444458|XP_039480058.1|DSAN
OG0002357	LOC6728080|XP_039150450.1|DSIM	LOC120452419|XP_039492572.1|DSAN
OG0002358	LOC6731759|XP_002078894.1|DSIM	LOC120458875|XP_039502646.1|DSAN
OG0002359	LOC120285377|XP_039153896.1|DSIM, LOC6725037|XP_002106068.1|DSIM	LOC120456295|XP_039498976.1|DSAN
OG0002360	LOC6732989|XP_002080068.1|DSIM	LOC120447126|XP_039484493.1|DSAN
OG0002361	LOC6738762|XP_016032572.1|DSIM	LOC120447970|XP_039485595.1|DSAN
OG0002362	LOC6731370|XP_016023977.1|DSIM	LOC120451306|XP_039490810.1|DSAN
OG0002363	LOC6731327|XP_002078483.1|DSIM	LOC120458051|XP_039501495.1|DSAN
OG0002364	LOC6731330|XP_039154561.1|DSIM	LOC120444120|XP_039479588.1|DSAN
OG0002365	LOC6731332|XP_002078488.2|DSIM	LOC120458813|XP_039502545.1|DSAN
OG0002366	LOC6731014|XP_016023498.1|DSIM	LOC120453951|XP_039494833.1|DSAN
OG0002367	LOC6730654|XP_016023090.1|DSIM	LOC120458638|XP_039502297.1|DSAN
OG0002368	LOC6731159|XP_016023710.1|DSIM	LOC120443688|XP_039478862.1|DSAN
OG0002369	LOC6726475|XP_016040098.2|DSIM	LOC120445731|XP_039482235.1|DSAN
OG0002370	LOC6732283|XP_016024949.1|DSIM	LOC120458055|XP_039501498.1|DSAN
OG0002371	LOC6732281|XP_016024948.1|DSIM	LOC120458065|XP_039501510.1|DSAN
OG0002372	LOC6730942|XP_039147181.1|DSIM	LOC120446774|XP_039483856.1|DSAN
OG0002373	LOC6732543|XP_016025197.1|DSIM	LOC120444515|XP_039480168.1|DSAN
OG0002374	LOC6729506|XP_016036183.1|DSIM	LOC120452645|XP_039492893.1|DSAN
OG0002375	LOC6727146|XP_002102539.1|DSIM	LOC120453138|XP_039493622.1|DSAN
OG0002376	LOC6731287|XP_016023850.1|DSIM	LOC120458802|XP_039502532.1|DSAN
OG0002377	LOC6726812|XP_002102219.1|DSIM	LOC120451036|XP_039490297.1|DSAN
OG0002378	LOC6737901|XP_002084729.1|DSIM	LOC120448297|XP_039486168.1|DSAN
OG0002379	LOC6732516|XP_002079636.1|DSIM	LOC120445484|XP_039481865.1|DSAN
OG0002380	LOC27208268|XP_039154049.1|DSIM	LOC120455540|XP_039497811.1|DSAN
OG0002381	LOC6734447|XP_002081467.1|DSIM	LOC120447081|XP_039484412.1|DSAN
OG0002382	LOC27206587|XP_016038559.1|DSIM	LOC120455284|XP_039497251.1|DSAN
OG0002383	LOC6736399|XP_016029905.1|DSIM	LOC120448911|XP_039487068.1|DSAN
OG0002384	LOC6739945|XP_039152680.1|DSIM	LOC120455105|XP_039496920.1|DSAN
OG0002385	LOC6724708|XP_016022623.1|DSIM	LOC120454922|XP_039496601.1|DSAN
OG0002386	LOC6727402|XP_016033950.1|DSIM	LOC120454515|XP_039495808.1|DSAN
OG0002387	LOC6729206|XP_016035851.1|DSIM	LOC120452087|XP_039492088.1|DSAN
OG0002388	LOC6728001|XP_016034600.1|DSIM	LOC120451476|XP_039491125.1|DSAN
OG0002389	LOC6729225|XP_002104546.1|DSIM	LOC120452220|XP_039492280.1|DSAN
OG0002390	LOC6731871|XP_002079006.1|DSIM	LOC120458443|XP_039502023.1|DSAN
OG0002391	LOC6734895|XP_002081892.2|DSIM	LOC120445108|XP_039481186.1|DSAN
OG0002392	LOC6736835|XP_039149347.1|DSIM	LOC120448750|XP_039486867.1|DSAN
OG0002393	LOC6738346|XP_016032192.1|DSIM	LOC120448108|XP_039485845.1|DSAN
OG0002394	LOC6729635|XP_002104943.2|DSIM	LOC120450841|XP_039489965.1|DSAN
OG0002395	LOC6728577|XP_016035209.1|DSIM	LOC120452716|XP_039493012.1|DSAN
OG0002396	LOC6734602|XP_016027750.1|DSIM	LOC120447005|XP_039484245.1|DSAN
OG0002397	LOC27206147|XP_016026037.1|DSIM	LOC120458647|XP_039502310.1|DSAN
OG0002398	LOC6725504|XP_016038647.1|DSIM	LOC120456443|XP_039499209.1|DSAN
OG0002399	LOC6733190|XP_016026076.2|DSIM	LOC120458412|XP_039501980.1|DSAN
OG0002400	LOC6734921|XP_016028195.1|DSIM	LOC120445476|XP_039481855.1|DSAN
OG0002401	LOC27207119|XP_016037206.1|DSIM	LOC120454867|XP_039496353.1|DSAN
OG0002402	LOC6727866|XP_016034440.1|DSIM	LOC120452832|XP_039493187.1|DSAN
OG0002403	LOC6727865|XP_002103220.1|DSIM	LOC120453573|XP_039494266.1|DSAN
OG0002404	LOC27208027|XP_016033127.1|DSIM	LOC120451634|XP_039491426.1|DSAN
OG0002405	LOC6726807|XP_016033307.1|DSIM	LOC120452798|XP_039493128.1|DSAN
OG0002406	LOC6738332|XP_002085142.1|DSIM	LOC120448030|XP_039485705.1|DSAN
OG0002407	LOC6730358|XP_016037128.1|DSIM	LOC120451159|XP_039490527.1|DSAN
OG0002408	LOC6726818|XP_016033319.1|DSIM	LOC120451276|XP_039490754.1|DSAN
OG0002409	LOC27207139|XP_016031850.1|DSIM	LOC120448230|XP_039486063.1|DSAN
OG0002410	LOC6727415|XP_016033974.1|DSIM	LOC120452892|XP_039493284.1|DSAN
OG0002411	LOC6728850|XP_002104184.1|DSIM	LOC120452864|XP_039493243.1|DSAN
OG0002412	LOC27208043|XP_039154266.1|DSIM	LOC120457866|XP_039501324.1|DSAN, LOC120457865|XP_039501317.1|DSAN
OG0002413	LOC27206838|XP_016038360.1|DSIM	LOC120456522|XP_039499325.1|DSAN
OG0002414	LOC6736313|XP_002083197.1|DSIM	LOC120450401|XP_039489331.1|DSAN
OG0002415	LOC6728398|XP_039151947.1|DSIM	LOC120452179|XP_039492221.1|DSAN
OG0002416	LOC6724702|XP_016037272.1|DSIM	LOC120454880|XP_039496396.1|DSAN
OG0002417	LOC6730411|XP_002077592.1|DSIM	LOC120443929|XP_039479306.1|DSAN
OG0002418	LOC6739816|XP_016025865.2|DSIM	LOC120451161|XP_039490529.1|DSAN
OG0002419	LOC6725092|XP_002106119.1|DSIM	LOC120455308|XP_039497291.1|DSAN
OG0002420	LOC6736631|XP_016030216.1|DSIM	LOC120450195|XP_039488994.1|DSAN
OG0002421	LOC6729406|XP_016036052.1|DSIM	LOC120453352|XP_039493958.1|DSAN
OG0002422	LOC6727166|XP_016033656.1|DSIM	LOC120452509|XP_039492697.1|DSAN
OG0002423	LOC6737629|XP_016031398.1|DSIM	LOC120448096|XP_039485833.1|DSAN
OG0002424	LOC27208340|XP_016037190.1|DSIM	LOC120454881|XP_039496402.1|DSAN
OG0002425	LOC6726033|XP_016039419.1|DSIM	LOC120455567|XP_039497863.1|DSAN
OG0002426	LOC6736272|XP_002083156.1|DSIM	LOC120449512|XP_039487951.1|DSAN
OG0002427	LOC6724688|XP_002105737.2|DSIM	LOC120454830|XP_039496233.1|DSAN
OG0002428	LOC27206829|XP_039152615.1|DSIM	LOC120457079|XP_039500192.1|DSAN
OG0002429	LOC6736521|XP_016030099.1|DSIM	LOC120450619|XP_039489694.1|DSAN
OG0002430	LOC6733353|XP_016026265.1|DSIM	LOC120450041|XP_039488734.1|DSAN
OG0002431	LOC6735260|XP_016028609.1|DSIM	LOC120445872|XP_039482449.1|DSAN
OG0002432	LOC6725116|XP_002106142.2|DSIM	LOC120455364|XP_039497405.1|DSAN
OG0002433	LOC27206449|XP_016034079.2|DSIM	LOC120453142|XP_039493632.1|DSAN
OG0002434	LOC6728754|XP_016035429.1|DSIM	LOC120451527|XP_039491231.1|DSAN
OG0002435	LOC6740059|XP_039153669.1|DSIM	LOC120455906|XP_039498344.1|DSAN
OG0002436	LOC6734390|XP_016027512.1|DSIM	LOC120444346|XP_039479856.1|DSAN
OG0002437	LOC6734351|XP_016027426.1|DSIM	LOC120444378|XP_039479918.1|DSAN
OG0002438	LOC6724893|XP_039152674.1|DSIM	LOC120455011|XP_039496768.1|DSAN
OG0002439	LOC6731158|XP_016023708.1|DSIM	LOC120443685|XP_039478859.1|DSAN
OG0002440	LOC6738521|XP_016032364.1|DSIM	LOC120448193|XP_039485993.1|DSAN
OG0002441	LOC6733748|XP_016026708.1|DSIM	LOC120448220|XP_039486049.1|DSAN
OG0002442	LOC6734940|XP_002081937.1|DSIM	LOC120447100|XP_039484444.1|DSAN
OG0002443	LOC6733918|XP_039147981.1|DSIM	LOC120444389|XP_039479939.1|DSAN
OG0002444	LOC27208017|XP_039148137.1|DSIM	LOC120444291|XP_039479743.1|DSAN
OG0002445	LOC6734368|XP_016027449.1|DSIM	LOC120446028|XP_039482722.1|DSAN
OG0002446	LOC6734532|XP_002081541.1|DSIM	LOC120445114|XP_039481195.1|DSAN
OG0002447	LOC6737879|XP_016031661.1|DSIM	LOC120448013|XP_039485662.1|DSAN
OG0002448	LOC6735605|XP_016028967.1|DSIM	LOC120445981|XP_039482647.1|DSAN
OG0002449	LOC6734830|XP_016028063.1|DSIM	LOC120446859|XP_039483992.1|DSAN
OG0002450	LOC6728624|XP_002103965.2|DSIM	LOC120453803|XP_039494610.1|DSAN
OG0002451	LOC6733615|XP_016026573.1|DSIM	LOC120443895|XP_039479256.1|DSAN
OG0002452	LOC6735693|XP_002082609.1|DSIM	LOC120445240|XP_039481440.1|DSAN
OG0002453	LOC6735692|XP_002082608.2|DSIM	LOC120445650|XP_039482127.1|DSAN
OG0002454	LOC6736263|XP_016029752.1|DSIM	LOC120449031|XP_039487249.1|DSAN
OG0002455	LOC6736264|XP_002083148.2|DSIM	LOC120449030|XP_039487248.1|DSAN
OG0002456	LOC6735799|XP_039147421.1|DSIM	LOC120446695|XP_039483726.1|DSAN
OG0002457	LOC6733400|XP_016026322.1|DSIM	LOC120444082|XP_039479535.1|DSAN
OG0002458	LOC6739222|XP_002076132.2|DSIM	LOC120457186|XP_039500465.1|DSAN
OG0002459	LOC6734330|XP_016027403.1|DSIM	LOC120446494|XP_039483434.1|DSAN
OG0002460	LOC27206597|XP_039148049.1|DSIM	LOC120446575|XP_039483530.1|DSAN
OG0002461	LOC6734861|XP_002081862.2|DSIM	LOC120446910|XP_039484080.1|DSAN
OG0002462	LOC6735220|XP_016028533.1|DSIM	LOC120444651|XP_039480414.1|DSAN
OG0002463	LOC6735995|XP_002082904.1|DSIM	LOC120446308|XP_039483156.1|DSAN
OG0002464	LOC6734938|XP_002081935.1|DSIM	LOC120447102|XP_039484447.1|DSAN
OG0002465	LOC6733187|XP_002080263.1|DSIM	LOC120458220|XP_039501734.1|DSAN
OG0002466	LOC27207985|XP_016037292.1|DSIM	LOC120454857|XP_039496323.1|DSAN
OG0002467	LOC6736882|XP_016030527.1|DSIM	LOC120449938|XP_039488569.1|DSAN
OG0002468	LOC6737920|XP_016031688.1|DSIM	LOC120448741|XP_039486854.1|DSAN
OG0002469	LOC6726651|XP_016033139.1|DSIM	LOC120451194|XP_039490578.1|DSAN
OG0002470	LOC6739364|XP_002076270.2|DSIM	LOC120448449|XP_039486402.1|DSAN
OG0002471	LOC6733713|XP_016026681.1|DSIM	LOC120457704|XP_039501137.1|DSAN
OG0002472	LOC6734111|XP_016027123.1|DSIM	LOC120444366|XP_039479891.1|DSAN
OG0002473	LOC6734044|XP_002081080.1|DSIM	LOC120445321|XP_039481576.1|DSAN
OG0002474	LOC6738170|XP_039150306.1|DSIM	LOC120450647|XP_039489739.1|DSAN
OG0002475	LOC6730195|XP_016036951.1|DSIM	LOC120452014|XP_039491990.1|DSAN
OG0002476	LOC6735718|XP_002082634.1|DSIM	LOC120446501|XP_039483443.1|DSAN
OG0002477	LOC6735341|XP_002082289.2|DSIM	LOC120446537|XP_039483487.1|DSAN
OG0002478	LOC27206180|XP_039147460.1|DSIM	LOC120445591|XP_039482019.1|DSAN
OG0002479	LOC6734436|XP_002081456.1|DSIM	LOC120445373|XP_039481689.1|DSAN
OG0002480	LOC6739534|XP_039148378.1|DSIM	LOC120457843|XP_039501288.1|DSAN
OG0002481	LOC27206677|XP_016037722.1|DSIM	LOC120457074|XP_039500188.1|DSAN
OG0002482	LOC6734349|XP_016027425.1|DSIM	LOC120445356|XP_039481635.1|DSAN
OG0002483	LOC6735956|XP_002082865.1|DSIM	LOC120445919|XP_039482510.1|DSAN
OG0002484	LOC6734926|XP_002081923.1|DSIM	LOC120444728|XP_039480587.1|DSAN
OG0002485	LOC6733595|XP_002080649.1|DSIM	LOC120458500|XP_039502105.1|DSAN
OG0002486	LOC6738783|XP_002085583.1|DSIM	LOC120449629|XP_039488151.1|DSAN
OG0002487	LOC27207868|XP_016025850.1|DSIM	LOC120445129|XP_039481210.1|DSAN
OG0002488	LOC27206187|XP_016029013.1|DSIM	LOC120445893|XP_039482481.1|DSAN
OG0002489	LOC6738658|XP_016032479.1|DSIM	LOC120448178|XP_039485958.1|DSAN
OG0002490	LOC6735345|XP_002082292.2|DSIM	LOC120444706|XP_039480511.1|DSAN
OG0002491	LOC6739035|XP_016032873.1|DSIM	LOC120450403|XP_039489333.1|DSAN
OG0002492	LOC6735051|XP_039148567.1|DSIM	LOC120444349|XP_039479861.1|DSAN
OG0002493	LOC6733606|XP_002080660.1|DSIM	LOC120444682|XP_039480480.1|DSAN
OG0002494	LOC6728761|XP_016035440.1|DSIM	LOC120453294|XP_039493858.1|DSAN
OG0002495	LOC6734584|XP_039148632.1|DSIM	LOC120445613|XP_039482057.1|DSAN
OG0002496	LOC6729701|XP_002105007.1|DSIM	LOC120452861|XP_039493239.1|DSAN
OG0002497	LOC6738273|XP_002085084.3|DSIM	LOC120447853|XP_039485395.1|DSAN
OG0002498	LOC6738991|XP_016032817.1|DSIM	LOC120449343|XP_039487684.1|DSAN
OG0002499	LOC6736239|XP_016029742.1|DSIM	LOC120449808|XP_039488387.1|DSAN
OG0002500	LOC6740232|XP_002077111.1|DSIM	LOC120455069|XP_039496855.1|DSAN
OG0002500	LOC27206426|XP_016036653.1|DSIM	LOC120453422|XP_039494055.1|DSAN
OG0002501	LOC6731012|XP_002078173.2|DSIM	LOC120445643|XP_039482121.1|DSAN
OG0002502	LOC27209259|XP_016027031.1|DSIM	LOC120445221|XP_039481411.1|DSAN
OG0002502	LOC6739390|XP_002076296.1|DSIM	LOC120445646|XP_039482120.1|DSAN
OG0002504	LOC6737891|XP_016031675.1|DSIM	LOC120448891|XP_039487042.1|DSAN
OG0002505	LOC6735518|XP_002082454.1|DSIM	LOC120445055|XP_039481107.1|DSAN
OG0002505	LOC6735519|XP_002082455.1|DSIM	LOC120445053|XP_039481105.1|DSAN
OG0002506	LOC6729113|XP_002104434.1|DSIM	LOC120452022|XP_039492004.1|DSAN
OG0002507	LOC120284211|XP_039150106.1|DSIM	LOC120448168|XP_039485940.1|DSAN
OG0002508	LOC27208156|XP_016022757.1|DSIM	LOC120456152|XP_039498716.1|DSAN
OG0002509	LOC6733412|XP_016026349.1|DSIM	LOC120456420|XP_039499189.1|DSAN
OG0002510	LOC6726633|XP_016040360.1|DSIM	LOC120456897|XP_039499933.1|DSAN
OG0002511	LOC6728198|XP_039151553.1|DSIM	LOC120454596|XP_039495982.1|DSAN
OG0002512	LOC6724706|XP_016022628.1|DSIM	LOC120454853|XP_039496307.1|DSAN
OG0002513	LOC6728730|XP_039150607.1|DSIM	LOC120452606|XP_039492838.1|DSAN
OG0002514	LOC6736303|XP_039148933.1|DSIM	LOC120448756|XP_039486874.1|DSAN
OG0002516	LOC6729653|XP_016036300.1|DSIM	LOC120453570|XP_039494261.1|DSAN
OG0002517	LOC6725884|XP_039153766.1|DSIM	LOC120456852|XP_039499844.1|DSAN
OG0002518	LOC6727579|XP_039150905.1|DSIM	LOC120452164|XP_039492200.1|DSAN
OG0002519	LOC6735485|XP_002082424.1|DSIM	LOC120445030|XP_039481045.1|DSAN
OG0002520	LOC27208731|XP_016038237.1|DSIM	LOC120455425|XP_039497536.1|DSAN
OG0002521	LOC27208320|XP_016039926.1|DSIM	LOC120456596|XP_039499439.1|DSAN
OG0002522	LOC6727573|XP_002102952.1|DSIM	LOC120453064|XP_039493523.1|DSAN
OG0002523	LOC6730321|XP_016037084.1|DSIM	LOC120451067|XP_039490360.1|DSAN
OG0002524	LOC6725161|XP_039153209.1|DSIM	LOC120456486|XP_039499283.1|DSAN
OG0002525	LOC6736859|XP_002083715.1|DSIM	LOC120449085|XP_039487323.1|DSAN
OG0002526	LOC6727983|XP_002103335.1|DSIM	LOC120454342|XP_039495488.1|DSAN
OG0002527	LOC6727306|XP_016033842.2|DSIM	LOC120451747|XP_039491602.1|DSAN
OG0002528	LOC6725313|XP_039153645.1|DSIM	LOC120456672|XP_039499546.1|DSAN
OG0002529	LOC6739736|XP_016034340.1|DSIM	LOC120451871|XP_039491812.1|DSAN
OG0002530	LOC6732850|XP_002079960.1|DSIM	LOC120446141|XP_039482900.1|DSAN
OG0002531	LOC6731162|XP_016023712.1|DSIM	LOC120458114|XP_039501579.1|DSAN
OG0002532	LOC6739797|XP_016022750.1|DSIM	LOC120457597|XP_039501042.1|DSAN
OG0002533	LOC6726623|XP_016040317.1|DSIM	LOC120455521|XP_039497733.1|DSAN
OG0002534	LOC6734019|XP_002081058.2|DSIM	LOC120445993|XP_039482659.1|DSAN
OG0002535	LOC6738638|XP_002085440.1|DSIM	LOC120449444|XP_039487851.1|DSAN
OG0002536	LOC6730074|XP_016036844.1|DSIM	LOC120452685|XP_039492970.1|DSAN
OG0002537	LOC6735993|XP_016029362.1|DSIM	LOC120446306|XP_039483154.1|DSAN
OG0002539	LOC6736131|XP_002083031.2|DSIM	LOC120444762|XP_039480625.1|DSAN
OG0002540	LOC6727979|XP_016034570.1|DSIM	LOC120451953|XP_039491910.1|DSAN
OG0002541	LOC6726291|XP_016039782.1|DSIM	LOC120456072|XP_039498595.1|DSAN
OG0002542	LOC6726463|XP_002107420.1|DSIM	LOC120455088|XP_039496896.1|DSAN
OG0002543	LOC6725831|XP_002106827.1|DSIM	LOC120454941|XP_039496644.1|DSAN
OG0002544	LOC6729076|XP_002104397.3|DSIM	LOC120454678|XP_039496127.1|DSAN
OG0002545	LOC6724869|XP_016037676.1|DSIM	LOC120457352|XP_039500801.1|DSAN
OG0002547	LOC6725263|XP_016038268.1|DSIM	LOC120456037|XP_039498543.1|DSAN
OG0002548	LOC27207333|XP_039152306.1|DSIM	LOC120456429|XP_039499195.1|DSAN
OG0002549	LOC6726209|XP_039153554.1|DSIM	LOC120456474|XP_039499271.1|DSAN
