Orthogroup	DSIM.longest_only	DMAU.longest_only
OG0001338	LOC6734864|XP_016028125.1|DSIM	LOC117138576|XP_033156639.1|DMAU
OG0001339	LOC27206165|XP_016027169.1|DSIM	LOC117138676|XP_033156818.1|DMAU
OG0001340	LOC6739795|XP_016033110.1|DSIM	LOC117141377|XP_033160676.1|DMAU
OG0001341	LOC6729452|XP_016036127.1|DSIM	LOC117146020|XP_033167842.1|DMAU
OG0001342	LOC6730159|XP_016036920.1|DSIM	LOC117145838|XP_033167533.1|DMAU
OG0001343	LOC6726939|XP_016033434.2|DSIM	LOC117144524|XP_033165637.1|DMAU
OG0001344	LOC27206382|XP_016037050.1|DSIM	LOC117142321|XP_033162119.1|DMAU
OG0001345	LOC6728695|XP_002104031.2|DSIM	LOC117143223|XP_033163663.1|DMAU
OG0001346	LOC6728822|XP_002104156.1|DSIM	LOC117144484|XP_033165555.1|DMAU
OG0001347	LOC6726621|XP_002107570.1|DSIM	LOC117147918|XP_033170926.1|DMAU
OG0001348	LOC6726188|XP_002107164.1|DSIM	LOC117146570|XP_033168761.1|DMAU
OG0001349	LOC6737276|XP_016030991.1|DSIM	LOC117140871|XP_033159900.1|DMAU
OG0001350	LOC6737657|XP_002084489.1|DSIM	LOC117140188|XP_033158854.1|DMAU
OG0001351	LOC6733808|XP_002080852.2|DSIM	LOC117135564|XP_033151762.1|DMAU
OG0001352	LOC6733182|XP_016026061.1|DSIM	LOC117138579|XP_033156643.1|DMAU
OG0001353	LOC6738145|XP_002084958.1|DSIM	LOC117140837|XP_033159836.1|DMAU
OG0001354	LOC6735910|XP_016029266.1|DSIM	LOC117135867|XP_033152289.1|DMAU
OG0001355	LOC6735728|XP_016029097.1|DSIM	LOC117136014|XP_033152522.1|DMAU
OG0001356	LOC6728585|XP_016035215.1|DSIM	LOC117144134|XP_033165050.1|DMAU
OG0001357	LOC6737172|XP_002084018.2|DSIM	LOC117140957|XP_033160069.1|DMAU
OG0001358	LOC6738600|XP_016032444.1|DSIM	LOC117139186|XP_033157244.1|DMAU
OG0001359	LOC6731250|XP_002078409.1|DSIM	LOC117146447|XP_033168562.1|DMAU
OG0001360	LOC6733800|XP_002080844.1|DSIM	LOC117136868|XP_033153860.1|DMAU
OG0001361	LOC6737465|XP_002084301.1|DSIM	LOC117141023|XP_033160187.1|DMAU
OG0001362	LOC6737471|XP_002084307.2|DSIM	LOC117140656|XP_033159588.1|DMAU
OG0001363	LOC6727435|XP_002102816.1|DSIM	LOC117145131|XP_033166542.1|DMAU
OG0001364	LOC6733927|XP_016026981.1|DSIM	LOC117138487|XP_033156508.1|DMAU
OG0001365	LOC6737256|XP_002084096.1|DSIM	LOC117141158|XP_033160388.1|DMAU
OG0001366	LOC6737220|XP_016030923.1|DSIM	LOC117140586|XP_033159483.1|DMAU
OG0001367	LOC6735723|XP_039148391.1|DSIM	LOC117135976|XP_033152480.1|DMAU
OG0001368	LOC6733668|XP_002080715.2|DSIM	LOC117137825|XP_033155399.1|DMAU
OG0001369	LOC6740112|XP_002076996.1|DSIM	LOC117146403|XP_033168478.1|DMAU
OG0001370	LOC6735871|XP_016029234.1|DSIM	LOC117138553|XP_033156602.1|DMAU
OG0001371	LOC27207654|XP_039148635.1|DSIM	LOC117137015|XP_033154098.1|DMAU
OG0001372	LOC6734616|XP_016027765.2|DSIM	LOC117136225|XP_033152894.1|DMAU
OG0001373	LOC6731101|XP_016023631.1|DSIM	LOC117150511|XP_033173309.1|DMAU
OG0001374	LOC6734459|XP_016027581.1|DSIM	LOC117138169|XP_033155941.1|DMAU
OG0001375	LOC6726727|XP_016033224.1|DSIM	LOC117145183|XP_033166629.1|DMAU
OG0001376	LOC6734002|XP_016027030.1|DSIM	LOC117137716|XP_033155180.1|DMAU
OG0001377	LOC27206518|XP_016024032.1|DSIM	LOC117150687|XP_033173624.1|DMAU
OG0001378	LOC6731260|XP_016023819.1|DSIM	LOC117150432|XP_033173201.1|DMAU
OG0001379	LOC6730885|XP_016023312.1|DSIM	LOC117142663|XP_033162691.1|DMAU
OG0001380	LOC6733172|XP_016026049.1|DSIM	LOC117138187|XP_033155977.1|DMAU
OG0001381	LOC6734740|XP_016027949.1|DSIM	LOC117138516|XP_033156540.1|DMAU
OG0001382	LOC6730818|XP_039150896.1|DSIM	LOC117135307|XP_033151386.1|DMAU
OG0001383	LOC6733628|XP_002080682.1|DSIM	LOC117135473|XP_033151580.1|DMAU
OG0001384	LOC6732775|XP_002079888.1|DSIM	LOC117150607|XP_033173457.1|DMAU
OG0001385	LOC6731657|XP_016024339.1|DSIM	LOC117150851|XP_033173819.1|DMAU
OG0001387	LOC6731354|XP_016023942.1|DSIM	LOC117141892|XP_033161484.1|DMAU
OG0001388	LOC6731761|XP_016024445.1|DSIM	LOC117138729|XP_033156854.1|DMAU
OG0001389	LOC6729245|XP_016035900.1|DSIM	LOC117145081|XP_033166489.1|DMAU
OG0001390	LOC6730970|XP_016023433.1|DSIM	LOC117142744|XP_033162820.1|DMAU
OG0001391	LOC6732781|XP_002079894.1|DSIM	LOC117142477|XP_033162388.1|DMAU
OG0001392	LOC6725026|XP_016037975.2|DSIM	LOC117148757|XP_033172242.1|DMAU
OG0001393	LOC6732749|XP_016025474.1|DSIM	LOC117139843|XP_033158384.1|DMAU
OG0001394	LOC6731801|XP_016024484.1|DSIM	LOC117137259|XP_033154515.1|DMAU
OG0001395	LOC6728011|XP_002103363.1|DSIM	LOC117143497|XP_033164105.1|DMAU
OG0001396	LOC6725443|XP_002106459.1|DSIM	LOC117147284|XP_033170019.1|DMAU
OG0001397	LOC6728512|XP_016035154.1|DSIM	LOC117145099|XP_033166509.1|DMAU
OG0001398	LOC6725617|XP_016038812.1|DSIM	LOC117147906|XP_033170906.1|DMAU
OG0001399	LOC6736189|XP_016026009.1|DSIM	LOC117137959|XP_033155613.1|DMAU
OG0001400	LOC6728267|XP_002103616.1|DSIM	LOC117143334|XP_033163886.1|DMAU
OG0001401	LOC6738802|XP_002085602.2|DSIM	LOC117140082|XP_033158726.1|DMAU
OG0001402	LOC6739652|XP_016032078.1|DSIM	LOC117141036|XP_033160210.1|DMAU
OG0001403	LOC6738721|XP_016032536.1|DSIM	LOC117141310|XP_033160587.1|DMAU
OG0001404	LOC6734327|XP_016027396.1|DSIM	LOC117135629|XP_033151893.1|DMAU
OG0001405	LOC6735669|XP_002082587.1|DSIM	LOC117137727|XP_033155193.1|DMAU
OG0001406	LOC27206766|XP_016038897.1|DSIM	LOC117148322|XP_033171545.1|DMAU
OG0001407	LOC6738456|XP_002085263.1|DSIM	LOC117141445|XP_033160790.1|DMAU
OG0001408	LOC6734676|XP_002081683.1|DSIM	LOC117135587|XP_033151812.1|DMAU
OG0001411	LOC6728109|XP_002103460.1|DSIM	LOC117144749|XP_033165995.1|DMAU
OG0001412	LOC6732535|XP_016025192.2|DSIM	LOC117141864|XP_033161479.1|DMAU
OG0001412	LOC6732124|XP_002079256.3|DSIM	LOC117151093|XP_033174232.1|DMAU
OG0001413	LOC6735034|XP_002082015.1|DSIM	LOC117136789|XP_033153736.1|DMAU
OG0001413	LOC6735033|XP_002082014.1|DSIM	LOC117136980|XP_033154047.1|DMAU
OG0001414	LOC6733828|XP_016026815.2|DSIM	LOC117137873|XP_033155490.1|DMAU, LOC117137877|XP_033155495.1|DMAU
OG0001415	LOC27206172|XP_016027712.1|DSIM	LOC117137429|XP_033154751.1|DMAU
OG0001415	LOC27207464|XP_016027714.2|DSIM	LOC117135885|XP_033152323.1|DMAU
OG0001416	LOC6731244|XP_002078403.1|DSIM	LOC117150803|XP_033173752.1|DMAU
OG0001416	LOC27209274|XP_016029778.1|DSIM	LOC117140999|XP_033160141.1|DMAU
OG0001417	LOC6725408|XP_002106424.1|DSIM	LOC117148170|XP_033171327.1|DMAU
OG0001418	LOC6737340|XP_002084178.1|DSIM	LOC117140888|XP_033159931.1|DMAU
OG0001418	LOC6737342|XP_002084180.2|DSIM	LOC117140047|XP_033158675.1|DMAU
OG0001419	LOC6731506|XP_002078654.1|DSIM	LOC117148521|XP_033171822.1|DMAU
OG0001419	LOC6731507|XP_002078655.1|DSIM	LOC117147721|XP_033170615.1|DMAU
OG0001420	LOC6729126|XP_002104447.1|DSIM	LOC117143144|XP_033163531.1|DMAU
OG0001421	LOC6728454|XP_002103799.1|DSIM	LOC117145934|XP_033167701.1|DMAU
OG0001421	LOC6730776|XP_002077944.1|DSIM	LOC117136447|XP_033153260.1|DMAU
OG0001422	LOC6736304|XP_002083188.2|DSIM	LOC117140150|XP_033158812.1|DMAU
OG0001422	LOC6736305|XP_016029784.1|DSIM	LOC117141292|XP_033160562.1|DMAU
OG0001423	LOC6727942|XP_016034547.1|DSIM	LOC117145604|XP_033167209.1|DMAU
OG0001423	LOC6727943|XP_002103298.1|DSIM	LOC117143665|XP_033164337.1|DMAU
OG0001424	LOC6728221|XP_002103570.1|DSIM, LOC6728220|XP_002103569.1|DSIM	LOC117143134|XP_033163517.1|DMAU, LOC117144406|XP_033165435.1|DMAU
OG0001425	LOC6735104|XP_002082081.1|DSIM	LOC117136481|XP_033153308.1|DMAU
OG0001425	LOC27208082|XP_016028371.1|DSIM	LOC117137868|XP_033155476.1|DMAU
OG0001426	LOC6730652|XP_002077823.1|DSIM	LOC117141626|XP_033161050.1|DMAU
OG0001426	LOC6726043|XP_039152631.1|DSIM	LOC117147162|XP_033169840.1|DMAU
OG0001427	LOC6739342|XP_002076252.1|DSIM	LOC117138235|XP_033156074.1|DMAU
OG0001427	LOC6732358|XP_002079479.1|DSIM	LOC117150909|XP_033173948.1|DMAU
OG0001428	LOC27208102|XP_016031861.1|DSIM	LOC117140866|XP_033159895.1|DMAU
OG0001428	LOC27208111|XP_016027620.1|DSIM	LOC117138347|XP_033156279.1|DMAU
OG0001429	LOC6728144|XP_002103495.1|DSIM	LOC117144830|XP_033166106.1|DMAU
OG0001430	LOC6728199|XP_016034840.1|DSIM	LOC117142909|XP_033163083.1|DMAU
OG0001431	LOC6725501|XP_002106515.2|DSIM	LOC117148150|XP_033171272.1|DMAU
OG0001432	LOC27207495|XP_016038516.1|DSIM	LOC117146362|XP_033168404.1|DMAU
OG0001433	LOC6729158|XP_002104479.2|DSIM	LOC117143605|XP_033164247.1|DMAU
OG0001434	LOC6725034|XP_016037996.1|DSIM	LOC117147034|XP_033169618.1|DMAU
OG0001435	LOC6733493|XP_002080550.2|DSIM	LOC117137989|XP_033155664.1|DMAU
OG0001436	LOC6729826|XP_002105129.1|DSIM	LOC117142713|XP_033162763.1|DMAU
OG0001437	LOC6731490|XP_002078639.1|DSIM	LOC117139720|XP_033158181.1|DMAU
OG0001438	LOC6729959|XP_002105253.1|DSIM	LOC117142579|XP_033162539.1|DMAU
OG0001439	LOC6727276|XP_016033796.1|DSIM	LOC117143432|XP_033164029.1|DMAU
OG0001440	LOC27207629|XP_016039281.1|DSIM	LOC117146806|XP_033169241.1|DMAU
OG0001441	LOC27208149|XP_016040148.1|DSIM	LOC117148575|XP_033171931.1|DMAU
OG0001442	LOC27206519|XP_016023866.1|DSIM	LOC117150471|XP_033173258.1|DMAU
OG0001443	LOC6730192|XP_002105483.1|DSIM	LOC117142292|XP_033162069.1|DMAU
OG0001444	LOC6728998|XP_016035661.1|DSIM	LOC117145257|XP_033166731.1|DMAU
OG0001445	LOC6726676|XP_016033171.1|DSIM	LOC117142599|XP_033162569.1|DMAU
OG0001446	LOC6729188|XP_016035835.1|DSIM	LOC117142264|XP_033162017.1|DMAU
OG0001447	LOC6728466|XP_016035095.1|DSIM	LOC117144578|XP_033165728.1|DMAU
OG0001448	LOC6730213|XP_016036969.1|DSIM	LOC117143152|XP_033163542.1|DMAU
OG0001449	LOC6734710|XP_002081717.1|DSIM	LOC117137234|XP_033154484.1|DMAU
OG0001450	LOC6731131|XP_002078289.1|DSIM	LOC117137220|XP_033154504.1|DMAU
OG0001451	LOC6733325|XP_016026241.1|DSIM	LOC117137378|XP_033154681.1|DMAU
OG0001452	LOC6735241|XP_039148107.1|DSIM	LOC117136147|XP_033152754.1|DMAU
OG0001453	LOC6738939|XP_002085734.2|DSIM	LOC117140609|XP_033159511.1|DMAU
OG0001454	LOC6727753|XP_002103115.3|DSIM	LOC117143413|XP_033163999.1|DMAU
OG0001455	LOC6738410|XP_016032257.1|DSIM	LOC117138998|XP_033156965.1|DMAU
OG0001456	LOC6733843|XP_039148468.1|DSIM	LOC117137785|XP_033155330.1|DMAU
OG0001457	LOC6734261|XP_002081290.2|DSIM	LOC117135759|XP_033152108.1|DMAU
OG0001458	LOC6734478|XP_016027605.1|DSIM	LOC117136426|XP_033153227.1|DMAU
OG0001459	LOC6736943|XP_016030590.1|DSIM	LOC117140456|XP_033159278.1|DMAU
OG0001460	LOC6733396|XP_016026317.1|DSIM	LOC117136647|XP_033153533.1|DMAU
OG0001461	LOC6726455|XP_016040034.1|DSIM	LOC117148120|XP_033171233.1|DMAU
OG0001462	LOC6736591|XP_016030187.1|DSIM	LOC117139476|XP_033157687.1|DMAU
OG0001463	LOC6729642|XP_016036285.1|DSIM	LOC117143116|XP_033163493.1|DMAU
OG0001464	LOC27209085|XP_016037727.1|DSIM	LOC117146624|XP_033168847.1|DMAU
OG0001465	LOC27206620|XP_016026948.1|DSIM	LOC117137624|XP_033155046.1|DMAU
OG0001466	LOC6732121|XP_002079253.1|DSIM	LOC117135138|XP_033151089.1|DMAU
OG0001467	LOC6731971|XP_002079105.1|DSIM	LOC117141750|XP_033161266.1|DMAU
OG0001468	LOC6737395|XP_016031143.1|DSIM	LOC117139887|XP_033158454.1|DMAU
OG0001469	LOC6734441|XP_002081461.1|DSIM	LOC117138320|XP_033156242.1|DMAU
OG0001469	LOC6729662|XP_002104968.3|DSIM	LOC117144179|XP_033165115.1|DMAU
OG0001470	LOC6738791|XP_016032605.1|DSIM	LOC117139416|XP_033157584.1|DMAU
OG0001471	LOC6736277|XP_016029763.1|DSIM	LOC117141247|XP_033160504.1|DMAU
OG0001472	LOC6738358|XP_002085168.1|DSIM	LOC117141346|XP_033160641.1|DMAU
OG0001473	LOC6726659|XP_002102070.1|DSIM	LOC117145356|XP_033166866.1|DMAU
OG0001474	LOC6725269|XP_002106291.1|DSIM	LOC117147064|XP_033169714.1|DMAU
OG0001475	LOC6733814|XP_016026786.1|DSIM	LOC117135827|XP_033152228.1|DMAU
OG0001476	LOC6726358|XP_039152970.1|DSIM	LOC117148448|XP_033171713.1|DMAU
OG0001477	LOC6730094|XP_016036862.1|DSIM	LOC117142305|XP_033162084.1|DMAU
OG0001478	LOC6730461|XP_016022918.1|DSIM	LOC117150656|XP_033173534.1|DMAU
OG0001479	LOC27208456|XP_016024871.1|DSIM	LOC117136269|XP_033152987.1|DMAU
OG0001479	LOC27206374|XP_016037566.1|DSIM	LOC117148890|XP_033172485.1|DMAU
OG0001480	LOC6730454|XP_002077635.1|DSIM	LOC117145932|XP_033167700.1|DMAU
OG0001481	LOC6732944|XP_039154422.1|DSIM	LOC117150569|XP_033173411.1|DMAU
OG0001482	LOC27206613|XP_016027953.1|DSIM	LOC117136671|XP_033153564.1|DMAU
OG0001483	LOC27206663|XP_016025893.1|DSIM	LOC117135189|XP_033151147.1|DMAU
OG0001484	LOC6739199|XP_039146934.1|DSIM	LOC117136792|XP_033153742.1|DMAU
OG0001485	LOC6738616|XP_016032460.1|DSIM	LOC117139075|XP_033157077.1|DMAU
OG0001486	LOC6731425|XP_002078577.2|DSIM	LOC117150206|XP_033172891.1|DMAU
OG0001487	LOC27209180|XP_016022805.1|DSIM	LOC117135602|XP_033151842.1|DMAU
OG0001488	LOC6734300|XP_016027360.1|DSIM	LOC117136831|XP_033153801.1|DMAU
OG0001489	LOC6732875|XP_016025597.1|DSIM	LOC117147746|XP_033170645.1|DMAU
OG0001490	LOC6730785|XP_016023198.1|DSIM	LOC117144902|XP_033166229.1|DMAU
OG0001491	LOC6730698|XP_016023129.1|DSIM	LOC117151049|XP_033174155.1|DMAU
OG0001492	LOC6734748|XP_016027955.1|DSIM	LOC117136191|XP_033152828.1|DMAU
OG0001493	LOC27209374|XP_016040058.1|DSIM	LOC117148041|XP_033171110.1|DMAU
OG0001494	LOC6725360|XP_002106377.1|DSIM	LOC117146976|XP_033169536.1|DMAU
OG0001495	LOC27206140|XP_016026457.1|DSIM	LOC117137994|XP_033155672.1|DMAU
OG0001496	LOC6725388|XP_002106405.1|DSIM	LOC117147816|XP_033170761.1|DMAU
OG0001497	LOC6733687|XP_016026656.1|DSIM	LOC117137298|XP_033154566.1|DMAU
OG0001498	LOC6727073|XP_016033567.2|DSIM	LOC117143311|XP_033163837.1|DMAU
OG0001500	LOC6735216|XP_016028496.1|DSIM	LOC117138547|XP_033156594.1|DMAU
OG0001501	LOC6728444|XP_002103789.2|DSIM	LOC117143328|XP_033163875.1|DMAU
OG0001502	LOC6734573|XP_016027692.1|DSIM	LOC117135887|XP_033152325.1|DMAU
OG0001503	LOC6733354|XP_016026269.1|DSIM	LOC117138384|XP_033156344.1|DMAU
OG0001504	LOC6725322|XP_039153644.1|DSIM	LOC117148877|XP_033172440.1|DMAU
OG0001505	LOC6734891|XP_016028138.1|DSIM	LOC117138355|XP_033156312.1|DMAU
OG0001506	LOC6734198|XP_016027229.1|DSIM	LOC117136155|XP_033152766.1|DMAU
OG0001507	LOC6735640|XP_016028997.1|DSIM	LOC117136144|XP_033152740.1|DMAU
OG0001508	LOC6735350|XP_016028683.1|DSIM	LOC117138395|XP_033156359.1|DMAU
OG0001509	LOC6735604|XP_016028965.1|DSIM	LOC117137599|XP_033155001.1|DMAU
OG0001510	LOC6731144|XP_002078302.1|DSIM	LOC117147177|XP_033169867.1|DMAU, LOC117139884|XP_033158443.1|DMAU
OG0001511	LOC6736184|XP_002083079.3|DSIM	LOC117138689|XP_033156837.1|DMAU
OG0001512	LOC27208654|XP_016030773.1|DSIM	LOC117139046|XP_033157040.1|DMAU
OG0001513	LOC6739169|XP_016033032.1|DSIM	LOC117139000|XP_033156969.1|DMAU
OG0001515	LOC6740748|XP_016037607.1|DSIM	LOC117146458|XP_033168578.1|DMAU
OG0001516	LOC6730240|XP_002105523.1|DSIM	LOC117144995|XP_033166362.1|DMAU
OG0001516	LOC6730241|XP_002105524.2|DSIM	LOC117144996|XP_033166366.1|DMAU
OG0001517	LOC6727050|XP_002102447.1|DSIM	LOC117144862|XP_033166157.1|DMAU
OG0001517	LOC6729871|XP_002105174.1|DSIM	LOC117143439|XP_033164037.1|DMAU
OG0001518	LOC6725461|XP_039152479.1|DSIM	LOC117147886|XP_033170861.1|DMAU
OG0001519	LOC6727123|XP_016033598.2|DSIM	LOC117144771|XP_033166026.1|DMAU
OG0001520	LOC6726896|XP_002102298.1|DSIM	LOC117144042|XP_033164902.1|DMAU
OG0001520	LOC6726899|XP_002102301.1|DSIM	LOC117142903|XP_033163076.1|DMAU
OG0001521	LOC6732840|XP_016025562.1|DSIM	LOC117151033|XP_033174138.1|DMAU
OG0001522	LOC6732523|XP_039154459.1|DSIM	LOC117150591|XP_033173438.1|DMAU
OG0001522	LOC27208599|XP_016023751.1|DSIM	LOC117140949|XP_033160062.1|DMAU
OG0001523	LOC6735680|XP_016029047.2|DSIM	LOC117136971|XP_033154031.1|DMAU
OG0001523	LOC6735679|XP_002082595.2|DSIM	LOC117138099|XP_033155847.1|DMAU
OG0001524	LOC6734035|XP_002081071.2|DSIM	LOC117138599|XP_033156672.1|DMAU
OG0001525	LOC27208820|XP_016038248.1|DSIM	LOC117146920|XP_033169439.1|DMAU
OG0001525	LOC6725233|XP_002106255.2|DSIM	LOC117146921|XP_033169440.1|DMAU
OG0001526	LOC6725735|XP_002106736.1|DSIM	LOC117146665|XP_033168903.1|DMAU
OG0001526	LOC6725734|XP_002106735.2|DSIM	LOC117146666|XP_033168904.1|DMAU
OG0001527	LOC6740050|XP_016038715.1|DSIM, LOC27206571|XP_016038714.1|DSIM	LOC117147319|XP_033170061.1|DMAU
OG0001528	LOC27208163|XP_039151114.1|DSIM	LOC117143926|XP_033164733.1|DMAU
OG0001528	LOC6728646|XP_016035274.1|DSIM	LOC117144026|XP_033164875.1|DMAU
OG0001529	LOC120285618|XP_039154183.1|DSIM	LOC117148282|XP_033171487.1|DMAU
OG0001529	LOC120285588|XP_039154155.1|DSIM, LOC120285592|XP_039154159.1|DSIM, LOC120285586|XP_039154153.1|DSIM, LOC120285589|XP_039154156.1|DSIM, LOC120285594|XP_039154161.1|DSIM, LOC120285598|XP_039154164.1|DSIM, LOC120285595|XP_039154162.1|DSIM, LOC120285596|XP_039154163.1|DSIM, LOC120285590|XP_039154157.1|DSIM, LOC120285593|XP_039154160.1|DSIM, LOC120285591|XP_039154158.1|DSIM, LOC120285587|XP_039154154.1|DSIM	LOC117147959|XP_033170996.1|DMAU, LOC117147958|XP_033170995.1|DMAU, LOC117147960|XP_033170997.1|DMAU, LOC117147957|XP_033170993.1|DMAU
OG0001530	LOC6731611|XP_002078751.1|DSIM	LOC117147370|XP_033170130.1|DMAU
OG0001531	LOC6735212|XP_016028489.1|DSIM	LOC117138155|XP_033155923.1|DMAU
OG0001534	LOC6725292|XP_039153486.1|DSIM	LOC117147129|XP_033169786.1|DMAU
OG0001535	LOC6726561|XP_002107515.1|DSIM	LOC117146600|XP_033168815.1|DMAU
OG0001536	LOC6726324|XP_016039880.1|DSIM	LOC117148108|XP_033171217.1|DMAU
OG0001537	LOC6730469|XP_016022927.1|DSIM	LOC117150461|XP_033173246.1|DMAU
OG0001538	LOC6725857|XP_039153816.1|DSIM	LOC117148951|XP_033172583.1|DMAU
OG0001539	LOC6735860|XP_039147823.1|DSIM	LOC117135750|XP_033152096.1|DMAU
OG0001540	LOC6740776|XP_016023292.1|DSIM	LOC117150337|XP_033173076.1|DMAU
OG0001541	LOC6739129|XP_002085922.2|DSIM	LOC117140752|XP_033159725.1|DMAU
OG0001542	LOC6728601|XP_016035231.1|DSIM	LOC117142454|XP_033162320.1|DMAU
OG0001543	LOC6740171|XP_016039685.1|DSIM	LOC117147990|XP_033171032.1|DMAU
OG0001544	LOC6725059|XP_039152542.1|DSIM	LOC117147793|XP_033170732.1|DMAU
OG0001545	LOC6726613|XP_039153154.1|DSIM, LOC120285318|XP_039153151.1|DSIM	LOC117146705|XP_033169009.1|DMAU, LOC117148355|XP_033171604.1|DMAU
OG0001546	LOC6740416|XP_016040293.1|DSIM	LOC117147241|XP_033169946.1|DMAU
OG0001547	LOC6725013|XP_039153990.1|DSIM	LOC117148073|XP_033171162.1|DMAU
OG0001548	LOC6726145|XP_039154018.1|DSIM	LOC117147159|XP_033169833.1|DMAU
OG0001549	LOC6732556|XP_039147045.1|DSIM	LOC117135128|XP_033151068.1|DMAU
OG0001550	LOC6728661|XP_016035313.1|DSIM	LOC117144687|XP_033165902.1|DMAU
OG0001551	LOC6729170|XP_016035825.1|DSIM	LOC117144746|XP_033165991.1|DMAU
OG0001552	LOC6728818|XP_002104152.1|DSIM	LOC117144314|XP_033165316.1|DMAU
OG0001553	LOC6725030|XP_016037985.1|DSIM	LOC117148350|XP_033171579.1|DMAU
OG0001554	LOC6728630|XP_016035265.1|DSIM	LOC117144605|XP_033165787.1|DMAU
OG0001555	LOC6732735|XP_016025467.1|DSIM	LOC117135262|XP_033151303.1|DMAU
OG0001556	LOC6735067|XP_002082044.1|DSIM	LOC117135766|XP_033152122.1|DMAU
OG0001557	LOC6725701|XP_002106704.1|DSIM	LOC117148228|XP_033171408.1|DMAU
OG0001558	LOC6726081|XP_016039499.1|DSIM	LOC117147287|XP_033170022.1|DMAU
OG0001559	LOC6729382|XP_016036023.1|DSIM	LOC117144645|XP_033165832.1|DMAU
OG0001560	LOC6727147|XP_016033629.1|DSIM	LOC117142779|XP_033162859.1|DMAU
OG0001561	LOC6727716|XP_016034291.1|DSIM	LOC117144186|XP_033165124.1|DMAU
OG0001562	LOC27206999|XP_016023789.1|DSIM	LOC117146461|XP_033168587.1|DMAU
OG0001563	LOC27206984|XP_016025855.1|DSIM	LOC117141678|XP_033161165.1|DMAU
OG0001564	LOC6729005|XP_039151349.1|DSIM	LOC117146012|XP_033167822.1|DMAU
OG0001565	LOC6728976|XP_039150804.1|DSIM	LOC117144825|XP_033166100.1|DMAU
OG0001566	LOC6728595|XP_016035226.1|DSIM	LOC117144763|XP_033166012.1|DMAU
OG0001567	LOC6739388|XP_002076290.1|DSIM	LOC117137470|XP_033154808.1|DMAU
OG0001568	LOC6728097|XP_016034710.1|DSIM	LOC117145575|XP_033167172.1|DMAU
OG0001569	LOC6728185|XP_002103534.1|DSIM	LOC117142749|XP_033162821.1|DMAU
OG0001570	LOC6728230|XP_002103579.3|DSIM	LOC117143537|XP_033164161.1|DMAU
OG0001571	LOC6731803|XP_016024487.1|DSIM	LOC117150331|XP_033173066.1|DMAU
OG0001572	LOC6726122|XP_016039623.1|DSIM	LOC117146644|XP_033168869.1|DMAU
OG0001573	LOC6736820|XP_016030472.1|DSIM	LOC117138952|XP_033156883.1|DMAU
OG0001574	LOC6724763|XP_016037512.1|DSIM	LOC117147709|XP_033170592.1|DMAU
OG0001575	LOC6729365|XP_016036001.1|DSIM	LOC117142946|XP_033163153.1|DMAU
OG0001576	LOC6728555|XP_016035191.1|DSIM	LOC117143450|XP_033164050.1|DMAU
OG0001577	LOC6730117|XP_016036878.1|DSIM	LOC117143344|XP_033163899.1|DMAU
OG0001578	LOC6735123|XP_002082100.2|DSIM	LOC117137458|XP_033154793.1|DMAU
OG0001579	LOC27207981|XP_016040090.1|DSIM	LOC117147572|XP_033170408.1|DMAU
OG0001580	LOC6733904|XP_016026946.1|DSIM	LOC117136051|XP_033152585.1|DMAU
OG0001581	LOC6725549|XP_039153936.1|DSIM	LOC117148699|XP_033172133.1|DMAU
OG0001582	LOC6734175|XP_039147274.1|DSIM	LOC117136937|XP_033153972.1|DMAU
OG0001582	LOC27207112|XP_039147277.1|DSIM	LOC117136938|XP_033153977.1|DMAU
OG0001583	LOC6733442|XP_039148744.1|DSIM	LOC117136342|XP_033153096.1|DMAU
OG0001584	LOC6736268|XP_002083152.1|DSIM	LOC117141130|XP_033160347.1|DMAU
OG0001585	LOC6725696|XP_039153357.1|DSIM	LOC117148861|XP_033172421.1|DMAU
OG0001586	LOC6737129|XP_016030762.1|DSIM	LOC117140350|XP_033159092.1|DMAU
OG0001587	LOC6733142|XP_002080219.1|DSIM	LOC117137487|XP_033154858.1|DMAU
OG0001588	LOC6733415|XP_002080472.1|DSIM	LOC117138208|XP_033156033.1|DMAU
OG0001589	LOC27207463|XP_016025926.1|DSIM	LOC117136090|XP_033152654.1|DMAU
OG0001591	LOC6726142|XP_016039669.1|DSIM	LOC117146523|XP_033168679.1|DMAU
OG0001591	LOC6725765|XP_002106764.2|DSIM	LOC117148736|XP_033172197.1|DMAU
OG0001591	LOC6730041|XP_016036813.1|DSIM	LOC117145380|XP_033166903.1|DMAU
OG0001592	LOC6732105|XP_016024769.1|DSIM	LOC117142934|XP_033163141.1|DMAU
OG0001593	LOC6732094|XP_016024767.1|DSIM	LOC117150632|XP_033173495.1|DMAU
OG0001594	LOC6730979|XP_039148785.1|DSIM	LOC117150272|XP_033172968.1|DMAU
OG0001595	LOC6734004|XP_039147438.1|DSIM	LOC117137055|XP_033154156.1|DMAU
OG0001596	LOC6732838|XP_002079951.2|DSIM	LOC117151034|XP_033174139.1|DMAU
OG0001597	LOC27207476|XP_016022815.2|DSIM	LOC117149328|XP_033172657.1|DMAU
OG0001598	LOC6732313|XP_016024974.1|DSIM	LOC117135169|XP_033151119.1|DMAU
OG0001599	LOC6731269|XP_002078427.1|DSIM	LOC117141141|XP_033160368.1|DMAU
