Orthogroup	DVIR.longest_only	DSUZ.longest_only
OG0002347	LOC6626765|XP_002050919.1|DVIR	LOC108010069|XP_016930372.1|DSUZ
OG0002348	LOC6627562|XP_002052646.1|DVIR	LOC108020987|XP_016944934.1|DSUZ
OG0002349	LOC26531264|XP_015024380.1|DVIR	LOC108019816|XP_016943319.1|DSUZ
OG0002350	LOC6636328|XP_002059927.1|DVIR	LOC108019813|XP_016943313.1|DSUZ
OG0002351	LOC6625636|XP_002050761.1|DVIR	LOC108009832|XP_016930011.1|DSUZ
OG0002352	LOC6626008|XP_032291567.1|DVIR	LOC108018247|XP_016941263.1|DSUZ
OG0002353	LOC6627490|XP_002051295.2|DVIR	LOC108014507|XP_016936135.1|DSUZ
OG0002354	LOC6633987|XP_002057851.2|DVIR	LOC108019146|XP_016942384.1|DSUZ
OG0002355	LOC6627306|XP_015028042.1|DVIR	LOC108008007|XP_016927277.1|DSUZ
OG0002356	LOC6627693|XP_002052253.1|DVIR	LOC108021351|XP_016945523.1|DSUZ
OG0002357	LOC6630941|XP_032296187.1|DVIR	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ
OG0002358	LOC6627420|XP_002052405.1|DVIR	LOC108018085|XP_016940980.1|DSUZ
OG0002359	LOC6631726|XP_002055573.1|DVIR	LOC108018892|XP_036675759.1|DSUZ
OG0002360	LOC6628896|XP_002052193.1|DVIR	LOC108018331|XP_016941365.1|DSUZ
OG0002361	LOC6624508|XP_002048478.1|DVIR	LOC108005562|XP_016924347.2|DSUZ
OG0002362	LOC6635621|XP_015024489.1|DVIR	LOC108015014|XP_036678595.1|DSUZ
OG0002363	LOC6628624|XP_002052580.1|DVIR	LOC108021462|XP_016945684.1|DSUZ
OG0002364	LOC6628622|XP_032294212.1|DVIR	LOC108015745|XP_016937773.1|DSUZ
OG0002365	LOC6628634|XP_032294273.1|DVIR	LOC108006227|XP_016925158.1|DSUZ
OG0002366	LOC6635663|XP_032294711.1|DVIR	LOC108009436|XP_016929266.1|DSUZ
OG0002367	LOC6628503|XP_002051838.1|DVIR	LOC108021432|XP_016945637.1|DSUZ
OG0002368	LOC6628239|XP_002051450.1|DVIR	LOC108014608|XP_016936261.1|DSUZ
OG0002369	LOC6636135|XP_002059529.1|DVIR	LOC108013727|XP_016935160.1|DSUZ
OG0002370	LOC6634025|XP_002057489.1|DVIR	LOC108009163|XP_016928769.2|DSUZ
OG0002371	LOC6634024|XP_002057488.1|DVIR	LOC108018683|XP_016941748.2|DSUZ
OG0002372	LOC6635660|XP_002059128.2|DVIR	LOC108020739|XP_016944607.1|DSUZ
OG0002373	LOC6628446|XP_002051649.1|DVIR	LOC108014671|XP_016936330.1|DSUZ
OG0002374	LOC6631124|XP_002054244.1|DVIR	LOC108014579|XP_036673371.1|DSUZ
OG0002375	LOC6633148|XP_002056599.1|DVIR	LOC108016095|XP_016938182.2|DSUZ
OG0002376	LOC6627540|XP_032294496.1|DVIR	LOC108011706|XP_016932409.1|DSUZ
OG0002377	LOC6631052|XP_002054637.1|DVIR	LOC108016265|XP_036675171.1|DSUZ
OG0002378	LOC116650461|XP_032290008.1|DVIR, LOC116650464|XP_032290020.1|DVIR, LOC116650468|XP_032290027.1|DVIR, LOC6622586|XP_002048442.1|DVIR	LOC108011266|XP_016931863.1|DSUZ
OG0002379	LOC6627843|XP_002051733.1|DVIR, LOC6627700|XP_002052260.2|DVIR	LOC108021687|XP_016946004.1|DSUZ
OG0002380	LOC6634815|XP_002058141.1|DVIR	LOC108004565|XP_016922990.2|DSUZ
OG0002381	LOC6626323|XP_002050700.1|DVIR	LOC108008470|XP_016927815.1|DSUZ
OG0002382	LOC6633950|XP_002057837.1|DVIR, LOC6632063|XP_032296162.1|DVIR	LOC108015274|XP_016937128.1|DSUZ
OG0002383	LOC6636856|XP_002060286.1|DVIR	LOC108013450|XP_016934815.1|DSUZ
OG0002384	LOC6633324|XP_002057158.2|DVIR	LOC108016748|XP_036676311.1|DSUZ
OG0002385	LOC6636210|XP_002059700.2|DVIR	LOC108020387|XP_016944140.1|DSUZ
OG0002386	LOC6632505|XP_032289573.1|DVIR	LOC108015569|XP_036672606.1|DSUZ
OG0002387	LOC6630311|XP_015027526.1|DVIR	LOC108011028|XP_016931550.2|DSUZ
OG0002388	LOC6630274|XP_002053703.2|DVIR	LOC108004924|XP_016923509.2|DSUZ
OG0002389	LOC6631024|XP_002053829.1|DVIR	LOC108015832|XP_016937889.1|DSUZ
OG0002390	LOC6627780|XP_002052019.1|DVIR	LOC108005986|XP_016924919.1|DSUZ
OG0002391	LOC6626101|XP_002049518.1|DVIR	LOC108009821|XP_016929994.1|DSUZ
OG0002392	LOC6636559|XP_002060063.1|DVIR	LOC108014455|XP_036671678.1|DSUZ
OG0002393	LOC6623907|XP_002046260.1|DVIR	LOC108005643|XP_016924446.2|DSUZ
OG0002394	LOC6632749|XP_002056472.1|DVIR	LOC108012108|XP_016932876.1|DSUZ
OG0002395	LOC6630326|XP_032291226.1|DVIR	LOC108011178|XP_036674378.1|DSUZ
OG0002396	LOC6636466|XP_002059915.2|DVIR	LOC108017980|XP_016940806.1|DSUZ
OG0002397	LOC6626274|XP_002050040.1|DVIR	LOC108011935|XP_016932672.1|DSUZ
OG0002398	LOC6636035|XP_002059640.2|DVIR	LOC108016760|XP_016939001.1|DSUZ
OG0002399	LOC6624954|XP_002049178.2|DVIR	LOC108010973|XP_036669887.1|DSUZ
OG0002400	LOC6625514|XP_002050096.2|DVIR	LOC108010325|XP_016930737.1|DSUZ
OG0002401	LOC6636255|XP_002059724.1|DVIR	LOC108020365|XP_016944074.1|DSUZ
OG0002402	LOC6630328|XP_015027203.1|DVIR	LOC108014840|XP_036673534.1|DSUZ
OG0002403	LOC6630327|XP_015027204.1|DVIR	LOC108014805|XP_036673559.1|DSUZ
OG0002404	LOC6630615|XP_002053744.1|DVIR	LOC108020185|XP_016943781.1|DSUZ, LOC108020184|XP_036678489.1|DSUZ
OG0002405	LOC6633048|XP_002056756.2|DVIR	LOC108011252|XP_036675168.1|DSUZ
OG0002406	LOC6623969|XP_002046248.1|DVIR	LOC108014334|XP_016935900.2|DSUZ
OG0002407	LOC6629462|XP_002053879.2|DVIR	LOC108010829|XP_016931281.2|DSUZ
OG0002408	LOC6630673|XP_002054631.1|DVIR	LOC108016237|XP_036674870.1|DSUZ
OG0002409	LOC116650712|XP_032291061.1|DVIR, LOC6623854|XP_032294446.1|DVIR	LOC108013320|XP_016934601.1|DSUZ
OG0002410	LOC6632449|XP_002056512.2|DVIR	LOC108015573|XP_036672695.1|DSUZ
OG0002411	LOC6632463|XP_002056309.1|DVIR	LOC108011553|XP_016932208.1|DSUZ
OG0002412	LOC26530873|XP_015027833.1|DVIR	LOC108011730|XP_016932440.2|DSUZ, LOC108007414|XP_036677430.1|DSUZ
OG0002413	LOC6625705|XP_002050326.1|DVIR, LOC6633768|XP_002056954.1|DVIR	LOC108015003|XP_016936719.1|DSUZ, LOC108006721|XP_016925753.2|DSUZ
OG0002414	LOC6622759|XP_002047041.1|DVIR	LOC108013318|XP_016934599.1|DSUZ
OG0002415	LOC6632358|XP_032289806.1|DVIR	LOC108019289|XP_036673766.1|DSUZ, LOC108017426|XP_016939944.2|DSUZ
OG0002416	LOC6636239|XP_002059753.1|DVIR	LOC108020424|XP_016944221.1|DSUZ
OG0002417	LOC6635656|XP_002059124.1|DVIR	LOC108013674|XP_016935085.1|DSUZ
OG0002418	LOC6629306|XP_032288767.1|DVIR	LOC108011696|XP_036677602.1|DSUZ, LOC108017039|XP_036677581.1|DSUZ, LOC108017041|XP_036677597.1|DSUZ
OG0002419	LOC6633619|XP_002057188.1|DVIR	LOC108016943|XP_016939362.1|DSUZ
OG0002420	LOC6622241|XP_015031089.1|DVIR	LOC118877434|XP_036672127.1|DSUZ
OG0002421	LOC6629337|XP_002053314.2|DVIR	LOC108005707|XP_016924523.2|DSUZ
OG0002422	LOC6632861|XP_002056672.1|DVIR	LOC108015864|XP_036672720.1|DSUZ, LOC108016356|XP_036675059.1|DSUZ
OG0002423	LOC6622865|XP_002048538.1|DVIR	LOC108013934|XP_016935433.2|DSUZ
OG0002424	LOC6636181|XP_002059671.1|DVIR	LOC108020427|XP_016944228.1|DSUZ
OG0002425	LOC6631771|XP_002055179.1|DVIR	LOC108019152|XP_016942391.1|DSUZ
OG0002426	LOC6623510|XP_032291053.1|DVIR	LOC108012878|XP_016933857.1|DSUZ
OG0002427	LOC6636219|XP_002059720.1|DVIR	LOC108020431|XP_016944241.1|DSUZ
OG0002428	LOC6634778|XP_032296433.1|DVIR	LOC108015278|XP_016937135.1|DSUZ
OG0002429	LOC6623218|XP_032290786.1|DVIR	LOC108012968|XP_036672302.1|DSUZ
OG0002430	LOC6625421|XP_032292787.1|DVIR	LOC108018188|XP_016941182.1|DSUZ
OG0002431	LOC6627097|XP_002049941.1|DVIR	LOC108010256|XP_016930602.1|DSUZ
OG0002432	LOC6634634|XP_002058033.3|DVIR	LOC108016612|XP_016938792.1|DSUZ
OG0002433	LOC6634879|XP_032289358.1|DVIR	LOC108014146|XP_036672762.1|DSUZ
OG0002434	LOC6635252|XP_002058760.3|DVIR, LOC116652372|XP_032296714.1|DVIR	LOC108017488|XP_016940024.1|DSUZ
OG0002435	LOC6636008|XP_032296080.1|DVIR	LOC108018860|XP_036675797.1|DSUZ
OG0002436	LOC6624962|XP_002049323.2|DVIR	LOC108018097|XP_016940996.1|DSUZ
OG0002437	LOC6626920|XP_032292897.1|DVIR	LOC108019824|XP_016943330.1|DSUZ
OG0002438	LOC6631555|XP_032295851.1|DVIR	LOC108016855|XP_016939208.1|DSUZ
OG0002439	LOC6628179|XP_002051449.1|DVIR	LOC108018579|XP_036678264.1|DSUZ, LOC108020538|XP_036678261.1|DSUZ
OG0002440	LOC6624642|XP_002048396.2|DVIR	LOC108010485|XP_036670590.1|DSUZ
OG0002441	LOC6625414|XP_002049291.2|DVIR	LOC108009739|XP_016929811.2|DSUZ
OG0002442	LOC6627246|XP_002049167.1|DVIR	LOC108009185|XP_016928826.1|DSUZ
OG0002443	LOC6626684|XP_032292742.1|DVIR	LOC108009451|XP_036668982.1|DSUZ
OG0002444	LOC6627272|XP_002049914.1|DVIR	LOC108009607|XP_016929579.1|DSUZ
OG0002445	LOC6625142|XP_002049551.1|DVIR	LOC108019775|XP_016943240.1|DSUZ
OG0002446	LOC6625012|XP_002049762.1|DVIR	LOC108009531|XP_016929456.1|DSUZ
OG0002447	LOC6622696|XP_002048457.2|DVIR	LOC108020273|XP_016943885.1|DSUZ
OG0002448	LOC6626251|XP_002048935.1|DVIR	LOC108008310|XP_016927617.1|DSUZ
OG0002449	LOC6625377|XP_002048993.3|DVIR, LOC6625375|XP_032293333.1|DVIR	LOC108008519|XP_016927878.1|DSUZ
OG0002450	LOC6629957|XP_002053615.1|DVIR	LOC108018754|XP_016941820.2|DSUZ
OG0002451	LOC6626514|XP_015029625.2|DVIR	LOC108017954|XP_016940711.1|DSUZ
OG0002452	LOC6626149|XP_002050904.1|DVIR	LOC108008537|XP_016927896.1|DSUZ
OG0002453	LOC6626148|XP_032291746.1|DVIR	LOC108010041|XP_016930339.1|DSUZ
OG0002454	LOC6622957|XP_002047083.1|DVIR	LOC108013482|XP_016934854.1|DSUZ
OG0002455	LOC6622966|XP_015031237.1|DVIR	LOC108013481|XP_016934853.1|DSUZ
OG0002456	LOC6627135|XP_032292976.1|DVIR	LOC108008655|XP_016928029.1|DSUZ
OG0002457	LOC6626186|XP_015029983.1|DVIR	LOC108018007|XP_016940849.1|DSUZ
OG0002458	LOC6628696|XP_032293495.1|DVIR	LOC118878938|XP_036677812.1|DSUZ, LOC118878937|XP_036677811.1|DSUZ, LOC108005945|XP_016924860.1|DSUZ
OG0002459	LOC6635347|XP_002058874.2|DVIR	LOC108019739|XP_016943160.1|DSUZ
OG0002460	LOC6627195|XP_002049440.1|DVIR	LOC108008143|XP_036669438.1|DSUZ
OG0002461	LOC6625381|XP_002049491.1|DVIR	LOC108010235|XP_016930577.1|DSUZ
OG0002462	LOC6635370|XP_032293054.1|DVIR	LOC108017735|XP_036669759.1|DSUZ
OG0002463	LOC6625976|XP_002049991.1|DVIR	LOC108008308|XP_016927614.1|DSUZ
OG0002464	LOC6627244|XP_002049165.1|DVIR	LOC108009188|XP_016928828.1|DSUZ
OG0002465	LOC6625051|XP_002049172.1|DVIR	LOC118878884|XP_036677786.1|DSUZ, LOC108010723|XP_016931138.1|DSUZ
OG0002466	LOC6636225|XP_015024116.1|DVIR	LOC108020398|XP_016944166.1|DSUZ
OG0002467	LOC6623886|XP_002047380.1|DVIR	LOC108016083|XP_036671795.1|DSUZ
OG0002468	LOC6624432|XP_002047474.3|DVIR	LOC108017370|XP_036671733.1|DSUZ
OG0002469	LOC6634899|XP_002058487.1|DVIR, LOC116651855|XP_032294940.1|DVIR	LOC108011628|XP_036673643.1|DSUZ
OG0002470	LOC116651652|XP_032294342.1|DVIR, LOC6624988|XP_002048919.1|DVIR	LOC108017820|XP_016940459.1|DSUZ
OG0002471	LOC6625519|XP_002048995.1|DVIR	LOC108008348|XP_016927666.1|DSUZ
OG0002472	LOC116649771|XP_032292967.1|DVIR, LOC6626226|XP_032293125.1|DVIR	LOC108009800|XP_016929953.1|DSUZ
OG0002473	LOC6626281|XP_002049219.1|DVIR	LOC108010207|XP_016930540.1|DSUZ
OG0002474	LOC6622527|XP_032290032.1|DVIR	LOC108005671|XP_036670413.1|DSUZ
OG0002475	LOC6632621|XP_032289526.1|DVIR	LOC108016485|XP_016938639.1|DSUZ
OG0002476	LOC6627046|XP_002050076.1|DVIR	LOC108008498|XP_016927852.1|DSUZ
OG0002477	LOC6625326|XP_002049092.1|DVIR	LOC108017835|XP_016940477.1|DSUZ
OG0002478	LOC6635355|XP_032293341.1|DVIR	LOC108017849|XP_016940492.1|DSUZ
OG0002479	LOC6626954|XP_002049406.2|DVIR	LOC108010106|XP_016930416.1|DSUZ
OG0002480	LOC6635312|XP_002058847.2|DVIR	LOC108014330|XP_036678295.1|DSUZ
OG0002481	LOC6633495|XP_002057354.1|DVIR	LOC108016780|XP_016939036.1|DSUZ
OG0002482	LOC6626319|XP_002049526.1|DVIR	LOC108019690|XP_016943071.1|DSUZ
OG0002483	LOC6624975|XP_002049956.2|DVIR, LOC116649724|XP_032288816.1|DVIR	LOC108010108|XP_016930418.1|DSUZ
OG0002484	LOC6626776|XP_002050089.1|DVIR	LOC108009080|XP_016928621.1|DSUZ
OG0002485	LOC6635360|XP_002058906.1|DVIR	LOC108019810|XP_016943308.1|DSUZ
OG0002486	LOC6622819|XP_002048016.2|DVIR	LOC108004815|XP_016923374.1|DSUZ
OG0002487	LOC6627307|XP_032293529.1|DVIR	LOC108005649|XP_016924449.1|DSUZ
OG0002488	LOC6626699|XP_002049899.1|DVIR	LOC108010132|XP_016930449.1|DSUZ
OG0002489	LOC6622383|XP_002047495.2|DVIR	LOC108020437|XP_036671133.1|DSUZ, LOC118877513|XP_036672440.1|DSUZ
OG0002490	LOC6625324|XP_032293089.1|DVIR	LOC108018073|XP_016940962.1|DSUZ
OG0002491	LOC6624330|XP_032290019.1|DVIR, LOC6623227|XP_002048668.1|DVIR	LOC108017620|XP_036670546.1|DSUZ
OG0002492	LOC6625213|XP_002049579.1|DVIR	LOC108006181|XP_036669046.1|DSUZ
OG0002493	LOC6625936|XP_002048904.3|DVIR	LOC108019718|XP_016943118.1|DSUZ
OG0002494	LOC6632765|XP_032289688.1|DVIR	LOC118878154|XP_036675702.1|DSUZ, LOC108017453|XP_036674289.1|DSUZ
OG0002495	LOC6626491|XP_002049690.1|DVIR	LOC108010019|XP_016930303.1|DSUZ
OG0002496	LOC6630434|XP_002053475.1|DVIR	LOC108020691|XP_016944548.1|DSUZ
OG0002497	LOC6623667|XP_002046197.1|DVIR	LOC108019369|XP_016942680.2|DSUZ
OG0002498	LOC6624599|XP_032291197.1|DVIR	LOC108012547|XP_016933450.1|DSUZ
OG0002499	LOC6623060|XP_002047097.1|DVIR	LOC108013307|XP_036670269.1|DSUZ
OG0002500	LOC6633007|XP_002056129.2|DVIR	LOC108017467|XP_016939994.2|DSUZ
OG0002501	LOC6632477|XP_002056290.1|DVIR, LOC6633230|XP_002056288.2|DVIR, LOC6635710|XP_002059259.1|DVIR	LOC108010250|XP_016930596.1|DSUZ
OG0002502	LOC6625394|XP_002050139.1|DVIR	LOC108008825|XP_016928222.1|DSUZ
OG0002503	LOC116650439|XP_032289982.1|DVIR, LOC116650455|XP_032290000.1|DVIR, LOC116652284|XP_032296481.1|DVIR, LOC26531142|XP_015027866.1|DVIR	LOC118878543|XP_036677446.1|DSUZ
OG0002504	LOC6622635|XP_002048446.1|DVIR	LOC108014514|XP_036671885.1|DSUZ
OG0002505	LOC6625642|XP_002050312.1|DVIR	LOC108009238|XP_016928895.1|DSUZ, LOC108009236|XP_016928894.1|DSUZ
OG0002508	LOC6632167|XP_015026462.1|DVIR	LOC108004829|XP_036676017.1|DSUZ
OG0002509	LOC6625947|XP_002050344.1|DVIR	LOC108018198|XP_016941203.1|DSUZ
OG0002510	LOC116651813|XP_032294774.1|DVIR, LOC6631778|XP_002055186.1|DVIR	LOC108007881|XP_016927138.1|DSUZ
OG0002511	LOC6630584|XP_002053856.1|DVIR	LOC108017548|XP_036674219.1|DSUZ, LOC118877545|XP_036672520.1|DSUZ
OG0002512	LOC6636244|XP_032290094.1|DVIR	LOC108020357|XP_016944047.1|DSUZ
OG0002513	LOC6630047|XP_032295129.1|DVIR	LOC108006956|XP_036674626.1|DSUZ
OG0002514	LOC6622802|XP_002047051.1|DVIR	LOC108012361|XP_016933201.2|DSUZ
OG0002516	LOC6632985|XP_002056488.1|DVIR	LOC108018846|XP_036674598.1|DSUZ
OG0002517	LOC6631993|XP_015026584.1|DVIR	LOC108013673|XP_036676772.1|DSUZ
OG0002518	LOC6632911|XP_002056256.2|DVIR	LOC108020295|XP_016943911.1|DSUZ, LOC118877726|XP_036673566.1|DSUZ
OG0002519	LOC6626381|XP_002050055.1|DVIR	LOC108009241|XP_016928899.1|DSUZ
OG0002520	LOC6634752|XP_032296415.1|DVIR	LOC108011111|XP_016931672.1|DSUZ
OG0002521	LOC6635427|XP_002059063.1|DVIR	LOC108010457|XP_016930814.1|DSUZ
OG0002522	LOC6632851|XP_002056249.2|DVIR	LOC108017509|XP_016940061.1|DSUZ, LOC108020283|XP_016943900.2|DSUZ
OG0002523	LOC6629771|XP_032296730.1|DVIR	LOC108010765|XP_036675451.1|DSUZ
OG0002524	LOC6631436|XP_002054960.2|DVIR	LOC108015307|XP_016937175.1|DSUZ
OG0002525	LOC6623603|XP_002046943.1|DVIR	LOC108014459|XP_036671659.1|DSUZ
OG0002526	LOC6634883|XP_002058502.1|DVIR	LOC108015730|XP_016937757.2|DSUZ, LOC108006435|XP_036673307.1|DSUZ
OG0002527	LOC6629914|XP_032295005.1|DVIR	LOC118877901|XP_036674310.1|DSUZ
OG0002528	LOC6633576|XP_032296548.1|DVIR	LOC108016844|XP_016939183.1|DSUZ
OG0002529	LOC6632842|XP_002055815.2|DVIR	LOC118878586|XP_036677512.1|DSUZ, LOC108020243|XP_036673757.1|DSUZ
OG0002530	LOC6633928|XP_002057617.1|DVIR	LOC108005636|XP_016924441.1|DSUZ
OG0002531	LOC6628243|XP_002051454.1|DVIR	LOC108019502|XP_016942819.1|DSUZ
OG0002532	LOC6636757|XP_002060215.1|DVIR	LOC108013031|XP_016934111.1|DSUZ, LOC108007326|XP_016926461.1|DSUZ
OG0002533	LOC6631944|XP_032295595.1|DVIR	LOC108005085|XP_016923744.1|DSUZ
OG0002534	LOC116650963|XP_032292198.1|DVIR, LOC6627209|XP_002050127.1|DVIR	LOC108008474|XP_016927818.1|DSUZ
OG0002535	LOC6623057|XP_002047571.1|DVIR	LOC108016341|XP_036672125.1|DSUZ, LOC108020722|XP_016944580.2|DSUZ
OG0002536	LOC6632465|XP_002055851.1|DVIR	LOC108014316|XP_016935876.1|DSUZ
OG0002537	LOC6625980|XP_002049995.1|DVIR	LOC108009132|XP_016928725.1|DSUZ
OG0002539	LOC6626336|XP_002048866.1|DVIR	LOC108009729|XP_016929801.1|DSUZ
OG0002540	LOC6633086|XP_002055964.1|DVIR	LOC108006418|XP_016925432.2|DSUZ
OG0002541	LOC6631520|XP_002055317.2|DVIR	LOC108016520|XP_036676492.1|DSUZ
OG0002542	LOC116652257|XP_032296378.1|DVIR, LOC116650157|XP_032289359.1|DVIR	LOC108015386|XP_016937293.1|DSUZ
OG0002543	LOC6633651|XP_002056845.1|DVIR	LOC108005124|XP_036677017.1|DSUZ
OG0002544	LOC6630918|XP_002053777.3|DVIR	LOC108020493|XP_016944313.1|DSUZ
OG0002545	LOC116650021|XP_032289246.1|DVIR, LOC6634734|XP_002058333.1|DVIR	LOC108016622|XP_016938806.1|DSUZ
OG0002547	LOC6633661|XP_002056855.1|DVIR	LOC108021825|XP_016946118.1|DSUZ
OG0002548	LOC6631430|XP_015026689.1|DVIR	LOC108006263|XP_036676529.1|DSUZ
OG0002549	LOC6631708|XP_002055356.2|DVIR	LOC108005393|XP_016924144.1|DSUZ
OG0002550	LOC6636663|XP_032295784.1|DVIR	LOC108013711|XP_016935135.1|DSUZ
OG0002551	LOC6629368|XP_002054446.1|DVIR	LOC108010819|XP_016931255.1|DSUZ
OG0002552	LOC6628593|XP_002051208.1|DVIR	LOC108009605|XP_016929582.1|DSUZ
OG0002553	LOC6631304|XP_002055047.2|DVIR	LOC108005092|XP_016923754.1|DSUZ
OG0002554	LOC6636074|XP_002059605.1|DVIR	LOC108019969|XP_016943541.2|DSUZ, LOC108015237|XP_016937072.1|DSUZ
OG0002555	LOC6633257|XP_002056881.1|DVIR	LOC108011170|XP_016931748.1|DSUZ
OG0002556	LOC6628241|XP_002051452.1|DVIR	LOC108020261|XP_016943873.1|DSUZ, LOC118879697|XP_036678487.1|DSUZ
OG0002557	LOC6636139|XP_002059533.1|DVIR	LOC108005402|XP_016924155.1|DSUZ
OG0002558	LOC6630784|XP_002054818.1|DVIR	LOC108007852|XP_016927104.2|DSUZ
OG0002559	LOC6622331|XP_002046689.1|DVIR	LOC108006921|XP_036678304.1|DSUZ
OG0002560	LOC6635140|XP_002058377.1|DVIR	LOC108020318|XP_016943939.1|DSUZ, LOC118877867|XP_036674085.1|DSUZ
OG0002561	LOC6629714|XP_015027367.1|DVIR	LOC108017562|XP_036672524.1|DSUZ
OG0002562	LOC6631727|XP_002055574.1|DVIR	LOC108016659|XP_016938857.1|DSUZ
OG0002563	LOC6632110|XP_002055633.2|DVIR	LOC108005441|XP_036677222.1|DSUZ
OG0002564	LOC6629500|XP_002054520.1|DVIR	LOC108017226|XP_016939712.2|DSUZ
OG0002565	LOC6630710|XP_015027608.1|DVIR	LOC108005727|XP_036673026.1|DSUZ
OG0002566	LOC6632909|XP_032289505.1|DVIR	LOC108020288|XP_036677886.1|DSUZ, LOC108018599|XP_036673514.1|DSUZ
OG0002567	LOC6634754|XP_002058047.1|DVIR	LOC108011165|XP_016931741.1|DSUZ
OG0002568	LOC116650007|XP_032289212.1|DVIR, LOC6636925|XP_002060381.1|DVIR	LOC108007947|XP_016927206.2|DSUZ
OG0002569	LOC6624697|XP_002048134.1|DVIR	LOC108005796|XP_016924615.1|DSUZ
OG0002570	LOC6632585|XP_032289521.1|DVIR	LOC108015975|XP_036677896.1|DSUZ
OG0002571	LOC6632587|XP_032289414.1|DVIR	LOC108015972|XP_036677899.1|DSUZ
OG0002572	LOC6624918|XP_002049113.2|DVIR	LOC108018769|XP_016941838.1|DSUZ
OG0002573	LOC6632812|XP_002056239.1|DVIR	LOC108017515|XP_016940072.2|DSUZ
OG0002574	LOC6632906|XP_002056251.1|DVIR	LOC108017518|XP_036673568.1|DSUZ, LOC108020286|XP_036677904.1|DSUZ
OG0002575	LOC6630886|XP_002053132.1|DVIR	LOC108007364|XP_016926506.2|DSUZ
OG0002576	LOC6633341|XP_015025541.1|DVIR	LOC108005656|XP_016924460.1|DSUZ
OG0002577	LOC6623064|XP_002046706.1|DVIR	LOC108012579|XP_016933483.1|DSUZ
OG0002578	LOC6628939|XP_002052754.1|DVIR	LOC108021578|XP_016945850.1|DSUZ
OG0002579	LOC6628949|XP_002052352.1|DVIR	LOC108021450|XP_016945665.1|DSUZ
OG0002580	LOC6636415|XP_002059871.1|DVIR	LOC108019607|XP_016942974.1|DSUZ
OG0002581	LOC6629936|XP_032295268.1|DVIR	LOC108011899|XP_036674192.1|DSUZ
OG0002582	LOC6635257|XP_002058740.2|DVIR	LOC108010602|XP_016930981.1|DSUZ
OG0002583	LOC6631198|XP_015027260.2|DVIR	LOC108020545|XP_036673046.1|DSUZ
OG0002584	LOC6622428|XP_002047498.1|DVIR	LOC108020453|XP_016944264.1|DSUZ, LOC118877342|XP_036671616.1|DSUZ
OG0002585	LOC26531275|XP_015031718.1|DVIR	LOC118877343|XP_036671617.1|DSUZ, LOC108020454|XP_016944265.1|DSUZ
OG0002586	LOC6631195|XP_015026832.1|DVIR	LOC108020125|XP_016943715.2|DSUZ
OG0002587	LOC6631010|XP_002053954.2|DVIR	LOC108006108|XP_016925044.2|DSUZ
OG0002588	LOC6630043|XP_002054562.1|DVIR	LOC108010565|XP_016930932.2|DSUZ
OG0002589	LOC116650263|XP_032289392.1|DVIR, LOC6631036|XP_002054127.1|DVIR	LOC108006374|XP_016925385.2|DSUZ
OG0002590	LOC6631877|XP_002054950.3|DVIR	LOC108011149|XP_016931724.1|DSUZ
OG0002591	LOC6629475|XP_002054090.2|DVIR	LOC108012158|XP_016932938.2|DSUZ
OG0002592	LOC6633217|XP_032289571.1|DVIR	LOC108006660|XP_036673403.1|DSUZ
OG0002593	LOC6632299|XP_032289426.1|DVIR	LOC108013863|XP_036673243.1|DSUZ
OG0002594	LOC6635144|XP_032294877.1|DVIR	LOC108015936|XP_036672729.1|DSUZ, LOC108015935|XP_036674215.1|DSUZ
OG0002595	LOC6631149|XP_032294836.1|DVIR	LOC108014138|XP_036672787.1|DSUZ
OG0002596	LOC6633125|XP_032289559.1|DVIR	LOC108014904|XP_036674436.1|DSUZ, LOC118877578|XP_036672727.1|DSUZ
OG0002597	LOC6633090|XP_002056273.1|DVIR	LOC108006767|XP_036675695.1|DSUZ, LOC118877974|XP_036674773.1|DSUZ
OG0002598	LOC6635161|XP_032289352.1|DVIR	LOC108005593|XP_036673027.1|DSUZ, LOC108005608|XP_036678016.1|DSUZ
OG0002599	LOC6635268|XP_032289863.1|DVIR	LOC108010603|XP_016930983.1|DSUZ
OG0002600	LOC6625917|XP_032292514.1|DVIR	LOC108009515|XP_016929423.1|DSUZ
OG0002601	LOC6635018|XP_032295288.1|DVIR	LOC108013845|XP_036672769.1|DSUZ, LOC118878049|XP_036675114.1|DSUZ
OG0002602	LOC6629687|XP_002053985.1|DVIR	LOC118876791|XP_036678217.1|DSUZ, LOC108007633|XP_016926832.1|DSUZ
OG0002603	LOC6633172|XP_002056154.2|DVIR	LOC108016473|XP_036675427.1|DSUZ
OG0002604	LOC6633169|XP_002056151.1|DVIR	LOC108019301|XP_016942610.2|DSUZ
OG0002605	LOC6635076|XP_002058722.2|DVIR	LOC118877583|XP_036672746.1|DSUZ
OG0002606	LOC6634999|XP_032294889.1|DVIR	LOC118877607|XP_036672832.1|DSUZ, LOC108017542|XP_036674701.1|DSUZ
OG0002607	LOC6634997|XP_002058510.1|DVIR	LOC118878083|XP_036675244.1|DSUZ, LOC108014879|XP_036672810.1|DSUZ
OG0002608	LOC6629862|XP_002053339.2|DVIR	LOC108014839|XP_016936534.2|DSUZ
