Orthogroup	DVIR.longest_only	DERE.longest_only
OG0001867	LOC6623883|XP_002046829.1|DVIR	LOC6546442|XP_001972928.1|DERE
OG0001868	LOC6628004|XP_002051410.2|DVIR	LOC6548794|XP_001974051.2|DERE
OG0001869	LOC6635141|XP_002058378.2|DVIR	LOC6553487|XP_015010366.1|DERE
OG0001870	LOC6636048|XP_002059575.1|DVIR	LOC6551196|XP_001977030.1|DERE
OG0001871	LOC6634744|XP_002058192.1|DVIR	LOC6551365|XP_001977110.3|DERE
OG0001872	LOC6629499|XP_002054519.1|DVIR	LOC6555285|XP_026835075.1|DERE
OG0001873	LOC6634973|XP_015024816.1|DVIR	LOC6552018|XP_001978783.1|DERE
OG0001874	LOC6636736|XP_002060211.1|DVIR	LOC6555444|XP_001981888.1|DERE
OG0001875	LOC6630198|XP_032296221.1|DVIR	LOC6555123|XP_026839514.1|DERE
OG0001876	LOC6626360|XP_032292439.1|DVIR	LOC6550652|XP_001978042.1|DERE
OG0001877	LOC6632027|XP_002055017.1|DVIR	LOC6551236|XP_001976738.1|DERE
OG0001878	LOC6632250|XP_002056079.1|DVIR	LOC6553582|XP_001980278.1|DERE
OG0001879	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR	LOC6555321|XP_001981882.2|DERE
OG0001880	LOC6631180|XP_002053235.1|DVIR	LOC6553901|XP_026834374.1|DERE
OG0001881	LOC6634930|XP_002058441.1|DVIR	LOC6553618|XP_001979276.1|DERE
OG0001882	LOC6630847|XP_002053929.1|DVIR	LOC6554902|XP_026839589.1|DERE
OG0001883	LOC6630823|XP_015026855.1|DVIR	LOC6554779|XP_015009332.1|DERE
OG0001884	LOC6629741|XP_002054145.1|DVIR	LOC6553450|XP_001979377.1|DERE
OG0001885	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR	LOC6542763|XP_001969777.1|DERE
OG0001886	LOC6629593|XP_002053000.1|DVIR	LOC113563738|XP_026831723.1|DERE, LOC6552307|XP_001980832.1|DERE
OG0001887	LOC6626745|XP_002049308.1|DVIR	LOC6547282|XP_001976149.1|DERE
OG0001888	LOC6632956|XP_002056573.1|DVIR	LOC6552381|XP_001978899.2|DERE
OG0001889	LOC6631540|XP_002055064.1|DVIR	LOC6549901|XP_001977377.1|DERE
OG0001890	LOC6624456|XP_002047611.1|DVIR	LOC6545882|XP_026832634.1|DERE
OG0001891	LOC6630380|XP_032295643.1|DVIR	LOC6553768|XP_015009666.1|DERE
OG0001892	LOC6628853|XP_002051239.2|DVIR	LOC26527112|XP_026832226.1|DERE, LOC26526220|XP_015014243.1|DERE
OG0001893	LOC6633062|XP_002055951.1|DVIR	LOC6554639|XP_001981570.1|DERE
OG0001894	LOC6635922|XP_002059362.1|DVIR	LOC6542209|XP_026835480.1|DERE
OG0001895	LOC6636233|XP_002059747.2|DVIR	LOC6555839|XP_026839014.1|DERE
OG0001896	LOC26531476|XP_032289175.1|DVIR	LOC26526941|XP_026838632.1|DERE
OG0001897	LOC6630568|XP_002054385.1|DVIR	LOC6551948|XP_015009964.1|DERE
OG0001898	LOC6633845|XP_002057197.1|DVIR	LOC6550824|XP_001978082.1|DERE
OG0001899	LOC6635016|XP_032294826.1|DVIR	LOC6554090|XP_026831810.1|DERE
OG0001900	LOC6622825|XP_002047546.1|DVIR	LOC6545344|XP_001973359.2|DERE
OG0001901	LOC6627289|XP_032294122.1|DVIR	LOC6540888|XP_015014889.1|DERE
OG0001903	LOC6634914|XP_002058674.2|DVIR	LOC6552113|XP_015009532.2|DERE
OG0001904	LOC6632940|XP_002056127.2|DVIR	LOC6554177|XP_001981487.1|DERE
OG0001905	LOC6626283|XP_032293097.1|DVIR	LOC6551436|XP_001977143.1|DERE
OG0001906	LOC6632312|XP_032289778.1|DVIR	LOC6553512|XP_026833130.1|DERE
OG0001907	LOC6636667|XP_032295789.1|DVIR	LOC6550503|XP_001977968.2|DERE
OG0001908	LOC6633216|XP_002055981.1|DVIR	LOC6554390|XP_001981513.1|DERE
OG0001909	LOC6632123|XP_002055261.1|DVIR	LOC6549717|XP_026838315.1|DERE
OG0001910	LOC6632727|XP_002056050.1|DVIR	LOC6552043|XP_001980719.1|DERE
OG0001911	LOC6629987|XP_015027658.1|DVIR	LOC6552660|XP_015010221.1|DERE
OG0001912	LOC6626582|XP_002049695.2|DVIR	LOC6549029|XP_001975538.1|DERE
OG0001913	LOC6627779|XP_002052018.1|DVIR	LOC6542323|XP_001969933.1|DERE
OG0001914	LOC6632225|XP_032288800.1|DVIR	LOC6554949|XP_026837208.1|DERE
OG0001915	LOC6623134|XP_032290356.1|DVIR	LOC6546483|XP_001971252.1|DERE
OG0001916	LOC6626949|XP_015029030.1|DVIR	LOC6547127|XP_026835743.1|DERE
OG0001917	LOC6624259|XP_002047159.2|DVIR	LOC6543837|XP_026833808.1|DERE
OG0001918	LOC6622066|XP_002047081.2|DVIR	LOC6543893|XP_001971888.2|DERE
OG0001919	LOC6625344|XP_002050426.1|DVIR	LOC6548815|XP_001975495.1|DERE
OG0001920	LOC6631186|XP_002053241.1|DVIR	LOC6545470|XP_026832564.1|DERE
OG0001921	LOC6635342|XP_002058869.1|DVIR	LOC6549640|XP_001975758.1|DERE
OG0001922	LOC6636374|XP_002059903.1|DVIR	LOC6547370|XP_015012632.1|DERE
OG0001923	LOC6624146|XP_032290475.1|DVIR	LOC6543875|XP_026832319.1|DERE
OG0001924	LOC6629175|XP_032294253.1|DVIR	LOC6541787|XP_001970931.1|DERE
OG0001925	LOC6624356|XP_002046938.1|DVIR	LOC6544046|XP_001971970.1|DERE
OG0001926	LOC26531907|XP_032290167.1|DVIR	LOC6545661|XP_001971665.1|DERE
OG0001927	LOC6626539|XP_002050749.1|DVIR	LOC6546545|XP_026835846.1|DERE
OG0001928	LOC6623265|XP_032290171.1|DVIR	LOC6543578|XP_015013915.1|DERE
OG0001929	LOC6624086|XP_032291330.1|DVIR	LOC6546340|XP_026833368.1|DERE
OG0001930	LOC6625194|XP_002048747.2|DVIR	LOC6547013|XP_001974700.2|DERE
OG0001931	LOC6623813|XP_032291040.1|DVIR	LOC6544037|XP_026832822.1|DERE
OG0001932	LOC6623786|XP_002047365.1|DVIR	LOC6544036|XP_026832819.1|DERE
OG0001933	LOC6626854|XP_002050088.1|DVIR	LOC6548089|XP_001975205.1|DERE, LOC6546706|XP_001974522.1|DERE
OG0001934	LOC6623856|XP_002047841.1|DVIR	LOC6546186|XP_001972279.1|DERE
OG0001935	LOC6623638|XP_002046186.2|DVIR	LOC6544839|XP_001973199.1|DERE
OG0001937	LOC6636473|XP_002059922.2|DVIR	LOC6548933|XP_026835890.1|DERE
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	LOC6547277|XP_001976100.1|DERE
OG0001939	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR	LOC6547645|XP_001974979.1|DERE
OG0001940	LOC26531019|XP_032292582.1|DVIR	LOC6542951|XP_015014603.1|DERE
OG0001941	LOC6631184|XP_015027223.1|DVIR	LOC6545425|XP_026833440.1|DERE
OG0001942	LOC6635955|XP_002059397.2|DVIR	LOC6542426|XP_001970714.3|DERE
OG0001943	LOC6623341|XP_002046189.1|DVIR	LOC6544739|XP_001973201.1|DERE
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	LOC6544643|XP_026833781.1|DERE
OG0001945	LOC6635919|XP_002059359.3|DVIR	LOC6540979|XP_026835476.1|DERE
OG0001946	LOC6626501|XP_002050870.1|DVIR	LOC6541267|XP_001970611.1|DERE
OG0001947	LOC6626615|XP_002050599.1|DVIR	LOC6546661|XP_026835875.1|DERE
OG0001948	LOC6622360|XP_002047720.1|DVIR	LOC6550118|XP_001977655.1|DERE
OG0001949	LOC6623797|XP_032290625.1|DVIR	LOC6546274|XP_026832991.1|DERE
OG0001950	LOC6630671|XP_032295217.1|DVIR	LOC6552808|XP_026839869.1|DERE
OG0001951	LOC6626511|XP_032292583.1|DVIR	LOC6547363|XP_001976285.3|DERE
OG0001952	LOC6626111|XP_002050024.1|DVIR	LOC6542670|XP_001970865.2|DERE
OG0001953	LOC6636370|XP_032292427.1|DVIR	LOC6548022|XP_026836709.1|DERE
OG0001954	LOC6627056|XP_002050512.2|DVIR	LOC6542182|XP_026835604.1|DERE
OG0001955	LOC6626572|XP_002050551.1|DVIR	LOC6547456|XP_001976205.1|DERE
OG0001956	LOC6624021|XP_002048311.3|DVIR	LOC6544158|XP_001971384.3|DERE
OG0001957	LOC6626358|XP_002050861.1|DVIR	LOC6547858|XP_026836524.1|DERE
OG0001958	LOC6624884|XP_032291947.1|DVIR	LOC6546931|XP_026836294.1|DERE
OG0001959	LOC6624711|XP_002048130.3|DVIR	LOC6544550|XP_001973472.1|DERE
OG0001960	LOC6622927|XP_032291068.1|DVIR	LOC6545669|XP_001971144.1|DERE
OG0001961	LOC6627254|XP_015029602.1|DVIR	LOC6548577|XP_015012699.1|DERE
OG0001962	LOC6635923|XP_032292197.1|DVIR	LOC6542604|XP_026835478.1|DERE
OG0001963	LOC6622663|XP_002047023.1|DVIR	LOC6543632|XP_001973012.1|DERE
OG0001964	LOC6622277|XP_002046649.2|DVIR	LOC6544577|XP_001971456.1|DERE
OG0001965	LOC6623540|XP_002047328.2|DVIR	LOC6545432|XP_001972121.2|DERE
OG0001966	LOC6630544|XP_002054415.1|DVIR	LOC6552242|XP_001979754.1|DERE
OG0001967	LOC6625387|XP_002050304.1|DVIR	LOC6547670|XP_026836670.1|DERE
OG0001968	LOC6623937|XP_002046279.1|DVIR	LOC6543549|XP_001972302.1|DERE
OG0001969	LOC6625261|XP_002050690.1|DVIR	LOC6543021|XP_001970613.1|DERE
OG0001970	LOC6625600|XP_002050260.1|DVIR	LOC6547340|XP_001976293.1|DERE
OG0001971	LOC6626723|XP_032293156.1|DVIR	LOC6547261|XP_001974868.2|DERE
OG0001972	LOC6626123|XP_002050030.1|DVIR	LOC6541127|XP_001970841.1|DERE
OG0001973	LOC6627053|XP_015030141.1|DVIR	LOC6547796|XP_015012645.1|DERE
OG0001974	LOC6625696|XP_002048846.2|DVIR	LOC6540756|XP_001970327.1|DERE
OG0001975	LOC6623862|XP_002047408.1|DVIR	LOC6546526|XP_001971261.1|DERE
OG0001976	LOC6626906|XP_002050966.1|DVIR	LOC6546898|XP_001975977.1|DERE
OG0001977	LOC6627449|XP_032293907.1|DVIR	LOC6542181|XP_026835450.1|DERE
OG0001978	LOC6628402|XP_032294042.1|DVIR	LOC6549192|XP_001974411.1|DERE
OG0001979	LOC6623792|XP_002048622.1|DVIR, LOC6628450|XP_002051653.1|DVIR	LOC6541858|XP_001970202.1|DERE
OG0001980	LOC6635756|XP_002059113.1|DVIR	LOC6542153|XP_001968113.1|DERE
OG0001981	LOC6628102|XP_032294392.1|DVIR	LOC6540697|XP_026835125.1|DERE, LOC113563686|XP_026835614.1|DERE
OG0001982	LOC6629007|XP_002051276.2|DVIR	LOC26526885|XP_015012874.1|DERE
OG0001983	LOC26531357|XP_032288987.1|DVIR	LOC26526860|XP_026832205.1|DERE
OG0001984	LOC6628168|XP_002051464.2|DVIR	LOC6543524|XP_026834820.1|DERE
OG0001985	LOC6634040|XP_032293613.1|DVIR	LOC6540854|XP_026834438.1|DERE
OG0001986	LOC6628175|XP_002051445.1|DVIR	LOC6541601|XP_001970064.1|DERE
OG0001987	LOC6633394|XP_032289114.1|DVIR	LOC6555801|XP_026838871.1|DERE
OG0001988	LOC6625855|XP_002050111.1|DVIR	LOC6548147|XP_026837112.1|DERE
OG0001989	LOC6628311|XP_002052865.1|DVIR	LOC6543488|XP_001968209.3|DERE
OG0001990	LOC6627818|XP_002051143.2|DVIR	LOC6542403|XP_026834918.1|DERE
OG0001991	LOC6629075|XP_032294338.1|DVIR	LOC26526371|XP_015012792.2|DERE
OG0001992	LOC6627897|XP_032294616.1|DVIR	LOC6541163|XP_001969755.2|DERE
OG0001993	LOC6634213|XP_002057806.1|DVIR	LOC6540948|XP_001970021.1|DERE
OG0001994	LOC6629688|XP_015027572.1|DVIR	LOC6553688|XP_026838400.1|DERE
OG0001995	LOC6634297|XP_002057449.1|DVIR	LOC6549285|XP_001974247.1|DERE
OG0001996	LOC6628189|XP_032294003.1|DVIR	LOC6540587|XP_026834961.1|DERE
OG0001997	LOC6626236|XP_002048860.1|DVIR	LOC6548446|XP_001976664.1|DERE
OG0001998	LOC6626332|XP_032291752.1|DVIR	LOC6548448|XP_001976666.2|DERE
OG0001999	LOC6627059|XP_015029165.1|DVIR	LOC6541288|XP_026834066.1|DERE
OG0002000	LOC6627761|XP_002052650.1|DVIR	LOC6543460|XP_001970281.1|DERE
OG0002001	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR	LOC6549431|XP_001974402.3|DERE
OG0002002	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR	LOC6546547|XP_001975912.1|DERE
OG0002003	LOC6633984|XP_002057848.1|DVIR	LOC6542328|XP_026835174.1|DERE
OG0002004	LOC6628214|XP_015028608.1|DVIR	LOC6549251|XP_015012082.1|DERE
OG0002005	LOC6633901|XP_015025296.2|DVIR	LOC6543308|XP_015015081.1|DERE
OG0002006	LOC6628358|XP_032294603.1|DVIR	LOC6541088|XP_026834720.1|DERE
OG0002007	LOC6628906|XP_002051550.1|DVIR	LOC6543494|XP_015014537.1|DERE
OG0002008	LOC6636271|XP_032290159.1|DVIR	LOC6555836|XP_015008684.1|DERE
OG0002009	LOC6624883|XP_032292330.1|DVIR	LOC6547402|XP_001976310.1|DERE
OG0002010	LOC6633986|XP_002057850.1|DVIR	LOC6542324|XP_001969250.1|DERE
OG0002011	LOC6634004|XP_002057825.3|DVIR	LOC6548911|XP_001974178.1|DERE
OG0002012	LOC6627349|XP_002052460.2|DVIR	LOC6540647|XP_001968782.3|DERE
OG0002013	LOC6634155|XP_032293567.1|DVIR	LOC6549374|XP_026836663.1|DERE
OG0002014	LOC6626383|XP_002050057.1|DVIR	LOC6547746|XP_001975000.1|DERE
OG0002015	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR	LOC6541683|XP_001970192.1|DERE
OG0002016	LOC6626610|XP_032292177.1|DVIR	LOC6540765|XP_001970387.1|DERE
OG0002017	LOC6629111|XP_032293893.1|DVIR	LOC6542987|XP_001969913.1|DERE
OG0002018	LOC6634214|XP_002057807.3|DVIR	LOC6540936|XP_001970022.1|DERE
OG0002019	LOC6628983|XP_032293990.1|DVIR	LOC6543049|XP_026834642.1|DERE
OG0002020	LOC6634183|XP_002057441.2|DVIR	LOC6549649|XP_001974254.1|DERE
OG0002021	LOC6625386|XP_002050303.2|DVIR	LOC113564316|XP_026836669.1|DERE, LOC6547669|XP_001975024.2|DERE
OG0002022	LOC6628404|XP_032294501.1|DVIR	LOC6548951|XP_001974074.3|DERE
OG0002023	LOC6632895|XP_002056195.1|DVIR	LOC6553738|XP_001980324.1|DERE
OG0002025	LOC6628942|XP_032293538.1|DVIR	LOC6542572|XP_001969837.1|DERE
OG0002026	LOC6622563|XP_002047703.2|DVIR	LOC6544287|XP_001973715.1|DERE
OG0002027	LOC6626290|XP_015029287.1|DVIR	LOC6546696|XP_026836760.1|DERE
OG0002028	LOC6626936|XP_032293080.1|DVIR	LOC6548011|XP_026836904.1|DERE
OG0002029	LOC6623931|XP_002047397.2|DVIR	LOC6544672|XP_001972009.1|DERE
OG0002030	LOC6625886|XP_002050357.1|DVIR	LOC6548563|XP_001976635.1|DERE
OG0002031	LOC6624786|XP_015029730.1|DVIR	LOC6549423|XP_015012399.1|DERE
OG0002032	LOC6629903|XP_002053401.1|DVIR	LOC6553543|XP_001979326.1|DERE
OG0002033	LOC6633486|XP_002057345.1|DVIR	LOC6551498|XP_001977193.1|DERE
OG0002034	LOC6634834|XP_002058015.3|DVIR	LOC6555570|XP_015008758.1|DERE
OG0002035	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR	LOC6552516|XP_001980941.2|DERE
OG0002036	LOC6630386|XP_015027037.2|DVIR	LOC6552210|XP_001980729.3|DERE
OG0002037	LOC6624342|XP_002046338.1|DVIR	LOC6543755|XP_001971873.1|DERE
OG0002038	LOC6629346|XP_002053262.1|DVIR	LOC6554000|XP_001979459.1|DERE
OG0002039	LOC26530948|XP_015027846.1|DVIR	LOC6544442|XP_001973812.1|DERE
OG0002040	LOC6629308|XP_032288888.1|DVIR	LOC26526448|XP_026839378.1|DERE
OG0002041	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR	LOC6542984|XP_026834008.1|DERE
OG0002042	LOC6632341|XP_002056409.1|DVIR	LOC6552662|XP_001979170.2|DERE
OG0002043	LOC6629647|XP_002053557.2|DVIR	LOC6552739|XP_001978983.1|DERE
OG0002044	LOC6633046|XP_002056269.1|DVIR	LOC6554890|XP_015009342.1|DERE
OG0002045	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR	LOC6552758|XP_001980947.3|DERE
OG0002046	LOC6634693|XP_002058304.1|DVIR	LOC6555830|XP_001982696.2|DERE
OG0002047	LOC6634675|XP_032296474.1|DVIR	LOC6550349|XP_026837573.1|DERE
OG0002048	LOC6632363|XP_002056724.2|DVIR	LOC6553982|XP_026834875.1|DERE
OG0002049	LOC6632287|XP_002056729.1|DVIR	LOC6553856|XP_001980560.1|DERE
OG0002050	LOC6629856|XP_032292860.1|DVIR	LOC6553106|XP_026832093.1|DERE
OG0002051	LOC26531904|XP_015030378.1|DVIR	LOC26526356|XP_015012787.1|DERE
OG0002052	LOC6623847|XP_002046229.1|DVIR	LOC6545320|XP_001973246.1|DERE
OG0002053	LOC6629603|XP_002054668.2|DVIR	LOC6552677|XP_001980916.3|DERE
OG0002054	LOC6632543|XP_002056186.1|DVIR	LOC6552782|XP_001978968.1|DERE
OG0002055	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR	LOC6553786|XP_001980485.1|DERE
OG0002056	LOC6622886|XP_002048169.1|DVIR	LOC6545308|XP_001972550.1|DERE
OG0002057	LOC6627975|XP_002051781.1|DVIR	LOC6542802|XP_001969966.1|DERE
OG0002058	LOC6623174|XP_002046124.1|DVIR	LOC6544828|XP_001970986.3|DERE
OG0002059	LOC6632616|XP_002056316.1|DVIR	LOC6554729|XP_001981792.1|DERE
OG0002060	LOC6626587|XP_002049766.1|DVIR	LOC6549079|XP_026836677.1|DERE
OG0002061	LOC6625739|XP_032291908.1|DVIR	LOC6548115|XP_026836395.1|DERE
OG0002062	LOC6634648|XP_002058299.3|DVIR	LOC6549952|XP_026837541.1|DERE
OG0002063	LOC6633540|XP_002057238.1|DVIR	LOC6551594|XP_001978459.1|DERE
OG0002064	LOC6634505|XP_015025097.1|DVIR	LOC6543638|XP_001971842.1|DERE
OG0002065	LOC6623715|XP_002047355.2|DVIR	LOC6546286|XP_026832377.1|DERE
OG0002066	LOC6630811|XP_015027417.1|DVIR	LOC6553151|XP_026831565.1|DERE
OG0002067	LOC6626937|XP_002049244.1|DVIR	LOC6548010|XP_001976473.1|DERE
OG0002068	LOC6625314|XP_002048757.1|DVIR	LOC6546635|XP_001974707.1|DERE
OG0002069	LOC6633275|XP_002057134.1|DVIR	LOC26526230|XP_015015476.1|DERE
OG0002070	LOC6630130|XP_002053682.1|DVIR	LOC6551927|XP_001980625.1|DERE
OG0002071	LOC6631122|XP_002054242.1|DVIR	LOC6554142|XP_001981901.1|DERE
OG0002072	LOC6626533|XP_002050657.1|DVIR	LOC6548778|XP_001975433.1|DERE
OG0002073	LOC6622626|XP_032290694.1|DVIR	LOC6545900|XP_015013114.1|DERE
OG0002074	LOC6626580|XP_002049693.1|DVIR	LOC6549033|XP_001975542.1|DERE
OG0002075	LOC26530442|XP_015028814.1|DVIR	LOC26526052|XP_015015441.1|DERE
OG0002076	LOC6626692|XP_032292959.1|DVIR	LOC6547356|XP_015012638.1|DERE
OG0002077	LOC6622532|XP_032291318.1|DVIR	LOC6545496|XP_015013609.1|DERE
OG0002078	LOC6625145|XP_002049554.1|DVIR	LOC6549270|XP_001975712.2|DERE
OG0002079	LOC6624462|XP_002048071.1|DVIR	LOC6545790|XP_001973440.1|DERE
OG0002080	LOC6625119|XP_002049499.1|DVIR	LOC6548274|XP_026837004.1|DERE
OG0002081	LOC6624784|XP_002049437.1|DVIR	LOC6547775|XP_001976570.1|DERE
OG0002082	LOC6625656|XP_032293288.1|DVIR	LOC6548500|XP_026835633.1|DERE
OG0002083	LOC6633873|XP_032296511.1|DVIR	LOC6555599|XP_026838356.1|DERE
OG0002084	LOC6625624|XP_002049068.1|DVIR	LOC6547763|XP_001976385.1|DERE
OG0002085	LOC6626264|XP_002050906.1|DVIR	LOC6548244|XP_026835765.1|DERE
OG0002086	LOC6626480|XP_002049074.1|DVIR	LOC6548200|XP_026837108.1|DERE
OG0002087	LOC26531396|XP_032289985.1|DVIR	LOC26526062|XP_026833953.1|DERE
OG0002088	LOC6624726|XP_015030511.1|DVIR	LOC6546054|XP_015014114.2|DERE
OG0002089	LOC6635359|XP_002058905.1|DVIR	LOC6542321|XP_001970421.1|DERE
OG0002090	LOC6624051|XP_002047469.1|DVIR	LOC6545372|XP_001972621.1|DERE
OG0002091	LOC6626001|XP_032293005.1|DVIR	LOC6548291|XP_001976576.2|DERE
OG0002092	LOC6623949|XP_032291244.1|DVIR	LOC6545401|XP_001973264.1|DERE
OG0002093	LOC6627267|XP_002049909.1|DVIR	LOC6548174|XP_001975157.2|DERE
OG0002094	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR	LOC6548207|XP_001976486.1|DERE
OG0002095	LOC6634544|XP_002058288.1|DVIR	LOC6550416|XP_001977801.1|DERE
OG0002096	LOC6626956|XP_032292980.1|DVIR	LOC6549535|XP_026837081.1|DERE
OG0002097	LOC6625109|XP_002049283.2|DVIR	LOC6541760|XP_001969175.2|DERE
OG0002098	LOC6624287|XP_015031432.1|DVIR	LOC6543924|XP_026833489.1|DERE
OG0002099	LOC6629885|XP_002054545.1|DVIR	LOC6552909|XP_001980972.1|DERE
OG0002100	LOC6623652|XP_002048244.3|DVIR	LOC6544345|XP_001973088.3|DERE
OG0002101	LOC6625848|XP_032292941.1|DVIR	LOC6542090|XP_026834055.1|DERE
OG0002102	LOC6626790|XP_002049829.2|DVIR	LOC6547599|XP_026836042.1|DERE
OG0002103	LOC6629840|XP_002054540.2|DVIR	LOC6552917|XP_001980980.1|DERE
OG0002106	LOC6629940|XP_002054368.2|DVIR	LOC6552965|XP_026838283.1|DERE
OG0002107	LOC6629238|XP_002052614.1|DVIR	LOC6542678|XP_001969925.1|DERE
OG0002108	LOC6630695|XP_002054402.2|DVIR	LOC6552347|XP_026831938.1|DERE
OG0002109	LOC6629275|XP_002052981.2|DVIR	LOC26526583|XP_015009388.1|DERE, LOC26526382|XP_015009378.1|DERE
OG0002110	LOC6628810|XP_002051233.2|DVIR	LOC6545253|XP_001973310.1|DERE, LOC6542923|XP_001969604.1|DERE
OG0002111	LOC116651459|XP_032293700.1|DVIR	LOC6542690|XP_001969242.1|DERE, LOC6542605|XP_001969243.1|DERE
OG0002112	LOC6629115|XP_015028760.2|DVIR	LOC6555987|XP_001982852.1|DERE
OG0002113	LOC6630550|XP_002054421.3|DVIR	LOC6552227|XP_001979748.1|DERE
OG0002114	LOC6633067|XP_002056139.2|DVIR	LOC6554366|XP_001981256.1|DERE, LOC6554367|XP_001981257.1|DERE
OG0002115	LOC26531333|XP_015030311.1|DVIR	LOC6547077|XP_015012350.1|DERE, LOC6547079|XP_026836646.1|DERE
OG0002117	LOC6635550|XP_002059097.1|DVIR	LOC6547657|XP_001974814.1|DERE
OG0002118	LOC26531314|XP_032296684.1|DVIR	LOC26527012|XP_026833152.1|DERE
OG0002119	LOC6631147|XP_015026969.1|DVIR	LOC6555447|XP_001981891.1|DERE
OG0002120	LOC6636209|XP_002059699.1|DVIR	LOC6555887|XP_026839276.1|DERE
OG0002121	LOC6634874|XP_032295296.1|DVIR	LOC6554872|XP_001981368.1|DERE
OG0002123	LOC6628453|XP_032294579.1|DVIR	LOC6542814|XP_001970199.2|DERE
OG0002124	LOC6635457|XP_002059059.2|DVIR	LOC6550132|XP_015010773.1|DERE
OG0002125	LOC6626451|XP_002049681.1|DVIR	LOC6548973|XP_001975556.1|DERE
OG0002126	LOC6622481|XP_015030519.1|DVIR	LOC6546122|XP_026833527.1|DERE
OG0002127	LOC6631364|XP_032296113.1|DVIR	LOC6549841|XP_001977572.1|DERE
OG0002128	LOC6635484|XP_032296156.1|DVIR	LOC6550252|XP_026838072.1|DERE
OG0002129	LOC6635015|XP_002058659.2|DVIR	LOC6554092|XP_001979604.2|DERE
OG0002130	LOC6634737|XP_032289213.1|DVIR	LOC6555639|XP_001982522.1|DERE
OG0002131	LOC6632912|XP_002056257.1|DVIR	LOC6551861|XP_001979658.3|DERE
OG0002132	LOC6634124|XP_002057725.1|DVIR	LOC6542598|XP_001969408.1|DERE
OG0002133	LOC6633868|XP_002056970.1|DVIR	LOC6551233|XP_001978345.1|DERE
OG0002134	LOC6634526|XP_002057955.1|DVIR	LOC6549771|XP_001977591.1|DERE
OG0002135	LOC6633633|XP_032296266.1|DVIR	LOC6551734|XP_026837371.1|DERE
OG0002136	LOC6633024|XP_002055941.1|DVIR	LOC6554434|XP_001981285.2|DERE
OG0002137	LOC6630771|XP_032294881.1|DVIR	LOC6555073|XP_015008887.1|DERE
OG0002138	LOC6633690|XP_002057007.1|DVIR	LOC6550218|XP_001977613.1|DERE
OG0002139	LOC6634723|XP_032289223.1|DVIR	LOC6550887|XP_026838017.1|DERE
OG0002140	LOC6636033|XP_032296209.1|DVIR	LOC6549893|XP_026838523.1|DERE
OG0002141	LOC6628236|XP_002051806.1|DVIR, LOC6635239|XP_002058767.1|DVIR	LOC6544507|XP_001973791.1|DERE
OG0002142	LOC116651839|XP_032294831.1|DVIR, LOC6631029|XP_002054120.1|DVIR	LOC6552136|XP_001978818.1|DERE
OG0002143	LOC6629068|XP_002051612.1|DVIR	LOC6543251|XP_026834047.1|DERE
OG0002144	LOC6636217|XP_002059718.2|DVIR	LOC6555846|XP_001982680.1|DERE
OG0002145	LOC6630186|XP_002053255.2|DVIR	LOC6553995|XP_001979454.1|DERE
OG0002146	LOC6633035|XP_002056062.1|DVIR	LOC6552147|XP_001978820.1|DERE
OG0002147	LOC6631667|XP_032295642.1|DVIR	LOC6551402|XP_001977221.3|DERE
OG0002148	LOC6636821|XP_002060303.1|DVIR	LOC6546049|XP_026833757.1|DERE
OG0002149	LOC6636273|XP_002059686.2|DVIR	LOC6555834|XP_026839056.1|DERE
OG0002150	LOC6634442|XP_002058057.1|DVIR	LOC6550705|XP_001978119.1|DERE
OG0002151	LOC6627819|XP_002051144.2|DVIR, LOC116651415|XP_032293610.1|DVIR	LOC6542949|XP_001969975.2|DERE
OG0002152	LOC6632813|XP_015026071.2|DVIR	LOC6551844|XP_001979641.3|DERE
OG0002153	LOC6632214|XP_002055882.1|DVIR	LOC6554595|XP_001981330.1|DERE
OG0002154	LOC6634683|XP_015025121.1|DVIR	LOC6555640|XP_015008794.1|DERE
OG0002155	LOC6629478|XP_002054093.1|DVIR	LOC6555127|XP_001981146.2|DERE
OG0002156	LOC6622839|XP_002047681.1|DVIR	LOC6544109|XP_001973764.1|DERE
OG0002157	LOC6632474|XP_002056175.1|DVIR	LOC6553629|XP_001980312.1|DERE
OG0002158	LOC6626071|XP_015029587.1|DVIR	LOC6546636|XP_001974708.1|DERE
