Orthogroup	DVIR.longest_only	DSUB.longest_only
OG0000537	LOC6624865|XP_002048884.1|DVIR	LOC117892217|XP_034654208.1|DSUB
OG0000538	LOC6627243|XP_032293171.1|DVIR	LOC117890197|XP_034650793.1|DSUB
OG0000538	LOC6626442|XP_002048910.1|DVIR	LOC117892301|XP_034654337.1|DSUB
OG0000539	LOC6630431|XP_002053472.1|DVIR	LOC117896547|XP_034660823.1|DSUB
OG0000539	LOC6630432|XP_002053473.1|DVIR	LOC117896548|XP_034660824.1|DSUB
OG0000540	LOC6628813|XP_002052063.2|DVIR	LOC117902489|XP_034669802.1|DSUB
OG0000541	LOC116651104|XP_032292843.1|DVIR, LOC6625444|XP_002050994.1|DVIR	LOC117890110|XP_034650670.1|DSUB
OG0000542	LOC6629822|XP_002053190.2|DVIR	LOC117899231|XP_034664995.1|DSUB
OG0000542	LOC6636224|XP_002059704.1|DVIR	LOC117902930|XP_034670418.1|DSUB
OG0000543	LOC116650893|XP_032291762.1|DVIR	LOC117896705|XP_034661053.1|DSUB
OG0000543	LOC6625811|XP_032292234.1|DVIR	LOC117891488|XP_034652860.1|DSUB
OG0000544	LOC6623918|XP_002046849.1|DVIR	LOC117893971|XP_034656666.1|DSUB
OG0000544	LOC6629813|XP_015027787.2|DVIR	LOC117899717|XP_034665827.1|DSUB
OG0000545	LOC6630498|XP_002054392.2|DVIR	LOC117899274|XP_034665066.1|DSUB
OG0000545	LOC6630500|XP_032295041.1|DVIR	LOC117897659|XP_034662534.1|DSUB
OG0000546	LOC6630668|XP_002054626.1|DVIR	LOC117896587|XP_034660900.1|DSUB
OG0000546	LOC6631674|XP_002055000.2|DVIR	LOC117889967|XP_034650424.1|DSUB
OG0000548	LOC6623890|XP_002048282.1|DVIR	LOC117893644|XP_034656221.1|DSUB
OG0000548	LOC6623834|XP_002048281.1|DVIR	LOC117893653|XP_034656234.1|DSUB
OG0000549	LOC6625577|XP_032292703.1|DVIR	LOC117891218|XP_034652453.1|DSUB
OG0000550	LOC6628699|XP_002052564.2|DVIR	LOC117895115|XP_034658412.1|DSUB
OG0000550	LOC6627337|XP_015028733.1|DVIR	LOC117901598|XP_034668305.1|DSUB
OG0000551	LOC6626650|XP_032292310.1|DVIR	LOC117890453|XP_034651181.1|DSUB
OG0000552	LOC6633174|XP_002056156.3|DVIR	LOC117898996|XP_034664630.1|DSUB
OG0000553	LOC6628600|XP_002051215.1|DVIR, LOC6628598|XP_002051213.1|DVIR	LOC117900146|XP_034666269.1|DSUB
OG0000554	LOC6630179|XP_002053848.1|DVIR	LOC117899047|XP_034664698.1|DSUB
OG0000554	LOC6635181|XP_015024948.1|DVIR	LOC117899049|XP_034664700.1|DSUB
OG0000555	LOC6622820|XP_002046479.1|DVIR	LOC117895286|XP_034658716.1|DSUB
OG0000555	LOC6636572|XP_002060075.1|DVIR	LOC117894224|XP_034657031.1|DSUB
OG0000556	LOC6632107|XP_002055630.1|DVIR	LOC117901224|XP_034667789.1|DSUB
OG0000556	LOC116650351|XP_032289692.1|DVIR, LOC6632769|XP_002056374.1|DVIR	LOC117897499|XP_034662280.1|DSUB
OG0000557	LOC6632354|XP_002056716.1|DVIR	LOC117896873|XP_034661293.1|DSUB
OG0000557	LOC6632351|XP_002056713.1|DVIR	LOC117898263|XP_034663407.1|DSUB
OG0000558	LOC6630981|XP_032293824.1|DVIR	LOC117896412|XP_034660619.1|DSUB
OG0000558	LOC6634655|XP_002058108.1|DVIR	LOC117903233|XP_034671024.1|DSUB
OG0000559	LOC6629320|XP_015027363.2|DVIR	LOC117897212|XP_034661807.1|DSUB
OG0000559	LOC6623453|XP_002048228.1|DVIR	LOC117893537|XP_034656076.1|DSUB
OG0000560	LOC6626207|XP_002049793.1|DVIR	LOC117889988|XP_034650462.1|DSUB
OG0000560	LOC6626206|XP_002049792.2|DVIR	LOC117889987|XP_034650461.1|DSUB
OG0000561	LOC6624584|XP_032290574.1|DVIR	LOC117894450|XP_034657439.1|DSUB
OG0000561	LOC6624695|XP_002047138.1|DVIR	LOC117894731|XP_034657816.1|DSUB
OG0000562	LOC6623156|XP_002048554.2|DVIR	LOC117893256|XP_034655712.1|DSUB
OG0000562	LOC6623351|XP_032289947.1|DVIR	LOC117895180|XP_034658534.1|DSUB
OG0000563	LOC26530531|XP_015031607.1|DVIR, LOC6622670|XP_002048450.3|DVIR, LOC26531346|XP_032290302.1|DVIR, LOC6622477|XP_002046658.2|DVIR, LOC6624654|XP_032290017.1|DVIR	LOC117893257|XP_034655716.1|DSUB
OG0000564	LOC6624240|XP_002047163.1|DVIR	LOC117893655|XP_034656237.1|DSUB
OG0000564	LOC6624554|XP_002047164.1|DVIR	LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
OG0000566	LOC6632256|XP_032288773.1|DVIR	LOC117899129|XP_034664813.1|DSUB
OG0000566	LOC6623669|XP_002047352.1|DVIR	LOC117893071|XP_034655377.1|DSUB
OG0000567	LOC6636176|XP_002059562.1|DVIR	LOC117889642|XP_034649997.1|DSUB
OG0000567	LOC6636174|XP_002059560.1|DVIR	LOC117889643|XP_034649998.1|DSUB
OG0000568	LOC6631928|XP_002055476.1|DVIR	LOC117898826|XP_034664387.1|DSUB
OG0000568	LOC6631030|XP_002054121.1|DVIR, LOC116651837|XP_032294829.1|DVIR	LOC117897751|XP_034662683.1|DSUB
OG0000569	LOC6630046|XP_002054565.1|DVIR	LOC117896961|XP_034661397.1|DSUB
OG0000569	LOC6635240|XP_002058768.2|DVIR	LOC117897571|XP_034662405.1|DSUB
OG0000570	LOC6630032|XP_002054023.1|DVIR	LOC117899079|XP_034664739.1|DSUB
OG0000570	LOC6630033|XP_002054024.1|DVIR	LOC117898942|XP_034664553.1|DSUB
OG0000571	LOC6631151|XP_032294888.1|DVIR	LOC117897446|XP_034662179.1|DSUB
OG0000571	LOC6631153|XP_032294980.1|DVIR	LOC117896912|XP_034661339.1|DSUB
OG0000572	LOC6632601|XP_002056213.1|DVIR	LOC117896508|XP_034660751.1|DSUB
OG0000572	LOC6632603|XP_015026062.1|DVIR	LOC117896459|XP_034660680.1|DSUB
OG0000573	LOC6636818|XP_032291501.1|DVIR	LOC117893063|XP_034655358.1|DSUB
OG0000573	LOC6635992|XP_002059310.1|DVIR	LOC117891216|XP_034652449.1|DSUB
OG0000574	LOC6622763|XP_002048466.1|DVIR, LOC116650414|XP_032289942.1|DVIR	LOC117893764|XP_034656395.1|DSUB
OG0000574	LOC6630188|XP_002053257.1|DVIR, LOC6630191|XP_002053260.1|DVIR	LOC117897575|XP_034662418.1|DSUB
OG0000575	LOC6622916|XP_002048160.1|DVIR	LOC117894302|XP_034657158.1|DSUB
OG0000575	LOC6622282|XP_032290785.1|DVIR	LOC117895190|XP_034658559.1|DSUB
OG0000576	LOC6632334|XP_002056402.1|DVIR	LOC117898098|XP_034663169.1|DSUB
OG0000577	LOC6628776|XP_002052767.1|DVIR	LOC117902259|XP_034669408.1|DSUB
OG0000577	LOC6635695|XP_002059268.1|DVIR	LOC117902660|XP_034670079.1|DSUB
OG0000578	LOC6628435|XP_002052043.2|DVIR	LOC117900003|XP_034666068.1|DSUB
OG0000578	LOC6627138|XP_015029764.1|DVIR	LOC117890379|XP_034651068.1|DSUB
OG0000579	LOC6629669|XP_002054763.1|DVIR	LOC117896769|XP_034661137.1|DSUB
OG0000579	LOC116650465|XP_032290021.1|DVIR, LOC6622618|XP_002048443.2|DVIR	LOC117895766|XP_034659531.1|DSUB
OG0000580	LOC6630134|XP_032292974.1|DVIR	LOC117899778|XP_034665941.1|DSUB
OG0000580	LOC6630133|XP_002053685.1|DVIR	LOC117899779|XP_034665942.1|DSUB
OG0000581	LOC6632870|XP_015026169.1|DVIR	LOC117897689|XP_034662599.1|DSUB
OG0000581	LOC6631413|XP_002055422.1|DVIR	LOC117892987|XP_034655268.1|DSUB
OG0000582	LOC6624467|XP_002047912.1|DVIR	LOC117893420|XP_034655926.1|DSUB
OG0000582	LOC6625273|XP_015029744.1|DVIR	LOC117892553|XP_034654754.1|DSUB
OG0000583	LOC6625576|XP_002048837.2|DVIR	LOC117891055|XP_034652118.1|DSUB
OG0000583	LOC6626034|XP_002050801.1|DVIR	LOC117891598|XP_034653020.1|DSUB
OG0000584	LOC6627628|XP_002051094.1|DVIR	LOC117900576|XP_034666877.1|DSUB
OG0000584	LOC6627627|XP_002051093.1|DVIR	LOC117891595|XP_034653018.1|DSUB, LOC117900361|XP_034666601.1|DSUB
OG0000585	LOC116650607|XP_032290606.1|DVIR, LOC116650610|XP_032290624.1|DVIR	LOC117893797|XP_034656433.1|DSUB, LOC117893611|XP_034656179.1|DSUB
OG0000586	LOC26530667|XP_015030233.1|DVIR	LOC117890147|XP_034650727.1|DSUB
OG0000586	LOC6625149|XP_002048923.2|DVIR, LOC116651292|XP_032293337.1|DVIR, LOC6624991|XP_002048922.2|DVIR	LOC117889930|XP_034650349.1|DSUB
OG0000589	LOC6631894|XP_002055034.2|DVIR	LOC117894262|XP_034657111.1|DSUB
OG0000590	LOC6630308|XP_002053725.1|DVIR	LOC117899643|XP_034665710.1|DSUB
OG0000590	LOC6634718|XP_002058317.1|DVIR	LOC117897370|XP_034662063.1|DSUB
OG0000592	LOC6626982|XP_002048799.1|DVIR	LOC117890975|XP_034652004.1|DSUB
OG0000592	LOC6624800|XP_002050194.1|DVIR	LOC117891576|XP_034652991.1|DSUB
OG0000593	LOC6628963|XP_002051568.1|DVIR	LOC117896778|XP_034661145.1|DSUB
OG0000593	LOC6624835|XP_002049543.1|DVIR	LOC117903075|XP_034670764.1|DSUB
OG0000594	LOC6634953|XP_002058587.1|DVIR	LOC117896295|XP_034660407.1|DSUB
OG0000594	LOC6632355|XP_002056717.1|DVIR	LOC117898096|XP_034663166.1|DSUB
OG0000595	LOC6630586|XP_032289864.1|DVIR	LOC117899688|XP_034665772.1|DSUB
OG0000595	LOC6630296|XP_015026982.1|DVIR	LOC117896796|XP_034661183.1|DSUB
OG0000596	LOC6635560|XP_002059034.1|DVIR	LOC117903345|XP_034671185.1|DSUB
OG0000596	LOC6629732|XP_002053608.1|DVIR	LOC117899582|XP_034665589.1|DSUB
OG0000597	LOC6630718|XP_002054211.2|DVIR	LOC117897082|XP_034661611.1|DSUB
OG0000598	LOC116650343|XP_032289640.1|DVIR, LOC116650342|XP_032289639.1|DVIR, LOC6637006|XP_002060432.1|DVIR, LOC116650341|XP_032289638.1|DVIR, LOC6632412|XP_002056208.1|DVIR, LOC116650340|XP_032289637.1|DVIR, LOC116650344|XP_032289641.1|DVIR, LOC6637005|XP_002060433.1|DVIR	LOC117896003|XP_034659890.1|DSUB
OG0000599	LOC6623420|XP_032290825.1|DVIR	LOC117893545|XP_034656087.1|DSUB
OG0000600	LOC6626195|XP_015029588.1|DVIR	LOC117890088|XP_034650637.1|DSUB
OG0000600	LOC6626193|XP_032292616.1|DVIR	LOC117890940|XP_034651965.1|DSUB
OG0000601	LOC6627739|XP_032293387.1|DVIR	LOC117900886|XP_034667306.1|DSUB
OG0000601	LOC6629244|XP_002051268.1|DVIR	LOC117902109|XP_034669108.1|DSUB
OG0000602	LOC6634357|XP_002057698.1|DVIR	LOC117901788|XP_034668589.1|DSUB
OG0000602	LOC6634356|XP_002057697.1|DVIR	LOC117901833|XP_034668657.1|DSUB
OG0000603	LOC6627674|XP_015028287.1|DVIR	LOC117902791|XP_034670297.1|DSUB
OG0000604	LOC6635771|XP_002059167.1|DVIR	LOC117900813|XP_034667195.1|DSUB
OG0000604	LOC6628990|XP_002052121.1|DVIR	LOC117900814|XP_034667198.1|DSUB
OG0000605	LOC6628405|XP_002052048.1|DVIR	LOC117900080|XP_034666175.1|DSUB
OG0000606	LOC6635162|XP_002058364.2|DVIR	LOC117895970|XP_034659820.1|DSUB
OG0000607	LOC6630520|XP_002054019.1|DVIR	LOC117897649|XP_034662515.1|DSUB
OG0000607	LOC6631064|XP_002054908.1|DVIR	LOC117898354|XP_034663578.1|DSUB
OG0000608	LOC6630256|XP_002053415.1|DVIR	LOC117898179|XP_034663278.1|DSUB
OG0000608	LOC6630016|XP_032289990.1|DVIR	LOC117895953|XP_034659794.1|DSUB
OG0000609	LOC6627620|XP_032294277.1|DVIR	LOC117903710|XP_034671947.1|DSUB
OG0000610	LOC6622538|XP_002047597.2|DVIR	LOC117894067|XP_034656810.1|DSUB
OG0000610	LOC6626883|XP_002049720.1|DVIR	LOC117890436|XP_034651157.1|DSUB
OG0000611	LOC6626382|XP_002050056.2|DVIR	LOC117891655|XP_034653098.1|DSUB
OG0000611	LOC6626840|XP_002050842.1|DVIR	LOC117889862|XP_034650255.1|DSUB
OG0000612	LOC6622223|XP_032290290.1|DVIR	LOC117895884|XP_034659778.1|DSUB, LOC117895882|XP_034659773.1|DSUB
OG0000614	LOC6632126|XP_015026494.1|DVIR	LOC117903898|XP_034672292.1|DSUB
OG0000615	LOC6635437|XP_002059073.1|DVIR	LOC117893503|XP_034656032.1|DSUB
OG0000615	LOC6630045|XP_002054564.1|DVIR	LOC117898117|XP_034663196.1|DSUB
OG0000616	LOC6635429|XP_032295867.1|DVIR	LOC117903577|XP_034671686.1|DSUB
OG0000617	LOC6632303|XP_002055992.2|DVIR	LOC117896190|XP_034660171.1|DSUB
OG0000617	LOC6630252|XP_002053766.1|DVIR	LOC117899355|XP_034665218.1|DSUB
OG0000618	LOC6630412|XP_032295330.1|DVIR	LOC117899697|XP_034665791.1|DSUB
OG0000618	LOC6624340|XP_002047461.1|DVIR	LOC117893094|XP_034655415.1|DSUB
OG0000619	LOC6626912|XP_002050287.1|DVIR	LOC117892470|XP_034654614.1|DSUB
OG0000620	LOC6631382|XP_002055654.1|DVIR	LOC117903415|XP_034671321.1|DSUB
OG0000620	LOC6623141|XP_032290550.1|DVIR	LOC117894480|XP_034657473.1|DSUB
OG0000621	LOC6630395|XP_002054003.1|DVIR	LOC117896275|XP_034660368.1|DSUB, LOC117900158|XP_034666293.1|DSUB
OG0000621	LOC6634637|XP_002058036.1|DVIR	LOC117903506|XP_034671478.1|DSUB
OG0000622	LOC6623617|XP_002047341.2|DVIR	LOC117894660|XP_034657725.1|DSUB
OG0000622	LOC6623494|XP_002046161.3|DVIR	LOC117894157|XP_034656945.1|DSUB
OG0000623	LOC6622165|XP_002047042.1|DVIR	LOC117894704|XP_034657778.1|DSUB
OG0000623	LOC6622534|XP_002046659.1|DVIR	LOC117895609|XP_034659248.1|DSUB
OG0000624	LOC6625310|XP_002048753.1|DVIR	LOC117891636|XP_034653073.1|DSUB
OG0000625	LOC6624701|XP_032291163.1|DVIR	LOC117895500|XP_034659087.1|DSUB
OG0000625	LOC6624688|XP_002047191.1|DVIR	LOC117895518|XP_034659113.1|DSUB
OG0000626	LOC6625417|XP_002049293.1|DVIR	LOC117890396|XP_034651091.1|DSUB
OG0000626	LOC6636359|XP_032292058.1|DVIR	LOC117889978|XP_034650450.1|DSUB
OG0000627	LOC6623882|XP_032290691.1|DVIR	LOC117894438|XP_034657395.1|DSUB
OG0000627	LOC6633255|XP_002056879.1|DVIR	LOC117901467|XP_034668124.1|DSUB
OG0000628	LOC6628589|XP_002051482.1|DVIR	LOC117901964|XP_034668835.1|DSUB
OG0000628	LOC6636641|XP_032289186.1|DVIR	LOC117901746|XP_034668524.1|DSUB
OG0000629	LOC6630322|XP_002053432.1|DVIR	LOC117898001|XP_034663020.1|DSUB
OG0000629	LOC6627470|XP_002052901.1|DVIR	LOC117902665|XP_034670086.1|DSUB
OG0000630	LOC6633920|XP_002057654.2|DVIR	LOC117900872|XP_034667287.1|DSUB
OG0000630	LOC6633915|XP_002057649.3|DVIR	LOC117901539|XP_034668220.1|DSUB
OG0000631	LOC26531502|XP_015028941.1|DVIR	LOC117900289|XP_034666492.1|DSUB
OG0000631	LOC6628492|XP_002051487.1|DVIR	LOC117900867|XP_034667283.1|DSUB
OG0000632	LOC6627477|XP_002052127.1|DVIR	LOC117900773|XP_034667145.1|DSUB
OG0000632	LOC6628210|XP_032294373.1|DVIR	LOC117902747|XP_034670224.1|DSUB
OG0000633	LOC6623694|XP_002048327.2|DVIR	LOC117894774|XP_034657890.1|DSUB
OG0000634	LOC6626570|XP_015029853.1|DVIR	LOC117890154|XP_034650736.1|DSUB
OG0000635	LOC6625322|XP_002049088.1|DVIR	LOC117891291|XP_034652575.1|DSUB
OG0000635	LOC6634716|XP_002058273.1|DVIR	LOC117894878|XP_034658036.1|DSUB
OG0000636	LOC6633917|XP_002057651.1|DVIR	LOC117900468|XP_034666739.1|DSUB
OG0000636	LOC6633918|XP_002057652.1|DVIR	LOC117900626|XP_034666946.1|DSUB
OG0000637	LOC6633434|XP_032296646.1|DVIR	LOC117890544|XP_034651363.1|DSUB
OG0000637	LOC6633438|XP_032296647.1|DVIR	LOC117902569|XP_034669910.1|DSUB
OG0000638	LOC6634774|XP_002058200.1|DVIR	LOC117900568|XP_034666870.1|DSUB
OG0000639	LOC6623349|XP_015030605.1|DVIR	LOC117895870|XP_034659736.1|DSUB
OG0000641	LOC6623752|XP_032290450.1|DVIR	LOC117901164|XP_034667706.1|DSUB, LOC117901066|XP_034667569.1|DSUB
OG0000643	LOC6629665|XP_002054759.1|DVIR	LOC117899258|XP_034665036.1|DSUB
OG0000644	LOC6623455|XP_002048587.1|DVIR	LOC117893633|XP_034656210.1|DSUB, LOC117893274|XP_034655731.1|DSUB
OG0000645	LOC6629018|XP_002052760.2|DVIR	LOC117900890|XP_034667312.1|DSUB
OG0000645	LOC6629017|XP_002052759.2|DVIR	LOC117900337|XP_034666567.1|DSUB
OG0000646	LOC6635146|XP_002058630.1|DVIR	LOC117896640|XP_034660977.1|DSUB
OG0000646	LOC6629691|XP_002053972.2|DVIR	LOC117897928|XP_034662904.1|DSUB
OG0000647	LOC6635117|XP_032294996.1|DVIR	LOC117898247|XP_034663383.1|DSUB
OG0000647	LOC6631833|XP_002055475.3|DVIR	LOC117898818|XP_034664375.1|DSUB
OG0000648	LOC6631502|XP_032295964.1|DVIR	LOC117899571|XP_034665575.1|DSUB
OG0000648	LOC6631521|XP_002055318.2|DVIR	LOC117899608|XP_034665632.1|DSUB
OG0000649	LOC6631834|XP_032295924.1|DVIR	LOC117895061|XP_034658335.1|DSUB
OG0000649	LOC6631836|XP_032295918.1|DVIR	LOC117895051|XP_034658324.1|DSUB
OG0000650	LOC6634857|XP_002058647.1|DVIR	LOC117897037|XP_034661509.1|DSUB
OG0000650	LOC6636238|XP_002059752.1|DVIR	LOC117902990|XP_034670595.1|DSUB
OG0000651	LOC6622724|XP_002047243.1|DVIR	LOC117894146|XP_034656931.1|DSUB
OG0000651	LOC6623116|XP_002047761.1|DVIR	LOC117892973|XP_034655204.1|DSUB
OG0000652	LOC6627088|XP_002048792.2|DVIR	LOC117891840|XP_034653481.1|DSUB
OG0000652	LOC6636055|XP_002059519.1|DVIR	LOC117902185|XP_034669254.1|DSUB
OG0000653	LOC6629841|XP_002054462.1|DVIR	LOC117898588|XP_034664023.1|DSUB, LOC117898585|XP_034664020.1|DSUB, LOC117898396|XP_034663645.1|DSUB
OG0000654	LOC6624668|XP_002046639.1|DVIR	LOC117895566|XP_034659173.1|DSUB
OG0000654	LOC6622753|XP_032290463.1|DVIR	LOC117894074|XP_034656821.1|DSUB
OG0000655	LOC6635982|XP_002059300.1|DVIR	LOC117892334|XP_034654377.1|DSUB
OG0000656	LOC6630900|XP_015027250.1|DVIR	LOC117899271|XP_034665060.1|DSUB
OG0000656	LOC6630899|XP_032289368.1|DVIR	LOC117899272|XP_034665061.1|DSUB
OG0000657	LOC6622084|XP_002046450.1|DVIR	LOC117893634|XP_034656211.1|DSUB
OG0000657	LOC6628261|XP_002052541.1|DVIR	LOC117902372|XP_034669579.1|DSUB
OG0000658	LOC6632073|XP_002055634.1|DVIR	LOC117903395|XP_034671272.1|DSUB
OG0000658	LOC6629810|XP_002054884.1|DVIR	LOC117898052|XP_034663104.1|DSUB
OG0000659	LOC6634105|XP_015025190.1|DVIR	LOC117902690|XP_034670123.1|DSUB
OG0000659	LOC6633913|XP_002057647.1|DVIR	LOC117901765|XP_034668546.1|DSUB
OG0000660	LOC6627856|XP_032294028.1|DVIR	LOC117901555|XP_034668243.1|DSUB
OG0000660	LOC6627857|XP_002052276.1|DVIR, LOC6627858|XP_002052277.1|DVIR	LOC117900614|XP_034666929.1|DSUB, LOC117900616|XP_034666931.1|DSUB, LOC117900615|XP_034666930.1|DSUB, LOC117891191|XP_034652418.1|DSUB, LOC117900617|XP_034666932.1|DSUB
OG0000661	LOC6624575|XP_002046398.1|DVIR, LOC116650124|XP_032289338.1|DVIR	LOC117893297|XP_034655763.1|DSUB
OG0000661	LOC6635679|XP_032294652.1|DVIR	LOC117902430|XP_034669689.1|DSUB
OG0000662	LOC6624548|XP_002046562.1|DVIR	LOC117894923|XP_034658118.1|DSUB
OG0000662	LOC6635590|XP_002059015.1|DVIR	LOC117890277|XP_034650932.1|DSUB
OG0000663	LOC6635856|XP_032291956.1|DVIR	LOC117891955|XP_034653705.1|DSUB
OG0000664	LOC6629188|XP_032293524.1|DVIR	LOC117896176|XP_034660150.1|DSUB
OG0000664	LOC6633562|XP_002057367.3|DVIR	LOC117889821|XP_034650195.1|DSUB
OG0000665	LOC6629680|XP_002053663.1|DVIR	LOC117898714|XP_034664222.1|DSUB
OG0000666	LOC6626484|XP_002049078.1|DVIR	LOC117891175|XP_034652390.1|DSUB
OG0000666	LOC26531342|XP_015026801.1|DVIR	LOC117903299|XP_034671122.1|DSUB
OG0000667	LOC6631496|XP_002055130.1|DVIR	LOC117903132|XP_034670855.1|DSUB
OG0000667	LOC6630131|XP_002053683.3|DVIR	LOC117899787|XP_034665953.1|DSUB
OG0000668	LOC6635250|XP_002058758.1|DVIR	LOC117897948|XP_034662939.1|DSUB
OG0000668	LOC6634841|XP_002058521.2|DVIR	LOC117896787|XP_034661175.1|DSUB
OG0000669	LOC6633764|XP_002056950.3|DVIR	LOC117903590|XP_034671706.1|DSUB
OG0000669	LOC6633763|XP_002056949.1|DVIR	LOC117903581|XP_034671695.1|DSUB
OG0000670	LOC6634401|XP_002058154.1|DVIR	LOC117900946|XP_034667445.1|DSUB
OG0000670	LOC6633297|XP_002057396.1|DVIR	LOC117903175|XP_034670911.1|DSUB
OG0000671	LOC6630872|XP_032295008.1|DVIR	LOC117897063|XP_034661550.1|DSUB
OG0000671	LOC6630906|XP_002054500.1|DVIR	LOC117897411|XP_034662129.1|DSUB
OG0000672	LOC6631428|XP_002055536.1|DVIR	LOC117889669|XP_034650023.1|DSUB
OG0000672	LOC6634580|XP_002058081.3|DVIR	LOC117898434|XP_034663721.1|DSUB
OG0000673	LOC6634553|XP_002057970.1|DVIR	LOC117898979|XP_034664614.1|DSUB
OG0000673	LOC6622139|XP_002047503.1|DVIR	LOC117895431|XP_034658972.1|DSUB
OG0000675	LOC6634477|XP_002058248.1|DVIR	LOC117901332|XP_034667931.1|DSUB
OG0000677	LOC6624369|XP_002047903.1|DVIR	LOC117893382|XP_034655868.1|DSUB
OG0000677	LOC6631871|XP_002055732.2|DVIR	LOC117889597|XP_034649899.1|DSUB
OG0000678	LOC6632487|XP_002055816.1|DVIR	LOC117899128|XP_034664811.1|DSUB
OG0000678	LOC6628366|XP_002052866.1|DVIR	LOC117900971|XP_034667446.1|DSUB
OG0000679	LOC6636723|XP_015023790.1|DVIR	LOC117903892|XP_034672285.1|DSUB
OG0000680	LOC6631973|XP_032295609.1|DVIR	LOC117899189|XP_034664946.1|DSUB
OG0000680	LOC6631974|XP_002055602.1|DVIR	LOC117891385|XP_034652721.1|DSUB
OG0000681	LOC6634946|XP_002058534.1|DVIR	LOC117896218|XP_034660243.1|DSUB
OG0000681	LOC6634750|XP_002058043.1|DVIR	LOC117897629|XP_034662530.1|DSUB
OG0000683	LOC6635150|XP_002058634.1|DVIR	LOC117897028|XP_034661496.1|DSUB
OG0000684	LOC6632344|XP_002056706.1|DVIR	LOC117898170|XP_034663270.1|DSUB
OG0000684	LOC6630608|XP_002054483.1|DVIR	LOC117899045|XP_034664695.1|DSUB
OG0000685	LOC6636027|XP_002059632.1|DVIR	LOC117894778|XP_034657898.1|DSUB
OG0000685	LOC6635198|XP_002058473.1|DVIR	LOC117899509|XP_034665451.1|DSUB
OG0000686	LOC6625717|XP_002050487.1|DVIR	LOC117890065|XP_034650595.1|DSUB
OG0000686	LOC6635611|XP_002058954.1|DVIR	LOC117903733|XP_034671978.1|DSUB
OG0000687	LOC6624055|XP_002047417.1|DVIR	LOC117895596|XP_034659237.1|DSUB
OG0000688	LOC6624959|XP_002050614.2|DVIR	LOC117890077|XP_034650622.1|DSUB
OG0000689	LOC6625592|XP_002051042.1|DVIR	LOC117891198|XP_034652425.1|DSUB
OG0000689	LOC6625591|XP_002051041.2|DVIR	LOC117891197|XP_034652423.1|DSUB
OG0000690	LOC6634484|XP_002058161.2|DVIR	LOC117902659|XP_034670082.1|DSUB
OG0000691	LOC6633947|XP_002057834.1|DVIR	LOC117902416|XP_034669658.1|DSUB
OG0000691	LOC6622887|XP_002048029.1|DVIR	LOC117893852|XP_034656511.1|DSUB
OG0000692	LOC6623904|XP_002046236.2|DVIR	LOC117894810|XP_034657936.1|DSUB
OG0000693	LOC6631519|XP_002055316.1|DVIR	LOC117900110|XP_034666228.1|DSUB
OG0000693	LOC6632647|XP_002056546.1|DVIR	LOC117896746|XP_034661103.1|DSUB
OG0000694	LOC6636119|XP_032295507.1|DVIR	LOC117898165|XP_034663269.1|DSUB
OG0000694	LOC6624566|XP_002048620.2|DVIR	LOC117893367|XP_034655851.1|DSUB
OG0000695	LOC6628693|XP_002051357.2|DVIR	LOC117902352|XP_034669554.1|DSUB
OG0000695	LOC6628286|XP_002051343.2|DVIR	LOC117902351|XP_034669553.1|DSUB
OG0000696	LOC6627790|XP_002052678.1|DVIR	LOC117902820|XP_034670337.1|DSUB
OG0000697	LOC6631964|XP_002055227.1|DVIR	LOC117903803|XP_034672129.1|DSUB
OG0000697	LOC6628247|XP_002051458.1|DVIR	LOC117901739|XP_034668516.1|DSUB
OG0000698	LOC6635714|XP_002059263.1|DVIR	LOC117900365|XP_034666604.1|DSUB
OG0000698	LOC6635692|XP_002059265.1|DVIR	LOC117901857|XP_034668702.1|DSUB
OG0000699	LOC6628820|XP_015028641.1|DVIR	LOC117900964|XP_034667430.1|DSUB
OG0000699	LOC6635163|XP_002058365.1|DVIR	LOC117898332|XP_034663546.1|DSUB
OG0000700	LOC6629052|XP_032294077.1|DVIR	LOC117901425|XP_034668053.1|DSUB
OG0000700	LOC6629117|XP_032294110.1|DVIR	LOC117901655|XP_034668384.1|DSUB
OG0000701	LOC6626970|XP_002048713.1|DVIR	LOC117890426|XP_034651137.1|DSUB
OG0000701	LOC6631921|XP_002055748.1|DVIR	LOC117895351|XP_034658827.1|DSUB
OG0000702	LOC116649748|XP_032296095.1|DVIR, LOC6632990|XP_002056491.2|DVIR	LOC117898915|XP_034664514.1|DSUB
OG0000702	LOC6632989|XP_015025826.2|DVIR	LOC117898913|XP_034664493.1|DSUB
OG0000703	LOC6634020|XP_002057863.1|DVIR	LOC117900709|XP_034667058.1|DSUB
OG0000703	LOC6625053|XP_002050587.1|DVIR	LOC117891886|XP_034653574.1|DSUB
OG0000704	LOC6632206|XP_032295827.1|DVIR	LOC117903571|XP_034671673.1|DSUB
OG0000704	LOC6631043|XP_002054217.1|DVIR	LOC117898114|XP_034663192.1|DSUB
OG0000705	LOC6622935|XP_015030722.1|DVIR	LOC117893955|XP_034656638.1|DSUB
OG0000706	LOC6627919|XP_002052794.3|DVIR	LOC117901849|XP_034668688.1|DSUB
