Orthogroup	DVIR.longest_only	AALB.longest_only
OG0000968	LOC6623806|XP_002046259.1|DVIR, LOC116650601|XP_032290582.1|DVIR, LOC6623986|XP_002046258.1|DVIR	LOC118464835|XP_035788404.1|AALB
OG0000969	LOC6626177|XP_002050162.1|DVIR	LOC118467288|XP_035793494.1|AALB
OG0000970	LOC6633180|XP_002055968.1|DVIR	LOC118459232|XP_035778322.1|AALB
OG0000971	LOC6629045|XP_002052191.2|DVIR	LOC118467673|XP_035794337.1|AALB, LOC118461168|XP_035782061.1|AALB
OG0000972	LOC6624445|XP_002046535.1|DVIR	LOC118457048|XP_035774189.1|AALB
OG0000974	LOC6623372|XP_002047777.1|DVIR	LOC118460056|XP_035779933.1|AALB, LOC118463138|XP_035785391.1|AALB
OG0000975	LOC6632293|XP_002056735.3|DVIR	LOC118461802|XP_035783438.1|AALB
OG0000976	LOC6630639|XP_002053637.2|DVIR	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB
OG0000977	LOC116651608|XP_032294243.1|DVIR, LOC6630275|XP_032294020.1|DVIR	LOC118468937|XP_035796163.1|AALB
OG0000978	LOC6630415|XP_002053290.1|DVIR	LOC118464760|XP_035788272.1|AALB
OG0000979	LOC6626268|XP_032292624.1|DVIR	LOC118459941|XP_035779710.1|AALB
OG0000988	LOC6625619|XP_032293310.1|DVIR, LOC6633589|XP_015025696.1|DVIR, LOC6633210|XP_002055975.1|DVIR, LOC6627863|XP_015028725.1|DVIR	LOC118465612|XP_035789882.1|AALB
OG0000990	LOC116652292|XP_032296491.1|DVIR, LOC6634419|XP_002058225.1|DVIR	LOC118461263|XP_035782289.1|AALB
OG0000991	LOC6629692|XP_002053973.2|DVIR	LOC118467778|XP_035794509.1|AALB
OG0000991	LOC6631787|XP_032295461.1|DVIR	LOC118460991|XP_035781709.1|AALB
OG0000992	LOC6631174|XP_002054304.1|DVIR	LOC118467370|XP_035793679.1|AALB
OG0000993	LOC6633168|XP_002056150.1|DVIR	LOC118458879|XP_035777722.1|AALB
OG0000994	LOC6634086|XP_002057506.1|DVIR	LOC118460068|XP_035779959.1|AALB
OG0000994	LOC6633639|XP_002056833.1|DVIR	LOC118460067|XP_035779957.1|AALB
OG0000995	LOC116651825|XP_032294795.1|DVIR, LOC6631774|XP_002055182.1|DVIR	LOC118467882|XP_035794687.1|AALB
OG0000996	LOC6635431|XP_002059067.1|DVIR, LOC6635959|XP_015024279.1|DVIR	LOC118464625|XP_035787964.1|AALB
OG0000997	LOC6626261|XP_002048774.3|DVIR, LOC6626262|XP_032291610.1|DVIR	LOC118463841|XP_035786637.1|AALB
OG0000998	LOC6624648|XP_032290195.1|DVIR	LOC118463641|XP_035786269.1|AALB
OG0000999	LOC6636087|XP_002059618.1|DVIR	LOC118464812|XP_035788372.1|AALB
OG0001000	LOC6625993|XP_002050016.2|DVIR	LOC118468586|XP_035795411.1|AALB
OG0001001	LOC6636378|XP_002059907.1|DVIR	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB
OG0001002	LOC6628652|XP_015028543.1|DVIR	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB
OG0001003	LOC6629305|XP_032288771.1|DVIR	LOC118458880|XP_035777724.1|AALB
OG0001004	LOC6630123|XP_002053394.1|DVIR	LOC118461508|XP_035782830.1|AALB
OG0001005	LOC6633514|XP_015025685.1|DVIR	LOC118457323|XP_035774708.1|AALB
OG0001006	LOC6624367|XP_002047642.1|DVIR	LOC118466540|XP_035791949.1|AALB
OG0001007	LOC6636203|XP_002059693.1|DVIR, LOC6622784|XP_002046475.1|DVIR	LOC118465783|XP_035790210.1|AALB
OG0001008	LOC6636669|XP_002060147.1|DVIR	LOC118465025|XP_035788783.1|AALB
OG0001009	LOC6630937|XP_002053490.1|DVIR	LOC118457397|XP_035774827.1|AALB
OG0001019	LOC6630451|XP_002053912.2|DVIR	LOC118465401|XP_035789500.1|AALB
OG0001020	LOC6632054|XP_002055107.2|DVIR	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB
OG0001021	LOC6627907|XP_002051400.1|DVIR	LOC118461867|XP_035783581.1|AALB
OG0001022	LOC6636715|XP_002060188.2|DVIR	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB
OG0001024	LOC6630574|XP_032294346.1|DVIR	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB
OG0001025	LOC6623286|XP_002046728.1|DVIR	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB
OG0001026	LOC6623761|XP_002047354.1|DVIR, LOC6625057|XP_002050591.2|DVIR	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB
OG0001027	LOC6622884|XP_015031437.1|DVIR	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB
OG0001028	LOC6627398|XP_002052150.1|DVIR	LOC118466252|XP_035791197.1|AALB
OG0001029	LOC6635696|XP_002059269.1|DVIR	LOC118459516|XP_035778851.1|AALB
OG0001031	LOC6627800|XP_032293533.1|DVIR	LOC118458005|XP_035775973.1|AALB
OG0001032	LOC6629006|XP_015028159.1|DVIR	LOC118456400|XP_035772993.1|AALB
OG0001033	LOC6626211|XP_032292001.1|DVIR, LOC6625177|XP_002049251.2|DVIR	LOC118466176|XP_035791056.1|AALB
OG0001042	LOC6630467|XP_002054103.1|DVIR	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB
OG0001043	LOC116651817|XP_032294780.1|DVIR, LOC6631776|XP_002055184.1|DVIR, LOC6634126|XP_002057727.1|DVIR	LOC118458781|XP_035777499.1|AALB
OG0001044	LOC6626377|XP_002050354.1|DVIR	LOC118466750|XP_035792336.1|AALB
OG0001045	LOC6625875|XP_032292732.1|DVIR	LOC118460207|XP_035780211.1|AALB
OG0001046	LOC6625276|XP_002049861.2|DVIR	LOC118461602|XP_035783012.1|AALB
OG0001048	LOC6627020|XP_002049730.2|DVIR	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB
OG0001049	LOC6628822|XP_002052587.3|DVIR, LOC6636597|XP_015023830.1|DVIR	LOC118467134|XP_035793137.1|AALB
OG0001050	LOC6622895|XP_002046500.2|DVIR	LOC118466206|XP_035791116.1|AALB
OG0001051	LOC116649777|XP_032293688.1|DVIR	LOC118458232|XP_035776394.1|AALB
OG0001052	LOC6628907|XP_032293406.1|DVIR	LOC118456651|XP_035773484.1|AALB
OG0001053	LOC6633376|XP_002057329.3|DVIR	LOC118468491|XP_035795212.1|AALB
OG0001054	LOC6635135|XP_002058374.1|DVIR	LOC118458947|XP_035777823.1|AALB
OG0001055	LOC116650339|XP_032289626.1|DVIR, LOC6632772|XP_032289625.1|DVIR	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB
OG0001056	LOC6634767|XP_002058006.2|DVIR	LOC118458531|XP_035777002.1|AALB
OG0001057	LOC6634108|XP_002057876.1|DVIR	LOC118456428|XP_035773077.1|AALB
OG0001058	LOC6633332|XP_032288937.1|DVIR	LOC118462874|XP_035784828.1|AALB
OG0001073	LOC6631108|XP_032294775.1|DVIR	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB
OG0001074	LOC6625756|XP_002048722.1|DVIR	LOC118465055|XP_035788830.1|AALB
OG0001077	LOC6636762|XP_002060214.1|DVIR	LOC118468651|XP_035795571.1|AALB
OG0001078	LOC6631344|XP_002055781.1|DVIR	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB
OG0001079	LOC6623691|XP_002046332.3|DVIR	LOC118462980|XP_035785069.1|AALB
OG0001080	LOC6622805|XP_002047052.1|DVIR	LOC118466686|XP_035792207.1|AALB
OG0001081	LOC6626019|XP_002050434.1|DVIR, LOC6625716|XP_002051048.1|DVIR	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB
OG0001082	LOC6635821|XP_032292116.1|DVIR	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB
OG0001083	LOC6624556|XP_002046600.1|DVIR	LOC118463887|XP_035786707.1|AALB
OG0001084	LOC6625770|XP_032291601.1|DVIR	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB
OG0001085	LOC6635877|XP_032292195.1|DVIR	LOC118463368|XP_035785785.1|AALB
OG0001086	LOC6627259|XP_002049915.1|DVIR	LOC118466154|XP_035791022.1|AALB
OG0001088	LOC6623616|XP_032290761.1|DVIR	LOC118463537|XP_035786046.1|AALB
OG0001089	LOC6622218|XP_002046343.1|DVIR	LOC118463098|XP_035785279.1|AALB
OG0001090	LOC6624624|XP_002046559.3|DVIR	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB
OG0001091	LOC6623214|XP_002047769.1|DVIR	LOC118467703|XP_035794379.1|AALB, LOC118467702|XP_035794378.1|AALB, LOC118464616|XP_035787954.1|AALB, LOC118464294|XP_035787469.1|AALB
OG0001092	LOC6628514|XP_002051500.1|DVIR	LOC118458375|XP_035776670.1|AALB
OG0001093	LOC6634159|XP_002057526.2|DVIR	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB
OG0001094	LOC6634095|XP_032289030.1|DVIR, LOC6634092|XP_032289019.1|DVIR	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB
OG0001095	LOC6623490|XP_002047330.2|DVIR	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB
OG0001096	LOC6627902|XP_002051816.2|DVIR	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB
OG0001097	LOC6629055|XP_015028704.1|DVIR	LOC118468054|XP_035794870.1|AALB
OG0001099	LOC6623808|XP_002048266.1|DVIR, LOC6623763|XP_002048267.1|DVIR	LOC118459695|XP_035779229.1|AALB
OG0001100	LOC6630927|XP_002054316.2|DVIR	LOC118467040|XP_035792918.1|AALB
OG0001101	LOC6625384|XP_015029439.1|DVIR, LOC6635415|XP_032296144.1|DVIR	LOC118465160|XP_035789001.1|AALB
OG0001102	LOC6624400|XP_002048390.2|DVIR	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB
OG0001103	LOC6629984|XP_002054342.1|DVIR	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB
OG0001104	LOC6633626|XP_032295684.1|DVIR, LOC6625667|XP_032293368.1|DVIR, LOC6625669|XP_002049369.2|DVIR	LOC118466871|XP_035792612.1|AALB
OG0001105	LOC6634545|XP_002058289.1|DVIR	LOC118464948|XP_035788630.1|AALB
OG0001106	LOC6636240|XP_032290058.1|DVIR, LOC116649906|XP_032289068.1|DVIR	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB
OG0001118	LOC6635300|XP_002058809.2|DVIR	LOC118464394|XP_035787640.1|AALB
OG0001119	LOC6629705|XP_002052963.1|DVIR	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB
OG0001120	LOC6635158|XP_002058352.2|DVIR	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB
OG0001122	LOC6623423|XP_015031044.1|DVIR	LOC118466831|XP_035792522.1|AALB
OG0001124	LOC6632234|XP_002055818.1|DVIR	LOC118465314|XP_035789323.1|AALB
OG0001125	LOC6630388|XP_002053996.1|DVIR	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB
OG0001126	LOC6624022|XP_032291223.1|DVIR	LOC118466913|XP_035792673.1|AALB
OG0001127	LOC6624155|XP_002048332.1|DVIR	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB
OG0001128	LOC6625028|XP_002050451.2|DVIR	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB
OG0001129	LOC6629023|XP_015028172.1|DVIR	LOC118456467|XP_035773148.1|AALB
OG0001130	LOC6629156|XP_002052450.2|DVIR	LOC118468542|XP_035795318.1|AALB
OG0001131	LOC6636213|XP_032290165.1|DVIR	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB
OG0001133	LOC6627314|XP_032294185.1|DVIR	LOC118459323|XP_035778470.1|AALB
OG0001134	LOC6625778|XP_002049128.3|DVIR	LOC118459711|XP_035779262.1|AALB
OG0001135	LOC6635184|XP_002058383.1|DVIR	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB
OG0001136	LOC6632681|XP_032289553.1|DVIR	LOC118461028|XP_035781783.1|AALB
OG0001137	LOC6631276|XP_032295423.1|DVIR	LOC118457518|XP_035775055.1|AALB
OG0001138	LOC6622762|XP_032290633.1|DVIR	LOC118464731|XP_035788215.1|AALB
OG0001139	LOC116650476|XP_032290051.1|DVIR, LOC116650459|XP_032290007.1|DVIR, LOC116649859|XP_032288966.1|DVIR, LOC6622619|XP_002048444.1|DVIR	LOC118465857|XP_035790380.1|AALB
OG0001153	LOC6625013|XP_032292794.1|DVIR, LOC116649722|XP_032289012.1|DVIR	LOC118465049|XP_035788825.1|AALB
OG0001154	LOC6634283|XP_032293417.1|DVIR	LOC118468672|XP_035795648.1|AALB
OG0001158	LOC6628183|XP_002052917.1|DVIR	LOC118458274|XP_035776486.1|AALB
OG0001160	LOC6634888|XP_002058507.2|DVIR, LOC6634889|XP_002058508.1|DVIR	LOC118457823|XP_035775591.1|AALB
OG0001162	LOC6633095|XP_002056278.3|DVIR, LOC116649781|XP_032288723.1|DVIR	LOC118458801|XP_035777541.1|AALB
OG0001163	LOC6630587|XP_015027550.1|DVIR	LOC118458840|XP_035777635.1|AALB
OG0001164	LOC6630965|XP_002053799.2|DVIR	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB
OG0001165	LOC6626035|XP_002050802.2|DVIR	LOC118468688|XP_035795695.1|AALB
OG0001166	LOC6636811|XP_032291485.1|DVIR	LOC118464325|XP_035787517.1|AALB
OG0001167	LOC6625750|XP_032292349.1|DVIR	LOC118464622|XP_035787961.1|AALB
OG0001168	LOC6626351|XP_032292402.1|DVIR	LOC118465527|XP_035789744.1|AALB
OG0001169	LOC6636152|XP_002059659.1|DVIR	LOC118464071|XP_035787014.1|AALB
OG0001170	LOC6631179|XP_002054309.1|DVIR	LOC118460729|XP_035781178.1|AALB
OG0001171	LOC6623527|XP_015031175.1|DVIR	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB
OG0001172	LOC6625595|XP_032291958.1|DVIR, LOC6625596|XP_002048834.2|DVIR	LOC118462641|XP_035784382.1|AALB
OG0001173	LOC6629461|XP_002053878.1|DVIR	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB
OG0001174	LOC6623463|XP_002047307.1|DVIR	LOC118467301|XP_035793514.1|AALB
OG0001175	LOC6625277|XP_002049862.1|DVIR, LOC6631655|XP_032295641.1|DVIR	LOC118461601|XP_035783010.1|AALB
OG0001176	LOC6626930|XP_002050881.2|DVIR	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB
OG0001177	LOC26531015|XP_015024560.1|DVIR	LOC118461535|XP_035782864.1|AALB
OG0001178	LOC6635894|XP_015024224.1|DVIR	LOC118456756|XP_035773713.1|AALB
OG0001179	LOC6625391|XP_015029276.1|DVIR	LOC118458722|XP_035777360.1|AALB
OG0001180	LOC6636188|XP_002059734.1|DVIR	LOC118468911|XP_035796109.1|AALB
OG0001181	LOC6622988|XP_002048219.1|DVIR	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB
OG0001182	LOC6629550|XP_015027075.1|DVIR	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB
OG0001183	LOC6634428|XP_002057940.1|DVIR, LOC6624730|XP_002047628.2|DVIR, LOC6632439|XP_032288753.1|DVIR	LOC118467069|XP_035792999.1|AALB
OG0001185	LOC6630099|XP_032293859.1|DVIR	LOC118457401|XP_035774834.1|AALB
OG0001186	LOC6633820|XP_032296603.1|DVIR, LOC6626013|XP_002050237.1|DVIR	LOC118466562|XP_035791999.1|AALB
OG0001187	LOC6625011|XP_002049761.1|DVIR	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB
OG0001188	LOC6625522|XP_032293332.1|DVIR	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB
OG0001189	LOC6626894|XP_002049428.2|DVIR	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB
OG0001190	LOC6633349|XP_015025540.1|DVIR	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB
OG0001191	LOC6627637|XP_002051111.2|DVIR	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB
OG0001193	LOC6629742|XP_002054146.2|DVIR	LOC118465058|XP_035788833.1|AALB
OG0001194	LOC6634400|XP_032296299.1|DVIR	LOC118462665|XP_035784454.1|AALB
OG0001195	LOC6626150|XP_002049631.1|DVIR	LOC118467257|XP_035793433.1|AALB
OG0001201	LOC6630485|XP_002053192.1|DVIR	LOC118461173|XP_035782076.1|AALB
OG0001202	LOC6631858|XP_032295558.1|DVIR	LOC118462103|XP_035783994.1|AALB
OG0001203	LOC6636200|XP_032290093.1|DVIR	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB
OG0001204	LOC6634342|XP_002057470.1|DVIR	LOC118463325|XP_035785717.1|AALB
OG0001205	LOC6630761|XP_002054620.1|DVIR	LOC118463845|XP_035786643.1|AALB
OG0001206	LOC6629898|XP_032292908.1|DVIR	LOC118462907|XP_035784902.1|AALB
OG0001207	LOC6628561|XP_002051958.1|DVIR, LOC6631744|XP_032296092.1|DVIR	LOC118462055|XP_035783934.1|AALB
OG0001208	LOC6631460|XP_032295580.1|DVIR	LOC118468829|XP_035795996.1|AALB
OG0001209	LOC6632604|XP_002056216.1|DVIR	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB
OG0001210	LOC6631920|XP_002055747.1|DVIR	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB
OG0001211	LOC6635200|XP_032295397.1|DVIR	LOC118460819|XP_035781332.1|AALB
OG0001212	LOC6632024|XP_002055239.1|DVIR	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB
OG0001213	LOC6632942|XP_002056765.2|DVIR	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB
OG0001214	LOC6632382|XP_002056005.1|DVIR	LOC118459114|XP_035778071.1|AALB
OG0001215	LOC6630803|XP_002054271.1|DVIR	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB
OG0001216	LOC6630802|XP_002054270.2|DVIR	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB
OG0001217	LOC6627752|XP_032293530.1|DVIR	LOC118457400|XP_035774830.1|AALB
OG0001218	LOC6630922|XP_002054311.2|DVIR, LOC6630921|XP_002054310.1|DVIR	LOC118460730|XP_035781179.1|AALB
OG0001220	LOC6625556|XP_002048892.1|DVIR	LOC118467131|XP_035793134.1|AALB
OG0001222	LOC6622808|XP_032290391.1|DVIR	LOC118467980|XP_035794861.1|AALB
OG0001223	LOC6626270|XP_015029300.1|DVIR, LOC6626271|XP_002050037.1|DVIR	LOC118463241|XP_035785600.1|AALB
OG0001224	LOC6625555|XP_002049005.1|DVIR	LOC118466057|XP_035790800.1|AALB
OG0001225	LOC6635790|XP_032291901.1|DVIR	LOC118465045|XP_035788815.1|AALB
OG0001226	LOC6636477|XP_002059798.1|DVIR	LOC118466987|XP_035792797.1|AALB
OG0001227	LOC6628365|XP_032294482.1|DVIR	LOC118458780|XP_035777498.1|AALB
OG0001228	LOC6634713|XP_002058270.2|DVIR	LOC118467222|XP_035793365.1|AALB
OG0001229	LOC6626404|XP_032292506.1|DVIR	LOC118457878|XP_035775694.1|AALB
OG0001230	LOC6635833|XP_002059468.1|DVIR	LOC118458823|XP_035777600.1|AALB
OG0001231	LOC6629012|XP_002051281.1|DVIR	LOC118468340|XP_035794992.1|AALB
OG0001232	LOC26531524|XP_015028947.1|DVIR, LOC6628667|XP_002051823.1|DVIR	LOC118459302|XP_035778443.1|AALB
OG0001233	LOC6635630|XP_032294722.1|DVIR	LOC118458684|XP_035777288.1|AALB
OG0001234	LOC6627060|XP_002050516.1|DVIR, LOC6626532|XP_002050656.1|DVIR	LOC118458826|XP_035777605.1|AALB
OG0001235	LOC6627851|XP_002052846.1|DVIR	LOC118468919|XP_035796122.1|AALB
OG0001236	LOC6622545|XP_002048141.1|DVIR	LOC118457340|XP_035774731.1|AALB
OG0001237	LOC6632514|XP_015025814.1|DVIR	LOC118462010|XP_035783840.1|AALB
OG0001238	LOC6630930|XP_032293104.1|DVIR	LOC118458685|XP_035777293.1|AALB
OG0001239	LOC6630422|XP_032294222.1|DVIR	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB
OG0001240	LOC6630994|XP_002053496.1|DVIR	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB
OG0001241	LOC6626712|XP_002050765.2|DVIR, LOC26531173|XP_015024802.1|DVIR, LOC26531198|XP_015024803.1|DVIR	LOC118458875|XP_035777718.1|AALB
OG0001242	LOC6634480|XP_002058157.2|DVIR	LOC118457790|XP_035775529.1|AALB
OG0001246	LOC6625545|XP_002049980.1|DVIR	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB
OG0001247	LOC26531806|XP_015030372.1|DVIR	LOC118466018|XP_035790726.1|AALB
OG0001248	LOC6623670|XP_002046796.1|DVIR	LOC118465826|XP_035790307.1|AALB
OG0001249	LOC6633450|XP_032289047.1|DVIR	LOC118463759|XP_035786466.1|AALB
OG0001257	LOC6636237|XP_015024077.1|DVIR	LOC118469009|XP_035796340.1|AALB
OG0001258	LOC6629881|XP_002054541.1|DVIR	LOC118458042|XP_035776057.1|AALB
OG0001259	LOC6633328|XP_002057162.3|DVIR, LOC6633326|XP_002057160.3|DVIR	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB
OG0001260	LOC6632708|XP_002056039.2|DVIR	LOC118460936|XP_035781596.1|AALB
OG0001261	LOC6632159|XP_002055768.1|DVIR	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB
OG0001263	LOC6630711|XP_002054204.1|DVIR	LOC118465872|XP_035790398.1|AALB
OG0001264	LOC6627719|XP_032294248.1|DVIR	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB
OG0001266	LOC6636362|XP_002059891.1|DVIR	LOC118457732|XP_035775418.1|AALB
OG0001267	LOC6630727|XP_002053787.1|DVIR	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB
OG0001269	LOC6625858|XP_002049216.1|DVIR	LOC118458301|XP_035776522.1|AALB
OG0001270	LOC6633054|XP_032289794.1|DVIR	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB
OG0001271	LOC6625913|XP_002050428.1|DVIR	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB
OG0001273	LOC6630687|XP_032295022.1|DVIR	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB
OG0001274	LOC6624520|XP_002048497.1|DVIR	LOC118466941|XP_035792733.1|AALB
OG0001276	LOC6624011|XP_002047407.1|DVIR	LOC118467508|XP_035793953.1|AALB
OG0001277	LOC6622890|XP_032290651.1|DVIR	LOC118463487|XP_035785971.1|AALB
OG0001278	LOC6623208|XP_032290554.1|DVIR	LOC118467600|XP_035794181.1|AALB
OG0001279	LOC6623217|XP_002047264.2|DVIR	LOC118467611|XP_035794206.1|AALB
OG0001280	LOC6623138|XP_002046122.2|DVIR	LOC118464283|XP_035787451.1|AALB
OG0001281	LOC6622525|XP_002046549.1|DVIR	LOC118464877|XP_035788512.1|AALB
OG0001282	LOC6634104|XP_015025191.1|DVIR	LOC118463127|XP_035785377.1|AALB
OG0001283	LOC6626719|XP_002050669.2|DVIR	LOC118463747|XP_035786435.1|AALB
OG0001284	LOC26530754|XP_015028852.1|DVIR	LOC118460504|XP_035780751.1|AALB
OG0001285	LOC6624488|XP_015030749.1|DVIR	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB
OG0001286	LOC6628815|XP_002052065.1|DVIR	LOC118457587|XP_035775168.1|AALB
OG0001287	LOC6629798|XP_032294256.1|DVIR	LOC118463595|XP_035786147.1|AALB
OG0001288	LOC6628367|XP_002052867.1|DVIR	LOC118457380|XP_035774808.1|AALB
OG0001290	LOC6628152|XP_032294408.1|DVIR	LOC118460506|XP_035780752.1|AALB
OG0001291	LOC6625308|XP_002049972.1|DVIR	LOC118460352|XP_035780485.1|AALB
OG0001292	LOC6625660|XP_015029661.1|DVIR	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB
OG0001293	LOC6633377|XP_002057330.1|DVIR	LOC118468502|XP_035795229.1|AALB
OG0001294	LOC6632763|XP_032289429.1|DVIR	LOC118456945|XP_035774009.1|AALB
OG0001295	LOC6636069|XP_002059600.1|DVIR, LOC6624972|XP_002049480.1|DVIR	LOC118468446|XP_035795109.1|AALB
OG0001296	LOC6622540|XP_015031458.1|DVIR, LOC6633186|XP_002055974.3|DVIR	LOC118457243|XP_035774518.1|AALB
OG0001297	LOC6629321|XP_002053054.1|DVIR	LOC118459854|XP_035779518.1|AALB
OG0001298	LOC6635074|XP_002058467.3|DVIR	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB
OG0001299	LOC6636561|XP_002060065.1|DVIR	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB
OG0001300	LOC6632619|XP_002056319.1|DVIR, LOC6625390|XP_002050135.1|DVIR	LOC118459364|XP_035778556.1|AALB
OG0001301	LOC6627652|XP_002052503.1|DVIR	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB
OG0001302	LOC6625608|XP_032293362.1|DVIR, LOC6625607|XP_032293363.1|DVIR	LOC118461957|XP_035783751.1|AALB
OG0001303	LOC6632233|XP_002055817.1|DVIR	LOC118458916|XP_035777776.1|AALB
OG0001304	LOC6626496|XP_002049321.2|DVIR	LOC118460328|XP_035780432.1|AALB
OG0001305	LOC6625237|XP_002049483.1|DVIR, LOC6624974|XP_002049482.1|DVIR, LOC6633055|XP_032289800.1|DVIR	LOC118457357|XP_035774756.1|AALB
OG0001306	LOC6631130|XP_002053506.1|DVIR	LOC118457402|XP_035774859.1|AALB
OG0001307	LOC6624678|XP_002047188.1|DVIR	LOC118459515|XP_035778850.1|AALB
OG0001308	LOC6633429|XP_032296255.1|DVIR, LOC6627428|XP_002052154.2|DVIR	LOC118461312|XP_035782395.1|AALB
OG0001309	LOC6629853|XP_015027389.1|DVIR	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB
OG0001311	LOC6635486|XP_032296157.1|DVIR	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB
OG0001312	LOC6623655|XP_032290762.1|DVIR	LOC118464188|XP_035787233.1|AALB
OG0001313	LOC6626939|XP_002050077.1|DVIR	LOC118464219|XP_035787284.1|AALB
