Orthogroup	DVIR.longest_only	DKIK.longest_only
OG0000294	LOC6634166|XP_032289001.1|DVIR	LOC108075867|XP_017023958.1|DKIK
OG0000294	LOC6631395|XP_015026374.1|DVIR	LOC108075232|XP_017023074.1|DKIK
OG0000296	LOC6628745|XP_002051561.1|DVIR	LOC108081851|XP_017032581.1|DKIK
OG0000296	LOC6636845|XP_002060317.1|DVIR	LOC108079091|XP_017028806.1|DKIK
OG0000296	LOC6632044|XP_002055241.1|DVIR	LOC108078406|XP_017027752.1|DKIK
OG0000298	LOC6631929|XP_002055477.1|DVIR	LOC108085760|XP_017037989.1|DKIK, LOC108074277|XP_017021742.1|DKIK
OG0000298	LOC6631930|XP_002055478.1|DVIR	LOC108085761|XP_017037991.1|DKIK
OG0000298	LOC6623045|XP_002047090.1|DVIR	LOC108080677|XP_017030999.1|DKIK
OG0000299	LOC6632241|XP_032289479.1|DVIR	LOC108074087|XP_017021458.1|DKIK
OG0000299	LOC6632243|XP_032289601.1|DVIR	LOC108074100|XP_017021484.1|DKIK
OG0000300	LOC6623993|XP_002048402.3|DVIR	LOC108080622|XP_017030935.1|DKIK
OG0000300	LOC26530779|XP_032290045.1|DVIR	LOC108080562|XP_017030856.1|DKIK
OG0000300	LOC6622311|XP_002048403.1|DVIR	LOC108080561|XP_017030855.1|DKIK
OG0000301	LOC6623814|XP_002047905.1|DVIR	LOC108082627|XP_017033598.1|DKIK
OG0000301	LOC6629144|XP_002052892.1|DVIR	LOC108079664|XP_017029550.1|DKIK
OG0000302	LOC6624313|XP_015030738.1|DVIR	LOC108085812|XP_017038051.1|DKIK
OG0000302	LOC6624371|XP_002047166.1|DVIR	LOC108085813|XP_017038052.1|DKIK
OG0000303	LOC6623695|XP_032289998.1|DVIR	LOC108073832|XP_017021100.1|DKIK
OG0000303	LOC6628429|XP_002051868.1|DVIR	LOC108079673|XP_017029560.1|DKIK
OG0000304	LOC6629751|XP_015027061.1|DVIR	LOC108085056|XP_017037005.1|DKIK
OG0000304	LOC6629752|XP_002053894.2|DVIR	LOC108084904|XP_017036788.1|DKIK
OG0000305	LOC6624552|XP_002048253.2|DVIR	LOC108083033|XP_017034151.1|DKIK
OG0000305	LOC6623676|XP_002048251.1|DVIR	LOC108083039|XP_017034158.1|DKIK
OG0000305	LOC6624672|XP_002048250.1|DVIR	LOC108082983|XP_017034094.1|DKIK
OG0000306	LOC6624940|XP_002049039.1|DVIR	LOC108072241|XP_017018791.1|DKIK
OG0000306	LOC6628060|XP_002051529.1|DVIR	LOC108072394|XP_017018990.1|DKIK
OG0000306	LOC6633321|XP_032296574.1|DVIR	LOC108084476|XP_017036185.1|DKIK
OG0000307	LOC6629363|XP_032292253.1|DVIR	LOC108084833|XP_017036688.1|DKIK
OG0000307	LOC6632309|XP_032289777.1|DVIR	LOC108083682|XP_017035048.1|DKIK
OG0000308	LOC6630424|XP_002053736.1|DVIR	LOC108085728|XP_017037945.1|DKIK
OG0000308	LOC6634058|XP_002057891.1|DVIR	LOC108074846|XP_017022543.1|DKIK
OG0000309	LOC6629955|XP_002053613.1|DVIR	LOC108077646|XP_017026548.1|DKIK, LOC108077643|XP_017026546.1|DKIK, LOC108077853|XP_017026874.1|DKIK
OG0000310	LOC6631531|XP_002055338.1|DVIR, LOC116650489|XP_032290122.1|DVIR, LOC6626471|XP_002050373.1|DVIR	LOC108071755|XP_017018069.1|DKIK, LOC108072532|XP_017019195.1|DKIK, LOC108072535|XP_017019197.1|DKIK
OG0000311	LOC6630806|XP_015026962.1|DVIR, LOC6627632|XP_002051098.2|DVIR	LOC108083694|XP_017035069.1|DKIK, LOC108071302|XP_017017497.1|DKIK
OG0000311	LOC6632056|XP_002055109.1|DVIR	LOC108080140|XP_017030263.1|DKIK
OG0000312	LOC6634109|XP_032293864.1|DVIR	LOC108082222|XP_017033048.1|DKIK
OG0000312	LOC6627720|XP_015028651.1|DVIR	LOC108074344|XP_017021857.1|DKIK
OG0000313	LOC6628146|XP_002052433.1|DVIR	LOC108074817|XP_017022504.1|DKIK
OG0000313	LOC6633976|XP_002057484.1|DVIR	LOC108085300|XP_017037347.1|DKIK
OG0000314	LOC6628315|XP_002052739.1|DVIR	LOC108082107|XP_017032891.1|DKIK
OG0000314	LOC6628314|XP_032293982.1|DVIR	LOC108082217|XP_017033039.1|DKIK
OG0000315	LOC6629170|XP_002051909.1|DVIR	LOC108086123|XP_017038460.1|DKIK, LOC108086048|XP_017038356.1|DKIK, LOC108086121|XP_017038458.1|DKIK
OG0000316	LOC6627031|XP_002050946.2|DVIR	LOC108082363|XP_017033192.1|DKIK
OG0000316	LOC6627033|XP_032292256.1|DVIR	LOC108082364|XP_017033193.1|DKIK
OG0000317	LOC6625566|XP_015029890.1|DVIR	LOC108078071|XP_017027125.1|DKIK, LOC108077909|XP_017026937.1|DKIK, LOC108077908|XP_017026936.1|DKIK
OG0000317	LOC116651261|XP_032293176.1|DVIR	LOC108080283|XP_017030440.1|DKIK
OG0000318	LOC6628967|XP_002051572.1|DVIR	LOC108080832|XP_017031224.1|DKIK
OG0000319	LOC6629723|XP_002053603.2|DVIR, LOC6629724|XP_002053604.1|DVIR, LOC6630416|XP_002053291.1|DVIR	LOC108084870|XP_017036751.1|DKIK, LOC108084877|XP_017036758.1|DKIK
OG0000320	LOC6633166|XP_002055796.2|DVIR	LOC108085002|XP_017036920.1|DKIK
OG0000321	LOC6627886|XP_032294458.1|DVIR	LOC108082006|XP_017032749.1|DKIK
OG0000321	LOC6627887|XP_002052293.2|DVIR	LOC108082007|XP_017032751.1|DKIK
OG0000322	LOC6633096|XP_002056279.2|DVIR	LOC108072283|XP_017018839.1|DKIK
OG0000322	LOC6634783|XP_032296376.1|DVIR	LOC108080532|XP_017030820.1|DKIK
OG0000322	LOC6633392|XP_002056776.1|DVIR	LOC108084375|XP_017036055.1|DKIK
OG0000323	LOC6634317|XP_002057457.1|DVIR	LOC108085289|XP_017037335.1|DKIK
OG0000323	LOC6635151|XP_002058635.2|DVIR	LOC108084527|XP_017036252.1|DKIK
OG0000324	LOC6635346|XP_002058873.2|DVIR	LOC108070858|XP_017016978.1|DKIK
OG0000325	LOC6624446|XP_002047583.1|DVIR	LOC108085496|XP_017037605.1|DKIK
OG0000325	LOC6624325|XP_002047582.1|DVIR	LOC108085492|XP_017037600.1|DKIK
OG0000327	LOC6625259|XP_002050688.1|DVIR	LOC108076592|XP_017024994.1|DKIK
OG0000327	LOC6625258|XP_002050687.2|DVIR	LOC108076806|XP_017025321.1|DKIK
OG0000327	LOC6625257|XP_002050686.2|DVIR	LOC108074476|XP_017022037.1|DKIK
OG0000328	LOC6623998|XP_002047840.2|DVIR	LOC108070748|XP_017016834.1|DKIK, LOC108070870|XP_017016994.1|DKIK, LOC108070747|XP_017016833.1|DKIK
OG0000328	LOC6623939|XP_002047839.1|DVIR	LOC108071873|XP_017018289.1|DKIK
OG0000329	LOC6624393|XP_002047887.1|DVIR	LOC108074775|XP_017022442.1|DKIK
OG0000329	LOC6627805|XP_002051767.1|DVIR	LOC108077359|XP_017026142.1|DKIK, LOC108077337|XP_017026115.1|DKIK, LOC108077327|XP_017026104.1|DKIK
OG0000330	LOC116650668|XP_032290899.1|DVIR	LOC108074985|XP_017022706.1|DKIK, LOC108074361|XP_017021875.1|DKIK, LOC108074359|XP_017021874.1|DKIK, LOC108074358|XP_017021873.1|DKIK, LOC108085216|XP_017037236.1|DKIK, LOC108085222|XP_017037243.1|DKIK
OG0000331	LOC6628041|XP_015028515.1|DVIR	LOC108077184|XP_017025914.1|DKIK
OG0000332	LOC6633382|XP_002056793.1|DVIR	LOC108075150|XP_017022924.1|DKIK
OG0000332	LOC6632187|XP_002055642.2|DVIR	LOC108080185|XP_017030325.1|DKIK, LOC108079516|XP_017029344.1|DKIK, LOC108074710|XP_017022344.1|DKIK
OG0000333	LOC6623853|XP_002047831.2|DVIR	LOC108078789|XP_017028332.1|DKIK, LOC108071648|XP_017017927.1|DKIK
OG0000334	LOC6626702|XP_002049901.1|DVIR	LOC108084521|XP_017036249.1|DKIK, LOC108074433|XP_017021959.1|DKIK
OG0000334	LOC6625879|XP_002049329.1|DVIR	LOC108076452|XP_017024817.1|DKIK
OG0000335	LOC6633943|XP_002057613.1|DVIR	LOC108072517|XP_017019177.1|DKIK
OG0000335	LOC6633922|XP_032293633.1|DVIR	LOC108072562|XP_017019233.1|DKIK
OG0000336	LOC6632571|XP_002056330.1|DVIR	LOC108072032|XP_017018504.1|DKIK
OG0000336	LOC6630488|XP_002053195.1|DVIR	LOC108072108|XP_017018619.1|DKIK
OG0000336	LOC6630487|XP_015027238.1|DVIR	LOC108072107|XP_017018617.1|DKIK
OG0000337	LOC6624346|XP_032291252.1|DVIR	LOC108083617|XP_017034976.1|DKIK
OG0000337	LOC6622621|XP_032290498.1|DVIR	LOC108071688|XP_017017990.1|DKIK
OG0000337	LOC116649788|XP_032288798.1|DVIR	LOC108077472|XP_017026280.1|DKIK
OG0000338	LOC6624390|XP_032290896.1|DVIR	LOC108079873|XP_017029873.1|DKIK
OG0000338	LOC6627233|XP_002050522.1|DVIR	LOC108085131|XP_017037124.1|DKIK
OG0000339	LOC6623523|XP_002046195.1|DVIR	LOC108078640|XP_017028057.1|DKIK
OG0000340	LOC6627223|XP_002049852.1|DVIR	LOC108078314|XP_017027601.1|DKIK
OG0000341	LOC6622426|XP_002048426.1|DVIR	LOC108083043|XP_017034161.1|DKIK, LOC108083040|XP_017034159.1|DKIK, LOC108082965|XP_017034076.1|DKIK, LOC108083009|XP_017034123.1|DKIK
OG0000342	LOC6636671|XP_002060149.1|DVIR	LOC108083351|XP_017034584.1|DKIK
OG0000342	LOC6631407|XP_002055416.1|DVIR, LOC6624973|XP_002049481.2|DVIR	LOC108070776|XP_017016864.1|DKIK
OG0000343	LOC6629592|XP_002052999.1|DVIR	LOC108073419|XP_017020526.1|DKIK
OG0000343	LOC6634993|XP_002058495.3|DVIR	LOC108084328|XP_017035978.1|DKIK
OG0000344	LOC6625816|XP_002050598.2|DVIR	LOC108073061|XP_017020019.1|DKIK
OG0000344	LOC6635085|XP_002058415.1|DVIR	LOC108084949|XP_017036838.1|DKIK
OG0000345	LOC6635881|XP_002059354.1|DVIR	LOC108076701|XP_017025148.1|DKIK
OG0000345	LOC6626995|XP_032293082.1|DVIR	LOC108081793|XP_017032500.1|DKIK
OG0000346	LOC6636472|XP_002059921.1|DVIR	LOC108078285|XP_017027542.1|DKIK, LOC108080433|XP_017030655.1|DKIK
OG0000347	LOC6624009|XP_002047401.1|DVIR	LOC108083140|XP_017034311.1|DKIK
OG0000347	LOC6627535|XP_015028234.1|DVIR	LOC108074444|XP_017021971.1|DKIK
OG0000348	LOC6628887|XP_032294611.1|DVIR	LOC108077443|XP_017026251.1|DKIK
OG0000348	LOC6627480|XP_032294250.1|DVIR	LOC108077313|XP_017026090.1|DKIK
OG0000349	LOC6634352|XP_002057816.1|DVIR	LOC108072608|XP_017019320.1|DKIK
OG0000350	LOC6624163|XP_032291194.1|DVIR	LOC108073774|XP_017021030.1|DKIK
OG0000350	LOC6624215|XP_032291193.1|DVIR	LOC108073805|XP_017021068.1|DKIK
OG0000350	LOC6630571|XP_002053920.2|DVIR	LOC108084987|XP_017036900.1|DKIK
OG0000351	LOC6627015|XP_032292806.1|DVIR	LOC108072382|XP_017018971.1|DKIK
OG0000351	LOC116651100|XP_032292810.1|DVIR	LOC108072383|XP_017018974.1|DKIK
OG0000353	LOC6629839|XP_002054539.1|DVIR	LOC108085031|XP_017036967.1|DKIK
OG0000353	LOC6628915|XP_002051383.1|DVIR	LOC108075892|XP_017023995.1|DKIK
OG0000354	LOC6628416|XP_002052329.2|DVIR	LOC108074538|XP_017022115.1|DKIK
OG0000354	LOC6628870|XP_002052336.1|DVIR	LOC108074545|XP_017022128.1|DKIK
OG0000355	LOC6626312|XP_002050391.1|DVIR	LOC108076779|XP_017025271.1|DKIK
OG0000355	LOC6625535|XP_002051017.2|DVIR, LOC6625536|XP_002051018.1|DVIR	LOC108070928|XP_017017068.1|DKIK
OG0000356	LOC6628778|XP_032294389.1|DVIR	LOC108079534|XP_017029359.1|DKIK
OG0000358	LOC6630382|XP_002054008.1|DVIR	LOC108084142|XP_017035676.1|DKIK
OG0000358	LOC6629899|XP_002053994.1|DVIR	LOC108072954|XP_017019870.1|DKIK
OG0000359	LOC6622131|XP_002048427.1|DVIR	LOC108082980|XP_017034091.1|DKIK, LOC108082967|XP_017034079.1|DKIK, LOC108082966|XP_017034078.1|DKIK, LOC108082964|XP_017034075.1|DKIK
OG0000360	LOC6630633|XP_002053631.3|DVIR	LOC108071367|XP_017017599.1|DKIK, LOC108071283|XP_017017462.1|DKIK, LOC108071280|XP_017017461.1|DKIK, LOC108071366|XP_017017597.1|DKIK, LOC108071276|XP_017017457.1|DKIK, LOC108071278|XP_017017459.1|DKIK
OG0000361	LOC6629248|XP_002051272.2|DVIR	LOC108083664|XP_017035029.1|DKIK, LOC108072180|XP_017018728.1|DKIK, LOC108074652|XP_017022260.1|DKIK
OG0000361	LOC6629004|XP_032293481.1|DVIR	LOC108076860|XP_017025379.1|DKIK
OG0000362	LOC6636218|XP_002059719.1|DVIR	LOC108085509|XP_017037625.1|DKIK
OG0000362	LOC6622984|XP_002047666.1|DVIR	LOC108083316|XP_017034542.1|DKIK
OG0000363	LOC6632747|XP_032289618.1|DVIR	LOC108081049|XP_017031508.1|DKIK
OG0000363	LOC6624106|XP_032290277.1|DVIR	LOC108078917|XP_017028543.1|DKIK
OG0000364	LOC6624256|XP_032290918.1|DVIR	LOC108074974|XP_017022696.1|DKIK
OG0000365	LOC6635815|XP_015024216.1|DVIR	LOC108076827|XP_017025350.1|DKIK
OG0000365	LOC6635784|XP_002059180.3|DVIR	LOC108076900|XP_017025429.1|DKIK
OG0000366	LOC6631804|XP_032295746.1|DVIR	LOC108081463|XP_017032141.1|DKIK
OG0000366	LOC6630235|XP_032294927.1|DVIR	LOC108077678|XP_017026589.1|DKIK
OG0000367	LOC6624243|XP_002047113.1|DVIR	LOC108078846|XP_017028430.1|DKIK
OG0000367	LOC6626796|XP_002049947.1|DVIR	LOC108076616|XP_017025028.1|DKIK
OG0000368	LOC6623736|XP_002048595.2|DVIR	LOC108073870|XP_017021146.1|DKIK
OG0000370	LOC6626754|XP_002050257.1|DVIR, LOC6626753|XP_002050256.1|DVIR	LOC108085497|XP_017037606.1|DKIK
OG0000370	LOC26531085|XP_032290566.1|DVIR, LOC6623033|XP_002047218.1|DVIR	LOC108080061|XP_017030132.1|DKIK
OG0000371	LOC6636006|XP_002059506.2|DVIR	LOC108083770|XP_017035184.1|DKIK
OG0000372	LOC26530947|XP_015028877.2|DVIR	LOC108074555|XP_017022142.1|DKIK, LOC108074556|XP_017022144.1|DKIK
OG0000373	LOC26531311|XP_015027887.1|DVIR, LOC26531040|XP_015027850.1|DVIR	LOC108074532|XP_017022105.1|DKIK
OG0000373	LOC6622149|XP_002047559.2|DVIR	LOC108082127|XP_017032918.1|DKIK
OG0000375	LOC116650537|XP_032290365.1|DVIR, LOC6623269|XP_002047274.2|DVIR	LOC108078683|XP_017028118.1|DKIK, LOC108078682|XP_017028117.1|DKIK, LOC108078684|XP_017028120.1|DKIK
OG0000377	LOC6636655|XP_002060133.2|DVIR	LOC108079951|XP_017029996.1|DKIK
OG0000378	LOC6626616|XP_002050600.1|DVIR	LOC108072969|XP_017019891.1|DKIK
OG0000378	LOC6633790|XP_002056962.1|DVIR	LOC108084242|XP_017035869.1|DKIK
OG0000379	LOC6626307|XP_032291609.1|DVIR	LOC108070907|XP_017017052.1|DKIK, LOC108070909|XP_017017053.1|DKIK, LOC108070876|XP_017017009.1|DKIK
OG0000380	LOC6623355|XP_002047314.1|DVIR	LOC108071660|XP_017017953.1|DKIK
OG0000381	LOC6628737|XP_002051074.1|DVIR	LOC108075796|XP_017023854.1|DKIK
OG0000381	LOC6627386|XP_002051076.1|DVIR	LOC108082838|XP_017033892.1|DKIK
OG0000382	LOC6622325|XP_002047918.1|DVIR	LOC108072814|XP_017019600.1|DKIK
OG0000382	LOC6622330|XP_002047920.1|DVIR	LOC108084687|XP_017036509.1|DKIK
OG0000383	LOC6628922|XP_002052345.1|DVIR	LOC108074604|XP_017022209.1|DKIK
OG0000383	LOC6628955|XP_002052358.2|DVIR	LOC108077116|XP_017025799.1|DKIK
OG0000384	LOC6624930|XP_032292262.1|DVIR	LOC108073142|XP_017020139.1|DKIK
OG0000384	LOC6624931|XP_002050131.3|DVIR	LOC108073127|XP_017020115.1|DKIK
OG0000385	LOC6634703|XP_002058314.3|DVIR	LOC108076741|XP_017025219.1|DKIK, LOC108079242|XP_017029016.1|DKIK
OG0000385	LOC6634704|XP_002058315.2|DVIR	LOC108079241|XP_017029014.1|DKIK
OG0000386	LOC6636608|XP_002060045.2|DVIR, LOC116650022|XP_032289247.1|DVIR	LOC108078654|XP_017028074.1|DKIK
OG0000386	LOC6632705|XP_002055843.1|DVIR	LOC108074383|XP_017021898.1|DKIK
OG0000388	LOC6622484|XP_002047952.1|DVIR, LOC6624196|XP_002047435.1|DVIR, LOC6623529|XP_032291310.1|DVIR	LOC108075045|XP_017022802.1|DKIK, LOC108075042|XP_017022798.1|DKIK, LOC108075043|XP_017022800.1|DKIK
OG0000389	LOC6623180|XP_015031013.1|DVIR	LOC108078911|XP_017028532.1|DKIK
OG0000390	LOC6627760|XP_002051133.2|DVIR	LOC108077010|XP_017025577.1|DKIK
OG0000391	LOC6626810|XP_002050927.1|DVIR	LOC108082331|XP_017033150.1|DKIK
OG0000391	LOC6626946|XP_032291914.1|DVIR	LOC108082354|XP_017033182.1|DKIK
OG0000392	LOC6628186|XP_002052920.1|DVIR	LOC108081362|XP_017032003.1|DKIK
OG0000392	LOC6628188|XP_002052921.1|DVIR	LOC108081453|XP_017032132.1|DKIK
OG0000393	LOC6628271|XP_032294358.1|DVIR	LOC108074822|XP_017022509.1|DKIK
OG0000393	LOC6628273|XP_015028603.2|DVIR	LOC108074771|XP_017022437.1|DKIK
OG0000394	LOC6633270|XP_002057151.2|DVIR	LOC108084456|XP_017036154.1|DKIK
OG0000394	LOC6633271|XP_002057152.1|DVIR	LOC108084459|XP_017036159.1|DKIK
OG0000395	LOC26531070|XP_015031685.1|DVIR	LOC108073819|XP_017021086.1|DKIK
OG0000395	LOC6624124|XP_002048329.3|DVIR	LOC108073772|XP_017021027.1|DKIK
OG0000395	LOC116650721|XP_032291074.1|DVIR	LOC108073830|XP_017021098.1|DKIK
OG0000396	LOC6629146|XP_002052893.1|DVIR	LOC108079665|XP_017029551.1|DKIK
OG0000398	LOC6625599|XP_002050259.2|DVIR	LOC108076214|XP_017024443.1|DKIK
OG0000399	LOC6631075|XP_015027615.1|DVIR	LOC108075654|XP_017023689.1|DKIK
OG0000399	LOC6631076|XP_032295388.1|DVIR, LOC116651955|XP_032295392.1|DVIR	LOC108086118|XP_017038454.1|DKIK
OG0000401	LOC6631915|XP_032296271.1|DVIR	LOC108085230|XP_017037258.1|DKIK
OG0000402	LOC6631433|XP_002055541.1|DVIR	LOC108083784|XP_017035199.1|DKIK
OG0000403	LOC6628992|XP_002052123.1|DVIR	LOC108076853|XP_017025372.1|DKIK
OG0000403	LOC6631267|XP_002053819.1|DVIR	LOC108073480|XP_017020623.1|DKIK
OG0000403	LOC6626077|XP_032292570.1|DVIR	LOC108076303|XP_017024563.1|DKIK
OG0000404	LOC6632792|XP_002056110.2|DVIR, LOC6632793|XP_002056111.3|DVIR	LOC108085838|XP_017038084.1|DKIK
OG0000405	LOC6634524|XP_032296377.1|DVIR	LOC108071184|XP_017017359.1|DKIK
OG0000405	LOC6631219|XP_002053962.1|DVIR	LOC108084223|XP_017035837.1|DKIK
OG0000406	LOC6623096|XP_002046615.1|DVIR	LOC108078611|XP_017028020.1|DKIK
OG0000406	LOC6636490|XP_002059852.1|DVIR	LOC108082334|XP_017033153.1|DKIK
OG0000407	LOC6623995|XP_002046273.1|DVIR	LOC108078765|XP_017028292.1|DKIK
OG0000407	LOC6623973|XP_032290458.1|DVIR	LOC108078763|XP_017028290.1|DKIK
OG0000408	LOC6634016|XP_002057859.1|DVIR, LOC6634015|XP_032293425.1|DVIR, LOC26531741|XP_015025408.1|DVIR, LOC6634012|XP_002057855.2|DVIR	LOC108073184|XP_017020182.1|DKIK
OG0000408	LOC6628005|XP_002051411.1|DVIR	LOC108073620|XP_017020808.1|DKIK
OG0000409	LOC6626944|XP_002050082.1|DVIR	LOC108072887|XP_017019697.1|DKIK
OG0000409	LOC6625366|XP_002049062.1|DVIR	LOC108078205|XP_017027378.1|DKIK
OG0000410	LOC6628219|XP_002052705.3|DVIR	LOC108085359|XP_017037418.1|DKIK, LOC108085330|XP_017037375.1|DKIK, LOC108085329|XP_017037374.1|DKIK
OG0000411	LOC6629263|XP_032295172.1|DVIR	LOC108085431|XP_017037511.1|DKIK
OG0000411	LOC6634116|XP_002057884.1|DVIR	LOC108082111|XP_017032900.1|DKIK
OG0000412	LOC6626771|XP_002049835.1|DVIR	LOC108076714|XP_017025165.1|DKIK
OG0000412	LOC6624144|XP_002047876.1|DVIR	LOC108072804|XP_017019584.1|DKIK
OG0000413	LOC6633161|XP_002056610.1|DVIR	LOC108083175|XP_017034351.1|DKIK
OG0000413	LOC6632904|XP_032289862.1|DVIR	LOC108075362|XP_017023261.1|DKIK
OG0000414	LOC6626855|XP_002049226.1|DVIR	LOC108071389|XP_017017622.1|DKIK
OG0000415	LOC6625903|XP_032292853.1|DVIR	LOC108072374|XP_017018963.1|DKIK
OG0000415	LOC6625900|XP_002049712.1|DVIR	LOC108072387|XP_017018980.1|DKIK
OG0000416	LOC6634473|XP_002058244.1|DVIR	LOC108082924|XP_017034002.1|DKIK
OG0000416	LOC6631751|XP_002055030.1|DVIR	LOC108071784|XP_017018136.1|DKIK
OG0000417	LOC6631278|XP_002054062.1|DVIR	LOC108073751|XP_017021008.1|DKIK
OG0000418	LOC6633412|XP_002056811.2|DVIR	LOC108080261|XP_017030412.1|DKIK
OG0000418	LOC6635436|XP_002059072.2|DVIR	LOC108084968|XP_017036877.1|DKIK
OG0000419	LOC6625526|XP_032292265.1|DVIR	LOC108078168|XP_017027313.1|DKIK
OG0000419	LOC6634623|XP_032296400.1|DVIR	LOC108080554|XP_017030848.1|DKIK
OG0000421	LOC6628515|XP_032293742.1|DVIR	LOC108085242|XP_017037275.1|DKIK
OG0000421	LOC6635620|XP_002059139.1|DVIR	LOC108073640|XP_017020848.1|DKIK
OG0000423	LOC6624795|XP_002049346.2|DVIR	LOC108081152|XP_017031680.1|DKIK
OG0000423	LOC6624794|XP_002049345.1|DVIR	LOC108081134|XP_017031644.1|DKIK
OG0000424	LOC6635364|XP_015024683.1|DVIR	LOC108073403|XP_017020484.1|DKIK
OG0000424	LOC6635365|XP_032293201.1|DVIR	LOC108082605|XP_017033569.1|DKIK
OG0000425	LOC6626769|XP_002049833.2|DVIR	LOC108076593|XP_017024995.1|DKIK
OG0000426	LOC6625537|XP_002050539.1|DVIR	LOC108085091|XP_017037049.1|DKIK, LOC108078441|XP_017027813.1|DKIK
OG0000428	LOC6624025|XP_002046296.1|DVIR	LOC108080197|XP_017030338.1|DKIK
OG0000428	LOC6624057|XP_002046295.2|DVIR	LOC108080193|XP_017030334.1|DKIK
OG0000429	LOC6625302|XP_032293301.1|DVIR	LOC108077906|XP_017026933.1|DKIK
OG0000429	LOC116651269|XP_032293282.1|DVIR	LOC108078209|XP_017027382.1|DKIK
OG0000430	LOC116652119|XP_032295928.1|DVIR, LOC6629479|XP_002054074.1|DVIR, LOC6629482|XP_032295631.1|DVIR	LOC108073692|XP_017020913.1|DKIK
OG0000430	LOC6629397|XP_002053577.1|DVIR, LOC6629396|XP_002053576.2|DVIR	LOC108084830|XP_017036682.1|DKIK, LOC108071250|XP_017017425.1|DKIK
OG0000433	LOC6633599|XP_002056995.1|DVIR	LOC108083445|XP_017034694.1|DKIK
OG0000433	LOC6624694|XP_002047192.1|DVIR	LOC108084394|XP_017036078.1|DKIK
OG0000434	LOC6632297|XP_002055986.1|DVIR	LOC108083633|XP_017034992.1|DKIK
OG0000434	LOC26530473|XP_015024370.1|DVIR, LOC6635878|XP_002059351.2|DVIR	LOC108070932|XP_017017073.1|DKIK
OG0000435	LOC6631572|XP_032296112.1|DVIR	LOC108080042|XP_017030109.1|DKIK
OG0000437	LOC6628087|XP_002051147.1|DVIR	LOC108077166|XP_017025890.1|DKIK
OG0000437	LOC6629200|XP_002052619.1|DVIR	LOC108077262|XP_017026017.1|DKIK
OG0000438	LOC6633075|XP_002056147.1|DVIR	LOC108085874|XP_017038125.1|DKIK
OG0000439	LOC6633953|XP_002057840.2|DVIR	LOC108076349|XP_017024634.1|DKIK
OG0000439	LOC6622954|XP_032290936.1|DVIR	LOC108083169|XP_017034345.1|DKIK
OG0000440	LOC6626763|XP_002050917.1|DVIR	LOC108077986|XP_017027018.1|DKIK
OG0000440	LOC6625760|XP_002048726.2|DVIR	LOC108082620|XP_017033588.1|DKIK
OG0000441	LOC6624752|XP_032292151.1|DVIR	LOC108074643|XP_017022247.1|DKIK
OG0000441	LOC6624751|XP_032292299.1|DVIR	LOC108074644|XP_017022249.1|DKIK
OG0000443	LOC6624489|XP_002047100.1|DVIR	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK
OG0000443	LOC6624442|XP_002047101.1|DVIR	LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK
OG0000444	LOC6629079|XP_002051602.1|DVIR	LOC108074770|XP_017022436.1|DKIK
OG0000444	LOC6629198|XP_002051600.1|DVIR	LOC108074843|XP_017022540.1|DKIK
OG0000446	LOC6632972|XP_032289825.1|DVIR	LOC108071671|XP_017017965.1|DKIK
OG0000446	LOC26530992|XP_015024379.2|DVIR	LOC108081512|XP_017032220.1|DKIK
OG0000447	LOC6622324|XP_002046392.1|DVIR	LOC108079776|XP_017029708.1|DKIK
OG0000448	LOC6632922|XP_002055925.1|DVIR	LOC108082707|XP_017033707.1|DKIK
OG0000448	LOC6627517|XP_002051626.1|DVIR	LOC108082730|XP_017033728.1|DKIK
OG0000449	LOC6623397|XP_002046815.1|DVIR	LOC108071941|XP_017018395.1|DKIK
OG0000449	LOC6633923|XP_002057615.2|DVIR	LOC108072563|XP_017019234.1|DKIK
OG0000450	LOC6631951|XP_032295430.1|DVIR	LOC108079404|XP_017029217.1|DKIK
OG0000450	LOC6631321|XP_015026456.1|DVIR	LOC108084703|XP_017036529.1|DKIK
OG0000451	LOC6634727|XP_002058326.1|DVIR	LOC108076082|XP_017024283.1|DKIK
OG0000451	LOC6634729|XP_002058328.1|DVIR	LOC108076081|XP_017024282.1|DKIK
OG0000453	LOC6629644|XP_002054849.2|DVIR	LOC108084913|XP_017036799.1|DKIK
OG0000453	LOC6629567|XP_002054850.1|DVIR	LOC108084917|XP_017036803.1|DKIK, LOC108077617|XP_017026516.1|DKIK
OG0000454	LOC6628227|XP_002051175.1|DVIR	LOC108070654|XP_017016711.1|DKIK, LOC108079774|XP_017029706.1|DKIK
OG0000455	LOC6625184|XP_002050742.1|DVIR	LOC108078224|XP_017027407.1|DKIK
OG0000456	LOC6636214|XP_002059715.2|DVIR	LOC108072278|XP_017018836.1|DKIK
OG0000456	LOC6634129|XP_032289015.1|DVIR	LOC108074417|XP_017021940.1|DKIK
OG0000457	LOC6627633|XP_002051099.1|DVIR	LOC108082674|XP_017033662.1|DKIK
OG0000457	LOC6628705|XP_002051323.2|DVIR	LOC108082816|XP_017033863.1|DKIK
