Orthogroup	DVIR.longest_only	DPER.longest_only
OG0001848	LOC26531103|XP_032289865.1|DVIR	LOC113567473|XP_026851283.1|DPER
OG0001849	LOC6630912|XP_002053771.2|DVIR	LOC6587337|XP_026839907.1|DPER
OG0001850	LOC6636235|XP_032290149.1|DVIR	LOC6603484|XP_026846785.1|DPER, LOC113566249|XP_026846835.1|DPER
OG0001851	LOC6636228|XP_002059708.2|DVIR	LOC6602005|XP_026846814.1|DPER
OG0001852	LOC6622731|XP_015030933.1|DVIR	LOC6599575|XP_026849580.1|DPER
OG0001853	LOC6634863|XP_032295228.1|DVIR	LOC6587460|XP_026840018.1|DPER
OG0001854	LOC6633855|XP_002057378.2|DVIR	LOC6597581|XP_026848880.1|DPER
OG0001855	LOC6625553|XP_002049003.1|DVIR	LOC6601584|XP_002026605.1|DPER
OG0001856	LOC116649727|XP_032295783.1|DVIR	LOC6597296|XP_026846431.1|DPER
OG0001857	LOC6632127|XP_032295634.1|DVIR	LOC6599378|XP_002024552.1|DPER
OG0001858	LOC6632170|XP_032295594.1|DVIR	LOC6601732|XP_026846948.1|DPER
OG0001859	LOC6631306|XP_002055049.1|DVIR	LOC6600108|XP_026846664.1|DPER
OG0001860	LOC6624578|XP_002047917.1|DVIR	LOC6598932|XP_026848991.1|DPER
OG0001861	LOC6631111|XP_002054135.2|DVIR	LOC6598662|XP_026840424.1|DPER
OG0001862	LOC6629574|XP_002054857.1|DVIR	LOC6597892|XP_026846993.1|DPER
OG0001863	LOC6631747|XP_002055467.1|DVIR	LOC6598518|XP_002023557.2|DPER
OG0001864	LOC6630472|XP_002054108.2|DVIR	LOC6588278|XP_026842314.1|DPER
OG0001865	LOC6631982|XP_002055607.1|DVIR	LOC6602693|XP_002027720.1|DPER
OG0001866	LOC6632536|XP_032289602.1|DVIR	LOC6587614|XP_026843046.1|DPER
OG0001867	LOC6623883|XP_002046829.1|DVIR	LOC6603357|XP_026848217.1|DPER
OG0001868	LOC6628004|XP_002051410.2|DVIR	LOC6596342|XP_002021698.2|DPER
OG0001869	LOC6635141|XP_002058378.2|DVIR	LOC6587932|XP_002013714.1|DPER
OG0001870	LOC6636048|XP_002059575.1|DVIR	LOC6599242|XP_026848264.1|DPER
OG0001871	LOC6634744|XP_002058192.1|DVIR	LOC6599987|XP_002025145.1|DPER
OG0001872	LOC6629499|XP_002054519.1|DVIR	LOC6594785|XP_026839931.1|DPER
OG0001873	LOC6634973|XP_015024816.1|DVIR	LOC6594682|XP_026850438.1|DPER
OG0001874	LOC6636736|XP_002060211.1|DVIR	LOC6591888|XP_002016782.2|DPER
OG0001875	LOC6630198|XP_032296221.1|DVIR	LOC6595066|XP_026851041.1|DPER
OG0001876	LOC6626360|XP_032292439.1|DVIR	LOC6603543|XP_002028521.1|DPER
OG0001877	LOC6632027|XP_002055017.1|DVIR	LOC6598572|XP_002023635.1|DPER
OG0001878	LOC6632250|XP_002056079.1|DVIR	LOC6587785|XP_002014049.1|DPER
OG0001879	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR	LOC6591683|XP_026840156.1|DPER
OG0001880	LOC6631180|XP_002053235.1|DVIR	LOC6594941|XP_002020310.1|DPER
OG0001881	LOC6634930|XP_002058441.1|DVIR	LOC6588499|XP_002013949.1|DPER
OG0001882	LOC6630847|XP_002053929.1|DVIR	LOC6587374|XP_026840072.1|DPER
OG0001883	LOC6630823|XP_015026855.1|DVIR	LOC6595152|XP_026840276.1|DPER
OG0001884	LOC6629741|XP_002054145.1|DVIR	LOC6587693|XP_002013698.1|DPER
OG0001885	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR	LOC6595448|XP_026844142.1|DPER
OG0001886	LOC6629593|XP_002053000.1|DVIR	LOC6594919|XP_002020127.1|DPER
OG0001887	LOC6626745|XP_002049308.1|DVIR	LOC6592264|XP_026842225.1|DPER
OG0001888	LOC6632956|XP_002056573.1|DVIR	LOC6591810|XP_002017231.1|DPER
OG0001889	LOC6631540|XP_002055064.1|DVIR	LOC6587617|XP_002013109.2|DPER, LOC6597372|XP_002022413.1|DPER
OG0001890	LOC6624456|XP_002047611.1|DVIR	LOC6598547|XP_026846271.1|DPER, LOC6603342|XP_002028326.2|DPER
OG0001891	LOC6630380|XP_032295643.1|DVIR	LOC6587658|XP_026846127.1|DPER
OG0001892	LOC6628853|XP_002051239.2|DVIR	LOC6594402|XP_002019348.1|DPER
OG0001893	LOC6633062|XP_002055951.1|DVIR	LOC6587733|XP_026850755.1|DPER
OG0001894	LOC6635922|XP_002059362.1|DVIR	LOC6592898|XP_002017940.1|DPER
OG0001895	LOC6636233|XP_002059747.2|DVIR	LOC6603485|XP_026846884.1|DPER
OG0001896	LOC26531476|XP_032289175.1|DVIR	LOC6588722|XP_002014364.2|DPER
OG0001897	LOC6630568|XP_002054385.1|DVIR	LOC6588372|XP_026840301.1|DPER
OG0001898	LOC6633845|XP_002057197.1|DVIR	LOC6600209|XP_002025309.1|DPER
OG0001899	LOC6635016|XP_032294826.1|DVIR	LOC6588187|XP_026841577.1|DPER
OG0001900	LOC6622825|XP_002047546.1|DVIR	LOC6602356|XP_002027435.1|DPER
OG0001901	LOC6627289|XP_032294122.1|DVIR	LOC6593503|XP_002019144.2|DPER, LOC113565386|XP_026842983.1|DPER
OG0001903	LOC6634914|XP_002058674.2|DVIR	LOC6603472|XP_002028451.2|DPER, LOC6594583|XP_002019288.2|DPER, LOC6603828|XP_002028787.2|DPER
OG0001904	LOC6632940|XP_002056127.2|DVIR	LOC6588501|XP_026846266.1|DPER
OG0001905	LOC6626283|XP_032293097.1|DVIR	LOC6594823|XP_002020018.1|DPER
OG0001906	LOC6632312|XP_032289778.1|DVIR	LOC6587917|XP_026850896.1|DPER
OG0001907	LOC6636667|XP_032295789.1|DVIR	LOC6603109|XP_002028094.2|DPER
OG0001908	LOC6633216|XP_002055981.1|DVIR	LOC6596496|XP_002021570.1|DPER, LOC6595183|XP_002020039.1|DPER
OG0001909	LOC6632123|XP_002055261.1|DVIR	LOC6597244|XP_002022539.2|DPER, LOC6597260|XP_026846548.1|DPER
OG0001910	LOC6632727|XP_002056050.1|DVIR	LOC6598641|XP_002023822.1|DPER
OG0001911	LOC6629987|XP_015027658.1|DVIR	LOC6598604|XP_026850500.1|DPER
OG0001912	LOC6626582|XP_002049695.2|DVIR	LOC6590328|XP_002016217.1|DPER
OG0001913	LOC6627779|XP_002052018.1|DVIR	LOC6596645|XP_002021653.1|DPER
OG0001914	LOC6632225|XP_032288800.1|DVIR	LOC6588339|XP_026840521.1|DPER
OG0001915	LOC6623134|XP_032290356.1|DVIR	LOC6601250|XP_026849953.1|DPER
OG0001916	LOC6626949|XP_015029030.1|DVIR	LOC6590072|XP_026840608.1|DPER
OG0001917	LOC6624259|XP_002047159.2|DVIR	LOC113566350|XP_026847428.1|DPER, LOC6599856|XP_026847378.1|DPER
OG0001918	LOC6622066|XP_002047081.2|DVIR	LOC6602785|XP_026847793.1|DPER
OG0001919	LOC6625344|XP_002050426.1|DVIR	LOC6602115|XP_002027129.1|DPER
OG0001920	LOC6631186|XP_002053241.1|DVIR	LOC6601100|XP_026847429.1|DPER
OG0001921	LOC6635342|XP_002058869.1|DVIR	LOC6592646|XP_002017867.1|DPER
OG0001922	LOC6636374|XP_002059903.1|DVIR	LOC6600842|XP_002025936.1|DPER
OG0001923	LOC6624146|XP_032290475.1|DVIR	LOC6595956|XP_026845526.1|DPER
OG0001924	LOC6629175|XP_032294253.1|DVIR	LOC6597984|XP_002023080.1|DPER
OG0001925	LOC6624356|XP_002046938.1|DVIR	LOC6599495|XP_026849528.1|DPER
OG0001926	LOC26531907|XP_032290167.1|DVIR	LOC6601213|XP_026848118.1|DPER
OG0001927	LOC6626539|XP_002050749.1|DVIR	LOC6590388|XP_002015654.1|DPER
OG0001928	LOC6623265|XP_032290171.1|DVIR	LOC6587611|XP_002013901.1|DPER, LOC6601385|XP_026847755.1|DPER
OG0001929	LOC6624086|XP_032291330.1|DVIR	LOC6603926|XP_026847898.1|DPER
OG0001930	LOC6625194|XP_002048747.2|DVIR	LOC6592683|XP_026840840.1|DPER
OG0001931	LOC6623813|XP_032291040.1|DVIR	LOC6596048|XP_002021232.2|DPER
OG0001932	LOC6623786|XP_002047365.1|DVIR	LOC6596047|XP_002021231.2|DPER
OG0001933	LOC6626854|XP_002050088.1|DVIR	LOC6590636|XP_002016139.1|DPER
OG0001934	LOC6623856|XP_002047841.1|DVIR	LOC6601369|XP_002026539.1|DPER
OG0001935	LOC6623638|XP_002046186.2|DVIR	LOC6599706|XP_026847450.1|DPER
OG0001937	LOC6636473|XP_002059922.2|DVIR	LOC6591199|XP_026841865.1|DPER, LOC6591197|XP_002015446.1|DPER
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	LOC6593214|XP_002018474.1|DPER
OG0001939	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR	LOC6592649|XP_002017985.1|DPER
OG0001940	LOC26531019|XP_032292582.1|DVIR	LOC6590972|XP_002015777.2|DPER
OG0001941	LOC6631184|XP_015027223.1|DVIR	LOC6601103|XP_026847431.1|DPER
OG0001942	LOC6635955|XP_002059397.2|DVIR	LOC6590790|XP_026841863.1|DPER
OG0001943	LOC6623341|XP_002046189.1|DVIR	LOC6599705|XP_026847451.1|DPER
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	LOC6601056|XP_026849764.1|DPER
OG0001945	LOC6635919|XP_002059359.3|DVIR	LOC6591027|XP_026842602.1|DPER
OG0001946	LOC6626501|XP_002050870.1|DVIR	LOC6602070|XP_002027176.1|DPER
OG0001947	LOC6626615|XP_002050599.1|DVIR	LOC6593051|XP_026842271.1|DPER
OG0001948	LOC6622360|XP_002047720.1|DVIR	LOC6601753|XP_002026828.1|DPER
OG0001949	LOC6623797|XP_032290625.1|DVIR	LOC6601166|XP_026848178.1|DPER
OG0001950	LOC6630671|XP_032295217.1|DVIR	LOC6591340|XP_026842042.1|DPER
OG0001951	LOC6626511|XP_032292583.1|DVIR	LOC6591275|XP_026841879.1|DPER
OG0001952	LOC6626111|XP_002050024.1|DVIR	LOC6590634|XP_026842833.1|DPER
OG0001953	LOC6636370|XP_032292427.1|DVIR	LOC6593194|XP_002018117.1|DPER
OG0001954	LOC6627056|XP_002050512.2|DVIR	LOC6590610|XP_026842404.1|DPER, LOC113565028|XP_026840625.1|DPER
OG0001955	LOC6626572|XP_002050551.1|DVIR	LOC6592738|XP_002017646.1|DPER
OG0001956	LOC6624021|XP_002048311.3|DVIR	LOC6599854|XP_026847302.1|DPER
OG0001957	LOC6626358|XP_002050861.1|DVIR	LOC6590557|XP_002015944.1|DPER
OG0001958	LOC6624884|XP_032291947.1|DVIR	LOC6592261|XP_026840862.1|DPER
OG0001959	LOC6624711|XP_002048130.3|DVIR	LOC6595987|XP_026845412.1|DPER
OG0001960	LOC6622927|XP_032291068.1|DVIR	LOC6599595|XP_026849571.1|DPER
OG0001961	LOC6627254|XP_015029602.1|DVIR	LOC6592290|XP_026841476.1|DPER
OG0001962	LOC6635923|XP_032292197.1|DVIR	LOC6592899|XP_002017941.1|DPER
OG0001963	LOC6622663|XP_002047023.1|DVIR	LOC6601006|XP_002026161.1|DPER
OG0001964	LOC6622277|XP_002046649.2|DVIR	LOC6597137|XP_026845758.1|DPER
OG0001965	LOC6623540|XP_002047328.2|DVIR	LOC6599542|XP_026849404.1|DPER
OG0001966	LOC6630544|XP_002054415.1|DVIR	LOC6587522|XP_002013074.2|DPER
OG0001967	LOC6625387|XP_002050304.1|DVIR	LOC6591134|XP_026841315.1|DPER
OG0001968	LOC6623937|XP_002046279.1|DVIR	LOC6600625|XP_002025619.1|DPER
OG0001969	LOC6625261|XP_002050690.1|DVIR	LOC6602048|XP_002027179.1|DPER
OG0001970	LOC6625600|XP_002050260.1|DVIR	LOC6590085|XP_002016039.1|DPER
OG0001971	LOC6626723|XP_032293156.1|DVIR	LOC6589951|XP_002016689.1|DPER
OG0001972	LOC6626123|XP_002050030.1|DVIR	LOC6590579|XP_002015384.1|DPER
OG0001973	LOC6627053|XP_015030141.1|DVIR	LOC6592608|XP_002018156.2|DPER
OG0001974	LOC6625696|XP_002048846.2|DVIR	LOC6592675|XP_002018200.2|DPER
OG0001975	LOC6623862|XP_002047408.1|DVIR	LOC6601187|XP_002026219.1|DPER
OG0001976	LOC6626906|XP_002050966.1|DVIR	LOC6591176|XP_002015436.1|DPER
OG0001977	LOC6627449|XP_032293907.1|DVIR	LOC6593423|XP_002019129.1|DPER
OG0001978	LOC6628402|XP_032294042.1|DVIR	LOC6595713|XP_002020749.1|DPER
OG0001979	LOC6628450|XP_002051653.1|DVIR	LOC6589527|XP_026843903.1|DPER
OG0001980	LOC6635756|XP_002059113.1|DVIR	LOC113565630|XP_026843960.1|DPER, LOC6595579|XP_002020956.1|DPER
OG0001981	LOC6628102|XP_032294392.1|DVIR	LOC6589178|XP_002015180.2|DPER
OG0001982	LOC6629007|XP_002051276.2|DVIR	LOC113565482|XP_026843430.1|DPER
OG0001983	LOC26531357|XP_032288987.1|DVIR	LOC6602649|XP_026843628.1|DPER
OG0001984	LOC6628168|XP_002051464.2|DVIR	LOC113565714|XP_026844441.1|DPER
OG0001985	LOC6634040|XP_032293613.1|DVIR	LOC6589232|XP_002014494.2|DPER
OG0001986	LOC6628175|XP_002051445.1|DVIR	LOC6593344|XP_002018745.1|DPER
OG0001987	LOC6633394|XP_032289114.1|DVIR	LOC6599949|XP_002025139.1|DPER
OG0001988	LOC6625855|XP_002050111.1|DVIR	LOC6591090|XP_026842313.1|DPER
OG0001989	LOC6628311|XP_002052865.1|DVIR	LOC6595701|XP_002020584.1|DPER
OG0001990	LOC6627818|XP_002051143.2|DVIR	LOC6589011|XP_002014327.2|DPER
OG0001991	LOC6629075|XP_032294338.1|DVIR	LOC6598133|XP_026843348.1|DPER
OG0001992	LOC6627897|XP_032294616.1|DVIR	LOC6589297|XP_026844049.1|DPER
OG0001993	LOC6634213|XP_002057806.1|DVIR	LOC6593558|XP_002018973.1|DPER
OG0001994	LOC6629688|XP_015027572.1|DVIR	LOC6595069|XP_026843560.1|DPER
OG0001995	LOC6634297|XP_002057449.1|DVIR	LOC6597942|XP_002023177.1|DPER
OG0001996	LOC6628189|XP_032294003.1|DVIR	LOC6593961|XP_026842997.1|DPER
OG0001997	LOC6626236|XP_002048860.1|DVIR	LOC6592354|XP_026841878.1|DPER
OG0001998	LOC6626332|XP_032291752.1|DVIR	LOC6592352|XP_002018424.1|DPER
OG0001999	LOC6627059|XP_015029165.1|DVIR	LOC6590613|XP_026842571.1|DPER
OG0002000	LOC6627761|XP_002052650.1|DVIR	LOC6589121|XP_002015277.1|DPER
OG0002001	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR	LOC6595706|XP_026844830.1|DPER
OG0002002	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR	LOC6590386|XP_002015652.1|DPER
OG0002003	LOC6633984|XP_002057848.1|DVIR	LOC6593492|XP_026843184.1|DPER
OG0002004	LOC6628214|XP_015028608.1|DVIR	LOC6595384|XP_026844669.1|DPER
OG0002005	LOC6633901|XP_015025296.2|DVIR	LOC6593780|XP_026843087.1|DPER
OG0002006	LOC6628358|XP_032294603.1|DVIR	LOC6593916|XP_026843808.1|DPER
OG0002007	LOC6628906|XP_002051550.1|DVIR	LOC6589072|XP_026844954.1|DPER
OG0002008	LOC6636271|XP_032290159.1|DVIR	LOC6603486|XP_026846829.1|DPER
OG0002009	LOC6624883|XP_032292330.1|DVIR	LOC6600877|XP_002025941.1|DPER
OG0002010	LOC6633986|XP_002057850.1|DVIR	LOC6593511|XP_002019152.1|DPER
OG0002011	LOC6634004|XP_002057825.3|DVIR	LOC6596534|XP_002021731.1|DPER
OG0002012	LOC6627349|XP_002052460.2|DVIR	LOC6589863|XP_002015168.1|DPER
OG0002013	LOC6634155|XP_032293567.1|DVIR	LOC6597977|XP_026843341.1|DPER, LOC6597979|XP_026843595.1|DPER
OG0002014	LOC6626383|XP_002050057.1|DVIR	LOC6600869|XP_026840987.1|DPER
OG0002015	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR	LOC113565904|XP_026845073.1|DPER, LOC6589893|XP_002014630.1|DPER
OG0002016	LOC6626610|XP_032292177.1|DVIR	LOC113565034|XP_026840758.1|DPER
OG0002017	LOC6629111|XP_032293893.1|DVIR	LOC6596585|XP_002021672.2|DPER
OG0002018	LOC6634214|XP_002057807.3|DVIR	LOC6593557|XP_002018972.1|DPER
OG0002019	LOC6628983|XP_032293990.1|DVIR	LOC6589381|XP_002015053.1|DPER
OG0002020	LOC6634183|XP_002057441.2|DVIR	LOC6597965|XP_002023168.1|DPER
OG0002021	LOC6625386|XP_002050303.2|DVIR	LOC6591133|XP_026841742.1|DPER
OG0002022	LOC6628404|XP_032294501.1|DVIR	LOC6593460|XP_026843711.1|DPER
OG0002023	LOC6632895|XP_002056195.1|DVIR	LOC6587207|XP_002013888.1|DPER
OG0002025	LOC6628942|XP_032293538.1|DVIR	LOC6589849|XP_026844766.1|DPER
OG0002026	LOC6622563|XP_002047703.2|DVIR	LOC6602182|XP_002027222.2|DPER, LOC113566941|XP_026849973.1|DPER
OG0002027	LOC6626290|XP_015029287.1|DVIR	LOC6590772|XP_002016460.2|DPER
OG0002028	LOC6626936|XP_032293080.1|DVIR	LOC6590916|XP_026841035.1|DPER
OG0002029	LOC6623931|XP_002047397.2|DVIR	LOC6600318|XP_026849106.1|DPER
OG0002030	LOC6625886|XP_002050357.1|DVIR	LOC6600857|XP_002025994.1|DPER
OG0002031	LOC6624786|XP_015029730.1|DVIR	LOC6592640|XP_026841327.1|DPER
OG0002032	LOC6629903|XP_002053401.1|DVIR	LOC6594539|XP_002019369.1|DPER
OG0002033	LOC6633486|XP_002057345.1|DVIR	LOC6598382|XP_002023407.2|DPER
OG0002034	LOC6634834|XP_002058015.3|DVIR	LOC6596696|XP_026845813.1|DPER
OG0002035	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR	LOC6587944|XP_002014112.2|DPER
OG0002036	LOC6630386|XP_015027037.2|DVIR	LOC6598622|XP_026840047.1|DPER
OG0002037	LOC6624342|XP_002046338.1|DVIR	LOC113566713|XP_026849344.1|DPER
OG0002038	LOC6629346|XP_002053262.1|DVIR	LOC6594207|XP_002019666.1|DPER
OG0002039	LOC26530948|XP_015027846.1|DVIR	LOC113567321|XP_026850479.1|DPER
OG0002040	LOC6629308|XP_032288888.1|DVIR	LOC6594366|XP_026850470.1|DPER
OG0002041	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR	LOC6592464|XP_002017798.1|DPER
OG0002042	LOC6632341|XP_002056409.1|DVIR	LOC6594195|XP_002019503.2|DPER
OG0002043	LOC6629647|XP_002053557.2|DVIR	LOC6588225|XP_026850778.1|DPER
OG0002044	LOC6633046|XP_002056269.1|DVIR	LOC6594887|XP_002020006.2|DPER
OG0002045	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR	LOC6588121|XP_026850439.1|DPER
OG0002046	LOC6634693|XP_002058304.1|DVIR	LOC6602638|XP_002027659.1|DPER
OG0002047	LOC6634675|XP_032296474.1|DVIR	LOC6597682|XP_002022836.2|DPER
OG0002048	LOC6632363|XP_002056724.2|DVIR	LOC6591484|XP_002017378.2|DPER
OG0002049	LOC6632287|XP_002056729.1|DVIR	LOC6594587|XP_026850844.1|DPER
OG0002050	LOC6629856|XP_032292860.1|DVIR	LOC6592111|XP_026851251.1|DPER, LOC113567464|XP_026851253.1|DPER
OG0002051	LOC26531904|XP_015030378.1|DVIR	LOC6591053|XP_026841486.1|DPER, LOC6591054|XP_026842697.1|DPER
OG0002052	LOC6623847|XP_002046229.1|DVIR	LOC6599869|XP_002024923.1|DPER
OG0002053	LOC6629603|XP_002054668.2|DVIR	LOC6594338|XP_002019596.2|DPER
OG0002054	LOC6632543|XP_002056186.1|DVIR	LOC6587533|XP_026850621.1|DPER
OG0002055	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR	LOC6591870|XP_002017332.1|DPER
OG0002056	LOC6622886|XP_002048169.1|DVIR	LOC6596231|XP_026845620.1|DPER
OG0002057	LOC6627975|XP_002051781.1|DVIR	LOC6589507|XP_002015103.1|DPER
OG0002058	LOC6623174|XP_002046124.1|DVIR	LOC6601131|XP_002026058.1|DPER
OG0002059	LOC6632616|XP_002056316.1|DVIR	LOC6594015|XP_002019637.1|DPER
OG0002060	LOC6626587|XP_002049766.1|DVIR	LOC6590993|XP_026841992.1|DPER
OG0002061	LOC6625739|XP_032291908.1|DVIR	LOC6590161|XP_002016583.1|DPER
OG0002062	LOC6634648|XP_002058299.3|DVIR	LOC6603795|XP_026846626.1|DPER
OG0002063	LOC6633540|XP_002057238.1|DVIR	LOC6600152|XP_002025235.1|DPER
OG0002064	LOC6634505|XP_015025097.1|DVIR	LOC6603546|XP_026845769.1|DPER
OG0002065	LOC6623715|XP_002047355.2|DVIR	LOC6602725|XP_026849462.1|DPER
OG0002066	LOC6630811|XP_015027417.1|DVIR	LOC6594178|XP_026850472.1|DPER
OG0002067	LOC6626937|XP_002049244.1|DVIR	LOC6590917|XP_002015408.1|DPER
OG0002068	LOC6625314|XP_002048757.1|DVIR	LOC6592901|XP_002017943.1|DPER
OG0002069	LOC6633275|XP_002057134.1|DVIR	LOC6597916|XP_026843611.1|DPER
OG0002070	LOC6630130|XP_002053682.1|DVIR	LOC6594021|XP_002019719.1|DPER
OG0002071	LOC6631122|XP_002054242.1|DVIR	LOC6588494|XP_002013921.1|DPER
OG0002072	LOC6626533|XP_002050657.1|DVIR	LOC6600899|XP_002025963.1|DPER
OG0002073	LOC6622626|XP_032290694.1|DVIR	LOC6596988|XP_026845642.1|DPER
OG0002074	LOC6626580|XP_002049693.1|DVIR	LOC6590540|XP_026841601.1|DPER
OG0002075	LOC26530442|XP_015028814.1|DVIR	LOC113565670|XP_026844199.1|DPER
OG0002076	LOC6626692|XP_032292959.1|DVIR	LOC6603163|XP_026841364.1|DPER, LOC6603164|XP_026841359.1|DPER
OG0002077	LOC6622532|XP_032291318.1|DVIR	LOC6601033|XP_026849741.1|DPER
OG0002078	LOC6625145|XP_002049554.1|DVIR	LOC6592773|XP_002018015.1|DPER
OG0002079	LOC6624462|XP_002048071.1|DVIR	LOC6595998|XP_002021019.1|DPER
OG0002080	LOC6625119|XP_002049499.1|DVIR	LOC6592394|XP_002017579.2|DPER
OG0002081	LOC6624784|XP_002049437.1|DVIR	LOC6601330|XP_002026381.1|DPER
OG0002082	LOC6625656|XP_032293288.1|DVIR	LOC6601587|XP_026842735.1|DPER
OG0002083	LOC6633873|XP_032296511.1|DVIR	LOC6600086|XP_026845110.1|DPER
OG0002084	LOC6625624|XP_002049068.1|DVIR	LOC6590460|XP_002015851.1|DPER
OG0002085	LOC6626264|XP_002050906.1|DVIR	LOC6592631|XP_026841336.1|DPER
OG0002086	LOC6626480|XP_002049074.1|DVIR	LOC6590455|XP_026842510.1|DPER
OG0002087	LOC26531396|XP_032289985.1|DVIR	LOC113566652|XP_026849013.1|DPER
OG0002088	LOC6624726|XP_015030511.1|DVIR	LOC6601813|XP_026848589.1|DPER, LOC6601810|XP_026848460.1|DPER
OG0002089	LOC6635359|XP_002058905.1|DVIR	LOC6592440|XP_026841197.1|DPER
OG0002090	LOC6624051|XP_002047469.1|DVIR	LOC6595903|XP_002021442.1|DPER
OG0002091	LOC6626001|XP_032293005.1|DVIR	LOC6601323|XP_002026374.1|DPER
OG0002092	LOC6623949|XP_032291244.1|DVIR	LOC6599720|XP_026847347.1|DPER
OG0002093	LOC6627267|XP_002049909.1|DVIR	LOC6601611|XP_002026647.1|DPER
OG0002094	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR	LOC6591296|XP_002015625.1|DPER
OG0002095	LOC6634544|XP_002058288.1|DVIR	LOC6602894|XP_026849664.1|DPER
OG0002096	LOC6626956|XP_032292980.1|DVIR	LOC6590298|XP_002016159.2|DPER
OG0002097	LOC6625109|XP_002049283.2|DVIR	LOC6592694|XP_026841297.1|DPER
OG0002098	LOC6624287|XP_015031432.1|DVIR	LOC6603788|XP_026848075.1|DPER
OG0002099	LOC6629885|XP_002054545.1|DVIR	LOC6587719|XP_002013392.1|DPER
OG0002100	LOC6623652|XP_002048244.3|DVIR	LOC6597072|XP_002022197.1|DPER
OG0002101	LOC6625848|XP_032292941.1|DVIR	LOC6589922|XP_026840609.1|DPER
OG0002102	LOC6626790|XP_002049829.2|DVIR	LOC6593161|XP_002018335.2|DPER
OG0002103	LOC6629840|XP_002054540.2|DVIR	LOC6587994|XP_026850772.1|DPER
OG0002106	LOC6629940|XP_002054368.2|DVIR	LOC6587248|XP_002013536.1|DPER
OG0002107	LOC6629238|XP_002052614.1|DVIR	LOC6596576|XP_026843254.1|DPER
OG0002108	LOC6630695|XP_002054402.2|DVIR	LOC6587579|XP_026851221.1|DPER, LOC6587574|XP_026849647.1|DPER, LOC6587582|XP_002013096.1|DPER
OG0002109	LOC6629275|XP_002052981.2|DVIR	LOC6594890|XP_002019987.2|DPER
OG0002110	LOC6628810|XP_002051233.2|DVIR	LOC6593480|XP_002018919.1|DPER
OG0002111	LOC116651459|XP_032293700.1|DVIR	LOC6593498|XP_002019161.1|DPER
OG0002113	LOC6630550|XP_002054421.3|DVIR	LOC6594853|XP_002020061.1|DPER
OG0002114	LOC6633067|XP_002056139.2|DVIR	LOC6594971|XP_002020490.2|DPER
OG0002115	LOC26531333|XP_015030311.1|DVIR	LOC6602145|XP_026842492.1|DPER
OG0002117	LOC6635550|XP_002059097.1|DVIR	LOC6597298|XP_026846439.1|DPER
OG0002118	LOC26530985|XP_015024798.1|DVIR, LOC26531314|XP_032296684.1|DVIR	LOC113565812|XP_026844831.1|DPER
OG0002119	LOC6631147|XP_015026969.1|DVIR	LOC6588089|XP_002013365.1|DPER
OG0002120	LOC6636209|XP_002059699.1|DVIR	LOC6602558|XP_002027579.1|DPER
OG0002121	LOC6634874|XP_032295296.1|DVIR	LOC6595231|XP_026840461.1|DPER
OG0002122	LOC6628662|XP_002051818.2|DVIR	LOC113565876|XP_026845039.1|DPER, LOC6589701|XP_002014224.1|DPER
OG0002123	LOC6628453|XP_032294579.1|DVIR	LOC113565905|XP_026845074.1|DPER, LOC6589790|XP_002014637.1|DPER
OG0002124	LOC6635457|XP_002059059.2|DVIR	LOC6601782|XP_026846965.1|DPER
OG0002125	LOC6626451|XP_002049681.1|DVIR	LOC6590480|XP_002016666.1|DPER
OG0002126	LOC6622481|XP_015030519.1|DVIR	LOC6601858|XP_026849329.1|DPER
OG0002127	LOC6631364|XP_032296113.1|DVIR	LOC6597719|XP_026847044.1|DPER
OG0002128	LOC6635484|XP_032296156.1|DVIR	LOC6601772|XP_026847065.1|DPER
OG0002129	LOC6635015|XP_002058659.2|DVIR	LOC6588580|XP_002013197.1|DPER
OG0002130	LOC6634737|XP_032289213.1|DVIR	LOC6596745|XP_002021928.1|DPER
OG0002131	LOC6632912|XP_002056257.1|DVIR	LOC6588390|XP_002012932.1|DPER
OG0002132	LOC6634124|XP_002057725.1|DVIR	LOC6588821|XP_026844008.1|DPER
OG0002133	LOC6633868|XP_002056970.1|DVIR	LOC6599097|XP_002024422.2|DPER
