Orthogroup	DVIR.longest_only	ASTE.longest_only
OG0001395	LOC6630208|XP_015027115.1|DVIR	LOC118505832|XP_035898080.1|ASTE
OG0001396	LOC6624725|XP_002047179.1|DVIR, LOC6631869|XP_002055730.1|DVIR	LOC118506543|XP_035899727.1|ASTE
OG0001397	LOC6632291|XP_002056733.1|DVIR	LOC118508436|XP_035904108.1|ASTE, LOC118507361|XP_035901666.1|ASTE
OG0001399	LOC6625737|XP_015029306.1|DVIR	LOC118512891|XP_035913888.1|ASTE
OG0001400	LOC6632889|XP_002056189.3|DVIR, LOC6632887|XP_002056187.3|DVIR	LOC118503474|XP_035892665.1|ASTE
OG0001401	LOC6624420|XP_032290431.1|DVIR	LOC118508071|XP_035903427.1|ASTE, LOC118509254|XP_035905482.1|ASTE
OG0001402	LOC6622071|XP_002047691.1|DVIR	LOC118508085|XP_035903453.1|ASTE
OG0001403	LOC6622160|XP_002047555.1|DVIR	LOC118512335|XP_035912510.1|ASTE
OG0001404	LOC6635344|XP_015024696.1|DVIR	LOC118505990|XP_035898449.1|ASTE
OG0001405	LOC6627268|XP_002049910.1|DVIR	LOC118516517|XP_035918344.1|ASTE, LOC118516525|XP_035918353.1|ASTE, LOC118506091|XP_035898664.1|ASTE
OG0001406	LOC6635446|XP_002058986.1|DVIR	LOC118506116|XP_035898717.1|ASTE
OG0001407	LOC6622905|XP_002046705.1|DVIR	LOC118508052|XP_035903398.1|ASTE
OG0001408	LOC6625299|XP_032293032.1|DVIR	LOC118509985|XP_035907259.1|ASTE
OG0001429	LOC6629670|XP_002054764.2|DVIR	LOC118504939|XP_035895931.1|ASTE, LOC118504930|XP_035895920.1|ASTE
OG0001430	LOC6630583|XP_032289886.1|DVIR	LOC118513099|XP_035914393.1|ASTE, LOC118510660|XP_035908704.1|ASTE
OG0001431	LOC6632108|XP_002055631.2|DVIR	LOC118502803|XP_035891317.1|ASTE
OG0001432	LOC6633311|XP_032296591.1|DVIR	LOC118517173|XP_035918974.1|ASTE, LOC118505181|XP_035896528.1|ASTE
OG0001433	LOC6630809|XP_002054277.1|DVIR	LOC118503728|XP_035893234.1|ASTE
OG0001434	LOC6631649|XP_002055368.2|DVIR	LOC118503987|XP_035893827.1|ASTE
OG0001435	LOC6627247|XP_002050398.2|DVIR	LOC118511737|XP_035911080.1|ASTE
OG0001436	LOC6633598|XP_002056810.2|DVIR	LOC118517432|XP_035919444.1|ASTE
OG0001437	LOC6629566|XP_002053654.1|DVIR, LOC6628904|XP_002051548.1|DVIR	LOC118513084|XP_035914345.1|ASTE
OG0001438	LOC6629695|XP_002053976.1|DVIR	LOC118503425|XP_035892562.1|ASTE, LOC118511093|XP_035909688.1|ASTE
OG0001439	LOC6629735|XP_002054139.1|DVIR	LOC118506957|XP_035900670.1|ASTE, LOC118505187|XP_035896539.1|ASTE
OG0001440	LOC6636102|XP_002059644.2|DVIR	LOC118508086|XP_035903459.1|ASTE
OG0001442	LOC6627447|XP_002052469.1|DVIR, LOC6636690|XP_002060168.1|DVIR	LOC118508483|XP_035904197.1|ASTE, LOC118505129|XP_035896339.1|ASTE
OG0001443	LOC6632428|XP_002056100.1|DVIR	LOC118506833|XP_035900438.1|ASTE, LOC118506832|XP_035900437.1|ASTE
OG0001444	LOC6630854|XP_002053936.2|DVIR	LOC118502379|XP_035890493.1|ASTE
OG0001445	LOC6634918|XP_002058678.1|DVIR	LOC118503034|XP_035891758.1|ASTE
OG0001446	LOC6635157|XP_032289357.1|DVIR	LOC118505222|XP_035896639.1|ASTE
OG0001447	LOC6632962|XP_032289458.1|DVIR, LOC6632961|XP_002056351.2|DVIR	LOC118504441|XP_035894794.1|ASTE
OG0001448	LOC6632800|XP_015025888.1|DVIR	LOC118508304|XP_035903852.1|ASTE
OG0001449	LOC6627186|XP_002049928.2|DVIR, LOC6622057|XP_002047515.2|DVIR, LOC6624254|XP_002047514.2|DVIR	LOC118502961|XP_035891617.1|ASTE
OG0001450	LOC6630067|XP_002054373.2|DVIR, LOC6627491|XP_032293600.1|DVIR, LOC6629022|XP_002051368.1|DVIR	LOC118512095|XP_035911953.1|ASTE
OG0001451	LOC6636418|XP_032292154.1|DVIR	LOC118510862|XP_035909101.1|ASTE
OG0001452	LOC6625664|XP_032292281.1|DVIR	LOC118508899|XP_035904631.1|ASTE
OG0001453	LOC6623388|XP_002046152.1|DVIR	LOC118513011|XP_035914178.1|ASTE, LOC118513010|XP_035914177.1|ASTE
OG0001454	LOC6632733|XP_002055808.1|DVIR	LOC118511629|XP_035910833.1|ASTE, LOC118512994|XP_035914143.1|ASTE
OG0001455	LOC6622658|XP_032290460.1|DVIR	LOC118512978|XP_035914115.1|ASTE
OG0001456	LOC6625753|XP_032291770.1|DVIR	LOC118513600|XP_035915513.1|ASTE, LOC118517282|XP_035919146.1|ASTE
OG0001457	LOC6626642|XP_002048778.1|DVIR	LOC118512050|XP_035911786.1|ASTE
OG0001458	LOC6624799|XP_032292295.1|DVIR	LOC118512939|XP_035914013.1|ASTE, LOC118508836|XP_035904476.1|ASTE
OG0001459	LOC6623855|XP_032290329.1|DVIR	LOC118514612|XP_035917501.1|ASTE, LOC118512686|XP_035913362.1|ASTE
OG0001460	LOC6625478|XP_002050334.1|DVIR	LOC118509617|XP_035906336.1|ASTE
OG0001461	LOC6634669|XP_002057985.1|DVIR	LOC118512844|XP_035913798.1|ASTE
OG0001462	LOC6622415|XP_002046978.1|DVIR	LOC118514225|XP_035916816.1|ASTE, LOC118514224|XP_035916815.1|ASTE, LOC118514226|XP_035916817.1|ASTE
OG0001464	LOC6633517|XP_002057235.1|DVIR	LOC118510298|XP_035907815.1|ASTE
OG0001466	LOC6635759|XP_002059225.3|DVIR	LOC118509517|XP_035906111.1|ASTE
OG0001467	LOC6629226|XP_002051252.1|DVIR	LOC118517642|XP_035919855.1|ASTE, LOC118510380|XP_035908019.1|ASTE
OG0001468	LOC6623123|XP_015031289.1|DVIR	LOC118517241|XP_035919108.1|ASTE, LOC118509363|XP_035905779.1|ASTE
OG0001469	LOC6626756|XP_002050707.1|DVIR	LOC118512310|XP_035912446.1|ASTE
OG0001470	LOC6622971|XP_032290604.1|DVIR	LOC118509554|XP_035906198.1|ASTE, LOC118509555|XP_035906200.1|ASTE
OG0001471	LOC6623201|XP_032291106.1|DVIR	LOC118509952|XP_035907180.1|ASTE
OG0001472	LOC6622973|XP_002046502.1|DVIR	LOC118511819|XP_035911252.1|ASTE
OG0001473	LOC6634992|XP_002058494.2|DVIR	LOC118509034|XP_035904965.1|ASTE, LOC118509031|XP_035904961.1|ASTE, LOC118509018|XP_035904929.1|ASTE
OG0001474	LOC6634511|XP_032296365.1|DVIR, LOC6626275|XP_002050041.1|DVIR	LOC118511983|XP_035911615.1|ASTE
OG0001475	LOC6625986|XP_002050064.1|DVIR	LOC118505830|XP_035898077.1|ASTE
OG0001476	LOC6625997|XP_032291595.1|DVIR	LOC118510956|XP_035909305.1|ASTE
OG0001477	LOC6632261|XP_002055896.1|DVIR	LOC118513902|XP_035916117.1|ASTE
OG0001478	LOC6627773|XP_002052835.1|DVIR	LOC118509976|XP_035907249.1|ASTE, LOC118513674|XP_035915670.1|ASTE
OG0001479	LOC6634407|XP_002057928.1|DVIR	LOC118513844|XP_035916015.1|ASTE
OG0001480	LOC6627597|XP_002052828.2|DVIR	LOC118513940|XP_035916216.1|ASTE
OG0001481	LOC6628319|XP_032293983.1|DVIR	LOC118511126|XP_035909752.1|ASTE
OG0001482	LOC6627216|XP_032292693.1|DVIR	LOC118514014|XP_035916376.1|ASTE
OG0001483	LOC6627304|XP_002051285.2|DVIR	LOC118510033|XP_035907314.1|ASTE
OG0001484	LOC6628237|XP_002051807.1|DVIR	LOC118511672|XP_035910923.1|ASTE
OG0001485	LOC6623646|XP_032291095.1|DVIR	LOC118512587|XP_035913119.1|ASTE
OG0001486	LOC6628345|XP_015028510.1|DVIR	LOC118513256|XP_035914712.1|ASTE, LOC118513257|XP_035914713.1|ASTE
OG0001487	LOC26530854|XP_015028867.1|DVIR	LOC118511555|XP_035910677.1|ASTE
OG0001488	LOC6627147|XP_002048716.1|DVIR	LOC118509962|XP_035907234.1|ASTE
OG0001489	LOC6628302|XP_032293705.1|DVIR	LOC118510785|XP_035908963.1|ASTE
OG0001490	LOC6628805|XP_002051228.2|DVIR	LOC118510781|XP_035908959.1|ASTE
OG0001491	LOC6628875|XP_002052341.2|DVIR, LOC6628874|XP_002052340.1|DVIR, LOC6628876|XP_002052342.1|DVIR	LOC118514099|XP_035916532.1|ASTE
OG0001492	LOC26530471|XP_002059192.2|DVIR, LOC116650129|XP_032289339.1|DVIR	LOC118510657|XP_035908675.1|ASTE
OG0001493	LOC6634276|XP_002057693.2|DVIR, LOC6634813|XP_002058139.1|DVIR	LOC118506650|XP_035899947.1|ASTE
OG0001494	LOC6631633|XP_002055136.1|DVIR	LOC118517546|XP_035919678.1|ASTE
OG0001495	LOC6627251|XP_002050402.1|DVIR	LOC118506658|XP_035899969.1|ASTE
OG0001496	LOC6634496|XP_002058234.1|DVIR	LOC118507659|XP_035902329.1|ASTE
OG0001497	LOC6625685|XP_002050318.1|DVIR	LOC118502537|XP_035890702.1|ASTE
OG0001500	LOC6635366|XP_002058890.1|DVIR	LOC118505138|XP_035896380.1|ASTE
OG0001501	LOC116651718|XP_032294565.1|DVIR, LOC6630896|XP_002053125.2|DVIR	LOC118507979|XP_035903221.1|ASTE
OG0001502	LOC6626454|XP_015029404.1|DVIR	LOC118504323|XP_035894545.1|ASTE
OG0001503	LOC6625422|XP_032292789.1|DVIR	LOC118512405|XP_035912684.1|ASTE
OG0001504	LOC6633630|XP_032295937.1|DVIR	LOC118507224|XP_035901272.1|ASTE
OG0001506	LOC6625521|XP_002048997.1|DVIR	LOC118503700|XP_035893156.1|ASTE, LOC118503701|XP_035893157.1|ASTE
OG0001507	LOC6624736|XP_002049739.1|DVIR	LOC118508184|XP_035903636.1|ASTE, LOC118508187|XP_035903638.1|ASTE
OG0001508	LOC6625073|XP_002049086.1|DVIR	LOC118506283|XP_035899092.1|ASTE, LOC118506285|XP_035899099.1|ASTE
OG0001509	LOC6626252|XP_032293162.1|DVIR	LOC118505926|XP_035898319.1|ASTE
OG0001510	LOC6628916|XP_002051384.1|DVIR	LOC118507303|XP_035901570.1|ASTE, LOC118503983|XP_035893820.1|ASTE
OG0001511	LOC6627116|XP_015029652.1|DVIR	LOC118507242|XP_035901387.1|ASTE
OG0001512	LOC6622570|XP_002046662.1|DVIR	LOC118503073|XP_035891843.1|ASTE
OG0001513	LOC6624512|XP_032291000.1|DVIR	LOC118508391|XP_035904027.1|ASTE
OG0001515	LOC6635503|XP_002059043.1|DVIR	LOC118503019|XP_035891735.1|ASTE
OG0001534	LOC6633419|XP_002056818.2|DVIR, LOC6633420|XP_015025564.2|DVIR	LOC118505899|XP_035898676.1|ASTE
OG0001535	LOC6632158|XP_002055767.1|DVIR	LOC118517720|XP_035920066.1|ASTE
OG0001536	LOC6633483|XP_002056992.1|DVIR	LOC118506790|XP_035900302.1|ASTE
OG0001537	LOC6627849|XP_002052844.1|DVIR	LOC118503752|XP_035893296.1|ASTE, LOC118503751|XP_035893295.1|ASTE
OG0001538	LOC6636137|XP_002059531.1|DVIR	LOC118503667|XP_035893096.1|ASTE
OG0001539	LOC6626037|XP_002050804.1|DVIR	LOC118517360|XP_035919269.1|ASTE
OG0001540	LOC6628382|XP_002052634.2|DVIR	LOC118511146|XP_035909770.1|ASTE
OG0001541	LOC6622387|XP_002047931.1|DVIR	LOC118517446|XP_035919481.1|ASTE
OG0001542	LOC6632523|XP_015025960.1|DVIR	LOC118502635|XP_035890979.1|ASTE
OG0001545	LOC6633675|XP_002057280.2|DVIR	LOC118506676|XP_035900013.1|ASTE
OG0001546	LOC6633293|XP_032296587.1|DVIR	LOC118508312|XP_035903877.1|ASTE
OG0001547	LOC6635603|XP_032296130.1|DVIR	LOC118506882|XP_035900543.1|ASTE
OG0001548	LOC6632140|XP_015026672.1|DVIR	LOC118517085|XP_035918834.1|ASTE
OG0001549	LOC6627927|XP_032294527.1|DVIR	LOC118511070|XP_035909580.1|ASTE
OG0001551	LOC6635098|XP_002058360.2|DVIR	LOC118508471|XP_035904171.1|ASTE
OG0001552	LOC6632817|XP_002055904.2|DVIR, LOC6636395|XP_002059964.1|DVIR	LOC118506807|XP_035900358.1|ASTE
OG0001553	LOC6631643|XP_002055362.1|DVIR	LOC118504450|XP_035894835.1|ASTE, LOC118507559|XP_035902043.1|ASTE
OG0001554	LOC6629711|XP_015027366.2|DVIR, LOC26531409|XP_015027896.1|DVIR	LOC118503590|XP_035892934.1|ASTE
OG0001555	LOC6627939|XP_002052664.1|DVIR	LOC118514560|XP_035917444.1|ASTE, LOC118508297|XP_035903840.1|ASTE
OG0001556	LOC6626809|XP_002050926.1|DVIR	LOC118514356|XP_035917071.1|ASTE
OG0001557	LOC6634812|XP_032296285.1|DVIR	LOC118504645|XP_035895294.1|ASTE, LOC118505132|XP_035896359.1|ASTE
OG0001558	LOC6636517|XP_002060007.1|DVIR	LOC118504481|XP_035894891.1|ASTE
OG0001559	LOC6630035|XP_002054026.1|DVIR	LOC118502705|XP_035891142.1|ASTE
OG0001560	LOC6633147|XP_032289549.1|DVIR	LOC118506880|XP_035900522.1|ASTE
OG0001561	LOC6630692|XP_002054399.1|DVIR	LOC118502733|XP_035891187.1|ASTE, LOC118515314|XP_035917895.1|ASTE
OG0001562	LOC6627453|XP_002052475.1|DVIR	LOC118511566|XP_035910698.1|ASTE
OG0001563	LOC6635263|XP_002058739.1|DVIR	LOC118506798|XP_035900314.1|ASTE
OG0001564	LOC6634940|XP_032294819.1|DVIR	LOC118505168|XP_035896467.1|ASTE
OG0001565	LOC6631006|XP_032291625.1|DVIR	LOC118515292|XP_035917863.1|ASTE, LOC118506372|XP_035899287.1|ASTE
OG0001566	LOC6631194|XP_002054839.1|DVIR	LOC118505781|XP_035897970.1|ASTE
OG0001567	LOC6626729|XP_032293014.1|DVIR	LOC118511921|XP_035911452.1|ASTE
OG0001568	LOC6630739|XP_032294785.1|DVIR	LOC118511924|XP_035911466.1|ASTE
OG0001569	LOC6635004|XP_002058517.1|DVIR	LOC118511929|XP_035911502.1|ASTE
OG0001570	LOC6632235|XP_002056084.1|DVIR	LOC118504393|XP_035894692.1|ASTE
OG0001571	LOC6627384|XP_002052404.2|DVIR	LOC118511747|XP_035911102.1|ASTE
OG0001572	LOC6631909|XP_002055590.1|DVIR	LOC118508886|XP_035904608.1|ASTE, LOC118508884|XP_035904598.1|ASTE
OG0001573	LOC6636548|XP_032291461.1|DVIR	LOC118512694|XP_035913394.1|ASTE
OG0001574	LOC6631446|XP_032295885.1|DVIR	LOC118517603|XP_035919784.1|ASTE, LOC118509099|XP_035905148.1|ASTE
OG0001575	LOC6635056|XP_032295162.1|DVIR, LOC6635055|XP_002058622.1|DVIR	LOC118511278|XP_035910063.1|ASTE
OG0001576	LOC6629579|XP_002054871.1|DVIR	LOC118512248|XP_035912283.1|ASTE
OG0001577	LOC6635038|XP_015024840.1|DVIR	LOC118508852|XP_035904498.1|ASTE
OG0001578	LOC6624886|XP_002050976.2|DVIR	LOC118517265|XP_035919131.1|ASTE, LOC118510235|XP_035907693.1|ASTE
OG0001579	LOC6634558|XP_032296467.1|DVIR	LOC118509698|XP_035906659.1|ASTE
OG0001580	LOC6626554|XP_015029140.1|DVIR	LOC118511539|XP_035910626.1|ASTE
OG0001581	LOC6631895|XP_032295271.1|DVIR	LOC118512895|XP_035913900.1|ASTE
OG0001582	LOC6635942|XP_002059294.2|DVIR	LOC118514210|XP_035916796.1|ASTE
OG0001583	LOC6635884|XP_032292196.1|DVIR	LOC118509919|XP_035907122.1|ASTE
OG0001584	LOC6623401|XP_002047781.1|DVIR	LOC118509247|XP_035905474.1|ASTE
OG0001586	LOC6624641|XP_002046648.1|DVIR	LOC118510349|XP_035907937.1|ASTE
OG0001587	LOC6626124|XP_002050031.1|DVIR	LOC118511335|XP_035910161.1|ASTE
OG0001588	LOC6626346|XP_002050347.1|DVIR	LOC118512235|XP_035912262.1|ASTE
OG0001589	LOC6629177|XP_002052372.1|DVIR	LOC118507578|XP_035902124.1|ASTE
OG0001590	LOC6625510|XP_032292927.1|DVIR	LOC118512262|XP_035912326.1|ASTE
OG0001591	LOC6635029|XP_015024843.1|DVIR	LOC118509673|XP_035906569.1|ASTE
OG0001593	LOC6635669|XP_032294680.1|DVIR	LOC118513303|XP_035914777.1|ASTE
OG0001594	LOC6627370|XP_032294134.1|DVIR	LOC118508926|XP_035904703.1|ASTE
OG0001595	LOC6625393|XP_002050138.2|DVIR	LOC118513575|XP_035915404.1|ASTE
OG0001596	LOC26531871|XP_015025417.1|DVIR, LOC6633940|XP_002057610.1|DVIR	LOC118509053|XP_035905056.1|ASTE
OG0001597	LOC6629005|XP_032293487.1|DVIR	LOC118509170|XP_035905323.1|ASTE
OG0001598	LOC6634131|XP_002057519.1|DVIR	LOC118514155|XP_035916662.1|ASTE, LOC118517206|XP_035919060.1|ASTE
OG0001599	LOC6628073|XP_002051438.1|DVIR	LOC118513962|XP_035916270.1|ASTE
OG0001600	LOC6628579|XP_032293419.1|DVIR	LOC118512033|XP_035911718.1|ASTE
OG0001601	LOC6628167|XP_002051463.1|DVIR	LOC118511048|XP_035909539.1|ASTE
OG0001603	LOC6634034|XP_002057771.3|DVIR	LOC118513928|XP_035916189.1|ASTE, LOC118513930|XP_035916193.1|ASTE
OG0001604	LOC6633240|XP_002057410.1|DVIR, LOC6629656|XP_002053595.1|DVIR	LOC118506855|XP_035900478.1|ASTE
OG0001605	LOC6626807|XP_002050924.1|DVIR	LOC118517091|XP_035918837.1|ASTE, LOC118513873|XP_035916071.1|ASTE
OG0001606	LOC6626144|XP_032292508.1|DVIR	LOC118511131|XP_035909758.1|ASTE
OG0001607	LOC6627701|XP_002051985.1|DVIR	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE
OG0001608	LOC6633945|XP_002057832.1|DVIR	LOC118511595|XP_035910750.1|ASTE
OG0001609	LOC6636380|XP_002059909.1|DVIR	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE
OG0001610	LOC6634354|XP_002057818.2|DVIR	LOC118513447|XP_035915090.1|ASTE
OG0001611	LOC6634650|XP_002058301.3|DVIR, LOC6627980|XP_002052692.2|DVIR	LOC118511616|XP_035910799.1|ASTE
OG0001612	LOC6628384|XP_002052636.1|DVIR	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE
OG0001613	LOC6628091|XP_002051151.1|DVIR	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE
OG0001614	LOC6625998|XP_032292709.1|DVIR	LOC118508973|XP_035904842.1|ASTE
OG0001615	LOC6627742|XP_015028037.1|DVIR	LOC118510591|XP_035908485.1|ASTE
OG0001616	LOC6628926|XP_002052349.1|DVIR	LOC118513265|XP_035914725.1|ASTE
OG0001617	LOC6628393|XP_015028130.1|DVIR	LOC118510872|XP_035909124.1|ASTE
OG0001618	LOC6636275|XP_002059688.3|DVIR	LOC118506415|XP_035899396.1|ASTE
OG0001619	LOC6627417|XP_002051090.1|DVIR	LOC118512480|XP_035912868.1|ASTE
OG0001620	LOC6633678|XP_002057283.2|DVIR, LOC6633679|XP_002057284.1|DVIR	LOC118510914|XP_035909210.1|ASTE
OG0001621	LOC6624982|XP_032292122.1|DVIR	LOC118513213|XP_035914620.1|ASTE
OG0001622	LOC6636031|XP_002059636.1|DVIR	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE
OG0001623	LOC6627777|XP_032294236.1|DVIR	LOC118513316|XP_035914811.1|ASTE
OG0001624	LOC6634215|XP_002057808.1|DVIR	LOC118510774|XP_035908934.1|ASTE
OG0001625	LOC6624951|XP_002049175.2|DVIR, LOC6628782|XP_002051065.1|DVIR	LOC118510768|XP_035908920.1|ASTE
OG0001626	LOC6627793|XP_002052681.2|DVIR	LOC118504252|XP_035894372.1|ASTE
OG0001627	LOC6630269|XP_002053698.1|DVIR	LOC118504929|XP_035895915.1|ASTE
OG0001628	LOC6630020|XP_032292713.1|DVIR	LOC118514678|XP_035917619.1|ASTE
OG0001630	LOC6635057|XP_002058624.1|DVIR	LOC118502353|XP_035890429.1|ASTE
OG0001631	LOC6629460|XP_002054707.1|DVIR	LOC118506721|XP_035900137.1|ASTE
OG0001632	LOC6629097|XP_002052442.1|DVIR	LOC118502653|XP_035890997.1|ASTE
OG0001633	LOC6632294|XP_002056736.1|DVIR	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE
OG0001634	LOC6635246|XP_032296667.1|DVIR	LOC118506703|XP_035900088.1|ASTE
OG0001635	LOC6630863|XP_002053465.1|DVIR	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE
OG0001636	LOC6630794|XP_002054652.1|DVIR	LOC118506419|XP_035899410.1|ASTE
OG0001637	LOC6629588|XP_002052995.1|DVIR	LOC118507153|XP_035901082.1|ASTE
OG0001638	LOC6633428|XP_002057221.2|DVIR	LOC118504328|XP_035894552.1|ASTE
OG0001639	LOC6635865|XP_002059339.2|DVIR	LOC118507978|XP_035903220.1|ASTE
OG0001640	LOC6630700|XP_015027746.1|DVIR	LOC118511402|XP_035910329.1|ASTE
OG0001641	LOC6630119|XP_002053390.1|DVIR	LOC118504238|XP_035894355.1|ASTE
OG0001642	LOC6631893|XP_002055494.1|DVIR	LOC118504527|XP_035894962.1|ASTE
OG0001643	LOC6628428|XP_032294349.1|DVIR	LOC118508101|XP_035903477.1|ASTE
OG0001644	LOC6623223|XP_002047631.2|DVIR	LOC118503910|XP_035893596.1|ASTE
OG0001645	LOC6626701|XP_032292740.1|DVIR	LOC118506316|XP_035899158.1|ASTE
OG0001646	LOC6625117|XP_002049497.1|DVIR	LOC118507916|XP_035903110.1|ASTE
OG0001647	LOC6625419|XP_032292754.1|DVIR	LOC118507219|XP_035901214.1|ASTE
OG0001648	LOC6624082|XP_032294396.1|DVIR, LOC116650710|XP_032291056.1|DVIR	LOC118504048|XP_035893944.1|ASTE
OG0001649	LOC6626679|XP_002050874.1|DVIR	LOC118512355|XP_035912550.1|ASTE
OG0001650	LOC6626085|XP_032293018.1|DVIR	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE
OG0001651	LOC6626016|XP_002050240.2|DVIR	LOC118506207|XP_035898907.1|ASTE, LOC118506315|XP_035899157.1|ASTE
OG0001652	LOC6624475|XP_002048399.1|DVIR	LOC118504165|XP_035894194.1|ASTE
OG0001653	LOC6624244|XP_002048656.1|DVIR	LOC118503238|XP_035892140.1|ASTE
OG0001654	LOC6625050|XP_002049171.1|DVIR	LOC118503058|XP_035891817.1|ASTE
OG0001655	LOC6625107|XP_002049281.2|DVIR	LOC118503057|XP_035891815.1|ASTE
OG0001656	LOC6628735|XP_002051072.2|DVIR	LOC118503089|XP_035891872.1|ASTE
OG0001657	LOC6623640|XP_002048241.1|DVIR	LOC118503360|XP_035892445.1|ASTE
OG0001658	LOC6624681|XP_002047644.1|DVIR	LOC118508050|XP_035903397.1|ASTE
OG0001659	LOC6622043|XP_002047961.1|DVIR	LOC118504911|XP_035895873.1|ASTE
OG0001660	LOC6624689|XP_002046642.1|DVIR	LOC118504453|XP_035894843.1|ASTE
OG0001661	LOC6629172|XP_002051911.1|DVIR, LOC6632467|XP_002055803.1|DVIR	LOC118508365|XP_035903979.1|ASTE
OG0001662	LOC6622471|XP_002046420.2|DVIR	LOC118510373|XP_035907991.1|ASTE
OG0001678	LOC6631416|XP_032295640.1|DVIR	LOC118505686|XP_035897718.1|ASTE
OG0001679	LOC6636177|XP_002059563.1|DVIR	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE
OG0001680	LOC6629747|XP_002053889.1|DVIR, LOC6634612|XP_002058097.3|DVIR	LOC118503965|XP_035893774.1|ASTE
OG0001681	LOC6632197|XP_032295509.1|DVIR	LOC118511258|XP_035910021.1|ASTE
OG0001682	LOC6633484|XP_002056993.1|DVIR	LOC118505497|XP_035897250.1|ASTE
OG0001683	LOC6634310|XP_002057560.1|DVIR	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE
OG0001684	LOC6636231|XP_002059711.1|DVIR	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE
OG0001685	LOC6627830|XP_002051754.1|DVIR	LOC118513284|XP_035914745.1|ASTE
OG0001686	LOC6636719|XP_002060192.1|DVIR	LOC118511071|XP_035909614.1|ASTE
OG0001687	LOC6634595|XP_002058250.1|DVIR	LOC118507884|XP_035903014.1|ASTE
OG0001688	LOC6636043|XP_002059570.1|DVIR	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC6636165|XP_032295804.1|DVIR	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC6622427|XP_002047201.1|DVIR	LOC118517487|XP_035919576.1|ASTE
OG0001691	LOC6628425|XP_002051864.1|DVIR	LOC118511295|XP_035910098.1|ASTE
OG0001694	LOC6632586|XP_015025869.2|DVIR	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC6629748|XP_002053890.1|DVIR, LOC6636636|XP_002060103.1|DVIR	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC6631252|XP_032288902.1|DVIR	LOC118502666|XP_035891025.1|ASTE
OG0001698	LOC6634422|XP_032289268.1|DVIR	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC6629707|XP_015027257.1|DVIR	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC6631235|XP_002054664.2|DVIR	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC6635179|XP_032294978.1|DVIR	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC6633956|XP_002057759.1|DVIR	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC6635096|XP_002058358.2|DVIR	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC6635095|XP_032289349.1|DVIR	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC6626145|XP_015030170.1|DVIR	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC6633908|XP_002057601.1|DVIR	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC6631175|XP_002054305.2|DVIR	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC6634839|XP_002058519.1|DVIR	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC6622167|XP_002047079.1|DVIR	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC6630410|XP_002054198.1|DVIR	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC6630563|XP_015027683.1|DVIR	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC6630773|XP_002054831.1|DVIR	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC6630414|XP_002053289.1|DVIR, LOC6630597|XP_002053288.1|DVIR	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC6633102|XP_002056582.1|DVIR	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC6632005|XP_032295440.1|DVIR	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC6633711|XP_002057115.2|DVIR, LOC6632032|XP_002055498.1|DVIR	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC6635214|XP_002058402.3|DVIR	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC6632386|XP_032289423.1|DVIR	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
