Orthogroup	DVIR.longest_only	DSER.longest_only
OG0000871	LOC6625147|XP_002049556.1|DVIR	LOC110177856|XP_020800462.1|DSER
OG0000872	LOC6631325|XP_002055783.1|DVIR	LOC110181811|XP_020805356.1|DSER
OG0000872	LOC6626143|XP_002050008.1|DVIR	LOC110191668|XP_020818228.1|DSER
OG0000873	LOC6622111|XP_015031357.1|DVIR	LOC110179846|XP_020803113.1|DSER
OG0000874	LOC6625497|XP_002049014.1|DVIR	LOC110186326|XP_020811165.1|DSER
OG0000875	LOC6622785|XP_002048011.1|DVIR	LOC110190111|XP_020816079.1|DSER
OG0000877	LOC6622898|XP_002047552.1|DVIR	LOC110190319|XP_020816373.1|DSER, LOC110178557|XP_020801386.1|DSER
OG0000877	LOC6631578|XP_002055688.1|DVIR	LOC110182652|XP_020806382.1|DSER
OG0000878	LOC6625332|XP_002049059.1|DVIR	LOC110177972|XP_020800623.1|DSER
OG0000879	LOC6625172|XP_002049247.1|DVIR	LOC110191981|XP_020818671.1|DSER
OG0000880	LOC6631499|XP_002054965.1|DVIR	LOC110178178|XP_020800871.1|DSER
OG0000880	LOC6623929|XP_002047832.1|DVIR	LOC110184692|XP_020808963.1|DSER
OG0000881	LOC6624102|XP_002046294.1|DVIR	LOC110190224|XP_020816244.1|DSER, LOC110190112|XP_020816081.1|DSER, LOC110190110|XP_020816078.1|DSER
OG0000882	LOC26530844|XP_015026764.1|DVIR	LOC110181618|XP_020805081.1|DSER
OG0000884	LOC6631600|XP_002055717.2|DVIR	LOC110175962|XP_020797812.1|DSER
OG0000885	LOC6630753|XP_015026921.1|DVIR	LOC110186809|XP_020811751.1|DSER
OG0000886	LOC6632590|XP_002056229.1|DVIR, LOC6632589|XP_002056228.1|DVIR	LOC110188142|XP_020813397.1|DSER
OG0000887	LOC6634450|XP_032296288.1|DVIR	LOC110181528|XP_020804965.1|DSER
OG0000888	LOC6636828|XP_002060318.2|DVIR, LOC116650251|XP_032289385.1|DVIR	LOC110178816|XP_020801737.1|DSER, LOC110178719|XP_020801582.1|DSER, LOC110178720|XP_020801583.1|DSER
OG0000889	LOC6622341|XP_002047922.1|DVIR	LOC110190342|XP_020816401.1|DSER
OG0000890	LOC6625601|XP_002050261.2|DVIR	LOC110177323|XP_020799659.1|DSER
OG0000891	LOC6628951|XP_002052354.1|DVIR	LOC110184987|XP_020809298.1|DSER
OG0000892	LOC6624054|XP_015030510.1|DVIR	LOC110184645|XP_020808905.1|DSER
OG0000893	LOC6632284|XP_002056422.2|DVIR	LOC110188553|XP_020813970.1|DSER
OG0000894	LOC6633189|XP_015025780.1|DVIR	LOC110191855|XP_020818492.1|DSER
OG0000894	LOC6630703|XP_002054643.1|DVIR	LOC110177192|XP_020799446.1|DSER
OG0000895	LOC6626507|XP_002050206.2|DVIR, LOC6637024|XP_002060449.3|DVIR, LOC6626508|XP_002050207.1|DVIR	LOC110179750|XP_020803029.1|DSER, LOC110179729|XP_020803008.1|DSER, LOC110179740|XP_020803018.1|DSER
OG0000896	LOC6633307|XP_002057406.2|DVIR	LOC110179542|XP_020802781.1|DSER
OG0000897	LOC6630929|XP_002053482.1|DVIR	LOC110186216|XP_020810938.1|DSER
OG0000897	LOC6630438|XP_002053479.1|DVIR	LOC110186217|XP_020810939.1|DSER
OG0000898	LOC6627024|XP_032292564.1|DVIR, LOC6625179|XP_015030119.1|DVIR	LOC110181308|XP_020804691.1|DSER, LOC110178240|XP_020800953.1|DSER
OG0000899	LOC6631007|XP_002053951.2|DVIR	LOC110185903|XP_020810575.1|DSER, LOC110185828|XP_020810497.1|DSER, LOC110181221|XP_020804574.1|DSER, LOC110185850|XP_020810520.1|DSER, LOC110185839|XP_020810510.1|DSER, LOC110184754|XP_020809046.1|DSER
OG0000900	LOC6626181|XP_002050245.1|DVIR	LOC110181215|XP_020804563.1|DSER
OG0000900	LOC6626180|XP_002050244.1|DVIR	LOC110179162|XP_020802219.1|DSER
OG0000901	LOC6626656|XP_002049886.1|DVIR	LOC110177783|XP_020800311.1|DSER, LOC110177818|XP_020800367.1|DSER
OG0000902	LOC26530578|XP_032296408.1|DVIR	LOC110184546|XP_020808780.1|DSER
OG0000902	LOC26531613|XP_015025142.2|DVIR	LOC110184571|XP_020808804.1|DSER
OG0000903	LOC6622874|XP_002047214.1|DVIR	LOC110187223|XP_020812282.1|DSER
OG0000904	LOC26531531|XP_032290656.1|DVIR	LOC110182764|XP_020806540.1|DSER, LOC110182766|XP_020806541.1|DSER, LOC110182783|XP_020806568.1|DSER
OG0000906	LOC6636483|XP_002059845.1|DVIR, LOC116650875|XP_032291669.1|DVIR	LOC110178768|XP_020801670.1|DSER
OG0000906	LOC6636482|XP_002059844.1|DVIR, LOC116650876|XP_032291671.1|DVIR	LOC110180329|XP_020803650.1|DSER
OG0000907	LOC6625441|XP_002049977.1|DVIR	LOC110191514|XP_020818040.1|DSER
OG0000909	LOC6630227|XP_032295014.1|DVIR	LOC110188066|XP_020813276.1|DSER
OG0000910	LOC6636138|XP_032296077.1|DVIR	LOC110184211|XP_020808317.1|DSER, LOC110186495|XP_020811349.1|DSER
OG0000911	LOC6625813|XP_002050595.1|DVIR	LOC110182053|XP_020805668.1|DSER, LOC110190550|XP_020816764.1|DSER
OG0000912	LOC6622240|XP_002048678.1|DVIR	LOC110179982|XP_020803231.1|DSER
OG0000913	LOC6622394|XP_015031465.1|DVIR, LOC116649768|XP_032294766.1|DVIR	LOC110190681|XP_020816950.1|DSER
OG0000914	LOC6625634|XP_002050759.1|DVIR	LOC110178357|XP_020801149.1|DSER
OG0000915	LOC6624907|XP_002050220.1|DVIR	LOC110176347|XP_020798334.1|DSER
OG0000916	LOC6628383|XP_015028628.1|DVIR	LOC110176819|XP_020798927.1|DSER
OG0000917	LOC6636301|XP_032289055.1|DVIR	LOC110187781|XP_020812914.1|DSER
OG0000917	LOC6628562|XP_032294275.1|DVIR	LOC110184978|XP_020809287.1|DSER
OG0000918	LOC6633907|XP_002057600.2|DVIR	LOC110183429|XP_020807369.1|DSER, LOC110179401|XP_020802584.1|DSER, LOC110181166|XP_020804499.1|DSER
OG0000920	LOC6631868|XP_002055729.1|DVIR	LOC110176007|XP_020797871.1|DSER
OG0000921	LOC6633285|XP_032296543.1|DVIR	LOC110180162|XP_020803476.1|DSER, LOC110180128|XP_020803428.1|DSER, LOC110180169|XP_020803487.1|DSER
OG0000922	LOC6624203|XP_002046311.1|DVIR	LOC110183692|XP_020807690.1|DSER
OG0000923	LOC6633149|XP_032289546.1|DVIR	LOC110178928|XP_020801878.1|DSER, LOC110187921|XP_020813091.1|DSER
OG0000924	LOC6634642|XP_032296402.1|DVIR	LOC110178852|XP_020801770.1|DSER
OG0000925	LOC6629469|XP_002054084.1|DVIR, LOC6629470|XP_002054085.1|DVIR	LOC110186884|XP_020811843.1|DSER
OG0000926	LOC6631171|XP_002053519.1|DVIR	LOC110191915|XP_020818559.1|DSER
OG0000926	LOC6632480|XP_002056293.1|DVIR	LOC110191835|XP_020818459.1|DSER
OG0000927	LOC6634860|XP_002058695.1|DVIR	LOC110186825|XP_020811771.1|DSER
OG0000927	LOC6635048|XP_002058691.1|DVIR	LOC110186603|XP_020811493.1|DSER
OG0000928	LOC6627416|XP_002051089.1|DVIR	LOC110181418|XP_020804818.1|DSER, LOC110179867|XP_020803126.1|DSER, LOC110181438|XP_020804840.1|DSER, LOC110179869|XP_020803128.1|DSER
OG0000929	LOC6627613|XP_002051980.1|DVIR	LOC110184904|XP_020809209.1|DSER
OG0000929	LOC6627612|XP_002051979.1|DVIR	LOC110184903|XP_020809207.1|DSER
OG0000930	LOC6622902|XP_002048178.1|DVIR, LOC6622845|XP_002048179.1|DVIR	LOC110190660|XP_020816920.1|DSER, LOC110190770|XP_020817060.1|DSER, LOC110190732|XP_020817013.1|DSER
OG0000931	LOC6625618|XP_002049042.2|DVIR	LOC110177956|XP_020800605.1|DSER
OG0000931	LOC6634266|XP_002057548.2|DVIR	LOC110185849|XP_020810516.1|DSER
OG0000932	LOC6635782|XP_002059178.1|DVIR	LOC110178565|XP_020801396.1|DSER
OG0000933	LOC6635899|XP_002059424.1|DVIR	LOC110182975|XP_020806827.1|DSER
OG0000933	LOC6635898|XP_002059423.1|DVIR	LOC110182971|XP_020806824.1|DSER
OG0000934	LOC6625744|XP_002049648.1|DVIR	LOC110176216|XP_020798154.1|DSER, LOC110180242|XP_020803559.1|DSER
OG0000935	LOC6629935|XP_032295282.1|DVIR	LOC110184806|XP_020809106.1|DSER
OG0000936	LOC26531850|XP_015027951.1|DVIR	LOC110190125|XP_020816107.1|DSER
OG0000937	LOC6630245|XP_032291170.1|DVIR	LOC110186770|XP_020811692.1|DSER
OG0000938	LOC6634443|XP_002058058.2|DVIR	LOC110187021|XP_020812044.1|DSER
OG0000939	LOC6628877|XP_002051657.1|DVIR	LOC110176875|XP_020799010.1|DSER
OG0000940	LOC6631635|XP_032295957.1|DVIR	LOC110178024|XP_020800698.1|DSER
OG0000940	LOC6622897|XP_002046496.1|DVIR	LOC110178740|XP_020801627.1|DSER
OG0000941	LOC6632210|XP_032295832.1|DVIR	LOC110184374|XP_020808532.1|DSER
OG0000942	LOC6622183|XP_002048272.2|DVIR	LOC110189909|XP_020815833.1|DSER
OG0000943	LOC6625103|XP_032291712.1|DVIR	LOC110180258|XP_020803573.1|DSER
OG0000944	LOC6631350|XP_002054991.1|DVIR	LOC110179445|XP_020802650.1|DSER
OG0000945	LOC116650756|XP_032291321.1|DVIR, LOC6622580|XP_002046437.1|DVIR	LOC110178660|XP_020801515.1|DSER, LOC110178661|XP_020801516.1|DSER
OG0000946	LOC6628668|XP_002051824.1|DVIR	LOC110176806|XP_020798903.1|DSER
OG0000947	LOC6625546|XP_002049981.1|DVIR	LOC110191660|XP_020818217.1|DSER
OG0000948	LOC6623734|XP_002046831.1|DVIR, LOC6637061|XP_002060479.2|DVIR	LOC110177609|XP_020800067.1|DSER
OG0000949	LOC6633358|XP_002056982.2|DVIR, LOC6633356|XP_015025630.1|DVIR	LOC110182551|XP_020806256.1|DSER
OG0000950	LOC116649735|XP_032296341.1|DVIR, LOC6634491|XP_002058229.2|DVIR	LOC110180105|XP_020803396.1|DSER
OG0000950	LOC6632489|XP_015026143.1|DVIR	LOC110188413|XP_020813796.1|DSER
OG0000951	LOC6629850|XP_002054471.1|DVIR	LOC110189023|XP_020814646.1|DSER
OG0000951	LOC6633470|XP_002057061.1|DVIR	LOC110188629|XP_020814061.1|DSER
OG0000952	LOC6628104|XP_002052009.2|DVIR	LOC110184999|XP_020809312.1|DSER
OG0000954	LOC6626250|XP_002049192.1|DVIR, LOC6626249|XP_002049191.2|DVIR	LOC110189617|XP_020815415.1|DSER
OG0000955	LOC6629544|XP_002053834.2|DVIR	LOC110185860|XP_020810531.1|DSER
OG0000955	LOC6629545|XP_002053835.2|DVIR	LOC110185870|XP_020810543.1|DSER
OG0000956	LOC6630216|XP_002054581.1|DVIR	LOC110188391|XP_020813772.1|DSER
OG0000956	LOC6630219|XP_002054584.1|DVIR	LOC110188557|XP_020813975.1|DSER
OG0000957	LOC6626049|XP_002050454.2|DVIR	LOC110177922|XP_020800561.1|DSER
OG0000957	LOC6626050|XP_002050455.1|DVIR	LOC110177927|XP_020800566.1|DSER
OG0000958	LOC6627110|XP_032293167.1|DVIR	LOC110188130|XP_020813376.1|DSER, LOC110176075|XP_020797956.1|DSER, LOC110180245|XP_020803561.1|DSER
OG0000959	LOC6634152|XP_002057629.1|DVIR	LOC110185232|XP_020809625.1|DSER
OG0000960	LOC6634433|XP_002058346.2|DVIR, LOC6623049|XP_002046514.2|DVIR, LOC6623660|XP_032290597.1|DVIR	LOC110182189|XP_020805857.1|DSER
OG0000961	LOC6622622|XP_002047695.2|DVIR	LOC110189861|XP_020815739.1|DSER
OG0000961	LOC6622703|XP_002047693.2|DVIR	LOC110189859|XP_020815737.1|DSER
OG0000963	LOC6635434|XP_002059070.1|DVIR	LOC110182642|XP_020806370.1|DSER
OG0000964	LOC6625956|XP_002049587.1|DVIR	LOC110176313|XP_020798287.1|DSER
OG0000965	LOC6636029|XP_002059634.1|DVIR	LOC110184194|XP_020808284.1|DSER
OG0000966	LOC6624790|XP_002049341.2|DVIR	LOC110186607|XP_020811498.1|DSER
OG0000968	LOC6623806|XP_002046259.1|DVIR, LOC116650601|XP_032290582.1|DVIR, LOC6623986|XP_002046258.1|DVIR	LOC110187148|XP_020812224.1|DSER
OG0000969	LOC6626177|XP_002050162.1|DVIR	LOC110179188|XP_020802261.1|DSER
OG0000970	LOC6633180|XP_002055968.1|DVIR	LOC110177435|XP_020799820.1|DSER, LOC110177436|XP_020799822.1|DSER
OG0000971	LOC6629045|XP_002052191.2|DVIR	LOC110179782|XP_020803054.1|DSER, LOC110184905|XP_020809210.1|DSER
OG0000972	LOC6624445|XP_002046535.1|DVIR	LOC110184722|XP_020809008.1|DSER
OG0000973	LOC6635438|XP_032295624.1|DVIR	LOC110182558|XP_020806269.1|DSER
OG0000974	LOC6623372|XP_002047777.1|DVIR	LOC110178643|XP_020801494.1|DSER
OG0000975	LOC6632293|XP_002056735.3|DVIR	LOC110186308|XP_020811089.1|DSER
OG0000976	LOC6631239|XP_032293561.1|DVIR	LOC110177225|XP_020799505.1|DSER
OG0000976	LOC6630639|XP_002053637.2|DVIR	LOC110177226|XP_020799506.1|DSER
OG0000977	LOC6630275|XP_032294020.1|DVIR	LOC110188650|XP_020814086.1|DSER
OG0000978	LOC6630415|XP_002053290.1|DVIR	LOC110191641|XP_020818190.1|DSER, LOC110177422|XP_020799799.1|DSER
OG0000979	LOC6626268|XP_032292624.1|DVIR	LOC110176012|XP_020797880.1|DSER
OG0000980	LOC6630578|XP_002053927.1|DVIR	LOC110186935|XP_020811925.1|DSER
OG0000980	LOC6635159|XP_002058353.3|DVIR	LOC110191195|XP_020817623.1|DSER
OG0000981	LOC6627424|XP_002052409.1|DVIR	LOC110183369|XP_020807290.1|DSER
OG0000982	LOC26530714|XP_015026258.1|DVIR	LOC110186816|XP_020811761.1|DSER
OG0000984	LOC26531110|XP_032293599.1|DVIR	LOC110185886|XP_020810557.1|DSER
OG0000985	LOC6627183|XP_002049748.2|DVIR, LOC116651139|XP_032292911.1|DVIR	LOC110190929|XP_020817252.1|DSER
OG0000985	LOC6623570|XP_002047792.2|DVIR	LOC110190930|XP_020817253.1|DSER
OG0000986	LOC116651732|XP_032294614.1|DVIR	LOC110181160|XP_020804494.1|DSER, LOC110181162|XP_020804496.1|DSER
OG0000986	LOC6629139|XP_002051581.1|DVIR	LOC110185026|XP_020809337.1|DSER
OG0000987	LOC6627662|XP_002051102.2|DVIR	LOC110183765|XP_020807780.1|DSER
OG0000988	LOC6625619|XP_032293310.1|DVIR	LOC110177967|XP_020800618.1|DSER
OG0000988	LOC6627863|XP_015028725.1|DVIR	LOC110183982|XP_020807997.1|DSER
OG0000990	LOC116652292|XP_032296491.1|DVIR, LOC6634419|XP_002058225.1|DVIR	LOC110180127|XP_020803426.1|DSER
OG0000991	LOC6631787|XP_032295461.1|DVIR	LOC110191984|XP_020818670.1|DSER
OG0000992	LOC6631174|XP_002054304.1|DVIR	LOC110191607|XP_020818153.1|DSER, LOC110191103|XP_020817509.1|DSER
OG0000993	LOC6633168|XP_002056150.1|DVIR	LOC110186182|XP_020810900.1|DSER, LOC110186175|XP_020810887.1|DSER
OG0000994	LOC6633639|XP_002056833.1|DVIR	LOC110181872|XP_020805454.1|DSER
OG0000995	LOC116651825|XP_032294795.1|DVIR, LOC6631774|XP_002055182.1|DVIR	LOC110189848|XP_020815722.1|DSER
OG0000996	LOC6635431|XP_002059067.1|DVIR, LOC6635959|XP_015024279.1|DVIR	LOC110178273|XP_020800998.1|DSER
OG0000997	LOC6626262|XP_032291610.1|DVIR	LOC110189343|XP_020815045.1|DSER
OG0000998	LOC6624648|XP_032290195.1|DVIR	LOC110184497|XP_020808710.1|DSER
OG0000999	LOC6636087|XP_002059618.1|DVIR	LOC110183542|XP_020807500.1|DSER
OG0001000	LOC6625993|XP_002050016.2|DVIR	LOC110188914|XP_020814494.1|DSER
OG0001001	LOC6636378|XP_002059907.1|DVIR	LOC110177734|XP_020800246.1|DSER
OG0001002	LOC6628652|XP_015028543.1|DVIR	LOC110178122|XP_020800801.1|DSER
OG0001003	LOC6629305|XP_032288771.1|DVIR	LOC110185350|XP_020809787.1|DSER, LOC110177019|XP_020799191.1|DSER
OG0001004	LOC6630123|XP_002053394.1|DVIR	LOC110187940|XP_020813114.1|DSER
OG0001005	LOC6633514|XP_015025685.1|DVIR	LOC110181430|XP_020804832.1|DSER, LOC110181815|XP_020805366.1|DSER
OG0001006	LOC6624367|XP_002047642.1|DVIR	LOC110188543|XP_020813959.1|DSER, LOC110179033|XP_020802046.1|DSER
OG0001007	LOC6636203|XP_002059693.1|DVIR, LOC6622784|XP_002046475.1|DVIR	LOC110179412|XP_020802599.1|DSER
OG0001008	LOC6636669|XP_002060147.1|DVIR	LOC110176491|XP_020798524.1|DSER, LOC110184258|XP_020808381.1|DSER
OG0001009	LOC6630937|XP_002053490.1|DVIR	LOC110191050|XP_020817434.1|DSER
OG0001010	LOC6635653|XP_002059121.2|DVIR	LOC110177091|XP_020799278.1|DSER
OG0001011	LOC6631537|XP_032294990.1|DVIR	LOC110179116|XP_020802166.1|DSER
OG0001011	LOC6628270|XP_002052709.1|DVIR	LOC110187231|XP_020812288.1|DSER
OG0001012	LOC6634836|XP_002058017.2|DVIR, LOC6634838|XP_032296421.1|DVIR	LOC110187146|XP_020812219.1|DSER, LOC110187145|XP_020812218.1|DSER
OG0001013	LOC6622295|XP_002047911.2|DVIR	LOC110179024|XP_020802029.1|DSER
OG0001013	LOC116650701|XP_032291027.1|DVIR	LOC110178569|XP_020801401.1|DSER
OG0001014	LOC6624483|XP_002048500.1|DVIR	LOC110178988|XP_020801962.1|DSER
OG0001014	LOC6624451|XP_002048508.3|DVIR	LOC110178917|XP_020801858.1|DSER
OG0001015	LOC6631569|XP_002055556.1|DVIR	LOC110179053|XP_020802070.1|DSER
OG0001015	LOC6631570|XP_002055557.1|DVIR	LOC110179052|XP_020802069.1|DSER
OG0001016	LOC6628578|XP_002051512.1|DVIR, LOC6635537|XP_002059107.1|DVIR	LOC110191944|XP_020818623.1|DSER, LOC110182078|XP_020805719.1|DSER
OG0001017	LOC6625657|XP_002049007.1|DVIR	LOC110182104|XP_020805752.1|DSER
OG0001018	LOC6630170|XP_002054790.2|DVIR	LOC110188589|XP_020814011.1|DSER, LOC110179688|XP_020802957.1|DSER, LOC110185547|XP_020810123.1|DSER
OG0001019	LOC6630451|XP_002053912.2|DVIR	LOC110186747|XP_020811669.1|DSER
OG0001020	LOC6632054|XP_002055107.2|DVIR	LOC110176011|XP_020797875.1|DSER
OG0001021	LOC6627907|XP_002051400.1|DVIR	LOC110185566|XP_020810149.1|DSER, LOC110185915|XP_020810586.1|DSER
OG0001022	LOC6636715|XP_002060188.2|DVIR	LOC110181686|XP_020805186.1|DSER
OG0001024	LOC6630574|XP_032294346.1|DVIR	LOC110186575|XP_020811446.1|DSER
OG0001025	LOC6623286|XP_002046728.1|DVIR	LOC110187080|XP_020812142.1|DSER
OG0001026	LOC6623761|XP_002047354.1|DVIR, LOC6625057|XP_002050591.2|DVIR	LOC110182964|XP_020806815.1|DSER
OG0001027	LOC6622884|XP_015031437.1|DVIR	LOC110185189|XP_020809570.1|DSER
OG0001028	LOC6627398|XP_002052150.1|DVIR	LOC110183134|XP_020806983.1|DSER
OG0001029	LOC6635696|XP_002059269.1|DVIR	LOC110177097|XP_020799295.1|DSER
OG0001031	LOC6627800|XP_032293533.1|DVIR	LOC110185133|XP_020809489.1|DSER
OG0001032	LOC6629006|XP_015028159.1|DVIR	LOC110191705|XP_020818280.1|DSER, LOC110184513|XP_020808734.1|DSER
OG0001033	LOC6625177|XP_002049251.2|DVIR	LOC110180411|XP_020803734.1|DSER, LOC110191925|XP_020818589.1|DSER
OG0001034	LOC6622864|XP_002048209.1|DVIR	LOC110190187|XP_020816194.1|DSER
OG0001035	LOC6631854|XP_002055198.1|DVIR	LOC110180367|XP_020803691.1|DSER
OG0001035	LOC6631855|XP_002055199.2|DVIR	LOC110180365|XP_020803690.1|DSER
OG0001037	LOC6623586|XP_032291110.1|DVIR, LOC26531718|XP_032291114.1|DVIR	LOC110178676|XP_020801536.1|DSER, LOC110178675|XP_020801535.1|DSER
OG0001038	LOC6632648|XP_002056547.1|DVIR	LOC110187888|XP_020813033.1|DSER
OG0001042	LOC6630467|XP_002054103.1|DVIR	LOC110186562|XP_020811426.1|DSER
OG0001043	LOC116651817|XP_032294780.1|DVIR, LOC6631776|XP_002055184.1|DVIR	LOC110179448|XP_020802655.1|DSER
OG0001044	LOC6626377|XP_002050354.1|DVIR	LOC110179622|XP_020802892.1|DSER
OG0001045	LOC6625875|XP_032292732.1|DVIR	LOC110177707|XP_020800205.1|DSER
OG0001046	LOC6625276|XP_002049861.2|DVIR	LOC110191181|XP_020817606.1|DSER
OG0001047	LOC6627141|XP_032293161.1|DVIR, LOC6635343|XP_002058870.1|DVIR	LOC110176237|XP_020798197.1|DSER, LOC110180086|XP_020803372.1|DSER, LOC110179213|XP_020802306.1|DSER
OG0001048	LOC6627020|XP_002049730.2|DVIR	LOC110177668|XP_020800149.1|DSER
OG0001049	LOC6628822|XP_002052587.3|DVIR	LOC110182684|XP_020806435.1|DSER
OG0001049	LOC6636597|XP_015023830.1|DVIR	LOC110190262|XP_020816286.1|DSER
OG0001050	LOC6622895|XP_002046500.2|DVIR	LOC110187589|XP_020812637.1|DSER, LOC110183595|XP_020807568.1|DSER
OG0001051	LOC116649777|XP_032293688.1|DVIR	LOC110177900|XP_020800528.1|DSER
OG0001052	LOC6628907|XP_032293406.1|DVIR	LOC110183831|XP_020807843.1|DSER
OG0001053	LOC6633376|XP_002057329.3|DVIR	LOC110176117|XP_020798013.1|DSER
OG0001054	LOC6635135|XP_002058374.1|DVIR	LOC110177291|XP_020799612.1|DSER
OG0001055	LOC116650339|XP_032289626.1|DVIR, LOC6632772|XP_032289625.1|DVIR	LOC110186865|XP_020811817.1|DSER, LOC110186425|XP_020811266.1|DSER
OG0001056	LOC6634767|XP_002058006.2|DVIR	LOC110190878|XP_020817194.1|DSER, LOC110179638|XP_020802909.1|DSER
OG0001057	LOC6634108|XP_002057876.1|DVIR	LOC110183748|XP_020807763.1|DSER
OG0001058	LOC6633332|XP_032288937.1|DVIR	LOC110179596|XP_020802854.1|DSER, LOC110179597|XP_020802855.1|DSER, LOC110176000|XP_020797858.1|DSER, LOC110184134|XP_020808201.1|DSER, LOC110179617|XP_020802884.1|DSER, LOC110176107|XP_020798005.1|DSER, LOC110175999|XP_020797856.1|DSER, LOC110176058|XP_020797931.1|DSER, LOC110181617|XP_020805080.1|DSER, LOC110181619|XP_020805082.1|DSER, LOC110181620|XP_020805087.1|DSER, LOC110181217|XP_020804564.1|DSER, LOC110181219|XP_020804565.1|DSER, LOC110180178|XP_020803498.1|DSER, LOC110180084|XP_020803368.1|DSER, LOC110179521|XP_020802757.1|DSER
OG0001059	LOC6622969|XP_002048487.2|DVIR	LOC110178933|XP_020801884.1|DSER
OG0001060	LOC6630503|XP_002053447.1|DVIR	LOC110189498|XP_020815265.1|DSER
OG0001061	LOC6632718|XP_002056045.1|DVIR	LOC110188490|XP_020813879.1|DSER, LOC110188491|XP_020813880.1|DSER
OG0001062	LOC6630805|XP_002054273.1|DVIR	LOC110188781|XP_020814291.1|DSER
OG0001063	LOC6633718|XP_002057122.2|DVIR	LOC110182188|XP_020805855.1|DSER
OG0001064	LOC6633467|XP_002057058.1|DVIR	LOC110180209|XP_020803524.1|DSER
OG0001064	LOC6634617|XP_002058102.1|DVIR	LOC110184590|XP_020808840.1|DSER
OG0001065	LOC6626007|XP_032292481.1|DVIR	LOC110181416|XP_020804816.1|DSER
OG0001066	LOC6634819|XP_002058208.1|DVIR	LOC110185507|XP_020810061.1|DSER, LOC110180200|XP_020803512.1|DSER
OG0001067	LOC6634173|XP_032288983.1|DVIR	LOC110185836|XP_020810502.1|DSER
OG0001067	LOC26530843|XP_015025374.1|DVIR	LOC110185838|XP_020810504.1|DSER
OG0001068	LOC6623934|XP_002047377.2|DVIR	LOC110176304|XP_020798284.1|DSER
OG0001068	LOC6623819|XP_002048330.1|DVIR	LOC110178886|XP_020801818.1|DSER
OG0001069	LOC6625825|XP_002049513.2|DVIR, LOC6626728|XP_002049099.2|DVIR	LOC110179339|XP_020802505.1|DSER, LOC110178505|XP_020801317.1|DSER
OG0001072	LOC6624422|XP_002047902.1|DVIR	LOC110179032|XP_020802045.1|DSER
OG0001073	LOC6631108|XP_032294775.1|DVIR	LOC110186981|XP_020811993.1|DSER
OG0001074	LOC6625756|XP_002048722.1|DVIR	LOC110179292|XP_020802475.1|DSER
OG0001075	LOC6623482|XP_002046596.1|DVIR	LOC110190549|XP_020816758.1|DSER
OG0001077	LOC6636762|XP_002060214.1|DVIR	LOC110180480|XP_020803823.1|DSER
OG0001078	LOC6631344|XP_002055781.1|DVIR	LOC110181859|XP_020805437.1|DSER
OG0001079	LOC6623691|XP_002046332.3|DVIR	LOC110183567|XP_020807532.1|DSER
OG0001080	LOC6622805|XP_002047052.1|DVIR	LOC110188394|XP_020813775.1|DSER
OG0001081	LOC6626019|XP_002050434.1|DVIR, LOC6625716|XP_002051048.1|DVIR	LOC110188255|XP_020813599.1|DSER
OG0001082	LOC6635821|XP_032292116.1|DVIR	LOC110182906|XP_020806724.1|DSER
OG0001083	LOC6624556|XP_002046600.1|DVIR	LOC110187069|XP_020812118.1|DSER, LOC110190515|XP_020816706.1|DSER
OG0001084	LOC6625770|XP_032291601.1|DVIR	LOC110189244|XP_020814906.1|DSER
OG0001085	LOC6635877|XP_032292195.1|DVIR	LOC110189390|XP_020815099.1|DSER
OG0001086	LOC6627259|XP_002049915.1|DVIR	LOC110191634|XP_020818184.1|DSER
OG0001087	LOC6629230|XP_002051256.1|DVIR	LOC110183183|XP_020807032.1|DSER
OG0001088	LOC6623616|XP_032290761.1|DVIR	LOC110190671|XP_020816935.1|DSER
OG0001089	LOC6622218|XP_002046343.1|DVIR	LOC110183572|XP_020807539.1|DSER
OG0001090	LOC6624624|XP_002046559.3|DVIR	LOC110178624|XP_020801468.1|DSER
OG0001092	LOC6628514|XP_002051500.1|DVIR	LOC110185798|XP_020810460.1|DSER
OG0001093	LOC6634159|XP_002057526.2|DVIR	LOC110186006|XP_020810699.1|DSER
OG0001094	LOC6634095|XP_032289030.1|DVIR	LOC110185938|XP_020810612.1|DSER
OG0001095	LOC6623490|XP_002047330.2|DVIR	LOC110177854|XP_020800460.1|DSER
OG0001096	LOC6627902|XP_002051816.2|DVIR	LOC110187519|XP_020812573.1|DSER, LOC110187490|XP_020812539.1|DSER, LOC110179885|XP_020803145.1|DSER
OG0001097	LOC6629055|XP_015028704.1|DVIR	LOC110184028|XP_020808051.1|DSER, LOC110184029|XP_020808052.1|DSER, LOC110182849|XP_020806643.1|DSER
OG0001099	LOC6623808|XP_002048266.1|DVIR, LOC6623763|XP_002048267.1|DVIR	LOC110189944|XP_020815890.1|DSER, LOC110190067|XP_020816032.1|DSER
OG0001100	LOC6630927|XP_002054316.2|DVIR	LOC110188035|XP_020813231.1|DSER
OG0001101	LOC6625384|XP_015029439.1|DVIR	LOC110182198|XP_020805874.1|DSER
OG0001102	LOC6624400|XP_002048390.2|DVIR	LOC110185321|XP_020809746.1|DSER
OG0001103	LOC6629984|XP_002054342.1|DVIR	LOC110191011|XP_020817388.1|DSER
OG0001104	LOC6625667|XP_032293368.1|DVIR, LOC6625669|XP_002049369.2|DVIR	LOC110178278|XP_020801006.1|DSER
