Orthogroup	DVIR.longest_only	DPSE.longest_only
OG0000215	LOC26531348|XP_015031731.1|DVIR	LOC4812903|XP_001353579.3|DPSE
OG0000216	LOC116650592|XP_032290561.1|DVIR, LOC6635440|XP_002058980.1|DVIR, LOC6636264|XP_002059733.1|DVIR	LOC6901344|XP_033239905.1|DPSE, LOC117184401|XP_033237409.1|DPSE, LOC117185000|XP_033240258.1|DPSE, LOC6901510|XP_002134196.1|DPSE, LOC6901520|XP_033239831.1|DPSE, LOC6901511|XP_002134197.1|DPSE, LOC6901522|XP_002134200.2|DPSE, LOC26533208|XP_015044128.2|DPSE, LOC4812686|XP_001353069.4|DPSE
OG0000216	LOC6634708|XP_002058265.1|DVIR	LOC6902024|XP_002133558.2|DPSE
OG0000217	LOC6631722|XP_002055164.1|DVIR	LOC4815688|XP_001355637.1|DPSE
OG0000217	LOC6627923|XP_002052798.3|DVIR	LOC6902941|XP_002132667.2|DPSE
OG0000217	LOC6631721|XP_002055163.1|DVIR	LOC4815476|XP_033237852.1|DPSE
OG0000218	LOC6628002|XP_002051791.1|DVIR	LOC6898310|XP_002138372.2|DPSE, LOC26533486|XP_015036172.2|DPSE, LOC6903016|XP_033237020.1|DPSE
OG0000218	LOC6628053|XP_002051795.1|DVIR, LOC6628003|XP_032294096.1|DVIR, LOC6628052|XP_002051794.1|DVIR	LOC4816775|XP_001356768.2|DPSE
OG0000218	LOC116651574|XP_032294095.1|DVIR	LOC4816900|XP_001356769.2|DPSE
OG0000219	LOC6636349|XP_002059948.1|DVIR	LOC4803454|XP_001360175.1|DPSE
OG0000219	LOC6636346|XP_002059945.1|DVIR	LOC4803452|XP_001360173.1|DPSE
OG0000219	LOC6636350|XP_032292022.1|DVIR	LOC4803456|XP_001360177.2|DPSE
OG0000220	LOC6622194|XP_002047863.1|DVIR	LOC4813991|XP_001354159.1|DPSE
OG0000220	LOC6624053|XP_002047860.1|DVIR	LOC4814004|XP_001354158.1|DPSE
OG0000220	LOC116650670|XP_032290905.1|DVIR	LOC4814038|XP_001354160.2|DPSE
OG0000221	LOC6626011|XP_015029932.1|DVIR	LOC4805195|XP_001361640.1|DPSE
OG0000221	LOC6630010|XP_002054772.1|DVIR	LOC6897284|XP_002137444.2|DPSE
OG0000221	LOC6626010|XP_002050155.1|DVIR	LOC4805196|XP_033234937.1|DPSE
OG0000222	LOC6634029|XP_002057493.1|DVIR	LOC6902701|XP_002133215.1|DPSE
OG0000222	LOC6634028|XP_002057492.1|DVIR	LOC6902702|XP_002133216.2|DPSE
OG0000223	LOC6633590|XP_002057268.2|DVIR, LOC6622236|XP_032290893.1|DVIR	LOC6898748|XP_002138733.2|DPSE, LOC6899938|XP_002135306.2|DPSE
OG0000223	LOC6623979|XP_002046280.1|DVIR	LOC4813332|XP_001353228.3|DPSE
OG0000224	LOC6626919|XP_002050973.1|DVIR	LOC4804805|XP_001361308.3|DPSE
OG0000224	LOC6626237|XP_002048861.1|DVIR	LOC4804703|XP_001361221.2|DPSE
OG0000225	LOC6630655|XP_032292178.1|DVIR	LOC4802155|XP_001359130.4|DPSE
OG0000225	LOC26531229|XP_015027874.1|DVIR	LOC13036535|XP_003736682.1|DPSE
OG0000225	LOC6630654|XP_002053310.2|DVIR	LOC4802156|XP_001359131.4|DPSE
OG0000226	LOC116650738|XP_032291156.1|DVIR	LOC4813355|XP_001353876.4|DPSE
OG0000226	LOC6622073|XP_002047064.1|DVIR	LOC6900737|XP_002135097.1|DPSE
OG0000228	LOC6635236|XP_002058764.1|DVIR	LOC6897807|XP_002137912.1|DPSE
OG0000228	LOC6632952|XP_002056569.2|DVIR	LOC6897620|XP_033241590.1|DPSE
OG0000228	LOC6628603|XP_002052164.1|DVIR	LOC6902547|XP_002133089.2|DPSE
OG0000229	LOC6629782|XP_032294976.1|DVIR	LOC4801176|XP_033234303.1|DPSE
OG0000229	LOC26531779|XP_032289324.1|DVIR	LOC6897086|XP_002137270.3|DPSE
OG0000229	LOC6632650|XP_032289576.1|DVIR	LOC4803305|XP_001360068.3|DPSE
OG0000230	LOC116650991|XP_032292345.1|DVIR	LOC6899082|XP_002138999.2|DPSE
OG0000230	LOC6625002|XP_032292342.1|DVIR	LOC4805635|XP_001362005.3|DPSE, LOC6899081|XP_002138998.2|DPSE
OG0000231	LOC6622562|XP_015030559.1|DVIR, LOC6622423|XP_002047941.1|DVIR	LOC6902466|XP_033235707.1|DPSE, LOC6902467|XP_002133012.2|DPSE, LOC6902469|XP_033235452.1|DPSE
OG0000232	LOC6631220|XP_002053140.1|DVIR	LOC4802568|XP_001359463.3|DPSE
OG0000232	LOC6625772|XP_002050474.1|DVIR	LOC4803434|XP_001360149.2|DPSE
OG0000232	LOC6625771|XP_002050473.1|DVIR	LOC4803433|XP_001360148.3|DPSE
OG0000233	LOC6626147|XP_002050902.1|DVIR	LOC117183371|XP_033232998.1|DPSE
OG0000233	LOC6631062|XP_002054228.2|DVIR	LOC6896892|XP_002137081.2|DPSE
OG0000233	LOC6631073|XP_002054229.1|DVIR	LOC6896893|XP_002137082.3|DPSE
OG0000234	LOC26531087|XP_015030279.1|DVIR	LOC6898275|XP_033233843.1|DPSE
OG0000234	LOC6627068|XP_002050187.2|DVIR	LOC26532611|XP_015039410.1|DPSE
OG0000235	LOC6631091|XP_032295419.1|DVIR	LOC4801821|XP_001358854.3|DPSE
OG0000235	LOC6631090|XP_002054050.1|DVIR, LOC6630947|XP_002054049.1|DVIR	LOC4801823|XP_001358856.3|DPSE, LOC4801822|XP_001358855.2|DPSE
OG0000236	LOC6627591|XP_002052822.1|DVIR	LOC6902815|XP_002132552.2|DPSE
OG0000236	LOC6627949|XP_002051422.1|DVIR	LOC6902587|XP_002133115.2|DPSE
OG0000236	LOC6634448|XP_002058167.1|DVIR	LOC6902137|XP_002133668.2|DPSE
OG0000237	LOC6624901|XP_032291939.1|DVIR	LOC4803405|XP_033234938.1|DPSE
OG0000237	LOC6633387|XP_032296418.1|DVIR	LOC6897206|XP_002137378.2|DPSE
OG0000238	LOC6628818|XP_032293952.1|DVIR	LOC4817449|XP_001356851.3|DPSE
OG0000238	LOC6628817|XP_002052067.2|DVIR	LOC4817036|XP_001356852.4|DPSE
OG0000239	LOC6630127|XP_002053679.1|DVIR, LOC6636953|XP_032294281.1|DVIR	LOC6897523|XP_002137672.2|DPSE
OG0000240	LOC6633209|XP_002056696.2|DVIR	LOC4802598|XP_033236476.1|DPSE
OG0000240	LOC6632973|XP_032289819.1|DVIR	LOC4802600|XP_001359490.4|DPSE
OG0000240	LOC6633197|XP_032289814.1|DVIR	LOC6897546|XP_002137692.3|DPSE
OG0000241	LOC6623432|XP_032291133.1|DVIR	LOC6897628|XP_002137771.2|DPSE, LOC6900340|XP_033239971.1|DPSE, LOC6904109|XP_033232827.1|DPSE, LOC26532128|XP_015038008.2|DPSE, LOC6897740|XP_002137846.2|DPSE, LOC117183210|XP_033237933.1|DPSE, LOC6899487|XP_015044354.2|DPSE, LOC26531987|XP_033237930.1|DPSE, LOC26532731|XP_033237927.1|DPSE, LOC6903043|XP_002132767.2|DPSE
OG0000243	LOC6622565|XP_002048166.1|DVIR, LOC26531603|XP_015031774.1|DVIR	LOC26532133|XP_015043846.2|DPSE, LOC6897629|XP_033232773.1|DPSE, LOC6900120|XP_015043845.1|DPSE, LOC6900122|XP_033241154.1|DPSE
OG0000244	LOC6630156|XP_032295250.1|DVIR, LOC116651869|XP_032295004.1|DVIR	LOC4801624|XP_001358683.2|DPSE
OG0000244	LOC26531487|XP_015027905.1|DVIR, LOC6630012|XP_002054774.2|DVIR, LOC26531835|XP_015027950.1|DVIR, LOC26531187|XP_015027869.1|DVIR, LOC6630011|XP_002054773.2|DVIR, LOC6630155|XP_002054775.1|DVIR	LOC6897282|XP_002137442.3|DPSE, LOC6897281|XP_002137441.2|DPSE
OG0000246	LOC26530794|XP_015030247.1|DVIR, LOC6625327|XP_002049054.1|DVIR, LOC6625383|XP_002049493.2|DVIR	LOC4804096|XP_001360714.4|DPSE
OG0000247	LOC6632971|XP_002056702.1|DVIR, LOC6632970|XP_002056701.1|DVIR, LOC6632969|XP_002056700.1|DVIR, LOC6632967|XP_002056698.1|DVIR, LOC6632968|XP_002056699.1|DVIR	LOC4813130|XP_002134835.2|DPSE, LOC4813124|XP_002134836.2|DPSE, LOC6900444|XP_033238714.1|DPSE
OG0000248	LOC6623124|XP_015031180.1|DVIR	LOC4813216|XP_001353442.3|DPSE
OG0000248	LOC6623417|XP_002046805.1|DVIR	LOC4813642|XP_001353443.1|DPSE
OG0000248	LOC6626865|XP_002049256.2|DVIR	LOC4803973|XP_001360610.3|DPSE
OG0000249	LOC6629225|XP_002051945.1|DVIR	LOC4816954|XP_001356610.1|DPSE
OG0000249	LOC6629224|XP_002051944.1|DVIR	LOC4817054|XP_033235668.1|DPSE
OG0000249	LOC6629223|XP_002051943.2|DVIR	LOC4817053|XP_001356608.2|DPSE
OG0000250	LOC6627360|XP_002051667.1|DVIR	LOC6902470|XP_002133015.1|DPSE
OG0000250	LOC6627364|XP_002051671.1|DVIR	LOC4816651|XP_001355902.1|DPSE
OG0000250	LOC116649743|XP_015028230.1|DVIR	LOC4816428|XP_001355900.2|DPSE
OG0000251	LOC6634673|XP_002057989.3|DVIR	LOC4815596|XP_001355481.3|DPSE
OG0000251	LOC6626658|XP_002049469.2|DVIR	LOC4805604|XP_001361981.3|DPSE
OG0000251	LOC26530573|XP_015031625.1|DVIR	LOC4812701|XP_015044137.2|DPSE
OG0000252	LOC6627158|XP_002049733.1|DVIR	LOC4805249|XP_001361681.4|DPSE
OG0000252	LOC6627021|XP_002049731.3|DVIR	LOC117183753|XP_033234708.1|DPSE
OG0000252	LOC6627157|XP_002049732.1|DVIR	LOC4805248|XP_001361680.2|DPSE
OG0000253	LOC6622395|XP_002046403.1|DVIR, LOC116650655|XP_032290826.1|DVIR	LOC4804806|XP_001361307.2|DPSE
OG0000253	LOC6627456|XP_002052478.1|DVIR	LOC4804808|XP_001361309.3|DPSE
OG0000255	LOC116651211|XP_032292973.1|DVIR	LOC4803685|XP_001360362.1|DPSE
OG0000255	LOC6626368|XP_015029462.2|DVIR, LOC6626370|XP_032292972.1|DVIR	LOC4803683|XP_001360361.3|DPSE
OG0000256	LOC6627201|XP_002050273.1|DVIR	LOC6898212|XP_002138279.2|DPSE
OG0000256	LOC116650982|XP_032292277.1|DVIR, LOC6627199|XP_002050271.1|DVIR, LOC6626430|XP_032292278.1|DVIR, LOC6626429|XP_015029965.1|DVIR	LOC4803621|XP_001360310.3|DPSE
OG0000258	LOC6636510|XP_002059990.1|DVIR	LOC6903489|XP_002132368.2|DPSE
OG0000258	LOC6636512|XP_032292687.1|DVIR	LOC6896859|XP_002137050.2|DPSE
OG0000258	LOC6636511|XP_002059991.2|DVIR	LOC6900544|XP_002134928.2|DPSE
OG0000259	LOC6630151|XP_002054182.2|DVIR	LOC4800635|XP_001357872.4|DPSE
OG0000259	LOC6627389|XP_032293731.1|DVIR	LOC4816168|XP_033237034.1|DPSE
OG0000260	LOC6630652|XP_002053308.1|DVIR	LOC6897484|XP_002137633.2|DPSE
OG0000260	LOC6625847|XP_002049644.1|DVIR	LOC4803594|XP_001360293.2|DPSE
OG0000262	LOC6623475|XP_002047311.1|DVIR	LOC4814152|XP_001354221.2|DPSE
OG0000262	LOC6623348|XP_002047310.2|DVIR	LOC6900950|XP_002134651.2|DPSE
OG0000262	LOC6626192|XP_032292618.1|DVIR	LOC4804040|XP_001360667.2|DPSE
OG0000263	LOC6626715|XP_032292118.1|DVIR	LOC4804268|XP_001360850.4|DPSE
OG0000263	LOC116651546|XP_032294019.1|DVIR, LOC6636489|XP_032291658.1|DVIR	LOC6898634|XP_033234201.1|DPSE
OG0000263	LOC6623481|XP_032291452.1|DVIR	LOC4813749|XP_001353826.3|DPSE
OG0000264	LOC116652013|XP_032295547.1|DVIR	LOC4814957|XP_001354675.3|DPSE
OG0000264	LOC6632139|XP_002055391.2|DVIR	LOC6903699|XP_033238568.1|DPSE
OG0000264	LOC6632881|XP_032289574.1|DVIR	LOC6896671|XP_033241760.1|DPSE
OG0000265	LOC6622700|XP_032290197.1|DVIR	LOC26533489|XP_033240601.1|DPSE, LOC26532572|XP_015043605.2|DPSE
OG0000266	LOC26530463|XP_015028815.1|DVIR	LOC26534101|XP_015036958.2|DPSE
OG0000266	LOC26531457|XP_015030338.1|DVIR	LOC15382870|XP_004444303.1|DPSE
OG0000267	LOC6629498|XP_002054518.1|DVIR	LOC4800389|XP_001357674.3|DPSE
OG0000267	LOC6629497|XP_002054517.1|DVIR	LOC4800390|XP_033234321.1|DPSE
OG0000268	LOC6635177|XP_002058581.2|DVIR	LOC4801922|XP_015037460.2|DPSE
OG0000269	LOC6631177|XP_002054307.1|DVIR	LOC4801222|XP_001358345.3|DPSE
OG0000269	LOC6630419|XP_002053294.3|DVIR	LOC4802171|XP_033232396.1|DPSE
OG0000270	LOC6626665|XP_015029075.1|DVIR	LOC6898515|XP_033233829.1|DPSE
OG0000271	LOC6628246|XP_002051457.1|DVIR	LOC4817872|XP_001357188.1|DPSE
OG0000271	LOC26531775|XP_015030365.1|DVIR	LOC15382901|XP_004444271.2|DPSE
OG0000271	LOC6636469|XP_002059918.1|DVIR	LOC4803358|XP_001360108.4|DPSE
OG0000272	LOC6622416|XP_032291254.1|DVIR	LOC6900405|XP_033239375.1|DPSE
OG0000272	LOC6636259|XP_015024101.1|DVIR	LOC4811801|XP_015044228.2|DPSE
OG0000273	LOC6629857|XP_002053180.2|DVIR	LOC6897647|XP_002137790.3|DPSE
OG0000273	LOC6628490|XP_002052037.2|DVIR	LOC6902569|XP_002133097.1|DPSE
OG0000273	LOC6632693|XP_002056664.2|DVIR	LOC6897763|XP_003736800.3|DPSE
OG0000274	LOC6626586|XP_002049765.1|DVIR, LOC6626585|XP_002049764.1|DVIR	LOC6897269|XP_002137429.2|DPSE, LOC6897287|XP_002137447.2|DPSE, LOC4803982|XP_001360617.3|DPSE
OG0000276	LOC6628496|XP_002051491.1|DVIR, LOC6627610|XP_002051977.2|DVIR, LOC6626086|XP_002049024.2|DVIR	LOC6899105|XP_002139022.4|DPSE
OG0000277	LOC116651878|XP_032295046.1|DVIR, LOC6634965|XP_002058712.2|DVIR	LOC4800970|XP_033232696.1|DPSE, LOC4800968|XP_033233115.1|DPSE, LOC4800969|XP_001358151.2|DPSE
OG0000279	LOC6623340|XP_002046755.1|DVIR	LOC4812730|XP_001353109.3|DPSE
OG0000279	LOC6623389|XP_002046756.1|DVIR	LOC6900325|XP_002135646.2|DPSE
OG0000280	LOC6622634|XP_002047527.2|DVIR	LOC4812040|XP_001352944.3|DPSE
OG0000280	LOC6622631|XP_002047526.2|DVIR	LOC4812240|XP_001352945.4|DPSE
OG0000280	LOC6622669|XP_002047528.2|DVIR	LOC6900262|XP_002135591.3|DPSE
OG0000281	LOC6623709|XP_002047338.1|DVIR	LOC4812514|XP_001352852.2|DPSE
OG0000281	LOC6634459|XP_002057947.1|DVIR	LOC4814446|XP_033239823.1|DPSE
OG0000281	LOC6635459|XP_002058967.1|DVIR	LOC4815170|XP_001355124.3|DPSE
OG0000282	LOC6623297|XP_002047774.1|DVIR	LOC4813095|XP_033241089.1|DPSE
OG0000283	LOC6630450|XP_002053911.1|DVIR	LOC4801127|XP_015037041.1|DPSE
OG0000284	LOC6634264|XP_032293579.1|DVIR	LOC4816625|XP_001356182.3|DPSE
OG0000284	LOC6634169|XP_032289004.1|DVIR	LOC4816281|XP_033235930.1|DPSE
OG0000285	LOC6627167|XP_002050952.1|DVIR	LOC4804056|XP_001360677.2|DPSE
OG0000285	LOC6627166|XP_002050951.1|DVIR	LOC4804058|XP_001360679.3|DPSE
OG0000286	LOC6634030|XP_032289046.1|DVIR	LOC4816402|XP_001356217.2|DPSE
OG0000286	LOC6634027|XP_002057491.1|DVIR	LOC4816639|XP_001356222.2|DPSE
OG0000286	LOC6634041|XP_002057495.2|DVIR	LOC4816634|XP_001356221.2|DPSE
OG0000287	LOC6631524|XP_002055331.2|DVIR	LOC4815584|XP_033241077.1|DPSE
OG0000287	LOC6631510|XP_002055329.1|DVIR	LOC4815812|XP_033241078.1|DPSE
OG0000287	LOC6631523|XP_002055330.3|DVIR	LOC6902196|XP_002133723.2|DPSE
OG0000288	LOC26530596|XP_032293590.1|DVIR, LOC6628811|XP_002051234.1|DVIR	LOC6903430|XP_002132309.2|DPSE, LOC6903431|XP_002132310.3|DPSE, LOC6903432|XP_002132311.2|DPSE
OG0000289	LOC6636587|XP_002060024.2|DVIR	LOC6900049|XP_002135413.3|DPSE
OG0000289	LOC6636555|XP_002060059.2|DVIR	LOC6900064|XP_002135428.3|DPSE
OG0000290	LOC26530682|XP_015031635.1|DVIR, LOC6623767|XP_002047815.2|DVIR	LOC4804225|XP_033234594.1|DPSE, LOC6898421|XP_033233390.1|DPSE
OG0000292	LOC6625271|XP_002049362.1|DVIR, LOC6627221|XP_002049850.1|DVIR, LOC6627220|XP_002049849.2|DVIR, LOC6625512|XP_002049848.1|DVIR	LOC4804683|XP_001361204.1|DPSE
OG0000292	LOC6622738|XP_002048459.1|DVIR	LOC6900831|XP_002135189.1|DPSE
OG0000293	LOC6630605|XP_002054480.1|DVIR, LOC6630029|XP_002054479.2|DVIR	LOC6896817|XP_002137020.2|DPSE
OG0000294	LOC6634166|XP_032289001.1|DVIR	LOC4816326|XP_033235567.1|DPSE
OG0000294	LOC6631395|XP_015026374.1|DVIR	LOC6901693|XP_033240484.1|DPSE
OG0000295	LOC6625008|XP_002049758.1|DVIR	LOC4803989|XP_001360622.3|DPSE
OG0000295	LOC6629789|XP_002054751.1|DVIR	LOC6897089|XP_002137273.2|DPSE
OG0000296	LOC6628745|XP_002051561.1|DVIR	LOC6903392|XP_002132271.2|DPSE
OG0000296	LOC6636845|XP_002060317.1|DVIR	LOC4811989|XP_001352490.4|DPSE
OG0000296	LOC6632044|XP_002055241.1|DVIR	LOC4814998|XP_001354646.1|DPSE
OG0000298	LOC6631929|XP_002055477.1|DVIR	LOC4815646|XP_001355655.1|DPSE
OG0000298	LOC6631930|XP_002055478.1|DVIR	LOC6903582|XP_002132450.1|DPSE
OG0000298	LOC6623045|XP_002047090.1|DVIR	LOC6902685|XP_002133200.3|DPSE
OG0000299	LOC6632241|XP_032289479.1|DVIR	LOC4801277|XP_033233198.1|DPSE
OG0000299	LOC6632243|XP_032289601.1|DVIR	LOC4801278|XP_001358398.3|DPSE
OG0000300	LOC6623993|XP_002048402.3|DVIR	LOC26532098|XP_033237386.1|DPSE
OG0000300	LOC26530779|XP_032290045.1|DVIR	LOC4813853|XP_033239121.1|DPSE
OG0000300	LOC6622311|XP_002048403.1|DVIR	LOC4813186|XP_001353951.3|DPSE
OG0000301	LOC6623814|XP_002047905.1|DVIR	LOC117184349|XP_033237256.1|DPSE
OG0000301	LOC6629144|XP_002052892.1|DVIR	LOC4817295|XP_001356463.1|DPSE
OG0000302	LOC6624313|XP_015030738.1|DVIR	LOC4813644|XP_001354079.2|DPSE
OG0000302	LOC6624371|XP_002047166.1|DVIR	LOC4813218|XP_001354080.2|DPSE
OG0000303	LOC6623695|XP_032289998.1|DVIR	LOC4812221|XP_001352787.2|DPSE
OG0000303	LOC6628429|XP_002051868.1|DVIR	LOC6902978|XP_002132704.2|DPSE
OG0000304	LOC6627457|XP_002052479.1|DVIR	LOC117183991|XP_033235690.1|DPSE, LOC6902356|XP_002133302.3|DPSE
OG0000304	LOC6629751|XP_015027061.1|DVIR	LOC6897050|XP_002137234.2|DPSE
OG0000304	LOC6629752|XP_002053894.2|DVIR	LOC6897051|XP_002137235.2|DPSE
OG0000305	LOC6624552|XP_002048253.2|DVIR	LOC4813541|XP_033237375.1|DPSE
OG0000305	LOC6624672|XP_002048250.1|DVIR	LOC6900344|XP_033239977.1|DPSE
OG0000306	LOC6624940|XP_002049039.1|DVIR	LOC4803725|XP_001360398.2|DPSE
OG0000306	LOC6633321|XP_032296574.1|DVIR	LOC6901320|XP_002134021.1|DPSE
OG0000307	LOC6629363|XP_032292253.1|DVIR	LOC6897965|XP_002138064.4|DPSE
OG0000307	LOC6632309|XP_032289777.1|DVIR	LOC6897092|XP_033233062.1|DPSE
OG0000308	LOC6630424|XP_002053736.1|DVIR	LOC4817912|XP_001357252.1|DPSE, LOC6903371|XP_002132253.2|DPSE, LOC6897153|XP_003736488.2|DPSE
OG0000308	LOC6634058|XP_002057891.1|DVIR	LOC6903381|XP_002132263.1|DPSE
OG0000309	LOC6629955|XP_002053613.1|DVIR	LOC6897977|XP_002138076.2|DPSE, LOC6897978|XP_002138077.2|DPSE, LOC4803229|XP_001360005.1|DPSE
OG0000310	LOC6631531|XP_002055338.1|DVIR, LOC116650489|XP_032290122.1|DVIR, LOC6626471|XP_002050373.1|DVIR	LOC6898326|XP_015039526.2|DPSE, LOC6901217|XP_002133918.2|DPSE
OG0000311	LOC6630806|XP_015026962.1|DVIR, LOC6627632|XP_002051098.2|DVIR	LOC4800935|XP_001358122.3|DPSE, LOC4800898|XP_001358092.3|DPSE
OG0000311	LOC6632056|XP_002055109.1|DVIR	LOC4815061|XP_001355037.2|DPSE
OG0000312	LOC6634109|XP_032293864.1|DVIR	LOC6903368|XP_033235618.1|DPSE
OG0000312	LOC6627720|XP_015028651.1|DVIR	LOC4817262|XP_015036102.2|DPSE
OG0000313	LOC6628146|XP_002052433.1|DVIR	LOC6903376|XP_015035319.2|DPSE
OG0000313	LOC6633976|XP_002057484.1|DVIR	LOC6903759|XP_033235956.1|DPSE, LOC6904117|XP_033235957.1|DPSE, LOC6902709|XP_033235145.1|DPSE
OG0000314	LOC6628315|XP_002052739.1|DVIR	LOC6902567|XP_015036663.2|DPSE
OG0000314	LOC6628314|XP_032293982.1|DVIR	LOC6902568|XP_033235397.1|DPSE
OG0000315	LOC6629170|XP_002051909.1|DVIR	LOC6902834|XP_002132570.3|DPSE
OG0000316	LOC6627031|XP_002050946.2|DVIR	LOC4804060|XP_001360681.3|DPSE
OG0000316	LOC6627033|XP_032292256.1|DVIR	LOC6898349|XP_002138402.2|DPSE, LOC4804059|XP_001360680.2|DPSE
OG0000318	LOC6628967|XP_002051572.1|DVIR	LOC26534114|XP_033240298.1|DPSE, LOC26533192|XP_015044576.1|DPSE, LOC117185437|XP_033241564.1|DPSE, LOC117184577|XP_033238746.1|DPSE
OG0000318	LOC116650280|XP_032289469.1|DVIR, LOC116651792|XP_032294709.1|DVIR, LOC116651946|XP_032295375.1|DVIR	LOC117184971|XP_033240179.1|DPSE
OG0000319	LOC6629575|XP_002054858.1|DVIR, LOC6629723|XP_002053603.2|DVIR, LOC6629724|XP_002053604.1|DVIR, LOC6630416|XP_002053291.1|DVIR	LOC26532861|XP_033232774.1|DPSE, LOC4803148|XP_001359938.3|DPSE
OG0000320	LOC6633166|XP_002055796.2|DVIR	LOC4802112|XP_001359093.3|DPSE
OG0000321	LOC6627886|XP_032294458.1|DVIR	LOC4817559|XP_001356966.4|DPSE
OG0000321	LOC6627887|XP_002052293.2|DVIR	LOC4817558|XP_001356965.3|DPSE
OG0000322	LOC6633096|XP_002056279.2|DVIR, LOC6634783|XP_032296376.1|DVIR	LOC6902088|XP_033239953.1|DPSE
OG0000322	LOC6633392|XP_002056776.1|DVIR	LOC6902175|XP_033240800.1|DPSE
OG0000323	LOC6634317|XP_002057457.1|DVIR	LOC4816406|XP_001356250.2|DPSE
OG0000323	LOC6635151|XP_002058635.2|DVIR	LOC4801777|XP_001358816.1|DPSE
OG0000324	LOC6635346|XP_002058873.2|DVIR	LOC4804386|XP_001360957.3|DPSE
OG0000325	LOC6624446|XP_002047583.1|DVIR	LOC4812079|XP_001352912.1|DPSE
OG0000325	LOC6624325|XP_002047582.1|DVIR	LOC4812298|XP_001352914.1|DPSE
OG0000327	LOC6625259|XP_002050688.1|DVIR	LOC4804916|XP_001361401.4|DPSE
OG0000327	LOC6625258|XP_002050687.2|DVIR	LOC4804918|XP_001361402.4|DPSE
OG0000327	LOC6625257|XP_002050686.2|DVIR	LOC4804917|XP_001361403.3|DPSE
OG0000328	LOC6623998|XP_002047840.2|DVIR	LOC4805588|XP_033233550.1|DPSE
OG0000328	LOC6623939|XP_002047839.1|DVIR	LOC4812891|XP_001353772.4|DPSE
OG0000329	LOC6627805|XP_002051767.1|DVIR	LOC4816136|XP_001355793.2|DPSE
OG0000330	LOC6635030|XP_002058609.1|DVIR	LOC4800472|XP_001357741.3|DPSE
OG0000331	LOC6628041|XP_015028515.1|DVIR	LOC4816736|XP_001355921.3|DPSE
OG0000332	LOC6633382|XP_002056793.1|DVIR	LOC6901932|XP_002133466.3|DPSE
OG0000332	LOC6632187|XP_002055642.2|DVIR	LOC4815127|XP_033240065.1|DPSE
OG0000333	LOC6623853|XP_002047831.2|DVIR	LOC117184413|XP_033237524.1|DPSE, LOC6900669|XP_002135035.1|DPSE, LOC4813862|XP_001353768.3|DPSE
OG0000334	LOC6626702|XP_002049901.1|DVIR	LOC4811785|XP_001352353.1|DPSE
OG0000334	LOC6625879|XP_002049329.1|DVIR	LOC4804189|XP_001360791.2|DPSE
OG0000335	LOC6633943|XP_002057613.1|DVIR	LOC4816217|XP_001355821.2|DPSE
OG0000335	LOC6633922|XP_032293633.1|DVIR	LOC4816216|XP_001355820.4|DPSE
OG0000336	LOC6632571|XP_002056330.1|DVIR	LOC4802852|XP_001359687.3|DPSE
OG0000336	LOC6630488|XP_002053195.1|DVIR	LOC6897568|XP_002137713.4|DPSE
OG0000336	LOC6630487|XP_015027238.1|DVIR	LOC4802340|XP_033234442.1|DPSE
OG0000337	LOC6624346|XP_032291252.1|DVIR	LOC6900260|XP_002135589.2|DPSE, LOC6900263|XP_015044032.1|DPSE
OG0000337	LOC6622621|XP_032290498.1|DVIR	LOC6900380|XP_002134773.2|DPSE
OG0000337	LOC116649788|XP_032288798.1|DVIR	LOC4813029|XP_001353805.2|DPSE
OG0000338	LOC6624390|XP_032290896.1|DVIR	LOC6900118|XP_015043836.2|DPSE
OG0000338	LOC6627233|XP_002050522.1|DVIR	LOC4804206|XP_033233731.1|DPSE
OG0000339	LOC6623523|XP_002046195.1|DVIR	LOC6900144|XP_002135484.2|DPSE, LOC6900476|XP_002134866.2|DPSE, LOC6900143|XP_002135483.1|DPSE
OG0000340	LOC6627223|XP_002049852.1|DVIR	LOC6898612|XP_002138617.2|DPSE
OG0000341	LOC6622426|XP_002048426.1|DVIR	LOC6900339|XP_033239067.1|DPSE, LOC4813572|XP_001353614.2|DPSE, LOC4812968|XP_001353131.2|DPSE
OG0000342	LOC6636671|XP_002060149.1|DVIR	LOC6903397|XP_002132276.1|DPSE, LOC4814783|XP_001355106.2|DPSE
OG0000342	LOC6631407|XP_002055416.1|DVIR, LOC6624973|XP_002049481.2|DVIR	LOC6899056|XP_002138981.1|DPSE
OG0000343	LOC6629592|XP_002052999.1|DVIR	LOC4800599|XP_001357845.3|DPSE
OG0000343	LOC6634993|XP_002058495.3|DVIR	LOC13036445|XP_003736816.2|DPSE
OG0000344	LOC6625816|XP_002050598.2|DVIR	LOC6898900|XP_002138870.1|DPSE
OG0000344	LOC6635085|XP_002058415.1|DVIR	LOC4800262|XP_015038742.2|DPSE
OG0000345	LOC6635881|XP_002059354.1|DVIR	LOC4805005|XP_001361475.1|DPSE
OG0000345	LOC6626995|XP_032293082.1|DVIR	LOC6898583|XP_015040086.2|DPSE
OG0000346	LOC6636472|XP_002059921.1|DVIR	LOC4803362|XP_001360105.3|DPSE
OG0000347	LOC6624009|XP_002047401.1|DVIR	LOC4812114|XP_001352723.2|DPSE
OG0000347	LOC6627535|XP_015028234.1|DVIR	LOC4817618|XP_015036377.1|DPSE
