Orthogroup	DVIR.longest_only	DSEC.longest_only
OG0002016	LOC6626610|XP_032292177.1|DVIR	LOC6608265|XP_032571819.1|DSEC
OG0002017	LOC6629111|XP_032293893.1|DVIR	LOC6612066|XP_032569857.1|DSEC
OG0002018	LOC6634214|XP_002057807.3|DVIR	LOC6613633|XP_002038103.1|DSEC
OG0002019	LOC6628983|XP_032293990.1|DVIR	LOC6617734|XP_002042046.1|DSEC
OG0002020	LOC6634183|XP_002057441.2|DVIR	LOC6614686|XP_002039113.1|DSEC
OG0002021	LOC6625386|XP_002050303.2|DVIR	LOC6615328|XP_032570665.1|DSEC
OG0002022	LOC6628404|XP_032294501.1|DVIR	LOC6618236|XP_002042511.2|DSEC
OG0002023	LOC6632895|XP_002056195.1|DVIR	LOC6606582|XP_002031383.1|DSEC
OG0002025	LOC6628942|XP_032293538.1|DVIR	LOC6612153|XP_002036670.2|DSEC
OG0002026	LOC6622563|XP_002047703.2|DVIR	LOC6616535|XP_002040894.1|DSEC
OG0002027	LOC6626290|XP_015029287.1|DVIR	LOC6615533|XP_032570821.1|DSEC
OG0002028	LOC6626936|XP_032293080.1|DVIR	LOC6615782|XP_032570291.1|DSEC
OG0002029	LOC6623931|XP_002047397.2|DVIR	LOC6610899|XP_002035462.1|DSEC
OG0002030	LOC6625886|XP_002050357.1|DVIR	LOC6618843|XP_002043092.1|DSEC
OG0002031	LOC6624786|XP_015029730.1|DVIR	LOC6609070|XP_032570439.1|DSEC
OG0002032	LOC6629903|XP_002053401.1|DVIR	LOC6620042|XP_002044254.1|DSEC
OG0002033	LOC6633486|XP_002057345.1|DVIR	LOC6617600|XP_032581187.1|DSEC
OG0002034	LOC6634834|XP_002058015.3|DVIR	LOC6615963|XP_032580793.1|DSEC
OG0002035	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR	LOC6607239|XP_002032020.1|DSEC
OG0002036	LOC6630386|XP_015027037.2|DVIR	LOC6607016|XP_002031805.2|DSEC
OG0002037	LOC6624342|XP_002046338.1|DVIR	LOC6610754|XP_002035320.1|DSEC
OG0002038	LOC6629346|XP_002053262.1|DVIR	LOC6620400|XP_002044608.1|DSEC
OG0002039	LOC26530948|XP_015027846.1|DVIR	LOC116801081|XP_032574534.1|DSEC, LOC116801248|XP_032575399.1|DSEC, LOC116801200|XP_032575208.1|DSEC
OG0002040	LOC6629308|XP_032288888.1|DVIR	LOC6620477|XP_032574576.1|DSEC, LOC6620693|XP_032573722.1|DSEC, LOC6621301|XP_032573745.1|DSEC
OG0002041	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR	LOC6608212|XP_032570312.1|DSEC
OG0002042	LOC6632341|XP_002056409.1|DVIR	LOC6614227|XP_002038672.1|DSEC
OG0002043	LOC6629647|XP_002053557.2|DVIR	LOC6614016|XP_032577557.1|DSEC
OG0002044	LOC6633046|XP_002056269.1|DVIR	LOC6607467|XP_032579592.1|DSEC
OG0002045	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR	LOC6607246|XP_032576658.1|DSEC
OG0002046	LOC6634693|XP_002058304.1|DVIR	LOC6620104|XP_002044316.1|DSEC
OG0002047	LOC6634675|XP_032296474.1|DVIR	LOC6614998|XP_032580835.1|DSEC
OG0002048	LOC6632363|XP_002056724.2|DVIR	LOC6606699|XP_002031499.1|DSEC
OG0002049	LOC6632287|XP_002056729.1|DVIR	LOC6606821|XP_002031618.1|DSEC
OG0002050	LOC6629856|XP_032292860.1|DVIR	LOC6606209|XP_032579125.1|DSEC
OG0002051	LOC26531904|XP_015030378.1|DVIR	LOC116800439|XP_032571278.1|DSEC
OG0002052	LOC6623847|XP_002046229.1|DVIR	LOC6605940|XP_002030753.1|DSEC
OG0002053	LOC6629603|XP_002054668.2|DVIR	LOC6607207|XP_002031991.2|DSEC
OG0002054	LOC6632543|XP_002056186.1|DVIR	LOC6614000|XP_002038454.1|DSEC
OG0002055	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR	LOC6606747|XP_002031544.1|DSEC
OG0002056	LOC6622886|XP_002048169.1|DVIR	LOC6605456|XP_002030289.1|DSEC
OG0002057	LOC6627975|XP_002051781.1|DVIR	LOC6612014|XP_002036531.1|DSEC
OG0002058	LOC6623174|XP_002046124.1|DVIR	LOC6610146|XP_002034755.1|DSEC
OG0002059	LOC6632616|XP_002056316.1|DVIR	LOC6616925|XP_002041256.1|DSEC
OG0002060	LOC6626587|XP_002049766.1|DVIR	LOC6609194|XP_002033885.2|DSEC
OG0002061	LOC6625739|XP_032291908.1|DVIR	LOC6613014|XP_032570963.1|DSEC
OG0002062	LOC6634648|XP_002058299.3|DVIR	LOC6615231|XP_032582644.1|DSEC
OG0002063	LOC6633540|XP_002057238.1|DVIR	LOC6612252|XP_002036764.2|DSEC
OG0002064	LOC6634505|XP_015025097.1|DVIR	LOC6610722|XP_002035288.1|DSEC
OG0002065	LOC6623715|XP_002047355.2|DVIR	LOC6610514|XP_032575380.1|DSEC
OG0002066	LOC6630811|XP_015027417.1|DVIR	LOC6606165|XP_032578401.1|DSEC
OG0002067	LOC6626937|XP_002049244.1|DVIR	LOC6615781|XP_002040151.1|DSEC
OG0002068	LOC6625314|XP_002048757.1|DVIR	LOC6609822|XP_002034476.2|DSEC
OG0002069	LOC6633275|XP_002057134.1|DVIR	LOC116800432|XP_032571253.1|DSEC
OG0002070	LOC6630130|XP_002053682.1|DVIR	LOC6606899|XP_002031693.1|DSEC
OG0002071	LOC6631122|XP_002054242.1|DVIR	LOC6607840|XP_002032597.1|DSEC
OG0002072	LOC6626533|XP_002050657.1|DVIR	LOC116800349|XP_032570554.1|DSEC
OG0002073	LOC6622626|XP_032290694.1|DVIR	LOC6605734|XP_032574325.1|DSEC
OG0002074	LOC6626580|XP_002049693.1|DVIR	LOC6609252|XP_002033942.1|DSEC
OG0002075	LOC26530442|XP_015028814.1|DVIR	LOC116802264|XP_032582059.1|DSEC
OG0002076	LOC6626692|XP_032292959.1|DVIR	LOC6615625|XP_032572529.1|DSEC
OG0002077	LOC6622532|XP_032291318.1|DVIR	LOC6610273|XP_032575938.1|DSEC
OG0002078	LOC6625145|XP_002049554.1|DVIR	LOC6609062|XP_002033765.2|DSEC
OG0002079	LOC6624462|XP_002048071.1|DVIR	LOC6616248|XP_002040612.1|DSEC
OG0002080	LOC6625119|XP_002049499.1|DVIR	LOC6609551|XP_002034234.2|DSEC
OG0002081	LOC6624784|XP_002049437.1|DVIR	LOC6613045|XP_002037528.1|DSEC
OG0002082	LOC6625656|XP_032293288.1|DVIR	LOC6609488|XP_032572812.1|DSEC
OG0002083	LOC6633873|XP_032296511.1|DVIR	LOC6616148|XP_032582168.1|DSEC
OG0002084	LOC6625624|XP_002049068.1|DVIR	LOC6615693|XP_002040064.1|DSEC
OG0002085	LOC6626264|XP_002050906.1|DVIR	LOC6615519|XP_002039898.1|DSEC
OG0002086	LOC6626480|XP_002049074.1|DVIR	LOC6615411|XP_032571811.1|DSEC
OG0002087	LOC26531396|XP_032289985.1|DVIR	LOC6619416|XP_032575643.1|DSEC
OG0002088	LOC6624726|XP_015030511.1|DVIR	LOC6616326|XP_032575826.1|DSEC
OG0002089	LOC6635359|XP_002058905.1|DVIR	LOC6608226|XP_002032970.1|DSEC
OG0002090	LOC6624051|XP_002047469.1|DVIR	LOC6605535|XP_002030363.1|DSEC
OG0002091	LOC6626001|XP_032293005.1|DVIR	LOC116800502|XP_032571760.1|DSEC
OG0002092	LOC6623949|XP_032291244.1|DVIR	LOC6605959|XP_032573825.1|DSEC
OG0002093	LOC6627267|XP_002049909.1|DVIR	LOC6615484|XP_032572612.1|DSEC
OG0002094	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR	LOC6615793|XP_002040163.1|DSEC
OG0002095	LOC6634544|XP_002058288.1|DVIR	LOC6611778|XP_002036301.1|DSEC, LOC6615027|XP_002039444.1|DSEC
OG0002096	LOC6626956|XP_032292980.1|DVIR	LOC6609154|XP_032570527.1|DSEC
OG0002097	LOC6625109|XP_002049283.2|DVIR	LOC6608379|XP_002033115.2|DSEC
OG0002098	LOC6624287|XP_015031432.1|DVIR	LOC6616480|XP_032575949.1|DSEC
OG0002099	LOC6629885|XP_002054545.1|DVIR	LOC6607273|XP_002032052.1|DSEC
OG0002100	LOC6623652|XP_002048244.3|DVIR	LOC6605780|XP_002030595.1|DSEC
OG0002101	LOC6625848|XP_032292941.1|DVIR	LOC6608169|XP_032572796.1|DSEC
OG0002102	LOC6626790|XP_002049829.2|DVIR	LOC6610060|XP_032572505.1|DSEC
OG0002103	LOC6629840|XP_002054540.2|DVIR	LOC6607280|XP_002032059.2|DSEC
OG0002106	LOC6629940|XP_002054368.2|DVIR	LOC6607267|XP_002032046.1|DSEC
OG0002107	LOC6629238|XP_002052614.1|DVIR	LOC6612056|XP_002036573.1|DSEC
OG0002108	LOC6630695|XP_002054402.2|DVIR	LOC6616759|XP_002041096.1|DSEC
OG0002109	LOC6629275|XP_002052981.2|DVIR	LOC6612969|XP_002037460.1|DSEC, LOC6612970|XP_032577671.1|DSEC
OG0002110	LOC6628810|XP_002051233.2|DVIR	LOC6618393|XP_002042663.1|DSEC, LOC6617887|XP_002042195.1|DSEC
OG0002111	LOC116651459|XP_032293700.1|DVIR	LOC6611752|XP_002036275.1|DSEC, LOC6611753|XP_002036276.1|DSEC
OG0002112	LOC6629115|XP_015028760.2|DVIR	LOC6612163|XP_002036680.1|DSEC
OG0002113	LOC6630550|XP_002054421.3|DVIR	LOC6616735|XP_002041072.1|DSEC, LOC6616734|XP_002041071.1|DSEC
OG0002114	LOC6633067|XP_002056139.2|DVIR	LOC6612803|XP_002037304.1|DSEC, LOC6612802|XP_002037303.1|DSEC
OG0002115	LOC26531333|XP_015030311.1|DVIR	LOC116800602|XP_032572341.1|DSEC, LOC6609284|XP_002033974.2|DSEC
OG0002117	LOC6635550|XP_002059097.1|DVIR	LOC6609947|XP_002034593.1|DSEC
OG0002118	LOC26531314|XP_032296684.1|DVIR	LOC6612993|XP_032574744.1|DSEC
OG0002119	LOC6631147|XP_015026969.1|DVIR	LOC6619632|XP_032578678.1|DSEC
OG0002120	LOC6636209|XP_002059699.1|DVIR	LOC6620111|XP_032579756.1|DSEC
OG0002121	LOC6634874|XP_032295296.1|DVIR	LOC6612679|XP_032579272.1|DSEC
OG0002123	LOC6628453|XP_032294579.1|DVIR	LOC6611577|XP_032582853.1|DSEC
OG0002124	LOC6635457|XP_002059059.2|DVIR	LOC6614860|XP_032581802.1|DSEC
OG0002125	LOC6626451|XP_002049681.1|DVIR	LOC6609237|XP_032570971.1|DSEC
OG0002126	LOC6622481|XP_015030519.1|DVIR	LOC6616358|XP_002040718.1|DSEC
OG0002127	LOC6631364|XP_032296113.1|DVIR	LOC6618092|XP_002042390.1|DSEC
OG0002128	LOC6635484|XP_032296156.1|DVIR	LOC6614878|XP_032582632.1|DSEC
OG0002129	LOC6635015|XP_002058659.2|DVIR	LOC6613720|XP_032576623.1|DSEC
OG0002130	LOC6634737|XP_032289213.1|DVIR	LOC6616002|XP_002040368.1|DSEC
OG0002131	LOC6632912|XP_002056257.1|DVIR	LOC6616618|XP_002040976.1|DSEC
OG0002132	LOC6634124|XP_002057725.1|DVIR	LOC6611923|XP_002036440.1|DSEC
OG0002133	LOC6633868|XP_002056970.1|DVIR	LOC6618591|XP_002042850.1|DSEC
OG0002134	LOC6634526|XP_002057955.1|DVIR	LOC6618111|XP_032580272.1|DSEC
OG0002135	LOC6633633|XP_032296266.1|DVIR	LOC6620156|XP_032580347.1|DSEC
OG0002136	LOC6633024|XP_002055941.1|DVIR	LOC6612774|XP_002037275.1|DSEC
OG0002137	LOC6630771|XP_032294881.1|DVIR	LOC6607661|XP_032576827.1|DSEC
OG0002138	LOC6633690|XP_002057007.1|DVIR	LOC6614802|XP_002039221.1|DSEC
OG0002139	LOC6634723|XP_032289223.1|DVIR	LOC6612550|XP_032582674.1|DSEC
OG0002140	LOC6636033|XP_032296209.1|DVIR	LOC6619769|XP_002043982.1|DSEC
OG0002141	LOC6628236|XP_002051806.1|DVIR, LOC6635239|XP_002058767.1|DVIR	LOC6620125|XP_002044339.1|DSEC
OG0002142	LOC116651839|XP_032294831.1|DVIR, LOC6631029|XP_002054120.1|DVIR	LOC6613822|XP_002038291.1|DSEC
OG0002143	LOC6629068|XP_002051612.1|DVIR	LOC6617348|XP_032575734.1|DSEC
OG0002144	LOC6636217|XP_002059718.2|DVIR	LOC6620121|XP_032579964.1|DSEC
OG0002145	LOC6630186|XP_002053255.2|DVIR	LOC6619295|XP_032577870.1|DSEC
OG0002146	LOC6633035|XP_002056062.1|DVIR	LOC6613824|XP_002038293.1|DSEC
OG0002147	LOC6631667|XP_032295642.1|DVIR	LOC6617571|XP_032580065.1|DSEC
OG0002148	LOC6636821|XP_002060303.1|DVIR	LOC6610626|XP_002035193.1|DSEC
OG0002149	LOC6636273|XP_002059686.2|DVIR	LOC6620102|XP_002044311.1|DSEC
OG0002150	LOC6634442|XP_002058057.1|DVIR	LOC6619596|XP_002043811.1|DSEC
OG0002151	LOC6627819|XP_002051144.2|DVIR, LOC116651415|XP_032293610.1|DVIR	LOC6612006|XP_032577978.1|DSEC
OG0002152	LOC6632813|XP_015026071.2|DVIR	LOC6613755|XP_032578421.1|DSEC
OG0002153	LOC6632214|XP_002055882.1|DVIR	LOC6612721|XP_002037224.1|DSEC
OG0002154	LOC6634683|XP_015025121.1|DVIR	LOC6616003|XP_002040369.1|DSEC
OG0002155	LOC6629478|XP_002054093.1|DVIR	LOC6612916|XP_032578737.1|DSEC
OG0002156	LOC6622839|XP_002047681.1|DVIR	LOC6616591|XP_032574499.1|DSEC
OG0002157	LOC6632474|XP_002056175.1|DVIR	LOC6606569|XP_032576688.1|DSEC
OG0002158	LOC6626071|XP_015029587.1|DVIR	LOC6609823|XP_002034477.1|DSEC
OG0002159	LOC6626895|XP_002050817.1|DVIR	LOC6615705|XP_002040076.1|DSEC
OG0002160	LOC6630552|XP_032295302.1|DVIR	LOC6614336|XP_002038775.1|DSEC
OG0002161	LOC6631150|XP_002054253.1|DVIR	LOC6620706|XP_002044904.1|DSEC
OG0002162	LOC6631254|XP_015027358.1|DVIR	LOC6606978|XP_002031770.2|DSEC
OG0002163	LOC6633681|XP_002057286.2|DVIR, LOC6623976|XP_002047394.1|DVIR	LOC6612365|XP_002036874.1|DSEC
OG0002164	LOC6632752|XP_002056475.1|DVIR	LOC116803370|XP_032583007.1|DSEC, LOC6616943|XP_032577307.1|DSEC
OG0002165	LOC6630211|XP_002053714.1|DVIR	LOC6614449|XP_002038882.1|DSEC
OG0002166	LOC6627363|XP_002051670.1|DVIR	LOC6617784|XP_002042096.1|DSEC
OG0002167	LOC6635352|XP_002058898.1|DVIR	LOC6609903|XP_002034553.1|DSEC
OG0002168	LOC116651107|XP_032292837.1|DVIR, LOC6626797|XP_002049948.2|DVIR	LOC6615784|XP_002040154.1|DSEC
OG0002169	LOC6622909|XP_002047074.1|DVIR	LOC6605092|XP_002029933.1|DSEC
OG0002170	LOC6636192|XP_002059738.1|DVIR	LOC6620288|XP_032579830.1|DSEC
OG0002171	LOC6631188|XP_002054833.1|DVIR	LOC6607664|XP_002032429.1|DSEC
OG0002172	LOC6630961|XP_002054738.1|DVIR	LOC6607540|XP_002032309.1|DSEC
OG0002173	LOC6629109|XP_002052603.1|DVIR	LOC6612077|XP_002036594.1|DSEC
OG0002174	LOC6630756|XP_002054495.1|DVIR	LOC6606392|XP_002031197.1|DSEC
OG0002175	LOC6630755|XP_002054494.1|DVIR	LOC6606393|XP_002031198.1|DSEC
OG0002176	LOC6631181|XP_002053236.1|DVIR	LOC6620509|XP_002044714.1|DSEC
OG0002177	LOC6630372|XP_002054347.1|DVIR	LOC6616860|XP_002041196.1|DSEC
OG0002178	LOC6630849|XP_015027057.1|DVIR	LOC6617142|XP_032576591.1|DSEC
OG0002179	LOC6630295|XP_002052947.2|DVIR	LOC6619672|XP_032578032.1|DSEC
OG0002180	LOC6632798|XP_002056114.3|DVIR	LOC6612854|XP_002037346.1|DSEC
OG0002181	LOC6632209|XP_002055523.1|DVIR	LOC6617463|XP_002041780.1|DSEC
OG0002182	LOC6634890|XP_015024853.1|DVIR	LOC6614317|XP_032579165.1|DSEC
OG0002183	LOC6635358|XP_002058904.1|DVIR	LOC6609915|XP_002034565.1|DSEC
OG0002184	LOC6630008|XP_002054770.1|DVIR	LOC6606436|XP_002031240.1|DSEC
OG0002185	LOC6633080|XP_002055958.2|DVIR	LOC6606268|XP_032577500.1|DSEC
OG0002186	LOC6627578|XP_002051391.1|DVIR	LOC6613565|XP_002038033.1|DSEC
OG0002187	LOC6635187|XP_002058386.1|DVIR	LOC6607443|XP_002032212.1|DSEC
OG0002188	LOC6625790|XP_032292638.1|DVIR	LOC6613002|XP_032571527.1|DSEC
OG0002189	LOC26531700|XP_015027924.1|DVIR	LOC116801123|XP_032574754.1|DSEC
OG0002190	LOC6630253|XP_002053767.1|DVIR	LOC6607652|XP_032576972.1|DSEC
OG0002191	LOC6622313|XP_002048080.1|DVIR	LOC6616352|XP_002040712.1|DSEC
OG0002192	LOC6624612|XP_002048264.1|DVIR	LOC6618327|XP_032574018.1|DSEC
OG0002193	LOC6631138|XP_002053034.1|DVIR	LOC6606958|XP_002031751.2|DSEC
OG0002194	LOC6632310|XP_002055999.1|DVIR	LOC6618686|XP_002042944.1|DSEC
OG0002195	LOC6634854|XP_002058644.1|DVIR	LOC6607679|XP_002032444.1|DSEC
OG0002196	LOC6629731|XP_002053607.1|DVIR	LOC6606925|XP_002031719.1|DSEC
OG0002197	LOC6622573|XP_002046440.3|DVIR, LOC116650597|XP_032290572.1|DVIR	LOC6610135|XP_002034744.1|DSEC
OG0002198	LOC6632743|XP_032289508.1|DVIR	LOC6614298|XP_032579373.1|DSEC
OG0002199	LOC6631217|XP_002053960.1|DVIR	LOC6607298|XP_002032077.1|DSEC
OG0002200	LOC6629698|XP_002052956.1|DVIR	LOC6617539|XP_002041854.1|DSEC
OG0002202	LOC6634848|XP_032295190.1|DVIR	LOC6606480|XP_032578003.1|DSEC
OG0002203	LOC6630351|XP_032295456.1|DVIR	LOC6606390|XP_032576154.1|DSEC
OG0002204	LOC6631146|XP_002054249.1|DVIR	LOC6619631|XP_002043846.1|DSEC
OG0002205	LOC6632422|XP_002056094.1|DVIR	LOC6621776|XP_002045866.1|DSEC
OG0002206	LOC6632381|XP_032289422.1|DVIR	LOC6607476|XP_002032245.1|DSEC
OG0002207	LOC6634938|XP_002058708.2|DVIR	LOC6618769|XP_002043027.2|DSEC
OG0002208	LOC6634934|XP_002058704.1|DVIR	LOC6618765|XP_002043023.1|DSEC
OG0002209	LOC6633415|XP_002056814.1|DVIR	LOC6612262|XP_002036773.2|DSEC
OG0002210	LOC6630804|XP_015026964.1|DVIR	LOC6614038|XP_032577629.1|DSEC
OG0002211	LOC6632236|XP_002056085.1|DVIR	LOC6606542|XP_032576434.1|DSEC
OG0002212	LOC6632549|XP_002055828.1|DVIR	LOC6620514|XP_002044718.2|DSEC
OG0002213	LOC6629314|XP_002053533.1|DVIR	LOC6614141|XP_002038594.1|DSEC
OG0002214	LOC6630950|XP_002053940.3|DVIR	LOC6607324|XP_032577318.1|DSEC
OG0002215	LOC6630827|XP_032296148.1|DVIR	LOC6606350|XP_032578666.1|DSEC
OG0002216	LOC6626204|XP_002049790.1|DVIR	LOC6612717|XP_002037220.1|DSEC
OG0002217	LOC6630403|XP_002054268.1|DVIR	LOC6606368|XP_032579310.1|DSEC
OG0002218	LOC6633846|XP_002057198.1|DVIR	LOC6620490|XP_032582303.1|DSEC, LOC6620494|XP_032582301.1|DSEC, LOC116801949|XP_032580026.1|DSEC
OG0002219	LOC6633129|XP_002056072.2|DVIR	LOC6606527|XP_002031328.1|DSEC
OG0002220	LOC6633128|XP_002056071.2|DVIR	LOC6606526|XP_032577419.1|DSEC
OG0002221	LOC6623193|XP_032291353.1|DVIR	LOC6605068|XP_002029909.2|DSEC
OG0002222	LOC6626423|XP_002050367.1|DVIR	LOC6618833|XP_002043082.1|DSEC
OG0002223	LOC6636319|XP_032292053.1|DVIR	LOC6609433|XP_032571640.1|DSEC
OG0002224	LOC6626188|XP_032292180.1|DVIR	LOC6608027|XP_032572855.1|DSEC
OG0002225	LOC6623942|XP_032290647.1|DVIR	LOC6611170|XP_032574632.1|DSEC
OG0002226	LOC6626479|XP_002050464.1|DVIR	LOC6607872|XP_002032626.1|DSEC
OG0002227	LOC6625061|XP_032291796.1|DVIR	LOC6608495|XP_032572593.1|DSEC
OG0002228	LOC6627283|XP_002049625.1|DVIR	LOC6608144|XP_002032890.1|DSEC
OG0002229	LOC6626985|XP_015029593.1|DVIR	LOC6618849|XP_002043098.2|DSEC
OG0002230	LOC6636411|XP_015023923.1|DVIR, LOC116649746|XP_032292217.1|DVIR	LOC6608896|XP_002033610.1|DSEC
OG0002231	LOC6624866|XP_002048885.1|DVIR	LOC6607974|XP_002032722.1|DSEC
OG0002232	LOC6626278|XP_002050165.1|DVIR	LOC6615284|XP_002039688.1|DSEC
OG0002233	LOC6624109|XP_002047132.2|DVIR	LOC6605448|XP_032575274.1|DSEC
OG0002235	LOC6625800|XP_032291862.1|DVIR	LOC6615515|XP_032570923.1|DSEC
OG0002236	LOC6625978|XP_002049993.1|DVIR	LOC6615827|XP_002040197.1|DSEC
OG0002237	LOC6635397|XP_002058840.1|DVIR	LOC6613001|XP_032571525.1|DSEC
OG0002238	LOC6625720|XP_015030021.1|DVIR	LOC6607899|XP_032570329.1|DSEC
OG0002239	LOC6626218|XP_002050746.1|DVIR	LOC6608877|XP_002033591.1|DSEC
OG0002240	LOC6625868|XP_002050789.1|DVIR	LOC6615497|XP_002039877.2|DSEC
OG0002241	LOC6622463|XP_032291045.1|DVIR	LOC6605037|XP_032576023.1|DSEC
OG0002242	LOC6624361|XP_032290406.1|DVIR	LOC116801240|XP_032575378.1|DSEC
OG0002243	LOC6630396|XP_002054004.1|DVIR	LOC6619271|XP_002043488.1|DSEC
OG0002244	LOC6623800|XP_002047364.1|DVIR	LOC6605220|XP_002030058.1|DSEC
OG0002245	LOC6623941|XP_002048294.1|DVIR	LOC6604780|XP_002029631.2|DSEC
OG0002246	LOC6625722|XP_032291755.1|DVIR	LOC6607901|XP_032571779.1|DSEC
OG0002247	LOC116651108|XP_032292838.1|DVIR, LOC26530812|XP_015030250.2|DVIR	LOC116800317|XP_032570295.1|DSEC
OG0002248	LOC6624262|XP_002046345.1|DVIR	LOC6610763|XP_002035329.1|DSEC
OG0002249	LOC6624459|XP_002046587.1|DVIR	LOC6604859|XP_032574986.1|DSEC
OG0002250	LOC6635890|XP_032291823.1|DVIR	LOC6615267|XP_002039672.1|DSEC
OG0002251	LOC6635893|XP_032291831.1|DVIR	LOC6615265|XP_002039670.1|DSEC
OG0002252	LOC6635816|XP_002059439.2|DVIR	LOC6610121|XP_032571536.1|DSEC
OG0002253	LOC26531451|XP_032291885.1|DVIR, LOC116650363|XP_032289761.1|DVIR	LOC116800449|XP_032571383.1|DSEC
OG0002254	LOC6631021|XP_002053826.1|DVIR	LOC116801595|XP_032578049.1|DSEC, LOC6607810|XP_032578585.1|DSEC, LOC6619623|XP_032578584.1|DSEC, LOC6621779|XP_032578581.1|DSEC, LOC6607808|XP_032578580.1|DSEC
OG0002255	LOC6634678|XP_002057994.1|DVIR	LOC6614993|XP_032581490.1|DSEC
OG0002256	LOC6626553|XP_032292560.1|DVIR	LOC6608555|XP_002033289.1|DSEC
OG0002257	LOC6636401|XP_032292991.1|DVIR, LOC116649742|XP_032292211.1|DVIR	LOC6608630|XP_032571284.1|DSEC
OG0002258	LOC6623085|XP_002046860.1|DVIR	LOC6611079|XP_002035636.1|DSEC
OG0002259	LOC6636518|XP_002060008.1|DVIR	LOC6619996|XP_032580542.1|DSEC
OG0002260	LOC6623074|XP_002048501.1|DVIR	LOC6619399|XP_002043614.1|DSEC
OG0002261	LOC6622893|XP_002047551.1|DVIR	LOC6619380|XP_002043596.2|DSEC
OG0002262	LOC6625927|XP_002049297.2|DVIR	LOC6608397|XP_032570501.1|DSEC
OG0002263	LOC6624228|XP_002046537.1|DVIR	LOC6605878|XP_002030692.1|DSEC
OG0002264	LOC6626422|XP_032292315.1|DVIR	LOC6618834|XP_002043083.1|DSEC
OG0002265	LOC6624019|XP_002046274.3|DVIR	LOC6605174|XP_032575180.1|DSEC
OG0002266	LOC6622661|XP_002048145.1|DVIR	LOC6619434|XP_002043649.2|DSEC
OG0002267	LOC6623557|XP_002046799.1|DVIR	LOC6604960|XP_002029803.1|DSEC
OG0002268	LOC6624415|XP_002047167.2|DVIR	LOC6616429|XP_032573201.1|DSEC
OG0002269	LOC6635935|XP_002059374.2|DVIR	LOC6609325|XP_002034014.1|DSEC
OG0002270	LOC6624983|XP_002050663.1|DVIR	LOC6609365|XP_002034054.1|DSEC
OG0002271	LOC6624113|XP_032291245.1|DVIR	LOC6604972|XP_032574688.1|DSEC
OG0002272	LOC6622054|XP_002046380.1|DVIR	LOC6610371|XP_002034957.1|DSEC
OG0002273	LOC6624476|XP_032289890.1|DVIR	LOC6605835|XP_032573345.1|DSEC
OG0002274	LOC6624237|XP_032290937.1|DVIR	LOC6616522|XP_032574717.1|DSEC
OG0002275	LOC6624314|XP_002046608.1|DVIR	LOC6606057|XP_032573402.1|DSEC
OG0002276	LOC6622911|XP_032290373.1|DVIR	LOC6610337|XP_032574218.1|DSEC
OG0002277	LOC6622850|XP_002046490.1|DVIR	LOC6610329|XP_032573717.1|DSEC
OG0002278	LOC6623905|XP_002047374.1|DVIR	LOC6610875|XP_002035438.1|DSEC
OG0002279	LOC6622863|XP_002047729.1|DVIR	LOC6605005|XP_032573392.1|DSEC
OG0002280	LOC6622432|XP_032291143.1|DVIR	LOC6606018|XP_032575769.1|DSEC
OG0002281	LOC6622656|XP_002047021.1|DVIR	LOC6606008|XP_002030819.1|DSEC
OG0002282	LOC6622238|XP_002046364.1|DVIR	LOC6610622|XP_002035189.1|DSEC
OG0002283	LOC6636324|XP_002059884.2|DVIR	LOC6615728|XP_002040099.1|DSEC
OG0002284	LOC6626310|XP_002050389.1|DVIR	LOC6608106|XP_002032854.1|DSEC
OG0002285	LOC6636011|XP_002059511.1|DVIR	LOC6618965|XP_002043210.1|DSEC
OG0002286	LOC6626596|XP_002049032.2|DVIR	LOC6615651|XP_002040022.2|DSEC
OG0002287	LOC6624984|XP_032291922.1|DVIR	LOC6609366|XP_032571030.1|DSEC
OG0002288	LOC6624139|XP_002047865.2|DVIR	LOC6604971|XP_032574686.1|DSEC
OG0002289	LOC6623221|XP_002046743.2|DVIR, LOC6623251|XP_002046745.1|DVIR	LOC6604898|XP_002029743.1|DSEC
OG0002290	LOC6628971|XP_002051363.1|DVIR	LOC6613595|XP_002038064.1|DSEC
OG0002291	LOC6635939|XP_032291551.1|DVIR	LOC6608003|XP_032570199.1|DSEC
OG0002292	LOC6635956|XP_032292235.1|DVIR	LOC6620684|XP_032572178.1|DSEC
OG0002293	LOC6626122|XP_002050029.2|DVIR	LOC6620409|XP_002044617.2|DSEC
OG0002294	LOC6632783|XP_002055865.1|DVIR	LOC6607286|XP_002032065.1|DSEC
OG0002295	LOC6627602|XP_015028027.2|DVIR	LOC6611481|XP_032569888.1|DSEC
OG0002296	LOC6633964|XP_002057766.2|DVIR	LOC6611824|XP_032583531.1|DSEC
OG0002297	LOC6630203|XP_002053706.1|DVIR	LOC6606300|XP_002031105.1|DSEC
OG0002298	LOC6625548|XP_002049983.1|DVIR	LOC6613010|XP_032571756.1|DSEC
