Orthogroup	DVIR.longest_only	DMEL.longest_only
OG0002520	LOC6634752|XP_032296415.1|DVIR	Usp30|NP_572274.1|DMEL
OG0002521	LOC6635427|XP_002059063.1|DVIR	CG32547|NP_728174.2|DMEL
OG0002522	LOC6632851|XP_002056249.2|DVIR	Nup43|NP_650716.2|DMEL
OG0002523	LOC6629771|XP_032296730.1|DVIR	qless|NP_733425.1|DMEL
OG0002524	LOC6631436|XP_002054960.2|DVIR	Usp16-45|NP_572220.1|DMEL
OG0002525	LOC6623603|XP_002046943.1|DVIR	Srp54k|NP_523931.1|DMEL
OG0002526	LOC6634883|XP_002058502.1|DVIR	Fkbp39|NP_524364.2|DMEL
OG0002528	LOC6633576|XP_032296548.1|DVIR	C3G|NP_572350.2|DMEL
OG0002529	LOC6632842|XP_002055815.2|DVIR	Sf3a1|NP_650583.1|DMEL
OG0002530	LOC6633928|XP_002057617.1|DVIR	CG10268|NP_609992.1|DMEL
OG0002531	LOC6628243|XP_002051454.1|DVIR	CG9135|NP_608985.1|DMEL
OG0002532	LOC6636757|XP_002060215.1|DVIR	RpL15|NP_001104430.1|DMEL
OG0002533	LOC6631944|XP_032295595.1|DVIR	CG12576|NP_608465.1|DMEL
OG0002534	LOC116650963|XP_032292198.1|DVIR, LOC6627209|XP_002050127.1|DVIR	Egm|NP_610687.1|DMEL
OG0002535	LOC6623057|XP_002047571.1|DVIR	SmydA-2|NP_649084.1|DMEL
OG0002536	LOC6632465|XP_002055851.1|DVIR	Bub3|NP_477381.1|DMEL
OG0002537	LOC6625980|XP_002049995.1|DVIR	Rsph4a|NP_611869.1|DMEL
OG0002539	LOC6626336|XP_002048866.1|DVIR	TyrRS-m|NP_611967.1|DMEL
OG0002540	LOC6633086|XP_002055964.1|DVIR	Surf4|NP_477222.1|DMEL
OG0002541	LOC6631520|XP_002055317.2|DVIR	CG8611|NP_788922.1|DMEL
OG0002542	LOC116652257|XP_032296378.1|DVIR, LOC116650157|XP_032289359.1|DVIR	CG14220|NP_608325.1|DMEL
OG0002543	LOC6633651|XP_002056845.1|DVIR	Bap60|NP_511143.2|DMEL
OG0002544	LOC6630918|XP_002053777.3|DVIR	PSR|NP_001262832.1|DMEL
OG0002545	LOC116650021|XP_032289246.1|DVIR, LOC6634734|XP_002058333.1|DVIR	sta|NP_476750.1|DMEL
OG0002547	LOC6633661|XP_002056855.1|DVIR	sqh|NP_511057.1|DMEL
OG0002548	LOC6631430|XP_015026689.1|DVIR	CG1806|NP_572773.1|DMEL
OG0002549	LOC6631708|XP_002055356.2|DVIR	RhoGAP15B|NP_573183.2|DMEL
OG0002550	LOC6636663|XP_032295784.1|DVIR	inaE|NP_001138195.1|DMEL
OG0002551	LOC6629368|XP_002054446.1|DVIR	Rift|NP_651901.3|DMEL
OG0002552	LOC6628593|XP_002051208.1|DVIR	RPA2|NP_610077.1|DMEL
OG0002553	LOC6631304|XP_002055047.2|DVIR	Cp110|NP_001285531.1|DMEL
OG0002554	LOC6636074|XP_002059605.1|DVIR	CG15891|NP_001284939.1|DMEL
OG0002555	LOC6633257|XP_002056881.1|DVIR	CG4078|NP_572254.1|DMEL
OG0002556	LOC6628241|XP_002051452.1|DVIR	IPIP|NP_608984.2|DMEL
OG0002557	LOC6636139|XP_002059533.1|DVIR	Tim9a|NP_572881.1|DMEL
OG0002558	LOC6630784|XP_002054818.1|DVIR	Rpt5|NP_524464.1|DMEL
OG0002559	LOC6622331|XP_002046689.1|DVIR	l_3_80Fg|NP_001015188.2|DMEL
OG0002560	LOC6635140|XP_002058377.1|DVIR	Ktl|NP_650926.1|DMEL
OG0002561	LOC6629714|XP_015027367.1|DVIR	CG11779|NP_650786.2|DMEL
OG0002562	LOC6631727|XP_002055574.1|DVIR	CG1572|NP_572726.1|DMEL
OG0002563	LOC6632110|XP_002055633.2|DVIR	mei-218|NP_001138215.1|DMEL
OG0002564	LOC6629500|XP_002054520.1|DVIR	Osi23|NP_651794.2|DMEL
OG0002565	LOC6630710|XP_015027608.1|DVIR	Vps15|NP_649868.1|DMEL
OG0002566	LOC6632909|XP_032289505.1|DVIR	PKD|NP_001262705.1|DMEL
OG0002567	LOC6634754|XP_002058047.1|DVIR	CG16721|NP_572275.1|DMEL
OG0002568	LOC116650007|XP_032289212.1|DVIR, LOC6636925|XP_002060381.1|DVIR	CG8236|NP_649830.2|DMEL
OG0002569	LOC6624697|XP_002048134.1|DVIR	DNApol-alpha60|NP_652001.2|DMEL
OG0002570	LOC6632585|XP_032289521.1|DVIR	CG31224|NP_732361.1|DMEL
OG0002571	LOC6632587|XP_032289414.1|DVIR	CG14301|NP_650734.2|DMEL
OG0002572	LOC6624918|XP_002049113.2|DVIR	Or56a|NP_523796.2|DMEL
OG0002573	LOC6632812|XP_002056239.1|DVIR	CG10864|NP_650726.1|DMEL
OG0002574	LOC6632906|XP_002056251.1|DVIR	hmw|NP_650714.1|DMEL
OG0002575	LOC6630886|XP_002053132.1|DVIR	CG31211|NP_788641.1|DMEL
OG0002576	LOC6633341|XP_015025541.1|DVIR	su_f_|NP_001015241.3|DMEL
OG0002577	LOC6623064|XP_002046706.1|DVIR	CG7630|NP_652413.1|DMEL
OG0002578	LOC6628939|XP_002052754.1|DVIR	CG15439|NP_608836.1|DMEL
OG0002579	LOC6628949|XP_002052352.1|DVIR	Rh5|NP_477096.1|DMEL
OG0002580	LOC6636415|XP_002059871.1|DVIR	CG8768|NP_610813.3|DMEL
OG0002581	LOC6629936|XP_032295268.1|DVIR	sba|NP_001262888.1|DMEL
OG0002582	LOC6635257|XP_002058740.2|DVIR	Pnn|NP_001097727.1|DMEL
OG0002583	LOC6631198|XP_015027260.2|DVIR	Nuak1|NP_001369005.1|DMEL
OG0002584	LOC6622428|XP_002047498.1|DVIR	CG9666|NP_001137973.1|DMEL
OG0002585	LOC26531275|XP_015031718.1|DVIR	CG42374|NP_001137972.1|DMEL
OG0002586	LOC6631195|XP_015026832.1|DVIR	dnk|NP_524399.1|DMEL
OG0002587	LOC6631010|XP_002053954.2|DVIR	CG9636|NP_649774.1|DMEL
OG0002588	LOC6630043|XP_002054562.1|DVIR	Naa80|NP_001014612.1|DMEL
OG0002589	LOC116650263|XP_032289392.1|DVIR, LOC6631036|XP_002054127.1|DVIR	CG6420|NP_651499.2|DMEL
OG0002590	LOC6631877|XP_002054950.3|DVIR	SMC3|NP_523374.2|DMEL
OG0002591	LOC6629475|XP_002054090.2|DVIR	wts|NP_733403.1|DMEL
OG0002592	LOC6633217|XP_032289571.1|DVIR	CG12880|NP_651580.3|DMEL
OG0002593	LOC6632299|XP_032289426.1|DVIR	unc80|NP_001263024.1|DMEL
OG0002594	LOC6635144|XP_032294877.1|DVIR	foxo|NP_650330.3|DMEL
OG0002595	LOC6631149|XP_032294836.1|DVIR	gukh|NP_732393.1|DMEL
OG0002596	LOC6633125|XP_032289559.1|DVIR	side-IV|NP_001034052.2|DMEL
OG0002597	LOC6633090|XP_002056273.1|DVIR	Invadolysin|NP_652072.1|DMEL
OG0002598	LOC6635161|XP_032289352.1|DVIR	klg|NP_524454.2|DMEL
OG0002599	LOC6635268|XP_032289863.1|DVIR	side-VII|NP_649933.1|DMEL
OG0002600	LOC6625917|XP_032292514.1|DVIR	CG1418|NP_610539.1|DMEL
OG0002601	LOC6635018|XP_032295288.1|DVIR	tin|NP_524433.1|DMEL
OG0002602	LOC6629687|XP_002053985.1|DVIR	snu|NP_651628.1|DMEL
OG0002603	LOC6633172|XP_002056154.2|DVIR	sima|NP_001287599.1|DMEL
OG0002604	LOC6633169|XP_002056151.1|DVIR	CG7950|NP_651770.1|DMEL
OG0002605	LOC6635076|XP_002058722.2|DVIR	CG6225|NP_001097759.1|DMEL
OG0002606	LOC6634999|XP_032294889.1|DVIR	flfl|NP_731849.2|DMEL
OG0002607	LOC6634997|XP_002058510.1|DVIR	PIG-H|NP_649755.1|DMEL
OG0002608	LOC6629862|XP_002053339.2|DVIR	tara|NP_524994.2|DMEL
OG0002609	LOC6635811|XP_002059320.1|DVIR	RnrS|NP_525111.1|DMEL
OG0002610	LOC6634891|XP_002058479.1|DVIR	Oga|NP_650956.1|DMEL
OG0002611	LOC6629943|XP_002053001.1|DVIR	CG8135|NP_649890.1|DMEL
OG0002612	LOC6630384|XP_002054010.3|DVIR	Sirt2|NP_650880.3|DMEL
OG0002613	LOC6634856|XP_032295367.1|DVIR	eIF4EHP|NP_001163710.1|DMEL
OG0002614	LOC6630904|XP_032295023.1|DVIR	plum|NP_651482.3|DMEL
OG0002615	LOC6636754|XP_015023757.1|DVIR	Atg2|NP_647748.1|DMEL
OG0002616	LOC6629666|XP_002054760.1|DVIR	Klp98A|NP_524532.2|DMEL
OG0002617	LOC6636758|XP_002060216.2|DVIR	Calr|NP_524293.2|DMEL
OG0002618	LOC6633030|XP_002056057.1|DVIR	eIF3a|NP_649470.2|DMEL
OG0002619	LOC6632599|XP_015025908.1|DVIR	cher|NP_001262659.2|DMEL
OG0002620	LOC6630337|XP_032296716.1|DVIR	atl|NP_651274.1|DMEL
OG0002621	LOC6632383|XP_002056006.1|DVIR	wfs1|NP_651079.2|DMEL
OG0002622	LOC6623661|XP_002046182.1|DVIR	CG5027|NP_648847.3|DMEL
OG0002623	LOC6631265|XP_002053817.1|DVIR	CG8420|NP_649869.1|DMEL
OG0002624	LOC6631089|XP_015027546.1|DVIR	dnd|NP_650995.1|DMEL
OG0002625	LOC6631086|XP_032293614.1|DVIR	Eip93F|NP_001097865.1|DMEL
OG0002626	LOC6634576|XP_015025027.1|DVIR	spidey|NP_572420.1|DMEL
OG0002627	LOC6635190|XP_032295110.1|DVIR	Nrx-1|NP_001262840.1|DMEL
OG0002628	LOC6629424|XP_002054356.1|DVIR	CG42675|NP_001262302.1|DMEL
OG0002629	LOC6630593|XP_032289968.1|DVIR	pros|NP_001247045.1|DMEL
OG0002630	LOC116649744|XP_032296074.1|DVIR, LOC6633139|XP_002056378.1|DVIR	alpha-Man-IIb|NP_650494.2|DMEL
OG0002631	LOC6632593|XP_002056020.1|DVIR	Mink|NP_651312.2|DMEL
OG0002632	LOC6630007|XP_002054769.1|DVIR	140up|NP_476951.1|DMEL
OG0002633	LOC6632845|XP_002056243.1|DVIR	Vti1b|NP_001138075.1|DMEL
OG0002634	LOC6634924|XP_015024863.1|DVIR	su_Hw_|NP_524349.1|DMEL
OG0002635	LOC6630829|XP_002054115.1|DVIR, LOC116650260|XP_032289390.1|DVIR	CG9467|NP_001369000.1|DMEL
OG0002636	LOC6634970|XP_002058717.1|DVIR	aux|NP_649438.1|DMEL
OG0002637	LOC6627882|XP_002052006.1|DVIR	JhI-21|NP_609542.1|DMEL
OG0002638	LOC6635219|XP_002058407.1|DVIR	Acph-1|NP_733332.1|DMEL
OG0002639	LOC6632841|XP_032289476.1|DVIR	glo|NP_650120.1|DMEL
OG0002640	LOC6634847|XP_032295195.1|DVIR	Cht5|NP_650314.1|DMEL
OG0002641	LOC6634941|XP_002058530.1|DVIR	CG9288|NP_650316.1|DMEL
OG0002642	LOC6634942|XP_002058531.2|DVIR	CG9286|NP_650317.3|DMEL
OG0002643	LOC6634943|XP_032295196.1|DVIR	Dip-B|NP_650318.1|DMEL
OG0002644	LOC6634907|XP_002058559.2|DVIR	Osi6|NP_649625.2|DMEL
OG0002645	LOC6635113|XP_002058565.3|DVIR	NPFR|NP_001246947.1|DMEL
OG0002646	LOC6629525|XP_002053327.1|DVIR	CG6607|NP_651266.1|DMEL
OG0002647	LOC6631002|XP_002053948.1|DVIR	CG9667|NP_649768.2|DMEL
OG0002648	LOC6630976|XP_015027552.1|DVIR	ELOVL|NP_649754.1|DMEL
OG0002649	LOC6630304|XP_002054189.2|DVIR	CG6800|NP_650984.1|DMEL
OG0002650	LOC6631001|XP_002053947.1|DVIR	CG7878|NP_649767.1|DMEL
OG0002651	LOC6630890|XP_002053136.2|DVIR	asun|NP_524379.2|DMEL
OG0002652	LOC6632380|XP_002056003.1|DVIR	CG5697|NP_650932.1|DMEL
OG0002653	LOC6634933|XP_002058703.2|DVIR	Ppn|NP_788752.2|DMEL
OG0002654	LOC6634866|XP_002058701.2|DVIR	Dhc98D|NP_524541.3|DMEL
OG0002655	LOC6630088|XP_015027628.1|DVIR	CG42668|NP_001189250.2|DMEL
OG0002656	LOC6632238|XP_002056086.1|DVIR	poly|NP_524343.2|DMEL
OG0002657	LOC116651819|XP_032294781.1|DVIR, LOC6630830|XP_015027010.1|DVIR, LOC116652017|XP_032295552.1|DVIR	CG8516|NP_649951.1|DMEL
OG0002658	LOC6632826|XP_002055912.1|DVIR	CG15561|NP_651851.1|DMEL
OG0002659	LOC6629697|XP_002053978.2|DVIR	wdn|NP_476900.1|DMEL
OG0002660	LOC116651871|XP_032295006.1|DVIR, LOC6631788|XP_002054917.2|DVIR, LOC6631814|XP_002054916.3|DVIR	CG9941|NP_572915.1|DMEL
OG0002661	LOC6630909|XP_002054503.2|DVIR	larp|NP_733244.5|DMEL
OG0002662	LOC6626782|XP_002048868.2|DVIR	key|NP_001246503.1|DMEL
OG0002663	LOC6632224|XP_032288783.1|DVIR	beta-PheRS|NP_651237.1|DMEL
OG0002664	LOC6635690|XP_032294736.1|DVIR	l_2_gl|NP_722584.1|DMEL
OG0002665	LOC6626435|XP_002050408.1|DVIR	RagC-D|NP_610361.1|DMEL
OG0002666	LOC6626433|XP_032291562.1|DVIR	Lpin|NP_610359.2|DMEL
OG0002667	LOC6625345|XP_002050427.1|DVIR	Cdc2rk|NP_523674.1|DMEL
OG0002668	LOC6623090|XP_002046391.1|DVIR	drpr|NP_001261276.1|DMEL
OG0002669	LOC6634373|XP_002057567.2|DVIR	CG13096|NP_609236.2|DMEL
OG0002670	LOC6624002|XP_002048292.1|DVIR	Hn|NP_523963.2|DMEL
OG0002671	LOC6624557|XP_032291186.1|DVIR	Snmp2|NP_001163372.1|DMEL
OG0002672	LOC6625388|XP_032291864.1|DVIR	Gyg|NP_001286666.1|DMEL
OG0002673	LOC6625549|XP_002049984.1|DVIR	Adk2|NP_523836.2|DMEL
OG0002674	LOC6625587|XP_032292247.1|DVIR	magu|NP_724871.1|DMEL
OG0002675	LOC116650698|XP_032291023.1|DVIR, LOC6624033|XP_002046400.1|DVIR	mus312|NP_729234.2|DMEL
OG0002676	LOC6626232|XP_015029601.1|DVIR	Usp15-31|NP_611959.2|DMEL
OG0002677	LOC6624864|XP_002048883.2|DVIR	pwn|NP_610267.2|DMEL
OG0002678	LOC6636494|XP_002059856.2|DVIR, LOC116651242|XP_032293119.1|DVIR	CG9062|NP_001260886.1|DMEL
OG0002679	LOC6635320|XP_015024709.1|DVIR	Unc-89|NP_001097440.1|DMEL
OG0002680	LOC6636012|XP_002059512.2|DVIR	CG17829|NP_652054.1|DMEL
OG0002681	LOC6626444|XP_015029361.1|DVIR	Pu|NP_726038.1|DMEL
OG0002682	LOC6636600|XP_002060037.1|DVIR	HDAC1|NP_647918.2|DMEL
OG0002683	LOC6630638|XP_002053636.1|DVIR	CG7963|NP_649798.3|DMEL
OG0002684	LOC6636728|XP_002060123.1|DVIR	Had1|NP_573114.2|DMEL
OG0002685	LOC6623295|XP_032291406.1|DVIR	bab1|NP_728565.1|DMEL
OG0002686	LOC6624133|XP_002047420.2|DVIR	CG15877|NP_647718.1|DMEL
OG0002687	LOC6622458|XP_015030656.1|DVIR	Gbs-76A|NP_649104.1|DMEL
OG0002688	LOC6624633|XP_002046613.2|DVIR	CG7724|NP_648957.1|DMEL
OG0002689	LOC6636656|XP_002060134.3|DVIR	Chrac-16|NP_572776.1|DMEL
OG0002690	LOC6623211|XP_002048545.2|DVIR	Adck5|NP_648446.1|DMEL
OG0002691	LOC6627023|XP_032292559.1|DVIR	MED23|NP_611735.1|DMEL
OG0002692	LOC6625794|XP_002049990.2|DVIR	yki|NP_001350857.1|DMEL
OG0002693	LOC6622257|XP_002046376.1|DVIR	CG7970|NP_001303378.1|DMEL
OG0002694	LOC6625751|XP_002050525.1|DVIR	CG12910|NP_610569.1|DMEL
OG0002695	LOC6624301|XP_002046357.1|DVIR	Txl|NP_523938.2|DMEL
OG0002696	LOC6624018|XP_002046263.1|DVIR	UQCR-C2|NP_648905.1|DMEL
OG0002697	LOC6623630|XP_002048297.2|DVIR	CG32365|NP_729304.1|DMEL
OG0002698	LOC6623148|XP_002046097.1|DVIR	PAN3|NP_647767.1|DMEL
OG0002699	LOC6624128|XP_032290421.1|DVIR	CG43780|NP_648105.1|DMEL
OG0002700	LOC6624275|XP_015031261.1|DVIR	Mbs|NP_001246786.1|DMEL
OG0002701	LOC6626896|XP_032292027.1|DVIR	eIF2Bdelta|NP_611790.1|DMEL
OG0002702	LOC6635990|XP_032291822.1|DVIR	egl|NP_726360.3|DMEL
OG0002703	LOC6635870|XP_032292207.1|DVIR	dpr12|NP_652462.3|DMEL
OG0002704	LOC6636474|XP_002059923.1|DVIR	CG8079|NP_611023.1|DMEL
OG0002705	LOC6623654|XP_032290414.1|DVIR	sfl|NP_523946.1|DMEL
OG0002706	LOC6636403|XP_002059860.2|DVIR, LOC116650969|XP_032292216.1|DVIR	dare|NP_477150.1|DMEL
OG0002707	LOC116649739|XP_032289273.1|DVIR, LOC6622609|XP_032291371.1|DVIR	p130CAS|NP_001097456.2|DMEL
OG0002708	LOC6623578|XP_002046204.1|DVIR	CG13049|NP_730133.1|DMEL
OG0002709	LOC6635980|XP_002059409.1|DVIR, LOC116650853|XP_032291624.1|DVIR	shrb|NP_610462.3|DMEL
OG0002710	LOC6635886|XP_002059411.1|DVIR, LOC116650883|XP_032291737.1|DVIR	CG9344|NP_611528.1|DMEL
OG0002711	LOC116650916|XP_032291959.1|DVIR, LOC6635885|XP_002059410.2|DVIR	CG15649|NP_001163220.1|DMEL
OG0002712	LOC6626473|XP_015030010.1|DVIR	Mapmodulin|NP_001097361.1|DMEL
OG0002713	LOC6625183|XP_032291966.1|DVIR	Amph|NP_523717.1|DMEL
OG0002714	LOC6627083|XP_002048787.3|DVIR	Gdap2|NP_724597.1|DMEL
OG0002715	LOC6631705|XP_032295599.1|DVIR	wus|NP_573180.1|DMEL
OG0002716	LOC6635853|XP_032292106.1|DVIR	NaCP60E|NP_001261172.1|DMEL
OG0002717	LOC6631242|XP_002053643.1|DVIR	CG11737|NP_649803.1|DMEL
OG0002718	LOC6623902|XP_002046864.2|DVIR	bin|NP_523950.2|DMEL
OG0002719	LOC6629673|XP_002053656.1|DVIR	TfIIFbeta|NP_524305.2|DMEL
OG0002720	LOC6624282|XP_002046933.3|DVIR	CG4603|NP_001261435.1|DMEL
OG0002721	LOC6634257|XP_002057643.1|DVIR	DCTN6-p27|NP_609949.1|DMEL
OG0002722	LOC6635983|XP_002059301.1|DVIR	unpg|NP_477146.1|DMEL
OG0002723	LOC6625042|XP_002048813.1|DVIR	ND-19|NP_611954.2|DMEL
OG0002724	LOC6630336|XP_002053011.1|DVIR	Wsck|NP_733018.1|DMEL
OG0002725	LOC6622854|XP_002047549.1|DVIR	PIG-F|NP_649134.3|DMEL
OG0002726	LOC6624184|XP_002047426.1|DVIR	CG1275|NP_647703.1|DMEL
OG0002727	LOC6622691|XP_002047242.1|DVIR	PIG-C|NP_001350858.1|DMEL
OG0002728	LOC6625156|XP_002050617.2|DVIR	fra|NP_523716.2|DMEL
OG0002729	LOC6623602|XP_015031378.1|DVIR	Mocs1|NP_788494.1|DMEL
OG0002730	LOC6624832|XP_032292847.1|DVIR	stj|NP_001246303.1|DMEL
OG0002731	LOC6622810|XP_002046481.1|DVIR	MED14|NP_728534.2|DMEL
OG0002732	LOC6626917|XP_002050971.1|DVIR	Hen1|NP_610732.1|DMEL
OG0002733	LOC6628364|XP_002052553.1|DVIR	Sardh|NP_611263.1|DMEL
OG0002734	LOC6625793|XP_032292636.1|DVIR	sxc|NP_523620.1|DMEL
OG0002735	LOC6626998|XP_032292404.1|DVIR	CG1407|NP_001286264.1|DMEL
OG0002736	LOC6626356|XP_015029564.1|DVIR	Pka-R2|NP_523671.1|DMEL
OG0002737	LOC6622704|XP_002047726.1|DVIR	Klp67A|NP_523992.2|DMEL
OG0002738	LOC6636917|XP_002060373.1|DVIR	scrt|NP_523911.2|DMEL
OG0002739	LOC6622761|XP_002048009.1|DVIR	CG7646|NP_649167.1|DMEL
OG0002740	LOC6622780|XP_015030543.1|DVIR	Nca|NP_788543.1|DMEL
OG0002741	LOC6626820|XP_002050172.2|DVIR	shg|NP_476722.1|DMEL
OG0002742	LOC116649723|XP_032291832.1|DVIR, LOC6625018|XP_032288944.1|DVIR	TM4SF|NP_001261159.1|DMEL
OG0002743	LOC6624454|XP_002046626.1|DVIR	CG16986|NP_647732.1|DMEL
OG0002744	LOC6623930|XP_015031503.1|DVIR	CG10512|NP_649289.2|DMEL
OG0002745	LOC6622122|XP_002046554.1|DVIR	Patj|NP_477342.1|DMEL
OG0002746	LOC6626536|XP_002050660.2|DVIR	casp|NP_611080.1|DMEL
OG0002747	LOC6630543|XP_015026933.1|DVIR	CG5823|NP_650631.1|DMEL
OG0002748	LOC6625319|XP_002050414.1|DVIR	Naa35|NP_611891.1|DMEL
OG0002749	LOC6625424|XP_032292005.1|DVIR	Mid1|NP_001261170.1|DMEL
OG0002750	LOC6626681|XP_032292395.1|DVIR	CG8547|NP_610947.3|DMEL
OG0002751	LOC6626824|XP_015029215.1|DVIR	CG14762|NP_001246198.1|DMEL
OG0002752	LOC6625709|XP_002050330.1|DVIR	Mad1|NP_610477.2|DMEL
OG0002753	LOC6636371|XP_032292061.1|DVIR	dve|NP_477242.1|DMEL
OG0002754	LOC6623627|XP_032290833.1|DVIR	dikar|NP_001261480.1|DMEL
OG0002755	LOC6626983|XP_032291767.1|DVIR	zda|NP_611353.1|DMEL
OG0002756	LOC6622643|XP_032291086.1|DVIR	Pex23|NP_730508.1|DMEL
OG0002757	LOC6623304|XP_015031281.1|DVIR	fry|NP_001246701.1|DMEL
OG0002758	LOC6624814|XP_032291552.1|DVIR	Dhit|NP_611271.3|DMEL
OG0002759	LOC6635807|XP_015024248.1|DVIR	CG4984|NP_001163182.1|DMEL
OG0002760	LOC6625268|XP_002050631.1|DVIR	CG2765|NP_001097451.1|DMEL
OG0002761	LOC6626989|XP_015029270.1|DVIR	CG15082|NP_611378.1|DMEL
OG0002762	LOC6625078|XP_015029019.1|DVIR	CG5174|NP_001246407.1|DMEL
OG0002763	LOC6623647|XP_002046793.1|DVIR	Tsp66E|NP_523985.1|DMEL
OG0002764	LOC6623468|XP_002046817.1|DVIR	Pep|NP_524858.1|DMEL
OG0002765	LOC6626023|XP_032291572.1|DVIR	CG5098|NP_001261066.1|DMEL
OG0002766	LOC6626024|XP_002050439.1|DVIR	CG5757|NP_611290.3|DMEL
OG0002767	LOC6625731|XP_002051052.2|DVIR	CG6424|NP_725709.1|DMEL
OG0002768	LOC6625305|XP_002049969.2|DVIR	CG2812|NP_611850.1|DMEL
OG0002769	LOC6635940|XP_002059292.1|DVIR	CG8818|NP_610794.1|DMEL
OG0002770	LOC6628480|XP_002052561.1|DVIR	CG5181|NP_609115.1|DMEL
OG0002771	LOC6623740|XP_032291359.1|DVIR	bma|NP_001369043.1|DMEL
OG0002772	LOC6624125|XP_002047112.1|DVIR	Taf2|NP_729571.1|DMEL
OG0002773	LOC6625837|XP_002050496.1|DVIR	sca|NP_476710.2|DMEL
OG0002774	LOC6627037|XP_015030107.2|DVIR	twz|NP_001246449.1|DMEL
OG0002775	LOC6622812|XP_032290641.1|DVIR	Cad74A|NP_648973.1|DMEL
OG0002776	LOC6622701|XP_002047725.1|DVIR	CG4452|NP_648303.1|DMEL
OG0002777	LOC6623958|XP_002047022.1|DVIR	CG9705|NP_648920.1|DMEL
OG0002778	LOC6622143|XP_032290387.1|DVIR	Nrt|NP_476798.1|DMEL
OG0002779	LOC6624079|XP_015030843.1|DVIR	CTCF|NP_648109.1|DMEL
OG0002780	LOC6630701|XP_002054641.1|DVIR	Ref1|NP_651968.1|DMEL
OG0002781	LOC6626092|XP_002049401.1|DVIR	CG33506|NP_001014528.1|DMEL
OG0002782	LOC6622702|XP_032290315.1|DVIR	Ltn1|NP_730427.1|DMEL
OG0002783	LOC6623896|XP_002046832.2|DVIR	armi|NP_647816.2|DMEL
OG0002784	LOC6626038|XP_002050805.1|DVIR	Mthfs|NP_001097432.1|DMEL
OG0002785	LOC6624395|XP_002047462.2|DVIR	Nopp140|NP_001262195.1|DMEL
OG0002786	LOC6622116|XP_002046509.1|DVIR	Baldspot|NP_648909.1|DMEL
OG0002787	LOC6624048|XP_002046857.1|DVIR	sgl|NP_476980.1|DMEL
OG0002788	LOC6624013|XP_002046856.2|DVIR	Surf1|NP_524758.1|DMEL
OG0002789	LOC6623950|XP_002048288.1|DVIR	pzg|NP_649297.1|DMEL
OG0002790	LOC6623377|XP_032291122.1|DVIR	CG6321|NP_648426.1|DMEL
OG0002791	LOC6624435|XP_002047585.1|DVIR	CG6841|NP_649073.1|DMEL
OG0002792	LOC6626191|XP_032292619.1|DVIR	Sans|NP_610829.1|DMEL
OG0002793	LOC6622490|XP_002046992.1|DVIR	pall|NP_648325.2|DMEL
OG0002794	LOC6623944|XP_002047402.2|DVIR	Usp47|NP_729087.1|DMEL
OG0002795	LOC6623384|XP_002047312.1|DVIR	Best2|NP_729159.2|DMEL
OG0002796	LOC6624661|XP_002047197.1|DVIR	CG32409|NP_729108.2|DMEL
OG0002797	LOC6623500|XP_002047803.1|DVIR	CG32069|NP_729654.1|DMEL
OG0002798	LOC6628664|XP_002051820.1|DVIR	Jwa|NP_609901.5|DMEL
OG0002799	LOC6623472|XP_002047782.2|DVIR	Usp10|NP_728554.1|DMEL
OG0002800	LOC6622922|XP_032291382.1|DVIR	Abl|NP_001261962.1|DMEL
OG0002801	LOC6625045|XP_015029596.1|DVIR	Pof|NP_523851.1|DMEL
OG0002802	LOC6627090|XP_032291676.1|DVIR	CG13594|NP_611949.1|DMEL
OG0002803	LOC6627935|XP_002052660.1|DVIR	L2HGDH|NP_609923.2|DMEL
OG0002804	LOC6626413|XP_002050911.2|DVIR	Mes4|NP_611669.1|DMEL
OG0002805	LOC6626872|XP_002049616.2|DVIR	CG30373|NP_724654.1|DMEL
OG0002806	LOC6624423|XP_002047586.1|DVIR	CSN1b|NP_524152.2|DMEL
OG0002807	LOC6626233|XP_002048857.1|DVIR	spz6|NP_611961.1|DMEL
OG0002808	LOC6625334|XP_002050416.1|DVIR	tamo|NP_611889.1|DMEL
OG0002809	LOC6623951|XP_002046914.1|DVIR	CG10418|NP_648570.1|DMEL
OG0002810	LOC6623206|XP_032291453.1|DVIR	trio|NP_651960.2|DMEL
OG0002811	LOC6624329|XP_002048507.1|DVIR	yps|NP_524033.2|DMEL
OG0002812	LOC6626302|XP_002048781.2|DVIR	Nrk|NP_477255.1|DMEL
OG0002813	LOC6627127|XP_032292683.1|DVIR	Hs3st-A|NP_788409.1|DMEL
OG0002814	LOC6624754|XP_032291963.1|DVIR	dom|NP_001286676.1|DMEL
OG0002815	LOC6636385|XP_002059801.1|DVIR	dgt5|NP_610785.1|DMEL
OG0002816	LOC6625205|XP_002050301.1|DVIR	Gint3|NP_611356.1|DMEL
OG0002817	LOC6625563|XP_002050042.1|DVIR	RNASEK|NP_001036433.1|DMEL
OG0002818	LOC6626359|XP_002050862.1|DVIR	Jra|NP_001260844.1|DMEL
OG0002819	LOC6622385|XP_032290347.1|DVIR	Dscam4|NP_001261571.1|DMEL
OG0002820	LOC6624431|XP_002046402.2|DVIR, LOC116650136|XP_032289344.1|DVIR	Rab19|NP_523970.1|DMEL
OG0002821	LOC6622859|XP_015031462.1|DVIR	Klc|NP_524049.1|DMEL
