Orthogroup	DVIR.longest_only	DFIC.longest_only
OG0000618	LOC6624340|XP_002047461.1|DVIR	LOC108088862|XP_017042328.1|DFIC
OG0000619	LOC6626912|XP_002050287.1|DVIR	LOC108087819|XP_017040875.1|DFIC
OG0000620	LOC6631382|XP_002055654.1|DVIR	LOC108088573|XP_017041908.1|DFIC
OG0000620	LOC6623141|XP_032290550.1|DVIR	LOC108096270|XP_017053220.1|DFIC
OG0000621	LOC6630395|XP_002054003.1|DVIR	LOC108093346|XP_017048843.1|DFIC
OG0000621	LOC6634637|XP_002058036.1|DVIR	LOC108092982|XP_017048364.1|DFIC
OG0000622	LOC6623617|XP_002047341.2|DVIR	LOC108093262|XP_017048728.1|DFIC
OG0000622	LOC6623494|XP_002046161.3|DVIR	LOC108096417|XP_017053485.1|DFIC
OG0000623	LOC6622165|XP_002047042.1|DVIR	LOC108100357|XP_017059679.1|DFIC
OG0000623	LOC6622534|XP_002046659.1|DVIR	LOC108086981|XP_017039598.1|DFIC
OG0000624	LOC6625310|XP_002048753.1|DVIR	LOC108096615|XP_017053848.1|DFIC
OG0000625	LOC6624701|XP_032291163.1|DVIR	LOC108093112|XP_017048543.1|DFIC
OG0000625	LOC6624688|XP_002047191.1|DVIR	LOC108093115|XP_017048546.1|DFIC
OG0000626	LOC6625417|XP_002049293.1|DVIR	LOC108090659|XP_017044930.1|DFIC
OG0000626	LOC6636359|XP_032292058.1|DVIR	LOC108087659|XP_017040638.1|DFIC
OG0000627	LOC6623882|XP_032290691.1|DVIR	LOC108099958|XP_017059127.1|DFIC
OG0000627	LOC6633255|XP_002056879.1|DVIR	LOC108101778|XP_017061742.1|DFIC
OG0000628	LOC6628589|XP_002051482.1|DVIR	LOC108092622|XP_017047749.1|DFIC, LOC108099094|XP_017058315.1|DFIC
OG0000628	LOC6636641|XP_032289186.1|DVIR	LOC108089236|XP_017042886.1|DFIC
OG0000629	LOC6630322|XP_002053432.1|DVIR	LOC108092202|XP_017047217.1|DFIC
OG0000629	LOC6627470|XP_002052901.1|DVIR	LOC108089892|XP_017043852.1|DFIC
OG0000630	LOC6633920|XP_002057654.2|DVIR	LOC108101731|XP_017061672.1|DFIC
OG0000630	LOC6633915|XP_002057649.3|DVIR	LOC108095349|XP_017051922.1|DFIC, LOC108089216|XP_017042856.1|DFIC
OG0000631	LOC26531502|XP_015028941.1|DVIR	LOC108101999|XP_017062086.1|DFIC
OG0000631	LOC6628492|XP_002051487.1|DVIR	LOC108098440|XP_017056821.1|DFIC
OG0000632	LOC6627477|XP_002052127.1|DVIR	LOC108089979|XP_017043969.1|DFIC
OG0000632	LOC6628210|XP_032294373.1|DVIR	LOC108101255|XP_017060999.1|DFIC
OG0000633	LOC6623694|XP_002048327.2|DVIR	LOC108100637|XP_017060128.1|DFIC
OG0000634	LOC6626570|XP_015029853.1|DVIR	LOC108100632|XP_017060126.1|DFIC
OG0000635	LOC6625322|XP_002049088.1|DVIR	LOC108094905|XP_017051239.1|DFIC
OG0000635	LOC6634716|XP_002058273.1|DVIR	LOC108094709|XP_017050935.1|DFIC
OG0000636	LOC6633917|XP_002057651.1|DVIR	LOC108089120|XP_017042724.1|DFIC
OG0000636	LOC6633918|XP_002057652.1|DVIR	LOC108089125|XP_017042730.1|DFIC
OG0000637	LOC6633434|XP_032296646.1|DVIR	LOC108097390|XP_017055138.1|DFIC
OG0000637	LOC6633438|XP_032296647.1|DVIR	LOC108097147|XP_017054755.1|DFIC
OG0000638	LOC6634774|XP_002058200.1|DVIR	LOC108095318|XP_017051883.1|DFIC
OG0000639	LOC6623349|XP_015030605.1|DVIR	LOC108093061|XP_017048456.1|DFIC
OG0000641	LOC6623752|XP_032290450.1|DVIR	LOC108093455|XP_017049019.1|DFIC, LOC108093524|XP_017049106.1|DFIC
OG0000642	LOC6634282|XP_002057749.1|DVIR	LOC108086615|XP_017039080.1|DFIC
OG0000643	LOC6629665|XP_002054759.1|DVIR	LOC108088354|XP_017041590.1|DFIC, LOC108088355|XP_017041591.1|DFIC, LOC108088357|XP_017041592.1|DFIC
OG0000644	LOC6623455|XP_002048587.1|DVIR	LOC108100603|XP_017060078.1|DFIC, LOC108100184|XP_017059442.1|DFIC, LOC108100176|XP_017059433.1|DFIC
OG0000645	LOC6629017|XP_002052759.2|DVIR	LOC108094823|XP_017051128.1|DFIC
OG0000646	LOC6635146|XP_002058630.1|DVIR	LOC108092115|XP_017047104.1|DFIC
OG0000646	LOC6629691|XP_002053972.2|DVIR	LOC108097589|XP_017055475.1|DFIC
OG0000647	LOC6635117|XP_032294996.1|DVIR	LOC108091815|XP_017046674.1|DFIC
OG0000647	LOC6631833|XP_002055475.3|DVIR	LOC108092934|XP_017048289.1|DFIC
OG0000648	LOC6631502|XP_032295964.1|DVIR	LOC108098144|XP_017056359.1|DFIC
OG0000648	LOC6631521|XP_002055318.2|DVIR	LOC108098155|XP_017056375.1|DFIC
OG0000649	LOC6631834|XP_032295924.1|DVIR	LOC108088664|XP_017042081.1|DFIC
OG0000649	LOC6631836|XP_032295918.1|DVIR	LOC108088675|XP_017042098.1|DFIC
OG0000650	LOC6634857|XP_002058647.1|DVIR	LOC108091957|XP_017046842.1|DFIC
OG0000650	LOC6636238|XP_002059752.1|DVIR	LOC108098411|XP_017056795.1|DFIC
OG0000651	LOC6622724|XP_002047243.1|DVIR	LOC108099820|XP_017058938.1|DFIC
OG0000651	LOC6623116|XP_002047761.1|DVIR	LOC108100594|XP_017060064.1|DFIC
OG0000652	LOC6627088|XP_002048792.2|DVIR	LOC108101591|XP_017061492.1|DFIC
OG0000652	LOC6636055|XP_002059519.1|DVIR	LOC108095388|XP_017051956.1|DFIC
OG0000653	LOC6629841|XP_002054462.1|DVIR	LOC108088002|XP_017041102.1|DFIC, LOC108090201|XP_017044278.1|DFIC
OG0000654	LOC6624668|XP_002046639.1|DVIR	LOC108100260|XP_017059526.1|DFIC
OG0000654	LOC6622753|XP_032290463.1|DVIR	LOC108100423|XP_017059809.1|DFIC
OG0000655	LOC6635982|XP_002059300.1|DVIR	LOC108096630|XP_017053868.1|DFIC
OG0000656	LOC6630900|XP_015027250.1|DVIR	LOC108088038|XP_017041161.1|DFIC
OG0000656	LOC6630899|XP_032289368.1|DVIR	LOC108088039|XP_017041163.1|DFIC
OG0000657	LOC6622084|XP_002046450.1|DVIR	LOC108098995|XP_017057716.1|DFIC
OG0000657	LOC6628261|XP_002052541.1|DVIR	LOC108092559|XP_017047688.1|DFIC
OG0000658	LOC6632073|XP_002055634.1|DVIR	LOC108098004|XP_017056130.1|DFIC
OG0000658	LOC6629810|XP_002054884.1|DVIR	LOC108098918|XP_017057611.1|DFIC
OG0000659	LOC6634105|XP_015025190.1|DVIR	LOC108092458|XP_017047536.1|DFIC
OG0000659	LOC6633913|XP_002057647.1|DVIR	LOC108089211|XP_017042850.1|DFIC
OG0000660	LOC6627856|XP_032294028.1|DVIR	LOC108092545|XP_017047665.1|DFIC
OG0000661	LOC6624575|XP_002046398.1|DVIR, LOC116650124|XP_032289338.1|DVIR	LOC108089459|XP_017043192.1|DFIC
OG0000661	LOC6635679|XP_032294652.1|DVIR	LOC108089902|XP_017043868.1|DFIC
OG0000662	LOC6624548|XP_002046562.1|DVIR	LOC108099830|XP_017058954.1|DFIC
OG0000662	LOC6635590|XP_002059015.1|DVIR	LOC108101046|XP_017060713.1|DFIC
OG0000663	LOC6635856|XP_032291956.1|DVIR	LOC108090716|XP_017045007.1|DFIC
OG0000664	LOC6629188|XP_032293524.1|DVIR	LOC108098649|XP_017057213.1|DFIC
OG0000664	LOC6633562|XP_002057367.3|DVIR	LOC108086500|XP_017038914.1|DFIC
OG0000665	LOC6629678|XP_002053661.1|DVIR, LOC6629679|XP_032291365.1|DVIR	LOC108095673|XP_017052330.1|DFIC
OG0000665	LOC6629680|XP_002053663.1|DVIR	LOC108095908|XP_017052725.1|DFIC
OG0000666	LOC6626484|XP_002049078.1|DVIR	LOC108094884|XP_017051208.1|DFIC
OG0000666	LOC26531342|XP_015026801.1|DVIR	LOC108091191|XP_017045760.1|DFIC
OG0000667	LOC6631496|XP_002055130.1|DVIR	LOC108097309|XP_017055015.1|DFIC
OG0000667	LOC6630131|XP_002053683.3|DVIR	LOC108092042|XP_017046972.1|DFIC
OG0000668	LOC6635250|XP_002058758.1|DVIR	LOC108094405|XP_017050460.1|DFIC
OG0000668	LOC6634841|XP_002058521.2|DVIR	LOC108091965|XP_017046862.1|DFIC
OG0000669	LOC6633764|XP_002056950.3|DVIR	LOC108101675|XP_017061588.1|DFIC
OG0000669	LOC6633763|XP_002056949.1|DVIR	LOC108101672|XP_017061586.1|DFIC
OG0000670	LOC6634401|XP_002058154.1|DVIR	LOC108092929|XP_017048284.1|DFIC
OG0000670	LOC6633297|XP_002057396.1|DVIR	LOC108091360|XP_017046002.1|DFIC
OG0000671	LOC6630872|XP_032295008.1|DVIR	LOC108096979|XP_017054445.1|DFIC
OG0000671	LOC6630906|XP_002054500.1|DVIR	LOC108102301|XP_017062552.1|DFIC
OG0000672	LOC6631428|XP_002055536.1|DVIR	LOC108097618|XP_017055519.1|DFIC
OG0000672	LOC6634580|XP_002058081.3|DVIR	LOC108097790|XP_017055810.1|DFIC
OG0000673	LOC6634553|XP_002057970.1|DVIR	LOC108095530|XP_017052146.1|DFIC
OG0000673	LOC6622139|XP_002047503.1|DVIR	LOC108096180|XP_017053052.1|DFIC
OG0000675	LOC6634477|XP_002058248.1|DVIR	LOC108100985|XP_017060632.1|DFIC, LOC108100984|XP_017060631.1|DFIC
OG0000677	LOC6624369|XP_002047903.1|DVIR	LOC108100688|XP_017060193.1|DFIC
OG0000677	LOC6631871|XP_002055732.2|DVIR	LOC108091239|XP_017045838.1|DFIC
OG0000678	LOC6632487|XP_002055816.1|DVIR	LOC108097620|XP_017055525.1|DFIC
OG0000678	LOC6628366|XP_002052866.1|DVIR	LOC108091445|XP_017046130.1|DFIC
OG0000679	LOC6636723|XP_015023790.1|DVIR	LOC108097531|XP_017055366.1|DFIC
OG0000680	LOC6631973|XP_032295609.1|DVIR	LOC108094609|XP_017050766.1|DFIC
OG0000680	LOC6631974|XP_002055602.1|DVIR	LOC108094482|XP_017050562.1|DFIC
OG0000681	LOC6634946|XP_002058534.1|DVIR	LOC108092126|XP_017047119.1|DFIC
OG0000681	LOC6634750|XP_002058043.1|DVIR	LOC108095604|XP_017052258.1|DFIC
OG0000683	LOC6635150|XP_002058634.1|DVIR	LOC108092081|XP_017047049.1|DFIC
OG0000684	LOC6632344|XP_002056706.1|DVIR	LOC108088086|XP_017041230.1|DFIC
OG0000684	LOC6630608|XP_002054483.1|DVIR	LOC108091674|XP_017046483.1|DFIC
OG0000685	LOC6636027|XP_002059632.1|DVIR	LOC108095510|XP_017052109.1|DFIC
OG0000685	LOC6635198|XP_002058473.1|DVIR	LOC108098550|XP_017057037.1|DFIC
OG0000686	LOC6625717|XP_002050487.1|DVIR	LOC108094327|XP_017050366.1|DFIC
OG0000686	LOC6635611|XP_002058954.1|DVIR	LOC108087601|XP_017040529.1|DFIC
OG0000687	LOC6624896|XP_002049114.2|DVIR	LOC108094928|XP_017051275.1|DFIC
OG0000687	LOC6624055|XP_002047417.1|DVIR	LOC108099703|XP_017058817.1|DFIC
OG0000688	LOC6624959|XP_002050614.2|DVIR	LOC108093847|XP_017049670.1|DFIC
OG0000689	LOC6625592|XP_002051042.1|DVIR	LOC108094057|XP_017049984.1|DFIC
OG0000689	LOC6625591|XP_002051041.2|DVIR	LOC108094056|XP_017049983.1|DFIC
OG0000690	LOC6634484|XP_002058161.2|DVIR	LOC108095501|XP_017052096.1|DFIC
OG0000691	LOC6633947|XP_002057834.1|DVIR	LOC108098728|XP_017057338.1|DFIC
OG0000691	LOC6622887|XP_002048029.1|DVIR	LOC108088331|XP_017041562.1|DFIC
OG0000692	LOC6623904|XP_002046236.2|DVIR	LOC108089306|XP_017042972.1|DFIC
OG0000693	LOC6631519|XP_002055316.1|DVIR	LOC108098108|XP_017056312.1|DFIC
OG0000693	LOC6632647|XP_002056546.1|DVIR	LOC108101082|XP_017060770.1|DFIC
OG0000694	LOC6636119|XP_032295507.1|DVIR	LOC108091238|XP_017045833.1|DFIC
OG0000694	LOC6624566|XP_002048620.2|DVIR	LOC108100473|XP_017059892.1|DFIC
OG0000695	LOC6628693|XP_002051357.2|DVIR	LOC108093419|XP_017048953.1|DFIC
OG0000695	LOC6628286|XP_002051343.2|DVIR	LOC108101656|XP_017061564.1|DFIC
OG0000696	LOC6627790|XP_002052678.1|DVIR	LOC108100836|XP_017060396.1|DFIC, LOC108091326|XP_017045956.1|DFIC
OG0000697	LOC6631964|XP_002055227.1|DVIR	LOC108097955|XP_017056053.1|DFIC
OG0000697	LOC6628247|XP_002051458.1|DVIR	LOC108093408|XP_017048934.1|DFIC
OG0000698	LOC6635714|XP_002059263.1|DVIR	LOC108091427|XP_017046106.1|DFIC
OG0000698	LOC6635692|XP_002059265.1|DVIR	LOC108091577|XP_017046343.1|DFIC
OG0000699	LOC6628820|XP_015028641.1|DVIR	LOC108093463|XP_017049034.1|DFIC
OG0000699	LOC6635163|XP_002058365.1|DVIR	LOC108095671|XP_017052326.1|DFIC
OG0000700	LOC6629052|XP_032294077.1|DVIR	LOC108091511|XP_017046249.1|DFIC
OG0000700	LOC6629117|XP_032294110.1|DVIR	LOC108092507|XP_017047614.1|DFIC
OG0000701	LOC6626970|XP_002048713.1|DVIR	LOC108094773|XP_017051035.1|DFIC
OG0000701	LOC6631921|XP_002055748.1|DVIR	LOC108097666|XP_017055604.1|DFIC
OG0000702	LOC116649748|XP_032296095.1|DVIR, LOC6632990|XP_002056491.2|DVIR	LOC108095766|XP_017052490.1|DFIC
OG0000702	LOC6632989|XP_015025826.2|DVIR	LOC108095768|XP_017052501.1|DFIC
OG0000703	LOC6634020|XP_002057863.1|DVIR	LOC108092707|XP_017047914.1|DFIC
OG0000703	LOC6625053|XP_002050587.1|DVIR	LOC108087625|XP_017040569.1|DFIC
OG0000704	LOC6632206|XP_032295827.1|DVIR	LOC108097006|XP_017054494.1|DFIC
OG0000704	LOC6631043|XP_002054217.1|DVIR	LOC108086868|XP_017039419.1|DFIC
OG0000705	LOC6622935|XP_015030722.1|DVIR	LOC108100312|XP_017059603.1|DFIC
OG0000706	LOC6627919|XP_002052794.3|DVIR	LOC108095089|XP_017051514.1|DFIC
OG0000706	LOC6633548|XP_032296218.1|DVIR	LOC108097178|XP_017054806.1|DFIC
OG0000707	LOC6625623|XP_002049047.1|DVIR	LOC108096541|XP_017053716.1|DFIC
OG0000707	LOC6631487|XP_002055432.2|DVIR	LOC108102141|XP_017062299.1|DFIC
OG0000708	LOC6634402|XP_032289295.1|DVIR	LOC108101768|XP_017061722.1|DFIC
OG0000708	LOC116652285|XP_032296482.1|DVIR, LOC6634795|XP_032296417.1|DVIR	LOC108095526|XP_017052133.1|DFIC, LOC108101662|XP_017061571.1|DFIC
OG0000709	LOC6629487|XP_032295630.1|DVIR	LOC108086871|XP_017039422.1|DFIC
OG0000709	LOC6631800|XP_015026515.2|DVIR	LOC108097993|XP_017056116.1|DFIC
OG0000710	LOC6632532|XP_002056430.1|DVIR	LOC108096125|XP_017052991.1|DFIC
OG0000710	LOC6624812|XP_002050608.1|DVIR	LOC108094025|XP_017049944.1|DFIC
OG0000711	LOC6623429|XP_032290174.1|DVIR	LOC108089765|XP_017043645.1|DFIC
OG0000711	LOC6633784|XP_032296524.1|DVIR	LOC108091095|XP_017045600.1|DFIC
OG0000712	LOC6632644|XP_002056543.1|DVIR	LOC108101015|XP_017060668.1|DFIC
OG0000712	LOC6632645|XP_002056544.1|DVIR	LOC108101076|XP_017060763.1|DFIC
OG0000713	LOC6636756|XP_002060213.1|DVIR, LOC6632328|XP_002056388.1|DVIR	LOC108087645|XP_017040598.1|DFIC
OG0000714	LOC6636110|XP_002059652.2|DVIR	LOC108097963|XP_017056067.1|DFIC
OG0000714	LOC6636605|XP_002060042.1|DVIR	LOC108096265|XP_017053214.1|DFIC
OG0000715	LOC26530534|XP_015031609.2|DVIR	LOC108099789|XP_017058907.1|DFIC
OG0000715	LOC6623996|XP_002048378.2|DVIR	LOC108099762|XP_017058880.1|DFIC
OG0000716	LOC6633610|XP_032288989.1|DVIR	LOC108092884|XP_017048214.1|DFIC
OG0000716	LOC6622113|XP_002047989.1|DVIR	LOC108087560|XP_017040476.1|DFIC
OG0000717	LOC6622375|XP_002047929.1|DVIR	LOC108088768|XP_017042210.1|DFIC
OG0000718	LOC6636184|XP_032289065.1|DVIR	LOC108101722|XP_017061661.1|DFIC
OG0000718	LOC6627382|XP_002052402.2|DVIR	LOC108095033|XP_017051402.1|DFIC
OG0000719	LOC6622044|XP_002047071.1|DVIR	LOC108087488|XP_017040365.1|DFIC
OG0000719	LOC6623835|XP_002047830.1|DVIR	LOC108089708|XP_017043543.1|DFIC
OG0000720	LOC6632935|XP_002056122.2|DVIR	LOC108088519|XP_017041848.1|DFIC
OG0000721	LOC6629028|XP_002051375.1|DVIR, LOC6629029|XP_002051376.3|DVIR	LOC108088139|XP_017041292.1|DFIC
OG0000722	LOC6625240|XP_032293004.1|DVIR	LOC108101787|XP_017061752.1|DFIC, LOC108101818|XP_017061783.1|DFIC
OG0000723	LOC6626260|XP_002048773.1|DVIR	LOC108096557|XP_017053735.1|DFIC
OG0000724	LOC6631738|XP_002055458.1|DVIR	LOC108098098|XP_017056297.1|DFIC
OG0000724	LOC6631277|XP_002054061.3|DVIR	LOC108099385|XP_017058373.1|DFIC
OG0000726	LOC6632324|XP_015025845.1|DVIR	LOC108087033|XP_017039690.1|DFIC
OG0000726	LOC6632326|XP_002056386.1|DVIR	LOC108086997|XP_017039620.1|DFIC
OG0000727	LOC6630343|XP_002054592.2|DVIR, LOC6630344|XP_002054593.2|DVIR	LOC108101114|XP_017060822.1|DFIC
OG0000728	LOC6632114|XP_032295753.1|DVIR	LOC108088584|XP_017041923.1|DFIC
OG0000728	LOC6629586|XP_002052993.1|DVIR	LOC108099426|XP_017058443.1|DFIC
OG0000729	LOC6630476|XP_002053752.1|DVIR	LOC108086587|XP_017039036.1|DFIC
OG0000729	LOC6630622|XP_002053751.1|DVIR	LOC108086599|XP_017039059.1|DFIC
OG0000730	LOC6624347|XP_002048381.1|DVIR	LOC108097995|XP_017056121.1|DFIC
OG0000730	LOC26531570|XP_015028956.1|DVIR	LOC108094155|XP_017050084.1|DFIC
OG0000731	LOC6636595|XP_032291412.1|DVIR	LOC108096438|XP_017053521.1|DFIC
OG0000731	LOC6625586|XP_015030190.1|DVIR	LOC108101947|XP_017062022.1|DFIC
OG0000732	LOC6622314|XP_002046688.1|DVIR	LOC108089424|XP_017043116.1|DFIC
OG0000732	LOC6622187|XP_002046687.1|DVIR	LOC108089422|XP_017043115.1|DFIC
OG0000733	LOC6634868|XP_002058598.2|DVIR	LOC108086525|XP_017038942.1|DFIC
OG0000733	LOC6624543|XP_002046949.1|DVIR	LOC108089021|XP_017042595.1|DFIC
OG0000734	LOC6623231|XP_032290681.1|DVIR	LOC108100544|XP_017059998.1|DFIC, LOC108100739|XP_017060264.1|DFIC
OG0000735	LOC6633737|XP_002057022.1|DVIR	LOC108094231|XP_017050179.1|DFIC
OG0000735	LOC6634038|XP_002057775.1|DVIR	LOC108097852|XP_017055878.1|DFIC
OG0000736	LOC6628141|XP_032294001.1|DVIR	LOC108092318|XP_017047341.1|DFIC
OG0000736	LOC6628103|XP_002052427.1|DVIR	LOC108092319|XP_017047343.1|DFIC
OG0000737	LOC6626474|XP_032292095.1|DVIR	LOC108094254|XP_017050204.1|DFIC
OG0000738	LOC6628454|XP_002051826.1|DVIR	LOC108100882|XP_017060480.1|DFIC
OG0000738	LOC6633895|XP_002057588.2|DVIR	LOC108090017|XP_017044006.1|DFIC
OG0000739	LOC6629811|XP_032295101.1|DVIR	LOC108098920|XP_017057613.1|DFIC
OG0000739	LOC6629809|XP_002054883.1|DVIR	LOC108098919|XP_017057612.1|DFIC
OG0000740	LOC6632840|XP_032289472.1|DVIR	LOC108098916|XP_017057607.1|DFIC
OG0000741	LOC6631485|XP_002055430.1|DVIR	LOC108102165|XP_017062352.1|DFIC, LOC108097694|XP_017055653.1|DFIC, LOC108087039|XP_017039702.1|DFIC
OG0000742	LOC6632131|XP_002055104.2|DVIR	LOC108094409|XP_017050465.1|DFIC
OG0000742	LOC6632133|XP_002055106.2|DVIR	LOC108094418|XP_017050478.1|DFIC
OG0000743	LOC6624440|XP_002047039.1|DVIR	LOC108100534|XP_017059984.1|DFIC
OG0000743	LOC6625621|XP_032293188.1|DVIR	LOC108096584|XP_017053773.1|DFIC
OG0000744	LOC6625983|XP_002050061.3|DVIR, LOC6625538|XP_032292325.1|DVIR, LOC6626788|XP_002049827.1|DVIR	LOC108096948|XP_017054403.1|DFIC
OG0000745	LOC6635891|XP_002059416.1|DVIR	LOC108095125|XP_017051555.1|DFIC
OG0000745	LOC6626524|XP_002050567.3|DVIR	LOC108096720|XP_017054048.1|DFIC
OG0000746	LOC6626823|XP_002050382.1|DVIR	LOC108101472|XP_017061307.1|DFIC, LOC108101450|XP_017061277.1|DFIC
OG0000747	LOC6636902|XP_032289205.1|DVIR, LOC6624696|XP_002047658.1|DVIR	LOC108088802|XP_017042260.1|DFIC
OG0000747	LOC6624721|XP_032290829.1|DVIR	LOC108088804|XP_017042264.1|DFIC
OG0000748	LOC6628893|XP_002052094.1|DVIR	LOC108092311|XP_017047335.1|DFIC
OG0000748	LOC6634732|XP_032289211.1|DVIR	LOC108097251|XP_017054921.1|DFIC
OG0000750	LOC6626709|XP_032291681.1|DVIR	LOC108086617|XP_017039082.1|DFIC, LOC108086616|XP_017039081.1|DFIC
OG0000750	LOC6629590|XP_002052997.1|DVIR	LOC108099348|XP_017058317.1|DFIC
OG0000751	LOC6636369|XP_002059898.2|DVIR	LOC108096829|XP_017054223.1|DFIC
OG0000751	LOC6636366|XP_002059895.1|DVIR, LOC6636367|XP_002059896.1|DVIR	LOC108096800|XP_017054172.1|DFIC
OG0000752	LOC26531119|XP_015027859.1|DVIR	LOC108087157|XP_017039869.1|DFIC, LOC108092588|XP_017047724.1|DFIC
OG0000753	LOC6629842|XP_002054463.1|DVIR	LOC108088003|XP_017041103.1|DFIC
OG0000754	LOC6631659|XP_015026666.1|DVIR	LOC108098034|XP_017056179.1|DFIC
OG0000754	LOC6635610|XP_002058953.2|DVIR	LOC108097619|XP_017055520.1|DFIC
OG0000755	LOC6632240|XP_032289636.1|DVIR	LOC108087074|XP_017039739.1|DFIC
OG0000755	LOC6632239|XP_002056087.1|DVIR	LOC108087073|XP_017039736.1|DFIC
OG0000756	LOC6629700|XP_002052958.1|DVIR	LOC108095702|XP_017052363.1|DFIC
OG0000757	LOC6636574|XP_002060077.1|DVIR	LOC108099213|XP_017058082.1|DFIC
OG0000758	LOC6623946|XP_032290916.1|DVIR	LOC108089552|XP_017043381.1|DFIC
OG0000758	LOC6623865|XP_015031003.1|DVIR	LOC108089551|XP_017043378.1|DFIC
OG0000759	LOC6623675|XP_002047415.1|DVIR	LOC108099963|XP_017059143.1|DFIC
OG0000759	LOC6623913|XP_015031310.1|DVIR	LOC108100164|XP_017059420.1|DFIC
OG0000760	LOC6625604|XP_032292351.1|DVIR	LOC108096937|XP_017054380.1|DFIC
OG0000761	LOC6627826|XP_032293825.1|DVIR	LOC108089241|XP_017042892.1|DFIC
OG0000761	LOC6627815|XP_002051140.2|DVIR	LOC108089204|XP_017042840.1|DFIC
OG0000762	LOC6628908|XP_002051552.1|DVIR	LOC108100996|XP_017060650.1|DFIC
OG0000762	LOC6627611|XP_002051978.2|DVIR	LOC108092316|XP_017047339.1|DFIC
OG0000763	LOC6628408|XP_002052051.1|DVIR	LOC108089796|XP_017043681.1|DFIC
OG0000763	LOC6628407|XP_002052050.1|DVIR	LOC108089792|XP_017043676.1|DFIC
OG0000764	LOC6630879|XP_032293741.1|DVIR	LOC108099254|XP_017058115.1|DFIC
OG0000764	LOC6633445|XP_032288818.1|DVIR	LOC108097526|XP_017055353.1|DFIC
OG0000765	LOC6624580|XP_002046489.1|DVIR	LOC108100205|XP_017059469.1|DFIC
OG0000765	LOC6631765|XP_002055173.1|DVIR	LOC108097174|XP_017054801.1|DFIC
OG0000766	LOC6627631|XP_002051097.1|DVIR	LOC108093465|XP_017049039.1|DFIC
OG0000766	LOC6631511|XP_015026573.1|DVIR	LOC108092911|XP_017048259.1|DFIC
OG0000767	LOC6630760|XP_015027742.1|DVIR	LOC108090093|XP_017044084.1|DFIC
OG0000767	LOC6622830|XP_002047544.1|DVIR	LOC108088924|XP_017042429.1|DFIC
OG0000768	LOC6622842|XP_002048022.1|DVIR	LOC108100644|XP_017060136.1|DFIC
OG0000769	LOC6632663|XP_002056469.2|DVIR	LOC108096019|XP_017052858.1|DFIC
OG0000769	LOC6631593|XP_002055445.1|DVIR	LOC108098111|XP_017056314.1|DFIC
OG0000770	LOC6625675|XP_002048793.1|DVIR	LOC108093897|XP_017049746.1|DFIC
OG0000771	LOC6624693|XP_002046564.1|DVIR	LOC108099328|XP_017058287.1|DFIC
OG0000772	LOC6625054|XP_015029135.2|DVIR, LOC26531345|XP_015027889.1|DVIR	LOC108090642|XP_017044909.1|DFIC, LOC108087626|XP_017040572.1|DFIC
OG0000773	LOC6627666|XP_032293451.1|DVIR	LOC108101522|XP_017061380.1|DFIC, LOC108098603|XP_017057158.1|DFIC
OG0000773	LOC6623131|XP_002047747.2|DVIR	LOC108101478|XP_017061316.1|DFIC, LOC108092312|XP_017047336.1|DFIC, LOC108099017|XP_017057740.1|DFIC, LOC108101996|XP_017062079.1|DFIC
OG0000774	LOC6625335|XP_002050417.2|DVIR	LOC108090834|XP_017045188.1|DFIC, LOC108090835|XP_017045189.1|DFIC
OG0000775	LOC6626860|XP_002049231.1|DVIR	LOC108087823|XP_017040881.1|DFIC
OG0000775	LOC6627231|XP_032291837.1|DVIR	LOC108096565|XP_017053748.1|DFIC
OG0000776	LOC6633952|XP_015025163.1|DVIR, LOC26531678|XP_015030353.1|DVIR, LOC26531497|XP_032293177.1|DVIR	LOC108091981|XP_017046879.1|DFIC, LOC108100513|XP_017059957.1|DFIC, LOC108100514|XP_017059959.1|DFIC
OG0000778	LOC6630911|XP_032292062.1|DVIR, LOC26531130|XP_015024801.1|DVIR	LOC108101729|XP_017061669.1|DFIC
OG0000779	LOC6632011|XP_002055384.1|DVIR	LOC108088696|XP_017042126.1|DFIC
OG0000780	LOC6627263|XP_002049919.2|DVIR	LOC108090701|XP_017044981.1|DFIC
OG0000781	LOC6633312|XP_002056889.2|DVIR	LOC108098052|XP_017056222.1|DFIC
OG0000782	LOC6622281|XP_002047909.2|DVIR	LOC108100417|XP_017059797.1|DFIC
OG0000782	LOC6636141|XP_002059535.1|DVIR	LOC108095627|XP_017052284.1|DFIC
OG0000783	LOC6630577|XP_002053926.1|DVIR	LOC108100691|XP_017060199.1|DFIC
OG0000783	LOC6634533|XP_002057962.1|DVIR	LOC108097250|XP_017054920.1|DFIC
OG0000784	LOC6623091|XP_002046722.1|DVIR	LOC108099780|XP_017058898.1|DFIC
OG0000784	LOC6635465|XP_032295860.1|DVIR	LOC108097980|XP_017056086.1|DFIC
OG0000785	LOC6629780|XP_002054742.1|DVIR	LOC108097766|XP_017055778.1|DFIC, LOC108088472|XP_017041748.1|DFIC
OG0000786	LOC6632311|XP_015026019.1|DVIR	LOC108098514|XP_017056957.1|DFIC
OG0000787	LOC6622513|XP_002046994.2|DVIR	LOC108087445|XP_017040288.1|DFIC
OG0000788	LOC6624637|XP_002046647.1|DVIR	LOC108100719|XP_017060245.1|DFIC, LOC108088250|XP_017041456.1|DFIC
