Orthogroup	DVIR.longest_only	DANA.longest_only
OG0000497	LOC6635649|XP_002059195.2|DVIR	LOC6507092|XP_032311096.1|DANA
OG0000498	LOC6629340|XP_002053317.2|DVIR	LOC6503406|XP_001967489.1|DANA
OG0000498	LOC6629342|XP_002053319.3|DVIR	LOC6503443|XP_032312184.1|DANA
OG0000499	LOC6625342|XP_002050424.2|DVIR	LOC6494007|XP_001961156.3|DANA
OG0000499	LOC6633407|XP_032288799.1|DVIR	LOC6504616|XP_001966520.1|DANA
OG0000500	LOC6624707|XP_002048373.1|DVIR	LOC6506267|XP_032310063.1|DANA
OG0000500	LOC6623877|XP_002048370.2|DVIR	LOC6493684|XP_001958236.3|DANA
OG0000501	LOC6624804|XP_002049654.2|DVIR	LOC6495208|XP_001958846.3|DANA
OG0000502	LOC6626559|XP_002049809.1|DVIR	LOC6495818|XP_001959648.1|DANA
OG0000503	LOC6625668|XP_002049368.1|DVIR, LOC6624935|XP_032293300.1|DVIR	LOC6494422|XP_001960359.1|DANA, LOC6494421|XP_001960360.1|DANA, LOC6494419|XP_001960362.2|DANA, LOC6494420|XP_032306050.1|DANA
OG0000504	LOC6622641|XP_002047019.1|DVIR	LOC6506565|XP_001957632.1|DANA
OG0000505	LOC6635516|XP_015024619.1|DVIR	LOC6502351|XP_001967549.1|DANA
OG0000505	LOC6635573|XP_002058928.1|DVIR	LOC6505130|XP_032307895.1|DANA
OG0000506	LOC6632313|XP_002055790.1|DVIR	LOC6500680|XP_001953713.1|DANA
OG0000506	LOC6633108|XP_002055791.2|DVIR	LOC6500681|XP_001953714.2|DANA
OG0000507	LOC6634405|XP_032289263.1|DVIR	LOC6502977|XP_032308929.1|DANA
OG0000507	LOC6634406|XP_002057927.1|DVIR	LOC6502976|XP_001963485.1|DANA
OG0000508	LOC6622632|XP_032291372.1|DVIR	LOC6502814|XP_014764614.1|DANA
OG0000508	LOC6624655|XP_032291375.1|DVIR	LOC6507509|XP_032310807.1|DANA
OG0000509	LOC6624850|XP_032292418.1|DVIR	LOC6496442|XP_001960920.1|DANA
OG0000509	LOC6627103|XP_032292417.1|DVIR	LOC6496434|XP_001960908.1|DANA
OG0000510	LOC6626757|XP_002050708.1|DVIR	LOC6494887|XP_001959487.1|DANA
OG0000511	LOC6627928|XP_002051994.1|DVIR	LOC6497367|XP_001962230.1|DANA
OG0000511	LOC6627929|XP_002051995.1|DVIR	LOC6498173|XP_032307612.1|DANA
OG0000512	LOC6627910|XP_002051760.1|DVIR	LOC6498448|XP_001962839.1|DANA
OG0000513	LOC6626707|XP_002050469.1|DVIR	LOC6493932|XP_001961301.1|DANA
OG0000513	LOC6628067|XP_002051536.1|DVIR	LOC6498028|XP_001961924.1|DANA
OG0000514	LOC6635747|XP_002059218.3|DVIR	LOC6497030|XP_032311181.1|DANA
OG0000514	LOC6635746|XP_032294678.1|DVIR	LOC6497028|XP_014761484.1|DANA
OG0000515	LOC6636204|XP_002059694.1|DVIR	LOC6504552|XP_001967434.1|DANA
OG0000515	LOC6622056|XP_032290853.1|DVIR	LOC6506405|XP_001957935.1|DANA
OG0000516	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR	LOC6502194|XP_001966056.1|DANA
OG0000517	LOC6622665|XP_002047694.1|DVIR	LOC6506737|XP_001957330.1|DANA
OG0000521	LOC6631329|XP_032295927.1|DVIR	LOC6501981|XP_001966812.1|DANA
OG0000521	LOC6631324|XP_032295977.1|DVIR	LOC6501987|XP_032308241.1|DANA
OG0000522	LOC6628112|XP_002052017.3|DVIR	LOC6496902|XP_001963179.1|DANA
OG0000522	LOC6636666|XP_002060144.1|DVIR	LOC6502382|XP_001967177.1|DANA
OG0000523	LOC6629702|XP_002052960.1|DVIR	LOC6499893|XP_001953684.1|DANA
OG0000523	LOC6631562|XP_002055439.1|DVIR	LOC6504527|XP_001967075.1|DANA
OG0000524	LOC6629407|XP_002053064.1|DVIR	LOC6503369|XP_032311223.1|DANA, LOC6501069|XP_001954497.1|DANA, LOC6500306|XP_032305347.1|DANA, LOC6500307|XP_032307773.1|DANA
OG0000525	LOC116650891|XP_032291760.1|DVIR, LOC6635978|XP_002059407.1|DVIR	LOC6494822|XP_001959597.2|DANA, LOC6494821|XP_001959598.1|DANA
OG0000526	LOC6628331|XP_002051203.2|DVIR	LOC6498288|XP_001962469.1|DANA
OG0000526	LOC6625070|XP_032293348.1|DVIR	LOC6508043|XP_001959040.1|DANA
OG0000527	LOC6629171|XP_032294634.1|DVIR	LOC6503385|XP_032311384.1|DANA
OG0000527	LOC6627405|XP_032294080.1|DVIR	LOC6507231|XP_032311207.1|DANA
OG0000528	LOC6628001|XP_002051790.2|DVIR	LOC6497004|XP_001962944.1|DANA, LOC6497005|XP_001962943.1|DANA
OG0000529	LOC6627522|XP_002051969.1|DVIR	LOC26514450|XP_014762330.2|DANA
OG0000529	LOC6627962|XP_002051615.2|DVIR, LOC6628865|XP_002052084.1|DVIR	LOC6498328|XP_001962554.2|DANA
OG0000530	LOC26531513|XP_015031752.2|DVIR	LOC6493491|XP_001957857.2|DANA
OG0000530	LOC6624333|XP_002047446.1|DVIR	LOC6507480|XP_001955927.1|DANA
OG0000531	LOC6627505|XP_002052788.1|DVIR	LOC6502439|XP_001961602.2|DANA
OG0000532	LOC6631259|XP_002053247.1|DVIR	LOC6500116|XP_001953195.1|DANA
OG0000532	LOC6631258|XP_002053246.2|DVIR	LOC6500570|XP_001953496.1|DANA
OG0000533	LOC6631740|XP_032295653.1|DVIR	LOC6504513|XP_001967049.1|DANA
OG0000533	LOC6633158|XP_002056607.1|DVIR	LOC6501435|XP_001955247.1|DANA
OG0000534	LOC6633330|XP_032296545.1|DVIR	LOC6503648|XP_032308369.1|DANA
OG0000534	LOC6635455|XP_032295852.1|DVIR, LOC6622765|XP_002046472.1|DVIR	LOC6497713|XP_001961504.1|DANA
OG0000535	LOC6625541|XP_002050543.2|DVIR	LOC6493975|XP_001961225.1|DANA
OG0000535	LOC6627010|XP_015029414.1|DVIR	LOC6494067|XP_001961041.1|DANA
OG0000536	LOC6623961|XP_032290753.1|DVIR	LOC6493330|XP_032310039.1|DANA
OG0000537	LOC6624865|XP_002048884.1|DVIR	LOC6495551|XP_001959086.1|DANA
OG0000538	LOC6627243|XP_032293171.1|DVIR	LOC26514597|XP_014764031.1|DANA
OG0000538	LOC6626442|XP_002048910.1|DVIR	LOC6495238|XP_032306943.1|DANA
OG0000539	LOC6630431|XP_002053472.1|DVIR	LOC6499590|XP_001954338.2|DANA
OG0000539	LOC6630432|XP_002053473.1|DVIR	LOC6501003|XP_001954337.2|DANA
OG0000540	LOC6628813|XP_002052063.2|DVIR	LOC6503664|XP_001965273.1|DANA
OG0000541	LOC116651104|XP_032292843.1|DVIR, LOC6625444|XP_002050994.1|DVIR	LOC6495012|XP_001959223.1|DANA
OG0000542	LOC6629822|XP_002053190.2|DVIR	LOC6499724|XP_001954058.1|DANA
OG0000542	LOC6636224|XP_002059704.1|DVIR	LOC6501780|XP_001966929.1|DANA
OG0000543	LOC116650893|XP_032291762.1|DVIR	LOC6501538|XP_001955443.1|DANA
OG0000543	LOC6625811|XP_032292234.1|DVIR	LOC6494091|XP_001960999.2|DANA
OG0000544	LOC6623918|XP_002046849.1|DVIR	LOC6493752|XP_001958371.1|DANA
OG0000544	LOC6629813|XP_015027787.2|DVIR	LOC6499639|XP_001954243.1|DANA
OG0000545	LOC6630498|XP_002054392.2|DVIR	LOC6499680|XP_001954162.1|DANA
OG0000545	LOC6630500|XP_032295041.1|DVIR	LOC6499679|XP_001954164.3|DANA
OG0000546	LOC6630668|XP_002054626.1|DVIR	LOC6505789|XP_001964379.1|DANA
OG0000546	LOC6631674|XP_002055000.2|DVIR	LOC6501976|XP_001966799.1|DANA
OG0000547	LOC6632744|XP_002056459.1|DVIR	LOC6506723|XP_001965235.1|DANA
OG0000548	LOC6623890|XP_002048282.1|DVIR	LOC6493050|XP_001956952.1|DANA
OG0000548	LOC6623834|XP_002048281.1|DVIR	LOC6493051|XP_001956953.3|DANA
OG0000549	LOC6625577|XP_032292703.1|DVIR	LOC6494691|XP_014762917.1|DANA
OG0000550	LOC6628699|XP_002052564.2|DVIR	LOC6507377|XP_001956134.1|DANA
OG0000551	LOC6626650|XP_032292310.1|DVIR	LOC6496176|XP_032306028.1|DANA
OG0000552	LOC26530496|XP_015026246.1|DVIR, LOC6633175|XP_002056157.2|DVIR	LOC6498999|XP_001955539.1|DANA
OG0000552	LOC6633174|XP_002056156.3|DVIR	LOC6499000|XP_001955538.1|DANA
OG0000553	LOC6628600|XP_002051215.1|DVIR, LOC6628598|XP_002051213.1|DVIR	LOC6505463|XP_001964922.1|DANA
OG0000554	LOC6630179|XP_002053848.1|DVIR	LOC6499045|XP_032311101.1|DANA
OG0000554	LOC6635181|XP_015024948.1|DVIR	LOC6499046|XP_001955416.1|DANA
OG0000555	LOC6622820|XP_002046479.1|DVIR	LOC6507388|XP_014765207.1|DANA
OG0000555	LOC6636572|XP_002060075.1|DVIR	LOC6507011|XP_001956830.1|DANA
OG0000556	LOC6632107|XP_002055630.1|DVIR	LOC6504498|XP_001967017.2|DANA
OG0000556	LOC116650351|XP_032289692.1|DVIR, LOC6632769|XP_002056374.1|DVIR	LOC6501319|XP_001954981.1|DANA
OG0000557	LOC6632354|XP_002056716.1|DVIR	LOC6500520|XP_001953384.1|DANA
OG0000557	LOC6632351|XP_002056713.1|DVIR	LOC6500521|XP_032305478.1|DANA
OG0000558	LOC6630981|XP_032293824.1|DVIR	LOC6501324|XP_001954996.1|DANA
OG0000558	LOC6634655|XP_002058108.1|DVIR	LOC6503932|XP_001963866.2|DANA
OG0000559	LOC6629320|XP_015027363.2|DVIR	LOC6500319|XP_014766499.1|DANA
OG0000559	LOC6623453|XP_002048228.1|DVIR	LOC6493601|XP_001958081.1|DANA
OG0000560	LOC6626207|XP_002049793.1|DVIR	LOC6494812|XP_001959615.1|DANA
OG0000560	LOC6626206|XP_002049792.2|DVIR	LOC6495801|XP_001959614.1|DANA
OG0000561	LOC6624584|XP_032290574.1|DVIR	LOC6507606|XP_001955993.1|DANA
OG0000561	LOC6624695|XP_002047138.1|DVIR	LOC6507607|XP_001955994.1|DANA
OG0000562	LOC6623156|XP_002048554.2|DVIR	LOC6507891|XP_001956536.1|DANA
OG0000562	LOC6623351|XP_032289947.1|DVIR	LOC6507880|XP_001956516.1|DANA
OG0000563	LOC26530531|XP_015031607.1|DVIR	LOC26515081|XP_032310684.1|DANA
OG0000563	LOC6622670|XP_002048450.3|DVIR	LOC26514014|XP_014765563.1|DANA
OG0000564	LOC6624240|XP_002047163.1|DVIR	LOC6506835|XP_001957145.3|DANA
OG0000564	LOC6624554|XP_002047164.1|DVIR	LOC6493146|XP_001957146.2|DANA
OG0000566	LOC6632256|XP_032288773.1|DVIR	LOC26514623|XP_032311277.1|DANA, LOC6500700|XP_001953753.1|DANA
OG0000566	LOC6623669|XP_002047352.1|DVIR	LOC6493113|XP_001957070.1|DANA
OG0000567	LOC6636176|XP_002059562.1|DVIR	LOC6504736|XP_001966298.1|DANA
OG0000567	LOC6636174|XP_002059560.1|DVIR	LOC6504735|XP_001966299.1|DANA
OG0000568	LOC6631928|XP_002055476.1|DVIR	LOC6504459|XP_001966948.1|DANA
OG0000568	LOC6631030|XP_002054121.1|DVIR, LOC116651837|XP_032294829.1|DVIR	LOC6499606|XP_001954309.1|DANA
OG0000569	LOC6630046|XP_002054565.1|DVIR	LOC6505838|XP_001964463.1|DANA
OG0000569	LOC6635240|XP_002058768.2|DVIR	LOC26515550|XP_032309778.1|DANA
OG0000570	LOC6630032|XP_002054023.1|DVIR	LOC6498916|XP_001955680.1|DANA
OG0000570	LOC6630033|XP_002054024.1|DVIR	LOC6498917|XP_001955679.1|DANA
OG0000571	LOC6631151|XP_032294888.1|DVIR	LOC6501642|XP_001955663.3|DANA
OG0000571	LOC6631153|XP_032294980.1|DVIR	LOC6501640|XP_032312130.1|DANA
OG0000572	LOC6632601|XP_002056213.1|DVIR	LOC6500873|XP_032305338.1|DANA
OG0000572	LOC6632603|XP_015026062.1|DVIR	LOC6500875|XP_032305461.1|DANA
OG0000573	LOC6636818|XP_032291501.1|DVIR	LOC6507491|XP_032310560.1|DANA
OG0000573	LOC6635992|XP_002059310.1|DVIR	LOC6494687|XP_001959858.1|DANA
OG0000574	LOC6622763|XP_002048466.1|DVIR, LOC116650414|XP_032289942.1|DVIR	LOC6493369|XP_001957616.1|DANA
OG0000574	LOC6630188|XP_002053257.1|DVIR, LOC6630191|XP_002053260.1|DVIR	LOC6500120|XP_001953183.1|DANA
OG0000575	LOC6622916|XP_002048160.1|DVIR	LOC6507320|XP_001956252.1|DANA
OG0000575	LOC6622282|XP_032290785.1|DVIR	LOC6507319|XP_032310085.1|DANA
OG0000576	LOC6632334|XP_002056402.1|DVIR	LOC6500100|XP_032312094.1|DANA, LOC6500099|XP_001953228.1|DANA, LOC6500101|XP_001953226.2|DANA
OG0000577	LOC6628776|XP_002052767.1|DVIR	LOC6497310|XP_001962345.1|DANA
OG0000577	LOC6635695|XP_002059268.1|DVIR	LOC6498229|XP_001962346.1|DANA
OG0000578	LOC6628435|XP_002052043.2|DVIR	LOC6496915|XP_001963147.1|DANA
OG0000578	LOC6627138|XP_015029764.1|DVIR	LOC6496399|XP_032306449.1|DANA
OG0000579	LOC6629669|XP_002054763.1|DVIR	LOC6501563|XP_001955477.1|DANA
OG0000579	LOC116650465|XP_032290021.1|DVIR, LOC6622618|XP_002048443.2|DVIR	LOC6507259|XP_001956372.1|DANA
OG0000580	LOC6630134|XP_032292974.1|DVIR	LOC6498976|XP_001955577.1|DANA, LOC6498977|XP_001955576.2|DANA
OG0000580	LOC6630133|XP_002053685.1|DVIR	LOC6498974|XP_001955578.1|DANA
OG0000581	LOC6632870|XP_015026169.1|DVIR	LOC6499289|XP_014766000.1|DANA
OG0000581	LOC6631413|XP_002055422.1|DVIR	LOC6502044|XP_014759373.1|DANA
OG0000582	LOC6624467|XP_002047912.1|DVIR	LOC6507133|XP_001956613.1|DANA
OG0000582	LOC6625273|XP_015029744.1|DVIR	LOC6495460|XP_014763318.1|DANA
OG0000583	LOC6625576|XP_002048837.2|DVIR	LOC6495982|XP_001959976.2|DANA
OG0000583	LOC6626034|XP_002050801.1|DVIR	LOC6495894|XP_001959798.1|DANA
OG0000584	LOC6627628|XP_002051094.1|DVIR	LOC6505355|XP_001964848.2|DANA
OG0000584	LOC6627627|XP_002051093.1|DVIR	LOC6505351|XP_001964847.1|DANA
OG0000585	LOC116650607|XP_032290606.1|DVIR, LOC116650610|XP_032290624.1|DVIR	LOC116655829|XP_032310207.1|DANA
OG0000586	LOC26530667|XP_015030233.1|DVIR	LOC26514224|XP_014763992.1|DANA
OG0000586	LOC6625149|XP_002048923.2|DVIR, LOC116651292|XP_032293337.1|DVIR, LOC6624991|XP_002048922.2|DVIR	LOC6495073|XP_001959126.1|DANA, LOC6496527|XP_001961075.1|DANA
OG0000589	LOC6631894|XP_002055034.2|DVIR	LOC6501919|XP_032308315.1|DANA
OG0000590	LOC6630308|XP_002053725.1|DVIR	LOC6500806|XP_001953953.1|DANA
OG0000590	LOC6634718|XP_002058317.1|DVIR	LOC6503867|XP_001963746.1|DANA
OG0000592	LOC6626982|XP_002048799.1|DVIR	LOC6494100|XP_001960976.1|DANA
OG0000592	LOC6624800|XP_002050194.1|DVIR	LOC6496343|XP_001960731.2|DANA
OG0000593	LOC6628963|XP_002051568.1|DVIR	LOC6505986|XP_001964735.1|DANA, LOC6505992|XP_001964744.1|DANA
OG0000593	LOC6624835|XP_002049543.1|DVIR	LOC6502716|XP_001963652.1|DANA
OG0000594	LOC6634953|XP_002058587.1|DVIR	LOC6505934|XP_001964645.1|DANA
OG0000594	LOC6632355|XP_002056717.1|DVIR	LOC6500519|XP_001953382.1|DANA
OG0000595	LOC6630586|XP_032289864.1|DVIR	LOC6500152|XP_001953122.1|DANA
OG0000595	LOC6630296|XP_015026982.1|DVIR	LOC6501354|XP_014767006.2|DANA
OG0000596	LOC6635560|XP_002059034.1|DVIR	LOC6504714|XP_001966344.1|DANA
OG0000596	LOC6629732|XP_002053608.1|DVIR	LOC6500223|XP_032305324.1|DANA
OG0000597	LOC6630718|XP_002054211.2|DVIR	LOC6500562|XP_001953482.2|DANA
OG0000598	LOC116650343|XP_032289640.1|DVIR, LOC116650342|XP_032289639.1|DVIR, LOC6637006|XP_002060432.1|DVIR, LOC116650341|XP_032289638.1|DVIR, LOC6632412|XP_002056208.1|DVIR, LOC116650340|XP_032289637.1|DVIR, LOC116650344|XP_032289641.1|DVIR, LOC6637005|XP_002060433.1|DVIR	LOC6499714|XP_001954078.1|DANA
OG0000599	LOC6623393|XP_032290822.1|DVIR	LOC6492960|XP_001956754.1|DANA
OG0000599	LOC6623420|XP_032290825.1|DVIR	LOC6507045|XP_032310803.1|DANA
OG0000600	LOC6626195|XP_015029588.1|DVIR	LOC6495777|XP_001959554.1|DANA
OG0000600	LOC6626193|XP_032292616.1|DVIR	LOC6502531|XP_014763919.1|DANA
OG0000601	LOC6627739|XP_032293387.1|DVIR	LOC6497771|XP_032307485.1|DANA
OG0000601	LOC6629244|XP_002051268.1|DVIR	LOC6498748|XP_014760128.1|DANA
OG0000602	LOC6634357|XP_002057698.1|DVIR	LOC6505743|XP_001964997.1|DANA
OG0000602	LOC6634356|XP_002057697.1|DVIR	LOC6505747|XP_001964998.1|DANA
OG0000603	LOC6627674|XP_015028287.1|DVIR	LOC6498114|XP_001962104.3|DANA, LOC6498090|XP_001962059.1|DANA
OG0000604	LOC6635771|XP_002059167.1|DVIR	LOC6496728|XP_001967343.1|DANA
OG0000604	LOC6628990|XP_002052121.1|DVIR	LOC6496707|XP_001967342.1|DANA
OG0000605	LOC6628405|XP_002052048.1|DVIR	LOC26514587|XP_014760653.1|DANA
OG0000606	LOC6635162|XP_002058364.2|DVIR	LOC6499509|XP_001954474.1|DANA
OG0000607	LOC6630520|XP_002054019.1|DVIR	LOC6499868|XP_001953739.1|DANA
OG0000607	LOC6631064|XP_002054908.1|DVIR	LOC6505715|XP_001964401.1|DANA
OG0000608	LOC6630256|XP_002053415.1|DVIR	LOC6503425|XP_001967457.1|DANA
OG0000608	LOC6630016|XP_032289990.1|DVIR	LOC6498836|XP_032312288.1|DANA
OG0000609	LOC6627621|XP_002051712.1|DVIR	LOC6497994|XP_001961854.1|DANA
OG0000610	LOC6622538|XP_002047597.2|DVIR	LOC6506285|XP_032310746.1|DANA
OG0000610	LOC6626883|XP_002049720.1|DVIR	LOC6496110|XP_001960245.1|DANA
OG0000611	LOC6626382|XP_002050056.2|DVIR	LOC6494789|XP_032307152.1|DANA
OG0000611	LOC6626840|XP_002050842.1|DVIR	LOC6496433|XP_001960907.1|DANA
OG0000612	LOC6622223|XP_032290290.1|DVIR	LOC6506270|XP_032309784.1|DANA, LOC116655761|XP_032309785.1|DANA, LOC6506269|XP_001958226.2|DANA
OG0000614	LOC6632126|XP_015026494.1|DVIR	LOC6505288|XP_032307826.1|DANA
OG0000615	LOC6635437|XP_002059073.1|DVIR	LOC6505069|XP_001965519.1|DANA
OG0000615	LOC6630045|XP_002054564.1|DVIR	LOC6505683|XP_001964462.1|DANA
OG0000616	LOC6635429|XP_032295867.1|DVIR	LOC6505164|XP_032307916.1|DANA, LOC6505163|XP_032307945.1|DANA
OG0000617	LOC6632303|XP_002055992.2|DVIR	LOC6501471|XP_001955320.2|DANA
OG0000617	LOC6630252|XP_002053766.1|DVIR	LOC6500739|XP_001953822.1|DANA
OG0000618	LOC6630412|XP_032295330.1|DVIR	LOC6500830|XP_014766749.1|DANA
OG0000618	LOC6624340|XP_002047461.1|DVIR	LOC6506144|XP_032310050.1|DANA
OG0000619	LOC6626912|XP_002050287.1|DVIR	LOC6493977|XP_001961218.2|DANA
OG0000620	LOC6631382|XP_002055654.1|DVIR	LOC6502942|XP_001963550.1|DANA, LOC6503165|XP_001963554.1|DANA
OG0000620	LOC6623141|XP_032290550.1|DVIR	LOC6506373|XP_001958003.2|DANA
OG0000621	LOC6630395|XP_002054003.1|DVIR	LOC6505674|XP_001964486.1|DANA
OG0000621	LOC6634637|XP_002058036.1|DVIR	LOC6504612|XP_001966528.1|DANA
OG0000622	LOC6623617|XP_002047341.2|DVIR	LOC6506186|XP_001958386.1|DANA
OG0000622	LOC6623494|XP_002046161.3|DVIR	LOC6493727|XP_032310024.1|DANA
OG0000623	LOC6622165|XP_002047042.1|DVIR	LOC6492943|XP_001956701.1|DANA
OG0000623	LOC6622534|XP_002046659.1|DVIR	LOC6506427|XP_001957899.1|DANA
OG0000624	LOC6625310|XP_002048753.1|DVIR	LOC6494834|XP_001959577.1|DANA
OG0000625	LOC6624701|XP_032291163.1|DVIR	LOC6506641|XP_001957487.2|DANA
OG0000625	LOC6624688|XP_002047191.1|DVIR	LOC6506640|XP_001957488.1|DANA
OG0000626	LOC6625417|XP_002049293.1|DVIR	LOC6496225|XP_001960487.2|DANA
OG0000626	LOC6636359|XP_032292058.1|DVIR	LOC6494700|XP_001959831.1|DANA
OG0000627	LOC6623882|XP_032290691.1|DVIR	LOC6506838|XP_001957141.1|DANA
OG0000627	LOC6633255|XP_002056879.1|DVIR	LOC6503058|XP_014761293.1|DANA
OG0000628	LOC6628589|XP_002051482.1|DVIR	LOC6505736|XP_001964994.2|DANA
OG0000628	LOC6636641|XP_032289186.1|DVIR	LOC6498556|XP_001963056.2|DANA
OG0000629	LOC6630322|XP_002053432.1|DVIR	LOC6499524|XP_001954442.2|DANA
OG0000629	LOC6627470|XP_002052901.1|DVIR	LOC6497563|XP_001961809.1|DANA
OG0000630	LOC6633920|XP_002057654.2|DVIR	LOC6498013|XP_001961891.2|DANA
OG0000630	LOC6633915|XP_002057649.3|DVIR	LOC6497531|XP_001961896.3|DANA
OG0000631	LOC26531502|XP_015028941.1|DVIR	LOC26515063|XP_014762398.1|DANA
OG0000631	LOC6628492|XP_002051487.1|DVIR	LOC6498365|XP_001962630.1|DANA
OG0000632	LOC6627477|XP_002052127.1|DVIR	LOC6504082|XP_032311174.1|DANA
OG0000632	LOC6628210|XP_032294373.1|DVIR	LOC6497974|XP_001961825.1|DANA
OG0000633	LOC6623694|XP_002048327.2|DVIR	LOC116655860|XP_032310452.1|DANA
OG0000634	LOC6626570|XP_015029853.1|DVIR	LOC6496787|XP_001967613.1|DANA
OG0000635	LOC6625322|XP_002049088.1|DVIR	LOC6494613|XP_001960013.1|DANA
OG0000635	LOC6634716|XP_002058273.1|DVIR	LOC6498706|XP_001967112.1|DANA
OG0000636	LOC6633917|XP_002057651.1|DVIR	LOC6498014|XP_001961893.1|DANA, LOC6498015|XP_001961894.1|DANA
OG0000636	LOC6633918|XP_002057652.1|DVIR	LOC6497532|XP_001961892.1|DANA
OG0000637	LOC6633434|XP_032296646.1|DVIR	LOC6503878|XP_032308557.1|DANA
OG0000637	LOC6633438|XP_032296647.1|DVIR	LOC6503778|XP_001963763.1|DANA
OG0000638	LOC6634774|XP_002058200.1|DVIR	LOC6503711|XP_001963881.1|DANA
OG0000639	LOC6623349|XP_015030605.1|DVIR	LOC6506927|XP_001956975.1|DANA
OG0000641	LOC6623752|XP_032290450.1|DVIR	LOC6502868|XP_032311000.1|DANA, LOC116656062|XP_032311289.1|DANA, LOC6500603|XP_032312231.1|DANA
OG0000642	LOC6634282|XP_002057749.1|DVIR	LOC6496439|XP_001960915.2|DANA
OG0000643	LOC6629665|XP_002054759.1|DVIR	LOC6502615|XP_032305671.1|DANA, LOC6499088|XP_001955330.1|DANA
OG0000644	LOC6623455|XP_002048587.1|DVIR	LOC6507170|XP_001956553.1|DANA, LOC26515571|XP_014765743.1|DANA
OG0000645	LOC6629017|XP_002052759.2|DVIR	LOC26515588|XP_014760686.1|DANA, LOC26513801|XP_014760626.1|DANA
OG0000646	LOC6635146|XP_002058630.1|DVIR	LOC6498908|XP_001955695.1|DANA
OG0000646	LOC6629691|XP_002053972.2|DVIR	LOC6499219|XP_032308587.1|DANA
OG0000647	LOC6635117|XP_032294996.1|DVIR	LOC6501397|XP_001955174.1|DANA
OG0000647	LOC6631833|XP_002055475.3|DVIR	LOC6504457|XP_001966949.3|DANA
OG0000648	LOC6631502|XP_032295964.1|DVIR	LOC26515456|XP_032307993.1|DANA
OG0000648	LOC6631521|XP_002055318.2|DVIR	LOC6492915|XP_032307971.1|DANA
OG0000649	LOC6631834|XP_032295924.1|DVIR	LOC6505088|XP_032307922.1|DANA
OG0000649	LOC6631836|XP_032295918.1|DVIR	LOC6505089|XP_001965491.1|DANA
OG0000650	LOC6634857|XP_002058647.1|DVIR	LOC6505653|XP_001964524.1|DANA
OG0000650	LOC6636238|XP_002059752.1|DVIR	LOC6502019|XP_001967622.2|DANA
OG0000651	LOC6622724|XP_002047243.1|DVIR	LOC6492974|XP_001956774.1|DANA
OG0000651	LOC6623116|XP_002047761.1|DVIR	LOC6492973|XP_001956773.1|DANA
OG0000652	LOC6627088|XP_002048792.2|DVIR	LOC6496043|XP_001960107.1|DANA
OG0000653	LOC6629841|XP_002054462.1|DVIR	LOC6500733|XP_001953811.1|DANA, LOC6500284|XP_001952884.1|DANA
OG0000654	LOC6624668|XP_002046639.1|DVIR	LOC6493293|XP_001957460.2|DANA
OG0000654	LOC6622753|XP_032290463.1|DVIR	LOC6506582|XP_001957601.1|DANA
OG0000655	LOC6635982|XP_002059300.1|DVIR	LOC6495936|XP_014763550.1|DANA
OG0000655	LOC6635685|XP_002059280.2|DVIR	LOC6506765|XP_001965246.1|DANA
OG0000656	LOC6630900|XP_015027250.1|DVIR	LOC6505688|XP_001964456.1|DANA
OG0000656	LOC6630899|XP_032289368.1|DVIR	LOC6505687|XP_001964455.2|DANA, LOC6505689|XP_001964454.1|DANA
OG0000657	LOC6622084|XP_002046450.1|DVIR	LOC6507528|XP_001955862.2|DANA
OG0000657	LOC6628261|XP_002052541.1|DVIR	LOC6497488|XP_001961978.1|DANA
OG0000658	LOC6632073|XP_002055634.1|DVIR	LOC6505041|XP_001965577.1|DANA
OG0000658	LOC6629810|XP_002054884.1|DVIR	LOC6499957|XP_001953559.1|DANA
OG0000659	LOC6634105|XP_015025190.1|DVIR	LOC6497808|XP_001961488.1|DANA
OG0000659	LOC6633913|XP_002057647.1|DVIR	LOC6498017|XP_032307432.1|DANA
OG0000660	LOC6627856|XP_032294028.1|DVIR	LOC6497573|XP_032307646.1|DANA
OG0000661	LOC6624575|XP_002046398.1|DVIR, LOC116650124|XP_032289338.1|DVIR	LOC6506497|XP_001957764.1|DANA
OG0000661	LOC6635679|XP_032294652.1|DVIR	LOC6498300|XP_001962494.2|DANA
OG0000662	LOC6624548|XP_002046562.1|DVIR	LOC6506858|XP_001957107.1|DANA
OG0000662	LOC6635590|XP_002059015.1|DVIR	LOC6504704|XP_001966363.1|DANA
OG0000663	LOC6635856|XP_032291956.1|DVIR	LOC6494394|XP_001960413.1|DANA
OG0000664	LOC6629188|XP_032293524.1|DVIR	LOC6505251|XP_001965628.1|DANA
OG0000664	LOC6633562|XP_002057367.3|DVIR	LOC6504102|XP_001964181.1|DANA
OG0000665	LOC6629680|XP_002053663.1|DVIR	LOC6500338|XP_032305368.1|DANA
OG0000666	LOC6626484|XP_002049078.1|DVIR	LOC6495525|XP_001959035.1|DANA
OG0000666	LOC26531342|XP_015026801.1|DVIR	LOC6502973|XP_001963490.1|DANA
OG0000667	LOC6631496|XP_002055130.1|DVIR	LOC6504600|XP_001966551.2|DANA
OG0000667	LOC6630131|XP_002053683.3|DVIR	LOC6501607|XP_001955580.3|DANA
OG0000668	LOC6635250|XP_002058758.1|DVIR	LOC6502731|XP_001965834.2|DANA
