Orthogroup	DVIR.longest_only	AAEG.longest_only
OG0001906	LOC6632312|XP_032289778.1|DVIR	LOC5576390|XP_021693504.1|AAEG
OG0001907	LOC6636667|XP_032295789.1|DVIR	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG
OG0001908	LOC6633216|XP_002055981.1|DVIR	LOC5564006|XP_001648330.1|AAEG
OG0001909	LOC6632123|XP_002055261.1|DVIR	LOC5569687|XP_021693811.1|AAEG
OG0001910	LOC6632727|XP_002056050.1|DVIR	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG
OG0001911	LOC6629987|XP_015027658.1|DVIR	LOC110674205|XP_021693943.1|AAEG
OG0001912	LOC6626582|XP_002049695.2|DVIR	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG
OG0001913	LOC6627779|XP_002052018.1|DVIR	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG
OG0001914	LOC6632225|XP_032288800.1|DVIR	LOC5565160|XP_021694133.1|AAEG
OG0001915	LOC6623134|XP_032290356.1|DVIR	LOC5566122|XP_021695354.1|AAEG
OG0001916	LOC6626949|XP_015029030.1|DVIR	LOC5570941|XP_001653408.1|AAEG
OG0001917	LOC6624259|XP_002047159.2|DVIR	LOC5579868|XP_021695539.1|AAEG
OG0001918	LOC6622066|XP_002047081.2|DVIR	LOC5575750|XP_001662178.1|AAEG
OG0001919	LOC6625344|XP_002050426.1|DVIR	LOC5579460|XP_001647758.2|AAEG
OG0001920	LOC6627339|XP_002052236.1|DVIR, LOC6631186|XP_002053241.1|DVIR	LOC5571764|XP_021695753.1|AAEG
OG0001921	LOC6635342|XP_002058869.1|DVIR	LOC5571757|XP_001659890.2|AAEG
OG0001922	LOC6636374|XP_002059903.1|DVIR	LOC5571267|XP_001653565.1|AAEG
OG0001923	LOC6624146|XP_032290475.1|DVIR	LOC5574086|XP_021696134.1|AAEG
OG0001924	LOC6629175|XP_032294253.1|DVIR	LOC23687479|XP_021696447.1|AAEG
OG0001925	LOC6624356|XP_002046938.1|DVIR	LOC5567637|XP_001657588.2|AAEG
OG0001926	LOC6624449|XP_015031116.1|DVIR, LOC26531907|XP_032290167.1|DVIR	LOC5566295|XP_021696526.1|AAEG
OG0001927	LOC6626539|XP_002050749.1|DVIR	LOC5568108|XP_021696643.1|AAEG
OG0001928	LOC6623265|XP_032290171.1|DVIR	LOC5568114|XP_001652053.1|AAEG
OG0001929	LOC6624086|XP_032291330.1|DVIR	LOC5568122|XP_021696657.1|AAEG
OG0001930	LOC6625194|XP_002048747.2|DVIR	LOC5569448|XP_021696661.1|AAEG
OG0001932	LOC6623786|XP_002047365.1|DVIR	LOC5574425|XP_021696832.1|AAEG
OG0001933	LOC6626854|XP_002050088.1|DVIR	LOC5566235|XP_001650598.2|AAEG
OG0001934	LOC6623856|XP_002047841.1|DVIR	LOC5565654|XP_001650004.2|AAEG
OG0001935	LOC6623638|XP_002046186.2|DVIR	LOC5573776|XP_001654802.2|AAEG
OG0001937	LOC6636473|XP_002059922.2|DVIR	LOC5574901|XP_021697034.1|AAEG
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	LOC5567330|XP_021697068.1|AAEG
OG0001939	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG
OG0001940	LOC26531019|XP_032292582.1|DVIR	LOC5578975|XP_021697211.1|AAEG
OG0001941	LOC6631184|XP_015027223.1|DVIR	LOC5577574|XP_001663445.2|AAEG
OG0001942	LOC6635955|XP_002059397.2|DVIR	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG
OG0001943	LOC6623341|XP_002046189.1|DVIR	LOC110675827|XP_021697395.1|AAEG
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	LOC5565994|XP_001650362.2|AAEG
OG0001945	LOC6635919|XP_002059359.3|DVIR	LOC5575250|XP_021697553.1|AAEG
OG0001946	LOC6626501|XP_002050870.1|DVIR	LOC5572759|XP_001660580.2|AAEG
OG0001947	LOC6626615|XP_002050599.1|DVIR	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG
OG0001948	LOC6622360|XP_002047720.1|DVIR	LOC5573420|XP_001654595.2|AAEG
OG0001949	LOC6623797|XP_032290625.1|DVIR	LOC5575138|XP_021697912.1|AAEG
OG0001950	LOC6630671|XP_032295217.1|DVIR	LOC5564815|XP_021697926.1|AAEG
OG0001951	LOC6626511|XP_032292583.1|DVIR	LOC5564736|XP_021698057.1|AAEG
OG0001952	LOC6626111|XP_002050024.1|DVIR	LOC5568132|XP_021698130.1|AAEG
OG0001953	LOC6636370|XP_032292427.1|DVIR	LOC5571480|XP_021698235.1|AAEG
OG0001954	LOC6627056|XP_002050512.2|DVIR	LOC5563832|XP_021698302.1|AAEG
OG0001955	LOC6626572|XP_002050551.1|DVIR	LOC5576039|XP_001662377.1|AAEG
OG0001956	LOC6624021|XP_002048311.3|DVIR	LOC5576036|XP_021698320.1|AAEG
OG0001957	LOC6626358|XP_002050861.1|DVIR	LOC5564212|XP_001648594.1|AAEG
OG0001958	LOC6624884|XP_032291947.1|DVIR	LOC5569618|XP_021698469.1|AAEG
OG0001959	LOC6624711|XP_002048130.3|DVIR	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG
OG0001960	LOC6622927|XP_032291068.1|DVIR	LOC5576957|XP_021698653.1|AAEG
OG0001961	LOC6627254|XP_015029602.1|DVIR	LOC5572304|XP_021698709.1|AAEG
OG0001962	LOC6635923|XP_032292197.1|DVIR	LOC5572270|XP_021698749.1|AAEG
OG0001963	LOC6622663|XP_002047023.1|DVIR	LOC5574335|XP_001661369.2|AAEG
OG0001964	LOC6622277|XP_002046649.2|DVIR	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG
OG0001966	LOC6630544|XP_002054415.1|DVIR	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG
OG0001967	LOC6625387|XP_002050304.1|DVIR	LOC5578856|XP_021699344.1|AAEG
OG0001968	LOC6623937|XP_002046279.1|DVIR	LOC5578863|XP_001664072.2|AAEG
OG0001969	LOC6625261|XP_002050690.1|DVIR	LOC5572859|XP_021699398.1|AAEG
OG0001970	LOC6625600|XP_002050260.1|DVIR	LOC5575914|XP_001655906.1|AAEG
OG0001971	LOC6626723|XP_032293156.1|DVIR	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG
OG0001972	LOC6626123|XP_002050030.1|DVIR	LOC5570728|XP_001659320.1|AAEG
OG0001973	LOC6627053|XP_015030141.1|DVIR	LOC23687899|XP_021699564.1|AAEG
OG0001974	LOC6625696|XP_002048846.2|DVIR	LOC5569574|XP_001658635.1|AAEG
OG0001975	LOC6623862|XP_002047408.1|DVIR	LOC110676393|XP_021699804.1|AAEG
OG0001976	LOC6626906|XP_002050966.1|DVIR	LOC5574834|XP_001661657.1|AAEG
OG0001977	LOC6627449|XP_032293907.1|DVIR	LOC5575445|XP_021700364.1|AAEG
OG0001978	LOC6628402|XP_032294042.1|DVIR	LOC5578159|XP_001663732.1|AAEG
OG0001979	LOC6623792|XP_002048622.1|DVIR, LOC6628450|XP_002051653.1|DVIR	LOC5580329|XP_001663282.1|AAEG
OG0001980	LOC6635756|XP_002059113.1|DVIR	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG
OG0001982	LOC6629007|XP_002051276.2|DVIR	LOC5570903|XP_001653381.1|AAEG
OG0001983	LOC26531357|XP_032288987.1|DVIR	LOC5569680|XP_001652945.1|AAEG
OG0001984	LOC6628168|XP_002051464.2|DVIR	LOC5572638|XP_001654135.1|AAEG
OG0001985	LOC6634040|XP_032293613.1|DVIR	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG
OG0001986	LOC6628175|XP_002051445.1|DVIR	LOC5564309|XP_001648656.2|AAEG
OG0001987	LOC6633394|XP_032289114.1|DVIR	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG
OG0001988	LOC6625855|XP_002050111.1|DVIR	LOC5574483|XP_021701245.1|AAEG
OG0001989	LOC6628311|XP_002052865.1|DVIR	LOC5574486|XP_001655150.2|AAEG
OG0001990	LOC6627818|XP_002051143.2|DVIR	LOC5574491|XP_021695288.1|AAEG
OG0001991	LOC6629075|XP_032294338.1|DVIR	LOC5568825|XP_021701340.1|AAEG
OG0001992	LOC6627897|XP_032294616.1|DVIR	LOC5564970|XP_021701369.1|AAEG
OG0001993	LOC6634213|XP_002057806.1|DVIR	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG
OG0001994	LOC6629688|XP_015027572.1|DVIR	LOC5578318|XP_021701535.1|AAEG
OG0001995	LOC6634297|XP_002057449.1|DVIR	LOC5579212|XP_001664294.2|AAEG
OG0001996	LOC6628189|XP_032294003.1|DVIR	LOC5575210|XP_021701890.1|AAEG
OG0001997	LOC6626236|XP_002048860.1|DVIR	LOC5578032|XP_001663654.1|AAEG
OG0001998	LOC6626332|XP_032291752.1|DVIR	LOC5569849|XP_021701970.1|AAEG
OG0001999	LOC6627059|XP_015029165.1|DVIR	LOC5565997|XP_021702090.1|AAEG
OG0002000	LOC6627761|XP_002052650.1|DVIR	LOC110676888|XP_021702136.1|AAEG
OG0002001	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR, LOC116651549|XP_032294021.1|DVIR	LOC5570817|XP_021702205.1|AAEG
OG0002002	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR	LOC5577613|XP_001656607.2|AAEG
OG0002003	LOC6633984|XP_002057848.1|DVIR	LOC5577626|XP_021702248.1|AAEG
OG0002004	LOC6628214|XP_015028608.1|DVIR	LOC5575148|XP_001655525.2|AAEG
OG0002005	LOC6633901|XP_015025296.2|DVIR	LOC5572463|XP_021702484.1|AAEG
OG0002006	LOC6628358|XP_032294603.1|DVIR	LOC5565314|XP_021702525.1|AAEG
OG0002007	LOC6628906|XP_002051550.1|DVIR	LOC5568618|XP_001652452.1|AAEG
OG0002008	LOC6636271|XP_032290159.1|DVIR	LOC5577545|XP_021702797.1|AAEG
OG0002009	LOC6624883|XP_032292330.1|DVIR	LOC5564025|XP_001648348.3|AAEG
OG0002010	LOC6633986|XP_002057850.1|DVIR	LOC5577897|XP_001656695.1|AAEG
OG0002011	LOC6634004|XP_002057825.3|DVIR	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	LOC6627349|XP_002052460.2|DVIR	LOC5575841|XP_021702942.1|AAEG
OG0002013	LOC6634155|XP_032293567.1|DVIR	LOC5568759|XP_021702968.1|AAEG
OG0002014	LOC6626383|XP_002050057.1|DVIR	LOC5568940|XP_021703175.1|AAEG
OG0002015	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR	LOC5573896|XP_001654930.1|AAEG
OG0002016	LOC6626610|XP_032292177.1|DVIR	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	LOC6629111|XP_032293893.1|DVIR	LOC5572370|XP_021703595.1|AAEG
OG0002018	LOC6634214|XP_002057807.3|DVIR	LOC5564935|XP_001649274.2|AAEG
OG0002019	LOC116651542|XP_032293992.1|DVIR, LOC6628983|XP_032293990.1|DVIR	LOC5565904|XP_021703806.1|AAEG
OG0002020	LOC6634183|XP_002057441.2|DVIR	LOC5569705|XP_001658696.2|AAEG
OG0002021	LOC6625386|XP_002050303.2|DVIR	LOC5569712|XP_021703870.1|AAEG
OG0002022	LOC6628404|XP_032294501.1|DVIR	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	LOC6632895|XP_002056195.1|DVIR	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	LOC6623556|XP_032290041.1|DVIR	LOC5569515|XP_021704011.1|AAEG
OG0002025	LOC6628942|XP_032293538.1|DVIR	LOC110677254|XP_021704066.1|AAEG
OG0002026	LOC6622563|XP_002047703.2|DVIR	LOC5568423|XP_021710375.1|AAEG
OG0002027	LOC6626290|XP_015029287.1|DVIR	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	LOC6626936|XP_032293080.1|DVIR	LOC5564319|XP_001648667.1|AAEG
OG0002029	LOC6623931|XP_002047397.2|DVIR	LOC5570130|XP_021706330.1|AAEG
OG0002030	LOC6625886|XP_002050357.1|DVIR	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	LOC6624786|XP_015029730.1|DVIR	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	LOC6629903|XP_002053401.1|DVIR	LOC5566411|XP_021707212.1|AAEG
OG0002033	LOC6633486|XP_002057345.1|DVIR	LOC5577434|XP_021710157.1|AAEG
OG0002034	LOC6634834|XP_002058015.3|DVIR	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG
OG0002035	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR	LOC5567371|XP_001657386.1|AAEG
OG0002036	LOC6630386|XP_015027037.2|DVIR	LOC5580311|XP_021709149.1|AAEG
OG0002037	LOC6623209|XP_002046319.1|DVIR, LOC6624342|XP_002046338.1|DVIR	LOC5573964|XP_011493566.1|AAEG
OG0002038	LOC6629346|XP_002053262.1|DVIR	LOC5579885|XP_001657864.1|AAEG
OG0002039	LOC26530948|XP_015027846.1|DVIR	LOC5579021|XP_001664201.1|AAEG
OG0002040	LOC6629308|XP_032288888.1|DVIR	LOC5567539|XP_001657534.2|AAEG
OG0002041	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR	LOC5574220|XP_021705038.1|AAEG
OG0002042	LOC6632341|XP_002056409.1|DVIR	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	LOC6629647|XP_002053557.2|DVIR	LOC5566845|XP_021707045.1|AAEG
OG0002044	LOC6633046|XP_002056269.1|DVIR	LOC5569098|XP_021704479.1|AAEG
OG0002045	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR	LOC5575783|XP_021711581.1|AAEG
OG0002046	LOC6634693|XP_002058304.1|DVIR	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG
OG0002047	LOC6634675|XP_032296474.1|DVIR	LOC5574875|XP_021705084.1|AAEG
OG0002048	LOC6632363|XP_002056724.2|DVIR	LOC5568508|XP_021706823.1|AAEG
OG0002049	LOC6632287|XP_002056729.1|DVIR	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	LOC6629856|XP_032292860.1|DVIR	LOC5567603|XP_001657581.2|AAEG
OG0002051	LOC26531904|XP_015030378.1|DVIR	LOC5572308|XP_001654008.2|AAEG
OG0002052	LOC6623847|XP_002046229.1|DVIR	LOC5578479|XP_001657002.1|AAEG
OG0002053	LOC6629605|XP_002054670.2|DVIR, LOC6629603|XP_002054668.2|DVIR	LOC5567154|XP_021710816.1|AAEG
OG0002054	LOC6632543|XP_002056186.1|DVIR	LOC5573603|XP_001654737.1|AAEG
OG0002055	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	LOC6622886|XP_002048169.1|DVIR	LOC5577348|XP_001656424.1|AAEG
OG0002057	LOC6627975|XP_002051781.1|DVIR	LOC5577352|XP_001656428.1|AAEG
OG0002058	LOC6623174|XP_002046124.1|DVIR	LOC5577353|XP_001656429.1|AAEG
OG0002059	LOC6632616|XP_002056316.1|DVIR	LOC5577389|XP_021704715.1|AAEG
OG0002060	LOC6626587|XP_002049766.1|DVIR	LOC5577358|XP_021705543.1|AAEG
OG0002061	LOC6625739|XP_032291908.1|DVIR	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002062	LOC6634648|XP_002058299.3|DVIR	LOC5574435|XP_001661442.2|AAEG
OG0002063	LOC6633540|XP_002057238.1|DVIR	LOC5574436|XP_001661450.1|AAEG
OG0002064	LOC6634505|XP_015025097.1|DVIR	LOC5569005|XP_021710263.1|AAEG
OG0002065	LOC6623715|XP_002047355.2|DVIR	LOC5568999|XP_021710982.1|AAEG
OG0002066	LOC6630811|XP_015027417.1|DVIR	LOC5572998|XP_021708630.1|AAEG
OG0002067	LOC6626937|XP_002049244.1|DVIR	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	LOC6625314|XP_002048757.1|DVIR	LOC5572482|XP_001660430.2|AAEG
OG0002069	LOC6633275|XP_002057134.1|DVIR	LOC5568009|XP_021708297.1|AAEG
OG0002070	LOC6630130|XP_002053682.1|DVIR	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	LOC6631122|XP_002054242.1|DVIR, LOC6631121|XP_002054241.1|DVIR	LOC5579855|XP_021708220.1|AAEG
OG0002072	LOC6626533|XP_002050657.1|DVIR	LOC5579835|XP_001651510.2|AAEG
OG0002073	LOC6622626|XP_032290694.1|DVIR	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	LOC6626580|XP_002049693.1|DVIR	LOC5576240|XP_001656018.1|AAEG
OG0002075	LOC26530442|XP_015028814.1|DVIR	LOC5574555|XP_001661504.1|AAEG
OG0002076	LOC6626692|XP_032292959.1|DVIR	LOC5568197|XP_021710717.1|AAEG
OG0002077	LOC6622532|XP_032291318.1|DVIR	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	LOC6625145|XP_002049554.1|DVIR	LOC5563914|XP_001648220.1|AAEG
OG0002079	LOC6624462|XP_002048071.1|DVIR	LOC5575305|XP_021704437.1|AAEG
OG0002080	LOC6634522|XP_002058071.2|DVIR, LOC6625119|XP_002049499.1|DVIR	LOC5571113|XP_001659554.2|AAEG
OG0002081	LOC6624784|XP_002049437.1|DVIR	LOC5573774|XP_001654766.1|AAEG
OG0002082	LOC6625656|XP_032293288.1|DVIR	LOC5565492|XP_021709770.1|AAEG
OG0002083	LOC6633873|XP_032296511.1|DVIR	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG
OG0002084	LOC6625624|XP_002049068.1|DVIR	LOC5569429|XP_021708673.1|AAEG
OG0002085	LOC6626264|XP_002050906.1|DVIR	LOC5564333|XP_021708440.1|AAEG
OG0002086	LOC6626480|XP_002049074.1|DVIR	LOC5568708|XP_001652532.1|AAEG
OG0002087	LOC26531396|XP_032289985.1|DVIR	LOC5567364|XP_021707763.1|AAEG
OG0002088	LOC6624726|XP_015030511.1|DVIR	LOC5576762|XP_021704245.1|AAEG
OG0002089	LOC6635359|XP_002058905.1|DVIR	LOC5567176|XP_021711063.1|AAEG
OG0002090	LOC6624051|XP_002047469.1|DVIR	LOC5571906|XP_001659999.1|AAEG
OG0002091	LOC6626001|XP_032293005.1|DVIR	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	LOC6623949|XP_032291244.1|DVIR	LOC5578091|XP_021708505.1|AAEG
OG0002093	LOC6627267|XP_002049909.1|DVIR	LOC5566861|XP_021704283.1|AAEG
OG0002094	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR	LOC110678270|XP_021706584.1|AAEG
OG0002095	LOC6634544|XP_002058288.1|DVIR	LOC5568456|XP_021706643.1|AAEG
OG0002096	LOC6626956|XP_032292980.1|DVIR	LOC5573267|XP_021706586.1|AAEG
OG0002097	LOC6625109|XP_002049283.2|DVIR	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002098	LOC6624287|XP_015031432.1|DVIR	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG
OG0002099	LOC6629885|XP_002054545.1|DVIR	LOC5563694|XP_021709597.1|AAEG
OG0002100	LOC6623652|XP_002048244.3|DVIR	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	LOC6625848|XP_032292941.1|DVIR	LOC5564119|XP_021711134.1|AAEG
OG0002102	LOC6626790|XP_002049829.2|DVIR	LOC5573221|XP_001654423.1|AAEG
OG0002103	LOC6629840|XP_002054540.2|DVIR	LOC110681058|XP_021712515.1|AAEG
OG0002117	LOC6635550|XP_002059097.1|DVIR	LOC5566213|XP_001650619.1|AAEG
OG0002118	LOC26530985|XP_015024798.1|DVIR, LOC26531314|XP_032296684.1|DVIR	LOC5574523|XP_021694485.1|AAEG
OG0002119	LOC6631147|XP_015026969.1|DVIR	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG
OG0002120	LOC6636209|XP_002059699.1|DVIR	LOC5574324|XP_021694589.1|AAEG
OG0002121	LOC6634874|XP_032295296.1|DVIR	LOC5574653|XP_001661569.2|AAEG
OG0002122	LOC6628662|XP_002051818.2|DVIR	LOC110674755|XP_021694710.1|AAEG, LOC110675515|XP_021696466.1|AAEG, LOC110681454|XP_021712905.1|AAEG, LOC110680203|XP_021711713.1|AAEG, LOC110678556|XP_021707262.1|AAEG, LOC110677160|XP_021703681.1|AAEG
OG0002123	LOC6628453|XP_032294579.1|DVIR	LOC5564728|XP_021694777.1|AAEG
OG0002124	LOC6635457|XP_002059059.2|DVIR	LOC110674789|XP_021694816.1|AAEG
OG0002125	LOC6626451|XP_002049681.1|DVIR	LOC5569483|XP_001658568.1|AAEG
OG0002126	LOC6622481|XP_015030519.1|DVIR	LOC5571983|XP_021711962.1|AAEG
OG0002127	LOC6631364|XP_032296113.1|DVIR	LOC5576059|XP_021712546.1|AAEG
OG0002128	LOC6635484|XP_032296156.1|DVIR	LOC5573411|XP_021712952.1|AAEG
OG0002129	LOC6635015|XP_002058659.2|DVIR	LOC5580025|XP_021713390.1|AAEG
OG0002130	LOC6634737|XP_032289213.1|DVIR	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG
OG0002131	LOC6632912|XP_002056257.1|DVIR	LOC110674739|XP_021694575.1|AAEG
OG0002132	LOC6634124|XP_002057725.1|DVIR	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG
OG0002133	LOC6633868|XP_002056970.1|DVIR	LOC5578622|XP_001657043.1|AAEG
OG0002134	LOC6634526|XP_002057955.1|DVIR	LOC5565115|XP_021694229.1|AAEG
OG0002135	LOC6633633|XP_032296266.1|DVIR	LOC5576370|XP_021695425.1|AAEG
OG0002136	LOC6633024|XP_002055941.1|DVIR	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG
OG0002137	LOC6630771|XP_032294881.1|DVIR	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG
OG0002138	LOC6633690|XP_002057007.1|DVIR	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG
OG0002139	LOC6634723|XP_032289223.1|DVIR	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG
OG0002140	LOC6636033|XP_032296209.1|DVIR	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG
OG0002141	LOC6628236|XP_002051806.1|DVIR, LOC6635239|XP_002058767.1|DVIR	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG
OG0002142	LOC116651839|XP_032294831.1|DVIR, LOC6631029|XP_002054120.1|DVIR	LOC5577016|XP_001656303.1|AAEG
OG0002143	LOC6629068|XP_002051612.1|DVIR	LOC5580031|XP_001653915.2|AAEG
OG0002144	LOC6636217|XP_002059718.2|DVIR	LOC5570082|XP_021698481.1|AAEG
OG0002145	LOC6630186|XP_002053255.2|DVIR	LOC5570416|XP_001659123.1|AAEG
OG0002146	LOC6633035|XP_002056062.1|DVIR	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG
OG0002147	LOC6631667|XP_032295642.1|DVIR	LOC5576462|XP_021700291.1|AAEG
OG0002148	LOC6636821|XP_002060303.1|DVIR	LOC5576488|XP_001662681.2|AAEG
OG0002149	LOC6636273|XP_002059686.2|DVIR	LOC5570710|XP_021700856.1|AAEG
OG0002150	LOC6634442|XP_002058057.1|DVIR	LOC5570704|XP_021700978.1|AAEG
OG0002151	LOC6627819|XP_002051144.2|DVIR, LOC116651415|XP_032293610.1|DVIR	LOC5570703|XP_001659296.2|AAEG
OG0002152	LOC6632813|XP_015026071.2|DVIR	LOC5567724|XP_021702264.1|AAEG
OG0002153	LOC6632214|XP_002055882.1|DVIR	LOC5567044|XP_021702532.1|AAEG
OG0002154	LOC6634683|XP_015025121.1|DVIR	LOC5576299|XP_021702619.1|AAEG
OG0002155	LOC6629478|XP_002054093.1|DVIR	LOC5576875|XP_001662973.2|AAEG
OG0002156	LOC6622839|XP_002047681.1|DVIR	LOC5571483|XP_021704276.1|AAEG
OG0002157	LOC6632474|XP_002056175.1|DVIR	LOC5572105|XP_021704743.1|AAEG
OG0002158	LOC6626071|XP_015029587.1|DVIR	LOC5575865|XP_021704847.1|AAEG
OG0002159	LOC6626895|XP_002050817.1|DVIR	LOC5579199|XP_021705121.1|AAEG
OG0002160	LOC6630552|XP_032295302.1|DVIR	LOC5577891|XP_001663597.2|AAEG
OG0002161	LOC6631150|XP_002054253.1|DVIR	LOC5578146|XP_001663717.1|AAEG
OG0002162	LOC6631254|XP_015027358.1|DVIR	LOC5578143|XP_001663713.2|AAEG
OG0002163	LOC6633681|XP_002057286.2|DVIR, LOC6623976|XP_002047394.1|DVIR	LOC5565033|XP_001649405.1|AAEG
OG0002164	LOC6632752|XP_002056475.1|DVIR	LOC5565255|XP_001649617.2|AAEG
OG0002165	LOC6630211|XP_002053714.1|DVIR	LOC5576560|XP_001662743.2|AAEG
OG0002166	LOC6627363|XP_002051670.1|DVIR	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG
OG0002167	LOC6635352|XP_002058898.1|DVIR	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG
OG0002168	LOC116651107|XP_032292837.1|DVIR, LOC6626797|XP_002049948.2|DVIR	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG
OG0002169	LOC6622909|XP_002047074.1|DVIR	LOC5568544|XP_021707598.1|AAEG
OG0002170	LOC6636192|XP_002059738.1|DVIR	LOC5572782|XP_001654181.2|AAEG
OG0002171	LOC6631188|XP_002054833.1|DVIR	LOC5579419|XP_021708592.1|AAEG
OG0002172	LOC6630961|XP_002054738.1|DVIR	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG
