Orthogroup	DVIR.longest_only	CCAP.longest_only
OG0001895	LOC6636233|XP_002059747.2|DVIR	CCAP1982_LOCUS9931|CAD7001434.1|CCAP
OG0001896	LOC26531476|XP_032289175.1|DVIR	CCAP1982_LOCUS10482|CAD7001996.1|CCAP
OG0001897	LOC6630568|XP_002054385.1|DVIR	CCAP1982_LOCUS2463|CAD6993655.1|CCAP
OG0001899	LOC6635016|XP_032294826.1|DVIR	CCAP1982_LOCUS1209|CAD6992345.1|CCAP
OG0001901	LOC6627289|XP_032294122.1|DVIR	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP
OG0001903	LOC6634914|XP_002058674.2|DVIR	CCAP1982_LOCUS2781|CAD6994000.1|CCAP
OG0001904	LOC6632940|XP_002056127.2|DVIR	CCAP1982_LOCUS2825|CAD6994050.1|CCAP
OG0001906	LOC6632312|XP_032289778.1|DVIR	CCAP1982_LOCUS1455|CAD6992606.1|CCAP, CCAP1982_LOCUS1453|CAD6992604.1|CCAP, CCAP1982_LOCUS1454|CAD6992605.1|CCAP
OG0001908	LOC6633216|XP_002055981.1|DVIR	CCAP1982_LOCUS2718|CAD6993930.1|CCAP
OG0001910	LOC6632727|XP_002056050.1|DVIR	CCAP1982_LOCUS3105|CAD6994350.1|CCAP
OG0001911	LOC6629987|XP_015027658.1|DVIR	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP
OG0001912	LOC6626582|XP_002049695.2|DVIR	CCAP1982_LOCUS2354|CAD6993542.1|CCAP
OG0001914	LOC6632225|XP_032288800.1|DVIR	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP
OG0001915	LOC6623134|XP_032290356.1|DVIR	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP
OG0001916	LOC6626949|XP_015029030.1|DVIR	CCAP1982_LOCUS21919|CAD7013905.1|CCAP
OG0001917	LOC6624259|XP_002047159.2|DVIR	CCAP1982_LOCUS10929|CAD7002439.1|CCAP
OG0001918	LOC6622066|XP_002047081.2|DVIR	CCAP1982_LOCUS11525|CAD7003062.1|CCAP
OG0001919	LOC6625344|XP_002050426.1|DVIR	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP
OG0001920	LOC6627339|XP_002052236.1|DVIR, LOC6631186|XP_002053241.1|DVIR	CCAP1982_LOCUS12172|CAD7003736.1|CCAP
OG0001921	LOC6635342|XP_002058869.1|DVIR	CCAP1982_LOCUS14964|CAD7006661.1|CCAP
OG0001922	LOC6636374|XP_002059903.1|DVIR	CCAP1982_LOCUS7235|CAD6998676.1|CCAP
OG0001923	LOC6624146|XP_032290475.1|DVIR	CCAP1982_LOCUS12433|CAD7004010.1|CCAP, CCAP1982_LOCUS12451|CAD7004027.1|CCAP
OG0001924	LOC6629175|XP_032294253.1|DVIR	CCAP1982_LOCUS5884|CAD6997251.1|CCAP
OG0001925	LOC6624356|XP_002046938.1|DVIR	CCAP1982_LOCUS13224|CAD7004835.1|CCAP
OG0001926	LOC6624449|XP_015031116.1|DVIR	CCAP1982_LOCUS14894|CAD7006580.1|CCAP
OG0001928	LOC6623265|XP_032290171.1|DVIR	CCAP1982_LOCUS12931|CAD7004534.1|CCAP
OG0001929	LOC6624086|XP_032291330.1|DVIR	CCAP1982_LOCUS12927|CAD7004530.1|CCAP
OG0001930	LOC6625194|XP_002048747.2|DVIR	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP
OG0001931	LOC6623813|XP_032291040.1|DVIR	CCAP1982_LOCUS14738|CAD7006418.1|CCAP
OG0001932	LOC6623786|XP_002047365.1|DVIR	CCAP1982_LOCUS14734|CAD7006414.1|CCAP
OG0001933	LOC6626854|XP_002050088.1|DVIR	CCAP1982_LOCUS20458|CAD7012364.1|CCAP
OG0001934	LOC6623856|XP_002047841.1|DVIR	CCAP1982_LOCUS11449|CAD7002986.1|CCAP
OG0001935	LOC6623638|XP_002046186.2|DVIR	CCAP1982_LOCUS14888|CAD7006574.1|CCAP
OG0001937	LOC6636473|XP_002059922.2|DVIR	CCAP1982_LOCUS21341|CAD7013270.1|CCAP
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	CCAP1982_LOCUS21455|CAD7013390.1|CCAP
OG0001940	LOC26531019|XP_032292582.1|DVIR	CCAP1982_LOCUS21655|CAD7013601.1|CCAP
OG0001941	LOC6631184|XP_015027223.1|DVIR	CCAP1982_LOCUS11356|CAD7002887.1|CCAP
OG0001942	LOC6635955|XP_002059397.2|DVIR	CCAP1982_LOCUS21879|CAD7013860.1|CCAP
OG0001943	LOC6623341|XP_002046189.1|DVIR	CCAP1982_LOCUS14883|CAD7006569.1|CCAP
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	CCAP1982_LOCUS11128|CAD7002645.1|CCAP
OG0001945	LOC6635919|XP_002059359.3|DVIR	CCAP1982_LOCUS22711|CAD7014732.1|CCAP
OG0001946	LOC6626501|XP_002050870.1|DVIR	CCAP1982_LOCUS21691|CAD7013647.1|CCAP
OG0001947	LOC6626615|XP_002050599.1|DVIR	CCAP1982_LOCUS21692|CAD7013648.1|CCAP
OG0001948	LOC6622360|XP_002047720.1|DVIR	CCAP1982_LOCUS13820|CAD7005460.1|CCAP
OG0001949	LOC6623797|XP_032290625.1|DVIR	CCAP1982_LOCUS13083|CAD7004689.1|CCAP
OG0001950	LOC6630671|XP_032295217.1|DVIR	CCAP1982_LOCUS4560|CAD6995859.1|CCAP
OG0001951	LOC6626511|XP_032292583.1|DVIR	CCAP1982_LOCUS23274|CAD7015329.1|CCAP
OG0001952	LOC6626111|XP_002050024.1|DVIR	CCAP1982_LOCUS23010|CAD7015053.1|CCAP
OG0001953	LOC6636370|XP_032292427.1|DVIR	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP
OG0001954	LOC6627056|XP_002050512.2|DVIR	CCAP1982_LOCUS23202|CAD7015253.1|CCAP
OG0001955	LOC6626572|XP_002050551.1|DVIR	CCAP1982_LOCUS22670|CAD7014686.1|CCAP
OG0001957	LOC6626358|XP_002050861.1|DVIR	CCAP1982_LOCUS22307|CAD7014307.1|CCAP
OG0001958	LOC6624884|XP_032291947.1|DVIR	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP
OG0001959	LOC6624711|XP_002048130.3|DVIR	CCAP1982_LOCUS14238|CAD7005898.1|CCAP
OG0001960	LOC6622927|XP_032291068.1|DVIR	CCAP1982_LOCUS12222|CAD7003786.1|CCAP
OG0001961	LOC6627254|XP_015029602.1|DVIR	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP
OG0001962	LOC6635923|XP_032292197.1|DVIR	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP
OG0001963	LOC6622663|XP_002047023.1|DVIR	CCAP1982_LOCUS12183|CAD7003747.1|CCAP
OG0001964	LOC6622277|XP_002046649.2|DVIR	CCAP1982_LOCUS12354|CAD7003931.1|CCAP
OG0001965	LOC6623540|XP_002047328.2|DVIR	CCAP1982_LOCUS12704|CAD7004284.1|CCAP
OG0001966	LOC6630544|XP_002054415.1|DVIR	CCAP1982_LOCUS3040|CAD6994279.1|CCAP
OG0001967	LOC6625387|XP_002050304.1|DVIR	CCAP1982_LOCUS22780|CAD7014812.1|CCAP
OG0001968	LOC6623937|XP_002046279.1|DVIR	CCAP1982_LOCUS14972|CAD7006670.1|CCAP
OG0001969	LOC6625261|XP_002050690.1|DVIR	CCAP1982_LOCUS21687|CAD7013643.1|CCAP
OG0001970	LOC6625600|XP_002050260.1|DVIR	CCAP1982_LOCUS23267|CAD7015322.1|CCAP
OG0001971	LOC6626723|XP_032293156.1|DVIR	CCAP1982_LOCUS8403|CAD6999893.1|CCAP
OG0001972	LOC6626123|XP_002050030.1|DVIR	CCAP1982_LOCUS23021|CAD7015065.1|CCAP
OG0001973	LOC6627053|XP_015030141.1|DVIR	CCAP1982_LOCUS22029|CAD7014023.1|CCAP
OG0001974	LOC6625696|XP_002048846.2|DVIR	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP
OG0001975	LOC6623862|XP_002047408.1|DVIR	CCAP1982_LOCUS11501|CAD7003038.1|CCAP
OG0001976	LOC6626906|XP_002050966.1|DVIR	CCAP1982_LOCUS22353|CAD7014356.1|CCAP
OG0001977	LOC6627449|XP_032293907.1|DVIR	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP
OG0001978	LOC6628402|XP_032294042.1|DVIR	CCAP1982_LOCUS7617|CAD6999071.1|CCAP
OG0001979	LOC6623792|XP_002048622.1|DVIR, LOC6628450|XP_002051653.1|DVIR	CCAP1982_LOCUS8860|CAD7000384.1|CCAP
OG0001980	LOC6635756|XP_002059113.1|DVIR	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP
OG0001981	LOC6628102|XP_032294392.1|DVIR	CCAP1982_LOCUS7875|CAD6999348.1|CCAP
OG0001982	LOC6629007|XP_002051276.2|DVIR	CCAP1982_LOCUS5569|CAD6996896.1|CCAP
OG0001983	LOC26531357|XP_032288987.1|DVIR	CCAP1982_LOCUS3020|CAD6994259.1|CCAP
OG0001984	LOC6628168|XP_002051464.2|DVIR	CCAP1982_LOCUS9240|CAD7000765.1|CCAP
OG0001985	LOC6634040|XP_032293613.1|DVIR	CCAP1982_LOCUS5651|CAD6996989.1|CCAP
OG0001986	LOC6628175|XP_002051445.1|DVIR	CCAP1982_LOCUS6409|CAD6997784.1|CCAP
OG0001988	LOC6625855|XP_002050111.1|DVIR	CCAP1982_LOCUS22258|CAD7014255.1|CCAP
OG0001989	LOC6628311|XP_002052865.1|DVIR	CCAP1982_LOCUS6085|CAD6997439.1|CCAP, CCAP1982_LOCUS20246|CAD7012149.1|CCAP
OG0001990	LOC6627818|XP_002051143.2|DVIR	CCAP1982_LOCUS6087|CAD6997441.1|CCAP, CCAP1982_LOCUS6088|CAD6997442.1|CCAP
OG0001991	LOC6629075|XP_032294338.1|DVIR	CCAP1982_LOCUS5893|CAD6997260.1|CCAP, CCAP1982_LOCUS5892|CAD6997259.1|CCAP
OG0001992	LOC6627897|XP_032294616.1|DVIR	CCAP1982_LOCUS7304|CAD6998750.1|CCAP
OG0001993	LOC6634213|XP_002057806.1|DVIR	CCAP1982_LOCUS6510|CAD6997891.1|CCAP
OG0001994	LOC6629688|XP_015027572.1|DVIR	CCAP1982_LOCUS4040|CAD6995322.1|CCAP
OG0001995	LOC6634297|XP_002057449.1|DVIR	CCAP1982_LOCUS7864|CAD6999337.1|CCAP
OG0001996	LOC6628189|XP_032294003.1|DVIR	CCAP1982_LOCUS6834|CAD6998223.1|CCAP
OG0001997	LOC6626236|XP_002048860.1|DVIR	CCAP1982_LOCUS22833|CAD7014869.1|CCAP
OG0001998	LOC6626332|XP_032291752.1|DVIR	CCAP1982_LOCUS22838|CAD7014874.1|CCAP
OG0001999	LOC6627059|XP_015029165.1|DVIR	CCAP1982_LOCUS23209|CAD7015261.1|CCAP, CCAP1982_LOCUS23214|CAD7015266.1|CCAP
OG0002000	LOC6627761|XP_002052650.1|DVIR	CCAP1982_LOCUS8817|CAD7000334.1|CCAP
OG0002001	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR	CCAP1982_LOCUS8682|CAD7000189.1|CCAP
OG0002003	LOC6633984|XP_002057848.1|DVIR	CCAP1982_LOCUS9016|CAD7000540.1|CCAP
OG0002004	LOC6628214|XP_015028608.1|DVIR	CCAP1982_LOCUS7661|CAD6999117.1|CCAP
OG0002005	LOC6633901|XP_015025296.2|DVIR	CCAP1982_LOCUS9022|CAD7000546.1|CCAP
OG0002006	LOC6628358|XP_032294603.1|DVIR	CCAP1982_LOCUS8852|CAD7000372.1|CCAP
OG0002007	LOC6628906|XP_002051550.1|DVIR	CCAP1982_LOCUS5813|CAD6997170.1|CCAP
OG0002008	LOC6636271|XP_032290159.1|DVIR	CCAP1982_LOCUS10577|CAD7002089.1|CCAP, CCAP1982_LOCUS10575|CAD7002087.1|CCAP, CCAP1982_LOCUS10578|CAD7002090.1|CCAP
OG0002009	LOC6624883|XP_032292330.1|DVIR	CCAP1982_LOCUS7153|CAD6998573.1|CCAP
OG0002010	LOC6633986|XP_002057850.1|DVIR	CCAP1982_LOCUS9018|CAD7000542.1|CCAP
OG0002011	LOC6634004|XP_002057825.3|DVIR	CCAP1982_LOCUS5797|CAD6997153.1|CCAP
OG0002012	LOC6627349|XP_002052460.2|DVIR	CCAP1982_LOCUS8101|CAD6999576.1|CCAP
OG0002013	LOC6634155|XP_032293567.1|DVIR	CCAP1982_LOCUS5842|CAD6997203.1|CCAP
OG0002014	LOC6626383|XP_002050057.1|DVIR	CCAP1982_LOCUS20407|CAD7012313.1|CCAP
OG0002015	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR	CCAP1982_LOCUS8287|CAD6999764.1|CCAP
OG0002016	LOC6626610|XP_032292177.1|DVIR	CCAP1982_LOCUS22546|CAD7014545.1|CCAP
OG0002017	LOC6629111|XP_032293893.1|DVIR	CCAP1982_LOCUS7916|CAD6999390.1|CCAP, CCAP1982_LOCUS7914|CAD6999388.1|CCAP
OG0002018	LOC6634214|XP_002057807.3|DVIR	CCAP1982_LOCUS5457|CAD6996782.1|CCAP
OG0002019	LOC116651542|XP_032293992.1|DVIR, LOC6628983|XP_032293990.1|DVIR	CCAP1982_LOCUS7335|CAD6998781.1|CCAP
OG0002020	LOC6634183|XP_002057441.2|DVIR	CCAP1982_LOCUS5558|CAD6996885.1|CCAP
OG0002021	LOC6625386|XP_002050303.2|DVIR	CCAP1982_LOCUS22781|CAD7014814.1|CCAP, CCAP1982_LOCUS22783|CAD7014816.1|CCAP
OG0002022	LOC6628404|XP_032294501.1|DVIR	CCAP1982_LOCUS7961|CAD6999437.1|CCAP
OG0002023	LOC6632895|XP_002056195.1|DVIR	CCAP1982_LOCUS2755|CAD6993970.1|CCAP
OG0002024	LOC6623556|XP_032290041.1|DVIR	CCAP1982_LOCUS5710|CAD6997056.1|CCAP
OG0002025	LOC6628942|XP_032293538.1|DVIR	CCAP1982_LOCUS8538|CAD7000034.1|CCAP
OG0002026	LOC6622563|XP_002047703.2|DVIR	CCAP1982_LOCUS11688|CAD7003227.1|CCAP, CCAP1982_LOCUS11689|CAD7003228.1|CCAP
OG0002027	LOC6626290|XP_015029287.1|DVIR	CCAP1982_LOCUS20430|CAD7012336.1|CCAP, CCAP1982_LOCUS20431|CAD7012337.1|CCAP
OG0002028	LOC6626936|XP_032293080.1|DVIR	CCAP1982_LOCUS20133|CAD7012029.1|CCAP
OG0002029	LOC6623931|XP_002047397.2|DVIR	CCAP1982_LOCUS12945|CAD7004548.1|CCAP
OG0002030	LOC6625886|XP_002050357.1|DVIR	CCAP1982_LOCUS21186|CAD7013113.1|CCAP
OG0002031	LOC6624786|XP_015029730.1|DVIR	CCAP1982_LOCUS19460|CAD7011357.1|CCAP
OG0002032	LOC6629903|XP_002053401.1|DVIR	CCAP1982_LOCUS23288|CAD7015343.1|CCAP, CCAP1982_LOCUS508|CAD6991591.1|CCAP
OG0002035	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR	CCAP1982_LOCUS4823|CAD6996129.1|CCAP
OG0002036	LOC6630386|XP_015027037.2|DVIR	CCAP1982_LOCUS4283|CAD6995573.1|CCAP, CCAP1982_LOCUS4277|CAD6995566.1|CCAP, CCAP1982_LOCUS4286|CAD6995576.1|CCAP
OG0002038	LOC6629346|XP_002053262.1|DVIR	CCAP1982_LOCUS630|CAD6991717.1|CCAP
OG0002039	LOC26530948|XP_015027846.1|DVIR	CCAP1982_LOCUS5672|CAD6997011.1|CCAP
OG0002040	LOC6629308|XP_032288888.1|DVIR	CCAP1982_LOCUS4199|CAD6995484.1|CCAP
OG0002041	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR	CCAP1982_LOCUS19975|CAD7011863.1|CCAP
OG0002042	LOC6632341|XP_002056409.1|DVIR	CCAP1982_LOCUS4396|CAD6995689.1|CCAP, CCAP1982_LOCUS4389|CAD6995682.1|CCAP
OG0002043	LOC6629647|XP_002053557.2|DVIR	CCAP1982_LOCUS561|CAD6991647.1|CCAP
OG0002044	LOC6633046|XP_002056269.1|DVIR	CCAP1982_LOCUS4877|CAD6996185.1|CCAP, CCAP1982_LOCUS4875|CAD6996183.1|CCAP
OG0002045	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR	CCAP1982_LOCUS278|CAD6991349.1|CCAP
OG0002048	LOC6632363|XP_002056724.2|DVIR	CCAP1982_LOCUS826|CAD6991936.1|CCAP
OG0002049	LOC6632287|XP_002056729.1|DVIR	CCAP1982_LOCUS4976|CAD6996293.1|CCAP
OG0002050	LOC6629856|XP_032292860.1|DVIR	CCAP1982_LOCUS5116|CAD6996444.1|CCAP
OG0002051	LOC26531904|XP_015030378.1|DVIR	CCAP1982_LOCUS22484|CAD7014482.1|CCAP
OG0002052	LOC6623847|XP_002046229.1|DVIR	CCAP1982_LOCUS14831|CAD7006517.1|CCAP
OG0002053	LOC6629605|XP_002054670.2|DVIR	CCAP1982_LOCUS270|CAD6991341.1|CCAP
OG0002053	LOC6629603|XP_002054668.2|DVIR	CCAP1982_LOCUS268|CAD6991339.1|CCAP
OG0002054	LOC6632543|XP_002056186.1|DVIR	CCAP1982_LOCUS2427|CAD6993617.1|CCAP
OG0002055	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR	CCAP1982_LOCUS382|CAD6991457.1|CCAP
OG0002056	LOC6622886|XP_002048169.1|DVIR	CCAP1982_LOCUS10781|CAD7002289.1|CCAP
OG0002057	LOC6627975|XP_002051781.1|DVIR	CCAP1982_LOCUS7071|CAD6998476.1|CCAP
OG0002058	LOC6623174|XP_002046124.1|DVIR	CCAP1982_LOCUS2599|CAD6993803.1|CCAP, CCAP1982_LOCUS12120|CAD7003683.1|CCAP
OG0002059	LOC6632616|XP_002056316.1|DVIR	CCAP1982_LOCUS862|CAD6991975.1|CCAP
OG0002060	LOC6626587|XP_002049766.1|DVIR	CCAP1982_LOCUS20652|CAD7012567.1|CCAP
OG0002061	LOC6625739|XP_032291908.1|DVIR	CCAP1982_LOCUS21100|CAD7013011.1|CCAP
OG0002065	LOC6623715|XP_002047355.2|DVIR	CCAP1982_LOCUS10902|CAD7002410.1|CCAP, CCAP1982_LOCUS10901|CAD7002409.1|CCAP
OG0002066	LOC6630811|XP_015027417.1|DVIR	CCAP1982_LOCUS4585|CAD6995884.1|CCAP, CCAP1982_LOCUS4583|CAD6995882.1|CCAP
OG0002067	LOC6626937|XP_002049244.1|DVIR	CCAP1982_LOCUS20152|CAD7012050.1|CCAP
OG0002068	LOC6625314|XP_002048757.1|DVIR	CCAP1982_LOCUS21706|CAD7013663.1|CCAP
OG0002070	LOC6630130|XP_002053682.1|DVIR	CCAP1982_LOCUS603|CAD6991690.1|CCAP
OG0002071	LOC6631122|XP_002054242.1|DVIR, LOC6631121|XP_002054241.1|DVIR	CCAP1982_LOCUS2429|CAD6993619.1|CCAP
OG0002072	LOC6626533|XP_002050657.1|DVIR	CCAP1982_LOCUS22664|CAD7014680.1|CCAP
OG0002073	LOC6622626|XP_032290694.1|DVIR	CCAP1982_LOCUS12294|CAD7003864.1|CCAP
OG0002074	LOC6626580|XP_002049693.1|DVIR	CCAP1982_LOCUS19998|CAD7011886.1|CCAP
OG0002076	LOC6626692|XP_032292959.1|DVIR	CCAP1982_LOCUS20493|CAD7012405.1|CCAP
OG0002077	LOC6622532|XP_032291318.1|DVIR	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP
OG0002078	LOC6625145|XP_002049554.1|DVIR	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP
OG0002079	LOC6624462|XP_002048071.1|DVIR	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP
OG0002081	LOC6624784|XP_002049437.1|DVIR	CCAP1982_LOCUS19470|CAD7011368.1|CCAP
OG0002082	LOC6625656|XP_032293288.1|DVIR	CCAP1982_LOCUS20250|CAD7012153.1|CCAP
OG0002084	LOC6625624|XP_002049068.1|DVIR	CCAP1982_LOCUS20885|CAD7012782.1|CCAP
OG0002085	LOC6626264|XP_002050906.1|DVIR	CCAP1982_LOCUS20467|CAD7012373.1|CCAP
OG0002086	LOC6626480|XP_002049074.1|DVIR	CCAP1982_LOCUS20236|CAD7012138.1|CCAP
OG0002087	LOC26531396|XP_032289985.1|DVIR	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP, CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP
OG0002088	LOC6624726|XP_015030511.1|DVIR	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP
OG0002089	LOC6635359|XP_002058905.1|DVIR	CCAP1982_LOCUS19383|CAD7011275.1|CCAP
OG0002090	LOC6624051|XP_002047469.1|DVIR	CCAP1982_LOCUS14391|CAD7006056.1|CCAP
OG0002091	LOC6626001|XP_032293005.1|DVIR	CCAP1982_LOCUS19481|CAD7011380.1|CCAP
OG0002092	LOC6623949|XP_032291244.1|DVIR	CCAP1982_LOCUS14442|CAD7006110.1|CCAP
OG0002093	LOC6627267|XP_002049909.1|DVIR	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP
OG0002094	LOC6624979|XP_032289448.1|DVIR, LOC116650951|XP_032292149.1|DVIR	CCAP1982_LOCUS20508|CAD7012424.1|CCAP
OG0002096	LOC6626956|XP_032292980.1|DVIR	CCAP1982_LOCUS20399|CAD7012303.1|CCAP
OG0002097	LOC6625109|XP_002049283.2|DVIR	CCAP1982_LOCUS20691|CAD7012607.1|CCAP
OG0002098	LOC6624287|XP_015031432.1|DVIR	CCAP1982_LOCUS11791|CAD7003331.1|CCAP
OG0002099	LOC6629885|XP_002054545.1|DVIR	CCAP1982_LOCUS1590|CAD6992745.1|CCAP
OG0002100	LOC6623652|XP_002048244.3|DVIR	CCAP1982_LOCUS13404|CAD7005032.1|CCAP
OG0002101	LOC6625848|XP_032292941.1|DVIR	CCAP1982_LOCUS20972|CAD7012873.1|CCAP
OG0002102	LOC6626790|XP_002049829.2|DVIR	CCAP1982_LOCUS20632|CAD7012547.1|CCAP
OG0002103	LOC6629840|XP_002054540.2|DVIR	CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP
OG0002106	LOC6629940|XP_002054368.2|DVIR	CCAP1982_LOCUS11799|CAD7003340.1|CCAP, CCAP1982_LOCUS1564|CAD6992719.1|CCAP, CCAP1982_LOCUS1559|CAD6992714.1|CCAP
OG0002107	LOC6629238|XP_002052614.1|DVIR	CCAP1982_LOCUS10008|CAD7001511.1|CCAP, CCAP1982_LOCUS9526|CAD7001054.1|CCAP, CCAP1982_LOCUS10007|CAD7001510.1|CCAP, CCAP1982_LOCUS10009|CAD7001512.1|CCAP, CCAP1982_LOCUS9531|CAD7001059.1|CCAP, CCAP1982_LOCUS10003|CAD7001506.1|CCAP, CCAP1982_LOCUS10006|CAD7001509.1|CCAP, CCAP1982_LOCUS9516|CAD7001044.1|CCAP, CCAP1982_LOCUS9271|CAD7000796.1|CCAP, CCAP1982_LOCUS9273|CAD7000798.1|CCAP, CCAP1982_LOCUS9272|CAD7000797.1|CCAP, CCAP1982_LOCUS9530|CAD7001058.1|CCAP, CCAP1982_LOCUS7926|CAD6999400.1|CCAP
OG0002108	LOC6630695|XP_002054402.2|DVIR	CCAP1982_LOCUS3025|CAD6994264.1|CCAP
OG0002109	LOC6629275|XP_002052981.2|DVIR	CCAP1982_LOCUS1350|CAD6992499.1|CCAP
OG0002110	LOC6628810|XP_002051233.2|DVIR	CCAP1982_LOCUS14266|CAD7005928.1|CCAP, CCAP1982_LOCUS11344|CAD7002875.1|CCAP, CCAP1982_LOCUS2317|CAD6993504.1|CCAP
OG0002117	LOC6635550|XP_002059097.1|DVIR	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP
OG0002118	LOC26531314|XP_032296684.1|DVIR	CCAP1982_LOCUS4162|CAD6995445.1|CCAP, CCAP1982_LOCUS4161|CAD6995444.1|CCAP
OG0002119	LOC6631147|XP_015026969.1|DVIR	CCAP1982_LOCUS1582|CAD6992737.1|CCAP
OG0002120	LOC6636209|XP_002059699.1|DVIR	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP
OG0002121	LOC6634874|XP_032295296.1|DVIR	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP
OG0002123	LOC6628453|XP_032294579.1|DVIR	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP
OG0002125	LOC6626451|XP_002049681.1|DVIR	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP
OG0002126	LOC6622481|XP_015030519.1|DVIR	CCAP1982_LOCUS14264|CAD7005926.1|CCAP
OG0002129	LOC6635015|XP_002058659.2|DVIR	CCAP1982_LOCUS1207|CAD6992343.1|CCAP
OG0002131	LOC6632912|XP_002056257.1|DVIR	CCAP1982_LOCUS1884|CAD6993052.1|CCAP
OG0002132	LOC6634124|XP_002057725.1|DVIR	CCAP1982_LOCUS5552|CAD6996879.1|CCAP
OG0002136	LOC6633024|XP_002055941.1|DVIR	CCAP1982_LOCUS2138|CAD6993322.1|CCAP
OG0002142	LOC116651839|XP_032294831.1|DVIR, LOC6631029|XP_002054120.1|DVIR	CCAP1982_LOCUS1997|CAD6993175.1|CCAP
OG0002143	LOC6629068|XP_002051612.1|DVIR	CCAP1982_LOCUS9161|CAD7000687.1|CCAP
OG0002144	LOC6636217|XP_002059718.2|DVIR	CCAP1982_LOCUS13418|CAD7005047.1|CCAP
OG0002145	LOC6630186|XP_002053255.2|DVIR	CCAP1982_LOCUS622|CAD6991709.1|CCAP
OG0002146	LOC6633035|XP_002056062.1|DVIR	CCAP1982_LOCUS1665|CAD6992828.1|CCAP
