Orthogroup	DVIR.longest_only	DELE.longest_only
OG0001786	LOC6628627|XP_002052583.1|DVIR	LOC108139015|XP_017117107.1|DELE
OG0001787	LOC6628625|XP_032294223.1|DVIR, LOC116651664|XP_032294380.1|DVIR	LOC108138821|XP_017116808.1|DELE
OG0001788	LOC6625143|XP_002049552.1|DVIR	LOC108134664|XP_017110549.1|DELE
OG0001789	LOC6626595|XP_002049031.1|DVIR	LOC108135384|XP_017111567.1|DELE
OG0001790	LOC6628698|XP_002052563.1|DVIR	LOC108138228|XP_017115839.1|DELE
OG0001791	LOC6624934|XP_032292689.1|DVIR	LOC108144432|XP_017124803.1|DELE
OG0001792	LOC6629252|XP_032294061.1|DVIR	LOC108138933|XP_017116995.1|DELE
OG0001793	LOC6627236|XP_032292073.1|DVIR	LOC108149744|XP_017133013.1|DELE
OG0001794	LOC6627730|XP_002051747.1|DVIR	LOC108150465|XP_017134143.1|DELE
OG0001795	LOC6627568|XP_032294613.1|DVIR	LOC108150452|XP_017134101.1|DELE
OG0001796	LOC6631658|XP_002055348.2|DVIR	LOC108149971|XP_017133379.1|DELE
OG0001797	LOC6636265|XP_002059678.2|DVIR	LOC108145321|XP_017126184.1|DELE
OG0001798	LOC6625853|XP_002050109.1|DVIR	LOC108144254|XP_017124423.1|DELE
OG0001799	LOC6631590|XP_032295994.1|DVIR	LOC108145044|XP_017125717.1|DELE
OG0001800	LOC6628473|XP_002052556.1|DVIR	LOC108138324|XP_017115974.1|DELE
OG0001801	LOC6622930|XP_002047075.2|DVIR	LOC108150358|XP_017133981.1|DELE
OG0001802	LOC6629278|XP_002054686.1|DVIR	LOC108144053|XP_017124186.1|DELE
OG0001803	LOC6632864|XP_002056675.1|DVIR	LOC108141176|XP_017119893.1|DELE
OG0001804	LOC6630762|XP_002054621.2|DVIR	LOC108137475|XP_017114670.1|DELE
OG0001805	LOC6622190|XP_002046870.1|DVIR	LOC108147522|XP_017129593.1|DELE
OG0001806	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR	LOC108139236|XP_017117392.1|DELE
OG0001807	LOC6630098|XP_002053691.2|DVIR	LOC108148337|XP_017130828.1|DELE
OG0001808	LOC6632288|XP_015025750.1|DVIR	LOC108140506|XP_017118777.1|DELE
OG0001809	LOC6629377|XP_002053541.2|DVIR	LOC108141211|XP_017119949.1|DELE
OG0001810	LOC6630960|XP_032295283.1|DVIR	LOC108148485|XP_017131008.1|DELE
OG0001811	LOC6626827|XP_032292193.1|DVIR	LOC108147063|XP_017128843.1|DELE
OG0001812	LOC26530639|XP_015025128.1|DVIR	LOC108134928|XP_017110937.1|DELE
OG0001813	LOC6629515|XP_015026896.1|DVIR	LOC108135750|XP_017112073.1|DELE
OG0001814	LOC6630279|XP_015026820.1|DVIR	LOC108141065|XP_017119708.1|DELE
OG0001815	LOC6632402|XP_002056619.1|DVIR	LOC108148408|XP_017130933.1|DELE
OG0001816	LOC6635334|XP_002058883.2|DVIR	LOC108149143|XP_017132039.1|DELE
OG0001816	LOC6635416|XP_002058959.1|DVIR	LOC108137004|XP_017113994.1|DELE
OG0001817	LOC6626119|XP_015029333.2|DVIR	LOC108141375|XP_017120199.1|DELE
OG0001818	LOC6634571|XP_002058183.3|DVIR	LOC108144879|XP_017125529.1|DELE
OG0001819	LOC6627260|XP_002049916.1|DVIR	LOC108143690|XP_017123705.1|DELE
OG0001820	LOC6636062|XP_002059593.1|DVIR	LOC108138554|XP_017116313.1|DELE
OG0001821	LOC6627093|XP_002048808.2|DVIR	LOC108144794|XP_017125402.1|DELE
OG0001822	LOC6625121|XP_002050888.1|DVIR	LOC108149199|XP_017132112.1|DELE
OG0001823	LOC6624514|XP_002048532.1|DVIR	LOC108150317|XP_017133921.1|DELE
OG0001824	LOC6627439|XP_002052240.1|DVIR	LOC108147942|XP_017130216.1|DELE
OG0001825	LOC6626396|XP_032293313.1|DVIR	LOC108143374|XP_017123182.1|DELE
OG0001826	LOC6626408|XP_002050049.1|DVIR	LOC108143568|XP_017123567.1|DELE
OG0001827	LOC6626493|XP_002049318.1|DVIR	LOC108144448|XP_017124828.1|DELE
OG0001828	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR	LOC108136508|XP_017113249.1|DELE
OG0001829	LOC6625646|XP_032292883.1|DVIR	LOC108144798|XP_017125407.1|DELE
OG0001830	LOC6627140|XP_002049434.1|DVIR	LOC108135392|XP_017111580.1|DELE
OG0001831	LOC6636801|XP_015023735.1|DVIR	LOC108135481|XP_017111713.1|DELE
OG0001832	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR	LOC108141135|XP_017119850.1|DELE
OG0001833	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR	LOC108144678|XP_017125229.1|DELE
OG0001834	LOC6632915|XP_002056260.1|DVIR	LOC108135013|XP_017111037.1|DELE
OG0001837	LOC6623054|XP_002047093.2|DVIR	LOC108145713|XP_017126763.1|DELE
OG0001838	LOC6626967|XP_032292174.1|DVIR	LOC108149049|XP_017131880.1|DELE
OG0001839	LOC6626504|XP_002050203.1|DVIR	LOC108149177|XP_017132083.1|DELE, LOC108143346|XP_017123156.1|DELE
OG0001841	LOC6623464|XP_002047784.1|DVIR	LOC108146485|XP_017128003.1|DELE, LOC108146486|XP_017128004.1|DELE
OG0001842	LOC6636814|XP_002060296.1|DVIR	LOC108145648|XP_017126686.1|DELE
OG0001843	LOC6622087|XP_002047529.1|DVIR	LOC108146066|XP_017127368.1|DELE, LOC108146068|XP_017127371.1|DELE
OG0001844	LOC6622681|XP_002047997.1|DVIR	LOC108136046|XP_017112465.1|DELE, LOC108136047|XP_017112466.1|DELE, LOC108136043|XP_017112463.1|DELE
OG0001845	LOC6633819|XP_002057040.1|DVIR	LOC108149272|XP_017132204.1|DELE
OG0001845	LOC6625330|XP_002049057.1|DVIR	LOC108141732|XP_017120715.1|DELE
OG0001846	LOC6630499|XP_002054393.1|DVIR	LOC108140443|XP_017118663.1|DELE, LOC108140445|XP_017118665.1|DELE
OG0001848	LOC26531103|XP_032289865.1|DVIR	LOC108140077|XP_017118269.1|DELE
OG0001849	LOC6630912|XP_002053771.2|DVIR	LOC108136960|XP_017113934.1|DELE
OG0001850	LOC6636235|XP_032290149.1|DVIR	LOC108145306|XP_017126134.1|DELE
OG0001851	LOC6636228|XP_002059708.2|DVIR	LOC108145275|XP_017126057.1|DELE
OG0001852	LOC6622731|XP_015030933.1|DVIR	LOC108146021|XP_017127287.1|DELE
OG0001853	LOC6634863|XP_032295228.1|DVIR	LOC108148589|XP_017131125.1|DELE
OG0001854	LOC6633855|XP_002057378.2|DVIR	LOC108137682|XP_017115031.1|DELE
OG0001855	LOC6625553|XP_002049003.1|DVIR	LOC108144275|XP_017124451.1|DELE
OG0001856	LOC116649727|XP_032295783.1|DVIR	LOC108136537|XP_017113316.1|DELE
OG0001857	LOC6632127|XP_032295634.1|DVIR	LOC108144403|XP_017124701.1|DELE
OG0001858	LOC6632170|XP_032295594.1|DVIR	LOC108136640|XP_017113448.1|DELE
OG0001859	LOC6631306|XP_002055049.1|DVIR	LOC108140850|XP_017119324.1|DELE
OG0001860	LOC6624578|XP_002047917.1|DVIR	LOC108135614|XP_017111918.1|DELE
OG0001861	LOC6631111|XP_002054135.2|DVIR	LOC108148924|XP_017131730.1|DELE
OG0001862	LOC6629574|XP_002054857.1|DVIR	LOC108144988|XP_017125635.1|DELE
OG0001863	LOC6631747|XP_002055467.1|DVIR	LOC108138541|XP_017116300.1|DELE
OG0001864	LOC6630472|XP_002054108.2|DVIR	LOC108150315|XP_017133922.1|DELE
OG0001865	LOC6631982|XP_002055607.1|DVIR	LOC108150041|XP_017133492.1|DELE
OG0001866	LOC6632536|XP_032289602.1|DVIR	LOC108135905|XP_017112315.1|DELE
OG0001867	LOC6623883|XP_002046829.1|DVIR	LOC108135574|XP_017111834.1|DELE
OG0001868	LOC6628004|XP_002051410.2|DVIR	LOC108140097|XP_017118289.1|DELE, LOC108135465|XP_017111696.1|DELE
OG0001869	LOC6635141|XP_002058378.2|DVIR	LOC108140406|XP_017118611.1|DELE
OG0001870	LOC6636048|XP_002059575.1|DVIR	LOC108140658|XP_017119083.1|DELE
OG0001871	LOC6634744|XP_002058192.1|DVIR	LOC108142827|XP_017122380.1|DELE
OG0001872	LOC6629499|XP_002054519.1|DVIR	LOC108148998|XP_017131829.1|DELE
OG0001873	LOC6634973|XP_015024816.1|DVIR	LOC108141110|XP_017119814.1|DELE
OG0001874	LOC6636736|XP_002060211.1|DVIR	LOC108143924|XP_017123997.1|DELE
OG0001875	LOC6630198|XP_032296221.1|DVIR	LOC108144075|XP_017124214.1|DELE
OG0001876	LOC6626360|XP_032292439.1|DVIR	LOC108134948|XP_017110962.1|DELE
OG0001877	LOC6632027|XP_002055017.1|DVIR	LOC108141161|XP_017119881.1|DELE
OG0001878	LOC6632250|XP_002056079.1|DVIR	LOC108147288|XP_017129195.1|DELE
OG0001879	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR	LOC108144005|XP_017124115.1|DELE
OG0001880	LOC6631180|XP_002053235.1|DVIR	LOC108135824|XP_017112195.1|DELE
OG0001881	LOC6634930|XP_002058441.1|DVIR	LOC108135860|XP_017112250.1|DELE
OG0001882	LOC6630847|XP_002053929.1|DVIR	LOC108148687|XP_017131320.1|DELE
OG0001883	LOC6630823|XP_015026855.1|DVIR	LOC108148591|XP_017131135.1|DELE, LOC108148705|XP_017131345.1|DELE
OG0001884	LOC6629741|XP_002054145.1|DVIR	LOC108140708|XP_017119153.1|DELE
OG0001885	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR	LOC108138296|XP_017115940.1|DELE
OG0001886	LOC6629593|XP_002053000.1|DVIR	LOC108143067|XP_017122770.1|DELE
OG0001887	LOC6626745|XP_002049308.1|DVIR	LOC108143287|XP_017123091.1|DELE
OG0001888	LOC6632956|XP_002056573.1|DVIR	LOC108141107|XP_017119807.1|DELE
OG0001889	LOC6631540|XP_002055064.1|DVIR	LOC108136636|XP_017113444.1|DELE
OG0001890	LOC6624456|XP_002047611.1|DVIR	LOC108142867|XP_017122430.1|DELE
OG0001891	LOC6630380|XP_032295643.1|DVIR	LOC108136805|XP_017113690.1|DELE
OG0001892	LOC6628853|XP_002051239.2|DVIR	LOC108145645|XP_017126675.1|DELE
OG0001893	LOC6633062|XP_002055951.1|DVIR	LOC108147279|XP_017129184.1|DELE
OG0001894	LOC6635922|XP_002059362.1|DVIR	LOC108149633|XP_017132852.1|DELE
OG0001895	LOC6636233|XP_002059747.2|DVIR	LOC108145273|XP_017126052.1|DELE
OG0001896	LOC26531476|XP_032289175.1|DVIR	LOC108135457|XP_017111690.1|DELE
OG0001897	LOC6630568|XP_002054385.1|DVIR	LOC108135117|XP_017111197.1|DELE
OG0001898	LOC6633845|XP_002057197.1|DVIR	LOC108137738|XP_017115125.1|DELE
OG0001899	LOC6635016|XP_032294826.1|DVIR	LOC108135756|XP_017112087.1|DELE
OG0001900	LOC6622825|XP_002047546.1|DVIR	LOC108145680|XP_017126725.1|DELE
OG0001901	LOC6627289|XP_032294122.1|DVIR	LOC108135227|XP_017111345.1|DELE
OG0001903	LOC6634914|XP_002058674.2|DVIR	LOC108141165|XP_017119882.1|DELE
OG0001904	LOC6632940|XP_002056127.2|DVIR	LOC108148647|XP_017131261.1|DELE
OG0001905	LOC6626283|XP_032293097.1|DVIR	LOC108142432|XP_017121781.1|DELE
OG0001906	LOC6632312|XP_032289778.1|DVIR	LOC108140551|XP_017118890.1|DELE
OG0001907	LOC6636667|XP_032295789.1|DVIR	LOC108141624|XP_017120580.1|DELE
OG0001908	LOC6633216|XP_002055981.1|DVIR	LOC108140388|XP_017118584.1|DELE
OG0001909	LOC6632123|XP_002055261.1|DVIR	LOC108136487|XP_017113190.1|DELE
OG0001910	LOC6632727|XP_002056050.1|DVIR	LOC108135131|XP_017111228.1|DELE
OG0001911	LOC6629987|XP_015027658.1|DVIR	LOC108135070|XP_017111117.1|DELE
OG0001912	LOC6626582|XP_002049695.2|DVIR	LOC108144902|XP_017125553.1|DELE
OG0001913	LOC6627779|XP_002052018.1|DVIR	LOC108135303|XP_017111476.1|DELE
OG0001914	LOC6632225|XP_032288800.1|DVIR	LOC108136758|XP_017113597.1|DELE
OG0001915	LOC6623134|XP_032290356.1|DVIR	LOC108146363|XP_017127830.1|DELE
OG0001916	LOC6626949|XP_015029030.1|DVIR	LOC108145177|XP_017125902.1|DELE
OG0001917	LOC6624259|XP_002047159.2|DVIR	LOC108142211|XP_017121410.1|DELE
OG0001918	LOC6622066|XP_002047081.2|DVIR	LOC108146405|XP_017127895.1|DELE
OG0001919	LOC6625344|XP_002050426.1|DVIR	LOC108144685|XP_017125239.1|DELE
OG0001920	LOC6631186|XP_002053241.1|DVIR	LOC108146082|XP_017127390.1|DELE
OG0001921	LOC6635342|XP_002058869.1|DVIR	LOC108149144|XP_017132040.1|DELE
OG0001922	LOC6636374|XP_002059903.1|DVIR	LOC108149188|XP_017132097.1|DELE
OG0001923	LOC6624146|XP_032290475.1|DVIR	LOC108146739|XP_017128333.1|DELE
OG0001924	LOC6629175|XP_032294253.1|DVIR	LOC108135183|XP_017111293.1|DELE, LOC108149211|XP_017132127.1|DELE
OG0001925	LOC6624356|XP_002046938.1|DVIR	LOC108147456|XP_017129474.1|DELE
OG0001926	LOC26531907|XP_032290167.1|DVIR	LOC108147485|XP_017129529.1|DELE
OG0001927	LOC6626539|XP_002050749.1|DVIR	LOC108137942|XP_017115389.1|DELE
OG0001928	LOC6623265|XP_032290171.1|DVIR	LOC108150264|XP_017133835.1|DELE
OG0001929	LOC6624086|XP_032291330.1|DVIR	LOC108150175|XP_017133636.1|DELE
OG0001930	LOC6625194|XP_002048747.2|DVIR	LOC108138668|XP_017116502.1|DELE
OG0001931	LOC6623813|XP_032291040.1|DVIR	LOC108150113|XP_017133566.1|DELE
OG0001932	LOC6623786|XP_002047365.1|DVIR	LOC108150221|XP_017133753.1|DELE
OG0001933	LOC6626854|XP_002050088.1|DVIR	LOC108144405|XP_017124725.1|DELE
OG0001934	LOC6623856|XP_002047841.1|DVIR	LOC108150361|XP_017133984.1|DELE
OG0001935	LOC6623638|XP_002046186.2|DVIR	LOC108146318|XP_017127770.1|DELE
OG0001937	LOC6636473|XP_002059922.2|DVIR	LOC108144588|XP_017125073.1|DELE
OG0001938	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR	LOC108144373|XP_017124636.1|DELE
OG0001939	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR	LOC108145399|XP_017126287.1|DELE
OG0001940	LOC26531019|XP_032292582.1|DVIR	LOC108149603|XP_017132786.1|DELE
OG0001941	LOC6631184|XP_015027223.1|DVIR	LOC108146530|XP_017128057.1|DELE
OG0001942	LOC6635955|XP_002059397.2|DVIR	LOC108145114|XP_017125812.1|DELE
OG0001943	LOC6623341|XP_002046189.1|DVIR	LOC108145736|XP_017126787.1|DELE
OG0001944	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR	LOC108146091|XP_017127408.1|DELE
OG0001945	LOC6635919|XP_002059359.3|DVIR	LOC108149571|XP_017132695.1|DELE
OG0001946	LOC6626501|XP_002050870.1|DVIR	LOC108149636|XP_017132857.1|DELE
OG0001947	LOC6626615|XP_002050599.1|DVIR	LOC108137640|XP_017114941.1|DELE, LOC108144242|XP_017124409.1|DELE
OG0001948	LOC6622360|XP_002047720.1|DVIR	LOC108136527|XP_017113290.1|DELE
OG0001949	LOC6623797|XP_032290625.1|DVIR	LOC108142573|XP_017122013.1|DELE
OG0001950	LOC6630671|XP_032295217.1|DVIR	LOC108137449|XP_017114627.1|DELE
OG0001951	LOC6626511|XP_032292583.1|DVIR	LOC108137524|XP_017114727.1|DELE
OG0001952	LOC6626111|XP_002050024.1|DVIR	LOC108146773|XP_017128405.1|DELE
OG0001953	LOC6636370|XP_032292427.1|DVIR	LOC108149123|XP_017132012.1|DELE
OG0001954	LOC6627056|XP_002050512.2|DVIR	LOC108144802|XP_017125455.1|DELE, LOC108147045|XP_017128807.1|DELE
OG0001955	LOC6626572|XP_002050551.1|DVIR	LOC108149685|XP_017132939.1|DELE, LOC108137441|XP_017114598.1|DELE
OG0001956	LOC6624021|XP_002048311.3|DVIR	LOC108135568|XP_017111816.1|DELE
OG0001957	LOC6626358|XP_002050861.1|DVIR	LOC108145221|XP_017125965.1|DELE
OG0001958	LOC6624884|XP_032291947.1|DVIR	LOC108138774|XP_017116727.1|DELE
OG0001959	LOC6624711|XP_002048130.3|DVIR	LOC108142222|XP_017121426.1|DELE
OG0001960	LOC6622927|XP_032291068.1|DVIR	LOC108145881|XP_017127016.1|DELE
OG0001961	LOC6627254|XP_015029602.1|DVIR	LOC108144723|XP_017125307.1|DELE
OG0001962	LOC6635923|XP_032292197.1|DVIR	LOC108149632|XP_017132851.1|DELE
OG0001963	LOC6622663|XP_002047023.1|DVIR	LOC108146878|XP_017128599.1|DELE
OG0001964	LOC6622277|XP_002046649.2|DVIR	LOC108142680|XP_017122173.1|DELE
OG0001965	LOC6623540|XP_002047328.2|DVIR	LOC108142439|XP_017121792.1|DELE
OG0001966	LOC6630544|XP_002054415.1|DVIR	LOC108140680|XP_017119115.1|DELE
OG0001967	LOC6625387|XP_002050304.1|DVIR	LOC108145223|XP_017125967.1|DELE, LOC108137386|XP_017114538.1|DELE
OG0001968	LOC6623937|XP_002046279.1|DVIR	LOC108150117|XP_017133570.1|DELE
OG0001969	LOC6625261|XP_002050690.1|DVIR	LOC108149640|XP_017132864.1|DELE
OG0001970	LOC6625600|XP_002050260.1|DVIR	LOC108136597|XP_017113405.1|DELE, LOC108137555|XP_017114770.1|DELE
OG0001971	LOC6626723|XP_032293156.1|DVIR	LOC108144959|XP_017125594.1|DELE
OG0001972	LOC6626123|XP_002050030.1|DVIR	LOC108149621|XP_017132842.1|DELE
OG0001973	LOC6627053|XP_015030141.1|DVIR	LOC108143461|XP_017123384.1|DELE
OG0001974	LOC6625696|XP_002048846.2|DVIR	LOC108143458|XP_017123381.1|DELE
OG0001975	LOC6623862|XP_002047408.1|DVIR	LOC108145710|XP_017126760.1|DELE
OG0001976	LOC6626906|XP_002050966.1|DVIR	LOC108144552|XP_017125015.1|DELE
OG0001977	LOC6627449|XP_032293907.1|DVIR	LOC108135219|XP_017111331.1|DELE
OG0001978	LOC6628402|XP_032294042.1|DVIR	LOC108149543|XP_017132669.1|DELE
OG0001979	LOC6628450|XP_002051653.1|DVIR	LOC108138155|XP_017115732.1|DELE
OG0001980	LOC6635756|XP_002059113.1|DVIR	LOC108147806|XP_017130040.1|DELE
OG0001981	LOC6628102|XP_032294392.1|DVIR	LOC108149332|XP_017132288.1|DELE
OG0001982	LOC6629007|XP_002051276.2|DVIR	LOC108137058|XP_017114054.1|DELE
OG0001983	LOC26531357|XP_032288987.1|DVIR	LOC108139367|XP_017117586.1|DELE, LOC108139358|XP_017117574.1|DELE
OG0001984	LOC6628168|XP_002051464.2|DVIR	LOC108148215|XP_017130618.1|DELE
OG0001985	LOC6634040|XP_032293613.1|DVIR	LOC108141798|XP_017120845.1|DELE
OG0001986	LOC6628175|XP_002051445.1|DVIR	LOC108150697|XP_017134449.1|DELE
OG0001987	LOC6633394|XP_032289114.1|DVIR	LOC108136295|XP_017112869.1|DELE
OG0001988	LOC6625855|XP_002050111.1|DVIR	LOC108144453|XP_017124833.1|DELE
OG0001989	LOC6628311|XP_002052865.1|DVIR	LOC108149153|XP_017132044.1|DELE
OG0001990	LOC6627818|XP_002051143.2|DVIR	LOC108141989|XP_017121137.1|DELE
OG0001992	LOC6627897|XP_032294616.1|DVIR	LOC108138257|XP_017115890.1|DELE
OG0001993	LOC6634213|XP_002057806.1|DVIR	LOC108135279|XP_017111449.1|DELE
OG0001994	LOC6629688|XP_015027572.1|DVIR	LOC108136916|XP_017113871.1|DELE
OG0001995	LOC6634297|XP_002057449.1|DVIR	LOC108138944|XP_017117012.1|DELE
OG0001996	LOC6628189|XP_032294003.1|DVIR	LOC108149459|XP_017132546.1|DELE
OG0001997	LOC6626236|XP_002048860.1|DVIR	LOC108141369|XP_017120188.1|DELE
OG0001998	LOC6626332|XP_032291752.1|DVIR	LOC108141367|XP_017120180.1|DELE
OG0001999	LOC6627059|XP_015029165.1|DVIR	LOC108147060|XP_017128837.1|DELE, LOC108137930|XP_017115373.1|DELE
OG0002000	LOC6627761|XP_002052650.1|DVIR	LOC108149411|XP_017132455.1|DELE
OG0002001	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR	LOC108149391|XP_017132410.1|DELE
OG0002002	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR	LOC108137944|XP_017115391.1|DELE
OG0002003	LOC6633984|XP_002057848.1|DVIR	LOC108141811|XP_017120873.1|DELE
OG0002004	LOC6628214|XP_015028608.1|DVIR	LOC108138940|XP_017117007.1|DELE
OG0002005	LOC6633901|XP_015025296.2|DVIR	LOC108150488|XP_017134183.1|DELE
OG0002006	LOC6628358|XP_032294603.1|DVIR	LOC108138143|XP_017115696.1|DELE
OG0002007	LOC6628906|XP_002051550.1|DVIR	LOC108149482|XP_017132587.1|DELE
OG0002008	LOC6636271|XP_032290159.1|DVIR	LOC108145297|XP_017126103.1|DELE
OG0002009	LOC6624883|XP_032292330.1|DVIR	LOC108138048|XP_017115516.1|DELE, LOC108149163|XP_017132051.1|DELE
OG0002010	LOC6633986|XP_002057850.1|DVIR	LOC108142057|XP_017121230.1|DELE
OG0002011	LOC6634004|XP_002057825.3|DVIR	LOC108138223|XP_017115831.1|DELE
OG0002012	LOC6627349|XP_002052460.2|DVIR	LOC108149346|XP_017132325.1|DELE
OG0002013	LOC6634155|XP_032293567.1|DVIR	LOC108138899|XP_017116930.1|DELE
OG0002014	LOC6626383|XP_002050057.1|DVIR	LOC108145539|XP_017126528.1|DELE
OG0002015	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR	LOC108138021|XP_017115480.1|DELE
OG0002016	LOC6626610|XP_032292177.1|DVIR	LOC108149757|XP_017133063.1|DELE
OG0002017	LOC6629111|XP_032293893.1|DVIR	LOC108135324|XP_017111500.1|DELE
OG0002018	LOC6634214|XP_002057807.3|DVIR	LOC108135278|XP_017111448.1|DELE
OG0002019	LOC6628983|XP_032293990.1|DVIR	LOC108138194|XP_017115795.1|DELE
OG0002020	LOC6634183|XP_002057441.2|DVIR	LOC108139032|XP_017117130.1|DELE
OG0002021	LOC6625386|XP_002050303.2|DVIR	LOC108145222|XP_017125966.1|DELE
OG0002022	LOC6628404|XP_032294501.1|DVIR	LOC108141691|XP_017120660.1|DELE
OG0002023	LOC6632895|XP_002056195.1|DVIR	LOC108135358|XP_017111542.1|DELE
OG0002025	LOC6628942|XP_032293538.1|DVIR	LOC108134522|XP_017110349.1|DELE
OG0002026	LOC6622563|XP_002047703.2|DVIR	LOC108143250|XP_017123046.1|DELE
OG0002027	LOC6626290|XP_015029287.1|DVIR	LOC108134629|XP_017110503.1|DELE, LOC108137504|XP_017114708.1|DELE
OG0002028	LOC6626936|XP_032293080.1|DVIR	LOC108141463|XP_017120356.1|DELE
OG0002029	LOC6623931|XP_002047397.2|DVIR	LOC108147421|XP_017129367.1|DELE
OG0002030	LOC6625886|XP_002050357.1|DVIR	LOC108144212|XP_017124375.1|DELE
OG0002031	LOC6624786|XP_015029730.1|DVIR	LOC108147598|XP_017129727.1|DELE
OG0002032	LOC6629903|XP_002053401.1|DVIR	LOC108140469|XP_017118698.1|DELE
OG0002033	LOC6633486|XP_002057345.1|DVIR	LOC108144741|XP_017125365.1|DELE
OG0002034	LOC6634834|XP_002058015.3|DVIR	LOC108135920|XP_017112351.1|DELE
OG0002035	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR	LOC108143862|XP_017123916.1|DELE
OG0002036	LOC6630386|XP_015027037.2|DVIR	LOC108135028|XP_017111049.1|DELE
OG0002037	LOC6624342|XP_002046338.1|DVIR	LOC108145727|XP_017126779.1|DELE
OG0002038	LOC6629346|XP_002053262.1|DVIR	LOC108140022|XP_017118213.1|DELE, LOC108136830|XP_017113735.1|DELE
OG0002039	LOC26530948|XP_015027846.1|DVIR	LOC108134805|XP_017110746.1|DELE, LOC108135934|XP_017112372.1|DELE
OG0002040	LOC6629308|XP_032288888.1|DVIR	LOC108141913|XP_017121026.1|DELE
OG0002041	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR	LOC108145451|XP_017126380.1|DELE
OG0002042	LOC6632341|XP_002056409.1|DVIR	LOC108141138|XP_017119851.1|DELE
OG0002043	LOC6629647|XP_002053557.2|DVIR	LOC108148355|XP_017130861.1|DELE
OG0002044	LOC6633046|XP_002056269.1|DVIR	LOC108148723|XP_017131382.1|DELE
OG0002045	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR	LOC108144055|XP_017124188.1|DELE
OG0002046	LOC6634693|XP_002058304.1|DVIR	LOC108140929|XP_017119482.1|DELE
OG0002047	LOC6634675|XP_032296474.1|DVIR	LOC108134853|XP_017110817.1|DELE
OG0002048	LOC6632363|XP_002056724.2|DVIR	LOC108141562|XP_017120496.1|DELE
OG0002049	LOC6632287|XP_002056729.1|DVIR	LOC108140500|XP_017118765.1|DELE
OG0002050	LOC6629856|XP_032292860.1|DVIR	LOC108140567|XP_017118916.1|DELE
OG0002051	LOC26531904|XP_015030378.1|DVIR	LOC108144624|XP_017125140.1|DELE
OG0002052	LOC6623847|XP_002046229.1|DVIR	LOC108145758|XP_017126814.1|DELE
OG0002053	LOC6629603|XP_002054668.2|DVIR	LOC108143968|XP_017124056.1|DELE
OG0002054	LOC6632543|XP_002056186.1|DVIR	LOC108148291|XP_017130749.1|DELE
OG0002055	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR	LOC108135122|XP_017111213.1|DELE, LOC108147756|XP_017129976.1|DELE
OG0002056	LOC6622886|XP_002048169.1|DVIR	LOC108146730|XP_017128319.1|DELE
OG0002057	LOC6627975|XP_002051781.1|DVIR	LOC108141845|XP_017120925.1|DELE
OG0002058	LOC6623174|XP_002046124.1|DVIR	LOC108146042|XP_017127327.1|DELE
OG0002059	LOC6632616|XP_002056316.1|DVIR	LOC108148791|XP_017131499.1|DELE
OG0002060	LOC6626587|XP_002049766.1|DVIR	LOC108149797|XP_017133152.1|DELE
OG0002061	LOC6625739|XP_032291908.1|DVIR	LOC108144791|XP_017125398.1|DELE
OG0002062	LOC6634648|XP_002058299.3|DVIR	LOC108140885|XP_017119406.1|DELE
OG0002063	LOC6633540|XP_002057238.1|DVIR	LOC108138599|XP_017116379.1|DELE
OG0002064	LOC6634505|XP_015025097.1|DVIR	LOC108146108|XP_017127428.1|DELE
OG0002065	LOC6623715|XP_002047355.2|DVIR	LOC108145889|XP_017127027.1|DELE
OG0002066	LOC6630811|XP_015027417.1|DVIR	LOC108140512|XP_017118792.1|DELE
OG0002067	LOC6626937|XP_002049244.1|DVIR	LOC108141545|XP_017120475.1|DELE
OG0002068	LOC6625314|XP_002048757.1|DVIR	LOC108139084|XP_017117201.1|DELE
OG0002069	LOC6633275|XP_002057134.1|DVIR	LOC108138485|XP_017116180.1|DELE, LOC108139286|XP_017117474.1|DELE
OG0002070	LOC6630130|XP_002053682.1|DVIR	LOC108140389|XP_017118586.1|DELE
