Orthogroup	DVIR.longest_only	BTRY.longest_only
OG0000917	LOC116650092|XP_032289321.1|DVIR, LOC26531740|XP_032289056.1|DVIR, LOC6636301|XP_032289055.1|DVIR, LOC6628562|XP_032294275.1|DVIR	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC6633907|XP_002057600.2|DVIR	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC6631868|XP_002055729.1|DVIR	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC6633285|XP_032296543.1|DVIR	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC6624203|XP_002046311.1|DVIR	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC6633149|XP_032289546.1|DVIR	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC6634642|XP_032296402.1|DVIR	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC6629469|XP_002054084.1|DVIR, LOC6629470|XP_002054085.1|DVIR	LOC120781343|XP_039969481.1|BTRY
OG0000926	LOC6631171|XP_002053519.1|DVIR, LOC6632480|XP_002056293.1|DVIR	LOC120767371|XP_039949286.1|BTRY
OG0000927	LOC6634860|XP_002058695.1|DVIR, LOC6635048|XP_002058691.1|DVIR	LOC120780354|XP_039968583.1|BTRY
OG0000928	LOC6627416|XP_002051089.1|DVIR	LOC120769523|XP_039952493.1|BTRY, LOC120769611|XP_039952643.1|BTRY
OG0000929	LOC6627613|XP_002051980.1|DVIR, LOC6627612|XP_002051979.1|DVIR	LOC120775118|XP_039961070.1|BTRY, LOC120775117|XP_039961069.1|BTRY, LOC120773596|XP_039958525.1|BTRY
OG0000930	LOC6622902|XP_002048178.1|DVIR, LOC6622845|XP_002048179.1|DVIR	LOC120778002|XP_039965599.1|BTRY
OG0000931	LOC6625618|XP_002049042.2|DVIR, LOC6634266|XP_002057548.2|DVIR	LOC120777343|XP_039964529.1|BTRY
OG0000932	LOC6635782|XP_002059178.1|DVIR	LOC120776427|XP_039963013.1|BTRY, LOC120778429|XP_039966144.1|BTRY
OG0000936	LOC26531850|XP_015027951.1|DVIR	LOC120780309|XP_039968536.1|BTRY
OG0000937	LOC6630245|XP_032291170.1|DVIR	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY
OG0000938	LOC6634443|XP_002058058.2|DVIR	LOC120773905|XP_039959019.1|BTRY
OG0000939	LOC6628877|XP_002051657.1|DVIR	LOC120768922|XP_039951631.1|BTRY
OG0000940	LOC6622897|XP_002046496.1|DVIR	LOC120773988|XP_039959185.1|BTRY
OG0000941	LOC6632210|XP_032295832.1|DVIR, LOC26530762|XP_015028854.1|DVIR	LOC120774258|XP_039959658.1|BTRY
OG0000943	LOC6625103|XP_032291712.1|DVIR	LOC120772195|XP_039956594.1|BTRY
OG0000943	LOC26531691|XP_032293157.1|DVIR	LOC120781099|XP_039969176.1|BTRY
OG0000944	LOC6631350|XP_002054991.1|DVIR	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC116650756|XP_032291321.1|DVIR, LOC6622580|XP_002046437.1|DVIR	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC6628668|XP_002051824.1|DVIR	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC6625546|XP_002049981.1|DVIR	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC6623734|XP_002046831.1|DVIR, LOC6637061|XP_002060479.2|DVIR	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC6633358|XP_002056982.2|DVIR	LOC120775099|XP_039961043.1|BTRY
OG0000949	LOC6633356|XP_015025630.1|DVIR	LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC116649735|XP_032296341.1|DVIR, LOC6634491|XP_002058229.2|DVIR, LOC6632489|XP_015026143.1|DVIR	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC6629850|XP_002054471.1|DVIR, LOC6633470|XP_002057061.1|DVIR	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC6628104|XP_002052009.2|DVIR	LOC120767446|XP_039949443.1|BTRY
OG0000954	LOC6626250|XP_002049192.1|DVIR, LOC6626249|XP_002049191.2|DVIR	LOC120769033|XP_039951812.1|BTRY, LOC120772942|XP_039957778.1|BTRY
OG0000955	LOC6629545|XP_002053835.2|DVIR	LOC120782758|XP_039971146.1|BTRY
OG0000956	LOC6630216|XP_002054581.1|DVIR, LOC6630219|XP_002054584.1|DVIR	LOC120766814|XP_039948458.1|BTRY
OG0000957	LOC6626049|XP_002050454.2|DVIR, LOC6626050|XP_002050455.1|DVIR	LOC120782518|XP_039970761.1|BTRY
OG0000958	LOC6627110|XP_032293167.1|DVIR	LOC120766545|XP_039948059.1|BTRY
OG0000959	LOC6634152|XP_002057629.1|DVIR	LOC120771314|XP_039955187.1|BTRY
OG0000960	LOC6634433|XP_002058346.2|DVIR, LOC6623049|XP_002046514.2|DVIR, LOC6623660|XP_032290597.1|DVIR	LOC120773794|XP_039958829.1|BTRY, LOC120774284|XP_039959710.1|BTRY, LOC120774285|XP_039959712.1|BTRY, LOC120775769|XP_039962036.1|BTRY, LOC120776181|XP_039962733.1|BTRY, LOC120775791|XP_039962065.1|BTRY, LOC120773810|XP_039958851.1|BTRY, LOC120774512|XP_039960138.1|BTRY
OG0000961	LOC6622622|XP_002047695.2|DVIR, LOC6622703|XP_002047693.2|DVIR	LOC120777076|XP_039964138.1|BTRY
OG0000963	LOC6635434|XP_002059070.1|DVIR	LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC6625956|XP_002049587.1|DVIR	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC6636029|XP_002059634.1|DVIR	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC6624790|XP_002049341.2|DVIR	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC6623806|XP_002046259.1|DVIR, LOC116650601|XP_032290582.1|DVIR, LOC6623986|XP_002046258.1|DVIR	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC6626177|XP_002050162.1|DVIR	LOC120772178|XP_039956560.1|BTRY
OG0000970	LOC6633180|XP_002055968.1|DVIR	LOC120782451|XP_039970673.1|BTRY
OG0000971	LOC6629045|XP_002052191.2|DVIR	LOC120767365|XP_039949272.1|BTRY
OG0000972	LOC6624445|XP_002046535.1|DVIR	LOC120778464|XP_039966204.1|BTRY
OG0000974	LOC6623372|XP_002047777.1|DVIR	LOC120778085|XP_039965717.1|BTRY, LOC120777154|XP_039964233.1|BTRY
OG0000975	LOC6632293|XP_002056735.3|DVIR	LOC120780233|XP_039968423.1|BTRY
OG0000976	LOC6631239|XP_032293561.1|DVIR, LOC6630639|XP_002053637.2|DVIR	LOC120766854|XP_039948515.1|BTRY
OG0000977	LOC116651608|XP_032294243.1|DVIR, LOC6630275|XP_032294020.1|DVIR	LOC120766485|XP_039947973.1|BTRY
OG0000978	LOC6630415|XP_002053290.1|DVIR	LOC120782225|XP_039970327.1|BTRY
OG0000979	LOC6626268|XP_032292624.1|DVIR	LOC120774996|XP_039960852.1|BTRY, LOC120770182|XP_039953345.1|BTRY, LOC120770197|XP_039953376.1|BTRY
OG0000980	LOC6630578|XP_002053927.1|DVIR, LOC6635159|XP_002058353.3|DVIR	LOC120775229|XP_039961240.1|BTRY
OG0000982	LOC26530714|XP_015026258.1|DVIR	LOC120782846|XP_039971307.1|BTRY
OG0000984	LOC6624212|XP_002048331.2|DVIR, LOC26531110|XP_032293599.1|DVIR	LOC120769658|XP_039952700.1|BTRY, LOC120768844|XP_039951530.1|BTRY
OG0000985	LOC6627183|XP_002049748.2|DVIR, LOC116651139|XP_032292911.1|DVIR, LOC6623570|XP_002047792.2|DVIR	LOC120775965|XP_039962311.1|BTRY
OG0000986	LOC116651732|XP_032294614.1|DVIR, LOC6629139|XP_002051581.1|DVIR	LOC120775342|XP_039961421.1|BTRY
OG0000988	LOC6625619|XP_032293310.1|DVIR, LOC6633589|XP_015025696.1|DVIR, LOC6633210|XP_002055975.1|DVIR, LOC6627863|XP_015028725.1|DVIR	LOC120774608|XP_039960269.1|BTRY
OG0000990	LOC116652292|XP_032296491.1|DVIR, LOC6634419|XP_002058225.1|DVIR	LOC120775802|XP_039962082.1|BTRY
OG0000991	LOC6631787|XP_032295461.1|DVIR	LOC120773913|XP_039959037.1|BTRY
OG0000992	LOC6631174|XP_002054304.1|DVIR	LOC120766585|XP_039948118.1|BTRY
OG0000993	LOC6633168|XP_002056150.1|DVIR	LOC120766443|XP_039947885.1|BTRY
OG0000994	LOC6633639|XP_002056833.1|DVIR	LOC120774451|XP_039960033.1|BTRY
OG0000995	LOC116651825|XP_032294795.1|DVIR, LOC6631774|XP_002055182.1|DVIR	LOC120770927|XP_039954564.1|BTRY
OG0000996	LOC6635431|XP_002059067.1|DVIR, LOC6635959|XP_015024279.1|DVIR	LOC120772365|XP_039956867.1|BTRY
OG0000997	LOC6626261|XP_002048774.3|DVIR, LOC6626262|XP_032291610.1|DVIR	LOC120772829|XP_039957569.1|BTRY
OG0000998	LOC6624648|XP_032290195.1|DVIR	LOC120776851|XP_039963827.1|BTRY
OG0000999	LOC6636087|XP_002059618.1|DVIR	LOC120775153|XP_039961124.1|BTRY
OG0001000	LOC6625993|XP_002050016.2|DVIR	LOC120771125|XP_039954911.1|BTRY
OG0001001	LOC6636378|XP_002059907.1|DVIR	LOC120770967|XP_039954632.1|BTRY, LOC120772162|XP_039956534.1|BTRY
OG0001002	LOC6628652|XP_015028543.1|DVIR	LOC120767612|XP_039949699.1|BTRY, LOC120767975|XP_039950320.1|BTRY, LOC120767976|XP_039950321.1|BTRY
OG0001003	LOC6629305|XP_032288771.1|DVIR	LOC120780628|XP_039968822.1|BTRY
OG0001004	LOC6630123|XP_002053394.1|DVIR	LOC120768659|XP_039951375.1|BTRY
OG0001005	LOC6633514|XP_015025685.1|DVIR	LOC120775265|XP_039961285.1|BTRY, LOC120777877|XP_039965370.1|BTRY
OG0001006	LOC6624367|XP_002047642.1|DVIR	LOC120778528|XP_039966304.1|BTRY
OG0001007	LOC6636203|XP_002059693.1|DVIR, LOC6622784|XP_002046475.1|DVIR	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC6636669|XP_002060147.1|DVIR	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC6630937|XP_002053490.1|DVIR	LOC120769372|XP_039952270.1|BTRY
OG0001010	LOC6635653|XP_002059121.2|DVIR, LOC6635534|XP_002059105.1|DVIR	LOC120775679|XP_039961905.1|BTRY
OG0001011	LOC6631537|XP_032294990.1|DVIR, LOC6628270|XP_002052709.1|DVIR	LOC120773435|XP_039958250.1|BTRY
OG0001012	LOC6634836|XP_002058017.2|DVIR, LOC6634838|XP_032296421.1|DVIR	LOC120774884|XP_039960674.1|BTRY
OG0001013	LOC6622295|XP_002047911.2|DVIR, LOC116650701|XP_032291027.1|DVIR	LOC120778431|XP_039966146.1|BTRY
OG0001019	LOC6630451|XP_002053912.2|DVIR	LOC120768043|XP_039950528.1|BTRY
OG0001020	LOC6632054|XP_002055107.2|DVIR	LOC120774455|XP_039960038.1|BTRY
OG0001021	LOC6627907|XP_002051400.1|DVIR	LOC120769340|XP_039952231.1|BTRY, LOC120772762|XP_039957468.1|BTRY
OG0001022	LOC6636715|XP_002060188.2|DVIR	LOC120773537|XP_039958428.1|BTRY
OG0001024	LOC6630574|XP_032294346.1|DVIR	LOC120777007|XP_039964054.1|BTRY, LOC120772409|XP_039956942.1|BTRY
OG0001025	LOC6623286|XP_002046728.1|DVIR	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC6623761|XP_002047354.1|DVIR, LOC6625057|XP_002050591.2|DVIR	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC6622884|XP_015031437.1|DVIR	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC6627398|XP_002052150.1|DVIR	LOC120768384|XP_039950984.1|BTRY
OG0001029	LOC6635696|XP_002059269.1|DVIR	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY
OG0001031	LOC6627800|XP_032293533.1|DVIR	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC6629006|XP_015028159.1|DVIR	LOC120769657|XP_039952697.1|BTRY
OG0001033	LOC6626211|XP_032292001.1|DVIR, LOC6625177|XP_002049251.2|DVIR	LOC120776198|XP_039962758.1|BTRY
OG0001034	LOC6622864|XP_002048209.1|DVIR	LOC120776405|XP_039962960.1|BTRY
OG0001042	LOC6630467|XP_002054103.1|DVIR	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC116651817|XP_032294780.1|DVIR, LOC6631776|XP_002055184.1|DVIR	LOC120773939|XP_039959085.1|BTRY
OG0001043	LOC6634126|XP_002057727.1|DVIR	LOC120774272|XP_039959694.1|BTRY
OG0001044	LOC6626377|XP_002050354.1|DVIR	LOC120772078|XP_039956406.1|BTRY
OG0001045	LOC6625875|XP_032292732.1|DVIR	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC6625276|XP_002049861.2|DVIR	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC6627141|XP_032293161.1|DVIR, LOC6635343|XP_002058870.1|DVIR	LOC120775588|XP_039961758.1|BTRY
OG0001048	LOC6627020|XP_002049730.2|DVIR	LOC120771827|XP_039955990.1|BTRY
OG0001049	LOC6628822|XP_002052587.3|DVIR, LOC6636597|XP_015023830.1|DVIR	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC6622895|XP_002046500.2|DVIR	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC116649777|XP_032293688.1|DVIR	LOC120768315|XP_039950889.1|BTRY
OG0001052	LOC6628907|XP_032293406.1|DVIR	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC6633376|XP_002057329.3|DVIR	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC6635135|XP_002058374.1|DVIR	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC6634767|XP_002058006.2|DVIR	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC6634108|XP_002057876.1|DVIR	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC6633332|XP_032288937.1|DVIR	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC6622969|XP_002048487.2|DVIR	LOC120776620|XP_039963350.1|BTRY
OG0001060	LOC6630503|XP_002053447.1|DVIR	LOC120779355|XP_039967486.1|BTRY
OG0001061	LOC6632718|XP_002056045.1|DVIR	LOC120770218|XP_039953435.1|BTRY
OG0001062	LOC6630805|XP_002054273.1|DVIR	LOC120782771|XP_039971176.1|BTRY
OG0001063	LOC6633718|XP_002057122.2|DVIR	LOC120772484|XP_039957065.1|BTRY
OG0001064	LOC6633467|XP_002057058.1|DVIR, LOC6634617|XP_002058102.1|DVIR	LOC120773583|XP_039958504.1|BTRY
OG0001065	LOC6626007|XP_032292481.1|DVIR	LOC120778421|XP_039966137.1|BTRY
OG0001072	LOC6624422|XP_002047902.1|DVIR	LOC120774505|XP_039960119.1|BTRY
OG0001073	LOC6631108|XP_032294775.1|DVIR	LOC120778527|XP_039966303.1|BTRY
OG0001074	LOC6625756|XP_002048722.1|DVIR	LOC120772719|XP_039957401.1|BTRY
OG0001075	LOC6623482|XP_002046596.1|DVIR	LOC120777283|XP_039964426.1|BTRY
OG0001077	LOC6636762|XP_002060214.1|DVIR	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC6631344|XP_002055781.1|DVIR	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC6623691|XP_002046332.3|DVIR	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC6622805|XP_002047052.1|DVIR	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC6626019|XP_002050434.1|DVIR, LOC6625716|XP_002051048.1|DVIR	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC6635821|XP_032292116.1|DVIR	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC6624556|XP_002046600.1|DVIR	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC6625770|XP_032291601.1|DVIR	LOC120770056|XP_039953109.1|BTRY
OG0001085	LOC6635877|XP_032292195.1|DVIR	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC6627259|XP_002049915.1|DVIR	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC6623616|XP_032290761.1|DVIR	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC6622218|XP_002046343.1|DVIR	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC6624624|XP_002046559.3|DVIR	LOC120777604|XP_039964976.1|BTRY
OG0001091	LOC6623214|XP_002047769.1|DVIR	LOC120778588|XP_039966388.1|BTRY
OG0001092	LOC6628514|XP_002051500.1|DVIR	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC6634159|XP_002057526.2|DVIR	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC6634095|XP_032289030.1|DVIR	LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC6623490|XP_002047330.2|DVIR	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC6627902|XP_002051816.2|DVIR	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC6629055|XP_015028704.1|DVIR	LOC120780020|XP_039968237.1|BTRY
OG0001098	LOC6626613|XP_002048707.1|DVIR, LOC6623620|XP_032290010.1|DVIR	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY
OG0001099	LOC6623808|XP_002048266.1|DVIR, LOC6623763|XP_002048267.1|DVIR	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC6630927|XP_002054316.2|DVIR	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC6625384|XP_015029439.1|DVIR	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC6624400|XP_002048390.2|DVIR	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC6629984|XP_002054342.1|DVIR	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC6634545|XP_002058289.1|DVIR	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC6636240|XP_032290058.1|DVIR	LOC120779428|XP_039967578.1|BTRY
OG0001108	LOC6630653|XP_002053309.1|DVIR	LOC120766988|XP_039948725.1|BTRY
OG0001111	LOC6626427|XP_002050267.1|DVIR	LOC120772765|XP_039957473.1|BTRY
OG0001112	LOC6625942|XP_002049053.1|DVIR	LOC120774904|XP_039960706.1|BTRY
OG0001118	LOC6635300|XP_002058809.2|DVIR	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC6629705|XP_002052963.1|DVIR	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC6635158|XP_002058352.2|DVIR	LOC120775222|XP_039961227.1|BTRY
OG0001121	LOC6625567|XP_015029296.1|DVIR	LOC120772138|XP_039956490.1|BTRY
OG0001122	LOC6623423|XP_015031044.1|DVIR	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC6632234|XP_002055818.1|DVIR	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC6630388|XP_002053996.1|DVIR	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC6624022|XP_032291223.1|DVIR	LOC120777456|XP_039964712.1|BTRY, LOC120777048|XP_039964093.1|BTRY
OG0001127	LOC6624155|XP_002048332.1|DVIR	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC6625028|XP_002050451.2|DVIR	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC6629023|XP_015028172.1|DVIR	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC6629156|XP_002052450.2|DVIR	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC6636213|XP_032290165.1|DVIR	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC6627314|XP_032294185.1|DVIR	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC6625778|XP_002049128.3|DVIR	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC6635184|XP_002058383.1|DVIR	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC6632681|XP_032289553.1|DVIR	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC6631276|XP_032295423.1|DVIR	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC6622762|XP_032290633.1|DVIR	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC116650476|XP_032290051.1|DVIR, LOC116650459|XP_032290007.1|DVIR, LOC116649859|XP_032288966.1|DVIR, LOC6622619|XP_002048444.1|DVIR	LOC120778625|XP_039966443.1|BTRY
OG0001140	LOC6633041|XP_015026078.1|DVIR, LOC6633044|XP_015026081.2|DVIR	LOC120771154|XP_039954969.1|BTRY
OG0001141	LOC6629737|XP_032295216.1|DVIR, LOC6629738|XP_002054142.2|DVIR	LOC120767382|XP_039949314.1|BTRY, LOC120770233|XP_039953495.1|BTRY, LOC120770039|XP_039953121.1|BTRY, LOC120766600|XP_039948139.1|BTRY
OG0001142	LOC6629963|XP_002054165.2|DVIR	LOC120782306|XP_039970451.1|BTRY
OG0001143	LOC116651443|XP_032293694.1|DVIR, LOC6634390|XP_002057583.1|DVIR, LOC116651639|XP_032294324.1|DVIR, LOC6633890|XP_002057584.1|DVIR	LOC120769261|XP_039952099.1|BTRY
OG0001144	LOC6625496|XP_032293046.1|DVIR	LOC120772233|XP_039956658.1|BTRY
OG0001145	LOC6625412|XP_002049289.1|DVIR	LOC120771990|XP_039956280.1|BTRY
OG0001146	LOC6634467|XP_002058238.1|DVIR	LOC120778757|XP_039966668.1|BTRY
OG0001153	LOC6625013|XP_032292794.1|DVIR, LOC116649722|XP_032289012.1|DVIR	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC6634283|XP_032293417.1|DVIR	LOC120767238|XP_039949012.1|BTRY
OG0001157	LOC6632468|XP_002056169.1|DVIR	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC6628183|XP_002052917.1|DVIR	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC6635034|XP_032295322.1|DVIR	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC6634888|XP_002058507.2|DVIR, LOC6634889|XP_002058508.1|DVIR	LOC120767938|XP_039950243.1|BTRY
OG0001161	LOC6635185|XP_032295119.1|DVIR	LOC120766888|XP_039948568.1|BTRY
OG0001162	LOC6633095|XP_002056278.3|DVIR	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC6630587|XP_015027550.1|DVIR	LOC120770850|XP_039954391.1|BTRY
OG0001164	LOC6630965|XP_002053799.2|DVIR	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC6626035|XP_002050802.2|DVIR	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001166	LOC6636811|XP_032291485.1|DVIR	LOC120777510|XP_039964808.1|BTRY, LOC120776737|XP_039963598.1|BTRY
OG0001167	LOC6625750|XP_032292349.1|DVIR	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC6626351|XP_032292402.1|DVIR	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC6636152|XP_002059659.1|DVIR	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC6631179|XP_002054309.1|DVIR	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001171	LOC6623527|XP_015031175.1|DVIR	LOC120778304|XP_039966026.1|BTRY
OG0001172	LOC6625595|XP_032291958.1|DVIR, LOC6625596|XP_002048834.2|DVIR	LOC120773117|XP_039958046.1|BTRY
OG0001173	LOC6629461|XP_002053878.1|DVIR	LOC120766670|XP_039948242.1|BTRY
OG0001174	LOC6623463|XP_002047307.1|DVIR	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC6625277|XP_002049862.1|DVIR	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC6626930|XP_002050881.2|DVIR	LOC120772104|XP_039956448.1|BTRY
OG0001177	LOC26531015|XP_015024560.1|DVIR	LOC120769598|XP_039952593.1|BTRY
OG0001178	LOC6635894|XP_015024224.1|DVIR	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC6625391|XP_015029276.1|DVIR	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC6636188|XP_002059734.1|DVIR	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC6622988|XP_002048219.1|DVIR	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC6629550|XP_015027075.1|DVIR	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC6634428|XP_002057940.1|DVIR, LOC6624730|XP_002047628.2|DVIR	LOC120766464|XP_039947935.1|BTRY
OG0001183	LOC6632439|XP_032288753.1|DVIR	LOC120766440|XP_039947887.1|BTRY
OG0001184	LOC6629399|XP_032292257.1|DVIR	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC6630099|XP_032293859.1|DVIR	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC6633820|XP_032296603.1|DVIR, LOC6626013|XP_002050237.1|DVIR	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC6625011|XP_002049761.1|DVIR	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC6625522|XP_032293332.1|DVIR	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC6626894|XP_002049428.2|DVIR	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC6633349|XP_015025540.1|DVIR	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC6627637|XP_002051111.2|DVIR	LOC120772908|XP_039957729.1|BTRY
OG0001193	LOC6629742|XP_002054146.2|DVIR	LOC120766165|XP_039947446.1|BTRY
OG0001194	LOC6634400|XP_032296299.1|DVIR	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC6626150|XP_002049631.1|DVIR	LOC120772607|XP_039957256.1|BTRY
OG0001200	LOC6622503|XP_002048533.1|DVIR	LOC120780272|XP_039968470.1|BTRY
OG0001201	LOC6630485|XP_002053192.1|DVIR	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC6631858|XP_032295558.1|DVIR	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC6636200|XP_032290093.1|DVIR	LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC6634342|XP_002057470.1|DVIR	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC6630761|XP_002054620.1|DVIR	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC6629898|XP_032292908.1|DVIR	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC6628561|XP_002051958.1|DVIR, LOC6631744|XP_032296092.1|DVIR	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC6631460|XP_032295580.1|DVIR	LOC120774799|XP_039960525.1|BTRY
