Orthogroup	DVIR.longest_only	DYAK.longest_only
OG0000354	LOC6628416|XP_002052329.2|DVIR	LOC6526540|XP_002087650.1|DYAK
OG0000354	LOC6628870|XP_002052336.1|DVIR	LOC6526550|XP_002087660.1|DYAK
OG0000355	LOC6626312|XP_002050391.1|DVIR	LOC6528527|XP_002089573.1|DYAK
OG0000355	LOC6625535|XP_002051017.2|DVIR, LOC6625536|XP_002051018.1|DVIR	LOC6529093|XP_002090106.2|DYAK
OG0000358	LOC6630382|XP_002054008.1|DVIR	LOC120321939|XP_039232174.1|DYAK
OG0000358	LOC6629899|XP_002053994.1|DVIR	LOC6535801|XP_002096424.1|DYAK
OG0000359	LOC6622131|XP_002048427.1|DVIR	LOC6539591|XP_039230100.1|DYAK, LOC6539592|XP_002086484.3|DYAK, LOC6534526|XP_002095203.1|DYAK, LOC6539604|XP_002086492.2|DYAK, LOC6539602|XP_002086490.1|DYAK
OG0000360	LOC6630633|XP_002053631.3|DVIR	LOC6538544|XP_002099066.2|DYAK, LOC6538550|XP_002099072.2|DYAK, LOC6538548|XP_002099070.1|DYAK, LOC6538549|XP_002099071.2|DYAK, LOC6538547|XP_002099069.2|DYAK
OG0000361	LOC6629248|XP_002051272.2|DVIR	LOC6537439|XP_002097995.1|DYAK, LOC6537609|XP_002098155.1|DYAK
OG0000361	LOC6629004|XP_032293481.1|DVIR	LOC6527440|XP_002088532.1|DYAK
OG0000362	LOC6636218|XP_002059719.1|DVIR	LOC6523766|XP_002099641.1|DYAK
OG0000362	LOC6622984|XP_002047666.1|DVIR	LOC6535197|XP_002095857.1|DYAK
OG0000363	LOC6632747|XP_032289618.1|DVIR	LOC6538497|XP_002099019.1|DYAK
OG0000363	LOC6624106|XP_032290277.1|DVIR	LOC6534361|XP_039229450.1|DYAK
OG0000364	LOC6624256|XP_032290918.1|DVIR	LOC6532491|XP_039230352.1|DYAK
OG0000365	LOC6635815|XP_015024216.1|DVIR	LOC6530750|XP_002091640.1|DYAK
OG0000365	LOC6635784|XP_002059180.3|DVIR	LOC6527209|XP_039227397.1|DYAK
OG0000366	LOC6631804|XP_032295746.1|DVIR	LOC6525054|XP_002100893.2|DYAK
OG0000366	LOC6630235|XP_032294927.1|DVIR	LOC6538457|XP_002098981.1|DYAK
OG0000367	LOC6624243|XP_002047113.1|DVIR	LOC6533554|XP_002094264.1|DYAK
OG0000367	LOC6626796|XP_002049947.1|DVIR	LOC6530946|XP_002091787.1|DYAK
OG0000368	LOC6623736|XP_002048595.2|DVIR	LOC6533747|XP_002094452.1|DYAK
OG0000370	LOC6626754|XP_002050257.1|DVIR, LOC6626753|XP_002050256.1|DVIR	LOC6535003|XP_002095673.1|DYAK
OG0000370	LOC26531085|XP_032290566.1|DVIR, LOC6623033|XP_002047218.1|DVIR	LOC6531329|XP_002092133.2|DYAK
OG0000371	LOC6636006|XP_002059506.2|DVIR	LOC6526016|XP_002101833.1|DYAK
OG0000372	LOC26530947|XP_015028877.2|DVIR	LOC6529857|XP_002090821.1|DYAK, LOC26535437|XP_015052901.1|DYAK
OG0000373	LOC6622149|XP_002047559.2|DVIR	LOC6530904|XP_002091756.1|DYAK
OG0000374	LOC6622613|XP_002047522.1|DVIR	LOC26535053|XP_039230704.1|DYAK, LOC26534919|XP_039226877.1|DYAK, LOC120322168|XP_039233155.1|DYAK, LOC120322235|XP_039233222.1|DYAK, LOC120322230|XP_039233219.1|DYAK, LOC26535108|XP_015044588.2|DYAK, LOC120322231|XP_039233220.1|DYAK, LOC120322173|XP_039233162.1|DYAK, LOC26534496|XP_039233223.1|DYAK, LOC120322174|XP_039233163.1|DYAK, LOC6539679|XP_002086567.2|DYAK, LOC120322229|XP_039233217.1|DYAK, LOC6539682|XP_002086563.3|DYAK, LOC6539303|XP_002086198.2|DYAK, LOC6539683|XP_039233161.1|DYAK, LOC26535996|XP_039233164.1|DYAK, LOC6539674|XP_039233137.1|DYAK, LOC120321794|XP_039231643.1|DYAK, LOC26535078|XP_039233138.1|DYAK, LOC26536291|XP_015044608.2|DYAK
OG0000375	LOC116650537|XP_032290365.1|DVIR, LOC6623269|XP_002047274.2|DVIR	LOC6532526|XP_002093272.1|DYAK, LOC6532525|XP_002093271.1|DYAK, LOC6532527|XP_002093273.1|DYAK
OG0000376	LOC6633807|XP_002057096.1|DVIR	LOC6525376|XP_002101212.1|DYAK
OG0000377	LOC6636655|XP_002060133.2|DVIR	LOC6523987|XP_015045414.2|DYAK
OG0000378	LOC6626616|XP_002050600.1|DVIR	LOC6531198|XP_002092026.1|DYAK
OG0000378	LOC6633790|XP_002056962.1|DVIR	LOC6525478|XP_002101313.1|DYAK
OG0000379	LOC6626307|XP_032291609.1|DVIR	LOC6528471|XP_002089517.1|DYAK, LOC6528470|XP_002089516.1|DYAK, LOC6528472|XP_002089518.1|DYAK
OG0000380	LOC6623355|XP_002047314.1|DVIR	LOC6533194|XP_002093920.1|DYAK
OG0000381	LOC6628737|XP_002051074.1|DVIR	LOC6528546|XP_002089591.1|DYAK
OG0000381	LOC6627386|XP_002051076.1|DVIR	LOC120320720|XP_039227118.1|DYAK, LOC6527803|XP_002088876.1|DYAK
OG0000382	LOC6622325|XP_002047918.1|DVIR	LOC6535179|XP_015051069.1|DYAK
OG0000383	LOC6628922|XP_002052345.1|DVIR	LOC6526556|XP_002087666.1|DYAK
OG0000383	LOC6628955|XP_002052358.2|DVIR	LOC6529508|XP_002090510.1|DYAK
OG0000384	LOC6624930|XP_032292262.1|DVIR	LOC6530267|XP_002091199.1|DYAK
OG0000384	LOC6624931|XP_002050131.3|DVIR	LOC6530268|XP_039228338.1|DYAK
OG0000385	LOC6634703|XP_002058314.3|DVIR	LOC6524291|XP_039230153.1|DYAK
OG0000385	LOC6634704|XP_002058315.2|DVIR	LOC6524290|XP_015045588.1|DYAK
OG0000386	LOC6636608|XP_002060045.2|DVIR, LOC116650022|XP_032289247.1|DVIR	LOC6533004|XP_002093739.1|DYAK
OG0000386	LOC6632705|XP_002055843.1|DVIR	LOC6538040|XP_002098575.1|DYAK
OG0000388	LOC6622484|XP_002047952.1|DVIR, LOC6624196|XP_002047435.1|DVIR, LOC6623529|XP_032291310.1|DVIR	LOC6532494|XP_002093240.1|DYAK, LOC6532493|XP_002093239.2|DYAK, LOC6532496|XP_002093242.1|DYAK
OG0000389	LOC6635270|XP_002058731.2|DVIR	LOC26535463|XP_015044877.1|DYAK
OG0000389	LOC6623180|XP_015031013.1|DVIR	LOC6532608|XP_002093352.1|DYAK
OG0000390	LOC6627760|XP_002051133.2|DVIR	LOC6527221|XP_002088315.1|DYAK
OG0000391	LOC6626810|XP_002050927.1|DVIR	LOC6530987|XP_015051767.1|DYAK
OG0000391	LOC6626946|XP_032291914.1|DVIR	LOC6530993|XP_002091831.3|DYAK
OG0000392	LOC6628186|XP_002052920.1|DVIR	LOC6528152|XP_002089218.1|DYAK
OG0000392	LOC6628188|XP_002052921.1|DVIR	LOC6528155|XP_002089220.1|DYAK
OG0000393	LOC6628271|XP_032294358.1|DVIR	LOC6529439|XP_039228726.1|DYAK
OG0000393	LOC6628273|XP_015028603.2|DVIR	LOC6529437|XP_015052345.1|DYAK
OG0000394	LOC6633270|XP_002057151.2|DVIR	LOC6525065|XP_002100904.1|DYAK
OG0000394	LOC6633271|XP_002057152.1|DVIR	LOC6525066|XP_002100905.2|DYAK
OG0000395	LOC26531070|XP_015031685.1|DVIR	LOC6533824|XP_002094524.1|DYAK
OG0000395	LOC6624124|XP_002048329.3|DVIR	LOC6533820|XP_002094520.3|DYAK
OG0000395	LOC116650721|XP_032291074.1|DVIR	LOC26535548|XP_039229771.1|DYAK
OG0000396	LOC6629146|XP_002052893.1|DVIR	LOC6526919|XP_002088018.1|DYAK, LOC6526918|XP_002088017.2|DYAK
OG0000398	LOC6625599|XP_002050259.2|DVIR	LOC6531331|XP_002092135.3|DYAK
OG0000399	LOC6631075|XP_015027615.1|DVIR	LOC6538335|XP_015048784.1|DYAK
OG0000399	LOC6631076|XP_032295388.1|DVIR, LOC116651955|XP_032295392.1|DVIR	LOC6531744|XP_002092534.1|DYAK
OG0000401	LOC6631915|XP_032296271.1|DVIR	LOC26535542|XP_015050338.1|DYAK, LOC6525889|XP_002101709.1|DYAK
OG0000402	LOC6631433|XP_002055541.1|DVIR	LOC6525004|XP_002100844.2|DYAK
OG0000403	LOC6631267|XP_002053819.1|DVIR	LOC6538002|XP_002098537.1|DYAK
OG0000403	LOC6626077|XP_032292570.1|DVIR	LOC6531851|XP_039228005.1|DYAK
OG0000404	LOC6632793|XP_002056111.3|DVIR	LOC6538869|XP_002099375.1|DYAK
OG0000405	LOC6634524|XP_032296377.1|DVIR	LOC6524280|XP_039233555.1|DYAK
OG0000405	LOC6631219|XP_002053962.1|DVIR	LOC6536443|XP_002097024.1|DYAK
OG0000406	LOC6623096|XP_002046615.1|DVIR	LOC6534364|XP_015050591.1|DYAK
OG0000406	LOC6636490|XP_002059852.1|DVIR	LOC6529300|XP_002090305.1|DYAK
OG0000407	LOC6623995|XP_002046273.1|DVIR	LOC6532621|XP_002093365.1|DYAK
OG0000407	LOC6623973|XP_032290458.1|DVIR	LOC6532620|XP_002093364.1|DYAK
OG0000408	LOC6634016|XP_002057859.1|DVIR, LOC6634015|XP_032293425.1|DVIR, LOC26531741|XP_015025408.1|DVIR, LOC6634012|XP_002057855.2|DVIR	LOC6536919|XP_002097488.1|DYAK
OG0000408	LOC6628005|XP_002051411.1|DVIR	LOC6528137|XP_002089203.1|DYAK
OG0000409	LOC6626944|XP_002050082.1|DVIR	LOC6530445|XP_002091361.1|DYAK
OG0000409	LOC6625366|XP_002049062.1|DVIR	LOC6528706|XP_002089741.2|DYAK
OG0000410	LOC6628219|XP_002052705.3|DVIR	LOC6529450|XP_002090452.1|DYAK, LOC6529448|XP_002090450.2|DYAK, LOC6529447|XP_002090449.1|DYAK
OG0000411	LOC6629263|XP_032295172.1|DVIR	LOC6536255|XP_002096841.1|DYAK
OG0000411	LOC6634116|XP_002057884.1|DVIR	LOC6527842|XP_002088914.1|DYAK
OG0000412	LOC6626771|XP_002049835.1|DVIR	LOC6530825|XP_002091708.1|DYAK
OG0000412	LOC6624144|XP_002047876.1|DVIR	LOC6534102|XP_002094788.1|DYAK
OG0000413	LOC6633161|XP_002056610.1|DVIR	LOC6536233|XP_002096824.1|DYAK
OG0000413	LOC6632904|XP_032289862.1|DVIR	LOC6535402|XP_002096051.1|DYAK
OG0000414	LOC6626855|XP_002049226.1|DVIR	LOC6529085|XP_002090098.1|DYAK
OG0000415	LOC6625903|XP_032292853.1|DVIR	LOC6530570|XP_002091483.1|DYAK
OG0000415	LOC6625900|XP_002049712.1|DVIR	LOC6530572|XP_002091485.1|DYAK
OG0000416	LOC6634473|XP_002058244.1|DVIR	LOC6523799|XP_002099674.1|DYAK
OG0000416	LOC6631751|XP_002055030.1|DVIR	LOC6525020|XP_002100859.1|DYAK
OG0000417	LOC6631278|XP_002054062.1|DVIR	LOC6538911|XP_002099415.1|DYAK
OG0000418	LOC6633412|XP_002056811.2|DVIR	LOC6531910|XP_015051605.1|DYAK
OG0000418	LOC6635436|XP_002059072.2|DVIR	LOC6525801|XP_002101622.2|DYAK
OG0000419	LOC6625526|XP_032292265.1|DVIR	LOC6531577|XP_039229223.1|DYAK
OG0000419	LOC6634623|XP_032296400.1|DVIR	LOC6524857|XP_039233712.1|DYAK
OG0000421	LOC6628515|XP_032293742.1|DVIR	LOC6529039|XP_002090070.1|DYAK
OG0000421	LOC6635620|XP_002059139.1|DVIR	LOC6526926|XP_039227418.1|DYAK
OG0000422	LOC6630926|XP_002054315.2|DVIR	LOC26535420|XP_015044770.2|DYAK
OG0000423	LOC6624795|XP_002049346.2|DVIR	LOC6531070|XP_002091904.1|DYAK
OG0000423	LOC6624794|XP_002049345.1|DVIR	LOC6531071|XP_002091905.1|DYAK
OG0000424	LOC6635364|XP_015024683.1|DVIR	LOC6539047|XP_002099549.1|DYAK
OG0000424	LOC6635365|XP_032293201.1|DVIR	LOC6530986|XP_002091824.1|DYAK
OG0000425	LOC6626769|XP_002049833.2|DVIR	LOC6530821|XP_002091704.1|DYAK
OG0000426	LOC6625537|XP_002050539.1|DVIR	LOC26535894|XP_039227691.1|DYAK, LOC120320853|XP_039227689.1|DYAK, LOC120320852|XP_039227688.1|DYAK, LOC26535676|XP_015045290.2|DYAK, LOC120320854|XP_039227690.1|DYAK, LOC6528913|XP_039227291.1|DYAK
OG0000427	LOC116651658|XP_032294371.1|DVIR, LOC116650088|XP_032289320.1|DVIR, LOC116650924|XP_032292012.1|DVIR, LOC116652089|XP_032295866.1|DVIR, LOC116652200|XP_032296106.1|DVIR, LOC116652106|XP_032295911.1|DVIR, LOC116652000|XP_032295526.1|DVIR, LOC116652099|XP_032295890.1|DVIR, LOC116650327|XP_032289609.1|DVIR, LOC116652103|XP_032295895.1|DVIR, LOC116652022|XP_032295567.1|DVIR, LOC116649963|XP_032289170.1|DVIR, LOC116652105|XP_032295899.1|DVIR, LOC116652220|XP_032296169.1|DVIR	LOC120322428|XP_039233794.1|DYAK
OG0000428	LOC6624025|XP_002046296.1|DVIR	LOC6534712|XP_002095387.2|DYAK, LOC6539768|XP_002086656.3|DYAK
OG0000428	LOC6624057|XP_002046295.2|DVIR	LOC6539767|XP_039229760.1|DYAK
OG0000429	LOC6625303|XP_032293281.1|DVIR	LOC6530304|XP_002091231.1|DYAK
OG0000429	LOC6625302|XP_032293301.1|DVIR	LOC6529278|XP_002090283.2|DYAK
OG0000429	LOC116651269|XP_032293282.1|DVIR	LOC6530305|XP_002091232.1|DYAK
OG0000430	LOC116652119|XP_032295928.1|DVIR, LOC6629479|XP_002054074.1|DVIR, LOC6629482|XP_032295631.1|DVIR	LOC6538922|XP_015049120.1|DYAK, LOC26534975|XP_015049119.1|DYAK
OG0000430	LOC6629397|XP_002053577.1|DVIR, LOC6629396|XP_002053576.2|DVIR	LOC6535508|XP_002096137.1|DYAK
OG0000433	LOC6633599|XP_002056995.1|DVIR	LOC6525744|XP_002101566.1|DYAK
OG0000433	LOC6624694|XP_002047192.1|DVIR	LOC6533129|XP_002093855.1|DYAK
OG0000434	LOC6632297|XP_002055986.1|DVIR	LOC6538239|XP_002098766.1|DYAK
OG0000435	LOC6631572|XP_032296112.1|DVIR	LOC6525960|XP_002101780.1|DYAK
OG0000437	LOC6628087|XP_002051147.1|DVIR	LOC6528052|XP_002089119.1|DYAK
OG0000437	LOC6629200|XP_002052619.1|DVIR	LOC6527174|XP_002088268.1|DYAK
OG0000438	LOC6633075|XP_002056147.1|DVIR	LOC6538832|XP_002099345.1|DYAK
OG0000439	LOC6633953|XP_002057840.2|DVIR	LOC6527787|XP_002088860.2|DYAK
OG0000439	LOC6622954|XP_032290936.1|DVIR	LOC6534081|XP_002094767.3|DYAK
OG0000440	LOC6626763|XP_002050917.1|DVIR	LOC6531626|XP_002092423.1|DYAK
OG0000440	LOC6625760|XP_002048726.2|DVIR	LOC6529984|XP_002090930.1|DYAK
OG0000441	LOC6624752|XP_032292151.1|DVIR	LOC6530629|XP_002091542.1|DYAK
OG0000441	LOC6624751|XP_032292299.1|DVIR	LOC6530628|XP_002091541.1|DYAK
OG0000442	LOC6636823|XP_032291470.1|DVIR	LOC6532863|XP_039230405.1|DYAK
OG0000442	LOC6634507|XP_002058277.1|DVIR	LOC6524014|XP_002099886.2|DYAK
OG0000443	LOC6624489|XP_002047100.1|DVIR	LOC6532260|XP_002093032.1|DYAK
OG0000443	LOC6624442|XP_002047101.1|DVIR	LOC6532259|XP_002093031.1|DYAK
OG0000444	LOC6629079|XP_002051602.1|DVIR	LOC6527769|XP_002088845.1|DYAK
OG0000444	LOC6629198|XP_002051600.1|DVIR	LOC6527772|XP_002088847.1|DYAK
OG0000446	LOC6632972|XP_032289825.1|DVIR	LOC26536241|XP_015045913.1|DYAK
OG0000446	LOC26530992|XP_015024379.2|DVIR	LOC26534765|XP_015054548.2|DYAK
OG0000447	LOC6622324|XP_002046392.1|DVIR	LOC6532435|XP_002093182.1|DYAK
OG0000448	LOC6632922|XP_002055925.1|DVIR	LOC6538967|XP_002099470.1|DYAK
OG0000448	LOC6627517|XP_002051626.1|DVIR	LOC6538970|XP_002099473.1|DYAK
OG0000449	LOC6623397|XP_002046815.1|DVIR	LOC6534302|XP_002094983.1|DYAK
OG0000449	LOC6633923|XP_002057615.2|DVIR	LOC6529738|XP_039229308.1|DYAK
OG0000450	LOC6631951|XP_032295430.1|DVIR	LOC6526036|XP_039228570.1|DYAK
OG0000450	LOC6631321|XP_015026456.1|DVIR	LOC6525691|XP_015046412.1|DYAK
OG0000451	LOC6634727|XP_002058326.1|DVIR	LOC6523923|XP_015045375.1|DYAK
OG0000451	LOC6634729|XP_002058328.1|DVIR	LOC6523921|XP_002099794.1|DYAK
OG0000453	LOC6629644|XP_002054849.2|DVIR	LOC6537021|XP_002097588.1|DYAK
OG0000453	LOC6629567|XP_002054850.1|DVIR	LOC6537020|XP_002097587.1|DYAK
OG0000454	LOC6628227|XP_002051175.1|DVIR	LOC6537560|XP_002098106.1|DYAK, LOC6532433|XP_002093180.1|DYAK
OG0000455	LOC6625184|XP_002050742.1|DVIR	LOC6530079|XP_039229059.1|DYAK
OG0000456	LOC6636214|XP_002059715.2|DVIR	LOC6523774|XP_002099649.1|DYAK
OG0000456	LOC6634129|XP_032289015.1|DVIR	LOC6528216|XP_039227752.1|DYAK
OG0000457	LOC6627633|XP_002051099.1|DVIR	LOC6527826|XP_039226737.1|DYAK
OG0000457	LOC6628705|XP_002051323.2|DVIR	LOC6527098|XP_039227705.1|DYAK
OG0000458	LOC6635764|XP_015024523.1|DVIR	LOC6527417|XP_039227513.1|DYAK
OG0000460	LOC6627660|XP_002051724.1|DVIR	LOC6526429|XP_002087548.1|DYAK
OG0000462	LOC26530806|XP_015027827.1|DVIR	LOC6535678|XP_002096306.1|DYAK
OG0000462	LOC26531733|XP_015027930.1|DVIR	LOC6535680|XP_002096308.1|DYAK
OG0000463	LOC6630610|XP_002054485.2|DVIR	LOC6537887|XP_002098428.1|DYAK
OG0000463	LOC6629547|XP_032292309.1|DVIR	LOC6526188|XP_039232772.1|DYAK, LOC6537888|XP_002098429.1|DYAK
OG0000464	LOC6635763|XP_002059229.2|DVIR	LOC6527416|XP_002088508.2|DYAK
OG0000464	LOC6635762|XP_015024407.1|DVIR	LOC6527415|XP_002088507.1|DYAK
OG0000464	LOC6628869|XP_002052335.2|DVIR	LOC6526548|XP_002087658.2|DYAK
OG0000465	LOC6630641|XP_032288927.1|DVIR	LOC6538672|XP_039231224.1|DYAK
OG0000465	LOC6630604|XP_002053023.1|DVIR	LOC6538673|XP_002099193.1|DYAK
OG0000466	LOC6635471|XP_015024613.1|DVIR	LOC6525026|XP_002100865.1|DYAK
OG0000466	LOC6635652|XP_002059120.1|DVIR	LOC6526256|XP_002087378.1|DYAK
OG0000467	LOC6636513|XP_032292686.1|DVIR	LOC6528397|XP_002089444.1|DYAK
OG0000467	LOC6636427|XP_032291673.1|DVIR	LOC6528384|XP_002089431.2|DYAK
OG0000468	LOC6629331|XP_002053872.1|DVIR	LOC6539036|XP_002099538.1|DYAK
OG0000468	LOC6635965|XP_002059330.1|DVIR	LOC6530220|XP_002091158.1|DYAK
OG0000469	LOC26531633|XP_032293899.1|DVIR	LOC6527376|XP_039227239.1|DYAK
OG0000469	LOC6628977|XP_002052729.2|DVIR	LOC6527369|XP_039227337.1|DYAK
OG0000470	LOC6624115|XP_002048640.1|DVIR	LOC6534578|XP_002095254.2|DYAK
OG0000470	LOC6623584|XP_032290408.1|DVIR	LOC6534758|XP_039229886.1|DYAK
OG0000471	LOC6636857|XP_002060287.1|DVIR	LOC6532437|XP_002093184.1|DYAK
OG0000471	LOC6627352|XP_002051963.2|DVIR	LOC6526561|XP_002087671.1|DYAK
OG0000473	LOC6632052|XP_002055249.1|DVIR	LOC6525891|XP_002101711.1|DYAK
OG0000473	LOC6633398|XP_002057208.2|DVIR	LOC6539999|XP_039233543.1|DYAK
OG0000474	LOC6631703|XP_002055351.1|DVIR	LOC6525602|XP_039229393.1|DYAK
OG0000474	LOC6624562|XP_002048563.2|DVIR	LOC6533705|XP_002094410.2|DYAK
OG0000475	LOC6629941|XP_002054369.2|DVIR	LOC6537726|XP_002098271.1|DYAK
OG0000475	LOC26531120|XP_015030288.1|DVIR, LOC26531386|XP_032295277.1|DVIR	LOC6537727|XP_039231906.1|DYAK
OG0000476	LOC6629949|XP_002053007.2|DVIR	LOC6536361|XP_002096943.1|DYAK
OG0000476	LOC6629950|XP_015027269.1|DVIR	LOC6536362|XP_015047700.1|DYAK
OG0000477	LOC6630953|XP_002053943.1|DVIR	LOC6536156|XP_002096756.1|DYAK
OG0000477	LOC6630954|XP_002053944.1|DVIR	LOC6536157|XP_002096757.1|DYAK
OG0000478	LOC6631782|XP_002055709.1|DVIR	LOC6524626|XP_002100483.1|DYAK
OG0000478	LOC6630997|XP_002053499.1|DVIR	LOC6538408|XP_002098932.1|DYAK
OG0000479	LOC6629776|XP_002052990.1|DVIR	LOC6536339|XP_002096923.1|DYAK, LOC6536338|XP_002096922.1|DYAK
OG0000480	LOC6629122|XP_002052114.1|DVIR	LOC6526609|XP_002087717.1|DYAK
OG0000480	LOC6629120|XP_002052112.1|DVIR	LOC6526607|XP_002087715.2|DYAK
OG0000482	LOC6632349|XP_002056711.1|DVIR	LOC6536771|XP_002097342.1|DYAK
OG0000482	LOC6632502|XP_002056520.1|DVIR	LOC6535737|XP_002096360.2|DYAK
OG0000483	LOC6630656|XP_002053312.1|DVIR	LOC6538723|XP_002099238.1|DYAK
OG0000483	LOC6630657|XP_002053313.2|DVIR	LOC6538722|XP_002099237.2|DYAK
OG0000484	LOC6630348|XP_002054597.1|DVIR	LOC6535684|XP_002096312.1|DYAK
OG0000484	LOC6630349|XP_002054598.1|DVIR	LOC6535683|XP_039232683.1|DYAK
OG0000485	LOC6622212|XP_015030467.1|DVIR	LOC6534221|XP_002094903.2|DYAK
OG0000485	LOC6624170|XP_002048365.1|DVIR	LOC6534220|XP_002094902.1|DYAK
OG0000486	LOC116650930|XP_032292028.1|DVIR	LOC6531865|XP_015051584.1|DYAK
OG0000487	LOC26531076|XP_015030278.1|DVIR	LOC26534538|XP_015052823.1|DYAK
OG0000487	LOC26531897|XP_015030376.2|DVIR	LOC26535753|XP_015052927.1|DYAK
OG0000488	LOC6628858|XP_002052077.2|DVIR, LOC6628833|XP_002052074.2|DVIR, LOC6628835|XP_015028350.2|DVIR, LOC6628834|XP_002052075.2|DVIR	LOC6526294|XP_002087416.1|DYAK, LOC6526293|XP_015053347.1|DYAK
OG0000489	LOC6629365|XP_002054443.1|DVIR	LOC6539054|XP_002099556.2|DYAK
OG0000489	LOC6631808|XP_032295745.1|DVIR	LOC6525048|XP_002100887.1|DYAK
OG0000490	LOC6635583|XP_002058996.3|DVIR	LOC6524309|XP_002100168.1|DYAK
OG0000490	LOC6634698|XP_032296379.1|DVIR	LOC6526186|XP_039228935.1|DYAK
OG0000491	LOC6635812|XP_002059321.1|DVIR	LOC6530212|XP_002091150.1|DYAK, LOC6530211|XP_002091149.1|DYAK
OG0000492	LOC6626120|XP_032292939.1|DVIR	LOC6528750|XP_002089785.1|DYAK
OG0000492	LOC6634260|XP_002057542.1|DVIR	LOC6528953|XP_002089985.1|DYAK
OG0000493	LOC6636766|XP_002060230.1|DVIR, LOC6625196|XP_002048749.1|DVIR	LOC6538185|XP_002098713.1|DYAK, LOC6538186|XP_002098714.1|DYAK
OG0000494	LOC6630857|XP_015027275.1|DVIR	LOC6538585|XP_015048917.1|DYAK
OG0000494	LOC6628513|XP_002051499.1|DVIR	LOC6529036|XP_002090067.1|DYAK
OG0000495	LOC6633236|XP_032288949.1|DVIR	LOC6525461|XP_002101296.1|DYAK
OG0000495	LOC6635917|XP_002059286.1|DVIR	LOC6531521|XP_039228030.1|DYAK
OG0000496	LOC6634241|XP_002057792.1|DVIR	LOC6528113|XP_039227271.1|DYAK
OG0000496	LOC6628882|XP_002051662.1|DVIR	LOC6527418|XP_002088510.1|DYAK
OG0000497	LOC6635648|XP_002059194.2|DVIR	LOC6526977|XP_039226923.1|DYAK
OG0000497	LOC6635649|XP_002059195.2|DVIR	LOC6526976|XP_039226367.1|DYAK
OG0000498	LOC6629340|XP_002053317.2|DVIR	LOC6538716|XP_039231658.1|DYAK
OG0000498	LOC6629342|XP_002053319.3|DVIR	LOC6538714|XP_002099229.1|DYAK
OG0000499	LOC6625342|XP_002050424.2|DVIR	LOC6531555|XP_002092353.1|DYAK
OG0000499	LOC6633407|XP_032288799.1|DVIR	LOC6524396|XP_039226192.1|DYAK
OG0000500	LOC6624707|XP_002048373.1|DVIR	LOC6534217|XP_002094899.1|DYAK
OG0000500	LOC6623877|XP_002048370.2|DVIR	LOC6534219|XP_002094901.3|DYAK
OG0000501	LOC6624804|XP_002049654.2|DVIR	LOC6528592|XP_039227749.1|DYAK
OG0000502	LOC6626559|XP_002049809.1|DVIR	LOC6530687|XP_002091578.1|DYAK
OG0000503	LOC6625668|XP_002049368.1|DVIR, LOC6624935|XP_032293300.1|DVIR	LOC6531768|XP_002092555.2|DYAK, LOC26535424|XP_039228230.1|DYAK, LOC6531767|XP_002092554.2|DYAK
OG0000504	LOC6622641|XP_002047019.1|DVIR	LOC6534411|XP_002095089.1|DYAK
OG0000505	LOC6635516|XP_015024619.1|DVIR	LOC6524336|XP_039233780.1|DYAK
OG0000505	LOC6635573|XP_002058928.1|DVIR	LOC6524340|XP_039233491.1|DYAK
OG0000506	LOC6632313|XP_002055790.1|DVIR	LOC6538568|XP_002099090.1|DYAK
OG0000506	LOC6633108|XP_002055791.2|DVIR	LOC6538567|XP_002099089.2|DYAK
OG0000507	LOC6634405|XP_032289263.1|DVIR	LOC6526044|XP_002101861.1|DYAK
OG0000507	LOC6634406|XP_002057927.1|DVIR	LOC6526045|XP_002101862.1|DYAK
OG0000508	LOC6622632|XP_032291372.1|DVIR	LOC6532366|XP_039230008.1|DYAK
OG0000508	LOC6624655|XP_032291375.1|DVIR	LOC6532180|XP_015049199.1|DYAK
OG0000509	LOC6624850|XP_032292418.1|DVIR	LOC6531394|XP_015051311.1|DYAK
OG0000509	LOC6627103|XP_032292417.1|DVIR	LOC6531406|XP_015051315.1|DYAK
OG0000510	LOC6626757|XP_002050708.1|DVIR	LOC6530340|XP_002091267.1|DYAK
OG0000511	LOC6627928|XP_002051994.1|DVIR	LOC6529514|XP_002090516.1|DYAK
OG0000511	LOC6627929|XP_002051995.1|DVIR	LOC6529513|XP_015052138.1|DYAK
OG0000512	LOC6627910|XP_002051760.1|DVIR	LOC6527241|XP_002088335.3|DYAK
OG0000513	LOC6626707|XP_002050469.1|DVIR	LOC6528309|XP_002089362.1|DYAK
OG0000513	LOC6628067|XP_002051536.1|DVIR	LOC6529662|XP_002090655.1|DYAK
OG0000514	LOC6635747|XP_002059218.3|DVIR	LOC6527403|XP_002088495.1|DYAK
OG0000514	LOC6635746|XP_032294678.1|DVIR	LOC6527399|XP_015053669.2|DYAK
OG0000515	LOC6636204|XP_002059694.1|DVIR	LOC6523759|XP_002099634.1|DYAK
OG0000515	LOC6622056|XP_032290853.1|DVIR	LOC6534573|XP_002095249.1|DYAK
OG0000516	LOC6633766|XP_032296526.1|DVIR, LOC6633765|XP_002056951.3|DVIR	LOC6524756|XP_002100600.1|DYAK
OG0000517	LOC6622665|XP_002047694.1|DVIR	LOC6539535|XP_002086423.1|DYAK
OG0000521	LOC6631329|XP_032295927.1|DVIR	LOC6525841|XP_002101661.1|DYAK
OG0000521	LOC6631324|XP_032295977.1|DVIR	LOC6525833|XP_039229916.1|DYAK
